Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_NCBI
OG0010405	CP19_g17887_DN3_SP5_c.t1	XP_020872321.1
OG0010406	CP19_g17857_DN3_SP0_c.t1	XP_020874451.1
OG0010407	CP13_g20461_DN3_SP0_c.t1	XP_020871843.1
OG0010408	CP22_g17507_DN2_SP0_c.t1	XP_020875173.1, XP_020877820.1
OG0010409	CP2_g48787_DN3_SP0_c.t1	XP_020869938.1
OG0010410	CP2_g48747_DN3_SP0_c.t1	XP_002865681.1
OG0010412	CP2_g48700_DN3_SP0_c.t1, CP6_g8274_DN2_SP0_c.t1	XP_002865729.1
OG0010413	CP8_g52188_DN3_SP0_c.t1	XP_002865764.1
OG0010414	CP8_g53047_DN3_SP8_c.t1	XP_020871186.1
OG0010415	CP8_g53142_DN2_SP0_c.t1	XP_002865886.1
OG0010416	CP8_g53201_DN3_SP0_c.t1	XP_020872349.1, XP_020868578.1
OG0010417	CP8_g53243_DN3_SP8_c.t1	XP_002864200.1
OG0010419	CP2_g47576_DN3_SP0_c.t1	XP_020889340.1
OG0010421	CP4_g25165_DN2_SP0_c.t1	XP_002881411.1
OG0010422	CP7_g45145_DN2_SP2_c.t1	XP_002893463.2
OG0010423	CP8_g53290_DN3_SP7_c.t1	XP_020871083.1
OG0010426	CP13_g19146_DN2_SP0_c.t1	XP_020882363.1
OG0010436	CP12_g31156_DN3_SP0_c.t1	XP_020876000.1, XP_002873215.1
OG0010437	CP5_g949_DN3_SP7_c.t1	XP_020875104.1
OG0010438	CP5_g946_DN3_SP8_c.t1	XP_002867342.1
OG0010439	CP5_g943_DN3_SP2_c.t1	XP_002869371.2
OG0010440	CP5_g941_DN3_SP5_c.t1	XP_020874794.1
OG0010441	CP5_g932_DN3_SP8_c.t1	XP_002869366.1
OG0010442	CP5_g924_DN3_SP8_c.t1	XP_020872112.1
OG0010443	CP16_g55721_DN3_SP8_c.t1	XP_002878889.1
OG0010444	CP19_g18362_DN3_SP8_c.t1	XP_020873421.1
OG0010445	CP3_g14740_DN3_SP7_c.t1	XP_002877497.1
OG0010446	CP3_g14514_DN3_SP8_c.t1	XP_002877621.1
OG0010447	CP3_g14523_DN3_SP8_c.t1	XP_002875911.1
OG0010448	CP3_g14537_DN3_SP5_c.t1	XP_020880354.1
OG0010449	CP3_g14546_DN3_SP2_c.t1, CP2_g47986_DN3_SP0_c.t1	XP_002877609.2
OG0010450	CP3_g14589_DN3_SP1_c.t1	XP_020881712.1
OG0010451	CP3_g14571_DN3_SP5_c.t1	XP_020880368.1
OG0010452	CP3_g14567_DN3_SP6_c.t1	XP_020880342.1
OG0010453	CP3_g14612_DN3_SP8_c.t1	XP_002877575.1
OG0010454	CP13_g19700_DN3_SP6_c.t1	XP_002876732.1
OG0010455	CP13_g19643_DN3_SP0_c.t1	XP_020882320.1
OG0010458	CP13_g19628_DN3_SP8_c.t1	XP_020881530.1
OG0010459	CP5_g1373_DN3_SP8_c.t1, CP5_g3192_DN2_SP0_c.t1	XP_020874712.1
OG0010460	CP5_g1382_DN3_SP1_c.t1	XP_002868660.1
OG0010461	CP11_g32167_DN2_SP0_c.t1	XP_020877779.1
OG0010462	CP11_g32189_DN3_SP3_c.t1	XP_020877803.1
OG0010463	CP11_g32194_DN3_SP0_c.t1	XP_002873854.1
OG0010464	CP11_g32209_DN3_SP8_c.t1	XP_020876663.1
OG0010465	CP11_g32218_DN3_SP8_c.t1	XP_020878402.1
OG0010466	CP11_g32222_DN2_SP0_c.t1	XP_020878075.1
OG0010467	CP11_g32232_DN3_SP8_c.t1	XP_020876268.1
OG0010468	CP11_g32239_DN3_SP0_c.t1	XP_002873823.1
OG0010469	CP11_g32253_DN3_SP4_c.t1	XP_020878885.1
OG0010470	CP1_g36977_DN3_SP0_c.t1	XP_002889623.1
OG0010471	CP11_g32295_DN3_SP0_c.t1	XP_002871733.2
OG0010472	CP11_g32301_DN3_SP0_c.t1	XP_020876803.1
OG0010473	CP11_g32318_DN3_SP6_c.t1	XP_002873781.1
OG0010475	CP11_g32334_DN3_SP3_c.t1	XP_002873772.1
OG0010476	CP11_g32354_DN3_SP1_c.t1	XP_020879540.1
OG0010477	CP11_g32356_DN3_SP0_c.t1	XP_002873760.2
OG0010478	CP11_g32367_DN3_SP4_c.t1	XP_020877232.1
OG0010480	CP11_g32426_DN3_SP8_c.t1	XP_002873724.1
OG0010481	CP11_g32428_DN3_SP0_c.t1	XP_020876583.1
OG0010482	CP11_g32460_DN3_SP1_c.t1	XP_020879205.1
OG0010485	CP11_g32494_DN3_SP0_c.t1	XP_020877101.1
OG0010486	CP11_g32497_DN3_SP4_c.t1	XP_020878699.1
OG0010487	CP11_g32503_DN3_SP8_c.t1	XP_020879026.1
OG0010488	CP6_g7595_DN3_SP1_c.t1, CP21_g11013_DN3_SP1_c.t1	XP_002868324.1
OG0010489	CP11_g32532_DN2_SP0_c.t1	XP_020876225.1
OG0010490	CP11_g32579_DN2_SP1_c.t1	XP_020877839.1
OG0010491	CP11_g32590_DN3_SP0_c.t1	XP_002871586.1
OG0010492	CP11_g32591_DN3_SP2_c.t1	XP_002873628.1
OG0010493	CP11_g32592_DN3_SP2_c.t1	XP_020879445.1
OG0010494	CP11_g32600_DN3_SP7_c.t1	XP_020878098.1
OG0010495	CP11_g32604_DN3_SP1_c.t1	XP_020878097.1
OG0010496	CP11_g32617_DN3_SP5_c.t1	XP_002873616.1
OG0010497	CP11_g32623_DN3_SP3_c.t1	XP_002871568.1
OG0010498	CP11_g32646_DN3_SP1_c.t1	XP_002871552.1
OG0010499	CP11_g32647_DN3_SP8_c.t1	XP_020878359.1
OG0010500	CP11_g32666_DN3_SP7_c.t1	XP_020876649.1
OG0010501	CP11_g32675_DN3_SP5_c.t1	XP_020879131.1
OG0010503	CP11_g32680_DN3_SP0_c.t1	XP_020878604.1
OG0010504	CP1_g36579_DN2_SP0_c.t1	XP_002863818.1
OG0010505	CP11_g32704_DN3_SP6_c.t1	XP_020878739.1
OG0010506	CP11_g32708_DN3_SP1_c.t1	XP_020875766.1
OG0010507	CP11_g32720_DN3_SP8_c.t1	XP_020876262.1
OG0010508	CP11_g32723_DN3_SP0_c.t1	XP_020876517.1
OG0010509	CP11_g32747_DN3_SP0_c.t1	XP_002873531.1
OG0010510	CP11_g32749_DN3_SP0_c.t1	XP_020878856.1
OG0010511	CP11_g32763_DN3_SP8_c.t1	XP_020878543.1
OG0010512	CP11_g32779_DN3_SP0_c.t1	XP_020876532.1
OG0010513	CP11_g32783_DN3_SP0_c.t1	XP_020877979.1
OG0010514	CP11_g32788_DN3_SP0_c.t1	XP_020878520.1
OG0010515	CP11_g32814_DN3_SP7_c.t1	XP_020879499.1
OG0010516	CP11_g32834_DN3_SP0_c.t1	XP_020876750.1
OG0010517	CP11_g32838_DN3_SP8_c.t1	XP_020876733.1
OG0010518	CP11_g32840_DN3_SP6_c.t1	XP_002873484.2
OG0010519	CP11_g32885_DN3_SP0_c.t1	XP_020876749.1
OG0010520	CP11_g32890_DN2_SP0_c.t1	XP_020876761.1
OG0010521	CP11_g32897_DN3_SP1_c.t1	XP_020879503.1
OG0010522	CP11_g32919_DN3_SP7_c.t1	XP_020878008.1
OG0010523	CP11_g32948_DN3_SP0_c.t1	XP_002871387.1
OG0010524	CP11_g32956_DN1_SP0_c.t1	XP_020878812.1
OG0010526	CP11_g32978_DN2_SP0_c.t1	XP_020878735.1
OG0010527	CP11_g32985_DN3_SP6_c.t1	XP_020878670.1
OG0010528	CP11_g32989_DN3_SP0_c.t1	XP_002873399.1
OG0010529	CP12_g31030_DN3_SP8_c.t1	XP_002883635.1
OG0010530	CP12_g30538_DN3_SP2_c.t1	XP_002885464.1
OG0010532	CP11_g33040_DN3_SP4_c.t1	XP_020879426.1, XP_002871329.1
OG0010533	CP11_g33045_DN3_SP0_c.t1	XP_020878141.1
OG0010534	CP11_g33049_DN3_SP7_c.t1	XP_002873358.1
OG0010535	CP11_g33050_DN3_SP2_c.t1	XP_002871324.1
OG0010537	CP11_g33097_DN3_SP8_c.t1	XP_002871297.1
OG0010538	CP11_g33115_DN3_SP8_c.t1	XP_002873324.1
OG0010539	CP11_g33133_DN3_SP0_c.t1	XP_002871279.1
OG0010540	CP11_g32004_DN3_SP2_c.t1	XP_002874887.1
OG0010541	CP11_g32002_DN3_SP5_c.t1	XP_020876389.1
OG0010542	CP11_g31995_DN3_SP0_c.t1	XP_020876394.1
OG0010543	CP11_g31981_DN3_SP0_c.t1	XP_020876373.1
OG0010544	CP11_g31980_DN3_SP6_c.t1	XP_002874879.1
OG0010545	CP11_g31979_DN2_SP2_c.t1	XP_002872793.1
OG0010547	CP11_g31967_DN3_SP4_c.t1	XP_002872788.1
OG0010548	CP11_g31964_DN3_SP0_c.t1	XP_002874868.1
OG0010549	CP19_g18137_DN3_SP0_c.t1	XP_020873511.1
OG0010550	CP19_g18141_DN3_SP8_c.t1	XP_020873627.1
OG0010552	CP19_g18171_DN3_SP2_c.t1	XP_002869704.2
OG0010553	CP4_g26804_DN3_SP0_c.t1	XP_002880847.1
OG0010554	CP4_g26578_DN3_SP1_c.t1	XP_002880853.1
OG0010555	CP4_g26435_DN1_SP0_c.t1	XP_020883962.1
OG0010556	CP4_g26128_DN3_SP0_c.t1	XP_002880898.1
OG0010557	CP4_g26074_DN3_SP8_c.t1	XP_020884929.1
OG0010558	CP4_g26025_DN3_SP0_c.t1	XP_020885678.1
OG0010559	CP4_g25995_DN3_SP2_c.t1	XP_002880970.1
OG0010560	CP4_g25988_DN3_SP1_c.t1	XP_002879135.2
OG0010561	CP4_g25980_DN3_SP2_c.t1	XP_020883817.1
OG0010562	CP4_g25971_DN3_SP6_c.t1	XP_020883814.1
OG0010563	CP4_g25932_DN2_SP0_c.t1	XP_002880944.2
OG0010564	CP4_g25927_DN3_SP0_c.t1	XP_020883789.1
OG0010565	CP4_g25915_DN3_SP8_c.t1	XP_020884302.1
OG0010566	CP4_g25902_DN3_SP3_c.t1	XP_020884595.1
OG0010567	CP4_g25884_DN3_SP3_c.t1	XP_002879169.1
OG0010568	CP4_g25854_DN3_SP2_c.t1	XP_020885602.1
OG0010569	CP4_g25830_DN3_SP1_c.t1	XP_002879205.1, XP_002863050.1
OG0010570	CP4_g25828_DN3_SP0_c.t1	XP_002879206.1
OG0010571	CP4_g25792_DN3_SP8_c.t1	XP_002879218.1
OG0010572	CP4_g25772_DN2_SP0_c.t1	XP_020884192.1
OG0010573	CP4_g25732_DN3_SP1_c.t1	XP_002881092.1, XP_002862558.2
OG0010574	CP4_g25710_DN3_SP0_c.t1	XP_020883048.1
OG0010575	CP4_g25689_DN3_SP0_c.t1	XP_002879276.1
OG0010576	CP16_g54839_DN2_SP0_c.t1	XP_020885784.1
OG0010577	CP4_g25665_DN3_SP1_c.t1	XP_002879288.2
OG0010578	CP4_g25663_DN3_SP0_c.t1	XP_002881145.1
OG0010579	CP4_g25655_DN3_SP6_c.t1	XP_020883333.1, XP_002881149.1
OG0010580	CP4_g25629_DN3_SP7_c.t1	XP_002879310.1
OG0010581	CP4_g25628_DN3_SP1_c.t1	XP_020882931.1
OG0010582	CP4_g25596_DN3_SP8_c.t1	XP_020885039.1
OG0010583	CP4_g25580_DN3_SP7_c.t1	XP_020883446.1
OG0010584	CP4_g25574_DN3_SP8_c.t1	XP_020883314.1
OG0010585	CP4_g25562_DN3_SP0_c.t1	XP_002881205.1
OG0010586	CP4_g25557_DN3_SP8_c.t1	XP_020873889.1, XP_020885271.1
OG0010587	CP4_g25541_DN3_SP8_c.t1	XP_020873544.1, XP_020885043.1
OG0010588	CP18_g12109_DN3_SP2_c.t1	XP_002878955.1
OG0010589	CP4_g25532_DN3_SP6_c.t1	XP_020882868.1
OG0010590	CP4_g25531_DN3_SP5_c.t1	XP_020882865.1
OG0010591	CP4_g25518_DN3_SP3_c.t1	XP_020884167.1
OG0010592	CP4_g25515_DN3_SP2_c.t1	XP_002881224.1
OG0010593	CP4_g25511_DN3_SP5_c.t1	XP_002862849.2, XP_002879386.2
OG0010594	CP4_g25475_DN2_SP0_c.t1	XP_002879418.1
OG0010595	CP4_g25464_DN3_SP0_c.t1	XP_002881251.1
OG0010596	CP4_g25458_DN3_SP8_c.t1	XP_002879425.1
OG0010597	CP4_g25452_DN3_SP8_c.t1	XP_020884256.1, XP_002862860.1
OG0010598	CP4_g25405_DN3_SP8_c.t1	XP_020884392.1
OG0010599	CP13_g20277_DN3_SP3_c.t1	XP_020871773.1
OG0010600	CP5_g43_DN3_SP8_c.t1	XP_002868849.1
OG0010601	CP13_g20266_DN3_SP8_c.t1	XP_020871090.1
OG0010602	CP13_g20229_DN3_SP0_c.t1	XP_020889093.1
OG0010603	CP13_g20191_DN1_SP0_c.t1	XP_002865380.1
OG0010604	CP11_g31928_DN3_SP8_c.t1	XP_002874860.1
OG0010605	CP11_g31930_DN3_SP8_c.t1	XP_002874862.1
OG0010606	CP11_g31932_DN1_SP0_c.t1	XP_002872772.1
OG0010607	CP11_g31949_DN3_SP0_c.t1	XP_020876351.1
OG0010608	CP11_g31955_DN3_SP8_c.t1	XP_002872780.1
OG0010609	CP1_g38358_DN3_SP2_c.t1	XP_002894079.1
OG0010610	CP1_g38397_DN3_SP7_c.t1	XP_020868954.1
OG0010611	CP1_g38399_DN3_SP0_c.t1	XP_020870675.1
OG0010612	CP1_g38467_DN3_SP5_c.t1	XP_020869926.1
OG0010613	CP7_g45121_DN3_SP8_c.t1	XP_020869260.1
OG0010614	CP1_g38592_DN3_SP1_c.t1	XP_020870344.1
OG0010615	CP7_g45113_DN3_SP3_c.t1	XP_020868009.1
OG0010616	CP7_g45084_DN3_SP3_c.t1	XP_020867714.1
OG0010617	CP7_g45067_DN3_SP4_c.t1	XP_002890766.1
OG0010618	CP7_g45051_DN3_SP0_c.t1	XP_002893526.1
OG0010619	CP7_g45043_DN3_SP8_c.t1	XP_002890777.1
OG0010620	CP7_g45033_DN3_SP0_c.t1	XP_020868887.1
OG0010621	CP7_g45010_DN3_SP7_c.t1	XP_020867308.1
OG0010623	CP7_g44945_DN3_SP8_c.t1	XP_020867534.1
OG0010624	CP7_g44910_DN3_SP0_c.t1	XP_002890835.1
OG0010625	CP7_g44903_DN1_SP0_c.t1	XP_020868544.1
OG0010626	CP7_g44896_DN3_SP8_c.t1	XP_002893595.1
OG0010627	CP7_g44888_DN3_SP0_c.t1	XP_020866018.1
OG0010628	CP7_g44885_DN3_SP3_c.t1	XP_020870272.1
OG0010629	CP7_g44884_DN3_SP1_c.t1	XP_002890853.1
OG0010630	CP7_g44875_DN3_SP0_c.t1	XP_002890861.1
OG0010631	CP7_g44867_DN3_SP0_c.t1	XP_002893614.1
OG0010632	CP7_g44855_DN3_SP0_c.t1	XP_020866846.1
OG0010633	CP7_g44854_DN3_SP4_c.t1	XP_020866844.1
OG0010634	CP19_g17833_DN3_SP8_c.t1	XP_020872091.1
OG0010635	CP2_g50008_DN2_SP0_c.t1	XP_002866446.1
OG0010636	CP7_g44808_DN2_SP0_c.t1	XP_002890910.1
OG0010637	CP7_g44801_DN3_SP7_c.t1	XP_002893669.1
OG0010638	CP7_g44798_DN3_SP0_c.t1	XP_002893671.1
OG0010640	CP7_g44784_DN3_SP8_c.t1	XP_002893832.1
OG0010641	CP7_g44752_DN3_SP3_c.t1	XP_020870909.1
OG0010644	CP7_g44721_DN3_SP8_c.t1	XP_020870972.1
OG0010645	CP3_g15735_DN1_SP0_c.t1, CP7_g44719_DN3_SP0_c.t1	XP_002890953.1
OG0010646	CP7_g44711_DN3_SP3_c.t1	XP_020870481.1
OG0010647	CP7_g44688_DN3_SP6_c.t1	XP_002890968.1
OG0010648	CP7_g44680_DN3_SP8_c.t1	XP_020870518.1
OG0010649	CP7_g44655_DN3_SP4_c.t1	XP_002890985.1
OG0010650	CP7_g44645_DN3_SP0_c.t1	XP_020868036.1
OG0010651	CP7_g44632_DN2_SP0_c.t1	XP_002893730.1
OG0010652	CP7_g44630_DN3_SP0_c.t1	XP_020866842.1
OG0010653	CP7_g44627_DN3_SP0_c.t1	XP_002893733.1
OG0010654	CP13_g19560_DN3_SP7_c.t1	XP_002875137.1
OG0010655	CP13_g19550_DN3_SP8_c.t1	XP_020880428.1
OG0010656	CP13_g19548_DN3_SP2_c.t1	XP_020881040.1
OG0010657	CP4_g24454_DN3_SP8_c.t1	XP_002880004.1
OG0010658	CP13_g19533_DN3_SP8_c.t1	XP_002876856.1
OG0010659	CP13_g19529_DN3_SP1_c.t1	XP_020880259.1
OG0010660	CP13_g19500_DN3_SP8_c.t1	XP_002875207.1
OG0010661	CP2_g47598_DN3_SP8_c.t1	XP_002866743.2
OG0010662	CP2_g47610_DN3_SP0_c.t1	XP_020871290.1
OG0010663	CP2_g47615_DN3_SP7_c.t1	XP_020889415.1
OG0010664	CP2_g47624_DN3_SP0_c.t1	XP_002865040.2
OG0010665	CP2_g47628_DN1_SP0_c.t1	XP_002886978.1, XP_002866722.1
OG0010666	CP2_g47641_DN3_SP8_c.t1	XP_020890566.1
OG0010668	CP2_g47649_DN3_SP6_c.t1	XP_020871310.1
OG0010669	CP2_g47652_DN3_SP0_c.t1	XP_020888075.1
OG0010670	CP2_g47670_DN3_SP8_c.t1	XP_002866705.1
OG0010671	CP2_g47673_DN3_SP0_c.t1	XP_020871103.1
OG0010672	CP2_g47682_DN3_SP0_c.t1	XP_002864997.1
OG0010673	CP20_g4032_DN3_SP1_c.t1	XP_002874566.1
OG0010674	CP4_g24196_DN3_SP1_c.t1, CP2_g47708_DN2_SP0_c.t1, CP2_g47709_DN3_SP3_c.t1	XP_020885160.1
OG0010675	CP2_g47716_DN3_SP7_c.t1	XP_020871656.1
OG0010676	CP2_g47718_DN3_SP2_c.t1	XP_002866688.1
OG0010677	CP2_g47728_DN3_SP8_c.t1	XP_020880255.1
OG0010678	CP9_g29008_DN2_SP0_c.t1	XP_002888784.1, XP_002891096.1
OG0010679	CP2_g47746_DN3_SP3_c.t1	XP_002866674.1
OG0010680	CP2_g47775_DN3_SP4_c.t1	XP_002864947.1
OG0010681	CP2_g47794_DN3_SP0_c.t1	XP_020878883.1
OG0010682	CP2_g47820_DN3_SP0_c.t1	XP_020871889.1
OG0010683	CP2_g47826_DN2_SP0_c.t1	XP_002866632.1
OG0010684	CP2_g47837_DN3_SP6_c.t1	XP_020885850.1
OG0010685	CP2_g47864_DN3_SP8_c.t1	XP_020887458.1
OG0010686	CP2_g47874_DN3_SP8_c.t1	XP_002866607.1
OG0010687	CP2_g47883_DN3_SP8_c.t1	XP_020869949.1
OG0010688	CP2_g47885_DN3_SP8_c.t1	XP_002864885.2
OG0010689	CP2_g47902_DN3_SP7_c.t1	XP_020870113.1
OG0010690	CP2_g47909_DN3_SP8_c.t1	XP_020890385.1
OG0010691	CP2_g47922_DN3_SP8_c.t1	XP_020880340.1, XP_020871140.1
OG0010692	CP2_g47928_DN2_SP0_c.t1	XP_002866578.1
OG0010693	CP2_g47929_DN3_SP8_c.t1	XP_002864868.1
OG0010694	CP2_g47933_DN3_SP8_c.t1	XP_020869705.1
OG0010695	CP2_g47965_DN3_SP8_c.t1	XP_002866556.1
OG0010696	CP2_g47970_DN3_SP8_c.t1	XP_020885690.1
OG0010697	CP19_g17820_DN3_SP0_c.t1	XP_002868562.2
OG0010698	CP2_g48033_DN3_SP7_c.t1	XP_020871805.1
OG0010699	CP2_g48042_DN3_SP8_c.t1	XP_020877892.1
OG0010700	CP2_g48049_DN3_SP8_c.t1	XP_020889249.1
OG0010701	CP2_g48079_DN3_SP4_c.t1	XP_002864778.1
OG0010702	CP2_g48089_DN3_SP1_c.t1	XP_002864774.1
OG0010703	CP2_g48128_DN3_SP0_c.t1	XP_020870066.1
OG0010704	CP2_g48139_DN3_SP6_c.t1	XP_002866447.1
OG0010705	CP2_g48166_DN3_SP6_c.t1	XP_020871237.1
OG0010706	CP2_g48229_DN3_SP0_c.t1	XP_002864705.1
OG0010707	CP2_g48252_DN3_SP5_c.t1	XP_020877375.1
OG0010708	CP2_g48254_DN3_SP0_c.t1	XP_002874117.1
OG0010709	CP2_g48255_DN3_SP1_c.t1	XP_020877539.1
OG0010710	CP2_g47983_DN3_SP0_c.t1	XP_002864257.1, XP_002864258.1
OG0010712	CP2_g48285_DN3_SP1_c.t1	XP_020876251.1
OG0010713	CP11_g33348_DN3_SP2_c.t1	XP_020875969.1
OG0010714	CP2_g48311_DN3_SP0_c.t1	XP_002872081.1
OG0010715	CP2_g48320_DN3_SP0_c.t1	XP_002872087.1
OG0010716	CP2_g48322_DN3_SP8_c.t1	XP_020876101.1
OG0010717	CP2_g48329_DN3_SP1_c.t1	XP_002872092.1
OG0010718	CP2_g48333_DN3_SP5_c.t1	XP_002872093.1
OG0010719	CP2_g48340_DN3_SP2_c.t1	XP_020879459.1
OG0010720	CP2_g48371_DN3_SP2_c.t1	XP_020876769.1
OG0010721	CP2_g48372_DN3_SP0_c.t1	XP_020876771.1
OG0010723	CP2_g48378_DN3_SP0_c.t1	XP_002874207.1
OG0010724	CP2_g48387_DN3_SP2_c.t1	XP_020878332.1
OG0010725	CP2_g48405_DN3_SP0_c.t1	XP_002872132.1
OG0010726	CP2_g48461_DN3_SP8_c.t1	XP_020876236.1
OG0010727	CP2_g48468_DN3_SP0_c.t1	XP_020877862.1
OG0010728	CP2_g48469_DN3_SP8_c.t1	XP_002874269.2
OG0010729	CP12_g31014_DN3_SP6_c.t1	XP_020887411.1
OG0010730	CP2_g48488_DN2_SP3_c.t1	XP_020876142.1
OG0010731	CP2_g48489_DN3_SP7_c.t1	XP_020877850.1
OG0010732	CP8_g54383_DN3_SP4_c.t1	XP_002871890.1
OG0010733	CP8_g54397_DN3_SP5_c.t1	XP_002873944.1
OG0010735	CP8_g54345_DN3_SP8_c.t1	XP_002871908.1
OG0010736	CP8_g54337_DN3_SP2_c.t1	XP_020876097.1
OG0010738	CP8_g54318_DN3_SP7_c.t1	XP_002871919.1
OG0010739	CP8_g54317_DN3_SP5_c.t1	XP_020878816.1
OG0010740	CP8_g54313_DN1_SP7_c.t1	XP_020879497.1
OG0010741	CP8_g54304_DN3_SP7_c.t1	XP_020876284.1
OG0010742	CP8_g54289_DN3_SP3_c.t1	XP_002873991.1
OG0010743	CP8_g54265_DN3_SP0_c.t1	XP_002874005.1
OG0010744	CP268_g6518_DN3_SP0_c.t1, CP8_g54257_DN3_SP0_c.t1	XP_002871954.1
OG0010745	CP8_g54249_DN3_SP8_c.t1	XP_020879050.1
OG0010746	CP8_g54233_DN3_SP8_c.t1	XP_020877548.1
OG0010748	CP8_g54209_DN3_SP3_c.t1	XP_020877383.1
OG0010749	CP8_g54205_DN3_SP8_c.t1	XP_002871976.1
OG0010750	CP8_g54203_DN3_SP0_c.t1	XP_020879124.1
OG0010751	CP8_g54198_DN2_SP1_c.t1	XP_020879170.1
OG0010752	CP8_g54192_DN3_SP8_c.t1	XP_020877823.1
OG0010753	CP8_g54170_DN3_SP0_c.t1	XP_002874059.1
OG0010754	CP8_g54166_DN3_SP0_c.t1	XP_002874063.1
OG0010755	CP8_g54155_DN3_SP0_c.t1	XP_002872002.1
OG0010757	CP8_g54147_DN3_SP8_c.t1	XP_020877230.1
OG0010758	CP8_g54145_DN2_SP0_c.t1	XP_020879351.1
OG0010759	CP8_g54142_DN2_SP4_c.t1	XP_002872009.1
OG0010760	CP8_g54126_DN3_SP8_c.t1	XP_002874093.1
OG0010761	CP8_g54098_DN3_SP8_c.t1	XP_020871589.1
OG0010762	CP8_g54071_DN3_SP0_c.t1	XP_020871538.1
OG0010763	CP8_g54066_DN3_SP8_c.t1	XP_020889184.1
OG0010764	CP8_g54060_DN3_SP1_c.t1	XP_020882552.1
OG0010765	CP4_g24677_DN3_SP3_c.t1	XP_002879869.2
OG0010766	CP8_g53973_DN3_SP3_c.t1	XP_020886208.1
OG0010767	CP8_g53968_DN3_SP0_c.t1	XP_002866338.1
OG0010768	CP8_g53959_DN3_SP4_c.t1	XP_020881164.1
OG0010769	CP8_g53958_DN3_SP1_c.t1	XP_002864637.1
OG0010770	CP8_g53954_DN3_SP0_c.t1	XP_002864634.1
OG0010771	CP8_g53953_DN3_SP8_c.t1	XP_002864633.1
OG0010772	CP8_g53919_DN3_SP7_c.t1	XP_002864610.1, XP_002863038.2
OG0010773	CP8_g53913_DN2_SP0_c.t1	XP_020885138.1
OG0010774	CP8_g53906_DN3_SP8_c.t1	XP_002864603.1
OG0010775	CP8_g53884_DN3_SP8_c.t1	XP_002862630.1, XP_002866293.1
OG0010776	CP8_g53877_DN3_SP8_c.t1	XP_002866289.1
OG0010777	CP8_g53876_DN3_SP2_c.t1	XP_020889204.1
OG0010778	CP8_g53837_DN2_SP0_c.t1	XP_002866259.2
OG0010779	CP8_g53828_DN3_SP8_c.t1	XP_002864559.1
OG0010780	CP8_g53827_DN3_SP5_c.t1	XP_020878386.1
OG0010781	CP8_g53826_DN3_SP4_c.t1	XP_002864558.1
OG0010782	CP8_g53820_DN3_SP0_c.t1	XP_020872022.1
OG0010783	CP8_g53810_DN3_SP8_c.t1	XP_002866250.1
OG0010784	CP8_g53799_DN3_SP5_c.t1	XP_020888187.1
OG0010785	CP8_g53802_DN3_SP8_c.t1	XP_002866245.1
OG0010786	CP8_g53801_DN3_SP0_c.t1	XP_002864545.1
OG0010787	CP8_g53797_DN3_SP0_c.t1	XP_020888153.1
OG0010788	CP8_g53787_DN3_SP4_c.t1	XP_020870810.1
OG0010789	CP8_g53777_DN3_SP0_c.t1	XP_002864530.1
OG0010790	CP8_g53774_DN2_SP0_c.t1	XP_020871851.1
OG0010791	CP8_g53771_DN3_SP8_c.t1	XP_020872003.1
OG0010792	CP8_g53766_DN3_SP6_c.t1	XP_020885499.1
OG0010793	CP8_g53742_DN3_SP0_c.t1	XP_020883257.1
OG0010794	CP8_g53717_DN3_SP7_c.t1	XP_020868903.1, XP_020872774.1
OG0010795	CP8_g53682_DN3_SP0_c.t1	XP_020874595.1, XP_002866173.1
OG0010796	CP8_g53667_DN3_SP8_c.t1	XP_020888738.1
OG0010797	CP8_g53665_DN3_SP8_c.t1	XP_020885454.1
OG0010798	CP8_g53656_DN3_SP2_c.t1	XP_020871932.1
OG0010799	CP8_g53636_DN3_SP8_c.t1	XP_002864456.1
OG0010800	CP8_g53603_DN3_SP3_c.t1	XP_020885706.1
OG0010801	CP8_g53597_DN3_SP8_c.t1	XP_002866128.1
OG0010802	CP8_g53587_DN3_SP0_c.t1	XP_002866123.1
OG0010803	CP8_g53557_DN3_SP3_c.t1	XP_002864408.1
OG0010804	CP8_g53555_DN3_SP8_c.t1	XP_002864407.1
OG0010805	CP8_g53545_DN3_SP2_c.t1	XP_020886950.1
OG0010806	CP9_g28880_DN3_SP3_c.t1	XP_020890632.1
OG0010808	CP8_g53517_DN3_SP0_c.t1	XP_002866094.1
OG0010809	CP8_g53492_DN3_SP0_c.t1	XP_002866078.1
OG0010810	CP8_g53486_DN2_SP0_c.t1	XP_020885046.1
OG0010811	CP8_g53471_DN2_SP0_c.t1	XP_002864368.1
OG0010812	CP8_g53463_DN3_SP3_c.t1	XP_020871688.1
OG0010813	CP3_g14471_DN3_SP3_c.t1	XP_002877643.1
OG0010814	CP3_g14481_DN3_SP6_c.t1	XP_020880010.1
OG0010815	CP3_g14494_DN3_SP8_c.t1	XP_020879952.1
OG0010817	CP8_g53386_DN3_SP2_c.t1	XP_020871334.1
OG0010818	CP8_g53394_DN3_SP1_c.t1	XP_020871510.1
OG0010820	CP11_g32081_DN3_SP8_c.t1	XP_020879161.1
OG0010821	CP30_g9986_DN3_SP6_c.t1	XP_002874481.1
OG0010822	CP11_g32061_DN3_SP3_c.t1	XP_020878258.1
