Orthogroup	Conringia_planisiliqua	Rorippa_islandica
OG0010991	CP9_g29020_DN3_SP7_c.t1	Roisl.0019s0092.1.p
OG0010992	CP9_g29023_DN3_SP3_c.t1	Roisl.0019s0088.1.p
OG0010993	CP9_g29030_DN3_SP8_c.t1	Roisl.0004s0515.1.p
OG0010994	CP9_g29035_DN3_SP2_c.t1	Roisl.0004s0510.1.p
OG0010995	CP9_g29055_DN3_SP0_c.t1	Roisl.0004s0489.1.p
OG0010996	CP9_g29065_DN3_SP8_c.t1	Roisl.0004s0478.1.p
OG0010997	CP9_g29078_DN3_SP0_c.t1	Roisl.0004s0466.1.p
OG0010998	CP9_g29085_DN3_SP0_c.t1	Roisl.0004s0454.1.p
OG0010999	CP9_g29086_DN3_SP8_c.t1	Roisl.0004s0453.1.p
OG0011000	CP9_g29099_DN3_SP0_c.t1	Roisl.0004s0437.1.p
OG0011001	CP9_g29122_DN3_SP8_c.t1	Roisl.0004s0415.1.p
OG0011002	CP9_g29123_DN3_SP0_c.t1	Roisl.0004s0414.1.p
OG0011003	CP9_g29124_DN1_SP0_c.t1	Roisl.0004s0413.1.p
OG0011004	CP9_g28441_DN3_SP0_c.t1	Roisl.0019s0697.1.p
OG0011006	CP9_g28489_DN3_SP2_c.t1	Roisl.0019s0644.1.p
OG0011007	CP9_g28493_DN3_SP1_c.t1	Roisl.0019s0640.1.p
OG0011008	CP9_g28499_DN3_SP0_c.t1	Roisl.0019s0629.1.p
OG0011009	CP9_g28510_DN3_SP6_c.t1	Roisl.0019s0602.1.p
OG0011011	CP5_g1123_DN3_SP8_c.t1	Roisl.0044s0018.1.p
OG0011012	CP5_g1110_DN3_SP1_c.t1	Roisl.0044s0031.1.p
OG0011013	CP5_g1108_DN3_SP4_c.t1	Roisl.0044s0032.1.p
OG0011014	CP5_g1099_DN3_SP0_c.t1	Roisl.0044s0045.1.p
OG0011015	CP5_g1092_DN3_SP8_c.t1	Roisl.0044s0055.1.p
OG0011016	CP5_g1091_DN2_SP4_c.t1	Roisl.0044s0056.1.p
OG0011017	CP12_g31146_DN3_SP8_c.t1	Roisl.0213s0734.1.p
OG0011019	CP2_g48909_DN3_SP8_c.t1	Roisl.0010s0194.1.p
OG0011020	CP2_g48907_DN3_SP2_c.t1	Roisl.0010s0197.1.p
OG0011021	CP2_g48903_DN3_SP3_c.t1	Roisl.0010s0200.1.p
OG0011022	CP2_g48890_DN3_SP5_c.t1	Roisl.0050s0108.1.p
OG0011023	CP2_g48888_DN3_SP8_c.t1	Roisl.0050s0106.1.p
OG0011024	CP2_g48887_DN2_SP0_c.t1	Roisl.0050s0104.1.p
OG0011025	CP5_g1464_DN3_SP7_c.t1	Roisl.0009s0270.1.p
OG0011026	CP5_g1439_DN3_SP0_c.t1	Roisl.0213s0773.1.p
OG0011027	CP5_g1418_DN3_SP2_c.t1	Roisl.0213s0765.1.p
OG0011028	CP5_g1414_DN3_SP0_c.t1	Roisl.0009s0239.1.p
OG0011029	CP5_g1411_DN3_SP1_c.t1	Roisl.0009s0235.1.p
OG0011030	CP5_g1407_DN3_SP8_c.t1	Roisl.0009s0232.1.p
OG0011031	CP5_g1406_DN3_SP2_c.t1	Roisl.0009s0231.1.p, Roisl.0046s0850.1.p
OG0011033	CP13_g19122_DN3_SP8_c.t1	Roisl.0184s0196.1.p, Roisl.0025s0074.1.p
OG0011034	CP13_g19214_DN3_SP0_c.t1	Roisl.0025s0033.1.p
OG0011035	CP13_g19194_DN3_SP0_c.t1	Roisl.0025s0070.1.p
OG0011036	CP3_g15554_DN3_SP3_c.t1	Roisl.0037s0063.1.p
OG0011037	CP13_g19230_DN3_SP8_c.t1	Roisl.0011s0574.1.p
OG0011038	CP13_g19275_DN3_SP6_c.t1	Roisl.0006s0147.1.p
OG0011039	CP13_g19288_DN3_SP7_c.t1	Roisl.0011s0514.1.p
OG0011040	CP13_g19310_DN3_SP0_c.t1	Roisl.0011s0491.1.p
OG0011041	CP13_g19338_DN3_SP8_c.t1	Roisl.0011s0454.1.p
OG0011042	CP13_g19349_DN3_SP0_c.t1	Roisl.0011s0439.1.p
OG0011043	CP13_g19362_DN3_SP7_c.t1	Roisl.0011s0425.1.p
OG0011044	CP13_g19369_DN3_SP4_c.t1	Roisl.0011s0417.1.p
OG0011045	CP13_g19400_DN3_SP5_c.t1	Roisl.0011s0381.1.p
OG0011046	CP13_g19417_DN2_SP0_c.t1	Roisl.0011s0359.1.p
OG0011047	CP13_g19421_DN1_SP0_c.t1	Roisl.0011s0349.1.p
OG0011048	CP13_g19430_DN3_SP2_c.t1	Roisl.0011s0345.1.p
OG0011049	CP13_g19440_DN3_SP0_c.t1	Roisl.0011s0332.1.p
OG0011050	CP13_g19441_DN3_SP8_c.t1	Roisl.0011s0331.1.p
OG0011051	CP9_g28580_DN3_SP8_c.t1	Roisl.0019s0563.1.p
OG0011052	CP9_g28578_DN3_SP4_c.t1	Roisl.0019s0567.1.p
OG0011053	CP9_g28573_DN2_SP0_c.t1, CP9_g28568_DN3_SP1_c.t1	Roisl.0213s0138.1.p
OG0011054	CP9_g28562_DN3_SP0_c.t1	Roisl.0019s0577.1.p
OG0011055	CP9_g28556_DN3_SP0_c.t1	Roisl.0019s0583.1.p
OG0011056	CP9_g28539_DN3_SP7_c.t1	Roisl.0019s0595.1.p
OG0011057	CP9_g28527_DN3_SP8_c.t1	Roisl.0019s0616.1.p
OG0011058	CP9_g28525_DN3_SP0_c.t1	Roisl.0019s0614.1.p
OG0011059	CP13_g19884_DN1_SP0_c.t1	Roisl.0005s0187.1.p
OG0011060	CP13_g19901_DN3_SP8_c.t1	Roisl.0005s0203.1.p
OG0011061	CP29_g22160_DN3_SP4_c.t1	Roisl.0032s0034.1.p
OG0011062	CP13_g19912_DN3_SP0_c.t1	Roisl.0005s0221.1.p
OG0011063	CP14_g23550_DN3_SP0_c.t1	Roisl.0020s0032.1.p
OG0011064	CP13_g19919_DN2_SP0_c.t1	Roisl.0005s0231.1.p
OG0011065	CP4_g26182_DN2_SP2_c.t1	Roisl.0005s0238.1.p
OG0011066	CP13_g19932_DN3_SP0_c.t1	Roisl.0005s0257.1.p
OG0011067	CP13_g19948_DN3_SP8_c.t1	Roisl.0005s0206.1.p
OG0011068	CP13_g19958_DN3_SP8_c.t1	Roisl.0005s0289.1.p
OG0011069	CP13_g19965_DN3_SP0_c.t1	Roisl.0005s0295.1.p
OG0011071	CP13_g19986_DN3_SP8_c.t1	Roisl.0005s0312.1.p
OG0011072	CP13_g19989_DN3_SP8_c.t1	Roisl.0005s0313.1.p
OG0011074	CP9_g27782_DN2_SP2_c.t1	Roisl.0022s0045.1.p
OG0011075	CP1_g38159_DN2_SP0_c.t1	Roisl.0006s0014.1.p
OG0011076	CP3_g13420_DN1_SP0_c.t1	Roisl.0018s0078.1.p
OG0011077	CP1_g38133_DN3_SP1_c.t1	Roisl.0006s0036.1.p
OG0011078	CP1_g38124_DN3_SP0_c.t1	Roisl.0006s0044.1.p
OG0011079	CP1_g38115_DN3_SP8_c.t1	Roisl.0006s0054.1.p
OG0011080	CP1_g38109_DN3_SP8_c.t1	Roisl.0006s0059.1.p
OG0011081	CP1_g38101_DN3_SP8_c.t1	Roisl.0006s0068.1.p
OG0011082	CP1_g38068_DN3_SP8_c.t1	Roisl.0006s0101.1.p
OG0011083	CP1_g38064_DN3_SP8_c.t1	Roisl.0006s0106.1.p, Roisl.0006s0108.1.p
OG0011084	CP1_g38050_DN3_SP7_c.t1	Roisl.0006s0124.1.p
OG0011085	CP1_g38049_DN3_SP8_c.t1	Roisl.0006s0125.1.p
OG0011086	CP1_g38045_DN3_SP8_c.t1	Roisl.0006s0133.1.p
OG0011087	CP1_g38043_DN3_SP1_c.t1	Roisl.0006s0135.1.p
OG0011088	CP1_g38029_DN3_SP0_c.t1	Roisl.0006s0152.1.p
OG0011089	CP1_g38024_DN3_SP1_c.t1	Roisl.0006s0158.1.p
OG0011091	CP1_g38003_DN3_SP8_c.t1	Roisl.0006s0177.1.p
OG0011092	CP1_g37994_DN3_SP8_c.t1	Roisl.0006s0189.1.p
OG0011093	CP1_g37986_DN3_SP8_c.t1	Roisl.0006s0195.1.p
OG0011094	CP1_g37970_DN3_SP6_c.t1	Roisl.0006s0213.1.p
OG0011095	CP1_g37962_DN2_SP0_c.t1	Roisl.0006s0219.1.p
OG0011096	CP1_g37953_DN3_SP6_c.t1	Roisl.0006s0230.1.p
OG0011097	CP1_g37930_DN3_SP0_c.t1	Roisl.0006s0246.1.p, Roisl.0006s0308.1.p
OG0011098	CP1_g37927_DN3_SP0_c.t1	Roisl.0006s0254.1.p
OG0011099	CP1_g37885_DN2_SP0_c.t1	Roisl.0006s0275.1.p
OG0011100	CP1_g37881_DN3_SP1_c.t1	Roisl.0006s0269.1.p
OG0011101	CP1_g37878_DN3_SP1_c.t1	Roisl.0006s0268.1.p
OG0011102	CP13_g20592_DN3_SP7_c.t1	Roisl.0214s0318.1.p
OG0011103	CP13_g20591_DN3_SP0_c.t1	Roisl.0214s0317.1.p
OG0011104	CP13_g20580_DN3_SP6_c.t1	Roisl.0214s0311.1.p
OG0011105	CP4_g25393_DN3_SP0_c.t1	Roisl.0028s0753.1.p
OG0011106	CP4_g25391_DN3_SP1_c.t1	Roisl.0028s0756.1.p
OG0011107	CP4_g25390_DN3_SP4_c.t1	Roisl.0028s0757.1.p
OG0011108	CP4_g25369_DN3_SP2_c.t1	Roisl.0028s0778.1.p
OG0011109	CP4_g25366_DN3_SP0_c.t1	Roisl.0028s0780.1.p
OG0011110	CP4_g25351_DN2_SP0_c.t1	Roisl.0028s0796.1.p
OG0011111	CP4_g25352_DN3_SP0_c.t1	Roisl.0028s0795.1.p
OG0011112	CP4_g25347_DN3_SP5_c.t1	Roisl.0028s0799.1.p
OG0011113	CP4_g25315_DN3_SP6_c.t1	Roisl.0028s0831.1.p
OG0011114	CP4_g25289_DN3_SP0_c.t1	Roisl.0028s0860.1.p
OG0011116	CP4_g25283_DN2_SP0_c.t1	Roisl.0028s0866.1.p
OG0011117	CP4_g25279_DN3_SP7_c.t1	Roisl.0028s0870.1.p
OG0011118	CP4_g25269_DN3_SP8_c.t1	Roisl.0028s0880.1.p
OG0011119	CP4_g25268_DN3_SP6_c.t1	Roisl.0028s0882.1.p
OG0011120	CP4_g25260_DN3_SP0_c.t1	Roisl.0028s0896.1.p
OG0011121	CP4_g25215_DN3_SP0_c.t1	Roisl.0028s0947.1.p
OG0011122	CP4_g25213_DN3_SP2_c.t1	Roisl.0028s0949.1.p
OG0011123	CP13_g19635_DN2_SP0_c.t1	Roisl.0011s0077.1.p
OG0011124	CP6_g6864_DN3_SP8_c.t1	Roisl.0091s0358.1.p
OG0011125	CP6_g6880_DN3_SP1_c.t1	Roisl.0091s0377.1.p
OG0011126	CP12_g29828_DN1_SP0_c.t1	Roisl.0214s0492.1.p
OG0011127	CP6_g6913_DN3_SP8_c.t1	Roisl.0091s0415.1.p
OG0011128	CP28_g33932_DN3_SP0_c.t1	Roisl.0083s0048.1.p
OG0011130	CP6_g6952_DN3_SP0_c.t1	Roisl.0091s0457.1.p
OG0011131	CP6_g6959_DN3_SP0_c.t1	Roisl.0091s0462.1.p
OG0011132	CP6_g6966_DN3_SP0_c.t1	Roisl.0091s0469.1.p
OG0011134	CP6_g6972_DN3_SP3_c.t1	Roisl.0091s0477.1.p
OG0011135	CP6_g6984_DN3_SP4_c.t1	Roisl.0091s0489.1.p
OG0011136	CP16_g55203_DN3_SP8_c.t1	Roisl.0091s0535.1.p
OG0011137	CP6_g7047_DN2_SP0_c.t1	Roisl.0091s0549.1.p
OG0011138	CP6_g7110_DN1_SP0_c.t1	Roisl.0091s0607.1.p
OG0011140	CP6_g7088_DN3_SP7_c.t1	Roisl.0091s0593.1.p
OG0011141	CP6_g7106_DN3_SP8_c.t1	Roisl.0091s0609.1.p
OG0011142	CP6_g7116_DN2_SP0_c.t1	Roisl.0091s0619.1.p
OG0011143	CP3_g14257_DN3_SP0_c.t1	Roisl.0046s1060.1.p
OG0011144	CP3_g14274_DN3_SP1_c.t1	Roisl.0046s1048.1.p
OG0011145	CP3_g14286_DN2_SP0_c.t1	Roisl.0046s1043.1.p
OG0011146	CP3_g14297_DN3_SP0_c.t1	Roisl.0046s1032.1.p
OG0011147	CP9_g28394_DN3_SP0_c.t1	Roisl.0019s0740.1.p
OG0011149	CP3_g14315_DN3_SP8_c.t1	Roisl.0046s1002.1.p
OG0011150	CP3_g14316_DN3_SP0_c.t1	Roisl.0046s1001.1.p
OG0011151	CP10_g42366_DN3_SP8_c.t1	Roisl.0016s0311.1.p
OG0011152	CP3_g14338_DN3_SP0_c.t1	Roisl.0046s0980.1.p
OG0011153	CP19_g18306_DN3_SP0_c.t1	Roisl.0008s0157.1.p
OG0011154	CP19_g18320_DN3_SP4_c.t1	Roisl.0008s0140.1.p
OG0011156	CP8_g53196_DN3_SP7_c.t1	Roisl.0189s0113.1.p
OG0011157	CP8_g53160_DN3_SP6_c.t1	Roisl.0189s0157.1.p
OG0011159	CP8_g53058_DN3_SP8_c.t1	Roisl.0189s0222.1.p
OG0011160	CP8_g53039_DN3_SP6_c.t1	Roisl.0189s0241.1.p
OG0011161	CP8_g52994_DN3_SP8_c.t1	Roisl.0189s0275.1.p
OG0011162	CP8_g53010_DN3_SP8_c.t1	Roisl.0189s0265.1.p
OG0011163	CP8_g53005_DN3_SP8_c.t1	Roisl.0189s0274.1.p, Roisl.0189s0271.1.p
OG0011164	CP8_g53014_DN3_SP5_c.t1	Roisl.0189s0260.1.p
OG0011165	CP15_g35309_DN3_SP0_c.t1	Roisl.0066s0422.1.p
OG0011166	CP15_g35556_DN3_SP8_c.t1	Roisl.0188s0042.1.p
OG0011167	CP8_g53102_DN3_SP8_c.t1	Roisl.0214s0130.1.p
OG0011168	CP3_g13444_DN3_SP0_c.t1	Roisl.0018s0057.1.p
OG0011169	CP15_g35558_DN3_SP0_c.t1	Roisl.0188s0040.1.p
OG0011170	CP15_g35247_DN3_SP3_c.t1	Roisl.0006s0428.1.p
OG0011171	CP15_g34507_DN3_SP7_c.t1	Roisl.0047s0038.1.p
OG0011172	CP17_g5089_DN3_SP8_c.t1	Roisl.0047s0029.1.p
OG0011173	CP15_g34551_DN3_SP8_c.t1	Roisl.0047s0046.1.p
OG0011174	CP10_g44030_DN3_SP0_c.t1, CP10_g44029_DN2_SP0_c.t1	Roisl.0045s0028.1.p
OG0011175	CP10_g44019_DN3_SP6_c.t1	Roisl.0045s0017.1.p
OG0011176	CP10_g44007_DN3_SP3_c.t1	Roisl.0045s0004.1.p
OG0011177	CP2_g48839_DN3_SP6_c.t1	Roisl.0185s0082.1.p
OG0011179	CP10_g43947_DN3_SP8_c.t1	Roisl.0012s0003.1.p
OG0011180	CP10_g43878_DN3_SP0_c.t1	Roisl.0066s0263.1.p
OG0011181	CP10_g43875_DN3_SP8_c.t1	Roisl.0066s0261.1.p
OG0011182	CP19_g18259_DN3_SP8_c.t1	Roisl.0008s0205.1.p
OG0011183	CP19_g18272_DN3_SP1_c.t1	Roisl.0008s0192.1.p
OG0011184	CP2_g47532_DN3_SP0_c.t1	Roisl.0024s0666.1.p
OG0011185	CP19_g18388_DN3_SP2_c.t1	Roisl.0091s0033.1.p
OG0011187	CP19_g18452_DN3_SP6_c.t1	Roisl.0091s0095.1.p
OG0011188	CP19_g18459_DN2_SP0_c.t1	Roisl.0091s0100.1.p
OG0011189	CP19_g18469_DN3_SP8_c.t1	Roisl.0091s0115.1.p
OG0011190	CP19_g18472_DN2_SP0_c.t1	Roisl.0091s0121.1.p
OG0011192	CP12_g29937_DN3_SP0_c.t1	Roisl.0074s0355.1.p
OG0011194	CP1_g39556_DN3_SP3_c.t1	Roisl.0082s0084.1.p
OG0011195	CP6_g6819_DN3_SP3_c.t1	Roisl.0091s0300.1.p
OG0011196	CP6_g6804_DN3_SP2_c.t1	Roisl.0091s0281.1.p
OG0011197	CP6_g6790_DN3_SP0_c.t1	Roisl.0091s0268.1.p
OG0011198	CP6_g6772_DN3_SP8_c.t1	Roisl.0091s0250.1.p
OG0011199	CP6_g6715_DN3_SP3_c.t1	Roisl.0091s0195.1.p
OG0011200	CP20_g4163_DN3_SP8_c.t1	Roisl.0038s0001.1.p
OG0011201	CP6_g6695_DN3_SP8_c.t1	Roisl.0091s0173.1.p
OG0011202	CP6_g6693_DN3_SP8_c.t1	Roisl.0091s0172.1.p
OG0011203	CP19_g18515_DN3_SP3_c.t1	Roisl.0091s0154.1.p
OG0011204	CP6_g6839_DN3_SP0_c.t1	Roisl.0091s0322.1.p
OG0011205	CP6_g6851_DN3_SP0_c.t1	Roisl.0091s0335.1.p
OG0011206	CP4_g24463_DN3_SP0_c.t1	Roisl.0028s0352.1.p
OG0011207	CP20_g4048_DN3_SP8_c.t1	Roisl.0060s0009.1.p
OG0011208	CP20_g4065_DN3_SP6_c.t1	Roisl.0060s0005.1.p
OG0011209	CP22_g17339_DN3_SP1_c.t1	Roisl.0189s0013.1.p
OG0011210	CP22_g17281_DN3_SP2_c.t1	Roisl.0189s0030.1.p
OG0011211	CP22_g17101_DN3_SP4_c.t1	Roisl.0055s0034.1.p
OG0011212	CP13_g20824_DN3_SP8_c.t1	Roisl.0036s0099.1.p
OG0011213	CP13_g20730_DN3_SP0_c.t1	Roisl.0055s0055.1.p
OG0011214	CP6_g7206_DN3_SP8_c.t1	Roisl.0002s0023.1.p
OG0011215	CP6_g7198_DN3_SP0_c.t1	Roisl.0002s0016.1.p
OG0011216	CP6_g7213_DN3_SP8_c.t1	Roisl.0002s0029.1.p
OG0011217	CP6_g7171_DN3_SP0_c.t1	Roisl.0091s0651.1.p
OG0011218	CP6_g7168_DN1_SP0_c.t1	Roisl.0053s0010.1.p
OG0011219	CP6_g7154_DN3_SP0_c.t1	Roisl.0091s0674.1.p
OG0011220	CP6_g7153_DN3_SP0_c.t1	Roisl.0091s0680.1.p
OG0011221	CP6_g7136_DN3_SP8_c.t1	Roisl.0091s0639.1.p
OG0011222	CP6_g7130_DN3_SP0_c.t1	Roisl.0091s0635.1.p
OG0011223	CP6_g7124_DN3_SP6_c.t1	Roisl.0091s0629.1.p
OG0011224	CP7_g44623_DN3_SP2_c.t1	Roisl.0209s0153.1.p
OG0011225	CP7_g44625_DN3_SP8_c.t1	Roisl.0209s0155.1.p
OG0011226	CP10_g42128_DN3_SP8_c.t1	Roisl.0016s0044.1.p
OG0011227	CP2_g47531_DN3_SP8_c.t1	Roisl.0024s0667.1.p
OG0011228	CP2_g47522_DN3_SP7_c.t1	Roisl.0024s0676.1.p
OG0011229	CP2_g47518_DN2_SP8_c.t1	Roisl.0024s0680.1.p
OG0011230	CP2_g47517_DN2_SP8_c.t1	Roisl.0024s0681.1.p
OG0011231	CP2_g47515_DN3_SP0_c.t1	Roisl.0024s0683.1.p
OG0011232	CP3_g13083_DN3_SP0_c.t1	Roisl.0018s0459.1.p
OG0011233	CP3_g13088_DN3_SP0_c.t1	Roisl.0018s0454.1.p
OG0011235	CP3_g13122_DN3_SP0_c.t1	Roisl.0018s0416.1.p
OG0011236	CP3_g13143_DN3_SP8_c.t1	Roisl.0018s0391.1.p
OG0011237	CP3_g13145_DN3_SP8_c.t1	Roisl.0018s0375.1.p, Roisl.0018s0389.1.p
OG0011238	CP3_g13146_DN3_SP0_c.t1	Roisl.0018s0388.1.p
OG0011239	CP3_g13147_DN2_SP5_c.t1	Roisl.0018s0387.1.p, Roisl.0018s0374.1.p
OG0011240	CP3_g13162_DN3_SP3_c.t1	Roisl.0018s0355.1.p
OG0011241	CP3_g13195_DN3_SP0_c.t1	Roisl.0018s0325.1.p
OG0011242	CP3_g13201_DN3_SP1_c.t1	Roisl.0018s0465.1.p
OG0011244	CP3_g13210_DN3_SP0_c.t1	Roisl.0018s0309.1.p
OG0011245	CP3_g13216_DN3_SP8_c.t1	Roisl.0018s0303.1.p
OG0011246	CP3_g13217_DN3_SP7_c.t1	Roisl.0018s0302.1.p
OG0011247	CP3_g13248_DN3_SP8_c.t1	Roisl.0018s0269.1.p
OG0011248	CP3_g13266_DN3_SP0_c.t1	Roisl.0018s0256.1.p
OG0011249	CP3_g13283_DN3_SP0_c.t1	Roisl.0018s0235.1.p
OG0011250	CP3_g13309_DN3_SP2_c.t1	Roisl.0018s0207.1.p
OG0011251	CP3_g13310_DN3_SP8_c.t1	Roisl.0018s0206.1.p
OG0011252	CP3_g13322_DN2_SP0_c.t1	Roisl.0018s0191.1.p
OG0011253	CP3_g13323_DN3_SP0_c.t1	Roisl.0213s0625.1.p, Roisl.0018s0190.1.p
OG0011254	CP3_g13328_DN3_SP5_c.t1	Roisl.0018s0185.1.p, Roisl.0018s0182.1.p
OG0011256	CP3_g13369_DN3_SP0_c.t1	Roisl.0018s0133.1.p
OG0011257	CP3_g13377_DN3_SP1_c.t1	Roisl.0018s0124.1.p
OG0011258	CP3_g13400_DN3_SP4_c.t1	Roisl.0018s0102.1.p
OG0011259	CP3_g13402_DN3_SP0_c.t1	Roisl.0018s0099.1.p, Roisl.0018s0097.1.p
OG0011260	CP3_g13414_DN3_SP8_c.t1	Roisl.0018s0085.1.p
OG0011261	CP3_g13422_DN3_SP8_c.t1	Roisl.0018s0076.1.p
OG0011262	CP5_g1062_DN3_SP8_c.t1	Roisl.0044s0092.1.p
OG0011263	CP3_g13463_DN3_SP7_c.t1	Roisl.0018s0028.1.p
OG0011264	CP3_g13466_DN3_SP2_c.t1	Roisl.0018s0022.1.p
OG0011265	CP3_g13468_DN3_SP7_c.t1	Roisl.0018s0020.1.p
OG0011266	CP3_g13471_DN3_SP2_c.t1	Roisl.0018s0017.1.p
OG0011267	CP3_g15641_DN3_SP0_c.t1	Roisl.0208s0013.1.p
OG0011268	CP3_g13497_DN3_SP7_c.t1	Roisl.0026s0031.1.p
OG0011269	CP3_g13500_DN3_SP8_c.t1	Roisl.0026s0034.1.p
OG0011270	CP3_g13538_DN2_SP0_c.t1	Roisl.0026s0081.1.p
OG0011271	CP3_g13627_DN3_SP3_c.t1	Roisl.0026s0174.1.p
OG0011272	CP20_g4249_DN3_SP0_c.t1	Roisl.0057s0032.1.p
OG0011273	CP3_g13635_DN3_SP1_c.t1	Roisl.0044s0136.1.p
OG0011274	CP9_g28435_DN3_SP8_c.t1	Roisl.0019s0702.1.p
OG0011276	CP3_g13665_DN3_SP0_c.t1	Roisl.0026s0212.1.p
OG0011277	CP3_g13668_DN2_SP7_c.t1	Roisl.0026s0215.1.p
OG0011278	CP3_g13670_DN1_SP0_c.t1	Roisl.0026s0216.1.p
OG0011279	CP3_g13686_DN3_SP0_c.t1	Roisl.0046s1668.1.p
OG0011280	CP3_g13690_DN2_SP0_c.t1	Roisl.0046s1663.1.p
OG0011281	CP3_g13692_DN3_SP0_c.t1	Roisl.0046s1661.1.p
OG0011282	CP3_g13713_DN3_SP4_c.t1	Roisl.0046s1637.1.p
OG0011283	CP3_g13715_DN3_SP8_c.t1	Roisl.0046s1635.1.p
OG0011284	CP3_g13738_DN3_SP8_c.t1	Roisl.0046s1615.1.p
OG0011285	CP3_g13739_DN2_SP0_c.t1	Roisl.0046s1614.1.p
OG0011286	CP3_g13750_DN3_SP8_c.t1	Roisl.0046s1597.1.p
OG0011287	CP3_g13761_DN3_SP8_c.t1	Roisl.0046s1581.1.p
OG0011288	CP3_g13775_DN3_SP0_c.t1	Roisl.0046s1565.1.p
OG0011289	CP3_g13776_DN3_SP8_c.t1	Roisl.0046s1564.1.p
OG0011290	CP3_g13780_DN3_SP0_c.t1	Roisl.0046s1560.1.p
OG0011291	CP3_g13781_DN3_SP8_c.t1	Roisl.0046s1557.1.p
OG0011292	CP3_g13790_DN3_SP8_c.t1	Roisl.0046s1549.1.p
OG0011294	CP3_g13841_DN3_SP4_c.t1	Roisl.0046s1502.1.p
OG0011295	CP3_g13843_DN3_SP6_c.t1	Roisl.0046s1500.1.p
OG0011296	CP3_g13864_DN3_SP8_c.t1	Roisl.0046s1471.1.p
OG0011297	CP3_g13868_DN3_SP8_c.t1	Roisl.0046s1467.1.p
OG0011298	CP3_g13871_DN3_SP3_c.t1	Roisl.0046s1464.1.p
OG0011299	CP3_g13885_DN3_SP8_c.t1	Roisl.0046s1454.1.p
OG0011300	CP3_g13889_DN3_SP8_c.t1	Roisl.0046s1451.1.p
OG0011301	CP3_g13890_DN3_SP8_c.t1	Roisl.0046s1450.1.p
OG0011302	CP3_g13895_DN3_SP8_c.t1	Roisl.0046s1446.1.p
OG0011303	CP3_g13911_DN3_SP0_c.t1	Roisl.0046s1432.1.p
OG0011304	CP3_g13912_DN3_SP6_c.t1	Roisl.0046s1431.1.p
OG0011305	CP3_g13917_DN3_SP3_c.t1	Roisl.0046s1426.1.p
OG0011306	CP3_g13937_DN3_SP8_c.t1	Roisl.0046s1401.1.p
OG0011307	CP9_g28321_DN3_SP1_c.t1	Roisl.0019s0808.1.p
OG0011308	CP3_g13959_DN3_SP8_c.t1	Roisl.0046s1379.1.p
OG0011309	CP3_g13963_DN2_SP1_c.t1	Roisl.0046s1376.1.p
OG0011310	CP3_g13969_DN3_SP1_c.t1	Roisl.0046s1367.1.p
OG0011311	CP3_g13997_DN3_SP8_c.t1	Roisl.0046s1335.1.p
OG0011312	CP3_g14010_DN3_SP8_c.t1	Roisl.0046s1328.1.p
OG0011313	CP3_g14013_DN3_SP2_c.t1	Roisl.0046s1324.1.p
OG0011314	CP3_g14045_DN3_SP8_c.t1	Roisl.0046s1290.1.p
OG0011315	CP3_g14068_DN3_SP8_c.t1	Roisl.0046s1269.1.p
OG0011316	CP3_g14072_DN3_SP8_c.t1	Roisl.0046s1262.1.p
OG0011317	CP3_g14089_DN3_SP7_c.t1	Roisl.0046s1240.1.p
OG0011318	CP3_g14093_DN3_SP5_c.t1	Roisl.0046s1237.1.p, Roisl.0066s0419.1.p
OG0011319	CP8_g53404_DN3_SP8_c.t1	Roisl.0052s0021.1.p
OG0011320	CP8_g53372_DN3_SP0_c.t1	Roisl.0184s0123.1.p, Roisl.0052s0065.1.p
OG0011322	CP8_g53351_DN3_SP0_c.t1	Roisl.0184s0106.1.p
OG0011323	CP8_g53342_DN3_SP2_c.t1	Roisl.0184s0083.1.p
OG0011324	CP8_g53318_DN3_SP6_c.t1	Roisl.0031s0126.1.p
OG0011325	CP8_g53298_DN3_SP8_c.t1	Roisl.0031s0108.1.p
OG0011326	CP8_g53289_DN3_SP0_c.t1	Roisl.0031s0097.1.p
OG0011327	CP6_g7258_DN2_SP0_c.t1	Roisl.0002s0061.1.p
OG0011328	CP12_g30856_DN3_SP8_c.t1	Roisl.0053s0200.1.p
OG0011329	CP12_g30863_DN1_SP0_c.t1	Roisl.0053s0194.1.p
OG0011330	CP12_g30866_DN2_SP0_c.t1	Roisl.0053s0188.1.p
OG0011331	CP12_g30878_DN3_SP3_c.t1	Roisl.0053s0171.1.p
OG0011332	CP12_g30887_DN3_SP8_c.t1	Roisl.0053s0165.1.p
OG0011333	CP12_g30906_DN2_SP6_c.t1	Roisl.0053s0154.1.p
OG0011334	CP12_g30987_DN3_SP6_c.t1	Roisl.0001s0529.1.p
OG0011335	CP12_g30862_DN3_SP8_c.t1	Roisl.0001s0525.1.p
OG0011336	CP12_g31056_DN3_SP5_c.t1	Roisl.0053s0431.1.p
OG0011337	CP12_g31049_DN3_SP0_c.t1	Roisl.0049s0034.1.p
OG0011338	CP12_g31113_DN3_SP8_c.t1	Roisl.0213s0754.1.p
OG0011339	CP12_g31656_DN3_SP7_c.t1	Roisl.0213s0689.1.p
OG0011340	CP10_g42927_DN3_SP8_c.t1	Roisl.0079s0321.1.p, Roisl.0014s0055.1.p
OG0011341	CP9_g28201_DN3_SP7_c.t1	Roisl.0024s0032.1.p
