Orthogroup	Conringia_planisiliqua	Brassica_rapa
OG0007082	CP1_g36808_DN3_SP0_c.t1	XP_033134967.1, XP_033138158.1
OG0007084	CP7_g46051_DN1_SP0_c.t1	XP_009117732.1, XP_033128351.1, XP_033132695.1
OG0007085	CP7_g46006_DN3_SP0_c.t1	XP_033132687.1, XP_033129814.1
OG0007086	CP7_g45438_DN3_SP0_c.t1	XP_018509925.1
OG0007087	CP7_g45294_DN3_SP0_c.t1	XP_009115377.1, XP_009103094.1, XP_009110021.1
OG0007088	CP7_g45189_DN2_SP0_c.t1	XP_009113821.1, XP_009109847.1, XP_033131570.1
OG0007089	CP7_g45173_DN3_SP8_c.t1	XP_009113795.1, XP_009109837.1
OG0007090	CP7_g45156_DN3_SP8_c.t1	XP_009113782.2, XP_009102994.1, XP_009109825.1
OG0007093	CP9_g28889_DN3_SP1_c.t1	XP_009105908.1, XP_033141252.1, XP_009104854.1
OG0007096	CP13_g19691_DN3_SP0_c.t1	XP_009107122.1, XP_009107118.1, XP_033139710.1
OG0007097	CP13_g19433_DN3_SP1_c.t1	XP_009114112.1, XP_009152112.1
OG0007098	CP13_g19142_DN2_SP8_c.t1	XP_009111777.1, XP_009129335.2, NP_001288845.1
OG0007099	CP2_g48855_DN3_SP3_c.t1	XP_009111804.1, XP_009151758.1, XP_009129675.1
OG0007100	CP2_g48506_DN3_SP0_c.t1	XP_033134882.1
OG0007100	CP3_g15489_DN2_SP0_c.t1, CP3_g15434_DN2_SP0_c.t1	XP_033128739.1
OG0007102	CP3_g14159_DN3_SP0_c.t1	XP_009115915.1, XP_009139483.1, XP_009136655.1
OG0007103	CP3_g14041_DN3_SP5_c.t1	XP_033131657.1
OG0007104	CP17_g4851_DN2_SP0_c.t1, CP17_g4857_DN3_SP0_c.t1, CP17_g4938_DN3_SP0_c.t1, CP17_g4872_DN3_SP0_c.t1, CP17_g4916_DN1_SP0_c.t1, CP17_g4892_DN3_SP0_c.t1, CP17_g4869_DN3_SP0_c.t1, CP17_g4927_DN3_SP0_c.t1, CP17_g4969_DN3_SP0_c.t1, CP17_g4917_DN3_SP0_c.t1, CP17_g4944_DN3_SP0_c.t1, CP17_g4894_DN1_SP0_c.t1, CP17_g4871_DN3_SP0_c.t1, CP17_g4978_DN3_SP0_c.t1, CP17_g4957_DN3_SP0_c.t1, CP17_g4863_DN3_SP0_c.t1	XP_009150769.2, XP_009150780.2, XP_018515198.2
OG0007105	CP8_g54484_DN3_SP2_c.t1	XP_009126264.1, XP_009131673.1
OG0007107	CP20_g4057_DN3_SP0_c.t1	XP_009134150.1
OG0007108	CP20_g4389_DN3_SP0_c.t1	XP_009128660.1, XP_009123168.1
OG0007109	CP19_g17991_DN3_SP0_c.t1	XP_009142379.1
OG0007110	CP19_g18037_DN3_SP1_c.t1	XP_009137574.1, XP_009139849.1
OG0007112	CP6_g6912_DN3_SP8_c.t1	XP_009132356.1, XP_009136975.1
OG0007115	CP2_g48803_DN3_SP0_c.t1	XP_033129690.1
OG0007116	CP2_g48709_DN3_SP0_c.t1	XP_009129768.1, XP_009151723.1
OG0007119	CP8_g52905_DN3_SP0_c.t1, CP8_g52901_DN1_SP0_c.t1, CP8_g52902_DN1_SP0_c.t1, CP8_g52898_DN3_SP0_c.t1	XP_009127352.1
OG0007129	CP19_g18365_DN3_SP6_c.t1	XP_009136671.2
OG0007130	CP8_g53412_DN3_SP8_c.t1	XP_009127092.1, XP_009119967.2
OG0007131	CP2_g47976_DN3_SP6_c.t1	NP_001288834.1, XP_009150388.1
OG0007132	CP3_g14538_DN3_SP1_c.t1	XP_009149816.1, XP_009150194.1
OG0007133	CP3_g14545_DN3_SP8_c.t1	XP_009149822.1
OG0007134	CP3_g14564_DN3_SP1_c.t1	XP_009150202.1
OG0007135	CP3_g14592_DN2_SP5_c.t1	XP_009150726.1, XP_009150213.1, XP_009149859.1
OG0007136	CP3_g14600_DN3_SP0_c.t1	XP_009149863.1
OG0007137	CP13_g19703_DN3_SP2_c.t1	XP_009101370.1, XP_009107097.1
OG0007138	CP13_g19686_DN3_SP8_c.t1	XP_009107128.1, XP_009101355.2
OG0007139	CP5_g1045_DN2_SP0_c.t1	XP_009109030.1
OG0007140	CP13_g19642_DN3_SP8_c.t1	XP_009101319.1, XP_009129211.1
OG0007141	CP13_g19591_DN3_SP1_c.t1	XP_009129167.1
OG0007142	CP4_g24940_DN3_SP6_c.t1	XP_009143445.1
OG0007143	CP13_g19828_DN3_SP5_c.t1	XP_009101494.1
OG0007144	CP9_g29455_DN3_SP3_c.t1	XP_009106462.1, XP_009128280.2
OG0007146	CP11_g32206_DN3_SP4_c.t1	XP_009131603.2
OG0007147	CP11_g32226_DN3_SP7_c.t1	XP_018512043.1, XP_009107517.1
OG0007148	CP11_g32228_DN3_SP4_c.t1	XP_009126187.1, XP_009107515.1
OG0007149	CP11_g32249_DN3_SP0_c.t1	XP_009131585.1, XP_033137407.1
OG0007150	CP11_g32254_DN2_SP0_c.t1	XP_009121409.1, XP_009126169.1
OG0007151	CP11_g32270_DN3_SP8_c.t1	XP_009126153.1, XP_009121422.1
OG0007152	CP11_g32288_DN3_SP4_c.t1	XP_009121451.1, XP_009131558.1
OG0007153	CP11_g32311_DN3_SP3_c.t1	XP_009126127.2, XP_009121472.1
OG0007154	CP11_g32312_DN3_SP7_c.t1	XP_009126125.1, XP_009121473.1
OG0007155	CP11_g32317_DN3_SP8_c.t1	XP_009121478.1, XP_009131547.2
OG0007156	CP11_g32326_DN3_SP2_c.t1	XP_009131540.1, XP_009126113.2
OG0007157	CP11_g32340_DN3_SP6_c.t1	XP_033143165.1, XP_033139551.1, XP_033139550.1
OG0007158	CP11_g32360_DN3_SP4_c.t1	XP_009126093.2, XP_009121514.2
OG0007159	CP4_g25096_DN3_SP0_c.t1	XP_009143584.1
OG0007160	CP11_g32390_DN3_SP8_c.t1	XP_009121543.1, XP_009131501.1
OG0007161	CP11_g32397_DN3_SP3_c.t1	XP_009131495.1, XP_009126067.1
OG0007162	CP11_g32416_DN3_SP7_c.t1	XP_009126054.1, XP_009121568.1
OG0007163	CP11_g32417_DN3_SP2_c.t1	XP_009131471.1, XP_009121569.1
OG0007164	CP11_g32447_DN3_SP2_c.t1	XP_009131454.1, XP_009126040.1
OG0007165	CP11_g32465_DN3_SP3_c.t1	XP_009126024.1, XP_009131432.1
OG0007166	CP11_g32473_DN3_SP7_c.t1	XP_009126019.1, XP_009131429.1
OG0007167	CP11_g32474_DN3_SP7_c.t1	XP_009126016.1, XP_009121620.1
OG0007168	CP11_g32479_DN3_SP7_c.t1	XP_009126015.1, XP_009131426.1
OG0007169	CP11_g32486_DN3_SP8_c.t1	XP_009121629.1, XP_009131424.1
OG0007170	CP11_g32492_DN3_SP8_c.t1	XP_009121636.1, XP_009126005.1
OG0007172	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1	XP_033135291.1
OG0007173	CP11_g32544_DN3_SP8_c.t1	XP_009121682.1, XP_009131391.1
OG0007174	CP11_g32545_DN3_SP3_c.t1	XP_009121683.1, XP_009131392.2
OG0007175	CP11_g32547_DN3_SP8_c.t1	XP_009121684.2, XP_033143145.1
OG0007177	CP11_g32563_DN2_SP0_c.t1	XP_009121703.2
OG0007178	CP11_g32566_DN3_SP2_c.t1	XP_033137820.1, XP_009131376.1
OG0007179	CP11_g32568_DN3_SP1_c.t1	XP_033137827.1, XP_009131374.1
OG0007180	CP11_g32570_DN3_SP8_c.t1	XP_009131373.1
OG0007181	CP11_g32572_DN3_SP2_c.t1	XP_009131370.1
OG0007182	CP11_g32574_DN3_SP0_c.t1	XP_033137805.1
OG0007184	CP11_g32598_DN3_SP7_c.t1	XP_009121737.1, XP_009125939.1
OG0007185	CP11_g32599_DN3_SP8_c.t1	XP_009131356.1, XP_009125937.1
OG0007186	CP11_g32605_DN3_SP7_c.t1	XP_033139752.1, XP_009121741.1
OG0007187	CP11_g32606_DN3_SP8_c.t1	XP_009121743.2, XP_009125929.1
OG0007188	CP2_g48727_DN2_SP0_c.t1	XP_033140553.1
OG0007189	CP11_g32613_DN3_SP8_c.t1	XP_009125923.1, XP_009121753.1
OG0007190	CP11_g32618_DN3_SP0_c.t1	XP_009121759.1, XP_009125919.1
OG0007191	CP11_g32619_DN3_SP8_c.t1	XP_009121760.1, XP_009131346.1, XP_009125920.1
OG0007192	CP11_g32630_DN3_SP8_c.t1	XP_009121767.2, XP_009125907.2
OG0007193	CP11_g32637_DN3_SP8_c.t1	XP_009131330.2, XP_009121775.2
OG0007194	CP8_g53566_DN3_SP0_c.t1	XP_009132639.3
OG0007195	CP11_g32659_DN3_SP7_c.t1	XP_009131315.1, XP_009121801.1
OG0007196	CP11_g32663_DN3_SP8_c.t1	XP_009121809.2, XP_009131314.1
OG0007197	CP11_g32694_DN3_SP1_c.t1	XP_009121852.1, XP_009125859.1
OG0007198	CP11_g32721_DN3_SP0_c.t1	XP_009121878.1, XP_009131257.1
OG0007199	CP11_g32727_DN3_SP8_c.t1	XP_009131251.1
OG0007200	CP11_g32737_DN2_SP0_c.t1	XP_009131247.1, XP_009121898.2
OG0007201	CP13_g19116_DN3_SP0_c.t1	XP_009151780.1
OG0007202	CP5_g604_DN2_SP0_c.t1	XP_009108755.1
OG0007203	CP11_g32786_DN3_SP7_c.t1	XP_009131207.1, XP_009121941.1
OG0007204	CP11_g32790_DN3_SP2_c.t1	XP_033138556.1, XP_018512203.1, XP_009131202.1
OG0007205	CP19_g18228_DN3_SP0_c.t1	XP_009137819.1, XP_009137429.1
OG0007206	CP11_g32796_DN3_SP7_c.t1, CP11_g32797_DN3_SP0_c.t1	XP_009125803.1, XP_009121964.1
OG0007207	CP11_g32861_DN3_SP0_c.t1	XP_009131174.1, XP_033140345.1, XP_009122033.1
OG0007208	CP11_g32867_DN2_SP8_c.t1	XP_009122039.1, XP_009125291.1
OG0007209	CP2_g48809_DN3_SP0_c.t1	XP_033139812.1, XP_009151617.1
OG0007210	CP11_g32878_DN3_SP5_c.t1	XP_009122047.1, XP_009131165.2
OG0007211	CP11_g32898_DN3_SP2_c.t1	XP_009125306.1, XP_009122068.1
OG0007212	CP11_g32913_DN3_SP6_c.t1	XP_009131147.1, XP_009125322.1
OG0007213	CP11_g32916_DN3_SP0_c.t1	XP_009125327.1, XP_009122087.1
OG0007214	CP11_g32922_DN3_SP6_c.t1	XP_009131138.1, XP_009125330.1
OG0007215	CP11_g32947_DN3_SP8_c.t1	XP_009122114.1, XP_009131127.1
OG0007217	CP11_g33000_DN3_SP0_c.t1	XP_033140963.1
OG0007218	CP11_g33021_DN3_SP1_c.t1	XP_009131097.1, XP_009122481.1
OG0007219	CP11_g33032_DN3_SP6_c.t1	XP_009131079.2, XP_033140840.1, XP_009122468.1
OG0007220	CP11_g33058_DN3_SP0_c.t1	XP_009122445.1, XP_033140843.1, XP_009131055.1
OG0007221	CP11_g33074_DN3_SP7_c.t1	XP_009122428.1, XP_009131041.1
OG0007222	CP11_g33077_DN3_SP0_c.t1	XP_009131038.1, XP_033136350.1, XP_033138670.1
OG0007223	CP11_g33102_DN3_SP8_c.t1	XP_009125704.1, XP_009131023.1
OG0007224	CP11_g32007_DN3_SP0_c.t1	XP_009134390.1, XP_009144533.1
OG0007225	CP11_g31987_DN3_SP7_c.t1	XP_009144526.2, XP_009134374.2
OG0007226	CP11_g31986_DN3_SP0_c.t1	XP_033140647.1, XP_009122176.1
OG0007227	CP11_g31973_DN3_SP8_c.t1	XP_009122046.2, XP_009134368.1
OG0007228	CP19_g18143_DN3_SP8_c.t1	XP_009138797.1, XP_009137492.1
OG0007229	CP19_g18161_DN3_SP2_c.t1	XP_009137481.1
OG0007231	CP24_g47484_DN3_SP6_c.t1	XP_009103556.3, XP_009140749.1
OG0007232	CP4_g26933_DN3_SP0_c.t1	XP_009133920.1, XP_033132185.1
OG0007233	CP4_g26292_DN3_SP0_c.t1	XP_009133909.1, XP_033145828.1
OG0007234	CP4_g26108_DN3_SP0_c.t1	XP_009103591.1
OG0007236	CP4_g26068_DN3_SP7_c.t1	XP_009133893.1, XP_033131744.1
OG0007237	CP4_g25998_DN3_SP2_c.t1	XP_009103617.1, XP_009140818.2
OG0007238	CP4_g25973_DN3_SP6_c.t1	XP_009133883.1
OG0007239	CP4_g25922_DN3_SP8_c.t1	XP_009140893.1
OG0007240	CP4_g25909_DN2_SP0_c.t1	XP_009140902.1, XP_009103685.1
OG0007241	CP4_g25899_DN3_SP6_c.t1	XP_009133878.1, XP_009103690.1
OG0007242	CP4_g25883_DN3_SP5_c.t1	XP_009140922.1, XP_009133866.1
OG0007243	CP4_g25859_DN3_SP8_c.t1	XP_009133862.1, XP_009103716.1
OG0007244	CP4_g25853_DN2_SP0_c.t1	XP_009140952.1, XP_009124364.2
OG0007245	CP4_g25841_DN3_SP7_c.t1	XP_009140959.1, XP_009125045.1
OG0007246	CP4_g25840_DN2_SP3_c.t1	XP_009140960.2, XP_009125046.3
OG0007247	CP4_g25784_DN3_SP0_c.t1	XP_009141016.1, XP_009144357.1
OG0007248	CP4_g25783_DN3_SP0_c.t1	XP_009141017.1, XP_009144356.1
OG0007249	CP4_g25760_DN2_SP0_c.t1	XP_033145149.1, XP_033142212.1, XP_033147219.1
OG0007250	CP4_g25755_DN3_SP0_c.t1	XP_009141034.1, XP_009144332.1
OG0007251	CP8_g54143_DN3_SP0_c.t1	XP_009120648.2, XP_009126547.1
OG0007252	CP4_g25719_DN1_SP0_c.t1	XP_009141061.1
OG0007253	CP4_g25706_DN2_SP0_c.t1	XP_009141070.2
OG0007254	CP4_g25658_DN3_SP0_c.t1	XP_033148186.1, XP_009141121.2
OG0007255	CP4_g25657_DN3_SP8_c.t1	XP_009141122.2, XP_009132762.2
OG0007256	CP5_g2758_DN1_SP0_c.t1, CP4_g25643_DN3_SP0_c.t1	XP_009141133.1, XP_009144251.1
OG0007257	CP4_g25611_DN3_SP7_c.t1	XP_009144210.1, XP_009141168.1
OG0007258	CP4_g25601_DN3_SP2_c.t1	XP_018512677.1
OG0007259	CP4_g25546_DN3_SP0_c.t1	XP_033147719.1, XP_009141207.1
OG0007260	CP4_g25521_DN3_SP0_c.t1	XP_009132851.2, XP_009143995.1
OG0007261	CP4_g25512_DN3_SP0_c.t1	XP_009132845.1
OG0007262	CP4_g25505_DN3_SP8_c.t1	XP_009132839.1
OG0007264	CP4_g25468_DN3_SP0_c.t1	XP_009143924.2
OG0007264	CP4_g25467_DN3_SP0_c.t1	XP_009141279.1
OG0007265	CP4_g25463_DN3_SP6_c.t1	XP_009132902.1, XP_009143921.1
OG0007266	CP4_g25460_DN3_SP2_c.t1	XP_033143065.1
OG0007267	CP4_g25456_DN3_SP3_c.t1	XP_009132892.1, XP_009143912.2
OG0007268	CP4_g25473_DN2_SP0_c.t1	XP_009143896.2, XP_009141287.1
OG0007269	CP4_g25413_DN3_SP0_c.t1	XP_009132921.2, XP_009143869.2
OG0007271	CP13_g20225_DN3_SP3_c.t1	XP_009101753.1
OG0007272	CP13_g20189_DN3_SP5_c.t1	XP_009123934.1, XP_009101731.1
OG0007273	CP19_g18127_DN3_SP3_c.t1	XP_009138970.1
OG0007274	CP19_g18113_DN3_SP7_c.t1	XP_009137514.1, XP_009139133.2
OG0007275	CP19_g18079_DN3_SP6_c.t1	XP_009137548.2
OG0007276	CP19_g18071_DN3_SP0_c.t1	XP_009139444.1
OG0007277	CP1_g38470_DN3_SP0_c.t1	XP_009123196.1
OG0007278	CP1_g38482_DN3_SP6_c.t1	XP_009145039.1, XP_009107430.3
OG0007279	CP1_g38525_DN3_SP8_c.t1	XP_009123524.1, XP_009107444.1
OG0007280	CP1_g38489_DN3_SP5_c.t1	XP_009123514.1, XP_009124587.1
OG0007281	CP1_g38488_DN3_SP8_c.t1	XP_009124591.1, XP_009123512.2
OG0007282	CP7_g45112_DN3_SP0_c.t1	XP_009113737.1
OG0007283	CP7_g45091_DN3_SP8_c.t1	XP_009109762.1
OG0007284	CP7_g45083_DN3_SP1_c.t1	XP_033131321.1, XP_009113702.1
OG0007286	CP7_g45031_DN3_SP1_c.t1	XP_009109703.1
OG0007287	CP7_g45001_DN3_SP8_c.t1	XP_033131030.1
OG0007288	CP7_g44999_DN2_SP0_c.t1	XP_009115270.1, XP_009109685.2
OG0007289	CP7_g44990_DN3_SP0_c.t1	XP_009102868.1, XP_009109678.1
OG0007290	CP7_g44982_DN3_SP0_c.t1	XP_009109673.1, XP_009115257.1
OG0007291	CP7_g44965_DN1_SP0_c.t1	XP_033137279.1, XP_018508408.1
OG0007292	CP7_g44893_DN2_SP8_c.t1	XP_009102792.1, XP_009115197.2
OG0007293	CP7_g44877_DN3_SP0_c.t1	XP_009109604.2, XP_009115178.1
OG0007294	CP7_g44871_DN3_SP7_c.t1	XP_018510107.1
OG0007295	CP7_g44868_DN3_SP1_c.t1	XP_009115162.1, NP_001288888.1
OG0007296	CP7_g44860_DN3_SP8_c.t1	XP_009109586.1, XP_009102698.2
OG0007297	CP7_g44853_DN3_SP8_c.t1	XP_009115139.1
OG0007298	CP7_g44825_DN3_SP0_c.t1	XP_009102690.1, XP_033135696.1
OG0007299	CP7_g44817_DN3_SP8_c.t1	XP_009102687.3, XP_009115049.1
OG0007300	CP7_g44806_DN3_SP1_c.t1	XP_009107757.1, XP_009115028.2, XP_009102680.1
OG0007301	CP7_g44805_DN3_SP2_c.t1	XP_009115027.1, XP_009102682.1, XP_009107755.1
OG0007302	CP7_g44796_DN3_SP7_c.t1	XP_033134943.1, XP_009108144.1, XP_009102675.2
OG0007303	CP7_g44774_DN3_SP1_c.t1	XP_009124901.1, XP_009115003.1
OG0007304	CP7_g44764_DN2_SP0_c.t1	XP_009108121.2, XP_033135669.1
OG0007305	CP7_g44753_DN3_SP7_c.t1	XP_033132629.1, XP_033135670.1
OG0007306	CP4_g25189_DN3_SP1_c.t1	XP_033147508.1
OG0007306	CP7_g44689_DN3_SP0_c.t1	XP_018510358.1
OG0007307	CP7_g44687_DN3_SP8_c.t1	XP_009114913.1
OG0007308	CP7_g44684_DN3_SP8_c.t1	XP_009107996.2
OG0007309	CP7_g44675_DN3_SP6_c.t1	XP_009145195.1
OG0007310	CP7_g44651_DN3_SP6_c.t1	XP_009151428.1, XP_009114889.1
OG0007311	CP7_g44647_DN3_SP8_c.t1	XP_009114885.2, XP_009151431.1
OG0007312	CP13_g19562_DN3_SP8_c.t1	XP_009129134.1, XP_033128095.1
OG0007313	CP13_g19537_DN3_SP4_c.t1	XP_009152222.1, XP_009129105.1
OG0007314	CP13_g19535_DN3_SP0_c.t1	XP_033136425.1, XP_009152217.1
OG0007315	CP13_g19527_DN3_SP0_c.t1	XP_009114173.1, XP_009152211.1
OG0007316	CP13_g19512_DN3_SP8_c.t1	XP_009152200.1, NP_001288910.1
OG0007317	CP2_g47597_DN3_SP8_c.t1	XP_009112327.1
OG0007318	CP2_g47651_DN3_SP8_c.t1	XP_009112365.1, XP_009103443.1
OG0007319	CP2_g47665_DN2_SP0_c.t1	XP_009103427.1, XP_009112372.1
OG0007320	CP2_g47668_DN3_SP8_c.t1	XP_009115824.1, XP_009112376.2
OG0007321	CP5_g1178_DN3_SP8_c.t1	XP_009144284.1, NP_001288868.1
OG0007323	CP2_g47715_DN3_SP3_c.t1	XP_033135172.1
OG0007324	CP2_g47725_DN3_SP7_c.t1	XP_009150659.1
OG0007325	CP2_g47726_DN3_SP8_c.t1	XP_009150658.1, XP_033140900.1
OG0007326	CP2_g47748_DN3_SP8_c.t1	XP_009130513.2, XP_009150636.1
OG0007327	CP2_g47762_DN3_SP0_c.t1	XP_033136221.1, XP_033141782.1
OG0007328	CP2_g47767_DN3_SP8_c.t1	XP_033128186.1, XP_009130504.1
OG0007329	CP2_g47789_DN3_SP8_c.t1	XP_009150592.1
OG0007330	CP2_g47816_DN3_SP8_c.t1	XP_009150560.1
OG0007331	CP2_g47818_DN3_SP8_c.t1	XP_009130473.1, XP_009112157.1
OG0007332	CP2_g47832_DN3_SP8_c.t1	XP_009150547.1, XP_009112149.2
OG0007333	CP2_g47845_DN3_SP0_c.t1	XP_009150536.1
OG0007335	CP2_g47856_DN3_SP2_c.t1	XP_009130455.2, XP_009150525.2
OG0007336	CP2_g47857_DN3_SP0_c.t1	XP_009150802.3, XP_009130454.1
OG0007337	CP2_g47862_DN3_SP0_c.t1	XP_009150517.1
OG0007338	CP2_g47867_DN3_SP8_c.t1	XP_009150510.1
OG0007339	CP2_g47890_DN3_SP8_c.t1	XP_009150483.1, XP_009130441.1
OG0007340	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1	XP_009130429.1, XP_009150468.1
OG0007341	CP2_g47907_DN3_SP8_c.t1	XP_009112115.1, XP_009150465.1
OG0007342	CP2_g47918_DN3_SP0_c.t1	XP_009112112.2
OG0007343	CP2_g47927_DN3_SP8_c.t1	XP_009112107.1, XP_009150447.1
OG0007344	CP2_g47931_DN3_SP8_c.t1	XP_009150429.1, XP_009130273.1
OG0007345	CP2_g47990_DN3_SP7_c.t1	XP_009150377.1, XP_009112069.2
OG0007346	CP2_g47993_DN3_SP8_c.t1	XP_009150376.2, XP_009130243.2
OG0007347	CP2_g47996_DN3_SP4_c.t1	XP_009150372.1, XP_009112067.1
OG0007348	CP2_g47997_DN3_SP0_c.t1	XP_009112066.2, XP_009150371.1
OG0007349	CP2_g48001_DN1_SP0_c.t1	XP_009150368.1, XP_009112059.2
OG0007350	CP2_g48028_DN2_SP0_c.t1	XP_009151405.1, XP_009112032.1
OG0007351	CP2_g48059_DN3_SP3_c.t1	XP_009130215.1, XP_009151366.1
OG0007352	CP2_g48060_DN1_SP0_c.t1	XP_009130214.2, XP_009151365.2
OG0007353	CP2_g48077_DN3_SP0_c.t1	XP_009130308.2
OG0007354	CP2_g48108_DN3_SP5_c.t1	XP_009151310.1
OG0007355	CP6_g7638_DN3_SP3_c.t1	XP_009139583.1, XP_009107502.1
OG0007356	CP2_g48136_DN2_SP0_c.t1	XP_009111998.1, XP_009136506.1
OG0007357	CP2_g48144_DN3_SP0_c.t1	XP_009136497.1, XP_009111995.1
OG0007358	CP2_g48148_DN3_SP4_c.t1	XP_033140364.1, XP_009136489.1
OG0007359	CP2_g48151_DN3_SP8_c.t1	XP_009136486.1, XP_009111993.1
OG0007360	CP2_g48170_DN1_SP0_c.t1	XP_009111986.2, XP_009136463.2
OG0007361	CP2_g48207_DN3_SP1_c.t1	XP_033140505.1, XP_009136430.1
OG0007362	CP2_g48217_DN3_SP7_c.t1	XP_009136414.1
OG0007363	CP2_g48218_DN3_SP8_c.t1	XP_009111966.2, XP_009136413.2
OG0007364	CP2_g48242_DN3_SP0_c.t1	XP_009136391.1, XP_009111953.1
OG0007365	CP2_g48288_DN3_SP5_c.t1	XP_009150891.2
OG0007366	CP2_g48298_DN2_SP0_c.t1	XP_033135758.1, XP_009150899.1
OG0007367	CP2_g48303_DN3_SP8_c.t1	XP_009141730.1, XP_009150904.1
OG0007368	CP2_g48313_DN3_SP1_c.t1	XP_009141810.1, XP_009150914.1
OG0007369	CP2_g48339_DN3_SP8_c.t1	XP_009150945.1, XP_009130082.1
OG0007370	CP2_g48345_DN3_SP8_c.t1	XP_033128927.1, XP_009130078.1, XP_009141986.1
OG0007371	CP2_g48356_DN3_SP6_c.t1	XP_009130069.1, XP_009150959.1
OG0007372	CP2_g48373_DN3_SP1_c.t1	NP_001288914.1, XP_009130064.1, NP_001288827.1
OG0007374	CP2_g48383_DN3_SP5_c.t1	XP_009150986.1, XP_018512385.1
OG0007375	CP2_g48384_DN3_SP0_c.t1	XP_009150985.1, XP_033134523.1
OG0007376	CP2_g48388_DN3_SP7_c.t1	XP_009150996.1, XP_009111641.1
OG0007378	CP2_g48416_DN3_SP1_c.t1	XP_009151032.1, XP_009111652.2
OG0007379	CP2_g48417_DN3_SP3_c.t1	XP_009111653.1, XP_009151031.2
OG0007380	CP2_g48444_DN3_SP8_c.t1	XP_009129966.1, XP_009151064.1
OG0007381	CP2_g48456_DN2_SP1_c.t1	XP_009129959.1, XP_009151078.1
OG0007382	CP2_g48462_DN3_SP0_c.t1	XP_009129955.1, XP_009151085.1
OG0007383	CP2_g48477_DN3_SP8_c.t1	XP_009111674.1, XP_009151099.1
OG0007384	CP8_g54394_DN3_SP1_c.t1	XP_018512299.1, XP_009120890.1
OG0007385	CP8_g54399_DN3_SP8_c.t1	XP_009120895.1, XP_009131734.1
OG0007386	CP8_g54364_DN3_SP8_c.t1	XP_009126382.2, XP_009120865.2
OG0007387	CP8_g54363_DN3_SP8_c.t1	XP_009120866.1, XP_009131748.1
OG0007388	CP8_g54348_DN3_SP0_c.t1	XP_009120858.1, XP_009131751.1, XP_009126390.1
OG0007389	CP8_g54341_DN3_SP4_c.t1	XP_009126393.1, XP_009131756.2, XP_009120854.1
OG0007390	CP8_g54340_DN3_SP1_c.t1	XP_009126394.1, XP_009120853.1
OG0007391	CP8_g54329_DN3_SP6_c.t1	XP_009120841.1
OG0007392	CP8_g54314_DN3_SP0_c.t1	XP_033144642.1
OG0007393	CP8_g54310_DN3_SP8_c.t1	XP_009126426.1, XP_009131779.2
OG0007394	CP8_g54272_DN3_SP7_c.t1	XP_033138615.1, XP_009126451.1
OG0007395	CP8_g54248_DN3_SP0_c.t1	XP_009131814.1, XP_009120772.1
OG0007396	CP8_g54236_DN3_SP0_c.t1	XP_009126489.2
OG0007397	CP8_g54232_DN3_SP3_c.t1	XP_009126495.1, XP_009131827.1
OG0007398	CP8_g54229_DN3_SP2_c.t1	XP_009126496.1, XP_033138584.1
OG0007399	CP8_g54211_DN3_SP0_c.t1	XP_009126508.1, XP_009120719.1
OG0007400	CP8_g54199_DN3_SP1_c.t1	XP_009131843.1
OG0007401	CP8_g54194_DN3_SP8_c.t1	XP_009131847.2, XP_009120696.1
OG0007402	CP8_g54153_DN3_SP7_c.t1	XP_009103089.2, XP_009120659.2, XP_033144652.1
OG0007403	CP8_g54144_DN3_SP0_c.t1	XP_009121337.1
OG0007404	CP8_g54133_DN3_SP1_c.t1	XP_009131888.2, XP_009126563.1
OG0007405	CP8_g54130_DN3_SP7_c.t1	XP_009131891.1, XP_009120647.1
OG0007406	CP8_g54107_DN3_SP5_c.t1	XP_009120620.1, XP_009131900.1
OG0007407	CP8_g54101_DN3_SP8_c.t1	XP_009126126.1, XP_018513393.2
OG0007408	CP8_g54093_DN2_SP1_c.t1	XP_009120607.1, XP_009126587.1
OG0007409	CP8_g54074_DN3_SP1_c.t1	XP_009120585.1, XP_009131911.1
OG0007410	CP1_g38289_DN3_SP8_c.t1	XP_009145006.1, XP_009107358.1
OG0007411	CP8_g54029_DN3_SP0_c.t1	XP_009131956.1
OG0007412	CP8_g53100_DN3_SP8_c.t1	XP_009127282.2
OG0007413	CP8_g54022_DN3_SP2_c.t1	XP_009120520.1, XP_033140193.1
OG0007414	CP8_g54020_DN3_SP8_c.t1	XP_009120516.1
OG0007415	CP4_g25235_DN3_SP1_c.t1	XP_009141420.1, XP_009133009.1
OG0007416	CP8_g53993_DN3_SP8_c.t1	XP_009126673.1, XP_009131978.1
OG0007417	CP8_g53945_DN2_SP0_c.t1	XP_009126701.2
OG0007419	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1	XP_009120420.1
OG0007420	CP8_g53911_DN3_SP3_c.t1	XP_009120409.1, XP_033142718.1
OG0007421	CP8_g53891_DN3_SP8_c.t1	XP_009132026.1, XP_009126726.1
OG0007422	CP8_g53880_DN3_SP5_c.t1	XP_009120392.1, XP_009126739.1
OG0007423	CP8_g53874_DN3_SP8_c.t1	XP_009120386.2, XP_009132031.2
