Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0006560	XP_009112739.2	g45107
OG0006563	XP_009108522.1, XP_009134130.1	g47355
OG0006564	XP_009134188.2, XP_009123826.2	g47358
OG0006565	XP_009140705.1, XP_009132516.2	g36837
OG0006566	XP_009137167.1, XP_009134445.1	g24034
OG0006567	XP_009134573.1, XP_033133300.1	g24029, g17360
OG0006568	XP_009137189.1, XP_009134735.1	g47375
OG0006569	XP_009134779.1, XP_009137194.1	g24009
OG0006570	XP_009137199.1, XP_009108489.1	g47387
OG0006571	XP_009135114.1, XP_009137210.1	g27191, g47397
OG0006572	XP_009108534.1	g17319
OG0006573	XP_009137019.1, XP_009133245.1	g24090
OG0006574	XP_033129450.1, XP_009137130.1	g24116
OG0006575	XP_033132429.1	g17587
OG0006576	XP_033144788.1, XP_009145660.1	g47172
OG0006577	XP_009136810.1, XP_033145786.1	g24308
OG0006578	NP_001288835.1, XP_009136818.1, XP_009136814.1	g24304
OG0006579	XP_009103507.1	g9634
OG0006580	XP_009112311.1, XP_033131241.1, XP_009130560.1	g34
OG0006581	XP_009112291.1	g19636, g19641, g54378
OG0006582	XP_009116998.2, XP_009104415.1	g18704
OG0006583	XP_009138693.1	g18770
OG0006584	XP_009138706.1, XP_009116958.1	g18743
OG0006585	XP_033135046.1	g18788
OG0006586	XP_009116878.1	g18682
OG0006588	XP_009104339.1	g1823
OG0006589	XP_009104334.1, XP_009116837.1	g11163
OG0006590	XP_009116798.1, XP_009138777.1	g1868
OG0006591	XP_009116786.2, XP_009138781.1, XP_009104296.1	g1872
OG0006592	XP_009104286.1, XP_009138795.1	g1881
OG0006593	XP_018510230.1, XP_009138819.1	g1893
OG0006594	XP_009138854.1	g36998
OG0006594	XP_009104251.1	g18841
OG0006595	XP_009116649.1, XP_033146191.1	g1960
OG0006596	XP_009104169.1, XP_009116556.1	g18932
OG0006597	XP_009104167.2, XP_009116549.1	g18938, g1995
OG0006598	XP_009116546.1, XP_009138943.1	g18940
OG0006599	XP_009132692.1	g1369
OG0006600	XP_009139027.1, XP_033136011.1	g2116
OG0006601	XP_009116450.2, XP_033146476.1, XP_033131656.1	g2111
OG0006602	XP_009116433.2, XP_009139041.2	g2086
OG0006603	XP_033146545.1, XP_009116383.1, XP_009116385.1	g2059
OG0006604	XP_009139095.1, XP_009116350.1	g2141
OG0006605	XP_009103982.1, XP_009116317.1	g11269, g19041
OG0006606	XP_009116296.1, XP_009139125.1	g19050
OG0006607	XP_009116284.2, XP_009103975.1	g2182
OG0006608	XP_009116242.1	g2195
OG0006608	XP_009139161.1	g19083
OG0006609	XP_009139163.1, XP_009139165.1	g2199, g19085
OG0006610	XP_009139196.1, XP_033134654.1	g19114
OG0006611	XP_009103939.1, XP_009116169.1	g2246, g19131
OG0006612	XP_009103936.1, XP_009116161.2	g2265
OG0006613	XP_009116060.1, XP_009139384.1	g19184, g2337
OG0006614	XP_018515275.2, XP_009115986.1, XP_009125236.2	g2398, g19217
OG0006615	XP_009119923.1	g934
OG0006616	XP_009119918.1	g28441
OG0006617	XP_009127146.1, XP_009119916.1	g35038, g35314, g28438
OG0006618	XP_009136746.1, XP_009146416.1	g24392
OG0006619	XP_009136083.2	g6443
OG0006620	XP_009102512.1, XP_009105901.1	g11724
OG0006621	XP_033130792.1, XP_009127539.1, XP_033132111.1	g44917
OG0006622	XP_009127579.1, XP_009105335.1	g18036
OG0006623	XP_009127584.1, XP_009105088.1	g44877
OG0006624	XP_009127610.1	g44854
OG0006625	XP_009127621.1, XP_009105377.1, XP_009105051.1	g44847
OG0006626	XP_009151671.1, XP_018509742.1	g10238, g1637
OG0006627	XP_009102275.1	g6026
OG0006628	XP_009150732.2, XP_009102247.1	g6007
OG0006629	XP_018508513.2, XP_018514953.1	g13959
OG0006630	XP_009112574.1, XP_009150708.1	g5980
OG0006631	XP_009112599.1, XP_033130990.1	g13918
OG0006632	XP_009101316.1	g10762
OG0006633	XP_009102155.1, XP_009112604.1	g13913, g5959
OG0006634	XP_009147390.1, XP_009117743.1	g12695
OG0006635	XP_009117532.2, XP_009102152.2, XP_009112617.2	g13904
OG0006636	XP_009117531.1, XP_033131695.1, XP_033131693.1, XP_009102154.1	g13808
OG0006637	XP_033135397.1, XP_033135889.1	g5950
OG0006638	XP_009133447.1	g51943, g37363
OG0006639	XP_009141904.2, XP_009133434.2, XP_033148412.1	g51902
OG0006640	XP_009142402.1, XP_018514315.1	g52292
OG0006641	XP_009133426.1, XP_009141878.2, XP_009143230.1	g37349
OG0006642	XP_009141875.1, XP_009133422.1	g51870
OG0006643	XP_009143245.2, XP_009141873.1	g51863
OG0006644	XP_009133405.2, XP_009143258.1	g38137
OG0006645	XP_009133387.2, XP_009143280.1	g51464, g51814
OG0006646	XP_018513684.1, XP_009133381.2	g37330
OG0006647	XP_009143302.1, XP_009133372.1	g38129, g37324
OG0006648	XP_009118424.1	g31073
OG0006649	XP_009143367.2, XP_009133281.2, XP_009141755.2	g51733, g37290
OG0006650	XP_018514662.1, XP_009133264.1	g51726, g37285
OG0006651	XP_009133259.1, XP_009141743.1, XP_009143383.1	g37277
OG0006652	XP_009133248.1	g37269
OG0006653	XP_009133246.1, XP_009141733.1	g51713
OG0006654	XP_009143405.1, XP_018514202.2	g37261, g51710
OG0006655	XP_009133236.1, XP_009141728.1	g51707
OG0006656	XP_009151858.1, XP_009111621.1	g10409
OG0006657	XP_009143423.1, XP_009141723.2, XP_009133231.2	g51699
OG0006658	XP_009143433.1, XP_009141714.1	g51691
OG0006659	XP_009143439.1, XP_009133219.1	g51684
OG0006660	XP_009141671.1, XP_009143483.1	g37220, g38073
OG0006661	XP_009141658.1, XP_033142443.1, XP_009143495.1	g51637
OG0006662	XP_033143614.1, XP_033148457.1	g37209
OG0006663	XP_009143547.1	g51611
OG0006665	XP_009134315.1, XP_009144514.1, XP_009114554.1	g45174
OG0006666	XP_009102711.2	g25676, g25679
OG0006667	XP_009128649.2, XP_009102712.1	g25680, g40384
OG0006668	XP_009120908.2, XP_009131726.2	g29098
OG0006669	XP_009117424.1	g38310, g38542
OG0006670	XP_009117414.1	g38535
OG0006671	XP_009140289.2, XP_009117387.1	g50875
OG0006672	XP_009140306.1	g36955
OG0006673	XP_009140320.1	g50888, g36943
OG0006674	XP_033145395.1, XP_009112546.1	g38507, g50892
OG0006675	XP_009117276.1	g50953
OG0006676	XP_009117029.2, XP_009140727.2	g38296
OG0006677	XP_009133952.1	g38354
OG0006678	XP_009142234.1	g47583, g17134
OG0006679	XP_009137464.1, XP_009138293.1	g47514
OG0006680	XP_009114737.1	g32767
OG0006681	XP_009145158.1	g27807
OG0006682	XP_009145166.1	g32721
OG0006683	XP_009134158.1, XP_009113537.2	g40266
OG0006685	XP_009144977.1	g54134
OG0006686	XP_009134233.1, XP_033135128.1	g25728
OG0006687	XP_009134234.1, XP_009108185.1	g40357
OG0006688	XP_009111705.2, XP_009129927.1, XP_009151140.1	g10104, g4859
OG0006689	XP_009151180.1, XP_018509654.1	g4792
OG0006691	XP_009129870.1, XP_009111750.1	g10127, g10137
OG0006692	XP_009129868.2, XP_009111752.1	g4781
OG0006693	XP_009111941.1, XP_009151213.1	g4686
OG0006694	XP_033136592.1, XP_018508070.1	g18509
OG0006695	XP_033130585.1	g13873
OG0006696	XP_009102048.1	g5918
OG0006697	XP_018508824.1, XP_018510258.1	g13822, g13856
OG0006698	XP_009112921.2, XP_009102032.1	g5907
OG0006699	XP_009144400.1	g7361, g52122
OG0006700	XP_009142436.2, XP_009142615.1	g37682
OG0006701	XP_009142623.1	g37675
OG0006702	XP_009142429.1, XP_009133785.1, XP_009142625.1	g50789
OG0006703	XP_009142650.1, NP_001288851.1	g37661
OG0006704	XP_033143719.1, XP_009142663.1	g38248
OG0006705	XP_009133765.1, XP_009142678.1	g37649
OG0006706	XP_009142387.1, XP_009143200.1	g52291, g37637
OG0006707	XP_009142366.1, XP_009143175.1	g37629, g52280
OG0006708	XP_009143161.1, XP_009133743.1	g37622
OG0006709	XP_009133738.1, XP_009142354.1	g37620
OG0006710	XP_033148360.1, XP_033146076.1	g37611
OG0006711	XP_009133718.1, XP_009142324.1, XP_009143104.1	g52227
OG0006712	XP_033144708.1, XP_009142315.1	g38241, g37580
OG0006713	XP_009143085.1, XP_009142309.1	g52219
OG0006714	XP_009143083.1, XP_033142586.1, XP_009142308.1	g37571, g52218
OG0006715	XP_009143064.1, NP_001288854.1	g52192
OG0006717	XP_009133648.1, XP_009142238.1	g52145
OG0006718	XP_009142970.1, XP_009133630.1	g37517, g52127, g38220
OG0006719	XP_009142956.1, XP_009142220.1, XP_009133624.1	g52126
OG0006720	XP_009142950.2, XP_009133622.1	g38216
OG0006721	XP_009133620.2, XP_009142209.1	g37514
OG0006722	XP_009142190.1, XP_009142927.1, XP_009133597.1	g37498
OG0006723	XP_009133574.1	g52107
OG0006724	XP_009142865.1	g52085
OG0006724	XP_009142091.1	g38197
OG0006725	XP_009133538.2	g52054
OG0006726	XP_009142833.1	g38183
OG0006727	XP_009142051.1, XP_009142816.1	g52047
OG0006728	XP_009133497.1, XP_033148418.1, XP_009141995.1	g51998
OG0006729	NP_001288839.1, XP_009133493.1	g51992
OG0006730	XP_018513652.1, XP_009133480.1, XP_009142738.2	g51988
OG0006731	XP_009142736.1, XP_009133478.1	g38157
OG0006732	XP_009101450.2, XP_009114306.1, XP_009128931.1	g10901
OG0006733	XP_033133552.1, XP_009123198.1	g18151
OG0006734	XP_009147396.1, XP_009134634.2	g7913
OG0006735	XP_033138683.1, XP_009127089.1	g958
OG0006736	XP_009134660.1, XP_009134663.1, XP_018510351.2	g12686
OG0006737	XP_009118453.1, XP_009134703.2	g12678
OG0006738	XP_009134714.1, XP_009147314.1	g12759
OG0006739	XP_033146781.1	g7851
OG0006740	XP_009119053.1	g12659
OG0006741	XP_009119226.2, XP_009130363.1	g12772
OG0006742	XP_009130374.1, XP_009134736.1	g12778, g7819
OG0006743	XP_009130383.2, XP_009134740.2	g12622, g12790
OG0006744	XP_009102084.2, XP_009134743.1	g7807
OG0006745	XP_009134762.1, XP_009123996.1	g7766, g7775
OG0006746	XP_009124074.1, XP_009147253.1	g7709, g12856
OG0006747	XP_009147250.1, XP_009124078.2	g7707
OG0006748	XP_009124020.1	g12552
OG0006749	XP_009147226.1, XP_009134830.1	g53285, g7701
OG0006750	XP_033131514.1, XP_009113807.2, XP_033132613.1	g32247
OG0006751	XP_009124945.1	g12906
OG0006751	XP_009129623.1	g12511
OG0006752	XP_009124944.1, XP_009129624.2	g12510
OG0006753	XP_009135975.2, XP_009147130.1, XP_009124652.1	g12474
OG0006754	XP_009147123.1, XP_009124613.1, XP_009134934.1	g12944
OG0006755	XP_033147306.1, XP_009134956.1	g12960
OG0006756	XP_009147086.1, XP_009134961.2	g12445, g7598
OG0006757	XP_009134962.1	g7597
OG0006758	XP_009147082.2	g12444, g7595
OG0006759	XP_009147078.1, XP_009134965.2	g7593
OG0006760	XP_009147068.1, XP_009134973.1	g6318, g7588
OG0006761	XP_009147053.1	g7579
OG0006762	XP_018512056.2	g7568
OG0006763	XP_009124144.1, XP_009147027.2	g12432
OG0006764	XP_009134993.1, XP_009124140.1	g7566
OG0006765	XP_033133401.1, XP_009135088.1	g7532
OG0006766	XP_009146963.1, XP_009123532.1	g7521
OG0006767	XP_009146945.1, XP_009135067.1	g13021
OG0006768	XP_009123494.2, XP_009146951.1	g7516
OG0006769	XP_033147552.1, XP_033142209.1	g12405
OG0006770	XP_009146876.1, XP_009135031.1	g7449, g13068
OG0006771	XP_009146724.1, XP_009121136.1	g7381
OG0006772	XP_009146795.1	g13109
OG0006772	XP_009122540.1	g7404
OG0006773	XP_009146782.1, XP_009122438.1	g7398
OG0006774	XP_009146781.1	g12339
OG0006775	XP_009121141.1, XP_009146731.2	g7384, g12322
OG0006776	XP_009121284.1, XP_009135175.1	g7370
OG0006777	XP_009146697.1, XP_009135176.1	g7369
OG0006778	XP_009121266.1, XP_033148390.1	g13122, g12316
OG0006779	XP_009135179.1, XP_009146688.1	g7360
OG0006780	XP_009121203.1, XP_009135180.1	g7359
OG0006781	XP_009120881.1	g12291, g13135
OG0006782	XP_009146610.1	g7307
OG0006783	XP_009146601.1, XP_009120415.1	g7292, g13144
OG0006784	XP_009124669.1	g7288
OG0006785	XP_009124687.1, XP_009146571.2	g7272
OG0006786	XP_009135270.1, XP_009146560.1	g7267
OG0006787	XP_009141143.1	g39855
OG0006788	XP_009146466.2, XP_009117581.2, XP_033142297.1	g13192, g13191
OG0006789	XP_009117496.1, XP_009146458.1	g12220
OG0006790	XP_009146432.1, XP_009135345.2	g13205
OG0006792	XP_009135364.1, XP_009146403.1	g12197
OG0006793	XP_009117117.1, XP_009135366.1	g13212
OG0006794	XP_009146365.1, XP_033142300.1, XP_009116867.2	g7160
OG0006795	XP_009135389.1, XP_009146341.1	g12175, g13221
OG0006796	XP_033148717.1, XP_033148718.1, XP_033128170.1	g13224
OG0006797	XP_009116572.1, XP_009135412.1	g7134, g13228
OG0006798	XP_009146279.2, XP_009116457.1, XP_009135430.1	g7111
OG0006799	XP_009135439.1, XP_033148715.1	g7086
OG0006800	XP_033148728.1, XP_009115479.1	g7074, g12136
OG0006801	XP_009135459.1, XP_009146193.1	g7054, g1451, g12107
OG0006802	XP_009135464.1, XP_009115193.1	g7052, g12106, g1453
OG0006803	XP_009114846.1	g12094
OG0006803	XP_009146160.1	g7036
OG0006804	XP_009114819.1, XP_009146157.1	g7027
OG0006805	XP_009118659.3, XP_009119326.1	g26926
OG0006806	XP_009114331.1, XP_009146040.1	g12057, g6975
OG0006807	XP_009114441.1, XP_009146032.1	g6959
OG0006808	XP_009114030.1, XP_009146013.1	g6945, g13283
OG0006809	XP_009146007.1	g12043, g6937
OG0006811	XP_009145999.1, XP_009113925.1	g12042
OG0006812	XP_009145998.1, XP_009113905.2	g12041
OG0006813	XP_009145979.2, XP_009113773.2	g12033, g12034
OG0006814	XP_009113665.1, XP_009145964.1	g6915
OG0006815	XP_009145929.1, XP_009113484.1	g13300, g12019
OG0006816	XP_009145920.1, XP_009113425.2	g12016
OG0006817	XP_009135577.1, XP_009112744.2, XP_009145897.2	g6879
OG0006818	XP_009145890.1	g6872, g12007
OG0006819	XP_009112490.1, XP_033148592.1	g13321
OG0006820	XP_009145848.1, XP_009135602.2	g11984
OG0006821	XP_009110314.1, XP_009149366.1	g31811
OG0006822	XP_009145697.1, XP_009111322.1	g6758
OG0006823	XP_009135663.1, XP_009145692.1	g6755, g11941
OG0006824	XP_009111145.2, XP_009145641.1	g11918
OG0006825	XP_009135695.1	g6716
OG0006826	XP_009135697.1	g11903
OG0006827	XP_009110350.1, XP_009135699.1	g11902
OG0006828	XP_009145581.1, XP_033131748.1	g13372
OG0006829	XP_033142090.1	g11885
OG0006830	XP_009109876.1, XP_009145520.1	g11881, g6689
OG0006831	XP_009109747.1, XP_009145507.1	g6685
OG0006832	XP_009110798.1, XP_009148290.2	g31221
OG0006833	XP_009139789.1, XP_009125074.1	g18094, g46742
OG0006834	XP_009139723.1, XP_033146342.1, XP_033146169.1	g16745
OG0006835	XP_009151583.1, XP_009111816.1	g10304
OG0006836	XP_033136576.1, XP_009151578.2	g10307
OG0006837	XP_009102585.1, XP_009106355.1	g13474, g6507
OG0006838	XP_033132184.1, XP_009145262.2	g6569
OG0006839	XP_009108895.1	g6587
OG0006840	XP_009145473.2, XP_009109446.1	g6663
OG0006841	XP_009109013.1, XP_033143332.1, XP_009128201.1	g23446
OG0006842	XP_033142260.1	g23451
OG0006842	XP_009128255.1	g47722
OG0006843	XP_009105142.1, XP_009127380.1	g26022
OG0006845	XP_018512579.2, XP_009120947.1	g4906
OG0006846	XP_009131684.1, XP_009120950.1	g4913
OG0006847	XP_009126253.1, XP_009120971.1, XP_018511255.1	g29046
OG0006848	XP_009131648.1, XP_009126247.1, XP_009120991.2	g4932
OG0006849	XP_009129779.2	g10194
OG0006850	XP_009151267.1, XP_009129811.1	g10178, g4744
OG0006851	XP_009151640.1, XP_018510474.1, XP_009129722.1	g10272
OG0006852	XP_009136683.1, XP_009139447.1	g19241
OG0006853	XP_009136667.3, XP_009115936.1	g2416
OG0006854	XP_009115921.1, XP_009139476.1	g2422
OG0006855	XP_033137054.1	g2429
OG0006856	XP_009139489.1, XP_009115912.1	g2431, g19278
OG0006857	XP_009136650.1, XP_009115909.2	g2433
OG0006858	XP_009115833.1, XP_009148992.2	g2471
OG0006859	XP_009149060.1	g2475
OG0006860	XP_009115808.1	g19317
OG0006861	XP_009136607.1, XP_009115804.2, XP_009149195.1	g19319
OG0006862	XP_009119719.1, XP_009133761.1	g49309
OG0006863	XP_033133033.1	g13052, g49310
OG0006864	XP_009118812.1	g30742
OG0006865	XP_009119676.1, XP_009118795.1	g30764, g26876
OG0006866	XP_009118783.1, XP_009119651.1	g49358
OG0006867	XP_009118769.2, XP_009111199.1, XP_009119634.1	g49367
OG0006868	XP_009119598.3, XP_009111178.1	g49393
OG0006869	XP_018509127.2, XP_009118739.2	g49395, g30802
OG0006870	XP_009119579.1, XP_009111170.1, XP_009118718.1	g30807
OG0006871	XP_009118687.1, XP_009119356.1, XP_009111139.1	g30841
OG0006872	XP_009119320.1	g49448
OG0006873	XP_009136277.1, XP_033131786.1	g13698
OG0006874	XP_009118633.2, XP_033138335.1	g49457
OG0006875	XP_009111090.1, XP_009118625.1	g26943
OG0006876	XP_009119257.1	g30903
OG0006876	XP_009111082.1	g26948
OG0006877	XP_033136887.1, XP_009150319.1	g3014
OG0006878	XP_009111071.1, XP_009147941.1	g49478
OG0006879	XP_009119209.1, XP_009111064.1	g49485
OG0006880	XP_009119172.1, XP_009118603.1	g30923
OG0006881	XP_009111046.1	g30942
OG0006882	XP_009118557.1, XP_009119090.1	g49533
OG0006883	XP_033132331.1, XP_009119088.1	g30976
OG0006884	XP_009118535.2, XP_009119057.2	g31005
OG0006885	XP_009119048.2, XP_009110979.1	g31010
OG0006886	XP_009119027.1, XP_009118476.1	g49553
OG0006887	XP_009119009.1, XP_009110969.2	g26994, g49557
OG0006888	XP_033132340.1, XP_009118467.1, XP_033138399.1	g31037
OG0006889	XP_009109248.1, XP_009138021.1	g17216, g47504
OG0006890	XP_033128425.1, XP_009148224.2	g31102
OG0006891	XP_009110902.2, XP_018510627.1	g49611
OG0006892	XP_033129904.1, XP_009118382.2	g49617
OG0006893	XP_009118378.1, XP_009148096.1	g31115, g49690
OG0006894	XP_009148105.1, XP_009110890.1	g49677
OG0006895	XP_033132226.1, XP_009110874.2, XP_009148133.1	g31138
OG0006896	XP_033133677.1, XP_033136771.1, XP_009148147.1	g27057
OG0006897	XP_009118331.1	g31152
OG0006899	XP_033133464.1, XP_033130079.1	g31179
OG0006900	XP_009148276.1	g31212
OG0006901	XP_009148315.1, XP_009118285.1	g49718
OG0006902	XP_009148336.1, XP_009118266.1	g27104
OG0006903	XP_009148369.1	g49726
OG0006904	XP_033132794.1, XP_009148380.1	g13859
OG0006905	XP_009118210.1, XP_009148416.1	g27128, g31276
OG0006906	XP_009144402.2, XP_009148438.1	g31296
OG0006907	XP_009148446.1	g31301
OG0006908	XP_009110740.2, XP_018509649.1	g27144
OG0006909	XP_009148450.1	g31303
OG0006910	XP_009148457.1	g49771
OG0006911	XP_009133046.1	g27149
OG0006911	XP_009110726.1	g31308
OG0006912	XP_033133761.1, XP_009118184.2	g27163
OG0006913	XP_033136606.1, XP_009148493.1	g31326
OG0006914	XP_018509496.1, XP_009148510.1	g49779
OG0006915	XP_009118177.1	g49780
OG0006916	XP_009118113.1, XP_009110669.1	g31357, g27186
OG0006917	XP_009110661.2, XP_033128160.1, XP_018509748.1	g49815
OG0006918	XP_018510663.1, XP_009148594.1	g49820
OG0006919	XP_009111502.1	g39451
OG0006920	XP_009110631.1	g49835, g49830, g49841
OG0006921	XP_009118041.1, XP_009110609.1	g49858
OG0006922	XP_009118035.1, XP_009148550.2	g31423
OG0006923	XP_009123953.2, XP_009117978.2	g49888, g27246, g31476
OG0006924	XP_009110572.1, XP_009117958.1	g49897, g27249
OG0006925	XP_009148672.2	g27250
OG0006926	XP_033133768.1, XP_009117949.1, XP_009148678.1	g27252
OG0006927	XP_009117905.1, XP_009148734.1	g31523
OG0006928	XP_009110537.2, XP_009148836.1	g31535
OG0006929	XP_009148868.1	g31554
OG0006930	XP_009110515.1, XP_009148869.1	g49921, g31555
OG0006931	XP_033128878.1, XP_009117848.1	g31573, g27292
OG0006932	XP_033129075.1, XP_009110501.2	g46551, g31581
OG0006933	XP_009117835.1, XP_009110488.2, XP_009148925.1	g31594
OG0006934	XP_033132724.1, XP_009148935.1	g31600
OG0006935	XP_009110473.2, XP_009148973.2, XP_033134666.1	g27313
OG0006936	XP_009149012.1, XP_009117802.1, XP_009110471.1	g31619, g27325
OG0006937	XP_009149039.1	g46545
OG0006938	XP_009117776.1, XP_009110458.1	g31639, g27337
OG0006939	XP_009129384.1, XP_009111588.1	g10440
OG0006940	XP_009149120.1, XP_033136147.1	g31670
OG0006941	XP_009110435.1, XP_009149126.1	g49983, g31675
OG0006942	XP_009117717.2, XP_009117719.1, XP_009149163.1, XP_009117716.1	g27367
OG0006943	XP_033129817.1, XP_009110414.1	g31697
OG0006944	XP_009110398.1, XP_009149214.1	g50010
OG0006945	XP_009110396.1	g50014
OG0006946	XP_009127587.1	g41587
OG0006947	XP_009149234.1, XP_009117641.1	g27396
OG0006948	XP_009110383.1, XP_009149237.2	g31734, g50017
OG0006949	XP_009110374.1, XP_009117637.1	g31742
OG0006951	XP_009149289.1, XP_033132670.1	g31779
OG0006952	XP_009110336.2, XP_009149338.1	g31790
OG0006953	XP_009117579.2, XP_009110311.1, XP_033128967.1	g31814
OG0006954	XP_009149398.1, XP_009110292.2	g31827
OG0006955	XP_009149439.1, XP_009103382.1	g26819, g50089, g3704
OG0006957	XP_009110239.1, XP_009149502.1	g50122
OG0006958	XP_009110221.1, XP_009149539.1, XP_009103334.1	g50145
OG0006959	XP_009103326.1, XP_009149561.1, XP_033132216.1	g50154
OG0006960	XP_033132214.1, XP_009103319.1	g31953
OG0006961	XP_033131024.1, XP_009110199.2, XP_009107493.1	g31962
OG0006962	XP_009110187.1, XP_009149658.1	g31993
OG0006963	XP_009149663.1	g50197, g31995
OG0006964	XP_009103283.1, XP_033133866.1, XP_009149704.1	g32012
OG0006965	XP_009110166.1, XP_009149705.1	g32013
OG0006966	XP_033130863.1, XP_009110164.1, XP_009115658.1	g32014
OG0006967	XP_033133630.1, XP_009145377.1	g50227
OG0006968	XP_009101620.2	g11007
OG0006969	XP_009135466.2, XP_009146189.1, XP_009115140.2	g47062
OG0006970	XP_009104894.1	g44636
OG0006971	XP_009105798.1	g45915
OG0006972	XP_033130196.1, XP_009127840.1	g45893
OG0006974	XP_009137417.1, XP_009137708.2, XP_009109309.1	g23848
OG0006975	XP_018513242.2, XP_033144160.1	g17226
OG0006977	XP_033135333.1, XP_033135574.1	g40855
OG0006979	XP_009112691.1, XP_033143580.1, XP_009113076.1	g40903
OG0006980	XP_009123379.1, XP_033134581.1	g40924, g37947
OG0006981	XP_009105161.2, XP_009113117.1	g40944
OG0006982	XP_009104840.1	g44180
OG0006983	XP_009109823.2, XP_009102992.2, XP_009113780.2	g32270
OG0006984	XP_009113149.2, XP_033133473.1	g40980
OG0006985	XP_009133297.1	g40983
OG0006986	XP_033133332.1, XP_009113328.1	g41062
