Orthogroup	Brassica_rapa	Rorippa_islandica
OG0009071	XP_009125599.1, XP_009122149.1	Roisl.0042s0124.1.p
OG0009072	NP_001288889.1, XP_009122138.1	Roisl.0042s0135.1.p
OG0009073	XP_009130873.3, XP_009122126.1	Roisl.0042s0145.1.p
OG0009074	XP_009130874.2, XP_009122127.1	Roisl.0042s0147.1.p
OG0009075	XP_009142084.1	Roisl.0028s0338.1.p, Roisl.0035s0001.1.p
OG0009077	XP_009122544.1	Roisl.0042s0163.1.p
OG0009078	XP_018511797.2, XP_009130854.1	Roisl.0042s0162.1.p
OG0009079	XP_009122565.2, XP_009130839.1	Roisl.0030s0207.1.p
OG0009080	XP_009122596.1	Roisl.0030s0173.1.p
OG0009081	XP_009122615.1, XP_033145042.1	Roisl.0030s0160.1.p
OG0009082	XP_009130805.1, XP_033137423.1	Roisl.0030s0154.1.p
OG0009083	XP_009125548.1, XP_009122627.2	Roisl.0030s0148.1.p
OG0009084	XP_009111489.1, XP_009134563.1	Roisl.0191s0470.1.p
OG0009085	XP_009122645.1	Roisl.0030s0126.1.p
OG0009086	XP_009122657.1, XP_009125528.1	Roisl.0030s0120.1.p
OG0009087	XP_009125525.1, XP_009130788.1	Roisl.0030s0113.1.p
OG0009088	XP_009122667.2, XP_009130782.2	Roisl.0030s0107.1.p
OG0009089	XP_009122674.1, XP_009130779.1	Roisl.0030s0100.1.p
OG0009090	XP_009130777.1, XP_033138477.1	Roisl.0030s0097.1.p
OG0009091	XP_009132686.1	Roisl.0002s0227.1.p, Roisl.0012s0030.1.p
OG0009092	XP_009130775.2, XP_009122684.2	Roisl.0030s0090.1.p
OG0009093	XP_009122692.1, XP_033140001.1	Roisl.0030s0075.1.p
OG0009094	XP_009125508.1, XP_009122693.2	Roisl.0030s0074.1.p
OG0009095	XP_009125492.1, XP_009122715.2	Roisl.0030s0053.1.p
OG0009096	XP_009122724.1, XP_009130722.1	Roisl.0030s0041.1.p
OG0009097	XP_009125482.1, XP_009130731.1	Roisl.0030s0034.1.p
OG0009098	XP_018512434.2, XP_018513489.1	Roisl.0030s0005.1.p
OG0009100	XP_009125452.2	Roisl.0034s0156.1.p, Roisl.0042s0154.1.p
OG0009101	XP_009122782.2, XP_009130700.2	Roisl.0034s0140.1.p
OG0009102	XP_009122797.2, XP_009125440.1	Roisl.0034s0128.1.p
OG0009103	XP_033137564.1, XP_033143825.1	Roisl.0034s0119.1.p
OG0009104	XP_009130674.1, XP_033137586.1	Roisl.0034s0107.1.p
OG0009105	XP_009130641.1	Roisl.0034s0047.1.p
OG0009106	XP_009130635.1	Roisl.0034s0042.1.p
OG0009107	XP_009125400.1, XP_009122857.1	Roisl.0034s0036.1.p
OG0009108	XP_009130628.1	Roisl.0034s0029.1.p
OG0009110	XP_018512652.2	Roisl.0034s0026.1.p
OG0009111	XP_033133228.1, XP_009144903.1	Roisl.0034s0006.1.p
OG0009112	XP_009140027.2, XP_009125149.1	Roisl.0009s0172.1.p
OG0009113	XP_009140043.1	Roisl.0009s0146.1.p
OG0009114	XP_009140045.1	Roisl.0009s0144.1.p
OG0009116	XP_009140063.1, XP_009125171.1	Roisl.0009s0122.1.p
OG0009117	XP_009125173.1, XP_009140066.1	Roisl.0009s0119.1.p
OG0009118	XP_009125175.2, XP_009140068.1	Roisl.0009s0117.1.p
OG0009119	XP_033130580.1	Roisl.0079s0192.1.p
OG0009120	XP_009140137.1, XP_009125210.2	Roisl.0009s0012.1.p
OG0009121	XP_009128456.1, XP_009104438.1	Roisl.0115s0035.1.p
OG0009122	XP_009147463.1, XP_009104433.1	Roisl.0115s0030.1.p
OG0009123	XP_009128459.1	Roisl.0115s0026.1.p
OG0009124	XP_009114240.2, XP_009114241.1	Roisl.0115s0020.1.p
OG0009126	XP_009106768.1	Roisl.0115s0047.1.p
OG0009127	XP_009106767.1, XP_009128451.1	Roisl.0115s0049.1.p
OG0009128	XP_009104447.1, XP_009128449.1	Roisl.0115s0052.1.p
OG0009129	XP_009128444.1	Roisl.0115s0056.1.p
OG0009130	XP_018508563.2, XP_009104452.1	Roisl.0115s0061.1.p
OG0009131	XP_009128432.1, XP_009104455.2	Roisl.0115s0071.1.p
OG0009132	XP_009128418.1, XP_009106736.2	Roisl.0115s0095.1.p
OG0009133	XP_033141763.1	Roisl.0115s0103.1.p
OG0009134	XP_009106730.1	Roisl.0115s0108.1.p
OG0009135	XP_009128401.1, XP_009106728.1	Roisl.0115s0109.1.p
OG0009136	XP_018508895.1, XP_009104484.3	Roisl.0115s0126.1.p
OG0009137	XP_009104493.1, XP_009106712.1	Roisl.0115s0135.1.p
OG0009138	XP_009106700.1, XP_018508706.1	Roisl.0115s0146.1.p
OG0009139	XP_009104505.2, XP_009106694.1	Roisl.0115s0148.1.p
OG0009140	XP_009106693.1, XP_009104506.1	Roisl.0115s0151.1.p
OG0009141	XP_009106670.1, XP_033140326.1	Roisl.0115s0181.1.p
OG0009142	XP_009106629.1, XP_009104546.1	Roisl.0115s0215.1.p
OG0009143	XP_033140007.1, XP_033130443.1	Roisl.0115s0232.1.p
OG0009144	XP_009106593.1	Roisl.0115s0254.1.p
OG0009145	XP_009104567.1	Roisl.0004s0019.1.p
OG0009146	XP_009128302.1, XP_009106576.1	Roisl.0004s0037.1.p
OG0009147	XP_033140041.1, XP_009106549.2	Roisl.0004s0050.1.p
OG0009148	XP_033140018.1, XP_009106546.2	Roisl.0004s0054.1.p
OG0009150	XP_009128277.1, XP_009106459.1	Roisl.0004s0088.1.p
OG0009151	XP_009106451.1	Roisl.0004s0092.1.p
OG0009152	XP_009104599.1, XP_009106427.1	Roisl.0004s0110.1.p
OG0009153	XP_009150277.1	Roisl.0037s0067.1.p
OG0009154	XP_009128250.1, XP_009106417.1	Roisl.0004s0123.1.p
OG0009155	XP_009104609.2	Roisl.0004s0129.1.p
OG0009156	XP_009128225.1, XP_009106402.1	Roisl.0004s0158.1.p, Roisl.0210s0235.1.p
OG0009157	XP_009106401.1	Roisl.0004s0159.1.p
OG0009158	XP_009106391.1, XP_009128214.1	Roisl.0004s0169.1.p
OG0009159	XP_033140805.1, XP_009106385.1	Roisl.0004s0176.1.p
OG0009160	NP_001288901.1	Roisl.0004s0185.1.p
OG0009161	XP_009106363.1, XP_009104635.1	Roisl.0004s0192.1.p
OG0009162	XP_009104646.1, XP_009106357.1	Roisl.0004s0200.1.p
OG0009163	XP_009128179.1, XP_009106317.1	Roisl.0004s0240.1.p
OG0009164	XP_009106309.1, XP_009104673.1	Roisl.0004s0246.1.p
OG0009165	XP_033131970.1	Roisl.0004s0260.1.p
OG0009166	XP_009106269.1, XP_009128156.1	Roisl.0004s0279.1.p
OG0009167	XP_033128660.1	Roisl.0213s0741.1.p, Roisl.0214s0558.1.p
OG0009168	XP_009117349.1	Roisl.0074s0583.1.p
OG0009169	XP_009104689.3, XP_009128148.1	Roisl.0004s0294.1.p
OG0009170	XP_009128144.1	Roisl.0004s0299.1.p
OG0009171	XP_009128122.1, XP_009106217.1	Roisl.0004s0325.1.p
OG0009172	XP_009136198.1	Roisl.0188s0011.1.p
OG0009173	XP_009106188.1	Roisl.0004s0361.1.p
OG0009174	XP_009106182.1	Roisl.0004s0373.1.p
OG0009175	XP_009106176.1, XP_009104715.1	Roisl.0004s0377.1.p
OG0009176	XP_009150783.1	Roisl.0066s0183.1.p
OG0009177	XP_009112439.2, XP_009150781.1	Roisl.0066s0181.1.p
OG0009178	XP_009150776.1	Roisl.0066s0169.1.p, Roisl.0066s0167.1.p, Roisl.0025s0018.1.p, Roisl.0025s0015.1.p, Roisl.0025s0017.1.p
OG0009179	XP_009150758.1, XP_033131360.1	Roisl.0066s0134.1.p
OG0009180	XP_009101514.1, XP_009115678.1	Roisl.0046s0929.1.p
OG0009181	XP_009119988.1, XP_009127079.1	Roisl.0080s0879.1.p
OG0009182	XP_009119985.1, XP_009132434.1	Roisl.0080s0880.1.p
OG0009183	XP_009119981.1	Roisl.0080s0883.1.p
OG0009184	XP_009106794.2, XP_033131120.1	Roisl.0007s0807.1.p
OG0009185	XP_009144727.1	Roisl.0007s0769.1.p
OG0009186	XP_009106814.2, XP_009106866.2	Roisl.0021s0498.1.p
OG0009187	XP_009147471.2	Roisl.0021s0506.1.p
OG0009188	XP_018515490.1, XP_009106835.1	Roisl.0021s0524.1.p
OG0009189	XP_009147511.2, XP_009103731.2	Roisl.0006s0543.1.p
OG0009190	XP_009147517.1, XP_009106891.1	Roisl.0006s0535.1.p
OG0009191	XP_009136485.1, XP_009106945.1	Roisl.0006s0482.1.p
OG0009192	XP_033128358.1, XP_009123650.1	Roisl.0006s0456.1.p
OG0009193	XP_009123652.1, XP_009147583.1	Roisl.0006s0454.1.p
OG0009194	XP_009106960.1, XP_009147586.2	Roisl.0006s0452.1.p
OG0009195	XP_033133646.1	Roisl.0006s0436.1.p
OG0009196	XP_009144767.1, XP_009147597.1	Roisl.0006s0424.1.p
OG0009197	XP_018508048.1	Roisl.0006s0422.1.p
OG0009198	XP_033132416.1	Roisl.0006s0420.1.p
OG0009199	XP_009105389.1	Roisl.0019s0709.1.p
OG0009200	XP_009144788.1, XP_009147619.1	Roisl.0006s0391.1.p
OG0009201	XP_009141551.1	Roisl.0028s1029.1.p
OG0009202	XP_009141557.1, XP_009143619.1	Roisl.0028s1033.1.p
OG0009203	XP_009143608.1, XP_009141566.1	Roisl.0028s1048.1.p
OG0009204	XP_009133070.1, XP_018514283.1	Roisl.0028s1051.1.p
OG0009205	XP_033146125.1, XP_033143079.1	Roisl.0054s0023.1.p
OG0009206	XP_009142098.1	Roisl.0022s0282.1.p
OG0009207	XP_009143552.2	Roisl.0032s0060.1.p, Roisl.0017s0019.1.p
OG0009208	XP_009150079.1, XP_033136389.1	Roisl.0020s0154.1.p, Roisl.0020s0155.1.p
OG0009209	XP_009150317.1	Roisl.0027s0101.1.p
OG0009210	XP_018514955.1	Roisl.0027s0038.1.p
OG0009211	XP_009129340.1, XP_009151821.1	Roisl.0188s0085.1.p
OG0009212	XP_009132624.1, NP_001288838.1	Roisl.0032s0077.1.p
OG0009213	XP_018513483.1	Roisl.0214s0164.1.p
OG0009214	XP_009127204.1, XP_009119841.1	Roisl.0031s0074.1.p
OG0009215	XP_033148734.1	Roisl.0053s0085.1.p
OG0009216	XP_009143842.1	Roisl.0015s0132.1.p, Roisl.0015s0143.1.p
OG0009217	XP_009108017.1, XP_009124267.1	Roisl.0053s0050.1.p
OG0009219	XP_009139665.1, XP_033133389.1	Roisl.0082s0044.1.p
OG0009220	XP_009139630.1	Roisl.0058s0029.1.p
OG0009221	XP_009139543.2, XP_009109563.1	Roisl.0075s0148.1.p
OG0009222	XP_009109564.2, XP_009139542.1	Roisl.0075s0149.1.p
OG0009223	XP_009131305.1	Roisl.0001s0437.1.p
OG0009224	XP_009107802.1, XP_033128215.1	Roisl.0002s0252.1.p
OG0009225	XP_009144699.1	Roisl.0002s0249.1.p
OG0009226	XP_009122949.1, XP_033147035.1	Roisl.0002s0204.1.p
OG0009227	XP_009107836.1	Roisl.0002s0198.1.p
OG0009228	XP_009107842.1, XP_009136696.2	Roisl.0002s0157.1.p
OG0009229	XP_009147254.1, XP_009136699.2	Roisl.0002s0148.1.p
OG0009230	XP_009105956.1, XP_009127965.1	Roisl.0019s0189.1.p
OG0009231	XP_009127967.2, XP_009105958.1	Roisl.0019s0185.1.p
OG0009232	XP_033131146.1, XP_033131147.1	Roisl.0019s0178.1.p
OG0009233	XP_018512332.1	Roisl.0019s0170.1.p
OG0009234	XP_009104809.1	Roisl.0019s0134.1.p
OG0009235	XP_009127996.1, XP_009106010.1	Roisl.0019s0130.1.p
OG0009236	XP_009128005.1, XP_009104799.1, XP_009106025.1	Roisl.0019s0110.1.p
OG0009237	XP_009106041.2, XP_009104790.1	Roisl.0019s0091.1.p
OG0009238	XP_009106046.1, XP_033131165.1	Roisl.0004s0516.1.p
OG0009239	XP_009106067.1, XP_009128026.1	Roisl.0004s0493.1.p
OG0009240	XP_009128027.1, XP_009128028.1, XP_009106488.1	Roisl.0004s0492.1.p
OG0009241	XP_033140522.1	Roisl.0198s0011.1.p
OG0009242	XP_009104771.2, XP_009106086.2	Roisl.0004s0476.1.p
OG0009243	XP_009106101.1, XP_009104767.1	Roisl.0004s0468.1.p
OG0009244	XP_009127657.1, XP_009105032.1	Roisl.0019s0696.1.p
OG0009245	XP_009105430.1, XP_009105020.1	Roisl.0019s0671.1.p
OG0009246	XP_033141703.1, XP_009105442.1	Roisl.0019s0653.1.p
OG0009247	XP_009105454.1, XP_009127699.1	Roisl.0019s0642.1.p
OG0009248	XP_009105006.1, XP_009105470.2	Roisl.0019s0607.1.p
OG0009250	XP_033146198.1	Roisl.0044s0011.1.p
OG0009251	XP_009129425.2, XP_009137803.1	Roisl.0044s0013.1.p
OG0009252	XP_009109071.1, XP_009129320.1, XP_009137805.1	Roisl.0044s0020.1.p
OG0009253	XP_009129236.1, XP_009137811.1	Roisl.0044s0030.1.p
OG0009254	XP_009109067.2, XP_009129079.1	Roisl.0044s0046.1.p
OG0009255	XP_009119858.2, XP_009127189.1	Roisl.0031s0091.1.p, Roisl.0002s0184.1.p
OG0009256	XP_009112778.1	Roisl.0050s0120.1.p, Roisl.0012s0008.1.p
OG0009257	XP_009112914.1	Roisl.0050s0118.1.p
OG0009258	XP_009112792.1, XP_009112904.1	Roisl.0050s0100.1.p
OG0009259	XP_033131644.1	Roisl.0009s0264.1.p
OG0009260	XP_009139963.1	Roisl.0213s0760.1.p
OG0009261	XP_009139983.1, XP_009125132.1	Roisl.0009s0227.1.p
OG0009262	XP_009139984.1	Roisl.0009s0225.1.p
OG0009263	XP_033145686.1	Roisl.0009s0223.1.p
OG0009264	XP_009132688.1, XP_009140887.1	Roisl.0012s0031.1.p
OG0009265	XP_033137186.1	Roisl.0054s0010.1.p
OG0009266	XP_009151925.2, XP_009111584.1	Roisl.0011s0573.1.p
OG0009267	XP_009129398.2, XP_009151929.1	Roisl.0011s0566.1.p
OG0009268	XP_009151938.1, XP_009111579.3	Roisl.0007s0032.1.p, Roisl.0011s0561.1.p
OG0009269	XP_009118865.1, XP_009142557.1	Roisl.0035s0019.1.p
OG0009270	XP_009151943.2, XP_009129402.1	Roisl.0011s0554.1.p
OG0009271	XP_009129423.1, XP_009151970.1	Roisl.0011s0529.1.p
OG0009272	XP_009152000.1, XP_009111549.1	Roisl.0011s0490.1.p
OG0009273	XP_009152001.1	Roisl.0011s0488.1.p
OG0009274	XP_033136076.1, XP_009152002.1	Roisl.0011s0487.1.p
OG0009275	XP_033141776.1, XP_009152004.1, XP_033142162.1	Roisl.0011s0484.1.p
OG0009276	XP_009111540.1, XP_009129463.1	Roisl.0011s0482.1.p
OG0009277	XP_033141772.1, XP_009152007.1	Roisl.0011s0476.1.p
OG0009278	XP_009152011.1	Roisl.0011s0474.1.p
OG0009279	XP_009129481.1	Roisl.0011s0459.1.p
OG0009280	XP_009129492.1, XP_009152036.1	Roisl.0011s0442.1.p
OG0009281	XP_009152056.2	Roisl.0011s0420.1.p
OG0009282	XP_009129504.1, XP_009152057.2	Roisl.0011s0419.1.p
OG0009283	XP_009152059.1, XP_009129508.1	Roisl.0011s0418.1.p
OG0009284	XP_033139883.1, XP_009152096.1	Roisl.0011s0364.1.p
OG0009285	XP_009152099.1, XP_009114103.1	Roisl.0011s0363.1.p
OG0009286	XP_033136379.1, XP_033128896.1	Roisl.0011s0348.1.p
OG0009287	XP_033144953.1	Roisl.0214s0174.1.p
OG0009288	XP_009129036.2, XP_009152118.1	Roisl.0011s0333.1.p
OG0009289	XP_033143894.1	Roisl.0012s0050.1.p
OG0009290	XP_009105596.3, XP_009105493.1	Roisl.0019s0590.1.p
OG0009291	XP_009105484.1, XP_009105002.1	Roisl.0019s0619.1.p
OG0009292	XP_009101606.1	Roisl.0041s0043.1.p
OG0009293	XP_009101554.1, XP_009128832.1	Roisl.0005s0232.1.p
OG0009294	XP_009128820.1, XP_009101561.1	Roisl.0005s0254.1.p
OG0009295	XP_009151647.1	Roisl.0014s0074.1.p
OG0009296	XP_009101575.2, XP_009114394.1	Roisl.0005s0271.1.p
OG0009297	XP_009114395.1	Roisl.0005s0272.1.p
OG0009298	XP_009128784.1, XP_009113868.1	Roisl.0005s0318.1.p
OG0009299	XP_009105292.1	Roisl.0021s0640.1.p
OG0009300	XP_009101624.2, XP_033139914.1	Roisl.0012s0390.1.p
OG0009301	XP_009123619.1	Roisl.0012s0373.1.p
OG0009302	XP_009107282.2, XP_009147889.1	Roisl.0006s0038.1.p
OG0009303	XP_033147367.1, XP_009107233.1, XP_009147848.1	Roisl.0006s0080.1.p
OG0009304	XP_009107226.2, XP_009147846.1	Roisl.0006s0087.1.p
OG0009305	XP_009107222.1, XP_009147842.2	Roisl.0006s0093.1.p
OG0009306	XP_009107218.1	Roisl.0006s0097.1.p
OG0009307	XP_009110493.1, XP_009148913.1	Roisl.0007s0605.1.p
OG0009308	XP_009114927.1, XP_009107209.1, XP_009144901.2	Roisl.0006s0198.1.p
OG0009309	XP_009107169.2, XP_033146896.1	Roisl.0006s0226.1.p
OG0009310	XP_033146890.1, XP_009107166.1	Roisl.0006s0229.1.p
OG0009311	XP_009107164.1, XP_009147723.1	Roisl.0006s0251.1.p
OG0009312	XP_009147678.1, XP_033146901.1	Roisl.0006s0313.1.p
OG0009313	XP_009147677.1	Roisl.0006s0315.1.p
OG0009314	XP_009147670.1, XP_009144826.1, XP_009107022.1	Roisl.0006s0323.1.p
OG0009315	XP_009107014.1, XP_009124898.1	Roisl.0006s0370.1.p
OG0009316	XP_009123704.1, XP_009101820.1	Roisl.0214s0275.1.p
OG0009317	XP_033144104.1, XP_009141330.1	Roisl.0028s0759.1.p
OG0009318	XP_009143835.1, XP_009141338.1	Roisl.0028s0769.1.p
OG0009319	XP_009141346.1	Roisl.0028s0786.1.p
OG0009320	XP_033146306.1, XP_009143817.1, XP_009105668.1	Roisl.0028s0803.1.p
OG0009321	XP_009141358.1, XP_009143814.2	Roisl.0028s0809.1.p
OG0009322	XP_033147645.1, XP_009143797.1, XP_033146284.1	Roisl.0028s0822.1.p
OG0009323	XP_018513708.1, XP_018514538.1	Roisl.0028s0856.1.p
OG0009324	XP_009133170.1, XP_033146339.1, XP_009143766.1	Roisl.0028s0862.1.p
OG0009325	XP_009132994.1, XP_009143755.1	Roisl.0028s0871.1.p
OG0009326	NP_001288816.1, XP_009143752.2	Roisl.0028s0873.1.p
OG0009327	XP_009132999.1	Roisl.0028s0883.1.p
OG0009328	XP_009141404.2, XP_009143736.1	Roisl.0028s0897.1.p
OG0009329	XP_009143730.1, XP_009141407.1	Roisl.0028s0899.1.p
OG0009330	XP_009141409.1, XP_009143726.1	Roisl.0028s0905.1.p
OG0009331	XP_009133012.1, XP_009143695.1	Roisl.0028s0931.1.p
OG0009332	XP_009133019.1, XP_009143686.1	Roisl.0028s0944.1.p
OG0009333	XP_009141484.1, XP_009143671.2	Roisl.0028s0959.1.p
OG0009334	XP_033142612.1, XP_009143640.2	Roisl.0214s0191.1.p
OG0009335	XP_009141504.1	Roisl.0028s0988.1.p
OG0009336	XP_009141518.1, XP_009133042.1	Roisl.0028s1001.1.p
OG0009337	XP_009141521.1, XP_009133043.1	Roisl.0028s1004.1.p
OG0009338	XP_009141522.2, XP_009133045.1	Roisl.0028s1006.1.p
OG0009339	XP_033132802.1, XP_033129375.1	Roisl.0091s0367.1.p
OG0009340	XP_009139666.1	Roisl.0017s0353.1.p
OG0009341	XP_009136997.1, XP_009132546.1	Roisl.0091s0391.1.p
OG0009342	XP_009136969.2, XP_009132289.1	Roisl.0091s0421.1.p
OG0009343	XP_009136983.1, XP_009132429.1	Roisl.0091s0410.1.p
OG0009344	XP_009132439.1	Roisl.0091s0408.1.p
OG0009345	XP_009108349.1, XP_009131383.1	Roisl.0091s0520.1.p
OG0009346	XP_009108347.1, XP_009131195.1	Roisl.0091s0529.1.p
OG0009347	XP_009136874.2	Roisl.0091s0547.1.p
OG0009348	XP_009130958.1, XP_009136873.1	Roisl.0091s0548.1.p
OG0009349	XP_009108337.1, XP_009130853.1	Roisl.0091s0565.1.p
OG0009350	XP_009136835.1, XP_009144619.1	Roisl.0091s0613.1.p
OG0009351	XP_033137579.1	Roisl.0091s0616.1.p
OG0009352	XP_009136832.2, XP_009144675.1	Roisl.0091s0618.1.p
OG0009353	XP_009106566.1	Roisl.0208s0047.1.p
OG0009354	XP_009115776.1	Roisl.0046s1049.1.p
OG0009355	XP_009115768.1, XP_009149387.1	Roisl.0046s1044.1.p
OG0009356	XP_009149319.1	Roisl.0075s0089.1.p
OG0009357	XP_009115752.2	Roisl.0046s1025.1.p
OG0009358	XP_009115730.2, XP_033148823.1	Roisl.0046s1007.1.p
OG0009359	XP_009115722.1, XP_009101992.1	Roisl.0046s0996.1.p
OG0009360	XP_009115721.1, XP_009101959.1	Roisl.0046s0994.1.p
OG0009361	XP_018512631.2	Roisl.0046s0985.1.p
OG0009362	XP_009136543.1	Roisl.0046s0983.1.p
OG0009363	XP_009137051.1, XP_009137355.2	Roisl.0008s0146.1.p
OG0009364	XP_018511117.2	Roisl.0214s0155.1.p
OG0009365	XP_009106781.1, XP_009132529.1	Roisl.0189s0120.1.p
OG0009366	XP_009106815.1	Roisl.0189s0136.1.p
OG0009367	XP_009132585.1	Roisl.0189s0183.1.p
OG0009368	XP_009127311.1, XP_009119434.1	Roisl.0189s0236.1.p
OG0009369	XP_009116398.2, XP_009123261.2	Roisl.0208s0052.1.p
OG0009370	XP_009136200.1, XP_009112253.1	Roisl.0188s0012.1.p
OG0009371	XP_009112235.1	Roisl.0062s0019.1.p, Roisl.0062s0014.1.p
OG0009372	XP_009119408.1	Roisl.0045s0059.1.p
OG0009373	XP_033142776.1, XP_009119400.1	Roisl.0045s0037.1.p
OG0009374	XP_033134147.1, XP_033131601.1	Roisl.0045s0034.1.p
OG0009375	XP_009136296.2, XP_009121224.1	Roisl.0053s0150.1.p
OG0009376	XP_018509776.2, XP_009121184.1	Roisl.0066s0282.1.p, Roisl.0066s0280.1.p
OG0009377	XP_009116906.2	Roisl.0018s0364.1.p
OG0009378	XP_009112418.2, XP_009121148.1	Roisl.0066s0224.1.p
OG0009379	XP_009112419.1, XP_009121144.1	Roisl.0066s0218.1.p
OG0009380	XP_009137688.1	Roisl.0008s0221.1.p
OG0009381	XP_009137645.2, XP_033144435.1	Roisl.0008s0215.1.p
OG0009382	XP_009137489.1	Roisl.0008s0198.1.p
OG0009383	XP_009137509.1	Roisl.0008s0202.1.p
OG0009384	XP_009137307.1, XP_033144264.1	Roisl.0091s0014.1.p
OG0009385	XP_009108596.1, XP_009136577.1	Roisl.0091s0018.1.p
OG0009386	XP_009137276.1, XP_009136109.1	Roisl.0091s0049.1.p
OG0009387	XP_009137271.1, XP_009136028.1, XP_009108573.1	Roisl.0091s0062.1.p
OG0009388	XP_009137253.1, XP_009135796.1	Roisl.0091s0088.1.p
OG0009389	XP_009108553.1, XP_009135627.1	Roisl.0091s0108.1.p
OG0009390	XP_009125206.1, XP_009140129.1	Roisl.0009s0021.1.p
OG0009391	XP_033142759.1	Roisl.0091s0130.1.p
OG0009392	XP_009140117.1	Roisl.0009s0036.1.p
OG0009393	XP_033129703.1	Roisl.0091s0306.1.p
OG0009394	XP_009108463.1, XP_009133555.1	Roisl.0091s0286.1.p
OG0009395	XP_009133602.1	Roisl.0091s0279.1.p
OG0009396	XP_009133798.1	Roisl.0091s0267.1.p
OG0009397	XP_009133787.1	Roisl.0091s0266.1.p
OG0009398	XP_009133931.1	Roisl.0012s0285.1.p
OG0009400	XP_009149134.1	Roisl.0007s0433.1.p
OG0009401	XP_009134355.2, XP_009108518.1	Roisl.0091s0225.1.p
OG0009402	XP_009108505.1, XP_009137177.1	Roisl.0091s0212.1.p
OG0009403	XP_033137313.1	Roisl.0091s0199.1.p
OG0009404	XP_009152199.1, XP_009129094.3	Roisl.0011s0242.1.p
OG0009405	XP_033133203.1	Roisl.0091s0179.1.p
OG0009406	XP_009117470.1	Roisl.0214s0500.1.p
OG0009407	XP_009151985.1	Roisl.0075s0009.1.p
OG0009408	XP_009146096.1	Roisl.0002s0034.1.p
OG0009409	XP_018512635.1	Roisl.0002s0017.1.p
OG0009410	XP_009136786.2	Roisl.0002s0007.1.p
OG0009411	XP_018511200.1	Roisl.0091s0692.1.p
OG0009412	XP_009136802.1, XP_009145637.3	Roisl.0053s0014.1.p, Roisl.0091s0683.1.p
OG0009413	XP_009145579.1	Roisl.0091s0658.1.p
OG0009414	XP_009136819.1, XP_009145241.1	Roisl.0091s0640.1.p
OG0009415	XP_009145213.1	Roisl.0091s0634.1.p
OG0009416	XP_009124819.1, XP_009134588.1	Roisl.0016s0034.1.p
OG0009417	XP_009134596.1, XP_009124043.2	Roisl.0016s0045.1.p
OG0009418	XP_009134597.1, XP_009147448.1	Roisl.0016s0047.1.p
OG0009419	XP_009147436.2	Roisl.0016s0069.1.p
OG0009421	XP_009112324.1, XP_009103498.1	Roisl.0024s0608.1.p
OG0009422	XP_009112305.2, XP_009103526.2	Roisl.0024s0633.1.p
OG0009423	XP_009112304.2, XP_009103527.2	Roisl.0024s0634.1.p
OG0009424	XP_009103528.2, XP_009112302.1	Roisl.0046s0693.1.p
OG0009425	XP_009103532.2, XP_009112301.1	Roisl.0024s0636.1.p
OG0009426	XP_009112284.1, XP_009103544.1	Roisl.0024s0657.1.p
OG0009427	XP_033131240.1, XP_009130572.1	Roisl.0024s0662.1.p
OG0009428	XP_009116992.1, XP_009138650.1	Roisl.0018s0469.1.p
OG0009429	XP_033136331.1	Roisl.0018s0467.1.p
OG0009430	XP_033146721.1, XP_009116977.1	Roisl.0018s0452.1.p
OG0009431	XP_009104405.2, XP_009116967.2, XP_009138698.3	Roisl.0018s0436.1.p
OG0009432	XP_009116961.2, XP_009138704.1	Roisl.0018s0430.1.p
OG0009433	XP_009104385.1, NP_001298109.1	Roisl.0018s0379.1.p
OG0009434	XP_009116908.1	Roisl.0018s0377.1.p
OG0009435	XP_009104379.1	Roisl.0018s0358.1.p
OG0009436	XP_009116865.1, XP_009104357.1	Roisl.0018s0326.1.p
OG0009437	XP_009138743.1, XP_033134746.1	Roisl.0018s0323.1.p
OG0009438	XP_033147541.1	Roisl.0039s0068.1.p
OG0009439	XP_009138746.1, XP_009116848.2	Roisl.0018s0312.1.p
OG0009440	XP_009138752.1, XP_009116845.1	Roisl.0018s0310.1.p
OG0009441	XP_033136366.1	Roisl.0018s0288.1.p
OG0009442	XP_009116797.1	Roisl.0018s0257.1.p
OG0009443	XP_033147654.1	Roisl.0082s0639.1.p, Roisl.0028s0815.1.p
OG0009444	XP_009138788.1	Roisl.0018s0236.1.p
OG0009445	XP_018513920.2, XP_009116771.1	Roisl.0018s0223.1.p
OG0009446	XP_009138794.1	Roisl.0018s0219.1.p
OG0009447	XP_009116746.1	Roisl.0018s0188.1.p
OG0009448	XP_009138826.1, XP_009116737.1	Roisl.0018s0180.1.p, Roisl.0018s0183.1.p
OG0009449	XP_009116733.1, XP_009104270.1	Roisl.0018s0171.1.p
OG0009450	XP_009104269.1, XP_009116732.1	Roisl.0018s0170.1.p
OG0009451	XP_009116729.1	Roisl.0018s0166.1.p
OG0009452	XP_009116728.1, XP_033131434.1	Roisl.0018s0161.1.p
OG0009453	XP_009116671.1, XP_009138889.1	Roisl.0018s0105.1.p
OG0009454	XP_009138912.1, XP_009116613.2	Roisl.0018s0062.1.p, Roisl.0050s0025.1.p
OG0009455	XP_009104205.1, XP_009116607.1	Roisl.0018s0059.1.p
OG0009456	XP_009138918.1, XP_009116593.1, XP_009104200.1	Roisl.0018s0048.1.p
OG0009457	XP_009104199.2, XP_009116591.2	Roisl.0018s0045.1.p
