Orthogroup	Brassica_rapa	Cardamine_hirsuta
OG0010753	XP_009131870.1, XP_009126534.1	CARHR191270
OG0010754	XP_009120667.1	CARHR191220
OG0010755	XP_009126543.1	CARHR191100
OG0010756	XP_009120651.1, XP_009126546.1	CARHR191040
OG0010757	XP_009120650.1	CARHR191030
OG0010758	XP_033137845.1	CARHR035960, CARHR191020, CARHR151360
OG0010759	XP_009126549.1, XP_009120637.1	CARHR190970
OG0010760	XP_009126565.1	CARHR190770
OG0010761	XP_009126583.1, XP_009120610.1	CARHR274440
OG0010762	XP_009131912.1	CARHR274160
OG0010763	XP_009120578.2	CARHR274110
OG0010764	XP_009126613.2	CARHR274040
OG0010765	XP_009141892.2	CARHR135530
OG0010766	XP_009120471.1, XP_009126686.1	CARHR273090
OG0010767	XP_009120466.1, XP_009126690.1	CARHR266600, CARHR273020
OG0010768	XP_009120459.1, XP_009131994.1	CARHR285850
OG0010769	XP_009126696.1	CARHR285840
OG0010770	XP_009120452.1	CARHR285800
OG0010771	XP_033137981.1	CARHR060400, CARHR285790
OG0010772	XP_009120421.1	CARHR285340
OG0010773	XP_009120411.1, XP_033139706.1	CARHR285250
OG0010774	XP_009120406.2	CARHR285190
OG0010775	XP_009126734.1	CARHR272740
OG0010776	XP_009120389.1	CARHR272650
OG0010777	XP_009120388.1	CARHR272640
OG0010778	XP_009126889.3, XP_009120344.1	CARHR272190
OG0010779	XP_009120336.1, XP_009132070.1	CARHR272070
OG0010780	XP_009132071.1	CARHR272050
OG0010781	XP_009120335.1	CARHR272060
OG0010782	XP_009132075.1, XP_009126778.1	CARHR271990
OG0010783	XP_009120323.2, XP_009126789.1	CARHR271910
OG0010784	XP_009132088.1	CARHR271810
OG0010785	XP_009132087.1, XP_009126797.2	CARHR271840
OG0010786	XP_009126796.1, XP_009120318.1	CARHR271830
OG0010787	XP_009126799.2, XP_009120315.2	CARHR271790
OG0010788	XP_009120306.1	CARHR271670
OG0010789	XP_009126809.1, XP_009120304.1	CARHR271560
OG0010790	XP_018512765.1	CARHR271530
OG0010791	XP_009120291.1, XP_009126814.1	CARHR271500
OG0010792	XP_009126821.1, XP_009120287.1	CARHR271460
OG0010793	XP_009120265.1, XP_009132126.1	CARHR271250
OG0010794	XP_033138480.1	CARHR271000
OG0010796	XP_009132182.1	CARHR270510
OG0010797	XP_009120185.1, XP_009132185.1	CARHR270490
OG0010798	XP_009120171.1	CARHR152790, CARHR270310
OG0010799	XP_033139823.1, XP_009120159.1	CARHR270100
OG0010800	XP_009126960.1	CARHR269580
OG0010801	XP_009120124.1	CARHR269490
OG0010802	XP_009120117.2	CARHR269420
OG0010803	XP_009126984.1	CARHR269040
OG0010804	XP_009126986.1, XP_009132357.2	CARHR269020
OG0010805	XP_009132368.1, XP_009120079.1	CARHR268910
OG0010806	XP_009105905.1	CARHR065370
OG0010808	XP_009127002.1	CARHR268730
OG0010809	XP_033143599.1, XP_009127024.1	CARHR268510
OG0010810	XP_033139647.1, XP_033138720.1	CARHR268450
OG0010812	XP_009120018.1	CARHR268250
OG0010813	XP_009149770.1, XP_009150161.1	CARHR157890
OG0010814	XP_009149778.1	CARHR157770
OG0010815	XP_009150171.1	CARHR157640
OG0010816	XP_033140817.1	CARHR267100
OG0010817	XP_009119945.2	CARHR267330
OG0010818	XP_009119953.1	CARHR267390
OG0010819	XP_033142000.1, XP_009119966.1	CARHR267640
OG0010820	XP_009111303.1	CARHR250490
OG0010821	XP_009134077.1	CARHR287080
OG0010822	XP_009144561.1	CARHR250730
OG0010823	XP_033141054.1	CARHR250840
OG0010824	XP_009144552.3	CARHR250850
OG0010825	XP_009134416.2	CARHR250980
OG0010826	XP_009111262.1	CARHR251010
OG0010827	XP_009111259.1, XP_009144544.1	CARHR251060
OG0010828	XP_009122357.1	CARHR205880
OG0010829	XP_033144621.1	CARHR205980, CARHR036420
OG0010830	XP_009109872.1	CARHR026200, CARHR026220, CARHR026230
OG0010831	XP_009122388.1, XP_009125673.1	CARHR206130
OG0010832	XP_009122392.1	CARHR206160
OG0010833	XP_009122394.1	CARHR206170
OG0010834	XP_009130974.2, XP_033143565.1	CARHR206230
OG0010835	XP_009122296.1	CARHR206350
OG0010836	XP_009122270.1	CARHR206620
OG0010837	XP_009122227.1	CARHR206960
OG0010838	XP_009130925.1, XP_009122223.2	CARHR206940
OG0010839	XP_009125633.1	CARHR153190, CARHR206840
OG0010840	XP_009125626.2, XP_018511237.1	CARHR206820
OG0010841	XP_009125606.1, XP_009122161.1	CARHR207690
OG0010842	XP_009122155.1	CARHR207770
OG0010843	XP_033137768.1	CARHR290790, CARHR207780
OG0010844	XP_009122148.1	CARHR207850
OG0010845	XP_009122140.1, XP_033141544.1	CARHR207920
OG0010846	XP_009122122.1, XP_033145092.1	CARHR208180
OG0010847	XP_009130855.1, XP_018511109.2	CARHR208260
OG0010848	XP_033137510.1, XP_009130850.1	CARHR208310
OG0010849	XP_009122568.1	CARHR208470
OG0010850	XP_009117245.1	CARHR118160
OG0010851	XP_009122591.1	CARHR208790
OG0010852	XP_009103112.1	CARHR025120
OG0010853	XP_009122614.1	CARHR208950
OG0010854	XP_009130792.2, XP_033137436.1	CARHR209370
OG0010855	XP_009122671.1, XP_009130952.1	CARHR208850, CARHR208870
OG0010856	XP_033138490.1	CARHR208840, CARHR209560
OG0010857	XP_009130774.1	CARHR209670
OG0010858	XP_009122700.1	CARHR209920
OG0010859	XP_009122722.1, XP_009125488.1	CARHR210090
OG0010860	XP_009122721.2, XP_009130721.1	CARHR040510
OG0010861	XP_009130727.1	CARHR210230
OG0010862	XP_009125462.1	CARHR210600
OG0010863	XP_033137581.1	CARHR210660
OG0010864	XP_009122767.2	CARHR210780
OG0010865	XP_009122769.1	CARHR210820
OG0010866	XP_009122796.1	CARHR211130
OG0010867	XP_033144914.1, XP_033143804.1	CARHR211190
OG0010868	XP_009122804.1, XP_033143827.1	CARHR211220
OG0010869	XP_009122817.2	CARHR211350
OG0010871	XP_009122825.1	CARHR211480
OG0010872	XP_009130663.1, XP_033139510.1	CARHR211610
OG0010873	XP_009122848.2	CARHR211670
OG0010874	XP_009120271.1, XP_009130633.1	CARHR211970
OG0010875	XP_009137692.1	CARHR212180
OG0010876	XP_009125387.2, NP_001288963.1	CARHR212250
OG0010877	XP_009131184.1	CARHR212310
OG0010878	XP_009125144.2	CARHR261410
OG0010879	XP_033145711.1	CARHR261360
OG0010880	XP_009140051.1	CARHR213430
OG0010881	XP_009140072.1	CARHR213220
OG0010882	XP_009140086.1, NP_001288980.1	CARHR212970
OG0010883	XP_009140091.1	CARHR212910
OG0010884	XP_009140099.1, XP_009125191.2	CARHR287630
OG0010885	XP_033143431.1	CARHR046110
OG0010886	XP_009140148.3, XP_009125219.2	CARHR212480
OG0010887	XP_009104427.1	CARHR143590, CARHR212390
OG0010888	XP_009104418.1	CARHR262750, CARHR074700, CARHR262770
OG0010889	XP_009122771.1	CARHR074670
OG0010890	XP_009128434.2	CARHR074190
OG0010891	XP_009128423.1	CARHR074820
OG0010892	XP_033131453.1, XP_009104477.1	CARHR073820
OG0010893	XP_009128389.1, XP_009106713.1	CARHR073650
OG0010894	XP_009106685.1, XP_009104514.2	CARHR073340
OG0010895	XP_009106657.1, XP_009128350.1	CARHR073020
OG0010896	XP_009106622.1, XP_009104550.1	CARHR072700
OG0010897	XP_009149972.1	CARHR155250
OG0010898	XP_009106579.1	CARHR072180
OG0010899	XP_033133060.1, XP_033136901.1	CARHR246240
OG0010900	XP_009106547.1	CARHR071920
OG0010901	XP_009106539.1	CARHR071750
OG0010902	XP_009106530.2	CARHR071690
OG0010903	XP_009106458.1, XP_009128274.1	CARHR071550
OG0010904	XP_033131594.1	CARHR071530
OG0010905	XP_009106429.1	CARHR071350
OG0010906	XP_009106416.1, XP_009104607.1	CARHR071230
OG0010907	XP_009128236.1	CARHR071110
OG0010908	XP_009128226.1	CARHR070910, CARHR070950
OG0010909	XP_018512906.1, XP_009143644.2	CARHR070890
OG0010910	XP_009106390.1	CARHR070730
OG0010911	XP_009106372.1	CARHR070570
OG0010912	XP_009128184.2, XP_009106325.1	CARHR070130
OG0010913	XP_009113931.1	CARHR095710
OG0010914	XP_009123259.1	CARHR153710
OG0010915	XP_009106285.1	CARHR069840
OG0010916	XP_009117240.1	CARHR118020
OG0010917	XP_033132298.1	CARHR069590
OG0010918	XP_009119611.1	CARHR002120
OG0010919	XP_009106218.1, XP_009128126.2	CARHR069100
OG0010920	XP_009104711.1	CARHR068670
OG0010921	XP_009104721.2, XP_009128075.2	CARHR068490
OG0010922	XP_018508770.1, XP_018512358.1	CARHR068440, CARHR068450
OG0010923	XP_009112433.1, XP_009121108.1	CARHR107660
OG0010924	XP_009112436.1	CARHR107670
OG0010925	XP_009121097.1	CARHR107880
OG0010926	XP_009145808.1	CARHR094700
OG0010927	XP_009132437.1	CARHR267800
OG0010928	XP_009149903.2	CARHR156160
OG0010929	XP_009149902.1	CARHR156180
OG0010930	XP_009102018.1	CARHR046060
OG0010931	XP_009106805.1	CARHR045820
OG0010932	XP_009147514.1, XP_009103741.1	CARHR044950
OG0010934	XP_009107469.2, XP_009124429.2	CARHR036120
OG0010935	XP_033147006.1	CARHR044000
OG0010936	XP_009123972.2	CARHR043910
OG0010937	XP_018514985.1	CARHR043760
OG0010938	XP_009106969.1	CARHR043690
OG0010939	XP_009106999.1	CARHR043410
OG0010940	XP_033135517.1, XP_033134868.1	CARHR118440
OG0010941	XP_009147622.2	CARHR043370
OG0010942	XP_009143613.1	CARHR130370
OG0010943	XP_033143085.1, XP_009143607.1	CARHR130450
OG0010944	XP_009141569.1, XP_009143606.1	CARHR130460
OG0010945	XP_009141588.1, XP_009143587.1	CARHR130690
OG0010946	XP_033147789.1, XP_009133087.2	CARHR130770
OG0010947	XP_009141603.1, XP_033146940.1	CARHR130920
OG0010948	XP_009149896.1	CARHR150920
OG0010949	XP_009149752.1	CARHR151120
OG0010950	XP_009150307.1	CARHR104350
OG0010951	XP_009129311.1, XP_009151806.1	CARHR152330
OG0010952	XP_009108076.1	CARHR217090
OG0010953	XP_009124260.1	CARHR216920
OG0010954	XP_033138782.1, XP_009124172.1	CARHR265920
OG0010955	XP_009118896.1	CARHR258460
OG0010956	XP_009118904.1	CARHR258760
OG0010957	XP_009108067.1	CARHR286850
OG0010958	XP_009139643.1	CARHR218670
OG0010959	XP_009144638.2	CARHR218870
OG0010960	XP_009139619.1	CARHR219170
OG0010961	XP_009107494.1	CARHR219860
OG0010962	XP_009139569.1	CARHR220020, CARHR220010
OG0010963	XP_009144770.1	CARHR103900
OG0010964	XP_009109567.2	CARHR220300
OG0010965	XP_009144691.2	CARHR220450, CARHR220440
OG0010966	XP_018513730.2	CARHR220180
OG0010967	XP_009148506.1	CARHR220830
OG0010968	XP_009148149.1	CARHR221340
OG0010969	XP_033145485.1	CARHR263390
OG0010970	XP_033143239.1, XP_009107807.1	CARHR221540
OG0010971	XP_009152045.1, XP_009121505.1	CARHR147580
OG0010972	XP_009147501.2, XP_009144717.1	CARHR221910
OG0010973	XP_018513644.1, XP_033128889.1	CARHR221960
OG0010974	XP_009136694.1	CARHR222200
OG0010975	XP_009136704.1	CARHR290010
OG0010976	XP_009103278.1	CARHR022120
OG0010977	XP_018513385.1	CARHR258820
OG0010978	XP_009136728.1	CARHR290420
OG0010979	XP_009107871.1	CARHR290520
OG0010980	XP_009146645.1	CARHR290380
OG0010981	XP_009127961.1, XP_009104835.1	CARHR065940
OG0010982	XP_033131150.1	CARHR066130
OG0010983	XP_033130932.1, XP_033139324.1, XP_033131157.1	CARHR066140
OG0010984	XP_009104811.1, XP_009105999.1	CARHR066420
OG0010985	XP_009127989.1, XP_009106005.1	CARHR066470
OG0010986	XP_009106014.1, XP_009104805.1	CARHR066580
OG0010987	XP_009128000.1, XP_009106015.1	CARHR066610
OG0010988	XP_009106024.1	CARHR066730
OG0010989	XP_033146292.1	CARHR130140
OG0010990	XP_009106038.1	CARHR066890
OG0010991	XP_033141308.1, XP_009106040.1	CARHR066920
OG0010992	XP_018508894.1, XP_009104788.1	CARHR066960
OG0010993	XP_033139018.1	CARHR067040
OG0010994	XP_009106054.1	CARHR067090
OG0010995	XP_033131478.1	CARHR067300
OG0010996	XP_009106085.1	CARHR067500
OG0010997	XP_009106102.1	CARHR067650
OG0010998	XP_009104761.1, XP_033130148.1	CARHR067730
OG0010999	XP_009128046.1, XP_009104760.1	CARHR067740
OG0011001	XP_009106140.1	CARHR068160
OG0011002	XP_009106142.1	CARHR068180
OG0011003	XP_009106144.1	CARHR068190
OG0011004	XP_009105034.1, XP_009105404.1	CARHR061370
OG0011005	XP_009105027.1	CARHR061470
OG0011006	XP_009105452.1	CARHR061890
OG0011007	XP_009105457.1	CARHR061940, CARHR061930
OG0011008	XP_009105462.1, XP_009127706.1	CARHR062040
OG0011009	XP_009105466.1, XP_009127709.2	CARHR062100
OG0011010	XP_009108069.1	CARHR286840
OG0011011	XP_009129353.1	CARHR236500
OG0011013	XP_009129210.1	CARHR236640
OG0011014	XP_033141410.1	CARHR236720
OG0011015	XP_009129019.1	CARHR236800
OG0011016	XP_009109052.1, XP_009129014.1	CARHR236810
OG0011017	XP_033131637.1	CARHR102920
OG0011019	XP_009112760.1	CARHR047640
OG0011020	XP_009112922.1	CARHR047610
OG0011021	XP_009112766.1	CARHR047410
OG0011022	XP_009112912.1, XP_009112787.1	CARHR047050
OG0011023	XP_009112909.1	CARHR047030
OG0011024	XP_009112908.1	CARHR047020
OG0011025	XP_033145625.1	CARHR262220
OG0011026	XP_033146495.1	CARHR102570
OG0011027	XP_009139961.1	CARHR102620
OG0011028	XP_009139967.1	CARHR261970
OG0011029	XP_009139970.1	CARHR261930
OG0011030	XP_009139975.1, XP_009140230.1	CARHR261960
OG0011031	XP_009139976.1	CARHR261910
OG0011032	XP_033138092.1, XP_009140232.1	CARHR222340
OG0011033	XP_009151789.1, XP_009129301.1	CARHR292480
OG0011034	XP_009151899.1	CARHR149650
OG0011035	XP_009129373.1, XP_009151873.1	CARHR292520
OG0011036	XP_033128592.1	CARHR152720
OG0011037	XP_009129391.1, XP_009151920.1	CARHR149260
OG0011038	XP_009129426.1, XP_009151973.1	CARHR040910
OG0011039	XP_009151980.1	CARHR148480
OG0011040	XP_009151998.1, XP_033141780.1	CARHR148200
OG0011041	XP_009152022.2, XP_009121430.1	CARHR147810
OG0011042	XP_009152041.1	CARHR147660
OG0011043	XP_009129503.1	CARHR147500
OG0011044	XP_009152060.1	CARHR147420
OG0011045	XP_009152086.1, XP_009114099.1	CARHR147090
OG0011046	XP_009152101.1	CARHR146860
OG0011047	XP_009152105.3	CARHR146800
OG0011048	XP_009114109.1	CARHR146720
OG0011049	XP_033128411.1, XP_009129037.1	CARHR288560
OG0011050	XP_033128408.1	CARHR288550
OG0011051	XP_009105640.1	CARHR062800
OG0011052	XP_009127756.1, XP_009105524.1	CARHR062690
OG0011053	XP_009104989.1	CARHR028160
OG0011054	XP_009127747.1	CARHR062550
OG0011055	XP_033130239.1	CARHR062500
OG0011056	XP_009105488.1	CARHR062380, CARHR062370
OG0011058	XP_033130282.1, XP_009127721.1	CARHR062210
OG0011059	XP_033136898.1, XP_009128854.1, XP_033128337.1	CARHR175490
OG0011060	XP_009114377.1	CARHR175650
OG0011061	XP_009134109.1	CARHR259680
OG0011062	XP_009128842.1	CARHR175870
OG0011063	XP_009134087.1	CARHR259340
OG0011064	XP_033139926.1	CARHR175940
OG0011065	XP_009140757.1	CARHR176020
OG0011066	XP_033139923.1	CARHR176150
OG0011067	XP_009101577.1	CARHR176280
OG0011068	XP_009101584.1	CARHR176430
OG0011069	XP_009101590.1	CARHR176490
OG0011071	XP_009101600.1	CARHR176680
OG0011072	XP_009113860.2, XP_009128785.1	CARHR176690
OG0011073	XP_009113861.1, XP_009113864.2	CARHR176700
OG0011074	XP_009127402.1	CARHR057110
OG0011075	XP_009124376.1	CARHR039530, CARHR039540
OG0011076	XP_009116636.1	CARHR170050
OG0011077	XP_009147888.1	CARHR039760
OG0011078	XP_033133484.1	CARHR039860
OG0011079	XP_009107254.1	CARHR039940
OG0011080	XP_009107248.1	CARHR040000
OG0011081	XP_009147857.2, XP_018511584.2	CARHR040140
OG0011082	XP_009144953.1, XP_009147836.1	CARHR040480
OG0011083	XP_009147825.1, XP_009144950.1	CARHR040540
OG0011084	XP_009147817.1	CARHR040710
OG0011085	XP_009147813.1	CARHR040720
OG0011086	XP_009147810.1	CARHR040810
OG0011087	XP_009147807.1	CARHR040830
OG0011088	XP_009144934.1, XP_009147794.1	CARHR040970
OG0011089	XP_009144930.1	CARHR041010
OG0011090	XP_009147782.1, XP_009144924.1	CARHR041150
OG0011091	XP_009147779.1, XP_009107186.1	CARHR041190
OG0011092	XP_009107198.1, XP_009144914.1	CARHR041380
OG0011093	XP_009147770.1	CARHR041540
OG0011094	XP_009107177.1	CARHR041730
OG0011095	XP_033146866.1, XP_009147751.1	CARHR041800
OG0011096	XP_009147733.1, XP_018514408.2	CARHR041910
OG0011097	XP_033129008.1, XP_009144870.1	CARHR042040, CARHR042030
OG0011098	XP_009144869.1	CARHR042120
OG0011099	XP_009147689.1	CARHR042490
OG0011100	XP_009147682.1, XP_033146861.1	CARHR042550
OG0011101	XP_009144840.1	CARHR042560, CARHR260380
OG0011102	XP_009101834.1	CARHR181730
OG0011103	XP_009114039.1	CARHR181740
OG0011104	XP_009114035.1	CARHR181470
OG0011105	XP_009143847.1	CARHR127550
OG0011106	XP_009143844.1	CARHR127580
OG0011107	XP_009143843.2, XP_009132936.1	CARHR127590
OG0011108	XP_009141341.2	CARHR127840
OG0011109	XP_009143830.1	CARHR127850
OG0011110	XP_009141351.1	CARHR128020
OG0011111	XP_009141350.1	CARHR128000
OG0011112	XP_033147667.1, XP_033144651.1	CARHR128040
OG0011113	XP_009141370.1, XP_009143790.1	CARHR128360
OG0011114	XP_009141389.1, XP_009143768.1	CARHR128620
OG0011116	XP_009141391.1	CARHR128680
OG0011117	XP_009143757.1	CARHR128720
OG0011118	XP_009143747.1, XP_009141396.1	CARHR128870, CARHR128830
OG0011119	XP_009143745.1	CARHR128880
OG0011120	XP_033142172.1, XP_018513988.2, XP_009143737.2	CARHR128980
OG0011121	XP_033147246.1, XP_009141481.1	CARHR129440
OG0011122	XP_009133020.1	CARHR129460
OG0011123	XP_009101313.1	CARHR144330
OG0011124	XP_033144897.1, XP_009132876.1	CARHR226290
OG0011125	XP_009132710.1	CARHR226150
OG0011126	XP_009101998.2	CARHR111330
OG0011127	XP_009108401.1, XP_033129286.1	CARHR225830
OG0011128	XP_009139505.1	CARHR055600
OG0011129	XP_009108380.1, XP_009132122.1	CARHR225560
OG0011130	XP_033133283.1	CARHR225420
OG0011131	XP_009136938.1	CARHR225370
OG0011132	XP_009131754.1	CARHR225290
OG0011133	XP_009131701.1, XP_033144292.1	CARHR225240
OG0011134	XP_009136928.1, XP_009131691.1	CARHR225220
OG0011135	XP_033129080.1, XP_033133267.1	CARHR225090
OG0011136	XP_009133727.1	CARHR224640
OG0011137	XP_009136872.1, XP_009130943.1, XP_009108343.1	CARHR224510
OG0011138	XP_033137571.1	CARHR223930
OG0011139	XP_009108325.1, XP_009130667.1	CARHR224170
OG0011140	XP_018513032.1, XP_009144501.1	CARHR224070
OG0011141	XP_009144614.1	CARHR223910
OG0011142	XP_009136830.1, XP_009144665.1	CARHR223820
OG0011143	XP_009136583.2, XP_018515391.1	CARHR160660
OG0011144	XP_009115773.1	CARHR160520
OG0011145	XP_009136567.2, XP_009115766.1	CARHR160460
OG0011146	XP_009115754.2	CARHR160340
OG0011147	XP_009105366.1	CARHR060890
OG0011148	XP_009136206.1	CARHR065130
OG0011149	XP_009136551.1, XP_009115726.1	CARHR160120
OG0011150	XP_033137083.1	CARHR160110
OG0011151	XP_033146795.1	CARHR077790
OG0011152	XP_009115713.1, XP_033143758.1	CARHR159900
OG0011153	XP_009137139.1	CARHR230920
OG0011154	XP_009136959.1, XP_009137341.1	CARHR230750
OG0011155	XP_009111610.1, XP_009151836.1	CARHR151870
OG0011156	XP_009106741.1	CARHR265420
OG0011157	XP_009127256.2, XP_009132555.1	CARHR265000
OG0011158	XP_009107150.1, XP_009127272.1	CARHR264690
OG0011159	XP_009132601.1	CARHR264310
OG0011160	XP_009119431.1	CARHR264090
OG0011161	XP_009132629.1	CARHR256990
OG0011162	XP_009140877.1, XP_009132619.1	CARHR256900
OG0011163	XP_009132626.1	CARHR256960
OG0011164	XP_009140874.1	CARHR256840
OG0011165	XP_033134156.1, XP_033144740.1	CARHR104810
OG0011166	XP_009112244.1, XP_009136209.1	CARHR105160
OG0011167	XP_009132590.2, XP_009107287.1	CARHR104050
OG0011168	XP_009116603.1	CARHR169830
OG0011169	XP_009112245.1, XP_009136211.1	CARHR105170
OG0011170	XP_009136221.1	CARHR043820
OG0011171	XP_009123216.1	CARHR284800
OG0011172	XP_009123228.1	CARHR105400
OG0011173	XP_009123212.2, XP_009136250.2	CARHR286460
OG0011174	XP_009123505.1	CARHR106150
OG0011175	XP_009136289.1	CARHR106250
OG0011176	XP_009121233.1, XP_009123244.2, XP_009136293.1	CARHR106370
OG0011177	XP_009111811.1, XP_009151574.1	CARHR153570
OG0011178	XP_009121215.2	CARHR106660
OG0011179	XP_009112388.1	CARHR106700
OG0011180	XP_009121196.2, XP_009136340.1	CARHR107190
OG0011181	XP_009121199.1, XP_009136341.1	CARHR107210
OG0011182	XP_009137556.2	CARHR231350
OG0011183	XP_033143307.1	CARHR231220
OG0011184	XP_009112280.1	CARHR281620
OG0011185	XP_033143979.1, XP_033132926.1	CARHR229900
OG0011186	XP_033138121.1	CARHR001440
OG0011187	XP_018508197.2	CARHR229150
OG0011188	XP_009135694.2, XP_033144980.1	CARHR229080
OG0011189	XP_009135548.1	CARHR228870
OG0011190	XP_009135519.1	CARHR228810
OG0011191	XP_009108444.1	CARHR226680
OG0011192	XP_009115163.1	CARHR091060
OG0011193	XP_009133354.1	CARHR226770
OG0011194	XP_009107635.2	CARHR292440
OG0011195	XP_033129277.1	CARHR226860
OG0011196	XP_009133577.1, XP_009137140.1	CARHR227090
OG0011197	XP_009108469.1	CARHR227220
OG0011198	XP_009137154.1, XP_009134032.1	CARHR227400
OG0011199	XP_009134704.1	CARHR227990
OG0011200	XP_009128724.2, XP_009113594.1	CARHR104010
OG0011201	XP_009108493.1	CARHR228250
OG0011202	XP_009134929.1	CARHR228260, CARHR228270
OG0011203	XP_009137208.1, XP_033137461.1	CARHR228450
OG0011204	XP_009108438.1	CARHR226600
OG0011205	XP_009133033.1	CARHR226450
OG0011206	XP_009142077.1	CARHR137760
OG0011207	XP_009113534.1	CARHR260450
OG0011208	XP_009134151.1	CARHR260470
OG0011209	XP_018510432.1	CARHR285110
OG0011210	XP_009101848.1	CARHR181930
OG0011211	XP_033129191.1	CARHR181820
OG0011212	XP_009101842.1	CARHR181510
OG0011213	XP_009114045.1	CARHR181620
OG0011214	XP_009136763.1, XP_009124520.1	CARHR222770
OG0011215	XP_009136772.1	CARHR222850
OG0011216	XP_009136756.1, XP_009124515.1	CARHR222730
OG0011217	XP_009145614.2	CARHR223190
OG0011218	XP_009136803.1, XP_033145580.1	CARHR223220
OG0011219	XP_009108282.1	CARHR223430
OG0011220	XP_033135392.1, XP_009108278.1	CARHR223480
OG0011221	XP_009136820.1, XP_009145232.1	CARHR223610
OG0011222	XP_009145223.1	CARHR223640
OG0011223	XP_009136827.1	CARHR223700
OG0011224	XP_009151450.1	CARHR032110
OG0011225	XP_009107978.1, XP_009114867.1	CARHR032090
OG0011226	XP_009124044.2, XP_009124817.1	CARHR075240
OG0011227	XP_009112278.1	CARHR281630
OG0011228	XP_009112264.2	CARHR281730
