Orthogroup	Brassica_rapa	Euclidium_syriacum
OG0007264	XP_009143924.2, XP_009141279.1	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1
OG0007265	XP_009132902.1, XP_009143921.1	ESY20_g12744_DN3_SP1_c4.t1
OG0007267	XP_009132892.1, XP_009143912.2	ESY20_g12754_DN3_SP0_c0.t1, ESY20_g12753_DN2_SP0_c0.t1
OG0007268	XP_009143896.2, XP_009141287.1	ESY20_g12783_DN3_SP8_c0.t1
OG0007269	XP_009132921.2, XP_009143869.2	ESY20_g12833_DN3_SP0_c0.t1
OG0007270	XP_009143865.1	ESY20_g12836_DN2_SP0_c0.t1
OG0007271	XP_009101753.1	ESY8_g58126_DN3_SP0_c0.t1
OG0007272	XP_009123934.1, XP_009101731.1	ESY8_g58198_DN3_SP0_c0.t1
OG0007273	XP_009138970.1	ESY7_g18642_DN3_SP0_c0.t1
OG0007274	XP_009137514.1, XP_009139133.2	ESY13_g56428_DN3_SP7_c0.t1
OG0007275	XP_009137548.2, XP_009139376.1	ESY13_g56679_DN3_SP0_c0.t1
OG0007276	XP_009139444.1	ESY7_g16215_DN3_SP0_c0.t1
OG0007277	XP_009123196.1	ESY4_g22048_DN2_SP3_c0.t1
OG0007278	XP_009145039.1, XP_009107430.3	ESY4_g21964_DN3_SP2_c0.t1
OG0007279	XP_009123524.1, XP_009107444.1	ESY4_g22236_DN3_SP2_c0.t1
OG0007280	XP_009123514.1, XP_009124587.1	ESY4_g22421_DN3_SP1_c0.t1
OG0007281	XP_009124591.1, XP_009123512.2	ESY4_g22422_DN3_SP8_c0.t1
OG0007282	XP_009113737.1, XP_009102955.1	ESY2_g35209_DN2_SP0_c0.t1
OG0007283	XP_009109762.1	ESY4_g22889_DN3_SP8_c0.t1
OG0007284	XP_033131321.1, XP_009113702.1	ESY4_g22632_DN3_SP3_c0.t1
OG0007286	XP_009109703.1	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1
OG0007287	XP_033131030.1, XP_009109687.1	ESY4_g23043_DN3_SP8_c0.t1
OG0007288	XP_009115270.1, XP_009109685.2	ESY4_g23045_DN2_SP0_c0.t1
OG0007289	XP_009102868.1, XP_009109678.1	ESY4_g23079_DN3_SP0_c0.t1
OG0007290	XP_009109673.1, XP_009115257.1	ESY3_g31537_DN3_SP0_c0.t1
OG0007292	XP_009102792.1, XP_009115197.2	ESY7_g17761_DN2_SP2_c0.t1
OG0007293	XP_009109604.2, XP_009115178.1	ESY4_g23555_DN3_SP0_c0.t1
OG0007294	XP_018510107.1	ESY4_g23575_DN3_SP8_c0.t1
OG0007295	XP_009115162.1, NP_001288888.1	ESY4_g23638_DN3_SP0_c0.t1
OG0007296	XP_009109586.1, XP_009102698.2	ESY4_g23658_DN3_SP8_c0.t1
OG0007297	XP_009115139.1	ESY9_g45599_DN3_SP8_c0.t1
OG0007298	XP_009102690.1, XP_033135696.1	ESY9_g43242_DN3_SP0_c0.t1
OG0007299	XP_009102687.3, XP_009115049.1	ESY16_g62221_DN3_SP8_c0.t1
OG0007300	XP_009107757.1, XP_009115028.2, XP_009102680.1	ESY16_g62041_DN3_SP0_c0.t1
OG0007301	XP_009115027.1, XP_009102682.1, XP_009107755.1	ESY16_g62040_DN2_SP0_c0.t1
OG0007302	XP_033134943.1, XP_009108144.1, XP_009102675.2	ESY16_g62016_DN2_SP4_c0.t1
OG0007303	XP_009124901.1, XP_009115003.1	ESY16_g61957_DN3_SP0_c0.t1
OG0007304	XP_009108121.2, XP_033135669.1	ESY16_g61927_DN3_SP0_c0.t1
OG0007305	XP_033132629.1, XP_033135670.1	ESY16_g61905_DN3_SP0_c0.t1
OG0007306	XP_033147508.1, XP_018510358.1	ESY16_g61765_DN3_SP0_c0.t1
OG0007307	XP_009114913.1	ESY16_g61763_DN3_SP7_c0.t1
OG0007308	XP_009107996.2, XP_033147345.1	ESY16_g61758_DN3_SP8_c0.t1
OG0007309	XP_009114900.1, XP_009145195.1	ESY16_g61743_DN3_SP6_c0.t1
OG0007310	XP_009151428.1, XP_009114889.1	ESY16_g61703_DN3_SP7_c0.t1
OG0007311	XP_009114885.2, XP_009151431.1	ESY16_g61691_DN3_SP8_c0.t1
OG0007312	XP_009129134.1, XP_033128095.1	ESY10_g14372_DN3_SP8_c0.t1
OG0007313	XP_009152222.1, XP_009129105.1	ESY10_g14316_DN3_SP8_c0.t1
OG0007314	XP_033136425.1, XP_009152217.1	ESY10_g14309_DN3_SP1_c0.t1
OG0007315	XP_009114173.1, XP_009152211.1	ESY10_g14294_DN3_SP0_c0.t1
OG0007316	XP_009152200.1, NP_001288910.1	ESY10_g14229_DN3_SP3_c0.t1
OG0007317	XP_009112327.1	ESY6_g50317_DN3_SP8_c0.t1
OG0007318	XP_009112365.1, XP_009103443.1	ESY6_g50379_DN3_SP8_c0.t1
OG0007319	XP_009103427.1, XP_009112372.1	ESY6_g50400_DN3_SP0_c0.t1
OG0007320	XP_009115824.1, XP_009112376.2	ESY6_g50402_DN3_SP8_c0.t1
OG0007321	XP_009144284.1, NP_001288868.1	ESY4_g23940_DN2_SP7_c0.t1
OG0007323	XP_033135172.1	ESY6_g50452_DN3_SP0_c22.t1
OG0007324	XP_009150659.1	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1
OG0007325	XP_009150658.1, XP_033140900.1	ESY6_g50466_DN3_SP8_c0.t1
OG0007326	XP_009130513.2, XP_009150636.1	ESY6_g50496_DN3_SP8_c0.t1
OG0007327	XP_033136221.1, XP_033141782.1	ESY6_g50510_DN2_SP0_c0.t1
OG0007328	XP_033128186.1, XP_009130504.1	ESY6_g50515_DN3_SP8_c0.t1
OG0007329	XP_009150592.1, XP_009130490.2	ESY6_g50554_DN3_SP8_c0.t1
OG0007330	XP_009112161.1, XP_009150560.1	ESY6_g50613_DN3_SP8_c0.t1
OG0007331	XP_009130473.1, XP_009112157.1	ESY6_g50615_DN3_SP6_c0.t1
OG0007332	XP_009150547.1, XP_009112149.2	ESY6_g50632_DN3_SP8_c0.t1
OG0007333	XP_009150536.1	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1
OG0007335	XP_009130455.2, XP_009150525.2	ESY6_g50678_DN3_SP0_c0.t1
OG0007336	XP_009150802.3, XP_009130454.1	ESY6_g50680_DN3_SP0_c0.t1
OG0007337	XP_009150517.1	ESY6_g50689_DN3_SP0_c0.t1
OG0007338	XP_009112132.1, XP_009150510.1	ESY6_g50695_DN3_SP0_c0.t1
OG0007339	XP_009150483.1, XP_009130441.1	ESY6_g50722_DN3_SP8_c0.t1
OG0007340	XP_009130429.1, XP_009150468.1	ESY6_g50738_DN3_SP0_c0.t1
OG0007341	XP_009112115.1, XP_009150465.1	ESY6_g49595_DN3_SP8_c0.t1, ESY4_g24600_DN3_SP0_c0.t1
OG0007342	XP_009112112.2	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1
OG0007343	XP_009112107.1, XP_009150447.1	ESY6_g49619_DN3_SP8_c0.t1
OG0007344	XP_009150429.1, XP_009130273.1	ESY6_g49623_DN3_SP7_c0.t1
OG0007345	XP_009150377.1, XP_009112069.2	ESY6_g49726_DN3_SP7_c0.t1
OG0007346	XP_009150376.2, XP_009130243.2	ESY6_g49728_DN3_SP2_c0.t1
OG0007347	XP_009150372.1, XP_009112067.1	ESY6_g49744_DN3_SP8_c0.t1
OG0007348	XP_009112066.2, XP_009150371.1	ESY6_g49745_DN3_SP0_c0.t1
OG0007349	XP_009150368.1, XP_009112059.2	ESY6_g49750_DN3_SP0_c0.t1
OG0007350	XP_009151405.1, XP_009112032.1	ESY6_g49822_DN3_SP0_c0.t1
OG0007351	XP_009130215.1, XP_009151366.1	ESY6_g49361_DN3_SP0_c0.t1
OG0007352	XP_009130214.2, XP_009151365.2	ESY6_g49362_DN3_SP0_c0.t1
OG0007353	XP_009151347.1, XP_009130308.2	ESY6_g49379_DN3_SP5_c11.t1
OG0007354	XP_009151310.1, XP_009130181.2	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1
OG0007355	XP_009139583.1, XP_009107502.1	ESY27_g13584_DN3_SP0_c0.t1
OG0007356	XP_009111998.1, XP_009136506.1	ESY6_g49470_DN3_SP0_c0.t1
OG0007357	XP_009136497.1, XP_009111995.1	ESY6_g49477_DN3_SP0_c0.t1
OG0007358	XP_033140364.1, XP_009136489.1	ESY6_g49482_DN3_SP0_c0.t1
OG0007359	XP_009136486.1, XP_009111993.1	ESY6_g49485_DN3_SP8_c7.t1
OG0007360	XP_009111986.2, XP_009136463.2	ESY6_g49521_DN2_SP0_c0.t1
OG0007361	XP_009111976.1, XP_033140505.1, XP_009136430.1	ESY6_g49565_DN3_SP0_c0.t1
OG0007362	XP_009136414.1, XP_018512476.1	ESY6_g49580_DN3_SP3_c0.t1
OG0007363	XP_009111966.2, XP_009136413.2	ESY6_g49582_DN3_SP8_c0.t1
OG0007364	XP_009136391.1, XP_009111953.1	ESY6_g50204_DN3_SP0_c0.t1
OG0007365	XP_009150891.2	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1
OG0007366	XP_033135758.1, XP_009150899.1	ESY6_g50142_DN3_SP0_c0.t1
OG0007367	XP_009141730.1, XP_009150904.1	ESY6_g50136_DN3_SP7_c0.t1
OG0007368	XP_009141810.1, XP_009150914.1	ESY6_g50125_DN3_SP0_c0.t1
OG0007369	XP_009150945.1, XP_009130082.1	ESY6_g50096_DN3_SP2_c0.t1
OG0007370	XP_033128927.1, XP_009130078.1, XP_009141986.1	ESY6_g50089_DN3_SP6_c0.t1
OG0007371	XP_009130069.1, XP_009150959.1	ESY6_g50072_DN3_SP3_c0.t1
OG0007372	NP_001288914.1, XP_009130064.1, NP_001288827.1	ESY6_g50055_DN3_SP1_c0.t1
OG0007373	XP_018510211.1	ESY1_g9662_DN2_SP0_c0.t1
OG0007374	XP_009150986.1, XP_018512385.1	ESY6_g50040_DN3_SP0_c0.t1
OG0007375	XP_009150985.1, XP_033134523.1	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1
OG0007376	XP_009150996.1, XP_009111641.1	ESY6_g50033_DN3_SP0_c10.t1
OG0007378	XP_009151032.1, XP_009111652.2	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1
OG0007379	XP_009111653.1, XP_009151031.2	ESY6_g49996_DN3_SP0_c0.t1
OG0007380	XP_009129966.1, XP_009151064.1	ESY6_g49968_DN3_SP0_c0.t1
OG0007381	XP_009129959.1, XP_009151078.1	ESY6_g49955_DN2_SP0_c0.t1
OG0007382	XP_009129955.1, XP_009151085.1	ESY6_g49950_DN3_SP1_c0.t1
OG0007383	XP_009111674.1, XP_009151099.1	ESY6_g49933_DN3_SP8_c0.t1
OG0007384	XP_018512299.1, XP_009120890.1	ESY6_g49874_DN3_SP0_c0.t1
OG0007385	XP_009120895.1, XP_009131734.1	ESY6_g49868_DN3_SP5_c0.t1
OG0007386	XP_009126382.2, XP_009120865.2	ESY6_g49849_DN3_SP8_c0.t1
OG0007387	XP_009120866.1, XP_009131748.1	ESY6_g49848_DN3_SP8_c0.t1
OG0007390	XP_009126394.1, XP_009120853.1	ESY6_g49288_DN3_SP0_c0.t1
OG0007391	XP_009120841.1	ESY6_g49277_DN3_SP7_c0.t1
OG0007391	XP_033141980.1	ESY1_g5972_DN3_SP0_c0.t1
OG0007392	XP_033144642.1	ESY6_g49249_DN3_SP0_c0.t1
OG0007393	XP_009126426.1, XP_009131779.2	ESY6_g49243_DN3_SP7_c0.t1
OG0007394	XP_033138615.1, XP_009126451.1	ESY6_g49194_DN3_SP8_c0.t1
OG0007395	XP_009131814.1, XP_009120772.1	ESY6_g49170_DN3_SP0_c0.t1
OG0007396	XP_009120757.1, XP_009126489.2	ESY6_g49156_DN3_SP0_c0.t1
OG0007397	XP_009126495.1, XP_009131827.1	ESY6_g49152_DN3_SP4_c0.t1
OG0007398	XP_009126496.1, XP_033138584.1	ESY6_g49148_DN3_SP0_c0.t1
OG0007399	XP_009126508.1, XP_009120719.1	ESY6_g49126_DN3_SP0_c0.t1
OG0007400	XP_009120706.1, XP_009131843.1	ESY6_g49108_DN3_SP1_c0.t1
OG0007401	XP_009131847.2, XP_009120696.1	ESY6_g49086_DN3_SP7_c0.t1
OG0007402	XP_009103089.2, XP_009120659.2, XP_033144652.1	ESY6_g49025_DN3_SP2_c0.t1
OG0007403	XP_009121337.1	ESY6_g49014_DN3_SP0_c0.t1
OG0007404	XP_009131888.2, XP_009126563.1	ESY6_g49001_DN3_SP0_c4.t1
OG0007405	XP_009131891.1, XP_009120647.1	ESY6_g48997_DN3_SP6_c0.t1
OG0007406	XP_009120620.1, XP_009131900.1	ESY6_g48971_DN3_SP3_c0.t1
OG0007407	XP_009126126.1, XP_018513393.2	ESY6_g48959_DN3_SP8_c0.t1
OG0007408	XP_009120607.1, XP_009126587.1	ESY6_g48951_DN2_SP0_c0.t1
OG0007409	XP_009120585.1, XP_009131911.1	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1
OG0007410	XP_009145006.1, XP_009107358.1	ESY2_g38023_DN3_SP8_c0.t1
OG0007411	XP_009131956.1	ESY6_g48866_DN3_SP0_c0.t1
OG0007412	XP_009127282.2	ESY6_g46452_DN3_SP8_c0.t1
OG0007413	XP_009120520.1, XP_033140193.1	ESY6_g48857_DN3_SP2_c0.t1
OG0007414	XP_009120516.1	ESY6_g48854_DN3_SP8_c0.t1
OG0007415	XP_009141420.1, XP_009133009.1	ESY9_g43862_DN3_SP0_c0.t1
OG0007416	XP_009126673.1, XP_009131978.1	ESY6_g48814_DN3_SP8_c0.t1
OG0007417	XP_009126701.2	ESY6_g48710_DN2_SP0_c0.t1
OG0007417	XP_009120441.2	ESY6_g48711_DN2_SP0_c0.t1
OG0007419	XP_009120420.1	ESY6_g48678_DN3_SP1_c0.t1
OG0007420	XP_009120409.1, XP_033142718.1	ESY6_g48664_DN3_SP0_c0.t1
OG0007421	XP_009132026.1, XP_009126726.1	ESY6_g48650_DN3_SP8_c0.t1
OG0007422	XP_009120392.1, XP_009126739.1	ESY6_g48639_DN3_SP4_c0.t1
OG0007423	XP_009120386.2, XP_009132031.2	ESY6_g48632_DN3_SP8_c0.t1
OG0007424	XP_009132047.1, XP_009120361.1	ESY6_g48598_DN3_SP4_c0.t1
OG0007425	XP_033141387.1, XP_033137716.1	ESY6_g48597_DN3_SP0_c0.t1
OG0007426	XP_009120352.1, XP_009132051.2	ESY6_g48590_DN3_SP7_c0.t1
OG0007427	XP_009120317.1, XP_009126798.1, XP_009132090.1	ESY6_g48541_DN3_SP5_c0.t1
OG0007428	XP_009132098.1, XP_009126811.1	ESY6_g48519_DN3_SP7_c0.t1
OG0007429	XP_009132104.1, XP_009132100.2	ESY6_g48517_DN3_SP0_c0.t1
OG0007430	XP_009120298.1, XP_009126812.1	ESY6_g48513_DN3_SP1_c0.t1
OG0007431	NP_001288998.1, XP_009120283.1	ESY6_g48480_DN2_SP4_c0.t1
OG0007432	XP_009126837.1, XP_009120264.2	ESY6_g48434_DN1_SP2_c0.t1
OG0007433	XP_009134064.1, XP_009127346.1	ESY11_g54649_DN3_SP0_c0.t1
OG0007434	XP_009120216.1	ESY8_g58143_DN3_SP0_c0.t1
OG0007434	XP_033141599.1	ESY6_g48364_DN3_SP3_c0.t1
OG0007435	XP_009120221.1, XP_009132155.1	ESY6_g48367_DN3_SP7_c0.t1
OG0007436	XP_009126900.2, XP_009120228.1	ESY6_g48381_DN3_SP8_c0.t1
OG0007437	XP_009126899.1	ESY6_g48382_DN3_SP0_c0.t1
OG0007438	XP_033138482.1, XP_009126855.1, XP_033144590.1	ESY6_g48397_DN3_SP5_c0.t1
OG0007439	XP_033137350.1, XP_009126920.1	ESY4_g22208_DN1_SP0_c0.t1
OG0007440	XP_009120166.1, XP_009126934.1	ESY6_g48263_DN3_SP8_c0.t1
OG0007441	XP_009126959.1, XP_009120134.1	ESY6_g48169_DN3_SP8_c0.t1
OG0007442	XP_009126966.1, XP_009120123.1	ESY6_g48161_DN3_SP7_c0.t1
OG0007443	XP_009120106.1, XP_009132347.1	ESY6_g48110_DN3_SP8_c6.t1
OG0007444	XP_009129498.1	ESY4_g24130_DN3_SP0_c14.t1
OG0007445	XP_009120081.1, XP_009126995.1	ESY6_g48066_DN3_SP0_c0.t1
OG0007446	XP_033138695.1, XP_033143598.1	ESY6_g47982_DN2_SP0_c0.t1
OG0007447	XP_033140847.1, XP_009120026.2, XP_033144441.1	ESY6_g47973_DN3_SP1_c0.t1
OG0007448	XP_009132418.1, XP_009120019.1	ESY6_g47966_DN3_SP0_c0.t1
OG0007449	XP_009150133.1, XP_009149726.1	ESY1_g9690_DN3_SP2_c0.t1
OG0007451	NP_001288988.1, XP_009149794.1	ESY1_g9304_DN3_SP4_c0.t1
OG0007452	XP_009127114.1, XP_009119941.1	ESY6_g47601_DN3_SP7_c0.t1
OG0007453	XP_009127107.1, XP_009119956.1	ESY6_g47625_DN3_SP8_c0.t1
OG0007454	XP_009119960.1	ESY6_g47626_DN3_SP8_c0.t1
OG0007455	XP_009144579.1, XP_009111302.1	ESY20_g13218_DN3_SP8_c0.t1
OG0007456	XP_009111296.1, XP_009111297.1	ESY20_g13221_DN3_SP4_c10.t1
OG0007457	XP_018512841.1, XP_033136294.1	ESY20_g13296_DN3_SP0_c0.t1
OG0007458	XP_009134400.2	ESY20_g13313_DN3_SP7_c0.t1
OG0007459	XP_009122337.2, XP_009132222.2	ESY7_g18545_DN3_SP6_c0.t1
OG0007460	XP_009130987.1, XP_033144299.1, XP_009122353.2	ESY7_g18517_DN3_SP7_c0.t1
OG0007461	XP_009122359.2, XP_009130986.1	ESY7_g18510_DN3_SP0_c0.t1
OG0007462	XP_009122387.1, XP_009130976.1	ESY7_g18481_DN3_SP8_c17.t1
OG0007463	XP_009125778.1, XP_009122281.1, XP_009130955.1	ESY7_g18716_DN3_SP3_c0.t1
OG0007464	XP_033141940.1	ESY7_g18748_DN2_SP0_c0.t1
OG0007465	XP_009130946.1, XP_009122252.1	ESY7_g18751_DN1_SP0_c0.t1
OG0007466	XP_009122236.1	ESY7_g18771_DN3_SP8_c13.t1
OG0007467	XP_009122183.1, XP_009125618.1	ESY7_g18854_DN3_SP4_c0.t1
OG0007468	XP_033137772.1	ESY7_g18886_DN3_SP0_c0.t1
OG0007469	XP_033137337.1, XP_009125593.1	ESY7_g18948_DN3_SP0_c0.t1
OG0007470	XP_009125592.1, XP_009130876.1	ESY7_g18952_DN3_SP0_c0.t1
OG0007471	XP_033141394.1, XP_009122566.1	ESY7_g19020_DN3_SP0_c0.t1
OG0007472	XP_033137791.1, XP_009125565.1	ESY7_g19073_DN3_SP0_c0.t1
OG0007473	XP_009130810.2, XP_033137417.1	ESY7_g19111_DN3_SP6_c0.t1
OG0007474	XP_009125546.1, XP_009122630.1	ESY7_g19154_DN3_SP0_c0.t1
OG0007475	XP_009146864.1	ESY3_g31052_DN3_SP0_c0.t1
OG0007476	XP_009122660.1, XP_009125526.1	ESY7_g19203_DN3_SP5_c0.t1
OG0007477	XP_009125522.1	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1
OG0007478	XP_009130767.1	ESY7_g19276_DN3_SP0_c0.t1
OG0007479	XP_009122704.1	ESY7_g19318_DN3_SP8_c0.t1
OG0007480	XP_009109562.1	ESY7_g19320_DN3_SP7_c0.t1
OG0007482	XP_018510733.2, XP_009125484.1	ESY7_g19375_DN3_SP0_c0.t1
OG0007483	XP_009122732.1	ESY7_g19377_DN3_SP4_c0.t1
OG0007484	XP_009122733.1	ESY7_g19397_DN2_SP0_c0.t1
OG0007484	XP_009125478.1	ESY7_g19394_DN3_SP0_c0.t1
OG0007485	XP_009125459.1, XP_009122758.1	ESY7_g19446_DN2_SP0_c0.t1
OG0007486	XP_009146916.2	ESY3_g30960_DN3_SP0_c0.t1
OG0007486	XP_009130745.1	ESY7_g19453_DN3_SP0_c0.t1
OG0007487	XP_009130708.1, XP_009122770.1	ESY7_g19471_DN3_SP2_c0.t1
OG0007488	XP_009130699.1	ESY7_g19492_DN3_SP0_c0.t1
OG0007489	XP_009122779.1, XP_009130701.2	ESY7_g19491_DN3_SP0_c0.t1
OG0007490	XP_009125445.1, XP_009130702.2	ESY7_g19489_DN3_SP5_c0.t1
OG0007491	XP_009130706.1, XP_009122776.1	ESY7_g19483_DN1_SP0_c0.t1
OG0007492	XP_009122798.1	ESY7_g19522_DN3_SP0_c0.t1
OG0007493	XP_009130668.1, XP_033139515.1, XP_009125432.1	ESY7_g19558_DN1_SP0_c0.t1
OG0007494	XP_009125431.1, XP_009122822.1	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1
OG0007495	XP_033142361.1, XP_009130666.1, XP_009122830.1	ESY7_g19576_DN3_SP8_c0.t1
OG0007496	XP_033142362.1, XP_009130664.2	ESY7_g19581_DN3_SP0_c0.t1
OG0007497	XP_033139516.1, XP_009130661.1, XP_033139521.1	ESY7_g19593_DN3_SP8_c0.t1
OG0007498	XP_033141016.1, XP_033143440.1	ESY7_g19657_DN3_SP0_c0.t1
OG0007499	XP_009125170.1, XP_009140062.1	ESY8_g60149_DN3_SP8_c0.t1
OG0007500	XP_009125200.3, XP_009140127.1	ESY8_g60021_DN3_SP7_c0.t1
OG0007501	XP_009125207.1, XP_009140130.1	ESY8_g60003_DN3_SP0_c0.t1
OG0007502	XP_009140145.1, XP_009125216.1	ESY8_g59982_DN3_SP8_c0.t1
OG0007503	XP_009104430.1, XP_009106776.2	ESY2_g36482_DN3_SP6_c0.t1
OG0007504	XP_009104471.1, XP_009104470.1	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1
OG0007505	XP_009128414.1	ESY18_g63333_DN1_SP0_c0.t1, ESY2_g36598_DN2_SP0_c0.t1
OG0007506	XP_009106733.1, XP_009128405.1	ESY2_g36606_DN3_SP8_c0.t1
OG0007507	XP_009128610.1, XP_009104476.1	ESY5_g2977_DN3_SP0_c0.t1
OG0007508	XP_009104483.1, XP_009128394.1	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1
OG0007509	XP_009106701.1, XP_009104503.2	ESY2_g36653_DN3_SP7_c11.t1
OG0007510	XP_009106687.1, XP_009104509.1	ESY2_g36665_DN3_SP8_c0.t1
OG0007511	XP_009139797.1	ESY2_g35015_DN2_SP0_c0.t1
OG0007512	XP_009104538.1, XP_033140665.1	ESY2_g36754_DN3_SP0_c0.t1
OG0007513	XP_009106631.1	ESY2_g36779_DN3_SP2_c0.t1
OG0007514	XP_009128336.1, XP_009106624.1	ESY2_g36784_DN3_SP0_c0.t1
OG0007515	XP_009104549.2, XP_009128334.1	ESY2_g36795_DN3_SP8_c0.t1
OG0007516	XP_009106621.2, XP_009104551.1, XP_009128332.1	ESY2_g36798_DN3_SP0_c0.t1
OG0007517	XP_033140002.1, XP_009106616.2	ESY2_g36800_DN3_SP7_c0.t1
OG0007518	XP_009106590.2	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0007519	XP_009128310.1, XP_009106588.2	ESY2_g36137_DN3_SP1_c0.t1
OG0007520	XP_009106585.1, XP_009128308.1	ESY2_g36136_DN3_SP1_c0.t1
OG0007521	XP_009106577.1	ESY2_g36123_DN3_SP7_c0.t1
OG0007522	XP_009104577.1	ESY2_g35023_DN3_SP5_c0.t1
OG0007523	XP_009106461.1, XP_009104588.1	ESY2_g35040_DN3_SP0_c0.t1
OG0007524	XP_009106450.1	ESY2_g35052_DN3_SP0_c0.t1
OG0007525	XP_033140003.1, XP_009106420.1	ESY2_g35078_DN3_SP0_c0.t1
OG0007526	XP_033131944.1, XP_009128253.1	ESY2_g35084_DN1_SP0_c0.t1
OG0007527	XP_009106413.1	ESY2_g34599_DN3_SP0_c0.t1
OG0007528	XP_009104621.1, XP_009128230.1	ESY2_g34614_DN3_SP7_c0.t1
OG0007529	XP_009148792.2, XP_009104629.1, XP_009106387.1	ESY2_g34640_DN3_SP0_c9.t1
OG0007530	XP_033131406.1	ESY2_g34647_DN3_SP0_c0.t1
OG0007531	XP_009106379.2, XP_009106380.1	ESY2_g34650_DN3_SP0_c0.t1
OG0007532	XP_009106373.1, XP_009128206.2	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0007533	XP_009106351.1, XP_009124582.1	ESY2_g34684_DN3_SP8_c0.t1
OG0007534	XP_009128194.1, XP_009104660.1	ESY2_g34697_DN3_SP0_c0.t1
OG0007535	XP_009104685.1, XP_009106280.1	ESY2_g34765_DN3_SP0_c0.t1
OG0007536	XP_009106258.1, XP_009128151.1	ESY2_g34794_DN3_SP0_c0.t1
OG0007537	XP_009106257.1, XP_009128150.1	ESY2_g34796_DN3_SP0_c0.t1
OG0007538	XP_009106249.1, XP_009104690.2	ESY2_g34808_DN3_SP2_c0.t1
OG0007539	XP_009128134.1	ESY2_g34826_DN1_SP0_c0.t1
OG0007540	XP_009106235.1, NP_001288944.1	ESY2_g34827_DN3_SP4_c0.t1
OG0007541	XP_009106216.1, XP_009128120.1	ESY2_g36077_DN3_SP0_c0.t1
OG0007542	XP_009151828.1	ESY2_g34535_DN3_SP4_c0.t1
OG0007543	XP_009104716.1, XP_009106177.1	ESY2_g35996_DN3_SP7_c0.t1
OG0007544	XP_009106166.1, XP_009104725.1	ESY2_g35975_DN3_SP8_c0.t1
OG0007545	XP_033131355.1, XP_009112426.1	ESY11_g54025_DN3_SP1_c0.t1
OG0007546	XP_009121114.1, XP_009150790.1	ESY11_g54044_DN3_SP0_c0.t1
OG0007547	XP_009121111.1, XP_009112431.1	ESY11_g54045_DN3_SP5_c0.t1
OG0007548	XP_009121084.1, XP_009150762.1	ESY11_g54112_DN3_SP7_c0.t1
OG0007549	XP_009136529.1, XP_033137082.1	ESY1_g9820_DN3_SP5_c0.t1
OG0007550	XP_033143148.1, XP_033142679.1	ESY1_g9817_DN3_SP0_c0.t1
OG0007551	XP_009115675.1, XP_009101504.1	ESY1_g9808_DN3_SP2_c0.t1
OG0007552	XP_009132435.1, XP_009119983.1	ESY6_g47888_DN2_SP0_c0.t1
OG0007553	XP_009127082.1, XP_009119980.1	ESY6_g47881_DN3_SP0_c0.t1
OG0007554	XP_018511750.2, XP_009150230.1	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1
OG0007556	XP_009106823.1, XP_009147474.1	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0007557	XP_033139664.1, XP_009101365.3	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1
OG0007558	XP_009106888.1	ESY2_g36274_DN3_SP0_c0.t1
OG0007559	XP_009147522.1, XP_009107086.1	ESY2_g36262_DN3_SP0_c0.t1
OG0007560	XP_018508959.1, XP_009106903.1	ESY2_g36255_DN3_SP0_c0.t1
OG0007561	XP_009147536.2, XP_009107068.1	ESY2_g36225_DN3_SP0_c0.t1
OG0007562	XP_009147572.1, XP_009106956.1	ESY2_g36196_DN3_SP0_c0.t1
