Orthogroup	Brassica_rapa	Arabis_alpina
OG0008971	XP_009120764.1, XP_009131820.1	Aa_G501670.h1.t1
OG0008972	XP_009131821.1, XP_009126486.1	Aa_G501650.h1.t1
OG0008973	XP_009120747.1, XP_009126493.2	Aa_G633680.h1.t1
OG0008974	XP_009131831.1, XP_033138592.1	Aa_G404790.h1.t1
OG0008975	XP_009120735.1, XP_009131835.1	Aa_G404750.h1.t1
OG0008976	XP_009120733.1, XP_009126499.1	Aa_G404710.h1.t1
OG0008977	XP_009120708.1, XP_009131840.1	Aa_G9040.h1.t1
OG0008978	XP_009131850.2, XP_009120691.1	Aa_G8860.h1.t1
OG0008980	XP_009126537.1, XP_009120665.1	Aa_G459150.h1.t1
OG0008981	XP_009126540.1, XP_033138651.1	Aa_G707140.h1.t1
OG0008982	XP_009120638.2, XP_009126554.1	Aa_G173880.h1.t1
OG0008983	XP_033142358.1, XP_009132456.2	Aa_G88180.h1.t1
OG0008984	XP_009126571.2	Aa_G815710.h1.t1
OG0008985	XP_009120615.1, XP_009126579.1	Aa_G583140.h1.t1
OG0008986	XP_009120603.1, XP_033140846.1	Aa_G127220.h1.t1
OG0008987	XP_009120567.1, XP_009131921.1	Aa_G362180.h1.t1
OG0008988	XP_018512443.1	Aa_G234760.h1.t1
OG0008989	XP_009120517.2, XP_009126631.1	Aa_G33930.h1.t1
OG0008990	XP_009126635.1, XP_009120514.1	Aa_G33900.h1.t1
OG0008991	XP_009120499.1, XP_009126662.2	Aa_G821710.h1.t1
OG0008993	XP_009120494.1, XP_009126667.1	Aa_G448470.h1.t1
OG0008995	XP_009126718.1, XP_033137995.1	Aa_G225480.h1.t1
OG0008996	XP_009120410.1, XP_033141245.1	Aa_G345580.h1.t1
OG0008997	XP_009126722.1, XP_009120405.1	Aa_G345630.h1.t1
OG0008998	XP_018511094.1	Aa_G345670.h1.t1
OG0008999	XP_009120381.1	Aa_G93990.h1.t1
OG0009000	XP_009120349.1, XP_009132055.2	Aa_G344380.h1.t1
OG0009001	XP_033144539.1, XP_009126766.1	Aa_G344260.h1.t1
OG0009002	XP_033140244.1, XP_018511004.1	Aa_G31490.h1.t1
OG0009003	XP_009149577.2	Aa_G327720.h1.t1, Aa_G521170.h1.t1
OG0009004	XP_009132085.1, XP_009120319.2	Aa_G31610.h1.t1
OG0009005	XP_033130466.1	Aa_G343750.h1.t1
OG0009006	XP_009126806.1, XP_033137704.1	Aa_G31740.h1.t1
OG0009007	XP_009132116.1, XP_033139989.1	Aa_G228170.h1.t1
OG0009008	XP_009120269.1, XP_009126833.2	Aa_G575500.h1.t1
OG0009009	XP_009126839.1, XP_033141908.1, XP_033137781.1	Aa_G307420.h1.t1
OG0009010	XP_009132134.1, XP_018511104.2	Aa_G307350.h1.t1
OG0009011	XP_009132136.1	Aa_G307330.h1.t1
OG0009012	XP_009120244.1, XP_033140576.1	Aa_G69070.h1.t1
OG0009013	XP_009120241.2, XP_009126853.1	Aa_G69040.h1.t1
OG0009014	XP_009120240.1	Aa_G69030.h1.t1
OG0009015	XP_033138641.1, XP_009126912.1	Aa_G641870.h1.t1
OG0009016	XP_009120209.1, XP_009126914.2	Aa_G197800.h1.t1
OG0009017	XP_009132167.1	Aa_G355120.h1.t1
OG0009018	XP_009120194.1, XP_009132174.1	Aa_G21900.h1.t1
OG0009019	XP_009120190.1, XP_009126925.1	Aa_G21980.h1.t1
OG0009020	XP_009120186.1, XP_009132183.1	Aa_G22010.h1.t1
OG0009021	XP_009132194.1, XP_009120168.1	Aa_G22200.h1.t1
OG0009022	XP_009126931.1, XP_009132197.1	Aa_G232840.h1.t1
OG0009023	XP_009132306.1, XP_018511225.1	Aa_G242720.h1.t1
OG0009024	XP_009132309.1, XP_009120153.1	Aa_G242680.h1.t1
OG0009025	XP_009120139.1	Aa_G216620.h1.t1
OG0009026	XP_009120148.1, XP_009132316.1	Aa_G216550.h1.t1
OG0009027	XP_009132344.1, XP_009120112.1	Aa_G441210.h1.t1
OG0009028	XP_009120108.1	Aa_G441220.h1.t1
OG0009029	XP_009120103.1, XP_009132348.1	Aa_G673800.h1.t1
OG0009031	XP_009126993.1, XP_009120082.1	Aa_G48520.h1.t1
OG0009032	XP_009120065.1	Aa_G48430.h1.t1
OG0009033	XP_009120061.1	Aa_G48420.h1.t1
OG0009034	XP_009120042.1, XP_009132398.1	Aa_G442060.h1.t1
OG0009036	XP_009120036.1, XP_009127028.1	Aa_G441950.h1.t1
OG0009037	XP_009120030.1	Aa_G483090.h1.t1
OG0009038	XP_009132415.1, XP_009120025.1	Aa_G489810.h1.t1
OG0009039	XP_009149731.1	Aa_G225230.h1.t1
OG0009040	XP_009149751.1, XP_009150153.1	Aa_G102540.h1.t1
OG0009041	XP_033128832.1	Aa_G102560.h1.t1
OG0009042	XP_009150160.1, XP_009149765.1	Aa_G608650.h1.t1
OG0009043	XP_009149774.1	Aa_G712080.h1.t1, Aa_G411730.h1.t1
OG0009044	XP_018510775.1	Aa_G106860.h1.t1
OG0009045	XP_033128230.1	Aa_G426080.h1.t1
OG0009046	XP_009119955.1, XP_009132448.1	Aa_G184110.h1.t1
OG0009048	XP_009111295.1, XP_009144578.1	Aa_G99730.h1.t1
OG0009049	XP_033142129.1, XP_009111255.1	Aa_G188870.h1.t1
OG0009050	XP_009133962.1, XP_009140696.1	Aa_G35760.h1.t1
OG0009051	XP_009122341.1, XP_009125688.1	Aa_G275580.h1.t1
OG0009053	XP_009112845.1	Aa_G277400.h1.t1
OG0009054	XP_009122301.1, XP_009130965.2	Aa_G386470.h1.t1
OG0009055	XP_033137636.1, XP_009125660.1	Aa_G420750.h1.t1
OG0009056	XP_033145084.1, XP_009122251.1	Aa_G414690.h1.t1
OG0009057	XP_009122248.2	Aa_G414740.h1.t1
OG0009058	XP_009130936.1	Aa_G414850.h1.t1
OG0009059	XP_009130927.1, XP_033137384.1	Aa_G209780.h1.t1
OG0009060	XP_033141891.1, XP_009131669.1	Aa_G449390.h1.t1
OG0009061	XP_009126254.1	Aa_G449380.h1.t1
OG0009062	XP_009115295.1, XP_009103053.1	Aa_G233430.h1.t1
OG0009063	XP_033145098.1, XP_033138674.1	Aa_G195310.h1.t1
OG0009064	XP_009113823.1, XP_009113825.2	Aa_G431800.h1.t1
OG0009065	XP_009130906.2, XP_009122207.1	Aa_G195260.h1.t1
OG0009066	XP_009130905.1, XP_009125625.1	Aa_G195250.h1.t1
OG0009068	XP_009125613.2	Aa_G526550.h1.t1
OG0009069	XP_009125609.1	Aa_G464260.h1.t1
OG0009070	XP_009130884.1	Aa_G170410.h1.t1
OG0009071	XP_009125599.1, XP_009122149.1	Aa_G170460.h1.t1
OG0009072	NP_001288889.1, XP_009122138.1	Aa_G170570.h1.t1
OG0009073	XP_009130873.3, XP_009122126.1	Aa_G353300.h1.t1
OG0009074	XP_009130874.2, XP_009122127.1	Aa_G353310.h1.t1
OG0009075	XP_009142084.1	Aa_G374580.h1.t1, Aa_G757360.h1.t1
OG0009076	XP_009130858.3	Aa_G634260.h1.t1
OG0009077	XP_009122544.1	Aa_G303900.h1.t1
OG0009078	XP_018511797.2, XP_009130854.1	Aa_G303890.h1.t1
OG0009079	XP_009122565.2	Aa_G331800.h1.t1
OG0009080	XP_009122596.1	Aa_G73110.h1.t1
OG0009081	XP_009122615.1, XP_033145042.1	Aa_G181590.h1.t1
OG0009082	XP_009130805.1, XP_033137423.1	Aa_G191770.h1.t1
OG0009083	XP_009125548.1, XP_009122627.2	Aa_G140710.h1.t1
OG0009084	XP_009111489.1, XP_009134563.1	Aa_G299910.h1.t1
OG0009085	XP_009122645.1	Aa_G259010.h1.t1
OG0009086	XP_009122657.1, XP_009125528.1	Aa_G259060.h1.t1
OG0009087	XP_009125525.1, XP_009130788.1	Aa_G337170.h1.t1
OG0009088	XP_009122667.2, XP_009130782.2	Aa_G226350.h1.t1
OG0009089	XP_009122674.1, XP_009130779.1	Aa_G226380.h1.t1
OG0009090	XP_009130777.1, XP_033138477.1	Aa_G226400.h1.t1
OG0009091	XP_009132686.1	Aa_G124240.h1.t1
OG0009092	XP_009130775.2, XP_009122684.2	Aa_G519960.h1.t1
OG0009093	XP_009122692.1, XP_033140001.1	Aa_G625630.h1.t1
OG0009094	XP_009125508.1, XP_009122693.2	Aa_G170070.h1.t1
OG0009095	XP_009125492.1, XP_009122715.2	Aa_G259900.h1.t1
OG0009096	XP_009122724.1, XP_009130722.1	Aa_G456290.h1.t1
OG0009097	XP_009125482.1, XP_009130731.1	Aa_G451910.h1.t1
OG0009098	XP_018512434.2, XP_018513489.1	Aa_G260820.h1.t1
OG0009099	XP_033137959.1	Aa_G462870.h1.t1
OG0009100	XP_009125452.2	Aa_G506860.h1.t1
OG0009101	XP_009122782.2, XP_009130700.2	Aa_G85270.h1.t1
OG0009102	XP_009122797.2, XP_009125440.1	Aa_G274570.h1.t1
OG0009103	XP_033137564.1, XP_033143825.1	Aa_G18880.h1.t1
OG0009104	XP_009130674.1, XP_033137586.1	Aa_G18710.h1.t1
OG0009105	XP_009130641.1	Aa_G53900.h1.t1
OG0009106	XP_009130635.1	Aa_G626120.h1.t1
OG0009107	XP_009125400.1, XP_009122857.1	Aa_G481280.h1.t1
OG0009108	XP_009130628.1	Aa_G264680.h1.t1
OG0009110	XP_018512652.2	Aa_G264650.h1.t1
OG0009111	XP_033133228.1, XP_009144903.1	Aa_G271690.h1.t1
OG0009112	XP_009140027.2	Aa_G266760.h1.t1
OG0009113	XP_009140043.1	Aa_G352850.h1.t1
OG0009114	XP_009140045.1	Aa_G427080.h1.t1, Aa_G924840.h1.t1
OG0009116	XP_009140063.1, XP_009125171.1	Aa_G298380.h1.t1
OG0009117	XP_009125173.1, XP_009140066.1	Aa_G298350.h1.t1
OG0009118	XP_009125175.2, XP_009140068.1	Aa_G298330.h1.t1
OG0009119	XP_033130580.1	Aa_G258610.h1.t1
OG0009120	XP_009140137.1, XP_009125210.2	Aa_G184950.h1.t1
OG0009121	XP_009128456.1, XP_009104438.1	Aa_G238990.h1.t1
OG0009122	XP_009147463.1, XP_009104433.1	Aa_G239030.h1.t1
OG0009123	XP_009128459.1	Aa_G239080.h1.t1
OG0009126	XP_009106768.1	Aa_G389050.h1.t1, Aa_G389010.h1.t1
OG0009127	XP_009106767.1, XP_009128451.1	Aa_G385750.h1.t1
OG0009128	XP_009104447.1, XP_009128449.1	Aa_G385730.h1.t1
OG0009129	XP_009128444.1	Aa_G385680.h1.t1
OG0009130	XP_018508563.2, XP_009104452.1	Aa_G497480.h1.t1
OG0009131	XP_009128432.1, XP_009104455.2	Aa_G312130.h1.t1
OG0009132	XP_009128418.1, XP_009106736.2	Aa_G410440.h1.t1
OG0009134	XP_009106730.1	Aa_G21560.h1.t1, Aa_G21550.h1.t1, Aa_G21540.h1.t1
OG0009135	XP_009128401.1, XP_009106728.1	Aa_G21570.h1.t1
OG0009136	XP_018508895.1, XP_009104484.3	Aa_G21710.h1.t1
OG0009137	XP_009104493.1	Aa_G462540.h1.t1
OG0009138	XP_009106700.1, XP_018508706.1	Aa_G293620.h1.t1
OG0009139	XP_009104505.2, XP_009106694.1	Aa_G293640.h1.t1
OG0009140	XP_009106693.1, XP_009104506.1	Aa_G293680.h1.t1
OG0009141	XP_009106670.1, XP_033140326.1	Aa_G145410.h1.t1
OG0009142	XP_009106629.1, XP_009104546.1	Aa_G444610.h1.t1
OG0009143	XP_033140007.1, XP_033130443.1	Aa_G293080.h1.t1
OG0009144	XP_009106593.1	Aa_G457950.h1.t1
OG0009145	XP_009104567.1	Aa_G335470.h1.t1
OG0009146	XP_009128302.1, XP_009106576.1	Aa_G656430.h1.t1
OG0009147	XP_033140041.1, XP_009106549.2	Aa_G470670.h1.t1
OG0009148	XP_033140018.1, XP_009106546.2	Aa_G470690.h1.t1
OG0009149	XP_009128293.1	Aa_G476910.h1.t1
OG0009150	XP_009128277.1, XP_009106459.1	Aa_G197890.h1.t1
OG0009151	XP_009106451.1	Aa_G204350.h1.t1, Aa_G424920.h1.t1, Aa_G139250.h1.t1
OG0009152	XP_009104599.1, XP_009106427.1	Aa_G526860.h1.t1
OG0009153	XP_009150277.1	Aa_G17970.h1.t1, Aa_G697310.h1.t1
OG0009154	XP_009128250.1, XP_009106417.1	Aa_G121560.h1.t1
OG0009155	XP_009104609.2, XP_009128243.1	Aa_G121500.h1.t1
OG0009156	XP_009128225.1, XP_009106402.1	Aa_G129240.h1.t1
OG0009157	XP_009106401.1	Aa_G129210.h1.t1
OG0009158	XP_009106391.1, XP_009128214.1	Aa_G104290.h1.t1
OG0009159	XP_033140805.1, XP_009106385.1	Aa_G104360.h1.t1
OG0009160	XP_009104631.1, NP_001288901.1	Aa_G215640.h1.t1
OG0009161	XP_009106363.1, XP_009104635.1	Aa_G215530.h1.t1
OG0009162	XP_009104646.1, XP_009106357.1	Aa_G447430.h1.t1
OG0009163	XP_009128179.1, XP_009106317.1	Aa_G111080.h1.t1
OG0009164	XP_009106309.1, XP_009104673.1	Aa_G111140.h1.t1
OG0009165	XP_033131970.1	Aa_G315340.h1.t1
OG0009166	XP_009106269.1, XP_009128156.1	Aa_G87830.h1.t1
OG0009167	XP_033128660.1	Aa_G184680.h1.t1
OG0009168	XP_009117349.1	Aa_G472300.h1.t1
OG0009169	XP_009104689.3, XP_009128148.1	Aa_G410800.h1.t1
OG0009170	XP_009128144.1	Aa_G281660.h1.t1
OG0009171	XP_009128122.1, XP_009106217.1	Aa_G64900.h1.t1
OG0009172	XP_009136198.1	Aa_G105510.h1.t1
OG0009173	XP_009106188.1	Aa_G348760.h1.t1
OG0009174	XP_009106182.1	Aa_G348830.h1.t1
OG0009175	XP_009106176.1, XP_009104715.1	Aa_G348870.h1.t1
OG0009176	XP_009150783.1	Aa_G344750.h1.t1
OG0009177	XP_009112439.2, XP_009150781.1	Aa_G580080.h1.t1
OG0009178	XP_009150776.1	Aa_G329650.h1.t1
OG0009179	XP_009150758.1, XP_033131360.1	Aa_G249550.h1.t1
OG0009180	XP_009101514.1, XP_009115678.1	Aa_G52920.h1.t1
OG0009181	XP_009119988.1, XP_009127079.1	Aa_G123450.h1.t1
OG0009182	XP_009119985.1, XP_009132434.1	Aa_G123460.h1.t1
OG0009183	XP_009119981.1	Aa_G123490.h1.t1
OG0009184	XP_009106794.2, XP_033131120.1	Aa_G205500.h1.t1
OG0009185	XP_009144727.1	Aa_G108920.h1.t1
OG0009186	XP_009106814.2, XP_009106866.2	Aa_G109000.h1.t1
OG0009187	XP_009147471.2	Aa_G109080.h1.t1
OG0009188	XP_018515490.1, XP_009106835.1	Aa_G600240.h2.t1, Aa_G600240.h1.t1
OG0009189	XP_009147511.2, XP_009103731.2	Aa_G231460.h1.t1
OG0009190	XP_009147517.1, XP_009106891.1	Aa_G272680.h1.t1
OG0009191	XP_009136485.1, XP_009106945.1	Aa_G610360.h1.t1
OG0009192	XP_033128358.1, XP_009123650.1	Aa_G127770.h1.t1
OG0009193	XP_009123652.1, XP_009147583.1	Aa_G127750.h1.t1
OG0009194	XP_009106960.1, XP_009147586.2	Aa_G504530.h1.t1
OG0009196	XP_009144767.1, XP_009147597.1	Aa_G74250.h1.t1
OG0009197	XP_018508048.1	Aa_G74230.h1.t1
OG0009198	XP_033132416.1	Aa_G74200.h1.t1
OG0009199	XP_009105389.1	Aa_G81890.h1.t1
OG0009200	XP_009144788.1, XP_009147619.1	Aa_G674980.h1.t1
OG0009201	XP_009141551.1	Aa_G354190.h1.t1
OG0009202	XP_009141557.1, XP_009143619.1	Aa_G550060.h1.t1
OG0009203	XP_009143608.1, XP_009141566.1	Aa_G177470.h1.t1
OG0009204	XP_018514283.1	Aa_G177500.h1.t1
OG0009206	XP_009142098.1	Aa_G450890.h1.t1
OG0009207	XP_009143552.2	Aa_G159720.h1.t1
OG0009209	XP_009149823.1	Aa_G191950.h1.t1
OG0009210	XP_018514955.1	Aa_G311700.h1.t1
OG0009211	XP_009129340.1, XP_009151821.1	Aa_G486900.h1.t1
OG0009212	XP_009132624.1, NP_001288838.1	Aa_G90110.h1.t1
OG0009213	XP_018513483.1	Aa_G584320.h1.t1, Aa_G73960.h1.t1
OG0009214	XP_009127204.1, XP_009119841.1	Aa_G636610.h1.t1
OG0009215	XP_033148734.1	Aa_G241690.h1.t1
OG0009216	XP_009143842.1	Aa_G679810.h1.t1
OG0009217	XP_009108017.1, XP_009124267.1	Aa_G452230.h1.t1
OG0009218	XP_009107194.1	Aa_G255350.h1.t1
OG0009219	XP_009139665.1, XP_033133389.1	Aa_G168490.h1.t1
OG0009220	XP_009139630.1	Aa_G66690.h1.t1
OG0009221	XP_009139543.2, XP_009109563.1	Aa_G250880.h1.t1
OG0009222	XP_009109564.2, XP_009139542.1	Aa_G250850.h1.t1
OG0009223	XP_009131305.1	Aa_G294480.h1.t1
OG0009224	XP_009107802.1, XP_033128215.1	Aa_G31010.h1.t1
OG0009225	XP_009144699.1	Aa_G31060.h1.t1
OG0009226	XP_009122949.1, XP_033147035.1	Aa_G764510.h1.t1
OG0009227	XP_009107836.1	Aa_G601610.h1.t1
OG0009228	XP_009107842.1, XP_009136696.2	Aa_G496680.h1.t1
OG0009229	XP_009147254.1, XP_009136699.2	Aa_G37860.h1.t1
OG0009230	XP_009105956.1, XP_009127965.1	Aa_G341720.h1.t1
OG0009231	XP_009127967.2, XP_009105958.1	Aa_G341760.h1.t1
OG0009232	XP_033131146.1, XP_033131147.1	Aa_G341810.h1.t1
OG0009233	XP_018512332.1	Aa_G640620.h1.t1
OG0009234	XP_009106009.1	Aa_G524710.h1.t1
OG0009235	XP_009127996.1, XP_009106010.1	Aa_G577500.h1.t1
OG0009236	XP_009128005.1, XP_009104799.1, XP_009106025.1	Aa_G203130.h1.t1
OG0009237	XP_009106041.2, XP_009104790.1	Aa_G30350.h1.t1
OG0009238	XP_009106046.1, XP_033131165.1	Aa_G30440.h1.t1
OG0009239	XP_009106067.1, XP_009128026.1	Aa_G98840.h1.t1
OG0009240	XP_009128027.1, XP_009128028.1, XP_009106488.1	Aa_G98850.h1.t1
OG0009241	XP_033140522.1	Aa_G177250.h1.t1
OG0009242	XP_009104771.2, XP_009106086.2	Aa_G449830.h1.t1
OG0009243	XP_009106101.1, XP_009104767.1	Aa_G283740.h1.t1
OG0009244	XP_009127657.1, XP_009105032.1	Aa_G423720.h1.t1
OG0009245	XP_009105430.1, XP_009105020.1	Aa_G299440.h1.t1
OG0009246	XP_033141703.1, XP_009105442.1	Aa_G305270.h1.t1
OG0009247	XP_009105454.1, XP_009127699.1	Aa_G283330.h1.t1
OG0009248	XP_009105006.1, XP_009105470.2	Aa_G317520.h1.t1
OG0009249	XP_009129565.1, XP_009137792.2	Aa_G55500.h1.t1
OG0009250	XP_033146198.1	Aa_G317860.h1.t1
OG0009251	XP_009129425.2, XP_009137803.1	Aa_G317830.h1.t1
OG0009253	XP_009129236.1, XP_009137811.1	Aa_G23870.h1.t1
OG0009254	XP_009109067.2, XP_009129079.1	Aa_G186680.h1.t1
OG0009255	XP_009119858.2, XP_009127189.1	Aa_G94230.h1.t1
OG0009256	XP_009112778.1	Aa_G65920.h1.t1
OG0009257	XP_009112914.1	Aa_G65930.h1.t1
OG0009260	XP_009139963.1	Aa_G356890.h1.t1
OG0009261	XP_009139983.1, XP_009125132.1	Aa_G568810.h1.t1
OG0009262	XP_009139984.1	Aa_G505770.h1.t1, Aa_G505760.h1.t1, Aa_G1002090.h1.t1
OG0009263	XP_033145686.1	Aa_G675960.h1.t1
OG0009264	XP_009132688.1, XP_009140887.1	Aa_G124250.h1.t1
OG0009265	XP_033137186.1	Aa_G79990.h1.t1, Aa_G79980.h1.t1, Aa_G365770.h1.t1
OG0009266	XP_009151925.2, XP_009111584.1	Aa_G570800.h1.t1
OG0009267	XP_009129398.2, XP_009151929.1	Aa_G264250.h1.t1
OG0009268	XP_009151938.1	Aa_G27340.h1.t1
OG0009269	XP_009118865.1, XP_009142557.1	Aa_G249960.h1.t1
OG0009270	XP_009151943.2, XP_009129402.1	Aa_G27400.h1.t1
OG0009271	XP_009129423.1, XP_009151970.1	Aa_G437820.h1.t1
OG0009272	XP_009152000.1, XP_009111549.1	Aa_G120920.h1.t1
OG0009273	XP_009111548.1, XP_009152001.1	Aa_G247900.h1.t1
OG0009274	XP_033136076.1, XP_009152002.1	Aa_G247910.h1.t1
OG0009275	XP_033141776.1, XP_009152004.1, XP_033142162.1	Aa_G247930.h1.t1
OG0009276	XP_009111540.1, XP_009129463.1	Aa_G247950.h1.t1
OG0009277	XP_033141772.1, XP_009152007.1	Aa_G248000.h1.t1
OG0009278	XP_009129467.2, XP_009152011.1	Aa_G248020.h1.t1
OG0009279	XP_009129481.1	Aa_G25510.h1.t1
OG0009280	XP_009129492.1, XP_009152036.1	Aa_G25620.h1.t1
OG0009281	XP_009152056.2	Aa_G276840.h1.t1
OG0009282	XP_009129504.1, XP_009152057.2	Aa_G276830.h1.t1
OG0009283	XP_009152059.1, XP_009129508.1	Aa_G276820.h1.t1
OG0009285	XP_009152099.1, XP_009114103.1	Aa_G257350.h1.t1
OG0009286	XP_033136379.1, XP_033128896.1	Aa_G207050.h1.t1
OG0009287	XP_033144953.1	Aa_G73930.h1.t1
OG0009288	XP_009129036.2, XP_009152118.1	Aa_G227060.h1.t1
OG0009289	XP_033143894.1	Aa_G424190.h1.t1
OG0009290	XP_009105596.3, XP_009105493.1	Aa_G452770.h1.t1
OG0009291	XP_009105484.1, XP_009105002.1	Aa_G553940.h1.t1
OG0009292	XP_009101606.1	Aa_G671960.h1.t1
OG0009293	XP_009101554.1, XP_009128832.1	Aa_G566490.h1.t1
OG0009294	XP_009128820.1, XP_009101561.1	Aa_G419980.h1.t1
OG0009295	XP_009151647.1	Aa_G28520.h1.t1
OG0009296	XP_009101575.2, XP_009114394.1	Aa_G220230.h1.t1
OG0009297	XP_009114395.1	Aa_G176610.h1.t1
OG0009298	XP_009128784.1, XP_009113868.1	Aa_G149480.h1.t1
OG0009299	XP_009105292.1	Aa_G560580.h1.t1
OG0009300	XP_009101624.2, XP_033139914.1	Aa_G98790.h1.t1
OG0009301	XP_009123619.1	Aa_G200150.h1.t1
OG0009302	XP_009107282.2, XP_009147889.1	Aa_G687520.h1.t1
OG0009303	XP_033147367.1	Aa_G566060.h1.t1, Aa_G314870.h1.t1
OG0009304	XP_009107226.2, XP_009147846.1	Aa_G416530.h1.t1
OG0009305	XP_009107222.1, XP_009147842.2	Aa_G334860.h1.t1
OG0009306	XP_009107218.1	Aa_G178260.h1.t1
OG0009307	XP_009110493.1, XP_009148913.1	Aa_G121240.h1.t1
OG0009308	XP_009114927.1, XP_009107209.1, XP_009144901.2	Aa_G582120.h1.t1
OG0009309	XP_009107169.2, XP_033146896.1	Aa_G166300.h1.t1
OG0009310	XP_033146890.1, XP_009107166.1	Aa_G166320.h1.t1
OG0009311	XP_009107164.1, XP_009147723.1	Aa_G630060.h1.t1
OG0009312	XP_009147678.1	Aa_G625040.h1.t1
OG0009313	XP_009147677.1	Aa_G465580.h1.t1
OG0009314	XP_009147670.1, XP_009144826.1, XP_009107022.1	Aa_G465500.h1.t1
OG0009315	XP_009107014.1, XP_009124898.1	Aa_G396680.h1.t1
OG0009316	XP_009123704.1, XP_009101820.1	Aa_G492530.h1.t1
OG0009317	XP_033144104.1, XP_009141330.1	Aa_G113350.h1.t1
OG0009318	XP_009143835.1, XP_009141338.1	Aa_G113450.h1.t1
OG0009319	XP_009141346.1	Aa_G337790.h1.t1
OG0009320	XP_033146306.1, XP_009143817.1, XP_009105668.1	Aa_G255670.h1.t1
OG0009321	XP_009141358.1, XP_009143814.2	Aa_G146040.h1.t1
OG0009322	XP_033147645.1, XP_009143797.1, XP_033146284.1	Aa_G339550.h1.t1
OG0009324	XP_009133170.1, XP_033146339.1, XP_009143766.1	Aa_G291640.h1.t1
OG0009325	XP_009132994.1, XP_009143755.1	Aa_G713000.h1.t1
OG0009326	NP_001288816.1, XP_009143752.2	Aa_G351420.h1.t1
OG0009327	XP_009132999.1	Aa_G562830.h1.t1
OG0009328	XP_009141404.2, XP_009143736.1	Aa_G15100.h1.t1
OG0009329	XP_009143730.1, XP_009141407.1	Aa_G15160.h1.t1
OG0009330	XP_009141409.1, XP_009143726.1	Aa_G405990.h1.t1
OG0009331	XP_009133012.1, XP_009143695.1	Aa_G296930.h1.t1
OG0009332	XP_009133019.1, XP_009143686.1	Aa_G52170.h1.t1
OG0009333	XP_009141484.1, XP_009143671.2	Aa_G11120.h1.t1
OG0009334	XP_033142612.1, XP_009143640.2	Aa_G24800.h1.t1
OG0009335	XP_009141504.1	Aa_G24770.h1.t1
OG0009336	XP_009141518.1, XP_009133042.1	Aa_G24620.h1.t1
OG0009337	XP_009141521.1, XP_009133043.1	Aa_G24580.h1.t1
OG0009338	XP_009141522.2, XP_009133045.1	Aa_G24550.h1.t1
OG0009339	XP_033132802.1, XP_033129375.1	Aa_G455340.h1.t1
OG0009340	XP_009139666.1	Aa_G391430.h1.t1, Aa_G10170.h1.t1, Aa_G391420.h1.t1
OG0009341	XP_009136997.1, XP_009132546.1	Aa_G78160.h1.t1
OG0009342	XP_009136969.2, XP_009132289.1	Aa_G203360.h1.t1
OG0009343	XP_009136983.1, XP_009132429.1	Aa_G244630.h1.t1
OG0009344	XP_009132439.1	Aa_G244650.h1.t1
OG0009345	XP_009108349.1, XP_009131383.1	Aa_G287490.h1.t1
OG0009346	XP_009108347.1, XP_009131195.1	Aa_G575640.h1.t1
OG0009347	XP_009136874.2	Aa_G652540.h1.t1
OG0009348	XP_009130958.1, XP_009136873.1	Aa_G267070.h1.t1
OG0009349	XP_009108337.1, XP_009130853.1	Aa_G520190.h1.t1
OG0009350	XP_009136835.1, XP_009144619.1	Aa_G96260.h1.t1
OG0009351	XP_033137579.1	Aa_G96290.h1.t1
OG0009352	XP_009136832.2, XP_009144675.1	Aa_G96310.h1.t1
OG0009353	XP_009106566.1	Aa_G252680.h1.t1
OG0009354	XP_009115776.1	Aa_G476610.h1.t1
OG0009355	XP_009115768.1, XP_009149387.1	Aa_G11480.h1.t1
OG0009356	XP_009149319.1	Aa_G349030.h1.t1
OG0009357	XP_009115752.2	Aa_G515860.h1.t1
OG0009358	XP_009115730.2, XP_033148823.1	Aa_G746970.h1.t1
OG0009359	XP_009115722.1, XP_009101992.1	Aa_G366090.h1.t1
OG0009360	XP_009115721.1, XP_009101959.1	Aa_G366070.h1.t1
OG0009361	XP_018512631.2	Aa_G109800.h1.t1, Aa_G109790.h1.t1
OG0009362	XP_009136543.1	Aa_G109760.h1.t1
OG0009363	XP_009137051.1, XP_009137355.2	Aa_G55660.h1.t1
OG0009364	XP_018511117.2	Aa_G336440.h1.t1
OG0009366	XP_009106815.1	Aa_G247230.h1.t1
OG0009367	XP_009132585.1	Aa_G348250.h1.t1
OG0009368	XP_009127311.1, XP_009119434.1	Aa_G466540.h1.t1
OG0009369	XP_009116398.2, XP_009123261.2	Aa_G252660.h1.t1
OG0009370	XP_009136200.1, XP_009112253.1	Aa_G105500.h1.t1
OG0009371	XP_009112235.1	Aa_G105150.h1.t1
OG0009372	XP_009119408.1	Aa_G541730.h1.t1
OG0009373	XP_033142776.1, XP_009119400.1	Aa_G384660.h1.t1
OG0009374	XP_033134147.1, XP_033131601.1	Aa_G548610.h1.t1
OG0009375	XP_009136296.2, XP_009121224.1	Aa_G110350.h1.t1
OG0009376	XP_018509776.2, XP_009121184.1	Aa_G70140.h1.t1
OG0009377	XP_009116906.2	Aa_G167670.h1.t1
OG0009378	XP_009112418.2, XP_009121148.1	Aa_G421730.h1.t1
OG0009379	XP_009112419.1, XP_009121144.1	Aa_G421700.h1.t1
