Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0010810	XP_033139647.1, XP_033138720.1	jg22335
OG0010812	XP_009120018.1	jg22317
OG0010814	XP_009149778.1	jg14723
OG0010815	XP_009150171.1	jg14706
OG0010816	XP_033140817.1	jg22164
OG0010817	XP_009119945.2	jg22193
OG0010818	XP_009119953.1	jg22204
OG0010819	XP_033142000.1, XP_009119966.1	jg22233
OG0010820	XP_009111303.1	jg7989
OG0010821	XP_009134077.1	jg6967
OG0010822	XP_009144561.1	jg7970
OG0010823	XP_033141054.1	jg4023, jg7962
OG0010824	XP_009144552.3	jg7960
OG0010825	XP_009134416.2	jg7943
OG0010826	XP_009111262.1	jg7939
OG0010827	XP_009111259.1, XP_009144544.1	jg7850
OG0010828	XP_009122357.1	jg4564
OG0010829	XP_033144621.1	jg4545
OG0010830	XP_009109872.1	jg31191
OG0010831	XP_009122388.1, XP_009125673.1	jg4528
OG0010832	XP_009122392.1	jg4524
OG0010833	XP_009122394.1	jg4523
OG0010834	XP_009130974.2, XP_033143565.1	jg4516
OG0010835	XP_009122296.1	jg4504
OG0010836	XP_009122270.1	jg4438, jg4453
OG0010837	XP_009122227.1	jg24399, jg4388
OG0010838	XP_009130925.1, XP_009122223.2	jg4385
OG0010839	XP_009125633.1	jg4375
OG0010840	XP_009125626.2, XP_018511237.1	jg4373, jg4374
OG0010841	XP_009125606.1, XP_009122161.1	jg4314
OG0010842	XP_009122155.1	jg4306
OG0010843	XP_033137768.1	jg4305
OG0010844	XP_009122148.1	jg4294
OG0010845	XP_009122140.1, XP_033141544.1	jg4287
OG0010846	XP_009122122.1, XP_033145092.1	jg4262
OG0010847	XP_009130855.1, XP_018511109.2	jg4251
OG0010848	XP_033137510.1, XP_009130850.1	jg4245
OG0010849	XP_009122568.1	jg4228
OG0010850	XP_009117245.1	jg16880
OG0010851	XP_009122591.1	jg4199
OG0010852	XP_009103112.1	jg31064, jg31072
OG0010853	XP_009122614.1	jg4184
OG0010854	XP_009130792.2, XP_033137436.1	jg4134
OG0010856	XP_033138490.1	jg4117
OG0010857	XP_009130774.1	jg4107
OG0010858	XP_009122700.1	jg4080
OG0010859	XP_009122722.1, XP_009125488.1	jg4057
OG0010860	XP_009130721.1	jg4056
OG0010861	XP_009130727.1	jg4043
OG0010862	XP_009125462.1	jg4010
OG0010863	XP_033137581.1	jg4002
OG0010864	XP_009122767.2	jg3994
OG0010865	XP_009122769.1	jg3990
OG0010866	XP_009122796.1	jg3956, jg3958
OG0010868	XP_009122804.1, XP_033143827.1	jg3945
OG0010869	XP_009122817.2	jg3931
OG0010870	XP_009122823.2	jg20918, jg3920
OG0010871	XP_009122825.1	jg3913, jg4192
OG0010872	XP_009130663.1, XP_033139510.1	jg3900
OG0010873	XP_009122848.2	jg3895
OG0010874	XP_009120271.1, XP_009130633.1	jg3853
OG0010875	XP_009137692.1	jg3830
OG0010876	XP_009125387.2, NP_001288963.1	jg3818
OG0010877	XP_009131184.1	jg3810
OG0010878	XP_009125144.2	jg12671
OG0010879	XP_033145711.1	jg12675
OG0010880	XP_009140051.1	jg12715
OG0010881	XP_009140072.1	jg12738
OG0010882	XP_009140086.1, NP_001288980.1	jg12760
OG0010883	XP_009140091.1	jg12768
OG0010884	XP_009140099.1, XP_009125191.2	jg12782
OG0010885	XP_033143431.1	jg33805
OG0010887	XP_009104427.1	jg3787
OG0010888	XP_009104418.1	jg3794
OG0010889	XP_009122771.1	jg3797
OG0010890	XP_009128434.2	jg3738
OG0010891	XP_009128423.1	jg3727
OG0010892	XP_033131453.1, XP_009104477.1	jg3694
OG0010893	XP_009128389.1, XP_009106713.1	jg3678
OG0010894	XP_009106685.1, XP_009104514.2	jg3652
OG0010895	XP_009106657.1, XP_009128350.1	jg3624
OG0010896	XP_009106622.1, XP_009104550.1	jg3590
OG0010897	XP_009149972.1	jg14436
OG0010898	XP_009106579.1	jg3546
OG0010900	XP_009106547.1	jg3516
OG0010901	XP_009106539.1	jg3504
OG0010902	XP_009106530.2	jg3500
OG0010903	XP_009106458.1, XP_009128274.1	jg3482
OG0010904	XP_033131594.1	jg3479
OG0010905	XP_009106429.1	jg3460, jg3457
OG0010906	XP_009106416.1, XP_009104607.1	jg3443
OG0010907	XP_009128236.1	jg3429
OG0010908	XP_009128226.1	jg3412
OG0010909	XP_018512906.1, XP_009143644.2	jg3410
OG0010910	XP_009106390.1	jg3392
OG0010911	XP_009106372.1	jg3375
OG0010913	XP_009113931.1	jg26165
OG0010914	XP_009123259.1	jg13960
OG0010915	XP_009106285.1	jg3288
OG0010916	XP_009117240.1	jg16889
OG0010917	XP_033132298.1	jg3261
OG0010918	XP_009119611.1	jg28591
OG0010919	XP_009106218.1, XP_009128126.2	jg3227
OG0010920	XP_009104711.1	jg3188
OG0010921	XP_009104721.2, XP_009128075.2	jg3168
OG0010922	XP_018508770.1, XP_018512358.1	jg3165
OG0010923	XP_009112433.1, XP_009121108.1	jg27880
OG0010924	XP_009112436.1	jg27881
OG0010925	XP_009121097.1	jg27897
OG0010926	XP_009145808.1	jg26067
OG0010927	XP_009132437.1	jg22256
OG0010928	XP_009149903.2	jg15908, jg14540
OG0010929	XP_009149902.1	jg14544
OG0010930	XP_009102018.1	jg33827
OG0010931	XP_009106805.1	jg33799
OG0010932	XP_009147514.1, XP_009103741.1	jg33689
OG0010933	XP_009106938.1	jg33641
OG0010934	XP_009107469.2, XP_009124429.2	jg32656
OG0010935	XP_033147006.1	jg33596
OG0010936	XP_009123972.2	jg33588
OG0010937	XP_018514985.1	jg33559
OG0010938	XP_009106969.1	jg33555
OG0010939	XP_009106999.1	jg33522
OG0010940	XP_033135517.1, XP_033134868.1	jg17335
OG0010941	XP_009147622.2	jg33518
OG0010942	XP_009143613.1	jg18745
OG0010943	XP_033143085.1, XP_009143607.1	jg18752
OG0010944	XP_009141569.1, XP_009143606.1	jg18753
OG0010945	XP_009141588.1, XP_009143587.1	jg18774
OG0010946	XP_033147789.1, XP_009133087.2	jg18783
OG0010947	XP_009141603.1, XP_033146940.1	jg18801
OG0010948	XP_009149896.1	jg14267, jg14263
OG0010949	XP_009149752.1	jg14241
OG0010950	XP_009150307.1	jg14160
OG0010952	XP_009108076.1	jg11844
OG0010953	XP_009124260.1	jg11967
OG0010954	XP_033138782.1, XP_009124172.1	jg22008
OG0010955	XP_009118896.1	jg21669
OG0010956	XP_009118904.1	jg21646
OG0010957	XP_009108067.1	jg11864, jg11765
OG0010958	XP_009139643.1	jg11570
OG0010959	XP_009144638.2	jg11535
OG0010961	XP_009107494.1	jg11410
OG0010962	XP_009139569.1	jg11392
OG0010963	XP_009144770.1	jg27201
OG0010964	XP_009109567.2	jg11362
OG0010965	XP_009144691.2	jg11352
OG0010966	XP_018513730.2	jg11372
OG0010967	XP_009148506.1	jg11303
OG0010968	XP_009148149.1	jg11265
OG0010969	XP_033145485.1	jg12465
OG0010970	XP_033143239.1, XP_009107807.1	jg11246
OG0010971	XP_009152045.1, XP_009121505.1	jg13345
OG0010972	XP_009147501.2, XP_009144717.1	jg11207
OG0010973	XP_018513644.1, XP_033128889.1	jg11199
OG0010974	XP_009136694.1	jg11170
OG0010975	XP_009136704.1	jg11142
OG0010976	XP_009103278.1	jg30736, jg17605
OG0010977	XP_018513385.1	jg21640
OG0010978	XP_009136728.1	jg11096
OG0010979	XP_009107871.1	jg11089
OG0010980	XP_009146645.1	jg11101
OG0010981	XP_009127961.1, XP_009104835.1	jg2937
OG0010982	XP_033131150.1	jg2956
OG0010983	XP_033130932.1, XP_033139324.1, XP_033131157.1	jg2957
OG0010984	XP_009104811.1, XP_009105999.1	jg2978
OG0010985	XP_009127989.1, XP_009106005.1	jg2982
OG0010986	XP_009106014.1, XP_009104805.1	jg2995
OG0010987	XP_009128000.1, XP_009106015.1	jg2998
OG0010988	XP_009106024.1	jg3008
OG0010989	XP_033146292.1	jg18722
OG0010990	XP_009106038.1	jg3022
OG0010991	XP_033141308.1, XP_009106040.1	jg3025
OG0010992	XP_018508894.1, XP_009104788.1	jg3028
OG0010994	XP_009106054.1	jg3042
OG0010995	XP_033131478.1	jg3066
OG0010996	XP_009106085.1	jg3078
OG0010997	XP_009106102.1	jg3091
OG0010998	XP_009104761.1, XP_033130148.1	jg3098
OG0010999	XP_009128046.1, XP_009104760.1	jg3099
OG0011001	XP_009106140.1	jg3136
OG0011002	XP_009106142.1	jg3137
OG0011003	XP_009106144.1	jg3138
OG0011004	XP_009105034.1, XP_009105404.1	jg2429
OG0011005	XP_009105027.1	jg2438
OG0011006	XP_009105452.1	jg2483
OG0011007	XP_009105457.1	jg2487
OG0011008	XP_009105462.1, XP_009127706.1	jg2495
OG0011009	XP_009105466.1, XP_009127709.2	jg2501
OG0011010	XP_009108069.1	jg11766, jg11863
OG0011011	XP_009129353.1	jg9559
OG0011012	XP_033143519.1, XP_009129229.1	jg9546
OG0011013	XP_009129210.1	jg9545
OG0011014	XP_033141410.1	jg9534
OG0011015	XP_009129019.1	jg9526
OG0011017	XP_033131637.1	jg27011
OG0011018	XP_033129815.1	jg33025
OG0011019	XP_009112760.1	jg500
OG0011020	XP_009112922.1	jg496
OG0011022	XP_009112912.1, XP_009112787.1	jg470
OG0011023	XP_009112909.1	jg468
OG0011024	XP_009112908.1	jg466
OG0011025	XP_033145625.1	jg12573
OG0011026	XP_033146495.1	jg26977
OG0011027	XP_009139961.1	jg26987
OG0011028	XP_009139967.1	jg12615
OG0011029	XP_009139970.1	jg12619
OG0011030	XP_009139975.1, XP_009140230.1	jg12622
OG0011031	XP_009139976.1	jg12624
OG0011032	XP_033138092.1, XP_009140232.1	jg11154
OG0011033	XP_009151789.1, XP_009129301.1	jg13756
OG0011035	XP_009129373.1, XP_009151873.1	jg13614
OG0011036	XP_033128592.1	jg14097
OG0011037	XP_009129391.1, XP_009151920.1	jg13538
OG0011038	XP_009129426.1, XP_009151973.1	jg13464
OG0011039	XP_009151980.1	jg13428, jg13437, jg13444
OG0011040	XP_009151998.1, XP_033141780.1	jg13402
OG0011041	XP_009152022.2, XP_009121430.1	jg13367
OG0011042	XP_009152041.1	jg13354
OG0011043	XP_009129503.1	jg13340
OG0011044	XP_009152060.1	jg13328
OG0011045	XP_009152086.1, XP_009114099.1	jg13292
OG0011046	XP_009152101.1	jg13262
OG0011047	XP_009152105.3	jg13252
OG0011048	XP_009114109.1	jg13244, jg13247
OG0011049	XP_033128411.1, XP_009129037.1	jg13232
OG0011050	XP_033128408.1	jg13231
OG0011051	XP_009105640.1	jg2565
OG0011052	XP_009127756.1, XP_009105524.1	jg2562
OG0011053	XP_009104989.1	jg31403
OG0011054	XP_009127747.1	jg2548
OG0011055	XP_033130239.1	jg2540
OG0011056	XP_009105488.1	jg2528
OG0011057	XP_009105478.1, XP_009127723.1	jg2516
OG0011058	XP_033130282.1, XP_009127721.1	jg2513
OG0011060	XP_009114377.1	jg20455
OG0011061	XP_009134109.1	jg7120
OG0011062	XP_009128842.1	jg20465
OG0011063	XP_009134087.1	jg7048
OG0011064	XP_033139926.1	jg20476
OG0011065	XP_009140757.1	jg20486
OG0011066	XP_033139923.1	jg20498
OG0011067	XP_009101577.1	jg20515
OG0011068	XP_009101584.1	jg20526
OG0011069	XP_009101590.1	jg20771, jg20532
OG0011071	XP_009101600.1	jg20552
OG0011072	XP_009113860.2, XP_009128785.1	jg20553
OG0011073	XP_009113861.1, XP_009113864.2	jg20554
OG0011074	XP_009127402.1	jg1911
OG0011075	XP_009124376.1	jg33071
OG0011076	XP_009116636.1	jg16016
OG0011077	XP_009147888.1	jg33096
OG0011078	XP_033133484.1	jg33107
OG0011079	XP_009107254.1	jg33115
OG0011080	XP_009107248.1	jg33124
OG0011081	XP_009147857.2, XP_018511584.2	jg33135
OG0011082	XP_009144953.1, XP_009147836.1	jg33184
OG0011083	XP_009147825.1, XP_009144950.1	jg33188
OG0011084	XP_009147817.1	jg33202
OG0011085	XP_009147813.1	jg33203
OG0011086	XP_009147810.1	jg33208
OG0011087	XP_009147807.1	jg33210
OG0011088	XP_009144934.1, XP_009147794.1	jg33228
OG0011089	XP_009144930.1	jg33232
OG0011090	XP_009147782.1, XP_009144924.1	jg33256
OG0011091	XP_009147779.1, XP_009107186.1	jg33260
OG0011092	XP_009107198.1, XP_009144914.1	jg33272
OG0011093	XP_009147770.1	jg33282
OG0011094	XP_009107177.1	jg33317
OG0011095	XP_033146866.1, XP_009147751.1	jg33323
OG0011096	XP_009147733.1, XP_018514408.2	jg33333
OG0011097	XP_033129008.1, XP_009144870.1	jg33362
OG0011098	XP_009144869.1	jg33371
OG0011099	XP_009147689.1	jg33425
OG0011100	XP_009147682.1, XP_033146861.1	jg33433
OG0011101	XP_009144840.1	jg33434
OG0011102	XP_009101834.1	jg21024
OG0011103	XP_009114039.1	jg21023
OG0011104	XP_009114035.1	jg21018
OG0011105	XP_009143847.1	jg13582, jg18451
OG0011106	XP_009143844.1	jg18453, jg17402
OG0011107	XP_009143843.2, XP_009132936.1	jg18454
OG0011108	XP_009141341.2	jg18478
OG0011109	XP_009143830.1	jg18480
OG0011110	XP_009141351.1	jg18495
OG0011111	XP_009141350.1	jg18494
OG0011112	XP_033147667.1, XP_033144651.1	jg18498
OG0011113	XP_009141370.1, XP_009143790.1	jg18528
OG0011114	XP_009141389.1, XP_009143768.1	jg18555
OG0011115	XP_033147697.1	jg18556
OG0011116	XP_009141391.1	jg18561
OG0011117	XP_009143757.1	jg18565
OG0011118	XP_009143747.1, XP_009141396.1	jg18587
OG0011119	XP_009143745.1	jg18588
OG0011120	XP_033142172.1, XP_018513988.2, XP_009143737.2	jg18598
OG0011121	XP_033147246.1, XP_009141481.1	jg18650
OG0011122	XP_009133020.1	jg18653
OG0011123	XP_009101313.1	jg12979
OG0011124	XP_033144897.1, XP_009132876.1	jg10634
OG0011126	XP_009101998.2	jg28291
OG0011127	XP_009108401.1, XP_033129286.1	jg10694
OG0011128	XP_009139505.1	jg1543
OG0011129	XP_009108380.1, XP_009132122.1	jg10717
OG0011130	XP_033133283.1	jg10734
OG0011131	XP_009136938.1	jg10740
OG0011132	XP_009131754.1	jg10747
OG0011134	XP_009136928.1, XP_009131691.1	jg10752
OG0011135	XP_033129080.1, XP_033133267.1	jg10766
OG0011136	XP_009133727.1	jg10817
OG0011137	XP_009136872.1, XP_009130943.1, XP_009108343.1	jg10835
OG0011138	XP_033137571.1	jg18189
OG0011139	XP_009108325.1, XP_009130667.1	jg10869
OG0011140	XP_018513032.1, XP_009144501.1	jg10875
OG0011141	XP_009144614.1	jg10890
OG0011142	XP_009136830.1, XP_009144665.1	jg10898
OG0011143	XP_009136583.2, XP_018515391.1	jg14991
OG0011145	XP_009136567.2, XP_009115766.1	jg14966
OG0011146	XP_009115754.2	jg14954
OG0011147	XP_009105366.1	jg2382
OG0011148	XP_009136206.1	jg2862
OG0011149	XP_009136551.1, XP_009115726.1	jg14931
OG0011150	XP_033137083.1	jg14930
OG0011151	XP_033146795.1	jg24222
OG0011152	XP_009115713.1, XP_033143758.1	jg14904
OG0011153	XP_009137139.1	jg10144
OG0011154	XP_009136959.1, XP_009137341.1	jg10162
OG0011155	XP_009111610.1, XP_009151836.1	jg13669
OG0011156	XP_009106741.1	jg21938
OG0011157	XP_009127256.2, XP_009132555.1	jg21891
OG0011158	XP_009107150.1, XP_009127272.1	jg21860
OG0011159	XP_009132601.1	jg21824
OG0011160	XP_009119431.1	jg21795
OG0011161	XP_009132629.1	jg21769
OG0011162	XP_009140877.1, XP_009132619.1	jg21775
OG0011163	XP_009132626.1	jg21771
OG0011164	XP_009140874.1	jg21778
OG0011166	XP_009112244.1, XP_009136209.1	jg27392
OG0011167	XP_009132590.2, XP_009107287.1	jg27273
OG0011168	XP_009116603.1	jg15988
OG0011169	XP_009112245.1, XP_009136211.1	jg27391
OG0011170	XP_009136221.1	jg33570, jg33572
OG0011171	XP_009123216.1	jg27517
OG0011172	XP_009123228.1	jg27533
OG0011173	XP_009123212.2, XP_009136250.2	jg27505
OG0011174	XP_009123505.1	jg27610
OG0011175	XP_009136289.1	jg27637
OG0011176	XP_009121233.1, XP_009123244.2, XP_009136293.1	jg27648
OG0011177	XP_009111811.1, XP_009151574.1	jg13898
OG0011178	XP_009121215.2	jg27697
OG0011179	XP_009112388.1	jg27702
OG0011180	XP_009121196.2, XP_009136340.1	jg27789
OG0011181	XP_009121199.1, XP_009136341.1	jg27791
OG0011182	XP_009137556.2	jg10093, jg17254
OG0011183	XP_033143307.1	jg10106
OG0011184	XP_009112280.1	jg23781
OG0011185	XP_033143979.1, XP_033132926.1	jg10238
OG0011186	XP_033138327.1	jg993
OG0011187	XP_018508197.2	jg10307, jg791
OG0011188	XP_009135694.2, XP_033144980.1	jg10314
OG0011189	XP_009135548.1	jg10333
OG0011190	XP_009135519.1	jg10340
OG0011191	XP_009108444.1	jg10589
OG0011192	XP_009115163.1	jg25635
OG0011193	XP_009133354.1	jg10569
OG0011194	XP_009107635.2	jg32465, jg32452
OG0011195	XP_033129277.1	jg10562
OG0011196	XP_009133577.1, XP_009137140.1	jg10543
OG0011197	XP_009108469.1	jg10521, jg10528, jg10516
OG0011198	XP_009137154.1, XP_009134032.1	jg10489
OG0011199	XP_009134704.1	jg10427
OG0011200	XP_009128724.2, XP_009113594.1	jg27271
OG0011201	XP_009108493.1	jg10405
OG0011202	XP_009134929.1	jg10404
OG0011203	XP_009137208.1, XP_033137461.1	jg10264, jg10387
OG0011204	XP_009108438.1	jg10597
OG0011205	XP_009133033.1	jg10615
OG0011206	XP_009142077.1	jg19578
OG0011207	XP_009113534.1	jg7267
OG0011208	XP_009134151.1	jg7272
OG0011209	XP_018510432.1	jg21114
OG0011210	XP_009101848.1	jg21085
OG0011211	XP_033129191.1	jg21065
OG0011212	XP_009101842.1	jg21062
OG0011213	XP_009114045.1	jg21034
OG0011214	XP_009136763.1, XP_009124520.1	jg11007
OG0011215	XP_009136772.1	jg10998
OG0011216	XP_009136756.1, XP_009124515.1	jg11015
OG0011217	XP_009145614.2	jg10954
OG0011219	XP_009108282.1	jg10933
OG0011220	XP_033135392.1, XP_009108278.1	jg10927
OG0011221	XP_009136820.1, XP_009145232.1	jg10915
OG0011222	XP_009145223.1	jg10914
OG0011223	XP_009136827.1	jg10908
OG0011224	XP_009151450.1	jg31927
OG0011225	XP_009107978.1, XP_009114867.1	jg31921
OG0011226	XP_009124044.2, XP_009124817.1	jg23927
OG0011227	XP_009112278.1	jg23782
OG0011228	XP_009112264.2	jg23794
OG0011229	XP_009130155.1	jg23797
OG0011230	XP_009130575.2, XP_009112263.1	jg23798
OG0011231	XP_009112262.2	jg23800
OG0011232	XP_009138639.1	jg16389
OG0011233	XP_009138637.1, XP_009116980.1	jg16385
OG0011234	XP_009138697.2, XP_009116975.2, XP_009104413.2	jg16381
OG0011235	XP_009116940.1	jg16347
OG0011236	XP_009116920.1	jg16324
OG0011237	XP_009138726.1, XP_009116916.1	jg16321
OG0011238	XP_009116915.2	jg16320
OG0011239	XP_009116914.1	jg16318
OG0011240	XP_009116900.1	jg16296
OG0011241	XP_009116864.1, XP_033146723.1	jg16258
OG0011242	XP_009138744.2, XP_009116857.1	jg16253
OG0011243	XP_009138745.2, XP_009116856.2	jg16252
OG0011244	XP_009138753.1, XP_009104352.1	jg16246
OG0011245	XP_009104344.1	jg16240
OG0011246	XP_009104343.1, XP_009116843.1	jg16239
OG0011247	XP_009116812.1	jg16204
OG0011248	XP_009104302.3	jg16186, jg32491
OG0011249	XP_033146740.1, XP_033134590.1	jg16170
OG0011250	XP_009138809.1	jg16141
OG0011251	XP_009104278.2	jg16140
OG0011252	XP_009138820.1, XP_009116750.1	jg16128
OG0011253	XP_009116749.1	jg16127
OG0011254	XP_009116744.1	jg16121
OG0011255	XP_009138833.1, XP_009116726.1	jg16102
OG0011256	XP_009104246.2, XP_033135487.1	jg16078
OG0011257	XP_033136323.1, XP_009138868.1	jg16070
OG0011259	XP_009116656.1	jg16038
OG0011260	XP_009104220.1, XP_009116639.1	jg16022
OG0011261	XP_009116634.1, XP_009104213.1	jg16014
OG0011262	XP_009128783.1	jg9495
OG0011263	XP_009104185.1	jg15951
OG0011264	XP_033135987.1	jg15946
OG0011265	XP_009116575.1	jg15944
OG0011266	XP_009138931.1, XP_009116570.1	jg15940
OG0011267	XP_009119333.1	jg14050
OG0011268	XP_009138948.1	jg15886
OG0011269	XP_009116534.2, XP_009104151.2	jg15884
OG0011270	XP_033131127.1, XP_009116503.1	jg15827
OG0011271	XP_009116426.1	jg15720, jg15660
OG0011272	XP_009108227.1	jg7427
OG0011273	XP_033130104.1	jg9428
OG0011274	XP_009121757.2, XP_009105396.2	jg2420
OG0011275	XP_009116389.1, XP_009139070.2	jg15697
OG0011276	XP_009116388.1	jg15699
OG0011277	XP_033137132.1, XP_009116384.3	jg15702
OG0011278	XP_033137131.1	jg15703
OG0011279	XP_009116366.1	jg15631
OG0011280	XP_009116362.1	jg15628
OG0011282	XP_009116337.1	jg15604
OG0011283	XP_009116327.1	jg15601
OG0011284	XP_009116309.1	jg15581
OG0011285	XP_009116308.1, XP_009103980.1	jg15580
OG0011286	XP_009103977.1, XP_009116293.1	jg15567
OG0011287	XP_009116283.1, XP_009103974.1	jg15543
OG0011288	XP_009116273.1	jg15524
OG0011289	XP_009139142.1, XP_009116274.1	jg15523
OG0011290	XP_009139143.1, XP_009103969.1	jg15520
OG0011291	XP_009116271.1	jg15519
OG0011292	XP_009116260.1	jg15498
OG0011293	XP_009116221.1, XP_009139191.1	jg15462
OG0011294	XP_009139201.1, XP_033134472.1	jg15445
OG0011295	XP_009116204.1, XP_009139203.1	jg15443
OG0011296	XP_009139207.1, XP_009116164.1	jg15421
OG0011297	XP_009103935.2, XP_009116159.1	jg15416
OG0011298	XP_009116155.1, XP_009139209.1	jg15413
OG0011299	XP_009139224.1, XP_009103929.1	jg15404
OG0011300	XP_009139226.1, XP_009116142.1	jg15401
OG0011301	XP_009139227.1, XP_009116141.1	jg15400
OG0011302	XP_009139225.1, XP_009139228.1	jg15396
OG0011303	XP_009139234.1	jg15382
OG0011304	XP_009116131.1	jg15381
OG0011306	XP_009116108.1, XP_009103911.1	jg15361
OG0011307	XP_009105304.1	jg2298
OG0011308	XP_009103897.1, XP_009139272.1	jg15337
OG0011309	XP_009139277.1	jg15334
OG0011310	XP_009139282.2	jg15326
OG0011311	XP_009116052.1	jg15290
OG0011313	XP_009116039.1, XP_033131734.1	jg15279
OG0011314	XP_009139429.1	jg15245
OG0011315	XP_009148752.1, XP_009125244.1	jg15219
OG0011316	XP_009115987.1, XP_009125238.1	jg15214
OG0011317	XP_009148736.1, XP_009115969.1	jg15195
OG0011318	XP_009115963.1	jg15187
OG0011319	XP_033140807.1, XP_009119961.1	jg22221
OG0011320	XP_009127124.1	jg22165
OG0011321	XP_009119931.1, XP_009127135.2	jg22151
OG0011322	XP_033140829.1, XP_009119922.1	jg22145
OG0011323	XP_009127142.1, XP_009132461.1	jg22133
OG0011324	XP_009127159.1, XP_009132467.2	jg22075
OG0011325	XP_009127176.1, XP_009119877.1	jg22055
OG0011326	XP_009132491.1	jg22045
OG0011327	XP_009107882.1, XP_009146451.1	jg11052
OG0011328	XP_009136082.1	jg26800
OG0011329	XP_009102472.1	jg26809
OG0011330	XP_009102462.1, XP_009136088.1	jg26814
OG0011331	XP_009102440.1	jg26843
OG0011332	NP_001288900.1, XP_033144215.1	jg26849
OG0011333	XP_009136106.1	jg26859
OG0011334	XP_009102411.1, XP_009136116.1	jg26890
OG0011336	XP_009136129.2	jg26918
OG0011337	XP_009102402.1	jg26921
OG0011338	XP_009136146.1	jg26994
OG0011339	XP_009136174.1	jg27081
OG0011340	XP_009146907.1	jg27215
OG0011341	XP_009105217.1	jg2141
OG0011342	XP_009105235.1	jg2176
OG0011343	XP_009112130.1	jg2187
OG0011344	XP_009127517.1	jg2224
OG0011345	XP_009127545.1	jg2256
OG0011346	XP_033131996.1	jg2308
OG0011347	XP_009105106.1, XP_009105310.1	jg2311
OG0011348	XP_009105098.1, XP_009105323.1	jg2317
OG0011349	XP_009105341.1	jg2352
OG0011350	XP_009103047.1, XP_009109855.1	jg31212
OG0011351	XP_009105342.1	jg2375
OG0011353	NP_001288948.1, XP_033139576.1	jg2354
OG0011354	XP_009127628.1	jg2404
OG0011355	XP_033139579.1, XP_033131221.1	jg2410
OG0011356	XP_033139616.1, XP_033130285.1	jg2414
OG0011357	XP_009111850.2, XP_033129724.1	jg21430
OG0011358	XP_009112464.1	jg27948
OG0011359	XP_009112465.1	jg27951
OG0011360	XP_009112466.1	jg27954
OG0011361	XP_009112479.1, XP_033131449.1	jg27982
OG0011362	XP_009112481.1	jg27984
OG0011363	XP_009112487.2	jg27996
OG0011364	XP_009112489.1, XP_009102248.1	jg28000
OG0011365	XP_009102242.1, XP_009112492.2	jg28009
OG0011366	XP_009124618.1, XP_009114696.1	jg28020
OG0011367	XP_009102228.1	jg28042
