Orthogroup	Brassica_rapa	Arabidopsis_lyrata_Rawat
OG0010964	XP_009109567.2	AL7G42140
OG0010965	XP_009144691.2	AL7G42010, AL7G42020
OG0010966	XP_018513730.2	AL7G42240
OG0010967	XP_009148506.1	AL7G41520
OG0010968	XP_009148149.1	AL7G41080
OG0010969	XP_033145485.1	AL7G51410
OG0010970	XP_033143239.1, XP_009107807.1	AL7G40900
OG0010971	XP_009152045.1, XP_009121505.1	AL5G15360
OG0010972	XP_009147501.2, XP_009144717.1	AL7G40500
OG0010973	XP_018513644.1, XP_033128889.1	AL7G40410
OG0010974	XP_009136694.1	AL7G40110
OG0010975	XP_009136704.1	AL7G39840
OG0010976	XP_009103278.1	AL1G35040
OG0010977	XP_018513385.1	AL8G23850
OG0010978	XP_009136728.1	AL7G39380
OG0010979	XP_009107871.1	AL7G39330
OG0010980	XP_009146645.1	AL7G39430
OG0010981	XP_009127961.1, XP_009104835.1	AL2G32720
OG0010982	XP_033131150.1	AL2G32910
OG0010983	XP_033130932.1, XP_033139324.1, XP_033131157.1	AL2G32920
OG0010984	XP_009104811.1, XP_009105999.1	AL2G33150
OG0010985	XP_009127989.1, XP_009106005.1	AL2G33200
OG0010986	XP_009106014.1, XP_009104805.1	AL2G33310
OG0010987	XP_009128000.1, XP_009106015.1	AL2G33340
OG0010988	XP_009106024.1	AL2G33450
OG0010989	XP_033146292.1	AL4G31990
OG0010990	XP_009106038.1	AL2G33620
OG0010991	XP_033141308.1, XP_009106040.1	AL2G33650
OG0010992	XP_018508894.1, XP_009104788.1	AL2G33680
OG0010994	XP_009106054.1	AL2G33810
OG0010995	XP_033131478.1	AL2G34050
OG0010996	XP_009106085.1	AL2G34120
OG0010997	XP_009106102.1	AL2G34240
OG0010998	XP_009104761.1, XP_033130148.1	AL2G34330
OG0010999	XP_009128046.1, XP_009104760.1	AL2G34340
OG0011001	XP_009106140.1	AL2G34730
OG0011002	XP_009106142.1	AL2G34740
OG0011003	XP_009106144.1	AL2G34750
OG0011004	XP_009105034.1, XP_009105404.1	AL2G27480
OG0011005	XP_009105027.1	AL2G27580
OG0011006	XP_009105452.1	AL2G28070
OG0011007	XP_009105457.1	AL2G28110
OG0011008	XP_009105462.1, XP_009127706.1	AL2G28260
OG0011009	XP_009105466.1, XP_009127709.2	AL2G28310
OG0011010	XP_009108069.1	AL7G43760
OG0011011	XP_009129353.1	AL7G23800
OG0011012	XP_033143519.1, XP_009129229.1	AL7G23640
OG0011013	XP_009129210.1	AL7G31180, AL7G23630
OG0011014	XP_033141410.1	AL7G23470
OG0011015	XP_009129019.1	AL7G23380
OG0011016	XP_009109052.1, XP_009129014.1	AL7G23370
OG0011017	XP_033131637.1	AL3G42530
OG0011019	XP_009112760.1	AL2G11530
OG0011020	XP_009112922.1	AL2G11450
OG0011021	XP_009112766.1	AL2G11360
OG0011022	XP_009112912.1, XP_009112787.1	AL2G11190
OG0011023	XP_009112909.1	AL2G11170
OG0011024	XP_009112908.1	AL2G11150
OG0011025	XP_033145625.1	AL7G50170
OG0011026	XP_033146495.1	AL3G46790, AL3G42250
OG0011027	XP_009139961.1	AL3G42310
OG0011028	XP_009139967.1	AL7G49900
OG0011029	XP_009139970.1	AL7G49850
OG0011030	XP_009139975.1, XP_009140230.1	AL7G49830
OG0011031	XP_009139976.1	AL7G49770
OG0011032	XP_033138092.1, XP_009140232.1	AL7G39980
OG0011033	XP_009151789.1, XP_009129301.1	AL5G19280
OG0011035	XP_009129373.1, XP_009151873.1	AL5G18070
OG0011036	XP_033128592.1	AL5G22070
OG0011037	XP_009129391.1, XP_009151920.1	AL5G17240
OG0011038	XP_009129426.1, XP_009151973.1	AL5G16590
OG0011039	XP_009151980.1	AL5G16360
OG0011040	XP_009151998.1, XP_033141780.1	AL5G16030
OG0011041	XP_009152022.2, XP_009121430.1	AL5G15600
OG0011042	XP_009152041.1	AL5G15470
OG0011043	XP_009129503.1	AL5G15270
OG0011044	XP_009152060.1	AL5G15170
OG0011045	XP_009152086.1, XP_009114099.1	AL5G14790
OG0011046	XP_009152101.1	AL5G14540
OG0011047	XP_009152105.3	AL5G14490
OG0011048	XP_009114109.1	AL5G14420
OG0011049	XP_033128411.1, XP_009129037.1	AL5G14240
OG0011050	XP_033128408.1	AL5G14230
OG0011051	XP_009105640.1	AL2G28910
OG0011052	XP_009127756.1, XP_009105524.1	AL2G28870
OG0011053	XP_009104989.1	AL1G42570
OG0011054	XP_009127747.1	AL2G28760
OG0011055	XP_033130239.1	AL2G28680
OG0011056	XP_009105488.1	AL2G28560
OG0011057	XP_009105478.1, XP_009127723.1	AL2G28450
OG0011058	XP_033130282.1, XP_009127721.1	AL2G28430
OG0011060	XP_009114377.1	AL8G12330
OG0011061	XP_009134109.1	AL6G42460
OG0011062	XP_009128842.1	AL8G12450
OG0011063	XP_009134087.1	AL6G41970
OG0011065	XP_009140757.1	nbis-gene-1986
OG0011066	XP_033139923.1	AL8G12760
OG0011067	XP_009101577.1	AL8G12960
OG0011068	XP_009101584.1	AL8G13080, AL801U10020
OG0011069	XP_009101590.1	AL8G13140, AL8G13150
OG0011071	XP_009101600.1	AL8G13410
OG0011072	XP_009113860.2, XP_009128785.1	AL8G13420
OG0011073	XP_009113861.1, XP_009113864.2	AL8G13430
OG0011074	XP_009127402.1	AL2G22140
OG0011075	XP_009124376.1	AL1G56860
OG0011076	XP_009116636.1	AL5G41750
OG0011077	XP_009147888.1	AL1G57160
OG0011078	XP_033133484.1	AL1G57280
OG0011079	XP_009107254.1	AL1G57420, AL1G58430
OG0011080	XP_009107248.1	AL1G57520
OG0011081	XP_009147857.2, XP_018511584.2	AL1G57600
OG0011082	XP_009144953.1, XP_009147836.1	AL1G58130
OG0011083	XP_009147825.1, XP_009144950.1	AL1G58170
OG0011084	XP_009147817.1	AL1G58330
OG0011085	XP_009147813.1	AL1G58340
OG0011086	XP_009147810.1	AL1G58400
OG0011087	XP_009147807.1	AL1G58460
OG0011088	XP_009144934.1, XP_009147794.1	AL1G58650
OG0011089	XP_009144930.1	AL1G58690
OG0011090	XP_009147782.1, XP_009144924.1	AL1G58930
OG0011091	XP_009147779.1, XP_009107186.1	AL1G58970
OG0011092	XP_009107198.1, XP_009144914.1	AL1G59110
OG0011093	XP_009147770.1	AL1G59240
OG0011094	XP_009107177.1	nbis-gene-286
OG0011095	XP_033146866.1, XP_009147751.1	AL1G59550
OG0011096	XP_009147733.1, XP_018514408.2	AL1G59680
OG0011098	XP_009144869.1	AL1G60000
OG0011099	XP_009147689.1	AL1G60570
OG0011100	XP_009147682.1, XP_033146861.1	AL1G60670
OG0011101	XP_009144840.1	AL1G60680
OG0011102	XP_009101834.1	AL8G18340
OG0011103	XP_009114039.1	AL8G18330
OG0011104	XP_009114035.1	AL8G18230, AL61U10020
OG0011105	XP_009143847.1	AL4G29210
OG0011106	XP_009143844.1	AL4G29230
OG0011107	XP_009143843.2, XP_009132936.1	AL4G29240
OG0011108	XP_009141341.2	AL4G29460
OG0011109	XP_009143830.1	AL4G29480
OG0011110	XP_009141351.1	AL4G29660
OG0011111	XP_009141350.1	AL4G29650
OG0011112	XP_033147667.1, XP_033144651.1	AL4G29710
OG0011113	XP_009141370.1, XP_009143790.1	AL4G30210
OG0011114	XP_009141389.1, XP_009143768.1	AL4G30500
OG0011115	XP_033147697.1	AL4G30510
OG0011116	XP_009141391.1	AL4G30560
OG0011117	XP_009143757.1	AL4G30610, AL270U10030
OG0011118	XP_009143747.1, XP_009141396.1	AL4G30700
OG0011119	XP_009143745.1	AL481U10030, AL4G30710
OG0011120	XP_033142172.1, XP_018513988.2, XP_009143737.2	AL4G30800
OG0011121	XP_033147246.1, XP_009141481.1	AL4G31320
OG0011122	XP_009133020.1	AL457U10010, AL4G31350
OG0011123	XP_009101313.1	AL5G10880
OG0011124	XP_033144897.1, XP_009132876.1	AL7G34630
OG0011126	XP_009101998.2	AL3G53780
OG0011127	XP_009108401.1, XP_033129286.1	AL7G35220
OG0011128	XP_009139505.1	AL1G64910
OG0011129	XP_009108380.1, XP_009132122.1	AL7G35550
OG0011130	XP_033133283.1	AL7G35700
OG0011131	XP_009136938.1	AL7G35760
OG0011132	XP_009131754.1	AL7G35830
OG0011133	XP_009131701.1, XP_033144292.1	AL7G35930
OG0011134	XP_009136928.1, XP_009131691.1	AL7G35950
OG0011135	XP_033129080.1, XP_033133267.1	AL7G36100
OG0011136	XP_009133727.1	AL7G36600
OG0011137	XP_009136872.1, XP_009130943.1, XP_009108343.1	AL7G36760
OG0011138	XP_033137571.1	AL4G26520
OG0011139	XP_009108325.1, XP_009130667.1	AL7G37140
OG0011140	XP_018513032.1, XP_009144501.1	AL7G37200
OG0011141	XP_009144614.1	AL7G37420
OG0011142	XP_009136830.1, XP_009144665.1	AL7G37500
OG0011143	XP_009136583.2, XP_018515391.1	AL5G31500
OG0011144	XP_009115773.1	AL5G31340
OG0011145	XP_009136567.2, XP_009115766.1	AL5G31240
OG0011146	XP_009115754.2	nbis-gene-1345
OG0011147	XP_009105366.1	AL2G27040
OG0011148	XP_009136206.1	AL2G31930, AL668U10020
OG0011149	XP_009136551.1, XP_009115726.1	AL5G30760
OG0011150	XP_033137083.1	AL5G30750
OG0011151	XP_033146795.1	AL3G13550
OG0011152	XP_009115713.1, XP_033143758.1	AL5G30540
OG0011153	XP_009137139.1	AL7G29880
OG0011154	XP_009136959.1, XP_009137341.1	AL7G30050
OG0011155	XP_009111610.1, XP_009151836.1	AL5G18630
OG0011156	XP_009106741.1	AL8G26860
OG0011157	XP_009127256.2, XP_009132555.1	AL8G26430
OG0011158	XP_009107150.1, XP_009127272.1	AL8G26100
OG0011159	XP_009132601.1	AL8G25840
OG0011160	XP_009119431.1	AL8G25600
OG0011161	XP_009132629.1	AL8G25350
OG0011162	XP_009140877.1, XP_009132619.1	AL8G25410
OG0011163	XP_009132626.1	AL8G25370
OG0011164	XP_009140874.1	AL8G25440
OG0011165	XP_033134156.1, XP_033144740.1	AL3G45410
OG0011166	XP_009112244.1, XP_009136209.1	AL3G45260
OG0011167	XP_009132590.2, XP_009107287.1	AL3G44140
OG0011168	XP_009116603.1	AL5G41340
OG0011169	XP_009112245.1, XP_009136211.1	AL3G45250
OG0011170	XP_009136221.1	AL1G62160
OG0011171	XP_009123216.1	AL3G46570
OG0011172	XP_009123228.1	AL3G46740
OG0011173	XP_009123212.2, XP_009136250.2	AL3G46480
OG0011177	XP_009111811.1, XP_009151574.1	AL5G20530
OG0011178	XP_009121215.2	AL3G52590
OG0011179	XP_009112388.1	AL3G52640
OG0011180	XP_009121196.2, XP_009136340.1	AL3G49660
OG0011181	XP_009121199.1, XP_009136341.1	AL3G49680
OG0011182	XP_009137556.2	AL7G29370
OG0011183	XP_033143307.1	AL7G29520
OG0011184	XP_009112280.1	AL8G45460
OG0011185	XP_033143979.1, XP_033132926.1	AL7G30650
OG0011186	XP_033138121.1	AL7G32860
OG0011186	XP_033138327.1	AL2G16580
OG0011187	XP_018508197.2	AL7G31370
OG0011188	XP_009135694.2, XP_033144980.1	AL7G31460
OG0011189	XP_009135548.1	AL7G31620
OG0011190	XP_009135519.1	AL7G31700
OG0011191	XP_009108444.1	AL7G34150, AL7G34080
OG0011192	XP_009115163.1	AL3G28560
OG0011193	XP_009133354.1	AL7G33910
OG0011194	XP_009107635.2	AL1G51350
OG0011195	XP_033129277.1	AL7G33800
OG0011196	XP_009133577.1, XP_009137140.1	AL7G33640
OG0011197	XP_009108469.1	AL7G33500
OG0011198	XP_009137154.1, XP_009134032.1	AL7G33300
OG0011199	XP_009134704.1	AL7G32700
OG0011200	XP_009128724.2, XP_009113594.1	AL3G44110
OG0011201	XP_009108493.1	AL7G32450
OG0011202	XP_009134929.1	AL7G32440
OG0011203	XP_009137208.1, XP_033137461.1	AL7G32220
OG0011204	XP_009108438.1	AL7G34250
OG0011205	XP_009133033.1	AL7G34410
OG0011206	XP_009142077.1	AL4G41180
OG0011207	XP_009113534.1	AL6G43160
OG0011208	XP_009134151.1	AL6G43210
OG0011209	XP_018510432.1	AL8G19090
OG0011210	XP_009101848.1	AL8G18870
OG0011211	XP_033129191.1	AL8G18750
OG0011212	XP_009101842.1	AL8G18650
OG0011213	XP_009114045.1	AL8G18450
OG0011214	XP_009136763.1, XP_009124520.1	AL7G38590
OG0011215	XP_009136772.1	AL7G38520
OG0011216	XP_009136756.1, XP_009124515.1	AL7G38680
OG0011217	XP_009145614.2	AL7G38080
OG0011218	XP_009136803.1, XP_033145580.1	AL7G38040
OG0011219	XP_009108282.1	AL7G37840, AL6G36200
OG0011220	XP_033135392.1, XP_009108278.1	AL7G37790
OG0011221	XP_009136820.1, XP_009145232.1	AL7G37660
OG0011222	XP_009145223.1	nbis-gene-1831
OG0011223	XP_009136827.1	AL7G37600
OG0011224	XP_009151450.1	AL1G47010
OG0011225	XP_009107978.1, XP_009114867.1	AL1G46950
OG0011226	XP_009124044.2, XP_009124817.1	AL3G10470
OG0011227	XP_009112278.1	AL8G45470
OG0011228	XP_009112264.2	AL8G45590, AL472U10010
OG0011229	XP_009130155.1	AL8G45640
OG0011230	XP_009130575.2, XP_009112263.1	AL8G45650
OG0011231	XP_009112262.2	AL8G45680
OG0011232	XP_009138639.1	AL5G46020
OG0011233	XP_009138637.1, XP_009116980.1	AL5G45970
OG0011234	XP_009138697.2, XP_009116975.2, XP_009104413.2	AL5G45930
OG0011235	XP_009116940.1	AL5G45580
OG0011236	XP_009116920.1	AL5G45330
OG0011237	XP_009138726.1, XP_009116916.1	AL5G45300
OG0011238	XP_009116915.2	AL5G45290
OG0011239	XP_009116914.1	AL5G45260
OG0011240	XP_009116900.1	AL5G45010
OG0011241	XP_009116864.1, XP_033146723.1	AL5G44550
OG0011242	XP_009138744.2, XP_009116857.1	AL5G44470
OG0011243	XP_009138745.2, XP_009116856.2	AL5G44460
OG0011244	XP_009138753.1, XP_009104352.1	AL5G44380
OG0011245	XP_009104344.1	AL5G44320
OG0011246	XP_009104343.1, XP_009116843.1	AL5G44300
OG0011247	XP_009116812.1	AL5G43840, AL5G43780
OG0011248	XP_009104302.3	AL1G53580, AL5G43610, AL1G53590
OG0011249	XP_033146740.1, XP_033134590.1	AL5G43450
OG0011250	XP_009138809.1	AL5G43160
OG0011251	XP_009104278.2	AL5G43150
OG0011252	XP_009138820.1, XP_009116750.1	AL5G43000
OG0011253	XP_009116749.1	AL5G42990
OG0011254	XP_009116744.1	AL5G42920
OG0011255	XP_009138833.1, XP_009116726.1	AL5G42710
OG0011256	XP_009104246.2, XP_033135487.1	AL5G42430
OG0011257	XP_033136323.1, XP_009138868.1	AL5G42360
OG0011259	XP_009116656.1	AL5G42000
OG0011260	XP_009104220.1, XP_009116639.1	AL5G41810
OG0011261	XP_009116634.1, XP_009104213.1	AL5G41730
OG0011262	XP_009128783.1	AL7G23020
OG0011263	XP_009104185.1	AL5G40990
OG0011264	XP_033135987.1	AL5G40940
OG0011266	XP_009138931.1, XP_009116570.1	AL5G40890
OG0011267	XP_009119333.1	AL5G21690
OG0011268	XP_009138948.1	AL5G40360
OG0011269	XP_009116534.2, XP_009104151.2	AL5G40330
OG0011270	XP_033131127.1, XP_009116503.1	AL5G39740
OG0011271	XP_009116426.1	AL5G38680
OG0011272	XP_009108227.1	AL6G44800
OG0011273	XP_033130104.1	AL7G22330
OG0011274	XP_009121757.2, XP_009105396.2	AL2G27440
OG0011275	XP_009116389.1, XP_009139070.2	AL5G38270
OG0011276	XP_009116388.1	AL5G38260
OG0011277	XP_033137132.1, XP_009116384.3	AL5G38220
OG0011278	XP_033137131.1	AL5G38210
OG0011279	XP_009116366.1	AL5G38010
OG0011280	XP_009116362.1	AL5G37970
OG0011281	XP_009139092.1, XP_018510024.1	AL5G37950
OG0011282	XP_009116337.1	AL5G37660
OG0011283	XP_009116327.1	AL5G37640
OG0011284	XP_009116309.1	AL5G37440
OG0011285	XP_009116308.1, XP_009103980.1	AL5G37430
OG0011286	XP_009103977.1, XP_009116293.1	AL5G37270
OG0011287	XP_009116283.1, XP_009103974.1	AL5G37170
OG0011288	XP_009116273.1	AL5G36990
OG0011289	XP_009139142.1, XP_009116274.1	AL5G36980
OG0011290	XP_009139143.1, XP_009103969.1	AL5G36940
OG0011291	XP_009116271.1	AL5G36890
OG0011292	XP_009116260.1	AL5G36770
OG0011293	XP_009116221.1, XP_009139191.1	AL5G36360
OG0011294	XP_009139201.1, XP_033134472.1	AL5G36190
OG0011295	XP_009116204.1, XP_009139203.1	AL5G36170
OG0011296	XP_009139207.1, XP_009116164.1	AL5G35940
OG0011297	XP_009103935.2, XP_009116159.1	AL5G35900
OG0011298	XP_009116155.1, XP_009139209.1	AL5G35870
OG0011299	XP_009139224.1, XP_009103929.1	AL5G35770
OG0011300	XP_009139226.1, XP_009116142.1	AL5G35740
OG0011301	XP_009139227.1, XP_009116141.1	AL5G35730
OG0011302	XP_009139225.1, XP_009139228.1	AL5G35690
OG0011303	XP_009139234.1	AL5G35540
OG0011304	XP_009116131.1	AL5G35530
OG0011305	XP_009116129.3, XP_009139241.1	AL5G35480
OG0011306	XP_009116108.1, XP_009103911.1	AL5G35250
OG0011307	XP_009105304.1	AL2G26280
OG0011308	XP_009103897.1, XP_009139272.1	AL5G35010
OG0011309	XP_009139277.1	AL5G34980
OG0011310	XP_009139282.2	AL5G34890
OG0011311	XP_009116052.1	AL5G34500
OG0011312	XP_009116040.1, XP_009103865.1	AL5G34420
OG0011313	XP_009116039.1, XP_033131734.1	AL5G34390
OG0011314	XP_009139429.1	AL5G34020
OG0011315	XP_009148752.1, XP_009125244.1	AL5G33730
OG0011316	XP_009115987.1, XP_009125238.1	AL5G33680
OG0011317	XP_009148736.1, XP_009115969.1	nbis-gene-1356
OG0011318	XP_009115963.1	AL5G33430
OG0011319	XP_033140807.1, XP_009119961.1	AL8G29610
OG0011320	XP_009127124.1	AL8G29120
OG0011321	XP_009119931.1, XP_009127135.2	AL8G28960
OG0011322	XP_033140829.1, XP_009119922.1	AL8G28890
OG0011323	XP_009127142.1, XP_009132461.1	AL8G28680
OG0011324	XP_009127159.1, XP_009132467.2	AL8G28250
OG0011325	XP_009127176.1, XP_009119877.1	AL8G28050
OG0011326	XP_009132491.1	nbis-gene-2117
OG0011327	XP_009107882.1, XP_009146451.1	AL7G39030
OG0011328	XP_009136082.1	AL3G40270
OG0011329	XP_009102472.1	AL3G40470
OG0011330	XP_009102462.1, XP_009136088.1	nbis-gene-785
OG0011331	XP_009102440.1	AL8G18940, AL3G40760
OG0011332	NP_001288900.1, XP_033144215.1	AL3G40800
OG0011333	XP_009136106.1	AL3G40930, AL3G41060
OG0011334	XP_009102411.1, XP_009136116.1	AL3G41590
OG0011336	XP_009136129.2	AL3G41870
OG0011337	XP_009102402.1	AL3G41910
OG0011338	XP_009136146.1	AL3G42350
OG0011339	XP_009136174.1	AL3G43120
OG0011340	XP_009146907.1	AL3G43950
OG0011341	XP_009105217.1	AL2G24630
OG0011342	XP_009105235.1	AL2G25050
OG0011343	XP_009112130.1	AL2G25170
OG0011344	XP_009127517.1	AL2G25420
OG0011345	XP_009127545.1	AL2G25840
OG0011346	XP_033131996.1	AL2G26360
OG0011347	XP_009105106.1, XP_009105310.1	AL2G26400
OG0011348	XP_009105098.1, XP_009105323.1	AL2G26460
OG0011349	XP_009105341.1	AL2G26730
OG0011350	XP_009103047.1, XP_009109855.1	AL1G40270
OG0011351	XP_009105342.1	AL2G26960
OG0011352	XP_009127596.1, XP_009105357.1	AL2G26840
OG0011353	NP_001288948.1, XP_033139576.1	AL2G26750
OG0011354	XP_009127628.1	AL2G27260
OG0011355	XP_033139579.1, XP_033131221.1	AL2G27320
OG0011356	XP_033139616.1, XP_033130285.1	AL2G27370
OG0011357	XP_009111850.2, XP_033129724.1	AL8G21710
OG0011358	XP_009112464.1	AL3G51180
OG0011359	XP_009112465.1	AL3G51200
OG0011360	XP_009112466.1	AL3G51260
OG0011361	XP_009112479.1, XP_033131449.1	AL3G51470
OG0011362	XP_009112481.1	AL3G51510
OG0011363	XP_009112487.2	AL3G51620
OG0011364	XP_009112489.1, XP_009102248.1	AL3G51660
OG0011365	XP_009102242.1, XP_009112492.2	AL3G51760
OG0011366	XP_009124618.1, XP_009114696.1	AL3G51890
OG0011367	XP_009102228.1	nbis-gene-903
OG0011368	XP_009102214.1, XP_033136930.1	AL3G53030
OG0011369	XP_009102212.1	AL3G53010
OG0011370	XP_009112573.1, XP_009102234.1	AL3G52900
OG0011371	XP_009112578.1, XP_009102233.2	AL3G52830
OG0011372	XP_009102160.2, XP_033132075.1	AL3G48930
OG0011373	XP_009124308.1, XP_009103383.1	AL3G48790
OG0011374	XP_009112608.1, XP_009124316.1	AL3G48750
OG0011375	XP_009112620.1	AL3G48590
OG0011376	XP_009102136.1, XP_009112633.1	AL3G48440
OG0011377	XP_009102135.2, XP_009112634.1	AL3G48410
OG0011378	XP_009141977.1	AL4G39230
OG0011379	XP_009141953.1	AL4G38900
OG0011380	XP_018513420.1, XP_009141947.1	AL4G38820
OG0011381	XP_033145847.1, XP_009133463.1	AL4G38800
OG0011382	XP_009142711.1, XP_009133459.1	AL4G38780
OG0011383	XP_009141928.1	AL4G38560
OG0011384	XP_009143219.1	AL4G38200
OG0011385	XP_009141887.1	AL4G38170
OG0011386	XP_009143237.1	AL4G37920, AL108U10020
OG0011387	XP_009141857.1, XP_009133396.1	AL4G37600
OG0011388	XP_009141854.2, XP_009143264.1	AL4G37550
OG0011389	XP_009141830.2, XP_009143293.1	AL4G37170
OG0011391	XP_009133350.2	AL4G36570
OG0011392	NP_001288941.1	AL728U10010, AL4G36370
OG0011393	XP_009133334.1	AL4G36360, AL728U10020
OG0011394	XP_009143343.2	AL4G36280
OG0011395	XP_009133314.1, XP_009141772.2	AL4G36240
OG0011397	XP_009140058.1	AL7G48530
OG0011398	XP_033146378.1, XP_033146789.1	AL4G35800
OG0011399	XP_009117006.1	AL4G19290
OG0011400	XP_009143392.1	AL4G35690
OG0011401	XP_009133249.2	AL4G35580
OG0011402	XP_009102361.1	AL3G42820
OG0011403	XP_009143417.1	AL4G35180, AL4G35170
OG0011404	XP_009141718.2, XP_033148764.1	AL4G35080
OG0011405	XP_009141717.2	AL4G35070
OG0011406	XP_033148765.1	AL4G34980
OG0011407	XP_009133216.1	AL4G34860
OG0011408	XP_009133198.1	AL4G34230, AL4G34270
OG0011409	XP_009143479.1	AL4G34050
OG0011410	XP_009133138.1, NP_001288885.1	AL4G33640
OG0011411	XP_009133122.1, XP_018514192.1	AL4G33500
OG0011412	XP_009141622.2	AL4G33240
OG0011413	XP_009114591.1	AL6G47700
OG0011415	XP_009114543.1	AL6G48360
OG0011416	XP_009114538.1	AL6G48390
OG0011417	XP_033136376.1	AL6G48430
OG0011418	XP_009114639.2	AL6G46890
OG0011419	XP_018510468.1	AL6G46810
OG0011420	XP_009114650.1	AL6G46750
OG0011421	XP_009128644.1	AL6G46740
OG0011422	XP_018512705.1	AL6G46640
OG0011423	XP_033134830.1, XP_009128629.1	AL6G47110
OG0011424	XP_009117436.1	AL4G10250
OG0011425	XP_009117434.2, XP_009140258.1	AL4G10260
OG0011426	XP_009117400.1	AL4G10680
OG0011427	XP_009117375.1	AL4G10860
OG0011428	XP_009117370.2, XP_033145362.1	AL4G10960
OG0011429	XP_009117351.1	AL4G11400
OG0011430	XP_033145422.1, XP_033135412.1	AL4G11450
OG0011431	XP_009140399.1	AL4G12440
OG0011432	XP_009140488.1	AL4G13740
OG0011433	XP_009140530.1, XP_009117140.1	AL4G14600
OG0011434	XP_009140670.2, XP_009117062.1	AL4G16700
OG0011435	XP_009133956.1	AL4G16830
OG0011436	XP_009140629.1	AL4G16440
OG0011437	XP_009140602.1	AL4G16040
OG0011438	XP_033145434.1, XP_018509991.1	AL4G14770
OG0011439	XP_009113764.1	AL1G40800
OG0011440	XP_009102979.1, XP_009113766.1	AL1G40790
OG0011441	XP_009145063.1	AL1G51820
OG0011442	XP_009123054.1	AL1G52310
OG0011443	XP_009123059.1	AL1G52410
OG0011444	XP_009107476.1, NP_001288860.1	AL1G52420
OG0011445	XP_018511593.1	AL1G51080
OG0011447	XP_009138077.1	AL7G19520
OG0011448	XP_009145138.1	AL1G49880
OG0011449	XP_009114722.1	AL1G49820
OG0011450	XP_009107932.1, XP_009114744.1	AL1G48850
OG0011451	XP_009114746.1	nbis-gene-210
OG0011452	XP_009145155.1	AL1G48600
OG0011453	XP_009114786.1	AL1G48190
OG0011454	XP_009114788.1	AL1G48100
OG0011455	XP_033147548.1, XP_009114792.2	AL1G47870
OG0011456	XP_009114799.2	AL1G47710
OG0011457	XP_033135920.1	AL6G43320
OG0011458	XP_009124769.1	AL6G42090
OG0011459	NP_001288891.1	AL6G41630
OG0011460	XP_009134120.1	AL6G41510
OG0011461	XP_009134175.1, XP_009128727.1	AL6G43750
OG0011462	XP_009128712.1, XP_009113612.1	AL6G44390
OG0011463	XP_009113622.1	AL6G44690
OG0011464	XP_018509542.1	AL6G44810
OG0011465	XP_009134209.1	AL6G44890
OG0011466	XP_009108197.1	AL6G45270
OG0011467	XP_018508921.1	AL6G45830
OG0011468	XP_009108166.1	AL6G45860
OG0011469	XP_009120921.1	AL6G30470
OG0011470	XP_009126301.2	AL6G30570
OG0011471	XP_009126308.1	AL6G30660
OG0011472	XP_009120899.2	AL6G30810
OG0011473	XP_033129760.1	AL6G38400
OG0011474	XP_009111772.1, XP_009151170.2	AL6G38930
OG0011475	XP_009111749.1	AL6G39380
OG0011476	XP_009129864.1, XP_009111762.1	AL6G39550
OG0011477	XP_033135610.1, XP_009129860.2	AL6G39590
OG0011478	XP_009151218.2	AL6G39840
OG0011479	XP_033136594.1	AL6G39850
OG0011480	XP_009151233.2, XP_009129845.1	AL6G40140
OG0011481	XP_009151247.2, XP_009129840.2	AL6G40500
OG0011482	XP_033130567.1	AL3G48050
OG0011483	XP_033131021.1, XP_033130566.1, XP_009112643.2	AL3G47890
OG0011484	XP_018510647.1	AL3G47840
OG0011485	XP_009112661.1, XP_009102037.1	AL3G53340
OG0011486	XP_009127324.1, XP_009132621.2	AL8G25400
OG0011487	XP_009102029.1	AL3G53480
OG0011488	XP_009117484.1, XP_009102015.1	AL3G53600
OG0011489	XP_009117480.1, XP_009102013.2	AL3G53620
