Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0006772	XP_009146795.1, XP_009122540.1	XP_006407490.1
OG0006773	XP_009146782.1, XP_009122438.1	XP_006407478.1
OG0006774	XP_009146781.1	XP_006407479.1
OG0006775	XP_009121141.1, XP_009146731.2	XP_006407450.1
OG0006776	XP_009121284.1, XP_009135175.1	XP_006407430.1
OG0006777	XP_009146697.1, XP_009135176.1	XP_006407429.1
OG0006778	XP_009121266.1, XP_033148390.1	XP_006407426.1
OG0006779	XP_009135179.1, XP_009146688.1	XP_024015427.1
OG0006780	XP_009121203.1, XP_009135180.1	XP_006407417.1
OG0006781	XP_009135214.1, XP_009120881.1	XP_006407359.1
OG0006782	XP_009146610.1	XP_006407328.1
OG0006783	XP_009146601.1, XP_009120415.1	XP_024015158.1
OG0006784	XP_009146592.1	XP_006407301.1
OG0006785	XP_009124687.1, XP_009146571.2	XP_006407283.1
OG0006786	XP_009135270.1, XP_009146560.1	XP_006407273.1
OG0006787	XP_009141143.1	XP_006410256.1
OG0006788	XP_009146466.2, XP_009117581.2, XP_033142297.1	XP_006407187.1
OG0006789	XP_009117496.1, XP_009146458.1	XP_006407176.1
OG0006790	XP_009146432.1, XP_009135345.2	XP_006407148.1
OG0006792	XP_009135364.1, XP_009146403.1	XP_006407118.1
OG0006793	XP_009117117.1, XP_009135366.1	XP_006407115.1
OG0006794	XP_009146365.1, XP_033142300.1, XP_009116867.2	XP_006407071.1
OG0006795	XP_009135389.1, XP_009146341.1	XP_006407064.1
OG0006796	XP_033148717.1, XP_033148718.1, XP_033128170.1	XP_006407046.1
OG0006797	XP_009116572.1, XP_009135412.1	XP_024015394.1
OG0006798	XP_009146279.2, XP_009116457.1, XP_009135430.1	XP_006407001.1
OG0006799	XP_009135439.1, XP_033148715.1	XP_006406976.1
OG0006800	XP_033148728.1, XP_009115479.1	XP_006406960.1
OG0006801	XP_009135459.1, XP_009146193.1	XP_006406909.1
OG0006802	XP_009135464.1, XP_009115193.1	XP_006406906.1
OG0006803	XP_009146160.1	XP_006406864.1
OG0006804	XP_009114819.1, XP_009146157.1	XP_006406856.1
OG0006805	XP_009118659.3, XP_009119326.1	XP_006418153.1
OG0006806	XP_009114331.1, XP_009146040.1	XP_006406767.1
OG0006807	XP_009114441.1, XP_009146032.1	XP_024015069.1
OG0006808	XP_009114030.1	XP_006406732.1
OG0006809	XP_009135533.1, XP_009146007.1	XP_006406719.1
OG0006810	XP_018512381.1	XP_024010316.1
OG0006811	XP_009145999.1, XP_009113925.1, XP_009135537.1	XP_006406712.1
OG0006812	XP_009145998.1, XP_009113905.2	XP_006406711.1
OG0006813	XP_009145979.2, XP_009113773.2	XP_024015517.1
OG0006814	XP_009113665.1, XP_009145964.1	XP_006406679.1
OG0006815	XP_009145929.1, XP_009113484.1	XP_006406641.1
OG0006816	XP_009145920.1, XP_009113425.2	XP_006406635.1
OG0006817	XP_009135577.1, XP_009112744.2, XP_009145897.2	XP_006406609.1
OG0006818	XP_009145890.1	XP_006406599.1
OG0006819	XP_009112490.1, XP_033148592.1	XP_006406568.1
OG0006820	XP_009145848.1, XP_009135602.2	XP_006406555.1
OG0006821	XP_009110314.1, XP_009149366.1	XP_006416559.1
OG0006822	XP_009145697.1, XP_009111322.1	XP_006406431.1
OG0006823	XP_009135663.1, XP_009145692.1	XP_006406426.1
OG0006824	XP_009111145.2, XP_009145641.1	XP_006406395.1
OG0006825	XP_009135695.1	XP_024015567.1
OG0006826	XP_009145613.1	XP_006406368.1
OG0006827	XP_009110350.1, XP_009135699.1	XP_006406367.1
OG0006828	XP_009145581.1, XP_033131748.1	XP_024015363.1
OG0006829	XP_033142090.1, XP_033142900.1, XP_009145530.1	XP_006406333.1
OG0006830	XP_009109876.1, XP_009145520.1	XP_006406321.1
OG0006831	XP_009109747.1, XP_009145507.1	XP_006406303.1, XP_006406170.1
OG0006832	XP_009110798.1, XP_009148290.2	XP_006417528.1, XP_024013858.1
OG0006833	XP_009139789.1, XP_009125074.1	XP_006405766.1
OG0006834	XP_018513717.2, XP_009139723.1, XP_033146342.1, XP_033146169.1	XP_006405878.1
OG0006835	XP_009151583.1, XP_009111816.1	XP_006395235.1
OG0006836	XP_033136576.1, XP_009151578.2	XP_006395240.1
OG0006837	XP_009102585.1, XP_009106355.1	XP_006418841.1
OG0006838	XP_033132184.1, XP_009145262.2	XP_006406127.1
OG0006839	XP_009108895.1	XP_006406169.1
OG0006840	XP_009145473.2, XP_009109446.1	XP_006406257.1
OG0006841	XP_009109013.1, XP_033143332.1, XP_009128201.1	XP_006412781.1
OG0006842	XP_009128255.1	XP_006412786.2
OG0006843	XP_009105142.1, XP_009127380.1	XP_006397395.1
OG0006844	XP_009105140.1, XP_009127376.1	XP_006391584.1
OG0006845	XP_018512579.2, XP_009120947.1	XP_024012478.1
OG0006846	XP_009131684.1, XP_009120950.1	XP_006400419.1
OG0006847	XP_009126253.1, XP_009120971.1, XP_018511255.1	XP_006400394.1
OG0006848	XP_009131648.1, XP_009126247.1, XP_009120991.2	XP_006400375.1
OG0006849	XP_009151303.1, XP_009111875.2, XP_009129779.2	XP_006395069.1
OG0006850	XP_009151267.1, XP_009129811.1	XP_006395033.1
OG0006851	XP_009151640.1, XP_018510474.1, XP_009129722.1	XP_006395189.1
OG0006852	XP_009136683.1, XP_009139447.1	XP_006403798.1
OG0006853	XP_009136667.3, XP_009115936.1	XP_006403819.2
OG0006854	XP_009115921.1, XP_009139476.1	XP_006403832.1
OG0006855	XP_033137054.1	XP_024013838.1
OG0006856	XP_009139489.1, XP_009115912.1	XP_006403846.1
OG0006857	XP_009136650.1, XP_009115909.2	XP_006403850.2
OG0006858	XP_009115833.1, XP_009148992.2	XP_006403912.1
OG0006859	XP_009149060.1	XP_006403922.1
OG0006860	XP_009115808.1	XP_024013851.1
OG0006861	XP_009136607.1, XP_009115804.2, XP_009149195.1	XP_006403935.1
OG0006862	XP_009119719.1, XP_009133761.1	XP_006418444.1
OG0006863	XP_009119717.1	XP_024008341.1
OG0006864	XP_009118812.1	XP_024008453.1
OG0006865	XP_009119676.1, XP_009118795.1	XP_024009065.1
OG0006866	XP_009118783.1, XP_009119651.1	XP_024008698.1
OG0006867	XP_009118769.2, XP_009111199.1, XP_009119634.1	XP_006418345.1
OG0006868	XP_009119598.3, XP_009111178.1	XP_006418288.1
OG0006869	XP_018509127.2, XP_009118739.2	XP_006418282.1
OG0006870	XP_009119579.1, XP_009111170.1, XP_009118718.1	XP_006418272.1
OG0006871	XP_009118687.1, XP_009119356.1, XP_009111139.1	XP_006418197.1
OG0006872	XP_009111226.3	XP_006418146.1
OG0006872	XP_009119320.1	XP_024010181.1
OG0006873	XP_033131786.1	XP_024016434.1
OG0006874	XP_009118633.2, XP_033138335.1	XP_006418113.1
OG0006875	XP_009111090.1	XP_024008777.1
OG0006876	XP_009119257.1	XP_024008664.1
OG0006877	XP_033136887.1, XP_009150319.1	XP_006419080.1
OG0006878	XP_009111071.1, XP_009147941.1	XP_024008311.1
OG0006879	XP_009119209.1, XP_009111064.1	XP_006418062.1
OG0006880	XP_009119172.1, XP_009118603.1	XP_006418047.1
OG0006881	XP_009111046.1, XP_009118579.1	XP_006418002.1
OG0006882	XP_009118557.1, XP_009119090.1	XP_006417959.1
OG0006883	XP_033132331.1, XP_009119088.1	XP_006417957.1
OG0006884	XP_009118535.2, XP_009119057.2	XP_006417911.1
OG0006885	XP_009119048.2, XP_009110979.1	XP_006417902.1
OG0006886	XP_009119027.1, XP_009118476.1	XP_006417875.1
OG0006887	XP_009119009.1, XP_009110969.2	XP_006417864.1
OG0006888	XP_033132340.1, XP_009118467.1, XP_033138399.1	XP_006417861.1
OG0006889	XP_009109248.1, XP_009138021.1	XP_006413439.1
OG0006890	XP_033128425.1, XP_009148224.2	XP_006417731.2
OG0006891	XP_009110902.2, XP_018510627.1	XP_006417715.2
OG0006892	XP_033129904.1, XP_009118382.2	XP_006417709.1
OG0006893	XP_009118378.1, XP_009148096.1	XP_006417700.1
OG0006894	XP_009148105.1, XP_009110890.1	XP_006391219.1
OG0006895	XP_033132226.1, XP_009110874.2, XP_009148133.1	XP_024008154.1
OG0006896	XP_033133677.1, XP_033136771.1, XP_009148147.1	XP_024008948.1
OG0006897	XP_009118331.1	XP_006417625.1
OG0006898	XP_009148169.1, XP_009110852.2	XP_006417604.1
OG0006899	XP_033133464.1, XP_033130079.1	XP_006417585.1
OG0006900	XP_009148276.1, XP_033133423.1	XP_006417542.1
OG0006901	XP_009148315.1, XP_009118285.1	XP_006417508.1
OG0006902	XP_009148336.1, XP_009118266.1	XP_024008687.1
OG0006903	XP_009148369.1	XP_006417467.1
OG0006904	XP_033132794.1, XP_009148380.1	XP_006417459.1
OG0006905	XP_009118210.1, XP_009148416.1	XP_006417418.1
OG0006906	XP_009144402.2, XP_009148438.1	XP_006417396.1
OG0006907	XP_009148446.1	XP_006417384.1
OG0006908	XP_009110740.2, XP_018509649.1	XP_024008633.1
OG0006909	XP_009148450.1	XP_006417378.1
OG0006910	XP_009148457.1, XP_009118196.1	XP_024007753.1
OG0006911	XP_009133046.1	XP_006410751.2
OG0006911	XP_009110726.1	XP_006417369.1
OG0006912	XP_033133761.1, XP_009118184.2	XP_006417335.1
OG0006913	XP_033136606.1, XP_009148493.1	XP_006417330.1
OG0006914	XP_018509496.1, XP_009148510.1	XP_006417316.1
OG0006915	XP_009118177.1	XP_006408665.1
OG0006916	XP_009118113.1, XP_009110669.1	XP_006417264.1
OG0006917	XP_009110661.2, XP_033128160.1, XP_018509748.1	XP_006417252.1
OG0006918	XP_018510663.1, XP_009148594.1	XP_006417238.1
OG0006919	XP_009111502.1	XP_006396223.1
OG0006920	XP_009110631.1	XP_006417215.1
OG0006921	XP_009118041.1, XP_009110609.1	XP_006417171.1
OG0006922	XP_009118035.1, XP_009148550.2	XP_006417165.1
OG0006923	XP_009123953.2, XP_009117978.2	XP_006417097.1
OG0006924	XP_009110572.1, XP_009117958.1	XP_006417082.2
OG0006925	XP_033133747.1, XP_009117956.1, XP_009148672.2	XP_006417080.1
OG0006926	XP_033133768.1, XP_009117949.1, XP_009148678.1	XP_006417073.1
OG0006927	XP_009117905.1, XP_009148734.1	XP_006417017.1
OG0006928	XP_009110537.2, XP_009148836.1	XP_006416998.1
OG0006929	XP_009148868.1	XP_006416969.1
OG0006930	XP_009110515.1, XP_009148869.1	XP_024008367.1
OG0006931	XP_033128878.1, XP_009117848.1	XP_006416944.1
OG0006932	XP_033129075.1, XP_009110501.2	XP_006416933.1
OG0006933	XP_009110488.2	XP_006416915.1
OG0006934	XP_033132724.1, XP_009148935.1	XP_006416906.1
OG0006935	XP_009110473.2, XP_009148973.2, XP_033134666.1	XP_006416881.1
OG0006936	XP_009149012.1, XP_009117802.1, XP_009110471.1	XP_006416877.1
OG0006937	XP_009149039.1	XP_006389841.1, XP_006416856.2
OG0006938	XP_009117776.1, XP_009110458.1	XP_006416842.1
OG0006939	XP_009129384.1, XP_009111588.1	XP_006395380.1
OG0006940	XP_009149120.1, XP_033136147.1	XP_006416770.1
OG0006941	XP_009110435.1, XP_009149126.1	XP_006416762.1
OG0006942	XP_009117717.2, XP_009117719.1, XP_009149163.1, XP_009117716.1	XP_006416732.1
OG0006943	XP_033129817.1, XP_009110414.1	XP_006416715.1
OG0006944	XP_009110398.1, XP_009149214.1	XP_006416686.1
OG0006945	XP_009110396.1	XP_024016191.1, XP_006416676.1
OG0006946	XP_009127587.1	XP_006391201.1
OG0006947	XP_009149234.1, XP_009117641.1	XP_006416664.1
OG0006948	XP_009110383.1, XP_009149237.2	XP_006416662.1
OG0006949	XP_009110374.1, XP_009117637.1	XP_006416653.1
OG0006950	XP_009110347.2, XP_009149277.1	XP_006416613.1
OG0006951	XP_009149289.1, XP_033132670.1	XP_006416600.1
OG0006952	XP_009110336.2, XP_009149338.1	XP_006416588.1
OG0006953	XP_009117579.2, XP_009110311.1, XP_033128967.1	XP_006416555.1
OG0006954	XP_009149398.1, XP_009110292.2	XP_006416527.1
OG0006955	XP_009149439.1, XP_009103382.1	XP_006416498.1
OG0006956	XP_009149444.1	XP_024008149.1
OG0006957	XP_009110239.1	XP_006416429.1
OG0006957	XP_009149502.1	XP_006416428.1
OG0006958	XP_009103334.1	XP_006416379.2
OG0006959	XP_009103326.1, XP_009149561.1, XP_033132216.1	XP_006416360.1
OG0006960	XP_033132214.1, XP_009103319.1	XP_006416351.1
OG0006961	XP_009107493.1	XP_006416337.1
OG0006962	XP_009110187.1, XP_009149658.1	XP_006416306.1
OG0006963	XP_009149663.1, XP_009110183.1	XP_006416298.1
OG0006964	XP_033133866.1, XP_009149704.1	XP_006416262.1
OG0006965	XP_009110166.1, XP_009149705.1	XP_006416255.1
OG0006966	XP_033130863.1, XP_009110164.1, XP_009115658.1	XP_006416252.1
OG0006967	XP_033133630.1, XP_009145377.1	XP_024008943.1
OG0006968	XP_009101620.2	XP_006398163.1
OG0006969	XP_009135466.2, XP_009146189.1, XP_009115140.2	XP_006406899.1
OG0006970	XP_009104894.1, XP_009105836.1	XP_006390744.1
OG0006971	XP_009105798.1	XP_006390785.1
OG0006972	XP_033130196.1, XP_009127840.1	XP_006390816.1
OG0006973	XP_033140080.1, XP_009105675.1	XP_006390940.1
OG0006974	XP_009137417.1, XP_009137708.2, XP_009109309.1	XP_006413472.1
OG0006975	XP_018513242.2, XP_033144160.1	XP_006413469.2
OG0006976	XP_009115826.1, XP_009138264.1	XP_006412265.2
OG0006977	XP_033135333.1, XP_033135574.1	XP_006391781.1
OG0006978	XP_033135373.1	XP_006391788.1
OG0006979	XP_009112691.1, XP_033143580.1, XP_009113076.1	XP_006391866.1
OG0006980	XP_009123379.1, XP_033134581.1	XP_024015305.1
OG0006981	XP_009105161.2, XP_009113117.1	XP_006391971.1
OG0006982	XP_009104840.1	XP_006391983.1
OG0006983	XP_009109823.2, XP_009102992.2, XP_009113780.2	XP_024008456.1
OG0006984	XP_009113149.2, XP_033133473.1	XP_024015511.1
OG0006985	XP_009133297.1	XP_006392069.1
OG0006986	XP_033133332.1, XP_009113328.1	XP_006392315.1
OG0006987	XP_009112807.1, XP_009112900.1	XP_006391666.1
OG0006988	XP_009112812.1	XP_006391657.1
OG0006990	XP_009105371.1, XP_009104916.1	XP_006405277.1
OG0006991	XP_009128881.1, XP_009101506.1	XP_006398354.2
OG0006992	XP_009114341.1, XP_009128888.1, XP_033128266.1	XP_024011065.1
OG0006993	XP_009101495.1, XP_009128893.2	XP_006398369.1
OG0006994	XP_009114268.1, XP_009128981.1, XP_009101409.1	XP_006398454.1
OG0006995	XP_018510295.1, XP_009128989.1	XP_006398463.1
OG0006996	XP_009107093.1, XP_033128859.1	XP_006398488.1
OG0006997	XP_033128299.1	XP_024011003.1
OG0006998	XP_033136410.1, XP_009134334.1	XP_006396602.1
OG0006999	XP_009128627.1, XP_009109031.2	XP_006412833.1
OG0007000	XP_009137856.1, XP_009128576.1	XP_006412820.1
OG0007001	XP_033147970.1	XP_006393493.1
OG0007002	XP_009107392.1	XP_006393474.1
OG0007003	XP_018512357.2, XP_009104729.1	XP_024007659.1
OG0007004	XP_009104732.1, XP_009106154.1	XP_006390365.1
OG0007005	XP_033130327.1, XP_009128070.1, XP_009106146.1	XP_006390372.1
OG0007006	XP_009109554.1, XP_009126908.2, XP_009119416.1	XP_006411637.1
OG0007007	XP_009101923.2, XP_009109518.1	XP_006411679.1
OG0007008	XP_009109495.1, XP_009101899.1, XP_009103839.2	XP_006411713.1
OG0007009	XP_009101880.2	XP_006411743.1
OG0007010	XP_009121710.1, NP_001288884.1, XP_033133071.1	XP_006411744.1
OG0007011	XP_009109425.1	XP_006411811.1
OG0007012	XP_009109392.1, XP_009138531.1, XP_009133094.1	XP_006411852.1
OG0007013	XP_009134339.1, XP_009138501.1	XP_006411869.1
OG0007014	XP_009136769.1, XP_009109368.2	XP_024005823.1
OG0007015	XP_033133053.1, XP_033142263.1	XP_006411917.2
OG0007016	XP_009140872.1, XP_009109349.2	XP_006411948.1
OG0007017	XP_033146406.1	XP_006411967.1
OG0007018	XP_009109340.1, XP_009142559.1	XP_006411969.1
OG0007019	XP_009138414.1	XP_006412017.1
OG0007020	XP_009138401.1	XP_006412036.2
OG0007021	XP_009109278.1, XP_009150792.2	XP_006412065.1
OG0007022	XP_018512701.1, XP_009109283.1	XP_006412070.1
OG0007023	XP_009152141.1, XP_009138369.1	XP_006412093.1
OG0007024	XP_009104717.1	XP_006391996.1
OG0007025	XP_009108680.1, XP_009105657.1	XP_006412150.1
OG0007027	XP_009107363.1, XP_009138333.1	XP_006412165.1
OG0007028	XP_009108701.1	XP_006412178.1
OG0007029	XP_009108953.1, XP_009138326.1, XP_033133690.1	XP_006412186.1
OG0007030	XP_009138318.1, XP_009108711.1, XP_009110121.1	XP_024005886.1
OG0007031	XP_033138693.1, XP_009126311.1	XP_006412504.1
OG0007032	XP_018509092.1, XP_009108885.2, XP_009126259.1	XP_006412503.1
OG0007033	XP_009138075.1, XP_009126211.1	XP_006412493.1
OG0007034	XP_009108869.2, XP_009125844.1, XP_009138136.2	XP_006412457.1
OG0007035	XP_009108868.1, XP_009125824.1	XP_006412455.1
OG0007036	XP_009108836.1, XP_009125551.1, XP_033143752.1	XP_006412437.1
OG0007037	XP_009108829.1, XP_033141948.1, XP_033142516.1	XP_006412430.1
OG0007038	XP_009141345.1	XP_006410526.1
OG0007039	XP_018509556.1, XP_009140718.1	XP_024015987.1
OG0007040	XP_009108815.1, XP_033148320.1	XP_006412393.1
OG0007041	XP_009108810.2, XP_009123672.1, XP_009138176.1	XP_006412374.1
OG0007042	XP_009108795.1, XP_009108798.1	XP_006412343.1
OG0007043	XP_009112252.1, XP_009136203.1	XP_006409707.1
OG0007044	XP_009138204.1	XP_006412326.1, XP_006412325.2
OG0007045	XP_009119695.1, XP_009138213.1	XP_006412316.1
OG0007046	XP_009108767.1	XP_006412299.1
OG0007047	XP_009118500.1, XP_009138249.1	XP_006412295.1
OG0007048	XP_009138253.1, XP_009108766.1, XP_009118175.1	XP_024004533.1
OG0007050	XP_009116941.1, XP_009138261.1, XP_009108754.1	XP_024004447.1
OG0007051	XP_009138062.1	XP_006412524.1
OG0007052	XP_033144918.1	XP_006412532.1
OG0007053	XP_033144481.1, XP_009127086.1	XP_006412605.1
OG0007054	XP_033135840.1, XP_033144482.1	XP_006412606.1
OG0007055	XP_033132368.1, XP_009137994.2	XP_024004362.1
OG0007056	XP_033133496.1, XP_009137992.2	XP_006412630.1
OG0007057	XP_033135492.1, XP_009108957.1, XP_009137980.1	XP_006412646.1
OG0007058	XP_009127405.1, XP_009137978.1, XP_033133505.1	XP_006412654.1
OG0007059	XP_033133498.1, XP_009137969.1, XP_009127511.2	XP_006412667.1
OG0007060	XP_009135867.2, XP_009106288.1, XP_009102574.1	XP_006418833.1
OG0007061	XP_009135883.1, XP_009102535.2	XP_006418779.2
OG0007062	XP_009127940.1, XP_009104852.1, XP_009105915.2	XP_006390647.1
OG0007063	XP_009104861.1, XP_009105895.1	XP_006390669.1
OG0007064	XP_033140910.1, XP_033140909.1	XP_006390687.1
OG0007065	XP_033132091.1, XP_009115528.1	XP_006416084.2
OG0007066	XP_009115513.2, XP_009110097.1	XP_006416074.1
OG0007067	XP_009115454.1, XP_033132531.1	XP_006416012.1
OG0007068	XP_009102819.1, XP_018508405.2	XP_006396412.1
OG0007069	XP_009134459.2, XP_009111331.1	XP_006396392.1
OG0007070	XP_009111377.1, XP_009128517.2	XP_006396350.2
OG0007071	XP_009134494.2, XP_009111388.2	XP_006396329.1
OG0007072	XP_009111405.1	XP_006396318.1
OG0007073	XP_033142093.1, XP_033141468.1	XP_006396299.1
OG0007074	XP_009111445.1	XP_006396281.1
OG0007075	XP_009134537.2, XP_033140938.1	XP_006396265.1
OG0007076	XP_009128476.1, XP_009111504.1	XP_006396221.1
OG0007077	XP_033136955.1, XP_033136729.1	XP_006396199.1
OG0007078	XP_009134020.1	XP_006404531.1
OG0007079	XP_033132610.1, XP_009113797.1	XP_024009020.1
OG0007081	XP_009109110.1, XP_009144196.1, XP_009137764.1	XP_006412990.1
OG0007082	XP_033134967.1, XP_033138158.1	XP_024008106.1
OG0007083	XP_009148669.1	XP_024008508.1
OG0007084	XP_009117732.1, XP_033128351.1, XP_033132695.1	XP_006416756.1
OG0007085	XP_033132687.1, XP_033129814.1	XP_006416708.1
OG0007086	XP_009115526.2	XP_024008856.1
OG0007086	XP_018509925.1	XP_024008036.1
OG0007087	XP_009115377.1, XP_009103094.1, XP_009110021.1	XP_006415935.1
OG0007088	XP_009113821.1, XP_009109847.1, XP_033131570.1	XP_006415820.1
OG0007089	XP_009103030.1, XP_009113795.1, XP_009109837.1	XP_024008670.1
OG0007090	XP_009113782.2, XP_009102994.1, XP_009109825.1	XP_024008380.1
OG0007093	XP_009105908.1, XP_033141252.1, XP_009104854.1	XP_006390651.1
OG0007095	XP_009151693.1	XP_024006407.1
OG0007096	XP_009107122.1, XP_009107118.1, XP_033139710.1	XP_024011139.1
OG0007097	XP_009114112.1, XP_009152112.1	XP_006395625.1
OG0007098	XP_009111777.1, XP_009129335.2, NP_001288845.1	XP_006395313.1
OG0007099	XP_009111804.1, XP_009151758.1, XP_009129675.1	XP_006395258.1
OG0007100	XP_033128739.1	XP_006404512.1
OG0007101	XP_009149959.1	XP_006404449.1
OG0007102	XP_009115915.1, XP_009139483.1, XP_009136655.1	XP_024013839.1
OG0007103	XP_018510384.1, XP_033131657.1	XP_006403717.1
OG0007104	XP_009150769.2, XP_009150780.2, XP_018515198.2	XP_024016622.1
OG0007105	XP_009126264.1, XP_009131673.1	XP_006400404.1
OG0007106	XP_033140492.1	XP_006394909.1
OG0007107	XP_009134150.1	XP_006397177.1
OG0007108	XP_009128660.1, XP_009123168.1	XP_006396853.1
OG0007109	XP_009142379.1	XP_006413176.2
OG0007110	XP_009137574.1, XP_009139849.1	XP_006413239.1
OG0007111	XP_033143992.1	XP_006413581.1
OG0007112	XP_009132356.1, XP_009136975.1	XP_024005545.1
OG0007115	XP_009129717.1, XP_033129690.1	XP_006395204.1
OG0007116	XP_009129768.1, XP_009151723.1	XP_006395082.1
OG0007129	XP_009136671.2	XP_006413582.1
OG0007130	XP_009127092.1, XP_009119967.2	XP_024011466.1
OG0007131	NP_001288834.1, XP_009150388.1	XP_006394290.1
OG0007132	XP_009149816.1, XP_009150194.1	XP_006404256.1
OG0007133	XP_033129396.1, XP_009149822.1	XP_006404264.1
OG0007134	XP_009150202.1	XP_006404285.1, XP_024013737.1
OG0007135	XP_009150726.1, XP_009150213.1, XP_009149859.1	XP_006404314.1
OG0007136	XP_009149863.1	XP_006404319.1
OG0007137	XP_009101370.1, XP_009107097.1	XP_006398495.1
OG0007138	XP_009107128.1, XP_009101355.2	XP_006398516.1
OG0007139	XP_009109030.1	XP_006412825.1
OG0007140	XP_009101319.1, XP_009129211.1	XP_006395859.1
OG0007141	XP_009129167.1	XP_006395804.1
OG0007142	XP_009143445.1	XP_006410985.1
OG0007143	XP_009101494.1	XP_006398370.1
OG0007144	XP_009106462.1, XP_009128280.2	XP_006390018.1
OG0007145	XP_009126204.1, XP_009121060.1	XP_006400314.1
OG0007146	XP_009131603.2	XP_006400307.1
OG0007147	XP_018512043.1, XP_009107517.1	XP_024012049.1
OG0007148	XP_009126187.1, XP_009107515.1	XP_024012144.1
OG0007149	XP_009131585.1, XP_033137407.1	XP_006400258.1
OG0007150	XP_009121409.1, XP_009126169.1	XP_006400251.1
OG0007151	XP_009126153.1, XP_009121422.1	XP_006400236.1
OG0007152	XP_009121451.1, XP_009131558.1	XP_006400219.1
OG0007153	XP_009126127.2, XP_009121472.1	XP_006400198.1
OG0007154	XP_009126125.1, XP_009121473.1	XP_006400197.1
OG0007155	XP_009121478.1, XP_009131547.2	XP_006400192.1
OG0007156	XP_009131540.1, XP_009126113.2	XP_006400184.1
OG0007157	XP_033143165.1, XP_033139551.1, XP_033139550.1	XP_006400167.1
OG0007158	XP_009126093.2, XP_009121514.2	XP_024011914.1
