Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0008625	XP_013636117.1, XP_013634791.1	El006G288340
OG0008626	XP_013638730.1, XP_013625436.1	El005G244490
OG0008627	XP_013629203.1	El001G079070
OG0008628	XP_013583949.1, XP_013636277.1	El005G245590
OG0008629	XP_013586732.1, XP_013585445.1	El005G246070
OG0008630	XP_013583426.1, XP_013584281.1	El005G246270
OG0008631	XP_013637731.1, XP_013619957.1	El005G246380
OG0008632	XP_013638037.1, XP_013619474.1	El005G247040
OG0008633	XP_013630621.1	El005G247110
OG0008634	XP_013587277.1	El005G247640
OG0008635	XP_013586063.1, XP_013628484.1	El005G247740
OG0008636	XP_013586580.1, XP_013611671.1	El005G247750
OG0008637	XP_013628863.1, XP_013586139.1	El005G248000
OG0008638	XP_013611501.1, XP_013587042.1	El005G248170
OG0008639	XP_013619631.1, XP_013614302.1	El007G344780
OG0008640	XP_013606833.1	El007G344140
OG0008641	XP_013611815.1	El007G343900
OG0008642	XP_013626636.1, XP_013625741.1, XP_013610197.1	El007G343560
OG0008643	XP_013628614.1, XP_013606266.1	El007G343310
OG0008644	XP_013628615.1, XP_013620775.1	El007G343280
OG0008645	XP_013620680.1, XP_013632519.1, XP_013609861.1	El007G343100
OG0008646	XP_013618246.1	El007G342130
OG0008647	XP_013619892.1, XP_013610231.1	El007G341990
OG0008648	XP_013622787.1	El007G340850
OG0008649	XP_013621367.1, XP_013612893.1	El007G340500
OG0008650	XP_013611891.1, XP_013621010.1	El007G340000
OG0008651	XP_013609409.1, XP_013620753.1	El007G340150
OG0008652	XP_013619338.1, XP_013609780.1	El007G340200
OG0008653	XP_013608649.1	El007G339620
OG0008654	XP_013616614.1, XP_013612454.1	El007G339600
OG0008655	XP_013615257.1, XP_013611540.1	El007G339470
OG0008656	XP_013617036.1, XP_013606032.1	El007G339450
OG0008657	XP_013615964.1, XP_013609368.1	El007G338560
OG0008658	XP_013606485.1	El007G338950
OG0008659	XP_013630153.1, XP_013612739.1	El007G338370
OG0008660	XP_013620567.1, XP_013611400.1	El007G338110
OG0008661	XP_013629976.1, XP_013611469.1	El007G338020
OG0008662	XP_013628930.1, XP_013608906.1	El007G337340
OG0008663	XP_013621457.1, XP_013613058.1	El007G337130, El007G337150
OG0008664	XP_013626415.1, XP_013612322.1	El007G337020
OG0008665	XP_013612505.1	El007G336610
OG0008666	XP_013618419.1, XP_013606930.1	El007G336500
OG0008667	XP_013609180.1, XP_013625347.1	El007G336490
OG0008668	XP_013610460.1, XP_013621602.1	El007G336040
OG0008669	XP_013611622.1, XP_013621991.1	El007G335770
OG0008670	XP_013630082.1, XP_013613016.1	El007G335750
OG0008671	XP_013629536.1, XP_013608228.1, XP_013618441.1	El007G335390
OG0008672	XP_013628293.1	El007G335200
OG0008673	XP_013621888.1	El007G335180
OG0008674	XP_013618238.1, XP_013607405.1	El007G334910
OG0008675	XP_013620571.1, XP_013612901.1	El007G334710
OG0008676	XP_013612066.1, XP_013621247.1	El007G334600
OG0008677	XP_013629074.1, XP_013613062.1	El007G334400
OG0008678	XP_013619531.1, XP_013627329.1	El007G333980
OG0008679	XP_013611784.1	El007G333690
OG0008680	XP_013614223.1, XP_013626068.1	El007G333520
OG0008681	XP_013611149.1, XP_013630349.1	El007G333510
OG0008682	XP_013597782.1, XP_013620894.1	El007G351680
OG0008683	XP_013620452.1, XP_013598618.1	El007G351280
OG0008684	XP_013618960.1, XP_013609397.1	El007G351260
OG0008685	XP_013630169.1, XP_013611980.1	El001G068400
OG0008686	XP_013620837.1, XP_013612172.1	El001G068420
OG0008687	XP_013611770.1, XP_013628827.1	El001G068630
OG0008688	XP_013618333.1, XP_013609155.1	El001G068670
OG0008689	XP_013618377.1, XP_013607416.1	El001G068690
OG0008690	XP_013619470.1, XP_013611070.1	El001G068750
OG0008691	XP_013620557.1, XP_013611564.1	El001G069160
OG0008692	XP_013607283.1, XP_013618618.1	El001G069180
OG0008693	XP_013611236.1, XP_013626016.1	El001G069330
OG0008694	XP_013606801.1, XP_013620696.1	El001G069560
OG0008695	XP_013629174.1, XP_013620977.1	El001G069700
OG0008696	XP_013616784.1	El002G131760, El001G069730
OG0008698	XP_013610253.1, XP_013620105.1	El001G070360
OG0008699	XP_013611865.1, XP_013620807.1	El001G071190
OG0008700	XP_013608961.1, XP_013625326.1	El001G071470
OG0008701	XP_013609189.1, XP_013627995.1	El001G071620
OG0008702	XP_013616536.1	El001G071870
OG0008703	XP_013613203.1, XP_013613113.1	El001G072160
OG0008704	XP_013612596.1, XP_013620272.1	El001G072360
OG0008705	XP_013606468.1	El001G072440
OG0008706	XP_013622295.1, XP_013615910.1, XP_013611566.1	El001G072740
OG0008707	XP_013616765.1, XP_013611209.1	El001G073050
OG0008708	XP_013612059.1, XP_013628581.1	El001G073100
OG0008709	XP_013620088.1, XP_013628228.1	El001G073330
OG0008710	XP_013610060.1, XP_013627206.1	El001G073560
OG0008711	XP_013609993.1, XP_013620320.1	El001G073850
OG0008712	XP_013621032.1, XP_013621026.1, XP_013630812.1	El001G073890
OG0008713	XP_013627149.1, XP_013613310.1	El001G074000
OG0008714	XP_013606854.1, XP_013618945.1	El001G074180
OG0008715	XP_013595442.1, XP_013639846.1	El003G169880
OG0008716	XP_013600821.1, XP_013586578.1	El003G169260
OG0008717	XP_013600916.1, XP_013638954.1	El003G169210
OG0008718	XP_013598249.1, XP_013589894.1	El003G169090
OG0008719	XP_013596071.1, XP_013585373.1	El003G169020
OG0008720	XP_013596098.1, XP_013583340.1	El003G169010
OG0008721	XP_013603830.1, XP_013605320.1	El003G168840
OG0008722	XP_013606638.1	El003G168580
OG0008723	XP_013623126.1	El003G167600
OG0008724	XP_013620720.1, XP_013612449.1	El007G363380
OG0008725	XP_013609022.1, XP_013595670.1	El003G167010
OG0008726	XP_013626299.1, XP_013600512.1	El003G166960
OG0008727	XP_013626529.1, XP_013627185.1	El003G166610
OG0008728	XP_013598945.1, XP_013597430.1	El003G166500
OG0008729	XP_013624705.1, XP_013624902.1, XP_013589644.1, XP_013633429.1, XP_013614950.1	El003G166390
OG0008730	XP_013597924.1, XP_013627807.1	El003G165850
OG0008731	XP_013595794.1, XP_013597934.1	El003G165800
OG0008732	XP_013627844.1, XP_013591480.1	El003G165620
OG0008733	XP_013603359.1	El003G165350
OG0008734	XP_013614740.1	El003G165040
OG0008736	XP_013622982.1, XP_013602410.1	El003G164600
OG0008737	XP_013623373.1, XP_013598303.1	El003G164090
OG0008738	XP_013593687.1	El003G162900
OG0008739	XP_013613335.1, XP_013615460.1	El001G006360
OG0008740	XP_013593823.1, XP_013616743.1	El003G162770
OG0008741	XP_013593537.1, XP_013626325.1	El003G162610
OG0008742	XP_013622981.1, XP_013585237.1	El003G162470
OG0008743	XP_013594075.1, XP_013639003.1	El003G162440
OG0008744	XP_013592926.1, XP_013604066.1	El003G162240
OG0008745	XP_013598846.1, XP_013603301.1	El003G161710
OG0008746	XP_013618258.1, XP_013614129.1	El004G222110
OG0008747	XP_013594018.1, XP_013597396.1	El003G161070
OG0008748	XP_013618085.1, XP_013610232.1	El001G009010
OG0008749	XP_013587103.1	El002G121400
OG0008750	XP_013587698.1	El002G122290
OG0008751	XP_013604291.1	El002G122620, El002G122630
OG0008752	XP_013600526.1, XP_013588719.1	El002G122930
OG0008753	XP_013588034.1, XP_013638213.1	El002G123410
OG0008754	XP_013587760.1, XP_013638450.1	El002G123860
OG0008755	XP_013601133.1, XP_013590035.1	El002G128110
OG0008756	XP_013592876.1, XP_013599587.1	El002G128070
OG0008757	XP_013593592.1, XP_013622115.1	El002G113240
OG0008758	XP_013605176.1, XP_013587791.1	El002G128750
OG0008759	XP_013593054.1, XP_013585734.1	El002G113560
OG0008760	XP_013622997.1, XP_013593239.1	El002G113920
OG0008761	XP_013587966.1, XP_013588121.1	El004G225630
OG0008762	XP_013596128.1, XP_013637811.1	El002G115130
OG0008763	XP_013626512.1, XP_013584462.1	El002G115170
OG0008764	XP_013628925.1, XP_013589361.1, XP_013585511.1	El002G115780
OG0008765	XP_013584275.1, XP_013595932.1	El002G117310
OG0008766	XP_013587582.1, XP_013599305.1	El002G117580
OG0008767	XP_013584271.1, XP_013618000.1	El002G117630
OG0008768	XP_013621588.1, XP_013587509.1	El002G118000
OG0008769	XP_013597638.1, XP_013626038.1	El003G146510
OG0008770	XP_013597597.1	El003G146460
OG0008771	XP_013639638.1	El003G146170
OG0008772	XP_013596950.1	El003G145710
OG0008773	XP_013593244.1, XP_013639744.1	El003G145440
OG0008774	XP_013625972.1	El003G145140
OG0008775	XP_013619206.1, XP_013597918.1	El003G145010
OG0008776	XP_013617200.1, XP_013593199.1	El003G144950
OG0008777	XP_013626576.1, XP_013588828.1	El003G144900
OG0008778	XP_013590948.1, XP_013627587.1	El003G144280
OG0008779	XP_013590589.1, XP_013629653.1	El003G144240
OG0008780	XP_013607731.1, XP_013629700.1	El003G143960
OG0008781	XP_013622376.1, XP_013590781.1	El003G143780
OG0008782	XP_013626908.1	El003G143760
OG0008783	XP_013622881.1, XP_013609129.1	El003G143470
OG0008784	XP_013629021.1, XP_013607255.1	El003G142740
OG0008785	XP_013598818.1, XP_013600842.1	El003G156510
OG0008786	XP_013624818.1, XP_013637205.1	El003G184150
OG0008787	XP_013590293.1, XP_013631000.1	El003G184610, El003G180800
OG0008788	XP_013588812.1, XP_013634838.1	El003G186850
OG0008789	XP_013634831.1	El002G122840, El006G285290
OG0008790	XP_013634514.1, XP_013634606.1	El003G188960
OG0008791	XP_013592950.1, XP_013583634.1	El002G117990
OG0008792	XP_013611096.1	El001G076600
OG0008793	XP_013585887.1	El002G119480
OG0008794	XP_013636527.1	El006G295370
OG0008795	XP_013627597.1	El001G009980
OG0008796	XP_013627080.1, XP_013635058.1	El006G297860
OG0008797	XP_013609705.1	El007G355240
OG0008798	XP_013614075.1, XP_013637467.1	El007G358070
OG0008799	XP_013610114.1, XP_013633797.1	El007G358000
OG0008800	XP_013628908.1, XP_013633614.1	El006G282610
OG0008801	XP_013595650.1	El007G355410, El007G355490
OG0008802	XP_013623432.1, XP_013616343.1	El001G008990
OG0008803	XP_013626914.1, XP_013621220.1	El001G007860
OG0008804	XP_013612255.1	El001G006880, El001G006820
OG0008805	XP_013608841.1	El001G006460
OG0008806	XP_013609714.1, XP_013617486.1	El001G006220
OG0008807	XP_013621326.1, XP_013630705.1	El001G006180
OG0008808	XP_013611842.1, XP_013621113.1	El001G006010
OG0008809	XP_013612766.1	El001G005150
OG0008810	XP_013621150.1, XP_013606297.1	El001G004780
OG0008811	XP_013606845.1	El001G004720
OG0008812	XP_013607128.1, XP_013598737.1	El007G360990
OG0008813	XP_013619572.1, XP_013596479.1	El007G361080
OG0008814	XP_013635164.1, XP_013596867.1	El007G361560
OG0008815	XP_013621610.1, XP_013613465.1	El007G362050
OG0008816	XP_013616033.1, XP_013606717.1	El007G363290
OG0008817	XP_013614850.1, XP_013621035.1	El007G364100
OG0008818	XP_013620300.1	El007G364160
OG0008819	XP_013598767.1, XP_013607215.1	El007G365670
OG0008820	XP_013593279.1, XP_013618275.1	El007G365730
OG0008821	XP_013597890.1, XP_013612115.1	El007G366000
OG0008822	XP_013598761.1, XP_013611124.1	El007G366870
OG0008823	XP_013597811.1, XP_013620444.1	El007G366880
OG0008824	XP_013637127.1, XP_013605444.1	El003G183350
OG0008825	XP_013637238.1, XP_013605657.1	El003G179660
OG0008826	XP_013632020.1	El003G178340
OG0008827	XP_013602461.1	El003G178180
OG0008828	XP_013605124.1	El008G368830, El003G177530
OG0008829	XP_013622356.1, XP_013598251.1	El005G267320
OG0008830	XP_013631275.1, XP_013623515.1	El003G175670
OG0008831	XP_013625414.1, XP_013631540.1	El003G175260
OG0008832	XP_013628852.1, XP_013636279.1	El003G175170
OG0008833	XP_013602147.1, XP_013592017.1	El003G174390
OG0008834	XP_013589226.1, XP_013603463.1	El003G173800, El003G173470
OG0008835	XP_013589253.1, XP_013591487.1	El003G173620
OG0008836	XP_013593081.1	El003G172870
OG0008837	XP_013598543.1, XP_013601667.1	El003G172790
OG0008838	XP_013635780.1, XP_013588255.1	El003G190790
OG0008839	XP_013637250.1	El003G192120, El001G011300
OG0008840	XP_013633867.1, XP_013588193.1	El003G191600
OG0008841	XP_013631711.1, XP_013587772.1	El003G192210
OG0008842	XP_013588563.1, XP_013633650.1	El003G192180
OG0008843	XP_013591389.1, XP_013632241.1	El003G193040
OG0008844	XP_013590472.1, XP_013634036.1	El003G193390
OG0008845	XP_013631452.1, XP_013589835.1	El003G193470
OG0008846	XP_013594079.1, XP_013599380.1	El006G279800
OG0008847	XP_013636726.1	El006G279850
OG0008848	XP_013637189.1	El006G279900
OG0008849	XP_013637286.1, XP_013636877.1	El006G281190
OG0008850	XP_013631662.1, XP_013637014.1	El006G281270
OG0008851	XP_013631111.1, XP_013637084.1	El006G281460
OG0008852	XP_013634450.1, XP_013634626.1	El006G281950
OG0008853	XP_013635678.1, XP_013636887.1	El006G282040
OG0008854	XP_013637317.1, XP_013631465.1	El006G282590
OG0008855	XP_013635009.1, XP_013635382.1	El006G283000
OG0008856	XP_013625920.1, XP_013633850.1	El006G283200
OG0008857	XP_013627636.1, XP_013634813.1	El006G283350
OG0008858	XP_013634221.1, XP_013635109.1	El006G283420
OG0008859	XP_013592524.1, XP_013602832.1	El001G031920
OG0008860	XP_013627167.1, XP_013634610.1	El006G284590
OG0008861	XP_013636829.1	El006G284760
OG0008862	XP_013635320.1	El006G284800
OG0008863	XP_013627297.1	El006G284810
OG0008864	XP_013632407.1, XP_013630354.1	El006G285010
OG0008865	XP_013625201.1, XP_013631227.1	El006G285570
OG0008866	XP_013634063.1, XP_013633559.1	El006G285830
OG0008867	XP_013600344.1, XP_013588337.1	El001G030680
OG0008868	XP_013637132.1	El001G045560, El006G286320
OG0008869	XP_013635312.1, XP_013636087.1	El006G286680
OG0008870	XP_013634765.1	El006G286720
OG0008871	XP_013632252.1, XP_013636086.1	El006G286750
OG0008872	XP_013628604.1	El001G069880
OG0008873	XP_013634980.1, XP_013634769.1	El006G287370
OG0008874	XP_013622280.1, XP_013631224.1	El006G287660
OG0008875	XP_013631187.1, XP_013634053.1	El006G287890
OG0008876	XP_013629511.1, XP_013631817.1	El006G287910
OG0008877	XP_013622354.1	El001G081520
OG0008878	XP_013628914.1	El001G081420, El001G044610
OG0008879	XP_013607017.1, XP_013621983.1	El001G081340
OG0008880	XP_013606422.1, XP_013618691.1	El001G081220
OG0008881	XP_013622628.1, XP_013619130.1	El001G080710
OG0008882	XP_013621425.1, XP_013621424.1, XP_013615944.1, XP_013609673.1	El001G080180
OG0008883	XP_013613158.1, XP_013623680.1	El001G079780
OG0008884	XP_013623610.1, XP_013607427.1	El001G079020
OG0008885	XP_013612809.1, XP_013621873.1	El001G078910
OG0008886	XP_013616742.1, XP_013616509.1, XP_013611681.1	El001G078740
OG0008887	XP_013618152.1, XP_013613343.1	El001G078410
OG0008888	XP_013620948.1, XP_013612228.1	El001G060950
OG0008889	XP_013616167.1, XP_013622231.1	El001G060580
OG0008890	XP_013610605.1, XP_013621103.1	El001G060520
OG0008891	XP_013611247.1, XP_013620389.1	El001G060450
OG0008892	XP_013618310.1	El001G060020
OG0008893	XP_013619207.1, XP_013625234.1	El001G059990
OG0008894	XP_013611245.1, XP_013622717.1	El001G060410
OG0008895	XP_013606501.1, XP_013616381.1	El001G059530
OG0008896	XP_013593744.1	El007G330060
OG0008897	XP_013622808.1, XP_013620325.1	El001G059100
OG0008898	XP_013612134.1, XP_013620324.1	El001G059080
OG0008899	XP_013621217.1, XP_013612486.1	El001G058840
OG0008900	XP_013621440.1, XP_013613291.1	El001G058770
OG0008901	XP_013628211.1, XP_013611154.1	El001G058710
OG0008902	XP_013629716.1, XP_013611264.1	El001G058550
OG0008903	XP_013618264.1, XP_013606979.1	El001G058170
OG0008904	XP_013610572.1, XP_013621286.1	El001G058120
OG0008905	XP_013615906.1, XP_013606185.1	El001G057460
OG0008906	XP_013610440.1, XP_013619257.1	El001G057160
OG0008907	XP_013611542.1, XP_013612417.1	El007G330220
OG0008908	XP_013621647.1	El007G330720
OG0008909	XP_013629941.1, XP_013606881.1	El007G326670
OG0008910	XP_013612288.1	El007G331000
OG0008911	XP_013612289.1, XP_013618950.1	El007G331010
OG0008912	XP_013623429.1	El007G331090
OG0008913	XP_013616540.1, XP_013607246.1	El007G331170
OG0008914	XP_013619741.1, XP_013610193.1	El007G331210
OG0008915	XP_013626374.1, XP_013609450.1	El007G332030
OG0008916	XP_013607261.1	El007G332130
OG0008917	XP_013616231.1	El007G331550
OG0008919	XP_013616407.1, XP_013612843.1	El007G332230
OG0008920	XP_013620711.1, XP_013611952.1	El007G332340
OG0008921	XP_013613306.1	El007G332390
OG0008922	XP_013609010.1, XP_013629998.1	El007G326780
OG0008923	XP_013611384.1, XP_013629027.1	El007G326720
OG0008924	XP_013602355.1, XP_013602389.1	El002G090940
OG0008925	XP_013621373.1, XP_013630741.1	El007G326600
OG0008926	XP_013611036.1	El007G326280
OG0008927	XP_013606401.1, XP_013629816.1	El007G326130
OG0008928	XP_013623318.1, XP_013610906.1	El007G325780
OG0008929	XP_013618626.1, XP_013626357.1	El007G325610
OG0008930	XP_013620183.1	El007G325260
OG0008931	XP_013628100.1, XP_013609091.1	El007G325150
OG0008932	XP_013613886.1, XP_013613606.1	El007G325130
OG0008933	XP_013627228.1, XP_013619085.1	El007G324070
OG0008934	XP_013610607.1, XP_013618850.1, XP_013602846.1	El007G323910
OG0008935	XP_013618142.1, XP_013598860.1	El007G323720
OG0008936	XP_013594755.1	El007G323560
OG0008937	XP_013607292.1, XP_013593881.1	El007G323160
OG0008938	XP_013596477.1, XP_013610348.1	El007G322960
OG0008939	XP_013598691.1	El007G322940
OG0008940	XP_013611703.1, XP_013593271.1	El007G322810
OG0008941	XP_013606511.1	El007G322590
OG0008942	XP_013599279.1, XP_013612587.1	El007G322510
OG0008943	XP_013608910.1, XP_013595583.1	El007G322490
OG0008944	XP_013598460.1	El007G322360
OG0008945	XP_013598363.1, XP_013618028.1	El007G322180
OG0008946	XP_013610631.1, XP_013618025.1	El007G321950
OG0008947	XP_013612716.1, XP_013629570.1	El001G000750
OG0008948	XP_013584540.1, XP_013600590.1	El002G082950
OG0008949	XP_013611306.1, XP_013622257.1	El001G000500
OG0008950	XP_013627339.1, XP_013619616.1	El001G000400
OG0008951	XP_013620693.1, XP_013609907.1	El001G000360
OG0008952	XP_013611290.1, XP_013625328.1	El001G000960
OG0008953	XP_013611708.1	El001G001300
OG0008954	XP_013608730.1, XP_013625364.1	El001G001570
OG0008955	XP_013606888.1, XP_013623161.1	El001G002340
OG0008956	XP_013626165.1	El006G313510
OG0008957	XP_013619646.1, XP_013627777.1	El001G002790
OG0008958	XP_013609822.1, XP_013620703.1	El001G003330
OG0008959	XP_013607199.1	El001G003430
OG0008960	XP_013619777.1, XP_013613057.1	El001G003770
OG0008961	XP_013615641.1, XP_013612688.1	El001G003790
OG0008962	XP_013634748.1, XP_013632574.1	El006G298600
OG0008963	XP_013593019.1, XP_013616176.1	El007G359760
OG0008964	XP_013618698.1, XP_013607345.1	El007G359740
OG0008965	XP_013593115.1	El007G359220, El003G162370
OG0008966	XP_013596929.1, XP_013609850.1	El007G359190
OG0008967	XP_013633633.1, XP_013622120.1	El006G298670
OG0008968	XP_013633983.1	El006G298880, El006G297470, El006G297280
OG0008969	XP_013631379.1, XP_013622116.1	El006G298760
OG0008970	XP_013631798.1, XP_013630273.1	El006G299210
OG0008971	XP_013629996.1	El006G299150
OG0008972	XP_013633612.1	El006G299550
OG0008973	XP_013635629.1, XP_013627842.1	El006G299590
OG0008974	XP_013633942.1, XP_013633996.1	El006G299620
OG0008975	XP_013598307.1	El002G121760, El002G141570
OG0008977	XP_013633517.1, XP_013625136.1	El006G301010
OG0008978	XP_013637009.1, XP_013636652.1	El006G301160
OG0008979	XP_013622051.1	El006G301390
OG0008980	XP_013632038.1	El006G301700
OG0008981	XP_013634953.1, XP_013632071.1	El006G301940
OG0008982	XP_013633741.1	El006G302410, El002G090440
OG0008983	XP_013625294.1	El006G302450, El006G302480
OG0008984	XP_013630593.1, XP_013631712.1	El006G303650
OG0008985	XP_013636977.1, XP_013633897.1	El006G304170
OG0008986	XP_013634911.1	El006G304190
OG0008987	XP_013631062.1, XP_013615198.1	El006G304370
OG0008988	XP_013634468.1, XP_013637387.1	El006G304400
OG0008989	XP_013632149.1, XP_013630973.1	El006G304900
OG0008990	XP_013637309.1, XP_013627905.1	El006G304940
OG0008991	XP_013636794.1, XP_013630843.1	El006G305300
OG0008992	XP_013631789.1, XP_013631680.1	El006G305450
OG0008993	XP_013632090.1, XP_013631402.1	El006G305720
