Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0006831	XP_013635938.1, XP_013635988.1	As012G288890, As005G098650
OG0006832	XP_013620282.1	As005G099380
OG0006833	XP_013625761.1, XP_013637153.1	As005G099490
OG0006834	YP_004927495.1	As005G100190
OG0006835	XP_013631260.1, XP_013636158.1	As005G100210
OG0006836	XP_013633906.1, XP_013631726.1	As005G100340
OG0006837	XP_013626447.1, XP_013637136.1	As005G100720
OG0006838	XP_013634948.1, XP_013627004.1	As005G100810
OG0006839	XP_013631094.1, XP_013633715.1	As005G101060
OG0006840	XP_013631890.1, XP_013633593.1	As005G101110
OG0006841	XP_013635972.1, XP_013634710.1	As005G101240
OG0006842	XP_013632041.1, XP_013628909.1	As005G101380
OG0006843	XP_013622463.1, XP_013631253.1, XP_013596105.1	As005G101400
OG0006844	XP_013634415.1, XP_013634379.1	As005G101700
OG0006845	XP_013636618.1, XP_013631318.1	As005G102320, As012G286240
OG0006846	XP_013633459.1	As005G104040
OG0006847	XP_013631313.1, XP_013626201.1	As005G104180
OG0006848	XP_013632120.1, XP_013631687.1	As005G104510
OG0006849	XP_013631414.1, XP_013631497.1	As005G104560
OG0006850	XP_013636082.1, XP_013631093.1	As005G104900
OG0006851	XP_013632174.1, XP_013633734.1	As005G105250
OG0006852	XP_013635075.1	As005G105510
OG0006853	XP_013637379.1, XP_013629510.1	As005G106170
OG0006854	XP_013610686.1, XP_013627559.1	As005G107190
OG0006855	XP_013609799.1	As005G107380
OG0006856	XP_013609578.1, XP_013625612.1, XP_013618455.1	As005G107520
OG0006857	XP_013609001.1, XP_013625919.1	As005G107530
OG0006858	XP_013621313.1	As005G107980
OG0006859	XP_013618949.1, XP_013623652.1, XP_013606415.1	As005G108040
OG0006860	XP_013625253.1, XP_013611498.1	As005G108130
OG0006861	XP_013618629.1, XP_013608819.1, XP_013628235.1	As005G108230
OG0006862	XP_013614445.1, XP_013623803.1, XP_013606314.1	As005G108860
OG0006863	XP_013613137.1, XP_013611683.1	As005G108890
OG0006864	XP_013627923.1, XP_013585289.1	As005G109710
OG0006865	XP_013621099.1, XP_013611112.1	As007G179320, As005G110070
OG0006866	XP_013619610.1, XP_013609922.1	As005G110630
OG0006867	XP_013618292.1, XP_013625452.1	As005G110650
OG0006868	XP_013623705.1, XP_013614933.1	As005G111390
OG0006869	XP_013623828.1, XP_013611495.1	As005G111480
OG0006870	XP_013626669.1, XP_013609806.1	As005G112320, As005G112310
OG0006871	XP_013609198.1, XP_013620480.1	As010G226880, As005G112370
OG0006872	XP_013620291.1, XP_013620289.1, XP_013611093.1	As005G112470, As005G112460
OG0006873	XP_013611155.1, XP_013628212.1	As005G112970
OG0006874	XP_013618505.1, XP_013608737.1, XP_013630047.1	As005G113160
OG0006875	XP_013614224.1, XP_013630609.1	As005G113830, As010G225760
OG0006876	XP_013609470.1, XP_013618778.1, XP_013630122.1	As005G114080, As006G129840
OG0006877	XP_013590067.1, XP_013622208.1, XP_013609003.1	As005G114340
OG0006878	XP_013616152.1, XP_013606977.1	As006G145260, As005G114640
OG0006879	XP_013626246.1	As005G114810
OG0006880	XP_013616062.1, XP_013622048.1	As005G116100
OG0006881	XP_013630002.1, XP_013620870.1	As005G116730
OG0006882	XP_013621401.1, XP_013622505.1	As005G116740
OG0006883	XP_013621303.1, XP_013629768.1	As005G116950
OG0006884	XP_013622668.1, XP_013618321.1	As005G117040
OG0006885	XP_013623009.1, XP_013618815.1	As005G117230
OG0006886	XP_013629636.1, XP_013612678.1	As005G117300
OG0006887	XP_013630305.1, XP_013616061.1	As005G117450
OG0006888	XP_013618795.1, XP_013630734.1	As005G117460
OG0006889	XP_013619577.1, XP_013609911.1	As005G117810
OG0006890	XP_013619857.1, XP_013624405.1	As005G117940
OG0006891	XP_013608938.1, XP_013623003.1	As005G118110
OG0006892	XP_013613628.1, XP_013623621.1	As005G118180
OG0006893	XP_013613631.1, XP_013610367.1, XP_013624399.1	As005G118440
OG0006894	XP_013612082.1, XP_013628398.1	As005G118600
OG0006895	XP_013621155.1, XP_013628302.1	As005G119140
OG0006896	XP_013612677.1, XP_013593021.1	As005G119180
OG0006897	XP_013597621.1, XP_013615073.1, XP_013609606.1	As005G119280
OG0006898	XP_013616248.1, XP_013588001.1	As010G229390, As005G120090
OG0006899	XP_013618617.1, XP_013609020.1	As005G120400
OG0006900	XP_013612091.1, XP_013616386.1	As005G120470
OG0006901	XP_013613588.1, XP_013607034.1	As005G120500
OG0006902	XP_013611182.1, XP_013603412.1	As006G121020
OG0006903	XP_013606689.1	As006G121180, As009G214500
OG0006904	XP_013620120.1, XP_013628269.1	As006G121280
OG0006905	XP_013628085.1, XP_013611050.1	As008G199070, As006G121520
OG0006906	XP_013626331.1, XP_013619800.1	As006G121980
OG0006907	XP_013612362.1, XP_013629931.1	As006G122240
OG0006908	XP_013605204.1, XP_013585622.1	As008G198460
OG0006909	XP_013630645.1	As006G122930
OG0006910	XP_013630651.1, XP_013616132.1	As006G123720
OG0006911	XP_013625849.1, XP_013607400.1	As006G123770
OG0006912	XP_013623316.1	As006G123870
OG0006913	XP_013608628.1, XP_013629034.1	As006G124040
OG0006914	XP_013602831.1	As008G196910, As006G124250
OG0006915	XP_013621479.1, XP_013597936.1	As006G124580
OG0006916	XP_013599345.1, XP_013608575.1	As006G124640
OG0006917	XP_013607336.1, XP_013616670.1	As006G124750
OG0006918	XP_013637063.1	As008G196090
OG0006918	XP_013629861.1	As006G125360
OG0006919	XP_013636696.1, XP_013634537.1	As008G195830
OG0006920	XP_013635289.1	As006G125740
OG0006922	XP_013621935.1, XP_013635431.1	As006G125820
OG0006923	XP_013631594.1, XP_013621936.1	As006G125830
OG0006924	XP_013631103.1, XP_013636127.1	As008G195570, As006G125950
OG0006925	XP_013631653.1, XP_013633562.1	As006G126260
OG0006926	XP_013626947.1, XP_013634909.1, XP_013634644.1	As006G126300
OG0006927	XP_013631994.1	As006G126360
OG0006928	XP_013635225.1, XP_013633345.1	As006G126460
OG0006929	XP_013622377.1, XP_013631425.1	As006G126940
OG0006930	XP_013637460.1, XP_013637126.1	As006G126960
OG0006931	XP_013628158.1, XP_013633579.1	As006G127100
OG0006932	XP_013630700.1, XP_013636723.1	As006G127640
OG0006933	XP_013637522.1, XP_013629100.1	As006G127900
OG0006934	XP_013636512.1	As006G128040
OG0006935	XP_013622472.1, XP_013632182.1	As006G128160
OG0006936	XP_013604592.1, XP_013586185.1	As006G128190
OG0006937	XP_013635070.1, XP_013635178.1	As006G128370
OG0006938	XP_013636380.1, XP_013634417.1	As006G128420
OG0006939	XP_013632677.1	As006G128720
OG0006940	XP_013633834.1, XP_013633853.1	As006G129170, As006G129150
OG0006941	XP_013634779.1, XP_013614503.1, XP_013626159.1	As006G129350
OG0006942	XP_013635319.1, XP_013635190.1	As006G129530
OG0006943	XP_013631232.1, XP_013623273.1	As006G129700
OG0006944	XP_013631578.1, XP_013630559.1	As006G129870
OG0006945	XP_013622343.1, XP_013630913.1	As006G130520
OG0006946	XP_013631351.1, XP_013626245.1	As006G130590
OG0006947	XP_013614417.1, XP_013635055.1	As006G130660
OG0006948	XP_013632009.1, XP_013625896.1	As006G130830
OG0006949	XP_013637637.1, XP_013636787.1	As006G130910
OG0006950	XP_013636649.1, XP_013604286.1	As006G131860
OG0006951	XP_013636805.1, XP_013604828.1	As006G131980
OG0006952	XP_013635908.1, XP_013625362.1	As006G132060
OG0006953	XP_013587130.1	As006G132730
OG0006954	XP_013593587.1, XP_013635834.1	As006G134110
OG0006955	XP_013597510.1, XP_013599554.1	As006G134400
OG0006956	XP_013584051.1, XP_013583877.1, XP_013629480.1	As006G134760
OG0006957	XP_013585999.1, XP_013628531.1	As006G134930
OG0006958	XP_013638723.1, XP_013588911.1	As006G134980
OG0006959	XP_013638773.1, XP_013623501.1	As006G135150
OG0006960	XP_013587530.1, XP_013633623.1	As006G135590
OG0006961	XP_013633294.1, XP_013630062.1	As006G135660
OG0006962	XP_013622559.1	As006G135850
OG0006963	XP_013584996.1, XP_013627603.1, XP_013635384.1	As006G135990
OG0006964	XP_013637681.1, XP_013631651.1	As006G136070
OG0006965	XP_013637778.1, XP_013625244.1	As006G136660
OG0006966	XP_013630191.1	As006G136820
OG0006967	XP_013612246.1, XP_013622859.1	As006G136960
OG0006968	XP_013621348.1, XP_013638142.1	As006G137300
OG0006969	XP_013627750.1, XP_013585250.1	As006G137460
OG0006970	XP_013622086.1, XP_013587401.1	As006G137560
OG0006971	XP_013584434.1, XP_013586458.1	As006G137740, As009G207040
OG0006972	XP_013627359.1, XP_013638232.1	As006G138010
OG0006973	XP_013585909.1	As006G138160
OG0006974	XP_013584377.1, XP_013586202.1	As006G138620
OG0006975	XP_013608639.1, XP_013584404.1	As006G138800
OG0006976	XP_013584710.1, XP_013635131.1	As006G139480
OG0006977	XP_013583351.1, XP_013638755.1	As006G139490
OG0006978	XP_013625926.1, XP_013588968.1, XP_013583853.1	As006G139580
OG0006979	XP_013623103.1	As006G139790
OG0006980	XP_013622384.1, XP_013638516.1	As006G139840
OG0006981	XP_013612655.1, XP_013621868.1	As009G204370, As006G140050
OG0006982	XP_013590246.1, XP_013627030.1	As006G140420
OG0006983	XP_013622976.1, XP_013636973.1	As006G140440
OG0006984	XP_013587321.1, XP_013623367.1, XP_013620188.1	As006G140680
OG0006985	XP_013620857.1, XP_013585743.1, XP_013624145.1	As006G140850
OG0006986	XP_013585387.1, XP_013624148.1, XP_013623017.1	As006G141150
OG0006987	XP_013618780.1, XP_013587146.1	As006G141530
OG0006988	XP_013584078.1, XP_013617701.1, XP_013615519.1	As006G142260
OG0006989	XP_013633919.1, XP_013626148.1	As006G142740
OG0006990	XP_013633782.1, XP_013633753.1	As006G142830
OG0006991	XP_013629120.1, XP_013636865.1	As006G142920
OG0006992	XP_013623700.1, XP_013633688.1	As006G143200
OG0006993	XP_013622183.1, XP_013631286.1	As006G143280
OG0006994	XP_013634095.1, XP_013625334.1	As006G143430
OG0006995	XP_013633422.1	As006G143770
OG0006996	XP_013632471.1	As006G143830
OG0006997	XP_013631295.1, XP_013621883.1	As006G144250
OG0006998	XP_013634889.1, XP_013623964.1	As006G144300
OG0006999	XP_013635614.1, XP_013625203.1	As006G144340
OG0007000	XP_013637346.1, XP_013622936.1	As006G144350
OG0007001	XP_013637580.1, XP_013622131.1	As006G144420
OG0007002	XP_013633824.1, XP_013626800.1	As006G144450
OG0007003	XP_013635023.1, XP_013634307.1	As006G144600
OG0007004	XP_013614625.1, XP_013634346.1	As006G144630
OG0007005	XP_013630972.1, XP_013631832.1	As012G276150, As006G144710
OG0007006	XP_013632062.1, XP_013632438.1	As006G144820
OG0007007	XP_013631376.1	As006G145050
OG0007008	XP_013622802.1, XP_013631013.1	As006G145730
OG0007009	XP_013626567.1, XP_013633663.1	As006G145910
OG0007010	XP_013630874.1, XP_013634850.1	As006G146000, As006G145980, As006G146010
OG0007011	XP_013622926.1, XP_013634500.1	As006G146070
OG0007012	XP_013635243.1, XP_013635180.1	As006G146180
OG0007013	XP_013626056.1, XP_013633883.1	As006G146970
OG0007014	XP_013637438.1, XP_013637128.1	As006G147100
OG0007015	XP_013625083.1, XP_013634670.1	As006G148290
OG0007016	XP_013639249.1, XP_013602529.1	As007G152300
OG0007017	XP_013620862.1, XP_013591711.1	As007G152320
OG0007018	XP_013639251.1, XP_013587139.1, XP_013602597.1	As007G152820
OG0007019	XP_013636485.1	As007G152840
OG0007020	XP_013586868.1, XP_013602646.1	As007G153260
OG0007021	XP_013638179.1	As007G153310
OG0007022	XP_013586181.1, XP_013605376.1	As007G153530
OG0007023	XP_013618487.1, XP_013588430.1	As010G241460, As007G153710
OG0007024	XP_013600319.1, XP_013638435.1	As007G154030
OG0007025	XP_013587053.1	As007G154110, As007G154050
OG0007026	XP_013605931.1, XP_013613973.1	As007G154310
OG0007027	XP_013603727.1, XP_013603420.1	As007G154400
OG0007028	XP_013602073.1, XP_013638867.1	As007G155040
OG0007029	XP_013638885.1, XP_013599651.1	As007G155400
OG0007030	XP_013599652.1, XP_013605423.1	As007G155410
OG0007031	XP_013605109.1, XP_013600333.1	As007G155580
OG0007032	XP_013605108.1, XP_013586633.1	As007G155590
OG0007033	XP_013586512.1	As007G155860
OG0007034	XP_013601523.1, XP_013587448.1	As007G155960
OG0007035	XP_013605408.1, XP_013587603.1	As007G156760
OG0007036	XP_013585066.1, XP_013596184.1	As007G156930, As010G231390
OG0007037	XP_013587107.1	As007G157330
OG0007038	XP_013603642.1, XP_013638141.1	As007G157890
OG0007039	XP_013583613.1	As007G157990
OG0007040	XP_013597244.1, XP_013603581.1, XP_013584890.1	As007G158110
OG0007041	XP_013605402.1	As007G158120
OG0007042	XP_013590231.1, XP_013587821.1	As010G234650, As007G158750
OG0007043	XP_013597000.1, XP_013587101.1	As007G159580
OG0007044	XP_013592930.1	As007G159730
OG0007045	XP_013602956.1, XP_013583743.1	As007G159830, As010G233240
OG0007046	XP_013604920.1, XP_013587648.1	As007G160090
OG0007047	XP_013630095.1, XP_013586666.1	As007G161190
OG0007048	XP_013596999.1, XP_013584301.1, XP_013622481.1	As007G161740
OG0007049	XP_013625894.1, XP_013638297.1	As007G161880
OG0007050	XP_013603517.1, XP_013607403.1	As007G162770
OG0007051	XP_013599478.1, XP_013597818.1, XP_013599941.1	As007G163030
OG0007052	XP_013597149.1, XP_013599487.1	As007G163140
OG0007053	XP_013622941.1, XP_013606870.1	As007G164680
OG0007054	XP_013593866.1	As007G177630, As007G177120
OG0007055	XP_013634645.1, XP_013603036.1	As007G178080
OG0007057	XP_013636387.1, XP_013632309.1	As007G179500
OG0007058	XP_013600791.1, XP_013634578.1	As007G179940
OG0007059	XP_013635342.1, XP_013604016.1	As007G180460
OG0007060	XP_013622912.1, XP_013605406.1	As007G182010
OG0007061	XP_013621066.1, XP_013612889.1, XP_013593626.1	As007G182190
OG0007062	XP_013585127.1	As008G182850
OG0007063	XP_013603796.1, XP_013603406.1	As008G183210, As008G183220
OG0007064	XP_013605556.1, XP_013605012.1, XP_013584466.1	As008G183500
OG0007065	XP_013602786.1	As008G184150
OG0007066	XP_013601051.1, XP_013583602.1, XP_013585765.1	As008G184310
OG0007067	XP_013601054.1, XP_013602950.1	As008G184370
OG0007068	XP_013602077.1, XP_013600422.1, XP_013584044.1	As008G184760
OG0007069	XP_013599933.1, XP_013583874.1	As008G184820
OG0007070	XP_013605647.1, XP_013602118.1	As008G185510
OG0007071	XP_013589123.1, XP_013583940.1	As008G185780
OG0007072	XP_013600778.1, XP_013601930.1	As008G186290
OG0007073	XP_013601440.1, XP_013583501.1	As008G186320
OG0007074	XP_013587073.1, XP_013605813.1	As008G186540
OG0007075	XP_013585167.1, XP_013604045.1	As008G186560
OG0007076	XP_013586601.1	As008G187300
OG0007077	XP_013586576.1, XP_013599710.1	As008G187760
OG0007078	XP_013585675.1, XP_013602369.1	As008G188030
OG0007079	XP_013586564.1, XP_013605145.1	As008G188040
OG0007080	XP_013604201.1, XP_013585591.1	As008G188520
OG0007081	XP_013599466.1, XP_013586060.1	As008G189030
OG0007082	XP_013585596.1, XP_013605036.1	As008G189480
OG0007083	XP_013599634.1, XP_013587539.1	As008G191030
OG0007084	XP_013625202.1	As008G192230
OG0007085	XP_013638217.1	As008G192660
OG0007086	XP_013585958.1, XP_013605552.1	As008G192910
OG0007087	XP_013603469.1, XP_013584966.1	As008G192930
OG0007088	XP_013586735.1	As008G193230
OG0007089	XP_013616408.1, XP_013612224.1	As008G193280
OG0007090	XP_013638780.1	As008G193810
OG0007091	XP_013583928.1, XP_013600103.1, XP_013599531.1	As008G193950
OG0007092	XP_013584065.1, XP_013602452.1	As008G194130, As008G194120
OG0007093	XP_013605710.1, XP_013605711.1, XP_013605594.1	As008G194500
OG0007094	XP_013605323.1, XP_013590787.1	As008G195580
OG0007095	XP_013603311.1, XP_013638521.1	As008G195810
OG0007096	XP_013604065.1, XP_013639098.1, XP_013601889.1	As008G195920
OG0007097	XP_013602348.1, XP_013583980.1	As008G195990
OG0007098	XP_013584246.1	As008G196030
OG0007099	XP_013587165.1, XP_013600976.1	As008G196320
OG0007100	XP_013604043.1	As008G196750
OG0007101	XP_013603097.1, XP_013584177.1	As008G197010
OG0007102	XP_013604831.1, XP_013586609.1	As008G197520
OG0007103	XP_013603061.1, XP_013600962.1	As008G197540
OG0007104	XP_013602889.1, XP_013584788.1	As008G197590
OG0007105	XP_013602652.1, XP_013583843.1	As008G197600
OG0007106	XP_013638107.1, XP_013600183.1	As008G198770
OG0007107	XP_013594038.1, XP_013602347.1	As008G199340
OG0007108	XP_013591460.1, XP_013601914.1	As008G199480
OG0007109	XP_013626659.1, XP_013606207.1, XP_013616131.1	As009G200050
OG0007110	XP_013635711.1, XP_013610539.1, XP_013627652.1	As009G200070
OG0007111	XP_013612722.1, XP_013629852.1	As009G200090
OG0007112	XP_013611512.1, XP_013622047.1	As009G200190
OG0007113	XP_013632792.1, XP_013606202.1, XP_013630753.1	As009G200580
OG0007114	XP_013625514.1, XP_013608790.1	As009G201200
OG0007115	XP_013619074.1, XP_013614401.1	As009G201420
OG0007116	XP_013628170.1, XP_013619283.1	As009G201470
OG0007117	XP_013615949.1, XP_013625183.1	As009G202360
OG0007118	XP_013606214.1, XP_013621473.1	As009G202540
OG0007119	XP_013607265.1, XP_013618404.1	As009G202550
OG0007121	XP_013626927.1, XP_013610106.1	As009G203160
OG0007122	XP_013619663.1, XP_013610008.1, XP_013608410.1	As009G203260
OG0007123	XP_013630003.1, XP_013612526.1	As009G204540
OG0007124	XP_013630358.1, XP_013606054.1	As009G205050
OG0007125	XP_013608682.1, XP_013620961.1	As009G205370
OG0007126	XP_013596402.1	As009G205450
OG0007127	XP_013612799.1, XP_013593508.1	As009G205890
OG0007128	XP_013618588.1, XP_013612539.1	As009G206330
OG0007130	XP_013609292.1, XP_013595315.1	As009G207530
OG0007131	XP_013598300.1, XP_013609971.1	As009G208100
OG0007132	XP_013612214.1, XP_013596912.1	As009G208300
OG0007133	XP_013598687.1, XP_013621046.1	As009G209190
OG0007134	XP_013598852.1, XP_013610228.1	As009G209550
OG0007135	XP_013611741.1, XP_013625513.1	As009G210540
OG0007136	XP_013619808.1, XP_013611376.1	As009G211320
OG0007137	XP_013609988.1, XP_013629850.1	As009G211560
OG0007138	XP_013626387.1, XP_013610400.1	As009G211900
OG0007139	XP_013629338.1, XP_013612879.1	As009G212000
OG0007140	XP_013609545.1, XP_013612899.1	As009G212180
OG0007141	XP_013606012.1, XP_013625501.1	As009G212340
OG0007142	XP_013621198.1, XP_013629416.1	As009G213140
OG0007143	XP_013608812.1, XP_013608526.1, XP_013608525.1, XP_013625184.1	As009G214010
OG0007144	XP_013626899.1, XP_013611937.1	As009G214070
OG0007145	XP_013628259.1, XP_013611031.1	As009G214130
OG0007146	XP_013623340.1	As009G214570
OG0007147	XP_013607348.1	As009G214770
OG0007148	XP_013593984.1, XP_013610011.1	As009G214980
OG0007149	XP_013595600.1, XP_013609293.1	As009G215010
OG0007150	XP_013620798.1, XP_013615246.1, XP_013595352.1	As009G215080
OG0007151	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	As009G215570
OG0007152	XP_013596799.1, XP_013616479.1	As009G215590
OG0007153	XP_013598286.1	As009G215790
OG0007154	XP_013618288.1, XP_013598287.1	As009G215800
OG0007155	XP_013595933.1, XP_013618954.1	As009G216380
OG0007156	XP_013612963.1, XP_013593585.1	As009G216500
OG0007157	XP_013608759.1, XP_013596670.1	As009G216510
OG0007158	XP_013603538.1, XP_013622618.1	As010G222330, As009G216880
OG0007159	XP_013611957.1, XP_013620526.1	As009G216960
OG0007160	XP_013609082.1, XP_013595542.1	As009G217050
OG0007161	XP_013597843.1, XP_013606327.1	As009G217200
OG0007162	XP_013606328.1, XP_013597846.1	As009G217210
OG0007163	XP_013596934.1, XP_013609454.1	As009G217590
OG0007164	XP_013612979.1, XP_013598882.1	As009G217610
OG0007165	XP_013618814.1	As009G217670
OG0007166	XP_013598291.1	As009G217870
OG0007167	XP_013606298.1, XP_013598810.1	As009G218150
OG0007168	XP_013627888.1, XP_013619810.1	As009G218880
OG0007169	XP_013618915.1, XP_013626219.1	As009G218970
OG0007170	XP_013609188.1, XP_013630255.1	As009G219040
OG0007171	XP_013625359.1, XP_013609966.1	As009G219190
OG0007172	XP_013604325.1	As009G219270, As010G223100
OG0007173	XP_013623556.1, XP_013609034.1	As009G219390
OG0007174	XP_013612451.1, XP_013630628.1	As009G219640
OG0007175	XP_013603273.1, XP_013596593.1	As010G220670
OG0007176	XP_013603189.1, XP_013628809.1	As010G221470
OG0007177	XP_013624475.1	As010G221650
OG0007178	XP_013598170.1, XP_013604538.1	As010G223040
OG0007179	XP_013620383.1	As010G223220
