Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0006018	XP_013594240.1, XP_013592557.1	Ag003G266700, Ag003G265860
OG0006019	XP_013602157.1, XP_013631208.1	Ag006G524220
OG0006020	XP_013599998.1, XP_013593067.1	Ag003G263280, Ag003G263700
OG0006021	XP_013586221.1	Ag004G308270
OG0006022	XP_013622531.1, XP_013593137.1	Ag003G267990
OG0006023	XP_013598554.1, XP_013598986.1	Ag003G268270
OG0006025	XP_013623182.1, XP_013638085.1	Ag007G580880
OG0006026	XP_013626615.1, XP_013628125.1	Ag003G275840
OG0006027	XP_013606987.1, XP_013598536.1	Ag003G275460
OG0006028	XP_013598535.1, XP_013629753.1	Ag003G275430
OG0006029	XP_013608999.1	Ag005G419800
OG0006030	XP_013595808.1, XP_013625402.1, XP_013619600.1	Ag003G282380
OG0006031	XP_013590276.1, XP_013627509.1, XP_013597181.1	Ag003G282780
OG0006032	XP_013596630.1, XP_013623560.1	Ag003G282830
OG0006033	XP_013636602.1, XP_013611904.1	Ag008G712550
OG0006034	XP_013638904.1, XP_013604032.1	Ag007G579280
OG0006035	XP_013587706.1, XP_013613867.1	Ag007G578320
OG0006036	XP_013614877.1, XP_013638467.1	Ag007G578020
OG0006037	XP_013604262.1	Ag001G101150
OG0006038	XP_013586002.1, XP_013596220.1, XP_013596310.1	Ag001G101340
OG0006039	XP_013583435.1, XP_013595662.1	Ag001G101990
OG0006040	XP_013635825.1	Ag004G365040, Ag004G365580
OG0006041	XP_013613266.1, XP_013593065.1	Ag004G367850
OG0006043	XP_013605729.1	Ag004G371680
OG0006044	XP_013585039.1, XP_013603381.1	Ag004G312610
OG0006045	XP_013620533.1, XP_013598056.1	Ag008G658440, Ag012G741190
OG0006046	XP_013628136.1, XP_013593143.1	Ag001G074370, Ag004G348260
OG0006047	XP_013621087.1, XP_013614550.1	Ag008G658170, Ag012G740870
OG0006049	XP_013594041.1, XP_013607278.1	Ag002G171780
OG0006050	XP_013619204.1, XP_013635544.1, XP_013592648.1	Ag004G342820
OG0006051	XP_013607105.1, XP_013596001.1	Ag008G660890
OG0006052	XP_013618636.1	Ag006G565660
OG0006053	XP_013618188.1, XP_013593268.1	Ag001G001500
OG0006054	XP_013586905.1, XP_013605562.1	Ag004G317150
OG0006055	XP_013621586.1, XP_013598403.1	Ag008G665180
OG0006056	XP_013597632.1	Ag008G666940
OG0006059	XP_013593801.1, XP_013618139.1	Ag008G669160
OG0006060	XP_013621542.1, XP_013597825.1	Ag008G669420
OG0006061	XP_013595545.1, XP_013619301.1	Ag004G379780, Ag008G674030
OG0006062	XP_013606424.1, XP_013613454.1	Ag004G325410
OG0006063	XP_013594251.1	Ag005G414540
OG0006064	XP_013613302.1, XP_013618117.1	Ag008G672140
OG0006065	XP_013614467.1, XP_013595505.1	Ag007G619470
OG0006068	XP_013625654.1	Ag004G358200
OG0006069	XP_013613785.1, XP_013614941.1, XP_013592834.1	Ag004G360390
OG0006070	XP_013633102.1	Ag004G370230
OG0006071	XP_013606869.1, XP_013615333.1, XP_013606824.1	Ag004G401230
OG0006072	XP_013612842.1	Ag004G401210
OG0006073	XP_013605966.1, XP_013612598.1	Ag004G388820, Ag004G393750
OG0006074	XP_013621905.1, XP_013607175.1	Ag004G386480
OG0006075	XP_013606756.1, XP_013607027.1, XP_013614592.1	Ag004G382000
OG0006076	XP_013634674.1	Ag002G190210
OG0006077	XP_013626524.1, XP_013634229.1	Ag002G189530
OG0006078	XP_013637807.1	Ag005G477650, Ag005G476820
OG0006079	XP_013585762.1, XP_013629744.1, XP_013592849.1	Ag005G475700
OG0006080	XP_013583638.1	Ag005G474220
OG0006081	XP_013609081.1, XP_013618170.1	Ag006G504240
OG0006082	XP_013611477.1	Ag005G471190
OG0006084	XP_013628439.1	Ag008G699580
OG0006085	XP_013613704.1, XP_013622421.1	Ag002G192480, Ag008G676540
OG0006087	XP_013599780.1, XP_013598785.1	Ag007G585560
OG0006088	XP_013609436.1, XP_013618590.1	Ag008G684750
OG0006089	XP_013601070.1, XP_013595137.1, XP_013595136.1	Ag003G252850
OG0006090	XP_013611541.1, XP_013618230.1	Ag008G686980
OG0006091	XP_013614724.1	Ag008G658460, Ag012G741210
OG0006092	XP_013616650.1, XP_013608770.1	Ag008G687370
OG0006093	XP_013621545.1, XP_013612683.1	Ag008G688670, Ag008G689800
OG0006094	XP_013612044.1	Ag001G057850
OG0006095	XP_013611780.1, XP_013623483.1	Ag008G693380
OG0006096	XP_013630751.1, XP_013613238.1	Ag008G693600
OG0006097	XP_013608185.1, XP_013623874.1, XP_013617006.1	Ag008G694580
OG0006098	XP_013630071.1, XP_013621297.1	Ag008G696320
OG0006099	XP_013612635.1, XP_013616569.1	Ag008G700070
OG0006100	XP_013627204.1	Ag008G703220
OG0006101	XP_013610427.1, XP_013619303.1, XP_013627144.1	Ag008G703880
OG0006102	XP_013601487.1, XP_013602543.1, XP_013615735.1	Ag004G323000
OG0006103	XP_013606763.1, XP_013618394.1	Ag008G705100
OG0006104	XP_013604685.1	Ag002G169450, Ag004G318910
OG0006105	XP_013610489.1, XP_013619704.1	Ag008G705180
OG0006106	XP_013622702.1, XP_013612545.1	Ag007G609560, Ag006G545220
OG0006107	XP_013622185.1, XP_013613111.1	Ag007G609450
OG0006108	XP_013608836.1, XP_013621275.1, XP_013628724.1	Ag007G607490
OG0006109	XP_013620996.1, XP_013609929.1	Ag007G604520
OG0006112	XP_013620644.1, XP_013611571.1	Ag007G601770, Ag003G245840
OG0006113	XP_013622851.1, XP_013621570.1	Ag007G601180
OG0006114	XP_013608495.1, XP_013638509.1, XP_013622107.1	Ag007G600760
OG0006115	XP_013612583.1, XP_013612585.1	Ag007G600720
OG0006116	XP_013609260.1, XP_013626588.1	Ag007G600050
OG0006117	XP_013616384.1, XP_013626515.1	Ag008G726810
OG0006118	XP_013614705.1, XP_013615396.1	Ag006G577730
OG0006119	XP_013605663.1, XP_013615880.1	Ag006G577350
OG0006120	XP_013593248.1, XP_013603427.1	Ag003G218880, Ag006G576720
OG0006121	XP_013597019.1, XP_013589095.1	Ag006G576480
OG0006122	XP_013599182.1, XP_013607827.1	Ag006G575030
OG0006123	XP_013587690.1, XP_013627495.1	Ag006G574860, Ag006G574840
OG0006124	XP_013622123.1, XP_013597314.1, XP_013639751.1	Ag006G574380
OG0006125	XP_013597511.1, XP_013614948.1	Ag005G475680
OG0006126	XP_013635316.1, XP_013623675.1	Ag007G597780
OG0006127	XP_013608613.1, XP_013593746.1	Ag006G560890
OG0006128	XP_013599197.1, XP_013598343.1	Ag006G564020
OG0006129	XP_013627983.1, XP_013588080.1	Ag006G564510
OG0006130	XP_013599270.1, XP_013625837.1	Ag006G565960
OG0006131	XP_013596525.1, XP_013619199.1, XP_013587829.1	Ag006G555720
OG0006133	XP_013637787.1	Ag006G551000
OG0006134	XP_013618627.1, XP_013607013.1, XP_013593228.1	Ag006G548160, Ag006G546530
OG0006135	XP_013604891.1, XP_013597653.1	Ag006G546960, Ag006G542040
OG0006136	XP_013606231.1, XP_013597887.1	Ag006G542630, Ag006G544980
OG0006137	XP_013584104.1, XP_013595237.1	Ag006G543530, Ag006G544060
OG0006138	XP_013612425.1, XP_013621956.1	Ag002G147180
OG0006139	XP_013586074.1, XP_013591477.1	Ag006G539380, Ag006G536850
OG0006140	XP_013602160.1, XP_013589908.1	Ag006G533200
OG0006141	XP_013583990.1, XP_013590063.1	Ag006G531850
OG0006142	XP_013594084.1, XP_013636474.1	Ag007G585400
OG0006143	XP_013631534.1, XP_013628876.1	Ag002G198530
OG0006144	XP_013629582.1, XP_013586146.1	Ag007G583990
OG0006145	XP_013629289.1, XP_013613548.1, XP_013592996.1	Ag007G583770
OG0006146	XP_013589910.1, XP_013600124.1	Ag007G584360
OG0006147	XP_013622670.1, XP_013587634.1	Ag007G583200
OG0006148	XP_013584729.1	Ag007G586880, Ag004G377400
OG0006150	XP_013596832.1, XP_013627768.1, XP_013584975.1	Ag007G582250
OG0006151	XP_013638609.1, XP_013621724.1	Ag007G582210
OG0006152	XP_013586783.1, XP_013626259.1	Ag007G582140
OG0006153	XP_013627131.1, XP_013584942.1	Ag007G581050
OG0006155	XP_013638764.1	Ag007G580690
OG0006156	XP_013585906.1, XP_013635723.1	Ag007G580620
OG0006157	XP_013621762.1, XP_013597625.1	Ag003G286560
OG0006158	XP_013593037.1, XP_013630452.1	Ag003G289260
OG0006159	XP_013616461.1, XP_013596258.1	Ag003G290190, Ag004G367570
OG0006160	XP_013627200.1, XP_013622063.1	Ag003G291090
OG0006161	XP_013599332.1	Ag003G293240
OG0006162	XP_013588009.1, XP_013598445.1	Ag001G025430, Ag001G025420, Ag003G295100
OG0006163	XP_013629671.1, XP_013593673.1	Ag003G296640
OG0006164	XP_013636240.1	Ag007G645670
OG0006165	XP_013631641.1, XP_013633993.1	Ag007G647190
OG0006166	XP_013590499.1, XP_013633999.1	Ag003G259280, Ag007G647360
OG0006167	XP_013588533.1, XP_013583696.1	Ag005G484060
OG0006168	XP_013604033.1, XP_013597034.1, XP_013586974.1	Ag007G579310
OG0006169	XP_013585791.1, XP_013585929.1	Ag007G578940
OG0006170	XP_013623938.1, XP_013632181.1	Ag002G165950
OG0006171	XP_013630825.1	Ag009G736790, Ag002G151770
OG0006172	XP_013622028.1	Ag002G149800, Ag009G735220
OG0006175	XP_013606009.1	Ag005G460020
OG0006176	XP_013612518.1	Ag002G149160
OG0006177	XP_013622526.1, XP_013621143.1, XP_013612509.1	Ag002G147970
OG0006178	XP_013615345.1	Ag002G147450
OG0006178	XP_013610209.1	Ag002G144800
OG0006179	XP_013630793.1	Ag002G145420
OG0006181	XP_013611906.1	Ag002G143320
OG0006182	XP_013606932.1, XP_013627094.1	Ag002G144740
OG0006183	XP_013608863.1, XP_013625848.1	Ag002G141130
OG0006184	XP_013623658.1, XP_013606159.1	Ag002G140240
OG0006185	XP_013629639.1, XP_013621162.1, XP_013612523.1	Ag002G139680
OG0006186	XP_013606774.1	Ag002G131860
OG0006187	XP_013598951.1, XP_013621532.1	Ag001G026440, Ag004G338640
OG0006188	XP_013619503.1, XP_013597046.1	Ag002G103790
OG0006189	XP_013606617.1, XP_013593117.1	Ag002G108950, Ag002G112930
OG0006190	XP_013611802.1, XP_013593562.1	Ag002G112970, Ag002G108990
OG0006191	XP_013598653.1	Ag002G116580, Ag002G116560
OG0006192	XP_013620712.1, XP_013598123.1	Ag002G123760
OG0006193	XP_013585850.1, XP_013601937.1	Ag005G424170
OG0006194	XP_013604760.1, XP_013604589.1	Ag008G705490, Ag004G305320
OG0006195	XP_013600339.1	Ag006G500510
OG0006196	XP_013637108.1, XP_013614474.1	Ag001G039000
OG0006197	XP_013633738.1	Ag001G038210
OG0006198	XP_013616463.1	Ag001G036860
OG0006199	XP_013637414.1	Ag001G036740
OG0006200	XP_013635775.1, XP_013590911.1	Ag001G034380
OG0006201	XP_013601297.1, XP_013595048.1	Ag001G032990
OG0006202	XP_013634224.1	Ag002G190330
OG0006203	XP_013593816.1	Ag007G656370
OG0006204	XP_013625803.1, XP_013634155.1	Ag002G204430
OG0006205	XP_013636159.1, XP_013634338.1	Ag002G204280
OG0006206	XP_013631961.1, XP_013631979.1	Ag002G204250
OG0006207	XP_013626099.1, XP_013631794.1, XP_013636782.1	Ag002G203760
OG0006208	XP_013634715.1, XP_013633553.1	Ag002G203670
OG0006209	XP_013588917.1	Ag001G095280
OG0006210	XP_013636142.1	Ag005G449990
OG0006211	XP_013632435.1, XP_013635717.1	Ag002G201650
OG0006212	XP_013637547.1, XP_013636429.1	Ag002G201500
OG0006213	XP_013621967.1, XP_013632158.1	Ag002G201020, Ag002G200990
OG0006214	XP_013637218.1, XP_013637574.1	Ag002G200900, Ag002G126270
OG0006215	XP_013635084.1, XP_013634634.1, XP_013627332.1	Ag002G200190
OG0006217	XP_013629970.1, XP_013636821.1	Ag002G197910
OG0006218	XP_013625338.1, XP_013631664.1	Ag001G090440
OG0006219	XP_013635913.1, XP_013629150.1	Ag002G194750
OG0006220	XP_013631984.1, XP_013600089.1	Ag001G085110, Ag003G270780
OG0006221	XP_013605194.1, XP_013631031.1	Ag001G084320
OG0006222	XP_013634896.1, XP_013635205.1, XP_013621817.1	Ag002G191040
OG0006223	XP_013610158.1, XP_013626801.1, XP_013619736.1	Ag006G491650
OG0006224	XP_013622514.1, XP_013613177.1	Ag006G493260
OG0006225	XP_013620469.1, XP_013610513.1	Ag006G494020
OG0006226	XP_013608801.1, XP_013624633.1, XP_013620708.1	Ag007G612500, Ag007G619450
OG0006227	XP_013629469.1	Ag006G495870
OG0006228	XP_013620670.1, XP_013614446.1, XP_013611285.1	Ag006G497040
OG0006229	XP_013611989.1, XP_013628525.1, XP_013621117.1	Ag008G719110
OG0006230	XP_013618877.1, XP_013622612.1	Ag008G717760
OG0006231	XP_013627268.1, XP_013608792.1, XP_013616439.1	Ag008G717630
OG0006232	XP_013610222.1, XP_013619676.1, XP_013623518.1	Ag008G716240
OG0006233	XP_013630045.1	Ag008G716080
OG0006234	XP_013625490.1	Ag008G716010
OG0006235	XP_013613205.1, XP_013621262.1	Ag008G712380
OG0006236	XP_013628414.1	Ag008G711190
OG0006237	XP_013609316.1, XP_013634496.1	Ag006G503070
OG0006238	XP_013618409.1, XP_013627582.1	Ag006G495820, Ag006G495780, Ag008G707730
OG0006239	XP_013623846.1, XP_013608278.1, XP_013610356.1	Ag008G706920
OG0006240	XP_013626072.1, XP_013612754.1	Ag008G729050
OG0006241	XP_013618102.1	Ag008G729600, Ag008G729580
OG0006242	XP_013606008.1	Ag008G729640
OG0006243	XP_013621375.1, XP_013629676.1	Ag008G730550
OG0006244	XP_013609973.1	Ag005G418480
OG0006245	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1	Ag008G731630
OG0006246	XP_013610908.1, XP_013627254.1	Ag008G731670
OG0006247	XP_013613639.1, XP_013622099.1	Ag008G732800
OG0006248	XP_013630548.1	Ag008G733040
OG0006249	XP_013616541.1, XP_013628399.1	Ag008G733140
OG0006250	XP_013622137.1, XP_013618266.1	Ag008G733340
OG0006251	XP_013593008.1, XP_013612759.1	Ag001G100020
OG0006252	XP_013607266.1, XP_013618734.1	Ag001G099560
OG0006253	XP_013619585.1, XP_013610225.1	Ag006G519550
OG0006254	XP_013628617.1, XP_013611288.1	Ag006G516450
OG0006255	XP_013610495.1, XP_013614056.1	Ag006G514240
OG0006256	XP_013623623.1, XP_013610383.1	Ag006G512790
OG0006257	XP_013618602.1, XP_013625327.1	Ag006G511110
OG0006258	XP_013617443.1, XP_013612198.1, XP_013614537.1	Ag006G510030
OG0006259	XP_013615325.1, XP_013606000.1	Ag006G510010
OG0006260	XP_013614538.1, XP_013615331.1, XP_013611168.1	Ag006G509990
OG0006261	XP_013595411.1, XP_013608574.1	Ag007G587070
OG0006262	XP_013628562.1	Ag007G588110
OG0006263	XP_013635307.1, XP_013627458.1	Ag007G588520
OG0006264	XP_013631835.1, XP_013632218.1	Ag007G588660
OG0006265	XP_013628894.1, XP_013636170.1, XP_013631355.1	Ag007G589470
OG0006266	XP_013636044.1	Ag007G590460
OG0006267	XP_013631196.1, XP_013623267.1	Ag007G590620
OG0006268	XP_013634431.1, XP_013634333.1	Ag007G591520
OG0006270	XP_013635742.1, XP_013634676.1	Ag007G592500
OG0006271	XP_013631128.1, XP_013637106.1	Ag007G593710
OG0006272	XP_013631913.1, XP_013631122.1	Ag007G593750
OG0006273	XP_013633309.1	Ag003G261920
OG0006274	XP_013636138.1	Ag007G593860
OG0006275	XP_013635863.1, XP_013635511.1	Ag007G595720
OG0006276	XP_013634817.1, XP_013634582.1	Ag007G596600
OG0006277	XP_013596432.1, XP_013586412.1	Ag003G251350
OG0006278	XP_013585415.1, XP_013638970.1	Ag001G100280
OG0006279	XP_013622893.1, XP_013587309.1	Ag006G490700
OG0006280	XP_013626444.1, XP_013618302.1	Ag005G478750
OG0006281	XP_013620117.1, XP_013628124.1	Ag006G491150
OG0006282	XP_013600427.1	Ag007G581960
OG0006283	XP_013638720.1, XP_013637180.1	Ag005G490340
OG0006284	XP_013589673.1, XP_013587342.1	Ag005G405800, Ag005G490160, Ag005G490140
OG0006285	XP_013618376.1, XP_013611984.1	Ag007G619760, Ag007G619800
OG0006286	XP_013630743.1, XP_013586899.1	Ag005G487750
OG0006287	XP_013584167.1	Ag005G487310
OG0006288	XP_013591676.1, XP_013586754.1	Ag005G486890, Ag004G374100
OG0006289	XP_013630272.1, XP_013636004.1	Ag005G486460
OG0006290	XP_013584808.1, XP_013595919.1, XP_013623311.1	Ag005G485760
OG0006291	XP_013626404.1, XP_013586682.1	Ag005G483930
OG0006293	XP_013617342.1, XP_013628770.1, XP_013638338.1	Ag005G480500
OG0006294	XP_013593503.1, XP_013627539.1	Ag005G480250
OG0006295	XP_013636312.1, XP_013625779.1, XP_013632344.1	Ag002G187100
OG0006296	XP_013632343.1, XP_013630225.1, XP_013636302.1	Ag002G187090
OG0006297	XP_013630542.1, XP_013637002.1	Ag002G183150
OG0006298	XP_013634232.1, XP_013634925.1	Ag002G181910
OG0006299	XP_013634789.1	Ag002G180070
OG0006300	XP_013625588.1, XP_013634726.1	Ag002G178020
OG0006301	XP_013627212.1, XP_013627665.1	Ag002G164960
OG0006302	XP_013625212.1, XP_013633604.1	Ag002G166700
OG0006303	XP_013636064.1	Ag002G167420
OG0006305	XP_013607180.1, XP_013634248.1	Ag002G172590
OG0006306	XP_013635135.1, XP_013626823.1	Ag002G173960
OG0006307	XP_013630040.1, XP_013635360.1	Ag002G176400
OG0006308	XP_013586237.1, XP_013605860.1	Ag004G323920
OG0006309	XP_013604597.1, XP_013599648.1	Ag004G324640
OG0006310	XP_013604751.1, XP_013583258.1, XP_013586873.1	Ag004G325250
OG0006311	XP_013586869.1, XP_013604749.1	Ag004G325260
OG0006312	XP_013602085.1, XP_013583933.1	Ag004G325530
OG0006313	XP_013603791.1, XP_013585280.1, XP_013603995.1	Ag004G326050
OG0006314	XP_013586184.1, XP_013590983.1	Ag004G326320
OG0006315	XP_013638960.1, XP_013602838.1, XP_013603193.1	Ag004G328110
OG0006316	XP_013585241.1, XP_013603348.1, XP_013603901.1	Ag004G329680
OG0006318	XP_013602510.1, XP_013583583.1	Ag004G331800
OG0006319	XP_013639177.1	Ag001G076030
OG0006320	XP_013595372.1, XP_013587625.1	Ag004G334180
OG0006321	XP_013590013.1, XP_013590403.1	Ag003G221190
OG0006322	XP_013604079.1, XP_013598224.1, XP_013586583.1	Ag004G334860
OG0006323	XP_013584211.1, XP_013615152.1	Ag004G335120
OG0006324	XP_013605268.1, XP_013585492.1	Ag004G337420
OG0006325	XP_013638548.1	Ag004G340680, Ag004G340690, Ag004G340630
OG0006326	XP_013616468.1	Ag005G414360
OG0006327	XP_013593610.1, XP_013630284.1, XP_013587431.1	Ag003G245180
OG0006328	XP_013591644.1, XP_013626456.1, XP_013588791.1	Ag004G355620
OG0006330	XP_013629420.1, XP_013586506.1	Ag001G071330, Ag006G528620
OG0006331	XP_013625404.1, XP_013593944.1	Ag004G349850
OG0006332	XP_013623691.1, XP_013623735.1, XP_013585214.1	Ag006G528540
OG0006333	XP_013598598.1, XP_013605382.1	Ag007G602420
OG0006334	XP_013601844.1, XP_013598633.1	Ag007G607400
OG0006335	XP_013618315.1, XP_013599007.1	Ag006G531480
OG0006336	XP_013593845.1	Ag007G598550
OG0006337	XP_013598206.1, XP_013599679.1	Ag007G586200
OG0006339	XP_013636815.1, XP_013605752.1	Ag006G522780
OG0006340	XP_013599694.1, XP_013630717.1	Ag006G520950
OG0006341	XP_013600006.1	Ag004G322650
OG0006342	XP_013605845.1, XP_013604412.1	Ag004G321700
OG0006343	XP_013604415.1, XP_013638631.1	Ag004G321590
OG0006344	XP_013604845.1, XP_013584580.1, XP_013603081.1	Ag004G320700
OG0006345	XP_013617102.1, XP_013588757.1	Ag003G230840
OG0006346	XP_013605575.1, XP_013605856.1	Ag004G316160
OG0006347	XP_013599475.1, XP_013586282.1	Ag004G315940, Ag001G073650
OG0006349	XP_013583500.1, XP_013601928.1	Ag004G313470
OG0006350	XP_013584892.1, XP_013615681.1, XP_013585211.1	Ag004G307990
OG0006351	XP_013604869.1, XP_013587268.1	Ag004G310790
OG0006352	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1	Ag004G311260
OG0006353	XP_013605061.1, XP_013600281.1	Ag004G309100
OG0006355	XP_013585863.1	Ag004G307590, Ag004G306640
OG0006356	XP_013600112.1, XP_013587441.1	Ag004G306580
OG0006357	XP_013603268.1, XP_013603019.1, XP_013584752.1	Ag004G306110
OG0006358	XP_013602035.1, XP_013589290.1, XP_013602256.1	Ag004G305990
OG0006359	XP_013595330.1, XP_013603216.1, XP_013617889.1	Ag001G067450
OG0006360	XP_013605661.1, XP_013584850.1	Ag004G305380
OG0006361	XP_013603390.1, XP_013585036.1	Ag004G305250, Ag004G305240
OG0006362	XP_013605558.1, XP_013586837.1	Ag004G303440
OG0006363	XP_013602207.1, XP_013600775.1	Ag004G302010
OG0006364	XP_013584259.1, XP_013605391.1	Ag004G300670
OG0006365	XP_013605617.1, XP_013637694.1	Ag004G300700
OG0006367	XP_013638188.1, XP_013602017.1	Ag004G299180
OG0006368	XP_013629215.1, XP_013612907.1	Ag007G613430
OG0006370	XP_013607182.1, XP_013625855.1, XP_013616160.1	Ag007G618000
OG0006371	XP_013619246.1, XP_013627168.1, XP_013614400.1	Ag007G617580
OG0006372	XP_013628191.1	Ag007G621810
OG0006373	XP_013621550.1, XP_013613166.1, XP_013606095.1, XP_013614420.1	Ag007G623870
OG0006374	XP_013629906.1, XP_013609583.1	Ag007G625830, Ag007G626100
OG0006375	XP_013591719.1	Ag004G355380
OG0006376	XP_013620285.1, XP_013606425.1	Ag007G626560
OG0006377	XP_013627100.1, XP_013617150.1, XP_013619417.1	Ag007G627870
OG0006378	XP_013630196.1, XP_013616838.1	Ag007G630260
OG0006379	XP_013598268.1, XP_013612670.1, XP_013621089.1	Ag007G642750
OG0006380	XP_013605560.1, XP_013632026.1	Ag001G064490
OG0006381	XP_013612135.1	Ag006G505130
OG0006382	XP_013625674.1, XP_013620418.1	Ag006G503090
OG0006383	XP_013612724.1, XP_013620413.1	Ag006G502880
OG0006384	XP_013606600.1, XP_013618341.1, XP_013626381.1	Ag006G501920
OG0006385	XP_013606709.1	Ag006G519770, Ag003G276340
OG0006386	XP_013608799.1, XP_013621242.1, XP_013598471.1	Ag008G720490
OG0006387	XP_013598040.1, XP_013612391.1	Ag008G720990
OG0006388	XP_013637256.1, XP_013602178.1	Ag001G076060
OG0006389	XP_013613172.1, XP_013598521.1	Ag008G722360
OG0006390	XP_013619142.1	Ag008G722750
OG0006391	XP_013606747.1	Ag008G723290
OG0006392	XP_013618761.1, XP_013593088.1	Ag008G723400
OG0006393	XP_013607420.1	Ag008G723470
OG0006394	XP_013598330.1, XP_013611625.1	Ag008G725080
OG0006395	XP_013616587.1	Ag008G726180
OG0006396	XP_013620236.1, XP_013629123.1	Ag008G726790
OG0006397	XP_013610507.1, XP_013628122.1, XP_013619464.1	Ag008G727010
OG0006398	XP_013621797.1, XP_013610593.1	Ag008G727130
OG0006399	XP_013621690.1, XP_013625384.1	Ag008G727220
OG0006400	XP_013630604.1, XP_013613229.1	Ag008G727930
OG0006401	XP_013628571.1, XP_013613189.1	Ag008G728360
OG0006402	XP_013628572.1, XP_013618536.1	Ag008G728370
OG0006403	XP_013630629.1, XP_013621129.1	Ag008G706430
OG0006404	XP_013627159.1, XP_013619266.1, XP_013618711.1	Ag008G705800
OG0006405	XP_013595486.1, XP_013601996.1	Ag001G059500, Ag001G059300
OG0006406	XP_013602805.1, XP_013592914.1	Ag001G059600, Ag001G059420
OG0006407	XP_013605703.1, XP_013594162.1	Ag001G059710, Ag001G059460
OG0006408	XP_013598093.1, XP_013602922.1, XP_013620416.1	Ag001G058610
OG0006409	XP_013616833.1, XP_013604801.1	Ag008G690760
OG0006410	XP_013617675.1, XP_013623014.1, XP_013622103.1	Ag001G055530
OG0006411	XP_013628717.1	Ag001G050320, Ag010G740640
OG0006412	XP_013619864.1, XP_013591177.1, XP_013590288.1	Ag004G353050
OG0006413	XP_013629952.1, XP_013613815.1	Ag004G303140
