Orthogroup	Brassica_oleracea	Cardamine_amara
OG0007567	XP_013628369.1, XP_013638069.1	evm.model.RL_1.1135
OG0007568	XP_013583774.1, XP_013623430.1	evm.model.RL_1.1137
OG0007569	XP_013595734.1, XP_013620707.1	evm.model.RL_7.644, evm.model.RL_4.1094
OG0007570	XP_013629491.1, XP_013621096.1	evm.model.RL_8.1058
OG0007571	XP_013597689.1	evm.model.RL_4.120
OG0007572	XP_013602002.1, XP_013592426.1	evm.model.RL_5.2258
OG0007573	XP_013627372.1, XP_013619352.1	evm.model.RL_8.1174
OG0007574	XP_013627522.1, XP_013627716.1	evm.model.RL_8.1181
OG0007576	XP_013622791.1, XP_013618314.1	evm.model.RL_8.1189
OG0007577	XP_013617739.1, XP_013628818.1	evm.model.RL_2.2848
OG0007578	XP_013621176.1, XP_013626073.1	evm.model.RL_8.1342
OG0007579	XP_013606114.1	evm.model.RL_8.1425, evm.model.RL_8.1427
OG0007581	XP_013606570.1, XP_013620483.1	evm.model.RL_8.1408
OG0007582	XP_013620770.1, XP_013613185.1	evm.model.RL_8.1401.1.687c855b
OG0007583	XP_013610837.1	evm.model.RL_8.1398
OG0007584	XP_013627783.1, XP_013611292.1	evm.model.RL_8.1431.1.687c855b
OG0007585	XP_013623006.1, XP_013608644.1	evm.model.RL_8.1436
OG0007586	XP_013621672.1, XP_013609785.1	evm.model.RL_8.1503
OG0007587	XP_013619317.1, XP_013606976.1	evm.model.RL_8.1485
OG0007588	XP_013616374.1, XP_013606478.1	evm.model.RL_8.1530
OG0007589	XP_013626445.1, XP_013607323.1	evm.model.RL_8.1545
OG0007590	XP_013606913.1, XP_013626155.1	evm.model.RL_8.1584
OG0007591	XP_013619759.1, XP_013612557.1	evm.model.RL_8.1643
OG0007592	XP_013612637.1	evm.model.RL_8.1672
OG0007593	XP_013608218.1	evm.model.RL_8.1687
OG0007594	XP_013613988.1, XP_013607121.1	evm.model.RL_8.1697
OG0007595	XP_013603999.1, XP_013587317.1	evm.model.RL_5.1021
OG0007596	XP_013611576.1, XP_013620668.1	evm.model.RL_8.1763
OG0007597	XP_013619390.1, XP_013606727.1	evm.model.RL_8.1777
OG0007598	XP_013622022.1, XP_013606172.1	evm.model.RL_8.1779
OG0007599	XP_013606016.1, XP_013613292.1	evm.model.RL_8.1784
OG0007600	XP_013608757.1, XP_013616424.1	evm.model.RL_8.1815
OG0007601	XP_013610756.1, XP_013620009.1	evm.model.RL_8.1820
OG0007602	XP_013612908.1, XP_013621617.1	evm.model.RL_8.1841
OG0007603	XP_013619357.1, XP_013612749.1	evm.model.RL_8.1855
OG0007604	XP_013615914.1, XP_013611392.1	evm.model.RL_8.1891
OG0007605	XP_013617887.1, XP_013612538.1	evm.model.RL_4.1040
OG0007606	XP_013611612.1, XP_013620238.1	evm.model.RL_4.2285
OG0007607	XP_013610217.1, XP_013626913.1	evm.model.RL_4.2310
OG0007608	XP_013609964.1	evm.model.RL_4.2316
OG0007609	XP_013605985.1, XP_013630224.1	evm.model.RL_4.2320
OG0007610	XP_013626103.1, XP_013606014.1	evm.model.RL_4.2330
OG0007611	XP_013620558.1, XP_013607375.1	evm.model.RL_4.2346
OG0007612	XP_013619105.1	evm.model.RL_4.2358
OG0007613	XP_013611488.1, XP_013629064.1	evm.model.RL_4.2374
OG0007614	XP_013625182.1	evm.model.RL_4.2381
OG0007615	XP_013626618.1, XP_013610127.1	evm.model.RL_4.2394
OG0007616	XP_013622633.1, XP_013616334.1	evm.model.RL_4.2407
OG0007617	XP_013623326.1, XP_013606803.1	evm.model.RL_4.2442
OG0007618	XP_013609172.1	evm.model.RL_4.2444
OG0007619	XP_013612355.1	evm.model.RL_4.2464
OG0007620	XP_013609123.1	evm.model.RL_4.2484
OG0007621	XP_013611910.1	evm.model.RL_4.2521.1.687c86da
OG0007622	XP_013610218.1, XP_013618942.1	evm.model.RL_4.2660
OG0007623	XP_013629315.1, XP_013611208.1	evm.model.RL_4.2677
OG0007624	XP_013626621.1, XP_013611481.1	evm.model.RL_4.2687
OG0007625	XP_013629567.1, XP_013609859.1	evm.model.RL_4.2694
OG0007626	XP_013625634.1, XP_013612992.1	evm.model.RL_4.2732
OG0007627	XP_013622922.1, XP_013606136.1	evm.model.RL_4.2736
OG0007628	XP_013626176.1, XP_013621049.1	evm.model.RL_4.2762.2.687c86db
OG0007629	XP_013606944.1, XP_013622218.1	evm.model.RL_4.2819
OG0007630	XP_013622352.1, XP_013612966.1	evm.model.RL_4.2824
OG0007631	XP_013587551.1	evm.model.RL_2.1294
OG0007632	XP_013597532.1, XP_013604423.1	evm.model.RL_2.1334
OG0007633	XP_013603814.1, XP_013605318.1	evm.model.RL_2.1352
OG0007634	XP_013618779.1, XP_013592946.1	evm.model.RL_2.1357.6.687c86e2
OG0007635	XP_013600314.1, XP_013593515.1	evm.model.RL_2.1362
OG0007637	XP_013611539.1	evm.model.RL_8.497
OG0007638	XP_013597106.1, XP_013593572.1	evm.model.RL_2.1446
OG0007639	XP_013597274.1	evm.model.RL_2.1454
OG0007640	XP_013622155.1, XP_013604963.1	evm.model.RL_2.1476
OG0007641	XP_013598561.1, XP_013591310.1	evm.model.RL_2.1496
OG0007642	XP_013597945.1, XP_013614142.1	evm.model.RL_2.1546
OG0007644	XP_013627926.1, XP_013619774.1, XP_013610581.1	evm.model.RL_8.2290
OG0007645	XP_013626828.1, XP_013602421.1	evm.model.RL_2.1587
OG0007646	XP_013628404.1, XP_013608064.1, XP_013608216.1	evm.model.RL_2.1605
OG0007647	XP_013609722.1, XP_013612620.1	evm.model.RL_8.417
OG0007648	XP_013599308.1, XP_013607763.1	evm.model.RL_2.1646
OG0007649	XP_013597903.1, XP_013604010.1	evm.model.RL_2.1673
OG0007650	XP_013627061.1, XP_013589140.1	evm.model.RL_2.1716
OG0007651	XP_013622665.1, XP_013601201.1	evm.model.RL_2.1721
OG0007652	XP_013589555.1, XP_013596680.1	evm.model.RL_2.1729
OG0007653	XP_013593374.1, XP_013632237.1	evm.model.RL_2.1736
OG0007654	XP_013630480.1, XP_013598454.1	evm.model.RL_2.1758
OG0007655	XP_013587279.1	evm.model.RL_2.1765
OG0007656	XP_013593596.1	evm.model.RL_2.1776
OG0007657	XP_013593540.1, XP_013634329.1	evm.model.RL_2.1795
OG0007659	XP_013593792.1	evm.model.RL_2.1814
OG0007661	XP_013616539.1, XP_013598127.1	evm.model.RL_2.1886
OG0007662	XP_013593765.1, XP_013599246.1	evm.model.RL_2.1908
OG0007663	XP_013591866.1, XP_013604806.1	evm.model.RL_5.2642
OG0007664	XP_013592909.1	evm.model.RL_5.2638
OG0007665	XP_013637736.1	evm.model.RL_5.2626
OG0007666	XP_013591479.1, XP_013605579.1	evm.model.RL_5.2571
OG0007667	XP_013584025.1, XP_013589803.1	evm.model.RL_5.2530, evm.model.RL_5.2528
OG0007668	XP_013600012.1, XP_013637463.1	evm.model.RL_5.2435
OG0007669	XP_013588682.1, XP_013599924.1	evm.model.RL_5.2323
OG0007670	XP_013638405.1, XP_013599779.1	evm.model.RL_5.2245
OG0007671	XP_013599787.1, XP_013586446.1	evm.model.RL_5.2267
OG0007672	XP_013638746.1, XP_013599578.1	evm.model.RL_5.2239
OG0007673	XP_013638654.1, XP_013625906.1	evm.model.RL_1.710
OG0007674	XP_013598795.1, XP_013613550.1	evm.model.RL_5.3086
OG0007675	XP_013585180.1, XP_013597236.1	evm.model.RL_5.3066
OG0007676	XP_013614888.1	evm.model.RL_6.395
OG0007677	XP_013585498.1, XP_013628720.1	evm.model.RL_5.3053
OG0007679	XP_013622254.1, XP_013594058.1	evm.model.RL_5.3005
OG0007680	XP_013624748.1, XP_013625102.1, XP_013585689.1	evm.model.RL_5.2943
OG0007681	XP_013628872.1, XP_013638361.1	evm.model.RL_5.2898
OG0007682	XP_013586976.1, XP_013598649.1	evm.model.RL_5.2865
OG0007683	XP_013596848.1	evm.model.RL_5.2863
OG0007684	XP_013594239.1, XP_013638161.1	evm.model.RL_5.2857
OG0007685	XP_013593000.1	evm.model.RL_2.3075
OG0007686	XP_013610375.1, XP_013626966.1	evm.model.RL_5.1994
OG0007687	XP_013617141.1, XP_013627895.1	evm.model.RL_2.3105
OG0007688	XP_013598033.1, XP_013638504.1	evm.model.RL_2.3121
OG0007689	XP_013598032.1	evm.model.RL_2.3125
OG0007690	XP_013596368.1, XP_013589684.1	evm.model.RL_2.3154
OG0007691	XP_013595760.1, XP_013625068.1	evm.model.RL_2.3171
OG0007693	XP_013584296.1, XP_013629099.1	evm.model.RL_2.3191
OG0007694	XP_013604448.1, XP_013626760.1	evm.model.RL_2.3218
OG0007695	XP_013604942.1, XP_013637595.1	evm.model.RL_6.238
OG0007696	XP_013595493.1, XP_013617634.1	evm.model.RL_2.3231
OG0007697	XP_013595574.1, XP_013636936.1, XP_013610244.1	evm.model.RL_2.3269
OG0007698	XP_013594030.1, XP_013630832.1	evm.model.RL_2.3279.2.687c86e8
OG0007699	XP_013638165.1, XP_013596376.1	evm.model.RL_2.3284
OG0007700	XP_013594025.1, XP_013621763.1	evm.model.RL_2.3285
OG0007701	XP_013601469.1	evm.model.RL_2.3298
OG0007702	XP_013629701.1	evm.model.RL_2.3317
OG0007703	XP_013622374.1, XP_013584527.1	evm.model.RL_2.3325
OG0007704	XP_013636630.1, XP_013595791.1	evm.model.RL_2.3350
OG0007705	XP_013626060.1, XP_013585873.1	evm.model.RL_2.3369
OG0007706	XP_013600822.1, XP_013598775.1	evm.model.RL_2.3386.1.687c86e9
OG0007707	XP_013598230.1, XP_013630829.1	evm.model.RL_2.3474
OG0007708	XP_013615293.1, XP_013615058.1	evm.model.RL_2.629
OG0007709	XP_013635066.1, XP_013634999.1	evm.model.RL_2.483
OG0007710	XP_013631532.1, XP_013635197.1	evm.model.RL_2.333
OG0007711	XP_013631102.1, XP_013634117.1	evm.model.RL_8.2522
OG0007712	XP_013636009.1, XP_013628306.1	evm.model.RL_6.1592
OG0007713	XP_013629583.1, XP_013636267.1	evm.model.RL_6.1600
OG0007714	XP_013602662.1, XP_013585984.1	evm.model.RL_5.878
OG0007715	XP_013585997.1	evm.model.RL_5.2816
OG0007716	XP_013613051.1, XP_013623157.1	evm.model.RL_3.490, evm.model.RL_4.1841
OG0007717	XP_013622094.1, XP_013631257.1	evm.model.RL_6.1612
OG0007718	XP_013635808.1, XP_013635638.1, XP_013635694.1	evm.model.RL_6.1608
OG0007719	XP_013630814.1, XP_013606417.1	evm.model.RL_8.822
OG0007720	XP_013630791.1, XP_013607378.1	evm.model.RL_8.863
OG0007721	XP_013623231.1	evm.model.RL_8.915
OG0007722	XP_013593759.1, XP_013611938.1	evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926
OG0007723	XP_013636944.1, XP_013632269.1	evm.model.RL_6.1507
OG0007724	XP_013634256.1	evm.model.RL_6.1793, evm.model.RL_6.1494
OG0007725	XP_013631127.1, XP_013631443.1	evm.model.RL_6.1483
OG0007726	XP_013623115.1, XP_013637217.1	evm.model.RL_6.1477
OG0007727	XP_013622353.1, XP_013637097.1	evm.model.RL_6.1476
OG0007728	XP_013634192.1, XP_013633643.1	evm.model.RL_6.1441
OG0007729	XP_013637511.1, XP_013630857.1	evm.model.RL_6.1435
OG0007730	XP_013612880.1, XP_013637191.1	evm.model.RL_4.620
OG0007731	XP_013627811.1, XP_013612508.1	evm.model.RL_8.748
OG0007732	XP_013627576.1, XP_013624552.1, XP_013615690.1	evm.model.RL_8.680
OG0007733	XP_013630142.1, XP_013611963.1	evm.model.RL_8.659
OG0007734	XP_013611767.1, XP_013622445.1	evm.model.RL_8.611
OG0007735	XP_013627667.1, XP_013610340.1, XP_013627455.1	evm.model.RL_8.545
OG0007736	XP_013606472.1	evm.model.RL_8.519
OG0007737	XP_013609954.1, XP_013623496.1	evm.model.RL_8.480
OG0007738	XP_013611284.1, XP_013630419.1	evm.model.RL_8.439
OG0007739	XP_013611343.1, XP_013625180.1	evm.model.RL_4.1653
OG0007740	XP_013625665.1, XP_013609532.1	evm.model.RL_8.428
OG0007741	XP_013593085.1	evm.model.RL_4.391
OG0007742	XP_013598348.1	evm.model.RL_4.339.3.687c86ce
OG0007743	XP_013595404.1, XP_013609049.1	evm.model.RL_4.297.1.687c86ce
OG0007744	XP_013596088.1, XP_013616627.1	evm.model.RL_4.277
OG0007745	XP_013620302.1	evm.model.RL_3.759
OG0007746	XP_013598835.1, XP_013616590.1	evm.model.RL_4.231
OG0007747	XP_013609433.1, XP_013595997.1	evm.model.RL_4.220
OG0007748	XP_013620181.1, XP_013596035.1	evm.model.RL_4.202
OG0007749	XP_013593052.1, XP_013616677.1	evm.model.RL_4.197
OG0007750	XP_013606148.1, XP_013618968.1	evm.model.RL_4.173
OG0007751	XP_013609546.1, XP_013619591.1	evm.model.RL_4.3081
OG0007752	XP_013617687.1, XP_013596941.1	evm.model.RL_4.168
OG0007753	XP_013596672.1, XP_013610538.1	evm.model.RL_4.157, evm.model.RL_4.159
OG0007754	XP_013607209.1, XP_013615089.1	evm.model.RL_4.106
OG0007755	XP_013618563.1	evm.model.RL_2.1137
OG0007756	XP_013602391.1, XP_013588050.1, XP_013633866.1	evm.model.RL_2.618
OG0007757	XP_013602420.1, XP_013636175.1	evm.model.RL_2.605
OG0007758	XP_013630100.1, XP_013603872.1	evm.model.RL_2.955
OG0007759	XP_013623041.1, XP_013595620.1	evm.model.RL_1.2397
OG0007760	XP_013625252.1, XP_013593725.1	evm.model.RL_1.2364
OG0007761	XP_013613641.1, XP_013637116.1	evm.model.RL_2.840
OG0007762	XP_013631998.1, XP_013600377.1	evm.model.RL_2.891
OG0007763	XP_013636278.1	evm.model.RL_2.953
OG0007765	XP_013587989.1, XP_013632036.1	evm.model.RL_2.98
OG0007766	XP_013633712.1, XP_013590438.1	evm.model.RL_2.172
OG0007767	XP_013633725.1, XP_013590026.1	evm.model.RL_2.194
OG0007769	XP_013625213.1, XP_013631258.1	evm.model.RL_6.2935
OG0007770	XP_013634680.1, XP_013629016.1	evm.model.RL_6.2923
OG0007771	XP_013633677.1, XP_013634703.1	evm.model.RL_6.2918
OG0007772	XP_013631928.1, XP_013622604.1	evm.model.RL_6.2888
OG0007773	XP_013634028.1, XP_013636457.1	evm.model.RL_6.2880
OG0007774	XP_013614364.1	evm.model.RL_6.2872
OG0007775	XP_013634795.1, XP_013614370.1	evm.model.RL_6.2871
OG0007776	XP_013633891.1, XP_013633549.1	evm.model.RL_6.2800
OG0007777	XP_013629009.1, XP_013637091.1	evm.model.RL_6.2793
OG0007778	XP_013625395.1, XP_013614730.1	evm.model.RL_6.2764
OG0007779	XP_013635676.1, XP_013631633.1, XP_013633475.1	evm.model.RL_6.2753
OG0007780	XP_013636886.1, XP_013635674.1	evm.model.RL_6.2751
OG0007781	XP_013634190.1, XP_013635672.1	evm.model.RL_6.2750
OG0007782	XP_013626085.1, XP_013635527.1	evm.model.RL_6.2747
OG0007783	XP_013626080.1, XP_013635524.1, XP_013593850.1	evm.model.RL_6.2746
OG0007784	XP_013637162.1, XP_013636705.1	evm.model.RL_6.2737
OG0007785	XP_013625964.1, XP_013631243.1	evm.model.RL_6.2704
OG0007786	XP_013634282.1, XP_013634042.1	evm.model.RL_6.2675
OG0007787	XP_013636620.1, XP_013634474.1	evm.model.RL_6.2618
OG0007788	XP_013636827.1, XP_013622879.1	evm.model.RL_6.2568
OG0007789	XP_013637158.1, XP_013623315.1	evm.model.RL_6.2537
OG0007790	XP_013622017.1, XP_013634633.1	evm.model.RL_6.2529
OG0007791	XP_013636709.1	evm.model.RL_6.2514
OG0007792	XP_013637201.1, XP_013629606.1, XP_013615291.1	evm.model.RL_6.2415
OG0007793	XP_013634230.1, XP_013635915.1	evm.model.RL_6.2383
OG0007794	XP_013626059.1	evm.model.RL_6.2321
OG0007795	XP_013637567.1, XP_013637069.1	evm.model.RL_6.2341
OG0007796	XP_013628626.1	evm.model.RL_4.3397, evm.model.RL_1.794.1.687c87eb
OG0007797	XP_013619339.1, XP_013625870.1	evm.model.RL_4.3376
OG0007798	XP_013611876.1, XP_013589105.1	evm.model.RL_4.3356
OG0007799	XP_013630275.1, XP_013616435.1	evm.model.RL_4.3340
OG0007800	XP_013627180.1, XP_013612227.1	evm.model.RL_4.3334
OG0007801	XP_013610614.1, XP_013627738.1	evm.model.RL_4.3302
OG0007802	XP_013610799.1, XP_013630168.1	evm.model.RL_4.3290
OG0007803	XP_013622935.1, XP_013612080.1	evm.model.RL_4.3285
OG0007804	XP_013618783.1, XP_013625743.1	evm.model.RL_4.3284
OG0007805	XP_013612618.1, XP_013621183.1	evm.model.RL_4.3264
OG0007806	XP_013614451.1	evm.model.RL_4.3143
OG0007807	XP_013607172.1, XP_013616638.1	evm.model.RL_4.3233.1.687c86dd
OG0007808	XP_013609779.1, XP_013626452.1	evm.model.RL_4.3147
OG0007809	XP_013620671.1, XP_013610482.1	evm.model.RL_4.3133
OG0007810	XP_013620673.1, XP_013619859.1, XP_013609980.1	evm.model.RL_4.3118
OG0007811	XP_013613023.1, XP_013619563.1	evm.model.RL_4.3112
OG0007812	XP_013623527.1	evm.model.RL_4.3106
OG0007813	XP_013623664.1, XP_013609374.1	evm.model.RL_4.3101
OG0007814	XP_013620497.1, XP_013611249.1	evm.model.RL_4.1712
OG0007815	XP_013616882.1, XP_013611108.1, XP_013630524.1	evm.model.RL_4.1678
OG0007817	XP_013620435.1, XP_013611559.1	evm.model.RL_4.1592
OG0007818	XP_013626352.1, XP_013607120.1	evm.model.RL_4.1579
OG0007819	XP_013630211.1, XP_013607050.1	evm.model.RL_4.793, evm.model.RL_4.1557
OG0007820	XP_013611691.1, XP_013628205.1	evm.model.RL_4.1553
OG0007821	XP_013612233.1	evm.model.RL_2.822
OG0007822	XP_013618326.1, XP_013609379.1	evm.model.RL_4.1542
OG0007823	XP_013621766.1, XP_013606341.1	evm.model.RL_4.1524
OG0007824	XP_013629117.1, XP_013611725.1	evm.model.RL_4.1469
OG0007825	XP_013623562.1, XP_013608990.1	evm.model.RL_4.1449
OG0007826	XP_013620912.1, XP_013628868.1	evm.model.RL_8.2147
OG0007827	XP_013620878.1, XP_013611526.1	evm.model.RL_8.2139
OG0007828	XP_013630121.1, XP_013610120.1	evm.model.RL_8.2121
OG0007829	XP_013610949.1, XP_013625777.1	evm.model.RL_8.2098
OG0007830	XP_013609717.1, XP_013619377.1	evm.model.RL_8.2074
OG0007831	XP_013621716.1, XP_013621527.1	evm.model.RL_8.2047.2.687c855f
OG0007833	XP_013626275.1, XP_013612845.1	evm.model.RL_8.1980
OG0007834	XP_013626308.1, XP_013619362.1	evm.model.RL_8.1965
OG0007836	XP_013620013.1	evm.model.RL_8.2392
OG0007837	XP_013629039.1, XP_013613230.1	evm.model.RL_8.2393
OG0007838	XP_013623350.1, XP_013612957.1	evm.model.RL_8.2415
OG0007839	XP_013620938.1	evm.model.RL_8.1771
OG0007840	XP_013622706.1	evm.model.RL_8.2477
OG0007841	XP_013629955.1, XP_013618318.1	evm.model.RL_8.2482
OG0007842	XP_013624415.1	evm.model.RL_8.2537
OG0007843	XP_013625215.1, XP_013610909.1	evm.model.RL_8.2551
OG0007844	XP_013606197.1, XP_013625238.1	evm.model.RL_8.2565
OG0007845	XP_013630827.1, XP_013620002.1	evm.model.RL_8.2567
OG0007846	XP_013613638.1, XP_013622530.1	evm.model.RL_8.2607
OG0007847	XP_013628737.1, XP_013613636.1	evm.model.RL_8.2612
OG0007848	XP_013613635.1	evm.model.RL_8.2617.4.687c8562
OG0007849	XP_013613182.1, XP_013622030.1	evm.model.RL_8.2657
OG0007850	XP_013623447.1, XP_013618642.1	evm.model.RL_8.2658
OG0007851	XP_013629013.1, XP_013611140.1	evm.model.RL_8.2669
OG0007852	XP_013623261.1, XP_013612578.1	evm.model.RL_8.2692
OG0007853	XP_013618145.1, XP_013606189.1	evm.model.RL_8.2717
OG0007854	XP_013598572.1, XP_013617841.1, XP_013618146.1	evm.model.RL_8.2723
OG0007855	XP_013593514.1, XP_013608800.1	evm.model.RL_8.2732
OG0007856	XP_013607583.1	evm.model.RL_8.2772
OG0007857	XP_013606647.1, XP_013593796.1	evm.model.RL_8.2810
OG0007858	XP_013595306.1, XP_013604701.1	evm.model.RL_7.1272
OG0007859	XP_013607899.1, XP_013607588.1, XP_013595892.1	evm.model.RL_8.2823
OG0007860	XP_013628272.1, XP_013613083.1	evm.model.RL_8.90
OG0007861	XP_013621812.1, XP_013611746.1	evm.model.RL_8.74
OG0007862	XP_013625389.1, XP_013612014.1	evm.model.RL_8.102
OG0007863	XP_013611415.1, XP_013628632.1	evm.model.RL_8.126
OG0007864	XP_013612818.1	evm.model.RL_8.133
OG0007865	XP_013619173.1, XP_013607153.1	evm.model.RL_8.224
OG0007866	XP_013610620.1, XP_013627338.1	evm.model.RL_8.205
OG0007867	XP_013606855.1, XP_013630053.1	evm.model.RL_8.157
OG0007868	XP_013621278.1, XP_013612403.1	evm.model.RL_8.246
OG0007869	XP_013606548.1	evm.model.RL_8.249
OG0007870	XP_013612022.1	evm.model.RL_8.253
OG0007871	XP_013606357.1	evm.model.RL_8.295
OG0007872	XP_013608747.1	evm.model.RL_8.306
OG0007873	XP_013611483.1, XP_013621862.1	evm.model.RL_8.334
OG0007874	XP_013628254.1	evm.model.RL_8.354
OG0007875	XP_013616661.1, XP_013599405.1	evm.model.RL_4.446
OG0007876	XP_013594273.1	evm.model.RL_4.483
OG0007877	XP_013597978.1, XP_013621346.1	evm.model.RL_4.545
OG0007878	XP_013631256.1, XP_013631920.1	evm.model.RL_6.1429
OG0007879	XP_013631467.1, XP_013631762.1	evm.model.RL_6.1425
OG0007880	XP_013627801.1, XP_013634908.1, XP_013635380.1	evm.model.RL_6.1322
OG0007881	XP_013626279.1	evm.model.RL_6.1320
OG0007882	XP_013622580.1, XP_013630914.1	evm.model.RL_6.1317
OG0007883	XP_013630768.1, XP_013637046.1	evm.model.RL_6.1385
OG0007884	XP_013633346.1, XP_013627818.1	evm.model.RL_6.1326
OG0007885	XP_013635829.1, XP_013636042.1	evm.model.RL_6.1267
OG0007886	XP_013631334.1	evm.model.RL_6.1219
OG0007887	XP_013632216.1, XP_013631722.1	evm.model.RL_6.1205
OG0007888	XP_013636346.1, XP_013631325.1	evm.model.RL_6.1189
OG0007889	XP_013635897.1, XP_013631015.1	evm.model.RL_6.1187
OG0007890	XP_013585789.1	evm.model.RL_5.510
OG0007891	XP_013622080.1, XP_013636508.1	evm.model.RL_6.1173
OG0007892	XP_013630782.1, XP_013636511.1	evm.model.RL_6.1144
OG0007893	XP_013634552.1, XP_013626436.1	evm.model.RL_6.1129
OG0007896	XP_013603991.1, XP_013603987.1	evm.model.RL_5.562
OG0007897	XP_013622288.1, XP_013637359.1	evm.model.RL_6.1096
OG0007898	XP_013631757.1, XP_013632142.1	evm.model.RL_6.984
OG0007899	XP_013633556.1, XP_013634501.1	evm.model.RL_3.1743, evm.model.RL_6.983
OG0007900	XP_013628297.1, XP_013635861.1	evm.model.RL_6.952
OG0007901	XP_013635865.1, XP_013634157.1	evm.model.RL_6.943
OG0007902	XP_013634154.1, XP_013631440.1	evm.model.RL_6.933
OG0007903	XP_013636164.1, XP_013629417.1	evm.model.RL_6.887
OG0007904	XP_013636695.1, XP_013636662.1	evm.model.RL_6.767
OG0007905	XP_013636631.1, XP_013636587.1	evm.model.RL_6.735
OG0007906	XP_013609340.1	evm.model.RL_4.2900
OG0007907	XP_013625879.1, XP_013603041.1	evm.model.RL_6.559
OG0007908	XP_013604287.1, XP_013636588.1	evm.model.RL_6.540
OG0007909	XP_013617682.1, XP_013598751.1	evm.model.RL_2.2252
OG0007910	XP_013595279.1, XP_013617745.1	evm.model.RL_2.2227
OG0007911	XP_013620503.1, XP_013610370.1	evm.model.RL_4.2154
OG0007912	XP_013627077.1, XP_013585517.1	evm.model.RL_1.64
OG0007913	XP_013627531.1	evm.model.RL_4.2215
OG0007914	XP_013626160.1	evm.model.RL_2.512.3.687c86e0
OG0007915	XP_013603656.1, XP_013599027.1	evm.model.RL_2.2164
OG0007916	XP_013635473.1, XP_013637067.1, XP_013584962.1	evm.model.RL_1.103
OG0007917	XP_013587697.1	evm.model.RL_1.108
OG0007918	XP_013612939.1, XP_013628547.1	evm.model.RL_4.2105
OG0007919	XP_013584534.1, XP_013625746.1	evm.model.RL_1.126
OG0007920	XP_013634721.1, XP_013584592.1	evm.model.RL_1.147
OG0007921	XP_013630061.1, XP_013633437.1	evm.model.RL_1.182
OG0007922	XP_013583628.1, XP_013626272.1	evm.model.RL_1.200
OG0007923	XP_013584979.1, XP_013632701.1	evm.model.RL_1.210
OG0007924	XP_013636103.1, XP_013584096.1	evm.model.RL_1.232
OG0007925	XP_013638174.1, XP_013630523.1	evm.model.RL_1.263
OG0007926	XP_013630487.1, XP_013586547.1	evm.model.RL_1.298
OG0007927	XP_013638750.1, XP_013620023.1	evm.model.RL_1.330
OG0007928	XP_013613995.1, XP_013613956.1, XP_013628380.1	evm.model.RL_1.385
OG0007929	XP_013616207.1, XP_013613986.1	evm.model.RL_1.390
OG0007930	XP_013638061.1, XP_013629271.1	evm.model.RL_1.409
OG0007931	XP_013586928.1, XP_013629544.1	evm.model.RL_1.430
OG0007932	XP_013585526.1	evm.model.RL_1.416
OG0007933	XP_013587077.1	evm.model.RL_1.438, evm.model.RL_4.850
OG0007934	XP_013584332.1, XP_013623312.1	evm.model.RL_1.442
OG0007935	XP_013587749.1, XP_013584754.1	evm.model.RL_1.455
OG0007936	XP_013637469.1, XP_013625480.1	evm.model.RL_1.474
OG0007937	XP_013629512.1, XP_013638741.1	evm.model.RL_1.469
