Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0005914	XP_013590224.1, XP_013614568.1, XP_013590466.1	Om007G313020, Om004G136640
OG0005915	XP_013588453.1, XP_013588123.1, XP_013616014.1	Om004G137800
OG0005916	XP_013592293.1, XP_013616056.1	Om004G138800
OG0005917	XP_013588574.1, XP_013616162.1, XP_013588446.1	Om004G139130
OG0005918	XP_013583887.1, XP_013602925.1, XP_013603134.1	Om005G198320
OG0005919	XP_013592243.1, XP_013615947.1	Om004G132950
OG0005920	XP_013590172.1, XP_013615912.1	Om004G132830
OG0005921	XP_013618704.1	Om004G130980
OG0005922	XP_013618738.1	Om004G130190
OG0005924	XP_013627414.1, XP_013611181.1, XP_013585182.1	Om002G056750
OG0005925	XP_013603112.1, XP_013638502.1	Om002G057210
OG0005926	XP_013626243.1	Om002G058420
OG0005927	XP_013637870.1, XP_013614342.1, XP_013591055.1	Om002G059630
OG0005928	XP_013583372.1, XP_013583975.1	Om002G059830
OG0005929	XP_013592282.1, XP_013629794.1	Om003G093600
OG0005930	XP_013592527.1	Om003G094270
OG0005931	XP_013584738.1, XP_013588061.1	Om002G064210
OG0005932	XP_013589211.1, XP_013628782.1, XP_013614989.1	Om002G065450
OG0005933	XP_013609772.1	Om007G317760
OG0005935	XP_013638289.1, XP_013628309.1	Om002G067380
OG0005936	XP_013598487.1	Om002G067990
OG0005937	XP_013607949.1, XP_013638861.1	Om002G069090
OG0005938	XP_013607851.1, XP_013587227.1	Om002G070680
OG0005939	XP_013589598.1, XP_013584055.1	Om002G070690
OG0005940	XP_013588470.1, XP_013585094.1, XP_013626244.1	Om002G070960
OG0005941	XP_013595282.1, XP_013636641.1	Om002G072640
OG0005942	XP_013598599.1, XP_013606710.1, XP_013621352.1	Om002G072880
OG0005943	XP_013606666.1, XP_013598704.1, XP_013629380.1	Om002G072920
OG0005944	XP_013610184.1, XP_013596624.1	Om002G074350
OG0005946	XP_013638568.1, XP_013597525.1, XP_013622574.1, XP_013615080.1	Om003G116590
OG0005947	XP_013595478.1, XP_013626362.1, XP_013606781.1	Om002G080790
OG0005948	XP_013630764.1	Om002G082650
OG0005949	XP_013625670.1	Om002G084940
OG0005950	XP_013593214.1, XP_013623004.1, XP_013606719.1	Om002G085580
OG0005951	XP_013596509.1, XP_013595801.1	Om002G086980
OG0005952	XP_013609644.1, XP_013604301.1, XP_013615141.1	Om002G087240
OG0005953	XP_013603492.1, XP_013614010.1	Om002G087830
OG0005954	XP_013606386.1	Om002G088030
OG0005955	XP_013629818.1, XP_013587839.1	Om003G089790, Om003G090510
OG0005956	XP_013592212.1, XP_013630762.1	Om003G090140
OG0005957	XP_013626723.1, XP_013609538.1	Om003G092770
OG0005958	XP_013587826.1, XP_013587790.1	Om003G093750
OG0005959	XP_013591136.1, XP_013591105.1	Om003G094210
OG0005960	XP_013600469.1	Om003G099130
OG0005961	XP_013600010.1, XP_013586258.1	Om003G099050
OG0005962	XP_013604108.1, XP_013590159.1	Om003G099900
OG0005963	XP_013598865.1, XP_013604344.1, XP_013636026.1	Om003G100920
OG0005964	XP_013596942.1, XP_013631518.1	Om006G256020
OG0005965	XP_013637388.1, XP_013601613.1	Om006G256780
OG0005966	XP_013637260.1, XP_013600477.1	Om006G252920
OG0005967	XP_013600502.1, XP_013635784.1	Om006G251010
OG0005968	XP_013600532.1, XP_013614715.1	Om006G250640
OG0005969	XP_013604008.1, XP_013591263.1, XP_013633701.1	Om003G119920
OG0005970	XP_013636217.1, XP_013600356.1	Om003G120100
OG0005971	XP_013591093.1, XP_013635716.1, XP_013603419.1	Om003G120670
OG0005972	XP_013590710.1, XP_013603206.1	Om003G120680
OG0005973	XP_013604334.1, XP_013592578.1	Om003G123210
OG0005974	XP_013631816.1, XP_013599537.1, XP_013591130.1	Om003G126320
OG0005975	XP_013601733.1	Om003G127030
OG0005976	XP_013588788.1, XP_013637424.1, XP_013605682.1	Om003G126770
OG0005977	XP_013592511.1	Om007G298490, Om003G129240
OG0005978	XP_013636071.1, XP_013605827.1	Om003G129360
OG0005979	XP_013588713.1, XP_013626995.1	Om003G096050
OG0005980	XP_013619962.1	Om004G169100
OG0005981	XP_013618003.1, XP_013599861.1, XP_013599221.1	Om006G257330
OG0005982	XP_013637179.1, XP_013603771.1, XP_013591268.1	Om003G124580
OG0005983	XP_013610444.1, XP_013619624.1, XP_013596685.1	Om008G359930
OG0005986	XP_013591351.1	Om004G139710
OG0005988	XP_013619710.1, XP_013628817.1, XP_013584854.1	Om001G030750
OG0005989	XP_013601423.1, XP_013604091.1, XP_013639151.1	Om005G188390
OG0005990	XP_013639253.1	Om005G199750, Om005G201960
OG0005991	XP_013596538.1	Om005G200230, Om005G200170
OG0005992	XP_013589921.1, XP_013590265.1, XP_013618580.1	Om005G211080
OG0005993	XP_013589676.1, XP_013589678.1, XP_013591019.1	Om004G139960
OG0005995	XP_013598370.1	Om002G062910
OG0005996	XP_013622130.1, XP_013584373.1	Om002G060110
OG0005997	XP_013628152.1, XP_013586544.1, XP_013585715.1	Om002G055160
OG0005998	XP_013610800.1	Om004G169320
OG0005999	XP_013632705.1, XP_013622443.1	Om007G283570
OG0006000	XP_013620401.1	Om007G300460
OG0006001	XP_013633204.1, XP_013632317.1, XP_013590368.1	Om007G317380
OG0006002	XP_013606537.1	Om006G232400
OG0006009	XP_013619097.1, XP_013610794.1	Om003G112580
OG0006016	XP_013605451.1, XP_013598905.1	Om001G023620
OG0006017	XP_013593853.1, XP_013607360.1	Om002G086760
OG0006018	XP_013594240.1, XP_013592557.1	Om001G026110
OG0006019	XP_013602157.1, XP_013631208.1	Om004G155260
OG0006020	XP_013599998.1, XP_013593067.1	Om001G026680
OG0006021	XP_013586221.1	Om005G186200
OG0006022	XP_013622531.1, XP_013593137.1	Om001G027420
OG0006023	XP_013598554.1, XP_013598986.1	Om001G027500
OG0006024	XP_013636293.1, XP_013599821.1	Om003G100030
OG0006025	XP_013623182.1, XP_013638085.1	Om007G290780
OG0006026	XP_013626615.1, XP_013628125.1	Om001G031000
OG0006027	XP_013606987.1, XP_013598536.1	Om001G031210
OG0006028	XP_013598535.1, XP_013629753.1	Om001G031240
OG0006029	XP_013608999.1, XP_013622070.1	Om002G080410
OG0006030	XP_013595808.1, XP_013625402.1, XP_013619600.1	Om001G033070
OG0006031	XP_013590276.1, XP_013627509.1, XP_013597181.1	Om001G033330
OG0006032	XP_013596630.1, XP_013623560.1	Om001G033380
OG0006033	XP_013636602.1, XP_013611904.1	Om006G244720
OG0006034	XP_013638904.1, XP_013604032.1	Om007G292100
OG0006035	XP_013587706.1, XP_013613867.1	Om007G277020
OG0006036	XP_013614877.1, XP_013638467.1	Om007G276740
OG0006037	XP_013604262.1	Om007G276520
OG0006038	XP_013586002.1, XP_013596220.1, XP_013596310.1	Om007G276390
OG0006039	XP_013583435.1, XP_013595662.1	Om007G275730
OG0006040	XP_013635825.1	Om006G262900
OG0006041	XP_013613266.1, XP_013593065.1	Om022G375020, Om005G218620
OG0006043	XP_013605729.1	Om005G220690, Om005G220680
OG0006044	XP_013585039.1, XP_013603381.1	Om005G189480
OG0006045	XP_013620533.1, XP_013598056.1	Om001G010800
OG0006046	XP_013628136.1, XP_013593143.1	Om003G116070, Om001G021750
OG0006047	XP_013621087.1, XP_013614550.1	Om006G275380
OG0006049	XP_013594041.1, XP_013607278.1	Om006G274860
OG0006050	XP_013619204.1, XP_013635544.1, XP_013592648.1	Om005G206340
OG0006051	XP_013607105.1, XP_013596001.1	Om002G067430
OG0006052	XP_013618636.1, XP_013596086.1	Om006G274020, Om002G044200
OG0006053	XP_013593268.1	Om006G273620
OG0006054	XP_013586905.1, XP_013605562.1	Om005G192570
OG0006055	XP_013621586.1, XP_013598403.1	Om006G272840
OG0006056	XP_013597632.1	Om006G272290
OG0006058	XP_013619821.1, XP_013594056.1	Om006G271440
OG0006059	XP_013593801.1, XP_013618139.1	Om006G271270
OG0006060	XP_013621542.1, XP_013597825.1	Om006G271230
OG0006061	XP_013595545.1, XP_013619301.1	Om006G269810
OG0006062	XP_013606424.1, XP_013613454.1	Om004G131460
OG0006063	XP_013594251.1	Om002G084490
OG0006064	XP_013613302.1, XP_013618117.1	Om006G270600
OG0006065	XP_013614467.1, XP_013595505.1	Om007G299450
OG0006066	XP_013596870.1, XP_013619761.1, XP_013619484.1	Om006G269530
OG0006067	XP_013610595.1, XP_013596539.1, XP_013619387.1	Om006G269220
OG0006068	XP_013625654.1	Om005G213410
OG0006069	XP_013613785.1, XP_013614941.1, XP_013592834.1	Om005G214220
OG0006070	XP_013633102.1	Om005G214870
OG0006071	XP_013606869.1, XP_013615333.1, XP_013606824.1	Om005G228630
OG0006072	XP_013612842.1	Om005G228610
OG0006073	XP_013605966.1, XP_013612598.1	Om005G226740
OG0006074	XP_013621905.1, XP_013607175.1	Om005G226280
OG0006075	XP_013606756.1, XP_013607027.1, XP_013614592.1	Om005G225520
OG0006076	XP_013634674.1	Om008G328340
OG0006077	XP_013626524.1, XP_013634229.1	Om008G328630
OG0006078	XP_013637807.1	Om002G051860
OG0006079	XP_013585762.1, XP_013629744.1, XP_013592849.1	Om002G053220
OG0006080	XP_013583638.1	Om002G054210
OG0006081	XP_013609081.1, XP_013618170.1	Om004G170350
OG0006082	XP_013611477.1	Om007G288010, Om007G300180, Om002G056190
OG0006084	XP_013628439.1	Om004G160300
OG0006085	XP_013613704.1, XP_013622421.1	Om006G243860, Om003G112110
OG0006086	XP_013606007.1	Om003G112900
OG0006087	XP_013599780.1, XP_013598785.1	Om007G286630
OG0006088	XP_013609436.1, XP_013618590.1	Om003G114250
OG0006089	XP_013601070.1, XP_013595137.1, XP_013595136.1	Om001G021640
OG0006090	XP_013611541.1, XP_013618230.1	Om003G115130
OG0006091	XP_013614724.1	Om006G275470
OG0006092	XP_013616650.1, XP_013608770.1	Om003G115330
OG0006093	XP_013621545.1, XP_013612683.1	Om003G115920
OG0006094	XP_013612044.1	Om003G116160
OG0006095	XP_013611780.1, XP_013623483.1	Om003G116320
OG0006096	XP_013630751.1, XP_013613238.1	Om003G116400
OG0006097	XP_013608185.1, XP_013623874.1, XP_013617006.1	Om003G116890
OG0006098	XP_013630071.1, XP_013621297.1	Om003G117730
OG0006099	XP_013612635.1, XP_013616569.1	Om006G250230
OG0006100	XP_013627204.1	Om006G249230
OG0006101	XP_013610427.1, XP_013619303.1, XP_013627144.1	Om006G249060
OG0006102	XP_013601487.1, XP_013602543.1, XP_013615735.1	Om005G196160
OG0006103	XP_013606763.1, XP_013618394.1	Om006G248220, Om006G248730, Om006G248840, Om006G248790
OG0006104	XP_013604685.1	Om005G193800
OG0006105	XP_013610489.1, XP_013619704.1	Om006G248190
OG0006106	XP_013622702.1, XP_013612545.1	Om004G162230
OG0006107	XP_013622185.1, XP_013613111.1	Om004G162310
OG0006108	XP_013608836.1, XP_013621275.1, XP_013628724.1	Om004G163690
OG0006109	XP_013620996.1, XP_013609929.1	Om004G165660
OG0006112	XP_013620644.1, XP_013611571.1	Om004G167220, Om005G223500
OG0006113	XP_013622851.1, XP_013621570.1	Om004G167650
OG0006114	XP_013608495.1, XP_013638509.1, XP_013622107.1	Om004G167920
OG0006116	XP_013609260.1, XP_013626588.1	Om004G168430
OG0006117	XP_013616384.1, XP_013626515.1	Om006G236060
OG0006118	XP_013614705.1, XP_013615396.1	Om001G000130
OG0006119	XP_013605663.1, XP_013615880.1	Om001G000440
OG0006120	XP_013593248.1, XP_013603427.1	Om001G001030
OG0006121	XP_013597019.1, XP_013589095.1	Om001G001090
OG0006122	XP_013599182.1, XP_013607827.1	Om001G002190
OG0006123	XP_013587690.1, XP_013627495.1	Om001G002300
OG0006124	XP_013622123.1, XP_013597314.1, XP_013639751.1	Om001G002550
OG0006125	XP_013597511.1, XP_013614948.1	Om001G004270
OG0006126	XP_013635316.1, XP_013623675.1	Om007G285230
OG0006127	XP_013608613.1, XP_013593746.1	Om001G005830
OG0006128	XP_013599197.1, XP_013598343.1	Om001G006850
OG0006129	XP_013627983.1, XP_013588080.1	Om003G109080, Om001G007060
OG0006130	XP_013599270.1, XP_013625837.1	Om001G007550
OG0006131	XP_013596525.1, XP_013619199.1, XP_013587829.1	Om001G008350
OG0006133	XP_013637787.1	Om001G009700
OG0006134	XP_013618627.1, XP_013607013.1, XP_013593228.1	Om001G010680
OG0006135	XP_013604891.1, XP_013597653.1	Om001G010850
OG0006136	XP_013606231.1, XP_013597887.1	Om001G011100
OG0006137	XP_013584104.1, XP_013595237.1	Om005G208120, Om001G011460
OG0006138	XP_013612425.1, XP_013621956.1	Om008G350100
OG0006139	XP_013586074.1, XP_013591477.1	Om001G012660
OG0006140	XP_013602160.1, XP_013589908.1	Om001G014990
OG0006141	XP_013583990.1, XP_013590063.1	Om001G015690
OG0006142	XP_013594084.1, XP_013636474.1	Om007G286850
OG0006143	XP_013631534.1, XP_013628876.1	Om008G324250
OG0006144	XP_013629582.1, XP_013586146.1	Om007G288130
OG0006146	XP_013589910.1, XP_013600124.1	Om007G287770
OG0006147	XP_013622670.1, XP_013587634.1	Om007G288750
OG0006148	XP_013625820.1	Om007G288800
OG0006148	XP_013584729.1	Om007G292780, Om004G163270
OG0006150	XP_013596832.1, XP_013627768.1, XP_013584975.1	Om007G289580
OG0006151	XP_013638609.1, XP_013621724.1	Om007G289670
OG0006152	XP_013586783.1, XP_013626259.1	Om007G289720
OG0006153	XP_013627131.1, XP_013584942.1	Om007G290530
OG0006155	XP_013638764.1	Om007G290920
OG0006156	XP_013585906.1, XP_013635723.1	Om007G290990
OG0006157	XP_013621762.1, XP_013597625.1	Om001G035180
OG0006158	XP_013593037.1, XP_013630452.1	Om001G036680
OG0006159	XP_013616461.1, XP_013596258.1	Om001G037290
OG0006160	XP_013627200.1, XP_013622063.1	Om001G038150
OG0006161	XP_013599332.1	Om001G039550
OG0006162	XP_013588009.1, XP_013598445.1	Om001G040530
OG0006163	XP_013629671.1, XP_013593673.1	Om001G041430
OG0006164	XP_013636240.1	Om007G314010
OG0006165	XP_013631641.1, XP_013633993.1	Om007G314860
OG0006166	XP_013590499.1, XP_013633999.1	Om002G046730
OG0006167	XP_013588533.1, XP_013583696.1	Om002G047390, Om002G067700
OG0006168	XP_013604033.1, XP_013597034.1, XP_013586974.1	Om007G292070
OG0006169	XP_013585791.1, XP_013585929.1	Om007G292360
OG0006170	XP_013623938.1, XP_013632181.1	Om008G337650
OG0006171	XP_013630825.1	Om008G345770
OG0006172	XP_013622028.1	Om005G181830
OG0006173	XP_013635262.1, XP_013635564.1	Om008G340570
OG0006175	XP_013606009.1	Om002G063100
OG0006176	XP_013612518.1	Om008G346390, Om008G346560
OG0006177	XP_013621143.1	Om008G347620
OG0006178	XP_013615345.1	Om008G349930
OG0006178	XP_013610209.1	Om008G352010
OG0006179	XP_013630793.1	Om008G351660
OG0006180	XP_013610234.1	Om008G351880
OG0006181	XP_013611906.1	Om008G352790
OG0006182	XP_013606932.1, XP_013627094.1	Om008G352020
OG0006183	XP_013608863.1, XP_013625848.1	Om008G353590
OG0006184	XP_013623658.1, XP_013606159.1	Om008G353910
OG0006185	XP_013629639.1, XP_013621162.1, XP_013612523.1	Om008G354040
OG0006186	XP_013606774.1	Om008G354960
OG0006187	XP_013598951.1, XP_013621532.1	Om008G357590, Om007G314150
OG0006188	XP_013619503.1, XP_013597046.1	Om008G358090
OG0006189	XP_013606617.1, XP_013593117.1	Om008G359790
OG0006190	XP_013611802.1, XP_013593562.1	Om008G359800
OG0006191	XP_013598653.1	Om008G360200
OG0006192	XP_013620712.1, XP_013598123.1	Om008G362890
OG0006193	XP_013585850.1, XP_013601937.1	Om002G078040
OG0006194	XP_013604760.1, XP_013604589.1	Om005G183670, Om005G214760
OG0006195	XP_013600339.1	Om004G171620
OG0006196	XP_013637108.1, XP_013614474.1	Om003G104140
OG0006197	XP_013633738.1	Om003G103750
OG0006198	XP_013616463.1	Om003G102780
OG0006199	XP_013637414.1	Om003G102730
OG0006200	XP_013635775.1, XP_013590911.1	Om003G101910
OG0006201	XP_013601297.1, XP_013595048.1	Om003G101310
OG0006202	XP_013634224.1	Om008G328300, Om008G328240, Om005G227590
OG0006203	XP_013593816.1	Om002G050570
OG0006204	XP_013625803.1, XP_013634155.1	Om008G320170
OG0006205	XP_013636159.1, XP_013634338.1	Om008G320290
OG0006206	XP_013631961.1, XP_013631979.1	Om008G320320
OG0006207	XP_013626099.1, XP_013631794.1, XP_013636782.1	Om008G320600
OG0006208	XP_013634715.1, XP_013633553.1	Om008G320690
OG0006209	XP_013588917.1	Om003G127020
OG0006211	XP_013632435.1, XP_013635717.1	Om008G322190
OG0006212	XP_013637547.1, XP_013636429.1	Om008G322270
OG0006213	XP_013621967.1, XP_013632158.1	Om008G322660
OG0006214	XP_013637218.1, XP_013637574.1	Om008G322760
OG0006215	XP_013635084.1, XP_013634634.1, XP_013627332.1	Om008G323010
OG0006217	XP_013629970.1, XP_013636821.1	Om008G324670
OG0006218	XP_013625338.1, XP_013631664.1	Om008G325340
OG0006219	XP_013635913.1, XP_013629150.1	Om008G326390
OG0006220	XP_013631984.1, XP_013600089.1	Om003G120750
OG0006221	XP_013605194.1, XP_013631031.1	Om003G120400
OG0006222	XP_013634896.1, XP_013635205.1, XP_013621817.1	Om008G327890
OG0006223	XP_013610158.1, XP_013626801.1, XP_013619736.1	Om004G176690
OG0006224	XP_013622514.1, XP_013613177.1	Om004G175760
OG0006225	XP_013620469.1, XP_013610513.1	Om004G175200
OG0006226	XP_013608801.1, XP_013624633.1, XP_013620708.1	Om004G160920
OG0006227	XP_013629469.1	Om004G174150
OG0006228	XP_013620670.1, XP_013614446.1, XP_013611285.1	Om004G173450
OG0006229	XP_013611989.1, XP_013628525.1, XP_013621117.1	Om006G241410
OG0006230	XP_013618877.1, XP_013622612.1	Om006G242240
OG0006231	XP_013627268.1, XP_013608792.1, XP_013616439.1	Om006G242390
OG0006232	XP_013610222.1, XP_013619676.1, XP_013623518.1	Om006G243260
OG0006233	XP_013630045.1	Om006G243380
OG0006234	XP_013625490.1	Om006G243430
OG0006235	XP_013613205.1, XP_013621262.1	Om006G244790
OG0006236	XP_013628414.1	Om006G245260
OG0006237	XP_013609316.1, XP_013634496.1	Om004G170650
OG0006238	XP_013618409.1, XP_013627582.1	Om006G246700
OG0006239	XP_013623846.1, XP_013608278.1, XP_013610356.1	Om006G247150
OG0006240	XP_013626072.1, XP_013612754.1	Om003G112670, Om003G112680, Om006G234570
OG0006241	XP_013618102.1	Om006G234130
OG0006242	XP_013606008.1	Om006G234100
OG0006243	XP_013621375.1, XP_013629676.1	Om006G233580
OG0006244	XP_013609973.1	Om005G200610, Om002G082170
OG0006245	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1	Om006G232710
OG0006246	XP_013610908.1, XP_013627254.1	Om006G232680
OG0006247	XP_013613639.1, XP_013622099.1	Om006G231910
OG0006248	XP_013630548.1	Om006G231720
OG0006249	XP_013616541.1, XP_013628399.1	Om006G231630
OG0006250	XP_013622137.1, XP_013618266.1	Om006G231540
OG0006251	XP_013593008.1, XP_013612759.1	Om006G229740, Om001G019870
OG0006252	XP_013607266.1, XP_013618734.1	Om006G229370
OG0006253	XP_013619585.1, XP_013610225.1	Om004G157280
OG0006254	XP_013628617.1, XP_013611288.1	Om004G158040
OG0006255	XP_013610495.1, XP_013614056.1	Om004G158730, Om004G158720
OG0006256	XP_013623623.1, XP_013610383.1	Om004G159140
OG0006257	XP_013618602.1, XP_013625327.1	Om004G159760
OG0006258	XP_013617443.1, XP_013612198.1, XP_013614537.1	Om004G160060
OG0006259	XP_013615325.1, XP_013606000.1	Om004G160080
OG0006260	XP_013614538.1, XP_013615331.1, XP_013611168.1	Om004G160100
OG0006261	XP_013595411.1, XP_013608574.1	Om007G277510
OG0006262	XP_013628562.1	Om007G278240
OG0006263	XP_013635307.1, XP_013627458.1	Om007G278610
OG0006264	XP_013631835.1, XP_013632218.1	Om007G278740
OG0006265	XP_013628894.1, XP_013636170.1, XP_013631355.1	Om007G279360
OG0006266	XP_013636044.1	Om007G280010
OG0006267	XP_013631196.1, XP_013623267.1	Om007G280120
OG0006268	XP_013634431.1, XP_013634333.1	Om007G280810
OG0006270	XP_013635742.1, XP_013634676.1	Om007G281640
OG0006271	XP_013631128.1, XP_013637106.1	Om007G307640, Om007G282280
OG0006272	XP_013631913.1, XP_013631122.1	Om007G282290
OG0006274	XP_013636138.1	Om007G282410
OG0006275	XP_013635863.1, XP_013635511.1	Om007G283610
OG0006276	XP_013634817.1, XP_013634582.1	Om007G284340, Om005G186190
OG0006277	XP_013596432.1, XP_013586412.1	Om005G188310, Om001G020280
OG0006278	XP_013585415.1, XP_013638970.1	Om002G042740
OG0006279	XP_013622893.1, XP_013587309.1	Om004G177470
OG0006280	XP_013626444.1, XP_013618302.1	Om002G051000
OG0006281	XP_013620117.1, XP_013628124.1	Om004G177270
OG0006282	XP_013600427.1	Om007G289890
OG0006283	XP_013638720.1, XP_013637180.1	Om002G043030
OG0006284	XP_013589673.1, XP_013587342.1	Om002G043230
OG0006285	XP_013618376.1, XP_013611984.1	Om007G299340
OG0006286	XP_013630743.1, XP_013586899.1	Om004G156840, Om002G044850
OG0006287	XP_013584167.1	Om002G045060
OG0006288	XP_013591676.1, XP_013586754.1	Om002G045280
OG0006289	XP_013630272.1, XP_013636004.1	Om002G045480
OG0006290	XP_013584808.1, XP_013595919.1, XP_013623311.1	Om002G045980
OG0006291	XP_013626404.1, XP_013586682.1	Om002G047480
OG0006293	XP_013617342.1, XP_013628770.1, XP_013638338.1	Om002G049780
OG0006294	XP_013593503.1, XP_013627539.1	Om002G049980
OG0006295	XP_013636312.1, XP_013625779.1, XP_013632344.1	Om008G329640
OG0006296	XP_013632343.1, XP_013630225.1, XP_013636302.1	Om008G329650
OG0006297	XP_013630542.1, XP_013637002.1	Om008G331410
OG0006298	XP_013634232.1, XP_013634925.1	Om008G331750
OG0006299	XP_013634789.1	Om008G332500
OG0006300	XP_013625588.1, XP_013634726.1	Om008G333180
OG0006301	XP_013627212.1, XP_013627665.1	Om008G337980
OG0006302	XP_013625212.1, XP_013633604.1	Om008G337350
OG0006303	XP_013636064.1	Om008G337030
OG0006305	XP_013607180.1, XP_013634248.1	Om008G335420
OG0006306	XP_013635135.1, XP_013626823.1	Om008G335060
OG0006307	XP_013630040.1, XP_013635360.1	Om008G333880
OG0006308	XP_013586237.1, XP_013605860.1	Om005G196600
OG0006309	XP_013604597.1, XP_013599648.1	Om005G197070
OG0006310	XP_013604751.1, XP_013583258.1, XP_013586873.1	Om005G197520
