"Cardamine_amara"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"evm.model.RL_5.2842"	"AT1G30880.1"	"AT1G30880.1"	"AT1G30880.1"	"N0.HOG0011500"	"AT1G30880.1"	"OG0005683"	"AT1G30880.1"	"AT1G30880.1"	122	120	99	100	121	87.603	138	"AT1G30880.1"	87.603	121	14	1	1	121	1	120	1.15e-43	138	99	122	120
"evm.model.RL_5.2843"	"AT1G30870.1"	"AT1G30870.1"	"AT1G30870.1"	"N0.HOG0012761"	"AT1G30870.1"	"OG0006763"	"AT1G30870.1"	"AT1G30870.1"	342	349	99	88	308	82.521	554	"AT1G30870.1"	82.521	349	53	1	1	341	1	349	0	559	99	342	349
"evm.model.RL_5.2844"	"AT1G30860.1"	"AT1G30860.1"	"AT1G30860.1"	"N0.HOG0014923"	"AT1G30860.1"	"OG0008767"	"AT1G30860.1"	"AT1G30860.1"	720	730	99	100	745	72.52	920	"AT1G30860.1"	72.617	745	156	17	8	719	1	730	0	920	99	720	730
"evm.model.RL_5.2845"	"AT1G30850.1"	"AT1G30850.1"	"AT1G30850.1"	"N0.HOG0016126"	"AT1G30850.1"	"OG0009890"	"AT1G30850.1"	"AT1G30850.1"	304	300	99	100	303	84.818	487	"AT1G30850.1"	85.479	303	41	3	1	303	1	300	0	500	99	304	300
"evm.model.RL_5.2846"	"AT1G30845.1"	"AT1G30845.1"	"AT1G30845.1"	"N0.HOG0019742"	"AT1G30845.1"	"OG0013241"	"AT1G30845.1"	"AT1G30845.1"	119	118	99	100	118	91.525	187	"AT1G30845.1"	91.525	118	10	0	1	118	1	118	2.26e-63	188	99	119	118
"evm.model.RL_5.2847"	"AT1G30840.1"	"AT1G30840.1"	"AT1G30840.1"	"N0.HOG0010178"	"AT1G30840.1"	"OG0004563"	"AT1G30840.1"	"AT1G30840.1"	388	382	97	99	377	83.82	571	"AT1G30840.1"	83.82	377	56	2	1	377	1	372	0	587	97	388	382
"evm.model.RL_5.2848"	"AT1G30840.1"	"AT1G30840.1"	"AT1G30840.1"	"N0.HOG0010178"	"AT1G30840.1"	"OG0004563"	"AT1G30840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30840.1"	80.902	377	66	3	1	377	1	371	0	562	99	378	382
"evm.model.RL_5.2849"	"AT1G30825.1"	"AT1G30825.1"	"AT1G30825.1"	"N0.HOG0018280"	"AT1G30825.1"	"OG0011869"	"AT1G30825.1"	"AT1G30825.1"	319	318	99	100	318	98.742	649	"AT1G30825.1"	98.742	318	4	0	1	318	1	318	0	649	99	319	318
"evm.model.RL_5.285"	"AT1G04330.1"	"AT1G04330.1"	"AT1G04330.1"	"N0.HOG0020508"	"AT1G04330.1"	"OG0013975"	"AT1G04330.1"	"AT1G04330.1"	98	100	99	100	100	94	183	"AT1G04330.1"	94	100	3	1	1	97	1	100	5.68e-62	183	99	98	100
"evm.model.RL_5.2850"	"AT1G30820.1"	"AT1G30820.1"	"AT1G30820.1"	"N0.HOG0014922"	"AT1G30820.1"	"OG0008766"	"AT1G30820.1"	"AT1G30820.1"	612	600	98	99	599	94.992	1173	"AT1G30820.1"	94.992	599	30	0	1	599	1	599	0	1173	98	612	600
"evm.model.RL_5.2851"	"AT1G30814.1"	"AT1G30814.1"	"AT1G30814.1"	"N0.HOG0025570"	"AT1G30814.1"	"OG0018868"	"AT1G30814.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30814.1"	53.125	128	48	2	14	129	24	151	2.32e-39	136	59	197	305
"evm.model.RL_5.2852.6.687c88be"	"AT1G30810.1"	"AT1G30810.1"	"AT1G30810.1"	"N0.HOG0006476"	"AT1G30810.1, AT2G34880.1"	"OG0002258"	"AT1G30810.1, AT2G34880.1"	"AT1G30810.1"	853	819	99	99	848	86.675	1439	"AT1G30810.1"	86.675	848	77	6	8	852	5	819	0	1453	99	853	819
"evm.model.RL_5.2853"	"AT1G30800.1"	"AT1G30800.1"	"AT1G30800.1"	"N0.HOG0009612"	"AT1G30800.1"	"OG0004124"	"AT1G30800.1"	"AT1G30800.1"	241	239	99	100	247	74.899	330	"AT1G30800.1"	74.899	247	47	3	1	240	1	239	1.62e-115	330	99	241	239
"evm.model.RL_5.2854"	"AT1G30780.1"	"AT1G30780.1"	"AT1G30780.1"	"N0.HOG0026227"	"AT1G30780.1"	"OG0019459"	"AT1G30780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30780.1"	67.081	161	34	2	1	151	1	152	1.8e-49	164	99	152	482
"evm.model.RL_5.2855"	"AT1G30790.1, AT1G32660.1"	"AT1G32660.1"	NA	NA	NA	"OG0000176"	"AT1G30790.1, AT1G32660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G32660.1"	42.202	218	114	8	1	213	106	316	1.79e-37	136	81	264	446
"evm.model.RL_5.2856"	"AT1G30790.1, AT1G32660.1"	"AT1G32660.1"	NA	NA	NA	"OG0000176"	"AT1G30790.1, AT1G32660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G32660.1"	52.093	430	157	11	5	392	18	440	1.01e-135	395	98	395	446
"evm.model.RL_5.2857"	"AT1G30760.2"	"AT1G30760.2"	"AT1G30760.2"	"N0.HOG0013771"	"AT1G30760.2"	"OG0007684"	"AT1G30760.2"	"AT1G30760.2"	536	552	99	97	535	93.832	988	"AT1G30760.2"	93.832	535	32	1	1	535	19	552	0	988	99	536	552
"evm.model.RL_5.2858"	"AT1G30755.1"	"AT1G30755.1"	"AT1G30755.1"	"N0.HOG0017196"	"AT1G30755.1"	"OG0010882"	"AT1G30755.1"	"AT1G30755.1"	613	615	99	100	617	85.737	1048	"AT1G30755.1"	85.737	617	81	5	1	612	1	615	0	1048	99	613	615
"evm.model.RL_5.2859"	"AT1G30750.1"	"AT1G30750.1"	"AT1G30750.1"	"N0.HOG0016125"	"AT1G30750.1"	"OG0009889"	"AT1G30750.1"	"AT1G30750.1"	208	212	99	100	216	78.704	278	"AT1G30750.1"	80.556	216	29	6	1	207	1	212	3.33e-102	293	99	208	212
"evm.model.RL_5.286.1.687c88ab"	"AT1G04340.1"	"AT1G04340.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04340.1"	89.516	124	13	0	1	124	1	124	8.95e-77	225	76	164	159
"evm.model.RL_5.2860"	"AT1G30740.2"	"AT1G30740.2"	"AT1G30740.2"	"N0.HOG0023477"	"AT1G30740.2"	"OG0016868"	"AT1G30740.2"	"AT1G30740.2"	532	536	99	100	536	88.806	939	"AT1G30740.2"	89.179	536	53	2	1	531	1	536	0	960	99	532	536
"evm.model.RL_5.2861"	"AT1G30730.1"	"AT1G30730.1"	"AT1G30730.1"	"N0.HOG0008674"	"AT1G30730.1"	"OG0003507"	"AT1G30720.1, AT1G30730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30720.1"	84.047	514	79	2	15	527	16	527	0	867	97	528	527
"evm.model.RL_5.2862"	"AT1G30720.1"	"AT1G30720.1"	"AT1G30720.1"	"N0.HOG0008673"	"AT1G30720.1"	"OG0003507"	"AT1G30720.1, AT1G30730.1"	"AT1G30720.1"	528	527	99	100	527	90.892	939	"AT1G30720.1"	90.892	527	48	0	1	527	1	527	0	939	99	528	527
"evm.model.RL_5.2863"	"AT1G30710.1"	"AT1G30710.1"	"AT1G30710.1"	"N0.HOG0013767"	"AT1G34575.1, AT1G30710.1"	"OG0007683"	"AT1G30710.1, AT1G34575.1"	"AT1G30710.1"	507	531	99	100	531	83.051	892	"AT1G30710.1"	83.051	531	65	1	1	506	1	531	0	892	99	507	531
"evm.model.RL_5.2864"	"AT1G30700.1"	"AT1G30700.1"	"AT1G30700.1"	"N0.HOG0012758"	"AT1G30700.1"	"OG0006762"	"AT1G30700.1"	"AT1G30700.1"	533	527	98	99	525	90.152	954	"AT1G30700.1"	90.667	525	47	1	8	532	5	527	0	954	98	533	527
"evm.model.RL_5.2865"	"AT1G30690.1"	"AT1G30690.1"	"AT1G30690.1"	"N0.HOG0013766"	"AT1G30690.1"	"OG0007682"	"AT1G30690.1"	"AT1G30690.1"	554	540	99	100	563	79.041	796	"AT1G30690.1"	79.041	563	85	6	1	553	1	540	0	823	99	554	540
"evm.model.RL_5.2866"	"AT1G30680.1"	"AT1G30680.1"	"AT1G30680.1"	"N0.HOG0021656"	"AT1G30680.1"	"OG0015093"	"AT1G30680.1"	"AT1G30680.1"	709	709	99	99	707	83.876	1236	"AT1G30680.1"	83.876	707	113	1	1	706	1	707	0	1236	99	709	709
"evm.model.RL_5.2867"	"AT1G30670.1"	"AT1G30670.1"	"AT1G30670.1"	"N0.HOG0008071"	"AT1G30670.1"	"OG0003122"	"AT1G30670.1, AT2G34820.1"	"AT1G30670.1"	267	264	99	100	269	76.208	371	"AT1G30670.1"	76.208	269	56	4	1	266	1	264	2.59e-137	387	99	267	264
"evm.model.RL_5.2868"	"AT1G30650.1"	"AT1G30650.1"	"AT1G30650.1"	"N0.HOG0014921"	"AT1G30650.1"	"OG0008765"	"AT1G30650.1"	"AT1G30650.1"	422	430	99	97	415	82.367	622	"AT1G30650.1"	82.367	431	65	5	1	421	1	430	0	663	99	422	430
"evm.model.RL_5.2869"	"AT1G30640.1"	"AT1G30640.1"	"AT1G30640.1"	"N0.HOG0021655"	"AT1G30640.1"	"OG0015092"	"AT1G30640.1"	"AT1G30640.1"	567	562	98	99	557	94.075	1078	"AT1G30640.1"	94.075	557	33	0	1	557	1	557	0	1078	98	567	562
"evm.model.RL_5.287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04350.1"	93.182	44	3	0	41	84	166	209	7.87e-21	85.1	36	121	360
"evm.model.RL_5.2870"	"AT1G30630.1"	"AT1G30630.1"	"AT1G30630.1"	"N0.HOG0008309"	"AT1G30630.1, AT2G34840.1"	"OG0003273"	"AT1G30630.1, AT2G34840.1"	"AT1G30630.1"	294	292	99	100	293	97.611	589	"AT1G30630.1"	97.611	293	6	1	1	293	1	292	0	589	99	294	292
"evm.model.RL_5.2871"	"AT1G30620.1"	"AT1G30620.1"	"AT1G30620.1"	"N0.HOG0008672"	"AT2G34850.1, AT1G30620.1"	"OG0003506"	"AT1G30620.1, AT2G34850.1"	"AT1G30620.1"	413	419	97	95	399	97.243	814	"AT1G30620.1"	97.243	399	11	0	14	412	21	419	0	814	97	413	419
"evm.model.RL_5.2872"	"AT1G30610.1"	"AT1G30610.1"	"AT1G30610.1"	"N0.HOG0017195"	"AT1G30610.1"	"OG0010881"	"AT1G30610.1"	"AT1G30610.1"	986	1006	99	99	1048	74.123	1518	"AT1G30610.1"	74.123	1055	151	10	1	985	1	1003	0	1518	99	986	1006
"evm.model.RL_5.2873"	"AT1G30600.1"	"AT1G30600.1"	"AT1G30600.1"	"N0.HOG0023476"	"AT1G30600.1"	"OG0016867"	"AT1G30600.1"	"AT1G30600.1"	828	832	99	100	832	91.827	1541	"AT1G30600.1"	91.947	832	62	1	1	827	1	832	0	1570	99	828	832
"evm.model.RL_5.2874"	"AT1G30580.1"	"AT1G30580.1"	"AT1G30580.1"	"N0.HOG0009882"	"AT1G30580.1"	"OG0004328"	"AT1G30580.1"	"AT1G30580.1"	395	394	99	100	394	96.954	790	"AT1G30580.1"	96.954	394	12	0	1	394	1	394	0	790	99	395	394
"evm.model.RL_5.2875"	"AT1G30570.1"	"AT1G30570.1"	"AT1G30570.1"	"N0.HOG0024493"	"AT1G30570.1"	"OG0017844"	"AT1G30570.1"	"AT1G30570.1"	846	849	99	99	850	89.529	1571	"AT1G30570.1"	89.529	850	80	4	3	845	2	849	0	1571	99	846	849
"evm.model.RL_5.2876"	"AT3G11350.1, AT3G11380.1, AT1G28020.1"	"AT1G28020.1"	NA	"N0.HOG0002057"	"AT3G11350.1, AT3G11380.1, AT1G28020.1"	"OG0000335"	"AT1G05005.1, AT1G28020.1, AT1G43010.1, AT3G11350.1, AT3G11380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28020.1"	41.429	70	39	1	1	68	289	358	2.88e-08	50.1	58	118	494
"evm.model.RL_5.2877"	"AT1G30560.1"	"AT1G30560.1"	"AT1G30560.1"	"N0.HOG0006995"	"AT1G30560.1"	"OG0002526"	"AT1G30560.1, AT4G25220.1"	"AT1G30560.1"	511	510	99	100	511	93.542	959	"AT1G30560.1"	93.542	511	31	2	1	510	1	510	0	959	99	511	510
"evm.model.RL_5.2878"	"AT1G30550.2"	"AT1G30550.2"	"AT1G30550.2"	"N0.HOG0008308"	"AT1G30550.2, AT1G30545.2"	"OG0003272"	"AT1G30545.2, AT1G30550.2"	"AT1G30550.2"	223	239	96	90	215	88.837	403	"AT1G30550.2"	88.837	215	24	0	8	222	25	239	6.37e-145	403	96	223	239
"evm.model.RL_5.2879"	"AT1G30545.2"	"AT1G30545.2"	"AT1G30545.2"	"N0.HOG0008308"	"AT1G30550.2, AT1G30545.2"	"OG0003272"	"AT1G30545.2, AT1G30550.2"	"AT1G30545.2"	229	233	93	98	217	87.013	396	"AT1G30545.2"	88.94	217	21	1	15	228	17	233	3.95e-142	396	93	229	233
"evm.model.RL_5.288"	"AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1"	"AT3G29765.1"	"AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1"	"N0.HOG0001365"	"AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1"	"OG0000173"	"AT1G19260.1, AT1G41920.1, AT2G06541.1, AT3G29450.1, AT3G29763.1, AT3G29765.1, AT3G30235.1, AT3G31402.1, AT4G09660.1"	"AT3G29765.1"	644	536	82	99	530	71.132	781	"AT1G19260.1"	67.612	670	189	1	2	643	100	769	0	929	99	644	769
"evm.model.RL_5.2880"	"AT1G30540.1"	"AT1G30540.1"	"AT1G30540.1"	"N0.HOG0023001"	"AT1G30540.1"	"OG0016420"	"AT1G30540.1"	"AT1G30540.1"	353	351	97	100	351	90.598	637	"AT1G30540.1"	90.598	351	26	1	1	344	1	351	0	637	97	353	351
"evm.model.RL_5.2881"	"AT1G30520.1"	"AT1G30520.1"	"AT1G30520.1"	"N0.HOG0021654"	"AT1G30520.1"	"OG0015091"	"AT1G30520.1"	"AT1G30520.1"	600	560	94	100	561	87.701	1028	"AT1G30520.1"	87.701	561	68	1	39	599	1	560	0	1028	94	600	560
"evm.model.RL_5.2882"	"AT1G30515.1"	"AT1G30515.1"	"AT1G30515.1"	"N0.HOG0024492"	"AT1G30515.1"	"OG0017843"	"AT1G30515.1"	"AT1G30515.1"	150	144	97	99	147	73.469	192	"AT1G30515.1"	73.469	147	33	4	1	146	1	142	4.1e-66	197	97	150	144
"evm.model.RL_5.2883"	"AT1G30510.2"	"AT1G30510.2"	"AT1G30510.2"	"N0.HOG0023475"	"AT1G30510.2"	"OG0016866"	"AT1G30510.2"	"AT1G30510.2"	383	382	99	100	382	95.026	719	"AT1G30510.2"	95.026	382	19	0	1	382	1	382	0	741	99	383	382
"evm.model.RL_5.2884"	"AT1G30500.2"	"AT1G30500.2"	"AT1G30500.2"	"N0.HOG0024305"	"AT1G30500.2"	"OG0017672"	"AT1G30500.2"	"AT1G30500.2"	151	190	97	70	146	78.767	220	"AT1G30500.2"	78.767	146	18	3	1	146	1	133	1.14e-74	220	97	151	190
"evm.model.RL_5.2885"	"AT1G30490.1"	"AT1G30490.1"	"AT1G30490.1"	"N0.HOG0005888"	"AT2G34710.1, AT5G32670.1, AT1G30490.1"	"OG0001957"	"AT1G30490.1, AT2G34710.1, AT5G32670.1"	"AT1G30490.1"	841	841	99	100	841	97.265	1705	"AT1G30490.1"	97.265	841	22	1	1	840	1	841	0	1705	99	841	841
"evm.model.RL_5.2886"	"AT1G30480.1"	"AT1G30480.1"	"AT1G30480.1"	"N0.HOG0017194"	"AT1G30480.1"	"OG0010880"	"AT1G30480.1"	"AT1G30480.1"	383	387	99	100	389	88.946	587	"AT1G30480.1"	88.946	389	34	4	1	382	1	387	0	588	99	383	387
"evm.model.RL_5.2887"	"AT1G30475.1"	"AT1G30475.1"	"AT1G30475.1"	"N0.HOG0016124"	"AT1G30475.1"	"OG0009888"	"AT1G30475.1"	"AT1G30475.1"	170	191	99	85	172	73.837	190	"AT1G30475.1"	73.837	172	32	3	1	169	30	191	1.91e-62	190	99	170	191
"evm.model.RL_5.2888"	"AT1G30473.1"	"AT1G30473.1"	"AT1G30473.1"	"N0.HOG0016836"	"AT1G30473.1"	"OG0010569"	"AT1G30473.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30473.1"	75.148	169	38	4	1	167	1	167	5.89e-61	191	70	237	239
"evm.model.RL_5.2889"	"AT1G30470.1"	"AT1G30470.1"	"AT1G30470.1"	"N0.HOG0009881"	"AT1G30470.1"	"OG0004327"	"AT1G30470.1"	"AT1G30470.1"	803	811	99	99	816	88.971	1384	"AT1G30470.1"	89.093	816	69	5	1	802	1	810	0	1386	99	803	811
"evm.model.RL_5.289"	"AT1G04360.1"	"AT1G04360.1"	"AT1G04360.1"	"N0.HOG0016529"	"AT1G04360.1"	"OG0010275"	"AT1G04360.1"	"AT1G04360.1"	370	381	99	100	385	79.74	550	"AT1G04360.1"	79.74	385	58	7	1	369	1	381	0	550	99	370	381
"evm.model.RL_5.2890"	"AT1G30460.1"	"AT1G30460.1"	"AT1G30460.1"	"N0.HOG0024128"	"AT1G30460.1"	"OG0017510"	"AT1G30460.1"	"AT1G30460.1"	636	631	99	100	639	90.297	1010	"AT1G30460.1"	90.297	639	50	4	1	635	1	631	0	1010	99	636	631
"evm.model.RL_5.2891"	"AT1G30450.1"	"AT1G30450.1"	"AT1G30450.1"	"N0.HOG0012757"	"AT1G30450.1"	"OG0006761"	"AT1G30450.1"	"AT1G30450.1"	980	975	99	100	979	97.753	1960	"AT1G30450.1"	97.753	979	18	2	1	979	1	975	0	1960	99	980	975
"evm.model.RL_5.2892"	"AT1G30440.1"	"AT1G30440.1"	"AT1G30440.1"	"N0.HOG0012056"	"AT1G30440.1"	"OG0006156"	"AT1G30440.1"	"AT1G30440.1"	665	665	99	99	665	96.842	1326	"AT1G30440.1"	96.842	665	18	2	1	663	1	664	0	1326	99	665	665
"evm.model.RL_5.2893"	"AT1G30420.1"	"AT1G30420.1"	"AT1G30420.1"	"N0.HOG0008481"	"AT1G30410.1, AT1G30420.1"	"OG0003390"	"AT1G30410.1, AT1G30420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30420.1"	88.516	1489	168	1	1	1486	1	1489	0	2689	99	1487	1495
"evm.model.RL_5.2894"	"AT1G30410.1"	"AT1G30410.1"	"AT1G30410.1"	"N0.HOG0008481"	"AT1G30410.1, AT1G30420.1"	"OG0003390"	"AT1G30410.1, AT1G30420.1"	"AT1G30410.1"	1496	1498	99	100	1498	94.393	2858	"AT1G30410.1"	94.393	1498	81	1	1	1495	1	1498	0	2858	99	1496	1498
"evm.model.RL_5.2895"	"AT1G30400.1"	"AT1G30400.1"	"AT1G30400.1"	"N0.HOG0005314"	"AT1G30400.1"	"OG0001664"	"AT1G30400.1, AT2G34660.1"	"AT1G30400.1"	1623	1622	99	100	1622	95.253	3199	"AT1G30400.1"	95.253	1622	77	0	1	1622	1	1622	0	3199	99	1623	1622
"evm.model.RL_5.2896"	"AT1G30380.1"	"AT1G30380.1"	NA	"N0.HOG0012055"	"AT1G30380.1"	"OG0006155"	"AT1G30380.1"	"AT1G30380.1"	131	130	99	100	130	96.923	252	"AT1G30380.1"	96.923	130	4	0	1	130	1	130	2.72e-88	252	99	131	130
"evm.model.RL_5.2897"	"AT1G30370.1"	"AT1G30370.1"	"AT1G30370.1"	"N0.HOG0017938"	"AT1G30370.1"	"OG0011556"	"AT1G30370.1"	"AT1G30370.1"	530	529	99	100	529	94.14	1005	"AT1G30370.1"	94.14	529	31	0	1	529	1	529	0	1005	99	530	529
"evm.model.RL_5.2898"	"AT1G30360.1"	"AT1G30360.1"	"AT1G30360.1"	"N0.HOG0013765"	"AT1G30360.1"	"OG0007681"	"AT1G30360.1"	"AT1G30360.1"	724	724	99	99	724	84.669	1251	"AT1G30360.1"	84.669	724	108	2	1	722	1	723	0	1251	99	724	724
"evm.model.RL_5.2899"	"AT1G30350.1"	"AT1G30350.1"	"AT1G30350.1"	"N0.HOG0006343"	"AT1G30350.1"	"OG0002184"	"AT1G11920.1, AT1G30350.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30350.1"	70.479	376	100	5	1	373	1	368	0	546	99	374	368
"evm.model.RL_5.29"	"AT1G01450.1"	"AT1G01450.1"	"AT1G01450.1"	NA	NA	"OG0012376"	"AT1G01450.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G01450.1"	82.143	84	13	2	1	83	357	439	1.04e-37	132	63	131	470
"evm.model.RL_5.290"	"AT1G04370.1"	"AT1G04370.1"	"AT1G04370.1"	"N0.HOG0005799"	"AT1G04370.1"	"OG0001911"	"AT1G04370.1, AT5G43410.1"	"AT1G04370.1"	186	133	66	79	106	90.164	162	"AT1G04370.1"	90.164	122	9	2	64	185	15	133	5.11e-59	180	66	186	133
"evm.model.RL_5.2900"	"AT1G30350.1"	"AT1G30350.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G30350.1"	63.83	141	48	2	1	141	1	138	3.04e-58	184	98	144	368
"evm.model.RL_5.2901.1.687c88be"	"AT1G30330.2"	"AT1G30330.2"	"AT1G30330.2"	"N0.HOG0016123"	"AT1G30330.2"	"OG0009887"	"AT1G30330.2"	"AT1G30330.2"	898	935	98	99	924	92.965	1743	"AT1G30330.2"	92.965	924	22	3	16	897	13	935	0	1743	98	898	935
"evm.model.RL_5.2902"	"AT1G30320.1"	"AT1G30320.1"	"AT1G30320.1"	"N0.HOG0012756"	"AT1G30320.1"	"OG0006760"	"AT1G30320.1"	"AT1G30320.1"	485	509	99	99	517	79.11	769	"AT1G30320.1"	79.11	517	64	6	1	484	1	506	0	781	99	485	509
"evm.model.RL_5.2903"	"AT1G30300.1"	"AT1G30300.1"	"AT1G30300.1"	"N0.HOG0016122"	"AT1G30300.1"	"OG0009886"	"AT1G30300.1"	"AT1G30300.1"	326	324	99	100	325	94.462	636	"AT1G30300.1"	94.462	325	17	1	1	325	1	324	0	636	99	326	324
"evm.model.RL_5.2904"	"AT1G30290.2"	"AT1G30290.2"	"AT1G30290.2"	"N0.HOG0019766"	"AT1G30290.2"	"OG0013265"	"AT1G30290.2"	"AT1G30290.2"	818	811	97	97	807	87.361	1411	"AT1G30290.2"	87.361	807	75	7	1	797	1	790	0	1411	97	818	811
"evm.model.RL_5.2905"	"AT1G30280.1"	"AT1G30280.1"	"AT1G30280.1"	"N0.HOG0011037"	"AT1G30280.1"	"OG0005284"	"AT1G30280.1"	"AT1G30280.1"	485	455	92	100	458	86.245	665	"AT1G30280.1"	86.245	458	50	7	37	484	1	455	0	665	92	485	455
"evm.model.RL_5.2906"	"AT1G30270.1"	"AT1G30270.1"	"AT1G30270.1"	"N0.HOG0010565"	"AT1G30270.1"	"OG0004898"	"AT1G30270.1"	"AT1G30270.1"	486	482	99	99	487	96.304	951	"AT1G30270.1"	96.304	487	9	3	1	484	1	481	0	951	99	486	482
"evm.model.RL_5.2907"	"AT1G30260.1"	"AT1G30260.1"	"AT1G30260.1"	"N0.HOG0016121"	"AT1G30260.1"	"OG0009885"	"AT1G30260.1"	"AT1G30260.1"	79	97	99	89	86	76.744	107	"AT1G30260.1"	76.744	86	12	2	1	78	1	86	1.73e-35	115	99	79	97
"evm.model.RL_5.2908"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17565.1"	37.374	396	203	13	8	388	9	374	2.96e-73	233	97	391	378
"evm.model.RL_5.2909"	"AT5G58100.1"	"AT5G58100.1"	NA	"N0.HOG0019624"	"AT5G58100.1"	"OG0013133"	"AT5G58100.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G58100.1"	79.747	79	8	2	13	83	108	186	1e-36	129	82	87	945
"evm.model.RL_5.291"	"AT1G04390.1"	"AT1G04390.1"	"AT1G04390.1"	"N0.HOG0023864"	"AT1G04390.1"	"OG0017249"	"AT1G04390.1"	"AT1G04390.1"	1003	1002	99	100	1002	90.02	1830	"AT1G04390.1"	90.02	1002	100	0	1	1002	1	1002	0	1830	99	1003	1002
"evm.model.RL_5.2910"	"AT1G02205.3"	"AT1G02205.3"	"AT1G02205.3"	"N0.HOG0002533"	"AT1G02190.1, AT1G02205.3"	"OG0000461"	"AT1G02190.1, AT1G02205.3, AT2G37700.3"	"AT1G02205.3"	626	630	99	100	630	89.048	1137	"AT1G02205.3"	89.048	630	64	1	1	625	1	630	0	1137	99	626	630
"evm.model.RL_5.2911"	"AT1G02190.1"	"AT1G02190.1"	"AT1G02190.1"	"N0.HOG0002533"	"AT1G02190.1, AT1G02205.3"	"OG0000461"	"AT1G02190.1, AT1G02205.3, AT2G37700.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G02190.1"	83.221	298	47	2	1	298	333	627	2.23e-180	511	99	299	627
"evm.model.RL_5.2912"	"AT1G30240.2"	"AT1G30240.2"	"AT1G30240.2"	"N0.HOG0011908"	"AT1G30240.2"	"OG0006025"	"AT1G30240.2"	"AT1G30240.2"	822	827	99	99	821	84.217	1387	"AT1G30240.2"	84.531	821	113	5	1	813	1	815	0	1387	99	822	827
"evm.model.RL_5.2913"	"AT1G29810.1"	"AT1G29810.1"	"AT1G29810.1"	"N0.HOG0023473"	"AT1G29810.1"	"OG0016864"	"AT1G29810.1"	"AT1G29810.1"	188	187	99	100	187	88.77	327	"AT1G29810.1"	88.77	187	21	0	1	187	1	187	4.38e-123	344	99	188	187
"evm.model.RL_5.2914"	"AT1G29830.3, AT1G29820.1"	"AT1G29820.1"	"AT1G29830.3, AT1G29820.1"	"N0.HOG0019765"	"AT1G29830.3, AT1G29820.1"	"OG0013264"	"AT1G29820.1, AT1G29830.3"	"AT1G29820.1"	541	540	99	100	540	92.222	1031	"AT1G29820.1"	92.222	540	42	0	1	540	1	540	0	1031	99	541	540
"evm.model.RL_5.2915"	"AT1G29850.3"	"AT1G29850.3"	"AT1G29850.3"	"N0.HOG0009211"	"AT1G29850.3"	"OG0003851"	"AT1G29850.3"	"AT1G29850.3"	130	138	82	78	107	94.393	199	"AT1G29850.3"	94.393	107	6	0	14	120	1	107	1.84e-67	199	82	130	138
"evm.model.RL_5.2916"	"AT1G29860.1"	"AT1G29860.1"	"AT1G29860.1"	"N0.HOG0016118"	"AT1G29860.1"	"OG0009882"	"AT1G29860.1"	"AT1G29860.1"	288	282	99	100	288	77.778	385	"AT1G29860.1"	77.778	288	57	3	1	287	1	282	6.1e-142	400	99	288	282
