"Euclidium_syriacum"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"ESY3_g30282_DN2_SP0_c0.t1"	319	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G49510.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G49510.1"	"53.869"	"336"	"128"	"10"	"1"	"318"	"1"	"327"	"1.73e-106"	"315"	"99"	"320"	"388"
"ESY3_g30283_DN1_SP0_c0.t1"	363	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"48.02"	"404"	"159"	"12"	"1"	"362"	"1"	"395"	"2.29e-106"	"317"	"99"	"363"	"395"
"ESY3_g30284_DN2_SP0_c0.t1"	258	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"54.307"	"267"	"98"	"9"	"2"	"257"	"142"	"395"	"8.04e-78"	"240"	"99"	"259"	"395"
"ESY3_g30285_DN2_SP0_c0.t1"	132	"AT2G33655.1"	"AT2G33655.1"	"orthologue"	"AT2G33655.1"	NA	NA	"OG0019666"	"AT2G33655.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"48.12"	"133"	"62"	"3"	"1"	"127"	"1"	"132"	"4.33e-32"	"116"	"95"	"133"	"395"
"ESY3_g30286_DN3_SP7_c0.t1"	359	"AT3G13800.1"	"AT3G13800.1"	"orthologue"	"AT3G13800.1"	"N0.HOG0017735"	"AT3G13800.1"	"OG0011373"	"AT3G13800.1"	"AT3G13800.1"	360	361	99	100	362	90.608	644	"AT3G13800.1"	"90.608"	"362"	"30"	"4"	"1"	"359"	"1"	"361"	"0"	"667"	"99"	"360"	"361"
"ESY3_g30287_DN3_SP4_c0.t1"	497	"AT3G13810.2"	"AT3G13810.2"	"orthologue"	"AT3G13810.2"	"N0.HOG0004892"	"AT3G13810.2"	"OG0001448"	"AT1G55110.1, AT3G13810.2"	"AT3G13810.2"	498	514	98	100	511	74.951	641	"AT3G13810.2"	"74.951"	"511"	"97"	"14"	"10"	"497"	"12"	"514"	"0"	"641"	"98"	"498"	"514"
"ESY3_g30289_DN3_SP0_c0.t1"	370	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"54.5"	"400"	"142"	"14"	"1"	"368"	"1"	"392"	"1.32e-128"	"374"	"99"	"371"	"395"
"ESY3_g30290_DN3_SP0_c0.t1"	374	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"51.605"	"405"	"147"	"16"	"1"	"368"	"1"	"393"	"2.56e-118"	"348"	"98"	"375"	"395"
"ESY3_g30291_DN3_SP0_c0.t1"	71	"AT3G13845.1"	"AT3G13845.1"	"orthologue"	"AT3G13845.1"	"N0.HOG0022944"	"AT3G13845.1"	"OG0016364"	"AT3G13845.1"	"AT3G13845.1"	72	70	93	87	61	91.803	64.3	"AT3G13845.1"	"92.647"	"68"	"4"	"1"	"1"	"67"	"1"	"68"	"1.08e-15"	"64.3"	"93"	"72"	"70"
"ESY3_g30292_DN3_SP0_c0.t1"	112	"AT1G29580.1"	"AT1G29580.1"	"orthologue"	"AT1G29580.1"	"N0.HOG0008923"	"AT1G29580.1"	"OG0003669"	"AT1G29580.1, AT1G55080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G55080.1"	"62.195"	"82"	"27"	"1"	"14"	"91"	"145"	"226"	"1.25e-29"	"106"	"69"	"113"	"244"
"ESY3_g30293_DN3_SP0_c0.t1"	281	"AT3G13850.1"	"AT3G13850.1"	"orthologue"	"AT3G13850.1"	"N0.HOG0013282"	"AT3G13850.1"	"OG0007244"	"AT3G13850.1"	"AT3G13850.1"	282	268	99	100	282	82.979	410	"AT3G13850.1"	"84.043"	"282"	"30"	"10"	"1"	"281"	"1"	"268"	"1.95e-154"	"431"	"99"	"282"	"268"
"ESY3_g30294_DN3_SP8_c0.t1"	572	"AT3G13860.1"	"AT3G13860.1"	"orthologue"	"AT3G13860.1"	"N0.HOG0020808"	"AT3G13860.1"	"OG0014268"	"AT3G13860.1"	"AT3G13860.1"	572	572	100	100	572	94.231	1062	"AT3G13860.1"	"94.231"	"572"	"33"	"0"	"1"	"572"	"1"	"572"	"0"	"1062"	"100"	"572"	"572"
"ESY3_g30295_DN3_SP8_c0.t1"	807	"AT3G13870.1"	"AT3G13870.1"	"orthologue"	"AT3G13870.1"	"N0.HOG0010831"	"AT3G13870.1"	"OG0005114"	"AT3G13870.1"	"AT3G13870.1"	808	802	99	100	807	94.548	1483	"AT3G13870.1"	"94.672"	"807"	"38"	"4"	"1"	"807"	"1"	"802"	"0"	"1503"	"99"	"808"	"802"
"ESY3_g30297_DN3_SP2_c0.t1"	146	"AT3G13882.2"	"AT3G13882.2"	"orthologue"	"AT3G13882.2"	"N0.HOG0011786"	"AT3G13882.2"	"OG0005926"	"AT3G13882.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13882.2"	"64.815"	"162"	"10"	"1"	"32"	"146"	"40"	"201"	"9.26e-63"	"191"	"78"	"147"	"201"
"ESY3_g30298_DN3_SP6_c0.t1"	343	"AT3G13890.1"	"AT3G13890.1"	"orthologue"	"AT3G13890.1"	"N0.HOG0014419"	"AT3G13890.1"	"OG0008299"	"AT3G13890.1"	"AT3G13890.1"	343	367	96	100	376	76.862	471	"AT3G13890.1"	"77.128"	"376"	"31"	"11"	"1"	"330"	"1"	"367"	"7.93e-168"	"471"	"96"	"343"	"367"
"ESY3_g30301_DN3_SP0_c0.t1"	105	"AT3G13910.2"	"AT3G13910.2"	"orthologue"	"AT3G13910.2"	"N0.HOG0014421"	"AT3G13910.2"	"OG0008301"	"AT3G13910.2"	"AT3G13910.2"	106	115	93	84	103	86.408	155	"AT3G13910.2"	"86.408"	"103"	"4"	"5"	"4"	"102"	"3"	"99"	"1.38e-50"	"155"	"93"	"106"	"115"
"ESY3_g30302_DN3_SP8_c0.t1"	412	"AT3G13920.5"	"AT3G13920.5"	"orthologue"	"AT3G13920.5"	"N0.HOG0002378"	"AT3G13920.5"	"OG0000423"	"AT1G54270.1, AT1G72730.1, AT3G13920.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54270.1"	"96.359"	"412"	"15"	"0"	"1"	"412"	"1"	"412"	"0"	"819"	"99"	"413"	"412"
"ESY3_g30303_DN3_SP8_c0.t1"	542	"AT3G13930.1"	"AT3G13930.1"	"orthologue"	"AT3G13930.1"	"N0.HOG0005875"	"AT3G13930.1"	"OG0001950"	"AT1G54220.1, AT3G13930.1"	"AT3G13930.1"	543	539	99	99	539	91.837	983	"AT3G13930.1"	"91.837"	"539"	"43"	"1"	"4"	"542"	"2"	"539"	"0"	"987"	"99"	"543"	"539"
"ESY3_g30304_DN3_SP0_c0.t1"	452	"AT3G13940.1"	"AT3G13940.1"	"orthologue"	"AT3G13940.1"	"N0.HOG0014422"	"AT3G13940.1"	"OG0008302"	"AT3G13940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13940.1"	"48.796"	"457"	"210"	"9"	"1"	"451"	"1"	"439"	"1.45e-141"	"412"	"99"	"453"	"442"
"ESY3_g30305_DN2_SP3_c2.t1"	194	"AT3G13950.1"	"AT3G13950.1"	"other"	NA	NA	NA	"OG0001942"	"AT3G13950.1, AT4G13266.1"	"AT3G13950.1"	195	207	78	70	144	79.085	237	"AT3G13950.1"	"79.085"	"153"	"31"	"1"	"1"	"152"	"1"	"153"	"2.1e-86"	"253"	"78"	"195"	"207"
"ESY3_g30306_DN3_SP6_c14.t1"	396	"AT3G13960.1"	"AT3G13960.1"	"orthologue"	"AT3G13960.1"	"N0.HOG0010380"	"AT3G13960.1"	"OG0004730"	"AT3G13960.1"	"AT3G13960.1"	397	397	99	100	411	80.779	513	"AT3G13960.1"	"82.039"	"412"	"43"	"12"	"1"	"396"	"1"	"397"	"0"	"529"	"99"	"397"	"397"
"ESY3_g30307_DN3_SP0_c0.t1"	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY3_g30308_DN3_SP7_c0.t1"	94	"AT3G13970.1"	"AT3G13970.1"	"orthologue"	"AT3G13970.1"	"N0.HOG0007625"	"AT3G13970.1"	"OG0002866"	"AT1G54210.1, AT3G13970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13970.1"	"92.553"	"94"	"7"	"0"	"1"	"94"	"1"	"94"	"7.75e-63"	"184"	"99"	"95"	"94"
"ESY3_g30309_DN3_SP0_c0.t1"	378	"AT3G13980.1"	"AT3G13980.1"	"orthologue"	"AT3G13980.1"	"N0.HOG0004752"	"AT3G13980.1"	"OG0001376"	"AT1G54200.1, AT3G13980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13980.1"	"71.649"	"388"	"69"	"15"	"1"	"378"	"1"	"357"	"5.28e-143"	"409"	"99"	"379"	"357"
"ESY3_g30310_DN3_SP0_c7.t1"	914	"AT3G13990.1"	"AT3G13990.1"	"orthologue"	"AT3G13990.1"	"N0.HOG0010832"	"AT3G13990.1"	"OG0005115"	"AT3G13990.1"	"AT3G13990.1"	915	848	99	100	930	72.151	1192	"AT3G13990.1"	"72.151"	"930"	"161"	"22"	"1"	"914"	"1"	"848"	"0"	"1223"	"99"	"915"	"848"
"ESY3_g30311_DN3_SP6_c0.t1"	382	"AT3G14000.1"	"AT3G14000.1"	"orthologue"	"AT3G14000.1"	"N0.HOG0006882"	"AT3G14000.1"	"OG0002466"	"AT1G54180.1, AT3G14000.1"	"AT3G14000.1"	382	374	100	100	384	86.979	632	"AT3G14000.1"	"87.24"	"384"	"37"	"7"	"1"	"382"	"1"	"374"	"0"	"649"	"100"	"382"	"374"
"ESY3_g30313_DN3_SP0_c0.t1"	582	"AT3G14010.5"	"AT3G14010.5"	"orthologue"	"AT3G14010.5"	"N0.HOG0022803"	"AT3G14010.5"	"OG0016226"	"AT3G14010.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14010.5"	"63.443"	"610"	"175"	"19"	"4"	"582"	"11"	"603"	"0"	"659"	"99"	"583"	"603"
"ESY3_g30314_DN3_SP0_c0.t1"	282	"AT3G14020.1"	"AT3G14020.1"	"orthologue"	"AT3G14020.1"	"N0.HOG0021123"	"AT3G14020.1"	"OG0014573"	"AT3G14020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14020.1"	"69.132"	"311"	"64"	"9"	"1"	"282"	"1"	"308"	"9.18e-130"	"370"	"99"	"283"	"308"
"ESY3_g30315_DN3_SP0_c0.t1"	497	"AT3G13840.1"	"AT3G13840.1"	"orthologue"	"AT3G13840.1"	"N0.HOG0017736"	"AT3G13840.1"	"OG0011374"	"AT3G13840.1"	"AT3G13840.1"	498	510	99	100	514	78.21	780	"AT3G13840.1"	"78.21"	"514"	"91"	"8"	"1"	"497"	"1"	"510"	"0"	"780"	"99"	"498"	"510"
"ESY3_g30316_DN1_SP0_c0.t1"	114	"AT2G33655.1"	"AT2G33655.1"	"orthologue"	"AT2G33655.1"	NA	NA	"OG0019666"	"AT2G33655.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G49510.1"	"66.292"	"89"	"28"	"1"	"1"	"89"	"1"	"87"	"4.73e-34"	"120"	"77"	"115"	"388"
"ESY3_g30317_DN3_SP0_c0.t1"	420	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"59.198"	"424"	"126"	"10"	"1"	"418"	"1"	"383"	"2.68e-162"	"462"	"99"	"421"	"395"
"ESY3_g30318_DN2_SP0_c0.t1"	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G19875.1"	"39.474"	"38"	"23"	"0"	"125"	"162"	"78"	"115"	"0.000294"	"38.5"	"23"	"167"	"123"
"ESY3_g30319_DN3_SP0_c0.t1"	434	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"57.235"	"311"	"104"	"7"	"1"	"299"	"67"	"360"	"3.15e-108"	"325"	"69"	"435"	"395"
"ESY3_g30320_DN1_SP0_c0.t1"	269	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	"AT3G13680.1"	"other"	NA	NA	NA	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"55.597"	"268"	"98"	"7"	"2"	"265"	"142"	"392"	"1.51e-88"	"268"	"98"	"270"	"395"
"ESY3_g30321_DN1_SP0_c0.t1"	96	"AT2G33655.1"	"AT2G33655.1"	"orthologue"	"AT2G33655.1"	NA	NA	"OG0019666"	"AT2G33655.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	"59.184"	"98"	"38"	"2"	"1"	"96"	"1"	"98"	"2.79e-35"	"123"	"99"	"97"	"395"
"ESY3_g30322_DN3_SP8_c0.t1"	719	"AT3G14050.1"	"AT3G14050.1"	"orthologue"	"AT3G14050.1"	"N0.HOG0007135"	"AT3G14050.1"	"OG0002592"	"AT1G54130.1, AT3G14050.1"	"AT3G14050.1"	720	709	99	100	723	89.903	1251	"AT3G14050.1"	"90.18"	"723"	"53"	"6"	"1"	"719"	"1"	"709"	"0"	"1252"	"99"	"720"	"709"
"ESY3_g30323_DN3_SP0_c0.t1"	227	"AT4G38070.1"	"AT4G38070.1"	"orthologue"	"AT4G38070.1"	"N0.HOG0021682"	"AT4G38070.1"	"OG0015119"	"AT4G38070.1"	"AT4G38070.1"	228	256	99	86	226	81.858	341	"AT4G38070.1"	"81.858"	"226"	"34"	"3"	"1"	"226"	"32"	"250"	"4.07e-120"	"341"	"99"	"228"	"256"
"ESY3_g30324_DN3_SP0_c0.t1"	124	"AT3G14060.1"	"AT3G14060.1"	"orthologue"	"AT3G14060.1"	"N0.HOG0020811"	"AT3G14060.1"	"OG0014271"	"AT3G14060.1"	"AT3G14060.1"	125	125	99	100	125	80.8	211	"AT3G14060.1"	"80.8"	"125"	"23"	"1"	"1"	"124"	"1"	"125"	"3.58e-72"	"211"	"99"	"125"	"125"
"ESY3_g30327_DN1_SP0_c0.t1"	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29090.1"	"31.746"	"63"	"42"	"1"	"1"	"62"	"445"	"507"	"0.000188"	"37"	"93"	"67"	"575"
"ESY3_g30328_DN1_SP0_c0.t1"	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY3_g30329_DN3_SP0_c0.t1"	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY3_g30332_DN2_SP0_c0.t1"	412	"AT3G44910.1"	"AT3G44910.1"	"orthologue"	"AT3G44910.1"	"N0.HOG0005869"	"AT3G44910.1"	"OG0001947"	"AT3G44910.1, AT3G44920.1, AT3G44930.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44930.1"	"46.894"	"499"	"172"	"8"	"1"	"407"	"126"	"623"	"5.13e-136"	"407"	"99"	"413"	"783"
"ESY3_g30333_DN1_SP0_c0.t1"	653	"AT3G14070.1"	"AT3G14070.1"	"orthologue"	"AT3G14070.1"	"N0.HOG0007627"	"AT3G14070.1"	"OG0002867"	"AT1G54115.1, AT3G14070.1"	"AT3G14070.1"	654	643	99	100	653	86.064	1118	"AT3G14070.1"	"86.064"	"653"	"81"	"2"	"1"	"653"	"1"	"643"	"0"	"1118"	"99"	"654"	"643"
"ESY3_g30334_DN3_SP5_c0.t1"	642	"AT3G14075.1"	"AT3G14075.1"	"orthologue"	"AT3G14075.1"	"N0.HOG0017737"	"AT3G14075.1"	"OG0011375"	"AT3G14075.1"	"AT3G14075.1"	643	642	98	98	634	89.432	1077	"AT3G14075.1"	"89.432"	"634"	"55"	"5"	"15"	"642"	"15"	"642"	"0"	"1077"	"98"	"643"	"642"
"ESY3_g30335_DN3_SP8_c0.t1"	128	"AT3G14080.1"	"AT3G14080.1"	"orthologue"	"AT3G14080.1"	"N0.HOG0010012"	"AT3G14080.1"	"OG0004437"	"AT3G14080.1"	"AT3G14080.1"	129	128	99	100	128	97.656	254	"AT3G14080.1"	"97.656"	"128"	"3"	"0"	"1"	"128"	"1"	"128"	"3.1e-89"	"254"	"99"	"129"	"128"
"ESY3_g30336_DN3_SP0_c0.t1"	636	"AT3G14090.1"	"AT3G14090.1"	"orthologue"	"AT3G14090.1"	"N0.HOG0020814"	"AT3G14090.1"	"OG0014273"	"AT3G14090.1"	"AT3G14090.1"	637	623	99	100	636	82.547	988	"AT3G14090.1"	"83.359"	"637"	"91"	"5"	"1"	"636"	"1"	"623"	"0"	"997"	"99"	"637"	"623"
"ESY3_g30337_DN3_SP7_c0.t1"	427	"AT3G14100.1"	"AT3G14100.1"	"orthologue"	"AT3G14100.1"	"N0.HOG0007130"	"AT3G14100.1"	"OG0002590"	"AT1G54080.2, AT3G14100.1"	"AT3G14100.1"	428	427	99	100	428	96.495	857	"AT3G14100.1"	"96.495"	"428"	"13"	"2"	"1"	"427"	"1"	"427"	"0"	"857"	"99"	"428"	"427"
"ESY3_g30338_DN3_SP6_c0.t1"	319	"AT3G14110.3"	"AT3G14110.3"	"orthologue"	"AT3G14110.3"	"N0.HOG0014424"	"AT3G14110.3"	"OG0008304"	"AT3G14110.3"	"AT3G14110.3"	319	317	100	100	325	84.615	541	"AT3G14110.3"	"84.615"	"325"	"36"	"4"	"1"	"319"	"1"	"317"	"0"	"541"	"100"	"319"	"317"
"ESY3_g30339_DN3_SP8_c0.t1"	1076	"AT3G14120.1"	"AT3G14120.1"	"orthologue"	"AT3G14120.1"	"N0.HOG0012386"	"AT3G14120.1"	"OG0006443"	"AT3G14120.1"	"AT3G14120.1"	1077	1101	99	99	1088	89.909	2030	"AT3G14120.1"	"89.909"	"1100"	"86"	"2"	"1"	"1075"	"1"	"1100"	"0"	"2030"	"99"	"1077"	"1101"
"ESY3_g30341_DN3_SP0_c0.t1"	920	"AT3G06710.1"	"AT3G06710.1"	"other"	NA	"N0.HOG0003249"	"AT3G06710.1"	"OG0000712"	"AT3G06710.1, AT4G32670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G32670.1"	"46.659"	"928"	"410"	"12"	"1"	"911"	"1"	"860"	"0"	"775"	"99"	"921"	"860"
"ESY3_g30342_DN3_SP1_c0.t1"	365	"AT3G14150.1, AT3G14130.1"	"AT3G14130.1"	"orthologue"	"AT3G14150.1, AT3G14130.1"	"N0.HOG0008924"	"AT3G14150.1, AT3G14130.1"	"OG0003670"	"AT3G14130.1, AT3G14150.1"	"AT3G14130.1"	366	363	99	100	365	87.123	643	"AT3G14130.1"	"87.123"	"365"	"45"	"1"	"1"	"365"	"1"	"363"	"0"	"656"	"99"	"366"	"363"
"ESY3_g30343_DN3_SP0_c0.t1"	228	"AT3G14140.1"	"AT3G14140.1"	"orthologue"	"AT3G14140.1"	"N0.HOG0014427"	"AT3G14140.1"	"OG0008305"	"AT3G14140.1, AT3G14160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14160.1"	"68.75"	"208"	"49"	"2"	"35"	"228"	"250"	"455"	"3.37e-102"	"303"	"85"	"229"	"455"
"ESY3_g30345_DN3_SP0_c0.t1"	439	"AT3G14160.1"	"AT3G14160.1"	"orthologue"	"AT3G14160.1"	"N0.HOG0014426"	"AT3G14160.1"	"OG0008305"	"AT3G14140.1, AT3G14160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14160.1"	"60.645"	"465"	"142"	"10"	"5"	"439"	"2"	"455"	"2.07e-179"	"508"	"99"	"440"	"455"
"ESY3_g30346_DN3_SP0_c0.t1"	506	"AT3G14170.2"	"AT3G14170.2"	"orthologue"	"AT3G14170.2"	"N0.HOG0022946"	"AT3G14170.2"	"OG0016366"	"AT3G14170.2"	"AT3G14170.2"	507	506	97	92	499	74.95	698	"AT3G14170.2"	"74.95"	"499"	"85"	"8"	"1"	"490"	"1"	"468"	"0"	"698"	"97"	"507"	"506"
"ESY3_g30347_DN3_SP0_c0.t1"	1270	"AT3G14172.1"	"AT3G14172.1"	"orthologue"	"AT3G14172.1"	"N0.HOG0013283"	"AT3G14172.1"	"OG0007245"	"AT3G14172.1"	"AT3G14172.1"	1270	1270	100	100	1304	77.761	1926	"AT3G14172.1"	"77.837"	"1304"	"221"	"11"	"1"	"1270"	"1"	"1270"	"0"	"1926"	"100"	"1270"	"1270"
"ESY3_g30348_DN3_SP0_c0.t1"	445	"AT3G14180.1"	"AT3G14180.1"	"orthologue"	"AT3G14180.1"	"N0.HOG0019011"	"AT3G14180.1"	"OG0012554"	"AT3G14180.1"	"AT3G14180.1"	446	443	96	96	439	82.46	647	"AT3G14180.1"	"83.827"	"439"	"47"	"8"	"1"	"428"	"1"	"426"	"0"	"679"	"96"	"446"	"443"
"ESY3_g30349_DN1_SP0_c0.t1"	85	"AT1G54070.1"	"AT1G54070.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54070.1"	"42.276"	"123"	"31"	"4"	"1"	"85"	"1"	"121"	"5.84e-19"	"74.3"	"99"	"86"	"123"
"ESY3_g30351_DN3_SP0_c0.t1"	194	"AT3G14190.1"	"AT3G14190.1"	"orthologue"	"AT3G14190.1"	"N0.HOG0014429"	"AT3G14190.1"	"OG0008306"	"AT3G14190.1"	"AT3G14190.1"	195	193	99	100	196	81.122	300	"AT3G14190.1"	"81.633"	"196"	"31"	"3"	"1"	"194"	"1"	"193"	"6.31e-113"	"319"	"99"	"195"	"193"
"ESY3_g30352_DN3_SP3_c0.t1"	230	"AT3G14200.1"	"AT3G14200.1"	"orthologue"	"AT3G14200.1"	"N0.HOG0010013"	"AT3G14200.1"	"OG0004438"	"AT3G14200.1"	"AT3G14200.1"	231	230	98	97	229	74.672	296	"AT3G14200.1"	"77.489"	"231"	"40"	"9"	"4"	"230"	"8"	"230"	"9.03e-115"	"327"	"98"	"231"	"230"
