"Noccaea_praecox"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Np004G228200"	89	"AT3G25120.1"	"AT3G25120.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G25120.1"	"70.833"	"96"	"19"	"1"	"1"	"87"	"94"	"189"	"4.67e-43"	"137"	"97"	"90"	"189"
"Np004G228220"	375	"AT5G46130.1, AT5G46140.1"	"AT5G46130.1"	"other"	NA	"N0.HOG0014631"	"AT5G46130.1, AT5G46140.1"	"OG0008490"	"AT5G46130.1, AT5G46140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46130.1"	"41.221"	"393"	"190"	"9"	"1"	"375"	"1"	"370"	"3.45e-90"	"275"	"99"	"376"	"376"
"Np004G228260"	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G50940.1"	"32.727"	"110"	"63"	"2"	"68"	"167"	"73"	"181"	"5.01e-12"	"62.8"	"58"	"173"	"451"
"Np004G228270"	131	"AT1G06060.1"	"AT1G06060.1"	"orthologue"	"AT1G06060.1"	"N0.HOG0017574"	"AT1G06060.1"	"OG0011224"	"AT1G06060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06060.1"	"79.389"	"131"	"27"	"0"	"1"	"131"	"21"	"151"	"3.16e-72"	"214"	"99"	"132"	"213"
"Np004G228290"	243	"AT1G27160.1"	"AT1G27160.1"	"orthologue"	"AT1G27160.1"	"N0.HOG0028820"	"AT1G27160.1"	"OG0021801"	"AT1G27160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G14610.1"	"66.802"	"247"	"67"	"7"	"1"	"236"	"812"	"1054"	"7.17e-100"	"313"	"97"	"244"	"1108"
"Np004G228300"	134	"AT1G17770.1"	"AT1G17770.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G17770.1"	"52.809"	"89"	"41"	"1"	"43"	"130"	"106"	"194"	"5.11e-20"	"84.3"	"65"	"135"	"693"
"Np004G228310"	407	"AT1G62160.1, AT1G62170.2, AT1G64010.2, AT1G64020.1, AT1G64030.1, AT2G14540.1"	"AT2G14540.1"	"other"	NA	NA	NA	"OG0000099"	"AT1G62160.1, AT1G62170.2, AT1G64010.2, AT1G64020.1, AT1G64030.1, AT2G14540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G14540.1"	"57.346"	"422"	"142"	"7"	"1"	"407"	"1"	"399"	"2.15e-156"	"446"	"99"	"408"	"407"
"Np004G228320"	144	"AT1G64020.1"	"AT1G64020.1"	"orthologue"	"AT1G64020.1"	"N0.HOG0000862"	"AT1G64020.1"	"OG0000099"	"AT1G62160.1, AT1G62170.2, AT1G64010.2, AT1G64020.1, AT1G64030.1, AT2G14540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G62170.2"	"45.517"	"145"	"47"	"4"	"1"	"113"	"1"	"145"	"4.31e-18"	"79"	"78"	"145"	"466"
"Np004G228360"	1384	"AT1G27170.1, AT1G27180.1"	"AT1G27170.1"	"orthologue"	"AT1G27170.1, AT1G27180.1"	"N0.HOG0004742"	"AT1G27170.1, AT1G27180.1"	"OG0001371"	"AT1G27170.1, AT1G27180.1"	"AT1G27170.1"	1385	1384	99	99	1371	73.929	1972	"AT1G27170.1"	"73.961"	"1371"	"343"	"9"	"1"	"1365"	"1"	"1363"	"0"	"1972"	"99"	"1385"	"1384"
"Np004G228370"	126	"AT1G27180.1"	"AT1G27180.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27180.1"	"72.464"	"69"	"15"	"1"	"2"	"66"	"33"	"101"	"3.69e-25"	"99"	"51"	"127"	"1556"
"Np004G228380"	1375	"AT1G27170.1, AT1G27180.1"	"AT1G27180.1"	"orthologue"	"AT1G27170.1, AT1G27180.1"	"N0.HOG0004742"	"AT1G27170.1, AT1G27180.1"	"OG0001371"	"AT1G27170.1, AT1G27180.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27180.1"	"69.385"	"1398"	"399"	"13"	"1"	"1375"	"165"	"1556"	"0"	"1865"	"99"	"1376"	"1556"
"Np004G228390"	157	"AT1G27180.1"	"AT1G27180.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27180.1"	"65.217"	"161"	"45"	"5"	"1"	"155"	"1"	"156"	"6.64e-58"	"194"	"98"	"158"	"1556"
"Np004G228400"	1374	"AT1G27170.1, AT1G27180.1"	"AT1G27170.1"	"other"	NA	NA	NA	"OG0001371"	"AT1G27170.1, AT1G27180.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27170.1"	"74.234"	"1370"	"331"	"14"	"1"	"1355"	"1"	"1363"	"0"	"1956"	"99"	"1375"	"1384"
"Np004G228430"	601	"AT1G27190.1"	"AT1G27190.1"	"orthologue"	"AT1G27190.1"	"N0.HOG0008030"	"AT1G27190.1"	"OG0003097"	"AT1G27190.1, AT1G69990.1"	"AT1G27190.1"	602	601	99	100	601	93.844	1108	"AT1G27190.1"	"93.844"	"601"	"37"	"0"	"1"	"601"	"1"	"601"	"0"	"1108"	"99"	"602"	"601"
"Np004G228460"	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G73630.1"	"24.409"	"127"	"90"	"3"	"17"	"142"	"22"	"143"	"0.000601"	"39.3"	"45"	"279"	"163"
"Np004G228500"	586	"AT1G27200.1"	"AT1G27200.1"	"orthologue"	"AT1G27200.1"	"N0.HOG0014131"	"AT1G27200.1"	"OG0008021"	"AT1G27200.1"	"AT1G27200.1"	587	575	99	100	592	83.784	979	"AT1G27200.1"	"83.784"	"592"	"73"	"8"	"1"	"586"	"1"	"575"	"0"	"979"	"99"	"587"	"575"
"Np004G228530"	613	"AT1G27210.1"	"AT1G27210.1"	"orthologue"	"AT1G27210.1"	"N0.HOG0013070"	"AT1G27210.1"	"OG0007046"	"AT1G27210.1"	"AT1G27210.1"	614	625	96	95	609	78.818	885	"AT1G27210.1"	"79.967"	"609"	"84"	"14"	"26"	"613"	"34"	"625"	"0"	"925"	"96"	"614"	"625"
"Np004G228610"	303	"AT1G24210.1, AT1G27240.1"	"AT1G27240.1"	"other"	NA	NA	NA	"OG0003797"	"AT1G24210.1, AT1G27240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27240.1"	"44.351"	"239"	"80"	"3"	"55"	"293"	"1"	"186"	"8.34e-53"	"171"	"79"	"304"	"186"
"Np004G228620"	180	"AT5G15025.1"	"AT5G15025.1"	"orthologue"	"AT5G15025.1"	"N0.HOG0002841"	"AT5G15025.1, AT1G70030.1"	"OG0000565"	"AT1G24200.1, AT1G70030.1, AT5G15025.1, AT5G35610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24190.3"	"44.624"	"186"	"88"	"4"	"1"	"173"	"1"	"184"	"2.89e-44"	"155"	"96"	"181"	"1338"
"Np004G228630"	393	"AT1G24180.1"	"AT1G24180.1"	"orthologue"	"AT1G24180.1"	"N0.HOG0009060"	"AT1G24180.1"	"OG0003754"	"AT1G24180.1"	"AT1G24180.1"	394	393	99	100	393	93.893	781	"AT1G24180.1"	"93.893"	"393"	"24"	"0"	"1"	"393"	"1"	"393"	"0"	"781"	"99"	"394"	"393"
"Np004G228700"	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24190.3"	"40.437"	"183"	"81"	"6"	"175"	"334"	"422"	"599"	"7.01e-30"	"120"	"46"	"346"	"1338"
"Np004G228710"	106	"AT1G24160.1"	"AT1G24160.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24160.1"	"59.375"	"64"	"26"	"0"	"14"	"77"	"156"	"219"	"1.42e-14"	"67.4"	"60"	"107"	"540"
"Np004G228720"	391	"AT1G24170.1"	"AT1G24170.1"	"orthologue"	"AT1G24170.1"	"N0.HOG0005611"	"AT1G24170.1"	"OG0001809"	"AT1G24170.1, AT1G70090.1"	"AT1G24170.1"	392	393	97	98	388	90.722	694	"AT1G24170.1"	"90.979"	"388"	"27"	"4"	"10"	"391"	"8"	"393"	"0"	"694"	"97"	"392"	"393"
"Np004G228730"	506	"AT1G24160.1"	"AT1G24160.1"	"orthologue"	"AT1G24160.1"	"N0.HOG0017509"	"AT1G24160.1"	"OG0011170"	"AT1G24160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24160.1"	"68.831"	"539"	"123"	"11"	"1"	"499"	"1"	"534"	"0"	"628"	"98"	"507"	"540"
"Np004G228740"	777	"AT1G24150.1"	"AT1G24150.1"	"orthologue"	"AT1G24150.1"	"N0.HOG0007094"	"AT1G24150.1"	"OG0002573"	"AT1G24150.1, AT1G70140.1"	"AT1G24150.1"	778	763	98	96	757	74.373	956	"AT1G24150.1"	"76.289"	"776"	"142"	"15"	"1"	"762"	"1"	"748"	"0"	"1032"	"98"	"778"	"763"
"Np004G228750"	158	"AT4G14430.1"	"AT4G14430.1"	"orthologue"	"AT4G14430.1"	"N0.HOG0007017"	"AT4G14430.1"	"OG0002539"	"AT4G14430.1, AT4G14440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14440.1"	"77.857"	"140"	"29"	"1"	"1"	"140"	"1"	"138"	"8.96e-76"	"225"	"88"	"159"	"238"
"Np004G228810"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G228820"	335	"AT1G24140.1, AT1G70170.1"	"AT1G24140.1"	"other"	NA	"N0.HOG0006573"	"AT1G24140.1, AT1G70170.1"	"OG0002312"	"AT1G24140.1, AT1G70170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24140.1"	"74.78"	"341"	"79"	"3"	"1"	"334"	"2"	"342"	"3.01e-180"	"503"	"99"	"336"	"384"
"Np004G228830"	381	"AT1G24140.1"	"AT1G24140.1"	"other"	NA	"N0.HOG0006573"	"AT1G24140.1, AT1G70170.1"	"OG0002312"	"AT1G24140.1, AT1G70170.1"	"AT1G24140.1"	382	384	99	100	385	79.74	598	"AT1G24140.1"	"79.74"	"385"	"73"	"3"	"1"	"381"	"1"	"384"	"0"	"615"	"99"	"382"	"384"
"Np004G228840"	414	"AT1G24130.1"	"AT1G24130.1"	"orthologue"	"AT1G24130.1"	"N0.HOG0022282"	"AT1G24130.1"	"OG0015710"	"AT1G24130.1"	"AT1G24130.1"	415	415	99	100	420	85.952	652	"AT1G24130.1"	"85.952"	"420"	"48"	"5"	"1"	"414"	"1"	"415"	"0"	"652"	"99"	"415"	"415"
"Np004G228870"	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27300.4"	"50"	"90"	"26"	"4"	"19"	"91"	"296"	"383"	"1.95e-17"	"78.2"	"44"	"167"	"587"
"Np004G228880"	233	"AT5G39050.1, AT5G39080.1, AT5G39090.1"	"AT5G39080.1"	"other"	NA	NA	NA	"OG0000671"	"AT5G39050.1, AT5G39080.1, AT5G39090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39080.1"	"65.591"	"186"	"54"	"1"	"44"	"229"	"21"	"196"	"2.5e-78"	"242"	"79"	"234"	"463"
"Np004G228890"	440	"AT1G24120.1"	"AT1G24120.1"	"orthologue"	"AT1G24120.1"	"N0.HOG0020392"	"AT1G24120.1"	"OG0013865"	"AT1G24120.1"	"AT1G24120.1"	441	436	99	100	440	92.5	793	"AT1G24120.1"	"92.955"	"440"	"27"	"2"	"1"	"440"	"1"	"436"	"0"	"793"	"99"	"441"	"436"
"Np004G228900"	330	"AT1G24110.1"	"AT1G24110.1"	"orthologue"	"AT1G24110.1"	"N0.HOG0025753"	"AT1G24110.1"	"OG0019033"	"AT1G24110.1"	"AT1G24110.1"	331	326	99	100	330	84.848	582	"AT1G24110.1"	"84.848"	"330"	"46"	"2"	"1"	"330"	"1"	"326"	"0"	"582"	"99"	"331"	"326"
"Np004G228920"	605	"AT2G06105.1"	"AT2G06105.1"	"other"	NA	"N0.HOG0000088"	"AT2G06105.1"	"OG0000013"	"AT2G06105.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	"27.536"	"69"	"50"	"0"	"370"	"438"	"64"	"132"	"0.009"	"38.5"	"11"	"606"	"390"
"Np004G228930"	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G228940"	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G228950"	145	"AT3G55252.1"	"AT3G55252.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55252.1"	"47.423"	"97"	"43"	"1"	"34"	"122"	"45"	"141"	"4.4e-27"	"99"	"61"	"146"	"166"
"Np004G228960"	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G228970"	462	"AT1G24100.1"	"AT1G24100.1"	"orthologue"	"AT1G24100.1"	"N0.HOG0020391"	"AT1G24100.1"	"OG0013864"	"AT1G24100.1"	"AT1G24100.1"	463	460	99	100	461	86.768	825	"AT1G24100.1"	"86.768"	"461"	"59"	"2"	"1"	"460"	"1"	"460"	"0"	"825"	"99"	"463"	"460"
"Np004G228980"	145	"AT3G55252.1"	"AT3G55252.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55252.1"	"42.149"	"121"	"58"	"4"	"34"	"144"	"45"	"163"	"1.03e-26"	"97.8"	"76"	"146"	"166"
"Np004G228990"	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G229000"	524	"AT1G37020.1, AT5G45570.1, AT4G08430.1, AT5G28810.1, AT2G10260.1, AT3G31910.1"	"AT5G45570.1"	"other"	NA	"N0.HOG0000433"	"AT1G37020.1, AT5G45570.1, AT4G08430.1, AT5G28810.1, AT2G10260.1, AT3G31910.1"	"OG0000044"	"AT1G37020.1, AT2G10260.1, AT3G31910.1, AT4G08430.1, AT5G28810.1, AT5G45570.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	"38.043"	"368"	"212"	"8"	"1"	"356"	"27"	"390"	"1.82e-77"	"261"	"68"	"525"	"921"
"Np004G229010"	101	"AT1G24110.1"	"AT1G24110.1"	"orthologue"	"AT1G24110.1"	"N0.HOG0025753"	"AT1G24110.1"	"OG0019033"	"AT1G24110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24110.1"	"84.146"	"82"	"12"	"1"	"1"	"82"	"1"	"81"	"4.08e-42"	"139"	"80"	"102"	"326"
"Np004G229020"	145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55252.1"	"38.065"	"155"	"69"	"6"	"12"	"144"	"14"	"163"	"2.59e-27"	"99.4"	"91"	"146"	"166"
"Np004G229030"	67	"AT1G71320.1, AT3G62350.1, AT3G62380.1"	"AT3G62350.1"	"other"	NA	NA	NA	"OG0002609"	"AT1G71320.1, AT3G62350.1, AT3G62380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G62350.1, AT3G62380.1"	"41.509"	"53"	"26, 31"	"1, 0"	"14"	"66"	"168, 265"	"215, 317"	"2.51e-05, 3.25e-05"	"39.3"	"78"	"68"	"228, 325"
"Np004G229040"	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13980.1"	"37.931"	"145"	"72"	"3"	"19"	"147"	"29"	"171"	"3.69e-24"	"96.7"	"84"	"153"	"466"
"Np004G229070"	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G229100"	217	"AT1G24095.1"	"AT1G24095.1"	"orthologue"	"AT1G24095.1"	"N0.HOG0023802"	"AT1G24095.1"	"OG0017187"	"AT1G24095.1"	"AT1G24095.1"	218	213	99	99	215	83.721	368	"AT1G24095.1"	"83.721"	"215"	"32"	"1"	"1"	"215"	"1"	"212"	"1.75e-131"	"368"	"99"	"218"	"213"
"Np004G229110"	341	"AT5G51080.1, AT1G24090.1"	"AT1G24090.1"	"orthologue"	"AT5G51080.1, AT1G24090.1"	"N0.HOG0011661"	"AT5G51080.1, AT1G24090.1"	"OG0005827"	"AT1G24090.1, AT5G51080.1"	"AT1G24090.1"	342	353	99	100	354	74.294	485	"AT1G24090.1"	"74.294"	"354"	"77"	"6"	"1"	"341"	"1"	"353"	"0"	"506"	"99"	"342"	"353"
"Np004G229120"	552	"AT1G24070.1"	"AT1G24070.1"	"orthologue"	"AT1G24070.1"	"N0.HOG0003747"	"AT1G24070.1, AT4G13410.1, AT5G16190.4"	"OG0000909"	"AT1G24070.1, AT4G13410.1, AT5G16190.4"	"AT1G24070.1"	553	552	99	100	553	88.427	1029	"AT1G24070.1"	"88.427"	"553"	"62"	"2"	"1"	"552"	"1"	"552"	"0"	"1029"	"99"	"553"	"552"
"Np004G229130"	123	"AT1G24070.1"	"AT1G24070.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24070.1"	"90.291"	"103"	"10"	"0"	"21"	"123"	"147"	"249"	"2.51e-65"	"206"	"83"	"124"	"552"
"Np004G229140"	82	"AT3G13660.1"	"AT3G13660.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13660.1"	"58.025"	"81"	"30"	"1"	"5"	"81"	"44"	"124"	"5.92e-28"	"97.4"	"93"	"83"	"125"
"Np004G229150"	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53140.1"	"83.333"	"12"	"2"	"0"	"3"	"14"	"164"	"175"	"0.022"	"28.9"	"48"	"25"	"817"
"Np004G229180"	99	"AT1G24070.1"	"AT1G24070.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24070.1"	"87.879"	"99"	"11"	"1"	"1"	"99"	"455"	"552"	"5.12e-56"	"181"	"99"	"100"	"552"
"Np004G229190"	193	"AT1G24050.1"	"AT1G24050.1"	"orthologue"	"AT1G24050.1"	"N0.HOG0007349"	"AT1G24050.1"	"OG0002711"	"AT1G24050.1, AT1G70220.1"	"AT1G24050.1"	194	188	99	100	193	88.601	333	"AT1G24050.1"	"89.637"	"193"	"15"	"1"	"1"	"193"	"1"	"188"	"5.53e-123"	"344"	"99"	"194"	"188"
"Np004G229200"	326	"AT1G24040.1"	"AT1G24040.1"	"orthologue"	"AT1G24040.1"	"N0.HOG0022281"	"AT1G24040.1"	"OG0015709"	"AT1G24040.1"	"AT1G24040.1"	327	319	99	100	328	83.841	539	"AT1G24040.1"	"83.841"	"328"	"42"	"7"	"1"	"326"	"1"	"319"	"0"	"539"	"99"	"327"	"319"
"Np004G229210"	378	"AT1G24030.1"	"AT1G24030.1"	"orthologue"	"AT1G24030.1"	"N0.HOG0023801"	"AT1G24030.1"	"OG0017186"	"AT1G24030.1"	"AT1G24030.1"	379	375	99	100	378	94.709	736	"AT1G24030.1"	"94.709"	"378"	"17"	"2"	"1"	"378"	"1"	"375"	"0"	"736"	"99"	"379"	"375"
"Np004G229220"	155	"AT1G24020.1"	"AT1G24020.1"	"orthologue"	"AT1G24020.1"	"N0.HOG0018699"	"AT1G24020.1"	"OG0012262"	"AT1G24020.1"	"AT1G24020.1"	156	155	99	99	154	85.714	271	"AT1G24020.1"	"85.714"	"154"	"22"	"0"	"1"	"154"	"1"	"154"	"5.65e-95"	"271"	"99"	"156"	"155"
"Np004G229250"	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G229260"	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24000.1"	"31.193"	"109"	"69"	"3"	"1"	"103"	"1"	"109"	"1.63e-11"	"58.5"	"54"	"189"	"122"
"Np004G229280"	143	"AT1G24010.1"	"AT1G24010.1"	"orthologue"	"AT1G24010.1"	"N0.HOG0026317"	"AT1G24010.1"	"OG0019540"	"AT1G24010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24010.1"	"45"	"140"	"73"	"2"	"4"	"143"	"3"	"138"	"5.26e-33"	"113"	"97"	"144"	"141"
"Np004G229290"	512	"AT5G32613.1"	"AT5G32613.1"	"other"	NA	NA	NA	"OG0000293"	"AT5G32613.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	"34.127"	"126"	"83"	"0"	"175"	"300"	"211"	"336"	"1.98e-18"	"87.8"	"25"	"513"	"530"
"Np004G229300"	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G17820.1"	"61.224"	"49"	"17"	"1"	"41"	"89"	"182"	"228"	"4.93e-13"	"62.8"	"47"	"104"	"354"
"Np004G229310"	278	"AT2G09388.1"	"AT2G09388.1"	"orthologue"	"AT2G09388.1"	"N0.HOG0000224"	"AT2G09388.1"	"OG0000024"	"AT2G09388.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G229320"	531	"AT2G09388.1"	"AT2G09388.1"	"other"	NA	"N0.HOG0000224"	"AT2G09388.1"	"OG0000024"	"AT2G09388.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39775.1"	"34.783"	"92"	"59"	"1"	"34"	"125"	"82"	"172"	"2.51e-15"	"73.9"	"17"	"532"	"178"
"Np004G229350"	74	"AT4G32080.3"	"AT4G32080.3"	"orthologue"	"AT4G32080.3"	"N0.HOG0032604"	"AT4G32080.3"	"OG0025438"	"AT4G32080.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G32080.3"	"69.767"	"43"	"13"	"0"	"32"	"74"	"50"	"92"	"4.86e-15"	"63.9"	"57"	"75"	"126"
"Np004G229370"	122	"AT1G23910.1, AT1G24000.1"	"AT1G24000.1"	"orthologue"	"AT1G23910.1, AT1G24000.1"	"N0.HOG0010909"	"AT1G23910.1, AT1G24000.1"	"OG0005182"	"AT1G23910.1, AT1G24000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24000.1"	"47.107"	"121"	"62"	"2"	"1"	"121"	"1"	"119"	"3.83e-30"	"104"	"98"	"123"	"122"
"Np004G229380"	120	"AT1G23910.1, AT1G24000.1"	"AT1G24000.1"	"orthologue"	"AT1G23910.1, AT1G24000.1"	"N0.HOG0010909"	"AT1G23910.1, AT1G24000.1"	"OG0005182"	"AT1G23910.1, AT1G24000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24000.1"	"44.068"	"118"	"66"	"0"	"1"	"118"	"1"	"118"	"2.65e-32"	"109"	"98"	"121"	"122"
"Np004G229420"	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np004G229430"	374	"AT1G23980.1"	"AT1G23980.1"	"orthologue"	"AT1G23980.1"	"N0.HOG0013069"	"AT1G23980.1"	"OG0007045"	"AT1G23980.1"	"AT1G23980.1"	375	369	99	99	381	74.219	498	"AT1G23980.1"	"74.219"	"384"	"69"	"8"	"3"	"374"	"4"	"369"	"3.8e-178"	"499"	"99"	"375"	"369"
"Np004G229450"	864	"AT1G23900.1"	"AT1G23900.1"	"orthologue"	"AT1G23900.1"	NA	NA	"OG0010211"	"AT1G23900.1"	"AT1G23900.1"	865	876	99	100	877	90.992	1588	"AT1G23900.1"	"90.992"	"877"	"65"	"4"	"1"	"864"	"1"	"876"	"0"	"1588"	"99"	"865"	"876"
"Np004G229460"	392	"AT1G23890.2"	"AT1G23890.2"	"orthologue"	"AT1G23890.2"	"N0.HOG0018698"	"AT1G23890.2"	"OG0012261"	"AT1G23890.2"	"AT1G23890.2"	393	400	99	99	402	80.846	634	"AT1G23890.2"	"80.846"	"402"	"62"	"5"	"1"	"390"	"1"	"399"	"0"	"634"	"99"	"393"	"400"
"Np004G229470"	505	"AT1G23880.1"	"AT1G23880.1"	"orthologue"	"AT1G23880.1"	"N0.HOG0006571"	"AT1G23880.1"	"OG0002311"	"AT1G23880.1, AT1G70280.2"	"AT1G23880.1"	506	545	99	86	491	78.004	745	"AT1G23880.1"	"79.208"	"505"	"80"	"8"	"3"	"503"	"62"	"545"	"0"	"778"	"99"	"506"	"545"
"Np004G229480"	866	"AT1G23870.1"	"AT1G23870.1"	"orthologue"	"AT1G23870.1"	"N0.HOG0007570"	"AT1G23870.1"	"OG0002834"	"AT1G23870.1, AT1G70290.1"	"AT1G23870.1"	867	867	99	100	867	94.002	1697	"AT1G23870.1"	"94.002"	"867"	"51"	"1"	"1"	"866"	"1"	"867"	"0"	"1697"	"99"	"867"	"867"
"Np004G229490"	186	"AT1G23860.1"	"AT1G23860.1"	"orthologue"	"AT1G23860.1"	"N0.HOG0022280"	"AT1G23860.1"	"OG0015708"	"AT1G23860.1"	"AT1G23860.1"	187	187	99	100	191	83.246	211	"AT1G23860.1"	"85.864"	"191"	"18"	"4"	"1"	"186"	"1"	"187"	"2.77e-70"	"211"	"99"	"187"	"187"
"Np004G229540"	164	"AT2G33820.3"	"AT2G33820.3"	"orthologue"	"AT2G33820.3"	"N0.HOG0021748"	"AT2G33820.3"	"OG0015185"	"AT2G33820.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33820.3"	"87.261"	"157"	"12"	"1"	"2"	"150"	"9"	"165"	"3.38e-93"	"273"	"90"	"165"	"319"
"Np004G229580"	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	"27.749"	"191"	"125"	"3"	"80"	"269"	"194"	"372"	"2.14e-14"	"73.9"	"51"	"373"	"530"
"Np004G229610"	165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	"34.228"	"149"	"93"	"4"	"9"	"157"	"760"	"903"	"3.33e-23"	"94.7"	"90"	"166"	"921"
