"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El003G143580"	"AT4G39950.2"	"AT4G39950.2"	"AT4G39950.2"	"N0.HOG0004584"	"AT4G39950.2"	"OG0001294"	"AT2G22330.2, AT4G39950.2"	"AT4G39950.2"	542	581	99	93	541	96.858	1096	"AT4G39950.2"	96.858	541	17	0	1	541	41	581	0	1096	99	542	581
"El003G143590"	"AT4G39952.1"	"AT4G39952.1"	"AT4G39952.1"	"N0.HOG0024502"	"AT4G39952.1"	"OG0017853"	"AT4G39952.1"	"AT4G39952.1"	784	775	99	99	776	88.531	1394	"AT4G39952.1"	88.66	776	84	2	9	783	3	775	0	1425	99	784	775
"El003G143600"	"AT4G39955.1"	"AT4G39955.1"	"AT4G39955.1"	"N0.HOG0017207"	"AT4G39955.1"	"OG0010893"	"AT4G39955.1"	"AT4G39955.1"	326	328	99	100	328	93.598	640	"AT4G39955.1"	93.598	328	18	2	1	325	1	328	0	640	99	326	328
"El003G143610"	"AT4G39960.1"	"AT4G39960.1"	"AT4G39960.1"	"N0.HOG0007006"	"AT2G22360.1, AT4G39960.1"	"OG0002531"	"AT2G22360.1, AT4G39960.1"	"AT4G39960.1"	448	447	99	100	447	96.868	885	"AT4G39960.1"	96.868	447	14	0	1	447	1	447	0	885	99	448	447
"El003G143620"	"AT4G39970.1"	"AT4G39970.1"	"AT4G39970.1"	"N0.HOG0018290"	"AT4G39970.1"	"OG0011879"	"AT4G39970.1"	"AT4G39970.1"	318	316	99	100	319	90.909	560	"AT4G39970.1"	90.909	319	24	3	1	317	1	316	0	560	99	318	316
"El003G143630"	"AT4G39980.1"	"AT4G39980.1"	"AT4G39980.1"	"N0.HOG0016151"	"AT4G39980.1"	"OG0009911"	"AT4G39980.1"	"AT4G39980.1"	531	525	99	100	530	96.792	1059	"AT4G39980.1"	96.792	530	12	2	1	530	1	525	0	1059	99	531	525
"El003G143640"	"AT4G39990.1"	"AT4G39990.1"	"AT4G39990.1"	"N0.HOG0012061"	"AT4G39990.1"	"OG0006161"	"AT4G39990.1"	"AT4G39990.1"	228	224	99	100	227	96.035	449	"AT4G39990.1"	96.035	227	6	1	1	227	1	224	2.01e-163	449	99	228	224
"El003G143650"	"AT4G40000.1"	"AT4G40000.1"	"AT4G40000.1"	"N0.HOG0021684"	"AT4G40000.1"	"OG0015121"	"AT4G40000.1"	"AT4G40000.1"	766	783	99	98	770	90.909	1426	"AT4G40000.1"	90.909	770	64	6	1	765	1	769	0	1426	99	766	783
"El003G143660"	"AT2G22420.1"	"AT2G22420.1"	"AT2G22420.1"	"N0.HOG0009065"	"AT2G22420.1"	"OG0003758"	"AT2G22420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22420.1"	77.019	322	72	2	1	321	1	321	0	511	99	324	329
"El003G143670"	"AT4G40010.1"	"AT4G40010.1"	"AT4G40010.1"	"N0.HOG0023487"	"AT4G40010.1"	"OG0016878"	"AT4G40010.1"	"AT4G40010.1"	358	350	99	100	360	88.889	585	"AT4G40010.1"	88.889	360	27	3	1	357	1	350	0	603	99	358	350
"El003G143680"	"AT4G40020.1"	"AT4G40020.1"	"AT4G40020.1"	"N0.HOG0019791"	"AT4G40020.1"	"OG0013290"	"AT4G40020.1"	"AT4G40020.1"	630	615	97	97	608	82.237	883	"AT4G40020.1"	82.237	608	95	4	1	608	1	595	0	901	97	630	615
"El003G143690"	"AT4G40030.2"	"AT4G40030.2"	NA	"N0.HOG0000633"	"AT4G40030.2, AT5G10980.1, AT4G40040.1, AT1G75600.1, AT1G13370.1"	"OG0000066"	"AT1G09200.1, AT1G13370.1, AT1G19890.1, AT1G75600.1, AT3G27360.1, AT4G40030.2, AT4G40040.1, AT5G10390.1, AT5G10400.1, AT5G10980.1, AT5G65350.1, AT5G65360.1"	"AT4G40030.2"	137	164	99	83	136	100	275	"AT4G40030.2"	100	136	0	0	1	136	29	164	1.14e-96	275	99	137	164
"El003G143700"	"AT4G40030.2"	"AT4G40030.2"	NA	"N0.HOG0000633"	"AT4G40030.2, AT5G10980.1, AT4G40040.1, AT1G75600.1, AT1G13370.1"	"OG0000066"	"AT1G09200.1, AT1G13370.1, AT1G19890.1, AT1G75600.1, AT3G27360.1, AT4G40030.2, AT4G40040.1, AT5G10390.1, AT5G10400.1, AT5G10980.1, AT5G65350.1, AT5G65360.1"	"AT4G40030.2"	137	164	99	83	136	100	275	"AT4G40030.2"	100	136	0	0	1	136	29	164	1.14e-96	275	99	137	164
"El003G143710"	"AT4G40042.1"	"AT4G40042.1"	"AT4G40042.1"	"N0.HOG0006013"	"AT4G40042.1"	"OG0002017"	"AT2G22425.1, AT4G40042.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22425.1"	82.609	92	16	0	1	92	1	92	2.62e-50	153	99	93	92
"El003G143720"	"AT4G40045.1"	"AT4G40045.1"	"AT4G40045.1"	"N0.HOG0019790"	"AT4G40045.1"	"OG0013289"	"AT4G40045.1"	"AT4G40045.1"	145	140	99	100	146	84.932	215	"AT4G40045.1"	84.932	146	14	5	1	144	1	140	3.04e-79	230	99	145	140
"El003G143730"	"AT4G40050.1"	"AT4G40050.1"	"AT4G40050.1"	"N0.HOG0019789"	"AT4G40050.1"	"OG0013288"	"AT4G40050.1"	"AT4G40050.1"	599	599	99	100	599	92.487	1151	"AT4G40050.1"	92.487	599	44	1	1	598	1	599	0	1151	99	599	599
"El003G143740"	"AT4G40060.1"	"AT4G40060.1"	"AT4G40060.1"	"N0.HOG0005126"	"AT4G40060.1"	"OG0001572"	"AT2G22430.1, AT4G40060.1"	"AT4G40060.1"	297	294	99	100	296	90.878	555	"AT4G40060.1"	90.878	296	25	2	1	296	1	294	0	555	99	297	294
"El003G143750"	"AT5G63870.1"	"AT5G63870.1"	NA	"N0.HOG0017369"	"AT5G63870.1"	"OG0011045"	"AT5G63870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G63870.1"	89.516	124	12	1	7	129	151	274	1.94e-73	224	92	133	413
"El003G143760"	"AT4G40070.1"	"AT4G40070.1"	"AT4G40070.1"	"N0.HOG0014938"	"AT4G40070.1"	"OG0008782"	"AT4G40070.1"	"AT4G40070.1"	329	323	99	99	328	81.707	543	"AT4G40070.1"	81.707	328	54	2	1	328	2	323	0	543	99	329	323
"El003G143770"	"AT4G40080.1"	"AT4G40080.1"	"AT4G40080.1"	"N0.HOG0013791"	"AT4G40080.1"	"OG0007703"	"AT4G40080.1"	"AT4G40080.1"	362	365	99	99	364	93.681	692	"AT4G40080.1"	93.681	364	19	2	1	361	1	363	0	692	99	362	365
"El003G143780"	"AT4G40090.1"	"AT4G40090.1"	"AT4G40090.1"	"N0.HOG0014937"	"AT4G40090.1"	"OG0008781"	"AT4G40090.1"	"AT4G40090.1"	137	139	98	98	136	80.435	127	"AT4G40090.1"	80.435	138	23	1	1	134	1	138	6.7e-44	140	98	137	139
"El003G143790"	"AT4G40100.1"	"AT4G40100.1"	"AT4G40100.1"	"N0.HOG0008485"	"AT4G40100.1, AT2G22475.1"	"OG0003393"	"AT2G22475.1, AT4G40100.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22475.1"	74.441	313	58	6	1	305	1	299	5.23e-158	442	99	306	299
"El003G143800"	"AT1G26290.1"	"AT1G26290.1"	"AT1G26290.1"	"N0.HOG0018289"	"AT1G26290.1"	"OG0011878"	"AT1G26290.1"	"AT1G26290.1"	143	142	99	100	142	90.845	249	"AT1G26290.1"	90.845	142	13	0	1	142	1	142	1.1e-86	249	99	143	142
"El003G143820"	"AT5G65925.1"	"AT5G65925.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G65925.1"	74.648	71	7	2	1	61	1	70	8.28e-29	99.8	80	76	150
"El003G143830"	"AT4G38100.1"	"AT4G38100.1"	"AT4G38100.1"	"N0.HOG0018288"	"AT4G38100.1"	"OG0011877"	"AT4G38100.1"	"AT4G38100.1"	197	193	98	100	195	84.103	327	"AT4G38100.1"	84.103	195	28	3	1	194	1	193	8.33e-116	327	98	197	193
"El003G143840"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22941.1"	33.333	66	32	2	1	63	1	57	0.005	32.3	86	73	83
"El003G143860"	"AT4G38090.1"	"AT4G38090.1"	"AT4G38090.1"	"N0.HOG0021683"	"AT4G38090.1"	"OG0015120"	"AT4G38090.1"	"AT4G38090.1"	237	234	99	100	237	91.139	437	"AT4G38090.1"	91.139	237	17	2	1	236	1	234	4.72e-158	437	99	237	234
"El003G143870"	"AT4G38080.1"	"AT4G38080.1"	"AT4G38080.1"	"N0.HOG0008483"	"AT4G38080.1"	"OG0003392"	"AT2G22510.1, AT4G38080.1"	"AT4G38080.1"	159	128	79	100	130	82.308	169	"AT4G38080.1"	82.308	130	16	2	34	158	1	128	5.3e-55	169	79	159	128
"El003G143880"	"AT4G38070.1"	"AT4G38070.1"	"AT4G38070.1"	"N0.HOG0021682"	"AT4G38070.1"	"OG0015119"	"AT4G38070.1"	"AT4G38070.1"	217	256	95	81	207	96.618	410	"AT4G38070.1"	96.618	207	7	0	6	212	37	243	1.3e-147	410	95	217	256
"El003G143890"	"AT4G38065.1"	"AT4G38065.1"	"AT4G38065.1"	"N0.HOG0007908"	"AT4G38065.1, AT4G11940.1, AT4G11930.1"	"OG0003028"	"AT4G11930.1, AT4G11940.1, AT4G38065.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G38065.1"	57.216	194	71	5	28	213	1	190	1.28e-65	201	81	231	191
"El003G143900"	"AT4G38062.1"	"AT4G38062.1"	"AT4G38062.1"	"N0.HOG0016150"	"AT4G38062.1"	"OG0009910"	"AT4G38062.1"	"AT4G38062.1"	1051	1050	99	100	1052	86.122	1751	"AT4G38062.1"	86.122	1052	142	3	1	1050	1	1050	0	1753	99	1051	1050
"El003G143910"	"AT4G38060.2"	"AT4G38060.2"	"AT4G38060.2"	"N0.HOG0013790"	"AT4G38060.2"	"OG0007702"	"AT4G38060.2"	"AT4G38060.2"	188	136	75	100	143	83.916	216	"AT4G38060.2"	83.916	143	14	3	47	187	1	136	2.64e-73	216	75	188	136
"El003G143920"	"AT4G38050.1"	"AT4G38050.1"	"AT4G38050.1"	"N0.HOG0021681"	"AT4G38050.1"	"OG0015118"	"AT4G38050.1"	"AT4G38050.1"	711	709	99	99	712	91.011	1217	"AT4G38050.1"	91.011	712	55	4	1	708	1	707	0	1217	99	711	709
"El003G143930"	"AT4G37925.1"	"AT4G37925.1"	"AT4G37925.1"	"N0.HOG0017206"	"AT4G37925.1"	"OG0010892"	"AT4G37925.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37925.1"	91.176	68	6	0	1	68	1	68	1.71e-39	129	77	88	217
"El003G143940"	"AT5G26780.2"	"AT5G26780.2"	NA	"N0.HOG0004811"	"AT5G26780.2"	"OG0001406"	"AT4G37930.1, AT5G26780.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37930.1"	96.25	480	17	1	393	872	39	517	0	958	55	873	517
"El003G143960"	"AT4G38040.1"	"AT4G38040.1"	"AT4G38040.1"	"N0.HOG0014936"	"AT4G38040.1"	"OG0008780"	"AT4G38040.1"	"AT4G38040.1"	428	425	99	100	430	92.558	806	"AT4G38040.1"	93.023	430	22	3	1	427	1	425	0	828	99	428	425
"El003G143980"	"AT4G38020.1"	"AT4G38020.1"	"AT4G38020.1"	"N0.HOG0016149"	"AT4G38020.1"	"OG0009909"	"AT4G38020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G38020.1"	88.679	106	12	0	29	134	245	350	4.88e-63	196	76	139	352
"El003G143990"	"AT4G38020.1"	"AT4G38020.1"	"AT4G38020.1"	"N0.HOG0016149"	"AT4G38020.1"	"OG0009909"	"AT4G38020.1"	"AT4G38020.1"	355	352	99	99	350	88.857	645	"AT4G38020.1"	88.857	350	39	0	1	350	1	350	0	645	99	355	352
"El003G144000"	"AT4G38010.1"	"AT4G38010.1"	"AT4G38010.1"	"N0.HOG0024501"	"AT4G38010.1"	"OG0017852"	"AT4G38010.1"	"AT4G38010.1"	560	559	99	100	559	89.982	1045	"AT4G38010.1"	89.982	559	56	0	1	559	1	559	0	1045	99	560	559
"El003G144010"	"AT4G38000.1"	"AT4G38000.1"	"AT4G38000.1"	"N0.HOG0023486"	"AT4G38000.1"	"OG0016877"	"AT4G38000.1"	"AT4G38000.1"	249	246	99	100	248	89.113	409	"AT4G38000.1"	89.113	248	25	2	1	248	1	246	1.66e-158	439	99	249	246
"El003G144020"	"AT4G37990.1"	"AT4G37990.1"	"AT4G37990.1"	"N0.HOG0005757"	"AT4G37990.1"	"OG0001890"	"AT4G37980.1, AT4G37990.1"	"AT4G37990.1"	361	359	99	99	359	91.365	632	"AT4G37990.1"	91.365	359	30	1	1	359	1	358	0	632	99	361	359
"El003G144050"	"AT5G56420.1"	"AT5G56420.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56420.1"	45.626	423	216	7	2	419	6	419	1.09e-114	342	99	423	422
"El003G144080"	"AT4G37980.1"	"AT4G37980.1"	"AT4G37980.1"	"N0.HOG0005758"	"AT4G37980.1"	"OG0001890"	"AT4G37980.1, AT4G37990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37980.1"	86.531	245	31	1	9	253	115	357	4.75e-139	394	96	254	357
"El003G144090"	"AT4G37970.1"	"AT4G37970.1"	"AT4G37970.1"	"N0.HOG0021680"	"AT4G37970.1"	"OG0015117"	"AT4G37970.1"	"AT4G37970.1"	363	363	99	100	363	90.083	663	"AT4G37970.1"	90.083	363	35	1	1	362	1	363	0	664	99	363	363
"El003G144100"	"AT4G37940.1"	"AT4G37940.1"	"AT4G37940.1"	"N0.HOG0004702"	"AT4G37940.1"	"OG0001350"	"AT2G22630.1, AT4G37940.1"	"AT4G37940.1"	231	228	99	100	230	92.174	434	"AT4G37940.1"	92.174	230	16	1	1	230	1	228	3.84e-157	434	99	231	228
"El003G144110"	"AT4G37930.1"	"AT4G37930.1"	"AT4G37930.1"	"N0.HOG0004810"	"AT4G37930.1"	"OG0001406"	"AT4G37930.1, AT5G26780.2"	"AT4G37930.1"	518	517	99	100	517	97.679	1052	"AT4G37930.1"	97.679	517	12	0	1	517	1	517	0	1052	99	518	517
"El003G144120"	"AT4G37925.1"	"AT4G37925.1"	"AT4G37925.1"	"N0.HOG0017206"	"AT4G37925.1"	"OG0010892"	"AT4G37925.1"	"AT4G37925.1"	218	217	99	100	217	94.931	437	"AT4G37925.1"	94.931	217	11	0	1	217	1	217	6.6e-159	437	99	218	217
"El003G144130"	"AT4G37920.1"	"AT4G37920.1"	"AT4G37920.1"	"N0.HOG0021679"	"AT4G37920.1"	"OG0015116"	"AT4G37920.1"	"AT4G37920.1"	423	427	99	100	427	91.101	778	"AT4G37920.1"	91.101	427	33	2	1	422	1	427	0	778	99	423	427
"El003G144140"	"AT4G37910.1"	"AT4G37910.1"	"AT4G37910.1"	"N0.HOG0016148"	"AT4G37910.1"	"OG0009908"	"AT4G37910.1"	"AT4G37910.1"	684	682	99	100	683	91.069	1234	"AT4G37910.1"	91.362	683	58	1	1	683	1	682	0	1234	99	684	682
"El003G144150"	"AT4G37900.1"	"AT4G37900.1"	"AT4G37900.1"	"N0.HOG0011507"	"AT4G37900.1"	"OG0005690"	"AT4G37900.1"	"AT4G37900.1"	818	787	90	95	737	86.29	1318	"AT4G37900.1"	86.703	737	73	1	1	737	1	712	0	1318	90	818	787
"El003G144160"	"AT4G37890.1"	"AT4G37890.1"	"AT4G37890.1"	"N0.HOG0019787"	"AT4G37890.1"	"OG0013286"	"AT4G37890.1"	"AT4G37890.1"	720	739	99	100	750	82.533	1134	"AT4G37890.1"	82.533	750	89	7	1	719	1	739	0	1134	99	720	739
"El003G144170"	"AT1G25490.1"	"AT1G25490.1"	NA	"N0.HOG0003331"	"AT1G25490.1"	"OG0000749"	"AT1G13320.1, AT1G25490.1, AT3G25800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G25800.1"	86.26	131	16	1	1	129	1	131	1.4e-72	226	98	132	587
"El003G144180"	"AT2G14288.1, AT3G24610.1"	"AT3G24610.1"	NA	NA	NA	"OG0000189"	"AT2G14288.1, AT3G24610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24610.1"	40.618	421	171	13	1	399	1	364	5.84e-86	266	98	407	375
"El003G144190"	"AT2G14288.1, AT3G24610.1"	"AT3G24610.1"	NA	NA	NA	"OG0000189"	"AT2G14288.1, AT3G24610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24610.1"	39.759	415	174	13	2	399	18	373	1.29e-77	244	99	402	375
"El003G144200"	"AT4G37870.1"	"AT4G37870.1"	"AT4G37870.1"	"N0.HOG0013788"	"AT4G37870.1"	"OG0007701"	"AT4G37870.1"	"AT4G37870.1"	672	671	99	100	672	97.619	1368	"AT4G37870.1"	97.619	672	14	2	1	671	1	671	0	1368	99	672	671
"El003G144210"	"AT4G37860.1"	"AT4G37860.1"	"AT4G37860.1"	"N0.HOG0025953"	"AT4G37860.1"	"OG0019215"	"AT4G37860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37860.1"	70.652	368	53	9	5	354	2	332	1.51e-165	466	99	355	354
"El003G144220"	"AT4G37850.1"	"AT4G37850.1"	"AT4G37850.1"	"N0.HOG0012770"	"AT4G37850.1"	"OG0006772"	"AT4G37850.1"	"AT4G37850.1"	338	328	99	100	337	78.932	480	"AT4G37850.1"	80.473	338	55	5	1	337	1	328	0	520	99	338	328
"El003G144230"	"AT4G37840.1"	"AT4G37840.1"	"AT4G37840.1"	"N0.HOG0016147"	"AT4G37840.1"	"OG0009907"	"AT4G37840.1"	"AT4G37840.1"	496	493	98	98	488	88.73	814	"AT4G37840.1"	88.73	488	52	1	1	488	1	485	0	819	98	496	493
"El003G144240"	"AT4G37830.3"	"AT4G37830.3"	"AT4G37830.3"	"N0.HOG0014935"	"AT4G37830.3"	"OG0008779"	"AT4G37830.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37830.3"	92	75	6	0	1	75	1	75	2.34e-45	144	73	103	174
"El003G144250"	"AT4G37820.1"	"AT4G37820.1"	"AT4G37820.1"	"N0.HOG0005534"	"AT4G37820.1"	"OG0001771"	"AT2G22795.1, AT4G37820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37820.1"	61.726	614	128	17	1	589	1	532	2.6e-142	422	99	590	532
"El003G144260"	"AT4G37820.1"	"AT4G37820.1"	NA	"N0.HOG0005534"	"AT4G37820.1"	"OG0001771"	"AT2G22795.1, AT4G37820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37820.1"	58.848	243	71	8	40	268	305	532	4.43e-22	94.7	85	269	532
"El003G144270"	"AT4G38020.1"	"AT4G38020.1"	"AT4G38020.1"	"N0.HOG0016149"	"AT4G38020.1"	"OG0009909"	"AT4G38020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G38020.1"	92.784	97	7	0	1	97	109	205	1.68e-60	187	94	103	352
"El003G144280"	"AT4G37810.1"	"AT4G37810.1"	"AT4G37810.1"	"N0.HOG0014934"	"AT4G37810.1"	"OG0008778"	"AT4G37810.1"	"AT4G37810.1"	128	128	99	100	128	92.188	221	"AT4G37810.1"	92.188	128	9	1	1	127	1	128	5.01e-76	221	99	128	128
"El003G144290"	"AT4G37800.1"	"AT4G37800.1"	"AT4G37800.1"	"N0.HOG0021678"	"AT4G37800.1"	"OG0015115"	"AT4G37800.1"	"AT4G37800.1"	294	293	99	100	293	93.515	582	"AT4G37800.1"	93.515	293	19	0	1	293	1	293	0	582	99	294	293
"El003G144300"	"AT4G37790.1"	"AT4G37790.1"	"AT4G37790.1"	"N0.HOG0011506"	"AT4G37790.1"	"OG0005689"	"AT4G37790.1"	"AT4G37790.1"	289	278	99	100	288	90.972	478	"AT4G37790.1"	90.972	288	16	1	1	288	1	278	3.23e-173	479	99	289	278
"El003G144310"	"AT4G37780.1"	"AT4G37780.1"	"AT4G37780.1"	"N0.HOG0024500"	"AT4G37780.1"	"OG0017851"	"AT4G37780.1"	"AT4G37780.1"	305	305	98	100	306	81.699	467	"AT4G37780.1"	84.641	306	40	4	1	300	1	305	1.61e-175	487	98	305	305
"El003G144320"	"AT4G37770.1"	"AT4G37770.1"	"AT4G37770.1"	"N0.HOG0016146"	"AT4G37770.1"	"OG0009906"	"AT4G37770.1"	"AT4G37770.1"	470	469	99	100	469	94.243	928	"AT4G37770.1"	94.243	469	27	0	1	469	1	469	0	928	99	470	469
"El003G144330"	"AT4G37760.1"	"AT4G37760.1"	"AT4G37760.1"	"N0.HOG0007273"	"AT4G37760.1"	"OG0002669"	"AT2G22830.1, AT4G37760.1"	"AT4G37760.1"	534	525	97	98	517	91.876	920	"AT4G37760.1"	93.822	518	27	3	3	519	2	515	0	944	97	534	525
"El003G144340"	"AT4G37750.1"	"AT4G37750.1"	"AT4G37750.1"	"N0.HOG0010571"	"AT4G37750.1"	"OG0004902"	"AT4G37750.1"	"AT4G37750.1"	554	555	99	100	556	91.906	1008	"AT4G37750.1"	91.906	556	41	3	1	553	1	555	0	1014	99	554	555
"El003G144350"	"AT4G37740.1"	"AT4G37740.1"	"AT4G37740.1"	"N0.HOG0013787"	"AT4G37740.1"	"OG0007700"	"AT4G37740.1"	"AT4G37740.1"	545	535	99	100	545	88.073	849	"AT4G37740.1"	88.665	547	47	8	1	544	1	535	0	872	99	545	535
"El003G144360"	"AT4G37730.1"	"AT4G37730.1"	"AT4G37730.1"	"N0.HOG0013786"	"AT4G37730.1"	"OG0007699"	"AT4G37730.1"	"AT4G37730.1"	253	305	96	80	243	85.597	405	"AT4G37730.1"	85.597	243	35	0	1	243	58	300	2.26e-144	405	96	253	305
"El003G144370"	"AT4G18110.1"	"AT4G18110.1"	NA	NA	NA	"OG0014588"	"AT4G18110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18110.1"	43.421	76	40	3	38	112	4	77	6.96e-12	59.3	66	114	213
"El003G144390"	"AT4G37710.1"	"AT4G37710.1"	"AT4G37710.1"	"N0.HOG0019240"	"AT4G37710.1"	"OG0012764"	"AT4G37710.1"	"AT4G37710.1"	122	123	96	92	117	79.487	192	"AT4G37710.1"	79.487	117	20	1	5	121	11	123	4.21e-65	192	96	122	123
"El003G144400"	"AT4G37700.1"	"AT4G37700.1"	"AT4G37700.1"	"N0.HOG0025682"	"AT4G37700.1"	"OG0018964"	"AT4G37700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37700.1"	65.116	172	32	2	1	171	1	145	2.58e-71	211	99	173	148
"El003G144410"	"AT4G37690.1, AT4G38310.1"	"AT4G37690.1"	"AT4G37690.1, AT4G38310.1"	"N0.HOG0006011"	"AT4G37690.1, AT4G38310.1"	"OG0002016"	"AT2G22900.1, AT4G37690.1, AT4G38310.1"	"AT4G37690.1"	438	432	99	100	437	83.753	784	"AT4G37690.1"	83.753	437	66	2	1	437	1	432	0	784	99	438	432
"El003G144420"	"AT4G37440.1"	"AT4G37440.1"	"AT4G37440.1"	"N0.HOG0017204"	"AT4G37440.1"	"OG0010890"	"AT4G37440.1"	"AT4G37440.1"	479	471	99	100	483	77.64	686	"AT4G37440.1"	78.144	485	85	8	1	478	1	471	0	687	99	479	471
"El003G144430"	"AT4G37445.1"	"AT4G37445.1"	"AT4G37445.1"	"N0.HOG0019786"	"AT4G37445.1"	"OG0013285"	"AT4G37445.1"	"AT4G37445.1"	162	161	99	100	161	93.168	291	"AT4G37445.1"	93.168	161	11	0	1	161	1	161	5.79e-103	291	99	162	161
"El003G144440"	"AT4G37450.2"	"AT4G37450.2"	"AT4G37450.2"	"N0.HOG0006725"	"AT4G37450.2, AT2G23130.1"	"OG0002388"	"AT2G23130.1, AT4G37450.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37450.2"	82.353	221	25	5	1	219	70	278	6.63e-66	204	99	220	278
"El003G144450"	"AT4G37460.1"	"AT4G37460.1"	"AT4G37460.1"	"N0.HOG0018287"	"AT4G37460.1"	"OG0011876"	"AT4G37460.1"	"AT4G37460.1"	1078	1052	99	99	1075	88.372	1908	"AT4G37460.1"	88.372	1075	98	3	3	1077	5	1052	0	1908	99	1078	1052
"El003G144460"	"AT4G37470.1"	"AT4G37470.1"	"AT4G37470.1"	"N0.HOG0009407"	"AT4G37470.1"	"OG0003982"	"AT4G37470.1"	"AT4G37470.1"	272	270	99	100	271	92.989	526	"AT4G37470.1"	92.989	271	18	1	1	271	1	270	0	526	99	272	270
"El003G144470"	"AT4G37470.1"	"AT4G37470.1"	"AT4G37470.1"	"N0.HOG0009407"	"AT4G37470.1"	"OG0003982"	"AT4G37470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37470.1"	90.775	271	24	1	1	271	1	270	0	513	99	272	270
"El003G144480"	"AT4G37480.1"	"AT4G37480.1"	"AT4G37480.1"	"N0.HOG0024499"	"AT4G37480.1"	"OG0017850"	"AT4G37480.1"	"AT4G37480.1"	530	531	99	100	532	88.91	971	"AT4G37480.1"	88.91	532	55	2	1	529	1	531	0	971	99	530	531
"El003G144490"	"AT4G37490.1"	"AT4G37490.1"	"AT4G37490.1"	"N0.HOG0016144"	"AT4G37490.1"	"OG0009904"	"AT4G37490.1"	"AT4G37490.1"	426	428	99	100	428	87.617	741	"AT4G37490.1"	87.617	428	50	3	1	425	1	428	0	741	99	426	428
"El003G144500"	"AT4G37510.1"	"AT4G37510.1"	"AT4G37510.1"	"N0.HOG0017205"	"AT4G37510.1"	"OG0010891"	"AT4G37510.1"	"AT4G37510.1"	541	537	99	100	540	97.963	1090	"AT4G37510.1"	97.963	540	8	1	1	540	1	537	0	1090	99	541	537
"El003G144510"	"AT4G37520.1, AT4G37530.1"	"AT4G37520.1"	"AT4G37520.1, AT4G37530.1"	"N0.HOG0010570"	"AT4G37520.1, AT4G37530.1"	"OG0004901"	"AT4G37520.1, AT4G37530.1"	"AT4G37520.1"	330	329	99	100	329	94.833	617	"AT4G37520.1"	94.833	329	17	0	1	329	1	329	0	617	99	330	329
"El003G144520"	"AT4G37540.1"	"AT4G37540.1"	"AT4G37540.1"	"N0.HOG0013784"	"AT4G37540.1"	"OG0007697"	"AT4G37540.1"	"AT4G37540.1"	244	240	99	100	243	88.889	437	"AT4G37540.1"	88.889	243	24	1	1	243	1	240	7.44e-158	437	99	244	240
"El003G144530"	"AT4G37550.5"	"AT4G37550.5"	"AT4G37550.5"	"N0.HOG0009213"	"AT4G37560.1, AT4G37550.5"	"OG0003853"	"AT4G37550.5, AT4G37560.1"	"AT4G37560.1"	453	452	99	100	452	90.265	856	"AT4G37560.1"	90.265	452	44	0	1	452	1	452	0	856	99	453	452
