"Arabis_alpina"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Aa_G28470.h1.t1"	"AT5G48590.1"	"AT5G48590.1"	"AT5G48590.1"	"N0.HOG0023205"	"AT5G48590.1"	"OG0016607"	"AT5G48590.1"	"AT5G48590.1"	320	344	100	100	344	75.581	472	"AT5G48590.1"	75.581	344	60	6	1	320	1	344	6.88e-169	472	100	320	344
"Aa_G284700.h1.t1"	"AT3G24660.1"	"AT3G24660.1"	"AT3G24660.1"	"N0.HOG0012818"	"AT3G24660.1"	"OG0006817"	"AT3G24660.1"	"AT3G24660.1"	673	674	100	99	673	93.462	1170	"AT3G24660.1"	93.462	673	43	1	1	673	3	674	0	1170	100	673	674
"Aa_G28480.h1.t1"	"AT5G48580.1"	"AT5G48580.1"	"AT5G48580.1"	"N0.HOG0015830"	"AT5G48580.1"	"OG0009625"	"AT5G48580.1"	"AT5G48580.1"	142	163	96	87	142	84.507	239	"AT5G48580.1"	84.722	144	14	2	1	136	5	148	1.9e-84	244	96	142	163
"Aa_G284820.h1.t1"	"AT5G48543.1, AT3G43083.1"	"AT5G48543.1"	"AT5G48543.1, AT3G43083.1"	"N0.HOG0003287"	"AT5G48543.1, AT3G43083.1, AT2G15535.1, AT2G27145.1, AT2G28355.1, AT2G28405.1, AT3G25265.1, AT2G25344.1"	"OG0000726"	"AT2G15535.1, AT2G25344.1, AT2G27145.1, AT2G28355.1, AT2G28405.1, AT3G25265.1, AT3G43083.1, AT5G48543.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G48543.1"	47.191	89	44	2	1	89	1	86	8.81e-18	70.9	94	95	89
"Aa_G284830.h1.t1"	"AT4G29760.1, AT5G18065.1, AT5G18040.1, AT4G29770.2"	"AT5G18040.1"	"AT4G29760.1, AT5G18065.1, AT5G18040.1, AT4G29770.2"	"N0.HOG0001625"	"AT4G29760.1, AT5G18065.1, AT5G18040.1, AT4G29770.2"	"OG0000229"	"AT1G48180.1, AT1G51670.1, AT4G29760.1, AT4G29770.2, AT5G18040.1, AT5G18065.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48180.1"	58.333	36	15	0	121	156	117	152	5.93e-06	44.3	22	162	239
"Aa_G284840.h1.t1"	"AT2G15270.1"	"AT2G15270.1"	"AT2G15270.1"	"N0.HOG0019083"	"AT2G15270.1"	"OG0012619"	"AT2G15270.1"	"AT2G15270.1"	193	194	99	98	193	78.238	219	"AT2G15270.1"	78.238	193	39	3	1	192	1	191	3.39e-73	219	99	193	194
"Aa_G284860.h1.t1"	"AT2G15280.1"	"AT2G15280.1"	"AT2G15280.1"	"N0.HOG0022902"	"AT2G15280.1"	"OG0016322"	"AT2G15280.1"	"AT2G15280.1"	195	201	97	95	190	86.842	339	"AT2G15280.1"	86.842	190	25	0	6	195	12	201	1.03e-120	339	97	195	201
"Aa_G284870.h1.t1"	"AT3G58890.1"	"AT3G58890.1"	"AT3G58890.1"	"N0.HOG0000734"	"AT3G03040.1, AT3G03030.1, AT3G58930.1, AT5G38391.1, AT3G58940.1, AT3G58890.1, AT3G58950.1, AT3G58900.4, AT3G58880.1, AT3G59000.1, AT5G38390.1, AT5G38386.1, AT1G52650.1, AT4G13960.1, AT5G38396.1, AT3G58820.1"	"OG0000079"	"AT1G52650.1, AT3G03030.1, AT3G03040.1, AT3G58820.1, AT3G58880.1, AT3G58890.1, AT3G58900.4, AT3G58930.1, AT3G58940.1, AT3G58950.1, AT3G59000.1, AT4G13960.1, AT5G38386.1, AT5G38390.1, AT5G38391.1, AT5G38396.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G58940.1"	51.394	502	176	8	1	467	138	606	8.73e-167	483	99	468	618
"Aa_G284880.h1.t1"	"AT2G15290.1"	"AT2G15290.1"	"AT2G15290.1"	"N0.HOG0014463"	"AT2G15290.1"	"OG0008340"	"AT2G15290.1"	"AT2G15290.1"	295	296	100	100	303	82.508	456	"AT2G15290.1"	82.508	303	38	4	1	295	1	296	1.71e-169	471	100	295	296
"Aa_G284890.h1.t1"	"AT2G35615.1"	"AT2G35615.1"	"AT2G35615.1"	"N0.HOG0004230"	"AT2G35615.1"	"OG0001125"	"AT1G31450.1, AT2G35615.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G35615.1"	83.259	448	64	5	1	438	1	447	0	729	100	438	447
"Aa_G28490.h1.t1"	"AT5G48545.1"	"AT5G48545.1"	"AT5G48545.1"	"N0.HOG0014286"	"AT5G48545.1"	"OG0008171"	"AT5G48545.1"	"AT5G48545.1"	194	197	100	100	197	89.34	340	"AT5G48545.1"	89.34	197	18	1	1	194	1	197	3.06e-121	340	100	194	197
"Aa_G28500.h1.t1"	"AT5G48540.1"	"AT5G48540.1"	"AT5G48540.1"	"N0.HOG0023907"	"AT5G48540.1"	"OG0017292"	"AT5G48540.1"	"AT5G48540.1"	263	263	100	100	263	85.551	472	"AT5G48540.1"	85.551	263	38	0	1	263	1	263	4.13e-171	472	100	263	263
"Aa_G285000.h1.t1"	"AT1G61240.1"	"AT1G61240.1"	"AT1G61240.1"	"N0.HOG0017007"	"AT1G61240.1"	"OG0010718"	"AT1G61240.1"	"AT1G61240.1"	424	425	100	100	427	91.803	797	"AT1G61240.1"	91.803	427	30	2	1	424	1	425	0	805	100	424	425
"Aa_G285010.h1.t1"	"AT5G38140.1"	"AT5G38140.1"	"AT5G38140.1"	"N0.HOG0024369"	"AT5G38140.1"	"OG0017728"	"AT5G38140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G38140.1"	63.366	202	59	3	18	219	5	191	1.33e-82	244	86	234	195
"Aa_G28510.h1.t1"	"AT5G48530.1, AT3G07440.1"	"AT3G07440.1"	"AT5G48530.1, AT3G07440.1"	"N0.HOG0017471"	"AT5G48530.1, AT3G07440.1"	"OG0011132"	"AT3G07440.1, AT5G48530.1"	"AT3G07440.1"	235	235	100	100	239	82.427	392	"AT3G07440.1"	82.427	239	34	4	1	235	1	235	1.73e-140	392	100	235	235
"Aa_G285120.h1.t1"	"AT3G11430.1"	"AT3G11430.1"	"AT3G11430.1"	"N0.HOG0010441"	"AT3G11430.1"	"OG0004782"	"AT3G11430.1"	"AT3G11430.1"	499	502	100	99	501	91.617	939	"AT3G11430.1"	91.617	501	39	2	1	499	3	502	0	939	100	499	502
"Aa_G285130.h1.t1"	"AT3G11420.1"	"AT3G11420.1"	"AT3G11420.1"	NA	NA	"OG0003962"	"AT3G11420.1"	"AT3G11420.1"	503	505	99	99	500	87.4	909	"AT3G11420.1"	87.4	500	59	1	8	503	6	505	0	909	99	503	505
"Aa_G285140.h1.t1"	"AT3G11410.1"	"AT3G11410.1"	"AT3G11410.1"	"N0.HOG0013631"	"AT3G11410.1"	"OG0007557"	"AT3G11410.1"	"AT3G11410.1"	382	399	98	99	396	83.838	612	"AT3G11410.1"	83.838	396	41	5	1	375	1	394	0	612	98	382	399
"Aa_G285150.h1.t1"	"AT1G66100.1, AT5G36910.1"	"AT1G66100.1"	NA	"N0.HOG0001716"	"AT1G66100.1, AT5G36910.1"	"OG0000247"	"AT1G66100.1, AT5G36910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G66100.1"	62.044	137	48	3	1	136	1	134	2.2e-49	154	100	136	134
"Aa_G285160.h1.t1"	"AT3G11400.2"	"AT3G11400.2"	NA	"N0.HOG0005091"	"AT3G11400.2, AT5G06000.1"	"OG0001550"	"AT3G11400.2, AT5G06000.1"	"AT3G11400.2"	293	321	100	100	323	84.211	509	"AT3G11400.2"	84.211	323	19	6	1	293	1	321	0	532	100	293	321
"Aa_G285170.h1.t1"	"AT3G11397.1"	"AT3G11397.1"	"AT3G11397.1"	"N0.HOG0006356"	"AT3G11397.1"	"OG0002189"	"AT3G11397.1, AT5G05987.1"	"AT3G11397.1"	209	209	100	100	209	94.737	407	"AT3G11397.1"	94.737	209	11	0	1	209	1	209	2.86e-147	407	100	209	209
"Aa_G285180.h1.t1"	"AT5G05980.1"	"AT5G05980.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G05980.1"	69.844	514	112	11	16	495	67	571	0	686	96	498	571
"Aa_G285190.h1.t1"	"AT5G05970.2"	"AT5G05970.2"	NA	NA	NA	"OG0003897"	"AT5G05970.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G05970.2"	76.962	790	160	12	5	783	4	782	0	1164	99	783	782
"Aa_G28520.h1.t1"	"AT5G48520.2"	"AT5G48520.2"	"AT5G48520.2"	NA	NA	"OG0010313"	"AT5G48520.2"	"AT5G48520.2"	616	618	100	99	617	96.921	1224	"AT5G48520.2"	96.921	617	18	1	1	616	1	617	0	1224	100	616	618
"Aa_G285200.h1.t1"	"AT3G11350.1, AT3G11380.1"	"AT3G11380.1"	"AT3G11350.1, AT3G11380.1"	"N0.HOG0002057"	"AT3G11350.1, AT3G11380.1, AT1G28020.1"	"OG0000335"	"AT1G05005.1, AT1G28020.1, AT1G43010.1, AT3G11350.1, AT3G11380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11380.1"	58.333	360	124	1	1	360	207	540	6.74e-128	384	67	539	541
"Aa_G285210.h1.t1"	"AT3G11350.1, AT3G11380.1, AT1G28020.1"	"AT3G11380.1"	NA	"N0.HOG0002057"	"AT3G11350.1, AT3G11380.1, AT1G28020.1"	"OG0000335"	"AT1G05005.1, AT1G28020.1, AT1G43010.1, AT3G11350.1, AT3G11380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11380.1"	61.084	406	117	5	1	392	162	540	7.34e-149	444	55	708	541
"Aa_G285220.h1.t1"	"AT3G11340.1"	"AT3G11340.1"	"AT3G11340.1"	"N0.HOG0021449"	"AT3G11340.1"	"OG0014888"	"AT3G11340.1"	"AT3G11340.1"	448	447	100	100	448	87.946	804	"AT3G11340.1"	87.946	448	53	1	1	448	1	447	0	804	100	448	447
"Aa_G285230.h1.t1"	"AT3G11330.1"	"AT3G11330.1"	"AT3G11330.1"	"N0.HOG0015986"	"AT3G11330.1"	"OG0009762"	"AT3G11330.1"	"AT3G11330.1"	503	499	100	100	508	85.63	838	"AT3G11330.1"	86.614	508	54	5	1	503	1	499	0	839	100	503	499
"Aa_G28530.h1.t1"	"AT2G10930.1, AT5G48500.1"	"AT5G48500.1"	"AT2G10930.1, AT5G48500.1"	"N0.HOG0010323"	"AT2G10930.1, AT5G48500.1"	"OG0004683"	"AT2G10930.1, AT5G48500.1"	"AT5G48500.1"	160	167	100	100	168	82.738	271	"AT5G48500.1"	82.738	168	20	3	1	160	1	167	4.8e-95	271	100	160	167
"Aa_G285340.h1.t1"	"AT2G17900.1"	"AT2G17900.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G17900.1"	78.261	23	5	0	1	23	389	411	3.9e-06	40	66	35	485
"Aa_G285360.h1.t1"	"AT1G04190.1"	"AT1G04190.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04190.1"	58.824	119	25	1	79	173	207	325	9.68e-42	142	55	173	328
"Aa_G28540.h1.t1"	"AT5G48490.1, AT5G48485.1"	"AT5G48485.1"	"AT5G48490.1, AT5G48485.1"	"N0.HOG0019306"	"AT5G48490.1, AT5G48485.1"	"OG0012822"	"AT5G48485.1, AT5G48490.1"	"AT5G48485.1"	100	102	78	76	78	75.641	130	"AT5G48490.1"	66.667	102	31	2	1	100	1	101	3.13e-45	140	100	100	101
"Aa_G285490.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	29.771	131	63	2	182	285	379	507	3.92e-06	47.8	36	287	735
"Aa_G28550.h1.t1"	"AT5G48480.1"	"AT5G48480.1"	"AT5G48480.1"	"N0.HOG0010325"	"AT5G48480.1"	"OG0004684"	"AT5G48480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G48480.1"	63.871	155	50	3	1	151	1	153	3.71e-58	178	96	158	166
"Aa_G285520.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20960.1"	35.714	28	18	0	15	42	395	422	0.027	30	62	45	426
"Aa_G28560.h1.t1"	"AT5G48470.1"	"AT5G48470.1"	"AT5G48470.1"	"N0.HOG0017632"	"AT5G48470.1"	"OG0011276"	"AT5G48470.1"	"AT5G48470.1"	391	397	100	100	398	89.698	728	"AT5G48470.1"	89.698	398	33	3	1	391	1	397	0	728	100	391	397
"Aa_G285630.h1.t1"	"AT1G67910.1"	"AT1G67910.1"	"AT1G67910.1"	"N0.HOG0017915"	"AT1G67910.1"	"OG0011538"	"AT1G24577.1, AT1G67910.1"	"AT1G67910.1"	85	91	99	92	84	73.81	123	"AT1G67910.1"	73.81	84	22	0	1	84	7	90	1.62e-38	123	99	85	91
"Aa_G285640.h1.t1"	"AT1G67920.1"	"AT1G67920.1"	"AT1G67920.1"	"N0.HOG0005250"	"AT1G67920.1"	"OG0001631"	"AT1G24600.1, AT1G67920.1"	"AT1G67920.1"	66	67	100	100	67	85.075	107	"AT1G67920.1"	85.075	67	9	1	1	66	1	67	9.06e-33	107	100	66	67
"Aa_G285650.h1.t1"	"AT1G67930.1"	"AT1G67930.1"	"AT1G67930.1"	"N0.HOG0017685"	"AT1G67930.1"	"OG0011328"	"AT1G67930.1"	"AT1G67930.1"	825	832	98	98	818	92.543	1438	"AT1G67930.1"	92.543	818	53	1	16	825	15	832	0	1438	98	825	832
"Aa_G285660.h1.t1"	"AT1G67960.1"	"AT1G67960.1"	"AT1G67960.1"	"N0.HOG0020709"	"AT1G67960.1"	"OG0014169"	"AT1G67960.1"	"AT1G67960.1"	622	624	100	100	632	85.601	1042	"AT1G67960.1"	86.076	632	70	7	1	622	1	624	0	1059	100	622	624
"Aa_G28570.h1.t1"	"AT5G48450.1"	"AT5G48450.1"	"AT5G48450.1"	"N0.HOG0025322"	"AT5G48450.1"	"OG0018639"	"AT5G48450.1"	"AT5G48450.1"	591	621	99	93	589	87.776	1060	"AT5G48450.1"	87.776	589	56	4	1	587	8	582	0	1060	99	591	621
"Aa_G285780.h1.t1"	"AT5G45210.4"	"AT5G45210.4"	NA	"N0.HOG0005084"	"AT5G45210.4"	"OG0001545"	"AT5G45210.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G69550.1"	46.678	602	257	11	1	556	552	1135	4.63e-133	424	81	684	1400
"Aa_G285790.h1.t1"	"AT4G36130.1"	"AT4G36130.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G36130.1"	97.872	141	3	0	1	141	118	258	2.44e-98	282	100	141	258
"Aa_G28580.h1.t1"	"AT5G48440.1"	"AT5G48440.1"	"AT5G48440.1"	"N0.HOG0022422"	"AT5G48440.1"	"OG0015850"	"AT5G48440.1"	"AT5G48440.1"	441	459	99	99	456	82.456	744	"AT5G48440.1"	82.456	456	64	4	1	440	1	456	0	744	99	441	459
"Aa_G285800.h1.t1"	"AT2G24470.1, AT4G36120.1"	"AT4G36120.1"	"AT2G24470.1, AT4G36120.1"	"N0.HOG0018282"	"AT2G24470.1, AT4G36120.1"	"OG0011871"	"AT2G24470.1, AT4G36120.1"	"AT4G36120.1"	923	996	100	100	1007	75.074	1380	"AT4G36120.1"	75.472	1007	152	13	1	923	1	996	0	1380	100	923	996
"Aa_G285810.h1.t1"	"AT4G36110.1"	"AT4G36110.1"	"AT4G36110.1"	"N0.HOG0011502"	"AT4G36110.1"	"OG0005685"	"AT4G36110.1"	"AT4G36110.1"	103	104	100	100	104	93.269	201	"AT4G36110.1"	93.269	104	6	1	1	103	1	104	3.06e-69	201	100	103	104
"Aa_G285820.h1.t1"	"AT2G17990.3"	"AT2G17990.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G17990.3"	56.176	340	97	8	1	290	11	348	1.3e-103	305	100	290	348
"Aa_G285830.h1.t1"	"AT4G36090.3"	"AT4G36090.3"	"AT4G36090.3"	"N0.HOG0019373"	"AT4G36090.3"	"OG0012882"	"AT4G36090.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G36090.3"	67.816	522	113	6	8	481	6	520	0	671	99	481	520
"Aa_G285840.h1.t1"	"AT4G36080.1"	"AT4G36080.1"	"AT4G36080.1"	"N0.HOG0007000"	"AT4G36080.1"	"OG0002528"	"AT2G17930.1, AT4G36080.1"	"AT4G36080.1"	3834	3834	100	100	3846	91.836	7197	"AT4G36080.1"	91.836	3846	290	4	1	3834	1	3834	0	7197	100	3834	3834
"Aa_G285850.h1.t1"	"AT4G36070.2"	"AT4G36070.2"	"AT4G36070.2"	"N0.HOG0024861"	"AT4G36070.2"	"OG0018209"	"AT4G36070.2"	"AT4G36070.2"	537	561	99	94	532	88.158	932	"AT4G36070.2"	88.972	535	50	3	1	532	1	529	0	959	99	537	561
"Aa_G285860.h1.t1"	"AT4G36060.3"	"AT4G36060.3"	"AT4G36060.3"	"N0.HOG0017199"	"AT4G36060.3"	"OG0010885"	"AT4G36060.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G36060.3"	64.729	258	69	7	1	249	1	245	4.92e-91	271	89	280	287
"Aa_G285870.h1.t1"	"AT4G36050.2"	"AT4G36050.2"	"AT4G36050.2"	"N0.HOG0021663"	"AT4G36050.2"	"OG0015100"	"AT4G36050.2"	"AT4G36050.2"	600	610	96	94	578	82.872	924	"AT4G36050.2"	82.872	578	96	2	1	577	11	586	0	924	96	600	610
"Aa_G285880.h1.t1"	"AT4G36040.1"	"AT4G36040.1"	"AT4G36040.1"	"N0.HOG0004258"	"AT4G36040.1"	"OG0001140"	"AT2G17880.1, AT4G36040.1"	"AT4G36040.1"	167	161	100	100	169	79.29	236	"AT4G36040.1"	79.882	169	24	4	1	167	1	161	3.25e-81	236	100	167	161
"Aa_G285890.h1.t1"	"AT4G36030.1"	"AT4G36030.1"	"AT4G36030.1"	"N0.HOG0021662"	"AT4G36030.1"	"OG0015099"	"AT4G36030.1"	"AT4G36030.1"	670	670	100	100	675	89.185	1171	"AT4G36030.1"	89.185	675	63	4	1	670	1	670	0	1193	100	670	670
"Aa_G286010.h1.t1"	"AT1G08090.1"	"AT1G08090.1"	"AT1G08090.1"	"N0.HOG0002856"	"AT1G08090.1, AT1G08100.1"	"OG0000571"	"AT1G08090.1, AT1G08100.1, AT5G60770.1"	"AT1G08090.1"	530	530	100	100	530	94.151	1033	"AT1G08090.1"	94.151	530	31	0	1	530	1	530	0	1033	100	530	530
"Aa_G286020.h1.t1"	"AT1G08080.1"	"AT1G08080.1"	"AT1G08080.1"	"N0.HOG0012279"	"AT1G08080.1"	"OG0006350"	"AT1G08080.1"	"AT1G08080.1"	272	275	100	100	275	84.364	471	"AT1G08080.1"	84.364	275	40	2	1	272	1	275	1.83e-170	471	100	272	275
"Aa_G286030.h1.t1"	"AT1G08070.1"	"AT1G08070.1"	"AT1G08070.1"	"N0.HOG0025168"	"AT1G08070.1"	"OG0018497"	"AT1G08070.1"	"AT1G08070.1"	737	741	100	100	742	84.906	1285	"AT1G08070.1"	84.906	742	106	2	1	737	1	741	0	1285	100	737	741
"Aa_G286040.h1.t1"	"AT1G08065.1"	"AT1G08065.1"	"AT1G08065.1"	"N0.HOG0008931"	"AT1G08065.1, AT5G56330.1"	"OG0003675"	"AT1G08065.1, AT5G56330.1"	"AT1G08065.1"	275	277	99	99	274	78.832	466	"AT1G08065.1"	78.832	274	57	1	1	274	1	273	2.01e-168	466	99	275	277
"Aa_G286050.h1.t1"	"AT1G08060.3"	"AT1G08060.3"	"AT1G08060.3"	NA	NA	"OG0005443"	"AT1G08060.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G08060.3"	56.235	2045	566	45	1	1759	1	2002	0	1921	100	1759	2002
"Aa_G286060.h1.t1"	"AT1G08050.1"	"AT1G08050.1"	"AT1G08050.1"	"N0.HOG0009974"	"AT1G08050.1"	"OG0004405"	"AT1G08050.1"	"AT1G08050.1"	627	641	99	99	642	78.816	984	"AT1G08050.1"	79.283	642	115	7	1	626	1	640	0	991	99	627	641
"Aa_G286070.h1.t1"	"AT1G08040.1"	"AT1G08040.1"	"AT1G08040.1"	"N0.HOG0006854"	"AT1G08040.1"	"OG0002451"	"AT1G08040.1, AT2G28310.1"	"AT1G08040.1"	382	382	100	100	382	94.503	734	"AT1G08040.1"	94.503	382	21	0	1	382	1	382	0	734	100	382	382
"Aa_G286080.h1.t1"	"AT1G08030.1"	"AT1G08030.1"	"AT1G08030.1"	"N0.HOG0015359"	"AT1G08030.1"	"OG0009195"	"AT1G08030.1"	"AT1G08030.1"	496	500	100	100	501	86.028	837	"AT1G08030.1"	86.028	501	64	2	1	496	1	500	0	847	100	496	500
"Aa_G286090.h1.t1"	"AT1G08010.1, AT1G08000.1"	"AT1G08010.1"	"AT1G08010.1, AT1G08000.1"	"N0.HOG0003617"	"AT1G08010.1, AT1G08000.1"	"OG0000854"	"AT1G08000.1, AT1G08010.1, AT2G28340.1"	"AT1G08010.1"	299	303	99	99	304	74.342	452	"AT1G08010.1"	74.342	304	68	4	1	297	1	301	7.93e-162	452	99	299	303
"Aa_G286200.h1.t1"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"AT1G69730.1"	NA	"N0.HOG0002152"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"OG0000362"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G69730.1"	51.402	535	196	12	6	494	9	525	9.31e-167	490	99	494	792
"Aa_G286210.h1.t1"	"AT5G52330.1"	"AT5G52330.1"	"AT5G52330.1"	"N0.HOG0010074"	"AT5G52330.1, AT4G16045.1"	"OG0004484"	"AT4G16045.1, AT5G52330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43560.1"	75.561	401	89	3	1	392	40	440	0	563	95	413	1055
"Aa_G286220.h1.t1"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"AT1G69730.1"	NA	"N0.HOG0002152"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"OG0000362"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G69730.1"	50.281	533	197	13	6	489	9	522	5.39e-151	452	86	563	792
"Aa_G286230.h1.t1"	"AT1G04900.1"	"AT1G04900.1"	"AT1G04900.1"	"N0.HOG0020505"	"AT1G04900.1"	"OG0013972"	"AT1G04900.1"	"AT1G04900.1"	451	442	100	100	451	92.239	857	"AT1G04900.1"	92.239	451	26	1	1	451	1	442	0	857	100	451	442
"Aa_G286240.h1.t1"	"AT1G04910.1"	"AT1G04910.1"	"AT1G04910.1"	"N0.HOG0018804"	"AT1G04910.1"	"OG0012358"	"AT1G04910.1"	"AT1G04910.1"	519	519	100	100	519	95.761	1043	"AT1G04910.1"	95.761	519	22	0	1	519	1	519	0	1043	100	519	519
"Aa_G286250.h1.t1"	"AT1G04920.1"	"AT1G04920.1"	"AT1G04920.1"	"N0.HOG0024693"	"AT1G04920.1"	"OG0018041"	"AT1G04920.1"	"AT1G04920.1"	1068	1062	100	100	1068	92.509	2039	"AT1G04920.1"	92.79	1068	71	4	1	1068	1	1062	0	2066	100	1068	1062
"Aa_G286260.h1.t1"	"AT1G04930.2"	"AT1G04930.2"	"AT1G04930.2"	"N0.HOG0006783"	"AT1G04930.2"	"OG0002417"	"AT1G04930.2, AT2G32840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04930.2"	56.438	365	112	9	1	325	1	358	1.44e-104	310	99	329	362
"Aa_G286270.h1.t1"	"AT1G04940.1"	"AT1G04940.1"	"AT1G04940.1"	"N0.HOG0020504"	"AT1G04940.1"	"OG0013971"	"AT1G04940.1"	"AT1G04940.1"	275	274	99	100	274	88.686	481	"AT1G04940.1"	88.686	274	31	0	2	275	1	274	1.71e-174	481	99	275	274
"Aa_G286280.h1.t1"	"AT1G04945.3"	"AT1G04945.3"	"AT1G04945.3"	"N0.HOG0013118"	"AT1G04945.3"	"OG0007094"	"AT1G04945.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04945.3"	65.152	396	102	10	5	372	257	644	8.12e-163	470	99	372	644
"Aa_G286290.h1.t1"	"AT1G04950.1"	"AT1G04950.1"	"AT1G04950.1"	"N0.HOG0015375"	"AT1G04950.1"	"OG0009210"	"AT1G04950.1"	"AT1G04950.1"	547	549	100	100	549	89.253	984	"AT1G04950.1"	89.253	549	57	1	1	547	1	549	0	984	100	547	549
"Aa_G286300.h1.t1"	"AT1G04960.2"	"AT1G04960.2"	"AT1G04960.2"	"N0.HOG0022435"	"AT1G04960.2"	"OG0015860"	"AT1G04960.2"	"AT1G04960.2"	257	334	100	72	257	78.21	416	"AT1G04960.2"	78.21	257	41	2	1	257	93	334	8.57e-148	416	100	257	334
"Aa_G286310.h1.t1"	"AT1G04970.1"	"AT1G04970.1"	"AT1G04970.1"	"N0.HOG0022434"	"AT1G04970.1"	"OG0015859"	"AT1G04970.1"	"AT1G04970.1"	501	488	96	99	484	87.81	850	"AT1G04970.1"	87.81	484	58	1	1	483	1	484	0	850	96	501	488
"Aa_G286320.h1.t1"	"AT1G04980.1"	"AT1G04980.1"	"AT1G04980.1"	"N0.HOG0025708"	"AT1G04980.1"	"OG0018990"	"AT1G04980.1"	"AT1G04980.1"	440	447	99	97	435	87.356	778	"AT1G04980.1"	87.356	435	52	2	1	434	5	437	0	778	99	440	447
"Aa_G286330.h1.t1"	"AT1G04985.1"	"AT1G04985.1"	"AT1G04985.1"	"N0.HOG0023862"	"AT1G04985.1"	"OG0017247"	"AT1G04985.1"	"AT1G04985.1"	207	193	93	100	193	90.674	344	"AT1G04985.1"	90.674	193	18	0	1	193	1	193	1.71e-122	344	93	207	193
"Aa_G286340.h1.t1"	"AT1G04990.1"	"AT1G04990.1"	"AT1G04990.1"	"N0.HOG0022433"	"AT1G04990.1"	"OG0015858"	"AT1G04990.1"	"AT1G04990.1"	406	404	99	99	410	79.024	634	"AT1G04990.1"	79.756	410	68	7	3	406	4	404	0	654	99	406	404
"Aa_G286450.h1.t1"	"AT2G35850.1"	"AT2G35850.1"	"AT2G35850.1"	"N0.HOG0024353"	"AT2G35850.1"	"OG0017716"	"AT2G35850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G52360.1"	62.667	75	25	1	1	75	1	72	9.75e-24	85.5	90	83	86
"Aa_G286470.h1.t1"	"AT2G35860.1"	"AT2G35860.1"	"AT2G35860.1"	"N0.HOG0006317"	"AT2G35860.1, AT3G52370.2"	"OG0002168"	"AT2G35860.1, AT3G52370.2"	"AT2G35860.1"	447	445	99	99	445	91.685	760	"AT2G35860.1"	91.685	445	34	3	4	447	3	445	0	773	99	447	445
