"Aethionema_saxatile"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"As008G195960"	465	"AT1G04620.1"	"AT1G04620.1"	"orthologue"	"AT1G04620.1"	"N0.HOG0023863"	"AT1G04620.1"	"OG0017248"	"AT1G04620.1"	"AT1G04620.1"	466	462	99	100	466	90.343	867	"AT1G04620.1"	"90.343"	"466"	"40"	"2"	"1"	"465"	"1"	"462"	"0"	"867"	"99"	"466"	"462"
"As008G195970"	436	"AT1G04610.1"	"AT1G04610.1"	"orthologue"	"AT1G04610.1"	"N0.HOG0007806"	"AT1G04610.1"	"OG0002970"	"AT1G04610.1, AT2G33230.1"	"AT1G04610.1"	437	437	99	100	437	92.449	840	"AT1G04610.1"	"92.449"	"437"	"32"	"1"	"1"	"436"	"1"	"437"	"0"	"840"	"99"	"437"	"437"
"As008G195980"	1837	"AT1G04600.1"	"AT1G04600.1"	"orthologue"	"AT1G04600.1"	"N0.HOG0007807"	"AT1G04600.1"	"OG0002971"	"AT1G04600.1, AT2G33240.1"	"AT1G04600.1"	1838	1730	99	100	1837	80.185	2966	"AT1G04600.1"	"80.185"	"1842"	"248"	"8"	"1"	"1837"	"1"	"1730"	"0"	"2966"	"99"	"1838"	"1730"
"As008G195990"	365	"AT1G04590.2"	"AT1G04590.2"	"orthologue"	"AT1G04590.2"	"N0.HOG0013121"	"AT1G04590.2"	"OG0007097"	"AT1G04590.2"	"AT1G04590.2"	366	384	99	94	368	75	550	"AT1G04590.2"	"75"	"368"	"80"	"6"	"1"	"364"	"1"	"360"	"0"	"550"	"99"	"366"	"384"
"As008G196000"	1331	"AT1G04580.1"	"AT1G04580.1"	"orthologue"	"AT1G04580.1"	"N0.HOG0017583"	"AT1G04580.1"	"OG0011232"	"AT1G04580.1"	"AT1G04580.1"	1332	1337	99	99	1337	80.404	2183	"AT1G04580.1"	"80.479"	"1337"	"247"	"5"	"1"	"1328"	"1"	"1332"	"0"	"2233"	"99"	"1332"	"1337"
"As008G196010"	546	"AT1G04570.1"	"AT1G04570.1"	"orthologue"	"AT1G04570.1"	"N0.HOG0022437"	"AT1G04570.1"	"OG0015862"	"AT1G04570.1"	"AT1G04570.1"	547	542	99	99	554	75.451	745	"AT1G04570.1"	"75.451"	"554"	"112"	"6"	"1"	"546"	"5"	"542"	"0"	"745"	"99"	"547"	"542"
"As008G196020"	191	"AT1G04560.1"	"AT1G04560.1"	"orthologue"	"AT1G04560.1"	"N0.HOG0014219"	"AT1G04560.1"	"OG0008105"	"AT1G04560.1"	"AT1G04560.1"	192	186	99	100	191	85.34	290	"AT1G04560.1"	"85.864"	"191"	"22"	"2"	"1"	"191"	"1"	"186"	"2.53e-117"	"330"	"99"	"192"	"186"
"As008G196030"	151	"AT1G04555.1"	"AT1G04555.1"	"orthologue"	"AT1G04555.1"	"N0.HOG0013122"	"AT1G04555.1"	"OG0007098"	"AT1G04555.1"	"AT1G04555.1"	152	152	90	92	141	75.887	196	"AT1G04555.1"	"75.887"	"141"	"29"	"3"	"8"	"144"	"3"	"142"	"1.24e-65"	"196"	"90"	"152"	"152"
"As008G196040"	587	"AT1G04540.1"	"AT1G04540.1"	"orthologue"	"AT1G04540.1"	"N0.HOG0015378"	"AT1G04540.1"	"OG0009213"	"AT1G04540.1"	"AT1G04540.1"	588	601	99	99	601	74.21	881	"AT1G04540.1"	"74.21"	"601"	"136"	"7"	"3"	"587"	"4"	"601"	"0"	"881"	"99"	"588"	"601"
"As008G196050"	327	"AT1G04530.1"	"AT1G04530.1"	"orthologue"	"AT1G04530.1"	"N0.HOG0020507"	"AT1G04530.1"	"OG0013974"	"AT1G04530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04530.1"	"68.224"	"321"	"84"	"5"	"11"	"324"	"1"	"310"	"1.14e-140"	"400"	"96"	"328"	"310"
"As008G196060"	309	"AT1G04520.1"	"AT1G04520.1"	"orthologue"	"AT1G04520.1"	"N0.HOG0007803"	"AT1G04520.1"	"OG0002969"	"AT1G04520.1, AT2G33330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04520.1"	"86.774"	"310"	"37"	"2"	"1"	"309"	"1"	"307"	"0"	"503"	"99"	"310"	"307"
"As008G196070"	522	"AT1G04510.1"	"AT1G04510.1"	"orthologue"	"AT1G04510.1"	"N0.HOG0005355"	"AT1G04510.1"	"OG0001686"	"AT1G04510.1, AT2G33340.1"	"AT1G04510.1"	523	523	99	100	523	88.91	949	"AT1G04510.1"	"88.91"	"523"	"57"	"1"	"1"	"522"	"1"	"523"	"0"	"969"	"99"	"523"	"523"
"As008G196080"	389	"AT1G04500.1"	"AT1G04500.1"	"orthologue"	"AT1G04500.1"	"N0.HOG0016528"	"AT1G04500.1"	"OG0010274"	"AT1G04500.1"	"AT1G04500.1"	390	386	98	100	394	79.695	587	"AT1G04500.1"	"79.695"	"394"	"59"	"10"	"9"	"389"	"1"	"386"	"0"	"587"	"98"	"390"	"386"
"As008G196090"	423	"AT2G33360.1"	"AT2G33360.1"	"other"	NA	"N0.HOG0012926"	"AT2G33360.1"	"OG0006918"	"AT2G33360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33360.1"	"48.433"	"351"	"137"	"10"	"114"	"423"	"256"	"603"	"2.01e-97"	"303"	"73"	"424"	"603"
"As008G196100"	140	"AT3G04400.1"	"AT3G04400.1"	"orthologue"	"AT3G04400.1"	"N0.HOG0002609"	"AT3G04400.1"	"OG0000487"	"AT1G04480.1, AT2G33370.1, AT3G04400.1"	"AT1G04480.1, AT2G33370.1, AT3G04400.1"	141	140	99	100	140	100	281	"AT3G04400.1, AT2G33370.1, AT1G04480.1"	"100"	"140"	"0"	"0"	"1"	"140"	"1"	"140"	"9.99e-100"	"281"	"99"	"141"	"140"
"As008G196110"	233	"AT2G33380.1"	"AT2G33380.1"	"orthologue"	"AT2G33380.1"	"N0.HOG0009923"	"AT2G33380.1"	"OG0004364"	"AT2G33380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33380.1"	"68"	"225"	"72"	"0"	"5"	"229"	"4"	"228"	"1.01e-117"	"335"	"96"	"234"	"236"
"As008G196120"	908	"AT5G20660.1"	"AT5G20660.1"	"orthologue"	"AT5G20660.1"	"N0.HOG0022438"	"AT5G20660.1"	"OG0015863"	"AT5G20660.1"	"AT5G20660.1"	909	910	99	99	912	79.276	1491	"AT5G20660.1"	"79.386"	"912"	"177"	"4"	"1"	"907"	"1"	"906"	"0"	"1497"	"99"	"909"	"910"
"As008G196130"	98	"AT2G33390.1"	"AT2G33390.1"	"orthologue"	"AT2G33390.1"	"N0.HOG0013976"	"AT2G33390.1"	"OG0007879"	"AT2G33390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33390.1"	"72.449"	"98"	"27"	"0"	"1"	"98"	"1"	"98"	"2.58e-43"	"135"	"99"	"99"	"98"
"As008G196140"	1037	"AT1G04470.1"	"AT1G04470.1"	"orthologue"	"AT1G04470.1"	"N0.HOG0005165"	"AT1G04470.1"	"OG0001593"	"AT1G04470.1, AT2G33420.1"	"AT1G04470.1"	1038	1035	99	100	1045	83.732	1763	"AT1G04470.1"	"83.732"	"1045"	"152"	"6"	"1"	"1037"	"1"	"1035"	"0"	"1763"	"99"	"1038"	"1035"
"As008G196150"	222	"AT1G04450.1"	"AT1G04450.1"	"orthologue"	"AT1G04450.1"	"N0.HOG0014220"	"AT1G04450.1"	"OG0008106"	"AT1G04450.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04450.1"	"68.142"	"226"	"57"	"10"	"4"	"222"	"3"	"220"	"1.37e-84"	"249"	"98"	"223"	"220"
"As008G196160"	469	"AT1G04440.1"	"AT1G04440.1"	"orthologue"	"AT1G04440.1"	"N0.HOG0005352"	"AT1G04440.1"	"OG0001685"	"AT1G04440.1, AT5G43320.1"	"AT1G04440.1"	470	468	99	100	475	88	829	"AT1G04440.1"	"88"	"475"	"44"	"4"	"1"	"469"	"1"	"468"	"0"	"829"	"99"	"470"	"468"
"As008G196170"	622	"AT1G04430.1"	"AT1G04430.1"	"orthologue"	"AT1G04430.1"	"N0.HOG0014221"	"AT1G04430.1"	"OG0008107"	"AT1G04430.1"	"AT1G04430.1"	623	623	99	99	627	80.861	1050	"AT1G04430.1"	"80.861"	"627"	"101"	"4"	"1"	"617"	"2"	"619"	"0"	"1065"	"99"	"623"	"623"
"As008G196180"	422	"AT1G04420.1"	"AT1G04420.1"	"orthologue"	"AT1G04420.1"	"N0.HOG0018807"	"AT1G04420.1"	"OG0012361"	"AT1G04420.1"	"AT1G04420.1"	423	412	99	99	421	81.71	704	"AT1G04420.1"	"81.71"	"421"	"67"	"4"	"1"	"421"	"1"	"411"	"0"	"704"	"99"	"423"	"412"
"As008G196190"	332	"AT1G04410.1"	"AT1G04410.1"	"orthologue"	"AT1G04410.1"	"N0.HOG0005351"	"AT1G04410.1"	"OG0001684"	"AT1G04410.1, AT5G43330.1"	"AT1G04410.1"	333	332	99	100	332	96.687	665	"AT1G04410.1"	"96.687"	"332"	"11"	"0"	"1"	"332"	"1"	"332"	"0"	"665"	"99"	"333"	"332"
"As008G196200"	1001	"AT1G04390.1"	"AT1G04390.1"	"orthologue"	"AT1G04390.1"	"N0.HOG0023864"	"AT1G04390.1"	"OG0017249"	"AT1G04390.1"	"AT1G04390.1"	1002	1002	99	100	1002	81.737	1668	"AT1G04390.1"	"81.737"	"1002"	"182"	"1"	"1"	"1001"	"1"	"1002"	"0"	"1668"	"99"	"1002"	"1002"
"As008G196230"	355	"AT1G04350.1"	"AT1G04350.1"	"orthologue"	"AT1G04350.1"	"N0.HOG0002821"	"AT1G04350.1"	"OG0000560"	"AT1G04350.1, AT5G59530.1, AT5G59540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G59530.1"	"66.667"	"360"	"110"	"5"	"2"	"355"	"9"	"364"	"0"	"509"	"99"	"356"	"364"
"As008G196240"	136	"AT1G04370.1"	"AT1G04370.1"	"orthologue"	"AT1G04370.1"	"N0.HOG0005799"	"AT1G04370.1"	"OG0001911"	"AT1G04370.1, AT5G43410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43410.1"	"68.31"	"142"	"28"	"3"	"1"	"136"	"1"	"131"	"1.04e-53"	"165"	"99"	"137"	"131"
"As008G196250"	368	"AT1G04360.1"	"AT1G04360.1"	"orthologue"	"AT1G04360.1"	"N0.HOG0016529"	"AT1G04360.1"	"OG0010275"	"AT1G04360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04360.1"	"66.573"	"356"	"104"	"8"	"24"	"368"	"30"	"381"	"9.36e-153"	"435"	"93"	"369"	"381"
"As008G196260"	366	"AT1G04350.1"	"AT1G04350.1"	"orthologue"	"AT1G04350.1"	"N0.HOG0002821"	"AT1G04350.1"	"OG0000560"	"AT1G04350.1, AT5G59530.1, AT5G59540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G59530.1"	"73.699"	"365"	"91"	"4"	"4"	"366"	"3"	"364"	"0"	"558"	"99"	"367"	"364"
"As008G196270"	159	"AT1G04340.1"	"AT1G04340.1"	"orthologue"	"AT1G04340.1"	"N0.HOG0006781"	"AT1G04340.1"	"OG0002416"	"AT1G04340.1, AT5G43460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04340.1"	"84.906"	"159"	"24"	"0"	"1"	"159"	"1"	"159"	"1.16e-94"	"270"	"99"	"160"	"159"
"As008G196280"	100	"AT1G04330.1"	"AT1G04330.1"	"orthologue"	"AT1G04330.1"	"N0.HOG0020508"	"AT1G04330.1"	"OG0013975"	"AT1G04330.1"	"AT1G04330.1"	101	100	99	100	100	73	145	"AT1G04330.1"	"73"	"100"	"27"	"0"	"1"	"100"	"1"	"100"	"5.85e-47"	"145"	"99"	"101"	"100"
"As008G196300"	622	"AT1G04310.1"	"AT1G04310.1"	"orthologue"	"AT1G04310.1"	"N0.HOG0015379"	"AT1G04310.1"	"OG0009214"	"AT1G04310.1"	"AT1G04310.1"	623	645	99	99	644	71.118	850	"AT1G04310.1"	"71.118"	"644"	"162"	"10"	"1"	"621"	"1"	"643"	"0"	"850"	"99"	"623"	"645"
"As008G196310"	155	"AT1G04290.1"	"AT1G04290.1"	"orthologue"	"AT1G04290.1"	"N0.HOG0018094"	"AT1G04290.1"	"OG0011698"	"AT1G04290.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04290.1"	"72.436"	"156"	"41"	"2"	"1"	"155"	"1"	"155"	"1.75e-75"	"221"	"99"	"156"	"155"
"As008G196320"	539	"AT1G04280.1"	"AT1G04280.1"	"orthologue"	"AT1G04280.1"	"N0.HOG0013123"	"AT1G04280.1"	"OG0007099"	"AT1G04280.1"	"AT1G04280.1"	540	534	99	99	535	79.412	793	"AT1G04280.1"	"79.439"	"535"	"103"	"5"	"5"	"539"	"7"	"534"	"0"	"793"	"99"	"540"	"534"
"As008G196330"	152	"AT1G04270.1, AT5G09510.1"	"AT5G09510.1"	"orthologue"	"AT1G04270.1, AT5G09510.1"	"N0.HOG0002134"	"AT1G04270.1, AT5G09510.1"	"OG0000358"	"AT1G04270.1, AT1G33850.1, AT5G09490.1, AT5G09500.1, AT5G09510.1, AT5G43640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09510.1"	"97.368"	"152"	"4"	"0"	"1"	"152"	"1"	"152"	"5.16e-108"	"303"	"99"	"153"	"152"
"As008G196340"	183	"AT1G04260.1"	"AT1G04260.1"	"orthologue"	"AT1G04260.1"	"N0.HOG0010655"	"AT1G04260.1"	"OG0004967"	"AT1G04260.1"	"AT1G04260.1"	184	182	99	100	183	84.699	310	"AT1G04260.1"	"84.699"	"183"	"27"	"1"	"1"	"183"	"1"	"182"	"1.53e-109"	"310"	"99"	"184"	"182"
"As008G196350"	238	"AT1G04250.1"	"AT1G04250.1"	"orthologue"	"AT1G04250.1"	"N0.HOG0009661"	"AT1G04250.1"	"OG0004159"	"AT1G04250.1"	"AT1G04250.1"	239	229	99	100	244	75.82	351	"AT1G04250.1"	"76.23"	"244"	"37"	"8"	"1"	"238"	"1"	"229"	"3.14e-126"	"356"	"99"	"239"	"229"
"As008G196360"	181	"AT1G04240.2"	"AT1G04240.2"	"orthologue"	"AT1G04240.2"	"N0.HOG0020509"	"AT1G04240.2"	"OG0013976"	"AT1G04240.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04240.2"	"75.132"	"189"	"39"	"2"	"1"	"181"	"101"	"289"	"1.31e-97"	"283"	"99"	"182"	"289"
"As008G196370"	535	"AT1G04220.1"	"AT1G04220.1"	"orthologue"	"AT1G04220.1"	"N0.HOG0006295"	"AT1G04220.1"	"OG0002155"	"AT1G04220.1, AT5G43760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04220.1"	"85.577"	"520"	"64"	"4"	"13"	"530"	"15"	"525"	"0"	"908"	"97"	"536"	"528"
"As008G196380"	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As008G196390"	152	"AT5G43640.1, AT5G09500.1, AT1G33850.1, AT5G09490.1"	"AT5G09500.1"	"orthologue"	"AT5G43640.1, AT5G09500.1, AT1G33850.1, AT5G09490.1"	NA	NA	"OG0000358"	"AT1G04270.1, AT1G33850.1, AT5G09490.1, AT5G09500.1, AT5G09510.1, AT5G43640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09510.1"	"95.395"	"152"	"7"	"0"	"1"	"152"	"1"	"152"	"2.87e-105"	"296"	"99"	"153"	"152"
"As008G196400"	1141	"AT1G04210.1"	"AT1G04210.1"	"orthologue"	"AT1G04210.1"	"N0.HOG0014222"	"AT1G04210.1"	"OG0008108"	"AT1G04210.1"	"AT1G04210.1"	1142	1112	96	99	1110	75.676	1679	"AT1G04210.1"	"75.676"	"1110"	"247"	"7"	"32"	"1126"	"9"	"1110"	"0"	"1679"	"96"	"1142"	"1112"
"As008G196410"	253	"AT5G43830.1"	"AT5G43830.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43830.1"	"45.059"	"253"	"137"	"1"	"1"	"253"	"1"	"251"	"2.18e-77"	"234"	"99"	"254"	"251"
"As008G196420"	253	"AT5G43830.1"	"AT5G43830.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43830.1"	"44.664"	"253"	"138"	"1"	"1"	"253"	"1"	"251"	"1.01e-72"	"222"	"99"	"254"	"251"
"As008G196430"	725	"AT1G04200.1"	"AT1G04200.1"	"orthologue"	"AT1G04200.1"	"N0.HOG0020510"	"AT1G04200.1"	"OG0013977"	"AT1G04200.1"	"AT1G04200.1"	726	732	99	100	733	86.903	1290	"AT1G04200.1"	"86.903"	"733"	"87"	"7"	"1"	"725"	"1"	"732"	"0"	"1290"	"99"	"726"	"732"
"As008G196440"	337	"AT1G04190.1"	"AT1G04190.1"	"orthologue"	"AT1G04190.1"	"N0.HOG0018808"	"AT1G04190.1"	"OG0012362"	"AT1G04190.1"	"AT1G04190.1"	338	328	99	99	334	87.725	603	"AT1G04190.1"	"87.725"	"334"	"34"	"2"	"2"	"335"	"1"	"327"	"0"	"603"	"99"	"338"	"328"
"As008G196450"	1500	"AT1G04160.1"	"AT1G04160.1"	"orthologue"	"AT1G04160.1"	"N0.HOG0007801"	"AT1G04160.1"	"OG0002968"	"AT1G04160.1, AT5G43900.3"	"AT1G04160.1"	1501	1500	99	100	1506	88.845	2783	"AT1G04160.1"	"88.845"	"1506"	"156"	"4"	"1"	"1500"	"1"	"1500"	"0"	"2783"	"99"	"1501"	"1500"
"As008G196460"	971	"AT1G04150.1"	"AT1G04150.1"	"orthologue"	"AT1G04150.1"	"N0.HOG0026086"	"AT1G04150.1"	"OG0019337"	"AT1G04150.1"	"AT1G04150.1"	972	1012	99	100	1022	70.254	1393	"AT1G04150.1"	"70.646"	"1022"	"239"	"14"	"1"	"971"	"1"	"1012"	"0"	"1393"	"99"	"972"	"1012"
"As008G196470"	775	"AT1G04140.2"	"AT1G04140.2"	"orthologue"	"AT1G04140.2"	"N0.HOG0007800"	"AT1G04140.2"	"OG0002967"	"AT1G04140.2, AT5G43930.4"	"AT1G04140.2"	776	793	99	99	784	85.077	1307	"AT1G04140.2"	"85.077"	"784"	"102"	"4"	"1"	"769"	"1"	"784"	"0"	"1307"	"99"	"776"	"793"
"As008G196480"	365	"AT1G04130.1"	"AT1G04130.1"	"orthologue"	"AT1G04130.1"	"N0.HOG0024695"	"AT1G04130.1"	"OG0018043"	"AT1G04130.1"	"AT1G04130.1"	366	360	98	99	359	83.287	633	"AT1G04130.1"	"83.287"	"359"	"58"	"1"	"1"	"359"	"1"	"357"	"0"	"633"	"98"	"366"	"360"
"As008G196490"	1529	"AT1G04120.1"	"AT1G04120.1"	"orthologue"	"AT1G04120.1"	"N0.HOG0009077"	"AT1G04120.1"	"OG0003763"	"AT1G04120.1"	"AT1G04120.1"	1530	1514	99	100	1530	90.458	2773	"AT1G04120.1"	"90.458"	"1530"	"129"	"5"	"1"	"1529"	"1"	"1514"	"0"	"2773"	"99"	"1530"	"1514"
"As008G196500"	779	"AT1G04110.1"	"AT1G04110.1"	"orthologue"	"AT1G04110.1"	"N0.HOG0024696"	"AT1G04110.1"	"OG0018044"	"AT1G04110.1"	"AT1G04110.1"	780	775	99	99	776	83.634	1328	"AT1G04110.1"	"83.634"	"776"	"123"	"3"	"1"	"775"	"1"	"773"	"0"	"1328"	"99"	"780"	"775"
"As008G196510"	281	"AT1G04100.1"	"AT1G04100.1"	"orthologue"	"AT1G04100.1"	"N0.HOG0023865"	"AT1G04100.1"	"OG0017250"	"AT1G04100.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04100.1"	"70.037"	"267"	"56"	"9"	"1"	"256"	"1"	"254"	"3.76e-102"	"298"	"91"	"282"	"261"
"As008G196520"	590	"AT1G04090.1"	"AT1G04090.1"	"orthologue"	"AT1G04090.1"	"N0.HOG0025139"	"AT1G04090.1"	"OG0018468"	"AT1G04090.1"	"AT1G04090.1"	591	572	95	99	573	76.789	889	"AT1G04090.1"	"76.789"	"573"	"117"	"10"	"29"	"588"	"1"	"570"	"0"	"889"	"95"	"591"	"572"
"As008G196530"	785	"AT1G04080.3"	"AT1G04080.3"	"other"	NA	NA	NA	"OG0003875"	"AT1G04080.3"	"AT1G04080.3"	786	823	99	100	850	72	1131	"AT1G04080.3"	"72.471"	"850"	"142"	"12"	"1"	"785"	"1"	"823"	"0"	"1131"	"99"	"786"	"823"
"As008G196540"	97	"AT1G04070.1"	"AT1G04070.1"	"orthologue"	"AT1G04070.1"	"N0.HOG0005348"	"AT1G04070.1"	"OG0001683"	"AT1G04070.1, AT5G43970.1"	"AT1G04070.1"	98	94	96	97	94	71.277	135	"AT1G04070.1"	"71.277"	"94"	"24"	"1"	"1"	"94"	"1"	"91"	"4.84e-43"	"135"	"96"	"98"	"94"
"As008G196550"	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24220.1"	"26.984"	"63"	"42"	"3"	"17"	"76"	"589"	"650"	"0.000247"	"42.4"	"18"	"331"	"744"
"As008G196560"	273	"AT1G04040.1"	"AT1G04040.1"	"orthologue"	"AT1G04040.1"	"N0.HOG0012292"	"AT1G04040.1"	"OG0006363"	"AT1G04040.1"	"AT1G04040.1"	274	271	99	100	275	76.364	435	"AT1G04040.1"	"76.364"	"275"	"59"	"3"	"1"	"273"	"1"	"271"	"2.91e-161"	"448"	"99"	"274"	"271"
"As008G196570"	433	"AT1G04030.1"	"AT1G04030.1"	"orthologue"	"AT1G04030.1"	"N0.HOG0023866"	"AT1G04030.1"	"OG0017251"	"AT1G04030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04030.1"	"55.965"	"461"	"142"	"13"	"1"	"431"	"1"	"430"	"2.1e-134"	"393"	"99"	"434"	"434"
"As008G196580"	726	"AT1G04020.1"	"AT1G04020.1"	"orthologue"	"AT1G04020.1"	"N0.HOG0022439"	"AT1G04020.1"	"OG0015864"	"AT1G04020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04020.1"	"64.569"	"731"	"221"	"8"	"1"	"713"	"1"	"711"	"0"	"906"	"98"	"727"	"713"
"As008G196590"	632	"AT1G04010.1"	"AT1G04010.1"	"orthologue"	"AT1G04010.1"	"N0.HOG0015380"	"AT1G04010.1"	"OG0009215"	"AT1G04010.1"	"AT1G04010.1"	633	633	99	100	635	92.283	1218	"AT1G04010.1"	"92.283"	"635"	"44"	"3"	"1"	"632"	"1"	"633"	"0"	"1218"	"99"	"633"	"633"
"As008G196610"	164	"AT1G04000.1"	"AT1G04000.1"	"orthologue"	"AT1G04000.1"	"N0.HOG0016530"	"AT1G04000.1"	"OG0010276"	"AT1G04000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04000.1"	"60.234"	"171"	"42"	"7"	"1"	"164"	"1"	"152"	"1.98e-52"	"163"	"99"	"165"	"152"
"As008G196620"	748	"AT1G03990.1"	"AT1G03990.1"	"orthologue"	"AT1G03990.1"	"N0.HOG0022440"	"AT1G03990.1"	"OG0015865"	"AT1G03990.1"	"AT1G03990.1"	749	758	99	99	748	77.54	1185	"AT1G03990.1"	"77.54"	"748"	"164"	"2"	"4"	"747"	"9"	"756"	"0"	"1185"	"99"	"749"	"758"
"As008G196630"	194	"AT1G03982.1"	"AT1G03982.1"	"orthologue"	"AT1G03982.1"	"N0.HOG0022441"	"AT1G03982.1"	"OG0015866"	"AT1G03982.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G28556.1"	"52.023"	"173"	"70"	"4"	"1"	"171"	"5"	"166"	"1.09e-45"	"149"	"88"	"195"	"216"
"As008G196640"	29	"AT5G44070.1"	"AT5G44070.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44070.1"	"76.923"	"26"	"6"	"0"	"1"	"26"	"1"	"26"	"3.2e-07"	"42.7"	"87"	"30"	"485"
"As008G196650"	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As008G196660"	281	"AT1G03970.1"	"AT1G03970.1"	"orthologue"	"AT1G03970.1"	"N0.HOG0016531"	"AT1G03970.1"	"OG0010277"	"AT1G03970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03970.1"	"63.889"	"288"	"79"	"8"	"1"	"281"	"1"	"270"	"7.23e-90"	"267"	"99"	"282"	"270"
"As008G196710"	540	"AT1G03960.1"	"AT1G03960.1"	"orthologue"	"AT1G03960.1"	"N0.HOG0008345"	"AT1G03960.1"	"OG0003298"	"AT1G03960.1, AT5G44090.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03960.1"	"81.262"	"539"	"89"	"2"	"2"	"539"	"1"	"528"	"0"	"865"	"99"	"541"	"529"
"As008G196720"	204	"AT5G33330.1"	"AT5G33330.1"	"orthologue"	"AT5G33330.1"	"N0.HOG0003182"	"AT5G33330.1, AT4G03040.1, AT1G66045.1"	"OG0000690"	"AT1G66045.1, AT4G03040.1, AT5G33330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G33330.1"	"37.888"	"161"	"93"	"2"	"46"	"202"	"1"	"158"	"1.07e-30"	"110"	"77"	"205"	"183"
"As008G196730"	210	"AT1G03950.1"	"AT1G03950.1"	"orthologue"	"AT1G03950.1"	"N0.HOG0017584"	"AT1G03950.1"	"OG0011233"	"AT1G03950.1"	"AT1G03950.1"	211	210	99	100	210	89.524	347	"AT1G03950.1"	"89.524"	"210"	"22"	"0"	"1"	"210"	"1"	"210"	"2.82e-137"	"382"	"99"	"211"	"210"
"As008G196750"	467	"AT1G03940.1"	"AT1G03940.1"	"orthologue"	"AT1G03940.1"	"N0.HOG0013124"	"AT1G03940.1"	"OG0007100"	"AT1G03940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03940.1"	"69.631"	"461"	"136"	"3"	"7"	"465"	"9"	"467"	"0"	"668"	"98"	"468"	"469"
"As008G196760"	429	"AT1G03510.1"	"AT1G03510.1"	"orthologue"	"AT1G03510.1"	"N0.HOG0025140"	"AT1G03510.1"	"OG0018469"	"AT1G03510.1"	"AT1G03510.1"	430	429	99	100	429	84.382	761	"AT1G03510.1"	"84.382"	"429"	"67"	"0"	"1"	"429"	"1"	"429"	"0"	"761"	"99"	"430"	"429"
"As008G196770"	814	"AT1G03530.1"	"AT1G03530.1"	"orthologue"	"AT1G03530.1"	"N0.HOG0017585"	"AT1G03530.1"	"OG0011234"	"AT1G03530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03530.1"	"54.638"	"690"	"225"	"25"	"133"	"761"	"80"	"742"	"0"	"563"	"77"	"815"	"801"
