"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g34679"	"AT2G30790.1"	"AT2G30790.1"	"AT2G30790.1"	"N0.HOG0027574"	"AT2G30790.1"	"OG0020674"	"AT2G30790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06680.1"	88.571	70	8	0	2	71	194	263	3.78e-39	129	97	72	263
"g34680"	"AT3G42670.4"	"AT3G42670.4"	"AT3G42670.4"	"N0.HOG0005874"	"AT3G42670.4"	"OG0001949"	"AT3G42670.4, AT5G20420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42670.4"	66.768	328	74	5	13	306	632	958	6.35e-147	444	95	308	1258
"g34681"	"AT3G42670.4"	"AT3G42670.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42670.4"	90.041	241	24	0	1	241	1006	1246	7.03e-149	446	98	245	1258
"g34682"	"AT5G51340.1"	"AT5G51340.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G51340.1"	50.993	151	20	2	1	97	520	670	2.17e-33	121	82	118	726
"g34683"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42723.1"	33.333	66	44	0	120	185	346	411	0.000258	41.6	26	252	818
"g34684"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	50.769	130	62	1	401	528	3	132	4.33e-39	142	13	995	158
"g34685"	"AT4G14910.2"	"AT4G14910.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14910.2"	71.809	188	21	4	1	159	41	225	1.64e-82	245	99	160	308
"g34687"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	43.421	76	41	1	4	77	397	472	2.51e-14	70.9	35	209	777
"g34688"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	29.167	312	157	5	203	455	604	910	9.12e-36	140	54	471	921
"g34689"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	37.398	246	149	2	34	274	112	357	3.56e-53	187	69	349	921
"g3469"	"AT3G43800.1"	"AT3G43800.1"	"AT3G43800.1"	"N0.HOG0024736"	"AT3G43800.1"	"OG0018084"	"AT3G43800.1"	"AT3G43800.1"	339	227	65	93	213	85.915	397	"AT3G43800.1"	86.301	219	29	1	5	223	3	220	6.74e-145	407	65	339	227
"g34690"	"ATMG00820.1"	"ATMG00820.1"	NA	"N0.HOG0001554"	"ATMG00820.1"	"OG0000215"	"ATMG00820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.478	115	65	0	1	115	440	554	1.05e-31	119	69	167	1043
"g34691"	"AT4G11720.1"	"AT4G11720.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11720.1"	45.045	222	77	6	1	180	1	219	6.7e-47	162	99	182	705
"g34693"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	33.333	102	65	2	239	340	10	108	6.64e-10	60.8	18	565	390
"g34694"	"AT4G11720.1"	"AT4G11720.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11720.1"	52.239	268	81	4	1	222	273	539	1.63e-87	273	92	241	705
"g34695"	"AT5G14440.1"	"AT5G14440.1"	"AT5G14440.1"	"N0.HOG0014241"	"AT5G14440.1"	"OG0008126"	"AT5G14440.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g34698"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	34.177	237	156	0	5	241	308	544	1.27e-47	168	98	243	1043
"g34699"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	31.148	61	42	0	3	63	415	475	6.31e-09	50.1	85	72	777
"g347"	"AT5G62580.1"	"AT5G62580.1"	"AT5G62580.1"	"N0.HOG0013197"	"AT5G62580.1"	"OG0007170"	"AT5G62580.1"	"AT5G62580.1"	586	615	98	95	591	80.541	939	"AT5G62580.1"	80.541	591	93	5	3	577	4	588	0	940	98	586	615
"g34701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	28.856	201	104	6	1	177	381	566	1.54e-14	77	27	653	777
"g34702"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	27.273	99	70	1	170	268	267	363	1.19e-07	52.4	36	273	777
"g34703"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48720.1"	28.866	97	56	3	15	109	9	94	2.45e-05	41.2	48	198	97
"g34704"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	27.32	194	100	6	97	253	373	562	9.74e-10	60.8	29	546	735
"g34707"	"AT4G21270.1"	"AT4G21270.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G21270.1"	65.125	281	46	6	140	368	510	790	1.67e-109	338	60	380	793
"g34708"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00310.1"	56.881	109	46	1	300	407	3	111	1.31e-37	133	26	408	154
"g34709"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29090.1"	30.841	214	140	2	1	206	128	341	3.86e-25	101	99	207	575
"g3471"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G43790.2"	35.417	144	67	6	1	123	272	410	3.64e-10	55.8	99	124	484
"g34710"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G19270.1"	30.061	163	114	0	23	185	61	223	4.85e-19	82.8	87	187	365
"g34713"	"AT2G01021.1"	"AT2G01021.1"	"AT2G01021.1"	"N0.HOG0031176"	"AT2G01021.1"	"OG0024044"	"AT2G01021.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g34715"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	43.846	130	70	2	818	945	3	131	8.33e-28	110	8	1578	158
"g34716"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1"	23.243	185	99	5	111	295	100	241	7.62e-08	53.5	53	346	474
"g34717"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	27.907	129	61	2	263	359	3	131	7.21e-11	60.5	17	561	158
"g3472"	"AT3G43790.2"	"AT3G43790.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G43790.2"	65.625	192	24	1	70	219	57	248	1.09e-77	241	68	220	484
"g34720"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67020.1"	34.286	70	42	2	137	206	117	182	0.07	34.7	20	352	659
"g34721"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	39.716	141	77	3	437	575	2	136	9.3e-27	106	20	695	158
"g34722"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G42190.1"	50	32	15	1	392	422	2	33	0.052	32.3	6	498	64
"g34725"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48580.2"	38.636	176	97	5	31	197	79	252	8.5e-24	97.4	83	201	457
"g34726"	"AT1G40390.1, AT1G43760.1"	"AT1G36970.1"	NA	NA	NA	"OG0000021"	"AT1G40390.1, AT1G43760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24255.7"	26.431	367	179	10	105	384	40	402	1.81e-27	114	68	414	828
"g34734"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G38190.1"	32.203	59	38	1	2	60	209	265	0.000377	42	17	352	953
"g34739"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	42.553	47	27	0	122	168	59	105	8.14e-08	50.4	27	177	390
"g34742"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13235.1"	29.487	78	52	1	4	81	229	303	0.019	35.4	34	230	414
"g34743"	"AT5G38580.1"	"AT5G38580.1"	NA	"N0.HOG0000947"	"AT5G38580.1"	"OG0000111"	"AT1G55660.1, AT3G54910.1, AT4G00315.1, AT4G09920.1, AT4G10400.1, AT4G10410.1, AT4G10420.1, AT4G15060.1, AT4G15075.1, AT5G38565.1, AT5G38570.1, AT5G38580.1, AT5G38590.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G54910.1"	51.256	199	75	2	72	249	175	372	1.94e-53	176	71	252	373
"g34745"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1, AT1G40129.1"	29.487	78	46	1	112	180	119	196	0.005	37.4	28	245	474
"g34746"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G07350.1"	35	80	31	1	863	942	246	304	0.007	39.7	8	948	330
"g34747"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1"	30	110	72	2	111	215	118	227	3.24e-07	50.8	36	294	474
"g34748"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	31.132	106	68	3	86	189	98	200	0.002	37.7	41	251	216
"g34749"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48580.2"	33.6	125	83	0	911	1035	91	215	3.17e-17	85.5	12	1041	457
"g3475"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	26.744	86	52	3	80	157	35	117	0.036	33.5	31	254	119
"g34751"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G16440.1"	44.444	36	20	0	5	40	38	73	0.004	37	19	190	847
"g34752"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	36.923	130	80	1	47	174	2	131	9.99e-31	110	58	221	158
"g34758"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	29.565	115	77	1	247	361	69	179	2.7e-14	71.2	32	362	240
"g34759"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G04010.1"	34.091	44	24	1	25	63	467	510	0.082	32.7	23	168	633
"g3476"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01410.1, AT1G24090.1"	34.848	66	43	0	38	103	194	259	2.83e-06	43.5	63	104	294
"g34762"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	27.559	127	57	4	46	137	1	127	4.08e-08	52	25	368	158
"g34763"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00850.1"	47.222	36	19	0	174	209	44	79	0.005	35.8	13	274	107
"g34771"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	36.09	266	133	4	1	229	163	428	9.39e-46	168	58	396	921
"g34772"	"AT5G31412.1, AT1G43260.1"	"AT5G31412.1"	NA	"N0.HOG0001800"	"AT5G31412.1, AT1G43260.1"	"OG0000269"	"AT1G43260.1, AT5G31412.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G33406.1"	38.378	185	106	5	4	187	76	253	6.72e-40	143	78	237	509
"g34773"	"AT5G31412.1, AT1G43260.1"	"AT1G43260.1"	NA	"N0.HOG0001800"	"AT5G31412.1, AT1G43260.1"	"OG0000269"	"AT1G43260.1, AT5G31412.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43260.1"	58.58	169	69	1	91	258	30	198	4.33e-72	222	63	267	294
"g34775"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	26.984	126	89	2	196	319	3	127	2.86e-10	58.2	32	389	158
"g34778"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20980.1"	33.962	53	34	1	4	56	307	358	0.009	34.7	42	127	405
"g34779"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00980.1"	33.333	93	62	0	5	97	264	356	1.15e-12	65.5	45	208	488
"g34780"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	32.362	309	197	6	1	306	254	553	6.96e-45	164	88	349	1043
"g34781"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53310.1"	90.511	137	13	0	1	137	237	373	4.43e-83	272	35	397	967
"g34782"	"AT1G53310.1"	"AT1G53310.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53310.1"	97.521	121	3	0	1	121	101	221	1.66e-75	240	99	122	967
"g34783"	"AT3G42628.1"	"AT3G42628.1"	"AT3G42628.1"	"N0.HOG0035171"	"AT3G42628.1"	"OG0027982"	"AT3G42628.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53310.1"	87.5	72	7	1	1	72	1	70	3.26e-35	125	92	78	967
"g34784"	"AT1G35030.1, AT1G34812.1, AT1G34817.1, AT1G34822.1, AT1G34855.1, AT1G34807.1, AT1G34827.1, AT1G34910.1, AT1G35040.1"	"AT1G43260.1"	NA	"N0.HOG0014634"	"AT1G35030.1, AT1G34812.1, AT1G34817.1, AT1G34822.1, AT1G34855.1, AT1G34807.1, AT1G34827.1, AT1G34910.1, AT1G35040.1"	"OG0008493"	"AT1G34807.1, AT1G34812.1, AT1G34817.1, AT1G34822.1, AT1G34827.1, AT1G34855.1, AT1G34910.1, AT1G35030.1, AT1G35040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67020.1"	41.667	36	21	0	32	67	279	314	0.053	35.4	10	358	659
"g34785"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G79660.1"	82.812	64	11	0	60	123	15	78	1.93e-33	113	42	152	93
"g34786"	"AT5G17250.1"	"AT5G17250.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G17250.1"	58.984	256	78	6	2	232	663	916	1.7e-82	265	90	258	946
"g34787"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53330.1"	76.364	110	26	0	666	775	232	341	1.45e-47	175	14	776	471
"g34788"	"AT1G53330.1"	"AT1G53330.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53330.1"	68.493	73	23	0	1	73	354	426	3.35e-28	106	61	119	471
"g34789"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G58940.1"	25.472	106	65	4	53	147	439	541	0.046	33.9	51	188	618
"g3479"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39775.1"	28.261	92	65	1	27	118	82	172	1.34e-05	42.7	59	157	178
"g34790"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44920.1"	29.577	71	46	1	112	182	147	213	0.023	35	36	195	783
"g34792"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.964	521	295	3	680	1196	85	586	1.02e-119	396	43	1204	1043
"g34793"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42060.1"	52.381	42	20	0	84	125	177	218	6.15e-09	52.4	32	133	712
"g34795"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20650.1"	34.167	120	69	3	70	180	69	187	7.7e-06	46.2	39	285	284
"g34796"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	48.571	35	15	1	178	212	34	65	0.001	38.5	10	346	119
"g34798"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G31910.1"	30.075	266	114	6	1	194	1	266	1.63e-29	118	46	426	399
"g348"	"AT5G62570.1"	"AT5G62570.1"	"AT5G62570.1"	"N0.HOG0022600"	"AT5G62570.1"	"OG0016023"	"AT5G62570.1"	"AT5G62570.1"	459	509	99	99	508	76.181	761	"AT5G62570.1"	76.181	508	68	4	1	455	1	508	0	761	99	459	509
"g34804"	"AT2G13770.1"	"AT2G13770.1"	NA	"N0.HOG0000057"	"AT2G13770.1"	"OG0000006"	"AT2G13770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G13770.1"	50.485	103	51	0	197	299	206	308	4.8e-32	121	34	300	343
"g34808"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03728.1"	44	50	28	0	236	285	5	54	2.19e-06	46.2	16	312	141
"g34809"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43760.1"	28.676	408	268	9	102	493	221	621	4.15e-39	154	41	965	626
"g34810"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G01050.1"	42.424	66	36	1	26	89	6	71	1.38e-05	44.7	32	199	515
"g34811"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.956	364	195	3	297	654	73	433	1.53e-95	316	54	662	1043
"g34812"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	28.922	204	95	7	313	471	373	571	1.65e-07	53.5	31	506	735
"g34814"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	33.878	245	162	0	74	318	234	478	2.72e-46	167	77	319	1043
"g34815"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	47.368	38	20	0	9	46	516	553	0.002	36.6	29	129	1043
"g34818"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	32.243	214	96	1	5	169	97	310	1.01e-31	120	88	187	1043
"g3482"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	25.88	483	331	10	135	601	207	678	1.43e-49	184	70	665	777
"g34820"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	32.093	215	97	2	109	274	96	310	1.05e-30	121	56	299	1043
"g34824"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.333	75	42	2	31	101	41	114	2.54e-06	45.8	30	237	158
"g34825"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	53.846	39	18	0	37	75	145	183	1.31e-07	46.6	49	80	1043
"g34826"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.455	121	66	0	8	128	441	561	2.03e-34	126	82	147	1043
"g34833"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.028	71	43	1	60	130	41	110	6.49e-09	50.8	54	131	158
"g34834"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	53.846	39	18	0	46	84	145	183	1.34e-08	49.7	44	89	1043
"g34835"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	47.368	114	60	0	8	121	441	554	2.53e-34	125	88	129	1043
"g3484"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	28.155	103	49	3	1	78	430	532	0.037	35	28	278	673
"g34843"	"AT5G42905.1"	"AT5G42905.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42905.1"	56.983	179	77	0	11	189	74	252	1.19e-68	211	73	246	258
"g34849"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	38.095	63	37	1	225	285	154	216	2.81e-08	53.1	19	313	216
"g34853"	"AT2G06420.1"	"AT2G06420.1"	NA	"N0.HOG0000130"	"AT2G06420.1"	"OG0000017"	"AT2G06420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	50.267	187	85	3	2	181	35	220	4.6e-58	184	74	244	249
"g34854"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	27.072	362	208	8	100	411	292	647	4.14e-28	118	62	506	777
"g34859"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	30.35	257	164	8	37	285	155	404	1.73e-30	120	80	312	726
"g34861"	"AT2G22440.1"	"AT2G22440.1"	NA	"N0.HOG0000027"	"AT2G22440.1"	"OG0000004"	"AT2G22440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29090.1"	30.542	203	97	4	166	324	2	204	1.38e-21	96.7	39	411	575
"g34862"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.178	197	101	2	131	325	295	486	4.9e-49	175	60	327	1043
"g3487"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G49310.1"	23.158	95	69	1	17	107	266	360	0.068	34.7	27	340	519
"g34873"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G52780.1"	22.603	146	89	6	1	136	88	219	0.054	35	46	297	1059
"g34879"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.121	132	80	2	135	264	1	131	1.14e-24	96.7	45	292	158
"g3488"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47680.1"	33.846	130	77	3	105	225	170	299	9.64e-08	51.2	53	228	302
"g34881"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	41.538	130	73	2	691	818	3	131	2.02e-29	114	12	1108	158
"g34883"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01410.1"	35.433	127	74	3	229	350	157	280	1.22e-11	65.5	20	604	294
"g34887"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	36.686	169	97	4	153	318	47	208	2.6e-25	101	52	320	240
"g34888"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.095	147	91	0	116	262	401	547	1.76e-32	125	56	263	1043
"g34893"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	34.247	73	48	0	78	150	64	136	5.72e-08	54.7	14	509	390
"g34894"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G07350.1"	41.304	46	16	1	56	90	246	291	0.014	33.1	35	101	330
"g34895"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	39.344	61	35	1	332	390	1	61	3.06e-07	49.7	15	403	158
"g34898"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.882	85	46	0	2	86	94	178	3.74e-18	82.8	36	236	1043
"g349"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	32.394	71	48	0	249	319	64	134	5.06e-07	51.6	15	475	390
"g34900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06410.1"	45.161	31	15	1	37	67	76	104	0.073	35	5	575	252
"g34904"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.27	126	66	2	277	402	105	222	2.2e-22	100	26	477	1043
"g34907"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	32.877	73	49	0	103	175	64	136	2.2e-07	52	20	365	390
"g34908"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	46.341	82	43	1	311	392	51	131	1.99e-16	75.9	20	401	158
"g34912"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	36.538	52	32	1	45	96	86	136	0.011	36.2	12	430	158
"g34913"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	48.387	31	16	0	1	31	193	223	3.69e-05	38.9	46	67	1043
"g34917"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	28.346	127	71	3	46	152	1	127	3.53e-12	63.9	25	427	158
"g34918"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00850.1"	47.222	36	19	0	76	111	44	79	0.003	35.8	20	176	107
"g34919"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	32.71	107	64	5	58	160	98	200	7.22e-05	42	48	213	216
