"Odontarrhena_muralis"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Om004G155900"	"AT2G21630.1"	"AT2G21630.1"	"AT2G21630.1"	"N0.HOG0017538"	"AT2G21630.1"	"OG0011197"	"AT2G21630.1"	"AT2G21630.1"	761	761	99	99	760	86.316	1345	"AT2G21630.1"	87.105	760	97	1	1	759	1	760	0	1365	99	761	761
"Om004G155910"	"AT2G21640.1"	"AT2G21640.1"	"AT2G21640.1"	"N0.HOG0003744"	"AT3G05570.1, AT2G21640.1"	"OG0000908"	"AT2G21640.1, AT3G05570.1, AT4G39235.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21640.1"	54.023	87	36	2	45	128	1	86	1.13e-26	95.1	65	129	104
"Om004G155920"	"AT2G21590.1"	"AT2G21590.1"	"AT2G21590.1"	"N0.HOG0007274"	"AT2G21590.1"	"OG0002670"	"AT2G21590.1, AT4G39210.1"	"AT2G21590.1"	528	523	99	100	527	88.425	943	"AT2G21590.1"	88.425	527	57	1	1	527	1	523	0	943	99	528	523
"Om004G155930"	"AT2G21580.1"	"AT2G21580.1"	"AT2G21580.1"	"N0.HOG0002746"	"AT4G39200.1, AT2G21580.1"	"OG0000533"	"AT2G16360.1, AT2G21580.1, AT4G34555.1, AT4G39200.1"	"AT4G39200.1"	109	108	99	100	108	98.148	217	"AT4G39200.1"	98.148	108	2	0	1	108	1	108	4.43e-75	217	99	109	108
"Om004G155940"	"AT2G21560.1"	"AT2G21560.1"	"AT2G21560.1"	"N0.HOG0004833"	"AT2G21560.1"	"OG0001418"	"AT2G21560.1, AT4G39190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21560.1"	53.791	277	50	7	1	202	1	274	3.67e-82	244	99	203	274
"Om004G155950"	"AT2G21550.1"	"AT2G21550.1"	"AT2G21550.1"	"N0.HOG0019260"	"AT2G21550.1"	"OG0012782"	"AT2G21550.1"	"AT2G21550.1"	478	492	98	99	491	78.208	780	"AT2G21550.1"	78.208	491	85	7	1	470	1	490	0	780	98	478	492
"Om004G155970"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06265.1"	45.763	59	31	1	40	98	5	62	1.08e-13	64.3	34	176	134
"Om004G155980"	"AT2G21540.1"	"AT2G21540.1"	"AT2G21540.1"	"N0.HOG0007579"	"AT2G21540.1"	"OG0002840"	"AT2G21540.1, AT4G39180.1"	"AT2G21540.1"	548	548	99	100	548	89.781	1023	"AT2G21540.1"	89.781	548	55	1	1	547	1	548	0	1023	99	548	548
"Om004G155990"	"AT2G21530.1"	"AT2G21530.1"	"AT2G21530.1"	"N0.HOG0023827"	"AT2G21530.1"	"OG0017212"	"AT2G21530.1"	"AT2G21530.1"	205	209	99	100	210	78.571	311	"AT2G21530.1"	78.571	210	38	4	1	204	1	209	2.83e-109	311	99	205	209
"Om004G156000"	"AT2G21520.2"	"AT2G21520.2"	"AT2G21520.2"	"N0.HOG0022343"	"AT2G21520.2"	"OG0015771"	"AT2G21520.2"	"AT2G21520.2"	642	637	99	100	641	90.172	1198	"AT2G21520.2"	90.172	641	59	1	1	641	1	637	0	1198	99	642	637
"Om004G156020"	"AT2G21510.2"	"AT2G21510.2"	"AT2G21510.2"	"N0.HOG0005131"	"AT2G21510.2"	"OG0001574"	"AT2G21510.2, AT4G39150.1"	"AT2G21510.2"	352	353	99	100	353	93.201	674	"AT2G21510.2"	93.201	353	22	2	1	351	1	353	0	674	99	352	353
"Om004G156030"	"AT2G21490.1"	"AT2G21490.1"	"AT2G21490.1"	"N0.HOG0023828"	"AT2G21490.1"	"OG0017213"	"AT2G21490.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21490.1"	66.341	205	48	4	1	204	1	185	3.65e-56	176	99	205	185
"Om004G156050"	"AT2G21480.1"	"AT2G21480.1"	"AT2G21480.1"	"N0.HOG0006015"	"AT2G21480.1"	"OG0002018"	"AT2G21480.1, AT4G39110.1"	"AT2G21480.1"	863	871	99	100	875	86.53	1558	"AT2G21480.1"	86.53	876	99	6	1	862	1	871	0	1558	99	863	871
"Om004G156060"	"AT2G21470.2"	"AT2G21470.2"	"AT2G21470.2"	"N0.HOG0014165"	"AT2G21470.2"	"OG0008055"	"AT2G21470.2"	"AT2G21470.2"	622	700	85	76	531	94.727	1058	"AT2G21470.2"	94.727	531	28	0	1	531	1	531	0	1058	85	622	700
"Om004G156070"	"AT2G21440.1"	"AT2G21440.1"	"AT2G21440.1"	"N0.HOG0015969"	"AT2G21440.1"	"OG0009745"	"AT2G21440.1"	"AT2G21440.1"	962	1003	86	80	823	78.007	1216	"AT2G21440.1"	78.25	823	159	8	139	961	201	1003	0	1240	86	962	1003
"Om004G156080"	"AT2G21410.1"	"AT2G21410.1"	"AT2G21410.1"	"N0.HOG0005848"	"AT2G21410.1, AT4G39080.1"	"OG0001939"	"AT2G21410.1, AT4G39080.1"	"AT2G21410.1"	814	821	99	99	807	94.548	1567	"AT2G21410.1"	94.548	807	44	0	7	813	15	821	0	1567	99	814	821
"Om004G156090"	"AT2G21400.2"	"AT2G21400.2"	"AT2G21400.2"	"N0.HOG0024681"	"AT2G21400.2"	"OG0018029"	"AT2G21400.2"	"AT2G21400.2"	181	190	97	97	186	71.505	249	"AT2G21400.2"	72.043	186	41	5	1	176	2	186	3.1e-88	256	97	181	190
"Om004G156100"	"AT2G21390.1"	"AT2G21390.1"	"AT2G21390.1"	"N0.HOG0003817"	"AT2G21390.1"	"OG0000939"	"AT1G62020.1, AT2G21390.1"	"AT1G62020.1"	1208	1216	99	100	1216	92.023	2314	"AT1G62020.1"	92.023	1216	88	2	1	1207	1	1216	0	2314	99	1208	1216
"Om004G156110"	"AT2G21390.1"	"AT2G21390.1"	"AT2G21390.1"	"N0.HOG0003817"	"AT2G21390.1"	"OG0000939"	"AT1G62020.1, AT2G21390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G62020.1"	92.023	1216	88	2	1	1207	1	1216	0	2314	99	1208	1216
"Om004G156120"	"AT2G21385.1"	"AT2G21385.1"	"AT2G21385.1"	"N0.HOG0015323"	"AT2G21385.1"	"OG0009160"	"AT2G21385.1"	"AT2G21385.1"	329	330	99	100	330	86.97	588	"AT2G21385.1"	86.97	330	41	1	1	328	1	330	0	588	99	329	330
"Om004G156140"	"AT2G21380.1"	"AT2G21380.1"	"AT2G21380.1"	"N0.HOG0023829"	"AT2G21380.1"	"OG0017214"	"AT2G21380.1"	"AT2G21380.1"	1067	1058	99	100	1072	87.22	1736	"AT2G21380.1"	87.22	1072	117	9	1	1066	1	1058	0	1736	99	1067	1058
"Om004G156160"	"AT2G21370.1"	"AT2G21370.1"	"AT2G21370.1"	"N0.HOG0018744"	"AT2G21370.1"	"OG0012301"	"AT2G21370.1"	"AT2G21370.1"	471	478	99	99	476	88.445	854	"AT2G21370.1"	88.445	476	49	3	1	470	3	478	0	854	99	471	478
"Om004G156170"	"AT2G21340.1"	"AT2G21340.1"	"AT2G21340.1"	"N0.HOG0012266"	"AT2G21340.1"	"OG0006340"	"AT2G21340.1"	"AT2G21340.1"	559	559	96	100	559	87.478	947	"AT2G21340.1"	87.478	559	48	8	22	558	1	559	0	947	96	559	559
"Om004G156180"	"AT2G21330.1"	"AT2G21330.1"	"AT2G21330.1"	"N0.HOG0005132"	"AT2G21330.1"	"OG0001575"	"AT2G21330.1, AT4G38970.1"	"AT2G21330.1"	401	399	99	99	397	95.718	785	"AT2G21330.1"	95.718	397	17	0	4	400	3	399	0	785	99	401	399
"Om004G156190"	"AT2G21320.1"	"AT2G21320.1"	"AT2G21320.1"	"N0.HOG0020442"	"AT2G21320.1"	"OG0013912"	"AT2G21320.1"	"AT2G21320.1"	191	172	88	99	170	83.529	293	"AT2G21320.1"	83.529	170	26	1	1	168	1	170	6.95e-103	293	88	191	172
"Om004G156200"	"AT2G21300.1"	"AT2G21300.1"	"AT2G21300.1"	"N0.HOG0014166"	"AT2G21300.1"	"OG0008056"	"AT2G21300.1"	"AT2G21300.1"	858	862	99	100	862	89.791	1598	"AT2G21300.1"	89.791	862	83	1	1	857	1	862	0	1598	99	858	862
"Om004G156220"	"AT2G21290.1"	"AT2G21290.1"	"AT2G21290.1"	"N0.HOG0018745"	"AT2G21290.1"	"OG0012302"	"AT2G21290.1"	"AT2G21290.1"	92	98	99	100	99	83.838	139	"AT2G21290.1"	83.838	99	7	2	1	91	1	98	6.27e-45	139	99	92	98
"Om004G156230"	"AT2G21280.2"	"AT2G21280.2"	"AT2G21280.2"	"N0.HOG0018746"	"AT2G21280.2"	"OG0012303"	"AT2G21280.2"	"AT2G21280.2"	351	362	99	96	350	90.571	636	"AT2G21280.2"	90.571	350	30	1	1	350	16	362	0	636	99	351	362
"Om004G156240"	"AT2G21270.3"	"AT2G21270.3"	"AT2G21270.3"	"N0.HOG0012774"	"AT2G21270.3"	"OG0006775"	"AT2G21270.3"	"AT2G21270.3"	324	340	99	94	324	91.667	578	"AT2G21270.3"	91.667	324	21	3	1	323	22	340	0	580	99	324	340
"Om004G156250"	"AT2G21260.1, AT2G21250.1"	"AT2G21250.1"	"AT2G21260.1, AT2G21250.1"	"N0.HOG0014167"	"AT2G21260.1, AT2G21250.1"	"OG0008057"	"AT2G21250.1, AT2G21260.1"	"AT2G21250.1"	310	309	99	100	309	93.528	585	"AT2G21250.1"	93.528	309	20	0	1	309	1	309	0	608	99	310	309
"Om004G156260"	"AT2G21240.1"	"AT2G21240.1"	"AT2G21240.1"	"N0.HOG0005326"	"AT2G21240.1"	"OG0001670"	"AT2G21240.1, AT4G38910.2"	"AT2G21240.1"	290	296	99	100	296	81.419	496	"AT2G21240.1"	81.419	296	48	3	1	289	1	296	1.94e-179	496	99	290	296
"Om004G156280"	"AT2G21230.3"	"AT2G21230.3"	"AT2G21230.3"	NA	NA	"OG0016583"	"AT2G21230.3"	"AT2G21230.3"	491	525	99	99	534	70.412	616	"AT2G21230.3"	70.412	534	100	15	2	490	5	525	0	616	99	491	525
"Om004G156300"	"AT2G21220.1"	"AT2G21220.1"	"AT2G21220.1"	"N0.HOG0006259"	"AT2G21220.1"	"OG0002136"	"AT2G21220.1, AT4G38860.1"	"AT2G21220.1"	105	104	98	99	103	92.233	201	"AT2G21220.1"	92.233	103	8	0	1	103	1	103	6.28e-69	201	98	105	104
"Om004G156320"	"AT2G21195.4"	"AT2G21195.4"	"AT2G21195.4"	"N0.HOG0023830"	"AT2G21195.4"	"OG0017215"	"AT2G21195.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21195.4"	65.385	104	13	1	1	81	1	104	6.67e-43	135	88	92	116
"Om004G156330"	"AT2G21190.1"	"AT2G21190.1"	"AT2G21190.1"	"N0.HOG0008317"	"AT2G21190.1"	"OG0003278"	"AT2G21190.1, AT4G38790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G38790.1"	92.308	273	20	1	1	272	1	273	0	517	99	273	273
"Om004G156370"	"AT2G21180.1"	"AT2G21180.1"	"AT2G21180.1"	"N0.HOG0023831"	"AT2G21180.1"	"OG0017216"	"AT2G21180.1"	"AT2G21180.1"	127	131	99	95	126	80.159	151	"AT2G21180.1"	80.159	126	23	1	1	126	1	124	1.98e-48	151	99	127	131
"Om004G156380"	"AT2G21170.1"	"AT2G21170.1"	"AT2G21170.1"	"N0.HOG0016495"	"AT2G21170.1"	"OG0010241"	"AT2G21170.1"	"AT2G21170.1"	321	315	99	99	322	90.683	547	"AT2G21170.1"	90.683	322	18	2	2	320	3	315	0	547	99	321	315
"Om004G156400"	"AT2G21160.1"	"AT2G21160.1"	"AT2G21160.1"	"N0.HOG0017539"	"AT2G21160.1"	"OG0011198"	"AT2G21160.1"	"AT2G21160.1"	257	258	99	100	258	91.085	396	"AT2G21160.1"	91.085	258	21	1	1	256	1	258	3.58e-141	396	99	257	258
"Om004G156410"	"AT2G21150.1"	"AT2G21150.1"	"AT2G21150.1"	"N0.HOG0014168"	"AT2G21150.1"	"OG0008058"	"AT2G21150.1"	"AT2G21150.1"	338	337	99	100	337	96.142	669	"AT2G21150.1"	96.142	337	13	0	1	337	1	337	0	669	99	338	337
"Om004G156420"	"AT2G21140.1"	"AT2G21140.1"	"AT2G21140.1"	"N0.HOG0022344"	"AT2G21140.1"	"OG0015772"	"AT2G21140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21140.1"	59.887	354	79	13	1	324	1	321	3.3e-101	300	99	325	321
"Om004G156430"	"AT3G50520.1"	"AT3G50520.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G50520.1"	92.466	146	11	0	7	152	85	230	3.14e-99	284	95	153	230
"Om004G156440"	"AT5G13340.1"	"AT5G13340.1"	"AT5G13340.1"	"N0.HOG0015435"	"AT5G13340.1"	"OG0009270"	"AT5G13340.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Om004G156450"	"AT2G21120.1"	"AT2G21120.1"	"AT2G21120.1"	"N0.HOG0015324"	"AT2G21120.1"	"OG0009161"	"AT2G21120.1"	"AT2G21120.1"	335	328	99	100	334	93.114	626	"AT2G21120.1"	93.114	334	17	1	1	334	1	328	0	626	99	335	328
"Om004G156470"	"AT2G21110.1"	"AT2G21110.1"	"AT2G21110.1"	"N0.HOG0025131"	"AT2G21110.1"	"OG0018460"	"AT2G21110.1"	"AT2G21110.1"	189	186	99	100	188	70.745	278	"AT2G21110.1"	70.745	188	53	1	1	188	1	186	1.26e-96	278	99	189	186
"Om004G156480"	"AT2G21100.1"	"AT2G21100.1"	"AT2G21100.1"	"N0.HOG0018748"	"AT2G21100.1"	"OG0012305"	"AT2G21100.1"	"AT2G21100.1"	190	187	99	100	189	85.714	336	"AT2G21100.1"	85.714	189	25	2	1	189	1	187	7.14e-120	336	99	190	187
"Om004G156490"	"AT2G21090.1"	"AT2G21090.1"	"AT2G21090.1"	"N0.HOG0020443"	"AT2G21090.1"	"OG0013913"	"AT2G21090.1"	"AT2G21090.1"	590	597	99	100	597	85.595	1075	"AT2G21090.1"	85.595	597	78	2	1	589	1	597	0	1075	99	590	597
"Om004G156500"	"AT2G21070.3"	"AT2G21070.3"	"AT2G21070.3"	"N0.HOG0018749"	"AT2G21070.3"	"OG0012306"	"AT2G21070.3"	"AT2G21070.3"	492	513	99	94	491	81.059	803	"AT2G21070.3"	81.059	491	85	3	1	491	1	483	0	803	99	492	513
"Om004G156520"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12050.1"	77.419	31	7	0	34	64	299	329	7.85e-11	55.5	40	78	360
"Om004G156530"	"AT2G21060.1"	"AT2G21060.1"	"AT2G21060.1"	"N0.HOG0006486"	"AT2G21060.1, AT4G38680.1"	"OG0002264"	"AT2G21060.1, AT4G38680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21060.1"	72.959	196	36	2	3	181	4	199	1.21e-66	202	98	183	201
"Om004G156540"	"AT2G21050.1"	"AT2G21050.1"	"AT2G21050.1"	"N0.HOG0013084"	"AT2G21050.1"	"OG0007060"	"AT2G21050.1"	"AT2G21050.1"	486	483	99	100	485	95.67	925	"AT2G21050.1"	95.67	485	19	2	1	485	1	483	0	937	99	486	483
"Om004G156560"	"AT2G21010.1, AT2G20990.3"	"AT2G20990.3"	"AT2G21010.1, AT2G20990.3"	"N0.HOG0018750"	"AT2G21010.1, AT2G20990.3"	"OG0012307"	"AT2G20990.3, AT2G21010.1"	"AT2G20990.3"	541	579	99	100	579	87.91	1040	"AT2G20990.3"	87.91	579	31	2	1	540	1	579	0	1040	99	541	579
"Om004G156570"	"AT2G20980.1"	"AT2G20980.1"	"AT2G20980.1"	"N0.HOG0022346"	"AT2G20980.1"	"OG0015774"	"AT2G20980.1"	"AT2G20980.1"	401	396	96	96	383	83.29	639	"AT2G20980.1"	83.29	383	61	1	18	400	17	396	0	661	96	401	396
"Om004G156580"	"AT2G20970.2"	"AT2G20970.2"	NA	"N0.HOG0009883"	"AT2G20970.2"	"OG0004329"	"AT2G20970.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G20970.2"	52.286	350	129	11	18	352	17	343	7.26e-101	301	95	354	348
"Om004G156590"	"AT2G20960.1"	"AT2G20960.1"	"AT2G20960.1"	"N0.HOG0018751"	"AT2G20960.1"	"OG0012308"	"AT2G20960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G20960.1"	67.4	773	167	9	1	713	1	748	0	980	99	714	748
"Om004G156600"	"AT2G20950.7"	"AT2G20950.7"	"AT2G20950.7"	"N0.HOG0007753"	"AT2G20950.7"	"OG0002938"	"AT2G20950.7, AT4G38550.2"	"AT2G20950.7"	533	547	99	100	563	74.067	723	"AT2G20950.7"	74.245	563	97	8	1	531	1	547	0	733	99	533	547
"Om004G156610"	"AT2G20940.1"	"AT2G20940.1"	"AT2G20940.1"	"N0.HOG0017213"	"AT2G20940.1"	"OG0010899"	"AT2G20940.1"	"AT2G20940.1"	130	129	98	99	128	89.062	235	"AT2G20940.1"	89.062	128	14	0	1	128	1	128	1.37e-81	235	98	130	129
"Om004G156620"	"AT2G20930.1"	"AT2G20930.1"	"AT2G20930.1"	"N0.HOG0009478"	"AT2G20930.1"	"OG0004032"	"AT2G20930.1"	"AT2G20930.1"	141	140	99	100	140	98.571	285	"AT2G20930.1"	98.571	140	2	0	1	140	1	140	4.72e-101	285	99	141	140
"Om004G156630"	"AT2G20920.1"	"AT2G20920.1"	"AT2G20920.1"	"N0.HOG0017214"	"AT2G20920.1"	"OG0010900"	"AT2G20920.1"	"AT2G20920.1"	289	287	99	100	290	90	519	"AT2G20920.1"	90	290	24	3	1	288	1	287	0	519	99	289	287
"Om004G156660"	"AT5G16830.1"	"AT5G16830.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G16830.1"	83.099	71	11	1	1	71	1	70	5.49e-35	119	96	74	279
"Om004G156670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G52520.1"	45.763	59	24	2	37	95	41	91	0.000213	38.9	37	158	133
"Om004G156680"	"AT5G40820.2"	"AT5G40820.2"	NA	"N0.HOG0022347"	"AT5G40820.2"	"OG0015775"	"AT5G40820.2"	"AT5G40820.2"	2692	2703	99	99	2708	85.857	4693	"AT5G40820.2"	85.857	2708	356	8	3	2691	4	2703	0	4693	99	2692	2703
"Om004G156690"	"AT1G16210.1"	"AT1G16210.1"	NA	"N0.HOG0020444"	"AT1G16210.1"	"OG0013914"	"AT1G16210.1"	"AT1G16210.1"	231	234	98	98	226	90.265	330	"AT1G16210.1"	90.265	226	22	0	1	226	1	226	5.51e-135	378	98	231	234
"Om004G156700"	"AT2G47450.1"	"AT2G47450.1"	"AT2G47450.1"	"N0.HOG0018752"	"AT2G47450.1"	"OG0012309"	"AT2G47450.1"	"AT2G47450.1"	360	373	98	97	368	77.446	537	"AT2G47450.1"	77.446	368	61	7	3	354	11	372	0	537	98	360	373
"Om004G156740"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03560.1"	23.776	143	71	5	5	118	309	442	0.018	33.5	95	120	660
"Om004G156750"	"AT2G06565.1, AT5G30520.1"	"AT5G30520.1"	NA	"N0.HOG0002002"	"AT2G06565.1, AT5G30520.1"	"OG0000324"	"AT2G06565.1, AT5G30520.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G30520.1"	35.833	120	49	1	10	129	11	102	7.18e-14	65.1	58	208	120
"Om004G156760"	"AT1G65080.1"	"AT1G65080.1"	"AT1G65080.1"	"N0.HOG0015951"	"AT1G65080.1"	"OG0009731"	"AT1G65080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G65080.1"	81.474	475	76	3	39	504	54	525	0	720	92	505	525
"Om004G156780"	"AT4G13970.1"	"AT4G13970.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13970.1"	95.735	211	9	0	1	211	1	211	1.25e-147	429	99	214	778
"Om004G156790"	"AT5G14580.1"	"AT5G14580.1"	"AT5G14580.1"	"N0.HOG0011232"	"AT5G14580.1"	"OG0005449"	"AT5G14580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G14580.1"	82.211	995	122	4	1	944	1	991	0	1623	99	946	991
"Om004G156800"	"AT5G14590.1"	"AT5G14590.1"	"AT5G14590.1"	"N0.HOG0020533"	"AT5G14590.1"	"OG0014000"	"AT5G14590.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G14590.1"	94.257	296	16	1	1	296	185	479	0	593	99	299	485
"Om004G156810"	"AT5G14600.1"	"AT5G14600.1"	"AT5G14600.1"	"N0.HOG0018827"	"AT5G14600.1"	"OG0012380"	"AT5G14600.1"	"AT5G14600.1"	322	318	99	100	322	91.925	605	"AT5G14600.1"	91.925	322	21	2	1	321	1	318	0	605	99	322	318
"Om004G156820"	"AT5G14610.1"	"AT5G14610.1"	"AT5G14610.1"	"N0.HOG0006537"	"AT5G14610.1"	"OG0002292"	"AT3G01540.2, AT5G14610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01540.2"	73.988	642	134	7	1	632	1	619	0	919	99	633	619
"Om004G156830"	"AT4G13970.1"	"AT4G13970.1"	"AT4G13970.1"	"N0.HOG0017284"	"AT4G13970.1"	"OG0010963"	"AT4G13970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13970.1"	87.451	773	93	2	1	773	1	769	0	1375	99	774	778
"Om004G156840"	"AT3G03380.1"	"AT3G03380.1"	"AT3G03380.1"	"N0.HOG0012202"	"AT3G03380.1"	"OG0006286"	"AT3G03380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G03380.1"	91.348	1098	54	5	1	1058	1	1097	0	1997	99	1059	1097
"Om004G156850"	"AT3G03350.2"	"AT3G03350.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G03350.2"	56.098	123	40	1	4	126	1	109	3.81e-29	108	95	129	374
"Om004G156870"	"AT3G03340.2"	"AT3G03340.2"	"AT3G03340.2"	"N0.HOG0007326"	"AT3G03340.2"	"OG0002699"	"AT3G03340.2, AT5G17440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G03340.2"	91.057	369	29	1	1	365	79	447	0	631	96	380	480
"Om004G156890"	"AT2G41990.1"	"AT2G41990.1"	"AT2G41990.1"	"N0.HOG0024298"	"AT2G41990.1"	"OG0017665"	"AT2G41990.1"	"AT2G41990.1"	299	297	99	100	301	80.399	443	"AT2G41990.1"	80.399	301	50	4	1	296	1	297	1.51e-158	443	99	299	297
"Om004G156900"	"AT2G42000.2, AT2G23240.1"	"AT2G42000.2"	"AT2G42000.2, AT2G23240.1"	"N0.HOG0016886"	"AT2G42000.2, AT2G23240.1"	"OG0010610"	"AT2G23240.1, AT2G42000.2"	"AT2G42000.2"	85	120	98	69	83	77.108	126	"AT2G42000.2"	77.108	83	19	0	1	83	37	119	1.8e-39	126	98	85	120
"Om004G156910"	"AT2G42005.1"	"AT2G42005.1"	"AT2G42005.1"	"N0.HOG0024908"	"AT2G42005.1"	"OG0018251"	"AT2G42005.1"	"AT2G42005.1"	405	413	99	99	416	83.413	685	"AT2G42005.1"	83.413	416	53	3	1	404	1	412	0	685	99	405	413
"Om004G156920"	"AT4G17080.1"	"AT4G17080.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17080.1"	64.211	380	121	4	55	420	125	503	5.16e-164	471	85	432	513
"Om004G156970"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"AT1G28710.1"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"N0.HOG0007791"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"OG0002962"	"AT1G28695.1, AT1G28700.1, AT1G28710.1"	"AT1G28710.1"	343	340	98	99	340	78.824	542	"AT1G28710.1"	78.824	340	65	3	6	342	5	340	0	542	98	343	340
"Om004G156990"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"AT1G28710.1"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"N0.HOG0007791"	"AT1G28700.1, AT1G28710.1, AT1G28695.1"	"OG0002962"	"AT1G28695.1, AT1G28700.1, AT1G28710.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28710.1"	73.392	342	81	3	6	343	5	340	1.24e-180	503	98	344	340
"Om004G157000"	"AT1G02090.1"	"AT1G02090.1"	NA	"N0.HOG0009917"	"AT1G02090.1"	"OG0004360"	"AT1G02090.1"	"AT1G02090.1"	269	260	97	100	260	81.923	423	"AT1G02090.1"	81.923	260	47	0	1	260	1	260	4.5e-161	447	97	269	260
"Om004G157010"	"AT2G44840.1"	"AT2G44840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G44840.1"	66.327	98	33	0	30	127	65	162	4.13e-41	137	55	178	226
"Om004G157020"	"AT2G44840.1"	"AT2G44840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G44840.1"	66.327	98	28	1	43	140	78	170	2.49e-40	135	55	179	226
"Om004G157030"	"AT1G05940.1"	"AT1G05940.1"	"AT1G05940.1"	"N0.HOG0023659"	"AT1G05940.1"	"OG0017044"	"AT1G05940.1"	"AT1G05940.1"	571	569	99	99	568	90.317	992	"AT1G05940.1"	90.317	568	55	0	1	568	1	568	0	992	99	571	569
"Om004G157050"	"AT4G00026.1"	"AT4G00026.1"	"AT4G00026.1"	"N0.HOG0012907"	"AT4G00026.1"	"OG0006902"	"AT4G00026.1"	"AT4G00026.1"	283	269	99	99	280	77.143	390	"AT4G00026.1"	77.143	280	50	3	4	282	3	269	3.52e-145	407	99	283	269
"Om004G157060"	"AT5G07670.1"	"AT5G07670.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G07670.1"	53.957	417	188	3	5	419	60	474	8.83e-152	438	98	424	476
"Om004G157070"	"AT4G00030.1"	"AT4G00030.1"	"AT4G00030.1"	"N0.HOG0024585"	"AT4G00030.1"	"OG0017936"	"AT4G00030.1"	"AT4G00030.1"	204	212	99	99	209	80.383	333	"AT4G00030.1"	80.383	209	35	2	1	203	1	209	7.48e-118	333	99	204	212
"Om004G157080"	"AT4G00040.1"	"AT4G00040.1"	"AT4G00040.1"	"N0.HOG0024586"	"AT4G00040.1"	"OG0017937"	"AT4G00040.1"	"AT4G00040.1"	393	385	99	100	392	87.755	704	"AT4G00040.1"	87.755	392	41	1	1	392	1	385	0	704	99	393	385
"Om004G157090"	"AT4G00050.1"	"AT4G00050.1"	NA	"N0.HOG0011124"	"AT4G00050.1"	"OG0005361"	"AT4G00050.1"	"AT4G00050.1"	389	399	96	96	390	77.692	516	"AT4G00050.1"	77.692	390	67	10	1	375	1	385	0	516	96	389	399
