"Arabidopsis_lyrata_Rawat"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"AL5G41610"	370	"AT3G59630.1"	"AT3G59630.1"	"orthologue"	"AT3G59630.1"	"N0.HOG0013391"	"AT3G59630.1"	"OG0007349"	"AT3G59630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59630.1"	"72.009"	"443"	"50"	"7"	"1"	"369"	"1"	"443"	"0"	"600"	"99"	"371"	"491"
"AL5G41620"	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60260.1"	"65.823"	"79"	"26"	"1"	"126"	"203"	"155"	"233"	"9.53e-25"	"98.6"	"32"	"244"	"266"
"AL5G41630"	474	"AT1G06630.1, AT3G60040.3"	"AT3G60040.3"	"other"	NA	"N0.HOG0002027"	"AT1G06630.1, AT3G60040.3"	"OG0000330"	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60040.3"	"47.63"	"422"	"156"	"11"	"4"	"393"	"196"	"584"	"7.57e-97"	"310"	"82"	"475"	"839"
"AL5G41640"	455	"AT3G59630.1"	"AT3G59630.1"	"orthologue"	"AT3G59630.1"	"N0.HOG0013391"	"AT3G59630.1"	"OG0007349"	"AT3G59630.1"	"AT3G59630.1"	456	491	99	100	493	86.815	829	"AT3G59630.1"	"86.815"	"493"	"25"	"2"	"1"	"455"	"1"	"491"	"0"	"829"	"99"	"456"	"491"
"AL5G41650"	441	"AT1G06630.1, AT3G60040.3"	"AT3G60040.3"	"other"	NA	"N0.HOG0002027"	"AT1G06630.1, AT3G60040.3"	"OG0000330"	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60040.3"	"53.642"	"453"	"170"	"10"	"1"	"437"	"221"	"649"	"1.47e-136"	"412"	"99"	"442"	"839"
"AL5G41660"	246	"AT3G59640.1"	"AT3G59640.1"	"orthologue"	"AT3G59640.1"	"N0.HOG0007776"	"AT3G59640.1"	"OG0002952"	"AT2G43630.1, AT3G59640.1"	"AT3G59640.1"	247	246	99	100	247	85.02	373	"AT3G59640.1"	"85.02"	"247"	"35"	"2"	"1"	"246"	"1"	"246"	"1.6e-132"	"373"	"99"	"247"	"246"
"AL5G41670"	146	"AT3G59650.2"	"AT3G59650.2"	"other"	NA	"N0.HOG0010886"	"AT3G59650.2"	"OG0005164"	"AT3G59650.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59650.2"	"71.845"	"103"	"2"	"1"	"69"	"144"	"28"	"130"	"1.42e-43"	"140"	"52"	"147"	"146"
"AL5G41680"	169	"AT3G59660.1"	"AT3G59660.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59660.1"	"94.872"	"117"	"6"	"0"	"1"	"117"	"470"	"586"	"2.06e-69"	"220"	"69"	"170"	"594"
"AL5G41690"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G60250.1"	"52.174"	"23"	"6"	"1"	"1"	"23"	"486"	"503"	"0.031"	"33.1"	"18"	"125"	"655"
"AL5G41700"	401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43260.2"	"33.898"	"354"	"182"	"11"	"26"	"374"	"41"	"347"	"2.52e-47"	"167"	"87"	"402"	"433"
"AL5G41720"	119	"AT3G59650.2"	"AT3G59650.2"	"orthologue"	"AT3G59650.2"	"N0.HOG0010886"	"AT3G59650.2"	"OG0005164"	"AT3G59650.2"	"AT3G59650.2"	120	146	99	100	146	80.137	230	"AT3G59650.2"	"80.137"	"146"	"2"	"1"	"1"	"119"	"1"	"146"	"9.57e-80"	"230"	"99"	"120"	"146"
"AL5G41730"	581	"AT3G59660.1"	"AT3G59660.1"	"orthologue"	"AT3G59660.1"	"N0.HOG0016821"	"AT3G59660.1"	"OG0010554"	"AT3G59660.1"	"AT3G59660.1"	582	594	98	96	573	98.255	1174	"AT3G59660.1"	"98.255"	"573"	"9"	"1"	"1"	"573"	"1"	"572"	"0"	"1174"	"98"	"582"	"594"
"AL5G41740"	516	"AT3G59670.1"	"AT3G59670.1"	"orthologue"	"AT3G59670.1"	"N0.HOG0014550"	"AT3G59670.1"	"OG0008422"	"AT3G59670.1"	"AT3G59670.1"	517	517	99	100	517	94.004	934	"AT3G59670.1"	"94.004"	"517"	"30"	"1"	"1"	"516"	"1"	"517"	"0"	"934"	"99"	"517"	"517"
"AL5G41750"	193	"AT3G59680.2"	"AT3G59680.2"	"orthologue"	"AT3G59680.2"	"N0.HOG0019205"	"AT3G59680.2"	"OG0012731"	"AT3G59680.2"	"AT3G59680.2"	194	229	98	83	191	91.623	339	"AT3G59680.2"	"91.623"	"191"	"13"	"2"	"4"	"193"	"41"	"229"	"3.33e-125"	"352"	"98"	"194"	"229"
"AL5G41760"	512	"AT3G59690.1"	"AT3G59690.1"	"orthologue"	"AT3G59690.1"	"N0.HOG0023109"	"AT3G59690.1"	"OG0016522"	"AT3G59690.1"	"AT3G59690.1"	513	517	99	100	517	93.424	900	"AT3G59690.1"	"93.424"	"517"	"29"	"1"	"1"	"512"	"1"	"517"	"0"	"900"	"99"	"513"	"517"
"AL5G41770"	659	"AT3G59700.1"	"AT3G59700.1"	"orthologue"	"AT3G59700.1"	"N0.HOG0005890"	"AT3G59700.1"	"OG0001959"	"AT3G59700.1, AT3G59730.1, AT3G59740.1, AT3G59750.1"	"AT3G59700.1"	660	661	99	100	662	93.505	1273	"AT3G59700.1"	"93.505"	"662"	"39"	"4"	"1"	"659"	"1"	"661"	"0"	"1273"	"99"	"660"	"661"
"AL5G41780"	292	"AT3G59710.2"	"AT3G59710.2"	"orthologue"	"AT3G59710.2"	"N0.HOG0014551"	"AT3G59710.2"	"OG0008423"	"AT3G59710.2"	"AT3G59710.2"	293	321	99	100	321	83.801	536	"AT3G59710.2"	"83.801"	"321"	"23"	"1"	"1"	"292"	"1"	"321"	"0"	"536"	"99"	"293"	"321"
"AL5G41790"	313	"AT3G59750.1"	"AT3G59750.1"	"orthologue"	"AT3G59750.1"	"N0.HOG0005891"	"AT3G59730.1, AT3G59740.1, AT3G59750.1"	"OG0001959"	"AT3G59700.1, AT3G59730.1, AT3G59740.1, AT3G59750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59700.1"	"83.682"	"239"	"38"	"1"	"63"	"300"	"366"	"604"	"1.4e-146"	"427"	"76"	"314"	"661"
"AL5G41800"	435	"AT3G59760.1"	"AT3G59760.1"	"orthologue"	"AT3G59760.1"	"N0.HOG0023057"	"AT3G59760.1"	"OG0016476"	"AT3G59760.1"	"AT3G59760.1"	436	433	99	99	434	96.083	840	"AT3G59760.1"	"96.083"	"434"	"12"	"2"	"1"	"434"	"1"	"429"	"0"	"840"	"99"	"436"	"433"
"AL5G41810"	1628	"AT3G59770.3"	"AT3G59770.3"	"orthologue"	"AT3G59770.3"	"N0.HOG0016822"	"AT3G59770.3"	"OG0010555"	"AT3G59770.3"	"AT3G59770.3"	1629	1646	99	100	1646	94.775	3226	"AT3G59770.3"	"94.775"	"1646"	"68"	"3"	"1"	"1628"	"1"	"1646"	"0"	"3226"	"99"	"1629"	"1646"
"AL5G41820"	682	"AT3G59780.1"	"AT3G59780.1"	"orthologue"	"AT3G59780.1"	"N0.HOG0019207"	"AT3G59780.1"	"OG0012732"	"AT3G59780.1"	"AT3G59780.1"	683	686	99	100	696	87.5	1202	"AT3G59780.1"	"87.5"	"696"	"63"	"5"	"1"	"682"	"1"	"686"	"0"	"1202"	"99"	"683"	"686"
"AL5G41830"	301	"AT3G25520.1, AT5G39740.1"	"AT3G25520.1"	"other"	NA	NA	NA	"OG0000993"	"AT3G25520.1, AT5G39740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G25520.1, AT5G39740.1"	"79.11, 78.767"	"292"	"60, 61"	"1"	"1"	"292"	"1"	"291"	"2.77e-172, 2.86e-172"	"478"	"97"	"302"	"301"
"AL5G41840"	393	"AT3G59790.1"	"AT3G59790.1"	"orthologue"	"AT3G59790.1"	"N0.HOG0007979"	"AT2G43790.1, AT3G59790.1"	"OG0003068"	"AT2G43790.1, AT3G59790.1"	"AT3G59790.1"	394	393	99	100	393	92.112	751	"AT3G59790.1"	"92.112"	"393"	"31"	"0"	"1"	"393"	"1"	"393"	"0"	"751"	"99"	"394"	"393"
"AL5G41850"	186	"AT3G59800.1"	"AT3G59800.1"	"other"	NA	"N0.HOG0008235"	"AT3G59800.1, AT2G43795.2"	"OG0003226"	"AT2G43795.2, AT3G59800.1"	"AT3G59800.1"	187	186	99	100	186	97.849	359	"AT3G59800.1"	"97.849"	"186"	"4"	"0"	"1"	"186"	"1"	"186"	"4.35e-129"	"359"	"99"	"187"	"186"
"AL5G41860"	91	"AT3G59810.1"	"AT3G59810.1"	"orthologue"	"AT3G59810.1"	"N0.HOG0008502"	"AT2G43810.1, AT3G59810.1"	"OG0003405"	"AT2G43810.1, AT3G59810.1"	"AT3G59810.1"	92	91	99	100	91	96.703	179	"AT3G59810.1"	"96.703"	"91"	"3"	"0"	"1"	"91"	"1"	"91"	"6.78e-61"	"179"	"99"	"92"	"91"
"AL5G41870"	127	"AT3G57780.1"	"AT3G57780.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57780.1"	"75"	"100"	"12"	"2"	"1"	"99"	"1"	"88"	"3.21e-37"	"132"	"77"	"128"	"671"
"AL5G41880"	184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL5G41890"	118	"AT3G57940.1"	"AT3G57940.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57940.1"	"75.229"	"109"	"13"	"3"	"1"	"97"	"624"	"730"	"1.21e-45"	"156"	"82"	"119"	"1028"
"AL5G41900"	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL5G41910"	141	"AT3G57780.1"	"AT3G57780.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57780.1"	"72.8"	"125"	"21"	"2"	"1"	"124"	"1"	"113"	"1.15e-40"	"143"	"87"	"142"	"671"
"AL5G41920"	755	"AT3G59820.2"	"AT3G59820.2"	"orthologue"	"AT3G59820.2"	"N0.HOG0014552"	"AT3G59820.2"	"OG0008424"	"AT3G59820.2"	"AT3G59820.2"	756	760	96	96	726	97.245	1443	"AT3G59820.2"	"97.245"	"726"	"20"	"0"	"1"	"726"	"1"	"726"	"0"	"1443"	"96"	"756"	"760"
"AL5G41930"	477	"AT3G59830.1"	"AT3G59830.1"	"orthologue"	"AT3G59830.1"	"N0.HOG0007029"	"AT3G59830.1"	"OG0002544"	"AT2G43850.1, AT3G59830.1"	"AT3G59830.1"	478	477	99	100	477	97.694	975	"AT3G59830.1"	"97.694"	"477"	"11"	"0"	"1"	"477"	"1"	"477"	"0"	"975"	"99"	"478"	"477"
"AL5G41940"	97	"AT3G59840.1"	"AT3G59840.1"	"orthologue"	"AT3G59840.1"	"N0.HOG0024164"	"AT3G59840.1"	"OG0017544"	"AT3G59840.1"	"AT3G59840.1"	98	97	99	100	97	100	199	"AT3G59840.1"	"100"	"97"	"0"	"0"	"1"	"97"	"1"	"97"	"1.79e-68"	"199"	"99"	"98"	"97"
"AL5G41950"	179	"AT3G59845.1"	"AT3G59845.1"	"other"	NA	NA	NA	NA	NA	"AT3G59845.1"	180	346	99	60	208	78.365	310	"AT3G59845.1"	"78.365"	"208"	"14"	"3"	"1"	"179"	"141"	"346"	"1.69e-107"	"310"	"99"	"180"	"346"
"AL5G41960"	410	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	"AT3G60040.3"	"other"	NA	NA	NA	"OG0000330"	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60040.3"	"54.227"	"343"	"133"	"4"	"60"	"401"	"344"	"663"	"3.12e-101"	"318"	"83"	"411"	"839"
"AL5G41970"	388	"AT3G59850.2"	"AT3G59850.2"	"orthologue"	"AT3G59850.2"	"N0.HOG0024165"	"AT3G59850.2"	"OG0017545"	"AT3G59850.2"	"AT3G59850.2"	389	432	99	90	388	95.876	767	"AT3G59850.2"	"95.876"	"388"	"16"	"0"	"1"	"388"	"45"	"432"	"0"	"767"	"99"	"389"	"432"
"AL5G41980"	205	"AT3G59870.1"	"AT3G59870.1"	"orthologue"	"AT3G59870.1"	"N0.HOG0008860"	"AT3G59870.1"	"OG0003630"	"AT2G43945.1, AT3G59870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59870.1"	"96.117"	"206"	"7"	"1"	"1"	"205"	"83"	"288"	"7.23e-147"	"409"	"99"	"206"	"288"
"AL5G41990"	403	"AT2G43970.1"	"AT2G43970.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43970.1"	"70.916"	"251"	"59"	"5"	"101"	"338"	"166"	"415"	"2.38e-114"	"344"	"59"	"404"	"545"
"AL5G42000"	125	"AT3G59880.1"	"AT3G59880.1"	"orthologue"	"AT3G59880.1"	"N0.HOG0021051"	"AT3G59880.1"	"OG0014506"	"AT3G59880.1"	"AT3G59880.1"	126	125	99	100	125	87.2	225	"AT3G59880.1"	"87.2"	"125"	"16"	"0"	"1"	"125"	"1"	"125"	"6.54e-78"	"225"	"99"	"126"	"125"
"AL5G42010"	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL5G42020"	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL5G42040"	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL5G42050"	349	"AT3G59890.1"	"AT3G59890.1"	"orthologue"	"AT3G59890.1"	"N0.HOG0007898"	"AT3G59890.1"	"OG0003020"	"AT2G44040.1, AT3G59890.1"	"AT3G59890.1"	350	349	99	100	349	94.842	678	"AT3G59890.1"	"94.842"	"349"	"18"	"0"	"1"	"349"	"1"	"349"	"0"	"678"	"99"	"350"	"349"
"AL5G42060"	131	"AT3G59900.1"	"AT3G59900.1"	"orthologue"	"AT3G59900.1"	"N0.HOG0005143"	"AT3G59900.1"	"OG0001582"	"AT2G44080.1, AT3G59900.1"	"AT3G59900.1"	132	130	99	100	131	93.893	189	"AT3G59900.1"	"93.893"	"131"	"7"	"1"	"1"	"131"	"1"	"130"	"1.49e-63"	"189"	"99"	"132"	"130"
"AL5G42070"	611	"AT3G59910.1"	"AT3G59910.1"	"orthologue"	"AT3G59910.1"	"N0.HOG0021052"	"AT3G59910.1"	"OG0014507"	"AT3G59910.1"	"AT3G59910.1"	612	611	99	100	611	96.727	1216	"AT3G59910.1"	"96.727"	"611"	"20"	"0"	"1"	"611"	"1"	"611"	"0"	"1216"	"99"	"612"	"611"
"AL5G42080"	444	"AT3G59920.1"	"AT3G59920.1"	"orthologue"	"AT3G59920.1"	"N0.HOG0004998"	"AT3G59920.1"	"OG0001503"	"AT2G44100.1, AT3G59920.1"	"AT3G59920.1"	445	444	99	100	444	98.874	915	"AT3G59920.1"	"98.874"	"444"	"5"	"0"	"1"	"444"	"1"	"444"	"0"	"915"	"99"	"445"	"444"
"AL5G42110"	80	"AT3G59930.1, AT5G33355.1"	"AT3G59930.1"	"orthologue"	"AT3G59930.1, AT5G33355.1"	"N0.HOG0002276"	"AT3G59930.1, AT5G33355.1, AT1G34047.2"	"OG0000399"	"AT1G34047.2, AT3G59930.1, AT5G33355.1"	"AT3G59930.1"	81	80	99	100	80	92.5	138	"AT3G59930.1"	"92.5"	"80"	"6"	"0"	"1"	"80"	"1"	"80"	"6.07e-45"	"138"	"99"	"81"	"80"
"AL5G42120"	416	"AT3G59940.1"	"AT3G59940.1"	"orthologue"	"AT3G59940.1"	"N0.HOG0023059"	"AT3G59940.1"	"OG0016478"	"AT3G59940.1"	"AT3G59940.1"	417	418	99	100	418	91.148	756	"AT3G59940.1"	"92.124"	"419"	"29"	"2"	"1"	"416"	"1"	"418"	"0"	"756"	"99"	"417"	"418"
"AL5G42130"	476	"AT3G59950.1"	"AT3G59950.1"	"orthologue"	"AT3G59950.1"	"N0.HOG0006506"	"AT3G59950.1"	"OG0002276"	"AT2G44140.1, AT3G59950.1"	"AT3G59950.1"	477	477	99	100	477	95.597	929	"AT3G59950.1"	"95.597"	"477"	"20"	"1"	"1"	"476"	"1"	"477"	"0"	"929"	"99"	"477"	"477"
"AL5G42140"	351	"AT3G59960.1"	"AT3G59960.1"	"orthologue"	"AT3G59960.1"	"N0.HOG0006504"	"AT3G59960.1"	"OG0002275"	"AT2G44150.1, AT3G59960.1"	"AT3G59960.1"	352	329	92	100	330	93.636	620	"AT3G59960.1"	"93.636"	"330"	"13"	"3"	"1"	"323"	"1"	"329"	"0"	"620"	"92"	"352"	"329"
"AL5G42150"	592	"AT3G59970.3"	"AT3G59970.3"	"orthologue"	"AT3G59970.3"	"N0.HOG0004476"	"AT3G59970.3"	"OG0001239"	"AT2G44160.1, AT3G59970.3"	"AT3G59970.3"	593	592	99	100	592	97.635	1207	"AT3G59970.3"	"97.635"	"592"	"14"	"0"	"1"	"592"	"1"	"592"	"0"	"1207"	"99"	"593"	"592"
"AL5G42160"	274	"AT3G59980.1"	"AT3G59980.1"	"orthologue"	"AT3G59980.1"	"N0.HOG0023060"	"AT3G59980.1"	"OG0016479"	"AT3G59980.1"	"AT3G59980.1"	275	273	99	100	274	96.35	533	"AT3G59980.1"	"96.35"	"274"	"9"	"1"	"1"	"274"	"1"	"273"	"0"	"533"	"99"	"275"	"273"
"AL5G42170"	440	"AT3G59990.1"	"AT3G59990.1"	"orthologue"	"AT3G59990.1"	"N0.HOG0005785"	"AT3G59990.1"	"OG0001905"	"AT2G44180.1, AT3G59990.1"	"AT3G59990.1"	441	439	99	100	440	97.045	886	"AT3G59990.1"	"97.045"	"440"	"12"	"1"	"1"	"440"	"1"	"439"	"0"	"886"	"99"	"441"	"439"
"AL5G42180"	462	"AT3G60000.2"	"AT3G60000.2"	"orthologue"	"AT3G60000.2"	"N0.HOG0026447"	"AT3G60000.2"	"OG0019660"	"AT3G60000.2"	"AT3G60000.2"	463	451	99	100	463	84.881	669	"AT3G60000.2"	"85.097"	"463"	"56"	"6"	"1"	"462"	"1"	"451"	"0"	"669"	"99"	"463"	"451"
"AL5G42190"	153	"AT3G60010.1"	"AT3G60010.1"	"orthologue"	"AT3G60010.1"	"N0.HOG0000796"	"AT3G60010.1"	"OG0000090"	"AT1G10230.1, AT1G20140.1, AT1G75950.1, AT2G03170.1, AT2G03190.1, AT2G20160.1, AT2G25700.1, AT3G25650.1, AT3G60010.1, AT4G34210.1, AT5G42190.1"	"AT3G60010.1"	154	154	99	100	154	80.519	245	"AT3G60010.1"	"80.519"	"154"	"29"	"1"	"1"	"153"	"1"	"154"	"6.67e-85"	"245"	"99"	"154"	"154"
"AL5G42200"	154	"AT3G60020.1"	"AT3G60020.1"	"orthologue"	"AT3G60020.1"	"N0.HOG0028720"	"AT3G60020.1"	"OG0021707"	"AT3G53060.1, AT3G60020.1"	"AT3G60020.1"	155	153	99	100	154	77.922	241	"AT3G60020.1"	"77.922"	"154"	"33"	"1"	"1"	"154"	"1"	"153"	"2.03e-83"	"241"	"99"	"155"	"153"
"AL5G42210"	921	"AT3G60030.1"	"AT3G60030.1"	"orthologue"	"AT3G60030.1"	"N0.HOG0026618"	"AT3G60030.1"	"OG0019804"	"AT3G60030.1"	"AT3G60030.1"	922	927	99	100	929	91.604	1684	"AT3G60030.1"	"91.604"	"929"	"68"	"3"	"1"	"921"	"1"	"927"	"0"	"1684"	"99"	"922"	"927"
"AL5G42220"	372	"AT1G06630.1, AT3G60040.3"	"AT3G60040.3"	"other"	NA	"N0.HOG0002027"	"AT1G06630.1, AT3G60040.3"	"OG0000330"	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60040.3"	"50.798"	"376"	"143"	"10"	"26"	"370"	"303"	"667"	"3.95e-97"	"306"	"92"	"373"	"839"
"AL5G42230"	438	"AT1G06630.1"	"AT1G06630.1"	"orthologue"	"AT1G06630.1"	"N0.HOG0002027"	"AT1G06630.1, AT3G60040.3"	"OG0000330"	"AT1G06630.1, AT3G59460.1, AT3G60040.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06630.1"	"66.404"	"381"	"123"	"4"	"14"	"391"	"13"	"391"	"2.08e-169"	"483"	"86"	"439"	"477"
"AL5G42240"	475	"AT3G60050.1"	"AT3G60050.1"	"orthologue"	"AT3G60050.1"	"N0.HOG0006971"	"AT3G60050.1"	"OG0002512"	"AT1G55630.1, AT3G60050.1"	"AT3G60050.1"	476	473	99	100	475	94.316	929	"AT3G60050.1"	"94.316"	"475"	"25"	"1"	"1"	"475"	"1"	"473"	"0"	"929"	"99"	"476"	"473"
"AL5G42250"	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G22850.1"	"80.435"	"46"	"7"	"1"	"34"	"79"	"415"	"458"	"2.3e-16"	"77"	"20"	"227"	"493"
"AL5G42260"	459	"AT3G60070.1"	"AT3G60070.1"	"orthologue"	"AT3G60070.1"	"N0.HOG0006502"	"AT3G60070.1"	"OG0002274"	"AT2G44280.1, AT3G60070.1"	"AT3G60070.1"	460	458	99	100	459	98.911	925	"AT3G60070.1"	"98.911"	"459"	"4"	"1"	"1"	"459"	"1"	"458"	"0"	"925"	"99"	"460"	"458"
"AL5G42280"	302	"AT3G60080.1"	"AT3G60080.1"	"orthologue"	"AT3G60080.1"	"N0.HOG0021053"	"AT3G60080.1"	"OG0014508"	"AT3G60080.1"	"AT3G60080.1"	303	306	99	100	306	92.484	434	"AT3G60080.1"	"93.464"	"306"	"16"	"1"	"1"	"302"	"1"	"306"	"3.04e-159"	"446"	"99"	"303"	"306"
"AL5G42290"	157	"AT3G60090.1"	"AT3G60090.1"	"orthologue"	"AT3G60090.1"	"N0.HOG0011852"	"AT3G60090.1"	"OG0005982"	"AT3G60090.1"	"AT3G60090.1"	158	157	99	100	157	92.357	303	"AT3G60090.1"	"92.357"	"157"	"12"	"0"	"1"	"157"	"1"	"157"	"1.41e-107"	"303"	"99"	"158"	"157"
"AL5G42300"	469	"AT3G60100.2"	"AT3G60100.2"	"orthologue"	"AT3G60100.2"	"N0.HOG0005551"	"AT3G60100.2"	"OG0001781"	"AT2G44350.2, AT3G60100.2"	"AT3G60100.2"	470	469	99	99	468	96.368	934	"AT3G60100.2"	"96.368"	"468"	"17"	"0"	"1"	"468"	"1"	"468"	"0"	"934"	"99"	"470"	"469"
"AL5G42320"	643	"AT3G60110.1"	"AT3G60110.1"	"orthologue"	"AT3G60110.1"	"N0.HOG0014553"	"AT3G60110.1"	"OG0008425"	"AT3G60110.1"	"AT3G60110.1"	644	641	99	100	649	88.444	1005	"AT3G60110.1"	"88.906"	"649"	"58"	"10"	"1"	"643"	"1"	"641"	"0"	"1005"	"99"	"644"	"641"
"AL5G42330"	204	"AT4G07455.1"	"AT4G07455.1"	"orthologue"	"AT4G07455.1"	"N0.HOG0032608"	"AT4G07455.1"	"OG0025442"	"AT4G07455.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60440.1"	"89.431"	"123"	"13"	"0"	"80"	"202"	"167"	"289"	"4.98e-77"	"232"	"60"	"205"	"291"
"AL5G42340"	539	"AT3G60120.1"	"AT3G60120.1"	"orthologue"	"AT3G60120.1"	"N0.HOG0004265"	"AT3G60120.1"	"OG0001144"	"AT3G60120.1"	"AT3G60120.1"	540	540	99	100	540	97.222	1095	"AT3G60120.1"	"97.222"	"540"	"14"	"1"	"1"	"539"	"1"	"540"	"0"	"1095"	"99"	"540"	"540"
"AL5G42350"	514	"AT3G60130.1"	"AT3G60130.1"	"orthologue"	"AT3G60130.1"	"N0.HOG0007161"	"AT3G60130.1"	"OG0002607"	"AT3G60130.1"	"AT3G60130.1"	515	514	99	100	514	93.774	972	"AT3G60130.1"	"93.774"	"514"	"32"	"0"	"1"	"514"	"1"	"514"	"0"	"1002"	"99"	"515"	"514"
"AL5G42360"	646	"AT3G60140.1"	"AT3G60140.1"	"orthologue"	"AT3G60140.1"	"N0.HOG0012476"	"AT3G60140.1"	"OG0006523"	"AT3G60140.1"	"AT3G60140.1"	647	577	89	99	579	92.919	1127	"AT3G60140.1"	"92.919"	"579"	"37"	"2"	"1"	"578"	"1"	"576"	"0"	"1127"	"89"	"647"	"577"
"AL5G42370"	1505	"AT3G60160.1"	"AT3G60160.1"	"orthologue"	"AT3G60160.1"	"N0.HOG0023061"	"AT3G60160.1, AT3G60970.1"	"OG0016480"	"AT3G60160.1, AT3G60970.1"	"AT3G60160.1"	1506	1506	99	100	1506	96.282	2980	"AT3G60160.1"	"96.282"	"1506"	"55"	"1"	"1"	"1505"	"1"	"1506"	"0"	"2980"	"99"	"1506"	"1506"
"AL5G42380"	143	"AT3G60966.1"	"AT3G60966.1"	"orthologue"	"AT3G60966.1"	"N0.HOG0017881"	"AT3G60966.1"	"OG0011509"	"AT3G60966.1"	"AT3G60966.1"	144	139	99	100	143	85.315	200	"AT3G60966.1"	"85.315"	"143"	"17"	"1"	"1"	"143"	"1"	"139"	"9.99e-78"	"226"	"99"	"144"	"139"
"AL5G42390"	202	"AT3G60180.1"	"AT3G60180.1"	"orthologue"	"AT3G60180.1"	"N0.HOG0022161"	"AT3G60961.1, AT3G60180.1"	"OG0015591"	"AT3G60180.1, AT3G60961.1"	"AT3G60180.1"	203	204	99	99	202	93.564	387	"AT3G60180.1"	"93.564"	"202"	"13"	"0"	"1"	"202"	"1"	"202"	"1.2e-139"	"387"	"99"	"203"	"204"
"AL5G42400"	625	"AT3G60190.1"	"AT3G60190.1"	"orthologue"	"AT3G60190.1"	"N0.HOG0005649"	"AT3G60190.1"	"OG0001828"	"AT2G44590.3, AT3G60190.1"	"AT3G60190.1"	626	624	99	100	625	98.88	1269	"AT3G60190.1"	"98.88"	"625"	"6"	"1"	"1"	"625"	"1"	"624"	"0"	"1269"	"99"	"626"	"624"
