"Arabidopsis_lyrata_NCBI"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"XP_020867137.1"	694	"AT1G53050.1"	"AT1G53050.1"	"orthologue"	"AT1G53050.1"	"N0.HOG0011789"	"AT1G53050.1"	"OG0005929"	"AT1G53050.1"	"AT1G53050.1"	694	694	100	100	694	98.271	1410	"AT1G53050.1"	"98.271"	"694"	"12"	"0"	"1"	"694"	"1"	"694"	"0"	"1410"	"100"	"694"	"694"
"XP_020867138.1"	680	"AT1G53165.3"	"AT1G53165.3"	"orthologue"	"AT1G53165.3"	"N0.HOG0006886"	"AT1G53165.3"	"OG0002468"	"AT1G53165.3, AT3G15220.1"	"AT1G53165.3"	680	688	100	100	689	95.646	1340	"AT1G53165.3"	"95.646"	"689"	"20"	"3"	"1"	"680"	"1"	"688"	"0"	"1340"	"100"	"680"	"688"
"XP_020867140.1"	674	"AT1G53500.1"	"AT1G53500.1"	"orthologue"	"AT1G53500.1"	"N0.HOG0002717"	"AT1G53500.1"	"OG0000525"	"AT1G53500.1, AT1G78570.1, AT3G14790.2"	"AT1G53500.1"	674	667	99	100	668	97.904	1364	"AT1G53500.1"	"97.904"	"668"	"13"	"1"	"7"	"674"	"1"	"667"	"0"	"1364"	"99"	"674"	"667"
"XP_020867142.1"	616	"AT1G53510.1"	"AT1G53510.1"	"orthologue"	"AT1G53510.1"	"N0.HOG0015672"	"AT1G53510.1"	"OG0009489"	"AT1G53510.1"	"AT1G53510.1"	616	615	100	100	616	96.266	1237	"AT1G53510.1"	"96.266"	"616"	"22"	"1"	"1"	"616"	"1"	"615"	"0"	"1237"	"100"	"616"	"615"
"XP_020867144.1"	604	"AT1G53570.1"	"AT1G53570.1"	"orthologue"	"AT1G53570.1"	"N0.HOG0019080"	"AT1G53570.1"	"OG0012616"	"AT1G53570.1"	"AT1G53570.1"	604	609	100	100	611	93.944	1097	"AT1G53570.1"	"93.944"	"611"	"28"	"5"	"1"	"604"	"1"	"609"	"0"	"1097"	"100"	"604"	"609"
"XP_020867147.1"	598	"AT1G53200.1"	"AT1G53200.1"	"orthologue"	"AT1G53200.1"	"N0.HOG0009878"	"AT1G53200.1"	"OG0004325"	"AT1G53200.1"	"AT1G53200.1"	598	613	99	98	598	88.127	1113	"AT1G53200.1"	"88.127"	"598"	"70"	"1"	"2"	"598"	"16"	"613"	"0"	"1113"	"99"	"598"	"613"
"XP_020867149.1"	504	"AT5G65470.1"	"AT5G65470.1"	"orthologue"	"AT5G65470.1"	"N0.HOG0012160"	"AT5G65470.1"	"OG0006248"	"AT5G65470.1"	"AT5G65470.1"	504	504	100	100	504	97.817	1029	"AT5G65470.1"	"97.817"	"504"	"11"	"0"	"1"	"504"	"1"	"504"	"0"	"1029"	"100"	"504"	"504"
"XP_020867150.1"	588	"AT1G53210.1"	"AT1G53210.1"	"orthologue"	"AT1G53210.1"	"N0.HOG0009764"	"AT1G53210.1"	"OG0004243"	"AT1G53210.1"	"AT1G53210.1"	588	585	100	100	588	96.769	1155	"AT1G53210.1"	"96.769"	"588"	"16"	"2"	"1"	"588"	"1"	"585"	"0"	"1155"	"100"	"588"	"585"
"XP_020867151.1"	497	"AT1G53110.1"	"AT1G53110.1"	"orthologue"	"AT1G53110.1"	"N0.HOG0024109"	"AT1G53110.1"	"OG0017491"	"AT1G53110.1"	"AT1G53110.1"	497	439	87	100	445	82.247	698	"AT1G53110.1"	"84.719"	"445"	"51"	"4"	"64"	"497"	"1"	"439"	"0"	"699"	"87"	"497"	"439"
"XP_020867153.1"	459	"AT1G53450.1"	"AT1G53450.1"	"orthologue"	"AT1G53450.1"	"N0.HOG0007866"	"AT1G53450.1, AT3G14830.1"	"OG0003004"	"AT1G53450.1, AT3G14830.1"	"AT1G53450.1"	459	453	100	100	459	91.503	820	"AT1G53450.1"	"91.503"	"459"	"33"	"1"	"1"	"459"	"1"	"453"	"0"	"836"	"100"	"459"	"453"
"XP_020867155.1"	456	"AT1G53380.1"	"AT1G53380.1"	"orthologue"	"AT1G53380.1"	"N0.HOG0006135"	"AT1G53380.1"	"OG0002073"	"AT1G53380.1, AT3G14870.1"	"AT1G53380.1"	456	453	99	100	453	97.351	903	"AT1G53380.1"	"97.351"	"453"	"11"	"1"	"5"	"456"	"1"	"453"	"0"	"903"	"99"	"456"	"453"
"XP_020867161.1"	422	"AT1G53100.1"	"AT1G53100.1"	"orthologue"	"AT1G53100.1"	"N0.HOG0005209"	"AT1G53100.1"	"OG0001613"	"AT1G53100.1, AT3G15350.1"	"AT1G53100.1"	422	423	100	100	425	89.412	777	"AT1G53100.1"	"89.412"	"425"	"40"	"3"	"1"	"422"	"1"	"423"	"0"	"777"	"100"	"422"	"423"
"XP_020867164.1"	409	"AT1G53550.1"	"AT1G53550.1"	"other"	NA	"N0.HOG0003374"	"AT1G53550.1"	"OG0000766"	"AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53550.1"	"63.527"	"414"	"134"	"8"	"5"	"409"	"3"	"408"	"1.05e-172"	"488"	"99"	"409"	"408"
"XP_020867165.1"	400	"AT1G53550.1"	"AT1G53550.1"	"orthologue"	"AT1G53550.1"	"N0.HOG0003374"	"AT1G53550.1"	"OG0000766"	"AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1"	"AT1G53550.1"	400	408	100	100	412	74.272	595	"AT1G53550.1"	"74.272"	"412"	"90"	"7"	"1"	"400"	"1"	"408"	"0"	"595"	"100"	"400"	"408"
"XP_020867166.1"	394	"AT1G53230.1"	"AT1G53230.1"	"orthologue"	"AT1G53230.1"	"N0.HOG0026098"	"AT1G53230.1"	"OG0019349"	"AT1G53230.1"	"AT1G53230.1"	394	391	100	100	397	91.184	662	"AT1G53230.1"	"91.184"	"397"	"26"	"3"	"1"	"394"	"1"	"391"	"0"	"662"	"100"	"394"	"391"
"XP_020867167.1"	1130	"AT5G46510.1, AT5G46520.2, AT1G31540.2, AT5G46490.2, AT5G46260.1, AT5G46270.4, AT5G22690.2, AT5G40060.1, AT4G08450.1, AT5G46450.1, AT5G46470.1"	"AT5G46450.1"	"other"	NA	"N0.HOG0000660"	"AT5G46510.1, AT5G46520.2, AT1G31540.2, AT5G46490.2, AT5G46260.1, AT5G46270.4, AT5G22690.2, AT5G40060.1, AT4G08450.1, AT5G46450.1, AT5G46470.1"	"OG0000073"	"AT1G31540.2, AT4G08450.1, AT4G16857.2, AT4G16860.1, AT4G16890.1, AT4G16900.1, AT4G16920.2, AT4G16940.2, AT4G16950.1, AT4G16957.1, AT4G16960.1, AT5G17970.1, AT5G22690.2, AT5G40060.1, AT5G46260.1, AT5G46270.4, AT5G46450.1, AT5G46470.1, AT5G46490.2, AT5G46510.1, AT5G46520.2, AT5G51630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46450.1"	"53.117"	"1107"	"425"	"16"	"5"	"1045"	"9"	"1087"	"0"	"1062"	"92"	"1130"	"1123"
"XP_020867168.1"	386	"AT1G53815.1"	"AT1G53815.1"	"other"	NA	"N0.HOG0003375"	"AT1G61060.1, AT1G53815.1, AT1G55070.1"	"OG0000766"	"AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1"	"AT1G53815.1"	386	237	53	86	206	78.641	331	"AT1G53550.1"	"53.904"	"397"	"162"	"10"	"3"	"386"	"20"	"408"	"3.04e-137"	"397"	"99"	"386"	"408"
"XP_020867169.1"	375	"AT1G53370.2"	"AT1G53370.2"	"orthologue"	"AT1G53370.2"	"N0.HOG0004219"	"AT1G53370.2, AT1G53360.2"	"OG0001119"	"AT1G53360.2, AT1G53370.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53360.2"	"64.124"	"354"	"110"	"7"	"32"	"375"	"38"	"384"	"4.44e-149"	"426"	"92"	"375"	"384"
"XP_020867170.1"	365	"AT1G53250.1"	"AT1G53250.1"	"orthologue"	"AT1G53250.1"	"N0.HOG0011334"	"AT1G53250.1"	"OG0005541"	"AT1G53250.1"	"AT1G53250.1"	365	371	100	100	371	87.871	615	"AT1G53250.1"	"87.871"	"371"	"39"	"1"	"1"	"365"	"1"	"371"	"0"	"615"	"100"	"365"	"371"
"XP_020867173.1"	358	"AT1G53180.2"	"AT1G53180.2"	"orthologue"	"AT1G53180.2"	"N0.HOG0014493"	"AT1G53180.2"	"OG0008368"	"AT1G53180.2"	"AT1G53180.2"	358	431	100	83	359	89.415	586	"AT1G53180.2"	"89.415"	"359"	"36"	"2"	"1"	"358"	"74"	"431"	"0"	"586"	"100"	"358"	"431"
"XP_020867175.1"	345	"AT1G53290.1"	"AT1G53290.1"	"orthologue"	"AT1G53290.1"	"N0.HOG0005878"	"AT1G53290.1"	"OG0001951"	"AT1G53290.1, AT3G14960.1"	"AT1G53290.1"	345	345	100	100	345	97.971	705	"AT1G53290.1"	"97.971"	"345"	"7"	"0"	"1"	"345"	"1"	"345"	"0"	"705"	"100"	"345"	"345"
"XP_020867176.1"	343	"AT1G53360.2"	"AT1G53360.2"	"orthologue"	"AT1G53360.2"	"N0.HOG0004219"	"AT1G53370.2, AT1G53360.2"	"OG0001119"	"AT1G53360.2, AT1G53370.2"	"AT1G53360.2"	343	384	100	89	347	73.775	503	"AT1G53360.2"	"73.775"	"347"	"83"	"5"	"1"	"343"	"42"	"384"	"5.25e-180"	"503"	"100"	"343"	"384"
"XP_020867177.1"	341	"AT1G53240.1"	"AT1G53240.1"	"orthologue"	"AT1G53240.1"	"N0.HOG0006908"	"AT1G53240.1"	"OG0002478"	"AT1G53240.1, AT3G15020.1"	"AT1G53240.1"	341	341	100	100	341	99.12	685	"AT1G53240.1"	"99.12"	"341"	"3"	"0"	"1"	"341"	"1"	"341"	"0"	"685"	"100"	"341"	"341"
"XP_020867181.1"	320	"AT1G53120.1"	"AT1G53120.1"	"orthologue"	"AT1G53120.1"	"N0.HOG0019121"	"AT1G53120.1"	"OG0012654"	"AT1G53120.1"	"AT1G53120.1"	320	320	100	100	320	94.062	611	"AT1G53120.1"	"94.062"	"320"	"19"	"0"	"1"	"320"	"1"	"320"	"0"	"611"	"100"	"320"	"320"
"XP_020867190.1"	300	"AT1G53580.1"	"AT1G53580.1"	"orthologue"	"AT1G53580.1"	"N0.HOG0014489"	"AT1G53580.1"	"OG0008364"	"AT1G53580.1"	"AT1G53580.1"	300	294	100	100	300	95	571	"AT1G53580.1"	"95"	"300"	"9"	"2"	"1"	"300"	"1"	"294"	"0"	"571"	"100"	"300"	"294"
"XP_020867191.1"	295	"AT1G53520.1"	"AT1G53520.1"	"orthologue"	"AT1G53520.1"	"N0.HOG0019116"	"AT1G53520.1"	"OG0012652"	"AT1G53520.1"	"AT1G53520.1"	295	287	100	100	295	89.492	523	"AT1G53520.1"	"89.492"	"295"	"23"	"2"	"1"	"295"	"1"	"287"	"0"	"523"	"100"	"295"	"287"
"XP_020867194.1"	281	"AT1G53080.1"	"AT1G53080.1"	"orthologue"	"AT1G53080.1"	"N0.HOG0025940"	"AT1G53080.1"	"OG0019202"	"AT1G53080.1"	"AT1G53080.1"	281	283	100	100	283	90.813	531	"AT1G53080.1"	"90.813"	"283"	"24"	"1"	"1"	"281"	"1"	"283"	"0"	"531"	"100"	"281"	"283"
"XP_020867195.1"	272	"AT1G53550.1"	"AT1G53550.1"	"orthologue"	"AT1G53550.1"	"N0.HOG0003374"	"AT1G53550.1"	"OG0000766"	"AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53550.1"	"76.119"	"268"	"61"	"2"	"1"	"268"	"1"	"265"	"1.29e-145"	"414"	"99"	"272"	"408"
"XP_020867197.1"	246	"AT2G06845.1"	"AT2G06845.1"	"orthologue"	"AT2G06845.1"	"N0.HOG0000043"	"AT2G06845.1"	"OG0000005"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06845.1"	"54.43"	"237"	"79"	"3"	"9"	"245"	"200"	"407"	"7.37e-80"	"245"	"96"	"246"	"408"
"XP_020867198.1"	240	"AT1G61060.1, AT1G53815.1, AT1G55070.1"	"AT1G55070.1"	"other"	NA	"N0.HOG0003375"	"AT1G61060.1, AT1G53815.1, AT1G55070.1"	"OG0000766"	"AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53550.1"	"52.869"	"244"	"89"	"9"	"9"	"240"	"179"	"408"	"5.26e-72"	"224"	"97"	"240"	"408"
"XP_020867199.1"	192	"AT1G53170.1"	"AT1G53170.1"	"orthologue"	"AT1G53170.1"	"N0.HOG0004405"	"AT1G53170.1"	"OG0001205"	"AT1G53170.1, AT3G15210.1"	"AT1G53170.1"	192	185	100	97	194	83.505	282	"AT1G53170.1"	"83.505"	"194"	"16"	"5"	"1"	"192"	"6"	"185"	"1.99e-98"	"282"	"100"	"192"	"185"
"XP_020867200.1"	182	"AT1G53160.1"	"AT1G53160.1"	"orthologue"	"AT1G53160.1"	"N0.HOG0015673"	"AT1G53160.1"	"OG0009490"	"AT1G53160.1"	"AT1G53160.1"	182	174	100	100	183	86.339	290	"AT1G53160.1"	"86.339"	"183"	"15"	"2"	"1"	"182"	"1"	"174"	"5.38e-102"	"290"	"100"	"182"	"174"
"XP_020867205.1"	168	"AT1G53130.1"	"AT1G53130.1"	"orthologue"	"AT1G53130.1"	"N0.HOG0009304"	"AT1G53130.1"	"OG0003912"	"AT1G53130.1"	"AT1G53130.1"	168	168	100	100	168	94.048	325	"AT1G53130.1"	"94.048"	"168"	"10"	"0"	"1"	"168"	"1"	"168"	"3.26e-116"	"325"	"100"	"168"	"168"
"XP_020867206.1"	157	"AT1G53540.1"	"AT1G53540.1"	"orthologue"	"AT1G53540.1"	"N0.HOG0001828"	"AT3G46230.1, AT1G53540.1"	"OG0000274"	"AT1G07400.1, AT1G53540.1, AT1G59860.1, AT2G29500.1, AT3G46230.1, AT5G59720.1"	"AT1G53540.1"	157	157	100	100	157	96.178	306	"AT1G53540.1"	"96.178"	"157"	"6"	"0"	"1"	"157"	"1"	"157"	"7.2e-109"	"306"	"100"	"157"	"157"
"XP_020867207.1"	140	"AT1G52950.1"	"AT1G52950.1"	"other"	NA	"N0.HOG0000132"	"AT1G52950.1"	"OG0000018"	"AT1G52950.1, AT3G31925.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G52950.1"	"37.5"	"128"	"80"	"0"	"8"	"135"	"10"	"137"	"5.74e-31"	"115"	"91"	"140"	"566"
"XP_020867209.1"	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"XP_020867211.1"	173	"AT2G34690.1"	"AT2G34690.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G34690.1"	"59.649"	"114"	"46"	"0"	"3"	"116"	"10"	"123"	"6.46e-42"	"139"	"66"	"173"	"206"
"XP_020867212.1"	36	"AT1G53541.1"	"AT1G53541.1"	"orthologue"	"AT1G53541.1"	"N0.HOG0031064"	"AT1G53541.1"	"OG0023933"	"AT1G53541.1"	"AT1G53541.1"	36	36	100	100	36	86.111	64.7	"AT1G53541.1"	"86.111"	"36"	"5"	"0"	"1"	"36"	"1"	"36"	"6.08e-17"	"64.7"	"100"	"36"	"36"
"XP_020867213.1"	733	"AT1G53590.1"	"AT1G53590.1"	"orthologue"	"AT1G53590.1"	"N0.HOG0020958"	"AT1G53590.1"	"OG0014414"	"AT1G53590.1"	"AT1G53590.1"	733	751	98	99	740	91.867	1353	"AT1G53590.1"	"91.892"	"740"	"42"	"2"	"1"	"722"	"1"	"740"	"0"	"1353"	"98"	"733"	"751"
"XP_020867214.1"	476	"AT1G14670.1"	"AT1G14670.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G14670.1"	"97.691"	"433"	"10"	"0"	"44"	"476"	"160"	"592"	"0"	"870"	"91"	"476"	"592"
"XP_020867215.1"	277	"AT1G14685.1"	"AT1G14685.1"	"orthologue"	"AT1G14685.1"	"N0.HOG0006656"	"AT1G14685.1"	"OG0002358"	"AT1G14685.1, AT2G01930.1"	"AT1G14685.1"	277	279	100	100	279	96.774	561	"AT1G14685.1"	"96.774"	"279"	"7"	"2"	"1"	"277"	"1"	"279"	"0"	"561"	"100"	"277"	"279"
"XP_020867216.1"	392	"AT1G07010.3"	"AT1G07010.3"	"orthologue"	"AT1G07010.3"	"N0.HOG0020494"	"AT1G07010.3"	"OG0013961"	"AT1G07010.3"	"AT1G07010.3"	392	400	100	100	403	90.074	721	"AT1G07010.3"	"90.074"	"403"	"26"	"3"	"1"	"392"	"1"	"400"	"0"	"721"	"100"	"392"	"400"
"XP_020867217.1"	241	"AT1G06925.1"	"AT1G06925.1"	"orthologue"	"AT1G06925.1"	"N0.HOG0002213"	"AT1G24256.1, AT1G06925.1"	"OG0000381"	"AT1G06925.1, AT1G24256.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20480.1"	"49.754"	"203"	"76"	"7"	"1"	"184"	"4"	"199"	"1.38e-49"	"162"	"76"	"241"	"261"
"XP_020867218.1"	310	"AT1G06950.1"	"AT1G06950.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06950.1"	"94.574"	"258"	"14"	"0"	"3"	"260"	"411"	"668"	"1.43e-170"	"499"	"83"	"310"	"1016"
"XP_020867222.1"	346	"AT1G18590.1"	"AT1G18590.1"	"orthologue"	"AT1G18590.1"	"N0.HOG0023781"	"AT1G18590.1"	"OG0017166"	"AT1G18590.1"	"AT1G18590.1"	346	346	100	100	346	94.509	688	"AT1G18590.1"	"94.509"	"346"	"19"	"0"	"1"	"346"	"1"	"346"	"0"	"688"	"100"	"346"	"346"
"XP_020867223.1"	336	"AT1G18600.1"	"AT1G18600.1"	"orthologue"	"AT1G18600.1"	"N0.HOG0020363"	"AT1G18600.1"	"OG0013836"	"AT1G18600.1"	"AT1G18600.1"	336	336	100	100	336	95.536	654	"AT1G18600.1"	"95.536"	"336"	"15"	"0"	"1"	"336"	"1"	"336"	"0"	"654"	"100"	"336"	"336"
"XP_020867224.1"	838	"AT1G30240.2"	"AT1G30240.2"	"orthologue"	"AT1G30240.2"	"N0.HOG0011908"	"AT1G30240.2"	"OG0006025"	"AT1G30240.2"	"AT1G30240.2"	838	827	100	100	838	96.539	1642	"AT1G30240.2"	"96.539"	"838"	"18"	"1"	"1"	"838"	"1"	"827"	"0"	"1642"	"100"	"838"	"827"
"XP_020867225.1"	231	"AT1G30230.2"	"AT1G30230.2"	"orthologue"	"AT1G30230.2"	"N0.HOG0007333"	"AT1G30230.2, AT2G18110.1"	"OG0002703"	"AT1G30230.2, AT2G18110.1"	"AT1G30230.2"	231	260	100	89	231	98.701	463	"AT1G30230.2"	"98.701"	"231"	"3"	"0"	"1"	"231"	"1"	"231"	"4.56e-168"	"463"	"100"	"231"	"260"
"XP_020867226.1"	758	"AT1G16150.1"	"AT1G16150.1"	"orthologue"	"AT1G16150.1"	"N0.HOG0015259"	"AT1G16150.1"	"OG0009096"	"AT1G16130.1, AT1G16150.1"	"AT1G16150.1"	758	761	100	100	763	91.874	1425	"AT1G16150.1"	"91.874"	"763"	"55"	"2"	"1"	"758"	"1"	"761"	"0"	"1426"	"100"	"758"	"761"
"XP_020867227.1"	731	"AT1G16110.1"	"AT1G16110.1"	"orthologue"	"AT1G16110.1"	"N0.HOG0007835"	"AT1G16110.1"	"OG0002987"	"AT1G16110.1, AT1G16120.1, AT1G16160.1"	"AT1G16110.1"	731	642	87	99	641	88.612	1093	"AT1G16110.1"	"88.612"	"641"	"66"	"5"	"1"	"636"	"1"	"639"	"0"	"1115"	"87"	"731"	"642"
"XP_020867228.1"	729	"AT1G16110.1, AT1G16120.1, AT1G16160.1"	"AT1G16160.1"	"other"	NA	NA	NA	"OG0002987"	"AT1G16110.1, AT1G16120.1, AT1G16160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G16160.1"	"80"	"735"	"132"	"8"	"1"	"725"	"1"	"730"	"0"	"1139"	"99"	"729"	"731"
"XP_020867229.1"	313	"AT1G16080.1"	"AT1G16080.1"	"orthologue"	"AT1G16080.1"	"N0.HOG0021109"	"AT1G16080.1"	"OG0014561"	"AT1G16080.1"	"AT1G16080.1"	313	313	100	100	313	98.722	632	"AT1G16080.1"	"98.722"	"313"	"4"	"0"	"1"	"313"	"1"	"313"	"0"	"632"	"100"	"313"	"313"
"XP_020867230.1"	277	"AT1G16090.1"	"AT1G16090.1"	"orthologue"	"AT1G16090.1"	"N0.HOG0002152"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"OG0000362"	"AT1G16090.1, AT1G69730.1, AT1G79680.1"	"AT1G16090.1"	277	317	95	80	264	84.091	439	"AT1G16090.1"	"84.091"	"264"	"33"	"1"	"1"	"264"	"1"	"255"	"4.5e-157"	"439"	"95"	"277"	"317"
"XP_020867231.1"	130	"AT1G08780.1"	"AT1G08780.1"	"orthologue"	"AT1G08780.1"	"N0.HOG0015352"	"AT1G08780.1"	"OG0009188"	"AT1G08780.1"	"AT1G08780.1"	130	129	99	100	129	93.798	246	"AT1G08780.1"	"93.798"	"129"	"8"	"0"	"2"	"130"	"1"	"129"	"5.52e-86"	"246"	"99"	"130"	"129"
"XP_020867232.1"	571	"AT1G10570.1"	"AT1G10570.1"	"orthologue"	"AT1G10570.1"	"N0.HOG0006960"	"AT1G10570.1"	"OG0002506"	"AT1G10570.1, AT1G60220.1, AT2G10625.1"	"AT1G10570.1"	571	571	99	99	571	91.769	1040	"AT1G10570.1"	"91.769"	"571"	"45"	"2"	"1"	"570"	"1"	"570"	"0"	"1060"	"99"	"571"	"571"
"XP_020867234.1"	189	"AT1G10585.1"	"AT1G10585.1"	"orthologue"	"AT1G10585.1"	"N0.HOG0008596"	"AT1G10586.1, AT1G10585.1"	"OG0003462"	"AT1G10585.1, AT1G10586.1"	"AT1G10585.1"	189	181	94	98	178	94.944	345	"AT1G10585.1"	"94.944"	"178"	"9"	"0"	"12"	"189"	"1"	"178"	"3.27e-123"	"345"	"94"	"189"	"181"
"XP_020867235.1"	254	"AT1G29530.1"	"AT1G29530.1"	"orthologue"	"AT1G29530.1"	"N0.HOG0004829"	"AT2G34310.1, AT1G29530.1"	"OG0001416"	"AT1G29530.1, AT2G34310.1"	"AT1G29530.1"	254	236	100	100	254	81.102	346	"AT1G29530.1"	"81.102"	"254"	"30"	"2"	"1"	"254"	"1"	"236"	"5.56e-122"	"346"	"100"	"254"	"236"
"XP_020867238.1"	243	"AT1G29550.1, AT1G29590.1"	"AT1G29550.1"	"orthologue"	"AT1G29550.1, AT1G29590.1"	"N0.HOG0011499"	"AT1G29550.1, AT1G29590.1"	"OG0005682"	"AT1G29550.1, AT1G29590.1"	"AT1G29550.1"	243	240	100	100	243	91.358	455	"AT1G29550.1"	"91.358"	"243"	"18"	"2"	"1"	"243"	"1"	"240"	"3.19e-165"	"455"	"100"	"243"	"240"
"XP_020867239.1"	158	"AT1G29520.1"	"AT1G29520.1"	"orthologue"	"AT1G29520.1"	"N0.HOG0011034"	"AT1G29520.1"	"OG0005281"	"AT1G29520.1"	"AT1G29520.1"	158	158	100	100	158	98.101	312	"AT1G29520.1"	"98.101"	"158"	"3"	"0"	"1"	"158"	"1"	"158"	"2.24e-111"	"312"	"100"	"158"	"158"
"XP_020867240.1"	135	"AT1G29540.1"	"AT1G29540.1"	"orthologue"	"AT1G29540.1"	"N0.HOG0023468"	"AT1G29540.1"	"OG0016859"	"AT1G29540.1"	"AT1G29540.1"	135	135	100	100	135	94.074	218	"AT1G29540.1"	"94.074"	"135"	"8"	"0"	"1"	"135"	"1"	"135"	"2.08e-76"	"222"	"100"	"135"	"135"
"XP_020867241.1"	119	"AT1G29580.1"	"AT1G29580.1"	"orthologue"	"AT1G29580.1"	"N0.HOG0008923"	"AT1G29580.1"	"OG0003669"	"AT1G29580.1, AT1G55080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G55080.1"	"70.588"	"102"	"29"	"1"	"17"	"118"	"143"	"243"	"7.36e-45"	"145"	"86"	"119"	"244"
"XP_020867242.1"	375	"AT1G09650.1, AT1G11270.1, AT1G12490.1, AT2G34280.1, AT4G01640.1, AT5G10340.1, AT5G16285.1"	"AT1G11270.1"	"other"	NA	NA	NA	"OG0000075"	"AT1G09650.1, AT1G11270.1, AT1G12490.1, AT2G34280.1, AT4G01640.1, AT5G10340.1, AT5G16285.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G11270.1"	"57.692"	"312"	"111"	"4"	"1"	"292"	"1"	"311"	"6.99e-118"	"344"	"78"	"375"	"312"
"XP_020867243.1"	360	"AT1G29600.2"	"AT1G29600.2"	"orthologue"	"AT1G29600.2"	"N0.HOG0029904"	"AT1G29600.2"	"OG0022822"	"AT1G29600.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29600.2"	"68.314"	"344"	"73"	"5"	"1"	"340"	"1"	"312"	"5.43e-154"	"435"	"94"	"360"	"313"
"XP_020867246.1"	377	"AT1G06240.1"	"AT1G06240.1"	"orthologue"	"AT1G06240.1"	"N0.HOG0023857"	"AT1G06240.1"	"OG0017242"	"AT1G06240.1"	"AT1G06240.1"	377	383	99	100	383	93.734	726	"AT1G06240.1"	"93.734"	"383"	"17"	"2"	"2"	"377"	"1"	"383"	"0"	"726"	"99"	"377"	"383"
"XP_020867247.1"	23	"AT1G21738.1"	"AT1G21738.1"	"orthologue"	"AT1G21738.1"	"N0.HOG0034896"	"AT1G21738.1"	"OG0027707"	"AT1G21738.1"	"AT1G21738.1"	23	30	96	73	22	81.818	39.3	"AT1G21738.1"	"81.818"	"22"	"4"	"0"	"1"	"22"	"1"	"22"	"4.49e-07"	"39.3"	"96"	"23"	"30"
"XP_020867248.1"	406	"AT1G05140.1"	"AT1G05140.1"	"orthologue"	"AT1G05140.1"	"N0.HOG0007581"	"AT1G05140.1"	"OG0002841"	"AT1G05140.1, AT2G32480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05140.1"	"86.848"	"441"	"23"	"3"	"1"	"406"	"1"	"441"	"0"	"705"	"100"	"406"	"441"
"XP_020867251.1"	370	"AT1G44800.1"	"AT1G44800.1"	"orthologue"	"AT1G44800.1"	"N0.HOG0013753"	"AT1G44800.1"	"OG0007669"	"AT1G44800.1"	"AT1G44800.1"	370	370	100	100	370	98.649	740	"AT1G44800.1"	"98.649"	"370"	"5"	"0"	"1"	"370"	"1"	"370"	"0"	"740"	"100"	"370"	"370"
