Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0050226												CARHR184530							
OG0050227												CARHR185240							
OG0050228												CARHR185280							
OG0050229												CARHR185370							
OG0050230												CARHR186590							
OG0050231												CARHR186600							
OG0050232												CARHR186620							
OG0050233												CARHR187490							
OG0050234												CARHR187820							
OG0050235												CARHR188050							
OG0050236												CARHR188160							
OG0050237												CARHR188190							
OG0050238												CARHR188630							
OG0050239												CARHR188970							
OG0050240												CARHR189290							
OG0050241												CARHR191230							
OG0050242												CARHR191610							
OG0050243												CARHR191790							
OG0050244												CARHR192930							
OG0050245												CARHR193060							
OG0050246												CARHR194250							
OG0050247												CARHR194920							
OG0050248												CARHR195120							
OG0050249												CARHR195190							
OG0050250												CARHR195270							
OG0050251												CARHR195450							
OG0050252												CARHR195700							
OG0050253												CARHR196590							
OG0050254												CARHR196600							
OG0050255												CARHR197690							
OG0050256												CARHR197930							
OG0050257												CARHR197970							
OG0050258												CARHR198190							
OG0050259												CARHR198350							
OG0050260												CARHR198920							
OG0050261												CARHR199270							
OG0050262												CARHR199410							
OG0050263												CARHR199890							
OG0050264												CARHR200170							
OG0050265												CARHR201360							
OG0050266												CARHR202180							
OG0050267												CARHR202460							
OG0050268												CARHR203420							
OG0050269												CARHR203500							
OG0050270												CARHR203630							
OG0050271												CARHR203670							
OG0050272												CARHR203810							
OG0050273												CARHR203820							
OG0050274												CARHR204100							
OG0050275												CARHR204530							
OG0050276												CARHR204860							
OG0050277												CARHR204900							
OG0050278												CARHR204960							
OG0050279												CARHR205530							
OG0050280												CARHR207570							
OG0050281												CARHR208010							
OG0050282												CARHR208400							
OG0050283												CARHR208490							
OG0050284												CARHR209430							
OG0050285												CARHR209700							
OG0050286												CARHR210720							
OG0050287												CARHR210950							
OG0050288												CARHR211710							
OG0050289												CARHR212930							
OG0050290												CARHR214150							
OG0050291												CARHR214360							
OG0050292												CARHR214590							
OG0050293												CARHR214650							
OG0050294												CARHR214980							
OG0050295												CARHR215180							
OG0050296												CARHR215580							
OG0050297												CARHR215840							
OG0050298												CARHR216090							
OG0050299												CARHR216470							
OG0050300												CARHR216950							
OG0050301												CARHR217110							
OG0050302												CARHR217660							
OG0050303												CARHR217690							
OG0050304												CARHR217700							
OG0050305												CARHR217730							
OG0050306												CARHR217750							
OG0050307												CARHR217930							
OG0050308												CARHR217990							
OG0050309												CARHR218310							
OG0050310												CARHR218410							
OG0050311												CARHR218480							
OG0050312												CARHR218760							
OG0050313												CARHR218920							
OG0050314												CARHR219120							
OG0050315												CARHR219130							
OG0050316												CARHR219600							
OG0050317												CARHR219710							
OG0050318												CARHR219850							
OG0050319												CARHR219880							
OG0050320												CARHR219890							
OG0050321												CARHR220220							
OG0050322												CARHR220330							
OG0050323												CARHR221110							
OG0050324												CARHR221710							
OG0050325												CARHR222190							
OG0050326												CARHR222240							
OG0050327												CARHR222390							
OG0050328												CARHR222960							
OG0050329												CARHR225430							
OG0050330												CARHR226420							
OG0050331												CARHR226620							
OG0050332												CARHR226830							
OG0050333												CARHR226850							
OG0050334												CARHR226910							
OG0050335												CARHR227080							
OG0050336												CARHR227190							
OG0050337												CARHR227610							
OG0050338												CARHR228570							
OG0050339												CARHR228600							
OG0050340												CARHR228670							
OG0050341												CARHR230530							
OG0050342												CARHR230950							
OG0050343												CARHR232570							
OG0050344												CARHR232730							
OG0050345												CARHR233100							
OG0050346												CARHR233840							
OG0050347												CARHR234070							
OG0050348												CARHR234210							
OG0050349												CARHR234610							
OG0050350												CARHR234660							
OG0050351												CARHR234830							
OG0050352												CARHR234840							
OG0050353												CARHR235520							
OG0050354												CARHR235790							
OG0050355												CARHR236630							
OG0050356												CARHR236980							
OG0050357												CARHR238500							
OG0050358												CARHR239700							
OG0050359												CARHR239790							
OG0050360												CARHR240050							
OG0050361												CARHR240450							
OG0050362												CARHR241080							
OG0050363												CARHR241250							
OG0050364												CARHR241950							
OG0050365												CARHR242780							
OG0050366												CARHR244180							
OG0050367												CARHR244250							
OG0050368												CARHR244500							
OG0050369												CARHR244850							
OG0050370												CARHR245940							
