Orthogroup	Arabidopsis_lyrata_Rawat	Raphanus_sativus
OG0009457	AL5G41180	XP_018486548.1, XP_018486527.1
OG0009459	AL5G40770	XP_018432854.1
OG0009460	AL5G40570	XP_018492763.1, XP_018446596.1
OG0009461	AL5G40490	XP_018442430.1, XP_018485908.1
OG0009462	AL5G40400	XP_018493313.1, XP_018445501.1
OG0009463	AL5G40310	XP_018481018.1, XP_018445001.1
OG0009464	AL5G40210	XP_018443622.1
OG0009465	AL5G39890	XP_018461781.1, XP_018480145.1, XP_018490092.1
OG0009466	AL5G39830	XP_018486052.1, XP_018445165.1
OG0009467	AL5G39650	XP_018481757.1, XP_018490237.1
OG0009468	AL5G39520	XP_018487254.1, XP_018462483.1
OG0009469	AL5G38660	XP_018493030.1, XP_018493045.1
OG0009470	AL5G38600	XP_018486154.1
OG0009471	AL5G38540	XP_018493410.1
OG0009472	AL5G38370	XP_018492480.1, XP_018446220.1
OG0009473	AL5G38360	XP_018492478.1, XP_018492482.1, XP_018445833.1
OG0009474	AL5G37860	XP_018486124.1, XP_018432542.1
OG0009475	AL5G37620	XP_018487252.1, XP_018462538.1
OG0009476	AL5G37250	XP_018490677.1, XP_018489659.1
OG0009477	AL5G37140	XP_018478199.1
OG0009478	AL5G36720	XP_018444940.1, XP_018481418.1, XP_018481386.1
OG0009479	AL5G36570	XP_018480625.1, XP_018487316.1
OG0009480	AL5G36510	XP_018477452.1, XP_018486435.1
OG0009482	AL5G36370	XP_018478000.1
OG0009483	AL5G36060	XP_018443165.1, XP_018432553.1
OG0009484	AL5G36030	XP_018492496.1, XP_018445863.1
OG0009485	AL5G35820	XP_018487325.1, XP_018464743.1
OG0009486	AL5G35800	XP_018493408.1
OG0009487	AL5G35760	XP_018443131.1, XP_018446131.1
OG0009488	AL5G35420	XP_018485512.1, XP_018445915.1
OG0009489	AL5G35390	XP_018445917.1
OG0009491	AL5G35260	XP_018480119.1, XP_018432923.1
OG0009492	AL5G35210	XP_018443873.1, XP_018491306.1
OG0009493	AL5G35190	XP_018486350.1, XP_018481560.1
OG0009494	AL5G35140	XP_018492709.1, XP_018459337.1
OG0009495	AL1G33910	XP_018473493.1, XP_018436861.1
OG0009496	AL5G35060	XP_018458885.1, XP_018485847.1
OG0009497	AL5G34830	XP_018464827.1, XP_018481182.1
OG0009498	AL5G34410	XP_018463623.1, XP_018464021.1, XP_018446433.1
OG0009500	AL5G34080	XP_018448912.1, XP_018490352.1
OG0009501	AL5G34070	XP_018450837.1, XP_018485995.1
OG0009502	AL5G34030	XP_018461241.1, XP_018486797.1, XP_018461245.1, XP_018489728.1
OG0009503	AL5G33640	XP_018458102.1, XP_018477923.1
OG0009504	AL5G33630, AL6G51120	XP_018492775.1
OG0009505	AL5G33350	XP_018459759.1, XP_018459773.1
OG0009506	AL8G28840	XP_018453303.1, XP_018462448.1
OG0009507	AL8G28610	XP_018468365.1
OG0009508	AL8G28300	XP_018466548.1, XP_018457033.1
OG0009509	AL8G28290	XP_018457035.1, XP_018469902.1, XP_018456842.1
OG0009510	AL8G28190	XP_018468223.1, XP_018464561.1
OG0009511	AL8G28160	XP_018474408.1, XP_018474182.1
OG0009512	AL8G28060	XP_018456555.1, XP_018474181.1
OG0009514	AL7G39060	XP_018470396.1, XP_018478855.1
OG0009515	AL3G40050	XP_018490084.1
OG0009516	AL3G40110	XP_018487007.1, XP_018486457.1
OG0009517	AL26U10030, AL3G41050, AL3G40880, AL26U10060, AL3G41020	XP_018491019.1
OG0009518	AL3G43360	XP_018434583.1, XP_018485922.1
OG0009519	AL3G39630	XP_018492550.1
OG0009520	AL3G39760	XP_018486177.1
OG0009521	AL2G24640	XP_018460359.1, XP_018446882.1, XP_018460360.1
OG0009522	AL2G25670	XP_018466581.1, XP_018443090.1, XP_018472221.1
OG0009523	AL2G25860	XP_018442891.1, XP_018442555.1
OG0009524	AL2G25900	XP_018472060.1, XP_018443155.1
OG0009525	AL2G25910	XP_018472059.1, XP_018442490.1
OG0009526	AL2G26230	XP_018445953.1, XP_018471741.1
OG0009527	AL2G26390	XP_018446000.1, XP_018445765.1
OG0009528	AL2G26970	XP_018447007.1, XP_018446228.1
OG0009529	AL2G26950	XP_018447006.1, XP_018446227.1, XP_018445736.1, XP_018463419.1
OG0009530	AL2G26800	XP_018468726.1, XP_018452801.1
OG0009531	AL2G26780	XP_018445099.1, XP_018452684.1
OG0009532	AL2G27030	XP_018444832.1
OG0009533	AL2G27070	XP_018468706.1, XP_018451980.1
OG0009534	AL2G27300	XP_018453331.1, XP_018448182.1
OG0009535	AL7G45140	XP_018450688.1, XP_018451773.1
OG0009536	AL7G45180	XP_018458160.1
OG0009537	AL8G22000	XP_018463019.1
OG0009538	AL3G51070	XP_018437556.1
OG0009539	AL3G51320	XP_018454770.1, XP_018434532.1
OG0009540	AL3G51980	XP_018440909.1, XP_018454669.1
OG0009541	AL3G52910	XP_018455751.1
OG0009542	AL3G48720	XP_018462596.1, XP_018434518.1
OG0009543	AL3G48710	XP_018456620.1
OG0009544	AL3G48550	XP_018454902.1, XP_018464874.1
OG0009545	AL4G39190	XP_018483310.1
OG0009546	AL4G38960	XP_018482198.1, XP_018441837.1
OG0009547	AL4G38770	XP_018433135.1, XP_018477184.1, XP_018478115.1
OG0009548	AL4G34440, AL4G38660	XP_018484427.1, XP_018484456.1
OG0009549	AL4G38600	XP_018475020.1, XP_018482000.1
OG0009550	AL4G38510	XP_018476491.1
OG0009551	AL4G38340	XP_018478573.1, XP_018461155.1
OG0009552	AL4G38330	XP_018476455.1, XP_018478750.1
OG0009553	AL4G38190	XP_018464840.1, XP_018458718.1
OG0009554	AL4G38150	XP_018478227.1, XP_018458716.1
OG0009555	AL4G37940	XP_018475565.1, XP_018458714.1
OG0009556	AL4G37770	XP_018481532.1, XP_018459966.1, XP_018438379.1, XP_018474019.1
OG0009557	AL4G37740	XP_018475721.1, XP_018477569.1
OG0009558	AL4G37440	XP_018477146.1, XP_018433762.1
OG0009560	AL4G37360	XP_018483975.1
OG0009561	AL4G37350	XP_018472795.1
OG0009562	AL4G37150	XP_018461422.1, XP_018439036.1
OG0009563	AL5G21540	XP_018491171.1
OG0009564	AL4G36930	XP_018438285.1, XP_018480962.1
OG0009565	AL4G36880, AL938U10010	XP_018437958.1, XP_018437957.1
OG0009566	AL4G36810	XP_018434921.1
OG0009567	AL4G36530	XP_018441188.1, XP_018476212.1
OG0009568	AL4G36430	XP_018478441.1, XP_018442039.1
OG0009569	AL4G36190	XP_018474671.1, XP_018458420.1, XP_018440900.1
OG0009570	AL4G36090	XP_018437981.1, XP_018472838.1
OG0009571	AL4G36080	XP_018472837.1
OG0009572	AL4G36030	XP_018439226.1, XP_018478311.1
OG0009573	AL4G36010	XP_018476902.1, XP_018476908.1, XP_018484791.1
OG0009574	AL4G35990	XP_018476905.1
OG0009575	AL4G35880	XP_018433090.1, XP_018476761.1
OG0009576	AL4G35870	XP_018433092.1, XP_018476765.1, XP_018476763.1
OG0009577	AL4G35780	XP_018475917.1, XP_018437522.1
OG0009578	AL4G35760	XP_018485141.1, XP_018476019.1
OG0009579	AL4G35510	XP_018474863.1, XP_018465020.1
OG0009580	AL4G35350, AL4G35310	XP_018472952.1
OG0009581	AL4G35110	XP_018436525.1, XP_018477767.1
OG0009582	AL4G35040	XP_018476683.1, XP_018440192.1
OG0009583	AL4G34960	XP_018482497.1, XP_018482743.1
OG0009585	AL4G34800	XP_018441846.1
OG0009586	AL4G34710	XP_018436370.1, XP_018474054.1
OG0009587	AL4G33830	XP_018465120.1, XP_018437483.1
OG0009588	AL4G33800	XP_018433915.1, XP_018473010.1, XP_018466079.1
OG0009589	AL4G33740	XP_018480701.1, XP_018433295.1
OG0009590	AL5G11260	XP_018478180.1, XP_018452847.1
OG0009591	AL4G33710	XP_018478763.1, XP_018478762.1
OG0009592	AL6G41550	XP_018452090.1, XP_018459947.1, XP_018472798.1
OG0009593	AL4G33630	XP_018477599.1, XP_018477319.1, XP_018475703.1
OG0009594	AL4G33480	XP_018472903.1, XP_018478623.1
OG0009595	AL4G33390	XP_018476384.1, XP_018439716.1
OG0009596	AL4G33170	XP_018439283.1, XP_018474619.1
OG0009597	AL4G33140	XP_018475933.1, XP_018483616.1
OG0009598	AL6G47480	XP_018460768.1, XP_018453805.1
OG0009599	AL6G47520	XP_018468812.1, XP_018476930.1, XP_018457020.1
OG0009600	AL6G47830	XP_018472686.1
OG0009602	AL6G48100	XP_018454627.1
OG0009603	AL5G10480	XP_018433705.1
OG0009604	AL6G48370	XP_018454485.1
OG0009605	AL6G46900	XP_018468564.1, XP_018455786.1
OG0009606	AL6G47220	XP_018458656.1
OG0009607	AL6G47260	XP_018455008.1, XP_018454962.1
OG0009608	AL6G47310	XP_018458657.1, XP_018476769.1
OG0009609	AL4G10350, AL3G24700	XP_018477278.1, XP_018436220.1
OG0009610	AL4G10440	XP_018484670.1, XP_018441189.1
OG0009611	AL4G10740	XP_018464791.1, XP_018463189.1
OG0009612	AL4G11550	XP_018441547.1
OG0009613	AL4G11190	XP_018481132.1, XP_018466259.1
OG0009614	AL4G11200	XP_018482206.1, XP_018438381.1
OG0009615	AL4G13440	XP_018480295.1, XP_018480296.1
OG0009616	AL4G13860	XP_018436685.1, XP_018481010.1
OG0009617	AL4G13790	XP_018459007.1, XP_018459008.1
OG0009618	AL4G14660	XP_018481712.1
OG0009619	AL4G16610	XP_018478627.1, XP_018441562.1
OG0009620	AL4G16270	XP_018477385.1
OG0009621	AL4G19100	XP_018488853.1, XP_018465798.1, XP_018459053.1
OG0009622	AL4G18950	XP_018492993.1
OG0009623	AL4G18860	XP_018483591.1, XP_018483588.1
OG0009624	AL4G19310	XP_018490160.1, XP_018479797.1
OG0009625	AL7G28560	XP_018469293.1, XP_018469014.1
OG0009626	AL1G51990	XP_018483932.1
OG0009627	AL4G17330	XP_018486075.1, XP_018483305.1
OG0009628	AL1G51240	XP_018483302.1, XP_018486074.1
OG0009629	AL1G50930	XP_018441924.1
OG0009630	AL1G50340	XP_018485398.1
OG0009631	AL1G49810	XP_018489532.1, XP_018464369.1, XP_018447164.1
OG0009632	AL1G49170	XP_018465902.1, XP_018464368.1
OG0009633	AL1G48910	XP_018457892.1
OG0009634	AL1G48280	XP_018459719.1, XP_018490544.1
OG0009635	AL1G47900	XP_018485397.1, XP_018493171.1
OG0009636	AL6G43390	XP_018459454.1, XP_018452164.1
OG0009637	AL6G43350	XP_018476965.1, XP_018447180.1
OG0009638	AL6G42350	XP_018453253.1, XP_018452929.1
OG0009639	AL6G45620, AL6G42220	XP_018442352.1
OG0009640	AL6G44260	XP_018450544.1
OG0009641	AL6G44680	XP_018452111.1, XP_018452106.1, XP_018473097.1
OG0009642	AL6G44720	XP_018475139.1
OG0009643	AL6G44770	XP_018455394.1, XP_018467001.1
OG0009644	AL6G44840	XP_018476897.1, XP_018456403.1
OG0009645	AL6G46500	XP_018457083.1, XP_018471867.1
OG0009646	AL6G30720	XP_018468548.1, XP_018443275.1
OG0009647	AL6G30760	XP_018448763.1, XP_018442322.1
OG0009648	AL6G38290	XP_018437001.1, XP_018435616.1, XP_018454692.1
OG0009649	AL6G38320	XP_018440826.1, XP_018435180.1, XP_018457138.1
OG0009650	AL6G38390	XP_018441666.1, XP_018477170.1
OG0009651	AL6G38520	XP_018456923.1, XP_018467586.1
OG0009652	AL6G38640	XP_018478317.1, XP_018462675.1
OG0009653	AL6G38850	XP_018484287.1
OG0009654	AL6G39000	XP_018478887.1, XP_018466511.1
OG0009655	AL5G13610	XP_018446359.1
OG0009656	AL6G39200	XP_018436694.1, XP_018464477.1, XP_018484832.1
OG0009657	AL6G39420	XP_018433097.1, XP_018433094.1, XP_018484151.1
OG0009658	AL6G39560	XP_018441787.1, XP_018457580.1
OG0009659	AL6G39580	XP_018478965.1, XP_018441789.1
OG0009660	AL6G40490	XP_018484251.1, XP_018441967.1
OG0009661	AL3G48070	XP_018467037.1, XP_018438184.1
OG0009662	AL3G48010	XP_018437776.1, XP_018455764.1
OG0009663	AL3G47910	XP_018438191.1, XP_018438188.1
OG0009664	AL3G53260	XP_018454373.1, XP_018454368.1, XP_018434047.1
OG0009665	AL3G53330	XP_018437384.1, XP_018457936.1
OG0009666	AL3G53470	XP_018440427.1, XP_018440481.1
OG0009667	AL3G53930	XP_018438546.1
OG0009668	AL1G56500, AL1G56480	XP_018440336.1
OG0009669	AL5G25000	XP_018434025.1
OG0009670	AL5G24960	XP_018434024.1
OG0009671	AL4G47650	XP_018439576.1, XP_018439182.1, XP_018482862.1
OG0009672	AL4G47620	XP_018441624.1, XP_018439245.1, XP_018440110.1
OG0009673	AL4G47570, AL7G17990	XP_018440848.1, XP_018440839.1
OG0009674	AL39U10130, AL4G47530	XP_018484148.1, XP_018484094.1
OG0009675	AL39U10100, AL4G47490	XP_018484471.1, XP_018484451.1
OG0009676	AL39U10080, AL4G47470	XP_018434827.1, XP_018434836.1
OG0009677	AL4G47400	XP_018472662.1, XP_018462049.1, XP_018458607.1
OG0009678	AL4G47240	XP_018437976.1, XP_018480836.1
OG0009679	AL4G46200	XP_018484925.1, XP_018440366.1
OG0009680	AL4G46180	XP_018484924.1, XP_018440365.1
OG0009681	AL4G46060	XP_018485199.1, XP_018433263.1
OG0009682	AL4G45930	XP_018439865.1, XP_018485202.1
OG0009683	AL7G25680	XP_018472413.1
OG0009684	AL4G45920	XP_018439867.1, XP_018473064.1
OG0009685	AL4G45910	XP_018484440.1, XP_018476218.1
OG0009686	AL4G45770, AL2G13980	XP_018438537.1, XP_018436464.1
OG0009687	AL1G52370	XP_018467982.1, XP_018447609.1
OG0009688	AL4G45520	XP_018434750.1, XP_018434757.1
OG0009689	AL4G45490	XP_018441386.1, XP_018441387.1
OG0009690	AL4G45410	XP_018437470.1, XP_018481707.1
OG0009691	AL4G45310	XP_018485232.1, XP_018464999.1
OG0009692	AL4G45240	XP_018475752.1, XP_018482502.1, XP_018479141.1
OG0009693	AL4G44940	XP_018478853.1, XP_018433754.1
OG0009694	AL4G44920	XP_018475671.1, XP_018440977.1
OG0009695	AL4G44910	XP_018475669.1, XP_018475668.1
OG0009696	AL4G44810	XP_018476179.1, XP_018476177.1
OG0009697	AL4G44670	XP_018434154.1, XP_018478861.1
OG0009698	AL4G44660	XP_018478605.1
OG0009699	AL4G44590	XP_018481520.1, XP_018440274.1
OG0009700	AL4G44370	XP_018440033.1
OG0009701	AL4G44360	XP_018476827.1, XP_018441655.1
OG0009702	AL4G44320	XP_018478089.1
OG0009703	AL4G44220	XP_018466162.1, XP_018481625.1
OG0009704	AL4G44140	XP_018436974.1
OG0009705	AL4G44120	XP_018441212.1
OG0009706	AL4G43780	XP_018464254.1, XP_018476963.1
OG0009707	AL4G43420	XP_018464482.1, XP_018437178.1, XP_018437167.1
OG0009708	AL4G43140	XP_018439869.1, XP_018474748.1
OG0009709	AL4G43010	XP_018472775.1, XP_018463097.1, XP_018441686.1
OG0009710	AL4G42680	XP_018473177.1, XP_018440107.1
OG0009711	AL4G42240	XP_018441268.1, XP_018477349.1
OG0009712	AL4G42050	XP_018481577.1, XP_018481608.1, XP_018461148.1
OG0009713	AL4G42000	XP_018472888.1, XP_018485134.1
OG0009714	AL4G41970	XP_018472925.1
OG0009715	AL4G41690	XP_018477906.1, XP_018463279.1
OG0009716	AL4G41680	XP_018475589.1, XP_018466483.1, XP_018439966.1
OG0009717	AL4G41570	XP_018440471.1
OG0009718	AL4G41530	XP_018476972.1
OG0009719	AL8G11620	XP_018464424.1
OG0009720	AL4G41430	XP_018483391.1
OG0009721	AL4G41120	XP_018482780.1, XP_018478624.1, XP_018436549.1, XP_018436550.1
OG0009722	AL4G41110	XP_018482352.1, XP_018482775.1
OG0009723	AL4G40840, AL409U10030	XP_018484080.1
OG0009724	AL409U10020, AL4G40830	XP_018433046.1
OG0009725	AL4G40770	XP_018435062.1, XP_018484079.1
OG0009726	AL4G40680	XP_018484075.1, XP_018441462.1
OG0009727	AL4G40020	XP_018433278.1
OG0009728	AL4G40140	XP_018440706.1, XP_018482942.1
OG0009729	nbis-gene-1140	XP_018481943.1, XP_018438181.1
OG0009730	AL4G39560	XP_018477900.1, XP_018439306.1
OG0009731	AL3G32840	XP_018486884.1
OG0009732	AL8G11260	XP_018456254.1, XP_018483064.1
OG0009733	AL3G11140	XP_018488829.1, XP_018432675.1
OG0009734	AL3G11420	XP_018485688.1, XP_018491348.1
OG0009735	AL3G11660	XP_018490816.1
OG0009736	AL3G11700	XP_018464033.1, XP_018492987.1
OG0009737	AL3G11910	XP_018492744.1, XP_018433202.1
OG0009738	AL3G11980	XP_018485932.1
OG0009739	AL3G12260	XP_018493541.1, XP_018491798.1, XP_018491797.1
OG0009740	AL3G12360	XP_018434565.1, XP_018488972.1
OG0009741	AL3G12750	XP_018433592.1, XP_018492089.1
OG0009742	AL3G12810	XP_018489098.1
OG0009743	AL3G12830	XP_018493353.1, XP_018466903.1
OG0009744	AL3G13090	XP_018434907.1, XP_018487356.1
OG0009745	AL3G13330	XP_018487306.1, XP_018492677.1
OG0009746	AL3G13860	XP_018486138.1, XP_018466336.1, XP_018438964.1
OG0009747	AL3G13970	XP_018438968.1, XP_018489808.1
OG0009748	AL3G14330	XP_018491240.1
OG0009749	AL3G14410	XP_018493055.1
OG0009750	AL3G14590	XP_018490374.1
OG0009751	AL3G14600	XP_018433513.1
OG0009752	AL3G14670	XP_018486261.1, XP_018486450.1
OG0009753	AL3G14730	XP_018486727.1
OG0009754	AL3G14760	XP_018490119.1
OG0009755	AL3G14850	XP_018467588.1, XP_018439561.1
OG0009756	AL3G15220	XP_018492869.1
OG0009757	AL3G15090, AL3G15360	XP_018432740.1
OG0009758	AL3G15460	XP_018492429.1
OG0009759	AL3G15560, AL3G15550	XP_018435321.1
OG0009760	AL3G16320	XP_018493311.1, XP_018485487.1
OG0009761	AL3G16890	XP_018491645.1
OG0009762	AL3G16910	XP_018488738.1, XP_018487365.1
OG0009764	AL3G17160	XP_018437033.1, XP_018486268.1
OG0009765	AL3G17180	XP_018492040.1, XP_018492054.1
OG0009766	AL669U10010, AL3G17370	XP_018490400.1, XP_018493517.1, XP_018488980.1
OG0009767	AL3G17570	XP_018485718.1
OG0009768	AL3G17730	XP_018490181.1, XP_018492196.1
OG0009769	AL3G17920	XP_018486088.1, XP_018436965.1
OG0009770	AL7G26030	XP_018449683.1, XP_018467853.1
OG0009771	AL3G18020	XP_018491720.1, XP_018489647.1
OG0009772	AL3G18300	XP_018437863.1, XP_018491705.1, XP_018486476.1
OG0009773	AL3G18320	XP_018439559.1, XP_018491119.1
OG0009774	AL3G18370	XP_018485586.1, XP_018438100.1, XP_018491709.1
OG0009775	AL3G18460	XP_018490986.1, XP_018485401.1
OG0009776	AL3G18600	XP_018491500.1, XP_018438906.1, XP_018441876.1
OG0009777	AL3G18610	XP_018437987.1, XP_018491503.1
OG0009778	AL3G18650	XP_018487165.1, XP_018434768.1
OG0009779	AL3G18880	XP_018493241.1, XP_018493244.1
OG0009780	AL3G18990	XP_018486346.1, XP_018485661.1
OG0009781	AL3G19010	XP_018434555.1, XP_018486888.1
OG0009782	AL3G19140	XP_018439784.1, XP_018485970.1
OG0009783	AL3G19310	XP_018434018.1, XP_018486315.1
OG0009784	AL3G19330	XP_018433964.1, XP_018486774.1
OG0009785	AL3G19340	XP_018490925.1, XP_018438723.1
OG0009786	AL3G19350	XP_018493188.1, XP_018490353.1
OG0009787	AL7G24830	XP_018480979.1, XP_018469300.1
OG0009788	AL3G19420	XP_018433365.1
OG0009789	AL3G19460	XP_018485411.1, XP_018489309.1
OG0009790	AL3G19610	XP_018486467.1
OG0009791	AL3G20050	XP_018437580.1, XP_018437800.1, XP_018490545.1
OG0009792	AL3G20160	XP_018433605.1, XP_018439327.1
OG0009793	AL3G20400, AL70U10030	XP_018490492.1
OG0009794	AL3G20490	XP_018488304.1
OG0009795	AL3G20570	XP_018489843.1, XP_018489592.1
OG0009796	AL3G21060	XP_018489184.1, XP_018438155.1, XP_018433628.1
OG0009797	AL3G21270	XP_018490184.1, XP_018462975.1, XP_018432519.1
OG0009798	AL3G21450	XP_018487193.1
OG0009799	AL3G21470	XP_018492807.1
OG0009800	AL3G21680	XP_018439651.1, XP_018488623.1
OG0009801	AL3G21900	XP_018441143.1, XP_018466053.1
OG0009802	nbis-gene-1457, AL3G21990	XP_018445460.1, XP_018445461.1
OG0009803	AL2G23980	XP_018489644.1, XP_018489645.1
OG0009804	AL3G22150	XP_018488914.1
OG0009805	AL3G22390	XP_018485416.1, XP_018435212.1
OG0009806	AL3G22500	XP_018486736.1, XP_018434869.1, XP_018439289.1
OG0009807	AL3G22590, AL467U10010	XP_018436571.1
OG0009808	AL3G22960	XP_018462124.1, XP_018488624.1
OG0009809	AL3G23030	XP_018487280.1, XP_018462126.1, XP_018441910.1
OG0009810	AL3G23440	XP_018487112.1, XP_018485567.1
OG0009811	AL3G23560	XP_018491967.1
OG0009812	AL3G23590	XP_018490808.1, XP_018462719.1, XP_018437301.1
OG0009813	AL3G23660	XP_018432839.1
OG0009814	AL3G23830	XP_018486902.1, XP_018458692.1
OG0009815	AL3G23880	XP_018492732.1, XP_018492731.1
OG0009816	AL3G23950	XP_018490425.1, XP_018491886.1, XP_018491885.1
OG0009817	AL3G24010	XP_018435356.1, XP_018492984.1
OG0009818	AL3G24200	XP_018490595.1, XP_018441391.1
OG0009819	AL6G43910	XP_018470879.1, XP_018468183.1, XP_018454465.1
OG0009820	AL3G24390	XP_018434408.1, XP_018489771.1
OG0009821	AL3G24480	XP_018485716.1, XP_018485955.1
OG0009822	AL3G24500	XP_018435360.1, XP_018435359.1
OG0009823	AL3G24680	XP_018438824.1, XP_018491142.1
OG0009824	AL3G24780	XP_018441009.1, XP_018491539.1
OG0009825	AL3G24800	XP_018434186.1, XP_018489620.1
OG0009826	AL3G24810	XP_018432658.1, XP_018492505.1
OG0009827	AL3G25020	XP_018489385.1
OG0009828	AL3G25090	XP_018441337.1, XP_018486695.1
OG0009829	AL3G25210	XP_018488496.1, XP_018440122.1
OG0009830	AL3G25450	XP_018464235.1, XP_018490075.1
OG0009831	AL3G25550	XP_018490556.1, XP_018486386.1
OG0009832	AL180U10010, AL3G25790	XP_018487293.1
OG0009833	AL3G25800	XP_018440008.1, XP_018491012.1
OG0009834	AL3G26300	XP_018435174.1, XP_018435191.1, XP_018463108.1
OG0009835	AL3G26500	XP_018434737.1, XP_018437206.1
OG0009836	AL3G26540	XP_018492820.1, XP_018488937.1
OG0009837	AL3G26560, AL3G26570	XP_018488936.1, XP_018461343.1
OG0009838	AL3G26590	XP_018488935.1, XP_018440431.1
OG0009839	AL8G19650	XP_018444253.1, XP_018441442.1
OG0009840	AL3G26680	XP_018487524.1, XP_018491991.1, XP_018440600.1
OG0009841	AL3G26810	XP_018493026.1, XP_018464678.1
OG0009842	AL3G27050	XP_018485604.1, XP_018461777.1
OG0009843	AL3G27460	XP_018492578.1
OG0009844	AL3G27470	XP_018489075.1, XP_018433342.1
OG0009845	AL7G26100	XP_018491250.1, XP_018480869.1
OG0009846	AL3G27650	XP_018490724.1, XP_018459438.1, XP_018490760.1
OG0009847	AL3G27660	XP_018490762.1
OG0009848	AL3G27690	XP_018439141.1, XP_018486941.1
OG0009849	AL3G27820	XP_018490786.1, XP_018466107.1
OG0009850	AL3G28180	XP_018493331.1
OG0009851	AL3G28500	XP_018493301.1, XP_018492474.1
OG0009852	AL3G28810	XP_018435424.1, XP_018486785.1
OG0009853	AL3G28830	XP_018438857.1, XP_018489144.1
OG0009854	AL3G28850	XP_018441773.1, XP_018485882.1
OG0009855	AL3G28910	XP_018489530.1, XP_018487543.1
OG0009856	AL4G34530, AL3G29070	XP_018488588.1
OG0009857	AL3G29150	XP_018486822.1
OG0009858	AL3G29810	XP_018432657.1, XP_018461240.1
OG0009859	AL3G29820	XP_018493413.1, XP_018463462.1
OG0009860	AL3G30240	XP_018435145.1
OG0009862	AL3G30970	XP_018486132.1, XP_018488263.1, XP_018440209.1
OG0009863	AL3G31070	XP_018492871.1, XP_018435449.1
OG0009864	AL3G31210	XP_018485831.1, XP_018485590.1
OG0009865	AL5G29290	XP_018470666.1
OG0009866	AL3G31490	XP_018489173.1, XP_018439135.1
OG0009867	AL3G31530	XP_018438581.1, XP_018490135.1
OG0009868	AL5G11600	XP_018483416.1, XP_018483414.1
OG0009869	AL3G31670	XP_018489863.1, XP_018438585.1
OG0009870	AL3G31710	XP_018493074.1
OG0009871	AL3G31810	XP_018488554.1, XP_018488572.1
OG0009872	nbis-gene-923, AL3G31870	XP_018463894.1, XP_018436898.1
OG0009873	AL3G31930	XP_018493521.1, XP_018482566.1
OG0009874	AL3G31980	XP_018433053.1
OG0009875	AL3G32170	XP_018491133.1
OG0009876	AL3G32350	XP_018492012.1
OG0009877	AL3G32390	XP_018486659.1
OG0009878	AL3G32440	XP_018491406.1
OG0009879	AL3G32460	XP_018487584.1
OG0009880	AL3G32530	XP_018438446.1
OG0009881	AL5G10130	XP_018452017.1, XP_018441777.1
OG0009882	AL3G32900	XP_018437822.1, XP_018487094.1
OG0009883	AL3G32920	XP_018486856.1
OG0009884	AL5G40450, AL3G33090	XP_018492675.1, XP_018458846.1
OG0009885	AL3G33120	XP_018493598.1, XP_018458852.1
OG0009886	AL3G33360	XP_018466526.1, XP_018464027.1
OG0009887	AL1G22990	XP_018458298.1, XP_018458297.1
OG0009888	AL3G33620	XP_018486299.1, XP_018485830.1
OG0009889	AL3G33890	XP_018438472.1, XP_018490031.1, XP_018490297.1
OG0009890	AL3G33900	XP_018435470.1, XP_018487600.1, XP_018489819.1
OG0009891	AL3G33960	XP_018489155.1, XP_018488859.1, XP_018487601.1, XP_018490734.1
OG0009892	AL3G34040	XP_018490778.1, XP_018439953.1, XP_018439941.1
