Orthogroup	Arabidopsis_lyrata_Rawat	Rorippa_islandica
OG0008446	AL6G48460	Roisl.0082s0252.1.p
OG0008447	AL7G22360	Roisl.0044s0139.1.p
OG0008448	AL7G38910	Roisl.0002s0050.1.p
OG0008449	AL7G38900	Roisl.0002s0049.1.p
OG0008450	AL1G54650	Roisl.0013s0140.1.p
OG0008451	AL1G54700	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p
OG0008452	AL1G54920	Roisl.0013s0119.1.p
OG0008453	AL1G55450	Roisl.0013s0077.1.p
OG0008454	AL1G55580	Roisl.0013s0069.1.p
OG0008456	AL2G34830	Roisl.0004s0404.1.p
OG0008457	AL7G11520	Roisl.0001s0520.1.p
OG0008458	AL7G11920	Roisl.0001s0496.1.p
OG0008459	AL7G12110	Roisl.0001s0478.1.p
OG0008460	AL7G12270	Roisl.0001s0463.1.p
OG0008461	AL7G12440	Roisl.0001s0448.1.p
OG0008462	AL7G12700	Roisl.0001s0427.1.p
OG0008463	AL7G12810	Roisl.0001s0417.1.p
OG0008464	nbis-gene-1699	Roisl.0001s0412.1.p
OG0008465	AL7G12940	Roisl.0001s0403.1.p
OG0008466	AL7G13000	Roisl.0001s0399.1.p
OG0008467	AL7G13090	Roisl.0001s0397.1.p
OG0008469	AL7G13580	Roisl.0001s0353.1.p
OG0008470	AL7G13760	Roisl.0001s0331.1.p
OG0008471	AL7G13910	Roisl.0001s0318.1.p
OG0008472	AL7G14110	Roisl.0001s0306.1.p
OG0008473	AL7G14240	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p
OG0008474	AL7G14450	Roisl.0001s0280.1.p
OG0008475	AL7G14550	Roisl.0001s0270.1.p
OG0008476	AL7G14770	Roisl.0001s0253.1.p
OG0008477	AL7G15100	Roisl.0001s0219.1.p
OG0008478	AL7G15380	Roisl.0001s0192.1.p
OG0008479	AL7G15680	Roisl.0001s0167.1.p
OG0008480	AL7G15890	Roisl.0001s0141.1.p
OG0008481	AL7G15830	Roisl.0001s0146.1.p
OG0008482	AL7G15820	Roisl.0001s0147.1.p
OG0008483	AL7G16250	Roisl.0001s0106.1.p
OG0008484	AL7G16360	Roisl.0001s0091.1.p
OG0008485	AL7G16630	Roisl.0001s0062.1.p
OG0008486	AL7G16650	Roisl.0001s0060.1.p
OG0008487	AL7G16790	Roisl.0001s0047.1.p
OG0008488	AL7G17080	Roisl.0001s0020.1.p
OG0008489	AL7G17210	Roisl.0001s0007.1.p
OG0008490	AL7G19600	Roisl.0003s0238.1.p
OG0008491	AL7G19580	Roisl.0003s0239.1.p
OG0008492	AL7G19570	Roisl.0003s0240.1.p
OG0008493	AL7G19550	Roisl.0003s0243.1.p
OG0008494	AL7G19220	Roisl.0003s0274.1.p
OG0008495	AL7G19060	Roisl.0003s0289.1.p
OG0008496	AL7G18710	Roisl.0003s0333.1.p
OG0008497	AL7G18460	Roisl.0003s0346.1.p
OG0008498	AL7G18390	Roisl.0008s0258.1.p
OG0008499	AL7G18340	Roisl.0008s0263.1.p
OG0008500	AL7G18090	Roisl.0008s0287.1.p
OG0008501	AL7G17680	Roisl.0008s0323.1.p
OG0008502	AL7G17400	Roisl.0008s0352.1.p
OG0008503	AL7G17360	Roisl.0008s0356.1.p
OG0008504	AL7G17330	Roisl.0008s0358.1.p
OG0008505	AL7G19670	Roisl.0003s0234.1.p
OG0008506	AL7G19700	Roisl.0003s0232.1.p
OG0008507	AL7G20060	Roisl.0003s0205.1.p
OG0008508	AL7G20550	Roisl.0003s0164.1.p
OG0008509	AL7G20650	Roisl.0003s0154.1.p
OG0008510	AL1G32760, AL7G20660	Roisl.0003s0153.1.p
OG0008511	AL7G20790	Roisl.0003s0141.1.p
OG0008512	AL7G20930	Roisl.0003s0130.1.p
OG0008513	AL4G14460	Roisl.0004s0002.1.p
OG0008514	AL3G38890	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p
OG0008515	AL3G39090	Roisl.0053s0280.1.p
OG0008516	AL3G39150	Roisl.0053s0274.1.p
OG0008517	AL3G39160	Roisl.0053s0273.1.p
OG0008518	AL3G39610	Roisl.0053s0255.1.p
OG0008519	AL2G32330	Roisl.0019s0230.1.p
OG0008520	AL2G32220	Roisl.0019s0241.1.p
OG0008521	AL2G32200	Roisl.0019s0245.1.p
OG0008522	AL2G32060	Roisl.0019s0261.1.p
OG0008523	AL2G31990	Roisl.0019s0271.1.p
OG0008524	AL2G31920	Roisl.0019s0282.1.p
OG0008525	AL2G31910	Roisl.0019s0283.1.p
OG0008526	AL2G31860	Roisl.0019s0290.1.p
OG0008527	AL2G31850	Roisl.0019s0291.1.p
OG0008528	AL2G31820	Roisl.0019s0294.1.p
OG0008529	AL1G36920	Roisl.0191s0160.1.p
OG0008530	AL1G37120	Roisl.0191s0172.1.p
OG0008531	AL1G37230	Roisl.0191s0183.1.p
OG0008532	AL1G38240	Roisl.0191s0274.1.p
OG0008533	AL1G38400	Roisl.0191s0290.1.p
OG0008534	AL1G39170	Roisl.0191s0361.1.p
OG0008535	AL1G39470	Roisl.0191s0386.1.p
OG0008536	AL1G40690	Roisl.0015s0093.1.p
OG0008537	AL7G28730	Roisl.0022s0093.1.p
OG0008539	AL8G24920	Roisl.0012s0053.1.p
OG0008540	AL6G51680	Roisl.0191s0625.1.p
OG0008541	AL6G51740	Roisl.0191s0630.1.p
OG0008542	AL6G51780	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p
OG0008543	AL6G51990	Roisl.0191s0650.1.p
OG0008544	AL6G52400	Roisl.0191s0564.1.p
OG0008545	AL6G52350	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p
OG0008546	AL6G52330	Roisl.0191s0548.1.p
OG0008547	AL6G52080	Roisl.0191s0524.1.p
OG0008548	AL6G52750	Roisl.0191s0509.1.p
OG0008549	AL6G52860	Roisl.0191s0493.1.p
OG0008550	AL6G53010	Roisl.0191s0475.1.p
OG0008551	AL7G26300	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p
OG0008552	AL4G10140	Roisl.0063s0019.1.p
OG0008553	AL1G40420	Roisl.0015s0068.1.p
OG0008554	AL1G39940	Roisl.0191s0433.1.p
OG0008555	AL1G39760	Roisl.0191s0413.1.p
OG0008556	AL1G39720	Roisl.0191s0408.1.p
OG0008557	AL1G39700	Roisl.0191s0407.1.p
OG0008558	AL7G26470	Roisl.0022s0306.1.p
OG0008559	AL7G25900	Roisl.0022s0361.1.p
OG0008560	AL7G25370	Roisl.0022s0402.1.p
OG0008561	AL7G25380	Roisl.0022s0401.1.p
OG0008562	AL7G25300	Roisl.0022s0408.1.p
OG0008563	AL7G25120	Roisl.0022s0423.1.p
OG0008564	AL7G25070	Roisl.0022s0428.1.p
OG0008565	AL7G24700	Roisl.0022s0463.1.p
OG0008566	AL1G39070	Roisl.0191s0348.1.p
OG0008567	AL7G24590	Roisl.0022s0471.1.p
OG0008568	AL7G24570	Roisl.0022s0473.1.p
OG0008569	AL7G24560	Roisl.0022s0474.1.p
OG0008570	AL7G24530	Roisl.0022s0477.1.p
OG0008571	AL7G24270	Roisl.0022s0508.1.p
OG0008572	AL1G16350	Roisl.0091s0903.1.p
OG0008573	AL1G22050	Roisl.0021s0182.1.p
OG0008574	AL1G26860, AL1G32100	Roisl.0007s0650.1.p
OG0008575	AL1G37740	Roisl.0191s0224.1.p
OG0008576	AL1G39110	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p
OG0008577	AL1G39860	Roisl.0191s0425.1.p
OG0008578	AL5G19410, AL8G30870, AL4G21390, AL6G53270, AL1G60970, AL7G43230, AL5G33480	Roisl.0046s0062.1.p
OG0008581	AL2G26140, AL1G52190	Roisl.0179s0078.1.p
OG0008582	AL1G52270	Roisl.0179s0071.1.p
OG0008583	AL3G26850	Roisl.0074s0513.1.p
OG0008584	AL2G11560	Roisl.0010s0191.1.p
OG0008585	AL2G16410	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p
OG0008586	AL2G27090	Roisl.0019s0735.1.p
OG0008587	AL2G28040	Roisl.0019s0646.1.p
OG0008588	AL2G38030	Roisl.0004s0119.1.p
OG0008590	AL3G16200	Roisl.0039s0087.1.p, Roisl.0039s0086.1.p
OG0008591	AL3G25500	Roisl.0012s0185.1.p
OG0008592	AL3G25880	Roisl.0074s0602.1.p
OG0008594	AL3G37500	Roisl.0053s0396.1.p
OG0008595	nbis-gene-1575	Roisl.0014s0118.1.p
OG0008595	AL3G45060	Roisl.0008s0214.1.p
OG0008596	AL4G11050	Roisl.0204s0155.1.p
OG0008597	AL4G11340	Roisl.0046s0637.1.p, Roisl.0046s0633.1.p
OG0008598	AL4G12290	Roisl.0046s0558.1.p
OG0008599	AL4G12320	Roisl.0046s0555.1.p
OG0008600	AL4G13260	Roisl.0006s0591.1.p
OG0008601	AL4G14270	Roisl.0021s0604.1.p
OG0008602	AL4G14550	Roisl.0004s0006.1.p
OG0008603	AL4G17290	Roisl.0189s0073.1.p
OG0008604	AL4G25750	Roisl.0033s0100.1.p
OG0008605	AL4G30100	Roisl.0028s0824.1.p
OG0008606	nbis-gene-1867	Roisl.0075s0155.1.p
OG0008606	AL5G10570, AL5G10590	Roisl.0011s0051.1.p
OG0008607	AL5G16060	Roisl.0011s0493.1.p
OG0008609	AL5G19600	Roisl.0184s0225.1.p
OG0008610	AL6G22700	Roisl.0210s0920.1.p
OG0008611	AL6G24750	Roisl.0210s1109.1.p
OG0008612	AL6G27950	Roisl.0210s1398.1.p
OG0008613	AL6G35500	Roisl.0046s0085.1.p, Roisl.0046s0084.1.p
OG0008615	AL6G46610	Roisl.0213s0534.1.p
OG0008616	AL7G18910	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p
OG0008617	AL7G26510	Roisl.0022s0300.1.p
OG0008618	AL7G29070	Roisl.0008s0235.1.p
OG0008619	AL7G29100	Roisl.0008s0231.1.p
OG0008620	AL7G33770	Roisl.0091s0296.1.p
OG0008621	AL9U10090	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p
OG0008622	AL8G17490	Roisl.0012s0063.1.p
OG0008623	AL8G21350, AL8G21340	Roisl.0014s0070.1.p
OG0008624	AL8G20810	Roisl.0014s0003.1.p
OG0008626	AL8G22150	Roisl.0036s0033.1.p
OG0008627	AL8G22630, AL167U10010	Roisl.0036s0069.1.p
OG0008628	AL8G24830	Roisl.0214s0244.1.p
OG0008629	AL8G28100, AL726U10010	Roisl.0031s0112.1.p
OG0008630	AL8G28330	Roisl.0031s0136.1.p
OG0008631	AL6G18950	Roisl.0210s0598.1.p
OG0008633	AL4G12500	Roisl.0210s1330.1.p, Roisl.0210s2122.1.p, Roisl.0041s0025.1.p, Roisl.0214s0605.1.p, Roisl.0057s0023.1.p, Roisl.0200s0018.1.p, Roisl.0011s0091.1.p, Roisl.0214s0141.1.p, Roisl.0006s0221.1.p, Roisl.0214s0166.1.p, Roisl.0012s0260.1.p, Roisl.0037s0033.1.p, Roisl.0051s0050.1.p, Roisl.0055s0058.1.p, Roisl.0198s0031.1.p, Roisl.0074s0711.1.p, Roisl.0064s0042.1.p, Roisl.0080s0179.1.p, Roisl.0019s0074.1.p, Roisl.0066s0150.1.p, Roisl.0021s0580.1.p, Roisl.0214s0781.1.p
OG0008649	AL7G21740	Roisl.0003s0051.1.p
OG0008650	AL7G21710	Roisl.0003s0055.1.p
OG0008651	AL7G30450	Roisl.0091s0009.1.p
OG0008652	nbis-gene-1792	Roisl.0091s0013.1.p
OG0008653	AL5G25530	Roisl.0209s0366.1.p
OG0008654	AL5G25730	Roisl.0209s0383.1.p
OG0008655	AL5G28030	Roisl.0046s0783.1.p
OG0008656	AL5G28000	Roisl.0046s0780.1.p
OG0008657	AL1G21190	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p
OG0008658	AL5G27890	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p
OG0008659	AL5G27320	Roisl.0046s0714.1.p
OG0008660	AL5G27480	Roisl.0046s0725.1.p
OG0008661	AL5G27520	Roisl.0046s0742.1.p
OG0008662	AL5G10010	Roisl.0011s0002.1.p
OG0008663	AL5G10940	Roisl.0011s0084.1.p
OG0008664	AL1G65850, AL7G49340	Roisl.0009s0189.1.p
OG0008665	AL6G29320	Roisl.0210s1519.1.p
OG0008666	AL6G28960	Roisl.0210s1487.1.p
OG0008667	AL6G28940	Roisl.0210s1486.1.p
OG0008668	AL6G28770	Roisl.0210s1467.1.p
OG0008669	AL3G25400, AL3G25920	Roisl.0074s0640.1.p
OG0008670	AL6G28370	Roisl.0210s1426.1.p
OG0008671	AL6G27770	Roisl.0210s1380.1.p
OG0008672	AL6G27760	Roisl.0210s1379.1.p
OG0008673	AL6G27710	Roisl.0210s1372.1.p
OG0008674	AL6G27690	Roisl.0210s1369.1.p
OG0008675	AL6G27670	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p
OG0008676	AL6G27590	Roisl.0210s1360.1.p
OG0008677	AL6G27430	Roisl.0210s1347.1.p
OG0008678	AL6G27220	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p
OG0008679	AL4G43560	Roisl.0028s0133.1.p
OG0008680	AL6G27110	Roisl.0210s1320.1.p
OG0008681	AL6G27030	Roisl.0210s1313.1.p
OG0008682	AL6G26990	Roisl.0210s1309.1.p
OG0008683	AL6G26830	Roisl.0210s1294.1.p
OG0008684	AL6G26650	Roisl.0210s1277.1.p
OG0008685	AL6G26630	Roisl.0210s1275.1.p
OG0008686	AL6G26620	Roisl.0210s1274.1.p
OG0008687	AL3G43760	Roisl.0038s0038.1.p
OG0008688	AL6G26490	Roisl.0210s1261.1.p
OG0008689	AL6G26460	Roisl.0210s1258.1.p
OG0008691	AL6G26140	Roisl.0210s1231.1.p
OG0008692	AL4G28350	Roisl.0028s0673.1.p
OG0008693	AL6G25870	Roisl.0210s1208.1.p
OG0008694	AL1G14590	Roisl.0091s0731.1.p
OG0008695	AL450U10010, AL3G28020	Roisl.0074s0409.1.p
OG0008696	AL6G24940	Roisl.0210s1127.1.p
OG0008697	AL6G24860	Roisl.0210s1120.1.p
OG0008698	AL6G24570	Roisl.0210s1090.1.p
OG0008699	AL6G24510	Roisl.0210s1085.1.p
OG0008700	AL8G31030	Roisl.0080s0785.1.p
OG0008701	AL6G24280	Roisl.0210s1063.1.p
OG0008702	AL6G24170	Roisl.0210s1051.1.p
OG0008703	AL6G23960	Roisl.0210s1026.1.p
OG0008704	AL6G23900	Roisl.0210s1018.1.p
OG0008705	AL6G23750	Roisl.0210s1003.1.p
OG0008706	AL6G23740	Roisl.0210s1002.1.p
OG0008707	AL6G23700	Roisl.0210s0998.1.p
OG0008708	AL6G23670	Roisl.0210s0995.1.p
OG0008709	AL6G23660	Roisl.0210s0994.1.p
OG0008711	AL6G23250	Roisl.0210s0967.1.p
OG0008712	AL6G23130	Roisl.0210s0957.1.p
OG0008713	AL6G23120	Roisl.0210s0956.1.p
OG0008714	AL6G23070	Roisl.0210s0951.1.p
OG0008715	AL6G22970	Roisl.0210s0943.1.p
OG0008716	AL6G22770	Roisl.0210s0925.1.p
OG0008717	AL6G22740	Roisl.0210s0923.1.p
OG0008718	AL6G22670	Roisl.0210s0916.1.p
OG0008719	AL6G22660	Roisl.0210s0915.1.p
OG0008720	AL6G22610	Roisl.0210s0910.1.p
OG0008721	AL6G22230	Roisl.0210s0873.1.p
OG0008722	AL6G21960	Roisl.0210s0848.1.p
OG0008723	AL8G30630	Roisl.0080s0823.1.p
OG0008724	AL6G21750	Roisl.0210s0830.1.p
OG0008725	AL6G21600	Roisl.0210s0814.1.p
OG0008726	AL6G21590	Roisl.0210s0813.1.p
OG0008727	AL6G21270	Roisl.0210s0788.1.p
OG0008728	AL6G21180	Roisl.0210s0781.1.p
OG0008729	AL6G21000	Roisl.0210s0766.1.p
OG0008730	AL6G20610, AL6G20640	Roisl.0210s0731.1.p
OG0008731	AL6G20480	Roisl.0210s0717.1.p
OG0008732	AL6G20300	Roisl.0210s0699.1.p
OG0008733	AL6G20110	Roisl.0210s0680.1.p
OG0008735	AL6G19700	Roisl.0210s0636.1.p
OG0008736	AL6G19610	Roisl.0210s0631.1.p
OG0008737	AL6G19310	Roisl.0210s0611.1.p
OG0008738	AL6G19280	Roisl.0210s0608.1.p
OG0008739	AL5G18450	Roisl.0188s0119.1.p
OG0008740	AL58U10010, nbis-gene-2082	Roisl.0214s0199.1.p
OG0008741	AL6G18880	Roisl.0210s0589.1.p
OG0008742	AL6G18640	Roisl.0210s0566.1.p
OG0008743	AL6G18430	Roisl.0210s0548.1.p
OG0008744	AL6G18290	Roisl.0210s0536.1.p
OG0008745	AL6G18250	Roisl.0210s0532.1.p
OG0008746	AL6G18160	Roisl.0210s0523.1.p
OG0008747	AL6G17890	Roisl.0210s0501.1.p
OG0008748	AL6G50120	Roisl.0082s0389.1.p
OG0008749	AL6G50100	Roisl.0082s0387.1.p
OG0008750	AL6G49840	Roisl.0082s0357.1.p
OG0008751	AL6G49830	Roisl.0082s0356.1.p
OG0008752	AL6G49650	Roisl.0082s0338.1.p
OG0008753	nbis-gene-1782	Roisl.0022s0152.1.p
OG0008754	AL8G25230	Roisl.0012s0011.1.p
OG0008755	AL7G28290	Roisl.0022s0134.1.p
OG0008756	AL7G28300	Roisl.0022s0133.1.p
OG0008757	AL6G52500	Roisl.0191s0572.1.p
OG0008758	AL4G19660	Roisl.0029s0067.1.p
OG0008759	AL4G19700	Roisl.0029s0059.1.p
OG0008760	AL4G19990	Roisl.0010s0016.1.p
OG0008761	AL4G20150	Roisl.0029s0006.1.p
OG0008762	AL4G21140	Roisl.0204s0124.1.p
OG0008763	AL4G21210	Roisl.0204s0108.1.p
OG0008764	AL4G21290, AL128U10030	Roisl.0204s0085.1.p
OG0008765	AL4G21320	Roisl.0204s0084.1.p
OG0008766	AL5G38350, AL4G22810	Roisl.0204s0051.1.p
OG0008767	AL5G23040, nbis-gene-1293	Roisl.0027s0057.1.p
OG0008767	AL5G16830	Roisl.0209s0300.1.p
OG0008768	AL4G22560	Roisl.0204s0027.1.p
OG0008769	AL4G22490	Roisl.0204s0022.1.p
OG0008770	AL4G22470	Roisl.0204s0017.1.p
OG0008771	AL4G22360	Roisl.0204s0009.1.p
OG0008772	AL4G22220	Roisl.0082s0544.1.p
OG0008773	AL4G22070	Roisl.0082s0553.1.p
OG0008774	AL4G22040	Roisl.0082s0558.1.p
OG0008775	AL4G22030	Roisl.0082s0560.1.p
OG0008776	AL4G21650	Roisl.0082s0597.1.p
OG0008777	AL4G21590	Roisl.0082s0602.1.p
OG0008778	AL4G23090	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p
OG0008779	AL4G23150	Roisl.0082s0633.1.p
OG0008780	AL4G23310	Roisl.0082s0649.1.p
OG0008781	AL4G23320	Roisl.0082s0650.1.p
OG0008782	AL4G23330	Roisl.0082s0651.1.p
OG0008783	AL4G23400	Roisl.0082s0659.1.p
OG0008784	AL4G23410	Roisl.0082s0660.1.p
OG0008785	AL4G23500	Roisl.0082s0671.1.p
OG0008786	AL4G23620	Roisl.0082s0693.1.p
OG0008787	AL4G23960	Roisl.0082s0728.1.p
OG0008788	AL558U10020, AL4G23970	Roisl.0082s0729.1.p
OG0008789	AL4G24780	Roisl.0033s0015.1.p
OG0008790	AL4G24840	Roisl.0033s0021.1.p
OG0008791	AL4G24880	Roisl.0033s0025.1.p
OG0008793	AL4G25130	Roisl.0033s0043.1.p
OG0008794	AL4G25240	Roisl.0033s0056.1.p
OG0008795	AL4G25400	Roisl.0033s0070.1.p
OG0008796	AL4G25410	Roisl.0033s0074.1.p
OG0008797	AL4G25610	Roisl.0033s0094.1.p
OG0008798	AL4G26180	Roisl.0033s0142.1.p
OG0008799	AL4G26290	Roisl.0033s0132.1.p
OG0008800	AL4G26300	Roisl.0033s0131.1.p
OG0008801	AL4G26390	Roisl.0033s0120.1.p
OG0008802	AL4G26480	Roisl.0033s0114.1.p
OG0008803	AL4G26510	Roisl.0033s0110.1.p
OG0008805	AL4G26660	Roisl.0017s0520.1.p
OG0008806	AL4G27010	Roisl.0017s0479.1.p
OG0008807	AL4G27080	Roisl.0017s0472.1.p
OG0008809	AL103U10030, AL4G27480	Roisl.0017s0437.1.p
OG0008810	AL4G27900	Roisl.0028s0636.1.p
OG0008811	AL4G27700	Roisl.0028s0616.1.p
OG0008812	AL9U11200	Roisl.0185s0059.1.p
OG0008814	AL4G28310	Roisl.0028s0668.1.p
OG0008815	nbis-gene-1068, AL569U10010	Roisl.0028s0708.1.p
OG0008816	AL4G28890	Roisl.0028s0720.1.p
OG0008817	AL4G28960	Roisl.0028s0728.1.p
OG0008818	AL4G28970	Roisl.0028s0729.1.p
OG0008819	AL4G29000	Roisl.0028s0732.1.p
OG0008820	AL4G29060	Roisl.0028s0737.1.p
OG0008821	AL8G17080	Roisl.0012s0093.1.p
OG0008822	AL8G16750	Roisl.0012s0125.1.p
OG0008823	AL390U10010	Roisl.0012s0139.1.p
OG0008824	AL37U10020, AL8G16510	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p
OG0008825	AL8G16290	Roisl.0012s0184.1.p
OG0008826	AL8G16270	Roisl.0012s0187.1.p
OG0008827	AL7G28720	Roisl.0022s0094.1.p
OG0008828	AL8G15750	Roisl.0012s0249.1.p
OG0008830	AL7G27980	Roisl.0022s0159.1.p
OG0008831	nbis-gene-1779	Roisl.0022s0161.1.p
OG0008832	AL7G27790	Roisl.0022s0178.1.p
OG0008833	AL1G54240	Roisl.0013s0172.1.p
OG0008834	AL1G54110	Roisl.0013s0177.1.p
OG0008835	AL1G54060	Roisl.0013s0183.1.p
OG0008836	AL1G53890	Roisl.0013s0191.1.p
OG0008837	AL1G53750	Roisl.0013s0202.1.p
OG0008838	AL1G53710	Roisl.0013s0209.1.p
OG0008839	AL1G52830	Roisl.0066s0384.1.p
OG0008840	AL1G53210	Roisl.0066s0359.1.p
OG0008841	AL1G53320	Roisl.0066s0337.1.p
OG0008842	AL1G41260	Roisl.0213s0037.1.p
OG0008843	AL1G41420	Roisl.0213s0050.1.p
OG0008844	nbis-gene-166	Roisl.0213s0074.1.p
OG0008845	AL3G40840	Roisl.0053s0159.1.p
OG0008846	AL1G41860	Roisl.0213s0090.1.p
OG0008847	AL1G42030	Roisl.0213s0104.1.p
OG0008848	AL1G42770	Roisl.0213s0149.1.p
OG0008849	AL1G42980	Roisl.0213s0172.1.p
OG0008850	AL1G42990	Roisl.0213s0173.1.p
OG0008851	AL1G43070	Roisl.0213s0177.1.p
OG0008852	AL1G43490	Roisl.0213s0222.1.p
OG0008853	AL8G22880	Roisl.0198s0029.1.p
OG0008854	AL1G43580	Roisl.0213s0235.1.p
OG0008855	AL1G43780	Roisl.0213s0256.1.p
OG0008856	AL1G43880	Roisl.0213s0265.1.p
OG0008857	AL1G44270	Roisl.0213s0293.1.p
OG0008858	AL1G44710	Roisl.0213s0328.1.p
OG0008859	AL1G44750	Roisl.0213s0331.1.p
OG0008860	AL1G44820	Roisl.0213s0338.1.p
OG0008861	AL1G45000	Roisl.0213s0348.1.p
OG0008862	AL1G45150	Roisl.0213s0360.1.p
OG0008863	AL1G45200	Roisl.0213s0371.1.p
OG0008864	AL1G45380	Roisl.0213s0374.1.p
OG0008865	AL1G49240	Roisl.0213s0401.1.p
OG0008866	AL1G49750	Roisl.0213s0414.1.p
OG0008867	AL8G24600	Roisl.0214s0211.1.p
OG0008868	AL1G49570	Roisl.0213s0432.1.p
OG0008869	AL1G45900, AL5G22520	Roisl.0213s0459.1.p
OG0008870	AL1G46050	Roisl.0213s0476.1.p
OG0008871	AL1G46530	Roisl.0209s0191.1.p
OG0008872	AL1G46800, AL1G48020	Roisl.0209s0165.1.p
OG0008873	AL4G31330	Roisl.0028s0948.1.p
OG0008874	AL5G11750	Roisl.0011s0147.1.p
OG0008875	AL5G12400	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p
OG0008876	AL5G13100, AL5G13140	Roisl.0011s0245.1.p
OG0008877	AL5G44630	Roisl.0018s0330.1.p, Roisl.0009s0326.1.p
OG0008878	nbis-gene-2218	Roisl.0024s0598.1.p
OG0008879	AL8G44670	Roisl.0024s0595.1.p
OG0008880	AL8G44650	Roisl.0024s0593.1.p
OG0008881	AL8G44450	Roisl.0024s0575.1.p
OG0008882	AL8G44430	Roisl.0024s0573.1.p
OG0008883	AL8G44400	Roisl.0024s0570.1.p
OG0008884	AL8G44330	Roisl.0024s0563.1.p
OG0008885	AL8G44250	Roisl.0024s0555.1.p
OG0008886	AL8G44060	Roisl.0024s0536.1.p
OG0008887	AL8G44030	Roisl.0024s0533.1.p
OG0008888	AL8G43830	Roisl.0024s0513.1.p
OG0008889	AL8G43750	Roisl.0024s0505.1.p
OG0008890	AL8G43640	Roisl.0024s0492.1.p
OG0008891	AL8G43310	Roisl.0024s0463.1.p
OG0008892	AL8G43230	Roisl.0024s0460.1.p
OG0008893	AL8G43140	Roisl.0024s0450.1.p
OG0008894	AL8G42810	Roisl.0024s0417.1.p
OG0008895	AL8G42640	Roisl.0024s0403.1.p
OG0008896	AL8G42630	Roisl.0024s0402.1.p
OG0008897	AL8G42610	Roisl.0024s0400.1.p
OG0008898	AL8G42530	Roisl.0024s0393.1.p
OG0008899	AL8G42430	Roisl.0024s0383.1.p
OG0008900	AL8G42300	Roisl.0024s0371.1.p
OG0008901	AL8G42050	Roisl.0024s0348.1.p
OG0008902	AL8G41690	Roisl.0024s0313.1.p
OG0008903	AL8G41520	Roisl.0024s0303.1.p
OG0008904	AL8G41320	Roisl.0024s0286.1.p
OG0008905	AL8G41180	Roisl.0024s0274.1.p
OG0008906	AL8G41120	Roisl.0024s0267.1.p
OG0008907	AL8G41020	Roisl.0024s0258.1.p
OG0008908	AL8G40810	Roisl.0024s0246.1.p
OG0008909	AL8G40540	Roisl.0024s0225.1.p
OG0008910	AL8G40410	Roisl.0024s0210.1.p
OG0008911	nbis-gene-2205	Roisl.0024s0198.1.p
OG0008912	AL8G39960	Roisl.0024s0166.1.p
OG0008913	AL8G39870	Roisl.0024s0156.1.p
OG0008914	AL8G39780	Roisl.0024s0150.1.p
OG0008915	AL8G39710	Roisl.0024s0143.1.p
OG0008916	AL8G39620	Roisl.0024s0135.1.p
OG0008917	AL8G39450	Roisl.0024s0124.1.p
OG0008918	AL8G39410	Roisl.0024s0119.1.p
OG0008919	AL8G39300	Roisl.0080s0004.1.p
OG0008920	AL8G39190	Roisl.0080s0011.1.p
OG0008921	AL8G39110	Roisl.0080s0017.1.p
OG0008922	AL8G38930	Roisl.0080s0035.1.p
OG0008923	AL8G38820	Roisl.0080s0046.1.p
OG0008924	AL8G38780	Roisl.0080s0049.1.p
OG0008925	AL8G38740	Roisl.0080s0053.1.p
OG0008926	AL8G38620	Roisl.0080s0067.1.p
OG0008927	AL8G38530	Roisl.0080s0075.1.p
OG0008928	AL8G38120	Roisl.0080s0110.1.p
OG0008929	AL8G37800	Roisl.0080s0146.1.p
OG0008930	AL6G34210	Roisl.0210s1969.1.p
OG0008931	AL6G34340	Roisl.0210s1980.1.p
OG0008932	AL6G34390	Roisl.0210s1983.1.p
OG0008933	AL6G34570	Roisl.0210s1996.1.p
OG0008934	AL6G34600	Roisl.0210s1999.1.p
OG0008935	AL6G34740	Roisl.0210s2013.1.p
OG0008936	AL6G34770	Roisl.0210s2016.1.p
OG0008937	AL6G34830	Roisl.0210s2027.1.p
OG0008938	AL6G35260	Roisl.0210s2062.1.p
OG0008939	AL6G35650	Roisl.0046s0091.1.p
OG0008940	AL6G35980	Roisl.0046s0118.1.p
OG0008941	AL6G36020	Roisl.0046s0122.1.p
