Orthogroup	Arabidopsis_lyrata_Rawat	Capsella_rubella
OG0008080	AL3G20730	XP_006296961.1
OG0008081	AL3G20970	XP_006296729.1
OG0008082	AL3G21330	XP_006299999.1
OG0008083	AL3G21460	XP_006281180.1
OG0008084	AL3G21710	XP_006299482.1
OG0008085	AL7G34590	XP_006284160.1
OG0008086	AL3G21930	XP_023642484.1
OG0008087	AL3G22260	XP_006298091.1
OG0008088	AL3G22270	XP_006298102.1
OG0008089	AL3G22400	XP_006298090.1
OG0008090	AL3G22540	XP_006300021.2
OG0008091	AL3G22730	XP_006298380.1
OG0008092	AL3G22800	XP_023641495.1
OG0008093	AL3G23020	XP_006297904.1
OG0008095	AL3G23090	XP_023641595.1
OG0008096	AL3G23250	XP_006296618.1
OG0008097	AL3G23260	XP_006297639.1
OG0008098	AL3G23370	XP_006298425.1
OG0008099	AL3G23380	XP_023642119.1
OG0008100	nbis-gene-694	XP_006297768.2
OG0008101	AL3G23550	XP_006297385.1
OG0008102	AL3G23670	XP_006299462.1
OG0008103	AL3G23930	XP_006296688.1
OG0008104	AL3G23970	XP_023641654.1
OG0008105	AL3G24110	XP_006300016.1
OG0008106	AL3G24290	XP_023641078.1
OG0008107	AL3G24310	XP_023641396.1
OG0008108	AL7G43500, AL3G24320	XP_006299890.1
OG0008109	AL3G24370	XP_006299067.1
OG0008110	AL3G24660	XP_006299970.1
OG0008111	AL3G24760	XP_006299899.1
OG0008112	AL3G24940	XP_006298149.1
OG0008113	nbis-gene-308	XP_006298924.1
OG0008114	AL3G25340	XP_006288537.1, XP_006298419.1
OG0008115	AL3G26010	XP_006298101.1
OG0008116	AL3G26060	XP_006299589.1
OG0008118	AL3G25980	XP_006299792.1, XP_023641290.1
OG0008119	AL3G26340	XP_006298170.1
OG0008120	AL3G26520	XP_006297883.1
OG0008122	AL3G26770	XP_006297156.1
OG0008123	AL3G27120	XP_023642082.1
OG0008124	AL3G27210	XP_023641103.1
OG0008125	AL3G27440	XP_006297964.1
OG0008126	AL3G27450	XP_006299372.1
OG0008127	AL3G28070	XP_006298161.1
OG0008128	AL3G28320	XP_006298689.1
OG0008129	AL3G28340	XP_006298699.1
OG0008130	AL3G28420	XP_006298791.1
OG0008131	AL3G28470	XP_006298512.1
OG0008132	AL3G28710	XP_006297115.1
OG0008133	AL3G28870	XP_006297268.1
OG0008134	AL3G29050	XP_006299175.1
OG0008135	AL3G29270	XP_023641538.1
OG0008135	AL3G29260	XP_006296757.1
OG0008136	AL3G29330	XP_006299431.1
OG0008137	AL3G29660	XP_006297124.1
OG0008138	AL3G30040	XP_006299552.2
OG0008139	AL3G30350	XP_006298881.1
OG0008140	AL3G30430	XP_006298441.1
OG0008141	AL3G30540	XP_006298577.1
OG0008142	AL3G30550	XP_006298145.1
OG0008143	AL3G30950	XP_006298110.1
OG0008144	AL3G30960	XP_006297794.1
OG0008146	AL3G31120	XP_006298549.1
OG0008147	AL3G31250	XP_023641577.1
OG0008148	AL1G62640	XP_006303819.1
OG0008149	AL3G31630	XP_023641415.1
OG0008150	AL3G31890	XP_006298499.1
OG0008151	AL3G32000, AL3G32020	XP_023642321.1
OG0008152	AL7G19290	XP_006283519.1
OG0008153	AL3G32110	XP_006299410.1
OG0008154	AL3G32220	XP_006297395.1
OG0008155	AL3G32240	XP_006297926.1
OG0008156	AL3G32520	XP_006298564.1
OG0008157	AL3G32670	XP_006297417.2
OG0008158	AL3G32870	XP_006298597.1
OG0008159	AL3G32890	XP_006297212.2
OG0008160	AL3G32970	XP_006297570.1
OG0008161	AL7G13890	XP_023634605.1
OG0008162	AL7G47130	XP_023634458.1
OG0008163	AL3G33940	XP_006296794.1
OG0008164	AL7G37720	XP_006285173.1
OG0008165	AL3G34190	XP_023641572.1
OG0008166	AL7G17320	XP_023635443.1
OG0008167	AL3G34850	XP_023642727.1
OG0008168	AL249U10010, AL3G35010	XP_006297362.1
OG0008169	AL3G35110	XP_006297313.1
OG0008170	AL3G35190	XP_006297757.1
OG0008171	AL8G27360	XP_006280617.1
OG0008172	AL8G27070	XP_006282345.2
OG0008173	AL8G27130	XP_023639638.1
OG0008174	AL7G50640	XP_006285608.1
OG0008175	AL7G51550	XP_006283142.1
OG0008176	AL7G45910	XP_006283389.1
OG0008177	AL8G19900	XP_006279397.1
OG0008178	AL3G38560	XP_006297936.1
OG0008179	AL3G38300	XP_006298134.1
OG0008180	AL242U10020, AL3G38180	XP_006298691.1
OG0008181	AL3G37940	XP_006298606.1
OG0008182	AL3G37540	XP_006297933.2
OG0008183	AL3G37340	XP_006298653.1
OG0008184	AL3G37260	XP_023642765.1
OG0008185	AL3G37220	XP_006298057.1
OG0008186	AL3G37060	XP_023642485.1
OG0008187	AL3G36790	XP_006298746.1
OG0008188	AL3G36650	XP_006298022.1
OG0008189	AL5G17040	XP_006293233.1
OG0008189	AL3G36640	XP_023641356.1
OG0008190	AL3G36350	XP_006298614.1
OG0008191	AL3G36380	XP_023641622.1
OG0008192	AL3G36300	XP_023642659.1
OG0008193	AL5G10710	XP_006292770.1
OG0008194	AL662U10020, AL3G35570	XP_006296594.1
OG0008195	AL3G35500	XP_006297976.1
OG0008196	AL3G35480	XP_006298617.1
OG0008197	AL7G21910	XP_006284097.1
OG0008198	AL7G21920	XP_006284349.1
OG0008199	AL7G21950	XP_006283218.1
OG0008200	AL7G22010	XP_006284662.1
OG0008201	AL7G22090	XP_006283080.1
OG0008202	AL7G22120	XP_023635190.1
OG0008203	AL7G22230	XP_006282765.1
OG0008204	AL7G22320	XP_006283055.1
OG0008205	AL2G22970	XP_023644057.1
OG0008207	AL2G22850	XP_006301644.1
OG0008208	AL2G19160	XP_006279425.1
OG0008209	AL2G17900	XP_006300856.1
OG0008210	AL1G64870	XP_006302501.1
OG0008211	AL4G28430	XP_006293748.1
OG0008212	AL1G65120, nbis-gene-1946	XP_006302622.1
OG0008213	AL1G65130	XP_023643201.1
OG0008214	AL6G30400	XP_006288171.1
OG0008215	AL6G30190	XP_023636416.1
OG0008216	AL6G29850	XP_006287641.1
OG0008217	AL6G29760	XP_023635873.1
OG0008218	AL6G29630	XP_006280872.1, XP_023636577.1
OG0008219	AL6G29440	XP_023636230.1
OG0008220	AL6G40530	XP_006289303.1
OG0008221	AL7G47080	XP_006283898.1
OG0008222	AL8G22040	XP_006279717.1
OG0008223	AL8G21330	XP_006279691.2
OG0008224	AL5G33200	XP_006290607.1
OG0008225	AL5G33040	XP_006292182.1
OG0008226	AL5G33010	XP_006292558.1
OG0008227	AL5G32850	XP_006291291.1
OG0008228	AL5G32700	XP_006292260.1
OG0008229	AL5G32430	XP_006291208.1
OG0008230	AL5G32210	XP_006292370.1
OG0008231	AL5G32190	XP_006293287.1
OG0008232	AL5G32100	XP_006292079.1
OG0008233	AL5G31960	XP_006290290.1
OG0008234	AL5G31580	XP_023637869.1
OG0008235	AL1G10090	XP_006303364.2
OG0008236	AL1G11370	XP_006307506.1
OG0008237	AL5G32960	XP_006306020.2
OG0008238	AL1G11790	XP_006305772.2
OG0008239	AL1G11900	XP_006305500.1
OG0008240	AL1G12270	XP_006305276.1
OG0008241	AL1G12440	XP_006306600.1
OG0008242	AL1G12580	XP_006307604.1
OG0008243	AL1G12660	XP_023644693.1
OG0008244	AL1G12760	XP_006307322.1
OG0008245	AL1G12820	XP_006303226.1
OG0008246	AL1G12870	XP_006307489.1
OG0008247	AL1G13060	XP_006306523.1
OG0008248	AL1G13090	XP_006307439.1
OG0008249	AL1G13100	XP_006305712.1
OG0008250	AL1G13280	XP_006306864.1
OG0008251	AL1G13380	XP_006304520.2
OG0008252	AL8G18130, AL7G25630, AL1G64620, AL1G13580	XP_006304565.1
OG0008253	AL1G13620	XP_023645530.1
OG0008254	AL1G13790	XP_006305335.1
OG0008255	AL7G29020	XP_006283629.1
OG0008256	AL1G14070	XP_006305986.1
OG0008257	AL1G14230	XP_006304286.1
OG0008258	AL1G14240	XP_006306448.1
OG0008259	AL1G14600	XP_006303497.2
OG0008260	AL1G14770	XP_006306965.1
OG0008261	nbis-gene-35	XP_006303761.1
OG0008262	AL1G15150	XP_023645167.1
OG0008263	AL1G15190	XP_006307581.1
OG0008264	AL1G15260	XP_023632544.1
OG0008265	AL1G15320	XP_023633266.1
OG0008266	AL1G15660	XP_006303598.1
OG0008267	AL1G15700	XP_023633111.1
OG0008268	AL1G15790	XP_006305373.1
OG0008269	AL1G15800	XP_023644997.1
OG0008270	AL1G15940	XP_006304386.1
OG0008271	AL1G16020	XP_023645254.1
OG0008272	AL1G16190	XP_006305076.1
OG0008273	AL1G16420	XP_006306755.1
OG0008274	AL1G16480	XP_006307661.1
OG0008275	AL1G16790	XP_006307063.1
OG0008276	AL1G16800	XP_006305915.1
OG0008277	AL1G17160	XP_006305953.1
OG0008278	AL1G17340	XP_006306685.1
OG0008279	AL1G17360	XP_006307276.1
OG0008280	AL1G17440	XP_023645703.1
OG0008281	AL1G17460	XP_023633268.1
OG0008282	AL1G17850	XP_006306385.1
OG0008283	nbis-gene-50	XP_006306352.1
OG0008284	AL1G18640	XP_006307476.1
OG0008285	AL1G18970	XP_006307126.1
OG0008286	AL1G18990	XP_006306373.1
OG0008287	AL1G19030	XP_006304461.1
OG0008288	AL1G19220	XP_006303594.1
OG0008289	AL1G19440	XP_006306703.1
OG0008290	AL1G19570	XP_023645314.1
OG0008291	AL1G19760	XP_006304709.1
OG0008292	AL8G27030	XP_006280151.2
OG0008293	AL1G20210	XP_006305461.1
OG0008294	AL1G20350	XP_006306034.1
OG0008295	AL1G20520	XP_023633235.1
OG0008296	AL1G20690	XP_006306176.1
OG0008297	AL1G20720	XP_006307457.1
OG0008298	AL1G20740	XP_023645735.1
OG0008299	AL1G20820	XP_006306697.2
OG0008300	AL1G20860	XP_023645860.1
OG0008301	AL1G20900	XP_006304225.1
OG0008302	AL1G21010	XP_006303228.1
OG0008303	AL1G21180	XP_023646005.1
OG0008304	AL1G21460	XP_006306313.1
OG0008305	AL7G27050	XP_006285906.1
OG0008306	AL1G22040	XP_023644819.1
OG0008307	AL1G22130	XP_006306832.1
OG0008308	AL1G22520	XP_006304167.1
OG0008309	AL1G22530	XP_006305141.1
OG0008310	AL1G22610	XP_023633245.1
OG0008311	AL2G13860	XP_006300892.1
OG0008312	AL1G23030	XP_006307610.2
OG0008313	AL1G23040	XP_006304804.1
OG0008314	AL1G23160	XP_006305062.1
OG0008315	AL1G23750	XP_006307537.1
OG0008316	AL1G23790	XP_006303251.1
OG0008317	AL1G23850	XP_006305183.1
OG0008318	AL1G23880	XP_006303822.1
OG0008319	AL1G24120	XP_023632593.1
OG0008320	AL1G24640	XP_006305015.1
OG0008321	AL1G24690	XP_006304861.1
OG0008322	AL1G24700	XP_006303574.1
OG0008323	AL1G24880	XP_023644843.1
OG0008324	AL1G25090	XP_006306205.1
OG0008325	AL1G25340	XP_006303717.1
OG0008326	AL1G25840	XP_006307549.1
OG0008327	AL1G25810	XP_006303979.1
OG0008328	AL1G26050	XP_006305210.1
OG0008329	AL1G26210	XP_006307508.1
OG0008330	AL1G26310	XP_006306515.1
OG0008331	AL1G26320	XP_006304526.1
OG0008332	AL1G26510	XP_006305840.1
OG0008333	AL1G26570	XP_006303284.1
OG0008334	AL1G26630	XP_023632727.1
OG0008335	AL1G26750	XP_006306862.1
OG0008336	AL5G22230	XP_006293203.2
OG0008336	nbis-gene-86	XP_006306054.1
OG0008337	AL1G26810, AL7G45380	XP_006306970.2
OG0008338	AL1G27350	XP_006306014.1
OG0008339	AL1G26920	XP_006305566.2
OG0008340	AL5G10490	XP_006292215.1
OG0008341	AL1G27060	XP_006307523.1
OG0008342	AL1G27090	XP_006307139.2
OG0008343	AL1G27170	XP_023632949.1
OG0008344	AL1G27500	XP_006305911.1
OG0008345	AL1G27510	XP_006304401.1
OG0008346	AL1G27960	XP_023644737.1
OG0008347	AL1G28390	XP_006303890.1
OG0008348	AL1G28910	XP_006305777.1
OG0008349	AL1G29010	XP_006303354.2
OG0008350	AL2G19660	XP_006302499.1
OG0008351	AL1G30060	XP_006303573.1
OG0008352	AL1G30580	XP_006303188.1
OG0008353	AL1G30670	XP_023632809.1
OG0008354	nbis-gene-101	XP_006305717.1
OG0008355	AL1G30790	XP_006303901.1
OG0008356	AL1G30800	XP_006303925.1
OG0008357	AL1G31060	XP_023633012.1
OG0008358	AL1G31090	XP_023633020.1
OG0008359	AL1G31110	XP_006307360.1
OG0008360	AL1G31400	XP_006307358.2
OG0008361	AL1G31550	XP_006306072.1
OG0008362	AL1G31560	XP_023644829.1
OG0008363	AL1G31620	XP_006304206.1
OG0008364	AL1G31890	XP_006304867.1
OG0008365	AL1G32550	XP_006306683.2
OG0008366	AL1G32590	XP_006307667.1
OG0008367	AL1G32600	XP_006303154.1
OG0008368	AL1G32660	XP_006307252.1
OG0008369	AL1G32920	XP_006307043.1
OG0008370	AL1G33140	XP_006303317.1
OG0008371	AL1G33260, AL1G33330	XP_006307295.1
OG0008372	AL1G33640	XP_006306922.2
OG0008373	AL1G33750	XP_006306658.1
OG0008374	AL1G33860	XP_006306869.1
OG0008375	AL1G34110	XP_006303575.2
OG0008376	AL1G34440	XP_006306088.2
OG0008377	AL1G34160, AL1G34560	XP_006307071.1
OG0008378	AL1G34640	XP_006304297.1
OG0008379	AL1G34720	XP_006303607.1
OG0008380	AL1G34730	XP_006303211.1
OG0008381	AL1G34820	XP_006307189.1
OG0008382	AL1G34870	XP_023643873.1, XP_023645193.1
OG0008383	AL1G35100	XP_006304198.1
OG0008384	AL1G35510	XP_006305058.1
OG0008385	AL1G35780	XP_006304067.1
OG0008386	AL1G36610	XP_006305765.1
OG0008387	AL6G45350	XP_006287133.1
OG0008388	AL1G36690	XP_006303687.1
OG0008389	AL2G31400	XP_006300777.1
OG0008390	AL2G31180	XP_006300829.1
OG0008391	AL2G31020	XP_006302043.1
OG0008392	AL1G12770, AL2G30920	XP_023641022.1, XP_023643284.1
OG0008393	AL2G30810	XP_006300960.1
OG0008394	AL2G30770	XP_006300424.1
OG0008395	AL2G30600	XP_006302853.1
OG0008396	AL2G30580	XP_023643747.1
OG0008397	AL2G30450	XP_023643546.1
OG0008398	AL2G30240	XP_006302873.1
OG0008399	nbis-gene-584	XP_006300899.1
OG0008400	AL2G29660	XP_006303034.1
OG0008401	AL2G29460	XP_023643397.1
OG0008402	AL2G29440	XP_006300446.1
OG0008403	AL7G29160	XP_006284668.1
OG0008404	AL1G47290	XP_006304185.1
OG0008405	AL1G47670	XP_006305115.1
OG0008406	AL2G10990	XP_006300370.1
OG0008407	nbis-gene-375	XP_006302684.2
OG0008408	nbis-gene-376	XP_006302696.1
OG0008409	AL2G11980, AL2G12020	XP_023643226.1
OG0008410	AL2G12390	XP_006302563.1
OG0008411	AL2G12630	XP_006302629.1
OG0008412	AL1G40850	XP_006303863.1
OG0008413	nbis-gene-386	XP_006302349.1
OG0008414	AL1G42020	XP_023645511.1
OG0008415	AL2G14350	XP_006300326.1
OG0008416	AL2G14400	XP_006301587.1
OG0008417	AL2G14520	XP_006302148.1
OG0008418	AL2G15200	XP_006300546.1
OG0008420	AL2G16280	XP_006302027.2
OG0008421	AL2G16750	XP_006302316.1
OG0008422	AL2G17480	XP_006301836.1
OG0008423	AL2G17530	XP_006300736.1
OG0008424	AL2G18350	XP_006302570.1
OG0008425	AL2G18660, AL2G18480	XP_006302042.1
OG0008426	AL1G67330	XP_006302446.1
OG0008427	AL1G40080	XP_006304358.1
OG0008428	AL2G10490	XP_006302966.1
OG0008429	AL2G10460	XP_006300890.1
OG0008430	AL2G10290	XP_006300553.1
OG0008431	AL2G10170	XP_006301812.1
OG0008432	AL2G10040, AL2G10050	XP_006301683.1
OG0008433	nbis-gene-1983	XP_006282004.1
OG0008434	AL8G11790	XP_023641145.1
OG0008435	AL8G11440	XP_006280954.1
OG0008436	AL8G11370	XP_023641201.1
OG0008437	AL8G10240	XP_006281218.1
OG0008438	AL8G10210	XP_006282304.1
OG0008440	AL8G15300	XP_023642815.1
OG0008441	AL8G15540	XP_023643720.1
OG0008442	AL8G15670	XP_006279512.1
OG0008443	nbis-gene-1808	XP_023635476.1
OG0008444	AL6G48750	XP_006287750.1
OG0008445	AL6G48600	XP_006288769.1
OG0008446	AL6G48460	XP_006287620.1
OG0008447	AL7G22360	XP_006285614.1
OG0008448	AL7G38910	XP_023634881.1
OG0008449	AL7G38900	XP_006283974.1
OG0008450	AL1G54650	XP_023645297.1
OG0008451	AL1G54700	XP_006303585.1
OG0008452	AL1G54920	XP_006303387.1
OG0008453	AL1G55450	XP_006303438.1
OG0008454	AL1G55580	XP_006307560.1
OG0008456	AL2G34830	XP_006302797.1
OG0008457	AL7G11520	XP_006283960.1
OG0008458	AL7G11920	XP_006285621.1
OG0008459	AL7G12110	XP_006283901.1
OG0008460	AL7G12270	XP_006283532.1
OG0008461	AL7G12440	XP_006283990.1
OG0008462	AL7G12700	XP_006285120.1
OG0008463	AL7G12810	XP_006283269.1
OG0008464	nbis-gene-1699	XP_006284822.1
OG0008465	AL7G12940	XP_006283492.1
OG0008467	AL7G13090	XP_006283903.1
OG0008469	AL7G13580	XP_006286095.1
OG0008470	AL7G13760	XP_006284246.1
OG0008471	AL7G13910	XP_006283606.1
OG0008472	AL7G14110	XP_023634772.1
OG0008473	AL7G14240	XP_006285193.1
OG0008474	AL7G14450	XP_006286076.2
OG0008475	AL7G14550	XP_006283005.1, XP_006290550.1
OG0008476	AL7G14770	XP_006284108.1
OG0008477	AL7G15100	XP_006284061.1
OG0008478	AL7G15380	XP_006283590.2
OG0008479	AL7G15680	XP_023634155.1
OG0008480	AL7G15890	XP_023634716.1
OG0008481	AL7G15830	XP_006284702.1
OG0008482	AL7G15820	XP_006286192.1
OG0008483	AL7G16250	XP_006284672.2
OG0008484	AL7G16360	XP_006285956.1
OG0008485	AL7G16630	XP_006286142.1
OG0008486	AL7G16650	XP_006284498.1
OG0008487	AL7G16790	XP_006285233.1
OG0008488	AL7G17080	XP_006284005.1
OG0008489	AL7G17210	XP_006283905.1
OG0008490	AL7G19600	XP_006285689.1
OG0008491	AL7G19580	XP_006282661.1
OG0008492	AL7G19570	XP_006284420.1
OG0008493	AL7G19550	XP_006283914.1
OG0008494	AL7G19220	XP_006286020.1
OG0008495	AL7G19060	XP_006284289.1
OG0008496	AL7G18710	XP_006283680.1
OG0008497	AL7G18460	XP_006285283.1
OG0008498	AL7G18390	XP_006283815.1
OG0008499	AL7G18340	XP_006283426.2
OG0008500	AL7G18090	XP_023635183.1
OG0008501	AL7G17680	XP_006284537.1
OG0008502	AL7G17400	XP_006284635.2
OG0008503	AL7G17360	XP_006285691.1
OG0008504	AL7G17330	XP_006284297.2
OG0008505	AL7G19670	XP_006282554.1
OG0008506	AL7G19700	XP_006283209.1
OG0008507	AL7G20060	XP_023633932.1
OG0008508	AL7G20550	XP_006284466.1
OG0008509	AL7G20650	XP_023634069.1
OG0008510	AL1G32760, AL7G20660	XP_006284065.1
OG0008511	AL7G20790	XP_006284480.1
OG0008512	AL7G20930	XP_006283637.1
OG0008513	AL4G14460	XP_006294420.1
OG0008514	AL3G38890	XP_023641123.1
OG0008515	AL3G39090	XP_006297507.1
OG0008516	AL3G39150	XP_023641504.1
OG0008517	AL3G39160	XP_023641505.1
OG0008518	AL3G39610	XP_006297247.1
OG0008519	AL2G32330	XP_023643580.1
OG0008520	AL2G32220	XP_023643659.1
OG0008521	AL2G32200	XP_006302918.1
OG0008522	AL2G32060	XP_023643149.1
OG0008523	AL2G31990	XP_006302551.1
OG0008524	AL2G31920	XP_023643818.1
OG0008525	AL2G31910	XP_006302881.2
OG0008526	AL2G31860	XP_006301744.2
OG0008527	AL2G31850	XP_006300302.1
OG0008528	AL2G31820	XP_006302172.1
OG0008529	AL1G36920	XP_006306219.1
OG0008530	AL1G37120	XP_006307417.1
OG0008531	AL1G37230	XP_006305600.1
OG0008532	AL1G38240	XP_006303932.1
OG0008533	AL1G38400	XP_006307636.1
OG0008534	AL1G39170	XP_006307269.1
OG0008535	AL1G39470	XP_006306992.1
OG0008536	AL1G40690	XP_006303401.1
OG0008537	AL7G28730	XP_006285129.1
OG0008538	AL6G51130	XP_006286487.2
OG0008539	AL8G24920	XP_006281172.1
OG0008540	AL6G51680	XP_006286549.1
OG0008541	AL6G51740	XP_006288567.2
OG0008542	AL6G51780	XP_006288081.1
OG0008543	AL6G51990	XP_006288590.1
OG0008544	AL6G52400	XP_006287840.1
OG0008545	AL6G52350	XP_023636324.1
OG0008546	AL6G52330	XP_006286665.1
OG0008547	AL6G52080	XP_023636291.1
OG0008548	AL6G52750	XP_006289072.1
OG0008549	AL6G52860	XP_006287312.1
OG0008550	AL6G53010	XP_006286877.1
OG0008551	AL7G26300	XP_023633665.1
OG0008552	AL4G10140	XP_006294110.1
OG0008553	AL1G40420	XP_006305832.1
OG0008554	AL1G39940	XP_006304969.1
OG0008555	AL1G39760	XP_023645470.1
OG0008556	AL1G39720	XP_006307460.1
OG0008557	AL1G39700	XP_006305408.1
OG0008558	AL7G26470	XP_006285834.1
OG0008559	AL7G25900	XP_023634960.1
OG0008560	AL7G25370	XP_006286036.1
OG0008561	AL7G25380	XP_006284199.1
OG0008562	AL7G25300	XP_006282698.1
OG0008563	AL7G25120	XP_006284998.1
OG0008564	AL7G25070	XP_006283929.1
OG0008565	AL7G24700	XP_006283816.1
OG0008566	AL1G39070	XP_006305744.1
OG0008567	AL7G24590	XP_006284669.1
OG0008568	AL7G24570	XP_006286280.1, XP_006283985.1
OG0008569	AL7G24560	XP_006285537.1
OG0008570	AL7G24530	XP_006285510.1
OG0008571	AL7G24270	XP_006284665.1
OG0008572	AL1G16350	XP_006304456.1
OG0008573	AL1G22050	XP_006306774.1
OG0008574	AL1G32090, AL1G26860, AL1G32100	XP_006303938.1
OG0008575	AL1G37740	XP_023645578.1
OG0008576	AL1G39110	XP_006306753.1
OG0008577	AL1G39860	XP_006307606.1
OG0008579	AL8G17330	XP_023638422.1
OG0008580	AL1G53100	XP_006294272.1
OG0008581	AL2G26140, AL1G52190	XP_006303534.1
OG0008582	AL1G52270	XP_006306152.1
OG0008583	AL3G26850	XP_023642533.1
OG0008584	AL2G11560	XP_006300810.1
OG0008585	AL2G16410	XP_006301572.1
OG0008586	AL2G27090	XP_006301038.1
OG0008587	AL2G28040	XP_006300685.1
OG0008588	AL2G38030	XP_023644331.1
OG0008592	AL3G25880	XP_023641526.1
OG0008593	AL3G35900	XP_006299734.1
OG0008594	AL3G37500	XP_023641177.1
OG0008595	AL1G49010, AL1G49020	XP_023641348.1, XP_023638429.1
OG0008596	AL4G11050	XP_006295251.1
OG0008597	AL4G11340	XP_006296112.1
OG0008598	AL4G12290	XP_006295655.1
OG0008599	AL4G12320	XP_006294623.1
OG0008600	AL4G13260	XP_006295403.1
OG0008601	AL4G14270	XP_023640140.1
OG0008602	AL4G14550	XP_006294501.1
OG0008603	AL4G17290	XP_006294596.1
OG0008604	AL4G25750	XP_023640185.1
OG0008605	AL4G30100	XP_006294894.1
OG0008606	nbis-gene-1867	XP_023634248.1
OG0008607	AL5G16060	XP_023638059.1
OG0008608	AL5G16150, AL5G16110, AL5G16130	XP_006292573.1
OG0008609	AL5G19600	XP_023638774.1
OG0008610	AL6G22700	XP_006304869.2
OG0008611	AL6G24750	XP_006288042.1
OG0008612	AL6G27950	XP_006288955.1
OG0008613	AL6G35500	XP_006289749.1
OG0008615	AL6G46610	XP_023636296.1
OG0008616	AL7G18910	XP_023642017.1, XP_006282989.1
OG0008617	AL7G26510	XP_006286239.1
OG0008618	AL7G29070	XP_006285527.2
OG0008619	AL7G29100	XP_023634400.1
OG0008620	AL7G33770	XP_006282847.1
OG0008621	AL9U10090	XP_006306442.2
OG0008622	AL8G17490	XP_023644065.1
OG0008623	AL8G21350, AL8G21340	XP_006281372.1
OG0008624	AL8G20810	XP_006280361.1
OG0008625	AL43U10060, AL8G21570	XP_006279706.1
OG0008626	AL8G22150	XP_006281529.2
OG0008627	AL8G22630, AL167U10010	XP_006281276.1
OG0008628	AL8G24830	XP_006280669.1
OG0008629	AL8G28100, AL726U10010	XP_006282349.1
OG0008630	AL8G28330	XP_006281836.1
OG0008631	AL6G18950	XP_006290199.1
OG0008649	AL7G21740	XP_006284621.1
OG0008650	AL7G21710	XP_006282616.1
OG0008651	AL7G30450	XP_023634182.1
OG0008652	nbis-gene-1792	XP_006283777.1
OG0008653	AL5G25530	XP_006291468.1
OG0008654	AL5G25730	XP_006292737.1
OG0008655	AL5G28030	XP_006290291.1
OG0008656	AL5G28000	XP_006291957.1
OG0008657	AL1G21190	XP_006307644.2
OG0008658	AL5G27890	XP_023638656.1
OG0008659	AL5G27320	XP_006290873.1
OG0008660	AL5G27480	XP_006290817.1
OG0008661	AL5G27520	XP_006293299.1
OG0008662	AL5G10010	XP_006291618.1
OG0008663	AL5G10940	XP_006290562.1
OG0008664	AL7G49340	XP_006286079.1
OG0008665	AL6G29320	XP_006288371.1
OG0008666	AL6G28960	XP_023636765.1
OG0008667	AL6G28940	XP_006287410.1
OG0008668	AL6G28770	XP_006290217.1
OG0008669	AL3G25400	XP_006297234.2
OG0008670	AL6G28370	XP_006287994.2
OG0008671	AL6G27770	XP_006288234.1
OG0008672	AL6G27760	XP_006287043.1
OG0008673	AL6G27710	XP_006288493.1
OG0008674	AL6G27690	XP_006287135.1
OG0008675	AL6G27670	XP_006286588.1
OG0008676	AL6G27590	XP_023637316.1
OG0008677	AL6G27430	XP_006288816.1
OG0008678	AL6G27220	XP_006287669.1
OG0008679	AL4G43560	XP_006293481.1
OG0008680	AL6G27110	XP_006287611.1
OG0008681	AL6G27030	XP_006290178.1
OG0008682	AL6G26990	XP_006290174.2
OG0008683	AL6G26830	XP_023636345.1
OG0008684	AL6G26650	XP_023637160.1
OG0008685	AL6G26630	XP_006288594.1
OG0008686	AL6G26620	XP_006287924.1
OG0008687	AL3G43760	XP_023641657.1
OG0008688	AL6G26490	XP_006288208.1
OG0008689	AL6G26460	XP_006288895.1
OG0008691	AL6G26140	XP_006287327.1
OG0008692	AL4G28350	XP_006293803.1
OG0008693	AL6G25870	XP_006287781.1
OG0008694	AL1G14590	XP_006305064.1
OG0008695	AL450U10010, AL3G28020	XP_006296948.1
OG0008696	AL6G24940	XP_023636005.1
OG0008697	AL6G24860	XP_006286780.1
OG0008698	AL6G24570	XP_006287906.2
OG0008699	AL6G24510	XP_006288357.1
OG0008700	AL8G31030	XP_006280279.1
OG0008701	AL6G24280	XP_006289509.1
OG0008702	AL6G24170	XP_006289625.1
OG0008703	AL6G23960	XP_006288520.2
OG0008704	AL6G23900	XP_023636491.1
OG0008705	AL6G23750	XP_006286470.1
OG0008706	AL6G23740	XP_006288301.2
OG0008707	AL6G23700	XP_023635912.1
OG0008708	AL6G23670	XP_006288748.1
OG0008709	AL6G23660	XP_006287114.2
OG0008711	AL6G23250	XP_006289580.1
