Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0012180	AL8G22830	CARHR182450
OG0012181	AL8G24850	CARHR257670
OG0012182	AL8G26360	CARHR264950
OG0012183	AL8G29160	CARHR267220
OG0012185	AL8G41480	CARHR278120
OG0012188	nbis-gene-864	CARHR207390, CARHR207380
OG0012188	nbis-gene-865	CARHR207370
OG0012208	AL7G25570	CARHR234890
OG0012209	AL7G21630	CARHR238400
OG0012210	AL7G21530	CARHR238480
OG0012211	AL5G25380	CARHR155290
OG0012212	nbis-gene-1274	CARHR153640
OG0012213	AL5G28010	CARHR157360
OG0012214	AL5G27990	CARHR157340
OG0012215	AL5G27720	CARHR157070
OG0012216	AL5G27640	CARHR157010
OG0012217	AL5G27550	CARHR156950
OG0012218	AL5G27120	CARHR156520
OG0012219	AL5G10730	CARHR144200
OG0012220	AL5G10780	CARHR144250
OG0012221	AL5G10870	CARHR144320
OG0012222	AL5G11030	CARHR144500
OG0012224	AL7G49290	CARHR261450
OG0012225	AL7G49310	CARHR261470
OG0012226	AL7G49330	CARHR261480
OG0012227	AL7G49410	CARHR261590
OG0012228	AL6G29340	CARHR194930
OG0012229	AL6G28700	CARHR195570
OG0012230	AL6G28490	CARHR195790
OG0012231	AL6G28440	CARHR195840
OG0012232	AL6G28300	CARHR195960
OG0012233	AL6G28250	CARHR196010
OG0012234	AL6G28220	CARHR196050
OG0012235	AL6G28010	CARHR196170
OG0012236	AL6G27970	CARHR196190
OG0012237	AL6G27920	CARHR196240
OG0012238	AL6G27800	CARHR196380, CARHR196420
OG0012239	AL6G27720	CARHR196470
OG0012240	AL1G40470	CARHR026660
OG0012241	AL6G27420	CARHR196750
OG0012242	AL6G27190	CARHR197020
OG0012243	AL6G27090	CARHR197100
OG0012244	AL6G26960	CARHR197230
OG0012245	AL6G26870	CARHR197320
OG0012246	AL6G26800	CARHR197390
OG0012247	AL6G26790	CARHR197400
OG0012248	AL6G26770	CARHR197420
OG0012249	nbis-gene-1523	CARHR197570
OG0012250	AL7G26860	CARHR233640
OG0012251	AL6G26570	CARHR197600
OG0012252	AL6G26540	CARHR197630
OG0012253	AL6G26530	CARHR197640
OG0012254	AL6G26330	CARHR197830
OG0012255	AL6G26270	CARHR197900
OG0012256	AL6G42650	CARHR259790
OG0012257	AL6G26250	CARHR197920
OG0012258	AL6G26150	CARHR198030
OG0012259	AL6G26130	CARHR198050
OG0012260	AL6G26120	CARHR198060
OG0012261	AL3G10790	CARHR075560
OG0012262	AL6G25640	CARHR198480
OG0012263	AL6G25620	CARHR198500
OG0012264	AL6G25560	CARHR198550, CARHR150190
OG0012265	AL6G25520	CARHR198570
OG0012266	AL6G25360	CARHR198720
OG0012267	AL6G25350	CARHR198730
OG0012268	AL6G25190	CARHR198850
OG0012269	AL6G25160	CARHR198880
OG0012270	AL6G25110	CARHR198910
OG0012271	AL6G25010	CARHR199020
OG0012272	AL6G24670	CARHR199370
OG0012273	AL6G24630	CARHR199420
OG0012274	AL6G24220	CARHR199830
OG0012275	AL6G23930	CARHR200130
OG0012276	AL6G23880	CARHR200190
OG0012277	AL6G23850	CARHR200210
OG0012278	AL1G40400	CARHR026550
OG0012279	AL6G23760	CARHR200310
OG0012280	AL6G23560	CARHR200490
OG0012281	AL6G23450	CARHR200560
OG0012282	AL6G23410	CARHR200590
OG0012283	AL6G53380	CARHR248170
OG0012284	AL6G23360	CARHR200640
OG0012285	AL6G23080	CARHR200830
OG0012286	AL6G23010	CARHR200900
OG0012287	AL6G22630	CARHR201290
OG0012288	AL6G22590	CARHR201320
OG0012290	AL5G10750	CARHR144220
OG0012291	AL6G22410	CARHR201530
OG0012292	AL6G22400	CARHR201540
OG0012293	AL6G22360	CARHR201570
OG0012294	AL6G22350	CARHR201580
OG0012295	AL6G22330	CARHR201600
OG0012296	AL6G22290	CARHR201630
OG0012297	AL6G22190	CARHR201700
OG0012298	AL6G22160	CARHR201730
OG0012299	AL6G22090	CARHR201800
OG0012300	AL6G22030	CARHR201870
OG0012301	AL6G22020	CARHR201880
OG0012302	AL6G21980	CARHR201940
OG0012303	AL6G21910	CARHR201980
OG0012304	AL6G21790	CARHR202130
OG0012305	AL6G21440	CARHR202410
OG0012306	AL6G21540	CARHR202340
OG0012307	AL6G21390	CARHR202480
OG0012308	AL6G21370	CARHR202510
OG0012309	AL4G16220	CARHR116620
OG0012310	AL6G21170	CARHR202670
OG0012311	AL6G21130	CARHR202710
OG0012312	AL6G20990	CARHR202820
OG0012313	AL6G20700	CARHR203080
OG0012314	AL6G20530	CARHR203210
OG0012315	AL6G20230	CARHR203580
OG0012316	AL6G20190	CARHR203620
OG0012317	AL6G19870	CARHR203910
OG0012318	AL6G19790	CARHR204010
OG0012319	AL6G19780	CARHR204020
OG0012320	AL6G19690	CARHR204110
OG0012321	AL6G19490	CARHR204260
OG0012322	AL6G19470	CARHR204290
OG0012323	AL6G19440	CARHR204300
OG0012324	AL6G19380	CARHR204330
OG0012325	AL6G18720	CARHR204810
OG0012326	AL6G18490	CARHR205070
OG0012327	AL6G18480	CARHR205080
OG0012328	AL6G18150	CARHR205370
OG0012329	AL6G18130	CARHR205390
OG0012330	AL6G18100	CARHR205420
OG0012331	AL6G18090	CARHR205430
OG0012332	AL6G18080	CARHR205460, CARHR205440
OG0012333	AL6G50110	CARHR251190
OG0012334	AL6G49900	CARHR251420
OG0012335	AL6G49760	CARHR251610
OG0012336	AL6G49740	CARHR251630
OG0012337	AL6G49590	CARHR251760
OG0012338	AL7G28430	CARHR232140
OG0012339	AL7G28450	CARHR232110
OG0012340	AL7G28460	CARHR232100
OG0012341	AL7G28500	CARHR232080
OG0012342	AL4G19590	CARHR118510
OG0012343	AL4G19740	CARHR118780
OG0012344	AL4G20130	CARHR119060
OG0012345	AL4G20450	CARHR119230
OG0012346	AL4G20620	CARHR119390
OG0012347	AL4G20760	CARHR119420
OG0012348	AL3G52550	CARHR106640
OG0012349	AL4G21460	CARHR120120
OG0012350	AL5G38340, AL4G22820	CARHR121460
OG0012351	AL345U10010, AL4G22660	CARHR120320
OG0012352	AL4G22330	CARHR120600
OG0012353	AL4G22120	CARHR120760
OG0012354	AL4G22110	CARHR120780
OG0012355	AL4G22020	CARHR120970
OG0012356	AL4G21850	CARHR121180
OG0012357	AL4G21800	CARHR121220
OG0012358	AL5G11410	CARHR144820
OG0012359	AL4G21750	CARHR121260
OG0012360	AL4G21660	CARHR121320
OG0012361	AL4G21600	CARHR121370
OG0012362	AL4G22900, AL4G22920	CARHR121520
OG0012363	AL4G23050	CARHR121560
OG0012364	AL4G23370	CARHR121980
OG0012365	AL1G12800	CARHR005950, CARHR002590
OG0012366	AL4G23660	CARHR122370
OG0012367	AL4G24370	CARHR122940
OG0012368	AL4G24550	CARHR123110
OG0012369	AL4G18820	CARHR115050
OG0012370	AL4G24670	CARHR123160
OG0012371	AL4G24680	CARHR123190
OG0012372	AL7G47040	CARHR212430
OG0012373	AL4G25190	CARHR123650
OG0012374	AL4G25460	CARHR124040
OG0012375	AL4G25490	CARHR124070
OG0012376	AL4G25620	CARHR124220
OG0012377	AL4G25690, AL4G25710	CARHR124250
OG0012378	AL4G25830	CARHR124360
OG0012379	AL283U10020	CARHR124380
OG0012380	AL4G25880	CARHR124440
OG0012381	AL4G26200	CARHR124600
OG0012382	AL4G26370	CARHR124770
OG0012383	AL4G26620	CARHR125000
OG0012384	AL4G26940	CARHR125320
OG0012385	AL4G27100	CARHR125530
OG0012386	AL4G27180	CARHR125600
OG0012387	AL80U10010, AL4G27230	CARHR125640
OG0012388	AL4G27320	CARHR125720
OG0012389	AL4G27360	CARHR125770
OG0012390	AL4G27490, AL103U10020	CARHR125910
OG0012391	AL4G27500	CARHR125920
OG0012392	AL4G28040	CARHR126480
OG0012393	AL4G27880	CARHR126330
OG0012394	AL4G27680	CARHR126100
OG0012395	AL4G28340	CARHR126790
OG0012396	AL4G28730	CARHR127150
OG0012397	AL4G29530, AL4G28820	CARHR127200
OG0012398	AL4G28880	CARHR127250
OG0012399	AL4G28900	CARHR127270
OG0012400	AL8G16870	CARHR180150
OG0012401	AL8G16640	CARHR006260
OG0012402	AL8G16580	CARHR179940
OG0012403	AL8G16400	CARHR179710
OG0012404	AL8G16360	CARHR179660
OG0012405	AL8G16240	CARHR179540
OG0012406	AL8G16160	CARHR179450, CARHR179420
OG0012407	AL2G21040, AL8G16090	CARHR179340
OG0012408	AL8G16070	CARHR179280
OG0012409	AL8G16050	CARHR179260
OG0012410	AL8G16040	CARHR179250
OG0012411	AL8G16010	CARHR179230
OG0012412	AL8G15970	CARHR179200
OG0012413	AL8G15820	CARHR179060
OG0012414	AL6G49450	CARHR251820
OG0012415	AL6G49480	CARHR251810
OG0012416	AL7G27990	CARHR232550
OG0012417	nbis-gene-1780	CARHR232580
OG0012418	AL7G27860	CARHR232690
OG0012419	AL7G27780	CARHR232760
OG0012420	AL7G27770	CARHR232770
OG0012421	AL7G27710	CARHR232830
OG0012422	AL7G27490	CARHR233020
OG0012423	AL7G27470	CARHR233040
OG0012424	AL7G27430	CARHR233090
OG0012425	AL7G38730	CARHR222680
OG0012426	AL1G54310	CARHR037470
OG0012427	AL1G54300	CARHR037450
OG0012428	AL1G54050	CARHR037290
OG0012429	AL1G53760	CARHR037100
OG0012430	AL1G53720	CARHR037040
OG0012431	AL1G52680	CARHR036210
OG0012432	AL1G53030	CARHR036450
OG0012433	AL5G19030	CARHR152280
OG0012434	AL1G53050	CARHR036470
OG0012435	AL1G53240	CARHR036610
OG0012436	AL1G41220	CARHR027190
OG0012437	AL1G41330	CARHR027300
OG0012438	AL1G41360	CARHR027560
OG0012440	nbis-gene-163	CARHR027530
OG0012441	AL1G41670, AL4G33820	CARHR027610
OG0012442	AL1G41740	CARHR027690
OG0012443	AL1G41770	CARHR027710
OG0012444	AL7G45430	CARHR216380
OG0012445	AL1G42090	CARHR027970
OG0012446	AL1G42150	CARHR028010
OG0012447	AL1G42300	CARHR028130
OG0012448	AL1G42700	CARHR028190
OG0012449	AL1G42820	CARHR028410
OG0012450	AL1G42880	CARHR028480
OG0012451	AL7G24580	CARHR235730
OG0012452	AL1G43630	CARHR029170
OG0012453	AL1G43660	CARHR029610
OG0012454	AL1G44120	CARHR029220
OG0012455	AL1G44240	CARHR029680
OG0012456	AL1G44810	CARHR030200
OG0012457	AL1G45430	CARHR005140, CARHR030550
OG0012458	AL1G49700	CARHR030800
OG0012459	AL1G49610	CARHR030960
OG0012460	AL1G45790	CARHR031020
OG0012461	AL1G45960	CARHR031200
OG0012462	AL1G46020	CARHR031270
OG0012463	AL1G46140	CARHR031420
OG0012464	AL1G46160	CARHR031440
OG0012465	AL1G46290	CARHR031550
OG0012466	AL1G46670	CARHR031890
OG0012467	AL1G46570	CARHR031750
OG0012468	AL1G46600	CARHR031860, CARHR031840
OG0012469	AL1G46900	CARHR032070
OG0012470	AL5G11770	CARHR145060
OG0012471	AL5G11840	CARHR145100
OG0012472	AL5G12590	CARHR145390
OG0012473	AL5G12650	CARHR213680
OG0012474	AL5G13170	CARHR145760
OG0012475	AL5G13450	CARHR146000
OG0012476	AL8G44750	CARHR281000
OG0012477	AL8G44230	CARHR280520
OG0012478	AL8G44180	CARHR280460
OG0012479	AL8G44130	CARHR280420
OG0012480	AL8G43990	CARHR280270
OG0012481	AL8G43780	CARHR280070
OG0012482	AL8G43770	CARHR280050
OG0012483	AL8G43600	CARHR279890
OG0012484	AL8G43440	CARHR279720
OG0012485	AL8G43340	CARHR279670
OG0012486	AL112U10050, AL8G43220	CARHR279590
OG0012487	AL8G43040	CARHR279440
OG0012488	AL6G41110, AL3G13050, AL8G43030	CARHR279430
OG0012489	nbis-gene-1605	CARHR259950
OG0012490	AL8G42790	CARHR279190
OG0012491	AL8G42720	CARHR279110
OG0012492	AL8G42470	CARHR293800
OG0012493	AL8G42350	CARHR278870
OG0012494	AL8G42240	CARHR278770
OG0012495	AL8G42000	CARHR278550
OG0012496	AL8G41910	CARHR278490
OG0012497	AL8G41870	CARHR278460
OG0012498	AL8G41840	CARHR278430
OG0012499	AL8G41720	CARHR278300
OG0012500	AL8G41700	CARHR278270
OG0012501	AL8G41600, AL8G41570	CARHR278160
OG0012503	AL8G41440	CARHR278080
OG0012504	AL8G41420	CARHR278060
OG0012505	AL8G41310	CARHR277960
OG0012506	AL8G40760	CARHR277520
OG0012507	AL8G40740	CARHR277500
OG0012508	AL8G40620	CARHR277400
OG0012509	AL3G45350	CARHR104840
OG0012510	AL8G40400	CARHR277170
OG0012511	AL8G40370	CARHR277150, CARHR277160
OG0012512	AL8G40360	CARHR277130
OG0012513	AL8G40290	CARHR043650, CARHR277060
OG0012514	AL8G40080	CARHR276860
OG0012515	AL8G40070	CARHR276850
OG0012516	AL8G39950	CARHR276740
OG0012517	AL8G39940	CARHR276730
OG0012518	AL8G39840	CARHR276620
OG0012519	AL8G39730	CARHR276550
OG0012520	AL8G39700	CARHR276520
OG0012521	AL8G39680	CARHR276500
OG0012522	AL8G39630	CARHR276460
OG0012523	AL8G39440	CARHR276330
OG0012524	AL1G31390	CARHR019500
OG0012525	AL8G39380	CARHR276280
OG0012526	AL8G39200	CARHR276150
OG0012527	AL8G38810	CARHR275830
OG0012528	AL8G38650	CARHR275650
OG0012530	AL8G38330	CARHR275390
OG0012531	AL8G38200	CARHR275280
OG0012532	AL8G38180	CARHR275260, CARHR234670
OG0012533	AL8G38140	CARHR275210
OG0012534	AL8G37920	CARHR275010
OG0012535	AL8G37760	CARHR274810
OG0012536	AL299U10030, AL8G37730	CARHR274780
OG0012537	AL8G37700	CARHR274750
OG0012538	AL8G37670	CARHR274720
OG0012539	AL5G18270	CARHR286660
OG0012540	AL6G34190	CARHR190500
OG0012541	AL6G34220	CARHR190480
OG0012542	AL6G34260	CARHR190460
OG0012543	AL6G34360	CARHR190360
OG0012544	AL6G34410	CARHR190330
OG0012545	AL6G34660	CARHR190110
OG0012546	AL6G34720	CARHR190080
OG0012547	AL6G35040	CARHR189770
OG0012548	AL6G35240	CARHR189640
OG0012549	AL6G35440	CARHR189500
OG0012550	AL6G35660	CARHR189300
OG0012551	AL6G35670	CARHR189270
OG0012552	AL6G35920	CARHR189060
OG0012553	AL6G35970	CARHR189030
OG0012554	AL5G24450	CARHR149900
OG0012555	AL6G36340	CARHR188740
OG0012556	AL6G15980	CARHR207180
OG0012557	AL6G36510	CARHR188600
OG0012558	AL6G36860	CARHR188280
OG0012559	AL6G36880	CARHR188250
OG0012560	AL6G36920	CARHR188210
OG0012561	AL6G37040	CARHR188150
OG0012563	AL6G37210	CARHR188010
OG0012564	AL6G37390	CARHR187810
OG0012565	AL6G37400	CARHR187800
OG0012566	AL6G38010	CARHR187280
OG0012567	AL7G28540	CARHR232040
OG0012568	AL6G30990	CARHR193430
OG0012569	AL6G30970	CARHR193450
OG0012570	AL6G31130	CARHR193290
OG0012571	AL6G31440	CARHR192950
OG0012572	AL6G31460	CARHR192920
OG0012573	AL6G31500	CARHR192880
OG0012574	AL6G31630	CARHR192750
OG0012575	AL6G31670	CARHR192710
OG0012576	AL6G31830	CARHR192550
OG0012577	AL6G31930	CARHR192470
OG0012578	AL6G32400	CARHR191990
OG0012579	AL6G32590	CARHR191830
OG0012580	AL6G32730	CARHR191750
OG0012581	AL6G32790	CARHR191700
OG0012582	AL6G32830	CARHR191670
OG0012583	AL6G32890	CARHR191600
OG0012584	AL6G32930	CARHR191560
OG0012585	AL6G32980	CARHR191510
OG0012586	AL6G33000	CARHR191490
OG0012587	AL4G19190	CARHR118350
OG0012588	AL6G33170	CARHR191370
OG0012589	AL6G33210	CARHR191340
OG0012591	AL6G33640	CARHR190960
OG0012592	nbis-gene-692	CARHR085950
OG0012593	AL6G33930	CARHR190750
OG0012594	AL6G33940	CARHR190740
OG0012595	nbis-gene-2190	CARHR274430
OG0012596	AL8G37320	CARHR274410
OG0012597	AL8G37310	CARHR274400
OG0012598	AL8G37240	CARHR274330
OG0012599	AL8G37220	CARHR274310
OG0012600	AL8G37180	CARHR274250
OG0012601	AL8G37060	CARHR274120
OG0012603	AL8G36640	CARHR273670
OG0012604	AL8G36630	CARHR273660
OG0012606	AL8G35980	CARHR285870
OG0012607	AL8G35910	CARHR285810
OG0012608	AL8G35220	CARHR272830
OG0012609	AL8G35040	CARHR272670
OG0012610	AL8G35030	CARHR272660
OG0012611	AL8G34880	CARHR272460
OG0012612	AL8G34530	CARHR272210
OG0012613	AL8G34520	CARHR272200
OG0012614	AL8G34300	CARHR272000, CARHR032820
OG0012615	AL8G34220	CARHR271940
OG0012616	AL8G34060	CARHR271770
OG0012617	AL2G19720	CARHR056570
OG0012618	nbis-gene-2166	CARHR271700
OG0012619	AL8G33920	CARHR271610, CARHR271630
OG0012620	AL8G33880	CARHR271570
OG0012621	AL8G33810	CARHR271510
OG0012622	AL8G33620	CARHR271360
OG0012623	AL8G33450, AL8G33510	CARHR271290
OG0012624	AL5G20770	CARHR153610
OG0012625	AL8G33320	CARHR271140
OG0012626	AL8G33310	CARHR271130
OG0012627	AL8G33220	CARHR271050
OG0012628	AL5G41020	CARHR169540
OG0012629	AL8G32940	CARHR270790
OG0012630	AL8G32950	CARHR270800
OG0012631	AL8G33060	CARHR270910
OG0012632	AL8G33070	CARHR270920
OG0012633	AL5G19100	CARHR152350
OG0012634	AL8G32180	CARHR270070
OG0012635	AL8G32100	CARHR269880
OG0012636	AL3G36820	CARHR098400
OG0012637	AL8G31950	CARHR269720
OG0012638	AL8G31790	CARHR269530
OG0012639	AL3G43250	CARHR100400
OG0012640	AL191U10020, AL8G31860	CARHR269630
OG0012641	AL8G31930	CARHR269700
OG0012642	AL8G31750	CARHR269500
OG0012643	AL8G31340, AL77U10010	CARHR269070
OG0012644	AL8G31310	CARHR269050
OG0012645	AL8G31220	CARHR268960
OG0012646	AL8G30800	CARHR268610
OG0012647	AL8G30830	CARHR268640
OG0012648	AL8G30770	CARHR268580
OG0012649	AL8G30600	CARHR268440
OG0012650	AL8G30410	CARHR268280
OG0012651	AL8G30310	CARHR268200
OG0012652	AL8G30300	CARHR268190
OG0012653	AL8G30290	CARHR268180
OG0012654	AL8G30210	CARHR268110
OG0012655	AL8G30140	CARHR268000
OG0012656	AL1G38410	CARHR024820
OG0012657	AL5G29160	CARHR158370
OG0012658	AL5G29110	CARHR158290
OG0012659	AL5G29080	CARHR158270
OG0012660	AL5G28600	CARHR157920
OG0012661	AL5G28470	CARHR157750
OG0012662	AL5G28130	CARHR157460
OG0012663	AL8G29200	CARHR267270
OG0012664	AL8G29210	CARHR267280
OG0012665	AL8G29540	CARHR267490
OG0012666	AL8G29620	CARHR267580
OG0012667	AL6G50760	CARHR250550
OG0012668	AL6G50710	CARHR250600
OG0012669	AL6G50650	CARHR250690
OG0012670	AL6G50630	CARHR250710
OG0012671	AL6G50560	CARHR250790
OG0012672	AL6G50440	CARHR250900
OG0012673	AL6G50420	CARHR250920
OG0012674	AL6G50410	CARHR250940
OG0012675	AL6G50370	CARHR250970
OG0012676	AL6G17720	CARHR205730
OG0012677	AL6G17690	CARHR205760
OG0012678	AL6G17670	CARHR205780
OG0012679	AL6G17530	CARHR205860
OG0012680	AL6G17410	CARHR205960
OG0012681	AL6G17250	CARHR206060, CARHR206070
OG0012682	AL6G17090	CARHR206210
OG0012683	AL6G17080	CARHR206220
OG0012684	AL6G17050	CARHR206250, CARHR207100
OG0012685	AL6G16810	CARHR206490
OG0012686	AL3G45660	CARHR104680
OG0012687	AL6G16780	CARHR206510
OG0012688	AL6G16760	CARHR206540
OG0012689	AL6G16740	CARHR206560
OG0012690	AL6G16710	CARHR206580
OG0012691	AL6G16700	CARHR206590
OG0012692	AL5G44100, AL6G16680	CARHR206610
OG0012693	AL6G16640	CARHR206650
OG0012694	AL6G16590	CARHR206680
OG0012695	AL6G16500	CARHR207150
OG0012696	AL6G16460	CARHR207120
OG0012697	AL7G27020	CARHR233490
OG0012698	AL6G16350	CARHR207050
OG0012699	nbis-gene-1478	CARHR206910
OG0012700	AL6G16110	CARHR206850
OG0012701	AL6G15840	CARHR207300
OG0012702	AL6G15860	CARHR207280
OG0012703	AL6G15750	CARHR207410
OG0012704	AL6G15550	CARHR207620
OG0012705	AL6G15490	CARHR207680
OG0012706	AL5G20780	CARHR153600
OG0012707	AL6G15370	CARHR207800
OG0012708	AL6G15110	CARHR207960
OG0012709	AL6G14680	CARHR208290
OG0012710	AL4G40380	CARHR137110
OG0012711	AL6G14600	CARHR208350
OG0012712	AL6G14530	CARHR208420
OG0012713	AL6G14500	CARHR208440
OG0012714	AL6G14370	CARHR208580
OG0012715	AL6G14290	CARHR208630
OG0012716	AL6G14250	CARHR208670
OG0012717	AL6G14240	CARHR208680
OG0012718	nbis-gene-1455	CARHR209010
OG0012719	AL6G13880	CARHR209020
OG0012720	AL6G13860	CARHR209040
OG0012721	AL6G13810	CARHR209070
OG0012722	AL6G13770	CARHR209120
OG0012723	AL6G13590	CARHR209280
OG0012724	AL6G13580	CARHR209290
OG0012725	AL6G13380	CARHR209460
OG0012726	AL6G13250	CARHR209580
OG0012727	AL6G13150	CARHR209660
OG0012728	AL6G13040	CARHR209770
OG0012729	AL6G12840	CARHR209880
OG0012730	AL6G12810	CARHR209890
OG0012731	AL6G12630	CARHR210030
OG0012732	AL8G20900	CARHR184130
OG0012733	AL6G12390	CARHR210240
OG0012734	AL6G12360	CARHR210260
OG0012735	AL6G11880	CARHR210750
OG0012736	AL6G11530	CARHR211100
OG0012737	AL6G11390	CARHR211200
OG0012738	AL6G11160	CARHR211390
OG0012739	AL6G10990	CARHR211530
OG0012740	AL6G10980	CARHR211540
OG0012741	AL6G10930	CARHR211580
OG0012742	AL6G10870	CARHR211660
OG0012743	AL6G10340	CARHR212070
OG0012744	AL6G10190	CARHR212190
OG0012745	AL6G10210	CARHR212170
OG0012746	AL6G10220	CARHR212160
OG0012747	AL6G10100	CARHR212280
OG0012748	AL6G10010	CARHR212360
OG0012749	AL7G49170	CARHR261330
OG0012750	AL7G49160	CARHR261320
OG0012751	AL7G49100	CARHR261310
OG0012752	AL7G49050	CARHR213820
OG0012753	AL6G41270	CARHR294470
OG0012754	AL7G48290, AL7G48360	CARHR213230
OG0012755	AL7G48120	CARHR213000
OG0012756	AL7G47960	CARHR291900
OG0012757	AL7G47480	CARHR212790
OG0012758	AL2G41530	CARHR074470
OG0012759	AL2G41580	CARHR074530
OG0012760	AL2G41670	CARHR074600
OG0012761	nbis-gene-1228	CARHR063820
OG0012762	AL2G41770	CARHR074750, CARHR049040
OG0012763	AL2G41790	CARHR104860, CARHR074710
OG0012765	AL2G41410	CARHR074380
OG0012766	AL2G41310	CARHR074280
OG0012767	AL2G41110	CARHR074120
OG0012768	AL2G40990	CARHR074000
OG0012769	AL1G67090	CARHR288700
OG0012770	AL2G40600	CARHR073690
OG0012771	AL2G40310	CARHR073350
OG0012772	AL8G28600	CARHR266810
OG0012773	AL2G40070	CARHR073120
OG0012774	AL2G40010	CARHR073060
OG0012775	AL2G39960	CARHR073010
OG0012776	AL2G39660	CARHR072830
OG0012777	AL2G39530	CARHR072740
OG0012778	AL2G39450	CARHR072660
OG0012779	AL2G39360	CARHR072530
OG0012780	AL2G39300	CARHR072470
OG0012781	AL2G39220	CARHR072370
OG0012783	AL2G38960	CARHR072050
OG0012784	AL2G38660	CARHR071780
OG0012785	AL2G38610	CARHR071710
OG0012786	AL2G38550	CARHR071680
OG0012787	AL2G38510	CARHR071650
OG0012788	AL2G38460	CARHR071610
OG0012789	AL2G38180	CARHR071390
OG0012790	AL2G38050	CARHR071310
OG0012791	AL2G37800	CARHR071100
OG0012792	AL2G37680	CARHR071000
OG0012793	AL2G37490	CARHR070800
OG0012794	AL2G37320	CARHR070630
OG0012795	AL2G37280	CARHR158720, CARHR070590
OG0012796	AL2G37210	CARHR070560
OG0012797	AL2G37190	CARHR070550
OG0012798	AL2G36910	CARHR070300
OG0012799	AL2G36710	CARHR070120
OG0012800	AL2G36470	CARHR069920
OG0012801	AL2G36120	CARHR069620
OG0012802	AL3G49810	CARHR107340
OG0012803	AL2G35710	CARHR069130
OG0012804	AL7G43610	CARHR217120
OG0012805	AL2G35240	CARHR068660
OG0012806	AL2G35030	CARHR068460
OG0012807	AL8G22140	CARHR182800, CARHR284650
OG0012808	AL2G34990	CARHR068420
OG0012809	AL3G50140	CARHR293660
OG0012811	AL3G50250	CARHR107530
OG0012812	AL3G50310	CARHR107610
OG0012813	AL3G50450	CARHR107680
OG0012814	AL5G17700	CARHR149860
OG0012815	AL3G50700	CARHR107990
OG0012816	AL3G50940	CARHR108400
OG0012817	AL5G29900	CARHR158970
OG0012818	AL5G29850	CARHR158920
OG0012819	AL5G29790	CARHR158870
OG0012820	AL4G35000	CARHR132590
OG0012821	AL5G26600	CARHR156050
OG0012822	AL1G64570	CARHR046020
OG0012823	AL1G64470	CARHR045920
OG0012824	AL1G64330	CARHR045800
OG0012826	AL1G63940	CARHR045520
OG0012828	AL1G63570	CARHR045230
OG0012829	AL1G63490	CARHR045140
OG0012830	AL1G63430	CARHR045040
OG0012831	AL1G63400	CARHR045010
OG0012832	AL1G63290	CARHR044900
OG0012833	AL1G62770	CARHR044400
OG0012834	AL1G62620	CARHR044220
OG0012835	AL1G62460	CARHR044080
OG0012836	AL1G62150	CARHR043810
OG0012837	AL1G61870	CARHR043590
OG0012838	AL2G26210	CARHR060110
OG0012839	AL1G61700	CARHR043510
OG0012840	AL1G61500	CARHR043360
OG0012841	AL1G61450	CARHR043310
OG0012842	AL4G32080	CARHR130230
OG0012843	AL4G32090	CARHR130250
OG0012844	AL4G32210	CARHR130360
OG0012845	AL4G32340	CARHR130480, CARHR182760
OG0012846	AL4G32740	CARHR130860
OG0012847	AL4G32810	CARHR130910
OG0012848	AL4G29990	CARHR128170
OG0012849	AL4G32850	CARHR130960
OG0012850	AL4G32870	CARHR130980
OG0012851	AL4G32910	CARHR131060
OG0012852	nbis-gene-1087	CARHR131290
OG0012853	AL5G24260	CARHR149990
OG0012854	AL1G22470	CARHR011620
OG0012855	AL5G23720	CARHR150780
OG0012856	AL5G23580	CARHR150850
OG0012857	AL5G23340	CARHR151160
OG0012858	AL5G23290	CARHR151220
OG0012859	AL8G23820	CARHR258850
OG0012860	AL8G23880	CARHR258790
OG0012861	AL8G27460	CARHR265930
OG0012862	AL8G23970, AL7G42960	CARHR258720
