Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0011217	AL7G38080	AT4G16670.1
OG0011218	AL7G38040	AT4G16695.1
OG0011219	AL7G37840, AL6G36200	AT4G16807.1
OG0011220	AL7G37790	AT4G16845.1
OG0011221	AL7G37660	AT4G17050.1
OG0011222	nbis-gene-1831	AT4G17060.1
OG0011224	AL1G47010	AT1G32730.1
OG0011225	AL1G46950	AT1G32700.1
OG0011226	AL3G10470	AT3G01680.1
OG0011227	AL8G45470	AT5G66120.2
OG0011228	AL8G45590, AL472U10010	AT5G66030.1
OG0011229	AL8G45640	AT5G65990.1
OG0011230	AL8G45650	AT5G65980.1
OG0011231	AL8G45680	AT5G65960.1
OG0011232	AL5G46020	AT3G63180.1
OG0011233	AL5G45970	AT3G63130.1
OG0011234	AL5G45930	AT3G63095.1
OG0011235	AL5G45580	AT3G62800.1
OG0011236	AL5G45330	AT3G62580.1
OG0011237	AL5G45300	AT3G62550.1
OG0011238	AL5G45290	AT3G62540.1, AT5G14820.1, AT3G62470.1
OG0011239	AL5G45260	AT3G62450.1
OG0011240	AL5G45010	AT3G62260.2
OG0011241	AL5G44550	AT3G61950.1
OG0011242	AL5G44470	AT3G61890.1
OG0011243	AL5G44460	AT3G61880.2
OG0011244	AL5G44380	AT3G61820.1
OG0011245	AL5G44320	AT3G61760.1
OG0011246	AL5G44300	AT3G61750.1
OG0011247	AL5G43840, AL5G43780	AT5G28350.1, AT3G61480.2
OG0011248	AL5G43610, AL1G53590	AT3G61350.1
OG0011249	AL5G43450	AT3G61190.1
OG0011250	AL5G43160	AT3G60840.1
OG0011251	AL5G43150	AT3G60830.1
OG0011252	AL5G43000	AT3G60690.1
OG0011253	AL5G42990	AT3G60680.1
OG0011254	AL5G42920	AT3G60620.1
OG0011255	AL5G42710	AT3G60450.2
OG0011256	AL5G42430	AT3G60220.1
OG0011257	AL5G42360	AT3G60140.1
OG0011258	AL5G42070	AT3G59910.1
OG0011259	AL5G42000	AT3G59880.1
OG0011260	AL5G41810	AT3G59770.3
OG0011261	AL5G41730	AT3G59660.1
OG0011262	AL7G23020	AT4G29380.1
OG0011263	AL5G40990	AT3G59100.1
OG0011264	AL5G40940	AT3G59060.2
OG0011265	AL5G40920	AT3G59040.2
OG0011266	AL5G40890	AT3G59010.1
OG0011267	AL5G21690	AT3G43720.1
OG0011268	AL5G40360	AT3G58600.1
OG0011269	AL5G40330	AT3G58570.1
OG0011270	AL5G39740	AT3G58070.1
OG0011271	AL5G38680	AT3G57190.1
OG0011272	AL6G44800	AT4G10750.1
OG0011273	AL7G22330	AT4G29910.2
OG0011274	AL2G27440	AT1G68540.1
OG0011275	AL5G38270	AT3G56880.1
OG0011276	AL5G38260	AT3G56870.1
OG0011277	AL5G38220	AT3G56840.1
OG0011278	AL5G38210	AT3G56830.1
OG0011279	AL5G38010	AT3G56640.1
OG0011280	AL5G37970	AT3G56600.1
OG0011281	AL5G37950	AT3G56580.1
OG0011282	AL5G37660	AT3G56330.1
OG0011283	AL5G37640	AT3G56310.1
OG0011284	AL5G37440	AT3G56120.1
OG0011285	AL5G37430	AT3G56110.1
OG0011286	AL5G37270	AT3G55990.1
OG0011287	AL5G37170	AT3G55880.2
OG0011288	AL5G36990	AT3G55730.1
OG0011289	AL5G36980	AT3G55720.1
OG0011290	AL5G36940	AT3G55690.1
OG0011291	AL5G36890	AT3G55660.1
OG0011292	AL5G36770	AT3G55580.1
OG0011293	AL5G36360	AT3G55240.1
OG0011294	AL5G36190	AT3G55070.1
OG0011295	AL5G36170	AT3G55050.1
OG0011296	AL5G35940	AT3G54840.1
OG0011297	AL5G35900	AT3G54820.1
OG0011298	AL5G35870	AT3G54790.1
OG0011299	AL5G35770	AT3G54690.1
OG0011300	AL5G35740	AT3G54660.1
OG0011301	AL5G35730	AT3G54650.1
OG0011302	AL5G35690	AT3G54610.1
OG0011303	AL5G35540	AT3G54490.1
OG0011304	AL5G35530	AT3G54480.1
OG0011305	AL5G35480	AT3G54430.1
OG0011306	AL5G35250	AT3G54210.1
OG0011307	AL2G26280	AT1G67620.1
OG0011308	AL5G35010	AT3G54010.1
OG0011309	AL5G34980	AT3G53980.1
OG0011310	AL5G34890	AT3G53920.1
OG0011311	AL5G34500	AT3G53570.1
OG0011312	AL5G34420	AT3G53500.2
OG0011313	AL5G34390	AT3G53470.2
OG0011314	AL5G34020	AT3G53140.1
OG0011315	AL5G33730	AT3G52940.1
OG0011316	AL5G33680	AT3G52900.1
OG0011317	nbis-gene-1356	AT3G52730.2
OG0011318	AL5G33430	AT5G28390.1, AT3G52660.1
OG0011319	AL8G29610	AT5G54280.2
OG0011320	AL8G29120	AT5G53980.1
OG0011321	AL8G28960	AT5G53890.1
OG0011322	AL8G28890	AT5G53830.1
OG0011323	AL8G28680	AT5G53750.1
OG0011324	AL8G28250	AT5G53520.1
OG0011325	AL8G28050	AT5G53340.1
OG0011326	nbis-gene-2117	AT5G53220.1
OG0011327	AL7G39030	AT4G16140.2
OG0011328	AL3G40270	AT3G24650.1
OG0011329	AL3G40470	AT3G24740.1
OG0011330	nbis-gene-785	AT3G24770.1
OG0011331	AL3G40760	AT3G25050.1
OG0011332	AL3G40800	AT3G25110.1
OG0011333	AL3G40930, AL3G41060	AT3G25190.1
OG0011334	AL3G41590	AT3G25470.1
OG0011335	AL3G41700	AT3G25530.1
OG0011336	AL3G41870	AT2G04160.1
OG0011337	AL3G41910	AT2G04220.1
OG0011338	AL3G42350	AT2G04740.1
OG0011339	AL3G43120	AT2G05620.1
OG0011340	AL3G43950	AT2G06990.1
OG0011341	AL2G24630	AT1G66670.1
OG0011342	AL2G25050	AT1G66840.1
OG0011343	AL2G25170	AT1G66900.1
OG0011344	AL2G25420	AT1G67070.1
OG0011345	AL2G25840	AT1G67320.3
OG0011346	AL2G26360	AT1G67660.1
OG0011347	AL2G26400	AT1G67700.2
OG0011349	AL2G26730	AT1G67930.1
OG0011350	AL1G40270	AT1G24625.1
OG0011351	AL2G26960	AT1G67960.1
OG0011352	AL2G26840	AT1G68070.1
OG0011353	AL2G26750	AT1G68150.1
OG0011354	AL2G27260	AT1G68400.1
OG0011355	AL2G27320	AT1G68460.1
OG0011356	AL2G27370	AT1G68500.1
OG0011357	AL8G21710	AT5G48657.5
OG0011358	AL3G51180	AT2G18030.1
OG0011359	AL3G51200	AT2G18050.1
OG0011360	AL3G51260	AT2G18090.1
OG0011361	AL3G51470	AT2G18230.1
OG0011362	AL3G51510	AT2G18245.1
OG0011363	AL3G51620	AT2G18350.1
OG0011364	AL3G51660	AT2G18380.1
OG0011365	AL3G51760	AT2G18470.1
OG0011366	AL3G51890	AT2G18550.1
OG0011367	nbis-gene-903	AT2G18670.1
OG0011368	AL3G53030	AT2G18890.1
OG0011369	AL3G53010	AT2G18910.1
OG0011370	AL3G52900	AT2G19010.2
OG0011371	AL3G52830	AT2G19090.1
OG0011372	AL3G48930	AT2G19390.1
OG0011373	AL3G48790	AT2G19460.2
OG0011374	AL3G48750	AT2G19500.1
OG0011375	AL3G48590	AT2G19640.2
OG0011376	AL3G48440	AT2G19790.1
OG0011377	AL3G48410	AT2G19800.1
OG0011378	AL4G39230	AT2G41250.1
OG0011379	AL4G38900	AT2G40935.1
OG0011380	AL4G38820	AT2G40880.1
OG0011381	AL4G38800	AT2G40850.1
OG0011382	AL4G38780	AT2G40830.1
OG0011383	AL4G38560	AT2G40690.1
OG0011384	AL4G38200	AT2G40380.1
OG0011385	AL4G38170	AT2G40340.6
OG0011386	AL4G37920, AL108U10020	AT2G40190.1
OG0011387	AL4G37600	AT2G40000.1
OG0011388	AL4G37550	AT2G39970.1
OG0011389	AL4G37170	AT2G39710.1
OG0011391	AL4G36570	AT2G39260.1
OG0011392	AL4G36370	AT2G39060.1
OG0011393	AL4G36360, AL728U10020	AT2G39050.1
OG0011394	AL4G36280	AT2G38970.1
OG0011395	AL4G36240	AT2G38920.1
OG0011396	AL6G27390	AT5G16453.1
OG0011397	AL7G48530	AT5G41020.1
OG0011398	AL4G35800	AT2G38510.1
OG0011399	AL4G19290	AT2G26470.1
OG0011400	AL4G35690	AT2G38420.1
OG0011401	AL4G35580	AT2G38360.1
OG0011402	AL3G42820	AT4G13500.1, AT2G05310.1
OG0011403	AL4G35180, AL4G35170	AT2G38152.1
OG0011404	AL4G35080	AT2G38080.1
OG0011405	AL4G35070	AT2G38070.1
OG0011406	AL4G34980	AT2G38000.1
OG0011407	AL4G34860	AT2G37920.1
OG0011408	AL4G34230, AL4G34270	AT2G37650.1
OG0011409	AL4G34050	AT2G37560.1
OG0011410	AL4G33640	AT2G37260.1
OG0011411	AL4G33500	AT2G37150.3
OG0011412	AL4G33240	AT2G36990.1
OG0011413	AL6G47700	AT4G03820.4
OG0011414	AL6G47900	AT4G04370.1
OG0011415	AL6G48360	AT4G04870.1
OG0011416	AL6G48390	AT4G04885.1
OG0011417	AL6G48430	AT4G04920.1
OG0011418	AL6G46890	AT4G12060.1
OG0011419	AL6G46810	AT4G12010.1
OG0011420	AL6G46750	AT4G11980.1
OG0011422	AL6G46640	AT4G11910.1
OG0011423	AL6G47110	AT4G12250.1
OG0011424	AL4G10250	AT2G21160.1
OG0011425	AL4G10260	AT2G21170.1
OG0011426	AL4G10680	AT2G21500.1
OG0011427	AL4G10860	AT2G21660.1
OG0011428	AL4G10960	AT2G21720.2
OG0011429	AL4G11400	AT2G22090.2
OG0011430	AL4G11450	AT2G22122.1
OG0011431	AL4G12440	AT2G22860.1
OG0011432	AL4G13740	AT2G23740.2
OG0011433	AL4G14600	AT2G24270.2
OG0011434	AL4G16700	AT2G25320.3
OG0011435	AL4G16830	AT2G25420.4
OG0011436	AL4G16440	AT2G25190.1
OG0011437	AL4G16040	AT2G24960.1
OG0011438	AL4G14770	AT2G24370.1
OG0011439	AL1G40800	AT1G27390.1
OG0011440	AL1G40790	AT1G27385.4
OG0011441	AL1G51820	AT1G43700.1
OG0011442	AL1G52310	AT1G44446.1
OG0011443	AL1G52410	AT1G44750.1
OG0011444	AL1G52420	AT1G44760.2
OG0011445	AL1G51080	AT1G36940.2
OG0011446	AL1G51030	AT1G36390.1
OG0011447	AL7G19520	AT4G32320.1
OG0011448	AL1G49880	AT1G35180.1, AT1G35170.1
OG0011449	AL1G49820	AT1G34790.1
OG0011450	AL1G48850	AT1G34270.1
OG0011451	nbis-gene-210	AT1G34260.1
OG0011452	AL1G48600	AT1G34110.1
OG0011453	AL1G48190	AT1G33780.1
OG0011454	AL1G48100	AT1G33700.1
OG0011455	AL1G47870	AT1G33480.1
OG0011456	AL1G47710	AT1G33360.1
OG0011457	AL6G43320	AT4G09680.1
OG0011458	AL6G42090	AT4G08320.2
OG0011459	AL6G41630	AT4G08920.1
OG0011460	AL6G41510	AT4G09010.3
OG0011461	AL6G43750	AT4G10030.1
OG0011462	AL6G44390	AT4G10440.1
OG0011463	AL6G44690	AT4G10620.1
OG0011464	AL6G44810	AT4G10760.1
OG0011465	AL6G44890	AT4G10840.1
OG0011466	AL6G45270	AT4G11110.1
OG0011467	AL6G45830	AT4G11400.1
OG0011468	AL6G45860	AT4G11410.1
OG0011469	AL6G30470	AT5G19080.1
OG0011470	AL6G30570	AT5G19150.1
OG0011471	AL6G30660	AT5G19210.2
OG0011472	AL6G30810	AT5G19320.1
OG0011473	AL6G38400	AT5G26731.1
OG0011474	AL6G38930	AT5G27000.1
OG0011475	AL6G39380	AT5G27650.1
OG0011476	AL6G39550	AT5G27460.1
OG0011477	AL6G39590	AT5G27420.1
OG0011478	AL6G39840	AT5G27270.1
OG0011479	AL6G39850	AT5G27240.1
OG0011480	AL6G40140	AT5G27970.2
OG0011481	AL6G40500	AT5G28300.1
OG0011482	AL3G48050	AT2G20050.1
OG0011483	AL3G47890	AT2G20190.1
OG0011484	AL3G47840	AT2G20250.2
OG0011485	AL3G53340	AT2G20370.1
OG0011486	AL8G25400	AT5G51140.2
OG0011487	AL3G53480	AT2G20480.1
OG0011488	AL3G53600	AT2G20562.1
OG0011489	AL3G53620	AT2G20570.2
OG0011490	AL3G53750	AT2G20670.1
OG0011491	AL3G54000	AT2G20830.2
OG0011492	AL4G47750	AT2G48140.1
OG0011493	AL4G47720	AT2G48120.1
OG0011494	AL4G47690	AT2G48090.2
OG0011495	AL4G47580	AT2G47990.1
OG0011496	AL4G47300	AT2G47730.1
OG0011497	AL4G47200	AT2G47620.1
OG0011498	AL4G47070	AT2G47500.1
OG0011499	AL4G47030	AT2G47470.1
OG0011500	AL4G46950	AT2G47390.1
OG0011501	AL4G46920	AT2G47360.1
OG0011502	AL302U10030, AL4G46860	AT2G47300.2
OG0011503	AL4G46690	AT2G47140.1
OG0011504	AL4G46460	AT2G46980.2
OG0011505	AL4G46240	AT2G46770.1
OG0011506	AL4G46090	AT2G46650.1
OG0011507	AL4G45980	AT2G46550.1
OG0011508	AL4G45460	AT2G46200.1
OG0011509	AL4G45400	AT2G46150.1
OG0011510	AL4G45100, AL371U10020	AT2G45890.1
OG0011511	AL4G45080	AT2G45870.1
OG0011512	AL4G44970	AT2G45770.1
OG0011513	AL4G44820	AT2G45650.1
OG0011514	AL4G44630	AT2G45460.3
OG0011515	nbis-gene-1163	AT2G45360.1
OG0011516	AL4G43670	AT2G44640.1
OG0011517	AL4G43540	AT2G44520.1
OG0011518	AL4G42880	AT2G44000.1
OG0011519	AL4G42850	AT2G43970.1
OG0011520	AL4G42630	AT2G43760.1
OG0011521	AL4G42620	AT2G43750.1
OG0011522	AL711U10010, nbis-gene-1148	AT2G43210.1
OG0011523	nbis-gene-1147	AT2G43200.1
OG0011524	AL4G41780	AT2G43120.2
OG0011525	AL401U10010, AL4G41770	AT2G43110.1
OG0011526	AL4G41730	AT2G43080.1
OG0011527	AL4G41710	AT2G43060.1
OG0011528	AL4G41580	AT2G42950.1
OG0011529	AL4G41550	AT2G42910.1
OG0011530	AL3G53910	AT2G20800.1
OG0011531	AL4G41270	AT2G42710.1
OG0011532	AL4G40500	AT2G42130.4
OG0011533	AL4G40430	AT2G42070.1
OG0011534	AL4G40030	AT2G41720.1
OG0011535	AL4G40060	AT2G41750.1
OG0011536	AL4G40070	AT2G41760.1
OG0011537	AL4G40150	AT2G41830.1
OG0011538	AL4G39740	AT2G41640.1
OG0011539	AL4G39670	AT2G41600.7
OG0011540	AL4G39640	AT2G41540.1
OG0011541	AL4G39630	AT2G41530.1
OG0011542	AL4G39570	AT2G41480.1
OG0011543	AL4G39480	AT2G41410.1
OG0011544	AL8G10650	AT5G47390.1
OG0011545	AL8G10660	AT5G47380.1
OG0011546	AL8G10670	AT5G47370.1
OG0011547	AL8G10680	AT5G47360.1
OG0011548	AL8G11110	AT5G47090.1
OG0011549	AL3G10990	AT3G01250.1
OG0011550	AL3G11100	AT3G01160.1
OG0011551	AL3G11110	AT3G01150.1
OG0011552	AL3G11220	AT3G01050.1
OG0011553	AL3G11400	AT3G02150.2
OG0011554	AL3G11530	AT3G02260.1
OG0011555	AL3G12220	AT3G02810.1
OG0011556	AL3G12740	AT3G03130.1
OG0011557	AL3G12820	AT3G03210.1
OG0011558	AL3G13380	AT3G03610.4
OG0011559	AL3G13450	AT3G03660.3
OG0011560	AL3G13570	AT3G03760.1
OG0011561	AL3G13660	AT3G03800.1
OG0011562	AL3G13930	AT3G04020.1
OG0011563	AL3G14090	AT3G04160.2
OG0011564	AL3G14190	AT3G04240.1
OG0011565	AL3G14260	AT3G04290.1
OG0011566	AL3G14430	AT3G04480.1
OG0011567	AL3G14740	AT3G04680.1
OG0011568	AL3G14790	AT3G04710.3
OG0011569	AL3G14980	AT3G04820.1
OG0011570	AL3G15580	AT3G05165.6, AT3G05160.1
OG0011571	AL3G15600	AT3G05180.1
OG0011572	AL3G15940	AT3G05390.1
OG0011573	AL3G16230	AT3G05600.1
OG0011574	AL3G16330	AT3G05675.1
OG0011575	AL3G16380	AT3G05690.2
OG0011576	AL2G28540	AT1G69430.1
OG0011577	AL3G16600	AT3G05850.1
OG0011578	AL3G16930	AT3G06080.2
OG0011579	AL3G17310	AT3G06370.3
OG0011580	AL3G17540	AT3G06510.2
OG0011581	AL3G17930	AT3G06810.1
OG0011582	AL3G18010	AT3G06880.4
OG0011583	AL159U10020, AL3G18030	AT3G06910.1
OG0011584	AL3G18160	AT3G06980.1
OG0011585	AL3G18480	AT3G07210.1
OG0011586	AL3G19380	AT3G08000.1
OG0011587	AL3G19480	AT3G08505.1
OG0011588	AL3G19750	AT3G08760.1
OG0011589	AL3G19780	AT3G08780.1
OG0011590	AL3G19970	AT3G08950.1
OG0011591	AL3G20390	AT3G09270.1
OG0011592	AL3G20480	AT3G09320.1
OG0011593	AL614U10010, AL3G20610	AT3G09430.1
OG0011594	AL3G20650	AT3G09470.2
OG0011595	AL3G20880	AT3G09670.1
OG0011596	AL3G21100	AT3G09870.1
OG0011597	AL3G21130	AT3G09890.1
OG0011598	AL3G21200	AT3G09925.1
OG0011599	AL3G21490	AT3G10160.1
OG0011600	AL3G21590	AT3G10260.3
OG0011601	AL3G21640	AT3G10310.2
OG0011602	AL3G21800	AT3G10440.1
OG0011603	AL3G22120	AT3G10650.1
OG0011604	AL3G22200, AL532U10020	AT3G10730.1
OG0011605	AL3G22510	AT3G10970.1
OG0011606	AL3G22650	AT3G11110.1
OG0011607	AL3G22840	AT3G11330.1
OG0011608	AL3G23070	AT3G11520.1
OG0011609	AL222U10020, AL3G23220	AT3G11670.1
OG0011610	AL3G23480	AT3G11900.1
OG0011611	AL3G23510	AT3G11920.1
OG0011612	AL3G23570	AT3G11964.2
OG0011613	AL3G23720	AT3G12090.1
OG0011614	AL3G23820	AT3G12145.1
OG0011615	AL3G23870	AT3G12200.2
OG0011616	AL3G24030	AT3G12380.2
OG0011617	AL3G24120	AT3G12490.2
OG0011618	AL3G24280	AT3G12610.1
OG0011619	AL3G24400	AT3G12720.1
OG0011620	AL3G24610	AT3G12930.1
OG0011621	AL3G24880	AT3G13140.1
OG0011622	AL3G24920	AT3G13175.1
OG0011623	AL3G25010	AT3G13224.2
OG0011624	AL3G25030	AT3G13225.2
OG0011625	AL3G25940	AT3G13800.1
OG0011626	AL2G29480	AT1G70190.1
OG0011627	AL286U10010, AL3G26230	AT3G14020.1
OG0011628	AL3G26420	AT3G14180.1
OG0011629	AL3G26600	AT3G14280.1
OG0011630	AL3G26690	AT3G14360.1
OG0011631	AL3G26890	AT3G14560.1
OG0011632	AL3G27030	AT3G14720.1
OG0011633	AL3G27230	AT3G14910.1
OG0011634	AL3G27310	AT3G14980.1
OG0011635	AL3G27420	AT3G15070.1
OG0011636	AL3G27570	AT3G15180.2
OG0011637	AL3G27750	AT3G15350.1
OG0011638	AL3G28110	AT3G15530.1
OG0011639	AL3G28440	AT3G15780.1
OG0011640	AL3G28460	AT3G15800.1
OG0011642	AL3G28720	AT3G16070.1
OG0011643	AL3G28930	AT3G16230.1
OG0011644	AL3G29140	AT3G16360.2
OG0011645	AL3G29800	AT3G16840.2
OG0011646	AL3G29860	AT3G16890.1
OG0011647	AL3G30760	AT3G17660.2
OG0011648	AL3G31110	AT3G17940.1
OG0011649	AL3G31390	AT3G18200.2
OG0011650	AL3G31460	AT3G18230.1
OG0011651	AL3G31500	AT3G18270.1
OG0011652	AL3G31640	AT3G18360.1
OG0011653	AL3G31680	AT3G18390.1
OG0011654	AL3G31840	AT3G18520.2
OG0011655	AL3G31940	AT3G18630.1, AT2G10550.1
OG0011656	AL3G32080	AT3G18730.1
OG0011658	nbis-gene-1181	AT2G01410.1
OG0011659	AL3G32320	AT3G18930.1
OG0011660	AL3G32330	AT3G18940.1
OG0011661	AL3G32560	AT3G19184.2
OG0011662	AL3G32830	AT3G19420.1
OG0011663	AL3G32910	AT3G19508.1
OG0011664	AL3G33150	AT3G19680.1
OG0011665	AL3G33470	AT3G19910.1
OG0011666	AL3G34050	AT3G20330.1
OG0011668	AL3G35090	AT3G21150.1
OG0011669	AL3G35240	AT3G21215.1
OG0011670	AL3G35290	AT3G21260.3
OG0011671	AL8G27340	AT5G52880.1
OG0011672	AL7G50630	AT5G39680.1
OG0011673	AL7G50650	AT5G39660.1
OG0011674	AL7G50810	AT5G39500.1
OG0011675	AL7G50910	AT5G39420.1
OG0011676	AL7G50930	AT5G39400.1
OG0011677	AL7G51530	AT5G38895.3
OG0011678	AL7G51600	AT5G38840.1
OG0011679	AL7G51700	AT5G38720.2
OG0011680	AL7G51900	AT5G38640.1
OG0011681	AL7G52060	AT5G38510.1
OG0011682	AL7G46670	AT5G37790.1
OG0011683	AL7G46000	AT5G37370.1
OG0011684	AL6G17260, AL7G45860	AT5G37010.1
OG0011685	AL7G45590	AT5G36960.1
OG0011686	AL8G19920	AT5G47920.1
OG0011687	AL3G38640	AT3G23740.1
OG0011688	AL3G38260	AT3G23590.1
OG0011689	AL3G38240	AT3G23570.1
OG0011690	AL3G37860	AT3G23210.1
OG0011691	AL3G37800	AT3G23175.1
OG0011693	AL3G37550	AT1G61410.1, AT3G23100.1
OG0011694	AL57U10010, AL3G37450	AT3G23020.1
OG0011695	AL3G37350	AT3G22960.1
OG0011696	AL5G37040	AT3G55760.1
OG0011697	AL3G36280	AT3G22100.1
OG0011698	AL3G36800	AT3G22490.1
OG0011699	AL2G24090	AT1G66360.1
OG0011700	AL3G36560	AT3G22290.1
OG0011701	AL3G36400	AT3G22190.1
OG0011702	AL3G35960	AT3G21810.1
OG0011703	AL3G35790	AT3G21670.1
OG0011704	AL3G35720	AT3G21600.1
OG0011705	AL1G39790	AT1G25510.1
OG0011706	AL7G21760	AT4G30390.1
OG0011707	AL7G21900	AT4G30250.2
OG0011708	AL7G22040	AT4G30150.1
OG0011709	AL7G22340	AT4G29905.1
OG0011710	AL2G23020	AT1G66510.1
OG0011711	AL2G24240	AT1G66430.1
OG0011712	AL2G23430	AT1G65950.1
OG0011713	AL2G23550	AT1G65960.2
OG0011714	AL2G19340	AT1G64880.1
OG0011715	AL2G22080	AT1G65410.1
OG0011716	AL1G64900	AT1G54490.1
OG0011717	AL1G65080	AT1G54650.3
OG0011718	AL1G65320	AT1G54860.1
OG0011719	AL1G65430	AT1G54940.1
OG0011720	AL1G65540	AT1G54990.1
OG0011721	AL6G30360	AT5G19010.1
OG0011722	AL6G29960	AT5G18680.1
OG0011723	AL6G29880	AT5G18610.1
OG0011724	AL6G29690	AT5G18440.1
OG0011725	AL6G29540	AT5G18310.2
OG0011727	AL6G40990	AT5G29560.1
OG0011728	AL8G23110	AT5G49400.1
OG0011729	AL8G21650	AT5G48630.2
OG0011730	AL5G33110	AT3G52460.1
OG0011731	AL5G33050	AT3G52390.2
OG0011732	AL5G32720	AT3G52150.1
OG0011733	AL5G32690	AT3G52120.3
OG0011734	AL5G32630	AT3G52080.1
OG0011735	AL5G32620	AT3G52070.1
OG0011736	AL5G32580	AT3G52040.1
OG0011737	AL5G32470	AT3G51960.2
OG0011738	AL5G32370	AT3G51880.2
OG0011739	AL7G47260	AT5G41960.1
OG0011740	AL5G32160	AT3G51710.1
OG0011742	AL5G31950	AT3G51510.1
OG0011743	AL5G31940	AT3G51500.1
OG0011744	AL1G10060	AT1G02160.2
OG0011746	AL1G10390	AT1G01930.1
OG0011747	AL1G10560	AT1G01780.1
OG0011748	AL1G10750	AT1G01630.1
OG0011749	AL1G10900	AT1G01510.1
OG0011750	AL1G10910	AT1G01500.1
OG0011751	AL1G10930	AT1G01480.1
OG0011752	AL1G10960	AT1G01460.1
OG0011753	AL1G10990	AT1G01450.1
OG0011754	AL1G11130	AT1G01320.1
OG0011755	AL1G11170	AT1G01290.1
OG0011756	AL1G11120, AL1G11200	AT1G01260.1
OG0011757	AL1G11280	AT1G01200.1
OG0011758	AL1G11500	AT1G01030.1
OG0011759	AL1G11780	AT1G02420.1
OG0011760	AL1G11810	AT1G02470.1
OG0011761	AL1G12010	AT1G02680.1
OG0011762	nbis-gene-27	AT5G61710.1
OG0011763	AL1G12110	AT1G02730.1
OG0011764	AL1G12400	AT1G02960.2
OG0011765	AL1G12450	AT1G03000.1
OG0011766	AL1G12620	AT1G03150.1
OG0011767	AL1G13110	AT1G03610.1
OG0011768	AL1G13330	AT1G03780.3
OG0011769	AL1G13350	AT1G03790.1
OG0011770	AL1G13890	AT1G04290.1
OG0011771	AL1G13960	AT1G04360.1
OG0011772	AL1G14030	AT1G04420.1
OG0011773	AL1G14080	AT1G04440.1
OG0011774	AL1G14100	AT1G04450.1
OG0011775	AL1G14400	AT1G04690.1
OG0011776	AL1G14550	AT1G04830.2
OG0011777	AL1G14570	AT1G04850.1
OG0011778	AL1G14630	AT1G04910.1
OG0011779	AL1G15270	AT1G05430.1
OG0011780	AL1G15330	AT1G05490.1
OG0011781	AL1G15500	AT1G05600.1
OG0011782	AL1G15610	AT1G05700.2
OG0011783	AL1G15730	AT1G05805.1
OG0011784	AL1G15870	AT1G05910.1
OG0011785	AL1G16260	AT1G06260.1
OG0011786	AL1G16430	AT1G06420.1
OG0011787	AL1G16470	AT1G06460.1
OG0011788	AL1G16620	AT1G06590.1
OG0011789	AL1G17070	AT1G07010.3
OG0011790	AL1G17250	AT1G07130.1
OG0011791	AL7G28820	AT4G24400.1
OG0011792	AL1G17380	AT1G07230.1
OG0011793	AL1G17490	AT1G07340.1
OG0011794	AL1G17970	AT1G07745.1
OG0011795	nbis-gene-48	AT1G07960.1
OG0011796	AL3G40780	AT3G25070.2
OG0011797	AL1G18470	AT1G08110.4
OG0011798	AL1G18920	AT1G08490.1
OG0011799	AL1G18980	AT1G08550.1
OG0011800	AL1G19130	AT1G08680.4
OG0011801	AL8G26590	AT5G52210.1
OG0011802	AL1G19180	AT1G08750.1
OG0011803	AL1G19240	AT1G08810.1
OG0011804	AL1G19270	AT1G08840.3
OG0011805	AL1G19390	AT1G08960.1
OG0011806	AL1G19590	AT1G09150.1
OG0011807	AL1G20530	AT1G09930.1
OG0011808	AL1G19710	AT1G09220.1
OG0011809	AL1G19980	AT1G09460.1
OG0011810	AL1G20070	AT1G09550.1
OG0011811	AL1G20090	AT1G09570.3
OG0011812	AL1G20300	AT1G09750.1
OG0011813	nbis-gene-58	AT1G09880.3
OG0011814	AL1G20750	AT1G10050.3
OG0011815	AL1G21330	AT1G10522.1
OG0011816	AL7G25740	AT4G27060.1
OG0011817	AL1G21600	AT1G10720.1
OG0011818	AL1G21880	AT1G10900.1
OG0011819	AL2G17410	AT4G16095.1
OG0011820	AL1G22000	AT1G11020.1
OG0011821	AL1G22400	AT1G11320.1
OG0011822	AL1G22590	AT1G11480.1
OG0011823	AL1G22980	AT1G11790.1
OG0011824	AL1G23130	AT1G11925.1
OG0011825	AL1G23140	AT1G11930.1
OG0011826	AL1G23270	AT1G12030.1
OG0011827	AL1G23310	AT1G12060.1
OG0011828	AL1G23330	AT1G12070.1
OG0011829	AL1G23510	AT1G12230.2
OG0011830	AL1G23660	AT1G12330.1
OG0011831	AL1G23870	AT1G12520.1
OG0011832	AL1G24360	AT1G12770.1
OG0011833	AL1G24440	AT1G12805.1
OG0011834	AL1G24870	AT1G13190.1
OG0011835	AL1G25060	AT1G13300.1
OG0011836	AL1G25070	AT1G13310.1
OG0011837	AL1G25120	AT1G13380.1
OG0011838	AL1G25330	AT1G13590.1
OG0011839	AL1G25410	AT1G13630.4
OG0011840	AL1G25610	AT1G13810.1
OG0011841	AL1G25750	AT1G13920.4
OG0011842	AL1G25770	AT1G13930.1
OG0011843	AL1G26720	AT1G14710.1
OG0011844	AL1G26740	AT1G14730.1
OG0011845	AL1G26790	AT1G14760.1
OG0011846	AL1G27200	AT1G15130.1
OG0011847	AL1G27270	AT1G15190.1
OG0011848	AL1G27300	AT1G15215.4
OG0011849	AL1G27660	AT1G15530.1
