Orthogroup	Arabidopsis_lyrata_Rawat	Arabis_alpina
OG0011388	AL4G37550	Aa_G38350.h1.t1
OG0011389	AL4G37170	Aa_G451090.h1.t1
OG0011391	AL4G36890, AL4G36570	Aa_G509530.h1.t1
OG0011392	AL728U10010, AL4G36370	Aa_G444090.h1.t1
OG0011393	AL4G36360, AL728U10020	Aa_G444100.h1.t1
OG0011394	AL4G36280	Aa_G216860.h1.t1
OG0011395	AL4G36240	Aa_G486520.h1.t1
OG0011396	AL6G27390	Aa_G539730.h1.t1
OG0011399	AL4G19290	Aa_G363330.h1.t1
OG0011401	AL4G35580	Aa_G542800.h1.t1
OG0011402	AL3G42820	Aa_G196690.h1.t1
OG0011403	AL4G35180, AL4G35170	Aa_G172170.h1.t1
OG0011404	AL4G35080	Aa_G150750.h1.t1
OG0011405	AL4G35070	Aa_G150760.h1.t1, Aa_G140390.h1.t1, Aa_G138320.h1.t1
OG0011406	AL4G34980	Aa_G150830.h1.t1
OG0011407	AL4G34860	Aa_G606060.h1.t1
OG0011408	AL4G34230, AL4G34270	Aa_G487710.h1.t1
OG0011409	AL4G34050	Aa_G197140.h1.t1
OG0011410	AL4G33640	Aa_G30000.h1.t1
OG0011411	AL4G33500	Aa_G457130.h1.t1
OG0011412	AL4G33240	Aa_G135680.h1.t1
OG0011413	AL6G47700	Aa_G337940.h1.t1
OG0011414	AL6G47900	Aa_G320560.h1.t1
OG0011415	AL6G48360	Aa_G257120.h1.t1
OG0011416	AL6G48390	Aa_G257090.h1.t1
OG0011417	AL6G48430	Aa_G257050.h1.t1
OG0011418	AL6G46890	Aa_G35130.h1.t1
OG0011419	AL6G46810	Aa_G35220.h1.t1
OG0011420	AL6G46750	Aa_G35250.h1.t1
OG0011421	AL6G46740	Aa_G225610.h1.t1
OG0011422	AL6G46640	Aa_G225560.h1.t1
OG0011423	AL6G47110	Aa_G35020.h1.t1
OG0011424	AL4G10250	Aa_G10130.h1.t1
OG0011425	AL4G10260	Aa_G10120.h1.t1
OG0011426	AL4G10680	Aa_G50360.h1.t1
OG0011427	AL4G10860	Aa_G666740.h1.t1
OG0011428	AL4G10960	Aa_G279270.h1.t1
OG0011429	AL4G11400	Aa_G100250.h1.t1
OG0011430	AL4G11450	Aa_G100210.h1.t1
OG0011431	AL4G12440	Aa_G428730.h1.t1
OG0011432	AL4G13740	Aa_G11880.h1.t1
OG0011433	AL4G14600	Aa_G641110.h1.t1
OG0011434	AL4G16700	Aa_G87300.h1.t1
OG0011435	AL4G16830	Aa_G87280.h1.t1
OG0011436	AL4G16440	Aa_G373680.h1.t1
OG0011437	AL4G16040	Aa_G393120.h1.t1
OG0011438	AL4G14770	Aa_G310070.h1.t1
OG0011439	AL1G40800	Aa_G181360.h1.t1
OG0011440	AL1G40790	Aa_G61860.h1.t1
OG0011441	AL1G51820	Aa_G54780.h1.t1
OG0011442	AL1G52310	Aa_G27690.h1.t1
OG0011443	AL1G52410	Aa_G82650.h1.t1
OG0011444	AL1G52420	Aa_G82640.h1.t1
OG0011445	AL1G51080	Aa_G239590.h1.t1
OG0011446	AL1G51030	Aa_G471240.h1.t1
OG0011447	AL7G19520	Aa_G395080.h1.t1
OG0011448	AL1G49880	Aa_G368900.h1.t1
OG0011449	AL1G49820	Aa_G507040.h1.t1
OG0011451	nbis-gene-210	Aa_G376990.h1.t1
OG0011452	AL1G48600	Aa_G310760.h1.t1
OG0011453	AL1G48190	Aa_G433810.h1.t1
OG0011454	AL1G48100	Aa_G260310.h1.t1
OG0011455	AL1G47870	Aa_G300860.h1.t1
OG0011456	AL1G47710	Aa_G124930.h1.t1
OG0011457	AL6G43320	Aa_G71380.h1.t1
OG0011458	AL6G42090	Aa_G151190.h1.t1
OG0011459	AL6G41630	Aa_G97620.h1.t1
OG0011460	AL6G41510	Aa_G61110.h1.t1
OG0011461	AL6G43750	Aa_G294830.h1.t1
OG0011462	AL6G44390	Aa_G273600.h1.t1
OG0011463	AL6G44690	Aa_G558810.h1.t1
OG0011464	AL6G44810	Aa_G107470.h1.t1
OG0011465	AL6G44890	Aa_G689120.h1.t1
OG0011466	AL6G45270	Aa_G573290.h1.t1
OG0011467	AL6G45830	Aa_G39340.h1.t1
OG0011469	AL6G30470	Aa_G120330.h1.t1
OG0011470	AL6G30570	Aa_G128850.h1.t1
OG0011471	AL6G30660	Aa_G255520.h1.t1
OG0011472	AL6G30810	Aa_G846190.h1.t1
OG0011474	AL6G38930	Aa_G146580.h1.t1
OG0011475	AL6G39380	Aa_G26120.h1.t1
OG0011476	AL6G39550	Aa_G502220.h1.t1
OG0011477	AL6G39590	Aa_G430210.h1.t1
OG0011478	AL6G39840	Aa_G251110.h1.t1
OG0011479	AL6G39850	Aa_G251120.h1.t1
OG0011480	AL6G40140	Aa_G251200.h1.t1
OG0011481	AL6G40500	Aa_G224570.h1.t1
OG0011482	AL3G48050	Aa_G513420.h1.t1
OG0011483	AL3G47890	Aa_G166580.h1.t1
OG0011484	AL3G47840	Aa_G166550.h1.t1
OG0011485	AL3G53340	Aa_G422280.h1.t1
OG0011486	AL8G25400	Aa_G498090.h1.t1
OG0011487	AL3G53480	Aa_G194830.h1.t1
OG0011488	AL3G53600	Aa_G194740.h1.t1
OG0011489	AL3G53620	Aa_G194730.h1.t1
OG0011490	AL3G53750	Aa_G627450.h1.t1
OG0011491	AL3G54000	Aa_G505070.h1.t1
OG0011492	AL4G47750	Aa_G13250.h1.t1
OG0011493	AL4G47720	Aa_G13210.h1.t1
OG0011494	AL4G47690	Aa_G13170.h1.t1
OG0011495	AL4G47580	Aa_G13060.h1.t1
OG0011496	AL4G47300	Aa_G206240.h1.t1
OG0011497	AL4G47200	Aa_G206100.h1.t1
OG0011498	AL4G47070	Aa_G241210.h1.t1
OG0011499	AL4G47030	Aa_G731290.h1.t1
OG0011500	AL4G46950	Aa_G226150.h1.t1
OG0011501	AL4G46920	Aa_G226120.h1.t1
OG0011502	AL302U10030, AL4G46860	Aa_G226070.h1.t1
OG0011503	AL4G46690	Aa_G453070.h1.t1
OG0011504	AL4G46460	Aa_G177980.h1.t1
OG0011505	AL4G46240	Aa_G462260.h1.t1
OG0011506	AL4G46090	Aa_G332690.h1.t1
OG0011507	AL4G45980	Aa_G332590.h1.t1
OG0011508	AL4G45460	Aa_G381110.h1.t1
OG0011509	AL4G45400	Aa_G16830.h1.t1
OG0011510	AL4G45100, AL371U10020	Aa_G17090.h1.t1
OG0011511	AL4G45080	Aa_G17110.h1.t1
OG0011512	AL4G44970	Aa_G17200.h1.t1
OG0011513	AL4G44820	Aa_G15980.h1.t1
OG0011514	AL4G44630	Aa_G16210.h1.t1
OG0011515	nbis-gene-1163	Aa_G289610.h1.t1
OG0011516	AL4G43670	Aa_G265080.h1.t1
OG0011517	AL4G43540	Aa_G265200.h1.t1
OG0011518	AL4G42880	Aa_G360530.h1.t1
OG0011519	AL4G42850	Aa_G360560.h1.t1
OG0011521	AL4G42620	Aa_G445390.h1.t1
OG0011522	AL711U10010, nbis-gene-1148	Aa_G401450.h1.t1
OG0011523	nbis-gene-1147	Aa_G401460.h1.t1
OG0011524	AL4G41780	Aa_G401550.h1.t1
OG0011525	AL401U10010, AL4G41770	Aa_G401560.h1.t1
OG0011526	AL4G41730	Aa_G437450.h1.t1
OG0011527	AL4G41710	Aa_G280610.h1.t1
OG0011528	AL4G41580	Aa_G450740.h1.t1
OG0011529	AL4G41550	Aa_G450770.h1.t1
OG0011530	AL3G53910	Aa_G440820.h1.t1, Aa_G344700.h1.t1
OG0011531	AL4G41270	Aa_G374610.h1.t1
OG0011532	AL4G40500	Aa_G67390.h1.t1
OG0011533	AL4G40430	Aa_G67330.h1.t1
OG0011534	AL4G40030	Aa_G145820.h1.t1
OG0011535	AL4G40060	Aa_G145780.h1.t1
OG0011536	AL4G40070	Aa_G145770.h1.t1
OG0011537	AL4G40150	Aa_G422450.h1.t1
OG0011538	AL4G39740	Aa_G546850.h1.t1
OG0011539	AL4G39670	Aa_G188350.h1.t1
OG0011540	AL4G39640	Aa_G188380.h1.t1
OG0011541	AL4G39630	Aa_G188390.h1.t1
OG0011542	AL4G39570	Aa_G188440.h1.t1
OG0011543	AL4G39480	Aa_G188510.h1.t1
OG0011544	AL8G10650	Aa_G162940.h1.t1
OG0011545	AL8G10660	Aa_G315540.h1.t1
OG0011546	AL8G10670	Aa_G315550.h1.t1
OG0011547	AL8G10680	Aa_G315580.h1.t1
OG0011548	AL8G11110	Aa_G213810.h1.t1
OG0011549	AL3G10990	Aa_G14770.h1.t1
OG0011550	AL3G11100	Aa_G14670.h1.t1
OG0011551	AL3G11110	Aa_G14660.h1.t1
OG0011552	AL3G11220	Aa_G14560.h1.t1
OG0011553	AL3G11400	Aa_G71670.h1.t1
OG0011555	AL3G12220	Aa_G250350.h1.t1
OG0011556	AL3G12740	Aa_G111690.h1.t1
OG0011557	AL3G12820	Aa_G267930.h1.t1
OG0011558	AL3G13380	Aa_G44930.h1.t1
OG0011559	AL3G13450	Aa_G44990.h1.t1
OG0011560	AL3G13570	Aa_G45080.h1.t1
OG0011561	AL3G13660	Aa_G438170.h1.t1
OG0011562	AL3G13930	Aa_G618740.h1.t1
OG0011563	AL3G14090	Aa_G96500.h1.t1, Aa_G217230.h1.t1
OG0011564	AL3G14190	Aa_G217280.h1.t1
OG0011565	AL3G14260	Aa_G526040.h1.t1
OG0011566	AL3G14430	Aa_G304900.h1.t1
OG0011567	AL3G14740	Aa_G4350.h1.t1
OG0011568	AL3G14790	Aa_G4380.h1.t1
OG0011569	AL3G14980	Aa_G4510.h1.t1
OG0011570	AL3G15580	Aa_G4950.h1.t1
OG0011571	AL3G15600	Aa_G4980.h1.t1, Aa_G4970.h1.t1
OG0011572	AL3G15940	Aa_G75590.h1.t1
OG0011573	AL3G16230	Aa_G51030.h1.t1
OG0011574	AL3G16330	Aa_G51110.h1.t1
OG0011575	AL3G16380	Aa_G51130.h1.t1
OG0011576	AL2G28540	Aa_G626590.h1.t1
OG0011577	AL3G16600	Aa_G269330.h1.t1
OG0011578	AL3G16930	Aa_G163140.h1.t1
OG0011579	AL3G17310	Aa_G7210.h1.t1, Aa_G47790.h1.t1
OG0011580	AL3G17540	Aa_G49950.h1.t1
OG0011581	AL3G17930	Aa_G47080.h1.t1
OG0011582	AL3G18010	Aa_G47010.h1.t1
OG0011583	AL159U10020, AL3G18030	Aa_G47900.h1.t1
OG0011584	AL3G18160	Aa_G47820.h1.t1
OG0011585	AL3G18480	Aa_G78710.h1.t1
OG0011586	AL3G19380	Aa_G301980.h1.t1
OG0011587	AL3G19480	Aa_G302050.h1.t1
OG0011588	AL3G19750	Aa_G24330.h1.t1
OG0011589	AL3G19780	Aa_G24310.h1.t1
OG0011590	AL3G19970	Aa_G24150.h1.t1
OG0011591	AL3G20390	Aa_G643950.h1.t1
OG0011592	AL3G20480	Aa_G403680.h1.t1
OG0011593	AL614U10010, AL3G20610	Aa_G403560.h1.t1
OG0011594	AL3G20650	Aa_G403530.h1.t1
OG0011595	AL3G20880	Aa_G34720.h1.t1
OG0011597	AL3G21130	Aa_G34460.h1.t1
OG0011598	AL3G21200	Aa_G324470.h1.t1
OG0011599	AL3G21490	Aa_G648960.h1.t1
OG0011600	AL3G21590	Aa_G419570.h1.t1
OG0011601	AL3G21640	Aa_G419520.h1.t1
OG0011602	AL3G21800	Aa_G586950.h1.t1, Aa_G586930.h1.t1
OG0011603	AL3G22120	Aa_G137090.h1.t1
OG0011604	AL3G22200, AL532U10020	Aa_G137010.h1.t1
OG0011605	AL3G22510	Aa_G710110.h1.t1
OG0011606	AL3G22650	Aa_G333220.h1.t1
OG0011607	AL3G22840	Aa_G285230.h1.t1
OG0011608	AL3G23070	Aa_G216070.h1.t1
OG0011609	AL222U10020, AL3G23220	Aa_G695020.h1.t1
OG0011610	AL3G23480	Aa_G5530.h1.t1
OG0011611	AL3G23510	Aa_G5510.h1.t1
OG0011612	AL3G23570	Aa_G5450.h1.t1
OG0011613	AL3G23720	Aa_G5310.h1.t1
OG0011614	AL3G23820	Aa_G709290.h1.t1, Aa_G709280.h1.t1, Aa_G759750.h1.t1
OG0011615	AL3G23870	Aa_G40640.h1.t1
OG0011616	AL3G24030	Aa_G40480.h1.t1
OG0011617	AL3G24120	Aa_G40400.h1.t1
OG0011618	AL3G24280	Aa_G40250.h1.t1
OG0011620	AL3G24610	Aa_G720260.h1.t1
OG0011621	AL3G24880	Aa_G696720.h1.t1
OG0011622	AL3G24920	Aa_G374020.h1.t1
OG0011623	AL3G25010	Aa_G373960.h1.t1
OG0011624	AL3G25030	Aa_G373940.h1.t1
OG0011625	AL3G25940	Aa_G614370.h1.t1
OG0011626	AL6G45410, AL2G29480	Aa_G221980.h1.t1
OG0011627	AL286U10010, AL3G26230	Aa_G237660.h1.t1
OG0011628	AL3G26420	Aa_G458800.h1.t1
OG0011629	AL3G26600	Aa_G56330.h1.t1
OG0011630	AL3G26690	Aa_G56280.h1.t1
OG0011631	AL3G26890	Aa_G559440.h1.t1
OG0011632	AL3G27030	Aa_G140360.h1.t1
OG0011633	AL3G27230	Aa_G1430.h1.t1
OG0011634	AL3G27310	Aa_G1350.h1.t1
OG0011635	AL3G27420	Aa_G1240.h1.t1
OG0011636	AL3G27570	Aa_G1110.h1.t1
OG0011637	AL3G27750	Aa_G443920.h1.t1
OG0011638	AL3G28110	Aa_G424030.h1.t1
OG0011639	AL3G28440	Aa_G32220.h1.t1
OG0011640	AL3G28460	Aa_G32240.h1.t1
OG0011643	AL3G28930	Aa_G223440.h1.t1
OG0011644	AL3G29140	Aa_G532810.h1.t1
OG0011645	AL3G29800	Aa_G418180.h1.t1
OG0011646	AL3G29860	Aa_G20500.h1.t1
OG0011647	AL3G30760	Aa_G682980.h1.t1
OG0011648	AL3G31110	Aa_G176950.h1.t1
OG0011649	AL3G31390	Aa_G549500.h1.t1
OG0011650	AL3G31460	Aa_G549440.h1.t1
OG0011651	AL3G31500	Aa_G601170.h1.t1
OG0011652	AL3G31640	Aa_G82040.h1.t1
OG0011653	AL3G31680	Aa_G213270.h1.t1
OG0011654	AL3G31840	Aa_G104750.h1.t1
OG0011655	AL3G31940	Aa_G104650.h1.t1
OG0011656	AL3G32080	Aa_G959280.h1.t1, Aa_G772130.h1.t1
OG0011658	nbis-gene-1181	Aa_G251520.h1.t1
OG0011659	AL3G32320	Aa_G342920.h1.t1
OG0011660	AL3G32330	Aa_G342930.h1.t1
OG0011661	AL3G32560	Aa_G240040.h1.t1
OG0011662	AL3G32830	Aa_G611850.h1.t1
OG0011663	AL3G32910	Aa_G20210.h1.t1
OG0011664	AL3G33150	Aa_G164560.h1.t1
OG0011665	AL3G33470	Aa_G50750.h1.t1
OG0011666	AL3G34050	Aa_G152420.h1.t1
OG0011668	AL3G35090	Aa_G162010.h1.t1
OG0011669	AL3G35240	Aa_G430410.h1.t1
OG0011670	AL3G35290	Aa_G497640.h1.t1
OG0011671	AL8G27340	Aa_G338550.h1.t1
OG0011672	AL7G50630	Aa_G169310.h1.t1
OG0011673	AL7G50650	Aa_G169330.h1.t1
OG0011674	AL7G50810	Aa_G245500.h1.t1
OG0011675	AL7G50910	Aa_G245540.h1.t1
OG0011676	AL7G50930	Aa_G245560.h1.t1
OG0011677	AL7G51530	Aa_G365240.h1.t1
OG0011678	AL4G16760	Aa_G365190.h1.t1
OG0011679	AL7G51700	Aa_G421550.h1.t1
OG0011680	AL7G51900	Aa_G110020.h1.t1, Aa_G575750.h1.t1
OG0011681	AL7G52060	Aa_G110120.h1.t1
OG0011682	AL7G46670	Aa_G336550.h1.t1
OG0011683	AL7G46000	Aa_G36190.h1.t1
OG0011684	AL6G17260, AL7G45860	Aa_G267710.h1.t1, Aa_G456700.h1.t1
OG0011685	AL7G45590	Aa_G331440.h1.t1
OG0011686	AL8G19920	Aa_G103480.h1.t1
OG0011687	AL3G38640	Aa_G92490.h1.t1
OG0011688	AL3G38260	Aa_G293390.h1.t1
OG0011689	AL3G38240	Aa_G293340.h1.t1
OG0011690	AL3G37860	Aa_G460870.h1.t1
OG0011691	AL3G37800	Aa_G312950.h2.t1, Aa_G312950.h3.t1, Aa_G312950.h1.t1
OG0011693	AL3G37550	Aa_G391650.h1.t1
OG0011694	AL57U10010, AL3G37450	Aa_G277220.h1.t1
OG0011695	AL3G37350	Aa_G51860.h1.t1
OG0011696	AL5G37040	Aa_G51890.h1.t1
OG0011697	AL3G36280	Aa_G117960.h1.t1, Aa_G619260.h1.t1
OG0011698	AL3G36800	Aa_G212410.h1.t1
OG0011699	AL2G24090	Aa_G211020.h1.t1
OG0011700	AL3G36560	Aa_G198890.h1.t1
OG0011701	AL3G36400	Aa_G603110.h1.t1
OG0011702	AL3G35960	Aa_G455820.h1.t1
OG0011703	AL3G35790	Aa_G171710.h1.t1
OG0011704	AL3G35720	Aa_G171780.h1.t1
OG0011705	AL1G39790	Aa_G596270.h1.t1
OG0011706	AL7G21760	Aa_G659200.h1.t1
OG0011707	AL7G21900	Aa_G279940.h1.t1
OG0011708	AL7G22040	Aa_G450140.h1.t1
OG0011709	AL7G22340	Aa_G828630.h1.t1
OG0011710	AL2G23020	Aa_G633550.h1.t1, Aa_G214920.h1.t1
OG0011711	AL2G24240	Aa_G288130.h1.t1
OG0011712	AL2G23430	Aa_G387700.h1.t1
OG0011713	AL2G23550	Aa_G387710.h1.t1
OG0011714	AL2G19340	Aa_G407540.h1.t1, Aa_G404420.h1.t1
OG0011715	AL2G22080	Aa_G474730.h1.t1
OG0011716	AL1G64900	Aa_G62080.h1.t1
OG0011717	AL1G65080	Aa_G256300.h1.t1
OG0011718	AL1G65320	Aa_G316170.h1.t1
OG0011719	AL1G65430	Aa_G316120.h1.t1
OG0011720	AL1G65540	Aa_G252540.h1.t1
OG0011721	AL6G30360	Aa_G83670.h1.t1
OG0011722	AL6G29960	Aa_G33720.h1.t1
OG0011723	AL6G29880	Aa_G372460.h1.t1
OG0011724	AL6G29690	Aa_G276260.h1.t1, Aa_G64510.h1.t1
OG0011725	AL6G29540	Aa_G416170.h1.t1
OG0011727	AL6G40990	Aa_G577950.h1.t1
OG0011728	AL8G23110	Aa_G619010.h1.t1
OG0011729	AL8G21650	Aa_G649900.h1.t1
OG0011730	AL5G33110	Aa_G608140.h1.t1
OG0011733	AL5G32690	Aa_G300350.h1.t1
OG0011734	AL5G32630	Aa_G300280.h1.t1
OG0011736	AL5G32580	Aa_G300240.h1.t1
OG0011737	AL5G32470	Aa_G87940.h1.t1
OG0011738	AL5G32370	Aa_G235900.h1.t1
OG0011739	AL7G47260	Aa_G541530.h1.t1, Aa_G184960.h1.t1
OG0011740	AL5G32160	Aa_G178570.h1.t1
OG0011742	AL5G31950	Aa_G122840.h1.t1
OG0011743	AL5G31940	Aa_G122830.h1.t1
OG0011744	AL1G10060	Aa_G106310.h1.t1
OG0011746	AL1G10390	Aa_G94560.h1.t1
OG0011747	AL1G10560	Aa_G94420.h1.t1
OG0011748	AL1G10750	Aa_G291130.h1.t1, Aa_G130230.h1.t1, Aa_G130220.h1.t1
OG0011749	AL1G10900	Aa_G105790.h1.t1
OG0011750	AL1G10910	Aa_G105800.h1.t1
OG0011751	AL1G10930	Aa_G105820.h1.t1
OG0011752	AL1G10960	Aa_G105850.h1.t1
OG0011753	AL1G10990	Aa_G105860.h1.t1
OG0011754	AL1G11130	Aa_G325210.h1.t1
OG0011755	AL1G11170	Aa_G325180.h1.t1
OG0011756	AL1G11120, AL1G11200	Aa_G325160.h1.t1
OG0011757	AL1G11280	Aa_G290710.h1.t1
OG0011758	AL1G11500	Aa_G211780.h1.t1
OG0011759	AL1G11780	Aa_G6360.h1.t1
OG0011760	AL1G11810	Aa_G6400.h1.t1
OG0011761	AL1G12010	Aa_G6550.h1.t1
OG0011762	nbis-gene-27	Aa_G6570.h1.t1
OG0011764	AL1G12400	Aa_G6920.h1.t1, Aa_G575110.h1.t1
OG0011765	AL1G12450	Aa_G6960.h1.t1
OG0011766	AL1G12620	Aa_G358050.h1.t1
OG0011767	AL1G13110	Aa_G134820.h1.t1
OG0011768	AL1G13330	Aa_G134650.h1.t1
OG0011769	AL1G13350	Aa_G134640.h1.t1
OG0011770	AL1G13890	Aa_G341230.h1.t1
OG0011772	AL1G14030	Aa_G38730.h1.t1
OG0011773	AL1G14080	Aa_G38750.h1.t1
OG0011775	AL1G14400	Aa_G477710.h1.t1
OG0011776	AL1G14550	Aa_G217750.h1.t1
OG0011777	AL1G14570	Aa_G217770.h1.t1
OG0011778	AL1G14630	Aa_G286240.h1.t1
OG0011779	AL1G15270	Aa_G79290.h1.t1
OG0011781	AL1G15500	Aa_G79440.h1.t1
OG0011782	AL1G15610	Aa_G219930.h1.t1
OG0011783	AL1G15730	Aa_G220720.h1.t1
OG0011784	AL1G15870	Aa_G139990.h1.t1
OG0011785	AL1G16260	Aa_G22980.h1.t1
OG0011786	AL1G16430	Aa_G22840.h1.t1
OG0011787	AL1G16470	Aa_G22800.h1.t1
OG0011788	AL1G16620	Aa_G22630.h1.t1
OG0011789	AL1G17070	Aa_G429810.h1.t1
OG0011790	AL1G17250	Aa_G441400.h1.t1
OG0011791	AL7G28820	Aa_G763490.h1.t1
OG0011792	AL1G17380	Aa_G182190.h1.t1
OG0011793	AL1G17490	Aa_G275800.h1.t1
OG0011794	AL1G17970	Aa_G90690.h1.t1, Aa_G558400.h1.t1
OG0011795	nbis-gene-48	Aa_G345320.h1.t1
OG0011796	AL3G40780	Aa_G76930.h1.t1
OG0011797	AL1G18470	Aa_G369450.h1.t1
OG0011798	AL1G18920	Aa_G442700.h1.t1, Aa_G442700.h2.t1
OG0011799	AL1G18980	Aa_G442630.h1.t1
OG0011800	AL1G19130	Aa_G80860.h1.t1
OG0011801	AL8G26590	Aa_G247200.h1.t1
OG0011802	AL1G19180	Aa_G80780.h1.t1
OG0011803	AL1G19240	Aa_G80710.h1.t1
OG0011804	AL1G19270	Aa_G80680.h1.t1
OG0011805	AL1G19390	Aa_G19330.h1.t1
OG0011806	AL1G19590	Aa_G19160.h1.t1
OG0011807	AL1G20530	Aa_G438890.h1.t1
OG0011808	AL1G19710	Aa_G19060.h1.t1
OG0011809	AL1G19980	Aa_G194040.h1.t1
OG0011810	AL1G20070	Aa_G516480.h1.t1
OG0011811	AL1G20090	Aa_G516460.h1.t1
OG0011812	AL1G20300	Aa_G160890.h1.t1
OG0011813	nbis-gene-58	Aa_G463930.h1.t1
OG0011814	AL1G20750	Aa_G171340.h1.t1
OG0011815	AL1G21330	Aa_G427930.h1.t1
OG0011816	AL7G25740	Aa_G512210.h1.t1
OG0011817	AL1G21600	Aa_G377560.h1.t1
OG0011818	AL1G21880	Aa_G43410.h1.t1
OG0011820	AL1G22000	Aa_G457600.h1.t1
OG0011821	AL1G22400	Aa_G89280.h1.t1
OG0011822	AL1G22590	Aa_G688370.h1.t1
OG0011823	AL1G22980	Aa_G338920.h1.t1
OG0011825	AL1G23140	Aa_G418630.h1.t1
OG0011826	AL1G23270	Aa_G298910.h1.t1
OG0011827	AL1G23310	Aa_G298880.h1.t1
OG0011828	AL1G23330	Aa_G298860.h1.t1
OG0011829	AL1G23510	Aa_G193710.h1.t1
OG0011830	AL1G23660	Aa_G246080.h1.t1
OG0011831	AL1G23870	Aa_G10780.h1.t1
OG0011832	AL1G24360	Aa_G291950.h1.t1, Aa_G291950.h2.t1
OG0011833	AL1G24440	Aa_G292050.h1.t1
OG0011834	AL1G24870	Aa_G584920.h1.t1
OG0011835	AL1G25060	Aa_G164260.h1.t1
OG0011836	AL1G25070	Aa_G164250.h1.t1
OG0011837	AL1G25120	Aa_G630430.h1.t1
OG0011838	AL1G25330	Aa_G109530.h1.t1, Aa_G109530.h2.t1
OG0011839	AL1G25410	Aa_G118450.h1.t1
OG0011840	AL1G25610	Aa_G437630.h1.t1
OG0011841	AL1G25750	Aa_G569580.h1.t1
OG0011842	AL1G25770	Aa_G30180.h1.t1
OG0011843	AL1G26720	Aa_G242490.h1.t1
OG0011844	AL1G26740	Aa_G676350.h1.t1
OG0011845	AL1G26790	Aa_G777300.h1.t1
OG0011846	AL1G27200	Aa_G121080.h1.t1
OG0011847	AL1G27270	Aa_G121130.h1.t1
OG0011848	AL1G27300	Aa_G121160.h1.t1
OG0011849	AL1G27660	Aa_G112450.h1.t1, Aa_G132650.h1.t1
OG0011851	AL1G27980	Aa_G140680.h1.t1
OG0011852	AL1G28220	Aa_G179820.h1.t1
OG0011853	AL1G28440	Aa_G65560.h1.t1
OG0011855	AL1G28890	Aa_G103770.h1.t1
OG0011856	AL1G28940	Aa_G103730.h1.t1
OG0011857	AL1G29040	Aa_G131950.h1.t1
OG0011858	AL1G29440	Aa_G349080.h1.t1
OG0011859	AL1G29460	Aa_G349060.h1.t1
OG0011860	AL8G26820, AL1G29630	Aa_G631880.h1.t1
OG0011861	AL1G30050	Aa_G278300.h1.t1
OG0011862	AL1G30140	Aa_G80280.h1.t1
OG0011864	AL1G30210	Aa_G535610.h1.t1
OG0011865	AL1G30270	Aa_G557370.h1.t1
OG0011866	AL1G30540	Aa_G379790.h1.t1
OG0011867	nbis-gene-102	Aa_G132360.h1.t1
OG0011868	nbis-gene-103	Aa_G132370.h1.t1
OG0011869	AL1G31200	Aa_G308380.h1.t1
OG0011870	AL1G31810	Aa_G407850.h1.t1
OG0011871	AL1G32250	Aa_G323760.h1.t1
OG0011872	AL1G32270	Aa_G93240.h1.t1
OG0011873	AL1G32320	Aa_G93300.h1.t1, Aa_G93320.h1.t1
OG0011875	AL1G32800	Aa_G266460.h1.t1
OG0011876	AL1G32890	Aa_G266400.h1.t1
OG0011877	AL1G33250, AL1G33290	Aa_G612220.h1.t1
OG0011878	AL1G33360	Aa_G622590.h1.t1
OG0011879	AL1G33410	Aa_G622630.h1.t1
OG0011880	AL1G33510	Aa_G148900.h1.t1
OG0011881	AL1G33530	Aa_G148920.h1.t1
OG0011882	AL2G22470	Aa_G350320.h1.t1
OG0011883	AL1G33760	Aa_G546720.h1.t1
OG0011884	AL1G33780	Aa_G546710.h1.t1
OG0011885	AL1G33850	Aa_G334140.h1.t1
OG0011886	AL1G34850	Aa_G149790.h1.t1, Aa_G454200.h1.t1
OG0011887	AL1G34860	Aa_G454190.h1.t1
OG0011888	AL1G36200	Aa_G372770.h1.t1
OG0011889	AL7G38580	Aa_G49470.h1.t1
OG0011890	AL1G36280	Aa_G121750.h1.t1, Aa_G121750.h2.t1
OG0011891	AL4G13820	Aa_G312590.h1.t1
OG0011892	AL1G36430	Aa_G121910.h1.t1
OG0011893	AL1G36470	Aa_G399780.h1.t1
OG0011894	AL2G31240	Aa_G149340.h1.t1
OG0011895	AL7G44860	Aa_G280780.h1.t1
OG0011897	AL5G18340	Aa_G142400.h1.t1
OG0011898	AL2G30800, nbis-gene-840, AL8G17710	Aa_G56710.h1.t1
OG0011899	AL2G30610	Aa_G232110.h1.t1
OG0011900	AL2G30550	Aa_G214040.h1.t1
OG0011901	AL2G30360	Aa_G412950.h1.t1
OG0011902	AL2G29850	Aa_G101700.h1.t1
OG0011903	AL2G29510	Aa_G222010.h1.t1
OG0011904	AL1G47040	Aa_G167080.h1.t1
OG0011905	AL4G17110	Aa_G35830.h1.t1
OG0011906	AL2G11850	Aa_G167420.h1.t1, Aa_G316610.h1.t1
OG0011907	AL2G12640	Aa_G274740.h1.t1
OG0011909	AL2G12920	Aa_G357230.h1.t1
OG0011911	AL2G13080	Aa_G262880.h1.t1
OG0011912	AL2G13550	Aa_G408890.h1.t1
OG0011914	AL2G13630	Aa_G489080.h1.t1
OG0011915	AL2G14150	Aa_G328600.h1.t1
OG0011916	AL2G14310	Aa_G35700.h1.t1
OG0011917	AL2G14340	Aa_G592990.h1.t1
