Orthogroup	Arabidopsis_lyrata_Rawat	Eutrema_salsugineum
OG0007511	AL3G50150	XP_006402248.1
OG0007512	AL2G39870	XP_006389902.1
OG0007513	AL2G39580	XP_006389921.1
OG0007514	AL2G39520	XP_006389925.1
OG0007515	AL2G39510	XP_024008051.1
OG0007516	AL2G39480	XP_006389930.1
OG0007517	AL2G39460	XP_006389932.1
OG0007518	AL2G39170	XP_024011267.1
OG0007519	AL2G39100	XP_006389963.1
OG0007520	AL262U10020, AL2G39090	XP_006389964.1
OG0007522	AL60U10050, AL60U10020, AL2G38640	XP_006390000.1
OG0007523	AL2G38430	XP_006390019.1
OG0007524	AL2G38330, AL2G38260	XP_006390031.1
OG0007525	AL2G38040	XP_024007482.1
OG0007526	AL2G38000	XP_006390055.1
OG0007527	AL142U10030, AL2G37830	XP_006390073.1
OG0007528	AL2G37670	XP_006390087.1
OG0007529	AL2G37430	XP_006390109.1
OG0007530	AL2G37370	XP_006390115.1
OG0007531	AL2G37330	XP_006390119.1
OG0007532	AL2G37270	XP_006390125.1
OG0007533	AL2G37020	XP_006390146.1
OG0007534	AL2G36900	XP_006390158.1
OG0007535	AL2G36330	XP_006390218.1
OG0007536	AL2G36110	XP_006390241.1
OG0007537	AL2G36080	XP_006390243.1
OG0007538	AL2G36000	XP_024008392.1
OG0007539	AL2G35800	XP_024010392.1
OG0007540	AL2G35790	XP_006390271.1
OG0007541	AL2G35660	XP_006390284.1
OG0007542	AL8G21600	XP_006395325.1
OG0007543	AL2G35110	XP_006390336.2
OG0007544	AL2G34970	XP_006390354.1
OG0007545	AL3G50280	XP_006409312.1
OG0007546	AL3G50330	XP_006409305.1
OG0007547	AL3G50400	XP_006409301.1
OG0007548	AL3G50770	XP_006409248.1
OG0007549	AL5G29970	XP_006404087.1
OG0007550	AL5G29960	XP_006404088.1
OG0007551	AL5G29890	XP_006404093.1
OG0007552	AL8G30040	XP_006401558.1
OG0007553	AL8G29910	XP_006401561.1
OG0007554	AL5G26930	XP_006404356.1
OG0007555	AL1G64430	XP_006392561.2
OG0007556	AL1G63960	XP_006392597.1
OG0007557	AL5G10120	XP_006398501.1
OG0007558	AL1G63330	XP_006392662.1
OG0007559	AL1G63230	XP_006392675.1
OG0007560	AL1G63160	XP_006392680.1
OG0007561	AL1G62890	XP_006392709.1
OG0007562	AL1G62610	XP_006392739.1
OG0007563	AL1G61890	XP_006392791.1
OG0007564	AL1G61730	XP_006392803.1
OG0007565	AL1G61400	XP_006392838.1
OG0007566	AL4G32170	XP_006410779.1
OG0007567	AL4G32370	XP_006410798.1
OG0007568	AL4G32440	XP_006410804.1
OG0007569	AL5G23530	XP_006419077.1
OG0007570	AL5G22730	XP_006419120.1
OG0007571	AL8G24240	XP_006402165.1
OG0007572	AL8G24590	XP_006402114.1
OG0007573	AL8G27410	XP_006401764.1, XP_024009650.1
OG0007574	AL8G27690	XP_006401750.1
OG0007575	AL8G27700	XP_006401748.1
OG0007576	AL8G27780	XP_006401742.1
OG0007577	AL8G23830	XP_006402220.1
OG0007578	AL8G24460	XP_006402127.1
OG0007579	AL8G37680	XP_006397414.1
OG0007580	AL7G44290	XP_006403088.1
OG0007581	AL7G44470	XP_006395958.1
OG0007582	AL9U11910	XP_024005034.1
OG0007583	AL9U10880	XP_006414963.1
OG0007584	AL9U10750	XP_006414949.1
OG0007585	AL9U10290	XP_006414920.1
OG0007586	AL9U10080	XP_006414898.2
OG0007587	AL7G42800	XP_006414863.2
OG0007588	AL7G41920	XP_006414737.1
OG0007589	AL7G41910	XP_006414736.1
OG0007590	AL7G41540	XP_024005091.1, XP_006410619.1
OG0007591	AL7G41180	XP_024005187.1
OG0007592	AL7G41150	XP_024016513.1, XP_006414644.1
OG0007593	AL7G41040	XP_006414635.1
OG0007594	AL7G40620	XP_006414565.1
OG0007595	AL7G40490	XP_006414556.1
OG0007597	AL7G39600	XP_006414453.2
OG0007598	AL2G32770	XP_006390602.1
OG0007599	AL2G32870	XP_006390592.1
OG0007600	AL2G33130	XP_024007146.1
OG0007601	AL2G33140	XP_006390565.1
OG0007602	AL2G33610	XP_006390506.1
OG0007603	AL2G33630	XP_024008509.1
OG0007604	AL2G34360	XP_006390420.1
OG0007605	AL2G34400	XP_006390414.1
OG0007606	AL2G34620	XP_006390394.1
OG0007607	AL2G27420	XP_006391130.1
OG0007608	AL7G19480	XP_006402043.1
OG0007610	AL2G28060	XP_006391066.1
OG0007611	AL7G24070	XP_024005894.1
OG0007612	AL7G24030	XP_024010080.1, XP_006412944.1
OG0007613	AL7G23930	XP_006412933.1
OG0007614	AL7G23780	XP_006412918.1
OG0007615	AL7G23250	XP_006412863.2
OG0007616	AL8G27800	XP_006403563.1
OG0007617	AL5G15220	XP_024007066.1
OG0007619	AL2G11580	XP_006391734.1
OG0007620	AL2G11130	XP_006391689.1
OG0007621	AL7G50200	XP_024014575.1
OG0007622	AL7G50190	XP_024014606.1
OG0007623	AL5G19380	XP_006395284.1
OG0007625	AL8G23120	XP_006395065.1
OG0007626	AL5G16440	XP_006395464.1
OG0007627	AL5G16270	XP_006395478.1
OG0007628	AL5G15680	XP_006395520.1
OG0007629	AL5G15590	XP_006395528.1
OG0007630	AL5G15550	XP_006395531.1
OG0007631	AL5G15140	XP_006395561.1
OG0007632	nbis-gene-1209	XP_006395580.1
OG0007633	AL8G25260	XP_006402032.1
OG0007635	AL22U10110	XP_006390953.1
OG0007636	AL2G29130	XP_006390957.1
OG0007637	AL2G29080	XP_006390964.1
OG0007638	AL2G29070	XP_006390965.1
OG0007639	AL3G43550	XP_006396123.1
OG0007641	AL8G12180	XP_006398323.1
OG0007642	AL8G12240	XP_006398311.1
OG0007643	AL8G21510	XP_006395169.2
OG0007644	AL8G12320	XP_024011012.1
OG0007645	AL8G12380	XP_006398293.1
OG0007646	AL8G12410	XP_006398290.1
OG0007647	AL8G12430	XP_006398289.1
OG0007649	AL8G13440	XP_006398210.1
OG0007650	AL7G44560	XP_006395941.1
OG0007651	AL8G13570	XP_006398191.1
OG0007652	AL1G56890	XP_006393248.1
OG0007653	AL1G56930	XP_006393245.1
OG0007654	AL7G27220	XP_006413267.1
OG0007655	AL1G57750	XP_024006322.1
OG0007656	AL1G57830, AL7G13030	XP_024006362.1
OG0007657	AL851U10010, nbis-gene-273	XP_006393162.1
OG0007658	AL1G58270	XP_006393130.1
OG0007659	AL1G58640, AL8G37460, AL2G19790, AL215U10010	XP_006393098.1
OG0007660	AL1G59010	XP_006393070.1
OG0007661	AL1G59260	XP_006393057.1
OG0007662	AL1G59540	XP_006393024.1
OG0007663	AL1G59570	XP_024006239.1
OG0007664	AL1G59690	XP_006392999.1
OG0007665	AL1G59990	XP_006392976.1
OG0007666	AL1G14680	XP_006418077.1
OG0007667	AL1G60170	XP_006392964.1
OG0007668	AL1G60240	XP_006392953.1
OG0007669	nbis-gene-956, AL1G60560	XP_024006303.1
OG0007670	AL1G61080	XP_006392872.1
OG0007671	AL1G29970, AL231U10020	XP_006416683.1
OG0007672	AL8G18390	XP_006403358.1
OG0007673	AL4G12150	XP_024014101.1
OG0007674	AL1008U10010, AL8G18180	XP_006403341.1
OG0007675	AL8G18080	XP_006403338.1
OG0007676	AL4G29160	XP_024003808.1
OG0007677	AL4G29220	XP_024003747.1
OG0007678	AL4G29600	XP_006410531.1
OG0007679	AL4G29610	XP_024016807.1
OG0007680	nbis-gene-1076	XP_006410539.1
OG0007681	AL4G29880	XP_006410545.1
OG0007682	AL4G30370	XP_006410585.1
OG0007683	AL4G30420	XP_024003780.1
OG0007684	AL4G30540	XP_006410603.1
OG0007685	AL4G30770	XP_024016673.1
OG0007686	AL8G23330	XP_006395053.1
OG0007687	AL4G31520	XP_006410705.1
OG0007688	AL4G31780	XP_006410739.1
OG0007689	AL1G19150	XP_006417655.1
OG0007690	AL4G31980	XP_006410758.1
OG0007691	AL4G32000	XP_006410760.1
OG0007692	AL7G34680	XP_006413979.1
OG0007693	AL7G34920	XP_006414000.1
OG0007695	AL7G35730	XP_006414089.1
OG0007696	AL7G35840	XP_006414101.1
OG0007697	AL7G36010	XP_006414115.1
OG0007698	AL7G36360	XP_006414155.1
OG0007699	AL7G36430	XP_006414160.1
OG0007700	AL7G36560	XP_006414169.1
OG0007701	AL7G36690	XP_006414183.1
OG0007702	AL7G36710	XP_006414184.1
OG0007703	AL7G36850	XP_006414195.1
OG0007704	AL7G36890	XP_024005509.1
OG0007706	AL7G37290	XP_006414231.2
OG0007707	AL8G12050	XP_006398331.1
OG0007708	AL5G31570	XP_006403947.1
OG0007709	AL5G31520	XP_006403954.1
OG0007710	AL5G31510	XP_024013653.1
OG0007711	AL5G31450	XP_024013722.1
OG0007712	AL5G31110	XP_006403994.1
OG0007713	AL5G31040	XP_006403996.1
OG0007714	AL7G29750	XP_006413536.1
OG0007715	AL4G33920, AL7G29950	XP_006413548.1
OG0007716	AL8G26870	XP_024012679.1
OG0007717	AL8G26850	XP_006401826.1
OG0007718	AL8G26740	XP_006401836.1
OG0007719	AL8G25950	XP_006401921.1
OG0007720	AL8G25720	XP_006401980.1
OG0007722	nbis-gene-2088	XP_006402039.1
OG0007723	AL8G25090	XP_006402047.1
OG0007724	AL3G44070	XP_006396089.1, XP_006403308.1
OG0007725	AL3G46720	XP_024016163.1
OG0007726	AL3G47370	XP_006409539.1
OG0007727	AL3G47650	XP_024016525.1
OG0007728	AL3G52490	XP_006409450.1
OG0007729	AL3G49260	XP_006409415.1
OG0007730	AL3G49670	XP_006409372.1
OG0007731	AL3G49850, AL3G49870	XP_024016446.1
OG0007732	AL3G50100	XP_006409334.1
OG0007733	AL7G29190	XP_006413474.2
OG0007734	AL7G29380	XP_006413492.1
OG0007735	AL7G29340	XP_006413488.1
OG0007736	AL7G29620	XP_006413523.1
OG0007737	AL7G29970	XP_006413550.1
OG0007738	AL7G30590	XP_006413600.1
OG0007739	AL7G30640	XP_006413609.1
OG0007740	AL7G30820	XP_024005479.1
OG0007741	AL7G31070	XP_006413650.2
OG0007742	AL7G31300	XP_006413670.1
OG0007743	AL7G31380	XP_006413677.1
OG0007744	AL2G10150	XP_024015350.1
OG0007745	AL7G33930	XP_006413916.1
OG0007746	AL7G33830	XP_006413907.1
OG0007748	AL7G33630	XP_006413888.1
OG0007750	AL7G33570	XP_006413878.1
OG0007751	AL7G33410	XP_006413863.1
OG0007752	AL7G32610	XP_006413777.1
OG0007753	AL7G32290	XP_006413747.1
OG0007754	AL7G32160	XP_006413737.1
OG0007755	AL1G51410	XP_006400335.1
OG0007756	AL8G44790	XP_006393862.1
OG0007757	AL6G43110	XP_006397186.1
OG0007758	AL8G19670	XP_006405271.1
OG0007759	AL8G18570, AL8G18730	XP_006403367.1
OG0007760	AL7G38550	XP_006414348.1
OG0007761	AL7G38120	XP_024005512.1
OG0007762	AL7G37940	XP_006414307.1
OG0007763	AL7G37860	XP_006414303.1
OG0007764	AL7G37810	XP_006414296.1
OG0007765	AL3G17590	XP_006407932.1
OG0007766	AL3G10220	XP_006408556.2
OG0007767	AL3G10620	XP_006408520.2
OG0007768	AL3G10700	XP_006408508.2
OG0007769	AL3G10710	XP_006408507.1, XP_024016444.1
OG0007770	AL3G10730	XP_006408504.1, XP_006409231.1
OG0007772	AL8G45130	XP_006393820.1
OG0007773	AL8G45200	XP_006413331.1, XP_006393827.1
OG0007774	AL8G45230	XP_006393831.2
OG0007775	AL5G31840	XP_006403920.1
OG0007776	AL5G46100	XP_006402294.1
OG0007777	AL5G46050	XP_006402298.1
OG0007778	AL5G46010	XP_006402302.1
OG0007779	AL5G45720	XP_006402324.1
OG0007781	AL5G45220	XP_006402377.1
OG0007782	AL5G44930	XP_006402402.1
OG0007783	AL5G44920	XP_006402403.1
OG0007784	AL5G44850, AL5G29560	XP_006402409.1
OG0007785	AL5G44880, AL5G44760, AL5G29600	XP_024012901.1
OG0007786	AL5G44520	XP_006403729.1, XP_006402429.1
OG0007787	AL5G44330	XP_006402444.1
OG0007788	AL5G44080, AL5G44290	XP_006402447.1
OG0007789	AL5G44000	XP_024012896.1
OG0007790	AL5G43880	XP_006409459.1
OG0007791	AL5G43770	XP_024012787.1
OG0007792	AL5G43570	XP_006402497.1
OG0007793	AL5G43550	XP_006402499.2
OG0007794	nbis-gene-1405	XP_024012847.1
OG0007795	AL5G42960	XP_006402558.2
OG0007796	AL5G42880	XP_006402569.1
OG0007797	AL5G42620	XP_006402587.1
OG0007798	AL5G42410	XP_006402609.1
OG0007799	AL5G42320	XP_024012776.1
OG0007800	AL4G42640	XP_006397551.1
OG0007801	AL5G41780	XP_006402662.1
OG0007802	AL5G41740	XP_006402667.1
OG0007803	AL5G41450	XP_006402679.1
OG0007804	AL5G41420	XP_006402682.1
OG0007805	AL5G41300	XP_006402692.1
OG0007806	AL4G42040	XP_006397504.1
OG0007807	AL5G40980	XP_006402722.1
OG0007808	AL5G40900	XP_006402732.1
OG0007809	AL5G40650	XP_006402743.1
OG0007810	AL5G40640	XP_024014522.1
OG0007811	AL5G40530	XP_006402750.1
OG0007812	AL5G40480	XP_006402757.1
OG0007813	AL5G40390	XP_006402765.1
OG0007814	AL5G39850	XP_024012809.1
OG0007815	AL8G24380, AL664U10020	XP_006402140.1
OG0007816	AL5G39320, AL5G39420	XP_006402850.1
OG0007817	AL5G39280	XP_024012805.1
OG0007818	AL5G39180	XP_006402862.1
OG0007819	AL5G38610	XP_006402903.1
OG0007820	AL5G38450	XP_006402923.2
OG0007821	AL5G38440	XP_006402924.1
OG0007822	AL5G37810	XP_006402982.1
OG0007823	AL5G37520	XP_006403010.1
OG0007824	AL8G21150	XP_024006704.1
OG0007825	AL5G36660	XP_006403452.2
OG0007826	AL5G37320	XP_006403029.1
OG0007827	AL5G37090	XP_006403416.1
OG0007828	AL5G36600	XP_024013435.1
OG0007829	AL5G35750	XP_024013454.1
OG0007830	AL5G35710	XP_006403553.1
OG0007831	AL5G35520	XP_006403572.1
OG0007832	AL5G35500	XP_024013540.1
OG0007833	AL5G35450	XP_006403580.1
OG0007834	AL5G35380	XP_006403587.1
OG0007835	AL5G35370	XP_024013835.1
OG0007836	AL5G35360	XP_024013541.1
OG0007837	AL5G35330	XP_006403593.1
OG0007838	AL5G35150	XP_006403614.1
OG0007839	AL1G23830	XP_006417228.1
OG0007840	AL5G34880	XP_006403642.1
OG0007841	AL5G34770	XP_006403654.1
OG0007842	AL5G34570	XP_006403668.1
OG0007843	AL5G34450	XP_006403677.1
OG0007844	AL5G34010	XP_006403722.1, XP_024016099.1
OG0007845	AL5G33770	XP_006403744.1
OG0007846	AL5G33500	XP_006403775.1
OG0007847	AL8G29090	XP_006401641.1
OG0007848	AL8G29020	XP_024011209.1
OG0007849	AL8G28280	XP_006401691.1
OG0007850	AL8G28220	XP_006401696.1
OG0007851	AL8G28140	XP_006401706.1
OG0007852	AL8G28120	XP_006401709.1
OG0007853	AL8G27990	XP_006401723.1
OG0007854	AL8G27930	XP_006401724.1
OG0007855	AL7G39080	XP_006414394.1
OG0007856	AL3G40060	XP_006418732.1
OG0007857	AL3G40200	XP_006418714.1
OG0007858	AL3G40210	XP_006418711.1
OG0007859	AL26U10010	XP_006418657.1
OG0007860	AL3G41950	XP_006418599.1
OG0007861	AL3G42380	XP_006418553.1
OG0007862	AL3G43820	XP_006396107.1
OG0007863	AL2G25030	XP_006391436.1
OG0007864	AL2G25060	XP_006391441.1
OG0007865	AL2G25380	XP_024012728.1
OG0007866	AL2G25520	XP_024010876.1
OG0007867	AL2G25740	XP_006391501.2
OG0007868	AL2G25750	XP_006391502.1
OG0007869	AL2G25870	XP_006391291.2
OG0007871	AL6G38460	XP_006394890.1
OG0007872	AL2G25920	XP_006391285.1
OG0007873	AL2G25980	XP_006391283.1
OG0007874	AL2G25990	XP_024011178.1
OG0007875	AL2G26050	XP_006391275.1
OG0007876	AL2G26260	XP_006391251.1
OG0007877	AL2G26410	XP_006391233.1
OG0007878	AL2G26430	XP_006391228.1
OG0007879	AL2G26520	XP_006391221.1
OG0007880	AL1G40330	XP_006415821.1
OG0007881	AL2G26910	XP_006391194.2
OG0007882	AL2G27130	XP_006391156.1
OG0007883	AL2G27210	XP_006391147.1
OG0007884	AL2G27250	XP_006391143.1
OG0007885	AL3G51830	XP_006409143.1
OG0007886	AL8G14730	XP_006398114.1
OG0007887	AL3G52040	XP_006409125.1
OG0007888	AL3G53190	XP_006409114.1
OG0007889	AL3G52740	XP_006409080.1
OG0007890	AL5G11630	XP_006395788.1
OG0007891	AL5G18050	XP_006409069.1
OG0007892	AL3G48620	XP_024015990.1
OG0007893	AL4G39220	XP_006411389.1
OG0007894	AL4G39150	XP_024003999.1
OG0007895	AL4G39100	XP_006411379.1
OG0007896	AL4G39050	XP_006411374.1
OG0007897	AL5G32170	XP_006403889.1
OG0007898	AL4G34450, AL4G38670	XP_006411345.1
OG0007899	AL4G38590	XP_006411339.1
OG0007900	AL4G38390	XP_006411320.1
OG0007901	AL4G38310	XP_006411310.1
OG0007902	AL4G37900	XP_024003889.1
OG0007903	AL4G37870, AL4G37860	XP_006411268.1
OG0007904	AL4G37830	XP_006411265.1
OG0007905	AL4G37730	XP_006411256.1
OG0007906	AL4G37570	XP_006411242.1
OG0007907	AL2G22830	XP_006391538.1
OG0007908	AL4G36970	XP_006411184.1
OG0007909	AL463U10010, AL4G36860	XP_006411176.1
OG0007910	AL4G36730	XP_024016670.1
OG0007911	AL4G36720	XP_006411163.1
OG0007912	AL4G36330	XP_006411125.1
OG0007913	AL3G17790	XP_006407916.2
OG0007914	AL4G36150	XP_006411108.2
OG0007915	AL4G36120	XP_024004187.1
OG0007916	AL4G36070	XP_006411102.1
OG0007917	AL4G36060	XP_006411099.1
OG0007918	AL4G36050	XP_006411098.1
OG0007919	AL4G36040	XP_006411097.1
OG0007920	AL4G35980	XP_006411087.2
OG0007921	AL1G40190	XP_024007863.1
OG0007922	AL1G65950	XP_006404224.2, XP_006411044.1
OG0007923	AL4G35250, AL4G35340	XP_024003840.1
OG0007924	AL4G34970	XP_006410999.1
OG0007925	AL4G34820	XP_006410986.1
OG0007926	AL3G21300	XP_006407616.1
OG0007927	AL4G34680	XP_006410966.1
OG0007928	AL4G34670	XP_006410965.1
OG0007929	AL4G34600	XP_006410959.1
OG0007930	AL4G33790	XP_006410923.1
OG0007931	AL4G33570	XP_006410900.1
OG0007932	AL4G33460	XP_006410891.1
OG0007933	AL4G33430	XP_024016761.1
OG0007934	AL4G33210	XP_006410874.1, XP_024004149.1
OG0007935	AL6G47470	XP_006396749.1
OG0007936	AL6G47570	XP_024010158.1
OG0007937	AL5G10420	XP_006398533.1
OG0007938	AL6G47910	XP_006396694.1
OG0007939	AL6G47950	XP_006396690.1
OG0007940	AL6G48130	XP_006396676.1
OG0007941	AL6G47290	XP_006396766.1
OG0007942	AL4G10650	XP_006404595.1
OG0007943	AL4G11180	XP_006404640.1
OG0007944	AL4G11470	XP_006404663.1
OG0007945	AL4G11900	XP_024013884.1
OG0007946	AL4G12080	XP_006404717.1
OG0007947	AL4G12140	XP_024014338.1
OG0007948	AL4G12240	XP_024014143.1
OG0007949	AL6G39900, AL1G40580	XP_006415795.1
OG0007950	AL4G12300	XP_006404740.1
OG0007951	nbis-gene-947, AL3G48210	XP_006404753.1
OG0007952	AL3G48200, nbis-gene-948	XP_006404754.1
OG0007953	AL4G12980	XP_006404783.1
OG0007954	AL4G13200	XP_006404814.2
OG0007955	AL4G13270	XP_006404820.1
OG0007956	AL4G13830	XP_006404868.2
OG0007957	AL4G14020	XP_006404895.1
OG0007958	AL4G14220	XP_006404912.1
OG0007959	AL4G18040	XP_006408838.2
OG0007960	AL4G16990	XP_006405159.1, XP_006405160.1
OG0007961	AL4G18830	XP_006408789.1
OG0007962	AL4G14860	XP_006404976.1
OG0007963	AL4G17420	XP_024016085.1
OG0007964	AL7G28650	XP_006413415.1
OG0007965	AL7G28660	XP_006413416.1
OG0007966	AL7G28950	XP_006413447.1
OG0007967	AL1G51860, AL1G51850	XP_024006350.1
OG0007968	AL1G51970	XP_006393759.1
OG0007969	AL1G52160	XP_024006188.1
OG0007970	AL1G52460	XP_006393710.1
OG0007971	AL1G52500	XP_006406258.1, XP_006395919.1
OG0007972	AL1G50630	XP_024010632.1
OG0007973	AL1G50540	XP_006397465.1
OG0007975	AL1G49100	XP_006397417.1
OG0007976	AL1G48720	XP_006396076.1
OG0007977	AL1G48630	XP_006415033.1
OG0007978	AL1G48440	XP_006415050.2
OG0007979	AL1G48220	XP_006415059.1
OG0007980	AL1G48180	XP_006415063.1
OG0007981	AL6G43470	XP_006397139.1
OG0007982	AL6G43450	XP_024009789.1
OG0007983	AL6G43980, AL6G44000	XP_006397093.1
OG0007984	AL6G44120	XP_006397084.1
OG0007985	AL6G44820	XP_006397011.1
OG0007986	AL7G45650	XP_006405943.1
OG0007987	AL6G46260	XP_006396868.1
OG0007988	AL6G47030	XP_006396794.1
OG0007989	AL6G30430	XP_006400460.1
OG0007990	AL6G30480	XP_006400464.1
OG0007991	AL6G30540	XP_006400469.1
OG0007992	AL6G30770	XP_006400484.1
OG0007993	AL6G30830	XP_006400490.1
OG0007994	AL6G38240	XP_006394867.1
OG0007995	AL6G38300	XP_006394875.1
OG0007996	AL6G38720	XP_006394915.1
OG0007997	AL3G47870	XP_006408937.1
OG0007998	AL3G53270	XP_006408949.1
OG0007999	AL3G53490	XP_006408969.1
OG0008000	AL4G47760	XP_006398011.1
OG0008001	AL4G47630	XP_006397995.1
OG0008002	AL39U10010, AL4G47430	XP_024010819.1
OG0008003	AL6G44220	XP_006397073.1
OG0008004	AL4G46980	XP_006397937.1
OG0008005	AL4G46910	XP_006397928.1
OG0008006	AL4G46830	XP_006397921.1
OG0008007	AL4G45320	XP_006397793.1
OG0008008	AL4G45300	XP_006397791.1
OG0008009	AL4G45280	XP_006397790.1
OG0008010	AL4G45250	XP_024010725.1
OG0008012	AL4G45120	XP_006397759.1
OG0008013	AL4G45040	XP_024010814.1
OG0008014	AL4G44850	XP_006397747.1
OG0008015	AL4G44570	XP_006397721.1
OG0008016	AL4G43930	XP_006397665.1, XP_006414077.2
OG0008017	AL4G43910	XP_006397663.1
OG0008018	AL4G43700	XP_006397646.1
OG0008019	AL4G43440	XP_024010733.1
OG0008020	AL4G42930	XP_006397580.1
OG0008021	AL4G42920	XP_006397578.1
OG0008022	AL4G42910	XP_006397577.2
OG0008023	AL4G42760	XP_006397562.1
OG0008024	AL4G42350	XP_006397525.1, XP_006397526.1
OG0008025	AL4G41660	XP_024016857.1
OG0008026	AL4G41490	XP_006411560.1
OG0008027	AL4G40560	XP_006411480.1
OG0008028	AL4G40490	XP_024003748.1
OG0008029	AL4G40300	XP_006411464.1
OG0008030	AL4G40120	XP_006411448.1
OG0008031	AL4G26110, AL4G39430	XP_006411404.1
OG0008032	AL4G39350, nbis-gene-937	XP_006411401.1
OG0008033	AL8G11400	XP_006398384.1
OG0008034	AL8G10800	XP_006398420.2
OG0008035	AL8G11270	XP_006398395.1
OG0008036	AL3G10950	XP_006408481.1
OG0008037	AL3G10970	XP_024015667.1
OG0008038	AL3G11040	XP_006408472.1
OG0008039	AL3G11170	XP_006408460.1
OG0008040	AL3G11390	XP_006408444.1
OG0008041	AL6G24200	XP_006399853.2
OG0008042	AL3G11940	XP_006408404.1
OG0008043	AL3G12310	XP_006408370.1
OG0008044	AL3G12580	XP_006408346.1
OG0008045	AL3G12760	XP_006408336.1
OG0008046	AL3G13110	XP_006408302.1
OG0008047	AL3G13440	XP_006408281.1
OG0008048	AL3G13510	XP_006408274.1
OG0008049	AL3G13900	XP_006408233.1
OG0008050	AL3G13940	XP_006408230.1
OG0008051	AL3G13980	XP_006408226.1
OG0008052	AL3G14000	XP_024015745.1
OG0008053	AL3G14470	XP_024015132.1
OG0008054	AL3G14950	XP_006395014.1, XP_006408148.1
OG0008055	AL3G15250	XP_006408132.1
OG0008056	AL3G15470	XP_006408113.1
OG0008057	AL3G15520	XP_006408109.2
OG0008058	AL3G15770	XP_006408089.1
OG0008059	AL3G15930	XP_006408084.1
OG0008060	AL3G16070	XP_006408072.1
OG0008061	AL3G16120	XP_006408063.1
OG0008062	AL3G16720	XP_006408009.2
OG0008063	AL3G16770	XP_006408004.1
OG0008064	AL3G16840	XP_006407994.1
OG0008065	AL3G16980	XP_006407979.1
OG0008066	AL8G21450, AL3G18750	XP_024007110.1
OG0008067	AL3G17650	XP_006407928.1
OG0008068	AL3G17660	XP_006407927.1
OG0008069	AL3G17770	XP_006407917.1
OG0008070	AL3G17900, AL504U10010	XP_006407902.1
OG0008072	AL3G19590	XP_006407759.1
OG0008074	AL3G20020	XP_006407721.1
OG0008075	AL3G20290	XP_006407708.1
OG0008076	AL3G20130, AL3G20140	XP_006407713.1
OG0008077	AL3G20170	XP_006407710.1
OG0008078	AL3G20340	XP_006407701.1
OG0008079	AL3G20700	XP_006407669.1
OG0008080	AL3G20730	XP_006407665.1
OG0008081	AL3G20970	XP_006407642.1
OG0008082	AL3G21330	XP_006407615.1
OG0008083	AL3G21460	XP_024015772.1
OG0008084	AL3G21710	XP_024015061.1
OG0008085	AL7G34590	XP_006413964.1
OG0008086	AL3G21930	XP_006407555.1, XP_024012434.1
OG0008087	AL3G22260	XP_024015707.1
OG0008088	AL3G22270	XP_006407507.1
OG0008089	AL3G22400	XP_024015657.1
OG0008090	AL3G22540	XP_006407482.2
OG0008091	AL3G22730	XP_006407465.1
OG0008092	AL3G22800	XP_006407460.1
OG0008093	AL3G23020	XP_024015571.1
OG0008094	AL3G23080	XP_006407438.1
OG0008095	AL3G23090	XP_006407436.1
OG0008096	AL3G23250	XP_006407422.1
OG0008097	AL3G23260	XP_006407421.1
OG0008098	AL3G23370	XP_024015780.1
OG0008099	AL3G23380	XP_006407406.1
OG0008100	nbis-gene-694	XP_006407391.1
OG0008101	AL3G23550	XP_006407390.1
OG0008102	AL3G23670	XP_006407376.1
OG0008103	AL3G23930	XP_006407349.2
OG0008104	AL3G23970	XP_006407342.1
OG0008105	AL3G24110	XP_006407330.1
OG0008106	AL3G24290	XP_006407314.1
OG0008107	AL3G24310	XP_006407312.1
OG0008108	AL7G43500, AL3G24320	XP_006407311.1
OG0008109	AL3G24370	XP_006407305.1
OG0008110	AL3G24660	XP_006407276.1
OG0008111	AL3G24760	XP_006407270.1
OG0008112	AL3G24940	XP_006407252.1
OG0008113	AL3G25100, nbis-gene-308	XP_006407241.2
OG0008114	AL3G25340	XP_006407219.1
OG0008115	AL3G26010	XP_006407159.1
OG0008116	AL3G26060	XP_006407153.1
OG0008117	AL3G26160	XP_024015355.1
OG0008118	AL3G25980	XP_006407135.2
OG0008119	AL3G26340	XP_024014932.1
OG0008120	AL3G26520	XP_006407105.1
OG0008122	nbis-gene-967, AL3G26770	XP_006407083.1
OG0008123	AL3G27120	XP_006407042.1
OG0008125	AL3G27440	XP_006407016.1
