Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0010668	AL8G44140	XP_010464357.1, XP_010444680.1, XP_010484532.1
OG0010669	AL8G44110	XP_010444676.1, XP_010484525.1, XP_010464312.1
OG0010670	AL8G43940	XP_010464139.1, XP_010484507.1
OG0010671	AL8G43910	XP_010444651.1, XP_010484500.1, XP_010464081.1
OG0010672	AL8G43810	XP_010463982.1, XP_010484492.1, XP_010444640.1
OG0010673	AL6G42980	XP_010435793.1, XP_010421846.1, XP_010455337.1
OG0010674	AL8G43550	XP_010484432.1, XP_010444603.2, XP_010463664.1
OG0010675	AL8G43480	XP_010444594.1, XP_010463531.1
OG0010676	AL8G43460	XP_010463517.1, XP_010444590.1
OG0010677	AL8G43260	XP_010463449.1, XP_010484401.1
OG0010679	AL8G43070	XP_010484350.1, XP_010444516.1, XP_010463019.1
OG0010680	AL8G42760	XP_010484332.1
OG0010681	AL8G42550	XP_010462432.1, XP_010444470.1, XP_010484308.1
OG0010682	AL8G42230	XP_019095773.1, XP_010444424.1, XP_010462770.1
OG0010683	AL8G42170	XP_010462826.1, XP_010444417.1, XP_010484266.1
OG0010684	AL8G42040	XP_010484248.1, XP_010444400.1, XP_010462924.1
OG0010685	AL8G41730	XP_010461714.1, XP_010484218.1
OG0010686	AL8G41650	XP_010461628.1, XP_010444361.1, XP_010484204.1
OG0010687	AL8G41470	XP_010444350.1, XP_010461476.1
OG0010687	AL372U10010	XP_010484190.1
OG0010688	AL8G41450	XP_010484189.1, XP_010461470.1, XP_010444348.1
OG0010689	AL8G41290	XP_010444329.1, XP_010484172.1
OG0010690	AL8G41220	XP_019095988.1, XP_010444320.1, XP_010461216.1
OG0010691	AL697U10020, AL8G41100	XP_010444309.1, XP_010484149.1, XP_010461097.1
OG0010692	AL8G41060	XP_010444303.1, XP_010461056.1, XP_010484143.1
OG0010693	AL8G41030	XP_010444301.1, XP_010484138.1, XP_010461031.1
OG0010694	AL8G40990	XP_010460950.1, XP_010484130.1, XP_010444294.1
OG0010695	AL8G40520	XP_010460557.1, XP_010444243.1, XP_010484090.1, XP_019088386.1
OG0010696	AL8G40460	XP_010444224.1, XP_010484072.1
OG0010698	AL8G39690	XP_010444125.1, XP_010459257.1
OG0010699	AL8G39500	XP_010483975.1, XP_010459102.1, XP_010444110.1
OG0010700	AL8G39420	XP_010444101.1, XP_010483965.1, XP_010458998.1
OG0010701	AL8G39070	XP_019095676.1, XP_019088373.1
OG0010702	AL8G38940	XP_010444067.1, XP_010483928.1, XP_010458321.1
OG0010703	AL8G38520	XP_010457684.1, XP_010443998.1
OG0010704	AL8G38370	XP_010457571.1, XP_010443986.1, XP_010483844.1
OG0010705	AL8G38050	XP_010457270.1, XP_010443957.1, XP_010483807.1
OG0010706	AL8G37420	XP_010443889.1, XP_010483737.1, XP_010456764.1
OG0010707	AL6G34400	XP_010493437.1, XP_010421119.1, XP_010454601.1
OG0010708	AL6G34450	XP_010493440.2, XP_010454605.1, XP_019090089.1, XP_010421121.1
OG0010709	AL6G34460	XP_010454604.1, XP_010493438.1, XP_010421122.1
OG0010710	AL8G28390, AL8G28400	XP_010442934.1, XP_010496587.1, XP_010496368.1, XP_010482764.1, XP_010482765.1
OG0010711	AL6G34670	XP_010421141.1, XP_010493463.1, XP_010454620.1
OG0010712	AL6G34840	XP_010454646.1, XP_010493479.1, XP_010421163.1
OG0010713	AL6G15400	XP_010452453.1, XP_010491081.1, XP_010423465.1
OG0010714	AL6G35200	XP_010421195.1, XP_010493515.1, XP_010454672.1
OG0010715	AL6G35340	XP_010456662.2, XP_010493532.1, XP_010454689.1, XP_010421210.1
OG0010716	AL6G35350	XP_010493533.1, XP_010421211.1, XP_019090437.1
OG0010717	AL6G35460	XP_019090456.1, XP_019084719.1, XP_019097920.1
OG0010718	AL6G35490	XP_010454704.1, XP_010421224.1, XP_010493553.1
OG0010719	nbis-gene-1561	XP_010421232.1, XP_010493556.1, XP_010454709.1
OG0010720	AL6G36030	XP_019089847.1, XP_010421272.1, XP_010493606.1
OG0010721	AL6G36040	XP_010493608.1, XP_010421274.1
OG0010722	AL6G36120	XP_010493615.1, XP_010454772.1, XP_010421278.1
OG0010723	AL6G36160	XP_019090256.1, XP_019084612.1, XP_019097685.1
OG0010724	AL6G36290	XP_010421307.1, XP_010454793.1
OG0010725	AL6G36550	XP_010421336.1, XP_010454817.1, XP_010493736.1
OG0010726	AL6G37330	XP_019083951.1, XP_010493811.1, XP_010454893.1
OG0010727	AL7G50060, AL6G37410	XP_019098498.1, XP_010421419.1, XP_010454902.1, XP_010493820.1
OG0010728	AL6G37430	XP_010454904.1, XP_010493822.1, XP_010421420.1
OG0010729	AL3G42040	XP_010514497.1, XP_010488690.1, XP_010466995.1
OG0010730	AL6G37820	XP_010454928.1, XP_010493843.1, XP_010421444.1
OG0010731	AL6G37830	XP_010454929.1, XP_010421446.1, XP_010493844.1
OG0010732	AL6G31010	XP_010420758.1, XP_010454233.1, XP_010493022.1
OG0010733	AL6G30860	XP_010492992.1, XP_010420738.1, XP_010454208.1
OG0010734	AL6G31140	XP_010420774.1, XP_010454247.1, XP_010493039.1
OG0010735	AL6G31350	XP_010454265.1, XP_010420799.1, XP_010493060.1
OG0010737	AL6G31600	XP_019090389.1, XP_010420837.1, XP_019097332.1
OG0010738	AL6G31610	XP_010454302.1, XP_010493100.1, XP_010420838.1
OG0010739	AL6G31620	XP_010420841.1, XP_010493102.1, XP_010454304.1
OG0010740	AL6G31660	XP_010454309.1, XP_010420846.1, XP_010493113.1
OG0010741	AL6G31730	XP_010420856.1, XP_010454320.1, XP_010493125.1
OG0010742	AL6G31870	XP_019083904.1, XP_010454337.1, XP_010495321.1
OG0010743	AL6G32140	XP_010493163.1, XP_010454362.1, XP_010420900.1
OG0010744	AL6G32250	XP_010493179.1, XP_010454375.1, XP_010420914.1, XP_010454374.2
OG0010745	AL6G32290	XP_010420922.1, XP_010454381.1, XP_010493184.1
OG0010746	AL6G32490	XP_010424206.2, XP_010493209.1
OG0010748	AL6G32800	XP_019097818.1, XP_019097817.1, XP_019084752.1, XP_010454439.1
OG0010749	AL6G32860	XP_010493247.1, XP_010420976.1
OG0010750	AL6G32870	XP_019084223.1, XP_010454452.1, XP_019084222.1, XP_010493248.1
OG0010751	AL6G32910	XP_010493254.1, XP_010456621.2
OG0010752	AL6G32970	XP_010454462.1
OG0010753	AL6G33290	XP_010421014.1, XP_010454491.1, XP_010493302.1
OG0010754	AL6G33340	XP_010421019.1, XP_010493307.1, XP_010454495.1
OG0010755	AL6G33450	XP_010421032.1, XP_010493327.1, XP_010454505.1
OG0010756	AL6G33510	XP_010493337.1, XP_010454514.1
OG0010757	AL6G33520	XP_010493339.1, XP_010454516.1, XP_010421041.1
OG0010758	AL6G33540	XP_010493340.1, XP_010421048.1
OG0010759	AL6G33610	XP_010454526.1, XP_010421054.1, XP_010493352.1
OG0010760	AL6G33900	XP_010421075.1, XP_010454557.1, XP_010425386.1, XP_010514331.1, XP_010502609.1
OG0010761	AL8G37350	XP_010456724.1, XP_010443881.1, XP_010483729.1
OG0010762	AL8G37080	XP_010456492.1, XP_010483697.1
OG0010763	AL8G37050	XP_010483691.1, XP_010456437.1, XP_010443845.1
OG0010764	AL8G13380, AL8G36980	XP_010456394.1, XP_010483685.1, XP_010443837.1
OG0010765	AL4G38250	XP_010505772.1, XP_010517466.1, XP_010508865.1, XP_010505773.1
OG0010766	AL8G36110	XP_019086881.1, XP_010443721.1, XP_010483601.1
OG0010767	AL8G36050	XP_010443717.1, XP_010483597.1, XP_010455175.1
OG0010768	AL8G35950	XP_010483578.1, XP_010443705.1, XP_010455049.1
OG0010769	AL8G35940	XP_010443706.1, XP_010483579.1, XP_010455063.1
OG0010770	AL8G35900	XP_010454998.1, XP_010483567.1, XP_010443698.1
OG0010771	AL658U10010, AL8G35890	XP_010443697.1, XP_010483566.1, XP_010454985.1
OG0010772	AL8G35480	XP_010443661.1, XP_010454677.1
OG0010773	AL8G35400	XP_010443654.1, XP_010483519.1, XP_010454587.1, XP_010454611.1
OG0010774	AL8G35340	XP_010483510.1, XP_010443646.1, XP_010454515.1
OG0010775	AL279U10010, AL8G35100	XP_010443633.1, XP_010483487.1, XP_010454306.1
OG0010776	AL8G35020	XP_010483478.1, XP_010443623.1, XP_010454201.1
OG0010777	nbis-gene-2172	XP_010483476.1, XP_010443622.1, XP_010454188.1
OG0010778	AL8G34480	XP_010453556.1, XP_010443554.1, XP_010483413.1
OG0010779	AL8G34370	XP_010483398.1, XP_010443545.1, XP_010453426.1
OG0010780	AL8G34360	XP_010443544.1, XP_010453389.1, XP_010453413.1, XP_010483397.1
OG0010781	AL8G34350	XP_010453378.1, XP_010443543.1, XP_010453401.1, XP_010483395.1
OG0010782	AL8G34290	XP_010443533.1, XP_010483383.1
OG0010783	AL8G34200	XP_010443524.1, XP_010453200.1, XP_010483379.1
OG0010784	AL8G34100	XP_010506836.1, XP_010453065.1, XP_010443513.1, XP_010483363.1, XP_010483361.1
OG0010785	AL8G34130	XP_010453097.1, XP_010443516.1, XP_010483367.1
OG0010786	AL8G34120	XP_010483365.1, XP_010453088.1, XP_010443515.1
OG0010787	AL8G34080	XP_010453049.1, XP_010443510.1, XP_010483359.1
OG0010788	AL8G33960	XP_010452913.1, XP_010443498.1, XP_010483340.1
OG0010789	AL8G33870	XP_010483329.1, XP_019088480.1
OG0010790	AL8G33830	XP_010483313.1, XP_010443487.1, XP_010453623.1, XP_010452788.1
OG0010791	AL8G33800	XP_010483308.1
OG0010792	AL8G33750	XP_010483305.1, XP_010452715.1
OG0010793	AL8G33420	XP_010483266.1, XP_010443433.1, XP_010452134.1
OG0010794	AL8G33180, AL161U10040	XP_010483225.1, XP_010443400.1, XP_010451882.1
OG0010795	AL52U10020, AL8G32790	XP_010443350.1, XP_010483176.1, XP_010451619.1
OG0010796	nbis-gene-2156	XP_010451444.1, XP_010443327.1
OG0010797	AL8G32570	XP_010483153.1, XP_010451430.1
OG0010798	AL8G32440	XP_019092376.1, XP_010483136.1, XP_010443311.1
OG0010799	AL8G32210	XP_010443299.1, XP_010483123.1, XP_010451185.1
OG0010800	AL8G31810	XP_010443263.1, XP_010450745.1, XP_010483086.1
OG0010801	AL8G31760	XP_010450677.1, XP_010443252.1, XP_010483079.1
OG0010802	AL8G31630	XP_010450595.1, XP_019095778.1, XP_010443246.1
OG0010803	AL8G31300	XP_010450046.1, XP_010443214.1, XP_010483043.1, XP_010483038.1, XP_010450056.1
OG0010804	AL8G31280	XP_010450090.1, XP_010483031.1
OG0010805	AL8G31170	XP_010449937.1, XP_010483012.1, XP_010443198.1
OG0010806	AL2G32110	XP_010415991.1, XP_010471273.1, XP_010428129.1, XP_010428130.1
OG0010807	AL5G31030	XP_010424902.1
OG0010808	AL8G30940	XP_010482982.1, XP_019092074.1, XP_010482983.1, XP_010482980.1, XP_010443160.1
OG0010809	AL8G30680	XP_010443125.1, XP_010449174.1
OG0010810	AL8G30610	XP_010449076.1, XP_010482931.1, XP_010443117.1
OG0010811	nbis-gene-2138	XP_010443099.1, XP_010448909.1, XP_010482913.1
OG0010812	AL8G30380	XP_010448814.1, XP_010443073.1, XP_010482900.1
OG0010813	AL5G28580	XP_010426410.1, XP_010515245.1, XP_010503554.1
OG0010814	AL5G28480	XP_010426398.1, XP_010503543.1, XP_010515233.1
OG0010815	AL5G28330	XP_010503524.1, XP_010426379.1, XP_010515207.1
OG0010816	AL8G29110	XP_010442970.1, XP_010446315.1, XP_010482806.1
OG0010817	AL8G29260	XP_010446503.1, XP_010442989.1, XP_010482822.1
OG0010818	AL8G29400	XP_010442993.1, XP_010446556.1, XP_010482826.1
OG0010819	AL8G29710	XP_010446855.1, XP_010482846.1, XP_010443015.1
OG0010820	AL6G50850	XP_010456053.1, XP_010422613.1, XP_010429475.1
OG0010821	AL6G41310	XP_019084008.1, XP_019090303.1, XP_019090200.1
OG0010822	AL6G50600	XP_010422584.1, XP_010456027.1, XP_019088942.1
OG0010823	AL6G50500	XP_010456970.1, XP_010422576.1, XP_010429824.1
OG0010824	AL6G50490	XP_010422575.1, XP_010429834.1, XP_010456015.1
OG0010825	AL6G50350	XP_010430018.1, XP_019084161.1, XP_019090624.1
OG0010826	AL6G50320	XP_010455992.1, XP_010422552.1, XP_010430070.1
OG0010827	AL6G50280	XP_010430119.1, XP_010455987.1, XP_010422549.1
OG0010828	AL6G17510	XP_010423234.1, XP_010452683.1, XP_010491331.1
OG0010829	AL6G17370	XP_019084379.1, XP_019089993.1, XP_019097303.1
OG0010830	AL1G40060	XP_010499128.1, XP_010460401.1, XP_010477950.1
OG0010831	AL6G17170	XP_010452649.1, XP_010423266.1, XP_010491301.1
OG0010832	AL6G17140	XP_019084480.1, XP_010491295.1, XP_019089930.1
OG0010833	AL6G17130	XP_010452646.1, XP_019097981.1, XP_010423269.1
OG0010834	AL6G17070	XP_010495093.1, XP_010456425.1, XP_010424744.1
OG0010835	AL6G16940	XP_010491264.1, XP_010423291.1
OG0010836	AL6G16670	XP_010423320.1, XP_010452597.1, XP_010491229.1
OG0010837	AL6G16280	XP_010423369.1, XP_010491177.1, XP_010452551.1
OG0010838	AL6G16240	XP_010452540.1, XP_010423374.1, XP_010491172.1
OG0010839	AL6G16100	XP_010491159.1, XP_010423385.1, XP_010452529.1
OG0010840	AL6G16070	XP_010452527.1
OG0010841	AL6G15460	XP_019090699.1, XP_010491088.1, XP_010497503.1, XP_019084500.1
OG0010842	AL6G15390	XP_010452454.1, XP_010423467.1, XP_010491082.1
OG0010843	AL6G15380	XP_010423466.1, XP_010452452.1, XP_010452451.1
OG0010844	AL6G15280	XP_010452442.1, XP_010423475.1, XP_010491071.1
OG0010845	AL6G15200	XP_010452438.1, XP_010491067.1, XP_010423479.1
OG0010846	AL6G14900	XP_010423501.1, XP_010452413.1, XP_010491039.1
OG0010847	AL6G14710	XP_010491031.1, XP_010423506.1, XP_010452404.1
OG0010848	AL6G14650	XP_010452397.1, XP_010491026.1, XP_010423513.1
OG0010849	AL6G14460	XP_010423534.1, XP_010491001.1, XP_010452382.1
OG0010850	AL4G14250	XP_010417158.1, XP_010472414.1, XP_010429369.1
OG0010851	AL6G14110	XP_010452345.1, XP_010490960.1, XP_010423572.1
OG0010852	AL1G38870	XP_010477809.1
OG0010853	AL6G13960	XP_010490943.1, XP_010423590.1, XP_010452330.1
OG0010854	AL6G13470	XP_010452285.1, XP_010490882.1, XP_010423653.1
OG0010855	AL6G13310	XP_010452273.1, XP_010490869.1
OG0010856	AL6G14790, AL6G13270	XP_010490865.1, XP_019084539.1, XP_010452271.1
OG0010857	AL6G13140	XP_010452242.1, XP_010423685.1, XP_010490854.1
OG0010858	AL6G12750	XP_010490821.1, XP_010452222.1, XP_010423714.1
OG0010859	AL6G12570	XP_010490794.1, XP_010423743.1, XP_010452196.1
OG0010860	AL6G12560	XP_010490795.1
OG0010861	AL6G12400	XP_010452172.1, XP_010423756.1, XP_019097634.1
OG0010862	AL6G12030	XP_010490739.1, XP_010452124.1, XP_010423827.1
OG0010863	AL6G11950	XP_010452115.1, XP_019084402.1, XP_010423834.1, XP_010490732.1
OG0010864	AL6G11850	XP_010452102.1, XP_010423844.1, XP_010490719.1
OG0010865	AL6G11800	XP_010423848.1, XP_010490715.1, XP_010452099.1
OG0010866	AL6G11480	XP_010452056.1, XP_010423884.1, XP_010490641.1
OG0010867	AL6G11400	XP_010490633.1, XP_010452048.1
OG0010868	AL6G11370	XP_010452045.1, XP_010423896.1, XP_010490630.1
OG0010869	AL6G11210	XP_010423908.1, XP_010490615.1, XP_010452034.1
OG0010870	AL428U10020	XP_019095444.1
OG0010870	AL8G17250	XP_010442052.1, XP_010494298.1
OG0010871	AL6G11040, AL6G14050	XP_010452020.1, XP_010423915.1, XP_010490602.1
OG0010872	AL6G10900	XP_010423929.1, XP_010452007.1, XP_010490587.1
OG0010873	AL6G10830	XP_019084605.1, XP_019089879.1, XP_010490577.1
OG0010874	AL6G10430	XP_010423974.1, XP_010451953.1, XP_010490531.1
OG0010875	AL6G10200	XP_010423999.1, XP_010451933.1, XP_010490502.1
OG0010876	AL6G10130	XP_010490495.1, XP_010451923.1, XP_010424008.1
OG0010877	AL6G10070	XP_010496814.1, XP_010424020.1, XP_010490485.1
OG0010879	AL7G49210	XP_019088957.1, XP_019087146.1, XP_019086080.1
OG0010880	AL4G39800, AL7G48600	XP_010436034.1, XP_010441257.1, XP_010450579.1
OG0010881	AL7G48280, AL7G48350	XP_010450555.1, XP_010441282.1, XP_010436061.1
OG0010882	AL7G48080	XP_010436082.1, XP_010441298.1
OG0010883	AL7G48000	XP_010436095.1, XP_010441306.1, XP_010447491.1
OG0010884	AL7G47820	XP_019086990.1
OG0010886	AL7G47060	XP_010436170.1, XP_010441392.1, XP_010447083.1
OG0010887	AL2G41720	XP_010430055.1, XP_010417789.1, XP_010473022.1
OG0010888	AL2G41800	XP_010430067.1, XP_010417796.1, XP_010473032.1
OG0010889	AL2G41830	XP_010510890.1, XP_010473040.1, XP_010417804.1
OG0010890	AL2G41180	XP_010419392.2, XP_010429979.1, XP_010472950.1, XP_010472949.1
OG0010891	AL2G41080	XP_019093803.1, XP_019083568.1, XP_019083567.1, XP_010429958.1
OG0010892	AL2G40750	XP_010474509.1, XP_010429922.1, XP_010417673.1
OG0010893	AL2G40570	XP_010429897.1, XP_010472868.1, XP_010417659.1
OG0010894	AL2G40300	XP_010429857.1, XP_010472826.1
OG0010895	AL2G39970	XP_010474491.1, XP_010417600.1, XP_010429818.1
OG0010896	AL2G39490	XP_010472742.1, XP_010429773.1
OG0010897	AL5G25410	XP_010426091.1, XP_019102263.1, XP_010503266.1
OG0010898	AL2G39060	XP_019093464.1, XP_010429693.1, XP_010417469.1
OG0010900	AL2G38770	XP_019083440.1, XP_010472056.1, XP_010431549.1
OG0010901	AL2G38630, AL60U10010	XP_010472039.1, XP_010416807.1, XP_010428951.1
OG0010902	AL2G38580	XP_010428945.1, XP_010416799.1, XP_010472033.1
OG0010903	AL2G38400	XP_010428924.1, XP_010472010.1, XP_010416778.1
OG0010904	AL2G38360	XP_010416773.1, XP_010472006.1, XP_010428920.1, XP_010431546.1
OG0010905	AL2G38140	XP_010428872.1, XP_010471986.1, XP_010416748.1
OG0010906	AL2G37950	XP_019093103.1, XP_010416729.1, XP_010428856.1
OG0010907	AL2G37810	XP_010471956.1, XP_010416712.1, XP_019085044.1
OG0010908	AL2G37630	XP_010428821.1, XP_019083418.1, XP_010471936.1
OG0010909	AL2G37610	XP_010416682.1, XP_010416684.1, XP_010471935.1
OG0010910	AL2G37440	XP_010428798.1, XP_010419238.1, XP_019093142.1
OG0010911	AL2G37260	XP_010471875.1, XP_010416635.1, XP_010428776.1
OG0010912	AL2G36720	XP_019083404.1, XP_010471811.1, XP_010428722.1
OG0010913	AL3G33850	XP_010420186.1, XP_010468315.1, XP_010489965.1
OG0010914	AL5G20890	XP_010495876.1
OG0010915	AL2G36360	XP_010428681.1, XP_010471777.1, XP_010416539.1
OG0010916	AL4G14350, AL4G14370	XP_010429385.1, XP_010472422.1
OG0010917	AL2G36100	XP_010471754.1, XP_010416517.1, XP_010428657.1
OG0010918	AL1G12190	XP_010481251.1, XP_010457269.1
OG0010919	AL2G35680	XP_019093536.1, XP_010428601.1, XP_010416462.1
OG0010920	AL2G35250	XP_019085012.1, XP_010416408.1, XP_010471640.1
OG0010921	AL2G35060	XP_010471619.1, XP_010416381.1, XP_010428521.1
OG0010922	AL2G35020	XP_019093945.1, XP_019085008.1, XP_019083378.1
OG0010923	AL3G50430	XP_010489377.1
OG0010924	AL3G50440	XP_010514977.1, XP_010490376.1, XP_010467521.1
OG0010925	AL3G50620	XP_010514759.1, XP_010489393.1, XP_010467541.1
OG0010926	AL3G32700	XP_010507617.1, XP_010466069.1, XP_010487866.1
OG0010927	AL8G29890	XP_010482856.1, XP_010443026.1, XP_010448247.1
OG0010928	AL5G26750	XP_010503352.1, XP_010515058.1, XP_010426197.1
OG0010929	AL5G26790	XP_010426199.1, XP_010503357.1, XP_010515059.1
OG0010930	AL1G64610	XP_010462493.1, XP_010480194.1, XP_010501253.1
OG0010931	AL1G64350	XP_010501242.1, XP_010480172.1, XP_010462478.1
OG0010932	AL1G63340	XP_010480059.1, XP_010462375.1
OG0010933	AL1G62810	XP_010501074.1, XP_010479993.1, XP_010462315.1
OG0010934	AL1G52570	XP_010500167.1, XP_010461463.1, XP_010479062.1
OG0010935	AL1G62390	XP_010501029.1, XP_010462276.1, XP_010462277.1, XP_010479947.1
OG0010936	AL1G62310	XP_010462262.1, XP_010501021.1, XP_010479938.1
OG0010937	AL1G62070	XP_010481171.1, XP_010479918.1, XP_019094695.1, XP_010501004.1, XP_010462251.1
OG0010938	AL1G62030	XP_010500996.1, XP_010479910.1, XP_010462241.1
OG0010939	AL1G61580	XP_010462194.1, XP_010500954.1, XP_010479869.2
OG0010940	AL4G18970	XP_010472664.1, XP_010429658.1, XP_010417423.1
OG0010941	AL1G61520	XP_010500947.1, XP_010462180.1, XP_010479860.1
OG0010942	AL4G32220	XP_010509509.1, XP_010505146.1, XP_010516822.1
OG0010943	AL4G32310	XP_010505151.1, XP_010509500.1, XP_010516831.1
OG0010944	AL4G32320	XP_010505155.1, XP_010516835.1, XP_010509499.1
OG0010945	AL4G32550	XP_010509476.1, XP_010505185.1, XP_010516860.1
OG0010946	AL4G32650, nbis-gene-627	XP_010509468.1, XP_010505194.1, XP_010516869.1
OG0010947	AL4G32820	XP_010505211.1
OG0010948	AL5G23540	XP_010514841.1, XP_010425939.1, XP_010503157.1
OG0010949	AL5G23350	XP_010503140.1, XP_010514818.1, XP_010425922.1
OG0010950	AL5G22600	XP_010503100.1, XP_010412527.1, XP_010425868.1
OG0010951	AL5G19080	XP_010425719.1, XP_010502865.1, XP_010514632.1
OG0010952	AL7G43640	XP_010435378.1, XP_010450322.1, XP_010440675.1
OG0010953	AL7G44570	XP_010450410.1, XP_010440760.1, XP_010435462.1
OG0010954	AL8G27450	XP_010482675.1, XP_010442846.1, XP_010445408.1
OG0010955	AL8G24180	XP_010442497.1, XP_010482323.1, XP_010441655.1
OG0010956	AL8G23910	XP_010442473.1, XP_010482295.1, XP_010441329.1
OG0010957	nbis-gene-1881	XP_010440684.1, XP_010449641.1, XP_010435386.1, XP_010450333.1
OG0010958	AL9U10790	XP_010440664.1, XP_010435307.1, XP_010450304.1
OG0010959	AL9U10380	XP_010451616.1, XP_010445472.1, XP_010435289.1, XP_010440603.1
OG0010960	AL7G43130	XP_010450197.1, XP_010450196.1, XP_010440566.1, XP_010435251.1
OG0010961	AL7G42550	XP_019089308.1, XP_010450145.1, XP_010435211.1
OG0010962	AL7G42420	XP_010450134.1, XP_010435205.1, XP_010450117.1
OG0010963	AL3G43890	XP_010412986.1, XP_010467129.1, XP_010488801.1
OG0010964	AL7G42140	XP_010450086.1, XP_010435175.1, XP_019087713.1
OG0010965	AL7G42010, AL7G42020	XP_010445447.1, XP_010450071.1
OG0010966	AL7G42240	XP_010440526.1, XP_010435182.1, XP_010450101.1
OG0010967	AL7G41520	XP_010440444.1, XP_010435103.1, XP_010450020.1
OG0010968	AL7G41080	XP_010449989.1, XP_010440389.1, XP_010435066.1
OG0010969	AL7G51410	XP_010450841.1, XP_010435809.1, XP_010441033.1
OG0010970	AL7G40900	XP_010440373.1, XP_010449971.1, XP_010435047.1
OG0010971	AL5G15360	XP_010502587.1, XP_010514300.1, XP_010425359.1
OG0010972	AL7G40500	XP_010440327.1, XP_010435033.1, XP_010451509.1
OG0010973	AL7G40410	XP_010435042.1, XP_010449958.1
OG0010974	AL7G40110	XP_010434302.1, XP_019086912.1, XP_010440306.1, XP_010434982.1
OG0010975	AL7G39840	XP_010434941.1, XP_010449919.1, XP_010440275.1
OG0010976	AL1G35040	XP_010498640.1, XP_010477430.1
OG0010977	AL8G23850	XP_010441256.1, XP_010442464.1, XP_010482285.1
OG0010978	AL7G39380	XP_010440237.1, XP_010451480.1
OG0010979	AL7G39330	XP_010449875.1, XP_010440230.1, XP_010434905.1
OG0010980	AL7G39430	XP_010440240.1, XP_010449882.1, XP_010434912.1
OG0010981	AL2G32720	XP_010428198.2, XP_010471340.1
OG0010982	AL2G32910	XP_010428221.1, XP_010428222.1, XP_010471370.1, XP_010416103.1
OG0010983	AL2G32920	XP_019093683.1, XP_019083079.1, XP_019085826.1
OG0010984	AL2G33150	XP_010428261.2, XP_010416141.1
OG0010985	AL2G33200	XP_010471403.1, XP_019084990.1, XP_010416151.1
OG0010986	AL2G33310	XP_010428282.1, XP_010419182.1, XP_010471416.1
OG0010987	AL2G33340	XP_010416169.1, XP_019085623.1, XP_010471420.1
OG0010988	AL2G33450	XP_010416180.1, XP_010428298.1, XP_010471431.1
OG0010989	AL4G31990	XP_010505115.1, XP_010509541.1, XP_010412891.1
OG0010990	AL2G33620	XP_019094005.1, XP_019094004.1, XP_010471453.1, XP_010428320.2
