Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_oleracea
OG0006428	AL664U10010, AL8G24390	XP_013606833.1
OG0006429	AL9U10660	XP_013599490.1, XP_013636027.1
OG0006430	AL9U10310	XP_013614474.1, XP_013637108.1
OG0006431	AL9U10100	XP_013591027.1, XP_013635622.1
OG0006432	AL7G42780, AL5G12130	XP_013633738.1
OG0006433	nbis-gene-1868	XP_013633910.1, XP_013602508.1, XP_013623921.1
OG0006434	AL7G41860	XP_013616463.1, XP_013626672.1
OG0006435	AL2G34390	XP_013592477.1, XP_013592858.1
OG0006436	AL7G40120	XP_013619594.1, XP_013605779.1
OG0006437	AL7G40070	XP_013593081.1
OG0006438	AL7G39780	XP_013595048.1, XP_013601297.1
OG0006439	AL7G39540	XP_013636026.1, XP_013604344.1, XP_013598865.1
OG0006440	AL7G39340	XP_013599927.1, XP_013593520.1
OG0006441	AL2G32470	XP_013591673.1, XP_013588771.1
OG0006442	AL2G32980	XP_013590296.1, XP_013613910.1
OG0006443	AL2G33280	XP_013617250.1, XP_013590185.1
OG0006444	AL2G33270	XP_013597189.1
OG0006445	AL2G33530	XP_013588075.1, XP_013592375.1
OG0006446	AL2G33570	XP_013588278.1, XP_013592431.1
OG0006447	AL2G33720	XP_013588512.1, XP_013616210.1
OG0006448	AL2G33770	XP_013589489.1, XP_013591911.1
OG0006449	AL2G38710	XP_013590712.1, XP_013590575.1
OG0006450	AL2G34350	XP_013620980.1, XP_013591812.1
OG0006451	AL2G34680	XP_013592714.1, XP_013589732.1
OG0006452	AL2G34720	XP_013619062.1, XP_013589742.1
OG0006453	AL2G27650	XP_013588487.1, XP_013590908.1
OG0006454	AL2G27840	XP_013590992.1, XP_013590670.1, XP_013619309.1
OG0006455	AL2G28320	XP_013618366.1
OG0006456	AL7G24010	XP_013597626.1, XP_013604851.1
OG0006457	AL7G23830	XP_013594246.1, XP_013588990.1
OG0006458	AL7G23670	XP_013596365.1, XP_013617263.1
OG0006459	AL7G23600	XP_013583465.1, XP_013598904.1
OG0006460	AL7G23580	XP_013598905.1, XP_013605451.1
OG0006461	AL7G23230	XP_013609760.1
OG0006462	AL2G11140	XP_013608952.1, XP_013608881.1
OG0006463	AL8G25010	XP_013622791.1, XP_013618314.1
OG0006464	AL5G13600	XP_013617772.1, XP_013607003.1, XP_013599406.1
OG0006465	AL5G19260	XP_013616382.1, XP_013595360.1
OG0006466	AL5G20010	XP_013609592.1, XP_013596925.1, XP_013619539.1
OG0006467	AL5G18320	XP_013618117.1
OG0006468	AL5G21900	XP_013626854.1, XP_013626798.1
OG0006469	AL4G46770	XP_013614237.1, XP_013614364.1
OG0006470	AL5G16970	XP_013593221.1
OG0006471	AL5G16720	XP_013621542.1, XP_013597825.1
OG0006472	AL5G16680	XP_013593801.1, XP_013618139.1
OG0006473	AL5G16320	XP_013615984.1, XP_013599378.1
OG0006474	AL5G16220	XP_013621078.1, XP_013612175.1, XP_013598166.1
OG0006475	AL5G15130	XP_013618578.1, XP_013596002.1
OG0006476	AL5G15120	XP_013619200.1, XP_013596498.1
OG0006477	AL5G14810	XP_013615850.1, XP_013598662.1
OG0006478	AL7G28910	XP_013607403.1, XP_013603517.1
OG0006479	AL5G14500	XP_013598276.1, XP_013614746.1, XP_013610880.1
OG0006480	AL5G17560	XP_013597996.1
OG0006481	AL5G14160	XP_013619125.1, XP_013596100.1
OG0006482	AL22U10080	XP_013590110.1, XP_013615895.1
OG0006483	AL22U10090	XP_013587856.1, XP_013615896.1
OG0006485	AL2G28710	XP_013588706.1, XP_013588756.1
OG0006486	AL2G28570	XP_013588492.1
OG0006488	AL8G12440	XP_013611720.1, XP_013598099.1
OG0006489	AL8G12650	XP_013620300.1
OG0006490	AL8G13090	XP_013616627.1, XP_013596088.1
OG0006491	AL1G11440	XP_013586384.1
OG0006492	AL8G14140	XP_013618514.1, XP_013592222.1, XP_013609702.1
OG0006493	AL1G56960	XP_013589857.1
OG0006494	AL1G57080	XP_013599649.1, XP_013587920.1
OG0006495	AL2G15740, AL1G57390	XP_013602682.1, XP_013587396.1
OG0006496	AL1G57590	XP_013628374.1, XP_013589852.1
OG0006497	AL1G58100	XP_013625618.1, XP_013587770.1, XP_013638211.1
OG0006498	AL271U10010, AL8G26670	XP_013620851.1
OG0006499	nbis-gene-287	XP_013629321.1, XP_013592185.1
OG0006500	AL1G59520	XP_013590865.1, XP_013588325.1
OG0006501	AL1G60410	XP_013592400.1, XP_013592582.1
OG0006502	AL1G60630	XP_013588238.1, XP_013592781.1
OG0006503	AL8G30180	XP_013608953.1
OG0006505	AL4G30530	XP_013631841.1, XP_013622440.1
OG0006506	AL4G30550	XP_013633372.1, XP_013632560.1, XP_013637465.1
OG0006507	AL270U10020, AL4G30590	XP_013635400.1, XP_013635326.1
OG0006508	AL4G30790	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1
OG0006509	AL4G30930	XP_013635933.1, XP_013632140.1
OG0006510	AL4G31200	XP_013631985.1, XP_013629584.1, XP_013634295.1
OG0006511	AL4G31650	XP_013637587.1, XP_013637609.1
OG0006512	AL4G24500, AL4G31740	XP_013636527.1
OG0006513	AL4G31860	XP_013625754.1, XP_013633730.1
OG0006515	AL7G34820	XP_013624352.1
OG0006516	AL486U10010	XP_013605877.1, XP_013598714.1
OG0006517	AL7G34870	XP_013611771.1, XP_013629673.1
OG0006518	AL7G34930	XP_013604963.1, XP_013622155.1
OG0006519	AL7G34970	XP_013598261.1, XP_013630306.1, XP_013601989.1
OG0006520	AL7G35390	XP_013607499.1
OG0006521	AL7G35490	XP_013623126.1
OG0006522	nbis-gene-1818, AL7G35870	XP_013587690.1, XP_013627495.1
OG0006523	AL5G19120	XP_013607090.1, XP_013593750.1
OG0006524	AL7G35970	XP_013599182.1, XP_013607827.1
OG0006525	AL7G36180	XP_013615757.1, XP_013593051.1
OG0006526	AL7G36260	XP_013593315.1, XP_013637664.1, XP_013601338.1
OG0006527	AL7G36440	XP_013593155.1, XP_013597562.1
OG0006528	AL7G36580	XP_013597019.1, XP_013589095.1
OG0006529	AL7G36640	XP_013607299.1, XP_013597537.1
OG0006530	AL7G36920	XP_013595578.1, XP_013584554.1
OG0006531	AL7G37170	XP_013596516.1, XP_013603476.1
OG0006532	AL7G37480	XP_013602599.1, XP_013604917.1
OG0006533	AL7G37520	XP_013604919.1, XP_013601730.1, XP_013595438.1
OG0006534	AL5G31480	XP_013592914.1, XP_013602805.1
OG0006535	AL5G31420	XP_013635692.1, XP_013594161.1
OG0006536	AL5G31270	XP_013605897.1, XP_013593555.1
OG0006537	AL5G31220	XP_013603273.1, XP_013596593.1
OG0006538	AL5G30560	XP_013593582.1, XP_013591242.1, XP_013602377.1
OG0006539	AL7G29720	XP_013599073.1
OG0006540	AL7G29990	XP_013603310.1, XP_013598847.1
OG0006541	AL8G27000	XP_013614676.1
OG0006542	AL8G25080	XP_013616408.1, XP_013612224.1
OG0006543	AL8G25340	XP_013629499.1, XP_013606319.1
OG0006544	AL8G25390	XP_013622421.1, XP_013613704.1
OG0006545	AL3G44830	XP_013606256.1, XP_013622308.1
OG0006546	nbis-gene-852	XP_013593597.1, XP_013607184.1
OG0006547	AL3G47010	XP_013593672.1, XP_013608700.1
OG0006549	AL3G49970	XP_013593789.1, XP_013623132.1
OG0006550	AL7G29270	XP_013595230.1, XP_013599767.1
OG0006551	AL7G29290	XP_013595238.1, XP_013639493.1
OG0006552	AL7G29530	XP_013599207.1, XP_013597883.1
OG0006553	AL7G29610	XP_013598126.1, XP_013602836.1
OG0006554	AL7G30850	XP_013614831.1
OG0006555	AL3G53390, AL7G30880	XP_013617569.1
OG0006556	AL7G30910	XP_013596589.1, XP_013627209.1, XP_013586436.1
OG0006557	AL7G30920	XP_013611266.1, XP_013622301.1
OG0006558	AL7G31350	XP_013593270.1, XP_013598646.1
OG0006560	AL2G12040, AL2G12140	XP_013613902.1
OG0006561	AL7G33580	XP_013608613.1, XP_013593746.1
OG0006563	AL7G33210	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0006564	AL7G33130	XP_013614740.1
OG0006565	AL4G17680	XP_013635908.1, XP_013625362.1
OG0006566	AL7G32970	XP_013599197.1, XP_013598343.1
OG0006567	AL7G32890	XP_013595828.1, XP_013636386.1, XP_013627499.1
OG0006568	AL7G32650	XP_013599308.1, XP_013607763.1
OG0006569	AL7G32620	XP_013638797.1, XP_013615438.1, XP_013595929.1
OG0006570	AL7G32380	XP_013599270.1, XP_013625837.1
OG0006571	AL7G31630, AL7G32200	XP_013598219.1
OG0006572	AL7G32030	XP_013611449.1, XP_013627428.1
OG0006573	AL7G34220	XP_013597658.1, XP_013597733.1
OG0006574	AL7G34360	XP_013589315.1, XP_013596704.1, XP_013627547.1
OG0006575	AL7G38620, AL7G38610	XP_013595050.1
OG0006576	AL7G38110	XP_013596617.1, XP_013589261.1
OG0006577	AL7G37820	XP_013596625.1, XP_013593481.1
OG0006578	AL7G37690	XP_013586002.1, XP_013596220.1, XP_013596310.1
OG0006579	AL8G44910	XP_013612759.1
OG0006580	AL8G44930	XP_013609804.1, XP_013596739.1
OG0006581	AL8G45150	XP_013621655.1, XP_013607110.1
OG0006582	AL5G46320	XP_013636172.1, XP_013604674.1, XP_013591687.1
OG0006583	AL5G46030	XP_013631282.1
OG0006584	AL5G45690	XP_013637476.1, XP_013600743.1
OG0006585	AL5G45420	XP_013603444.1
OG0006586	AL5G44680	XP_013605925.1, XP_013631362.1
OG0006587	AL5G44580	XP_013600770.1, XP_013633974.1
OG0006588	AL5G44220	XP_013588917.1
OG0006589	AL5G44190	XP_013588907.1, XP_013604577.1
OG0006590	AL5G43590	XP_013605889.1, XP_013636667.1
OG0006591	AL5G43520	XP_013605766.1, XP_013591018.1
OG0006592	AL5G43280	XP_013591977.1
OG0006593	AL5G43020	XP_013603429.1, XP_013634135.1
OG0006594	AL8G18800	XP_013587903.1
OG0006595	AL5G41920	XP_013599754.1, XP_013636187.1, XP_013636184.1
OG0006596	AL5G40500	XP_013631584.1, XP_013592769.1, XP_013604795.1
OG0006597	AL5G40460	XP_013590012.1, XP_013600058.1
OG0006598	AL5G40430	XP_013602328.1, XP_013633660.1
OG0006599	AL8G24980	XP_013590968.1, XP_013626227.1
OG0006600	AL5G39140	XP_013631984.1, XP_013600089.1
OG0006601	AL5G39080	XP_013603419.1, XP_013635716.1, XP_013591093.1
OG0006602	AL5G38830	XP_013605194.1, XP_013631031.1
OG0006603	AL5G38230	XP_013587795.1, XP_013631588.1, XP_013605050.1
OG0006604	AL5G37840	XP_013633773.1, XP_013601986.1
OG0006605	AL5G37510	XP_013600081.1
OG0006606	AL5G37290	XP_013600502.1, XP_013635784.1
OG0006607	AL5G37180	XP_013603395.1, XP_013590978.1
OG0006608	AL5G36620	XP_013602480.1, XP_013635449.1
OG0006609	AL5G36590	XP_013636629.1
OG0006610	AL5G36270	XP_013630979.1, XP_013603269.1
OG0006611	AL5G36000	XP_013605310.1, XP_013592874.1
OG0006612	AL5G35910	XP_013590500.1, XP_013602319.1
OG0006613	AL5G34580	XP_013605052.1, XP_013636202.1
OG0006614	AL5G33660	XP_013604757.1, XP_013592437.1
OG0006615	AL8G28910	XP_013611313.1
OG0006616	AL8G28710	XP_013606485.1
OG0006617	AL8G28640	XP_013616650.1, XP_013608770.1
OG0006618	AL7G38990	XP_013597249.1, XP_013594351.1
OG0006620	AL3G39850	XP_013592959.1, XP_013617359.1
OG0006621	AL2G25770	XP_013590902.1, XP_013619496.1, XP_013590528.1
OG0006622	AL2G26560	XP_013616183.1, XP_013591459.1, XP_013590068.1
OG0006623	AL2G26600	XP_013616122.1, XP_013589888.1
OG0006624	AL2G27000	XP_013589551.1, XP_013619602.1, XP_013591083.1
OG0006625	AL2G27150	XP_013619583.1, XP_013590572.1, XP_013590797.1
OG0006626	AL8G21800	XP_013594051.1, XP_013609195.1
OG0006627	AL3G51340	XP_013615564.1, XP_013596217.1, XP_013596295.1
OG0006628	AL3G51670	XP_013622854.1, XP_013593475.1
OG0006629	AL3G51680	XP_013593480.1, XP_013622856.1
OG0006630	AL3G52850	XP_013609963.1, XP_013626609.1
OG0006631	AL3G49030	XP_013606372.1, XP_013615456.1
OG0006632	AL5G10920	XP_013596441.1
OG0006633	AL3G48800	XP_013593589.1, XP_013606585.1
OG0006634	AL3G11190	XP_013587342.1, XP_013589673.1
OG0006635	AL3G48660	XP_013604301.1, XP_013615141.1, XP_013609644.1
OG0006636	AL3G48650	XP_013604300.1, XP_013615142.1
OG0006637	AL3G48450	XP_013599949.1, XP_013608947.1
OG0006638	AL4G38520	XP_013632148.1
OG0006639	AL4G38300	XP_013636302.1, XP_013630225.1, XP_013632343.1
OG0006640	AL4G45260	XP_013633715.1, XP_013631094.1
OG0006641	AL4G37980	XP_013623973.1, XP_013633932.1, XP_013634612.1
OG0006642	AL4G37930, AL108U10010	XP_013633919.1, XP_013626148.1
OG0006643	AL4G37820	XP_013633753.1, XP_013633782.1
OG0006645	AL4G37380	XP_013623700.1, XP_013633688.1
OG0006646	AL4G37230	XP_013631286.1, XP_013622183.1
OG0006647	AL4G37040	XP_013634095.1, XP_013625334.1
OG0006648	AL1G17800	XP_013600447.1
OG0006649	AL4G35950	XP_013631934.1, XP_013630090.1, XP_013637537.1
OG0006650	AL4G35840	XP_013631211.1, XP_013625087.1
OG0006651	AL4G35750	XP_013625082.1, XP_013637529.1, XP_013631647.1
OG0006652	AL4G35520, AL96U10060, AL4G35560	XP_013629726.1
OG0006653	AL4G35500	XP_013636638.1, XP_013625666.1, XP_013631809.1
OG0006654	AL4G35320	XP_013637128.1, XP_013637438.1
OG0006655	AL4G35240, AL811U10010	XP_013629944.1, XP_013634822.1
OG0006656	AL5G18230	XP_013593649.1, XP_013612962.1
OG0006657	AL4G35120	XP_013636734.1, XP_013637514.1, XP_013622060.1
OG0006658	AL4G34990	XP_013632309.1, XP_013636387.1
OG0006659	AL4G34920	XP_013632233.1, XP_013623553.1
OG0006660	AL4G34030	XP_013607180.1, XP_013634248.1
OG0006661	AL4G33870	XP_013634698.1, XP_013634050.1
OG0006662	AL4G34370, AL4G33760	XP_013622926.1, XP_013634500.1
OG0006663	AL4G33110	XP_013634786.1, XP_013626334.1, XP_013634283.1
OG0006664	nbis-gene-1648	XP_013625848.1, XP_013608863.1
OG0006665	AL6G48110	XP_013629639.1, XP_013621162.1, XP_013612523.1
OG0006666	AL6G46550, AL6G46540	XP_013611906.1
OG0006667	AL6G46530	XP_013612501.1, XP_013606454.1
OG0006668	AL6G30630	XP_013606054.1, XP_013630358.1
OG0006669	AL4G10400, AL4G10390	XP_013600186.1
OG0006670	AL4G10510	XP_013630717.1
OG0006671	AL4G10750	XP_013633893.1, XP_013600666.1
OG0006672	AL4G11170	XP_013631354.1
OG0006673	AL4G11320	XP_013635554.1
OG0006674	AL4G11660	XP_013635342.1, XP_013604016.1
OG0006675	AL4G13530	XP_013634422.1, XP_013602701.1
OG0006676	AL4G18380	XP_013604286.1, XP_013636649.1
OG0006677	AL4G15860	XP_013629506.1
OG0006678	AL7G26550	XP_013635834.1
OG0006679	AL7G28580	XP_013599007.1, XP_013618315.1
OG0006680	AL1G48890	XP_013600526.1, XP_013588719.1
OG0006681	AL1G48450	XP_013586074.1
OG0006682	AL1G48410	XP_013592553.1, XP_013638550.1
OG0006683	AL6G43270	XP_013630814.1, XP_013606417.1
OG0006684	AL6G43650	XP_013614409.1, XP_013626799.1, XP_013612518.1
OG0006685	AL1G56820	XP_013638010.1, XP_013604041.1
OG0006686	AL6G45460	XP_013630142.1, XP_013611963.1
OG0006687	AL6G45470	XP_013630140.1, XP_013611961.1
OG0006688	AL6G38380	XP_013608677.1, XP_013616080.1, XP_013597897.1
OG0006689	AL6G39110	XP_013598187.1, XP_013613179.1, XP_013619608.1
OG0006690	AL7G28780	XP_013584643.1, XP_013602552.1, XP_013595957.1
OG0006691	AL6G39410	XP_013618207.1, XP_013608823.1, XP_013594985.1
OG0006692	AL6G39460	XP_013616688.1, XP_013606725.1
OG0006693	AL6G39640	XP_013612938.1, XP_013593104.1
OG0006694	AL6G39860	XP_013610577.1, XP_013599011.1
OG0006695	AL3G48240	XP_013607624.1, XP_013596963.1
OG0006696	AL3G47810	XP_013606386.1, XP_013593709.1, XP_013600548.1
OG0006697	AL3G53370	XP_013595966.1, XP_013608868.1
OG0006698	AL3G53400	XP_013608607.1, XP_013593105.1
OG0006700	AL4G46110, AL4G46130	XP_013633906.1, XP_013631726.1
OG0006701	AL4G46030	XP_013631794.1, XP_013626099.1, XP_013636782.1
OG0006702	AL4G46020	XP_013631610.1, XP_013621963.1, XP_013633551.1
OG0006703	AL4G45700	XP_013637136.1, XP_013626447.1
OG0006704	AL4G45600	XP_013627004.1
OG0006705	AL4G45480	XP_013625395.1, XP_013614730.1
OG0006706	AL4G45210	XP_013633593.1, XP_013631890.1
OG0006707	AL4G45010	XP_013636404.1, XP_013635227.1
OG0006708	AL4G44860	XP_013632041.1, XP_013628909.1
OG0006709	AL4G44840	XP_013622463.1, XP_013596105.1, XP_013631253.1
OG0006710	AL4G44600	XP_013634379.1
OG0006711	AL4G44340	XP_013623642.1, XP_013634923.1, XP_013631901.1
OG0006712	AL4G44150	XP_013621967.1, XP_013632158.1
OG0006713	AL4G44060	XP_013637574.1, XP_013637218.1
OG0006714	AL4G44050	XP_013634052.1, XP_013626007.1, XP_013634433.1
OG0006715	AL4G43820	XP_013627332.1, XP_013634634.1, XP_013635084.1
OG0006716	AL4G43320	XP_013627944.1, XP_013635433.1, XP_013635567.1, XP_013635381.1
OG0006717	nbis-gene-1156	XP_013628876.1, XP_013631534.1
OG0006718	AL4G42540	XP_013636821.1, XP_013629970.1
OG0006719	AL4G42500	XP_013636590.1, XP_013637104.1, XP_013628496.1
OG0006720	AL4G42440	XP_013628501.1
OG0006721	AL4G42430	XP_013626883.1, XP_013634671.1
OG0006722	AL4G42020	XP_013634241.1, XP_013633605.1, XP_013622191.1
OG0006723	AL4G41790	XP_013631313.1, XP_013626201.1
OG0006724	AL4G41450	XP_013631687.1
OG0006725	AL4G41030	XP_013631156.1, XP_013630259.1
OG0006726	AL409U10010, AL4G40810	XP_013634765.1
OG0006727	AL4G40640	XP_013632174.1, XP_013633734.1
OG0006728	AL4G39600	XP_013621817.1, XP_013635205.1, XP_013634896.1
OG0006729	AL4G39510	XP_013637379.1, XP_013629510.1
OG0006730	AL4G39290	XP_013634228.1, XP_013622285.1, XP_013634086.1
OG0006731	AL4G39270	XP_013634674.1, XP_013623211.1
OG0006732	AL8G11150	XP_013594262.1, XP_013606569.1, XP_013618226.1
OG0006733	AL7G18190	XP_013628818.1, XP_013617739.1
OG0006734	AL3G11150	XP_013585999.1, XP_013628531.1
OG0006735	AL8G29790	XP_013612054.1, XP_013620914.1
OG0006736	AL3G11650	XP_013628902.1, XP_013634627.1
OG0006737	AL3G12040	XP_013633294.1, XP_013630062.1
OG0006738	AL3G12270	XP_013622559.1, XP_013584977.1
OG0006739	AL3G12290	XP_013584985.1, XP_013626422.1
OG0006740	AL3G12700	XP_013636103.1, XP_013584096.1
OG0006741	AL3G13060	XP_013630743.1, XP_013586899.1
OG0006742	AL3G13370	XP_013637778.1, XP_013625244.1
OG0006743	AL3G13580	XP_013586547.1, XP_013637947.1, XP_013630487.1
OG0006744	AL3G13670	XP_013612246.1, XP_013622859.1
OG0006745	AL3G14380	XP_013622086.1, XP_013587401.1
OG0006746	AL3G15760	XP_013588533.1, XP_013583696.1
OG0006747	AL3G15780	XP_013584377.1, XP_013586202.1
OG0006748	AL3G16100	XP_013584404.1, XP_013608639.1
OG0006749	AL3G16160	XP_013638598.1, XP_013630781.1
OG0006750	AL1G40410	XP_013595328.1, XP_013637735.1, XP_013623142.1
OG0006751	AL3G16790	XP_013584710.1
OG0006752	AL3G16800	XP_013583351.1, XP_013638755.1
OG0006753	AL3G17910	XP_013622977.1, XP_013583711.1
OG0006754	AL3G18000	XP_013638899.1, XP_013618634.1, XP_013627543.1
OG0006755	AL759U10010, AL3G18550	XP_013593503.1, XP_013627539.1
OG0006756	AL3G18620	XP_013587238.1, XP_013622282.1
OG0006757	AL3G18630	XP_013629858.1
OG0006758	AL3G18670	XP_013583586.1
OG0006759	AL3G18720	XP_013585387.1, XP_013624148.1, XP_013623017.1
OG0006760	AL3G18830	XP_013583897.1, XP_013626406.1
OG0006761	AL3G18940	XP_013587655.1
OG0006762	AL3G19110	XP_013639383.1, XP_013584589.1
OG0006763	AL3G19160	XP_013618780.1, XP_013587146.1
OG0006764	AL3G19170	XP_013587147.1, XP_013628957.1, XP_013619033.1
OG0006765	AL3G19830	XP_013617186.1, XP_013629912.1
OG0006766	AL3G20000	XP_013584078.1, XP_013615519.1, XP_013617701.1
OG0006767	AL3G20230	XP_013587363.1, XP_013625744.1
OG0006768	AL3G20110	XP_013634920.1, XP_013586118.1
OG0006769	AL70U10010, AL3G20420	XP_013594322.1, XP_013627627.1
OG0006770	AL3G21370	XP_013583548.1, XP_013625871.1
OG0006771	AL3G22980	XP_013585870.1, XP_013616281.1
OG0006772	AL3G22450	XP_013583911.1, XP_013637291.1
OG0006773	AL3G22570	XP_013587545.1, XP_013587237.1
OG0006774	AL3G22580, AL467U10020	XP_013587544.1
OG0006775	AL3G22940	XP_013617403.1, XP_013587090.1
OG0006776	AL3G23160	XP_013585715.1, XP_013586544.1, XP_013628152.1
OG0006777	AL3G23170	XP_013585714.1, XP_013628144.1
OG0006778	AL3G23200, AL222U10010	XP_013594801.1, XP_013585712.1
OG0006779	AL3G23280	XP_013626950.1, XP_013639028.1
OG0006780	AL3G23290	XP_013625392.1
OG0006781	AL3G23840	XP_013626969.1, XP_013617118.1, XP_013586142.1
OG0006782	AL3G24130	XP_013583996.1
OG0006783	AL3G24340	XP_013586038.1, XP_013617148.1
OG0006784	AL3G24410	XP_013636485.1
OG0006785	AL3G24580	XP_013627414.1, XP_013611181.1, XP_013585182.1
OG0006786	AL3G24720	XP_013628244.1, XP_013638803.1
OG0006788	AL3G25630	XP_013587246.1, XP_013610829.1, XP_013627973.1
OG0006789	AL180U10020, AL3G25780	XP_013620690.1, XP_013638908.1
OG0006790	AL3G26110	XP_013637862.1, XP_013621951.1
OG0006792	AL3G26410	XP_013625309.1, XP_013585112.1
OG0006793	AL3G26440	XP_013610606.1, XP_013625313.1
OG0006794	AL3G26820	XP_013587670.1, XP_013623026.1
OG0006795	AL3G26930	XP_013622621.1, XP_013586088.1
OG0006796	AL3G27080	XP_013583975.1, XP_013583372.1
OG0006797	AL3G27240	XP_013610979.1, XP_013628450.1
OG0006798	AL3G27580	XP_013586661.1, XP_013636589.1
OG0006799	AL3G27870	XP_013627477.1, XP_013585035.1
OG0006800	AL3G28090	XP_013637924.1, XP_013592115.1
OG0006801	AL3G28510	XP_013628682.1, XP_013587373.1
OG0006802	AL3G28530	XP_013629188.1, XP_013609945.1
OG0006803	AL3G28890	XP_013617085.1, XP_013586917.1
OG0006804	AL3G28950	XP_013609686.1, XP_013587106.1
OG0006805	AL1G13810	XP_013604526.1, XP_013585845.1
OG0006806	AL3G30080	XP_013620062.1, XP_013638302.1
OG0006807	AL3G30230	XP_013609422.1, XP_013586853.1
OG0006808	AL3G30500	XP_013613835.1
OG0006809	AL3G30590	XP_013627419.1, XP_013584603.1
OG0006810	AL9U11610	XP_013605432.1
OG0006811	AL3G30680	XP_013584738.1, XP_013588061.1
OG0006812	AL3G30690	XP_013638783.1, XP_013609341.1, XP_013609264.1
OG0006814	AL3G31030	XP_013616476.1, XP_013638565.1
OG0006815	AL3G31340	XP_013583977.1, XP_013583266.1, XP_013635879.1
OG0006816	AL3G31420	XP_013608899.1, XP_013584935.1, XP_013636015.1
OG0006817	AL3G31690	XP_013628782.1, XP_013589211.1, XP_013614989.1
OG0006818	AL3G31770	XP_013608634.1, XP_013638126.1
OG0006819	AL3G32120	XP_013602074.1, XP_013638707.1
OG0006820	AL3G32250	XP_013637928.1, XP_013630446.1
OG0006821	AL1G31380	XP_013605387.1, XP_013587096.1
OG0006822	AL3G33640	XP_013614427.1, XP_013611277.1
OG0006823	AL3G33680	XP_013623391.1, XP_013638438.1
OG0006824	AL3G34060	XP_013632589.1, XP_013627985.1, XP_013585025.1
OG0006825	AL3G34380	XP_013629828.1
OG0006826	AL3G34430	XP_013622067.1, XP_013637836.1, XP_013584062.1
OG0006827	AL3G34440	XP_013586675.1, XP_013622066.1
OG0006828	AL3G34740	XP_013587234.1, XP_013608124.1
OG0006829	AL3G34870	XP_013587298.1
OG0006830	AL3G35040	XP_013607949.1, XP_013638861.1
OG0006831	AL3G35200	XP_013607942.1, XP_013638229.1
OG0006832	AL1G20430	XP_013600924.1, XP_013637914.1
OG0006834	AL7G46220	XP_013635066.1, XP_013634999.1
OG0006835	AL8G19860	XP_013594375.1, XP_013597667.1, XP_013609577.1
OG0006836	AL8G19790	XP_013611946.1, XP_013597775.1, XP_013601654.1, XP_013620891.1
OG0006837	AL3G38650	XP_013598769.1, XP_013606721.1
OG0006838	AL3G37120, AL166U10020	XP_013614599.1, XP_013584433.1
OG0006839	AL3G36670	XP_013607851.1
OG0006840	AL3G35660	XP_013584095.1, XP_013583854.1
OG0006841	AL7G22280	XP_013626237.1, XP_013597452.1, XP_013638191.1
OG0006844	AL2G19530	XP_013588270.1, XP_013614528.1
OG0006845	AL6G29980	XP_013622669.1, XP_013612870.1
OG0006846	AL6G29950	XP_013630003.1, XP_013612526.1
OG0006847	AL6G29710	XP_013616842.1, XP_013605988.1
OG0006848	AL6G29500	XP_013625819.1, XP_013616847.1, XP_013609062.1
