Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0006395	AL2G14680	jg798
OG0006396	AL3G50230	jg27863
OG0006397	AL3G50710	jg27905
OG0006398	AL5G29780	jg14838
OG0006399	AL5G29770	jg14837
OG0006400	AL8G30030	jg22281
OG0006401	AL5G26940	jg14569
OG0006402	AL3G17510	jg24592
OG0006403	AL1G64040	jg33771
OG0006404	AL1G63890	jg33756
OG0006405	AL1G63880	jg33755
OG0006406	AL1G63600	jg33716
OG0006407	AL5G13590	jg27007
OG0006407	AL3G42500	jg13182
OG0006408	AL1G63390	jg33694
OG0006409	AL1G63080	jg33666
OG0006410	AL1G62880	jg33648
OG0006411	AL1G62840	jg33644
OG0006412	AL1G62730	jg33631
OG0006413	AL1G62320	jg33592
OG0006414	AL1G62170	jg33573, jg33571
OG0006415	AL1G61430	jg33509
OG0006416	AL1G61410	jg33507
OG0006417	AL4G32040	jg18728
OG0006418	AL4G32130, AL110U10020	jg18736
OG0006419	AL1G39000	jg31085
OG0006419	AL1G38990	jg31084
OG0006420	AL7G35790	jg10743
OG0006421	AL5G22480	jg14148
OG0006422	AL5G22530	jg14151
OG0006423	AL5G20150	jg13829
OG0006424	AL7G43750	jg11861
OG0006426	AL8G27760	jg22035
OG0006427	AL8G23890	jg21644
OG0006428	AL664U10010, AL8G24390	jg21694
OG0006429	AL9U10660	jg11562
OG0006430	AL9U10310	jg11527
OG0006431	AL9U10100	jg11508
OG0006432	AL7G42780	jg11440
OG0006433	nbis-gene-1868	jg11380
OG0006434	AL7G41860	jg11340
OG0006435	AL2G34390	jg3104
OG0006436	AL7G40120	jg11171
OG0006437	AL7G40070	jg11166
OG0006438	AL7G39780	jg11138
OG0006439	AL7G39540	jg11110
OG0006440	AL7G39340	jg11090
OG0006441	AL2G32470	jg2913
OG0006442	AL2G32980	jg2963
OG0006443	AL2G33280	jg2991
OG0006444	AL2G33270	jg2990
OG0006445	AL2G33530	jg3015
OG0006446	AL2G33570	jg3018
OG0006447	AL2G33720	jg3032
OG0006448	AL2G33770	jg3038
OG0006449	AL2G38710	jg3510
OG0006450	AL2G34350	jg3100
OG0006451	AL2G34680	jg3131
OG0006452	AL2G34720	jg3135
OG0006453	AL2G27650	jg2446
OG0006454	AL2G27840	jg2466
OG0006455	AL2G28320	jg2502
OG0006456	AL7G24010	jg9578
OG0006457	AL7G23830	jg9562
OG0006458	AL7G23670	jg9549
OG0006459	AL7G23600	jg9543
OG0006460	AL7G23580	jg9542
OG0006461	AL7G23230	jg9512
OG0006462	AL2G11140	jg465
OG0006463	AL8G25010	jg21743
OG0006464	AL5G13600	jg13183
OG0006465	AL5G19260	jg13751
OG0006466	AL5G20010	jg13864
OG0006467	AL5G18320	jg13642
OG0006468	AL5G21900	jg14077
OG0006469	AL4G46770	jg20130
OG0006470	AL5G16970	jg13511
OG0006471	AL5G16720	jg13474
OG0006472	AL5G16680	jg13469
OG0006473	AL5G16320	jg13425
OG0006474	AL5G16220	jg13412
OG0006476	AL5G15120	jg13323
OG0006477	AL5G14810	jg13293
OG0006478	AL7G28910	jg10047
OG0006479	AL5G14500	jg13253
OG0006480	AL5G17560	jg13565
OG0006481	AL5G14160	jg13224
OG0006482	AL22U10080	jg2589
OG0006483	AL22U10090	jg2588, jg13738
OG0006485	AL2G28710	jg2544
OG0006486	AL2G28570	jg2529
OG0006487	AL2G28500	jg2522
OG0006488	AL8G12440	jg20464
OG0006489	AL8G12650	jg20488
OG0006490	AL8G13090	jg20527
OG0006491	AL1G11440	jg28520
OG0006492	AL8G14140	jg20607
OG0006493	AL1G56960	jg33078
OG0006494	AL1G57080	jg33088
OG0006495	AL2G15740, AL1G57390	jg33112
OG0006496	AL1G57590	jg33134
OG0006497	AL1G58100	jg33183
OG0006498	AL271U10010, AL8G26670	jg21921
OG0006499	nbis-gene-287	jg33318
OG0006500	AL1G59520	jg33320
OG0006501	AL1G60410	jg33408
OG0006502	AL1G60630	jg33428
OG0006503	AL8G30180	jg22299
OG0006505	AL4G30530	jg18558
OG0006506	AL4G30550	jg18560
OG0006507	AL270U10020, AL4G30590	jg18564
OG0006508	AL4G30790	jg18597
OG0006509	AL4G30930	jg18609
OG0006510	AL4G31200	jg18638
OG0006511	AL4G31650	jg18688
OG0006512	AL4G24500	jg17994
OG0006512	AL4G31740	jg18698
OG0006513	AL4G31860	jg18708
OG0006514	AL4G19940	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006515	AL7G34820	jg10651
OG0006516	AL486U10010	jg10655
OG0006517	AL7G34870	jg10656
OG0006518	AL7G34930	jg10662
OG0006519	AL7G34970	jg10666
OG0006520	AL7G35390	jg10705
OG0006521	AL7G35490	jg10712
OG0006522	AL7G35870	jg10751
OG0006523	AL5G19120	jg13740
OG0006524	AL7G35970	jg10754
OG0006525	AL7G36180	jg10782
OG0006526	AL7G36260	jg10792
OG0006527	AL7G36440	jg10807
OG0006528	AL7G36580	jg10815
OG0006529	AL7G36640	jg10821, jg6349
OG0006530	AL7G36920	jg10849
OG0006531	AL7G37170	jg10872
OG0006532	AL7G37480	jg10896
OG0006533	AL7G37520	jg10899
OG0006534	AL5G31480	jg14989
OG0006535	AL5G31420	jg14983
OG0006536	AL5G31270	jg14968
OG0006537	AL5G31220	jg14963
OG0006538	AL5G30560	jg14906
OG0006539	AL7G29720	jg10131
OG0006540	AL7G29990	jg10155
OG0006541	AL8G27000	jg21951
OG0006542	AL8G25080	jg21747
OG0006543	AL8G25340	jg21768
OG0006544	AL8G25390	jg21773
OG0006545	AL3G44830	jg27356
OG0006546	nbis-gene-852	jg27552
OG0006547	AL3G47010	jg27558
OG0006548	AL3G52250	jg27654, jg27658, jg27656, jg27653
OG0006549	AL3G49970	jg27833
OG0006550	AL7G29270	jg10084
OG0006551	AL7G29290	jg10085
OG0006552	AL7G29530	jg10107
OG0006553	AL7G29610	jg10116
OG0006554	AL7G30850	jg10255
OG0006555	AL3G53390	jg28258
OG0006555	AL7G30880	jg10258
OG0006556	AL7G30910	jg10261
OG0006557	AL7G30920	jg10262
OG0006558	AL7G31350	jg10306
OG0006559	AL1G66470	jg1363
OG0006560	AL2G12040, AL2G12140	jg548, jg551
OG0006561	AL7G33580	jg10538
OG0006563	AL7G33210	jg10480
OG0006564	AL7G33130	jg10472
OG0006565	AL4G17680	jg17199
OG0006566	AL7G32970	jg10453
OG0006567	AL7G32890	jg10444
OG0006568	AL7G32650	jg10422
OG0006569	AL7G32620	jg10420
OG0006570	AL7G32380	jg10400
OG0006571	AL7G32200	jg10385
OG0006572	AL7G32030	jg10367
OG0006573	AL7G34220	jg10594
OG0006574	AL7G34360	jg10609
OG0006575	AL7G38620	jg11010
OG0006575	AL7G38610	jg11009
OG0006576	AL7G38110	jg10957
OG0006577	AL7G37820	jg10931
OG0006578	AL7G37690	jg10917
OG0006579	AL8G44910	jg23734
OG0006580	AL8G44930	jg23736
OG0006581	AL8G45150	jg23756
OG0006582	AL5G46320	jg16442
OG0006583	AL5G46030	jg16406, jg16397, jg16390
OG0006584	AL5G45690	jg16360
OG0006585	AL5G45420	jg16334
OG0006586	AL5G44680	jg16271
OG0006587	AL5G44580	jg16260
OG0006588	AL5G44220	jg16233
OG0006589	AL5G44190	jg16231
OG0006590	AL5G43590	jg16183
OG0006591	AL5G43520	jg16177
OG0006592	AL5G43280	jg16155
OG0006593	AL5G43020	jg16129
OG0006594	AL8G18800	jg21069
OG0006595	AL5G41920	jg16030
OG0006596	AL5G40500	jg15900
OG0006597	AL5G40460	jg15896
OG0006598	AL5G40430	jg15894
OG0006599	AL8G24980	jg21740
OG0006600	AL5G39140	jg15768
OG0006601	AL5G39080	jg15761
OG0006602	AL5G38830	jg15740
OG0006603	AL5G38230	jg15701
OG0006604	AL5G37840	jg15621
OG0006605	AL5G37510	jg15588
OG0006606	AL5G37290	jg15570
OG0006607	AL5G37180	jg15551, jg15544
OG0006608	AL5G36620	jg15485
OG0006609	AL5G36590	jg15483
OG0006610	AL5G36270	jg15453
OG0006611	AL5G36000	jg15426
OG0006612	AL5G35910	jg15419
OG0006613	AL5G34580	jg15298
OG0006614	AL5G33660	jg15212
OG0006615	AL8G28910	jg22147
OG0006616	AL8G28710	jg22136
OG0006617	AL8G28640	jg22131
OG0006618	AL7G38990	jg11049
OG0006619	AL3G40280	jg26801
OG0006620	AL3G39850	jg26748
OG0006621	AL2G25770	jg2247
OG0006622	AL2G26560	jg2326
OG0006623	AL2G26600	jg2335, jg2330
OG0006624	AL2G27000	jg2379
OG0006625	AL2G27150	jg2392
OG0006626	AL8G21800	jg21439
OG0006627	AL3G51340	jg27962
OG0006628	AL3G51670	jg28002
OG0006629	AL3G51680	jg28003
OG0006630	AL3G52850	jg28090
OG0006631	AL3G49030	jg28113
OG0006632	AL5G10920	jg12985
OG0006633	AL3G48800	jg28129
OG0006634	AL3G11190	jg24000
OG0006635	AL3G48660	jg28148
OG0006636	AL3G48650	jg28149
OG0006637	AL3G48450	jg28173
OG0006638	AL4G38520	jg19331
OG0006639	AL4G38300	jg19309
OG0006640	AL4G45260	jg20002
OG0006641	AL4G37980	jg19276
OG0006642	AL4G37930, AL108U10010	jg19270
OG0006643	AL4G37820	jg19254
OG0006644	AL4G37690	jg19243
OG0006645	AL4G37380	jg19212
OG0006646	AL4G37230	jg19198
OG0006647	AL4G37040	jg19183
OG0006648	AL1G17800	jg29114
OG0006649	AL4G35950	jg19047
OG0006650	AL4G35840	jg19040
OG0006651	AL4G35750	jg19031
OG0006652	AL4G35520	jg19010
OG0006653	AL4G35500	jg19008
OG0006654	AL4G35320	jg19004, jg18997
OG0006655	AL4G35240, AL811U10010	jg18993
OG0006656	AL5G18230	jg13633
OG0006657	AL4G35120	jg18980
OG0006658	AL4G34990	jg18967
OG0006659	AL4G34920	jg18961
OG0006660	AL4G34030	jg18911
OG0006661	AL4G33870	jg18899
OG0006662	AL4G34370, AL4G33760	jg18886
OG0006663	AL4G33110	jg18829
OG0006664	nbis-gene-1648	jg7675
OG0006665	AL6G48110	jg7718
OG0006666	AL6G46550	jg7583
OG0006666	AL6G46540	jg7582
OG0006667	AL6G46530	jg7581
OG0006668	AL6G30630	jg5779
OG0006669	AL4G10400	jg16539
OG0006670	AL4G10510	jg16547
OG0006671	AL4G10750	jg16574
OG0006672	AL4G11170	jg16602
OG0006673	AL4G11320	jg16626
OG0006674	AL4G11660	jg16649
OG0006675	AL4G13530	jg16815
OG0006676	AL4G18380	jg10823, jg17261
OG0006677	AL4G15860	jg17015
OG0006678	AL7G26550	jg9815
OG0006679	AL7G28580	jg10016
OG0006680	AL1G48890	jg32113
OG0006681	AL1G48450	jg32071
OG0006682	AL1G48410	jg32067
OG0006683	AL6G43270	jg7277
OG0006684	AL6G43650	jg7328
OG0006685	AL1G56820	jg33069
OG0006686	AL6G45460	jg7490
OG0006687	AL6G45470	jg7491
OG0006688	AL6G38380	jg6545
OG0006689	AL6G39110	jg6612
OG0006690	AL7G28780	jg10033
OG0006691	AL6G39410	jg6642
OG0006692	AL6G39460	jg6647
OG0006693	AL6G39640	jg6664
OG0006694	AL6G39860	jg6687
OG0006695	AL3G48240	jg28196
OG0006696	AL3G47810	jg28239
OG0006697	AL3G53370	jg28256
OG0006698	AL3G53400	jg28259
OG0006699	AL7G49300	jg12665
OG0006700	AL4G46110, AL4G46130	jg20073
OG0006701	AL4G46030	jg20067
OG0006702	AL4G46020	jg20066
OG0006703	AL4G45700	jg20040
OG0006704	AL4G45600	jg20032
OG0006705	AL4G45480	jg20021
OG0006706	AL4G45210	jg19997
OG0006707	AL4G45010	jg19977
OG0006708	AL4G44860	jg19963
OG0006709	AL4G44840	jg19961
OG0006710	AL4G44600	jg19935
OG0006711	AL4G44340	jg19910
OG0006712	AL4G44150	jg19873
OG0006713	AL4G44060	jg19862
OG0006714	AL4G44050	jg19861
OG0006715	AL4G43820	jg19835
OG0006716	AL4G43320	jg19784
OG0006717	nbis-gene-1156	jg19743
OG0006718	AL4G42540	jg19714
OG0006719	AL4G42500	jg19709
OG0006720	AL4G42440	jg19702, jg19703
OG0006721	AL4G42430	jg19701
OG0006722	AL4G42020	jg19664
OG0006723	AL4G41790	jg19638
OG0006724	AL4G41450	jg19605
OG0006725	AL4G41030	jg19565
OG0006726	AL409U10010, AL4G40810	jg19543
OG0006727	AL4G40640	jg19529
OG0006728	AL4G39600	jg19437
OG0006729	AL4G39510	jg19428
OG0006730	AL4G39290	jg19411
OG0006731	AL4G39270	jg19407, jg19409
OG0006732	AL8G11150	jg20351
OG0006733	AL7G18190	jg9046
OG0006734	AL3G11150	jg23995
OG0006735	AL8G29790	jg22249
OG0006736	AL3G11650	jg24050
OG0006737	AL3G12040	jg24086
OG0006738	AL3G12270	jg24107
OG0006739	AL3G12290	jg24110
OG0006740	AL3G12700	jg24139
OG0006741	AL3G13060	jg24180
OG0006742	AL3G13370	jg24207
OG0006743	AL3G13580	jg24225
OG0006744	AL3G13670	jg24234
OG0006745	AL3G14380	jg24316
OG0006746	AL3G15760	jg24431
OG0006747	AL3G15780	jg24434
OG0006748	AL3G16100	jg24455
OG0006749	AL3G16160	jg24464
OG0006750	AL1G40410	jg31223
OG0006751	AL3G16790	jg24528
OG0006752	AL3G16800	jg24529
OG0006753	AL3G17910	jg24628
OG0006754	AL3G18000	jg24637
OG0006755	AL759U10010, AL3G18550	jg24678
OG0006756	AL3G18620	jg24685
OG0006757	AL3G18630	jg24687
OG0006758	AL3G18670	jg24691
OG0006759	AL3G18720	jg24695
OG0006760	AL3G18830	jg24706
OG0006761	AL3G18940	jg24715
OG0006762	AL3G19110	jg24733
OG0006763	AL3G19160	jg24736
OG0006764	AL3G19170	jg24737
OG0006765	AL3G19830	jg24797
OG0006766	AL3G20000	jg24816
OG0006767	AL3G20230	jg24837
OG0006768	AL3G20110	jg24826
OG0006769	AL70U10010, AL3G20420	jg24852
OG0006770	AL3G21370	jg24935
OG0006771	AL3G22980	jg25095
OG0006772	AL3G22450	jg25037
OG0006773	AL3G22570	jg25051
OG0006774	AL3G22580, AL467U10020	jg25052
OG0006775	AL3G22940	jg25092
OG0006776	AL3G23160	jg25112
OG0006777	AL3G23170	jg25113
OG0006778	AL3G23200	jg25116
OG0006779	AL3G23280	jg25125
OG0006780	AL3G23290	jg25126
OG0006781	AL3G23840	jg25175
OG0006782	AL3G24130	jg25204
OG0006783	AL3G24340	jg25222
OG0006784	AL3G24410	jg25229
OG0006785	AL3G24580	jg25246
OG0006786	AL3G24720	jg25264
OG0006787	AL4G26460	jg18179, jg18183
OG0006788	AL3G25630	jg25355
OG0006789	AL180U10020, AL3G25780	jg25366
OG0006790	AL3G26110	jg25397
OG0006791	AL6G43580	jg7314
OG0006791	AL6G43570	jg7312
OG0006792	AL3G26410	jg25425
OG0006793	AL3G26440	jg25427
OG0006794	AL3G26820	jg25457
OG0006795	AL3G26930	jg25475
OG0006796	AL3G27080	jg25493
OG0006797	AL3G27240	jg25509
OG0006798	AL3G27580	jg25543
OG0006799	AL3G27870	jg25575
OG0006800	AL3G28090	jg25597
OG0006801	AL3G28510	jg25629
OG0006802	AL3G28530	jg25632
OG0006803	AL3G28890	jg25666
OG0006804	AL3G28950	jg25672
OG0006805	AL1G13810	jg28738
OG0006806	AL3G30080	jg25791
OG0006807	AL3G30230	jg25813
OG0006808	AL3G30500	jg25846
OG0006809	AL3G30590	jg25855
OG0006810	AL9U11610	jg11653
OG0006811	AL3G30680	jg25862
OG0006812	AL3G30690	jg25863
OG0006814	AL3G31030	jg25902
OG0006815	AL3G31340	jg25936
OG0006816	AL3G31420	jg25943
OG0006817	AL3G31690	jg25971
OG0006818	AL3G31770	jg25978
OG0006819	AL3G32120	jg26009
OG0006820	AL3G32250	jg26022
OG0006821	AL1G31380	jg30412
OG0006822	AL3G33640	jg26148
OG0006823	AL3G33680	jg26151
OG0006824	AL3G34060	jg26189
OG0006825	AL3G34380	jg26212, jg16924
OG0006826	AL3G34430	jg26216
OG0006827	AL3G34440	jg26217
OG0006828	AL3G34740	jg26251
OG0006829	AL3G34870	jg26261
OG0006830	AL3G35040	jg26284
OG0006831	AL3G35200	jg26301
OG0006832	AL1G20430	jg29357
OG0006833	AL7G52100	jg12380
OG0006835	AL8G19860	jg21273
OG0006836	AL8G19790	jg21244
OG0006837	AL3G38650	jg26638
OG0006838	AL3G37120, AL166U10020	jg26515
OG0006839	AL3G36670	jg26467
OG0006840	AL3G35660	jg26351
OG0006841	AL7G22280	jg9423
OG0006844	AL2G19530	jg1765
OG0006845	AL6G29980	jg5718
OG0006846	AL6G29950	jg5715
OG0006847	AL6G29710	jg5690
OG0006848	AL6G29500	jg5671
OG0006849	AL8G23010	jg21569
OG0006850	AL6G40840	jg6862
OG0006851	AL8G21190	jg21374
OG0006852	AL5G33210	jg15168
OG0006853	AL5G32860	jg15135
OG0006854	AL5G32760	jg15126
OG0006855	AL5G32670	jg15121
OG0006856	AL5G32640	jg15118
OG0006857	AL3G35760	jg26361
OG0006858	AL5G31910	jg15033
OG0006859	AL5G31850	jg15026
OG0006860	AL5G31710	jg15012
OG0006861	AL5G31690	jg15010
OG0006862	AL1G10690	jg28453
OG0006864	AL1G10920	jg28473
OG0006865	AL1G11340	jg28511
OG0006866	AL1G11600	jg28533
OG0006867	AL1G11770	jg28550
OG0006868	AL1G12340	jg28604
OG0006869	AL1G12410	jg10967
OG0006870	AL1G12500	jg28619
OG0006871	AL1G13430	jg28703
OG0006872	AL1G13880	jg28745
OG0006873	AL3G47460	jg27600
OG0006874	AL1G14270	jg28779
OG0006875	AL1G14370	jg28788
OG0006876	AL1G14480	jg28798
OG0006877	AL5G23480	jg14254
OG0006878	AL1G14670	jg28818
OG0006879	AL1G14860	jg28844
OG0006880	AL1G15040	jg28861
OG0006881	AL1G15530	jg28903
OG0006882	AL1G16030	jg28956
OG0006883	AL1G16060	jg28959
OG0006884	AL1G16510	jg28999
OG0006885	AL1G16590	jg29007
OG0006886	AL1G16840	jg29030
OG0006887	AL1G16990	jg29047
OG0006888	AL1G17020	jg29051
OG0006889	AL7G28840	jg10041, jg10039
OG0006890	AL1G18440	jg29170
OG0006891	AL1G18620	jg29183
OG0006892	AL1G18690	jg29191
OG0006893	AL1G18780	jg29199
OG0006894	AL1G18910	jg29211
OG0006895	AL1G19230	jg29241
OG0006896	AL1G19340	jg29251
OG0006897	AL1G19410	jg29256
OG0006898	AL1G19600	jg29272
OG0006899	AL1G19800	jg29293
OG0006900	AL1G20290	jg29344
OG0006901	AL1G20590	jg29373
OG0006902	AL1G20830	jg29391
OG0006903	AL2G17350	jg1091
OG0006904	AL1G21310	jg29442
OG0006905	AL1G21700	jg29481
OG0006906	AL1G22020	jg29512
OG0006907	AL1G22190	jg29531
OG0006908	AL1G22220	jg29535
OG0006909	AL1G22240	jg29537
OG0006910	AL1G22290	jg29542, jg29544
OG0006911	AL1G22380	jg29553
OG0006912	AL1G22730	jg29599
OG0006913	AL1G22790	jg29605
OG0006914	AL1G22930	jg29615
OG0006915	AL1G22950	jg29617
OG0006916	AL1G23380	jg29654
OG0006917	AL1G23550	jg29669
OG0006918	AL1G23740	jg29685
OG0006919	AL6G53260	jg8223
OG0006920	AL1G24090, AL1G23980	jg29713
OG0006921	AL1G24590	jg29753
OG0006922	AL1G24680	jg29760
OG0006923	AL1G25500	jg29837
OG0006924	AL1G25710	jg29857
OG0006925	AL1G25730	jg29859
OG0006926	AL1G25800	jg29865
OG0006927	AL1G26260	jg29912
OG0006928	AL1G26540	jg29937
OG0006929	AL7G45360, AL1G26820	jg29965
OG0006930	AL1G26830	jg29966
OG0006931	AL1G27160	jg29995
OG0006932	AL1G27310	jg30009
OG0006933	AL1G27460	jg30022
OG0006934	AL1G27540	jg30031
OG0006935	AL1G27930	jg30068
OG0006936	AL1G27970	jg30072
OG0006937	AL1G32490	jg30502
OG0006937	AL1G28150	jg30090
OG0006938	AL1G28310	jg30107
OG0006939	AL5G17580	jg13566
OG0006940	AL1G29020	jg30203, jg30191
OG0006941	nbis-gene-96	jg30196
OG0006942	AL1G29410	jg30242
OG0006943	AL1G29600	jg30259
OG0006944	AL1G29950	jg30288
OG0006945	AL1G30040	jg30294
OG0006946	AL1G30160	jg30305
OG0006947	AL1G30180	jg30307
OG0006948	AL1G30200	jg30309
OG0006949	AL1G30310	jg30321
OG0006950	AL1G30720	jg30356
OG0006951	AL1G30910	jg6068, jg30370
OG0006952	AL1G31050	jg30384
OG0006953	AL1G31450	jg30416
OG0006954	AL1G31800	jg30449
OG0006955	AL1G32260	jg30479
OG0006956	AL5G16560	jg13463
OG0006956	AL1G32290	jg30482
OG0006958	AL1G33580	jg30601
OG0006959	AL1G33830	jg30627
OG0006960	AL1G33920	jg30635
OG0006961	AL1G34090	jg30647
OG0006962	AL1G34510	jg30687
OG0006963	AL1G34590	jg30695
OG0006964	AL1G35020	jg30735
OG0006965	AL1G35080	jg30739
OG0006966	AL1G35110	jg30742
OG0006967	AL1G35500	jg30766
OG0006968	AL8G14060	jg20600
OG0006969	AL7G41600	jg11312
OG0006970	AL2G31350	jg2800
OG0006971	AL2G30900	jg2753
OG0006972	AL2G30570	jg2720
OG0006973	AL2G29210	jg2598
OG0006974	AL7G29170	jg10071
OG0006975	AL7G29140	jg10068
OG0006976	AL3G50190	jg27856
OG0006977	AL2G12430	jg578
OG0006978	AL240U10020, AL2G12550	jg592
OG0006979	AL2G13420	jg677
OG0006980	AL2G13600	jg693
OG0006981	AL2G14380	jg773
OG0006982	AL2G14620	jg794
OG0006983	AL1G40710	jg31258
OG0006984	AL2G15350	jg867
OG0006985	AL2G15450	jg876
OG0006986	AL2G18260	jg1178
OG0006987	AL2G10890	jg430
OG0006988	nbis-gene-570	jg2578
OG0006989	AL2G10080	jg361
OG0006990	AL7G47050	jg12863
OG0006991	AL8G11760	jg20401
OG0006992	AL8G11710	jg20397
OG0006993	AL8G11610	jg20388
OG0006994	AL8G10410	jg20282
OG0006995	AL8G10310	jg20272
OG0006996	AL3G25830	jg25371
OG0006997	AL8G14890	jg20670
OG0006998	AL6G49000	jg7805
OG0006999	AL7G22880	jg9484
OG0007000	AL7G22640	jg9461
OG0007001	AL1G54540, AL1G54590	jg32877
OG0007002	AL1G54720	jg32891
OG0007003	AL2G34900	jg3153
OG0007004	AL2G34860	jg3149
OG0007006	AL7G10330	jg8302, jg8309
OG0007007	AL7G10780	jg8357
OG0007008	AL7G11080	jg8384
OG0007009	AL7G11420	jg8410
OG0007010	AL7G11440	jg8411
OG0007011	AL7G12430, AL7G12410	jg8514
OG0007012	AL7G12880	jg8555
OG0007013	AL7G13150	jg8573
OG0007014	AL7G13420	jg8596
OG0007015	AL7G13690	jg8617
OG0007016	AL2G36200, nbis-gene-1716, AL7G14010	jg8646
OG0007017	AL7G14280	jg8664
OG0007018	AL7G14290	jg8665
OG0007019	AL7G14830	jg8708
OG0007020	AL7G15060	jg8735
OG0007021	AL7G15350	jg8764
OG0007022	AL7G15400	jg8771
OG0007023	AL7G15630	jg8794
OG0007024	AL2G14790	jg813
OG0007025	AL7G16110	jg8845
OG0007027	AL7G16230	jg8857
OG0007028	AL7G16350	jg8867
OG0007029	AL7G16430	jg8874
OG0007030	AL7G16520	jg8882
OG0007031	AL7G19640	jg9171
OG0007032	AL7G19620	jg9170
OG0007033	AL7G19540	jg9164
OG0007034	AL7G19210	jg9134
OG0007035	AL7G19190	jg9132
OG0007036	AL7G19020	jg9116
OG0007037	AL7G18930	jg9109
OG0007038	AL4G29540	jg18484
OG0007039	AL4G18010	jg17228
OG0007040	AL7G18480	jg9074
OG0007041	AL7G18300	jg9059
OG0007042	AL7G17970	jg9020
OG0007043	AL3G44920	jg27363
OG0007044	AL7G17810	jg9005
OG0007045	AL7G17720	jg8995
OG0007046	AL7G17510	jg8975
OG0007047	AL7G17480	jg8972
OG0007049	AL7G17300	jg8958
OG0007050	AL7G17270	jg8955
OG0007051	AL7G19870	jg9197
OG0007053	AL7G20750	jg9270
OG0007054	AL7G20760	jg9271
OG0007055	AL7G20910	jg9283
OG0007056	AL7G20950	jg9287
OG0007057	AL7G21120	jg9303
OG0007058	AL7G21160	jg9307
OG0007059	AL7G21320	jg9329
OG0007060	AL3G38810	jg26651
OG0007061	AL3G39530	jg26717
OG0007062	AL2G32230	jg2888
OG0007063	AL2G32040	jg2871
OG0007064	AL2G31870	jg2855
OG0007065	AL1G37210	jg30915, jg32006
OG0007066	AL1G37300	jg30926
OG0007067	AL1G38250	jg31012
OG0007068	AL4G17990	jg17227
OG0007069	AL6G51340	jg8043
OG0007070	AL6G51880	jg8089
OG0007071	AL6G52620	jg8158
OG0007072	AL5G21450, AL5G21480	jg14028
OG0007072	AL6G52430	jg8137
OG0007073	nbis-gene-1672	jg8120
OG0007074	AL6G52100	jg8106
OG0007075	AL6G52770	jg8172
OG0007076	AL6G53280	jg8224
OG0007077	AL6G53490	jg8244
OG0007078	AL4G13130	jg16780
OG0007078	AL4G40360	jg19498
OG0007079	AL1G40480	jg31231
OG0007080	AL7G29080	jg10062
OG0007081	AL7G24460	jg9622
OG0007082	AL1G14210, AL1G11910	jg28566
OG0007083	AL1G25600	jg29847
OG0007084	AL1G29130	jg30218
OG0007085	AL1G29660	jg30264
OG0007086	AL1G37240	jg30918
OG0007087	AL1G39140	jg31097
OG0007088	AL1G40340	jg31217
OG0007089	AL1G40500	jg31233, jg31234
OG0007090	AL1G40680	jg31253
OG0007091	AL5G24460	jg21575
OG0007091	AL8G28930, AL3G41000	jg7025
OG0007091	AL5G38990	jg1720
OG0007092	AL3G51770	jg17448
OG0007092	AL5G21880, AL9U11300, AL6G40230, AL1G33540, AL2G33030, AL2G32130, AL4G12800, AL8G18980, AL5G16740, AL1G49790, AL2G12880, AL6G41490	jg1635, jg1255, jg14015
OG0007093	AL2G32180	jg2883
OG0007094	AL3G38870	jg26661
OG0007094	AL3G35580, AL662U10010	jg26343
OG0007095	AL4G16640	jg17089
OG0007096	AL5G10190	jg12914
OG0007097	AL5G14360	jg13242
OG0007098	AL5G18890	jg13707
OG0007099	AL5G19910	jg13856
OG0007100	nbis-gene-1409	jg6507
OG0007100	AL5G22200	jg14122
OG0007101	AL5G25860	jg14472
OG0007101	AL5G25850	jg14471
OG0007102	AL5G32660	jg15120
OG0007103	AL5G34060	jg15249
OG0007104	AL5G40700	jg15920
OG0007105	AL6G29820	jg5701
OG0007106	AL6G38680	jg6579
OG0007107	AL6G43200	jg7271
OG0007108	AL6G46490	jg7577
OG0007109	AL7G26450	jg9804
OG0007110	AL7G26940	jg9853
OG0007111	AL7G30410, AL6G44050	jg10214, jg10215
OG0007112	AL7G35210	jg10693
OG0007113	AL7G52780	jg12310
OG0007114	AL8G12040	jg20430
OG0007114	AL8G12030	jg20429
OG0007115	AL8G20980, AL8G20990	jg21358
OG0007116	AL8G22840	jg21547
OG0007117	nbis-gene-488, nbis-gene-475, nbis-gene-821	jg137, jg291
OG0007128	AL5G46080	jg16403, jg16395, jg16411
OG0007129	AL7G30430	jg10218
OG0007130	AL8G29730	jg22234
OG0007131	AL8G40390	jg23305
OG0007132	AL5G27870	jg14662
OG0007133	AL5G27810	jg14656
OG0007134	AL5G27600	jg14635
OG0007135	AL5G27250	jg14596
OG0007136	AL5G27210	jg14592
OG0007137	AL5G10050	jg12902
OG0007138	AL5G10230	jg12918
OG0007139	AL7G22820	jg9477
OG0007140	AL5G10810	jg12973
OG0007141	AL5G11440	jg13032
OG0007142	AL4G34810	jg18951
OG0007143	AL8G11590	jg20387
OG0007144	AL2G38450	jg3488
OG0007145	AL6G28800	jg5605
OG0007146	AL6G28740	jg5599
OG0007147	AL6G28520	jg5578
OG0007148	AL6G28500	jg5576
OG0007149	AL6G28310	jg5553
