Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_rapa
OG0010406	AL7G47680	XP_009125192.1, XP_018509571.2
OG0010407	AL8G18050	XP_009101828.1, XP_009114024.1
OG0010408	AL25U10020, AL8G19580	XP_009106518.1
OG0010409	AL8G21260	XP_033134705.1
OG0010410	AL8G21990	XP_009151681.1, XP_009111856.1
OG0010411	nbis-gene-2074	XP_009129772.1, XP_009151725.1
OG0010412	AL8G22970	XP_009111873.1, XP_009151728.1
OG0010413	AL8G23870	XP_009134031.1, XP_009127370.1
OG0010414	AL8G25760	XP_033137327.1, XP_009127301.1
OG0010415	AL8G26320	XP_033137676.1
OG0010416	AL205U10020, AL8G26970	XP_009127236.1, XP_009106704.1
OG0010417	AL8G27420	XP_009127206.1, XP_009124171.1
OG0010418	AL8G33190	XP_009120246.1, XP_009126851.1, XP_009132142.2
OG0010419	AL8G44980	XP_009103518.1, XP_009112306.1
OG0010421	AL7G38420	XP_018511649.1
OG0010421	AL4G31830	XP_018513949.1
OG0010422	AL1G40780	XP_009109813.1, XP_009113769.1, XP_009102981.2
OG0010424	AL7G44900	XP_009128306.1, XP_009128327.1
OG0010426	nbis-gene-1250	XP_009151817.3, XP_033136305.1, XP_009129337.1
OG0010427	AL3G44730	XP_033140697.1, XP_033136130.1
OG0010436	AL6G15530	XP_033138829.1, XP_033137637.1
OG0010437	AL7G21650	XP_009137925.1
OG0010438	AL7G21620	XP_033144464.1
OG0010439	AL7G21590	XP_009108981.1
OG0010440	AL7G21560	XP_009137939.1
OG0010441	AL7G21490	XP_009127679.1
OG0010442	AL7G21400	XP_009137962.1
OG0010443	AL4G17530	XP_009140699.1
OG0010444	AL7G30380	XP_009137315.1, XP_009136711.1
OG0010445	AL5G25520	XP_018508183.1
OG0010446	AL5G28060	XP_009151475.2
OG0010447	AL5G27980	XP_009149811.1, XP_009151403.1
OG0010448	AL5G27880	XP_009150191.2
OG0010449	AL5G27800	XP_009150197.1, XP_033128975.1
OG0010450	AL5G27300	XP_009149855.1, XP_009150754.1
OG0010451	AL5G27490	XP_009150874.1
OG0010452	AL5G27530	XP_009150205.1
OG0010453	AL5G27100	XP_009150220.1, XP_009149870.1
OG0010454	AL5G10080	XP_009101368.1
OG0010455	AL5G10800	XP_009129213.1
OG0010456	AL5G11490	XP_009129163.1
OG0010457	AL5G11090	XP_033128752.1, XP_033128433.1, XP_009101284.1
OG0010459	AL7G49390	XP_009140004.1
OG0010460	AL7G49550	XP_009139994.1
OG0010461	AL6G29260	XP_018511176.1
OG0010462	AL6G28930	XP_009131613.1
OG0010463	AL6G28880	XP_009121052.1, XP_009131608.1
OG0010464	AL6G28710	XP_009126197.1, XP_009107532.1
OG0010465	AL6G28620	XP_009126192.1
OG0010466	AL6G28580	XP_009107522.1
OG0010467	AL6G28470	XP_009107510.2, XP_009126182.1
OG0010468	AL6G28410	XP_009126179.1
OG0010469	AL6G28270	XP_009121408.1, XP_009126170.1
OG0010470	AL1G16930	XP_009118471.1
OG0010471	AL6G27730	XP_009121457.1
OG0010472	AL6G27680	XP_009121463.1, XP_009131553.1
OG0010473	AL6G27470	XP_009131546.1
OG0010474	AL6G27440	XP_018511035.2, XP_018513144.1
OG0010475	AL6G27310	XP_009131536.1
OG0010476	AL6G27060	XP_009126099.1
OG0010477	AL6G27040	XP_009126096.1
OG0010478	AL6G26940	XP_009121519.1
OG0010479	AL4G30730	XP_009133001.1
OG0010480	AL6G26300	XP_009121574.1, XP_009126047.1
OG0010481	AL6G26280	XP_033143473.1, XP_033141670.1
OG0010482	AL6G25920	XP_009126029.1, XP_009121614.1
OG0010483	AL6G25680	XP_033131314.1
OG0010485	AL6G25500	XP_009126003.1, XP_009121637.1
OG0010486	AL6G25470	XP_009121639.1, XP_009125995.1
OG0010487	AL6G25410	XP_009131419.1
OG0010488	AL7G42490	XP_009139573.1
OG0010489	AL6G25060	XP_009131399.1
OG0010490	AL6G24550	XP_009121717.2, XP_009125950.1
OG0010491	AL6G24430	XP_018511064.1, XP_009131362.1
OG0010492	AL6G24420	XP_009125946.1, XP_009131361.1
OG0010494	AL6G24310	XP_009131355.1
OG0010495	AL6G24270	XP_033139765.1, XP_033142465.1
OG0010496	AL6G24140	XP_009125918.1, XP_009121758.1
OG0010497	AL6G24080	XP_018512208.1, XP_009131341.1
OG0010498	AL6G23810	XP_009125893.2
OG0010499	AL6G23800	XP_009121789.1, XP_009125892.1
OG0010500	AL6G23590	XP_009125875.1, XP_033137455.1
OG0010501	AL6G23460	XP_009121826.3
OG0010503	AL6G23400	XP_009121831.1, XP_009125867.1
OG0010504	AL8G19740	XP_033137753.1
OG0010505	AL6G23090	XP_018512551.2, XP_009125856.2
OG0010506	AL6G23040	XP_009131267.1, XP_009121864.1
OG0010507	AL6G22910	XP_033141842.1, XP_033137878.1
OG0010508	AL6G22880, AL6G44470	XP_009121882.2
OG0010509	AL6G22580	XP_009131233.3, XP_033141930.1
OG0010510	AL6G22570	XP_009125832.2
OG0010511	AL6G22440	XP_018510957.1, XP_009125827.1
OG0010512	AL6G22220	XP_033137524.1, XP_009125812.1
OG0010513	AL6G22180	XP_033137720.1, XP_009131211.1
OG0010514	AL6G22120	XP_009121945.1, XP_009125807.1
OG0010515	AL6G21780	XP_009125788.1
OG0010516	AL6G21550	XP_009131188.1, XP_009122009.1
OG0010517	AL6G21480	XP_009122013.1
OG0010518	AL6G21460	XP_009125265.1
OG0010519	AL6G20940	XP_009122052.1
OG0010520	AL6G20910	XP_009122054.1
OG0010521	AL6G20820	XP_009122065.1
OG0010522	AL6G20550	XP_009122088.1
OG0010523	AL6G20250	XP_009122115.1
OG0010524	AL6G20150	XP_033140959.1
OG0010525	AL6G20000	XP_009131118.1, XP_009125359.1
OG0010526	AL6G19880	XP_009131112.2, XP_009122521.1
OG0010527	AL6G19810	XP_009122515.1
OG0010528	AL6G19770	XP_009122511.1
OG0010529	AL3G42010	XP_009102386.1
OG0010530	AL3G35870	XP_009145455.1
OG0010531	AL6G18960, AL6G19160, AL487U10020	XP_009131072.2
OG0010532	AL6G19130, AL6G18940	XP_009122455.1
OG0010533	AL6G18900	XP_009125734.1
OG0010534	AL6G18860	XP_009125731.1, XP_009131064.2
OG0010535	AL6G18850	XP_033142525.1
OG0010536	AL6G18390	XP_009131027.1, XP_009125714.1
OG0010537	nbis-gene-1485	XP_009125715.1, XP_033138447.1
OG0010538	AL6G18140	XP_009125702.1, XP_009122400.2
OG0010539	AL6G17920	XP_009131003.2
OG0010540	AL6G50010	XP_018513433.1
OG0010541	AL6G49990	XP_009111249.1
OG0010542	AL6G49940	XP_009111244.1
OG0010543	AL6G49810	XP_009122143.1
OG0010544	AL6G49790	XP_009122086.1
OG0010545	AL6G49780	XP_009122105.1
OG0010546	AL6G49750	XP_009122075.3, XP_009134369.1
OG0010547	AL1G58800, AL6G49660	XP_009121963.1
OG0010548	AL6G49600	XP_009121928.1
OG0010550	AL7G28070	XP_009137495.2, XP_009138829.1
OG0010552	AL7G28400	XP_009137473.1
OG0010553	AL4G20180	XP_009103566.1
OG0010554	AL4G20260	XP_009111251.1
OG0010555	AL4G20570	XP_009133913.1
OG0010556	AL4G21160	XP_009140784.2
OG0010557	AL4G21410	XP_033145827.1
OG0010558	AL4G22710	XP_033130654.1
OG0010559	AL4G22540	XP_009140820.2
OG0010560	AL4G22480	XP_009103622.1
OG0010561	AL4G22410	XP_009103627.1
OG0010562	AL4G22310	XP_018508546.1, XP_009140835.1
OG0010563	AL4G21930	XP_009140851.1, XP_009103654.1
OG0010564	AL4G21870	XP_009103657.1
OG0010565	AL4G21680	XP_009140897.1
OG0010566	AL4G21570	XP_009103688.1
OG0010567	AL4G23100	XP_009140921.1, XP_009133867.1
OG0010568	AL4G23430	XP_009124363.1
OG0010569	AL4G23740, AL41U10070	XP_009130482.1
OG0010570	AL4G23770	XP_009144394.1
OG0010571	AL4G24270	XP_009144364.1
OG0010572	AL4G24640	XP_009144345.1
OG0010573	AL4G25070, AL346U10010	XP_009132719.1, XP_009141052.1
OG0010574	AL4G25360	XP_009144297.2
OG0010575	AL4G25580	XP_009141089.1, XP_009144279.1
OG0010576	AL4G11410	XP_033145383.1
OG0010577	AL4G25890	XP_033146802.1
OG0010578	AL4G25990	XP_009144267.1
OG0010579	AL4G26070, AL4G26150	XP_009141125.1
OG0010580	AL4G26400	XP_009144237.2
OG0010581	AL4G26410	XP_009141140.1
OG0010582	AL4G26780	XP_009132796.2
OG0010583	AL4G26980	XP_009144052.1
OG0010584	AL4G27060	XP_009141179.1, XP_009132815.1
OG0010585	AL4G27220	XP_009144019.1
OG0010586	AL80U10060, AL4G27290	XP_009132826.1
OG0010587	AL4G27460, AL103U10050	XP_009144010.1
OG0010588	AL4G18960	XP_009116951.2, XP_009117013.2
OG0010589	AL4G28000	XP_009144005.1
OG0010590	AL4G27990	XP_009141250.1, XP_009144002.1
OG0010591	AL4G27810	XP_009141242.2
OG0010592	AL4G27780	XP_009132846.1, XP_009143978.1
OG0010593	AL125U10030	XP_009143971.1
OG0010594	AL4G28290	XP_009132882.1
OG0010595	AL4G28400	XP_033147746.1, XP_033146336.1, XP_009132903.1
OG0010596	AL4G28470	XP_009143915.1, XP_033145297.1
OG0010597	AL120U10010	XP_009143907.2
OG0010598	AL4G29100	XP_009143860.1, XP_009141314.1
OG0010599	AL8G16820	XP_009123898.1
OG0010600	AL7G10500	XP_009109541.1
OG0010601	AL484U10020, AL8G16680	XP_009101776.1
OG0010602	AL8G16250	XP_033134809.1
OG0010603	AL8G15850	XP_009113937.1
OG0010604	AL6G49310	XP_009121750.1, XP_009134341.1
OG0010605	AL6G49360	XP_009121772.1
OG0010606	AL6G49390	XP_009121796.1
OG0010607	AL6G49440	XP_009121844.1
OG0010608	AL6G49500	XP_009121894.2, XP_009136292.1
OG0010609	AL1G54350	XP_009107398.1
OG0010610	AL1G54100	XP_009145030.1, XP_009107406.1
OG0010611	AL4G21430, AL1G54090	XP_009107412.1
OG0010612	AL1G53470	XP_009118923.1
OG0010613	AL1G41160	XP_009102963.1, XP_009109792.1
OG0010614	AL1G52870	XP_009107448.1
OG0010615	AL1G41230	XP_009102961.1, XP_009109783.1
OG0010616	nbis-gene-165	XP_009113704.1
OG0010617	AL1G41800	XP_009113687.1
OG0010618	AL1G42010	XP_009109730.1
OG0010619	AL1G42080	XP_009102906.1, XP_009113660.1
OG0010620	nbis-gene-168	XP_009109705.1, XP_009102897.1
OG0010621	AL1G42750	XP_009102888.1
OG0010623	AL1G43510	XP_009102830.3, XP_009109654.1
OG0010624	AL1G43700	XP_009115210.1, XP_033130099.1
OG0010625	AL1G43790	XP_009102797.2, XP_009109633.2
OG0010626	AL1G43890	XP_033132862.1, XP_009115199.1
OG0010627	AL1G44000	XP_033137259.1
OG0010628	AL1G44030, AL5G33120	XP_009109615.1
OG0010629	AL1G44040	XP_009109614.1, XP_009115185.1
OG0010630	AL1G44210	XP_009102710.1, XP_009115176.1
OG0010631	AL1G44300	XP_033130696.1, XP_009115161.1
OG0010632	AL1G44500	XP_009109581.1, XP_018508317.1
OG0010633	AL1G44510	XP_033137270.1, XP_033132243.1
OG0010634	AL7G47270	XP_009140134.1
OG0010636	AL1G45140	XP_033131729.1, XP_033136589.1
OG0010637	AL1G45370	XP_009102677.1, XP_009115025.1
OG0010640	AL1G49290	XP_009115008.2
OG0010641	AL1G49460	XP_009108113.1
OG0010642	AL1G45820	XP_009108104.1
OG0010643	AL1G45840	XP_009145231.1
OG0010644	AL1G45950	XP_009145227.2, XP_009114945.1
OG0010645	AL1G45970	XP_009145225.1
OG0010646	AL1G46040	XP_009114933.1, XP_009145217.1
OG0010647	AL1G46200	XP_018510359.1, XP_009145207.1
OG0010648	AL1G46300	XP_009145199.1
OG0010649	AL1G46550	XP_009114893.1, XP_009151425.1
OG0010650	AL1G46710	XP_009151433.1, XP_009114881.1
OG0010651	AL1G46850	XP_033132291.1
OG0010652	AL1G46890	XP_009151442.1
OG0010653	AL1G46920	XP_033147371.1
OG0010654	AL5G11850	XP_009101249.1
OG0010655	AL5G12010	XP_009129121.2
OG0010656	AL5G12030	XP_033139843.1
OG0010657	AL4G41330	XP_009142878.1
OG0010658	AL5G12660	XP_009129104.2, NP_001288907.1
OG0010659	AL5G12800	XP_009114176.1
OG0010660	AL5G13260	XP_009152171.1, XP_009129087.2
OG0010661	AL8G44730	XP_009103492.1
OG0010662	AL8G44620	XP_033136101.1, XP_033131636.1
OG0010663	AL8G44550	XP_009103477.1
OG0010664	AL8G44440	XP_033136100.1, XP_009103467.1
OG0010665	nbis-gene-535, AL8G44390	XP_009112351.1
OG0010666	AL8G44220	XP_009103452.1
OG0010667	AL8G44150	XP_009103446.2, XP_009112363.1
OG0010668	AL8G44140	XP_009103445.1
OG0010669	AL8G44110	XP_009103442.1
OG0010670	AL8G43940	XP_009103425.1, XP_009130549.2
OG0010671	AL8G43910	XP_009112218.1, XP_033131542.1
OG0010672	AL8G43810	XP_009150701.1
OG0010673	AL6G42980	XP_009113533.1
OG0010674	AL8G43550	XP_033135179.1
OG0010676	AL8G43460	XP_009150666.1
OG0010677	AL8G43260	XP_009112193.1, XP_009150655.1
OG0010679	AL8G43070	XP_009150637.1
OG0010680	AL8G42760	XP_009130502.1, XP_009150605.2
OG0010681	AL8G42550	XP_009150580.1, XP_009130485.1
OG0010682	AL8G42230	XP_009130471.1, XP_009150555.1
OG0010683	AL8G42170	XP_033134617.1, XP_009150804.1
OG0010684	AL8G42040	XP_009150544.1
OG0010685	AL8G41730	XP_009150515.1, XP_009112133.1
OG0010686	AL8G41650	XP_009112126.1, XP_009150500.1
OG0010687	AL372U10010	XP_009150493.1
OG0010688	AL8G41450	XP_009112121.1
OG0010689	AL8G41290	XP_009130433.1, XP_009150474.2
OG0010690	AL8G41220	XP_009150464.1
OG0010691	AL697U10020, AL8G41100	XP_009112109.1
OG0010692	AL8G41060	XP_009150444.1
OG0010693	AL8G41030	XP_009150446.1
OG0010694	AL8G40990	XP_009150428.1
OG0010695	AL8G40520	XP_009112080.1
OG0010696	AL8G40460	XP_009150393.2, XP_009112077.1
OG0010698	AL8G39690	XP_033128164.1, XP_009112031.1
OG0010699	AL8G39500	XP_009112028.1
OG0010700	AL8G39420	XP_009151373.2
OG0010701	AL8G39070	XP_009112094.1, XP_009151516.2
OG0010702	AL8G38940	XP_033141555.1
OG0010703	AL8G38520	XP_009112000.1
OG0010704	AL8G38370	XP_009130165.1
OG0010705	AL8G38050	NP_001288903.1, NP_001288951.1
OG0010706	AL8G37420	XP_009136400.2
OG0010707	AL6G34400	XP_009136376.1
OG0010708	AL6G34450	XP_009130121.1
OG0010709	AL6G34460	XP_009136377.1
OG0010711	AL6G34670	XP_009141520.1, XP_009150872.2
OG0010712	AL6G34840	XP_009150888.1
OG0010713	AL6G15400	XP_009122156.1
OG0010714	AL6G35200	XP_009141799.2, XP_009150912.1
OG0010715	AL6G35340	XP_009150930.1
OG0010716	AL6G35350	XP_009141862.1, XP_009150932.1
OG0010717	AL6G35460	XP_009150940.1, XP_009141925.1
OG0010718	AL6G35490	XP_009150943.1
OG0010719	nbis-gene-1561	XP_009150946.1
OG0010720	AL6G36030	XP_009130063.1
OG0010721	AL6G36040	XP_009111633.1, XP_018514978.1
OG0010722	AL6G36120	XP_009150979.1, XP_009130058.1
OG0010723	AL6G36160	XP_009130057.1, XP_009150980.1
OG0010724	AL6G36290	XP_009150995.1
OG0010725	AL6G36550	XP_033141216.1, XP_033128866.1
OG0010726	AL6G37330	XP_009129956.1
OG0010727	AL7G50060, AL6G37410	XP_009151088.1
OG0010728	AL6G37430	XP_009151092.1
OG0010729	AL3G42040	XP_009136134.1
OG0010730	AL6G37820	XP_009111682.1, XP_033129733.1
OG0010731	AL6G37830	XP_009151110.1
OG0010732	AL6G31010	XP_033141625.1
OG0010733	AL6G30860	XP_009126356.1, XP_009131735.1
OG0010734	AL6G31140	XP_009131745.1
OG0010735	AL6G31350	XP_009151680.1
OG0010737	AL6G31600	XP_009131767.1, XP_009126413.1
OG0010738	AL6G31610	XP_009126414.1, XP_009131769.1
OG0010739	AL6G31620	XP_009131770.1
OG0010740	AL6G31660	XP_009126420.1, XP_033144633.1
OG0010741	AL6G31730	XP_009131782.1
OG0010742	AL6G31870	XP_009120817.2
OG0010743	AL6G32140	XP_009120794.1
OG0010744	AL6G32250	XP_009120782.1
OG0010745	AL6G32290	XP_009120773.2, XP_009126474.1
OG0010746	AL6G32490	XP_009120749.1, XP_009126492.2
OG0010748	AL6G32800	XP_033138513.1
OG0010749	AL6G32860	XP_009126512.1, XP_009120710.1
OG0010750	AL6G32870	XP_009131842.1
OG0010751	AL6G32910	XP_009120703.1, XP_009126514.1
OG0010752	AL6G32970	XP_009126518.1
OG0010753	AL6G33290	XP_009131870.1, XP_009126534.1
OG0010754	AL6G33340	XP_009120667.1
OG0010755	AL6G33450	XP_009126543.1
OG0010756	AL6G33510	XP_009120651.1, XP_009126546.1
OG0010757	AL6G33520	XP_009120650.1
OG0010758	AL6G33540	XP_033137845.1
OG0010759	AL6G33610	XP_009126549.1, XP_009120637.1
OG0010760	AL6G33900	XP_009126565.1
OG0010761	AL8G37350	XP_009126583.1, XP_009120610.1
OG0010762	AL8G37080	XP_009131912.1
OG0010763	AL8G37050	XP_009120578.2
OG0010764	AL8G13380, AL8G36980	XP_009126613.2
OG0010765	AL4G38250	XP_009141892.2
OG0010766	AL8G36110	XP_009120471.1, XP_009126686.1
OG0010767	AL8G36050	XP_009120466.1, XP_009126690.1
OG0010768	AL8G35950	XP_009120459.1, XP_009131994.1
OG0010769	AL8G35940	XP_009126696.1
OG0010770	AL8G35900	XP_009120452.1
OG0010771	AL658U10010, AL8G35890	XP_033137981.1
OG0010772	AL8G35480	XP_009120421.1
OG0010773	AL8G35400	XP_009120411.1, XP_033139706.1
OG0010774	AL8G35340	XP_009120406.2
OG0010775	AL279U10010, AL8G35100	XP_009126734.1
OG0010776	AL8G35020	XP_009120389.1
OG0010777	nbis-gene-2172	XP_009120388.1
OG0010778	AL8G34480	XP_009126889.3, XP_009120344.1
OG0010779	AL8G34370	XP_009120336.1, XP_009132070.1
OG0010780	AL8G34360	XP_009132071.1
OG0010781	AL8G34350	XP_009120335.1
OG0010782	AL8G34290	XP_009132075.1, XP_009126778.1
OG0010783	AL8G34200	XP_009120323.2, XP_009126789.1
OG0010784	AL8G34100	XP_009132088.1
OG0010785	AL8G34130	XP_009132087.1, XP_009126797.2
OG0010786	AL8G34120	XP_009126796.1, XP_009120318.1
OG0010787	AL8G34080	XP_009126799.2, XP_009120315.2
OG0010788	AL8G33960	XP_009120306.1
OG0010789	AL8G33870	XP_009126809.1, XP_009120304.1
OG0010790	AL8G33830	XP_018512765.1
OG0010791	AL8G33800	XP_009120291.1, XP_009126814.1
OG0010792	AL8G33750	XP_009126821.1, XP_009120287.1
OG0010793	AL8G33420	XP_009120265.1, XP_009132126.1
OG0010794	AL8G33180, AL161U10040	XP_033138480.1
OG0010796	nbis-gene-2156	XP_009132182.1
OG0010797	AL8G32570	XP_009120185.1, XP_009132185.1
OG0010798	AL8G32440	XP_009120171.1
OG0010799	AL8G32210	XP_033139823.1, XP_009120159.1
OG0010800	AL8G31810	XP_009126960.1
OG0010801	AL8G31760	XP_009120124.1
OG0010802	AL8G31630	XP_009120117.2
OG0010803	AL8G31300	XP_009126984.1
OG0010804	AL8G31280	XP_009126986.1, XP_009132357.2
OG0010805	AL8G31170	XP_009132368.1, XP_009120079.1
OG0010806	AL2G32110	XP_009105905.1
OG0010808	AL8G30940	XP_009127002.1
OG0010809	AL8G30680	XP_033143599.1, XP_009127024.1
OG0010810	AL8G30610	XP_033139647.1, XP_033138720.1
OG0010812	AL8G30380	XP_009120018.1
OG0010813	AL5G28580	XP_009149770.1, XP_009150161.1
OG0010814	AL5G28480	XP_009149778.1
OG0010815	AL5G28330	XP_009150171.1
OG0010816	AL8G29110	XP_033140817.1
OG0010817	AL8G29260	XP_009119945.2
OG0010818	AL8G29400	XP_009119953.1
OG0010819	AL8G29710	XP_033142000.1, XP_009119966.1
OG0010820	AL6G50850	XP_009111303.1
OG0010821	AL6G41310	XP_009134077.1
OG0010822	AL6G50600	XP_009144561.1
OG0010823	AL6G50500	XP_033141054.1
OG0010824	AL6G50490	XP_009144552.3
OG0010825	AL6G50350	XP_009134416.2
OG0010826	AL6G50320	XP_009111262.1
OG0010827	AL6G50280	XP_009111259.1, XP_009144544.1
OG0010828	AL6G17510	XP_009122357.1
OG0010829	AL6G17370	XP_033144621.1
OG0010830	AL1G40060	XP_009109872.1
OG0010831	AL6G17170	XP_009122388.1, XP_009125673.1
OG0010832	AL6G17140	XP_009122392.1
OG0010833	AL6G17130	XP_009122394.1
OG0010834	AL6G17070	XP_009130974.2, XP_033143565.1
OG0010835	AL6G16940	XP_009122296.1
OG0010836	AL6G16670	XP_009122270.1
OG0010837	AL6G16280	XP_009122227.1
OG0010838	AL6G16240	XP_009130925.1, XP_009122223.2
OG0010839	AL6G16100	XP_009125633.1
OG0010840	AL6G16070	XP_009125626.2, XP_018511237.1
OG0010841	AL6G15460	XP_009125606.1, XP_009122161.1
OG0010842	AL6G15390	XP_009122155.1
OG0010843	AL6G15380	XP_033137768.1
OG0010844	AL6G15280	XP_009122148.1
OG0010845	AL6G15200	XP_009122140.1, XP_033141544.1
OG0010846	AL6G14900	XP_009122122.1, XP_033145092.1
OG0010847	AL6G14710	XP_009130855.1, XP_018511109.2
OG0010848	AL6G14650	XP_033137510.1, XP_009130850.1
OG0010849	AL6G14460	XP_009122568.1
OG0010850	AL4G14250	XP_009117245.1
OG0010851	AL6G14110	XP_009122591.1
OG0010852	AL1G38870	XP_009103112.1
OG0010853	AL6G13960	XP_009122614.1
OG0010854	AL6G13470	XP_009130792.2, XP_033137436.1
OG0010856	AL6G14790, AL6G13270	XP_033138490.1
OG0010857	AL6G13140	XP_009130774.1
OG0010858	AL6G12750	XP_009122700.1
OG0010859	AL6G12570	XP_009122722.1, XP_009125488.1
OG0010860	AL6G12560	XP_009130721.1
OG0010861	AL6G12400	XP_009130727.1
OG0010862	AL6G12030	XP_009125462.1
OG0010863	AL6G11950	XP_033137581.1
OG0010864	AL6G11850	XP_009122767.2
OG0010865	AL6G11800	XP_009122769.1
OG0010866	AL6G11480	XP_009122796.1
OG0010867	AL6G11400	XP_033144914.1, XP_033143804.1
OG0010868	AL6G11370	XP_009122804.1, XP_033143827.1
OG0010869	AL6G11210	XP_009122817.2
OG0010870	AL428U10020, AL8G17250, AL6G11080	XP_009122823.2
OG0010871	AL6G11040, AL6G14050	XP_009122825.1
OG0010872	AL6G10900	XP_009130663.1, XP_033139510.1
OG0010873	AL6G10830	XP_009122848.2
OG0010874	AL6G10430	XP_009120271.1, XP_009130633.1
OG0010875	AL6G10200	XP_009137692.1
OG0010876	AL6G10130	XP_009125387.2, NP_001288963.1
OG0010877	AL6G10070	XP_009131184.1
OG0010879	AL7G49210	XP_033145711.1
OG0010880	AL7G48600	XP_009140051.1
OG0010881	AL7G48280, AL7G48350	XP_009140072.1
OG0010882	AL7G48080	XP_009140086.1, NP_001288980.1
OG0010883	AL7G48000	XP_009140091.1
OG0010884	AL7G47820	XP_009140099.1, XP_009125191.2
OG0010886	AL7G47060	XP_009140148.3, XP_009125219.2
OG0010887	AL2G41720	XP_009104427.1
OG0010888	AL2G41800	XP_009104418.1
OG0010889	AL2G41830	XP_009122771.1
OG0010890	AL2G41180	XP_009128434.2
OG0010891	AL2G41080	XP_009128423.1
OG0010892	AL2G40750	XP_033131453.1, XP_009104477.1
OG0010893	AL2G40570	XP_009128389.1, XP_009106713.1
OG0010894	AL2G40300	XP_009106685.1, XP_009104514.2
OG0010895	AL2G39970	XP_009106657.1, XP_009128350.1
OG0010896	AL2G39490	XP_009106622.1, XP_009104550.1
OG0010897	AL5G25410	XP_009149972.1
OG0010898	AL2G39060	XP_009106579.1
OG0010900	AL2G38770	XP_009106547.1
OG0010901	AL2G38630, AL60U10010	XP_009106539.1
OG0010902	AL2G38580	XP_009106530.2
OG0010903	AL2G38400	XP_009106458.1, XP_009128274.1
OG0010904	AL2G38360	XP_033131594.1
OG0010905	AL2G38140	XP_009106429.1
OG0010906	AL2G37950	XP_009106416.1, XP_009104607.1
OG0010907	AL2G37810	XP_009128236.1
OG0010908	AL2G37630	XP_009128226.1
OG0010909	AL2G37610	XP_018512906.1, XP_009143644.2
OG0010910	AL2G37440	XP_009106390.1
OG0010911	AL2G37260	XP_009106372.1
OG0010912	AL2G36720	XP_009128184.2, XP_009106325.1
OG0010913	AL3G33850	XP_009113931.1
OG0010914	AL5G20890	XP_009123259.1
OG0010915	AL2G36360	XP_009106285.1
OG0010916	AL4G14350, AL4G14370	XP_009117240.1
OG0010917	AL2G36100	XP_033132298.1
OG0010918	AL1G12190	XP_009119611.1
OG0010919	AL2G35680	XP_009106218.1, XP_009128126.2
OG0010920	AL2G35250	XP_009104711.1
OG0010921	AL2G35060	XP_009104721.2, XP_009128075.2
OG0010922	AL2G35020	XP_018508770.1, XP_018512358.1
OG0010923	AL3G50430	XP_009112433.1, XP_009121108.1
OG0010924	AL3G50440	XP_009112436.1
OG0010925	AL3G50620	XP_009121097.1
OG0010926	AL3G32700	XP_009145808.1
OG0010927	AL8G29890	XP_009132437.1
OG0010928	AL5G26750	XP_009149903.2
OG0010929	AL5G26790	XP_009149902.1
OG0010930	AL1G64610	XP_009102018.1
OG0010931	AL1G64350	XP_009106805.1
OG0010932	AL1G63340	XP_009147514.1, XP_009103741.1
OG0010933	AL1G62810	XP_009106938.1
OG0010934	AL1G52570	XP_009107469.2, XP_009124429.2
OG0010935	AL1G62390	XP_033147006.1
OG0010936	AL1G62310	XP_009123972.2
OG0010937	AL1G62070	XP_018514985.1
OG0010938	AL1G62030	XP_009106969.1
OG0010939	AL1G61580	XP_009106999.1
OG0010940	AL4G18970	XP_033135517.1, XP_033134868.1
OG0010941	AL1G61520	XP_009147622.2
OG0010942	AL4G32220	XP_009143613.1
OG0010943	AL4G32310	XP_033143085.1, XP_009143607.1
