Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0009949	AL1G10080	XP_020866291.1
OG0009950	AL1G10200	XP_020869823.1
OG0009951	AL1G10220	XP_020869828.1
OG0009952	AL1G10260	XP_020868113.1
OG0009953	AL1G10720	XP_020866657.1
OG0009954	AL1G10810	XP_002892053.1
OG0009955	AL7G20560	XP_002867299.1
OG0009956	AL1G11140	XP_002892072.1
OG0009957	AL1G11210	XP_002889375.1
OG0009958	AL1G11290	XP_002889377.1
OG0009959	AL1G11400	XP_002889383.1
OG0009960	AL1G11460	XP_020868152.1
OG0009961	AL1G11750	XP_002889400.1
OG0009962	AL1G11800	XP_002892109.1
OG0009963	AL1G12120	XP_020870286.1
OG0009964	AL1G12130	XP_020870287.1
OG0009965	AL1G12200	XP_020868979.1
OG0009966	AL1G12460	XP_002889431.2
OG0009967	AL1G12470	XP_002892143.1
OG0009968	AL1G12540	XP_002892147.1
OG0009969	AL1G12560	XP_020868322.1
OG0009970	AL1G12680	XP_020868080.1
OG0009971	AL1G12970	XP_020867706.1
OG0009972	AL1G13040	XP_002892167.1
OG0009973	AL1G13120	XP_020868681.1
OG0009974	AL1G13130	XP_002889465.1
OG0009975	AL1G13400	XP_002892182.1
OG0009976	AL1G13470	XP_002889480.1
OG0009977	AL1G13560	XP_002892189.1
OG0009978	AL1G13610	XP_020869564.1
OG0009979	AL1G13910	XP_002892208.1
OG0009980	AL1G14150	XP_002892221.1
OG0009981	AL1G14190	XP_002889512.1
OG0009982	AL1G14360	XP_020870628.1
OG0009983	AL1G14380	XP_020866004.1
OG0009984	AL1G14410	XP_020867116.1
OG0009985	AL1G14500	XP_020867675.1
OG0009986	AL1G14510	XP_002889524.1
OG0009987	AL1G14960	XP_020870781.1
OG0009988	AL1G14970	XP_002892274.1
OG0009989	AL1G15250	XP_002892288.1
OG0009990	AL1G15290	XP_020868615.1
OG0009991	AL1G15340	XP_020866808.1
OG0009992	AL1G15460	XP_020866557.1
OG0009993	AL1G15960	XP_002889580.1
OG0009994	AL1G16010	XP_020867849.1
OG0009995	AL1G16240	XP_020868982.1
OG0009996	AL1G16290	XP_002892332.1
OG0009997	AL1G16390	XP_002889600.1
OG0009998	AL1G16560	XP_020869236.1
OG0009999	AL1G16600	XP_002892349.1
OG0010000	AL1G16670	XP_002892352.1
OG0010001	AL1G17410	XP_002892390.1
OG0010002	AL1G17580	XP_020869763.1
OG0010003	AL1G17810	XP_020868455.1
OG0010004	AL1G18310	XP_020870250.1
OG0010005	AL1G18360	XP_020870049.1
OG0010007	AL1G18630	XP_020870699.1
OG0010008	AL1G18740	XP_020870852.1
OG0010009	AL1G18750	XP_020867508.1
OG0010010	AL1G18860	XP_002892457.1
OG0010011	AL1G18930	XP_020866923.1
OG0010012	AL1G19000	XP_020868473.1
OG0010013	AL1G19010	XP_002892463.1
OG0010014	AL1G19050	XP_020866312.1
OG0010015	AL1G40700	XP_002890719.1
OG0010016	AL1G19100	XP_002892467.1
OG0010017	AL1G19140	XP_020869693.1
OG0010018	AL1G19210	XP_020867231.1
OG0010019	AL2G22090	XP_002888405.1
OG0010020	AL1G19260	XP_002889716.1
OG0010021	AL1G19280	XP_020870849.1
OG0010022	AL1G19500	XP_020867301.1
OG0010023	nbis-gene-222	XP_020870653.1
OG0010023	AL3G13600	XP_002884411.1
OG0010024	AL1G19810	XP_002892499.1
OG0010025	AL1G19880	XP_002889746.2
OG0010026	AL1G66650	XP_020868945.1
OG0010027	AL1G20050	XP_020869902.1
OG0010028	AL1G20060	XP_002889757.1
OG0010030	AL1G21500	XP_020870799.1
OG0010031	AL1G21510	XP_020870807.1
OG0010032	AL1G21520	XP_002889823.1
OG0010033	AL1G21660	XP_002892595.1
OG0010034	AL1G21690	XP_002892597.1
OG0010035	AL1G21820	XP_020870710.1
OG0010036	AL1G21850	XP_020868541.1
OG0010037	AL7G39320	XP_020874333.1
OG0010038	AL1G22120	XP_020870433.1
OG0010039	AL1G22180	XP_020870619.1
OG0010040	AL1G22480	XP_002892642.1
OG0010041	AL1G22490	XP_020866057.1
OG0010042	AL1G22630	XP_020870712.1
OG0010043	AL1G22710	XP_020869929.1
OG0010044	AL2G14210	XP_020891306.1
OG0010045	AL1G22860	XP_002889891.2
OG0010046	AL1G23000	XP_020869317.1
OG0010047	AL1G23010	XP_002889897.2
OG0010048	AL1G23110	XP_020869797.1
OG0010049	AL1G23420	XP_002892677.1
OG0010050	AL1G23680	XP_002889930.1
OG0010051	AL1G24580	XP_020870760.1
OG0010052	AL1G24630	XP_002889978.1
OG0010053	AL1G24670	XP_002892724.1
OG0010054	AL1G24980	XP_002889997.1
OG0010055	AL1G25100	XP_020867538.1
OG0010056	AL1G25530	XP_020868218.1
OG0010057	AL1G25700	XP_002892778.1
OG0010058	AL1G25920	XP_020869725.1
OG0010059	AL1G25780	XP_002892780.1
OG0010060	AL1G26080	XP_002892794.1
OG0010061	AL1G26110	XP_002892796.1
OG0010062	AL1G26150	XP_020867067.1
OG0010063	AL4G19120	XP_020884536.1
OG0010064	AL1G26600	XP_020868994.1
OG0010065	AL1G27030	XP_020868587.1
OG0010066	AL1G27050	XP_020868588.1
OG0010067	AL1G27070	XP_002890083.1
OG0010068	AL1G27110	XP_020867283.1
OG0010069	AL1G27330	XP_020866383.1
OG0010070	AL1G27530	XP_002892866.1
OG0010071	AL1G27560	XP_002892868.1
OG0010072	AL1G27680	XP_002892873.1
OG0010073	AL1G27770	XP_020870107.1
OG0010074	AL1G28130	XP_020867563.1
OG0010075	AL1G28190	XP_002892892.1
OG0010076	AL1G28450	XP_020869372.1
OG0010077	AL1G28490	XP_002890161.1
OG0010078	AL1G28510	XP_020868846.1
OG0010079	AL1G28670	XP_020866011.1
OG0010080	AL1G28700	XP_020869105.1
OG0010081	AL1G28760, nbis-gene-3	XP_020865831.1
OG0010082	AL1G29050	XP_020867454.1
OG0010083	AL1G29310	XP_020867096.1
OG0010084	AL1G29370	XP_020868944.1
OG0010085	AL1G29650	XP_002892948.1
OG0010087	AL1G29990	XP_002892962.2
OG0010088	AL1G30560	XP_020869031.1
OG0010089	AL1G30600	XP_020869881.1
OG0010089	AL1G30590	XP_020869049.1
OG0010090	AL1G30680	XP_002890268.1
OG0010091	AL1G30890	XP_020867084.1
OG0010092	AL1G31020	XP_002890286.1
OG0010093	AL1G31070	XP_020867623.1
OG0010094	AL1G31120	XP_020867615.1
OG0010095	AL1G31210	XP_020867391.1
OG0010096	AL1G31470	XP_002893022.1
OG0010097	AL1G31790	XP_002893033.1
OG0010098	AL1G31850	XP_020866500.1
OG0010099	AL1G32020	XP_020868102.1
OG0010100	AL1G32190	XP_020867722.1
OG0010101	AL1G32230	XP_020870085.1
OG0010102	AL1G32360	XP_002893057.1
OG0010103	AL1G32420	XP_020870163.1
OG0010104	AL1G32520	XP_020867749.1
OG0010105	AL1G32650	XP_020867392.1
OG0010106	AL1G32680	XP_020870430.1
OG0010107	AL1G32710	XP_020866481.1
OG0010108	AL1G32720	XP_020866483.1
OG0010109	AL1G33020	XP_020869772.1
OG0010110	AL1G33030	XP_020869773.1
OG0010111	AL1G33600	XP_020866685.1
OG0010112	AL1G33870	XP_020870744.1
OG0010113	AL1G33880	XP_002893134.1
OG0010114	AL1G34060	XP_002893147.1
OG0010115	AL1G34140	XP_020870759.1
OG0010116	AL1G35420	XP_002894028.2, XP_020866420.1
OG0010117	AL1G35440	XP_002893207.1
OG0010118	AL1G35460	XP_020867952.1
OG0010119	AL5G10720	XP_020881066.1
OG0010120	AL1G35710	XP_002890505.1
OG0010121	AL1G36150	XP_020867351.1
OG0010122	AL1G36240	XP_020870983.1
OG0010123	AL1G36250	XP_002893246.2
OG0010124	AL1G36530	XP_002893254.1
OG0010125	AL1G36660	XP_020869169.1
OG0010126	AL2G31540	XP_002887401.1
OG0010127	AL2G31470	XP_002888851.1
OG0010128	AL2G31450	XP_002887395.1
OG0010129	AL2G31220	XP_002888841.1
OG0010130	AL2G30120	XP_020865957.1
OG0010131	AL2G29960	XP_002887310.1
OG0010132	AL2G29890	XP_002887304.2
OG0010133	AL2G29800	XP_020891125.1
OG0010134	AL2G29790	XP_020865903.1
OG0010135	AL2G29780	XP_020891150.1
OG0010136	AL2G29680	XP_002888771.2
OG0010137	AL2G29580	XP_002888763.1
OG0010138	AL2G29530	XP_002887288.1
OG0010139	AL2G29240	XP_020891771.1
OG0010140	AL1G47610	XP_020868150.1
OG0010141	AL5G21360	XP_002877272.1
OG0010142	AL8G18770	XP_020891142.1
OG0010144	AL2G12340	XP_002887973.1
OG0010145	AL2G12580	XP_002886441.1
OG0010146	AL2G12590	XP_020890578.1
OG0010147	AL2G13230	XP_020891587.1
OG0010148	AL2G13590	XP_002886475.1
OG0010149	AL1G47750	XP_002893764.1
OG0010150	AL2G14540	XP_020890088.1
OG0010151	AL2G14630	XP_002888080.1
OG0010152	AL2G14660	XP_020890084.1
OG0010153	AL2G14990	XP_020890122.1
OG0010154	AL2G15050	XP_002886553.1
OG0010155	AL2G15090	XP_020890081.1
OG0010156	AL2G15530	XP_002886573.1
OG0010157	AL2G15920	XP_002888126.1
OG0010158	AL2G15950	XP_020890104.1
OG0010159	AL2G16490	XP_002886634.1
OG0010160	AL2G16630	XP_020890497.1
OG0010161	AL2G16710	XP_020890168.1
OG0010162	AL2G17120	XP_020890290.1
OG0010163	AL2G17340	XP_020890294.1
OG0010164	AL2G17800	XP_002888216.2
OG0010165	AL2G17850	XP_020865585.1
OG0010167	nbis-gene-1671	XP_002872905.2
OG0010168	AL2G18180	XP_020890872.1
OG0010169	AL2G18080	XP_002886704.1
OG0010170	AL1G67160	XP_002894676.1
OG0010171	AL7G40010	XP_020872068.1
OG0010172	AL2G10970	XP_002887921.1
OG0010173	AL2G10480	XP_020891690.1
OG0010174	AL2G10450	XP_020889951.1
OG0010175	AL6G41870	XP_020877532.1
OG0010176	AL8G11690	XP_002865171.1
OG0010177	AL8G11560	XP_002865162.1
OG0010178	AL8G11540	XP_002863389.1
OG0010179	AL8G10270	XP_002863326.1
OG0010180	AL8G10260	XP_020884195.1
OG0010181	AL8G14800	XP_020891092.1
OG0010182	AL8G14840	XP_002863549.1
OG0010183	AL8G18440	XP_020871193.1
OG0010184	AL8G15270	XP_002863566.1
OG0010185	AL8G15380	XP_002865365.1
OG0010186	AL7G28970	XP_002869728.2
OG0010187	AL6G48560	XP_020876360.1
OG0010188	AL7G23070	XP_002867412.2
OG0010189	AL7G22660	XP_020872537.1
OG0010190	AL7G22420	XP_002869408.1
OG0010191	AL7G15250	XP_020875298.1
OG0010192	AL1G55510	XP_002894133.1
OG0010193	AL1G55760	XP_020868445.1
OG0010194	AL1G55860	XP_020866597.1
OG0010195	AL1G55890	XP_002891472.1
OG0010196	AL1G56310	XP_020870906.1
OG0010197	AL2G34840	XP_020891435.1
OG0010198	AL2G34820	XP_020891094.1
OG0010199	AL7G10160	XP_020872523.1
OG0010200	AL7G10170	XP_020872525.1
OG0010201	AL7G44710, AL7G10300	XP_020874960.1
OG0010202	AL7G10390	XP_020873875.1
OG0010203	AL7G10510	XP_020872408.1
OG0010204	AL7G10520	XP_020872407.1
OG0010205	AL7G10860	XP_002866826.1
OG0010206	AL7G11130	XP_002868892.1
OG0010207	AL7G11250	XP_020872550.1
OG0010208	AL4G11040	XP_002878571.1
OG0010208	AL7G11340	XP_020872778.1
OG0010209	AL7G11470	XP_020875148.1
OG0010210	AL7G11940	XP_020875651.1
OG0010211	AL7G12010	XP_002866884.1
OG0010212	AL7G12070	XP_020874393.1
OG0010213	AL7G12120	XP_020872230.1
OG0010214	AL7G12450	XP_002868943.1
OG0010215	AL7G12570	XP_020875560.1
OG0010216	AL7G12580	XP_020872847.1
OG0010217	AL7G12600	XP_020872846.1
OG0010218	AL7G12860	XP_002868962.1
OG0010219	AL7G12950	XP_020875486.1
OG0010220	AL7G13110	XP_002868977.2
OG0010221	AL7G13250	XP_020872732.1
OG0010221	AL5G41240	XP_020881400.1
OG0010222	AL7G13360	XP_020874667.1
OG0010223	AL7G13540	XP_002868994.1
OG0010225	AL7G13740	XP_002869002.1
OG0010226	AL9U12240	XP_020876182.1
OG0010227	AL7G14250	XP_002869025.1
OG0010228	AL7G14500	XP_002869031.1
OG0010229	AL7G14530	XP_020873066.1
OG0010230	AL7G14720	XP_020873208.1
OG0010232	AL7G15270	XP_020873010.1
OG0010233	AL7G15340	XP_020874956.1
OG0010234	AL7G15950	XP_020874502.1
OG0010235	AL7G16010	XP_002869102.1
OG0010236	AL7G16160	XP_002867093.1
OG0010237	AL7G16280	XP_002869116.1
OG0010238	AL7G16470	XP_020872645.1
OG0010239	AL7G16540	XP_020872145.1
OG0010240	AL7G16700	XP_002869141.1
OG0010241	AL7G16740	XP_020875514.1
OG0010242	AL7G16750	XP_020875513.1
OG0010243	AL7G16800	XP_020873110.1
OG0010244	AL1G40360	XP_020870570.1
OG0010245	AL7G16820	XP_020875244.1
OG0010246	AL7G18520	XP_020873186.1
OG0010247	AL7G19170	XP_020875743.1
OG0010248	AL7G19110	XP_020872745.1
OG0010249	AL7G19040	XP_002869254.1
OG0010250	AL7G18760	XP_002869232.1
OG0010251	AL7G18740	XP_002867218.1
OG0010252	AL7G18490	XP_002869224.1
OG0010253	AL7G18450	XP_002867201.1
OG0010254	AL7G18370	XP_020875432.1
OG0010255	AL7G18230	XP_002867186.2
OG0010256	AL7G18210	XP_002869218.1
OG0010257	AL7G18160	XP_002869215.1
OG0010258	AL7G18150	XP_002869214.1
OG0010259	AL7G18130	XP_002869213.1
OG0010260	AL7G18120	XP_002867181.1
OG0010261	AL7G17900	XP_002869204.2
OG0010262	AL8G24630	XP_002865800.1
OG0010263	AL7G17460	XP_002869183.1
OG0010264	AL7G17380	XP_020874468.1
OG0010265	AL7G19720	XP_020873160.1
OG0010266	AL7G20150	XP_002867277.1
OG0010267	AL7G20260	XP_020872059.1
OG0010268	AL7G20290	XP_002869316.1
OG0010269	AL343U10010	XP_020871143.1
OG0010270	AL7G20500	XP_020873892.1
OG0010271	AL7G20510	XP_002869322.1
OG0010272	AL7G20630	XP_020872386.1
OG0010273	AL7G20700	XP_020874759.1
OG0010274	AL7G21220	XP_020872221.1
OG0010275	AL7G21260	XP_020872120.1
OG0010276	AL3G39020	XP_002883477.1
OG0010277	AL3G39110	XP_020887633.1
OG0010278	AL2G32400	XP_002888889.1
OG0010279	AL2G32280	XP_002888885.1
OG0010280	AL2G31980	XP_002888867.1
OG0010281	AL2G31900	XP_002887423.1
OG0010282	AL2G31890	XP_002888863.1
OG0010283	AL2G31710	XP_002887411.1
OG0010284	AL2G31660	XP_020891258.1
OG0010285	AL2G31550	XP_020891236.1
OG0010286	AL1G38390	XP_020868161.1
OG0010287	AL1G38430	XP_002893358.1
OG0010288	AL1G38610, AL1G41130	XP_002893370.1
OG0010289	AL1G38960	XP_020868966.1
OG0010290	AL1G39270	XP_020869573.1
OG0010291	AL1G39560	XP_002890671.1
OG0010292	AL1G40740	XP_002890723.1
OG0010293	AL6G50860	XP_020879162.1
OG0010294	AL6G50870	XP_020879158.1
OG0010295	AL6G50920	XP_020876316.1
OG0010296	AL6G50940	XP_020876320.1
OG0010297	AL6G51000	XP_002872852.1
OG0010298	AL6G51110	XP_020878397.1
OG0010299	AL6G51180	XP_002874943.1
OG0010300	AL6G51220	XP_002874945.1
OG0010301	AL6G51450	XP_020876300.1
OG0010302	AL5G18030	XP_020879744.1
OG0010303	AL6G51640	XP_002874964.1
OG0010304	AL6G51900	XP_002872891.1
OG0010305	AL6G51910	XP_002874978.1
OG0010306	AL6G51950	XP_020879030.1
OG0010307	AL6G52340	XP_020877997.1
OG0010308	AL6G52130	XP_002872898.1
OG0010309	AL6G52090	XP_002872896.1
OG0010310	AL6G52730	XP_020879298.1
OG0010311	AL6G52790	XP_020878087.1
OG0010312	AL6G52800	XP_020878086.1
OG0010313	AL6G52840	XP_002875021.1
OG0010314	AL6G52890	XP_020878064.1
OG0010315	AL6G52990	XP_020879440.1
OG0010316	AL6G53180	XP_020878834.1
OG0010317	AL7G21050	XP_020873045.1
OG0010318	AL4G10120	XP_020884337.1
OG0010319	AL4G10160	XP_020883422.1
OG0010320	AL1G40450	XP_020867104.1
OG0010321	AL1G39770	XP_002890685.1
OG0010322	AL1G39650	XP_002890677.1
OG0010323	AL1G51340	XP_020868340.1
OG0010324	nbis-gene-1776	XP_002867567.1
OG0010325	AL7G25870	XP_020873765.1
OG0010326	AL7G25860	XP_020873255.1
OG0010327	AL7G25720	XP_002869580.1
OG0010328	AL7G25480	XP_020872368.1
OG0010329	AL7G25340	XP_002869564.1
OG0010330	AL7G25320	XP_002867503.1
OG0010331	AL7G25290	XP_020874347.1
OG0010332	AL7G25250	XP_002867499.1
OG0010333	AL7G24520	XP_020872775.1
OG0010334	AL7G24400	XP_002867461.1
OG0010335	AL7G24340	XP_020874474.1
OG0010336	AL7G24310	XP_020875579.1
OG0010337	nbis-gene-1200	XP_002875227.2
OG0010338	AL5G13520	XP_002876893.1
OG0010339	AL5G13620	XP_020881651.1
OG0010340	AL5G14120	XP_002875265.1
OG0010341	nbis-gene-24	XP_002889393.1
OG0010342	AL1G14200	XP_020869149.1
OG0010342	nbis-gene-25	XP_020869459.1
OG0010343	AL1G32330	XP_020869871.1
OG0010344	AL1G33930	XP_020870741.1
OG0010345	AL1G37050, AL1G31860	XP_020867347.1, XP_002893038.1
OG0010346	AL1G39890	XP_020866477.1
OG0010347	AL1G40110	XP_002893430.1
OG0010349	AL5G38170	XP_020880083.1
OG0010350	AL1G59020	XP_002894301.1
OG0010351	AL3G26840	XP_002885046.1
OG0010352	AL1G62570	XP_020866324.1
OG0010353	AL2G15040	XP_002886552.1
OG0010353	AL3G10370	XP_002884261.1
OG0010354	AL2G16250	XP_002886618.1
OG0010355	AL7G29800	XP_020877633.1, XP_020883451.1, XP_020885652.1, XP_020872521.1, XP_020884695.1, XP_020890719.1
OG0010355	AL4G14290	XP_020877631.1
OG0010355	AL6G37760	XP_020873723.1, XP_020871077.1, XP_020884124.1
OG0010356	AL4G42210	XP_020884214.1
OG0010356	AL7G53040	XP_020875552.1
OG0010357	nbis-gene-885, AL2G18310	XP_020890991.1
OG0010358	AL7G22770	XP_020875174.1
OG0010358	AL7G22780	XP_002869424.2
OG0010359	AL2G22500	XP_020865693.1
OG0010359	AL3G14010	XP_020887006.1
OG0010360	AL2G27050	XP_020865809.1
OG0010361	AL2G32140	XP_020890976.1
OG0010362	AL2G33430	XP_020891508.1
OG0010363	AL3G19020	XP_002884662.1
OG0010365	AL3G26090	XP_020888695.1
OG0010366	AL4G21920	XP_002887000.1
OG0010366	AL6G42930	XP_020879060.1
OG0010366	AL3G44800, AL1G52330, AL234U10010, AL1G62700	XP_002894472.1
OG0010367	AL1G40970	XP_002890732.1
OG0010368	AL4G11710	XP_020883580.1
OG0010369	AL4G11970	XP_020885636.1
OG0010371	AL4G15100	XP_020885202.1
OG0010372	AL4G15210	XP_020885197.1
OG0010373	AL4G16130	XP_020883679.1
OG0010374	AL4G16850	XP_002878853.2
OG0010375	AL7G23540	XP_002867431.1
OG0010375	AL7G23510	XP_020875158.1
OG0010375	AL7G23520	XP_020875157.1
OG0010376	AL4G28070	XP_002881236.2
OG0010377	AL4G32010	XP_002881418.2
OG0010378	AL4G36130	XP_020885506.1
OG0010379	AL4G36770, AL380U10020	XP_020873469.1, XP_020884013.1
OG0010380	AL1G20360	XP_020882991.1, XP_020868202.1
OG0010380	AL4G40820	XP_002881842.1
OG0010381	AL4G46430	XP_002882096.1
OG0010382	AL5G11040	XP_020880019.1
OG0010383	AL5G14510	XP_002876935.1
OG0010384	AL5G17080	XP_020882520.1
OG0010385	AL5G18600	XP_002875475.1
OG0010386	AL5G28090	XP_020880959.1
OG0010387	AL5G30160	XP_002877724.1
OG0010388	AL5G34160	XP_020880458.1
OG0010389	AL5G38720	XP_002876404.2
OG0010390	AL6G24780	XP_020878712.1
OG0010391	AL6G34050	XP_002874103.1
OG0010392	AL6G40970	XP_020877765.1
OG0010393	AL6G44580	XP_020877251.1
OG0010394	AL7G23160	XP_002869443.1
OG0010395	AL7G27130	XP_002869646.1
OG0010396	AL7G29030	XP_002869730.1
OG0010397	AL7G30860	XP_002869807.1
OG0010397	AL8G12510	XP_020881457.1
OG0010398	AL7G31430	XP_002869833.1
OG0010399	AL7G34560	XP_020872406.1
OG0010400	AL7G37450	XP_002870114.2
OG0010401	nbis-gene-1824	XP_002868015.1
OG0010401	nbis-gene-1842	XP_002868143.1
OG0010402	AL7G42000	XP_002868296.1
OG0010404	AL7G52900	XP_002870876.1
OG0010404	AL7G52980	XP_002870880.2
OG0010404	AL7G52950	XP_002870878.1
OG0010405	AL7G48040	XP_020872321.1
OG0010406	AL7G47680	XP_020874451.1
OG0010407	AL8G18050	XP_020871843.1
OG0010408	AL25U10020, AL8G19580	XP_020875173.1, XP_020877820.1
OG0010409	AL8G21260	XP_020869938.1
OG0010410	AL8G21990	XP_002865681.1
OG0010411	nbis-gene-2074	XP_020881199.1
OG0010412	AL8G22970	XP_002865729.1
OG0010413	AL8G23870	XP_002865764.1
OG0010414	AL8G25760	XP_020871186.1
OG0010415	AL8G26320	XP_002865886.1
OG0010416	AL205U10020	XP_020872349.1
OG0010416	AL8G26970	XP_020868578.1
OG0010417	AL8G27420	XP_002864200.1
OG0010418	AL8G33190	XP_002864506.1
OG0010419	AL8G44980	XP_020889340.1
OG0010420	AL5G17550	XP_002877089.2
OG0010421	AL4G31830	XP_002881411.1
OG0010422	AL1G40780	XP_002893463.2
OG0010423	AL8G27900	XP_020871083.1
OG0010424	AL7G44900	XP_020872232.1
OG0010426	nbis-gene-1250	XP_020882363.1
OG0010427	nbis-gene-995, AL3G44730	XP_020888969.1
OG0010436	AL6G14760	XP_020876000.1
OG0010436	AL6G15530	XP_002873215.1
OG0010437	AL7G21650	XP_020875104.1
OG0010438	AL7G21620	XP_002867342.1
OG0010439	AL7G21590	XP_002869371.2
OG0010440	AL7G21560	XP_020874794.1
OG0010441	AL7G21490	XP_002869366.1
OG0010442	AL7G21400	XP_020872112.1
OG0010443	AL4G17530	XP_002878889.1
OG0010444	AL7G30380	XP_020873421.1
OG0010445	AL5G25520	XP_002877497.1
OG0010446	AL5G28060	XP_002877621.1
OG0010447	AL5G27980	XP_002875911.1
OG0010448	AL5G27880	XP_020880354.1
OG0010449	AL5G27800	XP_002877609.2
OG0010450	AL5G27300	XP_020881712.1
OG0010451	AL5G27490	XP_020880368.1
OG0010452	AL5G27530	XP_020880342.1
OG0010453	AL5G27100	XP_002877575.1
OG0010454	AL5G10080	XP_002876732.1
OG0010455	AL5G10800	XP_020882320.1
OG0010456	AL5G11490	XP_020881072.1
OG0010457	AL5G11090	XP_002876787.2
OG0010458	AL5G10950	XP_020881530.1
OG0010459	AL7G49390	XP_020874712.1
OG0010460	AL7G49550	XP_002868660.1
OG0010461	AL6G29260	XP_020877779.1
OG0010462	AL6G28930	XP_020877803.1
OG0010463	AL6G28880	XP_002873854.1
OG0010464	AL6G28710	XP_020876663.1
OG0010465	AL6G28620	XP_020878402.1
OG0010466	AL6G28580	XP_020878075.1
OG0010467	AL6G28470	XP_020876268.1
OG0010468	AL6G28410	XP_002873823.1
OG0010469	AL6G28270	XP_020878885.1
OG0010470	AL1G16930	XP_002889623.1
OG0010471	AL6G27730	XP_002871733.2
OG0010472	AL6G27680	XP_020876803.1
OG0010473	AL6G27470	XP_002873781.1
OG0010474	AL6G27440	XP_002873780.1
OG0010475	AL6G27310	XP_002873772.1
OG0010476	AL6G27060	XP_020879540.1
OG0010477	AL6G27040	XP_002873760.2
OG0010478	AL6G26940	XP_020877232.1
OG0010479	AL4G30730	XP_020884733.1
OG0010480	AL6G26300	XP_002873724.1
OG0010481	AL6G26280	XP_020876583.1
OG0010482	AL6G25920	XP_020879205.1
OG0010483	AL6G25680	XP_020877570.1
OG0010485	AL6G25500	XP_020877101.1
OG0010486	AL6G25470	XP_020878699.1
OG0010487	AL6G25410	XP_020879026.1
OG0010488	AL7G42490	XP_002868324.1
OG0010489	AL6G25060	XP_020876225.1
OG0010490	AL6G24550	XP_020877839.1
OG0010491	AL6G24430	XP_002871586.1
OG0010492	AL6G24420	XP_002873628.1
OG0010494	AL6G24310	XP_020878098.1
OG0010495	AL6G24270	XP_020878097.1
OG0010496	AL6G24140	XP_002873616.1
OG0010497	AL6G24080	XP_002871568.1
OG0010498	AL6G23810	XP_002871552.1
OG0010499	AL6G23800	XP_020878359.1
OG0010500	AL6G23590	XP_020876649.1
OG0010501	AL6G23460	XP_020879131.1
OG0010502	AL8G28850	XP_020871312.1
OG0010503	AL6G23400	XP_020878604.1
OG0010504	AL8G19740	XP_002863818.1
OG0010505	AL6G23090	XP_020878739.1
OG0010506	AL6G23040	XP_020875766.1
OG0010507	AL6G22910	XP_020876262.1
OG0010508	AL6G22880	XP_020876517.1
OG0010509	AL6G22580	XP_002873531.1
OG0010510	AL6G22570	XP_020878856.1
OG0010511	AL6G22440	XP_020878543.1
OG0010512	AL6G22220	XP_020876532.1
OG0010513	AL6G22180	XP_020877979.1
OG0010514	AL6G22120	XP_020878520.1
OG0010515	AL6G21780	XP_020879499.1
OG0010516	AL6G21550	XP_020876750.1
OG0010517	AL6G21480	XP_020876733.1
OG0010518	AL6G21460	XP_002873484.2
OG0010519	AL6G20940	XP_020876749.1
OG0010520	AL6G20910	XP_020876761.1
OG0010521	AL6G20820	XP_020879503.1
OG0010522	AL6G20550	XP_020878008.1
OG0010523	AL6G20250	XP_002871387.1
OG0010524	AL6G20150	XP_020878812.1
OG0010525	AL6G20000	XP_002871379.1
OG0010526	AL6G19880	XP_020878735.1
OG0010527	AL6G19810	XP_020878670.1
OG0010528	AL6G19770	XP_002873399.1
OG0010529	AL3G42010	XP_002883635.1
OG0010530	AL3G35870	XP_002885464.1
OG0010531	AL6G18960	XP_020878150.1, XP_002873361.1
OG0010531	AL6G19160, AL487U10020	XP_002862430.2
OG0010532	AL6G19130	XP_020879426.1
OG0010532	AL6G18940	XP_002871329.1
OG0010533	AL6G18900	XP_020878141.1
OG0010534	AL6G18860	XP_002873358.1
OG0010535	AL6G18850	XP_002871324.1
OG0010536	AL6G18390	XP_002873337.1
OG0010537	nbis-gene-1485	XP_002871297.1
OG0010538	AL6G18140	XP_002873324.1
OG0010539	AL6G17920	XP_002871279.1
OG0010540	AL6G50010	XP_002874887.1
OG0010541	AL6G49990	XP_020876389.1
OG0010542	AL6G49940	XP_020876394.1
OG0010543	AL6G49810	XP_020876373.1
OG0010544	AL6G49790	XP_002874879.1
OG0010545	AL6G49780	XP_002872793.1
OG0010546	AL6G49750	XP_002872791.1
OG0010547	AL6G49660	XP_002872788.1
OG0010548	AL6G49600	XP_002874868.1
OG0010549	nbis-gene-1781	XP_020873511.1
OG0010550	AL7G28070	XP_020873627.1
