Orthogroup	Camelina_sativa	Conringia_planisiliqua
OG0009909	XP_010467759.1, XP_010488982.1	CP2_g47505_DN1_SP0_c.t1, CP2_g47506_DN2_SP0_c.t1, CP12_g29808_DN3_SP8_c.t1
OG0009910	XP_010488309.1, XP_010511676.1, XP_019092756.1	CP12_g30637_DN3_SP0_c.t1
OG0009911	XP_010466521.1, XP_010488267.1, XP_010511322.1	CP12_g30608_DN3_SP5_c.t1
OG0009912	XP_010466509.1, XP_010488253.1, XP_010511234.1	CP12_g30599_DN3_SP0_c.t1
OG0009913	XP_010466500.1, XP_010488245.1, XP_010511146.1	CP12_g30595_DN3_SP8_c.t1
OG0009916	XP_010466453.1, XP_010488212.1, XP_010510772.1	CP12_g30552_DN3_SP0_c.t1
OG0009917	XP_010466454.1, XP_010488213.1, XP_019082952.1	CP12_g30549_DN3_SP0_c.t1, CP12_g30551_DN3_SP0_c.t1
OG0009918	XP_010510704.1, XP_010488205.1, XP_010466447.1	CP12_g30546_DN3_SP7_c.t1
OG0009919	XP_010466429.1, XP_010510529.1, XP_010488192.1	CP12_g30535_DN3_SP8_c.t1
OG0009920	XP_010510281.1, XP_010466390.1, XP_010488162.1	CP12_g30512_DN2_SP1_c.t1
OG0009921	XP_010466371.1, XP_010488147.1, XP_010510125.1	CP12_g30489_DN2_SP0_c.t1
OG0009922	XP_010438187.1, XP_010432993.1, XP_010447726.1	CP5_g965_DN2_SP0_c.t1
OG0009923	XP_010438193.1, XP_010433001.1, XP_010447736.1	CP5_g970_DN3_SP0_c.t1
OG0009924	XP_010442656.1, XP_010443385.1	CP8_g53054_DN3_SP1_c.t1
OG0009925	XP_010433033.1, XP_010447776.1, XP_010438226.1	CP5_g1003_DN3_SP8_c.t1
OG0009926	XP_010438239.1, XP_010447789.1, XP_010433046.1	CP5_g1012_DN3_SP0_c.t1
OG0009927	XP_010511558.1, XP_010415173.1, XP_010470504.1	CP9_g28174_DN3_SP8_c.t1
OG0009928	XP_010482058.1, XP_010439382.1, XP_010471311.1	CP14_g22933_DN3_SP6_c.t1
OG0009929	XP_010415081.1, XP_019093830.1	CP9_g27758_DN3_SP8_c.t1
OG0009930	XP_010515250.1, XP_019096537.1, XP_010467494.1	CP28_g33951_DN3_SP1_c.t1
OG0009931	XP_010454154.1, XP_010420678.1, XP_010496742.1	CP8_g54442_DN3_SP8_c.t1
OG0009932	XP_010454141.1, XP_010492930.1	CP8_g54449_DN3_SP7_c.t1
OG0009933	XP_010494128.1, XP_010455216.1, XP_010421722.1	CP2_g48674_DN3_SP8_c.t1
OG0009934	XP_010455196.1, XP_010421703.1, XP_010495580.1	CP2_g48662_DN3_SP3_c.t1
OG0009935	XP_010421705.1, XP_010494111.1, XP_010455198.1	CP2_g48663_DN3_SP5_c.t1
OG0009936	XP_010455213.1, XP_010494112.1	CP2_g48664_DN3_SP0_c.t1
OG0009937	XP_010482181.1	CP2_g48733_DN3_SP8_c.t1
OG0009938	XP_010442346.1, XP_010439871.1, XP_010482172.1	CP2_g48735_DN3_SP8_c.t1
OG0009939	XP_010442516.1, XP_010442003.1	CP8_g52817_DN3_SP6_c.t1
OG0009940	XP_010515673.1, XP_010503949.1, XP_010426827.1	CP3_g14148_DN3_SP7_c.t1
OG0009941	XP_010426809.1, XP_010503928.1, XP_010515659.1	CP3_g14157_DN3_SP0_c.t1
OG0009942	XP_010412731.2, XP_010503924.1, XP_019084845.1	CP3_g14160_DN3_SP1_c.t1
OG0009943	XP_010426800.1, XP_010503920.1, XP_010515652.1	CP3_g14165_DN3_SP0_c.t1
OG0009944	XP_010503899.1, XP_010515628.1, XP_010426769.1	CP3_g14180_DN3_SP8_c.t1
OG0009945	XP_010515555.1, XP_010426703.1, XP_010503840.1	CP3_g14219_DN3_SP8_c.t1
OG0009946	XP_010426695.1, XP_010515549.1, XP_010503832.1	CP3_g14228_DN3_SP6_c.t1
OG0009947	XP_010515530.1, XP_010426680.1, XP_010503819.1	CP3_g14238_DN3_SP8_c.t1
OG0009948	XP_010515518.1, XP_010426666.1, XP_010503807.1	CP3_g14244_DN3_SP2_c.t1
OG0009949	XP_019098013.1, XP_010496471.1, XP_010496684.1	CP1_g36400_DN2_SP8_c.t1
OG0009950	XP_010496448.1, XP_019098039.1	CP1_g36409_DN3_SP8_c.t1
OG0009951	XP_010480322.1, XP_010496481.1, XP_019096728.1	CP1_g36411_DN3_SP7_c.t1
OG0009952	XP_010497685.1, XP_010457048.1, XP_010457046.1, XP_010474833.1	CP1_g38066_DN2_SP1_c.t1
OG0009953	XP_010474771.1, XP_010480022.1	CP1_g36451_DN3_SP8_c.t1
OG0009954	XP_010480116.1, XP_010474762.1, XP_010457106.1	CP1_g36459_DN3_SP1_c.t1
OG0009955	XP_010447503.1, XP_010438031.2	CP1_g39461_DN3_SP8_c.t1
OG0009956	XP_010474723.1, XP_010480399.1, XP_010457138.1	CP1_g36486_DN3_SP0_c.t1
OG0009957	XP_010457145.1, XP_010480467.1, XP_010474716.1	CP1_g36491_DN3_SP0_c.t1
OG0009959	XP_010474700.1, XP_010480647.1	CP1_g36504_DN2_SP0_c.t1
OG0009960	XP_010457176.1, XP_010474690.1, XP_010480692.1	CP1_g36513_DN3_SP0_c.t1
OG0009961	XP_010457215.1, XP_010480945.1, XP_010474653.1	CP1_g36543_DN3_SP8_c.t1
OG0009962	XP_010474661.1, XP_010480981.1, XP_010457225.1	CP1_g36815_DN3_SP8_c.t1
OG0009963	XP_010474852.1, XP_010481223.1, XP_010457263.1, XP_010462498.2	CP1_g36796_DN3_SP1_c.t1
OG0009964	XP_010457264.1, XP_010474853.1, XP_010481230.1	CP1_g36795_DN3_SP1_c.t1
OG0009965	XP_010474856.1, XP_010457271.1, XP_010481252.1	CP1_g36790_DN1_SP0_c.t1
OG0009967	XP_010457309.1, XP_010474905.1, XP_010481465.1	CP1_g36766_DN3_SP0_c.t1
OG0009968	XP_019094932.1, XP_010457317.1	CP1_g36759_DN3_SP0_c.t1
OG0009969	XP_010457319.1, XP_010474921.1, XP_010481541.1, XP_019094758.1	CP1_g36757_DN3_SP0_c.t1
OG0009970	XP_010481690.1, XP_010474939.1, XP_010457325.1	CP1_g36747_DN3_SP8_c.t1
OG0009971	XP_010474969.1, XP_010482112.1, XP_010457355.1	CP1_g36725_DN3_SP1_c.t1
OG0009972	XP_010474978.1, XP_019090946.1, XP_010482186.1, XP_019091683.1	CP1_g36720_DN3_SP0_c.t1
OG0009973	XP_010457368.1, XP_010474985.1, XP_010482290.1	CP1_g36713_DN3_SP8_c.t1
OG0009974	XP_010457375.1, XP_010474993.1, XP_010482352.1	CP1_g36712_DN3_SP8_c.t1
OG0009975	XP_010482570.1, XP_019091931.1, XP_010475014.1	CP1_g36693_DN3_SP5_c.t1
OG0009976	XP_010457408.1, XP_010482699.1, XP_010475020.1	CP1_g36688_DN3_SP1_c.t1
OG0009977	XP_010457417.1, XP_010482876.1, XP_010475027.1	CP1_g36681_DN3_SP8_c.t1
OG0009978	XP_010457423.1, XP_010482939.1, XP_010475035.1	CP1_g36676_DN2_SP0_c.t1
OG0009979	XP_010475083.1, XP_010457474.1, XP_010483418.1	CP1_g36647_DN3_SP2_c.t1
OG0009980	XP_019094987.1, XP_010457498.1, XP_010475109.1	CP1_g36627_DN3_SP5_c.t1
OG0009981	XP_010457504.1, XP_010483923.1, XP_010475114.1	CP1_g36623_DN3_SP0_c.t1
OG0009982	XP_010475130.1, XP_010457522.1, XP_010484071.1	CP1_g36610_DN3_SP0_c.t1
OG0009983	XP_010457525.1, XP_010475132.1	CP1_g36608_DN2_SP8_c.t1
OG0009984	XP_019090953.1, XP_010484139.1, XP_010475135.1	CP1_g36605_DN3_SP2_c.t1
OG0009985	XP_010475145.1, XP_010457537.1, XP_010484223.1	CP1_g36597_DN3_SP8_c.t1
OG0009986	XP_010475147.1, XP_019091976.1, XP_010467362.1, XP_019098823.1	CP1_g36596_DN3_SP0_c.t1
OG0009987	XP_019094973.1, XP_010457602.1, XP_010484783.1	CP1_g36555_DN3_SP5_c.t1
OG0009989	XP_010484952.1, XP_010457630.1, XP_010475233.1	CP1_g36832_DN3_SP0_c.t1
OG0009990	XP_010480353.1, XP_010485002.1, XP_010457635.1	CP1_g36836_DN3_SP0_c.t1
OG0009991	XP_010475245.1, XP_010457638.1, XP_010485021.1	CP1_g36840_DN3_SP8_c.t1
OG0009992	XP_010475258.1, XP_010457646.1, XP_010485074.1	CP1_g36849_DN3_SP0_c.t1
OG0009993	XP_010475322.1, XP_010485609.1, XP_010457711.1	CP1_g36892_DN2_SP1_c.t1
OG0009994	XP_010457721.1, XP_010485766.1, XP_010475327.1	CP1_g36896_DN3_SP6_c.t1
OG0009995	XP_019094966.1, XP_010501341.1, XP_010457749.1	CP1_g36915_DN3_SP4_c.t1
OG0009996	XP_010457753.1, XP_019097674.1, XP_010475359.1	CP1_g36918_DN2_SP0_c.t1
OG0009997	XP_010486040.1, XP_010457763.1, XP_010475365.1	CP1_g36924_DN3_SP0_c.t1
OG0009998	XP_010475384.1, XP_010457782.1, XP_010486268.1	CP1_g36939_DN2_SP0_c.t1
OG0009999	XP_010486350.1, XP_010457787.1	CP1_g36943_DN3_SP8_c.t1
OG0010000	XP_010457790.1, XP_010462500.1, XP_010475403.1	CP1_g36948_DN3_SP0_c.t1
OG0010002	XP_010487459.1, XP_010457921.1	CP1_g37024_DN3_SP8_c.t1
OG0010003	XP_010457949.1, XP_010487743.1, XP_010475522.1	CP1_g37043_DN3_SP0_c.t1
OG0010004	XP_010458017.1, XP_010488220.1, XP_010475580.1	CP1_g37076_DN3_SP2_c.t1
OG0010005	XP_010488273.1, XP_010458022.1, XP_010475587.1	CP1_g37080_DN3_SP4_c.t1
OG0010006	XP_010462595.1, XP_019094914.1, XP_010488504.2	CP1_g37094_DN2_SP0_c.t1
OG0010007	XP_010475612.1, XP_010488594.1, XP_010458054.1	CP1_g37103_DN3_SP0_c.t1
OG0010008	XP_010488718.1, XP_010458068.1, XP_010475624.1	CP1_g37114_DN3_SP8_c.t1
OG0010009	XP_010488728.1, XP_010458070.1, XP_010475632.1	CP1_g37115_DN3_SP6_c.t1
OG0010010	XP_010458082.1, XP_010475644.1, XP_019098897.1	CP1_g37125_DN3_SP8_c.t1
OG0010011	XP_010475650.1, XP_010458089.1, XP_010501380.1	CP1_g37132_DN2_SP0_c.t1
OG0010012	XP_010475660.1, XP_010489027.1, XP_010458099.1	CP1_g37138_DN3_SP5_c.t1
OG0010013	XP_010458100.1, XP_010489040.1, XP_010475661.1	CP1_g37139_DN3_SP3_c.t1
OG0010014	XP_010489113.1, XP_010475668.1, XP_010458105.1	CP1_g37144_DN3_SP2_c.t1
OG0010015	XP_010460485.1, XP_010499204.1, XP_010478054.1	CP7_g45154_DN3_SP0_c.t1
OG0010016	XP_010489232.1, XP_010458112.1, XP_010475676.1, XP_010475674.1	CP1_g37149_DN3_SP8_c.t1
OG0010017	XP_010489290.1, XP_010475679.1, XP_010458122.1	CP1_g37153_DN3_SP8_c.t1
OG0010018	XP_010458141.1, XP_010489367.1, XP_010475689.1	CP1_g37160_DN3_SP3_c.t1
OG0010019	XP_010511431.1, XP_010440875.1, XP_010415076.1, XP_010470424.1	CP9_g27755_DN3_SP1_c.t1
OG0010020	XP_010489432.1, XP_010475701.1, XP_010458148.1	CP1_g37165_DN3_SP8_c.t1
OG0010022	XP_010489647.1, XP_010458173.1, XP_010475727.1	CP1_g37184_DN3_SP0_c.t1
OG0010023	XP_010468411.1, XP_019091530.1, XP_010488381.1	CP4_g26802_DN3_SP0_c.t1
OG0010024	XP_010475763.1, XP_010475764.1	CP1_g37211_DN3_SP0_c.t1
OG0010025	XP_010475770.1, XP_010458219.1, XP_010489945.1	CP1_g37216_DN2_SP0_c.t1
OG0010026	XP_010511312.1, XP_010415019.1, XP_010480283.1	CP2_g49775_DN3_SP0_c.t1
OG0010027	XP_010490103.1, XP_010458240.1, XP_010475789.1	CP1_g37232_DN3_SP3_c.t1
OG0010028	XP_010458241.1, XP_010490115.1, XP_010475791.1	CP1_g37233_DN3_SP5_c.t1
OG0010029	XP_010458396.1, XP_010475912.1, XP_010491306.1	CP1_g37340_DN3_SP6_c.t1
OG0010030	XP_010491705.1, XP_010458424.1, XP_010475940.1	CP1_g37362_DN3_SP5_c.t1
OG0010031	XP_010491716.1, XP_010458425.1, XP_010475942.1	CP1_g37363_DN3_SP4_c.t1
OG0010032	XP_010491727.1, XP_010475943.1, XP_010458426.1	CP1_g37364_DN3_SP3_c.t1
OG0010033	XP_010458435.1, XP_010475972.1, XP_010491841.1	CP1_g37373_DN3_SP8_c.t1
OG0010034	XP_010458437.1, XP_010475970.1	CP1_g37375_DN3_SP8_c.t1
OG0010036	XP_019095229.1, XP_010492087.1	CP1_g37388_DN2_SP4_c.t1
OG0010037	XP_010440229.1, XP_010449874.1, XP_010445365.1	CP13_g19709_DN3_SP1_c.t1
OG0010038	XP_010476009.1, XP_010458495.1, XP_010492381.1	CP1_g37408_DN3_SP0_c.t1
OG0010039	XP_010492433.1, XP_010458498.1, XP_010476017.1	CP1_g37410_DN3_SP1_c.t1, CP1_g37411_DN3_SP0_c.t1
OG0010040	XP_010458534.1, XP_010476059.1, XP_010492735.1	CP1_g37433_DN3_SP8_c.t1
OG0010041	XP_010492796.1, XP_010476060.1, XP_010458536.1	CP1_g37434_DN3_SP2_c.t1
OG0010042	XP_010458552.1, XP_010492958.1, XP_010476080.1	CP1_g37449_DN3_SP1_c.t1
OG0010043	XP_010476088.1, XP_010501430.1, XP_010458563.1	CP1_g37456_DN3_SP1_c.t1
OG0010044	XP_010430209.1, XP_010473405.1	CP2_g49089_DN3_SP8_c.t1
OG0010045	XP_010493180.1, XP_010476105.1, XP_010458579.1	CP1_g37469_DN3_SP7_c.t1
OG0010046	XP_010476119.1, XP_010493346.1	CP1_g37482_DN3_SP7_c.t1
OG0010047	XP_019098949.1, XP_010476121.1, XP_010458591.1	CP1_g37483_DN3_SP6_c.t1
OG0010048	XP_010493511.1, XP_010458608.1, XP_010476137.1	CP1_g37498_DN3_SP5_c.t1
OG0010049	XP_010493775.1, XP_010476172.1, XP_019090984.1	CP1_g37522_DN3_SP8_c.t1
OG0010050	XP_010476209.1, XP_010458665.1, XP_010494099.1	CP1_g37538_DN3_SP8_c.t1
OG0010052	XP_010458739.1, XP_010494837.1, XP_010476282.1	CP1_g37599_DN3_SP0_c.t1
OG0010053	XP_010494877.1, XP_019095355.1, XP_010458743.2, XP_019090932.1	CP1_g37602_DN2_SP2_c.t1
OG0010054	XP_010495166.1, XP_010458778.1, XP_010476322.1	CP1_g37628_DN3_SP8_c.t1
OG0010055	XP_010495238.1, XP_010458787.1, XP_010476331.1	CP1_g37635_DN3_SP0_c.t1
OG0010056	XP_010458838.1, XP_010495560.1, XP_010476399.1	CP1_g37677_DN3_SP0_c.t1
OG0010057	XP_010458850.1, XP_010495630.1, XP_010476415.1	CP1_g37689_DN3_SP0_c.t1
OG0010058	XP_010495732.1, XP_010458877.1, XP_010476439.1	CP1_g37707_DN3_SP0_c.t1
OG0010059	XP_010476425.1, XP_010458861.1	CP1_g37696_DN3_SP1_c.t1
OG0010060	XP_010458905.1, XP_010476458.1, XP_010495826.1	CP1_g37722_DN3_SP0_c.t1
OG0010061	XP_010458911.1, XP_010495851.1, XP_010476469.1	CP1_g37725_DN3_SP1_c.t1
OG0010062	XP_010495880.1, XP_010458918.1	CP1_g37731_DN3_SP6_c.t1
OG0010063	XP_010431631.1, XP_010417435.1, XP_010472672.1	CP7_g45179_DN3_SP4_c.t1
OG0010064	XP_010476525.1, XP_010458968.1, XP_010496306.1	CP1_g37770_DN3_SP2_c.t1
OG0010065	XP_010496695.1, XP_010459015.1, XP_010476572.1	CP1_g37804_DN3_SP8_c.t1
OG0010066	XP_010462712.1, XP_010496716.1, XP_010496726.1, XP_010476574.1	CP1_g37806_DN3_SP8_c.t1
OG0010067	XP_010459019.1, XP_010496760.1, XP_010476578.1	CP1_g37808_DN3_SP0_c.t1
OG0010068	XP_010496783.1, XP_010476580.1, XP_010459023.1	CP1_g37811_DN3_SP1_c.t1
OG0010069	XP_010476605.1, XP_019091391.1, XP_010496960.1	CP1_g37829_DN3_SP2_c.t1
OG0010070	XP_010476628.1, XP_010459075.1	CP7_g46186_DN3_SP2_c.t1
OG0010071	XP_019091635.1, XP_010497148.1, XP_010476635.1	CP7_g46183_DN3_SP6_c.t1
OG0010072	XP_010497240.1, XP_010459098.1, NP_001306214.1	CP7_g46172_DN3_SP3_c.t1
OG0010073	XP_010497299.1, XP_010459104.1, XP_010476655.1	CP7_g46167_DN3_SP0_c.t1
OG0010074	XP_010476700.1, XP_010459133.1, XP_010497556.1	CP7_g46137_DN3_SP5_c.t1
OG0010075	XP_019099025.1, XP_019094231.1, XP_019091294.1	CP7_g46131_DN2_SP0_c.t1
OG0010076	XP_010459172.1, XP_010497778.1, XP_010476739.1	CP7_g46109_DN3_SP2_c.t1
OG0010077	XP_010476745.1, XP_010497803.1, XP_010462739.1	CP7_g46106_DN3_SP0_c.t1
OG0010078	XP_010476749.1, XP_010497812.1, XP_019091286.1	CP7_g46104_DN3_SP0_c.t1
OG0010079	XP_019095094.1, XP_010497937.1, XP_019091293.1	CP7_g46093_DN2_SP0_c.t1
OG0010080	XP_010497944.1, XP_019091292.1, XP_010476763.1	CP7_g46090_DN2_SP2_c.t1
OG0010082	XP_010476820.1, XP_010459240.1, XP_010498018.1	CP7_g46060_DN3_SP8_c.t1
OG0010083	XP_010459274.1, XP_010498051.1, XP_010476845.1	CP7_g46036_DN3_SP8_c.t1
OG0010084	XP_010476855.1, XP_010498060.1, XP_010462747.1	CP7_g46031_DN3_SP0_c.t1
OG0010085	XP_010476887.1, XP_010459325.1, XP_010498085.1	CP7_g46007_DN3_SP0_c.t1
OG0010087	XP_010498139.1, XP_019095084.1, XP_019091809.1	CP7_g45982_DN3_SP1_c.t1
OG0010088	XP_010501508.1	CP7_g45937_DN3_SP1_c.t1
OG0010090	XP_010459443.1, XP_010498218.1, XP_010477005.1	CP7_g45928_DN3_SP4_c.t1
OG0010091	XP_010498234.1, XP_010477024.1, XP_019091734.1	CP7_g45911_DN3_SP7_c.t1, CP1_g39322_DN3_SP0_c.t1
OG0010092	XP_010459483.1	CP7_g45897_DN3_SP1_c.t1
OG0010093	XP_010498269.1, XP_010459497.1, XP_010477052.1	CP7_g45891_DN3_SP0_c.t1
OG0010094	XP_010459503.1, XP_010498274.1, XP_010477057.1	CP7_g45887_DN3_SP8_c.t1
OG0010095	XP_010477073.1, XP_010459517.1, XP_010498285.1	CP7_g45879_DN3_SP0_c.t1
OG0010096	XP_010477091.1, XP_010459535.1	CP7_g45864_DN3_SP8_c.t1
OG0010098	XP_010498341.1, XP_010477134.1, XP_010459590.1	CP7_g45829_DN3_SP7_c.t1
OG0010099	XP_010459610.1, XP_010498357.1, XP_010477154.1	CP7_g45814_DN3_SP0_c.t1
OG0010100	XP_010477163.1, XP_010498362.1, XP_010459615.1	CP7_g45812_DN3_SP0_c.t1
OG0010101	XP_010459619.1, XP_010477166.1, XP_010498368.1	CP7_g45809_DN3_SP2_c.t1
OG0010102	XP_010477183.1	CP7_g45794_DN3_SP0_c.t1, CP10_g43785_DN3_SP0_c.t1
OG0010103	XP_010498393.1, XP_010459644.1, XP_010459643.1, XP_010477192.1	CP7_g45789_DN3_SP3_c.t1
OG0010104	XP_010477203.1, XP_010459657.1, XP_010498403.1	CP7_g45781_DN3_SP5_c.t1
OG0010105	XP_010459671.1, XP_010498417.1, XP_010477218.1	CP7_g45771_DN3_SP8_c.t1
OG0010106	XP_019091663.1	CP7_g45768_DN3_SP0_c.t1
OG0010107	XP_010459678.1, XP_010498427.1, XP_010477223.1	CP7_g45765_DN3_SP0_c.t1
OG0010108	XP_010477225.1, XP_010498428.1, XP_019094879.1, XP_010459679.1	CP7_g45764_DN3_SP0_c.t1
OG0010109	XP_010498452.1, XP_010459702.1, XP_019097134.1, XP_019095391.1, XP_010477250.1	CP7_g45742_DN3_SP0_c.t1
OG0010110	XP_010477251.1, XP_010498449.1	CP7_g45741_DN3_SP8_c.t1
OG0010111	XP_010498499.1, XP_010459754.1, XP_010477309.1	CP7_g45702_DN3_SP8_c.t1
OG0010112	XP_010477341.2, XP_010498526.1, XP_010459776.1	CP7_g45684_DN3_SP8_c.t1
OG0010114	XP_010498554.1, XP_010459793.1, XP_010477357.1	CP7_g45669_DN3_SP4_c.t1
OG0010115	XP_010498563.1, XP_019090819.1, XP_010477371.1	CP7_g45661_DN3_SP7_c.t1
OG0010116	XP_010498661.1, XP_010459924.1, XP_010477453.1	CP7_g45584_DN3_SP2_c.t1
OG0010117	XP_010477455.1, XP_010498663.1, XP_010459927.1	CP7_g45583_DN3_SP8_c.t1
OG0010118	XP_010498664.1, XP_010477456.1, XP_010459928.1	CP7_g45582_DN3_SP0_c.t1
OG0010119	XP_010513893.1, XP_010424934.1, XP_010502144.1	CP13_g19651_DN3_SP0_c.t1
OG0010120	XP_010459971.1, XP_010498693.1, XP_010477486.1	CP7_g45560_DN3_SP0_c.t1
OG0010121	XP_010477519.1, XP_010498738.1, XP_010460016.1	CP7_g45523_DN3_SP8_c.t1
OG0010122	XP_010498753.1, XP_010477531.1, XP_010460031.1	CP7_g45515_DN3_SP8_c.t1
OG0010123	XP_010477533.1, XP_010460033.1	CP7_g45514_DN3_SP8_c.t1
OG0010124	XP_010498788.1, XP_010477577.1, XP_010460070.1	CP7_g45486_DN3_SP3_c.t1
OG0010125	XP_010498811.1, XP_010460085.1, XP_010477593.1	CP7_g45476_DN3_SP8_c.t1
OG0010126	XP_010428044.1, XP_010471209.1, XP_010415913.1	CP9_g28812_DN3_SP8_c.t1
OG0010127	XP_010428035.1, XP_019083297.1, XP_019093173.1	CP9_g28806_DN3_SP8_c.t1
OG0010128	XP_010428034.1, XP_019083296.1, XP_010471202.1	CP9_g28802_DN2_SP0_c.t1
OG0010129	XP_010427993.1	CP9_g28780_DN3_SP8_c.t1
OG0010130	XP_010427853.1, XP_010415755.1, XP_010471068.1	CP9_g28690_DN2_SP0_c.t1
OG0010131	XP_010415741.1, XP_010471053.1, XP_010427836.1	CP9_g28677_DN3_SP8_c.t1
OG0010132	XP_019085890.1, XP_019093124.1, XP_010415734.1	CP9_g28664_DN3_SP1_c.t1
OG0010133	XP_010471035.1, XP_010415721.1, XP_010427820.1	CP9_g28655_DN3_SP5_c.t1
OG0010135	XP_010427814.1, XP_010415715.1	CP9_g28652_DN3_SP7_c.t1
OG0010136	XP_010427809.1, XP_010471032.1, XP_010415713.1	CP9_g28651_DN2_SP3_c.t1
OG0010137	XP_010427799.1, XP_010415705.1, XP_010471022.1	CP9_g28639_DN3_SP8_c.t1
OG0010139	XP_010471001.1, XP_010512072.1, XP_010415672.1	CP9_g28609_DN3_SP6_c.t1
OG0010140	XP_010499862.1, XP_010478740.1, XP_010461140.1	CP7_g44572_DN3_SP8_c.t1
OG0010141	XP_019102238.1, XP_010503036.1	CP3_g15820_DN3_SP2_c.t1
OG0010142	XP_010494189.1, XP_010442174.1	CP22_g17128_DN3_SP1_c.t1
OG0010143	XP_010473623.1, XP_010418409.1, XP_010431729.1, XP_010430487.1	CP2_g48904_DN3_SP8_c.t1
OG0010144	XP_010418331.1, XP_010473550.1, XP_010430403.1	CP2_g48955_DN3_SP6_c.t1
OG0010145	XP_019094155.1, XP_010418307.1, XP_010430379.1	CP2_g48974_DN3_SP1_c.t1
OG0010146	XP_010418305.1, XP_010430377.1	CP2_g48975_DN3_SP8_c.t1
OG0010147	XP_010430325.1, XP_010473487.1, XP_010418263.1	CP2_g49019_DN3_SP8_c.t1
OG0010148	XP_010430277.1, XP_010418218.1, XP_010473449.1	CP2_g49049_DN3_SP8_c.t1
OG0010149	XP_010499874.1, XP_010478754.1, XP_010461157.1	CP7_g44553_DN3_SP3_c.t1
OG0010150	XP_010418134.1, XP_010473379.1, XP_010430180.1	CP2_g49108_DN3_SP2_c.t1
OG0010152	XP_010418127.1, XP_010430166.1, XP_010473366.1	CP2_g49116_DN3_SP8_c.t1
OG0010153	XP_010473341.1, XP_010418105.1, XP_010430148.1	CP2_g49147_DN3_SP0_c.t1
OG0010154	XP_010473336.1, XP_010419437.1, XP_010418097.1, XP_010430141.1	CP2_g49152_DN3_SP1_c.t1
OG0010155	XP_010430128.1, XP_010418093.1, XP_010473329.1	CP2_g49156_DN3_SP8_c.t1
OG0010156	XP_010473295.1, XP_010418042.1, XP_010430085.1	CP2_g49200_DN3_SP4_c.t1
OG0010157	XP_010473248.1, XP_010510925.1, XP_010418013.1	CP2_g49237_DN3_SP5_c.t1
OG0010158	XP_010418009.1, XP_010473244.1, XP_010510929.1	CP2_g49240_DN3_SP0_c.t1
OG0010159	XP_010473204.1, XP_010417958.1, XP_010510962.1	CP2_g49288_DN3_SP8_c.t1
OG0010160	XP_010418833.1, XP_010474015.1, XP_010510976.1	CP2_g49302_DN3_SP8_c.t1
OG0010161	XP_010510982.1, XP_019093254.1, XP_010500527.1, XP_010414613.1	CP2_g49307_DN3_SP3_c.t1
OG0010162	XP_010470197.1, XP_010414655.1, XP_010511012.1	CP2_g49363_DN3_SP8_c.t1
OG0010163	XP_010511020.1, XP_010470213.1, XP_010414684.1	CP2_g49376_DN3_SP7_c.t1
OG0010164	XP_010511071.1, XP_010414732.1, XP_010470255.1	CP3_g15694_DN1_SP0_c.t1, CP2_g49417_DN3_SP0_c.t1
OG0010165	XP_010414735.1, XP_010470261.1, XP_010511079.1	CP2_g49422_DN3_SP6_c.t1
OG0010167	XP_019085056.1, XP_010466698.1, XP_010457007.2	CP8_g54592_DN3_SP0_c.t1
OG0010168	XP_010414756.1, XP_019100875.1, XP_010474050.2	CP2_g49489_DN3_SP2_c.t1
OG0010169	XP_010414766.1, XP_010470285.1, XP_010511088.1	CP2_g49512_DN2_SP0_c.t1
OG0010170	XP_010511331.1	CP2_g49745_DN3_SP7_c.t1
OG0010171	XP_010434437.1, XP_010434968.1, XP_010440294.1	CP6_g7344_DN3_SP5_c.t1
OG0010172	XP_010430525.1, XP_010418453.1, XP_010473658.1	CP2_g48876_DN3_SP3_c.t1
OG0010173	XP_010430572.1, XP_010418501.1, XP_019093428.1, XP_010473699.1	CP13_g19080_DN3_SP0_c.t1
OG0010174	XP_010473705.1, XP_010430575.1, XP_010418506.1	CP13_g19077_DN3_SP8_c.t1
OG0010175	XP_010496537.1, XP_010455243.1, XP_010438555.1, XP_010496550.1	CP14_g23588_DN2_SP8_c.t1
OG0010176	XP_010441560.1, XP_010481426.1, XP_010494849.1	CP13_g19836_DN3_SP0_c.t1
OG0010177	XP_010494858.1, XP_010481415.1, XP_010441548.1	CP13_g19825_DN3_SP0_c.t1
OG0010179	XP_010497381.1, XP_019098028.1, XP_010441423.1, XP_019098026.1	CP13_g19725_DN3_SP3_c.t1
OG0010180	XP_010441418.1, XP_019095474.1, XP_010495009.1	CP13_g19724_DN3_SP3_c.t1
OG0010181	XP_010494521.1, XP_010441833.1, XP_010481716.1	CP13_g20108_DN3_SP8_c.t1
OG0010183	XP_010442129.1, XP_010481959.1, XP_010494214.1	CP13_g20656_DN3_SP2_c.t1
OG0010184	XP_010494485.1, XP_010441874.1, XP_010481689.1	CP13_g20147_DN3_SP3_c.t1
OG0010185	XP_019095727.1, XP_010494471.1, XP_019087927.1	CP13_g20151_DN3_SP8_c.t1
OG0010186	XP_010439062.1, XP_010448583.1, XP_010433792.1	CP19_g18222_DN2_SP0_c.t1
OG0010187	XP_010431921.1, XP_019084345.1, XP_019090162.1	CP11_g31893_DN3_SP2_c.t1
OG0010188	XP_010433104.1, XP_010438307.1, XP_010447863.1	CP5_g1064_DN3_SP8_c.t1
