Orthogroup	Camelina_sativa	Alyssum_gmelinii
OG0009312	XP_010479768.1, XP_010500861.1, XP_010462099.1	Ag001G0080900
OG0009313	XP_010462101.1, XP_010479769.1, XP_010500863.1	Ag001G0081100
OG0009314	XP_010462114.1, XP_010500878.1, XP_010479782.1	Ag001G0082800
OG0009315	XP_010479831.1, XP_010500927.1, XP_010462154.1	Ag001G0089500
OG0009316	XP_010481920.1, XP_010494263.1, XP_010442092.1	Ag023G2801800
OG0009317	XP_019093497.1, XP_019082772.1, XP_010509862.1	Ag023G2807000
OG0009318	XP_019101326.1, XP_010413824.1, XP_010469440.1	Ag023G2807900
OG0009319	XP_010469424.1, XP_010509829.1, XP_010413806.1	Ag023G2810200
OG0009320	XP_010469407.1, XP_010413787.1, XP_010509802.1	Ag023G2813100
OG0009321	XP_010509798.1, XP_010469401.1, XP_010413782.1	Ag019G2503300, Ag019G2502900, Ag023G2813900
OG0009322	XP_010413773.1, XP_010509788.1, XP_010469388.1	Ag023G2815900
OG0009323	XP_019102457.1, XP_019100434.1, XP_019101320.1	Ag034G3838200, Ag023G2819600
OG0009324	XP_010513055.1, XP_010507537.1, XP_010516601.1	Ag023G2820200
OG0009325	XP_010504928.1, XP_010516611.1, XP_010509730.1	Ag023G2821400
OG0009326	XP_010504934.1, XP_010516616.1, XP_010509727.1	Ag023G2822000
OG0009327	XP_019100437.1, XP_010516631.1, XP_010509714.1	Ag023G2824400
OG0009328	XP_010504968.1, XP_010509700.1	Ag023G2825900
OG0009329	XP_010504972.2, XP_010516650.1, XP_010509694.1	Ag023G2827000
OG0009330	XP_010504979.1, XP_010509686.1, XP_010516660.1	Ag023G2828200
OG0009331	XP_010516683.1, XP_010509647.1, XP_010507548.1	Ag023G2833200
OG0009332	XP_010509636.1, XP_010505028.1, XP_010516701.1	Ag023G2835000
OG0009333	XP_010509619.1, XP_010505046.1	Ag023G2837500
OG0009334	XP_010516750.1	Ag023G2843100
OG0009335	XP_019101299.1, XP_019102475.1, XP_019100454.1	Ag023G2843600
OG0009336	XP_019101002.1, XP_019100459.1, XP_010516780.1	Ag023G2846400
OG0009337	XP_010509556.1, XP_010516787.1, XP_010505103.1	Ag023G2847000
OG0009338	XP_010505105.1, XP_010516789.1, XP_010509554.1	Ag023G2847200
OG0009339	XP_010439718.1, XP_010434420.1, XP_010449357.1	Ag050G4742100
OG0009340	XP_010517340.1, XP_010508972.1, XP_010505665.1	Ag050G4743800
OG0009341	XP_010434445.1, XP_010449388.1, XP_010439754.1	Ag050G4748800
OG0009342	XP_010439796.1, XP_010434483.1, XP_010449452.1	Ag050G4753500
OG0009343	XP_010434473.1, XP_010449431.1, XP_010439782.1	Ag050G4756400
OG0009344	XP_010439780.1, XP_010449429.1, XP_019086412.1	Ag050G4756800
OG0009345	XP_010439910.1, XP_010449512.1, XP_010434584.1	Ag050G4783200
OG0009346	XP_010449532.1, XP_010439922.1, XP_010434598.1	Ag050G4785900
OG0009347	XP_010434615.1, XP_010439938.1	Ag050G4791100
OG0009348	XP_010449555.1, XP_010439939.1, XP_010434616.1	Ag050G4791200
OG0009349	XP_010439969.1, XP_010434634.1, XP_010449582.1	Ag050G4794000
OG0009350	XP_010434693.1	Ag050G4798500
OG0009351	XP_010434698.1, XP_010440035.1, XP_010449647.1	Ag050G4798700
OG0009352	XP_010440039.1, XP_010434704.1, XP_010449651.1	Ag050G4798900
OG0009353	XP_010503023.1, XP_010425805.1	Ag008G0965400, Ag008G0936900
OG0009354	XP_010426635.1, XP_010515476.1, XP_019099705.1	Ag008G0963000
OG0009355	XP_010424888.1, XP_010503764.1, XP_010515471.1	Ag008G0941700
OG0009356	XP_010476868.1, XP_010498070.1	Ag034G3917800
OG0009357	XP_010515449.1, XP_010503746.1, XP_010426621.1	Ag008G0944900
OG0009358	XP_010503731.1, XP_010515436.1	Ag008G0949400
OG0009359	XP_010503724.1, XP_010515428.1, XP_010431216.1	Ag008G0952100
OG0009360	XP_010426596.1, XP_010515424.1, XP_010503722.1	Ag008G0952500
OG0009361	XP_010426589.1, XP_010515405.1, XP_010503715.1	Ag008G0953700
OG0009362	XP_019100248.1, XP_010412696.2, XP_010426588.2	Ag008G0953900
OG0009363	XP_019088255.1, XP_010433901.1	Ag077G5320100, Ag033G3490500
OG0009364	XP_010482333.1, XP_019090780.1	Ag051G4819600, Ag051G4800500
OG0009365	XP_010482598.1, XP_010444773.1, XP_019087130.1	Ag051G4805100
OG0009366	XP_010482575.1, XP_010442745.1, XP_010444615.1	Ag051G4807500
OG0009367	XP_010443963.1, XP_010482527.1, XP_010442691.1	Ag051G4810100
OG0009368	XP_010482474.1, XP_010442621.1, XP_010443118.1	Ag051G4817200
OG0009369	XP_010503020.1, XP_010514707.1, XP_010425800.1	Ag051G4826200
OG0009370	XP_010467166.1, XP_010496027.1, XP_010413786.1	Ag044G4473400
OG0009371	XP_010518206.1, XP_010488878.2, XP_010467220.1	Ag044G4477800
OG0009372	XP_010497539.1, XP_010467303.1, XP_010488965.1, XP_010517387.1, XP_019098719.1	Ag044G4484700
OG0009373	XP_010489171.1, XP_010517276.1	Ag044G4485700
OG0009374	XP_010517247.1, XP_010489175.1, XP_010467320.1	Ag044G4486200
OG0009375	XP_010516912.1, XP_010467349.1, XP_019096523.1	Ag044G4490200
OG0009376	XP_010496668.1, XP_010516178.1, XP_010489257.1	Ag044G4496200
OG0009377	XP_010468966.1, XP_010413286.1, XP_010512620.1	Ag044G4502500, Ag031G3185600
OG0009378	XP_010489344.1, XP_010515419.1	Ag044G4503900
OG0009379	XP_010489350.1, XP_010515376.1, XP_019092033.1	Ag044G4504600
OG0009380	XP_010439091.1, XP_010433818.1, XP_010448614.1	Ag033G3476100, Ag052G4848600
OG0009381	XP_010433820.1	Ag033G3477500, Ag052G4845900
OG0009382	XP_019097177.1, XP_010439124.1, XP_010433848.1, XP_010448645.1	Ag033G3480600
OG0009383	XP_010448639.1, XP_010439114.1, XP_010433841.1	Ag033G3481300, Ag052G4842700
OG0009384	XP_010448790.1, XP_010433956.1, XP_010439243.1	Ag033G3504700
OG0009385	XP_010448794.1, XP_010439252.1, XP_010433960.1	Ag033G3505200
OG0009386	XP_010433998.1, XP_010439292.1, XP_010448848.1	Ag033G3513700
OG0009387	XP_010439309.1, XP_010448866.1, XP_010434013.1	Ag033G3517400
OG0009388	XP_010439342.1, XP_010434058.1, XP_010448905.1	Ag033G3524800
OG0009389	XP_010434074.1, XP_010439362.1, XP_010448928.1	Ag033G3533700
OG0009390	XP_010441369.1, XP_010436139.1, XP_010448101.1	Ag033G3540500
OG0009391	XP_010439400.1, XP_010434103.1, XP_010448967.1	Ag033G3544900, Ag033G3545000, Ag033G3545100
OG0009392	XP_010436125.1, XP_010441347.1, XP_010447911.1	Ag033G3566600
OG0009393	XP_010439626.1, XP_010434334.1, XP_010449264.1	Ag033G3567500
OG0009394	XP_019089392.1, XP_010434311.1, XP_010439608.1	Ag033G3572400
OG0009395	XP_010439599.1, XP_010434306.1, XP_010449203.1	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300
OG0009396	XP_010439577.1, XP_010434282.1, XP_010449170.1	Ag033G3581900
OG0009397	XP_010439576.1, XP_010434280.1	Ag033G3582000
OG0009399	XP_010514851.1, XP_010503162.1, XP_010495846.1	Ag033G3586900
OG0009400	XP_010498037.1, XP_010459255.1, XP_010476832.1	Ag033G3593900, Ag034G3911300
OG0009401	XP_010449128.1, XP_010439526.1, XP_010434242.1	Ag033G3597800
OG0009402	XP_010439504.1, XP_010434211.1, XP_010449103.1	Ag033G3601300
OG0009403	XP_010449085.1, XP_010439491.1, XP_010434191.1, XP_010436464.1	Ag033G3604500
OG0009404	XP_010425122.1, XP_010502348.1	Ag033G3611500
OG0009405	XP_010449052.1, XP_010436458.1, XP_010439467.1	Ag033G3612400
OG0009406	XP_010488993.1, XP_010488994.1, XP_010467769.1	Ag033G3619600
OG0009407	XP_010445930.1, XP_010445929.1, XP_010482025.1, XP_010496078.1	Ag028G3084200, Ag026G2979500
OG0009408	XP_010434846.1, XP_010440176.1, XP_010449808.1	Ag031G3137900
OG0009409	XP_010449788.1, XP_010440152.1, XP_010434821.1	Ag031G3139100
OG0009410	XP_010449769.1, XP_010440140.1, XP_010434808.1	Ag031G3140000
OG0009411	XP_010434801.1, XP_010449755.1, XP_010445344.1, XP_010440128.1	Ag031G3140500
OG0009412	XP_010440120.1, XP_010449736.1	Ag031G3142100
OG0009413	XP_010434782.1, XP_010440110.1, XP_010434781.1, XP_019089804.1	Ag031G3143000
OG0009414	XP_010449684.1, XP_019086784.1, XP_010440068.1	Ag031G3146400
OG0009415	XP_010449673.1, XP_010440061.1, XP_010434725.1	Ag031G3147000
OG0009416	XP_010435671.1, XP_019096723.1, XP_010496440.1	Ag031G3151900
OG0009417	XP_010496280.1, XP_010435651.1, XP_010485384.1	Ag031G3152900
OG0009418	XP_010435648.1, XP_010496283.1, XP_010485387.1	Ag031G3153200
OG0009419	XP_010496309.1, XP_010496559.1, XP_010435622.1	Ag031G3155500
OG0009420	XP_010441487.1, XP_010463528.1	Ag031G3157000
OG0009421	XP_010465067.1, XP_010444752.1	Ag031G3157200
OG0009422	XP_010444792.1, XP_010465460.1, XP_010484639.2	Ag031G3159900
OG0009423	XP_010484638.1, XP_010444793.1, XP_010465469.1	Ag031G3160000
OG0009424	XP_010503396.1, XP_010515097.1, XP_010426248.1	Ag031G3160100
OG0009425	XP_010444796.1, XP_010484644.1, XP_010465492.1	Ag031G3160300, Ag031G3160400
OG0009426	XP_010484673.1, XP_010444825.1, XP_010465810.1	Ag031G3164600
OG0009427	XP_010484678.1, XP_010465855.1, XP_019087703.1	Ag031G3165100
OG0009428	XP_010468868.1, XP_010413176.1, XP_010512736.1	Ag031G3171300
OG0009429	XP_010413178.1, XP_010468870.1, XP_010512734.1	Ag031G3171600
OG0009430	XP_010413197.1, XP_010468886.1, XP_010512718.1	Ag031G3173400
OG0009431	XP_010413212.1, XP_010512696.1	Ag031G3175400
OG0009432	XP_010512691.1, XP_010413218.1, XP_010468906.1	Ag031G3176000
OG0009433	XP_010512631.1, XP_010468958.1, XP_010413280.1	Ag031G3183200
OG0009434	XP_010468959.1, XP_010413281.1, XP_010512629.1	Ag031G3183400
OG0009435	XP_010512615.1, XP_010468971.1, XP_010413293.1	Ag031G3188100
OG0009436	XP_010469001.1, XP_010512576.1, XP_010413324.1	Ag031G3194800
OG0009437	XP_010512573.1, XP_010413327.1, XP_010469004.1	Ag031G3195100
OG0009438	XP_010468022.1, XP_010417794.1, XP_010485987.1	Ag031G3196800
OG0009439	XP_010413339.1, XP_010469027.1, XP_010512558.1	Ag031G3197400
OG0009440	XP_010512556.1, XP_010413341.1, XP_019093933.1	Ag031G3197600
OG0009441	XP_010469115.1, XP_010512527.1, XP_010413370.1	Ag031G3203000
OG0009442	XP_010512472.1	Ag031G3209100
OG0009443	XP_010509792.1, XP_019082516.1, XP_010473848.2	Ag039G4283800, Ag031G3209400
OG0009444	XP_010469045.1, XP_010512454.1, XP_010413446.1	Ag031G3211400
OG0009445	XP_010512443.1, XP_010413456.1, XP_010469034.1	Ag031G3213400
OG0009446	XP_010413497.1, XP_010469127.1, XP_010512435.1	Ag031G3214000
OG0009447	XP_010512399.1, XP_010413533.1, XP_010469157.1	Ag031G3217900
OG0009448	XP_010413540.1, XP_010469163.1, XP_010512388.1	Ag031G3219000
OG0009449	XP_010413546.1, XP_010469170.1, XP_010512383.1	Ag031G3220100
OG0009450	XP_010413547.1, XP_010512380.1, XP_010469171.1	Ag031G3220400
OG0009451	XP_010413553.1, XP_010469179.1, XP_010512375.1	Ag031G3220900
OG0009452	XP_010469183.1, XP_010413559.2, XP_010512370.1	Ag031G3221700
OG0009453	XP_010413618.1, XP_010469250.1, XP_010512286.1	Ag031G3232200
OG0009454	XP_010413687.1, XP_010512209.1, XP_010469312.1	Ag031G3241900
OG0009455	XP_010512207.1, XP_010469317.1, XP_010413689.1	Ag031G3242300
OG0009456	XP_010413706.1, XP_010469344.1, XP_010512186.1	Ag031G3244300
OG0009457	XP_010512181.1, XP_010469340.1, XP_010413718.1	Ag031G3244600
OG0009458	XP_010497050.1, XP_010437518.1, XP_010456832.1	Ag031G3245500
OG0009459	XP_010516553.1, XP_010504859.1, XP_010512113.1	Ag031G3254700
OG0009460	XP_010504844.1, XP_010516538.1, XP_010427793.1	Ag031G3258800
OG0009461	XP_010504828.1, XP_010427777.1, XP_010516527.1	Ag031G3260500
OG0009462	XP_010516513.1, XP_019098358.1	Ag031G3262100
OG0009463	XP_010427760.1, XP_010497757.2, XP_010504811.1, XP_010516504.1	Ag031G3265500
OG0009464	XP_019085612.1, XP_010516491.1, XP_010504799.1	Ag031G3266600
OG0009465	XP_010504778.1, XP_010516469.1, XP_010427729.1	Ag031G3281100
OG0009466	XP_010516460.1, XP_010504764.1, XP_010427722.1	Ag031G3282000
OG0009467	XP_010516439.1, XP_010427696.1, XP_010504737.1	Ag031G3284700
OG0009468	XP_010516422.1, XP_010427676.1, XP_010504725.1	Ag031G3287400
OG0009469	XP_010516325.1, XP_019100381.1, XP_010427583.1	Ag031G3302700
OG0009470	XP_010516319.1, XP_010504633.1, XP_010427576.1	Ag031G3304200
OG0009471	XP_010504627.1, XP_010516313.1, XP_010427565.1	Ag031G3305300
OG0009472	XP_010504606.1, XP_010516298.1, XP_010427548.1	Ag031G3308900
OG0009473	XP_010427545.1, XP_010504604.1, XP_019102396.1	Ag031G3309000
OG0009474	XP_019085599.1, XP_010427479.1, XP_010516258.1, XP_010504560.1	Ag031G3320100
OG0009475	XP_010427448.1, XP_010504528.1, XP_010516235.1	Ag031G3324100
OG0009476	XP_010504468.1, XP_010516190.1, XP_010427401.1	Ag031G3331200
OG0009477	XP_019102377.1, XP_010427386.1, XP_010504455.1	Ag031G3333400
OG0009478	XP_010412787.1, XP_010507460.1, XP_010431375.1	Ag031G3341800
OG0009479	XP_010427313.1, XP_010504396.1, XP_010516110.1	Ag031G3344200
OG0009480	XP_010516105.1, XP_010504390.1, XP_010427306.1	Ag031G3346400
OG0009481	XP_010427291.1, XP_010516091.1, XP_010504377.1, XP_019098550.1	Ag031G3349000
OG0009482	XP_010504372.1, XP_010427286.1, XP_010516085.1	Ag031G3353400
OG0009483	XP_010427227.1, XP_010504327.1, XP_010516040.1	Ag031G3359900
OG0009484	XP_010427226.1, XP_010516037.2, XP_010504322.1	Ag031G3360200
OG0009485	XP_010427187.1, XP_010516014.1, XP_010504292.2	Ag031G3363500
OG0009486	XP_010504286.1, XP_010427181.1, XP_010516011.1	Ag031G3364000
OG0009487	XP_010504282.1, XP_010427177.1, XP_010516006.1	Ag031G3364800
OG0009488	XP_010504239.1, XP_010427133.1, XP_010515962.1	Ag031G3371600
OG0009489	XP_010504237.1, XP_010515959.1, XP_010427129.1	Ag031G3371700
OG0009490	XP_010504226.1, XP_010515949.1, XP_010427100.1	Ag031G3373300
OG0009491	XP_010427091.1, XP_010515939.1, XP_010504219.1, XP_010504218.1, XP_010504216.1	Ag031G3373800
OG0009492	XP_010504208.1, XP_010515933.1, XP_010427086.1	Ag031G3374600
OG0009493	XP_010427085.1, XP_010504207.1	Ag031G3376600
OG0009494	XP_010504201.1, XP_010515926.1, XP_010427078.1	Ag031G3377200
OG0009495	XP_010459781.1, XP_010498529.1, XP_010477343.1	Ag034G3990200, Ag031G3377700
OG0009496	XP_010504198.1, XP_010515918.1, XP_010427073.1	Ag031G3379900
OG0009497	XP_010427045.1, XP_010504163.1, XP_010515889.1	Ag031G3384400
OG0009498	XP_010515841.1, XP_010427001.1, XP_010504112.1	Ag031G3389400
OG0009499	XP_010426958.1, XP_010426960.1, XP_010515812.1, XP_010504081.1	Ag031G3397600
OG0009500	XP_010515810.1, XP_010504080.1, XP_010426956.1	Ag031G3397700
OG0009501	XP_010504079.1, XP_010515809.1, XP_010426955.1	Ag031G3397800
OG0009502	XP_010515803.2, XP_010504073.2	Ag031G3398900
OG0009503	XP_010515762.1, XP_010504033.1, XP_010426915.1	Ag031G3407100
OG0009504	XP_010504031.1, XP_010515760.1, XP_010426912.1	Ag031G3407300
OG0009505	XP_010504003.1, XP_010426874.1, XP_010515724.1	Ag031G3416900
OG0009506	XP_010446091.2, XP_019091492.1, XP_010482783.1	Ag020G2563900
OG0009507	XP_010482774.1, XP_010445982.1, XP_010442940.1	Ag020G2566600
OG0009508	XP_010442928.1, XP_010482758.1, XP_010496582.1	Ag020G2567600
OG0009509	XP_010482757.1, XP_010442925.1, XP_010445931.1	Ag020G2567700
OG0009510	XP_010445849.1, XP_010482747.1, XP_010442913.1	Ag020G2570400
OG0009511	XP_010445817.1, XP_010442909.1, XP_010482739.1	Ag020G2571400
OG0009512	XP_010442896.1, XP_010482726.1, XP_010445728.1	Ag020G2574600
OG0009513	XP_010442894.1, XP_010482725.1, XP_010445719.1	Ag020G2574800
OG0009514	XP_010449851.1, XP_010440207.1, XP_010434886.1	Ag025G2905000, Ag053G4871200
OG0009515	XP_010466865.1, XP_010488561.2, XP_019083460.1	Ag029G3088300
OG0009516	XP_010466872.1, XP_010497744.2, XP_010513603.1, XP_010488566.1	Ag029G3094600
OG0009517	XP_010513989.1, XP_019096707.1, XP_010466938.1	Ag029G3104700
OG0009518	XP_010488779.1, XP_010467106.1, XP_010412762.1	Ag029G3119300
OG0009519	XP_010488521.1, XP_010513371.1, XP_010466823.1	Ag064G5112000, Ag095G5468800
OG0009520	XP_010513385.1, XP_010488529.1, XP_010466832.1	Ag064G5113400, Ag095G5469800
OG0009521	XP_010470545.1, XP_010511499.1, XP_010496728.1	Ag067G5172000
OG0009522	XP_010511630.1, XP_010415271.1, XP_019093090.1	Ag067G5180400
OG0009523	XP_010511658.1, XP_019083212.1, XP_019093313.1	Ag067G5183800
OG0009524	XP_019101586.1, XP_019101595.1, XP_019083219.1, XP_010415248.1	Ag067G5185200
OG0009525	XP_010511663.1, XP_010415310.1, XP_010470641.1	Ag067G5185300
OG0009526	XP_010511701.1, XP_010470667.1, XP_010415331.1	Ag067G5188800
OG0009527	XP_010511719.1, XP_010470683.1	Ag067G5191300
OG0009528	XP_010470757.1, XP_010511792.1, XP_019083241.1	Ag067G5196300
OG0009529	XP_010470753.1, XP_019083238.1	Ag067G5196500
OG0009530	XP_010511773.1, XP_010419063.2, XP_010470740.1	Ag067G5198400
OG0009531	XP_010511768.1, XP_010415404.1, XP_010470737.1	Ag067G5198800
OG0009532	XP_010511806.1, XP_010419061.1, XP_010415435.1, XP_019092986.1	Ag067G5200700
OG0009533	XP_010415441.1, XP_010470765.1, XP_010511810.1	Ag067G5201200
OG0009534	XP_010470794.1, XP_010511834.1, XP_010415462.1	Ag067G5206900
OG0009535	XP_010435496.1, XP_010450432.1	Ag081G5398700
OG0009536	XP_010440790.1, XP_010450435.1, XP_010435503.1	Ag081G5399300
OG0009537	XP_010442332.1, XP_010482149.1, XP_010439707.1	Ag081G5400300
OG0009538	XP_010489443.1, XP_010467597.1, XP_010413214.1	Ag086G5421400, Ag042G4378200
OG0009539	XP_010413945.1, XP_010489510.1, XP_010467619.1	Ag042G4380000
OG0009540	XP_010489568.1, XP_010467691.1, XP_010414492.1	Ag042G4394800
OG0009541	XP_010467739.1, XP_010489451.1, XP_010414972.1	Ag042G4407600
OG0009542	XP_010489165.1, XP_010416964.1, XP_010467903.1	Ag042G4424100
OG0009543	XP_010467904.1, XP_010489163.1, XP_010416954.1	Ag042G4424200
OG0009544	XP_010489138.1, XP_010495937.2, XP_010416765.1	Ag042G4428000
OG0009545	XP_010517610.1, XP_010505887.1, XP_010508745.1	Ag039G4182100, Ag039G4182000
OG0009546	XP_010517579.1, XP_010505862.1, XP_010508781.1	Ag039G4189000
OG0009547	XP_010508799.1, XP_010517524.1	Ag039G4193300
OG0009548	XP_010517516.1, XP_010505830.1, XP_010508810.1, XP_010497546.1	Ag039G4194100
OG0009549	XP_010517511.2, XP_010505825.2, XP_010508813.2	Ag039G4195100
OG0009550	XP_010508827.1, XP_010517504.1, XP_010505812.1	Ag039G4196400
OG0009551	XP_010505789.1, XP_010508851.1, XP_010517479.1	Ag039G4201800
OG0009552	XP_019102563.1, XP_010505787.1, XP_010508852.1	Ag039G4201900
OG0009553	XP_010508873.1, XP_010517456.1, XP_010505765.1	Ag039G4207000
OG0009554	XP_010505759.1, XP_010517451.1, XP_010508880.1	Ag039G4207900
OG0009555	XP_010508893.1, XP_010505746.1, XP_010517437.1	Ag039G4212900
OG0009556	XP_010508913.1, XP_010505718.1, XP_010517410.1	Ag039G4217600
OG0009557	XP_010508916.1, XP_019100541.1	Ag039G4218200
OG0009558	XP_010508953.1, XP_010517355.1, XP_010505682.1	Ag039G4225700
OG0009559	XP_010505678.1, XP_010517350.1, XP_010508959.1	Ag039G4226100
OG0009560	XP_010508965.1, XP_010505673.1, XP_010517345.1	Ag039G4226400
OG0009561	XP_010505670.1, XP_010508966.1, XP_010517344.1	Ag039G4226600
OG0009562	XP_019099878.1, XP_019102024.1, XP_019101240.1	Ag039G4233300
OG0009563	XP_010507154.1, XP_010514726.1, XP_010425821.1	Ag015G2188000, Ag039G4236000
OG0009564	XP_010505629.1, XP_010509005.1, XP_010517305.1	Ag039G4240600
OG0009565	XP_010509008.1, XP_010517303.1, XP_010505626.1	Ag039G4241000
OG0009566	XP_010461597.1, XP_010517287.1, XP_010509014.1, XP_010505617.1	Ag039G4244100, Ag039G4244200
OG0009567	XP_010517259.1, XP_010509059.1	Ag039G4250600
OG0009568	XP_010517249.1, XP_010509069.1, XP_010505578.1	Ag039G4254100
OG0009569	XP_010517210.1, XP_010509105.1, XP_010505542.1	Ag039G4263300
OG0009570	XP_010509177.1, XP_019102044.1, XP_010505535.1	Ag039G4267900
OG0009571	XP_010512984.1, XP_019099873.1, XP_019102089.1	Ag039G4268000, Ag039G4269100, Ag039G4269000
OG0009572	XP_010505527.1, XP_010509169.1, XP_010517191.1	Ag039G4270600
OG0009573	XP_010509168.1, XP_010505523.1	Ag039G4271100
OG0009574	XP_010509163.1, XP_019102522.1, XP_010505518.1	Ag039G4271400
OG0009575	XP_010509148.1, XP_010517165.1, XP_010505500.1	Ag039G4274300
OG0009576	XP_010505498.1, XP_010517161.1, XP_010509147.1	Ag039G4274400
OG0009577	XP_010509128.1, XP_010517146.1, XP_019100508.1	Ag039G4279000, Ag039G4278900
OG0009578	XP_010509124.1, XP_010517144.1, XP_010505476.1	Ag039G4279400, Ag039G4279700, Ag039G4279800
OG0009579	XP_010505455.1, XP_010517124.1, XP_010509187.1	Ag039G4285700
OG0009580	XP_010505442.1, XP_010509203.1, XP_010517115.1, XP_010505445.1	Ag039G4287800
OG0009581	XP_010505423.1, XP_010517096.1	Ag039G4290500
OG0009582	XP_010505415.1, XP_010517088.1, XP_010509234.1	Ag039G4292200
OG0009583	XP_010509241.1, XP_010517080.1, XP_010505408.1	Ag039G4293200
OG0009584	XP_010424883.1, XP_010513857.1, XP_010502113.1	Ag039G4295800
OG0009585	XP_010517062.1, XP_010505383.1, XP_010509266.1, XP_010509269.1	Ag039G4295900
OG0009586	XP_010509275.1, XP_010507601.1, XP_019102509.1	Ag039G4299400
OG0009587	XP_010517014.1, XP_010505329.1, XP_010509338.1	Ag039G4312800
OG0009588	XP_010517012.1, XP_010505326.1, XP_010509340.1	Ag039G4313200
OG0009589	XP_010509347.1, XP_010517004.1, XP_010505318.1	Ag039G4314200
OG0009590	XP_010513958.1, XP_010424975.1, XP_010502214.1	Ag039G4314700
OG0009591	XP_010505316.1, XP_010517001.1, XP_010509349.1	Ag039G4314900
OG0009592	XP_010455305.1, XP_010436121.1, XP_010421812.1	Ag039G4316400
OG0009593	XP_010516985.1, XP_010505303.1	Ag039G4317100
OG0009594	XP_010509387.1, XP_010516960.1, XP_010505278.1	Ag039G4320800
OG0009595	XP_010509399.1, XP_010516950.1, XP_010505262.1	Ag039G4323100
OG0009596	XP_019102018.1, XP_010505242.1, XP_010509414.1	Ag039G4329600
OG0009597	XP_010516925.1, XP_010509416.1, XP_010505240.1	Ag039G4329800
OG0009598	XP_010433345.1, XP_010422225.1, XP_010455701.1	Ag066G5129500, Ag066G5129200
OG0009599	XP_010422232.1, XP_010455709.1	Ag066G5131200
OG0009600	XP_010432976.1, XP_010496168.1, XP_010422252.1	Ag066G5140700
OG0009601	XP_010496175.1, XP_010422264.1, XP_010432877.1	Ag066G5142000
OG0009602	XP_010455755.1, XP_010422288.1, XP_010432523.1	Ag066G5145800
