Orthogroup	Camelina_sativa	Arabidopsis_lyrata_NCBI
OG0006932	XP_010459045.1, XP_010496939.1, XP_010476603.1	XP_020866389.1
OG0006933	XP_010476622.1, XP_010497089.1, XP_010459068.1	XP_002890099.1
OG0006934	XP_010476632.1, XP_010459077.1, XP_010497118.1	XP_002892867.1
OG0006935	XP_010476669.1, XP_019099018.1, XP_010459115.1	XP_020866082.1
OG0006936	XP_010459118.1, XP_010497422.1, XP_010476680.1	XP_020868672.1
OG0006937	XP_019091006.1	XP_020867552.1
OG0006938	XP_010459155.1, XP_010476724.1, XP_010497691.1	XP_020867600.1
OG0006939	XP_010514518.1, XP_010502812.1, XP_010425588.1	XP_020881552.1
OG0006940	XP_010459237.1, XP_010498014.1, XP_010476817.1	XP_002892924.1
OG0006941	XP_010459244.1, XP_010476825.1, XP_010498021.1	XP_020867447.1
OG0006942	XP_010476862.1, XP_010459291.1, XP_010498064.1	XP_002890208.1
OG0006943	XP_010498077.1, XP_010476878.1, XP_010459312.1	XP_002890221.2
OG0006944	XP_010476919.1, XP_010459364.1, XP_010498133.1	XP_020869018.1
OG0006945	XP_010498141.1, XP_010476928.1, XP_010459374.1	XP_020867108.1
OG0006946	XP_010459393.1, XP_010498156.1, XP_010476944.1	XP_020866541.1
OG0006947	XP_010459394.1, XP_010476945.1, XP_010498158.1	XP_002892968.1
OG0006948	XP_010476947.1, XP_010459397.1, XP_010498161.1	XP_020866821.1
OG0006949	XP_010498175.1, XP_010459412.1, XP_010476959.1	XP_002890254.1
OG0006950	XP_010459446.1, XP_010498221.1, XP_010477011.1	XP_020869444.1
OG0006951	XP_010498239.1, XP_010477028.1, XP_010459467.1	XP_002890278.1
OG0006952	XP_010477041.1, XP_010459487.1, XP_010501515.2	XP_020869741.1
OG0006953	XP_010477090.1, XP_010459536.1, XP_010498295.1	XP_002890304.1
OG0006954	XP_010498333.1, XP_010477125.1	XP_020870042.1
OG0006955	XP_010498374.1, XP_010459622.1, XP_010477169.1	XP_020870089.1
OG0006956	XP_010459628.1, XP_010498379.1, XP_010477176.1	XP_020879687.1, XP_020870294.1
OG0006957	XP_010498445.1, XP_010459698.1, XP_010477245.1	XP_020869861.1
OG0006958	XP_010498496.1, XP_010477307.1, XP_010459748.1	XP_020866683.1
OG0006959	XP_010498523.1, XP_010477335.1, XP_010462813.2	XP_020870749.1
OG0006960	XP_010477346.1, XP_019090906.1, XP_010498533.1	XP_002890414.1
OG0006961	XP_010459798.1, XP_010477362.1, XP_010498557.1	XP_002890423.2
OG0006962	XP_010477404.1, XP_010498596.1, XP_010498597.1, XP_010459854.1	XP_002890441.1
OG0006963	XP_010496502.1, XP_010459858.1	XP_002893165.1
OG0006964	XP_010498639.1, XP_010477429.1, XP_010459904.1	XP_002893185.1
OG0006965	XP_010477437.1, XP_010459908.1, XP_010498647.1	XP_020869594.1
OG0006966	XP_010477440.1, XP_010459913.1, XP_010498649.1	XP_020870864.1
OG0006967	XP_010477458.1, XP_010459933.1, XP_010498669.1	XP_002890490.1
OG0006968	XP_010494587.1, XP_019088672.1	XP_002863522.1
OG0006969	XP_010435111.1, XP_010435112.1, XP_010440452.1, XP_010450027.1	XP_002870307.1
OG0006970	XP_010471186.1, XP_010428014.1, XP_010428012.1, XP_010415887.1	XP_002888847.2
OG0006971	XP_010415837.1, XP_010471137.1, XP_010427954.1	XP_020889860.1
OG0006972	XP_010415795.1, XP_010427915.1, XP_010471106.1	XP_002887343.1
OG0006973	XP_010470998.1, XP_010497793.1, XP_010512063.1, XP_010415668.1	XP_020890159.1
OG0006974	XP_010439083.1, XP_019088896.1, XP_010433812.1	XP_020873354.1
OG0006975	XP_010448604.1, XP_010439079.1, XP_010436409.2	XP_002869735.1
OG0006977	XP_010473538.1, XP_010430392.1, XP_010418318.1	XP_020865601.1
OG0006978	XP_010430381.1, XP_010473533.1, XP_010473532.1, XP_010418311.1	XP_020865977.1, XP_020871991.1
OG0006979	XP_010430300.1, XP_010418240.1, XP_010473464.1	XP_020865857.1
OG0006980	XP_010419457.1, XP_010430273.1, XP_010473447.1	XP_020890412.1
OG0006981	XP_010418145.1, XP_010473387.1, XP_010430192.1	XP_020890073.1
OG0006982	XP_010473370.1, XP_010418130.1, XP_010430175.1	XP_020890108.1
OG0006983	XP_019091731.1, XP_010478053.1, XP_010499203.1	XP_002893460.1
OG0006984	XP_010474562.1, XP_010418057.2, XP_010430099.2	XP_020890036.1
OG0006985	XP_010474416.1	XP_020890131.1
OG0006986	XP_010414752.1, XP_010470270.1	XP_002888245.1
OG0006987	XP_010418466.1, XP_010430533.1, XP_010473665.1	XP_020890618.1
OG0006988	XP_010513691.1	XP_002887260.1
OG0006989	XP_010430616.1, XP_010496629.1, XP_010473733.1	XP_002887868.1
OG0006990	XP_010436171.1, XP_010447108.1, XP_010441394.1	XP_002870592.1
OG0006991	XP_010441567.1, XP_010494839.1, XP_010481437.1	XP_020870568.1
OG0006992	XP_010441562.1, XP_010494843.1, XP_010481432.2	XP_002865173.1
OG0006993	XP_010481420.1, XP_010441553.1, XP_010495772.1	XP_002863392.1
OG0006994	XP_010481306.1, XP_010441438.1, XP_010494995.1	XP_020888209.1
OG0006995	XP_010441427.1, XP_010481289.1, XP_010495002.1, XP_010497798.1	XP_002865110.1
OG0006996	XP_019088723.1, XP_010495018.1, XP_010481265.1	XP_020887390.1
OG0006997	XP_010494508.1, XP_010441844.1, XP_010481731.1, XP_010481724.1	XP_020891054.1
OG0006998	XP_010455864.1, XP_010431438.1, XP_010422428.1	XP_002874841.1
OG0006999	XP_010433086.1, XP_010447844.1, XP_010438291.1	XP_002867403.1
OG0007000	XP_010447826.1, XP_010433075.1, XP_010438280.1	XP_002867397.1
OG0007001	XP_010461602.1, XP_010479213.1, XP_010500314.1	XP_002894090.1, XP_002891407.1
OG0007002	XP_010461616.1, XP_010479227.1, XP_010500323.1	XP_002891413.1
OG0007003	XP_010428501.1, XP_010416360.1, XP_019094180.1	XP_020891237.1
OG0007004	XP_010416357.1, XP_010471597.1, XP_010428496.1	XP_002889003.1
OG0007005	XP_010428487.1, XP_010471587.1, XP_010416348.1	XP_002888999.1
OG0007006	XP_010431781.1, XP_010436942.1, XP_010446354.1	XP_002866800.1
OG0007007	XP_010446403.1, XP_010436984.1, XP_010431838.1	XP_020872762.1
OG0007008	XP_010431869.1, XP_010437016.1, XP_010446436.1	XP_020874670.1
OG0007009	XP_010437062.1, XP_010431911.1, XP_010446486.1	XP_002866847.1
OG0007010	XP_010431912.1, XP_010437064.1, XP_010446487.1	XP_002868904.2
OG0007011	XP_010437141.1, XP_010446567.1	XP_002866909.1, XP_020872367.1
OG0007012	XP_010432030.1, XP_010437184.1, XP_010446622.1	XP_020874925.1
OG0007013	XP_010446645.1, XP_019086186.1, XP_010437205.1, XP_019086134.1	XP_020875165.1
OG0007014	XP_010432063.1, XP_010437233.1, XP_010446665.1	XP_002868991.1
OG0007015	XP_010432080.1, XP_019088980.1, XP_019087206.1	XP_002866965.2
OG0007016	XP_010432116.1, XP_010437290.1, XP_010446726.1	XP_020874858.1
OG0007017	XP_010432144.1, XP_010446753.1, XP_010437315.1	XP_002866995.1
OG0007018	XP_010446752.1, XP_010437314.1, XP_010432143.1	XP_002869026.1
OG0007019	XP_010446813.1, XP_010432189.1, XP_010437364.1	XP_002867029.1
OG0007020	XP_010432205.1, XP_010446845.1, XP_010437396.1	XP_020875306.1
OG0007021	XP_010432236.1, XP_010437430.1, XP_010446883.1	XP_020874957.1
OG0007022	XP_010437437.1, XP_010446888.1, XP_010432239.1	XP_020875053.1
OG0007023	XP_010446912.1, XP_010432272.1	XP_002867069.1
OG0007024	XP_010430161.1, XP_010418122.1, XP_010473361.1	XP_002888084.1
OG0007025	XP_010437520.1, XP_010432333.1, XP_010446977.1	XP_020875345.1
OG0007027	XP_010447013.1, XP_010437544.1, XP_010432359.1	XP_002867097.1
OG0007028	XP_010437560.1, XP_010432372.1, XP_010447027.1	XP_020872041.1
OG0007029	XP_010444967.1, XP_010436261.1, XP_010451049.1	XP_002869127.1
OG0007030	XP_010432385.1, XP_010447043.1	XP_020875245.1
OG0007031	XP_010432758.1, XP_010437939.1, XP_010447425.1	XP_002869288.1
OG0007032	XP_010432753.1, XP_010437936.1, XP_010447420.1	XP_020874339.1
OG0007033	XP_010432738.1, XP_010432741.1, XP_010432739.1, XP_010451087.1, XP_010437926.1	XP_002869285.1
OG0007034	XP_010432701.1, XP_019088631.1, XP_010447372.1	XP_020873929.1
OG0007035	XP_010437889.1, XP_010432694.1, XP_010447370.1	XP_020874675.1
OG0007036	XP_010437867.1, XP_019086197.1, XP_010447354.1	XP_020872497.1
OG0007037	XP_010437852.1, XP_010432661.1, XP_010447343.1	XP_002869242.1
OG0007038	XP_010509831.1, XP_010413807.1, XP_010469425.1	XP_002879472.1
OG0007039	XP_010417373.1, XP_010472622.1, XP_010429612.1	XP_020883194.1
OG0007040	XP_010432617.1, XP_010437807.1, XP_010447291.1	XP_020872316.1
OG0007042	XP_010437748.1, XP_010447223.1, XP_010432546.1	XP_020872810.1
OG0007043	XP_010467167.1, XP_010413779.1, XP_010496029.1	XP_002885852.1
OG0007044	XP_010437734.1, XP_010432529.1	XP_002867164.1
OG0007045	XP_010437724.1, XP_019089284.1, XP_010432518.1	XP_020872573.1
OG0007046	XP_010437703.1, XP_010447177.1, XP_010432498.1	XP_002869186.1
OG0007047	XP_010437697.1, XP_010447172.1, XP_010432494.1	XP_020874428.1
OG0007048	XP_019089292.1, XP_019088159.1, XP_019086628.1	XP_002869181.2
OG0007049	XP_010437670.1, XP_010447146.1, XP_019086546.1	XP_002869176.1
OG0007050	XP_010447138.1, XP_010432460.1, XP_010437667.1	XP_020875287.1
OG0007051	XP_010447450.1, XP_010432782.1, XP_010437964.1	XP_020873212.1
OG0007052	XP_010447459.1, XP_010437971.1, XP_010432788.1	XP_020872815.1
OG0007053	XP_010438053.1, XP_010432876.1, XP_010447583.1	XP_020875642.1
OG0007054	XP_010438052.1, XP_010432878.1, XP_019089694.1	XP_002867305.1
OG0007055	XP_010447613.1, XP_010445037.2, XP_010436315.1	XP_020875696.1
OG0007056	XP_010432905.1, XP_010447617.1, XP_010438080.1	XP_020873214.1
OG0007057	XP_010447637.1, XP_010432919.1	XP_020872912.1
OG0007058	XP_010447640.1, XP_010438104.1, XP_010432925.1	XP_020873957.1
OG0007059	XP_010447670.1, XP_010432944.1	XP_020872116.1
OG0007060	XP_010468437.1, XP_010488461.1	XP_002883465.1
OG0007061	XP_010466806.1, XP_010513313.1, XP_010488514.1	XP_002883508.1
OG0007062	XP_010471281.1, XP_010416007.1, XP_010428142.1	XP_002888882.2
OG0007063	XP_010471263.1, XP_010415981.1, XP_010428119.2	XP_020890571.1
OG0007064	XP_010428085.1, XP_010414840.1, XP_010471240.1	XP_020889937.1
OG0007065	XP_010477637.1, XP_010460130.1, XP_010498850.1	XP_020869495.1
OG0007066	XP_010460140.1, XP_010498864.1, XP_010477647.1	XP_020869255.1
OG0007067	XP_010477748.1, XP_010498953.1, XP_010460205.1	XP_002890615.1
OG0007068	XP_010417371.1, XP_010472620.2, XP_010429609.1	XP_002880726.1
OG0007069	XP_010456104.1, XP_010422669.1, XP_010428974.1	XP_002872868.2
OG0007070	XP_010456151.1, XP_010422713.1, XP_010428375.1	XP_002874976.2
OG0007071	XP_019090180.1, XP_010428132.1, XP_010422733.1	XP_002872926.1
OG0007072	XP_010422750.1, XP_010456190.1	XP_020879449.1
OG0007073	XP_019084424.1, XP_010456213.1, XP_010427775.1	XP_002872909.2
OG0007074	XP_010456231.1, XP_010427558.1, XP_010422798.1	XP_020878700.1
OG0007075	XP_019085043.1, XP_010419620.1	XP_020878862.1
OG0007076	XP_010426737.1, XP_010496906.2, XP_010456310.1, XP_010424034.1	XP_020879138.1
OG0007077	XP_010500191.1, XP_010461477.1, XP_010479077.1, XP_010456331.1, XP_010419528.1, XP_010426491.1	XP_020878532.1
OG0007078	XP_019100999.1, XP_010497301.1, XP_010506001.1, XP_010517709.2	XP_002881814.1
OG0007079	XP_010499172.1, XP_019098541.1, XP_010478016.1, XP_019091669.1, XP_019098597.1	XP_020866849.1
OG0007080	XP_010448596.1, XP_010439072.1, XP_010436408.1	XP_020873253.1
OG0007081	XP_010433257.1, XP_010438499.1, XP_010448023.1	XP_020872099.1
OG0007082	XP_010457241.1, XP_010501285.2, XP_010480318.1	XP_020868823.1
OG0007083	XP_010495595.2, XP_010458842.1, XP_010476409.1	XP_002892774.1
OG0007084	XP_019097837.1, XP_019095099.1, XP_019091510.1	XP_020870053.1
OG0007085	XP_010476888.1, XP_010459327.1, XP_019095327.1	XP_020869347.1
OG0007086	XP_019091208.1	XP_020870030.1
OG0007086	XP_019095451.1, XP_019091038.1, XP_019094439.1	XP_020870127.1
OG0007087	XP_010499023.1, XP_010460291.1, XP_010477843.1	XP_002893394.1
OG0007088	XP_019091246.1, XP_019091247.1, XP_010477993.1, XP_019097243.1	XP_020870569.1
OG0007089	XP_010478020.1, XP_010460458.1, XP_010499175.1	XP_002893450.1
OG0007090	XP_010460480.1, XP_010478048.1, XP_010499195.1	XP_002890717.1
OG0007093	XP_010428135.1, XP_010415999.1	XP_020891360.1
OG0007094	XP_010466754.1, XP_010488468.2	XP_002883469.1
OG0007094	XP_019092254.1, XP_010420617.1, XP_010420631.1, XP_010487975.1	XP_002885442.1, XP_020882734.1
OG0007095	XP_019096511.1	XP_002886002.1
OG0007095	XP_019085788.1, XP_019093655.1	XP_002878847.1
OG0007096	XP_010424857.1, XP_010513837.1, XP_010502086.1	XP_020882297.1
OG0007097	XP_010502460.1, XP_010425231.1, XP_010514200.1	XP_002875280.1
OG0007098	XP_010425696.1, XP_010514620.1, XP_010502912.1	XP_020881677.1
OG0007099	XP_010514674.1, XP_010425772.1, XP_010502999.1	XP_002875532.1
OG0007100	XP_010496866.1, XP_010507163.1, XP_010412507.1	XP_002875645.2
OG0007101	XP_019085742.1, XP_019099847.1	XP_002875806.1, XP_002875805.1
OG0007102	XP_010503925.1, XP_010515658.1, XP_010426807.1	XP_002876125.1
OG0007103	XP_010426954.1, XP_010504075.1, XP_010412750.1	XP_020881135.1
OG0007105	XP_010454104.1, XP_010492866.1, XP_010420624.1	XP_020878766.1
OG0007106	XP_010495399.1, XP_010493961.1, XP_010493458.1, XP_010493960.1, XP_010424370.1, XP_010421537.1, XP_010493934.1	XP_002872237.1
OG0007107	XP_010455348.1, XP_010421856.1	XP_002874578.1
OG0007107	XP_010438342.1, XP_010455347.1, XP_010421855.1	XP_020876310.1
OG0007108	XP_010434174.1, XP_010455590.1, XP_019084736.1	XP_002872624.1
OG0007110	XP_010433561.1, XP_010448331.1, XP_010438808.1	XP_002869631.1
OG0007111	XP_010433945.1, XP_010451250.1, XP_010448778.1	XP_020873849.1
OG0007112	XP_010436489.1, XP_019089107.1, XP_010445284.1	XP_020874538.1
OG0007113	XP_019089142.1	XP_020872129.1
OG0007114	XP_019087764.1, XP_010494807.1	XP_020871554.1
OG0007114	XP_019095555.1, XP_019087762.1, XP_019087556.1	XP_002863402.2
OG0007115	XP_010493639.1, XP_010482071.1, XP_010442245.1	XP_002865623.1, XP_020871395.1
OG0007116	XP_010440359.1, XP_010482202.1, XP_010442383.1	XP_002863975.1
OG0007118	XP_010513288.1, XP_019084263.1, XP_010473993.1, XP_010451887.1	XP_020871416.1
OG0007128	XP_010413180.1, XP_010513800.1, XP_010473748.1	XP_002876714.1
OG0007129	XP_010433946.1, XP_010448779.1	XP_002867733.1
OG0007130	XP_010446867.1, XP_010482847.1, XP_010443016.1	XP_002864328.1
OG0007131	XP_010444216.2, XP_010484056.1, XP_010460084.1	XP_020871760.1
OG0007132	XP_010515164.1, XP_010503477.1, XP_010426341.1	XP_002875905.1
OG0007133	XP_010503467.1, XP_010426330.1, XP_010515157.1	XP_020880375.1
OG0007134	XP_010515135.1, XP_010515137.1, XP_010503447.1, XP_010426292.1	XP_002875887.1
OG0007135	XP_010515107.1, XP_010503410.1, XP_010426265.1	XP_002877585.1
OG0007136	XP_010515102.1, XP_010507287.1, XP_010426255.1	XP_002877582.1
OG0007137	XP_010502058.1, XP_010424843.1, XP_010496936.1, XP_010513812.1	XP_002875060.1
OG0007138	XP_010424862.1, XP_010502092.1, XP_010513840.1	XP_020882525.1
OG0007139	XP_019089552.1, XP_019086696.1, XP_010447838.1, XP_010438286.1	XP_020875255.1
OG0007140	XP_010513900.1, XP_010424945.1, XP_010502152.1	XP_020882316.1
OG0007141	XP_019101787.1, XP_010513986.1, XP_010513988.1, XP_010513985.1, XP_010424995.1, XP_010502230.1	XP_020881075.1
OG0007142	XP_010505385.1, XP_010517065.1, XP_010509268.1	XP_002879712.1
OG0007143	XP_010494856.1, XP_010481419.1, XP_010441551.1	XP_020869647.1
OG0007144	XP_010416782.1, XP_010428929.1, XP_010472019.1	XP_020890356.1
OG0007145	XP_019085555.1, XP_010492733.1, XP_010453974.1, XP_010420501.1	XP_002873846.1
OG0007146	XP_010420496.1, XP_010492726.1, XP_010453966.1	XP_002873841.1
OG0007147	XP_010453941.1, XP_010492700.1, XP_010420469.1	XP_002871767.1
OG0007148	XP_010420464.1, XP_010453937.1, XP_010492696.1	XP_002873828.1
OG0007149	XP_010492671.1, XP_010453910.1, XP_010420434.1	XP_020876528.1
OG0007150	XP_010453902.1, XP_010420426.1, XP_010492660.1	XP_020878886.1
OG0007151	XP_010492628.1, XP_010420403.1	XP_002871744.1
OG0007152	XP_010453844.1, XP_010492603.1, XP_010420379.1	XP_020879326.1
OG0007153	XP_010424128.1, XP_010453823.1, XP_010492571.1	XP_002871726.1
OG0007154	XP_010420358.1, XP_010453822.1, XP_010495229.1	XP_002868800.1
OG0007155	XP_010420348.1, XP_010492564.1, XP_010453817.1	XP_002871722.1
OG0007156	XP_010453805.1, XP_010492553.2, XP_010424120.2	XP_020878626.1
OG0007157	XP_010495221.1, XP_010453790.1, XP_010492513.2, XP_010420317.1	XP_020878122.1
OG0007158	XP_010492491.1, XP_010453765.1, XP_010420291.1	XP_020878877.1
OG0007159	XP_010513023.1, XP_010516865.1, XP_010505191.1	XP_002879612.1
OG0007160	XP_010420258.1, XP_010492430.1, XP_010453729.1	XP_020876571.1
OG0007161	XP_010492422.1, XP_010420249.1, XP_010453717.1	XP_002871682.1
OG0007162	XP_019090431.1, XP_019084191.1, XP_010492398.1	XP_002873731.1
OG0007163	XP_010420218.1, XP_010453692.1, XP_010492396.1	XP_002871669.1
OG0007164	XP_010492350.1, XP_010453653.1, XP_010420181.1	XP_020878765.1
OG0007165	XP_010492323.1, XP_019083815.1, XP_010453632.1	XP_020876792.1
OG0007166	XP_010424099.1, XP_010453624.1, XP_010492316.1	XP_020878025.1
OG0007167	XP_010453622.1, XP_010420140.1, XP_010492315.1	XP_002873698.1
OG0007168	XP_010453619.1, XP_010492309.1, XP_010420138.1	XP_020879130.1
OG0007169	XP_010492300.1, XP_010420131.1, XP_010453612.1	XP_002873692.1
OG0007170	XP_010492291.1, XP_019084715.1, XP_010453604.1	XP_002873688.1
OG0007172	XP_010436890.1, XP_010421973.1, XP_019090309.1	XP_020879488.1
OG0007173	XP_010453542.1, XP_010420054.1, XP_010492225.1	XP_020878248.1
OG0007174	XP_010453541.1, XP_010492224.1, XP_010420052.1	XP_020878247.1
OG0007175	XP_010453539.1, XP_010420049.1, XP_010492221.1	XP_020876332.1
OG0007176	XP_019083805.1, XP_010453524.1, XP_019097617.1	XP_020877069.1
OG0007177	XP_010492196.1, XP_010420026.1, XP_010453514.1, XP_019090048.1	XP_020877914.1
OG0007178	XP_010453509.1, XP_010492191.1, XP_010420023.1	XP_020877908.1
OG0007179	XP_010453506.1, XP_010420022.1, XP_010420021.1, XP_010492188.1	XP_002871595.1
OG0007180	XP_010492186.1, XP_010453503.1, XP_010420018.1	XP_020875817.1
OG0007181	XP_010453502.2, XP_010420016.1, XP_010492182.1	XP_020875818.1
OG0007182	XP_010456524.1, XP_010420014.1, XP_010492180.1	XP_020877432.1
OG0007183	XP_010419981.1, XP_010453476.1, XP_010492153.1	XP_020879552.1
OG0007184	XP_010419969.1, XP_010492147.1, XP_010453467.1	XP_020877241.1
OG0007185	XP_010492145.1, XP_010453465.1, XP_010419968.1	XP_002873624.1
OG0007186	XP_010419958.1, XP_010492133.1, XP_010453453.1	XP_002871578.1
OG0007187	XP_010419957.2, XP_010492131.1, XP_010453452.1	XP_020876535.1
OG0007188	XP_019087607.1, XP_019087452.1, XP_010440246.1, XP_010445967.2, XP_010440254.1	XP_002863949.1, XP_020890504.1
OG0007189	XP_010453436.1, XP_010419942.1, XP_010492118.1	XP_020879227.1
OG0007190	XP_010419939.1, XP_010453431.1, XP_010419938.1, XP_010492112.1	XP_002871572.1
OG0007191	XP_010453429.1, XP_010419932.1, XP_010492110.1	XP_020876670.1
OG0007192	XP_010419915.1, XP_010492090.1, XP_010453411.1	XP_020877586.1
OG0007193	XP_010453391.1, XP_010492078.1, XP_010419904.1	XP_020878060.1
OG0007194	XP_010483051.1, XP_010443221.1, XP_019092171.1	XP_020890087.1
OG0007195	XP_010453363.1, XP_010419873.1, XP_010492050.1	XP_002873597.2
OG0007196	XP_010492044.1, XP_010453360.1, XP_010419868.1	XP_020877357.1
OG0007197	XP_010419827.1, XP_010491998.1, XP_010453307.1	XP_002873568.1
OG0007198	XP_010491967.1, XP_019083783.1, XP_010453274.1	XP_020876518.1
OG0007199	XP_010419788.1, XP_010453268.1	XP_020878594.1
OG0007200	XP_010419775.1, XP_010491947.1, XP_010453257.1	XP_020878317.1
OG0007201	XP_019085439.1, XP_010514648.1, XP_019099629.1	XP_020882324.1
OG0007202	XP_010453227.1, XP_010491922.1, XP_019084179.1	XP_002871498.1
OG0007203	XP_010419720.1, XP_010453192.1, XP_010491882.1	XP_002873516.1
OG0007204	XP_019097704.1, XP_010419714.1	XP_002873513.1
OG0007205	XP_010433800.1, XP_010439069.1, XP_010448591.1	XP_020873560.1
OG0007206	XP_010491858.1, XP_010419691.1, XP_010453178.1	XP_002871470.1
OG0007207	XP_010491744.1, XP_010453101.1, XP_010422821.1	XP_002871431.1
OG0007208	XP_010453093.1, XP_010422827.1, XP_010491734.1	XP_002871427.1
OG0007209	XP_010442237.1, XP_010493628.1, XP_010482066.1	XP_002865614.1
OG0007210	XP_010453075.1, XP_010491720.1, XP_010422836.1	XP_002873462.1
OG0007211	XP_010453059.1, XP_010422856.1, XP_010491697.1	XP_002873450.1
OG0007212	XP_010422883.1, XP_010453040.1, XP_010491670.1	XP_002871407.1
OG0007213	XP_010491667.1, XP_010453035.1, XP_010422886.1	XP_020878016.1
OG0007214	XP_010453023.1, XP_010422900.1, XP_010491657.1	XP_020879335.1
OG0007215	XP_010422933.1, XP_010452986.1, XP_010491628.1	XP_020878436.1
OG0007216	XP_010452948.1	XP_002871374.1
OG0007217	XP_010423017.1, XP_010452904.1, XP_010491544.1	XP_002871365.1
OG0007218	XP_019098081.1, XP_019090258.1, XP_010423041.1	XP_002873374.1
OG0007219	XP_010423057.1, XP_010452864.1, XP_010491498.1	XP_020877629.1
OG0007220	XP_010491463.1, XP_010423107.1	XP_002871319.1
OG0007221	XP_010423126.1, XP_010491441.1, XP_010452794.1	XP_002873345.1
OG0007222	XP_010491437.1, XP_010423130.1, XP_010452791.1	XP_002871309.1
OG0007223	XP_010452759.1, XP_010423159.1, XP_010491410.1	XP_020876615.1
OG0007224	XP_010430485.1, XP_010422521.1, XP_010455936.1	XP_020876390.1
OG0007225	XP_010430668.1, XP_019084156.1, XP_019090608.1	XP_002872798.1
OG0007226	XP_010422503.2, XP_019089073.1	XP_020876356.1
OG0007227	XP_010430780.1, XP_010422489.1	XP_020876449.1
OG0007228	XP_010433694.1, XP_010438929.1, XP_010448484.1	XP_002869691.1
