Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0011356	XP_010415470.1	jg2414
OG0011357	XP_010482120.1, XP_010493704.1, XP_010442310.1	jg21430
OG0011358	XP_010413128.1, XP_010467607.1, XP_010489499.1	jg27948
OG0011359	XP_010490425.1, XP_010467609.1, XP_010413119.1	jg27951
OG0011360	XP_010413908.1, XP_019096948.1, XP_010467613.1	jg27954
OG0011361	XP_010414081.1, XP_010467634.1	jg27982
OG0011362	XP_010467640.1, XP_010489530.1, XP_010489531.1, XP_010414122.1	jg27984
OG0011363	XP_010489539.1, XP_010467646.1, XP_010414224.1	jg27996
OG0011364	XP_010467651.1, XP_010489544.1, XP_010414258.1	jg28000
OG0011365	XP_010489552.1, XP_010414353.1, XP_010467665.1	jg28009
OG0011366	XP_010467684.1, XP_010489560.1, XP_010414421.1	jg28020
OG0011367	XP_010414560.1, XP_010489577.1, XP_010467697.1, XP_010467698.1	jg28042
OG0011368	XP_019096552.1, XP_010414828.1	jg28066
OG0011369	XP_010467731.1, XP_010489612.1, XP_010414851.1	jg28068
OG0011370	XP_010490405.1, XP_010414982.1, XP_010468750.1	jg28085
OG0011371	XP_010489454.1, XP_010415018.1, XP_010467742.1	jg28092
OG0011372	XP_010425656.1, XP_010489484.1, XP_010468807.1	jg28124
OG0011373	XP_010467892.1, XP_010489479.1, XP_010415380.1	jg28130
OG0011374	XP_010467897.1, XP_010415434.1	jg28135
OG0011375	XP_010495932.1, XP_010489144.1, XP_010416800.2	jg28160
OG0011376	XP_010416642.1, XP_010467926.1, XP_010489129.1	jg28174
OG0011377	XP_010467925.1, XP_010489128.1, XP_010416640.1	jg28175
OG0011378	XP_010505891.1, XP_010508741.1, XP_010517612.1	jg19401
OG0011379	XP_010505852.1, XP_010508786.1, XP_019082302.1	jg19369
OG0011380	XP_010508791.1, XP_010505846.1	jg19356
OG0011381	XP_010517529.1, XP_010508795.1, XP_010505843.1	jg19354
OG0011383	XP_010505823.1, XP_010508819.1, XP_010412971.2	jg19334
OG0011384	XP_010508872.1, XP_010505766.1, XP_010517458.1	jg19297
OG0011385	XP_010508876.1, XP_010517453.1, XP_010505763.1	jg19291
OG0011386	XP_010508895.1, XP_010505744.1, XP_010517435.1	jg19268
OG0011387	XP_010517386.1, XP_010505701.1, XP_010508935.1	jg19235
OG0011389	XP_010508989.1, XP_010517325.1	jg19192
OG0011390	XP_019095386.1, XP_019091174.1, XP_019087173.1	jg21909
OG0011391	XP_010505592.1, XP_010509041.1, XP_010517262.1	jg19128
OG0011392	XP_010505570.1, XP_010509074.1, XP_010517242.1	jg19090
OG0011393	XP_010505569.1, XP_010509076.1, XP_010517241.1	jg19089
OG0011394	XP_010505553.1, XP_019102531.1, XP_010509093.1	jg19080
OG0011395	XP_010509097.1, XP_010505546.1, XP_010517216.1	jg19075
OG0011396	XP_010492547.1, XP_019089859.1, XP_019089860.1, XP_019090353.1, XP_010492552.1, XP_019090036.1, XP_010492550.1, XP_019089861.1, XP_010492551.1, XP_010492544.1	jg5470
OG0011397	XP_010441265.1, XP_010436042.1, XP_010450577.1	jg12722
OG0011398	XP_010509130.1, XP_010507613.1, XP_010412928.1	jg19036
OG0011399	XP_010429669.1, XP_010417440.1, XP_010474474.1	jg17360
OG0011400	XP_010427156.1, XP_010517135.1, XP_010505464.1, XP_010509114.1	jg19024
OG0011401	XP_010517128.1, XP_010517129.1, XP_010505459.1, XP_010509184.1	jg19012
OG0011402	XP_010488756.1, XP_010467064.1, XP_010412572.1	jg27042
OG0011403	XP_010517102.1, XP_010509218.1	jg18987, jg18985
OG0011404	XP_010505418.1, XP_010517091.1, XP_010509229.1	jg18976
OG0011405	XP_010517090.1, XP_010505417.1, XP_010509230.1	jg18975
OG0011406	XP_010517083.1, XP_010509238.1, XP_010505410.1	jg18966
OG0011407	XP_010517069.1, XP_010505389.1, XP_010509261.1	jg18955
OG0011408	XP_010517037.1, XP_010505361.1	jg18923
OG0011409	XP_019100481.1, XP_010517026.1, XP_010509319.1	jg18913
OG0011410	XP_010516986.1, XP_010505304.1, XP_010509359.1	jg18875
OG0011411	XP_010509377.1, XP_010505279.1, XP_010516961.1	jg18860
OG0011412	XP_010505249.1, XP_010516935.1, XP_010509408.1	jg18841
OG0011413	XP_010496154.1, XP_010455721.1, XP_010433103.1	jg7678
OG0011414	XP_010432866.1, XP_010422267.1, XP_010496178.1	jg7697
OG0011415	XP_010422322.1, XP_010455788.1, XP_010432109.1	jg7739
OG0011416	XP_010432065.1, XP_019090244.1, XP_010422326.1	jg7744
OG0011417	XP_010455809.1, XP_019089346.1	jg7747
OG0011418	XP_010422175.1, XP_010455639.1, XP_010433799.1	jg7607
OG0011419	XP_010455633.1, XP_010433874.1	jg7602
OG0011420	XP_010422150.1, XP_010455619.1, XP_010433965.1	jg7599
OG0011421	XP_010424551.1, XP_010422153.1, XP_010455614.1	jg7598
OG0011422	XP_010455609.1, XP_010434047.1, XP_010422146.1	jg7589
OG0011423	XP_010422190.1, XP_010455665.1, XP_010433651.1	jg7629
OG0011424	XP_010472094.1, XP_010429010.1, XP_010416859.1	jg16519
OG0011425	XP_010429012.1, XP_010416860.1	jg16520
OG0011426	XP_010429062.1, XP_010416897.1, XP_019094130.1, XP_010497521.1	jg16567
OG0011427	XP_010416924.2, XP_010472164.1	jg16583
OG0011428	XP_019085073.1, XP_019093024.1	jg16588
OG0011429	XP_010472204.1, XP_010429122.1, XP_019093531.1, XP_010416966.1	jg16635
OG0011430	XP_019085718.1, XP_019082867.1, XP_019093532.1	jg16639
OG0011431	XP_010417045.1, XP_010472284.1, XP_010429220.1	jg16723
OG0011432	XP_010419289.1, XP_010429320.1, XP_010472368.1	jg16834
OG0011433	XP_010472430.1, XP_010417176.1, XP_010429397.1	jg16904
OG0011434	XP_019098607.1, XP_019085133.1, XP_010474458.1	jg17094
OG0011435	XP_010474461.1, XP_019085652.1, XP_010417308.1	jg17111
OG0011436	XP_010417284.1, XP_010429510.1, XP_010472522.1	jg17067
OG0011437	XP_010429483.1, XP_010417250.1, XP_010474449.2	jg17029
OG0011438	XP_010417189.1	jg16919
OG0011439	XP_010499217.1, XP_010460496.1, XP_010478073.1	jg31266
OG0011440	XP_010478069.1, XP_010460495.1	jg31265
OG0011441	XP_010461414.1, XP_010500116.1, XP_010479019.1	jg32535
OG0011442	XP_010500143.1, XP_010479048.1	jg32620
OG0011443	XP_010461445.1, XP_010500152.1, XP_010479053.1	jg32639
OG0011444	XP_010479054.1, XP_010500153.1, XP_010461446.2	jg32640
OG0011445	XP_010478963.1, XP_010500079.1, XP_010497692.1, XP_010501808.1, XP_010461364.1	jg32327
OG0011446	XP_010461358.1, XP_010500077.1, XP_010511131.1	jg32299
OG0011447	XP_010432737.1, XP_010447407.1, XP_010445012.1	jg9162
OG0011448	XP_010500013.1, XP_010461290.1, XP_010496598.1	jg32171
OG0011449	XP_010461287.1, XP_010500011.1, XP_010478920.1	jg32165
OG0011450	XP_010461257.1, XP_010499975.1, XP_010478861.1	jg32105
OG0011451	XP_010499972.1, XP_010463128.1, XP_010478858.1	jg32104
OG0011452	XP_010478828.2, XP_010461237.1, XP_010499950.1	jg32088
OG0011453	XP_010499918.1, XP_010461199.1, XP_010478808.1	jg32037
OG0011454	XP_010461194.1, XP_010499910.1, XP_010478788.1	jg32024
OG0011455	XP_010478774.1, XP_010461182.1, XP_010499899.1	jg32399
OG0011456	XP_010478756.1, XP_010461163.1, XP_010499875.1	jg31983
OG0011457	XP_010455359.1, XP_010421874.1, XP_010438131.1	jg7283
OG0011458	XP_010421744.1, XP_010455256.1, XP_010436461.1, XP_010436447.1	jg7060
OG0011459	XP_019090658.1, XP_019089873.1, XP_010421806.2	jg7204
OG0011460	XP_010455313.1, XP_010421820.1, XP_010436077.1	jg7216
OG0011461	XP_010437690.1, XP_010421916.1, XP_010455396.1	jg7338
OG0011462	XP_010455441.1, XP_010421961.1	jg7390
OG0011463	XP_010436872.1, XP_010455456.1, XP_010421976.1	jg7413
OG0011464	XP_010455468.1, XP_010422000.1, XP_010436773.1	jg7428
OG0011465	XP_010422007.1, XP_010436694.1	jg7435
OG0011466	XP_010422049.1, XP_010435520.1, XP_019090394.1	jg7472
OG0011467	XP_010434986.1, XP_010422093.1, XP_010455546.1	jg7507
OG0011468	XP_010434947.1, XP_010422094.1, XP_010455548.1	jg7508
OG0011470	XP_010420708.1, XP_010492965.1, XP_010456589.2	jg5768
OG0011472	XP_010492988.1, XP_010454204.1	jg5791
OG0011473	XP_010455004.1, XP_010493911.1, XP_010421512.1	jg6548
OG0011474	XP_010455070.1, XP_010493958.1, XP_019084267.1	jg6593
OG0011475	XP_010421589.1, XP_019090014.1, XP_010495539.1	jg6639
OG0011476	XP_010494007.1, XP_010421607.2, XP_010455119.1	jg6655
OG0011477	XP_010494012.1, XP_010455127.1, XP_010421634.1	jg6659
OG0011478	XP_010494030.1, XP_010455143.1, XP_010421647.1	jg6681
OG0011479	XP_010494032.1, XP_010455147.1	jg6682
OG0011480	XP_010494055.1, XP_019090043.1	jg6715
OG0011481	XP_010455171.1, XP_010494089.1, XP_010421687.1	jg6775
OG0011482	XP_010467943.1, XP_010489105.1, XP_010416371.1	jg28216
OG0011483	XP_010489087.1	jg28230
OG0011484	XP_010416057.1, XP_010489075.1, XP_010495918.1	jg28236, jg30744
OG0011485	XP_010467835.1, XP_010415869.1, XP_010489049.1	jg28253
OG0011486	XP_010442597.1, XP_010482443.1, XP_010426304.1	jg21774
OG0011488	XP_019092954.1, XP_019098968.1, XP_019096749.1	jg28277
OG0011489	XP_010467798.1, XP_010489019.1, XP_010415523.1	jg28278
OG0011490	XP_010467782.1, XP_010489008.1	jg28289
OG0011491	XP_010474973.1, XP_010467763.1, XP_010488987.1	jg28314
OG0011492	XP_010507805.1, XP_010497019.1	jg20230
OG0011493	XP_010518527.1, XP_010507812.1	jg20227
OG0011494	XP_010497142.1, XP_010507815.1	jg20224
OG0011495	XP_010518518.1, XP_010506847.1	jg20214
OG0011496	XP_010518489.1, XP_010507859.1	jg20188
OG0011498	XP_010452587.1, XP_010518454.1, XP_010506786.1, XP_010507883.1	jg20163
OG0011499	XP_010518447.1, XP_010507887.1	jg20159
OG0011500	XP_010518437.1, XP_010507894.1, XP_010506775.1	jg20151
OG0011501	XP_010413102.1, XP_010507896.1	jg20148
OG0011502	XP_010506764.1, XP_010507907.1, XP_010518424.1	jg20141
OG0011504	XP_019082437.1, XP_010506719.1, XP_010507945.1	jg20105
OG0011505	XP_010507974.1, XP_010518355.1	jg20083
OG0011507	XP_010506666.1, XP_010518331.1, XP_010507999.1	jg20062
OG0011508	XP_010512828.1, XP_010508056.1, XP_010506616.1, XP_010518285.1	jg20019
OG0011509	XP_010518278.1, XP_010506613.1, XP_010508060.1	jg20014
OG0011510	XP_010506569.1, XP_010518232.1, XP_010508097.1	jg19987
OG0011511	XP_010518230.1, XP_010506566.1, XP_010508100.1	jg19984
OG0011512	XP_010518218.1, XP_010508109.1	jg19975
OG0011513	XP_010518186.1, XP_010506542.1, XP_010508132.1	jg19959
OG0011514	XP_010508168.1, XP_010518162.1, XP_010506489.1	jg19938
OG0011515	XP_010508177.1, XP_010506480.1, XP_010518157.1	jg19929
OG0011516	XP_010518068.1, XP_010506393.1, XP_010508271.1	jg19820
OG0011517	XP_010508285.1, XP_010518049.1, XP_010506379.1	jg19807
OG0011519	XP_010517978.1, XP_010413043.1, XP_010506300.1, XP_010508353.1	jg19745
OG0011520	XP_010508377.1, XP_010506275.1, XP_010517956.1	jg19723
OG0011521	XP_010508379.1, XP_010517954.1, XP_010506279.1	jg19722
OG0011522	XP_019101982.1, XP_010506180.1, XP_010508456.1	jg19647
OG0011523	XP_010517874.1, XP_010506178.1, XP_010508464.1	jg19645
OG0011524	XP_010517865.1, XP_019100593.1, XP_010508468.1	jg19637
OG0011525	XP_010508470.1, XP_010517864.1, XP_010506169.1	jg19636
OG0011526	XP_010517861.1, XP_010508473.1, XP_010506166.1	jg19632
OG0011527	XP_010517859.1, XP_010506162.1	jg19630
OG0011528	XP_010506148.1, XP_010517846.1, XP_010508491.1	jg19619
OG0011529	XP_010508504.1, XP_010517845.1, XP_010506140.1	jg19615
OG0011530	XP_010516730.1, XP_010467370.1	jg28305
OG0011531	XP_010506109.1, XP_010517812.1, XP_010508536.1	jg19587
OG0011532	XP_010508612.1, XP_010517723.1, XP_010506016.1	jg19512
OG0011533	XP_010508622.1, XP_019100569.1, XP_010517716.1	jg19505
OG0011534	XP_010508677.1, XP_010517668.1, XP_010505966.1	jg19461
OG0011535	XP_010413006.1, XP_019100723.1, XP_010508662.1, XP_019101222.1, XP_010505980.1	jg19464
OG0011536	XP_010517678.1, XP_010505981.1, XP_010508660.1, XP_019100724.1	jg19465
OG0011537	XP_010505973.1, XP_019082321.1, XP_010508669.1	jg19477
OG0011538	XP_010508694.1, XP_010505949.1, XP_010517656.1	jg19448
OG0011539	XP_010517651.1, XP_010505941.1, XP_010508698.1	jg19443
OG0011540	XP_010505937.1, XP_010508702.1	jg19440
OG0011541	XP_010505936.1, XP_010517647.1, XP_010508707.1	jg19439
OG0011542	XP_010508715.1, XP_010517641.1	jg19434
OG0011543	XP_010505921.1, XP_010517632.1, XP_010508721.1	jg19425
OG0011544	XP_010441468.1, XP_010481334.1, XP_010495816.1	jg20304
OG0011545	XP_010441469.1, XP_010494968.1, XP_019095781.1	jg20305
OG0011545	XP_019095477.1	jg20306
OG0011546	XP_010484734.1, XP_010481337.1, XP_010441471.1	jg20307
OG0011547	XP_010441472.1, XP_010484735.1, XP_019098048.1	jg20308
OG0011548	XP_010494929.1, XP_010441503.1, XP_010481368.1	jg20348
OG0011549	XP_010463551.1, XP_010485520.1	jg23978
OG0011550	XP_010485534.1, XP_010423080.1, XP_010463568.1	jg23989
OG0011551	XP_010424077.1, XP_010463573.1	jg23990
OG0011553	XP_010463608.1, XP_010485452.1, XP_010450307.1	jg24021
OG0011554	XP_019096309.1	jg24032
OG0011555	XP_010489649.1, XP_010463706.1	jg24103
OG0011556	XP_010506711.1, XP_010485648.1, XP_010463761.1	jg24144
OG0011557	XP_010463768.1, XP_010485658.1, XP_010507566.1	jg24153
OG0011558	XP_010463813.1, XP_010485704.1	jg24208
OG0011559	XP_019099651.1, XP_010485712.1, XP_010463822.1	jg24213
OG0011560	XP_010463835.1, XP_010485728.1, XP_010513804.1	jg24224
OG0011561	XP_010463844.1, XP_010514675.1, XP_010485740.1	jg24233
OG0011562	XP_010463873.1, XP_010485772.1, XP_010517592.1	jg24264
OG0011563	XP_010485789.1, XP_010412782.1, XP_010463889.1	jg24284
OG0011564	XP_010485795.1, XP_010463898.1, XP_010413233.1	jg24301
OG0011565	XP_010463906.1, XP_010413520.1	jg24308
OG0011566	XP_010415376.1, XP_010463925.1	jg24321
OG0011567	XP_010485851.1, XP_010417718.1, XP_010463952.1	jg24351
OG0011568	XP_010463958.1, XP_010485854.2, XP_010418051.1	jg24354
OG0011569	XP_010463968.1, XP_010485865.1, XP_010417695.1	jg24370
OG0011570	XP_010485923.1, XP_010464029.1, XP_010424290.1	jg24415
OG0011571	XP_010424413.1, XP_010485942.1, XP_010464034.1	jg24417
OG0011572	XP_010426521.1, XP_010485980.1, XP_010464063.1	jg24442
OG0011573	XP_010464087.1, XP_010486015.1, XP_010429482.1	jg24472
OG0011574	XP_010464104.1, XP_010430759.1, XP_010486035.1	jg24482
OG0011575	XP_019096194.1, XP_019092132.1, XP_010430951.1	jg24487
OG0011576	XP_010419096.1, XP_010511970.1, XP_010470929.1	jg2526
OG0011577	XP_010486059.1, XP_010464138.1, XP_010417888.1	jg24509
OG0011578	XP_010486093.1, XP_010464174.1, XP_010435750.1	jg24540
OG0011579	XP_010486145.1, XP_010439182.1, XP_010464208.1	jg24571
OG0011580	XP_010464224.1, XP_010441245.1	jg24595
OG0011581	XP_010445179.1, XP_010486212.1, XP_010464271.1	jg24630
OG0011582	XP_010464279.1, XP_019097096.1, XP_010445722.1	jg24638
OG0011583	XP_010489618.1, XP_010486219.1, XP_019100375.1, XP_019092481.1	jg24640
OG0011584	XP_010486230.1, XP_010464313.1, XP_010446688.1	jg24648
OG0011585	XP_010449921.1, XP_010464333.1	jg24673
OG0011587	XP_010461709.1, XP_010464459.1, XP_010486388.1	jg24766
OG0011588	XP_010464488.1, XP_010486422.1, XP_010464469.1	jg24789
OG0011589	XP_010464492.1, XP_010465136.1, XP_010486424.1	jg24791
OG0011590	XP_010464518.1, XP_010486446.1, XP_010467177.1	jg24811
OG0011591	XP_010470969.1, XP_010470684.1, XP_010470778.1, XP_010486488.1, XP_010464567.1	jg24850
OG0011592	XP_010464573.1, XP_010486496.1	jg24856
OG0011593	XP_010486513.1, XP_010472964.1, XP_010464590.1	jg24870
OG0011594	XP_010473293.1, XP_010486517.1, XP_010464593.1	jg24873
OG0011595	XP_010475378.1, XP_019096842.1, XP_010464619.1	jg24893
OG0011597	XP_010486566.1, XP_010464648.1, XP_010478384.1	jg24915
OG0011598	XP_010478850.1, XP_010486570.1, XP_010464652.2	jg24921
OG0011599	XP_019101004.1, XP_010486609.1, XP_010464682.1	jg24951
OG0011600	XP_010486627.1, XP_010482050.1, XP_010464699.1	jg24960
OG0011601	XP_010482745.1, XP_010486632.1, XP_010464702.1	jg24965
OG0011602	XP_010486649.1, XP_010484195.1	jg24981
OG0011603	XP_010486678.1, XP_010494086.1, XP_019092754.1	jg25005
OG0011604	XP_010464751.1, XP_010486687.1, XP_010493403.1	jg25013
OG0011605	XP_010486719.1, XP_010464789.1, XP_010490089.1	jg25043
OG0011606	XP_010464808.1, XP_010488374.1, XP_010486755.1	jg25060
OG0011607	XP_010495154.1, XP_010486785.1, XP_010464840.1	jg25080
OG0011608	XP_010496655.1, XP_010464862.1, XP_010486814.1	jg25104
OG0011609	XP_019099699.1, XP_010486835.1, XP_010464905.1	jg25118
OG0011610	XP_010498215.1	jg25142
OG0011611	XP_010486862.1, XP_010464926.1, XP_019099756.1	jg25144
OG0011612	XP_010498340.1, XP_010489787.1	jg25149
OG0011613	XP_010498506.1, XP_010464958.1, XP_010486898.1	jg25164
OG0011614	XP_010498562.1, XP_010486908.1, XP_010464968.1	jg25173
OG0011615	XP_010464971.1, XP_010498718.1, XP_010486914.1	jg25178
OG0011616	XP_019092760.1, XP_010486940.1, XP_010498973.1	jg25194
OG0011617	XP_010486966.1, XP_010499025.1, XP_010465015.1	jg25203
OG0011618	XP_010486984.1, XP_010499242.1, XP_019092914.1	jg25216
OG0011619	XP_010486997.1, XP_010499400.1, XP_010465050.1	jg25228
OG0011620	XP_010487025.1, XP_010465073.1, XP_010499683.1	jg25252
OG0011621	XP_010500042.1, XP_010465117.1, XP_010489802.1	jg25284
OG0011622	XP_010465126.1, XP_010500107.1	jg25288
OG0011623	XP_010465141.1, XP_010500202.1, XP_019101555.1, XP_019096573.1, XP_019101576.1	jg25296
OG0011624	XP_010465143.1, XP_010487073.1, XP_010418959.1, XP_010496369.1	jg25298
OG0011625	XP_010487156.1, XP_010465249.1, XP_010501238.1	jg25379
OG0011626	XP_010512097.1, XP_010471015.1, XP_010415699.1	jg2631
OG0011627	XP_010487188.1, XP_019101730.1, XP_010465281.1	jg25407
OG0011628	XP_010501737.1, XP_019096181.1, XP_010465305.1	jg25426
OG0011629	XP_010501822.1, XP_010487227.1, XP_010465320.1	jg25440
OG0011630	XP_010501855.1, XP_010487233.1, XP_010465326.1	jg25448
OG0011631	XP_010501953.1, XP_010487255.1, XP_010465347.1	jg25471
OG0011632	XP_010487271.1, XP_010502048.1, XP_010465369.1	jg25489
OG0011633	XP_010487305.1, XP_010502314.1, XP_010465414.1	jg25508
OG0011634	XP_010487311.1, XP_010502403.1, XP_010465433.1	jg25518
OG0011635	XP_010465441.1, XP_010487322.1, XP_010502457.1	jg25528
OG0011636	XP_010465467.1, XP_010502588.1, XP_010487337.1	jg25542
OG0011637	XP_010487354.1, XP_010465488.1, XP_010502768.1	jg25564
OG0011639	XP_010503432.1, XP_010487417.1, XP_010465571.1	jg25622
OG0011640	XP_010465572.1, XP_010503469.1, XP_010487420.1	jg25624
OG0011641	XP_010465578.1, XP_010419226.1, XP_010489851.1, XP_010497866.1	jg25630
OG0011642	XP_010487451.1, XP_010503728.1, XP_010465611.1	jg25651
OG0011643	XP_010465636.1, XP_010487475.1, XP_010424233.1	jg25670
OG0011644	XP_010487492.1, XP_010465659.1, XP_010504194.1	jg25687
OG0011645	XP_010465707.1, XP_010497587.1, XP_010487554.1, XP_019102266.1	jg25761
OG0011646	XP_010465714.1, XP_010487561.1, XP_010504767.1	jg25767
OG0011647	XP_019102370.1, XP_010487654.1, XP_010465821.1	jg25871
OG0011648	XP_010465867.1, XP_010487703.1, XP_010506176.1	jg25914
OG0011649	XP_010465903.1, XP_010487731.1, XP_010506531.1	jg25940
OG0011650	XP_010506585.1, XP_010419633.1, XP_010487737.1, XP_010465909.1	jg25945
OG0011651	XP_010465915.1, XP_010506663.1, XP_010487742.1	jg25949
OG0011652	XP_010487752.1, XP_010506791.1, XP_010506802.1, XP_010465925.1, XP_019092241.1	jg25963
OG0011653	XP_010487763.1, XP_010506871.1	jg25970
OG0011654	XP_010487777.1, XP_010506955.1, XP_010465954.1	jg25984
OG0011655	XP_010507046.1, XP_010487787.1, XP_010465974.1	jg25994
OG0011656	XP_010487793.1, XP_010507089.1	jg26005
OG0011657	XP_010430892.1	jg12473
OG0011658	XP_010513853.1, XP_010424881.1, XP_010502112.1	jg12929
OG0011659	XP_010487818.1, XP_010466024.1, XP_010507314.1	jg26031
OG0011660	XP_010466023.1, XP_010507321.1	jg26032
OG0011661	XP_010487845.1, XP_010507495.1, XP_010466051.1	jg26055
OG0011662	XP_010487885.1, XP_010507715.1	jg26080
OG0011663	XP_010466098.1, XP_010487896.1, XP_010507795.1	jg26091
OG0011664	XP_010466129.1, XP_010487913.1	jg26116
OG0011665	XP_010466157.1, XP_010508204.1, XP_010487948.1	jg26139
OG0011666	XP_010466219.1, XP_010508815.1, XP_010488005.1	jg26188
OG0011667	XP_010488015.1, XP_010508850.1, XP_010466224.1	jg26194
OG0011668	XP_010468339.1, XP_010509746.1, XP_010488100.1	jg26292
OG0011669	XP_010509932.1, XP_010466353.1, XP_010488112.1	jg26304
OG0011670	XP_010510004.1	jg26312
OG0011671	XP_010442833.1, XP_010482664.1, XP_010445317.1	jg21995
OG0011672	XP_010435864.1, XP_019086953.1, XP_010450784.1	jg12540
OG0011673	XP_010435867.1, XP_010441080.1, XP_019089242.1	jg12538
OG0011674	XP_010435886.1, XP_010450805.1	jg12518
OG0011675	XP_010450811.1, XP_010435890.1, XP_010441062.1	jg12507
OG0011676	XP_010450812.1, XP_010441061.1, XP_010435891.1	jg12505
OG0011677	XP_010450855.1, XP_010435799.1, XP_010441019.1	jg12433
OG0011678	XP_010496573.1, XP_010441012.2, XP_010435792.1	jg12425
OG0011679	XP_010435783.1, XP_010440984.1, XP_010450874.1	jg12416
OG0011680	XP_010440991.1, XP_010435777.1, XP_010450886.1	jg12405
OG0011681	XP_010435757.1, XP_010450901.1, XP_019088808.1	jg12384
OG0011682	XP_010435689.1, XP_010440889.1, XP_010450541.1	jg12247
OG0011683	XP_010450490.1, XP_010440845.1, XP_010435567.1	jg12169
OG0011684	XP_010435544.1, XP_010440818.1, XP_010450465.1	jg12113
OG0011685	XP_010435522.1, XP_010450458.1, XP_010440806.1	jg12099
OG0011686	XP_010442208.1, XP_010482040.1, XP_010439067.1	jg21280
OG0011687	XP_010466731.1, XP_010488451.1, XP_010512823.1	jg26637
OG0011688	XP_010466705.1, XP_010488434.1	jg26609
OG0011689	XP_010488428.1, XP_010512613.1, XP_010466702.1	jg26605
OG0011690	XP_010466638.1, XP_010488368.1, XP_010512182.1	jg26570
OG0011691	XP_010466631.1, XP_010512149.1, XP_010488362.1	jg26565
OG0011692	XP_010489187.1, XP_010467340.1, XP_010517033.1	jg27641
