Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0010950	XP_010503100.1, XP_010412527.1, XP_010425868.1	g3138
OG0010952	XP_010435378.1, XP_010450322.1, XP_010440675.1	g17890
OG0010953	XP_010450410.1, XP_010440760.1, XP_010435462.1	g13527, g46864
OG0010954	XP_010482675.1, XP_010442846.1, XP_010445408.1	g41249
OG0010955	XP_010442497.1, XP_010482323.1, XP_010441655.1	g1421
OG0010956	XP_010442473.1, XP_010482295.1, XP_010441329.1	g1455
OG0010957	XP_010440684.1, XP_010449641.1, XP_010435386.1, XP_010450333.1	g17920
OG0010958	XP_010440664.1, XP_010435307.1, XP_010450304.1	g46977
OG0010959	XP_010451616.1, XP_010445472.1, XP_010435289.1, XP_010440603.1	g24705
OG0010960	XP_010450197.1, XP_010450196.1, XP_010440566.1, XP_010435251.1, XP_010436637.1	g47002
OG0010961	XP_019089308.1, XP_010450145.1, XP_010435211.1	g24579
OG0010962	XP_010450134.1, XP_010435205.1, XP_010450117.1	g17777
OG0010963	XP_010412986.1, XP_010467129.1, XP_010488801.1	g13596
OG0010964	XP_010450086.1, XP_010435175.1, XP_019087713.1	g17756
OG0010965	XP_010445447.1, XP_010450071.1	g24539
OG0010966	XP_010440526.1, XP_010435182.1, XP_010450101.1	g47038
OG0010967	XP_010440444.1, XP_010435103.1, XP_010450020.1	g47057
OG0010968	XP_010449989.1, XP_010440389.1, XP_010435066.1	g47078
OG0010969	XP_010450841.1, XP_010435809.1, XP_010441033.1	g46714
OG0010970	XP_010440373.1, XP_010449971.1, XP_010435047.1	g47083
OG0010971	XP_010502587.1, XP_010514300.1, XP_010425359.1	g1594
OG0010972	XP_010440327.1, XP_010435033.1, XP_010451509.1	g47092
OG0010973	XP_010435042.1, XP_010449958.1	g24466
OG0010974	XP_010434302.1, XP_019086912.1, XP_010440306.1, XP_010434982.1	g24457
OG0010975	XP_010434941.1, XP_010449919.1, XP_010440275.1	g17647
OG0010976	XP_010498640.1, XP_010477430.1	g27499
OG0010977	XP_010441256.1, XP_010442464.1, XP_010482285.1	g1461
OG0010978	XP_010440237.1, XP_010451480.1	g24407
OG0010979	XP_010449875.1, XP_010440230.1, XP_010434905.1	g24403
OG0010980	XP_010440240.1, XP_010449882.1, XP_010434912.1	g24410
OG0010981	XP_010428198.2, XP_010471340.1	g46025
OG0010984	XP_010428261.2, XP_010416141.1	g44572
OG0010986	XP_010428282.1, XP_010419182.1, XP_010471416.1	g44564, g46068
OG0010987	XP_010416169.1, XP_019085623.1, XP_010471420.1	g46076
OG0010988	XP_010416180.1, XP_010428298.1, XP_010471431.1	g46083
OG0010989	XP_010505115.1, XP_010509541.1, XP_010412891.1	g51550
OG0010990	XP_019094005.1, XP_019094004.1, XP_010471453.1, XP_010428320.2	g46095
OG0010991	XP_010428323.1, XP_010416202.1, XP_010471458.1	g46098
OG0010992	XP_010471464.1, XP_010416204.1, XP_010428329.1	g46101
OG0010993	XP_010428346.1, XP_010416221.1, XP_010474326.1	g44555
OG0010994	XP_010416227.1, XP_010428355.1, XP_010471487.1	g46109
OG0010995	XP_010471505.1, XP_019083710.1, XP_010428391.1	g44544
OG0010996	XP_010471511.1, XP_010428407.1, XP_010416276.1	g46131
OG0010997	XP_010416292.2, XP_010471528.1, XP_010428423.1	g44532
OG0010998	XP_019082824.1, XP_019085003.1, XP_019093058.1	g17987
OG0010999	XP_010471535.1, XP_010428432.1	g44520
OG0011000	XP_010480650.1, XP_019102127.1	g46152
OG0011001	XP_010428477.1, XP_010416343.1, XP_010471577.1	g44497
OG0011002	XP_010428478.1, XP_010416344.1, XP_010471581.1	g46169
OG0011003	XP_010428482.1, XP_010416345.1, XP_010471584.1	g46170
OG0011004	XP_010511863.1, XP_010415482.1	g44826
OG0011005	XP_010415494.1, XP_010511877.1, XP_010470825.1	g44821
OG0011006	XP_010415530.1, XP_010511925.1, XP_010470875.1	g45770
OG0011007	XP_010511931.1, XP_010440257.1, XP_010415535.1, XP_010470882.1	g45776
OG0011009	XP_010415554.1, XP_010511943.1, XP_010470891.1	g44773
OG0011010	XP_010440683.1, XP_010436662.1, XP_010450332.1, XP_010497193.2	g36055
OG0011011	XP_010438394.1, XP_010447926.1, XP_010433173.1	g23532, g17026
OG0011012	XP_010447910.1, XP_010438376.1, XP_010433159.1	g23524
OG0011013	XP_010447909.1, XP_010438374.1, XP_010433158.1	g23523, g23522
OG0011014	XP_010447905.1, XP_010438364.1, XP_010433150.1	g23513
OG0011015	XP_010447895.1, XP_010433141.1, XP_010438354.1	g23509
OG0011016	XP_010447894.1, XP_010438352.1, XP_010433140.1	g17016
OG0011017	XP_010412464.1, XP_010467046.1, XP_010488738.1	g11645
OG0011019	XP_010430475.1, XP_010418405.1, XP_010473619.1	g40792
OG0011020	XP_010430477.1, XP_010418407.1, XP_010473621.1	g50758, g40793
OG0011021	XP_010430488.1, XP_010473624.1, XP_010418414.1	g44261
OG0011022	XP_010418430.1, XP_010473636.1, XP_010430506.1	g40803
OG0011023	XP_010418431.1, XP_010473638.1, XP_010430508.1	g40804
OG0011024	XP_010430509.1, XP_019083059.1, XP_010473641.1	g1737, g43525
OG0011025	XP_010450749.1, XP_010441112.1, XP_010435964.1, XP_010435965.1	g16871
OG0011026	XP_010497053.1, XP_010464870.1, XP_010486822.1	g16859
OG0011027	XP_010518606.1, XP_010467023.1, XP_019096674.1	g16855
OG0011028	XP_010450724.1, XP_010435941.1, XP_010436826.1	g16852
OG0011029	XP_010441147.1, XP_010435939.1, XP_010450721.1	g16853
OG0011030	XP_010450719.1	g16850
OG0011031	XP_010450716.1	g4318
OG0011032	XP_010440289.1, XP_010468810.1, XP_010434956.1	g18099
OG0011033	XP_010425729.1, XP_010514642.1	g10359
OG0011035	XP_010502845.1, XP_010514548.1, XP_010425626.1	g10415
OG0011036	XP_010514752.1, XP_010427110.1, XP_010503069.1	g3435
OG0011037	XP_010514491.1, XP_010502786.1	g10458
OG0011038	XP_010514427.1, XP_010502702.1, XP_010425480.1	g10498
OG0011040	XP_010514384.1, XP_010425437.1, XP_010502659.1	g10527
OG0011041	XP_010502614.1, XP_010514336.1	g10551
OG0011042	XP_010425378.1, XP_010502600.1, XP_010514322.1	g10558
OG0011043	XP_010425367.1, XP_010514296.1, XP_010502578.1	g10567
OG0011045	XP_019085288.1, XP_010502507.1	g10588
OG0011046	XP_010518615.1, XP_010514217.1, XP_010425249.1, XP_010502475.1	g10602
OG0011047	XP_010514211.1, XP_010425243.1, XP_010502470.1	g1579
OG0011049	XP_010514187.1, XP_010502452.1, XP_010425220.1	g1572
OG0011050	XP_019100058.1, XP_010425219.1, XP_010514184.1	g10621
OG0011051	XP_010415631.1, XP_010512028.1, XP_010470973.1	g44735, g44730
OG0011053	XP_010478253.1, XP_010499406.1	g44747
OG0011054	XP_010512006.1, XP_010470956.1, XP_019083269.1	g45809
OG0011055	XP_010415603.1, XP_010470943.1, XP_010511995.1	g45805
OG0011056	XP_010415590.1, XP_010470930.1, XP_010511974.1	g44762
OG0011057	XP_010470917.1, XP_010415575.1, XP_010511960.1	g45791
OG0011060	XP_010481490.1, XP_010441621.1, XP_010494780.1	g10956
OG0011061	XP_010436385.1, XP_010455288.1	g40228
OG0011062	XP_019087773.1, XP_010481502.1, XP_010494771.1	g40598
OG0011063	XP_010421848.1, XP_010438450.1, XP_010455247.1	g40205
OG0011065	XP_010481516.1, XP_010441654.1, XP_019097737.1	g40589
OG0011066	XP_010494733.1, XP_010481526.1, XP_010441665.1	g40581
OG0011067	XP_010441683.1, XP_010481543.1, XP_010494687.1	g40574
OG0011068	XP_010481552.1, XP_010441694.1, XP_010494673.1	g10978, g40570
OG0011071	XP_010481594.1, XP_010494643.1, XP_010441734.1	g40556
OG0011072	XP_010481595.1, XP_010494640.1	g10984
OG0011073	XP_010481596.1, XP_010441735.1, XP_010494638.1	g10985
OG0011074	XP_010511441.1, XP_010415082.1, XP_010470417.1	g45083
OG0011076	XP_010469290.2	g2030
OG0011077	XP_010479442.1, XP_010500522.1, XP_010461819.1	g54148
OG0011078	XP_010500529.1, XP_010461830.1, XP_010461827.1, XP_010479449.1	g36410, g54152
OG0011080	XP_010479408.1, XP_010500548.1	g28064
OG0011081	XP_010500558.1	g36428, g28062
OG0011082	XP_010500615.1	g28055
OG0011083	XP_019099470.1, XP_010479512.1, XP_010461907.1	g28053
OG0011084	XP_010500643.1, XP_010479532.1, XP_010461920.1	g54199
OG0011085	XP_010479533.1, XP_010461921.1, XP_010500644.1	g36460
OG0011086	XP_010479537.1, XP_010461924.1, XP_010500647.1	g54198
OG0011087	XP_010479539.1, XP_010461927.1, XP_010500649.1	g28049
OG0011088	XP_010479552.1, XP_010500666.1, XP_010461934.1	g36164
OG0011089	XP_010479556.1, XP_010501950.1, XP_019091148.1	g36482
OG0011090	XP_010479573.1, XP_010500683.1, XP_010461946.1	g36487
OG0011091	XP_010500686.1, XP_010461948.1, XP_010479575.1	g36489
OG0011092	XP_010461957.1, XP_019099477.1, XP_010479591.1	g28040
OG0011093	XP_010500715.1, XP_010461969.1, XP_010479621.1	g28034
OG0011094	XP_010479647.1, XP_010500737.1, XP_010461993.1	g54216
OG0011095	XP_010463386.1, XP_010501961.1, XP_010479655.1	g36514
OG0011096	XP_010500758.1, XP_010479670.1, XP_010462009.1	g54230
OG0011097	XP_019087497.1, XP_019094340.1, XP_010500785.1	g28027
OG0011098	XP_010462035.1, XP_010479698.1, XP_010500790.1	g54249
OG0011099	XP_010479744.1, XP_010500836.1, XP_010462073.1	g54262
OG0011101	XP_010479753.1, XP_010462085.1, XP_010500849.1	g36571
OG0011102	XP_010442120.1, XP_010494230.1, XP_010494226.1, XP_019095420.1	g37030
OG0011103	XP_019097471.1, XP_019097252.1, XP_010495622.1, XP_010442119.1, XP_010481944.1	g49150
OG0011104	XP_010481941.1, XP_010442115.1, XP_010494237.1	g37033
OG0011105	XP_010469458.1, XP_010413846.1, XP_010509870.1	g37960
OG0011106	XP_019093508.1, XP_010509866.1, XP_010413842.1	g51367
OG0011107	XP_010469454.1, XP_010413841.1, XP_010509864.1	g51368
OG0011108	XP_010413814.1, XP_010469433.1, XP_010509837.1	g51391
OG0011109	XP_010469431.1, XP_010413812.1, XP_010509833.1	g51394, g37074, g37967
OG0011110	XP_010509817.1, XP_010413795.1, XP_010469413.1	g37075
OG0011111	XP_010509819.1, XP_010469414.1, XP_010497641.1, XP_010413796.1	g51404
OG0011112	XP_010473852.1, XP_019082947.1, XP_010509812.1	g51406
OG0011113	XP_010469378.1, XP_010413760.1, XP_010509776.1	g23749, g37087
OG0011114	XP_010516599.1, XP_010504915.1, XP_010509741.1	g37079
OG0011115	XP_010509740.1, XP_010504916.1, XP_010516600.1	g37078
OG0011116	XP_019102459.1, XP_019099864.1, XP_019101319.1	g51455
OG0011117	XP_010516610.1, XP_010509731.1, XP_010504927.1	g51457
OG0011119	XP_010509716.1, XP_010516627.1, XP_010504943.1	g37983
OG0011120	XP_010516643.1, XP_010509701.1	g51476
OG0011121	XP_010516703.1, XP_010505031.1, XP_010509634.1	g38000
OG0011122	XP_010516706.1, XP_010505033.1, XP_010509630.1	g37132
OG0011123	XP_010502168.1, XP_010513905.1, XP_010424950.1, XP_010513977.2	g1506
OG0011124	XP_010439705.1, XP_010434407.1, XP_010449340.1	g24124
OG0011126	XP_010489007.1, XP_010467780.1	g13844
OG0011127	XP_010449441.1	g24154
OG0011128	XP_010414889.1, XP_010511188.1, XP_010511187.1, XP_010470345.1	g43837
OG0011129	XP_010449480.1, XP_010434498.1, XP_010439823.1	g17465
OG0011130	XP_010434516.1, XP_010439838.1, XP_010496243.1	g47277
OG0011131	XP_010434521.1, XP_010496237.1, XP_010439841.1	g24179
OG0011132	XP_010439851.1, XP_010496226.1, XP_010434529.1	g47274, g44156
OG0011134	XP_010439858.1, XP_010434540.1, XP_010517538.1	g24185
OG0011135	XP_010517557.1, XP_010439874.1, XP_010434553.1	g24193
OG0011136	XP_010449538.1, XP_010434602.1, XP_010439924.1	g52221
OG0011137	XP_010434618.1, XP_010449556.1, XP_010439942.1	g24235
OG0011138	XP_010510213.1, XP_010469736.1, XP_010414144.1	g24281
OG0011139	XP_010439993.1, XP_010434656.1, XP_010449604.1	g47212
OG0011140	XP_010449617.1, XP_010434666.1, XP_010440004.1	g24264
OG0011141	XP_010449639.1, XP_010434691.1, XP_010440030.1	g24277
OG0011142	XP_010434705.1, XP_010449652.1, XP_010440040.1	g17554
OG0011146	XP_010515454.1, XP_010424903.1, XP_010503749.1	g19343
OG0011147	XP_010415438.1, XP_010470763.1, XP_010511807.1	g41569
OG0011148	XP_010471248.1, XP_010414856.1, XP_010415959.1, XP_010428096.1	g11602
OG0011149	XP_010426602.1, XP_010515432.1, XP_010503727.1	g19358
OG0011150	XP_010507374.1, XP_010412699.1, XP_010431217.1	g2553
OG0011151	XP_010463833.1, XP_010513722.1, XP_010485725.1	g7812
OG0011152	XP_010503712.1, XP_010426584.1, XP_010515401.1	g19362
OG0011153	XP_010439160.1, XP_010433891.1, XP_010448690.1	g47461
OG0011154	XP_010439179.1, XP_010448715.1	g23898
OG0011155	XP_010514603.1, XP_010425667.1, XP_010502886.1	g10397
OG0011156	XP_010482605.1, XP_010442770.1, XP_010444854.1	g41223
OG0011157	XP_010444347.1, XP_010442728.1	g1301, g28359
OG0011158	XP_010442687.1, XP_010482524.1, XP_010443931.1	g28351, g1319
OG0011159	XP_010443409.1, XP_010482491.1, XP_010442660.1	g1330
OG0011160	XP_010442615.1, XP_010443042.1, XP_010482466.1	g28332
OG0011161	XP_010442588.1, XP_010426309.1, XP_010432693.1, XP_010482438.1	g28313
OG0011162	XP_010482447.1, XP_010442598.1, XP_010426301.1	g28321
OG0011163	XP_010426306.1, XP_010482441.1, XP_010442594.1	g28316
OG0011164	XP_010482450.1, XP_010442602.1, XP_010426297.1	g28323, g1340
OG0011165	XP_010488850.1, XP_010518434.1, XP_010467250.1, XP_010467248.1	g14691
OG0011166	XP_010518509.1, XP_010488837.1	g6245
OG0011167	XP_010496141.1, XP_010488814.1	g6338
OG0011168	XP_010512202.1, XP_010413693.1, XP_010469359.1	g18893
OG0011169	XP_010488836.1, XP_010467176.1, XP_010518533.1	g6254
OG0011170	XP_010479926.1, XP_010462253.1, XP_010501009.1	g13668
OG0011171	XP_010517803.2, XP_019096810.1, XP_010467264.1	g6191
OG0011172	XP_010467275.1, XP_010488934.1, XP_010517914.1	g6187
OG0011173	XP_010467257.1, XP_010517725.1, XP_010488913.1	g14345
OG0011174	XP_010517215.1, XP_010467325.1, XP_010489177.1	g13700
OG0011175	XP_010517092.2, XP_019096520.1, XP_010467337.1, XP_010517082.2	g14216, g6148
OG0011176	XP_010489190.1, XP_019084077.1, XP_010467344.1	g6143
OG0011177	XP_010502756.1, XP_010425524.1, XP_010514457.1	g10308
OG0011178	XP_019096604.1, XP_010516739.1, XP_019092966.1	g6387
OG0011179	XP_010489218.1, XP_010516684.1, XP_010467374.1	g6140, g14194
OG0011180	XP_010515965.1, XP_010489292.1, XP_010467421.1	g14060
OG0011181	XP_010467424.1, XP_010515932.1, XP_010489294.1	g6120
OG0011182	XP_010433839.1, XP_010448634.1, XP_010439111.1	g23859
OG0011183	XP_010448652.1, XP_010439130.2, XP_010433857.1, XP_010445164.1	g47476
OG0011184	XP_010444833.1, XP_010465902.1, XP_019095694.1	g19627
OG0011185	XP_010448815.1, XP_019086973.1, XP_010433978.1	g17275
OG0011187	XP_019086072.1, XP_010439354.1, XP_010448915.1	g17306
OG0011188	XP_019088953.1, XP_019087200.1, XP_019086123.1	g23968
OG0011189	XP_010439371.1, XP_019089580.1, XP_010434087.1	g17310, g47410
OG0011190	XP_010448954.1, XP_010439385.1, XP_010434094.1	g47407
OG0011192	XP_010465585.1, XP_010487435.1, XP_010503583.1	g12105
OG0011193	XP_010439627.1, XP_010434336.1, XP_010449269.1	g17395
OG0011194	XP_010461383.1, XP_010478978.1, XP_019099406.1, XP_010434639.1	g28247
OG0011195	XP_010449235.1, XP_010434327.2, XP_019087823.1	g47329, g24073
OG0011196	XP_010449208.1, XP_010434307.1	g24066, g47336
OG0011197	XP_010434284.1, XP_010439581.1, XP_010449173.1	g24059
OG0011198	XP_010439561.1, XP_010434266.1	g17373
OG0011199	XP_010449072.1, XP_010439484.1, XP_010434186.1	g47373, g1733
OG0011200	XP_010467147.2, XP_010413117.1	g6333
OG0011201	XP_010439455.1, XP_010449036.1, XP_010434159.1	g47384
OG0011202	XP_010449035.1, XP_010439453.1, XP_010434158.1	g24002
OG0011203	XP_010439436.1, XP_010434137.1	g47396
OG0011204	XP_010449295.1, XP_019087828.1, XP_010436474.1	g24095
OG0011205	XP_010439668.1, XP_010449317.1, XP_010434374.1	g24119
OG0011206	XP_010506098.1, XP_010517801.1, XP_010508545.1	g52076
OG0011207	XP_010438332.1, XP_010455346.1, XP_010421854.1	g25850
OG0011208	XP_010455350.1, XP_010421857.1, XP_010438299.1	g40265
OG0011209	XP_019097996.1, XP_019095998.1, XP_019088586.1	g18449
OG0011210	XP_010494184.1, XP_010481986.1, XP_010442170.1	g36997
OG0011211	XP_010481980.1, XP_010494191.1, XP_010442175.1	g37008
OG0011212	XP_010481973.1, XP_010494200.1	g37014
OG0011213	XP_010442130.1, XP_010481960.1, XP_010494213.1	g18440
OG0011214	XP_010434831.1, XP_010449793.1, XP_010440163.1	g24357
OG0011215	XP_010434818.1, XP_010440151.1, XP_019089133.1	g17582, g24349
OG0011216	XP_010440170.1, XP_010449802.1, XP_010434839.1	g17590
OG0011217	XP_010434788.1, XP_010449733.1, XP_010440119.1	g16410, g47175
OG0011218	XP_010440112.1, XP_019086097.1, XP_010449728.1	g24323
OG0011219	XP_010434768.1, XP_019087408.1, XP_019089126.1	g47185
OG0011220	XP_010449701.1, XP_010434755.1, XP_010440095.1	g47187
OG0011221	XP_010440067.1, XP_010434729.1, XP_010449683.1	g47195
OG0011222	XP_010434726.1, XP_010449671.1, XP_010440063.1	g47196, g24302
OG0011223	XP_010434718.1, XP_010440052.1, XP_010449667.1	g17557
OG0011224	XP_010478696.1, XP_010499828.1, XP_010461101.1	g27786
OG0011225	XP_010461104.1, XP_010478693.1	g50659
OG0011226	XP_010496279.1, XP_010435652.1	g7942
OG0011227	XP_010465921.1, XP_010484683.1, XP_010444835.1	g19626
OG0011228	XP_010484694.1, XP_010444849.1, XP_010466102.1	g19622
OG0011229	XP_010484699.1, XP_010444858.1, XP_010466321.1, XP_010466313.1, XP_010444857.1	g10
OG0011231	XP_019087076.1, XP_010484706.1	g24055
OG0011232	XP_019101761.1, XP_010413187.1, XP_019093658.1, XP_019093662.1	g18769
OG0011233	XP_010512722.1, XP_010468883.1, XP_010413193.1	g18765
OG0011234	XP_010512716.1	g11146, g1742
OG0011235	XP_010512674.1, XP_010413241.1, XP_010468920.1	g1744
OG0011236	XP_010468945.1, XP_010413270.1, XP_010512647.1	g18795
OG0011237	XP_010468949.1	g18796
OG0011238	XP_010413276.1, XP_010468951.1	g1758
OG0011239	XP_019082771.1, XP_010468952.1, XP_019101752.1	g11150
OG0011240	XP_010413294.1, XP_010468973.1, XP_010512611.1, XP_010418570.1	g1766
OG0011241	XP_010512575.1, XP_010469002.1, XP_010413325.1	g1787
OG0011242	XP_010469008.1, XP_010413333.1, XP_010512567.1	g1796
OG0011243	XP_019094026.1, XP_010469033.1, XP_019101738.1, XP_010413334.1	g1802
OG0011244	XP_010469025.1, XP_010413342.1, XP_010512555.1	g11161
OG0011245	XP_010469119.1, XP_010413349.1, XP_010512549.1	g1816
OG0011246	XP_010469118.1	g1817
OG0011247	XP_010413393.1, XP_010469083.1	g11167
OG0011249	XP_010512453.1, XP_010469043.1	g18689
OG0011250	XP_019093701.1, XP_010512415.1, XP_010413509.1	g1887
OG0011251	XP_010413512.1, XP_010512414.1, XP_010469141.1	g1888
OG0011252	XP_010469153.1, XP_010512403.1, XP_010413528.1	g18800
OG0011253	XP_010413529.1, XP_010469154.1, XP_010512402.1	g1897, g18801
OG0011254	XP_010469160.1, XP_010413537.1, XP_010512393.1	g1901
OG0011255	XP_010413560.1, XP_010469184.1, XP_010512369.1	g18821, g1916
OG0011256	XP_010512329.1, XP_010413591.1	g1930
OG0011257	XP_010512321.1	g18856
OG0011258	XP_010469258.1, XP_010413621.1, XP_010512283.1	g1952
OG0011259	XP_010413624.1, XP_010413625.1, XP_010469260.1, XP_010512281.1	g1957
OG0011260	XP_010469275.1, XP_019101711.1, XP_010413648.1	g1965
OG0011261	XP_010512241.1	g18880
OG0011262	XP_010433101.1, XP_010438306.1, XP_010447860.1	g47695
OG0011263	XP_010413745.1, XP_010512143.1	g2005
OG0011264	XP_010512135.1, XP_010516574.1, XP_010504884.1	g18911
OG0011265	XP_010512131.1, XP_010516570.1, XP_010504880.1	g2004
OG0011266	XP_010504876.1, XP_010512129.1	g18914
OG0011267	XP_019098629.1, XP_010425834.1, XP_010503050.1	g3495
OG0011268	XP_010427763.1, XP_010504815.1, XP_010516508.1	g1986
OG0011269	XP_019100414.1	g1983, g18946
OG0011270	XP_010504749.1, XP_010516450.1, XP_010427709.1	g2042
OG0011271	XP_010427587.1, XP_010516326.1, XP_010504640.1	g18995
OG0011272	XP_010436769.1, XP_010422001.2, XP_010455469.1	g40331
OG0011273	XP_010433048.1, XP_010438243.1	g47717
OG0011274	XP_010470804.1, XP_010415474.1, XP_010511853.1, XP_010511852.1	g44835
OG0011275	XP_010504599.1, XP_010427539.1, XP_010516291.1	g2062
OG0011276	XP_019102395.1, XP_010427538.1, XP_010504597.1	g19007
OG0011277	XP_010427527.1, XP_010504590.1	g19009
OG0011278	XP_010427530.1, XP_010516288.1, XP_010504591.1	g19010
OG0011279	XP_010427499.1, XP_010504572.1, XP_010516272.1	g2136
OG0011280	XP_010427493.1, XP_010504567.1, XP_010504566.1, XP_010516267.1	g19018
OG0011281	XP_019100369.1, XP_010516266.1, XP_010427489.1	g19020
OG0011282	XP_010516240.1, XP_010504538.1, XP_010427450.1	g2158
OG0011283	XP_010427449.1, XP_010504530.1, XP_010516236.1	g6211, g19033
OG0011284	XP_010504495.1, XP_010427420.1, XP_010516210.1	g19044
OG0011285	XP_010516213.1, XP_010504496.1, XP_010427419.1	g11267
OG0011286	XP_010427403.1, XP_010504475.1	g2174
OG0011287	XP_010427389.1, XP_010504460.1, XP_010516177.1	g19057
OG0011288	XP_010427363.1, XP_010516160.1, XP_010504436.1	g28268, g11273, g2186
OG0011289	XP_010516159.1, XP_010427362.1, XP_010504435.1	g19067
OG0011290	XP_010427356.1, XP_010504429.1, XP_010516154.1	g19069
OG0011291	XP_010504427.1, XP_010516152.1, XP_010427354.1	g19070
OG0011292	XP_010504417.1, XP_010516136.1, XP_010427338.1	g19074
OG0011293	XP_010427285.1	g2232
OG0011294	XP_010516063.1, XP_010427253.1	g2236
OG0011296	XP_019102361.1, XP_010427208.1	g2241
OG0011297	XP_010516024.1, XP_010427203.1	g2266
OG0011298	XP_010504303.1, XP_010516017.1, XP_010427195.1	g19134
OG0011299	XP_010504283.1, XP_010516007.1, XP_010427179.1	g2272
OG0011300	XP_010427174.1, XP_010504276.1, XP_010516002.1	g2273
OG0011301	XP_010427173.1, XP_010516001.1, XP_010504275.1	g19146
OG0011302	XP_010427168.1, XP_010504272.1, XP_010515997.1	g2276
