Orthogroup	Camelina_sativa	Cardamine_hirsuta
OG0007975	XP_010500002.1, XP_019098304.1, XP_010461276.1	CARHR033930
OG0007976	XP_019091857.1, XP_010499963.1, XP_010478853.1	CARHR033730
OG0007977	XP_019091740.1, XP_010499953.1, XP_010478833.1	CARHR033630
OG0007978	XP_010478813.1, XP_010499938.1, XP_010461217.1	CARHR033380
OG0007979	XP_010461205.1, XP_010499922.1	CARHR033200
OG0007980	XP_010461203.1, XP_010499920.1	CARHR033170
OG0007981	XP_010455374.1, XP_010421889.1, XP_010437962.1	CARHR260830
OG0007982	XP_010421888.1, XP_010455373.1, XP_010437974.1	CARHR260810
OG0007983	XP_010437439.1, XP_010421936.1, XP_010455416.1	CARHR256690, CARHR261240
OG0007984	XP_010455426.1, XP_010437320.1, XP_010421946.1	CARHR256400
OG0007985	XP_010436760.1, XP_010422002.1, XP_010455470.1	CARHR255830
OG0007986	XP_010440838.1, XP_010450485.1, XP_010435557.1, XP_010440834.1	CARHR215800
OG0007987	XP_010434580.1, XP_010455582.1, XP_010422122.1	CARHR254710
OG0007988	XP_010455655.1	CARHR254060
OG0007989	XP_010420692.1, XP_010454170.1, XP_010492945.1	CARHR193940
OG0007990	XP_010454174.1, XP_010420695.1, XP_010495294.1	CARHR193900
OG0007991	XP_010492960.1, XP_010420702.1, XP_010454178.1	CARHR193830
OG0007992	XP_010420728.1, XP_010492984.1, XP_010454199.1	CARHR193680
OG0007993	XP_010420734.1, XP_010420735.1, XP_019090459.1, XP_010492991.1	CARHR193620
OG0007994	XP_010421496.1, XP_010454976.1, XP_010493888.1	CARHR187140
OG0007995	XP_010454987.1, XP_010421503.1, XP_010493897.1	CARHR187060
OG0007996	XP_010493940.1, XP_010455044.1, XP_010421542.1	CARHR186680
OG0007997	XP_010416111.1, XP_010489081.1, XP_010495908.1	CARHR110700
OG0007998	XP_010467846.1, XP_010489059.1, XP_010415945.1	CARHR110850
OG0007999	XP_010489031.1, XP_010467812.1, XP_010415642.1	CARHR111040
OG0008000	XP_010507806.1, XP_010507803.1, XP_010507800.1, XP_010497021.1, XP_010497034.1, XP_019098729.1	CARHR143520
OG0008001	XP_010506851.1, XP_010512798.1, XP_019100695.1, XP_010496917.1, XP_010413115.2, XP_019101126.1	CARHR143420
OG0008002	XP_019100681.1, XP_019082453.1, XP_010507840.1	CARHR143250
OG0008003	XP_010455432.1, XP_010437178.1, XP_010421954.1	CARHR256290
OG0008004	XP_019101137.1, XP_019082441.1, XP_010506778.1	CARHR142810
OG0008005	XP_010506772.1, XP_010507897.1	CARHR142740
OG0008006	XP_010506761.1, XP_010507912.1, XP_010518421.1	CARHR142660
OG0008007	XP_010518273.1, XP_010506608.1, XP_010508063.1	CARHR141350
OG0008008	XP_019101155.1, XP_019082421.1, XP_010506603.1	CARHR141330
OG0008009	XP_019100648.1, XP_010518263.1, XP_010508068.2	CARHR141310
OG0008010	XP_010506595.1, XP_010518259.1, XP_010508073.1	CARHR141290
OG0008012	XP_010508094.1, XP_010506575.1, XP_010518237.1	CARHR141190
OG0008013	XP_010518228.1, XP_010506562.1, XP_010508102.1	CARHR141100
OG0008014	XP_019100702.1, XP_010518212.1, XP_010508127.1, XP_010506536.1	CARHR140900
OG0008015	XP_010508174.1, XP_010507752.1, XP_010518158.1	CARHR140590
OG0008016	XP_010518091.1, XP_010508240.1, XP_010506419.1	CARHR140090
OG0008017	XP_010518088.1, XP_010508244.1, XP_010507740.1	CARHR140050
OG0008018	XP_010506394.1, XP_010518069.1, XP_010508270.1	CARHR139860
OG0008019	XP_010506367.1, XP_019100705.1, XP_010518042.1	CARHR139600
OG0008020	XP_010506143.1, XP_010517839.1, XP_010508493.1	CARHR139220
OG0008021	XP_010506311.1, XP_010517989.1, XP_010508346.1	CARHR139210
OG0008022	XP_010508347.1, XP_010517988.1, XP_010506310.1	CARHR139200
OG0008023	XP_010508362.1, XP_010506294.1, XP_010413042.1	CARHR139080
OG0008024	XP_010517928.1, XP_010506241.1, XP_010506243.1, XP_019101201.1	CARHR138680
OG0008025	XP_010506156.1, XP_010508481.1	CARHR138080
OG0008026	XP_010506131.1, XP_010508512.1, XP_010517835.1	CARHR137950
OG0008027	XP_010506029.1, XP_010517734.1, XP_010508605.1	CARHR137240
OG0008028	XP_010506014.1, XP_010517721.1, XP_010508614.1	CARHR137180, CARHR228030
OG0008029	XP_010505994.1, XP_010517696.1, XP_010508641.1	CARHR137050
OG0008030	XP_010508664.1, XP_010517674.1, XP_010505975.1	CARHR136880
OG0008031	XP_010508723.1, XP_010508722.1	CARHR136510
OG0008032	XP_010505914.1, XP_010508727.1, XP_010517623.1	CARHR136470
OG0008033	XP_010481400.1, XP_019087553.1, XP_010494885.1	CARHR174540
OG0008034	XP_010481345.1, XP_010494954.1, XP_010441484.1	CARHR174130
OG0008035	XP_010481386.1, XP_010494909.1	CARHR174460
OG0008036	XP_010485516.1, XP_010511329.1, XP_010463546.1	CARHR075740
OG0008037	XP_010513594.1, XP_010463548.1, XP_010485518.1	CARHR075760
OG0008038	XP_010412871.1, XP_010485527.1, XP_010463560.1	CARHR075840
OG0008039	XP_019092680.1	CARHR075970
OG0008040	XP_019098608.1, XP_010448534.1, XP_010485451.1, XP_010463607.1	CARHR076110
OG0008041	XP_010419944.1, XP_010492120.1, XP_010453445.1	CARHR199850
OG0008042	XP_010463670.1, XP_010485568.1, XP_010499042.1	CARHR076580
OG0008043	XP_010463719.1, XP_010502431.1, XP_010485618.1	CARHR076900
OG0008044	XP_010463753.1, XP_010485643.1, XP_010506077.1	CARHR077080
OG0008045	XP_010485651.1, XP_010506826.1	CARHR077170
OG0008046	XP_010463794.1, XP_010510727.1	CARHR077460
OG0008047	XP_010467991.1, XP_010513039.1, XP_010489660.1, XP_010463819.1	CARHR077700
OG0008048	XP_010463832.1, XP_010513614.1, XP_010485723.1	CARHR077770
OG0008049	XP_010463870.1, XP_010485769.1, XP_010517275.1	CARHR078130
OG0008050	XP_010485773.1, XP_010463875.1, XP_010517765.1	CARHR078160
OG0008051	XP_010485778.1, XP_010518139.1, XP_010463881.1	CARHR078200
OG0008052	XP_010463883.1, XP_010518340.1, XP_010485780.1	CARHR078220
OG0008054	XP_010463966.1, XP_010418949.1, XP_010485863.1	CARHR079040
OG0008055	XP_010420329.1	CARHR079220
OG0008056	XP_010485910.1, XP_019099985.1	CARHR079410
OG0008057	XP_010423838.1, XP_010485916.1, XP_010464025.1	CARHR079460
OG0008058	XP_010464054.1, XP_010485974.1, XP_010425982.2	CARHR079670
OG0008059	XP_019100090.1, XP_010468020.1, XP_010485979.1	CARHR079720
OG0008060	XP_010464070.1, XP_010485995.1, XP_010427712.1	CARHR079850
OG0008061	XP_010486003.1, XP_010464078.2, XP_010428340.1	CARHR079910
OG0008062	XP_010434012.1, XP_010464153.1, XP_010486074.1	CARHR080420
OG0008063	XP_010464161.1, XP_010486078.1, XP_010434527.1	CARHR080470
OG0008064	XP_010435056.1, XP_010486084.1, XP_019092740.1, XP_010468041.1	CARHR080520
OG0008065	XP_010436263.1, XP_010464179.1, XP_010486103.1	CARHR080640
OG0008066	XP_010486297.1, XP_010464365.1, XP_010452065.1	CARHR082090
OG0008067	XP_010486176.1, XP_010464235.1	CARHR081140
OG0008068	XP_010442357.1, XP_010486177.1, XP_010464237.1	CARHR081150
OG0008069	XP_010486189.1, XP_010486190.1, XP_019091886.1, XP_019093847.1, XP_010464252.1	CARHR081260
OG0008070	XP_010418081.1, XP_010464268.1, XP_010486209.1	CARHR081400
OG0008071	XP_019092106.1, XP_019096258.1, XP_019100566.1	CARHR082470
OG0008072	XP_010486400.1, XP_010462875.1, XP_010464468.1	CARHR082910
OG0008074	XP_010464524.1, XP_010486450.1, XP_010467544.1	CARHR083340
OG0008075	XP_010464555.1, XP_010486477.1, XP_010469721.1	CARHR083520
OG0008076	XP_010468834.1, XP_010464543.1, XP_019096339.1	CARHR083430
OG0008077	XP_010486469.1, XP_010464546.1, XP_010469113.1	CARHR083470
OG0008078	XP_010486483.1, XP_010464561.1, XP_010470301.1	CARHR083570
OG0008079	XP_010464598.1, XP_010486524.1, XP_010473847.1	CARHR083910
OG0008080	XP_010474064.1, XP_010486529.1, XP_010464602.1	CARHR083970
OG0008081	XP_010476353.1, XP_010486546.1, XP_010464631.1	CARHR084170
OG0008082	XP_010486584.1, XP_010479942.1, XP_010464662.1	CARHR084520
OG0008083	XP_010486602.1, XP_010480673.1, XP_010464670.1	CARHR084600
OG0008084	XP_010483438.1	CARHR084860
OG0008085	XP_010449338.1, XP_010434396.1, XP_010439688.1	CARHR226340
OG0008086	XP_010485549.1, XP_010464730.1	CARHR085050
OG0008087	XP_010464753.1, XP_010493046.1, XP_010486691.1	CARHR085330
OG0008088	XP_010492872.1, XP_010486692.1, XP_010464754.1	CARHR085340
OG0008089	XP_010464780.1, XP_010491094.1, XP_019096834.1	CARHR085470
OG0008090	XP_010464791.1, XP_010486721.1, XP_010489944.1	CARHR085570
OG0008091	XP_010464821.1, XP_010487340.1, XP_010486764.1	CARHR085770
OG0008092	XP_010486776.1, XP_010418744.1, XP_010464831.1	CARHR085840
OG0008093	XP_010464857.1, XP_010464859.1, XP_010486810.1, XP_010496386.1	CARHR086030
OG0008094	XP_010496746.1	CARHR086080
OG0008095	XP_010464868.1, XP_010496861.1, XP_010486817.1	CARHR086090
OG0008096	XP_010497983.1, XP_010464901.1, XP_010486837.1	CARHR086240
OG0008097	XP_010486838.1, XP_010464900.1, XP_010497995.1	CARHR086250
OG0008098	XP_010464889.1, XP_010498123.1, XP_010486846.1	CARHR086350
OG0008099	XP_010464886.1, XP_010498135.1, XP_010486844.1	CARHR086370
OG0008100	XP_010486869.1, XP_010464939.1, XP_010498302.1	CARHR086490
OG0008101	XP_010486870.1, XP_010498314.1, XP_010464940.1	CARHR086500
OG0008102	XP_010498482.1, XP_010486896.1, XP_010464957.1	CARHR086630
OG0008103	XP_010486923.1, XP_010464990.1, XP_010498825.1	CARHR086820
OG0008104	XP_010486929.1, XP_010498891.1	CARHR086860
OG0008105	XP_010465016.1, XP_010486967.1, XP_010499035.1	CARHR086980
OG0008106	XP_010499254.1, XP_010486985.1, XP_010465036.1	CARHR087130
OG0008107	XP_010465039.1, XP_010499284.1, XP_010486987.1	CARHR087150
OG0008108	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1	CARHR087160
OG0008109	XP_010468141.2, XP_010499345.1, XP_010486995.1	CARHR087210
OG0008110	XP_010465083.1, XP_010487034.1, XP_010499716.1	CARHR087500
OG0008111	XP_010421982.1, XP_010499865.1, XP_010421979.1, XP_019092198.1	CARHR087610
OG0008112	XP_010487066.1, XP_010465130.1, XP_010500155.1	CARHR087780
OG0008113	XP_010500292.1	CARHR087900, CARHR045420
OG0008114	XP_010500561.1, XP_010465184.1	CARHR088090
OG0008115	XP_019096286.1, XP_010465257.1, XP_010501352.1	CARHR088630
OG0008116	XP_019092221.1, XP_019092222.1, XP_010501406.1	CARHR088690
OG0008117	XP_010465272.1, XP_010419099.1, XP_010489819.1	CARHR088780
OG0008118	XP_010501323.1, XP_010465256.1, XP_010465283.1, XP_010487189.1, XP_010489817.1	CARHR088840
OG0008119	XP_010501624.1, XP_010465293.1, XP_010487198.1	CARHR088970
OG0008120	XP_010487223.1, XP_010501805.1, XP_010465314.1	CARHR089150
OG0008121	XP_010489829.1	CARHR265370, CARHR213460, CARHR089500
OG0008121	XP_019100604.1, XP_019087067.1	CARHR109090, CARHR023610, CARHR150290, CARHR265360, CARHR213450
OG0008122	XP_010465331.1, XP_010487240.1, XP_010501883.1	CARHR089380
OG0008123	XP_010502172.1, XP_010489834.1, XP_010465392.1	CARHR089750
OG0008124	XP_019101877.1, XP_010465410.1, XP_019096880.1	CARHR089830
OG0008125	XP_010502474.1, XP_010465450.1	CARHR090050
OG0008126	XP_019096925.1, XP_010502484.1, XP_010465451.1	CARHR090060
OG0008127	XP_010465519.1, XP_010503052.1, XP_010487376.1	CARHR090550
OG0008128	XP_010503274.1, XP_019096622.1, XP_010465541.1	CARHR090750
OG0008129	XP_010465545.1, XP_010487399.1, XP_010503326.1	CARHR090770
OG0008130	XP_010503402.1, XP_010465564.1, XP_010487413.1	CARHR090850
OG0008131	XP_010465573.1, XP_010487421.1, XP_010503481.1	CARHR090900
OG0008132	XP_010487449.1, XP_010503711.1, XP_010465609.1	CARHR091220
OG0008133	XP_010465628.1, XP_010487466.1, XP_010503915.1	CARHR091360
OG0008134	XP_010465650.1, XP_010504093.1, XP_010419302.1, XP_010487484.1	CARHR091510
OG0008135	XP_019101064.1, XP_019096190.1	CARHR091660
OG0008135	XP_010504265.1, XP_019096381.1	CARHR091650
OG0008136	XP_010465679.1, XP_010504403.1, XP_010487513.1	CARHR091720
OG0008137	XP_010487540.1, XP_010465697.1, XP_019102253.1	CARHR091990
OG0008138	XP_010465735.1, XP_010504935.1, XP_010487578.1	CARHR092310
OG0008139	XP_010465768.1, XP_010487603.1	CARHR092600
OG0008140	XP_010505438.1, XP_010465784.1, XP_019096393.1	CARHR092690
OG0008141	XP_010465795.1, XP_010487633.1, XP_010505247.1	CARHR092780
OG0008142	XP_010465796.1, XP_010487634.1, XP_010505235.1, XP_010487636.1	CARHR092790
OG0008143	XP_010505908.1, XP_010487676.1, XP_010465838.1	CARHR093140
OG0008144	XP_010487675.1, XP_010505920.1, XP_010465837.1	CARHR093150
OG0008146	XP_010465868.1, XP_010487705.1, XP_010506189.1	CARHR093280
OG0008147	XP_010490096.1, XP_019083282.1, XP_010466795.1, XP_010466726.1	CARHR094240
OG0008149	XP_010487749.1, XP_010465924.1, XP_010506779.1	CARHR093700
OG0008150	XP_010465966.1, XP_010507010.1, XP_010487782.1	CARHR093940
OG0008151	XP_010465979.1	CARHR094060
OG0008152	XP_010432705.1, XP_010437901.1	CARHR240440, CARHR053370
OG0008153	XP_010487795.1, XP_010507108.1, XP_010465984.1	CARHR094150
OG0008154	XP_010507195.1, XP_010465998.1, XP_010487804.1	CARHR094250
OG0008155	XP_010487809.1, XP_010507238.1, XP_010466017.1	CARHR094300
OG0008156	XP_010507472.1, XP_010487841.1	CARHR094550
OG0008157	XP_010466060.1, XP_010507578.1, XP_010487859.1	CARHR094670
OG0008158	XP_010507766.1, XP_010487890.1, XP_010466091.1	CARHR094890
OG0008159	XP_010507774.1, XP_010466092.1	CARHR094910
OG0008160	XP_010507799.1, XP_010487901.1, XP_010466107.1	CARHR094980
OG0008161	XP_010437279.1, XP_010432107.1, XP_010446717.1	CARHR245410
OG0008162	XP_010447029.1, XP_010436162.1	CARHR212530
OG0008163	XP_010508666.1, XP_010466203.1, XP_019096897.1	CARHR095850
OG0008164	XP_010440072.1, XP_010449689.1, XP_010434737.1	CARHR223560
OG0008165	XP_010508937.1, XP_010466237.1, XP_010488021.1	CARHR096220, CARHR096210
OG0008166	XP_019092399.1, XP_010432469.1, XP_010447148.1, XP_010437672.1	CARHR133860
OG0008167	XP_010488076.1, XP_010509492.1	CARHR096770
OG0008168	XP_010509632.1, XP_010488090.1, XP_010466323.1	CARHR096890
OG0008169	XP_010509758.1, XP_010466337.1	CARHR097020
OG0008170	XP_019082801.1, XP_010488108.1, XP_010466346.1	CARHR097060
OG0008171	XP_010482668.1, XP_010445358.1, XP_010442835.1	CARHR265850
OG0008172	XP_010482628.1, XP_010442796.1, XP_010445061.1	CARHR265590
OG0008173	XP_019091275.1, XP_010442806.1, XP_010482638.1	CARHR265650
OG0008174	XP_010441082.1, XP_010435866.1, XP_010450785.1	CARHR262620
OG0008175	XP_019086778.1, XP_010450858.1, XP_010441016.1	CARHR263670
OG0008176	XP_010450487.1, XP_010440841.1, XP_010435562.1	CARHR215780
OG0008177	XP_010438870.1, XP_010482026.1	CARHR284360
OG0008178	XP_010512743.1, XP_010466724.1, XP_010488446.1	CARHR099670
OG0008179	XP_010488440.1, XP_010512644.1, XP_010466711.1	CARHR099550
OG0008181	XP_010488385.1, XP_010512305.1, XP_010466654.1, XP_010488383.1	CARHR099260
OG0008182	XP_010512047.2, XP_010488347.1, XP_010466608.1	CARHR099000
OG0008183	XP_010488329.1, XP_010466589.1, XP_010511929.1	CARHR098890
OG0008184	XP_010488324.1, XP_010511883.1, XP_010466584.1	CARHR098860
OG0008185	XP_010488321.1, XP_010511844.1, XP_010466582.1	CARHR050050
OG0008186	XP_010511655.1, XP_010488307.1, XP_010466567.1	CARHR098600
OG0008187	XP_010511403.1, XP_010488279.1, XP_010466532.1	CARHR098380
OG0008188	XP_010488260.1, XP_010511278.1, XP_019098765.1, XP_010466517.1	CARHR098260
OG0008190	XP_010511002.1, XP_010466483.1, XP_010488229.1	CARHR098040
OG0008191	XP_010466484.1, XP_010488230.1, XP_010511011.1	CARHR098060
OG0008192	XP_010488224.1, XP_010466475.1	CARHR097960
OG0008193	XP_010513891.1, XP_010502142.1, XP_010424933.1	CARHR144180
OG0008194	XP_010488161.1, XP_010466389.1, XP_010510244.1	CARHR097420
OG0008195	XP_010466382.1, XP_010488155.1, XP_010510193.1	CARHR097390
OG0008196	XP_010488154.1, XP_010510179.1, XP_010466381.1	CARHR097370
OG0008197	XP_010433010.1, XP_010438200.1, XP_010447747.1	CARHR238150
OG0008198	XP_010438201.2, XP_010433012.1, XP_010447748.1	CARHR238140
OG0008199	XP_010438204.1, XP_010433015.1, XP_010447754.1	CARHR238110
OG0008200	XP_010447756.1, XP_010433018.1, XP_010438208.1	CARHR238080
OG0008201	XP_019086036.1, XP_019089551.1, XP_010438218.1	CARHR238020
OG0008202	XP_010433031.1, XP_010447772.1, XP_010438221.1	CARHR237990
OG0008203	XP_019098744.1, XP_019088947.1, XP_019086836.1, XP_010438233.1	CARHR237930
OG0008205	XP_010415193.1, XP_010511480.1, XP_010470526.1	CARHR058440
OG0008206	XP_010511516.1, XP_010415138.2	CARHR057840
OG0008207	XP_010470451.1, XP_010511121.1, XP_010415118.1	CARHR119180, CARHR057580
OG0008208	XP_010470324.1, XP_010414867.1, XP_010511138.1	CARHR056150
OG0008209	XP_010511379.1, XP_010414785.1	CARHR054140
OG0008210	XP_010414887.1, XP_019100891.1, XP_010470342.1	CARHR055580
OG0008211	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1	CARHR055770
OG0008212	XP_019083181.1, XP_010511580.1, XP_010470367.1	CARHR055820
OG0008213	XP_010511574.1, XP_010418915.1, XP_010470368.1	CARHR055840
OG0008214	XP_010454167.1, XP_010420690.1, XP_010492943.1	CARHR193950
OG0008215	XP_010492920.1, XP_010420659.1, XP_019090710.1	CARHR194170
OG0008216	XP_010492873.1, XP_010454110.1, XP_010420633.1	CARHR194440
OG0008217	XP_010420613.1, XP_010492856.1, XP_010454092.1	CARHR194510
OG0008218	XP_010454077.1, XP_010492840.1, XP_010420589.1	CARHR194630
OG0008219	XP_010495274.1	CARHR194830
OG0008220	XP_019097717.1, XP_019084675.1, XP_019090112.1	CARHR185120
OG0008221	XP_019086495.1, XP_019086370.1, XP_019087538.1, XP_010442044.1, XP_010481880.1, XP_010494307.1	CARHR180480
OG0008222	XP_010442339.1, XP_010439778.1, XP_010482156.1	CARHR182860
OG0008223	XP_010482096.1, XP_010493671.1, XP_010442270.1	CARHR183600
OG0008224	XP_010426866.1, XP_010515714.1, XP_010503990.1	CARHR162260
OG0008225	XP_010515700.1, XP_010503983.1, XP_010426855.1	CARHR162150
OG0008226	XP_019084848.1, XP_019099867.1, XP_019099852.1, XP_019082483.1	CARHR162120
OG0008227	XP_010503961.1, XP_010515681.1, XP_010426837.1	CARHR162020
OG0008228	XP_019084846.1, XP_010515661.1	CARHR161870
OG0008229	XP_010515633.1, XP_010503902.1, XP_010426774.1	CARHR161560
OG0008230	XP_010503871.1, XP_010426755.1, XP_010515607.1	CARHR161380
OG0008231	XP_019085063.1, XP_010515601.1, XP_010503866.1	CARHR161360
OG0008232	XP_010515596.1, XP_010503861.1, XP_010426742.1	CARHR161260
OG0008233	XP_010426724.1, XP_010515570.1, XP_010503848.1	CARHR161100
OG0008234	XP_010515505.1, XP_010426656.1, XP_010503800.1	CARHR160750
OG0008235	XP_010496470.1, XP_019098287.1	CARHR000190
OG0008236	XP_010474701.1, XP_010480633.1, XP_010457170.1	CARHR001330
OG0008237	XP_010474657.1, XP_010474656.1, XP_010457222.1, XP_010480965.1, XP_010457221.1	CARHR001760
OG0008238	XP_010474660.1, XP_010480975.1, XP_010457224.1	CARHR001770
OG0008239	XP_010457240.1, XP_010481079.1, XP_010474670.1	CARHR001880
OG0008240	XP_010474869.1, XP_010457279.1, XP_010481261.1	CARHR002200
OG0008241	XP_010481429.1, XP_010474898.1, XP_010462542.1	CARHR002320
OG0008242	XP_010481572.1, XP_010474929.1, XP_010474919.1	CARHR002460
OG0008243	XP_010481668.1, XP_010457322.1, XP_010474936.1	CARHR002510
OG0008244	XP_010457333.1, XP_010474946.1, XP_010481801.1	CARHR002570
OG0008245	XP_010474952.1, XP_010481853.1, XP_010457339.1	CARHR005920, CARHR002620
OG0008246	XP_010457343.1, XP_010481925.1, XP_010474958.1	CARHR002720
OG0008247	XP_010474979.1, XP_010482193.1	CARHR002910
OG0008248	XP_010482259.1, XP_010457365.1, XP_010474982.1	CARHR002930
OG0008249	XP_010482270.1, XP_010457366.1, XP_010474983.1	CARHR002940
OG0008250	XP_010482461.1, XP_010457386.1, XP_010475001.1	CARHR003070
OG0008251	XP_010457398.1, XP_010475011.1, XP_010482550.1	CARHR003150
OG0008252	XP_010482885.1, XP_010457420.1, XP_010475032.1	CARHR003320
OG0008253	XP_010457424.1, XP_010482950.1, XP_010475037.1	CARHR003360
OG0008254	XP_010434105.1, XP_010457453.1, XP_010483239.1, XP_010475065.1	CARHR003520
OG0008255	XP_010448588.1, XP_010439065.1, XP_010433797.1	CARHR231670
OG0008256	XP_010457488.1, XP_010483777.1, XP_010475098.1	CARHR003770
OG0008257	XP_010475116.1, XP_010457506.1, XP_010483946.1	CARHR003900
OG0008258	XP_010475117.1, XP_010457507.1, XP_010483949.1	CARHR003910
OG0008259	XP_010475155.1, XP_010484352.1, XP_010457547.1	CARHR004270
OG0008260	XP_010457575.1, XP_010484563.1, XP_019098523.1, XP_010475177.1	CARHR004450
OG0008261	XP_010484864.2, XP_010480351.1, XP_019090958.1	CARHR004770
OG0008262	XP_010475225.1, XP_010457620.1, XP_010484916.1	CARHR004850
OG0008263	XP_010457623.1, XP_010475228.1, XP_010484935.1	CARHR004880
OG0008264	XP_010457631.1, XP_010484969.1, XP_010484961.1, XP_010475234.1	CARHR004920, CARHR054160, CARHR054150
OG0008265	XP_010475240.1, XP_010485008.1, XP_010457636.1	CARHR004960
OG0008266	XP_010485271.1, XP_010457671.1, XP_010475291.1	CARHR005270
OG0008267	XP_010485310.1, XP_010501329.1, XP_010475296.1	CARHR005310
OG0008268	XP_010475305.1, XP_010485424.1, XP_010457695.1	CARHR005390
OG0008269	XP_010475306.1, XP_019098791.1, XP_010485440.1, XP_010457691.1	CARHR005400
OG0008270	XP_010485596.1, XP_019098850.1, XP_010475321.1, XP_010457710.1, XP_010469024.1	CARHR005510
OG0008271	XP_010475328.1, XP_010485754.1, XP_010457722.1	CARHR005590
OG0008272	XP_010485879.1, XP_010457748.1, XP_010475349.1	CARHR005740
OG0008273	XP_010475368.1, XP_010486072.1, XP_010457769.1	CARHR006020
