Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_NCBI
OG0006798	Om008G354320	XP_002872709.1
OG0006799	Om008G355720	XP_020876501.1
OG0006800	Om008G355900	XP_020871686.1
OG0006801	Om008G356220	XP_002863567.1
OG0006802	Om001G021000	XP_002867493.1
OG0006803	Om008G358880	XP_020879198.1
OG0006804	Om008G359550	XP_020881547.1
OG0006805	Om008G360970	XP_020871718.1
OG0006806	Om008G361200	XP_002865168.1
OG0006807	Om008G361430	XP_002863392.1
OG0006808	Om008G361490	XP_002863389.1
OG0006809	Om008G361580	XP_020866805.1
OG0006810	Om008G361910	XP_020885101.1
OG0006811	Om008G334640	XP_020884799.1
OG0006812	Om008G362750	XP_020890369.1
OG0006813	Om007G302850, Om005G212700	XP_020871674.1
OG0006814	Om002G059480	XP_020886265.1
OG0006815	Om002G075900	XP_020888784.1
OG0006816	Om002G074880, Om002G074960	XP_002863088.1
OG0006817	Om002G074420	XP_002883543.1
OG0006818	Om003G104240	XP_002863155.1
OG0006819	Om003G103420	XP_002868313.1
OG0006820	Om002G071410	XP_002885533.1, XP_002862508.1
OG0006821	Om003G102420	XP_020872377.1
OG0006822	Om003G102300	XP_002870279.1
OG0006823	Om003G101540	XP_020874786.1
OG0006825	Om001G021070	XP_020874897.1
OG0006826	Om007G317410	XP_002868639.1
OG0006827	Om007G317670	XP_020875222.1
OG0006828	Om007G318530	XP_020874352.1
OG0006829	Om007G318540	XP_020874915.1
OG0006830	Om008G318670	XP_020884430.1
OG0006831	Om008G318720	XP_020885097.1
OG0006832	Om003G103940	XP_020868768.1, XP_002865336.1
OG0006833	Om007G317160, Om008G319460	XP_002880301.1
OG0006834	Om008G340070	XP_020883207.1
OG0006835	Om008G320280	XP_020883298.1
OG0006836	Om008G320520	XP_002882082.1, XP_002882084.1
OG0006837	Om008G320950	XP_020883467.1
OG0006838	Om008G321050	XP_020882878.1
OG0006839	Om008G321310	XP_020885488.1
OG0006840	Om008G321360	XP_002882044.1
OG0006841	Om008G321540	XP_020884872.1
OG0006842	Om008G321780	XP_020884251.1
OG0006843	Om008G321800	XP_002882025.1
OG0006845	Om008G322920	XP_020885502.1
OG0006846	Om008G325330, Om008G325300	XP_020883360.1
OG0006847	Om008G325630	XP_002881887.2
OG0006848	Om008G326110	XP_020884910.1
OG0006849	Om008G326140	XP_020884516.1
OG0006850	Om008G326720	XP_020885340.1, XP_020867124.1
OG0006851	Om008G326880	XP_020885222.1
OG0006852	Om008G327450	XP_002881799.1
OG0006853	Om008G327990	XP_020883866.1
OG0006854	Om004G175780	XP_002870954.1
OG0006855	Om004G175990	XP_002870967.1
OG0006856	Om004G175660	XP_020879080.1
OG0006857	Om004G175650	XP_020879310.1
OG0006858	Om004G174850	XP_002873073.1
OG0006859	Om004G174720	XP_002871015.1
OG0006860	Om008G334550, Om008G334490, Om004G174630	XP_002871018.1
OG0006861	Om004G174470	XP_020878458.1
OG0006862	Om004G173640	XP_002873122.1
OG0006863	Om004G173610	XP_002871063.1
OG0006864	Om007G289140	XP_002890784.1
OG0006865	Om006G241300	XP_020877064.1
OG0006866	Om006G241570, Om006G241560	XP_020876097.1
OG0006867	Om006G241670	XP_020878786.1
OG0006868	Om006G241900	XP_020876286.1
OG0006869	Om006G242030	XP_020879156.1
OG0006870	Om006G242600	XP_020876169.1
OG0006871	Om006G242690	XP_002871960.1
OG0006872	Om006G242790	XP_020878922.1
OG0006873	Om006G243230	XP_002874036.1
OG0006874	Om006G243390	XP_020877336.1
OG0006875	Om006G244420	XP_020879342.1
OG0006876	Om006G244680	XP_002866389.1
OG0006877	Om006G245060	XP_020882586.1
OG0006878	Om006G245460	XP_020871576.1
OG0006879	Om006G245700	XP_020871504.1
OG0006880	Om006G234530	XP_002866538.1
OG0006881	Om006G233790	XP_002866576.1
OG0006882	Om006G233780	XP_020869699.1
OG0006883	Om006G233550	XP_002864882.1
OG0006884	Om006G233450	XP_002866593.1
OG0006885	Om006G233240	XP_020871485.1, XP_020883589.1
OG0006886	Om003G099990	XP_020890584.1
OG0006887	Om006G233020	XP_020871871.1
OG0006888	Om006G232990	XP_002864902.1
OG0006889	Om006G232590	XP_020879267.1
OG0006890	Om006G232430	XP_002864930.1
OG0006891	Om006G232310	XP_002866646.1
OG0006892	Om006G232180	XP_002864939.2
OG0006893	Om006G231880	XP_002866667.2
OG0006894	Om006G231670	XP_020882334.1
OG0006895	Om006G230900	XP_002866702.1
OG0006896	Om006G230870	XP_020891627.1
OG0006897	Om006G230740	XP_002865009.1
OG0006898	Om005G211570	XP_002887158.1
OG0006899	Om006G229470	XP_020881936.1
OG0006900	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140	XP_020879305.1
OG0006901	Om006G229360	XP_020890008.1
OG0006902	Om004G157050	XP_020878532.1
OG0006903	Om004G157300, Om001G027560	XP_020876851.1
OG0006904	Om004G157820	XP_020878862.1
OG0006905	Om004G157610	XP_020878881.1
OG0006906	Om004G158240	XP_002872909.2
OG0006907	Om004G158550	XP_002872926.1
OG0006908	Om005G178780	XP_002889383.1
OG0006909	Om004G159380	XP_020878397.1
OG0006910	Om004G160480	XP_020876390.1
OG0006911	Om004G160580	XP_002872802.1
OG0006912	Om004G160740	XP_020876416.1
OG0006913	Om007G302230	XP_020876382.1
OG0006914	Om005G180750	XP_002892177.2
OG0006915	Om007G277470	XP_020871100.1
OG0006916	Om007G277530	XP_020871711.1
OG0006917	Om007G277610	XP_020889040.1
OG0006918	Om007G278340	XP_002879447.1
OG0006919	Om007G278670	XP_020883975.1
OG0006920	Om007G279180	XP_002881217.1
OG0006921	Om007G279060	XP_020883646.1
OG0006922	Om007G279010	XP_002879411.1
OG0006924	Om007G278850	XP_002879420.1
OG0006925	Om007G279500	XP_002881231.2
OG0006926	Om007G279440	XP_020885840.1
OG0006927	Om007G279610	XP_002879368.2, XP_020884231.1
OG0006928	Om007G279780	XP_002881211.1
OG0006929	Om007G280070	XP_020884471.1
OG0006930	Om007G280090	XP_002879343.1
OG0006931	Om007G280300	XP_002881181.1, XP_002862292.1
OG0006932	Om007G280990	XP_020883090.1
OG0006933	Om007G281270	XP_020884476.1
OG0006934	Om007G281520	XP_020883065.1
OG0006935	Om007G281690	XP_020885697.1
OG0006936	Om005G184420	XP_020866669.1
OG0006937	Om007G281930	XP_020884863.1
OG0006938	Om007G281980	XP_002881084.1
OG0006939	Om007G282320	XP_020884702.1
OG0006940	Om007G283010	XP_020872910.1, XP_020885746.1
OG0006941	Om007G283180	XP_020884412.1
OG0006942	Om007G283310	XP_002879181.1
OG0006943	Om007G283510	XP_020884607.1
OG0006944	Om007G283670	XP_020884860.1
OG0006945	Om007G285200	XP_020885094.1
OG0006946	Om007G285100	XP_020885705.1, XP_020883305.1
OG0006947	Om007G285020	XP_002880882.1
OG0006948	Om007G284810	XP_002880905.1
OG0006949	Om007G284650	XP_020883386.1
OG0006950	Om004G150400	XP_002880747.1
OG0006951	Om001G030120	XP_020883194.1
OG0006952	Om001G006710	XP_020883618.1
OG0006953	Om002G042850	XP_020886964.1
OG0006954	Om001G017800	XP_002869612.1
OG0006955	Om001G019200	XP_020873520.1
OG0006956	Om002G042930	XP_020887569.1
OG0006957	Om002G043160	XP_020886315.1
OG0006958	Om002G043210	XP_020888684.1
OG0006959	Om002G043440	XP_020886906.1
OG0006960	Om002G043880	XP_020887146.1
OG0006961	Om002G044000	XP_002884331.1
OG0006962	Om002G044230	XP_020889326.1
OG0006963	Om002G044390	XP_002884349.2
OG0006964	Om002G044510	XP_020887941.1
OG0006965	Om002G045130	XP_002884398.1
OG0006966	Om002G045270	XP_002882303.1
OG0006967	Om002G045380	XP_020887012.1
OG0006968	Om002G045730	XP_002884424.1
OG0006969	Om002G045960	XP_020888788.1
OG0006970	Om002G046200	XP_020886791.1
OG0006971	Om002G046310	XP_002882363.1
OG0006972	Om002G046610	XP_002882374.1
OG0006973	Om002G046810, Om002G046820	XP_020886434.1
OG0006974	Om002G047420	XP_020888111.1, XP_002884503.1
OG0006975	Om002G047610	XP_002882419.1
OG0006976	Om002G048360	XP_002882443.1
OG0006977	Om002G048370	XP_020888592.1
OG0006978	Om002G048480	XP_002884557.2
OG0006979	Om002G048730	XP_020889519.1
OG0006980	Om002G048790	XP_002882459.1
OG0006981	Om007G295720	XP_002871819.1
OG0006982	Om002G049460	XP_002862415.1, XP_002884609.1
OG0006983	Om003G096720, Om002G049490	XP_020888898.1
OG0006984	Om002G049730	XP_002884620.1
OG0006985	Om002G049870	XP_020886979.1
OG0006986	Om002G050130	XP_020888989.1
OG0006987	Om002G050590	XP_020887692.1
OG0006988	Om002G051440	XP_020888740.1
OG0006989	Om008G330280	XP_002879855.1, XP_002862876.2
OG0006990	Om008G330530	XP_020884758.1
OG0006991	Om008G330740	XP_020884620.1
OG0006992	Om008G331110	XP_020883522.1
OG0006993	Om008G331380	XP_002879815.1
OG0006994	Om008G331700	XP_002881666.1
OG0006995	Om008G332150	XP_020879747.1, XP_002879790.1
OG0006996	Om008G332060	XP_020884010.1
OG0006997	Om008G333020	XP_020883834.1
OG0006998	Om008G333090, Om008G333150	XP_020885330.1
OG0006999	Om008G333190	XP_020884583.1
OG0007000	Om008G333210	XP_020884582.1
OG0007001	Om008G338020	XP_002881415.1
OG0007002	Om008G337990	XP_002881417.1
OG0007003	Om008G337730	XP_002862872.1, XP_002879590.1
OG0007004	Om008G337700	XP_002881426.2
OG0007005	Om008G337560	XP_020883697.1
OG0007006	Om008G337440	XP_002881435.1
OG0007007	Om008G337120	XP_002879612.1
OG0007008	Om008G336090	XP_002879652.1
OG0007009	Om008G335910	XP_002879658.1
OG0007010	Om008G335810	XP_002879662.1
OG0007011	Om008G335770	XP_020882818.1, XP_002881531.2
OG0007012	Om008G335690	XP_020884875.1
OG0007013	Om008G334810	XP_020885598.1
OG0007014	Om008G334070	XP_020883343.1
OG0007015	Om008G333650, Om008G333620	XP_020882855.1
OG0007016	Om005G196610	XP_020869583.1
OG0007017	Om005G196690, Om004G130870	XP_002889279.1
OG0007018	Om005G197240	XP_020869372.1
OG0007020	Om005G197830	XP_002892924.1
OG0007021	Om005G197890	XP_020867447.1
OG0007022	Om005G198250	XP_020867096.1
OG0007023	Om004G142720	XP_020889689.1
OG0007024	Om005G198960	XP_020869018.1
OG0007025	Om005G199020	XP_020867105.1
OG0007026	Om005G199350	XP_020866821.1
OG0007027	Om005G199480	XP_002890254.1
OG0007028	Om005G200340	XP_020869741.1
OG0007029	Om005G200860	XP_020870012.1
OG0007030	Om005G200870	XP_020870014.1
OG0007031	Om005G201150	XP_002893033.1
OG0007032	Om005G201160	XP_020870042.1
OG0007033	Om005G201520	XP_020879687.1, XP_020870294.1
OG0007034	Om005G201650	XP_020870163.1
OG0007035	Om005G202720	XP_020869264.1
OG0007036	Om006G270700, Om007G286670	XP_002893137.1
OG0007037	Om005G203650	XP_002890441.1
OG0007038	Om005G204240	XP_020869594.1
OG0007039	Om005G204310	XP_002890472.1, XP_002890479.1
OG0007040	Om005G204520	XP_002890490.1
OG0007041	Om005G204550	XP_002893210.1, XP_020889720.1
OG0007042	Om005G205880	XP_002887395.1
OG0007044	Om004G144410	XP_002893305.2, XP_020869231.1
OG0007045	Om004G144510	XP_020870851.1
OG0007046	Om004G144830	XP_002890614.1
OG0007047	Om004G146890	XP_020868418.1
OG0007048	Om004G147680	XP_020870569.1
OG0007050	Om006G272670	XP_020873739.1
OG0007051	Om004G148330	XP_002869712.1
OG0007052	Om007G285590	XP_020873225.1
OG0007053	Om003G112800	XP_020871626.1
OG0007054	Om001G021060	XP_020872218.1
OG0007055	Om004G153320, Om018G373990	XP_002880583.2
OG0007056	Om004G152160	XP_020882836.1
OG0007057	Om008G334620	XP_020884788.1
OG0007058	Om004G154300, Om003G110600	XP_002878634.1
OG0007059	Om004G153640	XP_002878602.1
OG0007060	Om004G156540	XP_002878531.1
OG0007062	Om005G194780, Om005G194770	XP_002892816.1
OG0007063	Om005G194310, Om005G194300	XP_002892796.1
OG0007064	Om005G193870	XP_002892779.1
OG0007065	Om005G192890	XP_020869892.1
OG0007066	Om005G192610	XP_020867113.1
OG0007067	Om005G192530	XP_020866538.1
OG0007068	Om005G191900	XP_020867627.1
OG0007069	Om005G191830	XP_020868459.1
OG0007070	Om005G208960, Om005G191090	XP_020866968.1
OG0007072	Om005G190010	XP_002892623.1
OG0007073	Om005G189980	XP_002889853.1
OG0007074	Om005G189850	XP_020868471.1
OG0007075	Om005G189810	XP_002892615.1
OG0007076	Om005G188860	XP_002889801.1
OG0007077	Om005G188480	XP_002892543.1
OG0007078	Om005G188020	XP_020868197.1
OG0007079	Om005G188010	XP_020868165.1
OG0007080	Om005G187350	XP_002889740.1
OG0007081	Om005G187020	XP_020867394.1
OG0007082	Om005G186840	XP_020868146.1
OG0007083	Om005G186230	XP_002892452.1
OG0007084	Om006G262020, Om006G262060, Om008G320750	XP_002882072.1
OG0007085	Om005G185240	XP_002892401.1, XP_002889650.1
OG0007086	Om005G184960	XP_020866492.1
OG0007087	Om005G184930	XP_020866078.1
OG0007088	Om005G184370	XP_002892364.2
OG0007089	Om003G111600	XP_002864082.1
OG0007090	Om001G030370	XP_002869223.1
OG0007091	Om005G183660	XP_002889591.1
OG0007092	Om005G183500	XP_002889584.1
OG0007093	Om005G183120	XP_020869170.1
OG0007094	Om005G182130	XP_020870547.1
OG0007095	Om005G181900	XP_002892240.1
OG0007096	Om005G181790	XP_020866003.1
OG0007097	Om005G181530	XP_002892228.1
OG0007098	Om005G181570	XP_020869409.1
OG0007099	Om005G181320	XP_002892205.1
OG0007100	Om005G180430	XP_020869240.1, XP_020868859.1
OG0007101	Om005G180850	XP_020866429.1
OG0007102	Om005G179830	XP_002892141.1
OG0007103	Om005G179800	XP_002889428.1
OG0007104	Om005G179710	XP_002892134.2
OG0007105	Om005G179680	XP_020870423.1
OG0007106	Om005G178400	XP_002889363.1
OG0007107	Om006G257210	XP_002876092.1
OG0007108	Om005G177680	XP_020869823.1
OG0007109	Om007G301420	XP_002871615.1
OG0007110	Om007G301470	XP_020876226.1
OG0007111	Om007G301490	XP_020876224.1
OG0007112	Om007G301630	XP_020876332.1
OG0007113	Om007G300780	XP_002873692.1
OG0007114	Om007G299960	XP_002873721.1
OG0007115	Om007G300220	XP_002871653.1, XP_002871652.1
OG0007116	Om007G299500	XP_002873736.1
OG0007117	Om007G298370	XP_002873773.1
OG0007118	Om007G298100	XP_002868800.1
OG0007119	Om007G298090	XP_002871726.1
OG0007120	Om002G083960, Om007G297540	XP_002871745.1
OG0007121	Om007G297280	XP_020876528.1
OG0007122	Om007G297090	XP_002873828.1
OG0007123	Om007G295400	XP_002871828.1
OG0007124	Om007G294840	XP_002871869.1
OG0007125	Om007G294610	XP_020876781.1
OG0007126	Om007G294440	XP_002872223.1
OG0007127	Om007G294070	XP_002872252.1
OG0007128	Om007G293640	XP_020876935.1
OG0007129	Om007G303300	XP_020878365.1
OG0007130	Om007G303680	XP_020871920.1
OG0007131	Om007G304570	XP_020889885.1
OG0007132	Om002G065080	XP_002863926.1
OG0007133	Om007G308140, Om002G074690	XP_020871585.1
OG0007134	Om007G306390, Om009G363540	XP_002865659.1
OG0007135	Om004G161330	XP_020876670.1
OG0007136	Om004G169590	XP_020878775.1
OG0007137	Om004G169930	XP_002873277.1
OG0007138	Om004G170130	XP_002873267.1
OG0007139	Om004G161350	XP_020877371.1
OG0007140	Om004G161360	XP_002871569.1
OG0007141	Om004G170410	XP_002873248.1
OG0007142	Om004G171430	XP_020872356.1, XP_020875904.1
OG0007143	Om004G172070	XP_020876025.1
OG0007144	Om004G172420	XP_020875935.1
OG0007145	Om008G335020, Om004G172290	XP_002871124.1
OG0007146	Om004G172820	XP_002871097.1
OG0007147	Om006G240990, Om006G240980	XP_020879403.1, XP_020879400.1
OG0007148	Om006G240580	XP_020877868.1
OG0007149	Om006G240550	XP_020877872.1
OG0007150	Om006G240520	XP_020877845.1
OG0007151	Om006G239750	XP_002874239.1
OG0007152	Om006G239710	XP_020876679.1, XP_020876678.1
OG0007153	Om006G239450	XP_002874225.1
OG0007154	Om006G239440	XP_002872127.1
OG0007155	Om006G238860	XP_002874180.1
OG0007156	Om006G238730	XP_002874170.1
OG0007157	Om006G238720	XP_020879306.1
OG0007158	Om006G261230	XP_020880789.1
OG0007159	Om006G238160	XP_020876249.1
OG0007160	Om006G238070	XP_020879171.1
OG0007161	Om006G237780	XP_002874123.1
OG0007162	Om006G237770	XP_002872049.1
OG0007163	Om006G237360	XP_002866400.1
OG0007164	Om006G237300	XP_020889023.1
OG0007165	Om006G237230	XP_020878514.1
OG0007166	Om006G236910	XP_020871209.1
OG0007167	Om006G236560	XP_020888823.1
OG0007168	Om006G235550	XP_002864795.1
OG0007169	Om006G235440	XP_020871833.1
OG0007170	Om006G235310	XP_020877884.1
OG0007171	Om006G235020	XP_020871594.1
OG0007172	Om006G263410, Om006G263400	XP_020880385.1
OG0007173	Om006G234820	XP_002864828.1
OG0007174	Om006G247400	XP_020889210.1
OG0007175	Om006G258130	XP_002876050.1
OG0007176	Om006G259740	XP_002875996.1
OG0007177	Om006G260200	XP_020882141.1
OG0007178	Om007G306780, Om006G263200	XP_020880362.1
OG0007181	Om006G266570	XP_002877532.2
OG0007182	Om006G245610	XP_020884146.1, XP_002877450.1
OG0007183	Om004G176350	XP_020882262.1
OG0007185	Om006G268790	XP_002875659.1
OG0007186	Om006G268620	XP_002875629.1
OG0007187	Om005G212360	XP_002887123.1
OG0007188	Om005G212410, Om005G212680	XP_002887120.1
OG0007190	Om002G051320	XP_020887192.1
OG0007191	Om005G209450	XP_002887232.1
OG0007192	Om005G209220	XP_020891323.1
OG0007193	Om005G211360	XP_002887165.2
OG0007194	Om005G208510	XP_002863106.1
OG0007195	Om005G208500	XP_020875235.1
OG0007196	Om005G208410	XP_020890159.1
OG0007197	Om005G207120	XP_002887328.1
OG0007198	Om005G206940	XP_020889607.1
OG0007199	Om005G206840	XP_002887343.1
OG0007200	Om005G206620	XP_020889941.1
OG0007201	Om005G205970	XP_002888847.2
OG0007202	Om004G143290	XP_020891236.1
OG0007203	Om006G241500	XP_002873967.1
OG0007204	Om004G133410, Om004G138880	XP_020890612.1
OG0007205	Om004G134400	XP_020865682.1
OG0007206	Om008G357930	XP_002863506.1
OG0007207	Om004G134900	XP_020890503.1
OG0007208	Om004G135030	XP_020890262.1
OG0007209	Om004G135640	XP_002887655.1
OG0007210	Om004G136090	XP_002889081.1
OG0007211	Om004G136550, Om004G136540	XP_002889071.1
OG0007212	Om004G136960	XP_020890402.1
OG0007213	Om004G137540	XP_020891402.1
OG0007214	Om004G137580	XP_002887608.1
OG0007215	Om004G138760	XP_002889003.1
OG0007216	Om004G138650	XP_002888999.1
OG0007217	Om004G138540	XP_020891423.1
OG0007218	Om004G138500	XP_002888991.1
OG0007219	Om004G139470	XP_020889960.1
OG0007220	Om004G140560	XP_020891780.1
OG0007221	Om004G141740	XP_020865615.1
OG0007222	Om005G225240, Om008G318630	XP_020883658.1
OG0007223	Om004G142170	XP_020891519.1
OG0007224	Om004G142640	XP_020890564.1
OG0007225	Om004G133300	XP_020890024.1
OG0007226	Om004G132840	XP_020890471.1
OG0007227	Om002G053480	XP_002882679.1
OG0007228	Om004G131960	XP_020891289.1
OG0007229	Om004G131830	XP_020890242.1
OG0007230	Om004G131480	XP_002889257.1
OG0007231	Om005G196910	XP_020867552.1
OG0007231	Om004G131210	XP_002893066.1
OG0007232	Om004G129910, Om007G302980	XP_020889728.1
OG0007233	Om004G131120	XP_020865878.1
OG0007234	Om004G131040, Om004G131050, Om004G146080	XP_020891170.1
OG0007235	Om004G130910	XP_020891056.1
OG0007236	Om004G130610	XP_002878916.1, XP_020890381.1
OG0007237	Om005G196540	XP_020866082.1
OG0007238	Om004G130200, Om001G006300	XP_020866955.1, XP_020891593.1
OG0007239	Om002G056200, Om004G130150	XP_020891035.1, XP_020888897.1
OG0007240	Om002G056910	XP_002884937.2
OG0007241	Om002G056980	XP_020886314.1
OG0007242	Om002G067980	XP_020888874.1, XP_020877216.1
OG0007243	Om002G058080	XP_020888550.1, XP_020872518.1
OG0007244	Om002G058330	XP_002882855.1
OG0007245	Om002G058890	XP_020887168.1
OG0007246	Om002G058960	XP_020886171.1
OG0007247	Om002G059610	XP_002882885.2
OG0007248	Om002G060690	XP_020888545.1
OG0007249	Om002G060930	XP_002882949.1
OG0007250	Om002G061120	XP_002882952.1
OG0007251	Om002G061410	XP_002882960.1
OG0007252	Om002G061470	XP_002885109.1
OG0007253	Om002G061850	XP_020876099.1, XP_002885122.2
OG0007254	Om002G061860	XP_002882975.1
OG0007255	Om002G061960	XP_020889011.1
OG0007256	Om002G062050	XP_002885129.1
OG0007257	Om006G275130, Om002G065260	XP_020889005.1
OG0007258	Om002G063570	XP_002885186.1
OG0007259	Om002G063750	XP_020889090.1
OG0007261	Om002G064520	XP_002883087.1
OG0007262	Om002G064540	XP_020889154.1
OG0007263	Om002G064680	XP_020889188.1
OG0007264	Om002G064850	XP_002883108.1
OG0007265	Om002G065040	XP_020889028.1
OG0007266	Om002G065510	XP_020888393.1
OG0007267	Om002G065850	XP_002885279.1
OG0007268	Om002G066070	XP_002885282.1
OG0007269	Om002G066620	XP_020889547.1
OG0007270	Om002G066680	XP_002883175.1
OG0007271	Om002G066770	XP_020887476.1
OG0007272	Om002G066830	XP_002885310.1
OG0007273	Om002G067120	XP_020887916.1
OG0007274	Om002G067500	XP_002883220.1
OG0007275	Om002G067920	XP_002883238.1
OG0007276	Om002G068880	XP_020889078.1
OG0007277	Om002G069200	XP_002883292.1
OG0007278	Om002G069620	XP_002885448.1
OG0007279	Om002G069500	XP_002883305.1
OG0007280	Om002G069490	XP_002885437.1
OG0007281	Om002G069390	XP_020889299.1
OG0007282	Om002G070430	XP_002885485.1
OG0007283	Om002G070440	XP_020886687.1
OG0007284	Om002G070570	XP_020886711.1
OG0007285	Om002G070580, Om002G045070	XP_002883353.1
OG0007286	Om002G070810	XP_002883370.1
OG0007287	Om002G070980	XP_002885515.1
OG0007288	Om002G071080	XP_002885523.1
OG0007289	Om002G072650	XP_002883441.1
OG0007290	Om002G072740	XP_020887229.1
OG0007291	Om002G072840	XP_002883458.1
OG0007292	Om002G073150	XP_002883479.1
OG0007293	Om003G095730	XP_002865600.2, XP_020887265.1, XP_020871382.1
OG0007294	Om002G073880	XP_002885644.1
OG0007295	Om002G074200	XP_020889030.1
OG0007296	Om004G163750	XP_002885852.1
OG0007297	Om007G283830	XP_020883809.1
