Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_Rawat
OG0007400	Om003G113180	AL8G26360
OG0007402	Om008G332640	AL8G13400
OG0007413	Om001G022280	AL7G24350
OG0007414	Om001G022750	AL7G24070
OG0007415	Om001G022790	AL7G24050
OG0007416	Om001G023150, Om001G023160	AL7G23880
OG0007417	Om001G023330	AL7G23780
OG0007418	Om001G023420	AL7G23670
OG0007420	Om001G024800	AL7G22590
OG0007421	Om001G024990	AL7G22420
OG0007422	Om001G025350	AL7G22230
OG0007423	Om001G025450	AL7G22120
OG0007424	Om001G025810	AL7G21880
OG0007425	Om001G026460	AL7G21540
OG0007426	Om001G027440	AL7G20930
OG0007427	Om001G027550	AL7G20790
OG0007428	Om001G027740	AL7G20700
OG0007429	Om001G027790	AL7G20650
OG0007430	Om001G027890	AL7G20550
OG0007431	Om001G027960	AL7G20500
OG0007432	Om001G028300	AL7G20290
OG0007433	Om007G285310	AL7G24620
OG0007434	Om001G028990	AL7G19670
OG0007435	Om001G029010	AL7G19640
OG0007436	Om001G029050	AL7G19600
OG0007437	Om001G029080	AL7G19570
OG0007438	Om001G029240, Om005G213890	AL7G19480
OG0007439	Om001G029470	AL7G19220
OG0007440	Om001G029750	AL7G19020
OG0007441	Om001G030550	AL7G18340
OG0007442	Om001G030380	AL7G18450
OG0007443	Om001G030840	AL7G18120
OG0007444	Om001G030830	AL7G18130
OG0007445	Om001G031530	AL7G17680
OG0007446	Om001G032350	AL7G17080
OG0007448	Om001G031940	AL7G17330
OG0007449	Om001G031920	AL7G17360
OG0007450	Om001G031860	AL7G17400
OG0007451	Om001G032760	AL7G16790
OG0007452	Om001G032830	AL7G16740
OG0007453	Om001G032920	AL7G16650
OG0007454	Om001G032940	AL7G16630
OG0007455	Om001G033310	AL7G16430
OG0007456	Om001G033580	AL7G16250
OG0007458	Om007G292250	AL1G49570
OG0007459	Om007G292270	AL1G49550
OG0007460	Om007G292720, Om010G364640	AL1G46020
OG0007461	Om007G277140	AL1G46200
OG0007462	Om007G277090	AL1G46250
OG0007463	Om007G277030	AL1G46370
OG0007464	Om007G276200	AL7G37860
OG0007465	Om007G276010	AL7G38120
OG0007466	Om007G275710	AL7G38550
OG0007467	Om007G275920, Om007G275960	AL7G38680
OG0007468	Om005G215950	AL1G64870
OG0007469	Om005G216190	AL1G65130
OG0007470	Om005G218330, Om011G365900	AL7G40010
OG0007471	Om011G365860, Om005G218230	AL1G66470
OG0007472	Om004G168830	AL6G17760
OG0007473	Om005G218800	AL2G18260
OG0007475	Om005G221980	AL2G15450
OG0007476	Om005G222220	AL2G15230
OG0007477	Om005G189930	AL1G22130
OG0007478	Om005G223030	AL2G14630
OG0007479	Om005G223410	AL2G14400
OG0007480	Om005G223540	AL2G14350
OG0007481	Om006G275500	AL5G10010
OG0007482	Om003G089960	AL5G10120
OG0007483	Om006G275420, Om003G107160	AL5G10230
OG0007484	Om006G275050	AL5G10940
OG0007485	Om005G195200	AL1G26750
OG0007486	Om006G274380	AL5G12410
OG0007487	Om006G274230	AL5G12640
OG0007488	Om006G274150	AL5G12850
OG0007489	Om006G274030	AL5G13050
OG0007490	Om006G273860	AL5G13280
OG0007491	Om005G201100, Om005G201070, Om005G201060, Om005G201080	AL1G31770
OG0007492	Om006G273410	AL5G14110
OG0007494	Om006G272860	AL5G14560
OG0007495	Om006G272520	AL5G15140
OG0007496	Om006G272480	AL5G15190
OG0007497	Om006G272010	AL5G15680
OG0007498	Om006G271870	AL5G15950
OG0007499	Om006G271800	AL5G16020
OG0007500	Om007G317800	AL7G48580
OG0007501	Om006G271560	AL5G16320
OG0007502	Om006G271520	AL5G16340
OG0007503	Om006G271280	AL5G16660
OG0007504	Om006G271020	AL5G17140
OG0007505	Om006G269450	AL5G19080
OG0007506	Om006G269420	AL5G19120
OG0007508	Om006G269290	AL5G19600
OG0007509	Om006G269160	AL5G20010
OG0007510	Om005G212780	AL2G25750
OG0007511	Om005G213080	AL2G25380
OG0007512	Om005G213310	AL2G25030
OG0007513	Om005G214010	AL2G23810
OG0007514	Om005G214150	AL2G23740
OG0007515	Om005G214630	AL2G22850
OG0007518	Om005G228780	AL2G10170
OG0007519	Om003G091000	AL1G63080
OG0007520	Om005G227790	AL2G10890
OG0007521	Om005G227210	AL2G11130
OG0007522	Om005G226680	AL2G11580
OG0007523	Om005G226110	AL2G11980, AL2G12020
OG0007524	Om005G226070	AL2G12140, AL2G12040
OG0007525	Om005G225690	AL2G12430
OG0007526	Om005G225560	AL2G12590
OG0007527	Om005G224810	AL2G13420
OG0007528	Om005G224700	nbis-gene-386
OG0007529	Om005G224510	AL2G13600
OG0007530	Om002G056420	AL3G24310
OG0007531	Om002G056400	AL3G24290
OG0007532	Om002G056390	AL3G24280
OG0007533	Om002G056210	AL3G24130
OG0007534	Om001G021870	AL7G24590
OG0007535	Om001G017010	AL7G27220
OG0007536	Om005G189400	AL7G27050
OG0007538	Om008G329080	AL4G38770
OG0007539	Om008G329190	AL3G43010, AL4G34430, AL4G38640
OG0007540	Om008G329240	AL4G38590
OG0007541	Om002G051550	AL3G20230
OG0007542	Om002G051520	AL3G20290
OG0007543	Om002G051670	AL3G20340
OG0007544	Om002G052120	AL3G20700
OG0007545	Om002G052160	AL3G20730
OG0007546	Om002G052390	AL3G20970
OG0007547	Om002G052510	AL3G21060
OG0007548	Om004G173830	AL6G13260
OG0007549	Om002G052850	AL3G21330
OG0007550	Om002G052950	AL3G21460
OG0007551	Om008G337710, Om002G053190	AL3G21680
OG0007552	Om002G053450	AL3G21900
OG0007553	Om004G172700	AL6G14230
OG0007554	Om002G053900	AL3G22270
OG0007555	Om002G054550	AL3G22730
OG0007556	Om002G054600	AL3G22800
OG0007557	Om002G054820	AL3G22940
OG0007558	Om002G055010	AL3G23080
OG0007559	Om002G055170	AL3G23170
OG0007560	Om002G055260	AL3G23250
OG0007561	Om002G055300	AL3G23290
OG0007562	Om002G055410	AL3G23370
OG0007563	Om001G021980	AL7G24530
OG0007564	Om002G055530	nbis-gene-694
OG0007565	Om002G055540	AL3G23550
OG0007566	Om002G055600	AL3G23590
OG0007567	Om002G055990	AL3G23950
OG0007568	Om002G056010	AL3G23970
OG0007570	Om003G106850	AL8G23830
OG0007571	Om007G299090, Om007G299100, Om008G361570	AL8G11450
OG0007572	Om007G287220	AL1G53710
OG0007573	Om003G111890	AL8G24860
OG0007574	Om003G111870	AL8G24920
OG0007575	Om003G121640	AL8G24980
OG0007576	Om003G111640	AL8G25010
OG0007577	Om001G030710	AL7G18190
OG0007578	Om003G113670	AL8G26870
OG0007579	Om003G114760	AL8G28040
OG0007580	Om003G114650	AL8G27900
OG0007581	Om003G114410	AL8G27780
OG0007582	Om003G114330	AL8G27690
OG0007583	Om003G114300	AL8G27660
OG0007584	Om003G114800	AL8G28060
OG0007585	Om003G114950	AL8G28120
OG0007586	Om003G115750	AL8G29250
OG0007587	Om003G115600	AL8G29090
OG0007588	Om003G116050	AL8G29730
OG0007589	Om003G116200	AL8G30040
OG0007590	Om003G116660	AL8G30400
OG0007591	Om003G117620	AL8G31160
OG0007592	Om003G118030	AL236U10010, AL8G31440
OG0007593	Om003G118310	AL2G24490, AL2G22990, AL8G31670
OG0007594	Om003G118450	AL8G31820
OG0007595	Om005G189070	AL1G22680
OG0007596	Om006G250050	AL8G32740
OG0007597	Om006G249870	AL8G32900
OG0007598	Om006G249840	AL8G32930
OG0007599	Om006G249760	AL8G32980
OG0007600	Om006G249400	AL8G33350
OG0007601	Om006G249340	AL8G33400
OG0007602	Om006G248980	nbis-gene-2165
OG0007603	Om006G248490	AL8G33850
OG0007604	Om006G248040	AL8G34260
OG0007605	Om007G293650	AL6G39550
OG0007606	Om004G161450	AL6G24010
OG0007607	Om004G161780	AL6G23750
OG0007608	Om004G161890	AL6G23680
OG0007609	Om004G161960	AL6G23620
OG0007610	Om004G162080	AL6G23460
OG0007611	Om004G162290	AL6G23190
OG0007612	Om004G162450	AL6G23080
OG0007613	Om004G162710	AL6G22900
OG0007614	Om004G162800	AL6G22830
OG0007615	Om004G163010	AL6G22690
OG0007616	Om004G163190	AL6G22540
OG0007617	Om004G163710	AL6G22150
OG0007618	Om004G163740	AL6G22120
OG0007619	Om004G164160	AL6G21870
OG0007620	Om004G164490	AL6G21610
OG0007621	Om004G165110	AL6G21140
OG0007622	Om004G167020	AL6G19660
OG0007623	Om004G167250	AL6G19360
OG0007624	Om004G167330	AL6G19250
OG0007626	Om004G167880	AL6G18560
OG0007627	Om004G167910	AL6G18520
OG0007628	Om004G168200	AL6G18240
OG0007629	Om004G169090	AL6G17540
OG0007630	Om004G169150	AL6G17490
OG0007631	Om001G000220	AL7G37290, AL7G37230
OG0007632	Om001G000960	AL7G36690
OG0007633	Om001G001110	AL7G36560
OG0007634	Om001G001340	AL7G36430
OG0007635	Om001G001390	AL7G36360
OG0007636	Om001G002230	AL7G35930
OG0007637	Om008G353730	AL6G47810
OG0007638	Om001G003000	AL7G35290
OG0007639	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170	AL7G35190
OG0007640	Om001G003600	AL7G34930
OG0007641	Om001G004160	AL7G34680
OG0007642	Om001G005260	AL7G33930
OG0007643	Om001G005510	AL7G33770
OG0007643	Om008G356820	nbis-gene-1996
OG0007644	Om006G235810	AL8G38940
OG0007645	Om001G006140	AL7G33410
OG0007646	Om007G317630	AL7G33210
OG0007647	Om008G355160	AL6G48760
OG0007648	Om001G007240	AL7G32650
OG0007649	Om001G007620	AL7G32290
OG0007650	Om001G008570	AL7G31610
OG0007651	Om001G008630	AL7G31560
OG0007652	Om001G008790	AL7G31380
OG0007653	Om001G008910	AL7G31290
OG0007654	Om001G009160	AL7G31070
OG0007655	Om001G009250	AL7G30970
OG0007656	Om001G009440	AL7G30850
OG0007657	Om001G009740	AL7G30640
OG0007658	Om001G009960	AL7G30470
OG0007659	Om001G009990	AL7G30440
OG0007660	Om001G010820	AL7G29750
OG0007661	Om001G011020	AL7G29620
OG0007662	Om001G011270	AL7G29380
OG0007663	Om001G012060	AL1G47610
OG0007664	Om001G012100	AL1G47670
OG0007666	Om001G012650	AL1G48440
OG0007667	Om001G013450	AL1G49100
OG0007668	Om001G014610	AL1G50930
OG0007669	Om001G015150	AL1G52460
OG0007670	Om007G287030	AL1G54060
OG0007671	Om007G287340	AL1G53400
OG0007672	Om007G286960	AL1G54110
OG0007673	Om002G050410	AL3G18990
OG0007674	Om007G288360	AL1G41620
OG0007675	Om007G288650	AL1G41860
OG0007676	Om007G301530	AL7G45930, AL4G16080
OG0007677	Om007G288830	AL1G42050
OG0007678	Om007G288890	AL1G42140
OG0007679	Om007G289500	AL1G42960
OG0007680	Om007G290690, Om007G290680	AL1G44040
OG0007681	Om007G290900	AL1G44290
OG0007682	Om007G291350	AL1G44750
OG0007683	Om001G013430	AL1G44770
OG0007684	Om007G291440	AL1G44850
OG0007685	Om001G034790	AL7G15630
OG0007686	Om004G174560	AL6G12560
OG0007687	Om001G035250	AL7G15270
OG0007688	Om001G035500	AL7G15100
OG0007689	Om001G035580, Om001G035590	AL7G15060
OG0007690	Om001G036040	AL7G14770
OG0007691	Om001G036330	AL7G14530
OG0007692	Om001G036370	AL7G14500
OG0007693	Om001G036730	AL7G14240
OG0007694	Om001G037150	AL7G13910
OG0007695	Om004G152050	AL4G13440
OG0007696	Om001G037380	AL7G13760
OG0007697	Om001G038320	AL7G13220
OG0007698	Om001G038470	AL7G13090
OG0007699	Om001G038600	AL7G12950
OG0007700	Om001G038610	AL7G12940
OG0007701	Om001G038910	AL7G12810
OG0007702	Om001G039200	AL7G12580
OG0007703	Om001G039340	AL7G12440
OG0007704	Om001G039690	AL7G12120
OG0007705	Om001G039880	AL7G11920
OG0007706	Om001G040230	AL7G11520
OG0007707	Om001G041590	AL7G10390
OG0007708	Om003G106100	AL7G44290
OG0007710	Om007G315170	AL7G51560
OG0007711	Om008G339350	AL4G30990
OG0007712	Om008G339220	AL4G31080
OG0007713	Om008G339070	AL4G31170
OG0007714	Om005G188650	AL1G20860
OG0007715	Om007G291920	AL2G29970, AL1G49260
OG0007716	Om007G296200, Om006G239380, Om007G303710	AL6G29260
OG0007717	Om008G339010	AL716U10010, AL4G31300
OG0007718	Om008G339040	AL4G31240
OG0007719	Om007G288100	AL6G43270
OG0007720	Om008G344310, Om043G376290	AL6G41550
OG0007721	Om008G344810	AL6G42240
OG0007722	Om007G290410	AL1G43820
OG0007723	Om008G340440	AL4G30080
OG0007724	Om008G337490, Om008G340530	AL4G29930
OG0007725	Om008G340640	nbis-gene-1076
OG0007726	Om008G327500	AL4G29610
OG0007727	Om008G340710	AL4G29600
OG0007728	Om008G341060	AL4G29220
OG0007729	Om008G341120	AL4G29160
OG0007730	Om008G341890	AL8G18080
OG0007731	Om008G347630	AL6G44220
OG0007732	Om008G350710	AL6G45180
OG0007733	Om008G351240	AL6G45460
OG0007734	Om008G351800	AL6G46260
OG0007735	Om008G353180	AL6G47290
OG0007736	Om008G353540	AL6G47620, AL7G41290
OG0007737	Om008G353900	AL6G47910
OG0007738	Om008G354610	AL6G48460
OG0007739	Om006G241640	AL6G31470
OG0007740	Om008G354840	AL6G48600
OG0007741	Om008G356590	AL8G14890
OG0007742	Om008G357550	AL8G14110
OG0007743	Om008G358140	AL8G13440
OG0007744	Om008G358510	AL8G13090
OG0007745	Om008G358960	AL8G12660
OG0007746	Om008G359140	AL8G12550
OG0007747	Om008G359500	AL8G12430
OG0007748	Om008G359720	AL8G12240
OG0007749	Om008G359810	AL8G12180
OG0007750	Om008G360840	AL8G11890
OG0007751	Om004G172810	AL6G14140
OG0007752	Om008G360940	AL8G11760
OG0007753	Om008G361160	AL8G11690
OG0007754	Om008G361660	AL8G11400
OG0007755	Om005G189710	AL7G39320
OG0007756	Om003G106170	AL7G44470
OG0007757	Om003G106750	AL7G44560
OG0007758	Om003G105410	AL9U12240
OG0007759	Om005G185830	AL3G40780
OG0007760	Om002G074340	AL3G40200
OG0007761	Om003G104100	AL9U10290
OG0007762	Om006G236180	AL7G42690
OG0007763	Om003G103150	AL7G41920
OG0007764	Om004G143330	AL7G40170
OG0007765	Om007G317850	AL7G48510
OG0007766	Om007G318370	AL7G47460
OG0007767	Om002G067620	AL7G47130
OG0007768	Om004G137710	AL1G56360
OG0007769	Om008G318920	AL39U10010, AL4G47430
OG0007770	Om008G319080	AL4G47300
OG0007771	Om008G319140	AL4G47240
OG0007772	Om008G319570	AL4G46910
OG0007773	Om008G319690	AL4G46830
OG0007774	Om008G319830	AL4G46770
OG0007775	Om008G319850	AL4G46750
OG0007776	Om008G320670	AL4G45980
OG0007777	Om008G320760, Om006G262030	AL4G45910
OG0007778	Om003G096140	AL4G45480
OG0007779	Om008G321260	AL4G45320
OG0007780	Om008G321280	AL4G45300
OG0007781	Om008G321290	AL4G45280
OG0007782	Om008G321320	AL4G45250
OG0007783	Om008G321330	AL4G45240
OG0007784	Om008G321450	AL4G45120
OG0007785	Om008G321790	AL4G44850
OG0007786	Om008G322210	AL4G44570
OG0007787	Om008G322900	AL4G43930
OG0007788	Om008G323420	AL4G43440
OG0007789	Om008G323940	AL4G43010
OG0007790	Om008G324030	AL4G42920
OG0007791	Om008G324330	AL4G42760
OG0007792	Om008G326030	AL4G41530
OG0007793	Om008G326410	AL4G41120
OG0007794	Om008G327230	AL4G40300
OG0007795	Om008G326960	AL4G40560
OG0007796	Om004G176910	AL6G10450
OG0007797	Om004G176670	AL6G10770
OG0007798	Om004G176470	AL6G10950
OG0007799	Om004G176240	AL6G11130
OG0007800	Om004G176160	nbis-gene-1435
OG0007801	Om004G175740	AL6G11620
OG0007802	Om004G175640	AL6G11720
OG0007803	Om004G175590	AL6G11790
OG0007804	Om004G175580	AL6G11800
OG0007805	Om004G175270	AL6G12020
OG0007806	Om004G173710	AL6G13410
OG0007807	Om004G174810	AL6G12370
OG0007808	Om004G173750	AL6G13370
OG0007809	Om004G173570	AL1G13500, AL1G12230, AL6G13550
OG0007810	Om004G173330	AL6G13740
OG0007811	Om005G223510, Om004G173230	AL6G13800
OG0007812	Om004G173130	AL6G13870
OG0007813	Om004G173070	AL6G13930
OG0007814	Om006G241050	AL6G30890
OG0007815	Om006G241310	AL6G31200
OG0007816	Om006G241340	AL6G31210
OG0007817	Om006G242330	AL6G32150
OG0007818	Om006G242530	AL6G32300
OG0007819	Om006G242810	AL6G32550
OG0007820	Om006G242880	AL6G32600
OG0007821	Om006G242970	AL6G32720
OG0007822	Om006G243010	AL6G32750
OG0007823	Om006G243300	AL6G32950
OG0007824	Om006G243870	AL6G33470
OG0007825	Om006G244240	AL6G33810
OG0007826	Om006G244520	AL8G37380
OG0007827	Om006G244620	AL8G37300
OG0007828	Om006G244850	AL8G37120
OG0007829	Om006G245220	AL817U10010, AL8G36800
OG0007830	Om006G245450	AL8G36560
OG0007831	Om006G245800	AL8G36230
OG0007832	Om006G267830, Om008G354490	AL8G35190, AL48U10030
OG0007833	Om006G246870	AL8G35380
OG0007834	Om006G247180	AL3G40340, AL277U10020
OG0007835	Om006G234580	AL8G40190
OG0007836	Om006G234510	AL8G40260
OG0007837	Om006G234500	AL8G40270
OG0007838	Om006G234170	AL8G40540
OG0007839	Om006G249930	AL8G32800, AL52U10030
OG0007840	Om006G233570	AL8G41240
OG0007841	Om006G233520	AL8G41290
OG0007842	Om006G257180, Om006G232870, Om006G257190	AL8G41930
OG0007843	Om006G232720	AL8G42090
OG0007844	Om006G232560	AL8G42280
OG0007845	Om006G232540	AL8G42300
OG0007846	Om006G232030	AL8G42760
OG0007847	Om006G232000	AL8G42810
OG0007849	Om006G231490	AL8G43310
OG0007850	Om006G231470	AL8G43320
OG0007851	Om006G231310	AL8G43490
OG0007852	Om006G231040	AL8G43370, AL8G43710
OG0007853	Om006G230760	AL8G43960
OG0007854	Om006G230660	AL8G44030
OG0007855	Om006G230530	AL8G44120
OG0007856	Om006G230070	AL8G44560
OG0007857	Om006G229560	AL8G45060
OG0007858	Om006G257600	AL5G31570
OG0007859	Om006G229320	AL8G45230
OG0007860	Om004G157840	AL6G52750
OG0007861	Om004G157730	AL6G52860
OG0007862	Om004G158020	AL6G52080
OG0007863	Om004G158310	AL6G52330
OG0007864	Om004G158380	AL6G52400
OG0007865	Om004G158660	AL6G51950
OG0007866	Om004G158880	AL6G51680
OG0007867	Om004G159360	AL6G51130
OG0007868	Om004G159580	AL6G50870
OG0007869	Om004G159670	AL6G50840
OG0007870	Om004G159730	AL6G50780
OG0007871	Om004G160240	AL6G50300
OG0007872	Om004G160350	AL6G50180
OG0007873	Om004G160620	AL6G49910
OG0007874	Om007G302170	AL6G49720
OG0007875	Om007G292950	AL8G15830
OG0007876	Om007G277550, Om007G277560	AL8G16220
OG0007877	Om007G278200, Om005G190260	AL8G17080
OG0007878	Om007G278250	AL4G29100
OG0007879	Om007G278290	AL4G29060
OG0007880	Om007G279290	AL4G27700
OG0007881	Om007G279260	AL4G27670
OG0007882	Om007G279230	AL4G27630
OG0007884	Om007G279330	AL4G27740, AL125U10020
OG0007885	Om007G280060	AL4G27080
OG0007886	Om002G056920, Om007G280710	AL4G26460
OG0007887	Om007G280850	AL4G26310
OG0007888	Om007G281010	AL4G26030
OG0007889	Om007G281040	AL4G26000, AL5G22210
OG0007890	Om005G184030	AL1G16560
OG0007891	Om007G281180	AL4G25810
OG0007892	Om007G281440	AL4G25400
OG0007893	Om007G281660	AL4G25230
OG0007894	Om007G281700	AL4G25200
OG0007895	Om007G281800	AL4G25060
OG0007896	Om005G184630	AL1G17250
OG0007897	Om007G282000	AL4G24840
OG0007898	Om007G283240	AL4G23320
OG0007899	Om007G283250	AL4G23310
OG0007900	Om007G283580	AL4G21550
OG0007901	Om007G283640	AL4G21610
OG0007902	Om007G283770	AL4G21780
OG0007903	Om007G284240	AL4G12830, AL4G22350
OG0007904	Om007G285130	AL4G20580
OG0007905	Om007G285410	AL4G19850
OG0007906	Om004G170260	AL6G16990, AL6G16520
OG0007907	Om004G151140	AL4G19100
OG0007908	Om004G149470	AL4G18830
OG0007909	Om001G020210	AL7G25380
OG0007910	Om001G019980	AL7G25680
OG0007911	Om007G300830	AL6G25530
OG0007912	Om002G042610	AL3G10620
OG0007914	Om001G008540	AL7G45650
OG0007915	Om001G017730	AL7G26470
OG0007916	Om002G043020	AL3G11040
OG0007917	Om002G071320, Om002G043070	AL3G11100
OG0007918	Om007G300080	AL6G26140
OG0007919	Om002G043430	AL3G11390
OG0007920	Om002G043670	AL3G11660
OG0007921	Om002G043990	AL3G12030
OG0007922	Om002G044150	AL3G12210
OG0007923	Om002G044270	AL3G12310
OG0007924	Om002G044550	AL3G12490, AL3G12700
OG0007925	Om002G044970	AL3G13110
OG0007926	Om002G045330	AL3G13580
OG0007927	Om002G045820	AL3G14000
OG0007928	Om002G046500	AL3G14760
OG0007929	Om002G046550	AL3G14850
OG0007930	Om002G046760	AL3G15220
OG0007931	Om002G047060	AL3G15470
OG0007932	Om002G046890	AL3G15320, AL294U10020
OG0007934	Om002G047250	AL3G15620
OG0007935	Om002G047410	AL3G15770
OG0007936	Om002G047630	AL3G16120
OG0007937	Om002G047580	AL3G16070
OG0007938	Om002G047970, Om007G284010	AL3G16380
OG0007939	Om002G048280	AL3G16720
OG0007940	Om002G048390	AL3G16840
OG0007941	Om002G048610	AL3G16980
OG0007942	Om002G049110	AL3G17510
OG0007943	Om002G049180	AL3G17570
OG0007944	Om002G049190	AL3G17590
OG0007945	Om002G049210	AL3G17620
OG0007946	Om002G049240	AL3G17650
OG0007947	Om002G049250	AL3G17660
OG0007948	Om007G305720	AL8G22040
OG0007949	Om002G049830	AL3G18370
OG0007950	Om002G050030	AL3G18620
OG0007951	Om002G070410, Om002G050280	AL3G18880
OG0007952	Om002G050440	AL3G19020
OG0007953	Om002G050540	AL3G19110
OG0007954	Om002G050550	AL3G19120
OG0007955	Om002G050750	AL3G19330
OG0007956	Om002G050900	AL3G19460
OG0007957	Om002G051220	AL3G19830
OG0007958	Om008G330410	AL4G37900
OG0007959	Om008G330480, Om008G330470	AL4G37860, AL4G37870
OG0007960	Om008G330510	AL4G37830
OG0007961	Om008G330830	AL4G37570
OG0007962	Om008G331150	AL4G37440
OG0007963	Om008G331830, Om003G113720	AL4G36880, AL938U10010
OG0007964	Om008G333040	AL4G36120
OG0007965	Om008G337720	AL4G32140
OG0007966	Om008G337680, Om008G337670	AL4G32180
OG0007967	Om008G337500	AL4G32320
OG0007968	Om008G337080	AL4G32630
OG0007969	Om008G337040	AL4G32660
OG0007970	Om008G336770	AL4G32870
OG0007971	Om008G336410	AL4G33170
OG0007972	Om008G336350	AL4G33210
OG0007973	Om008G336120	AL4G33430
OG0007974	Om008G335960	AL4G33570
OG0007975	Om008G335290	AL4G34120, AL4G34180
OG0007976	Om008G335150	AL4G34600
OG0007977	Om008G335070	AL4G34670
OG0007978	Om008G334820	AL4G34820
OG0007979	Om008G334380	AL4G35110
OG0007980	Om008G334100	AL4G35250, AL4G35340
OG0007981	Om008G333940	AL4G35590, AL4G35550
OG0007982	Om008G338090	AL4G31900
OG0007983	Om005G196120	AL1G27510
OG0007984	Om005G197170	AL1G28390
OG0007985	Om005G197690	AL1G28910
OG0007986	Om005G199310	AL1G30180
OG0007987	Om005G199870	nbis-gene-101
OG0007988	Om005G199740	AL1G30580
OG0007989	Om005G199980	AL1G30790
OG0007990	Om005G199990	AL1G30800
OG0007991	Om005G200130	AL1G30910
OG0007993	Om005G200440	AL1G31110
OG0007994	Om005G200710	AL1G31380
OG0007995	Om005G201200	AL1G31850
OG0007996	Om005G201220	AL1G31890
OG0007997	Om005G201410	AL1G32190
OG0007998	Om005G201450	AL1G32230
OG0007999	Om005G201910	AL1G32590
OG0008000	Om005G201920	AL1G32600
OG0008001	Om005G202070	AL1G32680
OG0008002	Om005G202320	AL1G33020
OG0008003	Om005G202430	AL1G33140
OG0008004	Om005G202970	AL1G33860
OG0008005	Om004G136060	AL2G36570
OG0008006	Om005G203170	AL1G34060
OG0008007	Om005G203570	AL1G34440
OG0008008	Om005G203700	AL1G34160, AL1G34560
OG0008009	Om005G203730	AL1G34590
OG0008010	Om004G135160	AL2G37290
OG0008011	Om005G200370	AL1G34640
OG0008012	Om005G203910	AL1G34730
OG0008013	Om005G204010	AL1G34820
OG0008014	Om005G204750	AL1G35710
OG0008015	Om005G204800	AL1G35780
OG0008016	Om005G205010	AL1G36030, AL1G36040
OG0008017	Om007G301140, Om005G205130	AL1G36150
OG0008018	Om005G205660	AL1G36610
OG0008019	Om004G143790	AL1G37230
OG0008020	Om004G144420	AL1G37550
OG0008021	Om004G144870	AL1G38250
OG0008022	Om004G146810	AL1G39700
