Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0006304	Om006G254390	XP_006403667.1
OG0006305	Om008G335420	XP_006410941.1
OG0006306	Om008G335060	XP_006410966.1
OG0006307	Om008G333880	XP_006411052.1
OG0006308	Om005G196600	XP_006416877.1
OG0006309	Om005G197070	XP_006416842.1
OG0006310	Om005G197520	XP_006416803.1
OG0006311	Om005G197530	XP_006416805.1
OG0006312	Om005G197760	XP_006416777.1
OG0006314	Om005G198200	XP_006416742.1
OG0006315	Om005G199130	XP_006416674.1
OG0006316	Om005G199850	XP_006416622.1
OG0006318	Om005G200990	XP_006416533.1
OG0006319	Om005G202390	XP_006416415.2
OG0006320	Om005G202500	XP_024008370.1
OG0006321	Om004G136330	XP_006390211.1
OG0006322	Om005G202840	XP_006416367.1
OG0006323	Om005G202950	XP_006416360.1
OG0006324	Om005G203900	XP_006416288.1
OG0006325	Om005G205340	XP_006416153.1
OG0006326	Om006G231650	XP_006391014.1
OG0006327	Om004G146160	XP_006415932.1
OG0006328	Om005G212240	XP_006391254.1
OG0006330	Om004G148510	XP_006415749.1
OG0006331	Om004G151790	XP_006415750.1
OG0006332	Om004G149180, Om007G289130	XP_006415756.1
OG0006333	Om004G168500, Om008G325360	XP_006413460.1
OG0006334	Om004G163790	XP_006413459.1
OG0006335	Om004G151240	XP_006413409.1
OG0006336	Om007G285770	XP_006413375.1
OG0006337	Om007G286210	XP_006413324.1
OG0006339	Om004G153770	XP_024013884.1
OG0006340	Om004G156170	XP_006404573.1
OG0006341	Om005G195810	XP_006416939.1
OG0006342	Om005G195370	XP_006416966.1
OG0006343	Om005G195300	XP_024008367.1
OG0006344	Om005G194580	XP_024008304.1
OG0006346	Om005G192050	XP_006417219.1
OG0006347	Om005G191940	XP_006417228.1
OG0006348	Om004G174620	XP_006395208.1
OG0006349	Om005G190130	XP_024007753.1
OG0006350	Om005G185990	XP_006417731.2
OG0006351	Om005G188230	XP_006408719.2, XP_006417524.1
OG0006352	Om005G188620	XP_024008687.1
OG0006354	Om005G186350	XP_006417700.1
OG0006355	Om005G185690	XP_006417760.1
OG0006356	Om005G184790	XP_006417824.1
OG0006357	Om005G184450	XP_006417861.1
OG0006358	Om005G184340	XP_006417873.1
OG0006359	Om006G257490	XP_006403935.1
OG0006360	Om005G183720	XP_006417940.1
OG0006361	Om005G183610	XP_006417952.1
OG0006362	Om005G182310	XP_006418062.1
OG0006363	Om005G181090	XP_006418175.1
OG0006364	Om005G180240	XP_006418245.1
OG0006365	Om005G180260	XP_006418242.1
OG0006367	Om006G273270	XP_024008848.1
OG0006368	Om007G301660	XP_006399928.1
OG0006370	Om007G300030	XP_006400051.1
OG0006371	Om007G300210	XP_024012365.1
OG0006372	Om007G298550	XP_006400167.1
OG0006373	Om007G297720	XP_006400223.1
OG0006374	Om007G296850	XP_006400297.1
OG0006375	Om005G212120	XP_006391237.1
OG0006376	Om007G296670	XP_006400311.1
OG0006377	Om007G296490	XP_006400325.1
OG0006378	Om007G295610, Om007G295650	XP_006400407.1
OG0006379	Om007G308230	XP_006395189.1
OG0006380	Om006G256330	XP_006403832.1
OG0006381	Om004G169990	XP_006399144.1
OG0006382	Om004G170630	XP_006399083.1
OG0006383	Om004G170690	XP_024011598.1
OG0006384	Om004G170900	XP_006399060.1
OG0006385	Om004G157310	XP_006413924.1
OG0006386	Om006G240300	XP_006394804.1
OG0006387	Om006G240080	XP_006394785.1
OG0006388	Om006G252910	XP_006403542.2
OG0006389	Om006G239140	XP_006394703.1
OG0006390	Om006G238830	XP_006394678.1
OG0006391	Om006G238550	XP_006394656.1
OG0006392	Om006G238400	XP_006394645.1
OG0006393	Om006G238340, Om006G238350	XP_024006672.1
OG0006394	Om006G237160	XP_024007325.1
OG0006395	Om006G236460	XP_006394486.1
OG0006396	Om006G236090	XP_006394448.1
OG0006397	Om006G235820, Om006G235830	XP_006394428.1
OG0006398	Om006G235710	XP_024007587.1
OG0006399	Om006G235630	XP_006394408.1
OG0006400	Om006G235300	XP_006394374.1
OG0006401	Om006G235000	XP_006394350.1
OG0006402	Om007G293970, Om006G234990	XP_006394348.1
OG0006403	Om006G247390	XP_006401050.1
OG0006404	Om006G247800	XP_006401086.1
OG0006405	Om006G257620	XP_006403950.1
OG0006406	Om006G257710	XP_006403958.2
OG0006407	Om006G257760	XP_006403965.1
OG0006408	Om006G259730	XP_006404102.1
OG0006409	Om006G261570	XP_006404220.1
OG0006410	Om006G263700	XP_006404314.1
OG0006411	Om006G267860	XP_006419037.1
OG0006412	Om005G210960	XP_006391141.1
OG0006413	Om001G031790, Om005G182060	XP_006419080.1
OG0006414	Om005G211950	XP_006391221.1
OG0006415	Om004G148080	XP_024009020.1
OG0006416	Om005G211890	XP_006391216.1
OG0006418	Om005G209760	XP_006391055.1
OG0006419	Om005G209190	XP_006390995.1
OG0006420	Om005G208840	XP_006390971.1
OG0006422	Om005G195290	XP_006416969.1
OG0006423	Om005G206240	XP_006390766.1
OG0006424	Om008G333200, Om005G205780	XP_024009029.1
OG0006425	Om004G143210	XP_006390717.1
OG0006426	Om004G165120	XP_006399557.1
OG0006427	Om004G142910	XP_006390687.1
OG0006428	Om004G133730	XP_006390016.2
OG0006429	Om004G134280	XP_006390059.1
OG0006430	Om005G204360	XP_006390064.1
OG0006431	Om005G200040, Om004G135100	XP_006390116.1
OG0006432	Om004G138380	XP_006390291.1
OG0006433	Om004G137940, Om008G351040	XP_006390318.1
OG0006434	Om004G138530	XP_006390385.1
OG0006435	Om004G140690	XP_006390517.1
OG0006436	Om004G141750	XP_006390581.1
OG0006437	Om004G142450	XP_006390647.1
OG0006438	Om004G132240	XP_006389930.1
OG0006439	Om004G132080	XP_006389915.1
OG0006440	Om004G131820	XP_024006940.1
OG0006441	Om004G130770	XP_006389814.1, XP_006405081.2
OG0006443	Om002G058820	XP_006407123.1
OG0006444	Om003G093160	XP_006392803.1
OG0006445	Om002G060800	XP_006406968.1
OG0006446	Om002G061140	XP_006406951.1
OG0006447	Om002G061500	XP_006406909.1
OG0006448	Om002G062010	XP_006406868.1
OG0006449	Om002G063610	XP_006406767.1
OG0006450	Om006G260740	XP_006404167.1
OG0006451	Om002G064020	XP_006406732.1
OG0006452	Om002G064070, Om003G112080	XP_006406725.1
OG0006453	Om002G064110	XP_006406719.1
OG0006454	Om002G064220	XP_006406711.1
OG0006455	Om002G064490	XP_024015517.1
OG0006456	Om002G064580	XP_006406685.1
OG0006457	Om002G064600	XP_006406679.1
OG0006458	Om002G064630	XP_006406675.1
OG0006459	Om002G064760	XP_024015601.1
OG0006460	Om003G101970	XP_006414565.1
OG0006461	Om002G065120	XP_006406635.1
OG0006462	Om002G065480	XP_006406605.1
OG0006463	Om002G065950	XP_006406562.1
OG0006464	Om002G065990	XP_006406559.1
OG0006465	Om002G066930	XP_006406487.1
OG0006466	Om002G067610	XP_006406426.1
OG0006467	Om002G068040	XP_006406395.1
OG0006469	Om002G068710	XP_024015363.1
OG0006470	Om002G068900	XP_006406333.1
OG0006471	Om002G069640	XP_006406256.1
OG0006472	Om002G070540	XP_006406190.1
OG0006473	Om002G070630, Om004G170860	XP_006406179.1
OG0006474	Om002G071140	XP_006406127.1
OG0006476	Om002G071820	XP_006406066.1
OG0006477	Om002G071870	XP_006406063.1
OG0006478	Om002G072460	XP_006406019.1
OG0006479	Om002G073360	XP_006418779.2
OG0006480	Om002G076130	XP_006418566.1
OG0006481	Om002G081660	XP_006409555.1
OG0006482	Om002G042140, Om003G099620, Om002G083790	XP_006409334.1
OG0006483	Om002G084250	XP_006409282.1
OG0006484	Om002G084560	XP_006409240.1
OG0006485	Om002G086040	XP_006409125.1
OG0006486	Om002G085690, Om006G261250	XP_024016643.1
OG0006487	Om002G085550	XP_006409173.1
OG0006488	Om002G087020	XP_006409057.1
OG0006490	Om002G088240	XP_006408969.1
OG0006493	Om005G209640	XP_024006308.1
OG0006494	Om003G090570	XP_006392646.1
OG0006495	Om003G091240	XP_006392700.1
OG0006496	Om003G091380	XP_006392712.1
OG0006497	Om003G091470	XP_024006297.1
OG0006498	Om003G092870	XP_006392791.1
OG0006499	Om003G093120	XP_006392800.1
OG0006500	Om003G094890	XP_006392954.1
OG0006501	Om003G095240	XP_006392976.1
OG0006502	Om003G096030	XP_024006283.1
OG0006503	Om003G095920	XP_006393056.1
OG0006504	Om003G097110	XP_006393154.1
OG0006505	Om003G097750	XP_006393209.1
OG0006506	Om003G097930, Om003G097920	XP_006393226.1
OG0006507	Om003G099950	XP_006393493.1
OG0006508	Om003G100340	XP_006414385.2
OG0006509	Om008G339850	XP_006410611.1
OG0006510	Om008G339870	XP_024004137.1
OG0006511	Om008G339940	XP_024016689.1
OG0006512	Om008G339960	XP_006410601.1
OG0006513	Om006G256470	XP_024013838.1
OG0006514	Om006G256430	XP_006403838.1
OG0006515	Om006G252780, Om005G213580	XP_006403530.1
OG0006516	Om006G251930	XP_006403458.1
OG0006517	Om006G251920	XP_024013435.1
OG0006518	Om006G251200	XP_006403402.1
OG0006519	Om006G250480	XP_006402994.1
OG0006520	Om003G119500	XP_006402972.1
OG0006521	Om003G120390	XP_024012827.1
OG0006522	Om003G122520	XP_006402754.1
OG0006523	Om003G124680	XP_006402619.1
OG0006526	Om003G127090	XP_006402448.1
OG0006527	Om003G127500	XP_006402424.1
OG0006528	Om003G128740	XP_006402320.1
OG0006529	Om003G129060	XP_006402297.1
OG0006530	Om002G066600	XP_024015783.1
OG0006531	Om003G129300	XP_006402273.1
OG0006532	Om006G256480	XP_024013839.1
OG0006533	Om006G257120	XP_024013559.1
OG0006533	Om001G016280	XP_024005677.1
OG0006535	Om008G347130, Om008G347280	XP_024013612.1
OG0006536	Om002G062860	XP_024015524.1
OG0006537	Om008G324630	XP_024010845.1
OG0006538	Om004G134260	XP_006390055.1
OG0006539	Om001G023730	XP_006412889.1
OG0006540	Om005G185430	XP_024009023.1
OG0006541	Om005G203250	XP_006416337.1
OG0006542	Om005G211090	XP_006391151.1
OG0006543	Om004G159260	XP_006396403.1
OG0006544	Om002G071100	XP_024015205.1
OG0006549	Om001G009360	XP_006413635.1
OG0006551	Om005G186670	XP_024006439.1
OG0006555	Om002G071150	XP_006413176.2
OG0006556	Om001G002450	XP_006414094.1
OG0006558	Om002G048530	XP_006407984.1
OG0006558	Om008G351470	XP_006396915.2
OG0006571	Om001G023050	XP_006412933.1
OG0006572	Om001G023250	XP_006412923.1
OG0006573	Om001G023350	XP_006412917.1
OG0006574	Om001G024010, Om001G024000	XP_006412863.2
OG0006575	Om001G024070	XP_006412861.1
OG0006576	Om001G024720	XP_006412820.1
OG0006577	Om001G025200	XP_006412786.2
OG0006578	Om004G176550	XP_006395209.1
OG0006579	Om001G026240	XP_006412704.2
OG0006580	Om001G027460	XP_024004362.1
OG0006581	Om001G027670	XP_006412605.1
OG0006582	Om001G027830	XP_006412593.1
OG0006583	Om001G028730	XP_006412532.1
OG0006584	Om001G029020	XP_006412503.1
OG0006585	Om001G029520	XP_006412455.1
OG0006586	Om005G200570	XP_006416570.1
OG0006587	Om001G029700	XP_006412443.1
OG0006589	Om001G031480	XP_006412316.1
OG0006590	Om001G031740	XP_006412299.1
OG0006591	Om001G031950	XP_024005061.1
OG0006592	Om001G033050	XP_006412199.2
OG0006593	Om001G033390	XP_006412178.1
OG0006594	Om001G033590	XP_006412166.1
OG0006595	Om001G033600	XP_006412165.1
OG0006596	Om001G033740	XP_006412150.1
OG0006598	Om007G291740	XP_006415378.1
OG0006599	Om007G276820	XP_006415196.1
OG0006600	Om007G276490	XP_006414272.1
OG0006601	Om007G276260	XP_006414296.1
OG0006602	Om007G276250	XP_024005473.1
OG0006603	Om007G276020	XP_006414320.1
OG0006604	Om008G338150	XP_006410744.1
OG0006605	Om003G098950	XP_024006977.1
OG0006606	Om005G187910	XP_006417550.1
OG0006607	Om005G219630	XP_006392275.1
OG0006608	Om005G189090	XP_006417459.1
OG0006609	Om005G222120	XP_024015511.1
OG0006610	Om005G190310	XP_006417362.1
OG0006611	Om005G190410	XP_006417357.1
OG0006612	Om005G190930	XP_006417316.1
OG0006613	Om005G195750	XP_006416944.1
OG0006615	Om003G096600	XP_006398531.2
OG0006616	Om006G275090, Om008G351110	XP_006395859.1
OG0006617	Om006G274260	XP_006395743.1
OG0006618	Om005G193840	XP_024008358.1
OG0006619	Om005G193710	XP_006417093.1
OG0006620	Om006G273510	XP_006395659.1
OG0006621	Om006G273310	XP_006395638.1
OG0006622	Om006G272900	XP_006395617.1
OG0006623	Om006G272530	XP_006395562.1, XP_006395564.1
OG0006624	Om006G272490	XP_006395559.1
OG0006625	Om006G272140	XP_006395531.1
OG0006626	Om006G272100	XP_006395528.1
OG0006629	Om006G271140	XP_006395424.1
OG0006630	Om006G271120	XP_006395420.2
OG0006631	Om006G269840	XP_006395381.1
OG0006632	Om008G334190	XP_024006935.1
OG0006633	Om004G167380	XP_006395347.1
OG0006634	Om006G269520	XP_006395311.1
OG0006635	Om003G116210	XP_006401557.1
OG0006636	Om005G215510	XP_006391263.1
OG0006637	Om005G215570	XP_006397395.1
OG0006638	Om005G215600	XP_006391584.1
OG0006639	Om002G087180	XP_024016419.1
OG0006640	Om003G106420	XP_006397414.1
OG0006641	Om005G215810	XP_006391601.1
OG0006642	Om006G232080	XP_006405277.1
OG0006643	Om007G318450	XP_006405293.1
OG0006644	Om005G227190	XP_024004397.1
OG0006645	Om005G225980	XP_006391765.1
OG0006646	Om005G225620	XP_006391788.1
OG0006647	Om008G329330	XP_024016725.1
OG0006648	Om002G051570	XP_006407715.1
OG0006649	Om002G051620	XP_006407710.1
OG0006650	Om001G034740	XP_006412097.1
OG0006651	Om002G051800	XP_006407692.1
OG0006652	Om004G174710	XP_006398763.1
OG0006653	Om002G052870	XP_006407612.1
OG0006654	Om002G053610	XP_006407538.1
OG0006655	Om002G053880	XP_024015707.1
OG0006656	Om002G054200	XP_006407490.1
OG0006657	Om002G054310	XP_006407478.1
OG0006658	Om002G054300	XP_006407480.1
OG0006659	Om002G054870	XP_006407447.1
OG0006660	Om002G055200	XP_006407426.1
OG0006661	Om002G055290	XP_024015427.1
OG0006662	Om002G055430	XP_006407406.1
OG0006663	Om002G055680	XP_006407376.1
OG0006664	Om002G055780	XP_006407362.1
OG0006665	Om002G056180	XP_006407330.1
OG0006666	Om003G109350	XP_006402207.1
OG0006667	Om006G241740	XP_006400569.1
OG0006668	Om007G285870	XP_006413358.1
OG0006669	Om003G112030	XP_024011819.1
OG0006670	Om003G112450	XP_006401988.2
OG0006671	Om003G113640	XP_006401826.1
OG0006672	Om003G113730	XP_006401813.1
OG0006673	Om003G114400	XP_006401743.1
OG0006674	Om003G114380	XP_006401744.1
OG0006675	Om003G114850	XP_006401711.1
OG0006676	Om003G115850	XP_006401611.1
OG0006677	Om003G115440	XP_006401656.1
OG0006678	Om002G043340	XP_006401573.1
OG0006679	Om003G116100	XP_024011199.1
OG0006680	Om003G116180	XP_006401559.1
OG0006681	Om003G116340	XP_006401548.1
OG0006682	Om003G116780	XP_006401500.1
OG0006684	Om003G117780	XP_006401420.1
OG0006685	Om003G118550	XP_006401355.1
OG0006686	Om003G119160	XP_006401311.1
OG0006687	Om006G249660	XP_024012563.1
OG0006688	Om006G249540	XP_006401222.1
OG0006689	Om006G249250	XP_006401199.1
OG0006690	Om006G249040	XP_006401186.1
OG0006691	Om007G313250	XP_006395235.1
OG0006692	Om004G161990	XP_006399784.1
OG0006693	Om004G162060	XP_006399779.1
OG0006694	Om004G162190	XP_006399765.1
OG0006695	Om004G162270	XP_006399758.1
OG0006696	Om004G165180, Om004G165200	XP_024012375.1
OG0006697	Om004G165370	XP_006399547.1
OG0006698	Om004G165860	XP_024011738.1
OG0006699	Om004G165960	XP_006399500.2
OG0006700	Om004G166310	XP_024011813.1
OG0006701	Om006G233320	XP_006394196.1
OG0006702	Om004G167010	XP_024011519.1
OG0006703	Om004G167350	XP_006399353.1
OG0006704	Om004G167640	XP_024011640.1
OG0006705	Om004G167760	XP_006399318.1, XP_024007091.1
OG0006706	Om004G168000	XP_006399293.1
OG0006707	Om004G168480	XP_006399248.1
OG0006708	Om001G000070	XP_006414257.1
OG0006709	Om001G000120	XP_006414245.1
OG0006710	Om001G000600	XP_006414206.1
OG0006711	Om001G000640	XP_006414201.1
OG0006712	Om001G001320	XP_006414163.1
OG0006713	Om001G001360	XP_006414158.1
OG0006714	Om001G001840	XP_006414133.1
OG0006716	Om001G003210	XP_006414028.2
OG0006717	Om001G003750	XP_006413995.1
OG0006718	Om001G004570	XP_006413947.1
OG0006719	Om001G004660	XP_006413940.1
OG0006720	Om008G356910	XP_006398114.1
OG0006721	Om001G005750	XP_006413890.1
OG0006722	Om001G005840	XP_006413878.1
OG0006723	Om003G120900, Om001G000090, Om008G353620	XP_006414249.1, XP_006414250.1
OG0006724	Om001G007270	XP_006413778.1
OG0006725	Om001G007870	XP_006413740.1
OG0006726	Om001G008090	XP_024004434.1
OG0006727	Om001G009350	XP_006413636.1
OG0006728	Om001G010650	XP_006413552.1
OG0006729	Om001G010620	XP_006413548.1
OG0006730	Om001G010840	XP_006413533.1
OG0006731	Om001G011060	XP_024005672.1
OG0006732	Om001G011120	XP_006413510.1
OG0006733	Om001G011300	XP_006413488.1
OG0006734	Om001G011390	XP_006413486.1
OG0006735	Om001G011410	XP_006413484.1
OG0006736	Om001G011640, Om001G011620	XP_006413471.1
OG0006737	Om001G011660	XP_006413469.2
OG0006739	Om001G014250	XP_024010632.1
OG0006740	Om005G199910	XP_006416613.1
OG0006741	Om001G015480	XP_024006188.1
OG0006742	Om001G015820	XP_024006350.1
OG0006743	Om005G195900	XP_006416933.1
OG0006744	Om007G287110	XP_006393564.1
OG0006745	Om007G287330	XP_024006369.1
OG0006746	Om007G288170	XP_006415719.1
OG0006747	Om005G185400	XP_006417786.1
OG0006748	Om001G017120, Om007G302580	XP_006413463.2
OG0006749	Om007G287970	XP_024009161.1
OG0006750	Om007G287760	XP_006393635.1
OG0006751	Om007G288090	XP_006409744.1, XP_006409741.1, XP_006409737.1, XP_024009160.1, XP_006415729.1
OG0006752	Om002G087850	XP_024016043.1
OG0006753	Om007G288880	XP_006415647.1
OG0006754	Om007G289370	XP_006415611.2
OG0006755	Om007G289390	XP_006415609.1
OG0006756	Om007G289460	XP_006415604.1
OG0006757	Om007G289660	XP_006415584.1
OG0006758	Om007G290200	XP_006415549.1
OG0006759	Om007G290550	XP_006415516.1
OG0006760	Om007G290880	XP_006415487.1
OG0006761	Om007G291000	XP_006415472.1
OG0006763	Om007G291630	XP_006415398.1
OG0006764	Om001G035070	XP_006412070.1
OG0006765	Om001G035920	XP_006412017.1
OG0006766	Om001G036490	XP_006411982.1
OG0006767	Om001G036690	XP_006411967.1
OG0006768	Om001G037370	XP_006411928.1, XP_006405592.1, XP_006405591.1
OG0006769	Om001G037600	XP_006411917.2
OG0006770	Om001G038380	XP_006411869.1
OG0006771	Om001G038430	XP_006411863.1
OG0006772	Om001G038880, Om001G038890	XP_024005681.1
OG0006773	Om004G154090	XP_024014101.1
OG0006775	Om004G156240	XP_006404567.1
OG0006776	Om001G041160	XP_006411679.1
OG0006777	Om001G041440	XP_006411651.1
OG0006778	Om001G041660	XP_006411637.1
OG0006779	Om003G098480	XP_006393281.2
OG0006780	Om007G314740	XP_006405766.1
OG0006781	Om008G338730	XP_006410705.1
OG0006782	Om006G245500	XP_006397249.1
OG0006783	Om001G015740	XP_006393761.1
OG0006784	Om008G340370	XP_006410562.1
OG0006785	Om001G030510, Om001G030010	XP_006410526.1
OG0006786	Om007G287720, Om008G341850	XP_006403336.1
OG0006787	Om008G341870	XP_006403341.1
OG0006788	Om003G124830	XP_006402604.1
OG0006789	Om002G044250	XP_006408372.1
OG0006790	Om008G346280, Om008G346310	XP_006397128.1
OG0006791	Om008G351250	XP_006396930.1
OG0006792	Om008G351750	XP_006396880.1
OG0006793	Om008G351850	XP_006396864.1
OG0006794	Om004G144520	XP_006396861.2
OG0006795	Om008G352810	XP_006396844.1
OG0006796	Om008G352130	XP_006396799.1
OG0006797	Om008G353930	XP_006396690.1
OG0006798	Om008G354320	XP_024010037.1
OG0006799	Om008G355720	XP_006396588.1
OG0006800	Om008G355900	XP_006403106.1
OG0006801	Om008G356220	XP_006398064.1
OG0006802	Om001G021000	XP_006413058.1
OG0006803	Om008G358880	XP_006398268.2
OG0006804	Om008G359550	XP_006398293.1
OG0006805	Om008G360970	XP_006398357.1
OG0006806	Om008G361200	XP_006398365.1
OG0006807	Om008G361430	XP_006398369.1
OG0006808	Om008G361490	XP_006398375.1
OG0006809	Om008G361580	XP_006398380.1
OG0006810	Om008G361910	XP_006398400.1
OG0006811	Om008G334640	XP_006410999.1
OG0006812	Om008G362750	XP_006398458.1
OG0006813	Om007G302850, Om005G212700	XP_006398475.1
OG0006815	Om002G075900	XP_006418599.1
OG0006816	Om002G074880, Om002G074960	XP_006418657.1
OG0006817	Om002G074420	XP_006418702.1, XP_006414950.1
OG0006818	Om003G104240	XP_006414943.1
OG0006821	Om003G102420	XP_006414644.1
OG0006822	Om003G102300	XP_006414635.1
OG0006823	Om003G101540	XP_024005247.1
OG0006825	Om001G021070	XP_006414482.1
OG0006826	Om007G317410	XP_006405433.1
OG0006827	Om007G317670	XP_006405422.1
OG0006828	Om007G318530	XP_006405279.1
OG0006829	Om007G318540	XP_024014564.1
OG0006830	Om008G318670	XP_006398001.1
OG0006831	Om008G318720	XP_024010767.1
OG0006832	Om003G103940	XP_006414901.2
OG0006833	Om007G317160, Om008G319460	XP_006397937.1
OG0006834	Om008G340070	XP_006410598.1
OG0006835	Om008G320280	XP_006397874.1
OG0006836	Om008G320520	XP_006397859.1
OG0006837	Om008G320950	XP_006397828.1
OG0006838	Om008G321050	XP_006397816.1
OG0006839	Om008G321310	XP_024010795.1
OG0006840	Om008G321360	XP_006397783.1
OG0006841	Om008G321540	XP_024010814.1
OG0006842	Om008G321780	XP_006397748.1
OG0006843	Om008G321800	XP_006397746.1
OG0006845	Om008G322920	XP_006397663.1
OG0006846	Om008G325330, Om008G325300	XP_006397501.1
OG0006847	Om008G325630	XP_006411588.1
OG0006848	Om008G326110	XP_006411555.1
OG0006849	Om008G326140	XP_024003940.1
OG0006850	Om008G326720	XP_006411498.1
OG0006851	Om008G326880	XP_006411489.1
OG0006852	Om008G327450	XP_006411448.1
OG0006853	Om008G327990	XP_006411408.1
OG0006854	Om004G175780	XP_006398675.1
OG0006855	Om004G175990	XP_024011417.1, XP_006409157.1
