Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0009903	Om004G151550	Np006G367740
OG0009904	Om001G038260	Np005G269440
OG0009905	Om001G038360	Np005G269520
OG0009906	Om001G038700	Np005G269740
OG0009907	Om001G038830	Np005G269830
OG0009908	Om001G038980	Np005G262720
OG0009909	Om001G039150	Np005G262610
OG0009910	Om001G039210	Np005G262550
OG0009911	Om001G039560	Np005G262260
OG0009912	Om001G039860	Np005G261910
OG0009913	Om001G039930	Np005G261840
OG0009914	Om001G040410	Np005G261570
OG0009915	Om001G040880	Np005G261080
OG0009916	Om001G041050	Np005G260910
OG0009917	Om001G041980	Np005G259960
OG0009918	Om003G106500	Np005G310610, Np005G310780
OG0009919	Om003G108670	Np005G309480
OG0009920	Om007G314760	Np005G313510
OG0009921	Om007G315470	Np005G315410
OG0009922	Om007G315570	Np005G315530
OG0009923	Om007G315720	Np005G315850
OG0009924	Om005G224270, Om005G224240, Om008G339270	Np006G340980
OG0009925	Om008G338340	Np006G340210
OG0009926	Om005G223010	Np002G118240
OG0009927	Om003G126400, Om005G208780	Np001G067210
OG0009928	Om008G338570	Np006G340380
OG0009929	Om008G338610	Np006G340450
OG0009930	Om008G338850	Np006G340620
OG0009931	Om008G338920	Np006G340680
OG0009932	Om008G338960	Np006G340720
OG0009933	Om008G346220	Np003G177510
OG0009934	Om008G345970	Np003G177400
OG0009935	Om008G343350	Np003G177030
OG0009936	Om003G113850	Np005G309880, Np005G309860
OG0009938	Om008G340900	Np006G343800
OG0009939	Om008G340990	Np006G344000
OG0009940	Om008G341010	Np006G344040
OG0009941	Om002G086900	Np001G042340
OG0009942	Om008G342360	Np001G042490
OG0009943	Om008G342880	Np001G042980, Np001G043010
OG0009944	Om008G346450	Np003G177870
OG0009945	Om008G346970, Om008G348220	Np006G340530, Np003G177950
OG0009946	Om008G347060	Np003G178010
OG0009947	Om006G242090	Np003G178680
OG0009948	Om008G349860, Om008G349880	Np003G178740
OG0009949	Om008G351910	Np003G181430
OG0009951	Om008G353440	Np003G182630
OG0009952	Om008G353750	Np003G183200
OG0009953	Om008G353860	Np003G183280
OG0009954	Om008G354010	Np003G183570
OG0009955	Om008G354050	Np003G183600
OG0009956	Om008G354100	Np003G183640
OG0009957	Om008G354910	Np003G184600
OG0009958	Om008G356120, Om008G356090	Np001G039730
OG0009959	Om008G357670	Np001G038210
OG0009960	Om008G357990	Np001G037740
OG0009961	Om008G358160	Np001G037350
OG0009962	Om008G358180	Np001G037330
OG0009963	Om008G359540	Np001G036100
OG0009965	Om008G360890	Np001G034970, Np001G034980
OG0009967	Om008G361830	Np001G033510
OG0009968	Om008G318780	Np006G320620
OG0009969	Om008G362780	Np001G032110
OG0009970	Om008G362820, Om006G263120	Np001G032140
OG0009971	Om008G362590	Np001G031550
OG0009972	Om003G105210	Np005G307420
OG0009973	Om002G072070, Om002G072000	Np007G384460
OG0009974	Om001G037300	Np005G268770
OG0009975	Om003G104180	Np005G308660
OG0009976	Om006G253630	Np001G057310
OG0009977	Om003G103950	Np005G309330
OG0009978	Om003G103770	Np005G307060
OG0009979	Om003G103320	Np005G305960
OG0009980	Om003G102600	Np005G304840
OG0009981	Om003G102360	Np005G304230
OG0009982	Om002G069560	Np007G381530
OG0009983	Om007G316280	Np005G316220
OG0009984	Om007G316320	Np005G316310
OG0009985	Om007G316330	Np005G316380, Np005G316350
OG0009986	Om007G316610	Np005G316780
OG0009987	Om007G316620, Om001G005820	Np005G316800
OG0009988	Om008G332840	Np006G334610
OG0009989	Om007G318150	Np005G319310
OG0009991	Om007G318470	Np005G320170
OG0009992	Om008G346130	Np003G177500
OG0009993	Om008G318730	Np006G320570
OG0009994	Om008G319180	Np006G321030
OG0009995	Om008G319550	Np006G321430
OG0009996	Om008G319590	Np006G321460
OG0009997	Om008G320340	Np006G322370
OG0009998	Om008G320380	Np006G322420
OG0009999	Om008G320540	Np006G322570
OG0010000	Om008G321110	Np006G323080
OG0010001	Om008G321140	Np006G323110
OG0010002	Om008G321590	Np006G323660
OG0010003	Om008G322100	Np006G324210
OG0010004	Om008G322250	Np006G324450
OG0010005	Om008G350040, Om008G322320	Np006G324600
OG0010006	Om008G322330	Np006G324620
OG0010007	Om008G322820, Om008G322810	Np006G325000
OG0010008	Om008G322840	Np006G325030
OG0010009	Om002G071340	Np007G371560
OG0010010	Om008G324130	Np006G326210
OG0010011	Om008G324540	Np006G326470
OG0010012	Om008G324550	Np006G326480
OG0010013	Om008G324780	Np006G326600
OG0010015	Om008G325640	Np006G327480
OG0010016	Om008G325680	Np006G327530
OG0010017	Om008G325700	Np006G327550
OG0010018	Om008G325760	Np006G327580
OG0010019	Om008G327090	Np006G329030
OG0010020	Om008G327020	Np006G328960
OG0010021	Om003G120860	Np001G062440
OG0010022	Om008G327520	Np006G329590
OG0010023	Om008G327350	Np006G329770
OG0010024	Om008G327870	Np006G330010
OG0010025	Om008G327930	Np006G330090
OG0010026	Om004G175800	Np003G126240
OG0010027	Om004G175810	Np003G126250
OG0010028	Om004G175710	Np003G126590
OG0010029	Om004G175530	Np003G126810
OG0010030	Om004G175340	Np003G126900
OG0010031	Om004G175110	Np003G127070
OG0010032	Om004G174550	Np003G127430
OG0010033	Om004G174480	Np003G127520
OG0010034	Om004G174440	Np003G127590
OG0010035	Om004G174360	Np003G127630
OG0010036	Om004G174230	Np003G127930
OG0010037	Om004G174220	Np003G127940
OG0010038	Om004G173650	Np003G128360
OG0010039	Om004G173590	Np003G128430
OG0010040	Om006G241080	Np003G147320
OG0010041	Om006G241250	Np003G147620
OG0010042	Om006G241120	Np003G147590
OG0010043	Om006G241810	Np003G148330
OG0010044	Om006G241820	Np003G148340
OG0010046	Om006G241920	Np003G148440
OG0010047	Om006G242200	Np003G148730
OG0010048	Om006G242210	Np003G148760
OG0010049	Om007G299000	Np003G142990
OG0010050	Om006G242450	Np003G149010
OG0010051	Om006G242620	Np003G149170
OG0010052	Om006G242910	Np003G149480
OG0010054	Om001G029100	Np005G318570
OG0010055	Om006G244100	Np003G150680
OG0010056	Om006G244490	Np003G151400
OG0010057	Om005G180910, Om006G244780	Np003G151670
OG0010058	Om006G244920	Np003G151810
OG0010059	Om006G245390	Np003G152210
OG0010060	Om006G245910	Np003G152790
OG0010061	Om007G288240	Np004G210760
OG0010062	Om006G247140	Np002G093430, Np003G153870
OG0010063	Om006G234460	Np001G006220
OG0010064	Om006G234340	Np001G048810
OG0010065	Om006G234320	Np001G006090
OG0010066	Om006G234270	Np001G006050
OG0010067	Om003G117710	Np003G159300
OG0010068	Om006G233590	Np001G005170
OG0010069	Om006G233300	Np001G004840
OG0010070	Om006G233190	Np001G004690
OG0010071	Om006G233110	Np001G004560
OG0010072	Om006G232390	Np001G003780, Np001G060040
OG0010073	Om006G232160	Np001G003580
OG0010074	Om006G232150	Np001G003560
OG0010075	Om006G231510	Np001G002800
OG0010076	Om006G231460	Np001G002770
OG0010077	Om006G230500	Np001G001830
OG0010078	Om006G230290	Np001G001600
OG0010079	Om006G230260	Np001G001540
OG0010080	Om006G230240	Np001G001520
OG0010081	Om006G230220	Np001G001510
OG0010082	Om006G229940	Np001G001150
OG0010083	Om006G229540	Np001G000700
OG0010084	Om006G229460	Np001G000490
OG0010085	Om006G257340	Np001G053160
OG0010086	Om002G045320	Np001G000070
OG0010088	Om004G157780	Np003G189130
OG0010089	Om004G157750	Np003G189160
OG0010090	Om005G199880	Np004G237560
OG0010091	Om004G158080	Np003G188800, Np007G383170
OG0010092	Om004G158700	Np003G187930
OG0010093	Om004G159050	Np003G187430
OG0010094	Om004G159450	Np003G187000
OG0010095	Om004G159500	Np003G186940
OG0010096	Om004G159740	Np003G186780
OG0010097	Om004G160040	Np003G186450
OG0010098	Om002G077450, Om004G160230	Np003G186210
OG0010099	Om004G160760	Np003G185610
OG0010100	Om004G160840	Np003G185530
OG0010101	Om007G302180	Np003G185450
OG0010102	Om007G302220	Np003G185420
OG0010103	Om007G302250	Np003G185380
OG0010104	Om007G293090	Np003G185070
OG0010105	Om007G277840	Np007G377670
OG0010106	Om007G278300	Np009G431710, Np006G345630
OG0010107	Om007G278400	Np006G349800, Np008G428030
OG0010108	Om007G279350	Np006G356690
OG0010109	Om007G279540	Np006G357000
OG0010110	Om007G279900	Np006G355860
OG0010111	Om007G280080	Np006G355570
OG0010112	Om007G280740	Np006G354780, Np006G348130
OG0010113	Om007G280960	Np006G354490, Np006G348560
OG0010114	Om007G281260	Np006G347030, Np001G049700, Np006G353750
OG0010115	Om007G281650	Np006G353070, Np006G347730
OG0010116	Om007G282060	Np006G352010
OG0010118	Om007G283080	Np006G360050
OG0010119	Om007G283450	Np006G359580
OG0010120	Om007G283620	Np006G359290
OG0010121	Om007G283890	Np006G358960
OG0010122	Om007G283910	Np006G358910
OG0010123	Om007G283970	Np006G358840
OG0010124	Om007G284310	Np005G316910, Np006G358370
OG0010125	Om007G284320, Om003G111540, Om003G111570	Np005G316930, Np005G316920, Np006G358360
OG0010126	Om002G085390, Om007G284330, Om002G085460, Om003G111550	Np005G316880, Np005G316940, Np006G358270
OG0010127	Om007G284790	Np006G360900
OG0010128	Om007G285340	Np006G361840
OG0010129	Om007G300970	Np007G420310, Np003G162730
OG0010130	Om007G285470	Np007G396100, Np006G362110
OG0010131	Om004G149490	Np006G362760
OG0010132	Om001G020380	Np005G277990
OG0010133	Om002G042220	Np007G425320
OG0010134	Om002G051010, Om002G051030	Np007G414400
OG0010135	Om004G177340	Np003G124980
OG0010136	Om008G328050	Np006G330180
OG0010137	Om008G328130	Np006G330300, Np006G330340
OG0010139	Om001G017760	Np005G279220
OG0010140	Om002G042970	Np007G424490
OG0010141	Om002G044160	Np007G423010
OG0010142	Om002G044660	Np007G422500
OG0010143	Om002G044680	Np007G422480
OG0010144	Om002G045140	Np007G421850
OG0010145	Om002G045210	Np007G421720
OG0010146	Om002G045290	Np007G421620
OG0010147	Om002G045370	Np007G421540
OG0010148	Om002G046050	Np007G420740
OG0010149	Om002G046080	Np007G420520
OG0010150	Om002G046600	Np007G420060
OG0010151	Om002G048010	Np007G418360
OG0010152	Om002G049350	Np007G416630
OG0010153	Om002G049360	Np007G416620
OG0010154	Om002G049630	Np007G416280
OG0010155	Om002G049710	Np007G416210
OG0010156	Om002G049790	Np007G416010
OG0010157	Om002G050560	Np007G415020
OG0010158	Om002G050760	Np007G414710
OG0010159	Om006G235990	Np001G007910
OG0010160	Om002G051170	Np007G414280
OG0010161	Om008G330840	Np006G332720
OG0010162	Om008G331120	Np006G333010
OG0010163	Om008G331080	Np006G333060
OG0010164	Om008G331870	Np006G333710
OG0010165	Om006G252670	Np001G058400
OG0010166	Om008G332620	Np006G334480
OG0010167	Om008G333170	Np006G334890
OG0010168	Om008G337190	Np006G339180
OG0010170	Om008G336530	Np006G338250
OG0010171	Om008G336060	Np006G337760
OG0010172	Om008G336020	Np006G337750
OG0010173	Om008G335900	Np006G337600
OG0010175	Om008G334260, Om008G334350	Np006G335900
OG0010176	Om008G334410	Np006G336080
OG0010178	Om005G184080	Np004G253100
OG0010179	Om008G333290	Np006G335010
OG0010180	Om005G196150	Np004G240890
OG0010181	Om005G196200	Np004G240830
OG0010182	Om005G197750	Np004G239410
OG0010183	Om005G198840	Np004G238480
OG0010184	Om005G199030	Np004G238310
OG0010185	Om006G241770	Np003G148290
OG0010186	Om005G199620	Np004G237780
OG0010187	Om005G200450	Np004G237050
OG0010188	Om005G200560	Np004G236970
OG0010189	Om005G201170	Np004G236440
OG0010190	Om005G201380	Np004G236130
OG0010191	Om005G201490	Np004G235970
OG0010192	Om005G202060	Np004G235550
OG0010193	Om005G202090	Np004G235490
OG0010194	Om005G202100, Om004G170760	Np004G235480
OG0010195	Om005G202130	Np004G235440
OG0010196	Om005G202190	Np004G235410
OG0010197	Om005G202560	Np004G235020
OG0010198	Om005G202850	Np004G234720
OG0010199	Om005G202860	Np004G234710
OG0010200	Om005G202990	Np004G234590
OG0010201	Om005G203270	Np004G234300
OG0010202	Om005G204080	Np004G233590
OG0010203	Om005G204110	Np004G233520
OG0010204	Om004G134360	Np002G074530
OG0010205	Om005G205190	Np004G231890
OG0010206	Om005G205370	Np004G231320
OG0010207	Om005G205530	Np004G231220
OG0010208	Om005G205730	Np004G230930, Np004G230860
OG0010209	Om004G143620	Np004G230550
OG0010210	Om005G207560	Np002G085200
OG0010212	Om004G145250	Np004G227330
OG0010214	Om005G209690	Np002G087380, Np004G225190
OG0010215	Om004G146410	Np004G225180
OG0010216	Om004G146760	Np004G208890
OG0010217	Om004G146920	Np004G209060
OG0010218	Om005G211320	Np002G089750
OG0010220	Om004G147710	Np004G209680
OG0010221	Om004G147720	Np004G209690
OG0010222	Om004G148380	Np004G210020
OG0010223	Om006G240760	Np005G281900
OG0010224	Om007G285940	Np005G281240
OG0010225	Om007G285970	Np004G225360, Np005G281200
OG0010226	Om007G286080	Np005G281110
OG0010227	Om007G286090	Np003G187970, Np005G281100
OG0010228	Om007G286790	Np005G280270
OG0010229	Om004G149240	Np006G364050
OG0010231	Om004G153410, Om018G374070	Np006G365650
OG0010234	Om001G023260	Np006G359870
OG0010235	Om004G155400, Om004G153000	Np006G366720
OG0010236	Om004G154880, Om004G152230	Np006G366740
OG0010237	Om004G152220, Om004G154870	Np006G366750
OG0010239	Om004G154380	Np006G368090
OG0010240	Om004G155860	Np006G370100
OG0010241	Om004G156380	Np006G371030
OG0010242	Om005G195800	Np004G241240
OG0010243	Om005G195680	Np004G241360
OG0010244	Om005G195190	Np004G241740
OG0010245	Om005G194610	Np004G242260
OG0010246	Om005G194380	Np004G242470
OG0010247	Om005G194090	Np004G242890
OG0010248	Om005G193050	Np004G243830, Np004G243950, Np004G243760
OG0010249	Om005G193060	Np004G243750
OG0010250	Om005G192870	Np004G244170
OG0010251	Om005G191760	Np004G245540
OG0010252	Om005G190180	Np006G334780, Np004G247230
OG0010253	Om004G131880	Np004G247440
OG0010254	Om005G189800	Np004G247590
OG0010255	Om005G189670	Np004G247710
OG0010256	Om005G189310	Np004G248000
OG0010257	Om005G189020	Np004G248280
OG0010258	Om005G187730	Np004G249590
OG0010259	Om005G187560	Np004G249700
OG0010260	Om005G187130	Np004G250080
OG0010262	Om005G186850	Np004G250420
OG0010263	Om005G185410	Np004G251870
OG0010264	Om003G100720, Om005G184290	Np005G313890, Np004G252920
OG0010265	Om005G183930	Np004G253270
OG0010267	Om005G183130	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260
OG0010268	Om005G182810	Np004G254480
OG0010269	Om005G182780	Np004G254510
OG0010270	Om005G182460	Np004G254880
OG0010271	Om005G182450	Np004G254890
OG0010272	Om005G181990	Np004G255330
OG0010273	Om005G181930	Np004G255390
OG0010274	Om005G181650	Np004G255780
OG0010275	Om005G181440	Np004G255930
OG0010276	Om005G181050	Np004G256320
OG0010277	Om005G181010	Np004G256360
OG0010279	Om005G180810	Np004G256580
OG0010280	Om005G180840	Np004G256530
OG0010281	Om005G180220	Np004G257100
OG0010282	Om005G179840	Np004G257410
OG0010283	Om005G179430	Np001G014050
OG0010284	Om005G179210, Om005G179250	Np001G035060, Np004G257980
OG0010285	Om005G179300	Np004G257940
OG0010286	Om005G178440	Np004G258890
OG0010287	Om007G302010	Np003G140820
OG0010288	Om007G301550	Np003G141140
OG0010289	Om007G300920	Np003G141650
OG0010290	Om007G299560	Np003G142530
OG0010291	Om007G299820	Np003G142370
OG0010292	Om007G298230	Np003G143580
OG0010293	Om007G297960	Np003G143800
OG0010294	Om007G297970	Np003G143790
OG0010295	Om007G297850	Np003G143910
OG0010296	Om007G297340	Np003G144390
OG0010297	Om007G297260	Np003G144480
OG0010298	Om007G296710	Np003G145000
OG0010299	Om002G045630	Np007G421300
OG0010300	Om007G295940	Np003G145850
OG0010301	Om007G295100	Np003G146860
OG0010302	Om007G294790	Np003G147180
OG0010303	Om001G030760	Np005G263510
OG0010304	Om007G293380	Np001G015460
OG0010305	Om007G293220	Np001G015630
OG0010307	Om001G032820	Np001G015800
OG0010309	Om007G303720, Om007G303740	Np001G016400
OG0010310	Om007G303730	Np001G016420
OG0010311	Om007G304270	Np001G016740
OG0010312	Om007G303820	Np001G016520
OG0010313	Om007G307230, Om009G364250	Np001G017600
OG0010314	Om002G050080	Np007G415520
OG0010315	Om004G161080	Np003G140500
OG0010316	Om004G169560	Np003G132720
OG0010317	Om003G099840, Om005G178300	Np004G204010
OG0010318	Om004G170250	Np003G132000
OG0010319	Om004G170330	Np003G131780
OG0010320	Om004G170450	Np003G131650
OG0010321	Om004G171180	Np003G130760
OG0010322	Om004G171250	Np003G130690
OG0010323	Om004G171410	Np003G130570
OG0010324	Om004G171630	Np003G130420
OG0010327	Om004G171920	Np003G130010
OG0010328	Om004G171930	Np003G130000
OG0010329	Om004G172220	Np003G129720
OG0010330	Om004G172200	Np003G129730
OG0010331	Om006G240610	Np001G013510
OG0010332	Om006G239850	Np001G012520
OG0010333	Om006G239260	Np001G011880
OG0010334	Om006G239130	Np001G011800
OG0010335	Om006G239220	Np001G011860
OG0010336	Om006G238710	Np001G011250
OG0010337	Om006G238650	Np001G011190
OG0010338	Om006G238430	Np001G011010
OG0010339	Om006G238100	Np001G010690
OG0010340	Om006G237480	Np001G010020
OG0010341	Om006G237290	Np001G009810
OG0010342	Om006G236660	Np001G009210
OG0010343	Om006G236540	Np001G008950
OG0010344	Om006G235700	Np001G007590
OG0010346	Om006G235450	Np001G007280
OG0010347	Om006G235100	Np001G007030
OG0010348	Om006G247930	Np003G154730
OG0010349	Om006G257350	Np001G053150
OG0010350	Om006G257860	Np001G052630
OG0010351	Om006G258180	Np001G052440
OG0010352	Om006G258190	Np001G052410
OG0010353	Om006G258720	Np001G051810
OG0010354	Om006G260120	Np001G050680
OG0010355	Om006G260850	Np001G050070
OG0010356	Om006G260950	Np001G049920
OG0010357	Om006G261780	Np001G049210
OG0010358	Om006G261890	Np001G049050
OG0010359	Om006G262330, Om005G214270	Np001G048780
OG0010360	Om006G262940	Np001G048240
OG0010361	Om006G263560	Np001G047930
OG0010362	Om006G263870	Np001G047660
OG0010363	Om005G184940	Np001G045480, Np001G033580, Np003G177170, Np003G177210
OG0010364	Om006G267650	Np001G044700
OG0010365	Om006G268900	Np001G044290
OG0010366	Om006G269030	Np001G044210
OG0010367	Om006G268690	Np001G043720
OG0010368	Om004G134210	Np001G043680
OG0010369	Om006G231160	Np001G043570
OG0010370	Om005G212000	Np002G091090
OG0010372	Om005G211270	Np002G089700
OG0010373	Om005G211680	Np002G090370
OG0010374	Om005G210650	Np002G088880
OG0010375	Om005G210590	Np002G088830
OG0010376	Om005G210340	Np002G088340
OG0010377	Om005G210460	Np002G088500, Np002G088530
OG0010379	Om005G209750	Np002G087530
OG0010380	Om005G209700	Np002G087400
OG0010381	Om005G209470	Np002G087230
OG0010382	Om005G208080	Np002G085640
OG0010383	Om005G206800	Np002G084160
OG0010384	Om005G206600	Np002G083920
OG0010385	Om005G205990	Np002G083460
OG0010386	Om004G142920	Np002G082790
OG0010387	Om004G133430	Np002G073550
OG0010388	Om004G133990	Np002G073940
OG0010390	Om004G134500	Np002G074710
OG0010391	Om004G134850	Np002G075010
OG0010392	Om006G257230	Np001G053300
OG0010393	Om004G135120	Np002G075300
OG0010394	Om004G144610	Np002G075430
OG0010395	Om005G202240	Np004G235380
OG0010396	Om004G137730	Np002G078270
OG0010397	Om004G139980	Np002G079660
OG0010398	Om004G140020, Om004G140030	Np002G079720
OG0010399	Om004G140400	Np002G080180
OG0010400	Om004G140470	Np002G080230
OG0010401	Om004G140820	Np002G080830
OG0010402	Om004G140980	Np002G081010
OG0010403	Om004G141140	Np002G081120
OG0010404	Om004G141940	Np002G081590
OG0010405	Om004G142030	Np002G081680
OG0010407	Om004G142040	Np002G081690
OG0010408	Om004G142680	Np002G082590
OG0010409	Om004G132160	Np002G072610
OG0010410	Om004G131810	Np002G072200
OG0010411	Om004G131450	Np002G071680
OG0010412	Om004G130900	Np002G071210
OG0010413	Om004G130810	Np002G071140
OG0010414	Om004G130490	Np002G070940, Np005G316230
OG0010415	Om004G130140	Np002G070660
OG0010416	Om004G130000, Om004G132560	Np002G070520
OG0010417	Om003G117110	Np003G160320
OG0010418	Om002G057130	Np007G408010
OG0010419	Om002G057370	Np007G407820
OG0010421	Om002G059110	Np007G405790
OG0010422	Om002G059390	Np007G405600
OG0010423	Om002G059430	Np007G405560
OG0010424	Om002G059470	Np004G192750, Np004G192630, Np007G405470
