Orthogroup	Odontarrhena_muralis	Raphanus_sativus
OG0005788	Om002G043720	XP_018492988.1, XP_018464032.1, XP_018441706.1, XP_018441661.1
OG0005789	Om002G044810	XP_018485658.1, XP_018485657.1, XP_018487396.1
OG0005790	Om002G048200	XP_018489909.1, XP_018478331.1, XP_018436761.1
OG0005791	Om002G049230	XP_018434620.1, XP_018434597.1
OG0005792	Om002G049410	XP_018486365.1, XP_018486363.1, XP_018437106.1, XP_018437113.1
OG0005793	Om002G049480	XP_018492486.1, XP_018492488.1, XP_018486089.1
OG0005794	Om002G049550	XP_018437208.1, XP_018489159.1, XP_018489676.1
OG0005795	Om002G050340	XP_018435319.1, XP_018437583.1, XP_018487056.1, XP_018487075.1
OG0005796	Om001G034370	XP_018457223.1, XP_018433190.1
OG0005797	Om002G050610	XP_018438909.1, XP_018465365.1
OG0005798	Om002G050990	XP_018486650.1, XP_018487215.1, XP_018487184.1
OG0005799	Om008G329840	XP_018479949.1, XP_018441083.1
OG0005800	Om008G330420	XP_018459964.1, XP_018463319.1
OG0005801	Om008G335540	XP_018484214.1, XP_018441372.1
OG0005802	Om008G331940	XP_018485239.1, XP_018433965.1, XP_018433938.1
OG0005803	Om008G336480	XP_018474691.1, XP_018439280.1
OG0005805	Om008G335760	XP_018481366.1, XP_018433298.1
OG0005806	Om008G335270	XP_018441210.1, XP_018476217.1
OG0005807	Om006G238450	XP_018463747.1, XP_018459347.1, XP_018473319.1, XP_018473320.1
OG0005808	Om008G334060	XP_018477142.1, XP_018434564.1
OG0005809	Om008G333330	XP_018484790.1, XP_018472579.1, XP_018439223.1
OG0005810	Om008G333450	XP_018441912.1, XP_018476316.1, XP_018475698.1
OG0005811	Om008G333710	XP_018485140.1, XP_018433260.1, XP_018476020.1
OG0005812	Om005G196070	XP_018483306.1, XP_018450020.1, XP_018465558.1
OG0005813	Om005G197270	XP_018458476.1, XP_018470462.1
OG0005814	Om005G197340	XP_018453743.1
OG0005815	Om005G197620	XP_018442290.1, XP_018451405.1, XP_018459769.1
OG0005816	Om005G197740	XP_018449885.1, XP_018466126.1, XP_018480536.1
OG0005817	Om005G198230	XP_018439656.1
OG0005818	Om004G141870	XP_018456525.1, XP_018442145.1, XP_018433320.1, XP_018433276.1
OG0005819	Om005G199280, Om005G199290	XP_018469904.1
OG0005820	Om005G201590	XP_018469974.1, XP_018449678.1
OG0005821	Om005G202550	XP_018458480.1
OG0005822	Om005G202680	XP_018434628.1, XP_018458481.1, XP_018451124.1
OG0005823	Om005G204220	XP_018461922.1, XP_018490019.1
OG0005824	Om005G205000	XP_018489453.1, XP_018447843.1, XP_018434552.1
OG0005825	Om004G143810	XP_018436781.1, XP_018468059.1, XP_018448066.1, XP_018449771.1
OG0005826	Om004G144430	XP_018465793.1, XP_018461986.1, XP_018449770.1, XP_018451528.1
OG0005827	Om004G144590	XP_018449735.1
OG0005828	Om007G301780	XP_018473701.1, XP_018473700.1, XP_018446054.1
OG0005829	Om003G107210	XP_018432934.1, XP_018450607.1, XP_018450609.1
OG0005830	Om001G030130, Om003G099200	XP_018448532.1, XP_018451254.1, XP_018450552.1
OG0005831	Om004G151280	XP_018484753.1, XP_018469916.1, XP_018447900.1
OG0005832	Om004G164430, Om006G239110	XP_018470270.1, XP_018437247.1
OG0005833	Om007G285850	XP_018471123.1, XP_018479097.1, XP_018480553.1
OG0005834	Om007G285900	XP_018467869.1, XP_018480338.1, XP_018477152.1, XP_018467517.1
OG0005835	Om007G286250, Om002G075680, Om001G002070	XP_018455012.1
OG0005836	Om004G154960, Om004G152820, Om004G154950	XP_018441308.1, XP_018441336.1, XP_018485230.1
OG0005837	Om006G238360, Om004G155240, Om004G152380	XP_018481445.1, XP_018481349.1
OG0005838	Om005G195700	XP_018433849.1, XP_018447858.1, XP_018448236.1, XP_018466841.1
OG0005839	Om005G195170	XP_018433675.1, XP_018442699.1
OG0005840	Om005G194060	XP_018433071.1, XP_018438796.1
OG0005841	Om005G193080	XP_018484745.1, XP_018482293.1
OG0005842	Om005G192360	XP_018442543.1, XP_018451070.1, XP_018451065.1, XP_018438510.1, XP_018436524.1
OG0005843	Om005G192170	XP_018457110.1, XP_018447621.1, XP_018451060.1, XP_018433177.1
OG0005844	Om005G191980	XP_018439497.1, XP_018485475.1, XP_018484928.1
OG0005845	Om005G191630	XP_018432728.1, XP_018449566.1, XP_018451870.1
OG0005846	Om005G191480	XP_018464592.1, XP_018451619.1, XP_018439156.1
OG0005847	Om005G191100	XP_018463031.1, XP_018458301.1, XP_018449104.1, XP_018449108.1
OG0005848	Om005G190800	XP_018458315.1, XP_018458312.1, XP_018490292.1
OG0005849	Om005G190170	XP_018490218.1, XP_018493439.1
OG0005850	Om005G190160	XP_018450773.1, XP_018476032.1
OG0005851	Om003G121680, Om005G189210	XP_018437748.1
OG0005852	Om005G189080	XP_018437595.1, XP_018441129.1
OG0005853	Om005G188420	XP_018469419.1, XP_018432794.1
OG0005855	Om005G187400	XP_018448988.1, XP_018451316.1, XP_018488899.1
OG0005856	Om005G186690	XP_018447602.1, XP_018447254.1
OG0005857	Om005G186360	XP_018450384.1
OG0005858	Om005G185860	XP_018485654.1, XP_018465024.1, XP_018491757.1, XP_018449921.1
OG0005859	Om005G185550	XP_018436028.1, XP_018450797.1, XP_018447830.1, XP_018487142.1
OG0005860	Om005G185290	XP_018481527.1, XP_018487014.1
OG0005861	Om005G184590	XP_018486097.1, XP_018437173.1
OG0005862	Om005G181820	XP_018482604.1, XP_018447108.1
OG0005863	Om005G181810	XP_018437503.1, XP_018432612.1, XP_018447258.1
OG0005865	Om005G179900	XP_018490619.1, XP_018465992.1, XP_018487766.1
OG0005866	Om005G179200, Om007G286680	XP_018469773.1, XP_018486489.1
OG0005867	Om005G178880	XP_018490458.1
OG0005868	Om005G178180	XP_018463919.1, XP_018465432.1
OG0005870	Om007G301410	XP_018447018.1, XP_018448196.1, XP_018467624.1
OG0005872	Om007G300320	XP_018444851.1, XP_018473567.1
OG0005873	Om007G299540	XP_018453246.1, XP_018474607.1, XP_018472663.1
OG0005875	Om007G296920	XP_018468449.1, XP_018456600.1, XP_018443866.1, XP_018459154.1
OG0005876	Om007G295790, Om007G295800	XP_018476745.1, XP_018469953.1, XP_018464239.1
OG0005877	Om007G294920	XP_018446751.1, XP_018462328.1, XP_018473139.1
OG0005878	Om007G293450	XP_018461627.1, XP_018455707.1, XP_018478865.1
OG0005879	Om007G303460	XP_018480620.1, XP_018461283.1, XP_018457731.1
OG0005880	Om007G303650	XP_018478502.1, XP_018482994.1, XP_018454437.1
OG0005881	Om007G303760	XP_018484341.1, XP_018441363.1
OG0005882	Om007G304440	XP_018440111.1, XP_018483430.1
OG0005883	Om007G306130, Om009G363280	XP_018478346.1, XP_018453187.1
OG0005884	Om004G160990, Om004G160980	XP_018474551.1, XP_018471076.1, XP_018471062.1
OG0005885	Om004G171590	XP_018453064.1, XP_018443097.1, XP_018443116.1
OG0005886	Om008G352090, Om006G240560	XP_018460128.1, XP_018478306.1, XP_018454887.1
OG0005887	Om006G239540	XP_018452555.1, XP_018462088.1, XP_018477582.1
OG0005888	Om006G238500	XP_018457600.1, XP_018485130.1
OG0005889	Om006G237200	XP_018492469.1, XP_018452269.1
OG0005890	Om006G236680	XP_018466445.1, XP_018433507.1, XP_018433512.1
OG0005891	Om006G258360, Om006G235760	XP_018439912.1, XP_018457739.1
OG0005893	Om006G235010	XP_018452610.1, XP_018485735.1, XP_018485724.1
OG0005894	Om006G247420	XP_018453341.1, XP_018465273.1, XP_018468943.1, XP_018468945.1
OG0005895	Om006G247460	XP_018465345.1, XP_018468273.1, XP_018456448.1
OG0005896	Om006G247570	XP_018453534.1, XP_018473160.1
OG0005897	Om006G247630	XP_018473447.1, XP_018473738.1, XP_018468474.1, XP_018454816.1
OG0005898	Om006G247770	XP_018476416.1, XP_018473725.1, XP_018471374.1, XP_018464432.1
OG0005899	Om002G054280	XP_018486668.1, XP_018433937.1, XP_018486908.1
OG0005900	Om006G247970	XP_018452522.1, XP_018472578.1
OG0005901	Om005G185870, Om004G139890, Om006G257260	XP_018441057.1, XP_018440252.1, XP_018447435.1
OG0005902	Om006G258670	XP_018434956.1, XP_018478368.1
OG0005903	Om006G260600	XP_018493154.1, XP_018439933.1, XP_018471955.1
OG0005904	Om006G263240	XP_018487042.1, XP_018439982.1
OG0005906	Om008G339300	XP_018436135.1
OG0005907	Om005G210050	XP_018444608.1, XP_018461267.1
OG0005908	Om005G208520	XP_018452834.1
OG0005909	Om005G206160	XP_018452591.1
OG0005910	Om007G283090, Om004G143280, Om004G143270	XP_018452477.1, XP_018463201.1, XP_018468192.1
OG0005911	Om004G134020	XP_018459814.1, XP_018457640.1, XP_018443827.1, XP_018452653.1
OG0005912	Om004G134890	XP_018481854.1, XP_018451641.1
OG0005913	Om004G136130	XP_018454046.1, XP_018463703.1, XP_018443187.1
OG0005914	Om007G313020, Om004G136640	XP_018443825.1, XP_018444096.1
OG0005915	Om004G137800	XP_018444874.1, XP_018459174.1
OG0005916	Om004G138800	XP_018442930.1, XP_018442923.1, XP_018446356.1
OG0005917	Om004G139130	XP_018444986.1, XP_018468721.1, XP_018443967.1
OG0005918	Om005G198320	XP_018479436.1, XP_018451050.1
OG0005919	Om004G132950	XP_018455871.1, XP_018452993.1, XP_018458090.1, XP_018469117.1
OG0005920	Om004G132830	XP_018457160.1, XP_018466906.1, XP_018472122.1, XP_018472206.1, XP_018442758.1
OG0005921	Om004G130980	XP_018455849.1
OG0005922	Om004G130190	XP_018468458.1
OG0005924	Om002G056750	XP_018489945.1, XP_018437965.1, XP_018490238.1
OG0005925	Om002G057210	XP_018487064.1, XP_018490531.1, XP_018490526.1, XP_018486846.1, XP_018433944.1
OG0005926	Om002G058420	XP_018459551.1, XP_018489370.1
OG0005927	Om002G059630	XP_018491137.1, XP_018491165.1, XP_018491163.1, XP_018440492.1
OG0005928	Om002G059830	XP_018435095.1, XP_018488652.1
OG0005929	Om003G093600	XP_018491611.1, XP_018451035.1
OG0005930	Om003G094270	XP_018441972.1
OG0005931	Om002G064210	XP_018441421.1
OG0005932	Om002G065450	XP_018438589.1, XP_018492387.1, XP_018463386.1, XP_018489608.1
OG0005933	Om007G317760	XP_018454752.1, XP_018454525.1
OG0005935	Om002G067380	XP_018488542.1, XP_018461498.1, XP_018465864.1
OG0005936	Om002G067990	XP_018466661.1, XP_018433627.1
OG0005937	Om002G069090	XP_018485782.1
OG0005938	Om002G070680	XP_018435484.1, XP_018435235.1, XP_018492945.1
OG0005939	Om002G070690	XP_018437559.1, XP_018464229.1, XP_018461532.1, XP_018486664.1
OG0005940	Om002G070960	XP_018459665.1, XP_018488877.1, XP_018486236.1
OG0005941	Om002G072640	XP_018467547.1, XP_018486511.1, XP_018433963.1
OG0005942	Om002G072880	XP_018488749.1, XP_018461837.1, XP_018439513.1, XP_018437566.1
OG0005943	Om002G072920	XP_018440660.1, XP_018492534.1, XP_018493034.1
OG0005944	Om002G074350	XP_018455412.1, XP_018489892.1, XP_018489935.1
OG0005946	Om003G116590	XP_018491138.1, XP_018490470.1
OG0005947	Om002G080790	XP_018487311.1, XP_018452682.1, XP_018452671.1, XP_018461413.1
OG0005948	Om002G082650	XP_018454421.1, XP_018432983.1, XP_018466673.1
OG0005950	Om002G085580	XP_018434343.1, XP_018453381.1, XP_018457344.1
OG0005951	Om002G086980	XP_018435829.1, XP_018466584.1
OG0005952	Om002G087240	XP_018456016.1, XP_018434190.1
OG0005953	Om002G087830	XP_018438151.1, XP_018438635.1
OG0005955	Om003G089790, Om003G090510	XP_018450690.1, XP_018450689.1, XP_018440546.1
OG0005956	Om003G090140	XP_018439595.1, XP_018451798.1
OG0005957	Om003G092770	XP_018475582.1, XP_018443930.1
OG0005958	Om003G093750	XP_018469170.1, XP_018432984.1
OG0005959	Om003G094210	XP_018486426.1, XP_018490305.1
OG0005960	Om003G099130	XP_018490929.1
OG0005961	Om003G099050	XP_018490932.1, XP_018462316.1, XP_018447513.1
OG0005962	Om003G099900	XP_018450489.1, XP_018489548.1
OG0005963	Om003G100920	XP_018462774.1, XP_018478435.1, XP_018454987.1
OG0005964	Om006G256020	XP_018481493.1, XP_018463559.1, XP_018484035.1, XP_018477553.1
OG0005965	Om006G256780	XP_018460002.1, XP_018478029.1, XP_018433222.1
OG0005966	Om006G252920	XP_018444175.1, XP_018484895.1, XP_018485559.1
OG0005967	Om006G251010	XP_018486536.1
OG0005968	Om006G250640	XP_018461223.1, XP_018443123.1
OG0005969	Om003G119920	XP_018492481.1, XP_018446221.1, XP_018458561.1
OG0005970	Om003G120100	XP_018462591.1, XP_018446164.1, XP_018460287.1, XP_018491161.1
OG0005971	Om003G120670	XP_018444568.1, XP_018488800.1
OG0005972	Om003G120680	XP_018444632.1, XP_018466392.1, XP_018489829.1
OG0005973	Om003G123210	XP_018462898.1, XP_018492330.1, XP_018459991.1, XP_018442253.1
OG0005974	Om003G126320	XP_018477708.1, XP_018485649.1, XP_018485723.1
OG0005975	Om003G127030	XP_018479786.1, XP_018488070.1
OG0005976	Om003G126770	XP_018442635.1, XP_018477183.1, XP_018465834.1
OG0005977	Om007G298490, Om003G129240	XP_018446821.1
OG0005978	Om003G129360	XP_018459655.1, XP_018441326.1
OG0005979	Om003G096050	XP_018478217.1, XP_018488000.1
OG0005980	Om004G169100	XP_018435777.1, XP_018435778.1
OG0005981	Om006G257330	XP_018458449.1, XP_018433832.1, XP_018465099.1
OG0005982	Om003G124580	XP_018461323.1, XP_018459090.1, XP_018459099.1, XP_018490048.1, XP_018444866.1, XP_018444952.1
OG0005983	Om008G359930	XP_018456683.1, XP_018481874.1, XP_018435782.1
OG0005986	Om004G139710	XP_018445084.1
OG0005988	Om001G030750	XP_018472466.1, XP_018459253.1, XP_018487401.1
OG0005989	Om005G188390	XP_018438280.1, XP_018465628.1, XP_018487178.1, XP_018489193.1
OG0005990	Om005G199750, Om005G201960	XP_018454234.1
OG0005991	Om005G200230, Om005G200170	XP_018481480.1, XP_018484969.1
OG0005992	Om005G211080	XP_018453217.1, XP_018442982.1, XP_018466831.1
OG0005993	Om004G139960	XP_018443443.1
OG0005995	Om002G062910	XP_018440727.1, XP_018439200.1
OG0005996	Om002G060110	XP_018439321.1, XP_018460930.1, XP_018489858.1, XP_018489862.1
OG0005997	Om002G055160	XP_018455249.1, XP_018489603.1, XP_018488927.1
OG0005998	Om004G169320	XP_018443367.1
OG0005999	Om007G283570	XP_018464865.1, XP_018438148.1, XP_018475714.1, XP_018475799.1
OG0006000	Om007G300460	XP_018469281.1
OG0006001	Om007G317380	XP_018481650.1, XP_018481085.1, XP_018466958.1, XP_018462953.1, XP_018444448.1
OG0006002	Om006G232400	XP_018452054.1
OG0006007	Om007G275850	XP_018479236.1, XP_018463399.1
OG0006009	Om003G112580	XP_018455443.1
OG0006016	Om001G023620	XP_018470963.1, XP_018467783.1, XP_018478553.1
OG0006017	Om002G086760	XP_018434007.1, XP_018456143.1
OG0006018	Om001G026110	XP_018482947.1, XP_018482914.1, XP_018468178.1, XP_018467036.1
OG0006019	Om004G155260	XP_018436685.1, XP_018481010.1
OG0006020	Om001G026680	XP_018470381.1, XP_018466066.1, XP_018485246.1
OG0006021	Om005G186200	XP_018492489.1
OG0006022	Om001G027420	XP_018447935.1, XP_018460836.1, XP_018485119.1
OG0006023	Om001G027500	XP_018472277.1, XP_018463005.1, XP_018485108.1
OG0006024	Om003G100030	XP_018477691.1, XP_018433985.1
OG0006025	Om007G290780	XP_018447194.1, XP_018489677.1
OG0006026	Om001G031000	XP_018459250.1, XP_018449590.1, XP_018450171.1, XP_018459251.1
OG0006027	Om001G031210	XP_018466006.1, XP_018479039.1, XP_018459421.1
OG0006028	Om001G031240	XP_018479038.1, XP_018483719.1, XP_018459420.1, XP_018461790.1, XP_018462324.1
OG0006029	Om002G080410	XP_018452760.1
OG0006030	Om001G033070	XP_018477271.1, XP_018447802.1, XP_018454848.1
OG0006031	Om001G033330	XP_018469389.1
OG0006032	Om001G033380	XP_018480824.1, XP_018451779.1
OG0006033	Om006G244720	XP_018471286.1, XP_018443151.1
OG0006034	Om007G292100	XP_018462854.1
OG0006035	Om007G277020	XP_018487391.1, XP_018486188.1
OG0006036	Om007G276740	XP_018486322.1, XP_018487241.1
OG0006037	Om007G276520	XP_018450723.1
OG0006038	Om007G276390	XP_018468974.1, XP_018481905.1
OG0006039	Om007G275730	XP_018457677.1, XP_018478465.1
OG0006040	Om006G262900	XP_018433865.1
OG0006041	Om022G375020, Om005G218620	XP_018451979.1, XP_018434568.1
OG0006043	Om005G220690, Om005G220680	XP_018439917.1
OG0006044	Om005G189480	XP_018485373.1, XP_018438210.1, XP_018489450.1
OG0006045	Om001G010800	XP_018464397.1, XP_018441331.1
OG0006046	Om003G116070, Om001G021750	XP_018485789.1
OG0006047	Om006G275380	XP_018456904.1, XP_018440010.1, XP_018484340.1
OG0006049	Om006G274860	XP_018478180.1, XP_018452847.1
OG0006050	Om005G206340	XP_018469406.1, XP_018465587.1, XP_018456093.1
OG0006051	Om002G067430	XP_018452394.1, XP_018452391.1, XP_018483252.1
OG0006052	Om006G274020, Om002G044200	XP_018434316.1, XP_018463735.1, XP_018481106.1
OG0006054	Om005G192570	XP_018436656.1, XP_018436698.1
OG0006055	Om006G272840	XP_018442061.1, XP_018484484.1
OG0006056	Om006G272290	XP_018478357.1
OG0006058	Om006G271440	XP_018461442.1, XP_018434967.1, XP_018484823.1
OG0006059	Om006G271270	XP_018480857.1, XP_018458731.1, XP_018441907.1
OG0006060	Om006G271230	XP_018466097.1, XP_018437361.1, XP_018477483.1, XP_018458733.1
OG0006061	Om006G269810	XP_018482096.1, XP_018438166.1
OG0006062	Om004G131460	XP_018452349.1, XP_018464329.1, XP_018440921.1
OG0006063	Om002G084490	XP_018477743.1
OG0006064	Om006G270600	XP_018457396.1, XP_018453087.1, XP_018465961.1, XP_018462693.1
OG0006065	Om007G299450	XP_018437497.1, XP_018437558.1, XP_018463891.1
OG0006066	Om006G269530	XP_018481708.1, XP_018437420.1
OG0006067	Om006G269220	XP_018454665.1, XP_018481832.1, XP_018435652.1
OG0006068	Om005G213410	XP_018434493.1
OG0006069	Om005G214220	XP_018449880.1, XP_018462408.1, XP_018461880.1
OG0006070	Om005G214870	XP_018479579.1
OG0006071	Om005G228630	XP_018457518.1, XP_018457523.1, XP_018457444.1
OG0006072	Om005G228610	XP_018454457.1
OG0006073	Om005G226740	XP_018467529.1, XP_018466153.1, XP_018452548.1
OG0006074	Om005G226280	XP_018453110.1
OG0006075	Om005G225520	XP_018452547.1, XP_018463914.1, XP_018452890.1
OG0006076	Om008G328340	XP_018439151.1, XP_018439607.1
OG0006077	Om008G328630	XP_018437468.1, XP_018474832.1
OG0006078	Om002G051860	XP_018491675.1
OG0006079	Om002G053220	XP_018491467.1, XP_018490763.1, XP_018439648.1
OG0006080	Om002G054210	XP_018490784.1, XP_018460974.1
OG0006081	Om004G170350	XP_018444054.1, XP_018455510.1, XP_018455447.1
OG0006082	Om007G288010, Om007G300180, Om002G056190	XP_018441087.1
OG0006084	Om004G160300	XP_018473073.1
OG0006085	Om006G243860, Om003G112110	XP_018468538.1, XP_018468777.1, XP_018472737.1
OG0006086	Om003G112900	XP_018457037.1, XP_018435458.1
OG0006087	Om007G286630	XP_018471471.1, XP_018470213.1, XP_018484197.1
OG0006088	Om003G114250	XP_018468239.1
OG0006089	Om001G021640	XP_018471725.1, XP_018479079.1, XP_018479080.1
OG0006090	Om003G115130	XP_018469902.1, XP_018456842.1, XP_018457035.1
OG0006091	Om006G275470	XP_018441531.1, XP_018440619.1
OG0006092	Om003G115330	XP_018468175.1, XP_018454671.1
OG0006093	Om003G115920	XP_018457393.1, XP_018485087.1
OG0006094	Om003G116160	XP_018469505.1, XP_018469972.1, XP_018452381.1
OG0006095	Om003G116320	XP_018454693.1, XP_018462473.1, XP_018461641.1, XP_018475692.1
OG0006096	Om003G116400	XP_018476818.1, XP_018474195.1, XP_018452861.1, XP_018452083.1
OG0006097	Om003G116890	XP_018453587.1, XP_018474197.1, XP_018466446.1
OG0006098	Om003G117730	XP_018472575.1, XP_018472287.1
OG0006099	Om006G250230	XP_018457772.1, XP_018471294.1
OG0006101	Om006G249060	XP_018469009.1, XP_018474743.1
OG0006102	Om005G196160	XP_018449245.1, XP_018464250.1, XP_018440547.1, XP_018466040.1
OG0006103	Om006G248220, Om006G248730, Om006G248840, Om006G248790	XP_018456350.1, XP_018457967.1, XP_018469766.1
OG0006104	Om005G193800	XP_018460870.1
OG0006105	Om006G248190	XP_018469763.1
OG0006106	Om004G162230	XP_018446414.1, XP_018446103.1
OG0006107	Om004G162310	XP_018476342.1, XP_018476936.1, XP_018442159.1, XP_018442168.1
OG0006108	Om004G163690	XP_018445431.1, XP_018442445.1, XP_018491403.1
OG0006109	Om004G165660	XP_018468580.1, XP_018442588.1
OG0006110	Om004G165900	XP_018469533.1
OG0006112	Om004G167220, Om005G223500	XP_018471178.1, XP_018445579.1
OG0006113	Om004G167650	XP_018473053.1, XP_018458028.1
OG0006114	Om004G167920	XP_018445693.1, XP_018466829.1, XP_018476798.1
OG0006116	Om004G168430	XP_018443170.1, XP_018444065.1, XP_018473209.1
OG0006117	Om006G236060	XP_018433888.1, XP_018492793.1
OG0006118	Om001G000130	XP_018475764.1, XP_018450452.1, XP_018464757.1, XP_018465060.1
OG0006119	Om001G000440	XP_018447298.1, XP_018448301.1, XP_018461955.1
OG0006120	Om001G001030	XP_018478482.1, XP_018462656.1, XP_018449982.1
OG0006121	Om001G001090	XP_018462661.1, XP_018482327.1, XP_018470547.1
OG0006122	Om001G002190	XP_018464472.1, XP_018464474.1, XP_018456693.1, XP_018456703.1
OG0006123	Om001G002300	XP_018468523.1, XP_018460170.1, XP_018460171.1, XP_018450004.1
OG0006124	Om001G002550	XP_018449386.1, XP_018470233.1
OG0006125	Om001G004270	XP_018467695.1, XP_018447987.1
OG0006126	Om007G285230	XP_018438179.1, XP_018473427.1
OG0006127	Om001G005830	XP_018467957.1, XP_018477059.1
OG0006128	Om001G006850	XP_018485011.1, XP_018469994.1
OG0006129	Om003G109080, Om001G007060	XP_018468643.1
OG0006130	Om001G007550	XP_018481931.1, XP_018481928.1, XP_018450882.1, XP_018449335.1
OG0006131	Om001G008350	XP_018480645.1, XP_018482357.1, XP_018469374.1, XP_018465089.1
OG0006133	Om001G009700	XP_018458519.1, XP_018467236.1
OG0006134	Om001G010680	XP_018472366.1, XP_018472377.1, XP_018477888.1
