Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0006696	Om004G165180, Om004G165200	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2
OG0006697	Om004G165370	XP_013726515.2, XP_048598387.1, XP_013701925.1
OG0006698	Om004G165860	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1
OG0006699	Om004G165960	XP_013653520.1, XP_048598406.1
OG0006700	Om004G166310	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1
OG0006701	Om006G233320	XP_013659214.2, XP_013647087.1, XP_013642913.1, XP_048616570.1, XP_013701025.2
OG0006702	Om004G167010	XP_022549482.2, XP_022569883.2
OG0006703	Om004G167350	XP_013680340.1, XP_048625081.1, XP_048623104.1, XP_013715539.1
OG0006704	Om004G167640	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2
OG0006705	Om004G167760	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1
OG0006706	Om004G168000	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2
OG0006707	Om004G168480	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1
OG0006708	Om001G000070	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1
OG0006709	Om001G000120	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2
OG0006710	Om001G000600	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2
OG0006711	Om001G000640	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1
OG0006712	Om001G001320	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2
OG0006713	Om001G001360	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2
OG0006714	Om001G001840	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1
OG0006716	Om001G003210	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1
OG0006717	Om001G003750	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1
OG0006718	Om001G004570	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1
OG0006719	Om001G004660	XP_013718500.1, XP_022549922.1, XP_022546535.1, XP_013746929.2, XP_013715964.1
OG0006720	Om008G356910	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1
OG0006721	Om001G005750	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2
OG0006722	Om001G005840	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1
OG0006723	Om003G120900, Om001G000090, Om008G353620	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1
OG0006724	Om001G007270	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1
OG0006725	Om001G007870	XP_013647043.1, XP_048601566.1, XP_013695688.2, XP_022561681.2
OG0006726	Om001G008090	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1
OG0006727	Om001G009350	XP_013702616.2, XP_013682678.3, XP_013672082.1
OG0006728	Om001G010650	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1
OG0006729	Om001G010620	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1
OG0006730	Om001G010840	XP_048596795.1, XP_048597189.1, XP_048600056.1
OG0006731	Om001G011060	XP_048619019.1, XP_013739158.2
OG0006732	Om001G011120	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2
OG0006733	Om001G011300	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1
OG0006734	Om001G011390	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2
OG0006735	Om001G011410	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2
OG0006736	Om001G011640, Om001G011620	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1
OG0006737	Om001G011660	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1
OG0006739	Om001G014250	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1
OG0006740	Om005G199910	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2
OG0006741	Om001G015480	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2
OG0006742	Om001G015820	XP_013640831.2, XP_013701953.1
OG0006743	Om005G195900	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1
OG0006744	Om007G287110	XP_022575198.1, XP_048615081.1
OG0006745	Om007G287330	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3
OG0006746	Om007G288170	XP_048606845.1, XP_013656968.1
OG0006747	Om005G185400	XP_013716260.2
OG0006748	Om001G017120, Om007G302580	XP_048619254.1, XP_013738000.2, XP_013644226.2, XP_013644239.2
OG0006749	Om007G287970	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1
OG0006750	Om007G287760	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1
OG0006751	Om007G288090	XP_013685419.1, XP_013662503.1, XP_013727915.1
OG0006752	Om002G087850	XP_013653137.1, XP_048593082.1, XP_013732475.2
OG0006753	Om007G288880	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1
OG0006754	Om007G289370	XP_048626639.1, XP_048593895.1, XP_022555673.1, XP_048592596.1, XP_048619600.1
OG0006755	Om007G289390	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1
OG0006756	Om007G289460	XP_013695501.1, XP_013655100.2
OG0006757	Om007G289660	XP_022548380.1, XP_013693508.1
OG0006758	Om007G290200	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1
OG0006759	Om007G290550	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1
OG0006760	Om007G290880	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1
OG0006761	Om007G291000	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1
OG0006763	Om007G291630	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2
OG0006764	Om001G035070	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1
OG0006765	Om001G035920	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2
OG0006766	Om001G036490	XP_013705350.1, XP_048634241.1, XP_013665385.2
OG0006767	Om001G036690	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1
OG0006768	Om001G037370	XP_022550138.2
OG0006769	Om001G037600	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2
OG0006770	Om001G038380	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1
OG0006771	Om001G038430	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1
OG0006772	Om001G038880, Om001G038890	XP_048631043.1, XP_022555726.1, XP_048593802.1, XP_013723016.2, XP_048633874.1
OG0006773	Om004G154090	XP_022563698.2, XP_013664153.1
OG0006775	Om004G156240	XP_013712646.2
OG0006776	Om001G041160	XP_013644909.1, XP_013707485.2, XP_022555695.1, XP_013656671.2
OG0006777	Om001G041440	XP_048626719.1, XP_048606271.1, XP_013652821.2, XP_013656744.2, XP_013705104.2, XP_013644896.1
OG0006778	Om001G041660	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1
OG0006779	Om003G098480	XP_013716038.1, XP_013731126.2
OG0006780	Om007G314740	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1
OG0006781	Om008G338730	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1
OG0006782	Om006G245500	XP_013712255.1, XP_048631943.1
OG0006783	Om001G015740	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1
OG0006784	Om008G340370	XP_048631198.1, XP_048608430.1, XP_013744904.2, XP_013730198.1, XP_013730200.1
OG0006785	Om001G030510, Om001G030010	XP_013719916.2, XP_013719261.1
OG0006786	Om007G287720, Om008G341850	XP_013698621.1, XP_013744376.1
OG0006787	Om008G341870	XP_013686058.2, XP_022552045.1, XP_013726647.1
OG0006788	Om003G124830	XP_022568972.2, XP_013742058.1, XP_013648260.1, XP_022559665.2
OG0006789	Om002G044250	XP_013750918.2, XP_048614240.1, XP_048632188.1, XP_022559413.1
OG0006790	Om008G346280, Om008G346310	XP_048596820.1, XP_013686579.1, XP_013693260.2, XP_048624315.1
OG0006791	Om008G351250	XP_013742143.2, XP_013718626.1, XP_048632000.1, XP_013661261.2
OG0006792	Om008G351750	XP_013743435.1, XP_013718628.2, XP_013697709.2, XP_013675698.1
OG0006793	Om008G351850	XP_013713049.1, XP_013718554.2
OG0006794	Om004G144520	XP_048624302.1, XP_048596785.1
OG0006795	Om008G352810	XP_048596777.1, XP_013714912.1, XP_048612748.1, XP_048630801.1, XP_013675814.1
OG0006796	Om008G352130	XP_013744451.1, XP_048630803.1, XP_048612721.1, XP_048596763.1, XP_013713995.2
OG0006797	Om008G353930	XP_013740826.2, XP_022571889.2, XP_013670284.2, XP_013659501.1
OG0006799	Om008G355720	XP_048595224.1, XP_013731428.1, XP_048632042.1
OG0006800	Om008G355900	XP_013730313.1, XP_013713935.1, XP_022548401.2, XP_013723716.2, XP_048619712.1
OG0006801	Om008G356220	XP_048637400.1, XP_013675678.1, XP_013730315.1, XP_013659414.2, XP_013714251.1
OG0006802	Om001G021000	XP_013743142.1, XP_013728710.1, XP_013706783.1, XP_013738195.2
OG0006803	Om008G358880	XP_013677923.2, XP_013677922.1, XP_022571437.1, XP_013705546.1
OG0006804	Om008G359550	XP_013677162.1, XP_013706597.1, XP_048616104.1, XP_022563881.1, XP_048637368.1
OG0006805	Om008G360970	XP_048628978.1, XP_013718656.1, XP_013732823.2, XP_013695246.2, XP_013703717.1
OG0006806	Om008G361200	XP_013718727.1, XP_048616336.1, XP_013743295.1, XP_013661940.1
OG0006807	Om008G361430	XP_013707405.1, XP_013695984.2, XP_013677231.2, XP_013695822.3
OG0006808	Om008G361490	XP_048616376.1, XP_013675597.1, XP_048637353.1, XP_013707420.1, XP_048624423.1
OG0006809	Om008G361580	XP_013695898.1, XP_048628843.1, XP_013706369.1, XP_013698213.1, XP_013677289.2
OG0006810	Om008G361910	XP_013705197.1, XP_013695432.2, XP_013675045.2, XP_048615024.1
OG0006811	Om008G334640	XP_013723881.1, XP_013734708.1, XP_013698513.1, XP_013744798.2
OG0006812	Om008G362750	XP_013697027.1, XP_013705158.2, XP_013695423.2
OG0006813	Om007G302850, Om005G212700	XP_048604222.1, XP_013660262.1, XP_013697419.2, XP_013704045.1
OG0006815	Om002G075900	XP_013691019.2, XP_013661786.1, XP_013701856.1
OG0006816	Om002G074880, Om002G074960	XP_013727280.1, XP_013689239.2, XP_048632562.1, XP_013744778.1
OG0006817	Om002G074420	XP_048607052.1, XP_048632559.1
OG0006818	Om003G104240	XP_013711591.2, XP_013719847.1, XP_013742938.2, XP_013664126.2
OG0006821	Om003G102420	XP_013668469.1, XP_013664765.1
OG0006822	Om003G102300	XP_013654701.1, XP_013714177.1, XP_048601860.1, XP_048631107.1
OG0006823	Om003G101540	XP_013744178.2, XP_048601838.1, XP_048594592.1, XP_013703479.2
OG0006825	Om001G021070	XP_013715299.2, XP_048601951.1, XP_048628344.1
OG0006826	Om007G317410	XP_022560341.2, XP_048592903.1, XP_048633444.1, XP_048612135.1
OG0006827	Om007G317670	XP_048633447.1, XP_022570636.1, XP_048617152.1
OG0006828	Om007G318530	XP_013743491.1, XP_048633505.1, XP_013672030.2, XP_022567634.2, XP_048616978.1
OG0006829	Om007G318540	XP_013661832.1, XP_048592939.1, XP_048627215.1, XP_048633506.1, XP_013743493.1, XP_013672031.2
OG0006830	Om008G318670	XP_048631573.1, XP_048596221.1, XP_022549938.2, XP_013688575.1, XP_048637007.1, XP_048637005.1, XP_013724540.2
OG0006831	Om008G318720	XP_022574691.2, XP_022557844.2, XP_048612500.1, XP_048596213.1, XP_013688576.2
OG0006832	Om003G103940	XP_048600730.1, XP_013697992.1, XP_048602920.1
OG0006833	Om007G317160, Om008G319460	XP_013734897.2, XP_048631831.1, XP_013700650.1, XP_048635405.1
OG0006834	Om008G340070	XP_048630448.1, XP_013747389.1, XP_013687307.1, XP_013729066.1, XP_022557121.2, YP_717170.1
OG0006835	Om008G320280	XP_013688177.1, XP_013712039.2, XP_013747588.2
OG0006836	Om008G320520	XP_013640321.1, XP_013716910.1, XP_013712527.1, XP_013747603.1
OG0006837	Om008G320950	XP_013710134.1, XP_013712213.1
OG0006838	Om008G321050	XP_048610365.1, XP_013752113.2, XP_013740656.2, XP_022553837.1
OG0006839	Om008G321310	XP_022557945.1, XP_022574825.1, XP_013690289.2, XP_013688239.2
OG0006840	Om008G321360	XP_013748100.2, XP_013748210.1, XP_013749685.1, XP_013688256.1
OG0006841	Om008G321540	XP_013749671.1, XP_013688263.2, XP_013752176.2, XP_048636415.1
OG0006842	Om008G321780	NP_001303036.1, XP_013748131.1, XP_013734818.2, XP_013725809.2
OG0006843	Om008G321800	XP_013725855.1, XP_013734815.1, XP_013749656.1, XP_048611264.1
OG0006844	Om008G322170	XP_013752181.1, XP_013691128.1
OG0006845	Om008G322920	XP_013747978.1, XP_013692145.2, XP_013666717.2, XP_013725394.2
OG0006846	Om008G325330, Om008G325300	XP_048614496.1, XP_048604896.1, XP_048611214.1
OG0006847	Om008G325630	XP_013680848.1, XP_022575071.1
OG0006848	Om008G326110	XP_013688687.2, XP_013673079.2, XP_013745008.2, XP_013687863.1
OG0006849	Om008G326140	XP_013745003.2, XP_013687864.1
OG0006850	Om008G326720	XP_022557286.1, XP_048634691.1, XP_048636336.1, XP_048609290.1
OG0006851	Om008G326880	XP_013687887.1, XP_013744984.2, XP_013727781.1, XP_013747782.2
OG0006852	Om008G327450	XP_048610410.1, XP_022574732.2, XP_013691104.1, XP_013747403.2
OG0006853	Om008G327990	XP_013687812.1, XP_013744948.2, XP_013734474.1, XP_013647881.1
OG0006854	Om004G175780	XP_013729826.1, XP_013729842.1, XP_013740095.2, XP_013672818.1
OG0006855	Om004G175990	XP_013735571.2, XP_048631062.1, XP_048607710.1, XP_013725278.1
OG0006856	Om004G175660	XP_013681300.2, XP_013666171.2, XP_013672787.2, XP_013725196.2, XP_013720160.1
OG0006857	Om004G175650	XP_048598645.1, XP_013685271.1, XP_013725185.2, XP_013672777.2
OG0006858	Om004G174850	XP_048629268.1, XP_013720239.1
OG0006859	Om004G174720	XP_048607723.1, XP_013725015.3, XP_048598634.1, XP_013703862.2
OG0006860	Om008G334550, Om008G334490, Om004G174630	XP_022566094.2, XP_013724986.3, XP_013732418.1, XP_013668326.2
OG0006861	Om004G174470	XP_013720202.1, XP_013699844.2, XP_013699808.2
OG0006862	Om004G173640	XP_013724709.2, XP_022554180.1, XP_022549520.2, XP_013730142.1
OG0006863	Om004G173610	XP_013673156.2, XP_013668376.2, XP_013730153.1
OG0006864	Om007G289140	XP_013655104.2, XP_022546489.1, XP_013718330.1, XP_013733478.1
OG0006865	Om006G241300	XP_013721846.1, XP_048602433.1, XP_013727552.1, XP_013667351.2
OG0006866	Om006G241570, Om006G241560	XP_013674667.1, XP_013721916.1, XP_013741051.1, XP_048599073.1, XP_013741050.1, XP_048599075.1
OG0006867	Om006G241670	XP_013721838.1, XP_013676007.1, XP_048608062.1
OG0006868	Om006G241900	XP_013681972.2, XP_013740243.2, XP_048605646.1, XP_013674658.2
OG0006869	Om006G242030	XP_013679035.2, XP_022567963.2, XP_048623376.1, XP_048599061.1
OG0006870	Om006G242600	XP_048599043.1, XP_048623353.1
OG0006871	Om006G242690	XP_013671938.2, XP_013667255.2, XP_013721886.1
OG0006872	Om006G242790	XP_048602475.1, XP_013667249.2, XP_013671945.1
OG0006873	Om006G243230	XP_013667220.2, XP_013717630.1, XP_013731412.1, XP_013682248.1
OG0006874	Om006G243390	XP_048602493.1, XP_048628526.1, XP_013717636.1, XP_013667208.1
OG0006875	Om006G244420	XP_013667161.2, XP_013682104.1, XP_013682184.1, XP_013715839.2
OG0006876	Om006G244680	XP_013716050.1, XP_013713234.1, XP_013712979.1, XP_013680554.1
OG0006877	Om006G245060	XP_013701443.2, XP_013682164.2, XP_013715813.1, XP_048598982.1, XP_013692965.1
OG0006878	Om006G245460	XP_013681073.2, XP_013642467.2, XP_013713061.2, XP_013708783.2
OG0006879	Om006G245700	XP_048628264.1, XP_013682117.1, XP_048625447.1, XP_013710365.2
OG0006880	Om006G234530	XP_048631092.1, XP_048628365.1, XP_013719031.2, XP_013642938.2
OG0006881	Om006G233790	XP_013643020.2, XP_013643322.1, XP_048616473.1, NP_001302764.1, NP_001302556.1
OG0006882	Om006G233780	XP_048630905.1, XP_048603233.1, XP_048630988.1, XP_013701177.2, XP_013643022.2, XP_013643277.1
OG0006883	Om006G233550	XP_048603242.1, XP_013701105.1, XP_048616524.1, XP_013643195.2, XP_048606653.1
OG0006884	Om006G233450	XP_013642942.2, XP_013643186.1, XP_013701039.2, XP_048616554.1
OG0006885	Om006G233240	XP_048603249.1
OG0006886	Om003G099990	XP_013643168.2, XP_013722822.1, XP_013652779.1, XP_013661292.2
OG0006887	Om006G233020	XP_013643150.2, XP_048637910.1, XP_013700937.2, XP_048630879.1, XP_022562709.1
OG0006888	Om006G232990	XP_048630880.1, XP_013722019.2, XP_022561594.2, XP_048606626.1, XP_048637914.1
OG0006889	Om006G232590	XP_048630942.1, XP_013675418.2, XP_048603260.1, XP_048625413.1, XP_048595459.1
OG0006890	Om006G232430	XP_013675422.1, XP_013675439.1, XP_013647068.2
OG0006891	Om006G232310	XP_013710642.1, XP_048595465.1, XP_013729795.1, XP_048590851.1
OG0006892	Om006G232180	XP_022569455.1, XP_022570528.1, XP_048606604.1, XP_013643096.2
OG0006893	Om006G231880	XP_013678411.1, XP_048616835.1, XP_048603278.1, XP_048595467.1, XP_013710676.1
OG0006894	Om006G231670	XP_013712012.1, XP_048595469.1, XP_013713006.1, XP_013728158.2
OG0006895	Om006G230900	XP_013727453.1, XP_048616911.1, XP_013655208.2, XP_048590957.1
OG0006896	Om006G230870	XP_013738514.2, XP_013712387.1, XP_013687716.1, XP_013653492.1
OG0006897	Om006G230740	XP_048618442.1, XP_013653500.2, XP_013659250.2, XP_013654737.1, XP_013719107.1
OG0006898	Om005G211570, Om005G201990	XP_048611288.1, XP_013698886.1, XP_013649290.2, XP_013703015.2
OG0006899	Om006G229470	XP_013712573.2, XP_048631529.1, XP_048630035.1, XP_013661393.2, XP_013688517.1, XP_048626289.1
OG0006900	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140	XP_013683083.1, XP_048624110.1, XP_048604970.1, XP_013649799.2
OG0006901	Om006G229360	XP_013641396.2, XP_013736642.2, XP_048595515.1, XP_048623856.1
OG0006902	Om004G157050	XP_048625838.1, XP_048595092.1, XP_013710364.2, XP_013710302.1
OG0006903	Om004G157300, Om001G027560	XP_048624309.1, XP_013731239.2
OG0006904	Om004G157820	XP_013642477.2, XP_013683696.3, XP_048632102.1, XP_013684310.2
OG0006905	Om004G157610	XP_013735269.2, XP_022555098.2, XP_013731252.2, XP_048623077.1
OG0006906	Om004G158240	XP_013735318.1, XP_022555091.1, XP_048604100.1, XP_048612288.1
OG0006907	Om004G158550	XP_048595143.1, XP_013732725.2, XP_013735331.2, XP_022569745.1
OG0006908	Om005G178780	NP_001302982.1, XP_048621803.1, XP_048613596.1, XP_048599274.1
OG0006909	Om004G159380	XP_013684408.1, XP_048632071.1
OG0006910	Om004G160480	XP_013735420.2, XP_013717664.2, XP_013675660.2, XP_013676975.2
OG0006911	Om004G160580	XP_013717538.1, XP_013735427.2, XP_048595201.1, XP_013688536.1
OG0006912	Om004G160740	XP_013735433.2, XP_013727751.2
OG0006913	Om007G302230	XP_013685766.1, XP_013688567.1, XP_013735438.2, XP_013727771.2
OG0006914	Om005G180750	XP_013700766.2
OG0006915	Om007G277470	XP_013682371.1, XP_013703185.1, XP_013652720.1, XP_013706514.2
OG0006916	Om007G277530	XP_048637432.1, XP_013706695.1, XP_013733432.1, XP_022565958.2, XP_048623513.1
OG0006917	Om007G277610	XP_048623503.1, XP_013661747.2, XP_013749161.2, XP_013703582.2
OG0006918	Om007G278340	XP_013734224.1, XP_013683453.2
OG0006919	Om007G278670	XP_048611493.1, XP_013696985.2, XP_013672729.1, XP_013747244.2
OG0006920	Om007G279180	XP_013748667.2, XP_013692271.1
OG0006921	Om007G279060	XP_048634365.1, XP_013692130.1, XP_048636720.1, XP_048608397.1, XP_013734179.1
OG0006922	Om007G279010	XP_013734187.1, XP_013683413.1, XP_048610101.1, XP_013752361.2
OG0006923	Om007G279000	XP_022573991.1, XP_048634367.1, XP_013683414.2, XP_013734189.1
OG0006924	Om007G278850	XP_013692270.2, XP_013748645.2, XP_013648866.1, XP_013723857.2
OG0006925	Om007G279500	XP_013744397.1, XP_013723864.2, XP_013748694.2, XP_013737642.1
OG0006926	Om007G279440	XP_022554711.1, XP_013723838.1, XP_048634358.1, XP_013741431.1, XP_013752365.2
OG0006927	Om007G279610	XP_013693439.2, XP_013744389.2
OG0006928	Om007G279780	XP_048636738.1, XP_013691120.2, XP_013752374.1, XP_013747178.2, XP_013695550.2
OG0006929	Om007G280070	XP_048630747.1, XP_048608388.1, XP_013675713.1, XP_013744293.2, XP_013726269.2
OG0006930	Om007G280090	XP_013726265.2, XP_013748712.2, XP_013675711.1, XP_013744299.1
OG0006931	Om007G280300	XP_048608382.1, XP_013734132.1, XP_013743109.1, XP_013686050.1
OG0006932	Om007G280990	XP_013683227.1, XP_013733929.2, XP_048634828.1, XP_013701983.1
OG0006933	Om007G281270	XP_048633841.1, XP_048609937.1, XP_048630512.1, XP_013683244.1
OG0006934	Om007G281520	XP_022556293.1, XP_013748809.2
OG0006935	Om007G281690	XP_013683263.1, XP_013733955.1, XP_013643597.2, XP_013659710.2
OG0006936	Om005G184420	XP_048621579.1, XP_013657525.1, XP_013696753.2, XP_013664538.1
OG0006937	Om007G281930	XP_013642854.1, XP_013731173.1, XP_013670280.1, XP_013752430.1, XP_048630587.1, XP_013733966.2
OG0006938	Om007G281980	XP_013647196.2, XP_013731174.1, XP_022576011.2, XP_048630278.1, XP_013752432.2
OG0006939	Om007G282320	XP_013681311.2, XP_048630414.1, XP_022575434.1, XP_013730385.1
