Orthogroup	Odontarrhena_muralis	Cardamine_amara
OG0009158	Om004G153850	evm.model.RL_6.147
OG0009159	Om004G155750	evm.model.RL_6.91
OG0009160	Om004G156120	evm.model.RL_6.45
OG0009161	Om004G156450	evm.model.RL_4.421, evm.model.RL_6.21
OG0009162	Om005G195640	evm.model.RL_5.1354
OG0009163	Om005G195260	evm.model.RL_5.1329
OG0009164	Om005G195030	evm.model.RL_5.1312
OG0009165	Om005G194260	evm.model.RL_5.1261
OG0009166	Om005G194210	evm.model.RL_5.1259
OG0009167	Om005G194050	evm.model.RL_5.1240
OG0009168	Om005G192990	evm.model.RL_5.1180
OG0009169	Om005G193020	evm.model.RL_5.1183
OG0009170	Om005G192550	evm.model.RL_5.1155
OG0009171	Om005G191770	evm.model.RL_5.1100
OG0009172	Om005G191020	evm.model.RL_5.1049
OG0009173	Om005G190870	evm.model.RL_5.1038
OG0009174	Om005G190320	evm.model.RL_5.1003
OG0009175	Om005G189470	evm.model.RL_5.941
OG0009176	Om005G189430	evm.model.RL_5.939
OG0009177	Om005G189320	evm.model.RL_5.931.1.687c88b0
OG0009178	Om005G188790	evm.model.RL_5.888
OG0009179	Om005G188190	evm.model.RL_5.845
OG0009180	Om005G188280	evm.model.RL_5.854
OG0009181	Om005G187690	evm.model.RL_5.812
OG0009182	Om005G187410	evm.model.RL_5.793
OG0009183	Om005G184200, Om005G187340	evm.model.RL_5.525
OG0009184	Om005G187110	evm.model.RL_5.770.2.687c88af
OG0009185	Om005G186990	evm.model.RL_5.759
OG0009186	Om006G241580	evm.model.RL_4.1658
OG0009187	Om005G186870	evm.model.RL_5.743
OG0009188	Om005G186820	evm.model.RL_5.738
OG0009189	Om005G186600	evm.model.RL_5.718
OG0009190	Om005G186610	evm.model.RL_5.719
OG0009191	Om005G186630	evm.model.RL_5.721.2.687c88ae
OG0009192	Om005G186650	evm.model.RL_5.723
OG0009193	Om005G186530	evm.model.RL_5.711
OG0009194	Om005G186440	evm.model.RL_5.703.1.687c88ae.1.687c9b4c
OG0009195	Om005G185900	evm.model.RL_5.649
OG0009196	Om005G186300	evm.model.RL_5.691
OG0009197	Om005G185460	evm.model.RL_5.617
OG0009198	Om005G185170	evm.model.RL_5.595
OG0009199	Om005G184780	evm.model.RL_5.571
OG0009200	Om005G183940	evm.model.RL_5.503
OG0009201	Om005G183880	evm.model.RL_5.497
OG0009202	Om005G183750	evm.model.RL_5.487
OG0009203	Om005G183710	evm.model.RL_5.484
OG0009205	Om005G183180	evm.model.RL_5.436
OG0009206	Om005G182740	evm.model.RL_5.401
OG0009207	Om005G182700	evm.model.RL_5.398
OG0009208	Om005G182560	evm.model.RL_5.385
OG0009209	Om004G130130	evm.model.RL_3.2456
OG0009210	Om005G182140	evm.model.RL_5.349
OG0009211	Om005G181970, Om005G181960	evm.model.RL_5.334
OG0009213	Om005G181590	evm.model.RL_5.305
OG0009214	Om005G181360	evm.model.RL_5.284
OG0009215	Om005G181060	evm.model.RL_5.257
OG0009216	Om005G180380	evm.model.RL_5.207
OG0009217	Om005G179950	evm.model.RL_5.169
OG0009218	Om005G179860	evm.model.RL_5.160
OG0009219	Om005G179600	evm.model.RL_5.136
OG0009220	Om005G179360	evm.model.RL_5.110
OG0009221	Om005G179290	evm.model.RL_5.100
OG0009222	Om005G179000	evm.model.RL_5.78
OG0009224	Om005G178820	evm.model.RL_5.68.1.687c88a9
OG0009225	Om005G178730	evm.model.RL_5.56
OG0009226	Om005G178640	evm.model.RL_5.49
OG0009227	Om005G178570	evm.model.RL_5.43
OG0009228	Om005G178290	evm.model.RL_5.10
OG0009229	Om005G178100	evm.model.RL_8.69, evm.model.RL_8.2881
OG0009230	Om005G177710	evm.model.RL_8.2912
OG0009231	Om005G177600	evm.model.RL_8.2923
OG0009233	Om007G301880	evm.model.RL_4.2223
OG0009235	Om007G301760	evm.model.RL_4.2216
OG0009236	Om007G300580	evm.model.RL_4.2142
OG0009237	Om007G300510	evm.model.RL_4.2136
OG0009238	Om007G300440	evm.model.RL_4.2129.2.687c86d7
OG0009239	Om007G299530	evm.model.RL_4.2074
OG0009240	Om007G299870	evm.model.RL_4.2094
OG0009241	Om007G300130	evm.model.RL_4.2109
OG0009242	Om007G299320	evm.model.RL_4.2061
OG0009243	Om007G298820	evm.model.RL_4.2025
OG0009244	Om007G298690	evm.model.RL_4.2018
OG0009245	Om007G297920	evm.model.RL_4.1971.1.687c86d6
OG0009246	Om007G297840	evm.model.RL_4.1964
OG0009247	Om007G297410	evm.model.RL_4.1933
OG0009249	Om007G296820	evm.model.RL_4.1885
OG0009250	Om007G296150	evm.model.RL_4.1837
OG0009251	Om007G295000	evm.model.RL_4.1765
OG0009252	Om007G295050	evm.model.RL_4.1758
OG0009253	Om007G294760	evm.model.RL_4.1724
OG0009254	Om007G294750	evm.model.RL_4.1723
OG0009255	Om007G293610	evm.model.RL_4.1036
OG0009257	Om001G005500	evm.model.RL_4.882
OG0009260	Om007G304580	evm.model.RL_4.874
OG0009262	Om004G161140	evm.model.RL_4.2263
OG0009263	Om004G161250	evm.model.RL_4.2269
OG0009264	Om004G169800	evm.model.RL_4.2862
OG0009265	Om004G169770	evm.model.RL_4.2860
OG0009267	Om004G160870	evm.model.RL_4.2245
OG0009268	Om004G169980	evm.model.RL_4.2875.1.687c86db
OG0009269	Om004G170020	evm.model.RL_4.2878
OG0009270	Om004G144900, Om004G156440	evm.model.RL_4.2291
OG0009271	Om004G170500	evm.model.RL_4.2919
OG0009272	Om004G170510	evm.model.RL_4.2920.2.687c86dc
OG0009273	Om004G170740	evm.model.RL_4.2938
OG0009274	Om004G170880	evm.model.RL_4.2942
OG0009275	Om004G171120	evm.model.RL_4.2961
OG0009276	Om004G171690	evm.model.RL_4.3004
OG0009277	Om004G171880	evm.model.RL_4.3014
OG0009278	Om004G171910	evm.model.RL_4.3017
OG0009279	Om004G172210	evm.model.RL_4.3036
OG0009280	Om004G172480	evm.model.RL_4.3058
OG0009281	Om006G240280	evm.model.RL_4.1189
OG0009282	Om006G240510	evm.model.RL_4.1170
OG0009283	Om006G240320	evm.model.RL_4.1185
OG0009284	Om006G240070	evm.model.RL_4.1199
OG0009285	Om006G239970	evm.model.RL_4.1212
OG0009286	Om006G239830	evm.model.RL_4.1222
OG0009287	Om006G239650	evm.model.RL_4.1231
OG0009288	Om006G239630	evm.model.RL_4.1233
OG0009289	Om006G239370	evm.model.RL_4.1256
OG0009290	Om006G239310	evm.model.RL_4.1262
OG0009291	Om006G252880	evm.model.RL_7.901
OG0009292	Om006G239270	evm.model.RL_4.1267
OG0009293	Om006G239050	evm.model.RL_4.1283
OG0009294	Om006G238530	evm.model.RL_4.1337
OG0009295	Om006G238030	evm.model.RL_4.1375
OG0009296	Om006G237930	evm.model.RL_4.1385
OG0009297	Om006G237820	evm.model.RL_4.1392
OG0009298	Om006G237790	evm.model.RL_4.1395
OG0009299	Om006G237620	evm.model.RL_4.1408
OG0009300	Om006G237010	evm.model.RL_8.2185
OG0009301	Om006G236320	evm.model.RL_8.2250
OG0009302	Om006G236140	evm.model.RL_8.2263
OG0009304	Om006G263180	evm.model.RL_7.1563
OG0009305	Om006G234770	evm.model.RL_8.2376
OG0009306	Om006G247320	evm.model.RL_8.1957
OG0009307	Om006G247790	evm.model.RL_8.1915
OG0009308	Om006G257470	evm.model.RL_7.1256
OG0009309	Om006G257520	evm.model.RL_7.1261
OG0009310	Om006G257540	evm.model.RL_7.1263_evm.model.RL_7.1266
OG0009311	Om006G257740	evm.model.RL_7.1282
OG0009313	Om006G258370	evm.model.RL_7.1318
OG0009314	Om006G258590	evm.model.RL_7.1332
OG0009315	Om006G259540	evm.model.RL_7.1402
OG0009316	Om006G259590	evm.model.RL_7.1400
OG0009317	Om006G259620	evm.model.RL_7.1398
OG0009318	Om006G260210	evm.model.RL_7.1437
OG0009319	Om006G260480	evm.model.RL_7.1466
OG0009320	Om005G221820, Om002G074190	evm.model.RL_7.1478
OG0009321	Om006G261540	evm.model.RL_7.1511
OG0009322	Om006G261870	evm.model.RL_7.1525
OG0009323	Om006G262440	evm.model.RL_7.1534
OG0009324	Om006G262570	evm.model.RL_7.1541
OG0009325	Om006G263490	evm.model.RL_7.1581
OG0009326	Om006G263780	evm.model.RL_7.1590
OG0009327	Om006G265870	evm.model.RL_7.1648
OG0009328	Om006G268820	evm.model.RL_7.1912
OG0009329	Om006G268550	evm.model.RL_7.1953
OG0009330	Om001G030360	evm.model.RL_2.2825
OG0009331	Om002G082360	evm.model.RL_7.2036
OG0009332	Om005G212540	evm.model.RL_3.1108
OG0009333	Om005G212520	evm.model.RL_3.1110.3.687c84bb
OG0009334	Om005G210640	evm.model.RL_3.1244
OG0009335	Om005G210290	evm.model.RL_3.1270
OG0009336	Om005G210450	evm.model.RL_3.1259
OG0009337	Om005G209860	evm.model.RL_3.1290
OG0009338	Om005G209620	evm.model.RL_3.1308
OG0009340	Om005G209340	evm.model.RL_3.1336
OG0009341	Om007G285500	evm.model.RL_6.716
OG0009342	Om005G208650	evm.model.RL_3.1374
OG0009344	Om005G208370	evm.model.RL_3.1395
OG0009345	Om005G207820	evm.model.RL_3.1432
OG0009346	Om005G207280	evm.model.RL_3.1461.1.687c84bc
OG0009348	Om005G206490	evm.model.RL_3.1540, evm.model.RL_3.1474
OG0009350	Om005G205850	evm.model.RL_3.1582
OG0009351	Om005G205760	evm.model.RL_3.1588
OG0009352	Om004G142970	evm.model.RL_3.1608
OG0009353	Om004G142870	evm.model.RL_3.1615
OG0009354	Om004G142860	evm.model.RL_3.1616
OG0009355	Om004G142850	evm.model.RL_3.1617
OG0009356	Om004G133500	evm.model.RL_3.2220
OG0009357	Om004G134980	evm.model.RL_3.2134
OG0009358	Om004G135060	evm.model.RL_3.2126
OG0009359	Om004G135270	evm.model.RL_3.2108
OG0009360	Om002G069300	evm.model.RL_1.2046
OG0009361	Om004G135400	evm.model.RL_3.2099
OG0009362	Om004G135490	evm.model.RL_3.2095
OG0009363	Om004G137600	evm.model.RL_3.1981
OG0009364	Om004G137770	evm.model.RL_3.1934
OG0009365	Om004G138700	evm.model.RL_3.1908
OG0009366	Om004G138670	evm.model.RL_3.1906
OG0009367	Om004G139400	evm.model.RL_3.1866
OG0009368	Om004G139460	evm.model.RL_3.1864
OG0009369	Om004G139480	evm.model.RL_3.1862
OG0009370	Om004G140440	evm.model.RL_3.1792
OG0009371	Om004G140930	evm.model.RL_3.1765
OG0009372	Om005G199860	evm.model.RL_5.1654
OG0009373	Om004G141030	evm.model.RL_3.1759
OG0009377	Om004G141980	evm.model.RL_3.1703
OG0009378	Om004G142380	evm.model.RL_3.1656
OG0009379	Om004G142420	evm.model.RL_3.1652
OG0009381	Om004G142550	evm.model.RL_3.1638
OG0009382	Om004G142750	evm.model.RL_3.1623
OG0009384	Om004G133270	evm.model.RL_3.2237
OG0009385	Om004G133230	evm.model.RL_3.2241
OG0009386	Om004G132990	evm.model.RL_3.2254
OG0009387	Om004G132960	evm.model.RL_3.2257
OG0009388	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630	evm.model.RL_3.2262
OG0009389	Om004G132680	evm.model.RL_3.2275
OG0009390	Om004G132380	evm.model.RL_3.2299
OG0009391	Om004G132150	evm.model.RL_3.2315
OG0009392	Om004G131320	evm.model.RL_3.2376
OG0009393	Om004G131300	evm.model.RL_3.2378
OG0009394	Om004G131170	evm.model.RL_3.2386
OG0009395	Om004G130590	evm.model.RL_3.2422
OG0009396	Om004G130180	evm.model.RL_3.2452
OG0009397	Om004G130080	evm.model.RL_3.2460
OG0009398	Om004G129800	evm.model.RL_3.2482
OG0009399	Om004G129780	evm.model.RL_3.2484
OG0009400	Om004G129640	evm.model.RL_3.2496
OG0009401	Om002G056640	evm.model.RL_1.1178
OG0009402	Om002G056900	evm.model.RL_1.1198
OG0009403	Om002G057010	evm.model.RL_1.1207
OG0009404	Om002G057030	evm.model.RL_1.1209
OG0009405	Om002G057320	evm.model.RL_1.1231
OG0009406	Om002G057510	evm.model.RL_1.1245
OG0009407	Om002G057810	evm.model.RL_1.1263
OG0009408	Om002G058120	evm.model.RL_1.1290
OG0009410	Om002G059100	evm.model.RL_1.1354
OG0009411	Om002G059280	evm.model.RL_1.1363
OG0009412	Om002G059400	evm.model.RL_1.1368
OG0009413	Om002G059560	evm.model.RL_1.1377
OG0009414	Om002G059780	evm.model.RL_1.1390
OG0009415	Om002G059800	evm.model.RL_1.1392
OG0009416	Om002G060240	evm.model.RL_1.1424
OG0009417	Om002G060270	evm.model.RL_1.1427
OG0009418	Om002G060290	evm.model.RL_1.1429
OG0009420	Om002G061440	evm.model.RL_1.1502
OG0009421	Om002G061460	evm.model.RL_1.1504
OG0009422	Om002G061490	evm.model.RL_1.1508
OG0009423	Om002G061510	evm.model.RL_1.1510
OG0009424	Om002G061940	evm.model.RL_1.1535
OG0009425	Om002G061990	evm.model.RL_1.1539
OG0009426	Om002G062070	evm.model.RL_1.1548, evm.model.RL_1.1552, evm.model.RL_1.1544
OG0009427	Om002G063160	evm.model.RL_1.1606
OG0009428	Om002G063260	evm.model.RL_1.1610
OG0009429	Om002G063270	evm.model.RL_1.1611
OG0009430	Om002G063760	evm.model.RL_1.1645
OG0009431	Om002G063880	evm.model.RL_1.1654
OG0009432	Om002G063890	evm.model.RL_1.1655
OG0009433	Om004G157890	evm.model.RL_8.92
OG0009434	Om002G064280	evm.model.RL_1.1681
OG0009435	Om002G064800	evm.model.RL_1.1717
OG0009436	Om002G065160	evm.model.RL_1.1736
OG0009437	Om002G065350	evm.model.RL_1.1749
OG0009438	Om002G065600	evm.model.RL_1.1770
OG0009439	Om002G065660	evm.model.RL_1.1774
OG0009440	Om002G066140	evm.model.RL_1.1804
OG0009442	Om002G066870	evm.model.RL_1.1854
OG0009443	Om002G066880	evm.model.RL_1.1855
OG0009444	Om002G067370	evm.model.RL_1.1908
OG0009445	Om002G067470	evm.model.RL_1.1916
OG0009446	Om002G068020	evm.model.RL_1.1950
OG0009447	Om002G068210	evm.model.RL_1.1965
OG0009449	Om002G068370	evm.model.RL_1.1977
OG0009450	Om002G068860	evm.model.RL_1.2013
OG0009451	Om002G069130	evm.model.RL_1.2035
OG0009452	Om002G069740	evm.model.RL_1.2092
OG0009453	Om002G070560	evm.model.RL_1.2138
OG0009454	Om002G070770	evm.model.RL_1.2152
OG0009455	Om002G071310	evm.model.RL_1.2186
OG0009456	Om002G072320	evm.model.RL_1.2241
OG0009457	Om002G072310	evm.model.RL_1.2242
OG0009458	Om002G075070	evm.model.RL_1.2409
OG0009459	Om003G112500	evm.model.RL_8.1244
OG0009460	Om002G079300	evm.model.RL_1.2582
OG0009461	Om002G077890	evm.model.RL_1.2576
OG0009462	Om002G078880	evm.model.RL_1.2596
OG0009463	Om002G079170	evm.model.RL_1.2614
OG0009464	Om002G079190	evm.model.RL_1.2615
OG0009465	Om002G079470	evm.model.RL_1.2623
OG0009466	Om004G163050	evm.model.RL_4.2396
OG0009468	Om002G081890	evm.model.RL_1.2781
OG0009469	Om002G081920	evm.model.RL_1.2779
OG0009470	Om002G081930	evm.model.RL_1.2778
OG0009471	Om002G083760	evm.model.RL_1.2899
OG0009472	Om002G084030	evm.model.RL_1.2929
OG0009473	Om002G084120	evm.model.RL_1.2933
OG0009474	Om002G084610	evm.model.RL_1.2972
OG0009475	Om002G085850	evm.model.RL_1.3032
OG0009476	Om002G086620	evm.model.RL_1.3100
OG0009477	Om002G087210	evm.model.RL_1.3134
OG0009478	Om002G088060	evm.model.RL_1.3204
OG0009479	Om002G088070	evm.model.RL_1.3205.4.687c87f1
OG0009480	Om002G088150	evm.model.RL_1.3209
OG0009481	Om002G088220	evm.model.RL_1.3222
OG0009482	Om002G088580	evm.model.RL_1.3279
OG0009483	Om003G089700	evm.model.RL_5.3980
OG0009484	Om003G090670	evm.model.RL_5.3913
OG0009485	Om003G090940	evm.model.RL_5.3899
OG0009486	Om003G091570	evm.model.RL_5.3866
OG0009487	Om003G092170	evm.model.RL_5.3843
OG0009488	Om003G092190	evm.model.RL_5.3841
OG0009489	Om003G092790	evm.model.RL_5.3806
OG0009490	Om003G093450	evm.model.RL_5.3775
OG0009491	Om003G093710	evm.model.RL_5.3759
OG0009492	Om003G093830, Om003G093820	evm.model.RL_5.3751
OG0009493	Om003G094560	evm.model.RL_5.3708
OG0009494	Om001G014150, Om003G096420	evm.model.RL_5.1969
OG0009495	Om003G096100	evm.model.RL_5.1951
OG0009496	Om003G097140	evm.model.RL_5.2008
OG0009497	Om003G097420	evm.model.RL_5.2024
OG0009498	Om003G097520	evm.model.RL_5.2029
OG0009499	Om004G161010	evm.model.RL_4.2255
OG0009500	Om003G097870	evm.model.RL_5.2057
OG0009501	Om003G098030	evm.model.RL_5.2068
OG0009502	Om003G098110	evm.model.RL_5.2071
OG0009503	Om003G128240	evm.model.RL_7.101
OG0009504	Om003G098820	evm.model.RL_5.2114
OG0009505	Om003G098870	evm.model.RL_5.2118
OG0009506	Om003G098910	evm.model.RL_5.2121
OG0009507	Om008G339830	evm.model.RL_6.1554
OG0009509	Om008G340170	evm.model.RL_6.1529
OG0009510	Om006G256690	evm.model.RL_7.1199
OG0009511	Om006G256490	evm.model.RL_7.1178.1.687c84b8
OG0009512	Om006G256420	evm.model.RL_7.1171
OG0009513	Om006G255460	evm.model.RL_7.1100
OG0009514	Om006G254990	evm.model.RL_7.1071
OG0009515	Om006G255040	evm.model.RL_7.1073_evm.model.RL_7.1076
OG0009516	Om006G254570	evm.model.RL_7.1039
OG0009517	Om006G254140	evm.model.RL_7.995
OG0009518	Om006G253820	evm.model.RL_7.976
OG0009519	Om006G253910	evm.model.RL_7.970
OG0009520	Om006G253930	evm.model.RL_7.966
OG0009521	Om006G256970	evm.model.RL_7.1222
OG0009522	Om006G253950	evm.model.RL_1.714
OG0009523	Om008G359850	evm.model.RL_4.699
OG0009524	Om006G253000	evm.model.RL_7.910
OG0009526	Om008G332910	evm.model.RL_6.2002
OG0009527	Om006G252850	evm.model.RL_7.900
OG0009528	Om006G252680	evm.model.RL_7.886
OG0009529	Om006G252010	evm.model.RL_7.826
OG0009530	Om006G251080	evm.model.RL_7.765
OG0009531	Om006G251050	evm.model.RL_7.763
OG0009532	Om006G250720	evm.model.RL_7.739
OG0009533	Om006G250560	evm.model.RL_7.747
OG0009534	Om003G119910	evm.model.RL_7.671
OG0009535	Om005G225390, Om008G354860	evm.model.RL_7.667
OG0009536	Om003G120120	evm.model.RL_7.660
OG0009537	Om003G121320	evm.model.RL_7.554
OG0009538	Om003G121570	evm.model.RL_7.538
OG0009539	Om003G121630	evm.model.RL_7.533
OG0009540	Om003G122630	evm.model.RL_7.482
OG0009541	Om003G123060	evm.model.RL_7.458
OG0009542	Om003G123520	evm.model.RL_7.427
OG0009543	Om003G123730	evm.model.RL_7.412.1.687c84b4
OG0009544	Om006G238140	evm.model.RL_4.1370
OG0009545	Om003G125490	evm.model.RL_7.316
OG0009546	Om003G125500	evm.model.RL_7.314
OG0009547	Om003G125740	evm.model.RL_7.296
OG0009548	Om003G126070	evm.model.RL_7.261
OG0009549	Om003G126250	evm.model.RL_7.246
OG0009550	Om003G126270	evm.model.RL_7.244
OG0009551	Om003G126790	evm.model.RL_7.211
OG0009552	Om003G128030	evm.model.RL_7.123
OG0009553	Om003G128040	evm.model.RL_7.122
OG0009554	Om003G128900	evm.model.RL_7.53
OG0009555	Om003G129030	evm.model.RL_7.42
OG0009556	Om003G129110	evm.model.RL_7.36
OG0009557	Om003G125900	evm.model.RL_7.282, evm.model.RL_7.2649
OG0009559	Om003G094380	evm.model.RL_5.3718
OG0009561	Om003G098180	evm.model.RL_5.2078
OG0009562	Om001G035370, Om001G034730, Om001G035320, Om001G035360, Om001G021530	evm.model.RL_2.3107
OG0009563	Om003G120240	evm.model.RL_7.653
OG0009565	Om008G356670	evm.model.RL_4.617, evm.model.RL_4.386
OG0009568	Om008G334760	evm.model.RL_6.1896
OG0009569	Om008G334000	evm.model.RL_6.1937
OG0009570	Om008G328510	evm.model.RL_6.2243
OG0009571	Om008G320850	evm.model.RL_6.2790
OG0009572	Om004G142300	evm.model.RL_3.1664
OG0009573	Om001G021950	evm.model.RL_2.2317
OG0009574	Om001G031770	evm.model.RL_2.2908
OG0009575	Om001G030440	evm.model.RL_2.2831
OG0009576	Om005G182590	evm.model.RL_5.390
OG0009577	Om005G186920	evm.model.RL_5.750
OG0009578	Om005G187140	evm.model.RL_5.773
OG0009579	Om005G188380	evm.model.RL_5.856
OG0009580	Om005G189300	evm.model.RL_5.929
OG0009581	Om005G191210	evm.model.RL_5.1062
OG0009582	Om005G191410	evm.model.RL_5.1078
OG0009583	Om005G196590	evm.model.RL_5.1435
OG0009585	Om005G206390	evm.model.RL_3.1543
OG0009586	Om005G210780	evm.model.RL_3.1236
OG0009587	Om002G086570	evm.model.RL_1.3092
OG0009588	Om002G080810	evm.model.RL_5.2227
OG0009591	Om004G161220	evm.model.RL_4.2266
OG0009594	Om004G174100	evm.model.RL_4.3171
OG0009597	Om007G287890	evm.model.RL_5.2269
OG0009598	Om007G286970	evm.model.RL_5.2240
OG0009599	Om007G286880	evm.model.RL_5.2223
OG0009601	Om007G280540	evm.model.RL_6.1234
OG0009602	Om007G285760	evm.model.RL_2.2000
OG0009603	Om007G301910	evm.model.RL_4.2225
OG0009604	Om007G300520	evm.model.RL_4.2137
OG0009605	Om007G300100	evm.model.RL_4.2107
OG0009606	Om007G299840	evm.model.RL_4.2092
OG0009607	Om007G297820	evm.model.RL_4.1963
OG0009608	Om007G295920	evm.model.RL_4.1845, evm.model.RL_4.1816
OG0009609	Om003G115870, Om007G317300	evm.model.RL_2.56
OG0009610	Om007G318420	evm.model.RL_2.182
OG0009611	Om006G247900	evm.model.RL_8.1904
OG0009612	Om006G240330	evm.model.RL_4.1184
OG0009613	Om006G236510, Om006G236500	evm.model.RL_8.2236
OG0009614	Om006G236450	evm.model.RL_8.2240
OG0009615	Om006G230110	evm.model.RL_8.2769
OG0009622	Om006G257010	evm.model.RL_7.1220.1.687c84b8
OG0009628	Om004G148370	evm.model.RL_5.3153
OG0009635	Om006G237910	evm.model.RL_1.3268
OG0009636	Om001G001070	evm.model.RL_2.1344
OG0009637	Om001G024380	evm.model.RL_2.2462
OG0009638	Om001G024710	evm.model.RL_2.2484
OG0009639	Om001G024940	evm.model.RL_2.2498
OG0009640	Om001G025120	evm.model.RL_2.2509
OG0009641	Om006G271530, Om001G025620	evm.model.RL_2.2532
OG0009642	Om001G026040	evm.model.RL_2.2549
OG0009643	Om001G026430	evm.model.RL_8.686
OG0009644	Om006G241610	evm.model.RL_4.1656.2.687c86d5
OG0009645	Om001G026800	evm.model.RL_2.2589
OG0009646	Om001G027290	evm.model.RL_2.2614
OG0009647	Om007G286940, Om007G286930	evm.model.RL_5.2229
OG0009648	Om001G028290	evm.model.RL_2.2682
OG0009649	Om001G029400	evm.model.RL_2.2759
OG0009650	Om001G029980	evm.model.RL_2.2802
OG0009651	Om001G029900	evm.model.RL_2.2750, evm.model.RL_2.2796
OG0009652	Om001G030400	evm.model.RL_2.2829
OG0009653	Om001G030860	evm.model.RL_2.2856
OG0009654	Om006G243150, Om006G243190	evm.model.RL_4.1533
OG0009655	Om001G031490	evm.model.RL_2.2890
OG0009656	Om001G031560	evm.model.RL_2.2894
OG0009657	Om001G031890	evm.model.RL_2.2916
OG0009658	Om002G081940	evm.model.RL_1.2777
OG0009659	Om001G032570	evm.model.RL_2.2956
OG0009660	Om001G033550	evm.model.RL_2.3018
OG0009661	Om001G033680	evm.model.RL_2.3029
OG0009663	Om001G034240	evm.model.RL_2.3047
OG0009664	Om007G291710, Om003G097170	evm.model.RL_5.2832
OG0009665	Om007G292340	evm.model.RL_5.2789
OG0009666	Om007G292650	evm.model.RL_5.2771
OG0009667	Om007G292660	evm.model.RL_5.2770
OG0009668	Om007G292730	evm.model.RL_5.2763
OG0009669	Om007G276950	evm.model.RL_8.136, evm.model.RL_5.2726
OG0009670	Om007G276910	evm.model.RL_5.2724
OG0009671	Om007G276810	evm.model.RL_5.2713
OG0009672	Om007G276670	evm.model.RL_5.2703
OG0009673	Om001G009800	evm.model.RL_2.1805, evm.model.RL_2.1800
OG0009674	Om007G276600	evm.model.RL_5.2696
OG0009675	Om007G276580	evm.model.RL_5.2695
OG0009676	Om007G276570	evm.model.RL_5.2691
OG0009677	Om007G276550	evm.model.RL_5.2688
OG0009678	Om006G266820, Om006G266830, Om007G276320	evm.model.RL_2.1253
OG0009679	Om007G276300	evm.model.RL_2.1251
OG0009680	Om007G275680	evm.model.RL_2.1193
OG0009681	Om007G301860, Om007G275590	evm.model.RL_2.1180
OG0009682	Om002G086170, Om005G217090	evm.model.RL_3.701
OG0009683	Om002G082240, Om005G185810	evm.model.RL_3.641
OG0009684	Om005G217980	evm.model.RL_3.637
OG0009686	Om011G365200, Om020G374460	evm.model.RL_3.597
