Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0007829	Om006G245220	Aa_G234740.h1.t1
OG0007830	Om006G245450	Aa_G33940.h1.t1
OG0007831	Om006G245800	Aa_G550760.h1.t1
OG0007832	Om006G267830, Om008G354490	Aa_G1093940.h1.t1
OG0007833	Om006G246870	Aa_G345590.h1.t1
OG0007834	Om006G247180	Aa_G246290.h1.t1
OG0007835	Om006G234580	Aa_G320900.h1.t1
OG0007836	Om006G234510	Aa_G320830.h1.t1
OG0007837	Om006G234500	Aa_G472770.h1.t1
OG0007838	Om006G234170	Aa_G75160.h1.t1
OG0007840	Om006G233570	Aa_G268220.h1.t1
OG0007842	Om006G232870, Om006G257190	Aa_G306120.h1.t1
OG0007843	Om006G232720	Aa_G21010.h1.t1
OG0007844	Om006G232560	Aa_G20860.h1.t1
OG0007845	Om006G232540	Aa_G20840.h1.t1
OG0007846	Om006G232030	Aa_G37230.h1.t1
OG0007847	Om006G232000	Aa_G37270.h1.t1
OG0007848	Om006G231950	Aa_G159150.h1.t1
OG0007849	Om006G231490	Aa_G81340.h1.t1
OG0007850	Om006G231470	Aa_G81330.h1.t1
OG0007851	Om006G231310	Aa_G524520.h1.t1, Aa_G500320.h1.t1
OG0007852	Om006G231040	Aa_G23530.h1.t1
OG0007853	Om006G230760	Aa_G383060.h1.t1
OG0007854	Om006G230660	Aa_G383180.h1.t1
OG0007855	Om006G230530	Aa_G165830.h1.t1
OG0007856	Om006G230070	Aa_G180720.h1.t1
OG0007857	Om006G229560	Aa_G43810.h1.t1
OG0007858	Om006G257600	Aa_G326330.h1.t1
OG0007859	Om006G229320	Aa_G44060.h1.t1
OG0007860	Om004G157840	Aa_G724620.h1.t1
OG0007861	Om004G157730	Aa_G425560.h1.t1
OG0007862	Om004G158020	Aa_G53240.h1.t1, Aa_G356870.h1.t1
OG0007863	Om004G158310	Aa_G67900.h1.t1
OG0007864	Om004G158380	Aa_G67840.h1.t1
OG0007865	Om004G158660	Aa_G624600.h1.t1
OG0007866	Om004G158880	Aa_G46810.h1.t1
OG0007867	Om004G159360	Aa_G46540.h1.t1
OG0007868	Om004G159580	Aa_G191650.h1.t1
OG0007869	Om004G159670	Aa_G577370.h1.t1
OG0007870	Om004G159730	Aa_G99740.h1.t1
OG0007871	Om004G160240	Aa_G188770.h1.t1
OG0007872	Om004G160350	Aa_G188850.h1.t1
OG0007873	Om004G160620	Aa_G189110.h1.t1
OG0007874	Om007G302170	Aa_G187700.h1.t1
OG0007875	Om007G292950	Aa_G215310.h1.t1
OG0007876	Om007G277550, Om007G277560	Aa_G89730.h1.t1
OG0007877	Om007G278200	Aa_G208550.h1.t1
OG0007878	Om007G278250	Aa_G208600.h1.t1
OG0007879	Om007G278290	Aa_G208660.h1.t1
OG0007880	Om007G279290	Aa_G243720.h1.t1
OG0007881	Om007G279260	Aa_G243740.h1.t1
OG0007882	Om007G279230	Aa_G424790.h1.t1
OG0007883	Om007G278730	Aa_G404560.h1.t1
OG0007884	Om007G279330	Aa_G243680.h1.t1
OG0007885	Om007G280060	Aa_G154800.h1.t1
OG0007886	Om007G280710	Aa_G343120.h1.t1
OG0007887	Om007G280850	Aa_G589090.h1.t1
OG0007888	Om007G281010	Aa_G263140.h1.t1
OG0007889	Om007G281040	Aa_G555100.h1.t1
OG0007890	Om005G184030	Aa_G22710.h1.t1
OG0007891	Om007G281180	Aa_G85970.h1.t1
OG0007892	Om007G281440	Aa_G159340.h1.t1
OG0007893	Om007G281660	Aa_G249110.h1.t1
OG0007894	Om007G281700	Aa_G119300.h1.t1
OG0007895	Om007G281800	Aa_G35420.h1.t1
OG0007896	Om005G184630	Aa_G441400.h1.t1
OG0007897	Om007G282000	Aa_G135350.h1.t1
OG0007898	Om007G283240	Aa_G832170.h1.t1
OG0007899	Om007G283250	Aa_G324760.h1.t1
OG0007900	Om007G283580	Aa_G405380.h1.t1
OG0007901	Om007G283640	Aa_G18170.h1.t1
OG0007902	Om007G283770	Aa_G18010.h1.t1
OG0007903	Om007G284240	Aa_G466710.h1.t1
OG0007904	Om007G285130	Aa_G90650.h1.t1
OG0007905	Om007G285410	Aa_G2950.h1.t1
OG0007906	Om004G170260	Aa_G414700.h1.t1
OG0007907	Om004G151140	Aa_G371780.h1.t1
OG0007908	Om004G149470	Aa_G734340.h1.t1
OG0007909	Om001G020210	Aa_G107220.h1.t1
OG0007910	Om001G019980	Aa_G196270.h1.t1
OG0007911	Om007G300830	Aa_G7920.h1.t1
OG0007912	Om002G042610	Aa_G553350.h1.t1
OG0007914	Om001G008540	Aa_G442310.h1.t1
OG0007915	Om001G017730	Aa_G227920.h1.t1
OG0007916	Om002G043020	Aa_G14720.h1.t1
OG0007917	Om002G071320, Om002G043070	Aa_G14670.h1.t1
OG0007918	Om007G300080	Aa_G321060.h1.t1
OG0007919	Om002G043430	Aa_G71680.h1.t1
OG0007920	Om002G043670	Aa_G42570.h1.t1
OG0007921	Om002G043990	Aa_G42240.h1.t1
OG0007922	Om002G044150	Aa_G250360.h1.t1
OG0007923	Om002G044270	Aa_G250260.h1.t1
OG0007924	Om002G044550	Aa_G111720.h1.t1
OG0007925	Om002G044970	Aa_G47620.h1.t1
OG0007926	Om002G045330	Aa_G45090.h1.t1
OG0007927	Om002G045820	Aa_G553070.h1.t1
OG0007928	Om002G046500	Aa_G4370.h1.t1
OG0007929	Om002G046550	Aa_G4420.h1.t1
OG0007930	Om002G046760	Aa_G4600.h1.t1
OG0007931	Om002G047060	Aa_G4860.h1.t1
OG0007932	Om002G046890	Aa_G4680.h1.t1
OG0007933	Om002G047170	Aa_G4950.h1.t1
OG0007934	Om002G047250	Aa_G5010.h1.t1
OG0007935	Om002G047410	Aa_G75530.h1.t1
OG0007936	Om002G047630	Aa_G75790.h1.t1
OG0007937	Om002G047580	Aa_G75720.h1.t1
OG0007938	Om002G047970, Om007G284010	Aa_G51130.h1.t1
OG0007939	Om002G048280	Aa_G205820.h1.t1
OG0007940	Om002G048390	Aa_G205930.h1.t1
OG0007941	Om002G048610	Aa_G163080.h1.t1
OG0007942	Om002G049110	Aa_G49920.h1.t1
OG0007943	Om002G049180	Aa_G49990.h1.t1
OG0007944	Om002G049190	Aa_G50040.h1.t1
OG0007945	Om002G049210	Aa_G47400.h1.t1
OG0007946	Om002G049240	Aa_G47380.h1.t1
OG0007947	Om002G049250	Aa_G47370.h1.t1
OG0007948	Om007G305720	Aa_G680940.h1.t1
OG0007949	Om002G049830	Aa_G78810.h1.t1
OG0007950	Om002G050030	Aa_G174710.h1.t1
OG0007951	Om002G050280	Aa_G174460.h1.t1
OG0007952	Om002G050440	Aa_G174290.h1.t1
OG0007953	Om002G050540	Aa_G174180.h1.t1
OG0007954	Om002G050550	Aa_G174170.h1.t1
OG0007955	Om002G050750	Aa_G258640.h1.t1
OG0007956	Om002G050900	Aa_G302040.h1.t1
OG0007957	Om002G051220	Aa_G377210.h1.t1
OG0007958	Om008G330410	Aa_G494600.h1.t1
OG0007959	Om008G330480, Om008G330470	Aa_G499630.h1.t1
OG0007960	Om008G330510	Aa_G677200.h1.t1
OG0007961	Om008G330830	Aa_G292290.h1.t1
OG0007962	Om008G331150	Aa_G38240.h1.t1
OG0007964	Om008G333040	Aa_G269490.h1.t1
OG0007965	Om008G337720	Aa_G550060.h1.t1
OG0007966	Om008G337680, Om008G337670	Aa_G505630.h1.t1
OG0007967	Om008G337500	Aa_G177490.h1.t1
OG0007969	Om008G337040	Aa_G11770.h1.t1
OG0007970	Om008G336770	Aa_G409390.h1.t1
OG0007971	Om008G336410	Aa_G231890.h1.t1
OG0007972	Om008G336350	Aa_G135720.h1.t1
OG0007973	Om008G336120	Aa_G531190.h1.t1
OG0007974	Om008G335960	Aa_G457200.h1.t1
OG0007975	Om008G335290	Aa_G576730.h1.t1
OG0007976	Om008G335150	Aa_G617070.h2.t1, Aa_G617070.h1.t1
OG0007978	Om008G334820	Aa_G115290.h1.t1
OG0007979	Om008G334380	Aa_G378850.h1.t1
OG0007980	Om008G334100	Aa_G66280.h1.t1
OG0007981	Om008G333940	Aa_G542790.h1.t1
OG0007982	Om008G338090	Aa_G24580.h1.t1
OG0007983	Om005G196120	Aa_G163860.h1.t1
OG0007984	Om005G197170	Aa_G66490.h1.t1
OG0007985	Om005G197690	Aa_G103760.h1.t1
OG0007986	Om005G199310	Aa_G80310.h1.t1
OG0007987	Om005G199870	Aa_G55250.h1.t1
OG0007988	Om005G199740	Aa_G379830.h1.t1
OG0007989	Om005G199980	Aa_G718690.h1.t1
OG0007990	Om005G199990	Aa_G132310.h1.t1
OG0007991	Om005G200130	Aa_G89010.h1.t1
OG0007993	Om005G200440	Aa_G119130.h1.t1
OG0007994	Om005G200710	Aa_G627750.h1.t1
OG0007995	Om005G201200	Aa_G407820.h1.t1
OG0007996	Om005G201220	Aa_G407800.h1.t1
OG0007997	Om005G201410	Aa_G323710.h1.t1
OG0007998	Om005G201450	Aa_G323740.h1.t1
OG0007999	Om005G201910	Aa_G329280.h1.t1
OG0008000	Om005G201920	Aa_G329290.h1.t1
OG0008001	Om005G202070	Aa_G266550.h1.t1
OG0008003	Om005G202430	Aa_G436650.h1.t1
OG0008004	Om005G202970	Aa_G334130.h1.t1
OG0008005	Om004G136060	Aa_G111140.h1.t1
OG0008006	Om005G203170	Aa_G477460.h1.t1
OG0008007	Om005G203570	Aa_G331060.h1.t1
OG0008008	Om005G203700	Aa_G374420.h1.t1
OG0008009	Om005G203730	Aa_G374400.h1.t1
OG0008010	Om004G135160	Aa_G215640.h1.t1
OG0008011	Om005G200370	Aa_G374380.h1.t1
OG0008012	Om005G203910	Aa_G86930.h1.t1
OG0008013	Om005G204010	Aa_G86830.h1.t1
OG0008014	Om005G204750	Aa_G292630.h1.t1
OG0008015	Om005G204800	Aa_G292690.h1.t1
OG0008016	Om005G205010	Aa_G198710.h1.t1
OG0008017	Om007G301140, Om005G205130	Aa_G372730.h1.t1
OG0008018	Om005G205660	Aa_G367180.h1.t1
OG0008019	Om004G143790	Aa_G62370.h1.t1
OG0008020	Om004G144420	Aa_G487270.h1.t1
OG0008021	Om004G144870	Aa_G352710.h1.t1, Aa_G352720.h1.t1
OG0008022	Om004G146810	Aa_G587360.h1.t1
OG0008023	Om004G146880	Aa_G587350.h1.t1
OG0008024	Om004G147010, Om003G122120, Om003G122130	Aa_G596270.h1.t1
OG0008025	Om005G211400	Aa_G218570.h1.t1
OG0008026	Om004G147990	Aa_G61690.h1.t1
OG0008027	Om004G139200, Om008G333220	Aa_G475510.h1.t1
OG0008028	Om002G056770	Aa_G475520.h1.t1
OG0008029	Om004G148430	Aa_G415700.h1.t1
OG0008031	Om005G181390	Aa_G320700.h1.t1
OG0008032	Om004G151290	Aa_G92250.h1.t1
OG0008033	Om004G159560	Aa_G367130.h1.t1
OG0008034	Om004G148320	Aa_G92180.h1.t1
OG0008035	Om007G285920	Aa_G353680.h1.t1
OG0008036	Om007G286010	Aa_G442030.h1.t1
OG0008038	Om007G286260	Aa_G90910.h1.t1
OG0008039	Om007G286290	Aa_G90930.h1.t1
OG0008040	Om001G021510	Aa_G360390.h1.t1
OG0008041	Om001G021760	Aa_G1820.h1.t1
OG0008042	Om004G154530	Aa_G155630.h1.t1
OG0008043	Om004G154790	Aa_G41500.h1.t1
OG0008044	Om018G373770, Om004G153080	Aa_G670620.h1.t1
OG0008045	Om004G152000	Aa_G253060.h1.t1
OG0008046	Om004G139740	Aa_G449830.h1.t1
OG0008047	Om004G154280	Aa_G540290.h1.t1
OG0008049	Om004G154210	Aa_G224810.h1.t1
OG0008050	Om004G154080	Aa_G311530.h1.t1
OG0008051	Om004G154030	Aa_G311490.h1.t1
OG0008052	Om004G153520	Aa_G100320.h1.t1
OG0008053	Om004G155740	Aa_G651750.h1.t1
OG0008054	Om004G155770	Aa_G279310.h1.t1
OG0008055	Om004G156060	Aa_G50390.h1.t1
OG0008056	Om004G156200	Aa_G314720.h1.t1
OG0008057	Om004G156250	Aa_G314680.h1.t1
OG0008058	Om004G156410	Aa_G10140.h1.t1
OG0008059	Om005G195760	Aa_G121050.h1.t1
OG0008060	Om005G195660	Aa_G668540.h1.t1
OG0008062	Om005G195490	Aa_G375710.h1.t1
OG0008063	Om005G195280	Aa_G284130.h1.t1
OG0008064	Om005G194840	Aa_G523760.h1.t1
OG0008065	Om005G194590	Aa_G117720.h1.t1
OG0008066	Om005G193890, Om005G193940	Aa_G458150.h1.t1
OG0008067	Om005G194010	Aa_G585800.h1.t1
OG0008069	Om005G192820	Aa_G501030.h1.t1
OG0008070	Om005G192630	Aa_G26690.h1.t1
OG0008071	Om005G192620	Aa_G26680.h1.t1
OG0008072	Om005G192110	Aa_G319770.h1.t1
OG0008073	Om005G191960	Aa_G10790.h1.t1
OG0008074	Om005G191860	Aa_G270640.h1.t1
OG0008075	Om005G191350	Aa_G298910.h1.t1
OG0008076	Om005G191070	Aa_G338870.h1.t1
OG0008078	Om005G190650	Aa_G594230.h1.t1
OG0008079	Om005G190460	Aa_G469880.h1.t1
OG0008080	Om005G190420	Aa_G688390.h1.t1
OG0008081	Om005G189260	Aa_G535910.h1.t1
OG0008082	Om005G188930	Aa_G226560.h1.t1, Aa_G226540.h1.t1
OG0008083	Om005G188710	Aa_G446350.h1.t1
OG0008084	Om005G188610	Aa_G495660.h1.t1
OG0008085	Om005G188090	Aa_G160850.h1.t1
OG0008086	Om006G253250	Aa_G318980.h1.t1
OG0008087	Om005G186830	Aa_G92620.h1.t1, Aa_G80730.h1.t1
OG0008088	Om005G186570	Aa_G442640.h1.t1
OG0008089	Om005G186590	Aa_G442620.h1.t1
OG0008090	Om005G185320	Aa_G769790.h1.t1
OG0008091	Om005G184800	Aa_G182210.h1.t1
OG0008092	Om005G184560	Aa_G663690.h1.t1
OG0008093	Om005G184070	Aa_G22670.h1.t1
OG0008094	Om005G184270	Aa_G22430.h1.t1
OG0008095	Om005G184130	Aa_G22560.h1.t1
OG0008096	Om005G184060	Aa_G22680.h1.t1
OG0008098	Om005G183960	Aa_G22770.h1.t1
OG0008099	Om008G349320	Aa_G22920.h1.t1
OG0008100	Om005G183550	Aa_G706790.h1.t1
OG0008101	Om005G183270	Aa_G220660.h1.t1, Aa_G114740.h1.t1
OG0008102	Om005G183010	Aa_G79460.h1.t1
OG0008103	Om005G182240	Aa_G493510.h1.t1
OG0008104	Om004G161000	Aa_G209510.h1.t1
OG0008105	Om005G181560	Aa_G38880.h1.t1
OG0008106	Om005G181690	Aa_G38770.h1.t1
OG0008107	Om005G181720	Aa_G38740.h1.t1
OG0008108	Om005G181250	Aa_G423550.h1.t1
OG0008109	Om005G180480	Aa_G134860.h1.t1
OG0008110	Om005G180500	Aa_G134840.h1.t1
OG0008111	Om005G180510	Aa_G134830.h1.t1
OG0008112	Om005G180540	Aa_G134800.h1.t1
OG0008113	Om005G180820	Aa_G134610.h1.t1
OG0008114	Om005G180190	Aa_G135120.h1.t1
OG0008115	Om005G180070	Aa_G358030.h1.t1
OG0008116	Om005G179980	Aa_G228310.h1.t1
OG0008117	Om005G179640	Aa_G6770.h1.t1
OG0008118	Om005G179180	Aa_G6340.h1.t1
OG0008119	Om005G179270	Aa_G6370.h1.t1
OG0008120	Om005G179280	Aa_G6380.h1.t1
OG0008122	Om005G178770	Aa_G290650.h1.t1
OG0008123	Om005G178200	Aa_G291100.h1.t1
OG0008124	Om004G157020, Om004G157010	Aa_G106190.h1.t1
OG0008125	Om005G177610	Aa_G106280.h1.t1
OG0008126	Om007G301320	Aa_G258110.h1.t1
OG0008127	Om007G301570	Aa_G72760.h1.t1
OG0008128	Om007G300950	Aa_G7870.h1.t1
OG0008129	Om007G300940	Aa_G7880.h1.t1
OG0008130	Om007G300790	Aa_G7970.h1.t1
OG0008131	Om007G299640	Aa_G431370.h1.t1
OG0008132	Om007G299710	Aa_G133070.h1.t1, Aa_G431430.h1.t1
OG0008133	Om007G299720	Aa_G431440.h1.t1
OG0008134	Om007G298850	Aa_G59270.h1.t1
OG0008135	Om007G298280	Aa_G157930.h1.t1
OG0008136	Om007G298240	Aa_G157980.h1.t1
OG0008137	Om007G298180	Aa_G158030.h1.t1
OG0008138	Om007G298060	Aa_G489990.h1.t1
OG0008139	Om007G297560	Aa_G162200.h1.t1
OG0008140	Om007G297070	Aa_G192840.h1.t1
OG0008141	Om007G296650	Aa_G106630.h1.t1
OG0008142	Om007G296450	Aa_G106470.h1.t1
OG0008143	Om007G296440	Aa_G106460.h1.t1
OG0008145	Om007G296040	Aa_G411000.h1.t1
OG0008146	Om007G295830	Aa_G64510.h1.t1, Aa_G276260.h1.t1
OG0008147	Om007G295810	Aa_G449350.h1.t1
OG0008149	Om007G295360	Aa_G43300.h1.t1, Aa_G126280.h1.t1
OG0008150	Om007G295200	Aa_G126140.h1.t1
OG0008151	Om007G295150	Aa_G83560.h1.t1
OG0008153	Om007G294940	Aa_G120360.h1.t1
OG0008154	Om007G294870	Aa_G128850.h1.t1
OG0008155	Om007G294690	Aa_G95650.h1.t1
OG0008156	Om007G294680	Aa_G95630.h1.t1
OG0008157	Om007G294630	Aa_G112630.h1.t1
OG0008158	Om007G294620	Aa_G112610.h1.t1
OG0008159	Om007G294490	Aa_G41020.h1.t1
OG0008160	Om007G294250	Aa_G122200.h1.t1
OG0008161	Om007G294010	Aa_G120200.h1.t1
OG0008162	Om007G293900	Aa_G26010.h1.t1
OG0008163	Om007G293710	Aa_G25940.h1.t1
OG0008164	Om007G293550	Aa_G595630.h1.t1, Aa_G680410.h1.t1
OG0008165	Om007G303470	Aa_G296810.h1.t1
OG0008168	Om007G305850, Om009G362980	Aa_G138970.h1.t1
OG0008170	Om006G242950	Aa_G209560.h1.t1
OG0008170	Om004G160950	Aa_G209550.h1.t1
OG0008171	Om009G364200, Om007G307200	Aa_G28490.h1.t1
OG0008172	Om004G161130	Aa_G209430.h1.t1
OG0008173	Om004G161240	Aa_G388310.h1.t1
OG0008174	Om004G161320	Aa_G717960.h1.t1
OG0008175	Om004G169550	Aa_G244420.h1.t1
OG0008176	Om004G169950	Aa_G386350.h1.t1
OG0008177	Om004G170180	Aa_G508350.h1.t1
OG0008178	Om004G170220	Aa_G414660.h1.t1
OG0008179	Om004G170430	Aa_G414840.h1.t1
OG0008180	Om004G171940, Om001G002990	Aa_G353320.h1.t1
OG0008181	Om004G172740	Aa_G73250.h1.t1
OG0008182	Om004G172770	Aa_G73230.h1.t1
OG0008183	Om006G241100	Aa_G181320.h1.t1
OG0008184	Om006G240100	Aa_G70650.h1.t1
OG0008185	Om006G239740	Aa_G398130.h1.t1
OG0008186	Om006G239360	Aa_G392320.h1.t1
OG0008187	Om006G239320	Aa_G45230.h1.t1
OG0008188	Om006G239290	Aa_G45260.h1.t1
OG0008189	Om006G238980	Aa_G45530.h1.t1
OG0008190	Om006G238790	Aa_G46170.h1.t1
OG0008191	Om006G238320	Aa_G630830.h1.t1
OG0008192	Om006G238250	Aa_G578240.h1.t1
OG0008193	Om006G237990	Aa_G143310.h1.t1
OG0008194	Om005G211650	Aa_G545250.h1.t1, Aa_G545250.h2.t1
OG0008195	Om006G237650	Aa_G97870.h1.t1
OG0008196	Om006G237570	Aa_G97940.h1.t1
OG0008197	Om006G237540	Aa_G97960.h1.t1
OG0008198	Om006G237260	Aa_G94770.h1.t1
OG0008198	Om004G167960	Aa_G94780.h1.t1
OG0008199	Om006G236740	Aa_G448830.h1.t1
OG0008200	Om006G236420	Aa_G583360.h1.t1
OG0008201	Om006G236210	Aa_G61540.h1.t1
OG0008202	Om006G235680	Aa_G315960.h1.t1
OG0008203	Om006G235660	Aa_G315980.h1.t1
OG0008204	Om006G235590	Aa_G13460.h1.t1
OG0008205	Om006G235410	Aa_G13630.h1.t1
OG0008206	Om006G235350	Aa_G13680.h1.t1
OG0008207	Om006G235050	Aa_G621050.h1.t1
OG0008208	Om006G234840	Aa_G406280.h1.t1
OG0008209	Om006G234640	Aa_G320940.h1.t1
OG0008210	Om006G247660	Aa_G93810.h1.t1
OG0008211	Om006G247670	Aa_G93800.h1.t1
OG0008212	Om006G247740	Aa_G93750.h1.t1
OG0008213	Om006G257590	Aa_G326340.h1.t1
OG0008214	Om006G257660	Aa_G326310.h1.t1
OG0008215	Om006G257680	Aa_G451310.h1.t1
OG0008216	Om006G258160	Aa_G113220.h1.t1
OG0008217	Om006G258450, Om006G258570	Aa_G366090.h1.t1
OG0008218	Om006G259250	Aa_G404270.h1.t1
OG0008219	Om006G260260	Aa_G225230.h1.t1
OG0008220	Om006G260270	Aa_G315210.h1.t1
OG0008221	Om006G260590	Aa_G102560.h1.t1
OG0008222	Om006G262540	Aa_G253600.h1.t1
OG0008223	Om006G266930	Aa_G500670.h1.t1
OG0008224	Om006G236190	Aa_G311730.h1.t1
OG0008226	Om005G212020	Aa_G282900.h1.t1
OG0008227	Om005G212070	Aa_G282880.h1.t1
OG0008228	Om005G212090	Aa_G428880.h1.t1
OG0008229	Om005G212140, Om005G212130	Aa_G184430.h1.t1
OG0008230	Om005G212220	Aa_G7130.h1.t1
OG0008231	Om005G212270	Aa_G7180.h1.t1
OG0008232	Om008G339550	Aa_G15160.h1.t1
OG0008233	Om001G036820	Aa_G39330.h1.t1
OG0008234	Om005G211850	Aa_G490580.h1.t1
OG0008235	Om005G212490	Aa_G29240.h1.t1
OG0008236	Om005G209990	Aa_G277820.h1.t1
OG0008237	Om005G209960	Aa_G305270.h1.t1
OG0008238	Om005G209900	Aa_G305320.h1.t1
OG0008239	Om005G208620	Aa_G529220.h1.t1
OG0008240	Om004G145030	Aa_G126620.h1.t1
OG0008241	Om002G069850, Om006G260960	Aa_G399590.h1.t1
OG0008242	Om005G208180	Aa_G221940.h1.t1
OG0008243	Om005G208160	Aa_G221970.h1.t1
OG0008244	Om005G208050, Om005G208060	Aa_G189570.h1.t1
OG0008245	Om005G207840	Aa_G521040.h1.t1
OG0008246	Om005G207780	Aa_G101660.h1.t1
OG0008247	Om005G206830	Aa_G214070.h1.t1
OG0008248	Om005G206510	Aa_G297650.h1.t1
OG0008249	Om005G205920	Aa_G245810.h1.t1
OG0008250	Om004G142930	Aa_G252130.h1.t1
OG0008251	Om004G133760	Aa_G485920.h1.t1
OG0008252	Om004G133870	Aa_G197910.h1.t1
OG0008253	Om004G133910	Aa_G197890.h1.t1
OG0008254	Om004G134170	Aa_G526860.h1.t1
OG0008255	Om004G134240	Aa_G121610.h1.t1
OG0008256	Om004G134780	Aa_G129320.h1.t1
OG0008257	Om004G135090	Aa_G104380.h1.t1
OG0008258	Om004G135210	Aa_G215620.h1.t1
OG0008259	Om004G135470	Aa_G455480.h1.t1, Aa_G164960.h1.t1
OG0008260	Om004G136010	Aa_G111080.h1.t1
OG0008261	Om004G136930	Aa_G410740.h1.t1
OG0008262	Om004G136850	Aa_G410820.h1.t1
OG0008263	Om004G137330	Aa_G730120.h1.t1
OG0008264	Om004G137340	Aa_G730110.h1.t1
OG0008265	Om004G137620	Aa_G64880.h1.t1
OG0008266	Om004G138410	Aa_G52660.h1.t1, Aa_G64800.h1.t1
OG0008267	Om004G138240	Aa_G533880.h1.t1
OG0008268	Om006G235220, Om004G137750	Aa_G348880.h1.t1
OG0008269	Om004G138680	Aa_G477010.h1.t1
OG0008270	Om004G139000	Aa_G64550.h1.t1
OG0008271	Om004G139610	Aa_G283740.h1.t1
OG0008272	Om004G140000, Om004G139990	Aa_G98840.h1.t1
OG0008273	Om004G140280, Om006G260530	Aa_G30460.h1.t1
OG0008274	Om004G140430	Aa_G30350.h1.t1
OG0008275	Om004G140500	Aa_G567780.h1.t1
OG0008276	Om004G140770	Aa_G203130.h1.t1
OG0008277	Om004G141130	Aa_G303520.h1.t1
OG0008278	Om004G141220	Aa_G303440.h1.t1, Aa_G303420.h1.t1
OG0008279	Om004G141850	Aa_G341830.h1.t1
OG0008280	Om004G141970	Aa_G341730.h1.t1
OG0008281	Om004G142470	Aa_G187100.h1.t1
OG0008282	Om004G142830	Aa_G347940.h1.t1
OG0008283	Om004G132210	Aa_G444570.h1.t1
OG0008284	Om004G131700	Aa_G145410.h1.t1
OG0008285	Om004G131410	Aa_G265740.h1.t1
OG0008286	Om004G131310	Aa_G293630.h1.t1
OG0008287	Om004G130970	Aa_G21680.h1.t1
OG0008288	Om004G130830	Aa_G21570.h1.t1
OG0008289	Om004G130560	Aa_G410430.h1.t1
OG0008290	Om078G377240, Om004G130300	Aa_G312130.h1.t1
OG0008291	Om004G130260	Aa_G497410.h1.t1
OG0008292	Om004G130050	Aa_G385750.h1.t1
OG0008293	Om004G129660	Aa_G239120.h1.t1
OG0008295	Om002G057000	Aa_G290240.h1.t1
OG0008296	Om002G057040	Aa_G290200.h1.t1
OG0008297	Om002G057360	Aa_G539200.h1.t1
OG0008298	Om002G057660	Aa_G176090.h1.t1
OG0008299	Om002G058430	Aa_G641610.h1.t1
OG0008300	Om006G240480	Aa_G539320.h1.t1
OG0008301	Om002G058480	Aa_G472330.h1.t1
OG0008302	Om002G058510, Om002G058340	Aa_G472300.h1.t1
OG0008303	Om002G058550	Aa_G237720.h1.t1
OG0008304	Om002G058810	Aa_G237550.h1.t1
OG0008305	Om002G058870	Aa_G458830.h1.t1, Aa_G458850.h1.t1
OG0008306	Om002G058930	Aa_G645590.h1.t1, Aa_G483860.h1.t1
OG0008307	Om002G059020	Aa_G76690.h1.t1
OG0008308	Om002G060030	Aa_G1450.h1.t1
OG0008309	Om002G060260	Aa_G1220.h1.t1
OG0008310	Om002G060490	Aa_G1050.h1.t1
OG0008311	Om002G060520	Aa_G1010.h1.t1
OG0008312	Om003G094050	Aa_G173600.h1.t1
OG0008313	Om002G061550	Aa_G233720.h1.t1
OG0008314	Om002G062190	Aa_G223460.h1.t1
OG0008315	Om002G062270	Aa_G223510.h1.t1
OG0008316	Om002G063080	Aa_G97070.h1.t1
OG0008317	Om002G063770	Aa_G107720.h1.t1
OG0008318	Om002G063980	Aa_G53630.h1.t1
OG0008319	Om002G064530	Aa_G498900.h1.t1
OG0008320	Om002G064690	Aa_G176960.h1.t1
OG0008321	Om002G065220, Om001G024660	Aa_G82120.h1.t1
OG0008322	Om002G065720	Aa_G522310.h1.t1
OG0008323	Om002G065740	Aa_G522280.h1.t1
OG0008324	Om002G065830	Aa_G922750.h2.t1, Aa_G922750.h1.t1
OG0008325	Om002G066380	Aa_G382250.h1.t1
OG0008326	Om002G066810	Aa_G20160.h1.t1
OG0008327	Om002G066860	Aa_G20200.h1.t1
OG0008328	Om002G067820	Aa_G50950.h1.t1
OG0008329	Om006G253050	Aa_G511030.h1.t1
OG0008330	Om002G068410	Aa_G250690.h1.t1
OG0008331	Om003G101840	Aa_G482190.h1.t1
OG0008332	Om002G070710	Aa_G96560.h1.t1
OG0008333	Om002G071670	Aa_G391640.h1.t1
OG0008334	Om002G072080	Aa_G543600.h1.t1
OG0008335	Om002G073210	Aa_G199090.h1.t1
OG0008336	Om002G073390	Aa_G568380.h1.t1
OG0008337	Om007G288570	Aa_G77040.h1.t1
OG0008338	Om003G113870	Aa_G238040.h1.t1
OG0008339	Om002G085220	Aa_G99980.h1.t1
OG0008340	Om002G081330	Aa_G284880.h1.t1
OG0008341	Om002G081850	Aa_G384620.h1.t1
OG0008342	Om002G082010	Aa_G347030.h1.t1
OG0008343	Om002G082390	Aa_G110290.h1.t1
OG0008344	Om002G082620	Aa_G313520.h1.t1
OG0008345	Om002G083180	Aa_G544700.h1.t1
OG0008346	Om002G083420	Aa_G548910.h1.t1, Aa_G805830.h1.t1, Aa_G805830.h2.t1
OG0008347	Om002G084000	Aa_G314490.h1.t1
OG0008348	Om002G084070	Aa_G855330.h1.t1
OG0008349	Om002G084090	Aa_G199500.h1.t1, Aa_G199510.h1.t1
