Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0006456	Om002G064580	XP_013609140.1, XP_013587190.1
OG0006457	Om002G064600	XP_013616476.1, XP_013638565.1
OG0006458	Om002G064630	XP_013629890.1, XP_013609103.1
OG0006459	Om002G064760	XP_013623608.1, XP_013584233.1
OG0006460	Om003G101970	XP_013603150.1, XP_013589819.1
OG0006461	Om002G065120	XP_013584935.1, XP_013608899.1, XP_013636015.1
OG0006462	Om002G065480	XP_013630906.1, XP_013632270.1
OG0006463	Om002G065950	XP_013587311.1
OG0006464	Om002G065990	XP_013622436.1, XP_013609872.1
OG0006465	Om002G066930	XP_013610040.1, XP_013638667.1
OG0006466	Om002G067610	XP_013638438.1, XP_013623391.1
OG0006467	Om002G068040	XP_013632589.1, XP_013627985.1, XP_013585025.1
OG0006469	Om002G068710	XP_013608124.1
OG0006470	Om002G068900	XP_013587298.1
OG0006471	Om002G069640	XP_013617375.1, XP_013587288.1
OG0006472	Om002G070540	XP_013615479.1, XP_013625557.1, XP_013639013.1
OG0006473	Om004G170860	XP_013637921.1, XP_013622682.1
OG0006474	Om002G071140	XP_013584433.1, XP_013614599.1
OG0006476	Om002G071820	XP_013596451.1, XP_013586856.1
OG0006477	Om002G071870	XP_013597025.1, XP_013594583.1
OG0006478	Om002G072460	XP_013606915.1, XP_013598378.1
OG0006479	Om002G073360	XP_013593817.1, XP_013615652.1
OG0006480	Om002G076130	XP_013625148.1, XP_013598659.1
OG0006481	Om002G081660	XP_013625329.1, XP_013610171.1
OG0006482	Om002G042140, Om003G099620, Om002G083790	XP_013625809.1, XP_013599204.1
OG0006483	Om002G084250	XP_013625755.1, XP_013596130.1
OG0006484	Om002G084560	XP_013629001.1, XP_013594208.1
OG0006485	Om002G086040	XP_013610398.1, XP_013596233.1
OG0006486	Om002G085690, Om006G261250	XP_013593480.1, XP_013622856.1
OG0006487	Om002G085550	XP_013627527.1, XP_013596460.1
OG0006488	Om002G087020	XP_013593589.1, XP_013606585.1
OG0006490	Om002G088240	XP_013605588.1, XP_013609516.1
OG0006491	Om002G088400	XP_013595863.1
OG0006493	Om001G004000	XP_013613903.1
OG0006494	Om003G090570	XP_013589901.1, XP_013625539.1
OG0006495	Om003G091240	XP_013626739.1, XP_013590674.1
OG0006496	Om003G091380	XP_013591964.1, XP_013589085.1, XP_013625502.1
OG0006497	Om003G091470	XP_013591175.1, XP_013591099.1
OG0006498	Om003G092870	XP_013613486.1, XP_013590184.1
OG0006499	Om003G093120	XP_013587905.1, XP_013621821.1
OG0006500	Om003G094890	XP_013626158.1, XP_013590381.1
OG0006501	Om003G095240	XP_013625343.1, XP_013615101.1, XP_013589820.1
OG0006502	Om003G096030	XP_013622275.1, XP_013587287.1
OG0006503	Om003G095920	XP_013627026.1, XP_013584737.1
OG0006504	Om003G097110	XP_013588129.1, XP_013638736.1, XP_013621804.1
OG0006505	Om003G097750	XP_013602682.1, XP_013587396.1
OG0006506	Om003G097930, Om003G097920	XP_013599649.1, XP_013587920.1
OG0006507	Om003G099950	XP_013603721.1, XP_013585074.1
OG0006508	Om003G100340	XP_013597249.1, XP_013594351.1
OG0006509	Om008G339850	XP_013636448.1, XP_013622956.1
OG0006510	Om008G339870	XP_013635400.1, XP_013635326.1
OG0006511	Om008G339940	XP_013631841.1, XP_013622440.1
OG0006512	Om008G339960	XP_013627493.1, XP_013635203.1, XP_013632563.1
OG0006513	Om006G256470	XP_013633786.1, XP_013600832.1
OG0006514	Om006G256430	XP_013636374.1, XP_013604501.1
OG0006515	Om006G252780, Om005G213580	XP_013590500.1, XP_013602319.1
OG0006516	Om006G251930	XP_013636629.1, XP_013636628.1
OG0006517	Om006G251920	XP_013599947.1
OG0006518	Om006G251200	XP_013603395.1, XP_013590978.1
OG0006519	Om006G250480	XP_013602192.1, XP_013631267.1
OG0006520	Om003G119500	XP_013637301.1, XP_013601969.1
OG0006521	Om003G120390	XP_013591519.1, XP_013605195.1
OG0006522	Om003G122520	XP_013631584.1, XP_013592769.1, XP_013604795.1
OG0006523	Om003G124680	XP_013631857.1, XP_013600411.1
OG0006526	Om003G127090	XP_013588932.1
OG0006527	Om003G127500	XP_013600770.1, XP_013633974.1
OG0006528	Om003G128740	XP_013636967.1, XP_013588006.1, XP_013604619.1
OG0006529	Om003G129060	XP_013633639.1, XP_013602149.1
OG0006530	Om002G066600	XP_013630241.1, XP_013587694.1, XP_013617385.1
OG0006531	Om003G129300	XP_013636172.1, XP_013591687.1, XP_013604674.1
OG0006532	Om006G256480	XP_013600833.1, XP_013633788.1
OG0006533	Om006G257120	XP_013605067.1
OG0006533	Om001G016280	XP_013598933.1
OG0006536	Om002G062860	XP_013632464.1, XP_013596563.1
OG0006537	Om008G324630	XP_013627676.1
OG0006538	Om004G134260	XP_013590617.1, XP_013618916.1, XP_013619066.1
OG0006539	Om001G023730	XP_013603834.1, XP_013587945.1
OG0006540	Om005G185430	XP_013586803.1, XP_013605817.1, XP_013602469.1
OG0006541	Om005G203250	XP_013596067.1, XP_013602778.1, XP_013584538.1
OG0006542	Om005G211090	XP_013619583.1, XP_013590572.1, XP_013590797.1
OG0006543	Om004G159260	XP_013622538.1, XP_013606153.1
OG0006544	Om002G071100	XP_013607437.1, XP_013584927.1, XP_013627046.1
OG0006549	Om001G009360	XP_013586436.1, XP_013627209.1, XP_013596589.1
OG0006555	Om002G071150	XP_013603646.1
OG0006556	Om001G002450	XP_013592942.1
OG0006571	Om001G023050	XP_013605899.1, XP_013596780.1, XP_013593488.1
OG0006572	Om001G023250	XP_013594246.1, XP_013588990.1
OG0006573	Om001G023350	XP_013605670.1, XP_013608200.1, XP_013599172.1
OG0006574	Om001G024010, Om001G024000	XP_013598929.1, XP_013598242.1
OG0006575	Om001G024070	XP_013609760.1, XP_013594184.1
OG0006576	Om001G024720	XP_013637426.1, XP_013595346.1
OG0006577	Om001G025200	XP_013597451.1, XP_013586346.1
OG0006578	Om004G176550	XP_013593056.1, XP_013620038.1
OG0006579	Om001G026240	XP_013638424.1, XP_013596109.1
OG0006580	Om001G027460	XP_013597445.1, XP_013628165.1
OG0006581	Om001G027670	XP_013596528.1, XP_013589951.1
OG0006582	Om001G027830	XP_013628979.1, XP_013600963.1
OG0006583	Om001G028730	XP_013593962.1
OG0006584	Om001G029020	XP_013602033.1, XP_013614215.1
OG0006585	Om001G029520	XP_013622645.1, XP_013633188.1, XP_013595912.1
OG0006586	Om005G200570	XP_013586304.1, XP_013600504.1, XP_013605838.1
OG0006587	Om001G029700	XP_013630052.1, XP_013589404.1
OG0006589	Om001G031480	XP_013607695.1, XP_013599357.1
OG0006590	Om001G031740	XP_013599343.1, XP_013630579.1
OG0006591	Om001G031950	XP_013595261.1
OG0006592	Om001G033050	XP_013625344.1, XP_013601184.1
OG0006593	Om001G033390	XP_013635628.1, XP_013623558.1
OG0006594	Om001G033590	XP_013597951.1
OG0006595	Om001G033600	XP_013636375.1, XP_013598160.1
OG0006596	Om001G033740	XP_013625424.1, XP_013616383.1
OG0006597	Om001G034250	XP_013630207.1
OG0006598	Om007G291740	XP_013619285.1, XP_013596776.1
OG0006599	Om007G276820	XP_013586299.1, XP_013586227.1
OG0006600	Om007G276490	XP_013601248.1, XP_013598485.1
OG0006601	Om007G276260	XP_013592428.1, XP_013632765.1, XP_013603976.1
OG0006602	Om007G276250	XP_013596625.1, XP_013593481.1
OG0006603	Om007G276020	XP_013596617.1, XP_013589261.1
OG0006604	Om008G338150	XP_013625754.1, XP_013633730.1
OG0006605	Om003G098950	XP_013609285.1
OG0006606	Om005G187910	XP_013604450.1, XP_013638154.1
OG0006607	Om005G219630	XP_013586469.1, XP_013613192.1
OG0006608	Om005G189090	XP_013638094.1, XP_013600366.1
OG0006609	Om005G222120	XP_013609456.1, XP_013586239.1
OG0006610	Om005G190310	XP_013583498.1, XP_013599665.1
OG0006611	Om005G190410	XP_013587164.1, XP_013605513.1
OG0006612	Om005G190930	XP_013605104.1, XP_013583840.1
OG0006613	Om005G195750	XP_013585093.1, XP_013602400.1
OG0006615	Om003G096600	XP_013614549.1, XP_013619403.1
OG0006616	Om006G275090, Om008G351110	XP_013599372.1, XP_013621679.1
OG0006617	Om006G274260	XP_013596609.1, XP_013618767.1
OG0006618	Om005G193840	XP_013599717.1, XP_013600157.1
OG0006619	Om005G193710	XP_013583643.1, XP_013605499.1
OG0006620	Om006G273510	XP_013598451.1, XP_013617777.1, XP_013612297.1
OG0006621	Om006G273310	XP_013596100.1
OG0006622	Om006G272900	XP_013610880.1, XP_013614746.1, XP_013598276.1
OG0006623	Om006G272530	XP_013596002.1, XP_013618578.1
OG0006624	Om006G272490	XP_013613398.1, XP_013597546.1
OG0006625	Om006G272140	XP_013613395.1, XP_013597304.1
OG0006626	Om006G272100	XP_013606378.1, XP_013613426.1
OG0006627	Om006G271820	XP_013619762.1
OG0006629	Om006G271140	XP_013598305.1, XP_013614466.1, XP_013621350.1
OG0006630	Om006G271120	XP_013616584.1, XP_013593221.1
OG0006631	Om006G269840	XP_013612057.1, XP_013597996.1
OG0006632	Om008G334190	XP_013593649.1, XP_013612962.1
OG0006633	Om004G167380	XP_013598237.1, XP_013618114.1
OG0006634	Om006G269520	XP_013610068.1, XP_013618782.1
OG0006635	Om003G116210	XP_013614974.1, XP_013619365.1, XP_013623101.1
OG0006636	Om005G215510	XP_013616208.1, XP_013592350.1
OG0006637	Om005G215570	XP_013589940.1, XP_013620345.1
OG0006638	Om005G215600	XP_013588270.1, XP_013614528.1
OG0006639	Om002G087180	XP_013605955.1
OG0006640	Om003G106420	XP_013587785.1, XP_013621299.1
OG0006641	Om005G215810	XP_013612746.1, XP_013611832.1
OG0006642	Om006G232080	XP_013592244.1, XP_013592344.1
OG0006643	Om007G318450	XP_013636892.1, XP_013592519.1
OG0006644	Om005G227190	XP_013608881.1, XP_013608952.1
OG0006645	Om005G225980	XP_013613904.1, XP_013612882.1
OG0006646	Om005G225620	XP_013609898.1
OG0006647	Om008G329330	XP_013622413.1
OG0006648	Om002G051570	XP_013586118.1, XP_013634920.1
OG0006649	Om002G051620	XP_013616699.1, XP_013586116.1
OG0006650	Om001G034740	XP_013595554.1, XP_013597276.1
OG0006651	Om002G051800	XP_013594322.1, XP_013627627.1
OG0006652	Om004G174710	XP_013606397.1
OG0006653	Om002G052870	XP_013625871.1, XP_013583548.1
OG0006654	Om002G053610	XP_013626657.1, XP_013637893.1
OG0006655	Om002G053880	XP_013617928.1, XP_013583855.1
OG0006656	Om002G054200	XP_013583911.1, XP_013637291.1
OG0006657	Om002G054310	XP_013587545.1, XP_013587237.1
OG0006658	Om002G054300	XP_013585417.1, XP_013584563.1
OG0006659	Om002G054870	XP_013585870.1, XP_013616281.1
OG0006660	Om002G055200	XP_013594801.1, XP_013585712.1
OG0006661	Om002G055290	XP_013639028.1, XP_013626950.1
OG0006662	Om002G055430	XP_013628468.1, XP_013637969.1
OG0006663	Om002G055680	XP_013591696.1, XP_013585008.1
OG0006664	Om002G055780	XP_013628864.1, XP_013583800.1
OG0006665	Om002G056180	XP_013611468.1, XP_013623357.1
OG0006666	Om003G109350	XP_013607046.1, XP_013614301.1
OG0006667	Om006G241740	XP_013623282.1, XP_013616099.1
OG0006668	Om007G285870	XP_013602044.1, XP_013605225.1
OG0006669	Om003G112030	XP_013629499.1, XP_013606319.1
OG0006670	Om003G112450	XP_013618744.1
OG0006671	Om003G113640	XP_013612390.1, XP_013620515.1
OG0006672	Om003G113730	XP_013614676.1
OG0006673	Om003G114400	XP_013606576.1, XP_013620484.1
OG0006674	Om003G114380	XP_013620751.1, XP_013611178.1
OG0006675	Om003G114850	XP_013616312.1, XP_013627785.1
OG0006676	Om003G115850	XP_013623452.1, XP_013606070.1
OG0006677	Om003G115440	XP_013611313.1
OG0006678	Om002G043340	XP_013612054.1, XP_013620914.1
OG0006679	Om003G116100	XP_013608172.1
OG0006680	Om003G116180	XP_013609202.1, XP_013625756.1
OG0006681	Om003G116340	XP_013609873.1, XP_013618411.1
OG0006682	Om003G116780	XP_013608183.1, XP_013628926.1
OG0006684	Om003G117780	XP_013613161.1, XP_013623870.1
OG0006685	Om003G118550	XP_013611485.1, XP_013623034.1
OG0006686	Om003G119160	XP_013621215.1, XP_013606659.1
OG0006687	Om006G249660	XP_013613139.1, XP_013627238.1
OG0006688	Om006G249540	XP_013606186.1, XP_013622584.1
OG0006689	Om006G249250	XP_013627315.1
OG0006690	Om006G249040	XP_013623102.1
OG0006691	Om007G313250	XP_013597667.1, XP_013594375.1, XP_013609577.1
OG0006692	Om004G161990	XP_013628102.1, XP_013611074.1, XP_013619472.1
OG0006693	Om004G162060	XP_013618606.1, XP_013626675.1
OG0006694	Om004G162190	XP_013611223.1, XP_013622452.1
OG0006695	Om004G162270	XP_013608967.1, XP_013625712.1
OG0006696	Om004G165180, Om004G165200	XP_013610431.1, XP_013619001.1
OG0006697	Om004G165370	XP_013629128.1, XP_013612838.1
OG0006698	Om004G165860	XP_013618729.1, XP_013625193.1
OG0006699	Om004G165960	XP_013609078.1
OG0006700	Om004G166310	XP_013606513.1, XP_013621919.1
OG0006701	Om006G233320	XP_013611319.1, XP_013625867.1
OG0006702	Om004G167010	XP_013611568.1
OG0006703	Om004G167350	XP_013629987.1, XP_013612086.1
OG0006704	Om004G167640	XP_013625256.1
OG0006705	Om004G167760	XP_013625742.1, XP_013608791.1
OG0006706	Om004G168000	XP_013611325.1
OG0006707	Om004G168480	XP_013607217.1, XP_013612313.1
OG0006708	Om001G000070	XP_013604917.1, XP_013602599.1
OG0006709	Om001G000120	XP_013599719.1, XP_013621274.1
OG0006710	Om001G000600	XP_013638807.1, XP_013597719.1
OG0006711	Om001G000640	XP_013595578.1, XP_013584554.1
OG0006712	Om001G001320	XP_013593155.1, XP_013597562.1
OG0006713	Om001G001360	XP_013602062.1, XP_013615453.1
OG0006714	Om001G001840	XP_013593051.1, XP_013615757.1
OG0006716	Om001G003210	XP_013596610.1, XP_013597255.1
OG0006717	Om001G003750	XP_013629673.1, XP_013611771.1
OG0006718	Om001G004570	XP_013626102.1, XP_013597538.1
OG0006719	Om001G004660	XP_013627547.1, XP_013589315.1, XP_013596704.1
OG0006720	Om008G356910	XP_013612888.1, XP_013597842.1
OG0006721	Om001G005750	XP_013599379.1, XP_013602975.1
OG0006722	Om001G005840	XP_013599144.1, XP_013598148.1
OG0006723	Om003G120900, Om001G000090, Om008G353620	XP_013595446.1, XP_013589447.1
OG0006724	Om001G007270	XP_013638797.1, XP_013615438.1, XP_013595929.1
OG0006725	Om001G007870	XP_013598219.1, XP_013596355.1
OG0006726	Om001G008090	XP_013627428.1, XP_013611449.1
OG0006727	Om001G009350	XP_013622301.1
OG0006728	Om001G010650	XP_013603310.1, XP_013598847.1
OG0006729	Om001G010620	XP_013593310.1, XP_013609190.1
OG0006730	Om001G010840	XP_013599073.1
OG0006731	Om001G011060	XP_013595112.1
OG0006732	Om001G011120	XP_013597883.1, XP_013599207.1
OG0006733	Om001G011300	XP_013619833.1, XP_013595232.1
OG0006734	Om001G011390	XP_013639493.1, XP_013595238.1
OG0006735	Om001G011410	XP_013595230.1, XP_013599767.1
OG0006736	Om001G011640, Om001G011620	XP_013595566.1, XP_013583606.1
OG0006737	Om001G011660	XP_013596094.1, XP_013591827.1
OG0006739	Om001G014250	XP_013600252.1, XP_013586788.1
OG0006740	Om005G199910	XP_013583795.1
OG0006741	Om001G015480	XP_013586703.1, XP_013616674.1
OG0006742	Om001G015820	XP_013591625.1
OG0006743	Om005G195900	XP_013638344.1, XP_013602799.1
OG0006744	Om007G287110	XP_013638284.1
OG0006745	Om007G287330	XP_013600097.1, XP_013587947.1
OG0006746	Om007G288170	XP_013629612.1
OG0006747	Om005G185400	XP_013600447.1
OG0006748	Om001G017120, Om007G302580	XP_013598449.1, XP_013597502.1
OG0006749	Om007G287970	XP_013637901.1, XP_013593953.1
OG0006750	Om007G287760	XP_013592811.1, XP_013605542.1
OG0006751	Om007G288090	XP_013592923.1, XP_013586491.1
OG0006752	Om002G087850	XP_013614009.1, XP_013600448.1
OG0006753	Om007G288880	XP_013596774.1, XP_013625812.1
OG0006754	Om007G289370	XP_013622168.1, XP_013592934.1
OG0006755	Om007G289390	XP_013587349.1, XP_013629954.1
OG0006756	Om007G289460	XP_013626487.1
OG0006757	Om007G289660	XP_013638611.1
OG0006758	Om007G290200	XP_013585513.1, XP_013622169.1
OG0006759	Om007G290550	XP_013626369.1, XP_013584963.1
OG0006760	Om007G290880	XP_013623067.1, XP_013638733.1
OG0006761	Om007G291000	XP_013630279.1, XP_013598469.1
OG0006763	Om007G291630	XP_013584839.1, XP_013619901.1, XP_013596862.1
OG0006764	Om001G035070	XP_013626126.1, XP_013597329.1
OG0006765	Om001G035920	XP_013599286.1, XP_013599016.1
OG0006766	Om001G036490	XP_013596463.1, XP_013589725.1
OG0006767	Om001G036690	XP_013601841.1, XP_013630448.1
OG0006768	Om001G037370	XP_013618504.1
OG0006769	Om001G037600	XP_013628222.1, XP_013583356.1
OG0006770	Om001G038380	XP_013619798.1, XP_013592941.1
OG0006771	Om001G038430	XP_013627453.1, XP_013606443.1, XP_013599299.1
OG0006772	Om001G038880, Om001G038890	XP_013593134.1
OG0006773	Om004G154090	XP_013599635.1
OG0006775	Om004G156240	XP_013600222.1
OG0006776	Om001G041160	XP_013592919.1, XP_013622401.1
OG0006777	Om001G041440	XP_013629672.1, XP_013596010.1
OG0006778	Om001G041660	XP_013630517.1, XP_013604089.1
OG0006779	Om003G098480	XP_013603121.1
OG0006780	Om007G314740	XP_013588046.1, XP_013631168.1
OG0006781	Om008G338730	XP_013633720.1, XP_013637232.1
OG0006782	Om006G245500	XP_013622543.1
OG0006783	Om001G015740	XP_013585962.1, XP_013591697.1, XP_013615557.1
OG0006784	Om008G340370	XP_013625935.1, XP_013637501.1, XP_013637499.1
OG0006785	Om001G030510, Om001G030010	XP_013634638.1
OG0006786	Om007G287720, Om008G341850	XP_013615048.1, XP_013608968.1
OG0006787	Om008G341870	XP_013632156.1, XP_013616642.1
OG0006788	Om003G124830	XP_013587903.1
OG0006789	Om002G044250	XP_013584985.1, XP_013626422.1
OG0006790	Om008G346280, Om008G346310	XP_013612517.1
OG0006791	Om008G351250	XP_013611961.1, XP_013630140.1
OG0006792	Om008G351750	XP_013606168.1, XP_013615284.1
OG0006793	Om008G351850	XP_013607146.1
OG0006794	Om004G144520	XP_013610332.1
OG0006795	Om008G352810	XP_013606454.1, XP_013612501.1
OG0006796	Om008G352130	XP_013620346.1, XP_013609582.1
OG0006797	Om008G353930	XP_013627626.1, XP_013610839.1
OG0006799	Om008G355720	XP_013611389.1, XP_013626601.1
OG0006800	Om008G355900	XP_013609339.1, XP_013596573.1
OG0006801	Om008G356220	XP_013594047.1, XP_013607131.1
OG0006802	Om001G021000	XP_013600823.1, XP_013599142.1
OG0006803	Om008G358880	XP_013614853.1, XP_013610819.1
OG0006804	Om008G359550	XP_013621455.1, XP_013598689.1
OG0006805	Om008G360970	XP_013618438.1, XP_013595514.1
OG0006806	Om008G361200	XP_013619500.1, XP_013608774.1
OG0006807	Om008G361430	XP_013598766.1, XP_013616391.1
OG0006808	Om008G361490	XP_013619855.1, XP_013593362.1, XP_013610757.1
OG0006809	Om008G361580	XP_013597690.1, XP_013618167.1
OG0006810	Om008G361910	XP_013596020.1, XP_013618876.1
OG0006811	Om008G334640	XP_013629047.1, XP_013633599.1
OG0006812	Om008G362750	XP_013621054.1, XP_013598578.1
OG0006813	Om007G302850, Om005G212700	XP_013617710.1, XP_013596660.1
OG0006815	Om002G075900	XP_013598047.1
OG0006816	Om002G074880, Om002G074960	XP_013597795.1, XP_013629493.1
OG0006817	Om002G074420	XP_013630547.1
OG0006818	Om003G104240	XP_013599490.1, XP_013636027.1
OG0006821	Om003G102420	XP_013601979.1
OG0006822	Om003G102300	XP_013603608.1, XP_013594293.1
OG0006823	Om003G101540	XP_013619594.1, XP_013605779.1
OG0006825	Om001G021070	XP_013609770.1, XP_013606038.1
OG0006826	Om007G317410	XP_013592884.1, XP_013630889.1
OG0006827	Om007G317670	XP_013636747.1, XP_013587888.1
OG0006828	Om007G318530	XP_013636926.1, XP_013591494.1
OG0006829	Om007G318540	XP_013591493.1, XP_013637016.1
OG0006830	Om008G318670	XP_013603787.1, XP_013632056.1, XP_013634694.1
OG0006831	Om008G318720	XP_013635938.1, XP_013635988.1
OG0006832	Om003G103940	XP_013620282.1
OG0006833	Om007G317160, Om008G319460	XP_013625761.1, XP_013637153.1
OG0006834	Om008G340070	XP_013634242.1, YP_004927495.1
OG0006835	Om008G320280	XP_013631260.1, XP_013636158.1
OG0006836	Om008G320520	XP_013633906.1, XP_013631726.1
OG0006837	Om008G320950	XP_013637136.1
OG0006838	Om008G321050	XP_013634948.1, XP_013627004.1
OG0006839	Om008G321310	XP_013631094.1, XP_013633715.1
OG0006840	Om008G321360	XP_013631890.1, XP_013633593.1
OG0006841	Om008G321540	XP_013635972.1, XP_013634710.1
OG0006842	Om008G321780	XP_013632041.1, XP_013628909.1
OG0006843	Om008G321800	XP_013622463.1, XP_013631253.1, XP_013596105.1
OG0006844	Om008G322170	XP_013634415.1
OG0006845	Om008G322920	XP_013636618.1, XP_013631318.1
OG0006846	Om008G325330, Om008G325300	XP_013633459.1
OG0006847	Om008G325630	XP_013626201.1
OG0006848	Om008G326110	XP_013632120.1, XP_013631687.1
OG0006849	Om008G326140	XP_013631414.1
OG0006850	Om008G326720	XP_013636082.1, XP_013631093.1
OG0006851	Om008G326880	XP_013632174.1, XP_013633734.1
OG0006852	Om008G327450	XP_013635176.1, XP_013635075.1
OG0006853	Om008G327990	XP_013637379.1, XP_013629510.1
OG0006854	Om004G175780	XP_013610686.1, XP_013627559.1
OG0006855	Om004G175990	XP_013609799.1
OG0006856	Om004G175660	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006857	Om004G175650	XP_013609001.1, XP_013625919.1
OG0006858	Om004G174850	XP_013621313.1
OG0006859	Om004G174720	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006860	Om008G334550, Om008G334490, Om004G174630	XP_013625253.1, XP_013611498.1
OG0006861	Om004G174470	XP_013618629.1, XP_013608819.1, XP_013628235.1
OG0006862	Om004G173640	XP_013614445.1, XP_013623803.1, XP_013606314.1
OG0006863	Om004G173610	XP_013613137.1, XP_013611683.1
OG0006864	Om007G289140	XP_013627923.1, XP_013585289.1
OG0006865	Om006G241300	XP_013621099.1, XP_013611112.1
OG0006866	Om006G241570, Om006G241560	XP_013619610.1, XP_013609922.1
