Orthogroup	Odontarrhena_muralis	Capsella_rubella
OG0008801	Om002G059240	XP_006282231.1
OG0008802	Om008G347710	XP_006288313.1
OG0008803	Om004G150640, Om008G350960	XP_006287133.1
OG0008804	Om008G352270	XP_006289237.1
OG0008805	Om008G351990	XP_006287903.1
OG0008806	Om008G353160	XP_006289479.2
OG0008807	Om008G353240	XP_006287348.1
OG0008808	Om008G353490	XP_006286437.2
OG0008809	Om008G354390	XP_006287112.1
OG0008810	Om008G355150	XP_006287750.1
OG0008811	Om008G355230	XP_023635476.1
OG0008812	Om008G356190	XP_023644020.1
OG0008813	Om008G356230	XP_006281139.1
OG0008814	Om008G356790	XP_006281440.1
OG0008815	Om008G357350, Om008G357370	XP_006279704.1
OG0008816	Om008G358100	XP_006280242.1
OG0008817	Om008G358910	XP_006280105.1
OG0008818	Om008G358990	XP_006279569.1
OG0008819	Om008G361420	XP_023641766.1
OG0008820	Om008G361470	XP_006280942.2
OG0008821	Om008G361840	XP_023635393.1
OG0008822	Om008G362840	XP_006282352.1
OG0008823	Om008G362850	XP_023643032.1
OG0008824	Om003G106180	XP_006282617.1
OG0008825	Om008G340160	XP_006282464.1
OG0008826	Om003G104390, Om003G104370	XP_006284212.1
OG0008827	Om003G104320	XP_006284538.2
OG0008828	Om003G104020	XP_006283302.1
OG0008829	Om002G073410	XP_006296695.1
OG0008830	Om003G103330	XP_023635500.1
OG0008831	Om003G103200	XP_006283452.1
OG0008833	Om003G102450	XP_006283879.1
OG0008834	Om003G101900	XP_006282926.1
OG0008835	Om003G101830	XP_023635013.1
OG0008836	Om003G101490	XP_006283360.1
OG0008837	Om003G101410	XP_023635616.1
OG0008838	Om007G316730	XP_006286129.1
OG0008839	Om008G333270	XP_006282571.1
OG0008840	Om007G317230	XP_006283863.1
OG0008841	Om007G317930	XP_023635074.1
OG0008842	Om007G317910	XP_006283939.1
OG0008843	Om007G318250, Om002G077370	XP_023634878.1
OG0008844	Om007G318390	XP_006283727.1
OG0008845	Om007G318480	XP_006282949.2
OG0008846	Om008G318740	XP_023640156.1
OG0008847	Om008G318820	XP_006295823.1
OG0008848	Om008G318860	XP_006295942.1
OG0008849	Om008G320400	XP_006294192.1
OG0008850	Om008G320570	XP_023640105.1
OG0008851	Om008G320740	XP_006293427.2
OG0008852	Om008G321180	XP_006294928.2
OG0008853	Om008G321270	XP_006294507.1
OG0008854	Om008G321660	XP_006293834.1
OG0008855	Om008G322180	XP_006295913.1
OG0008856	Om008G322370	XP_006294906.1
OG0008857	Om008G322540	XP_006294897.1
OG0008858	Om008G322670	XP_006294606.1
OG0008859	Om003G124800	XP_006290364.1
OG0008860	Om008G323890	XP_006294139.2
OG0008861	Om008G324020	XP_023639790.1
OG0008862	Om008G324070	XP_006295662.1
OG0008863	Om008G324090, Om008G324100	XP_006294992.1
OG0008864	Om008G324480	XP_006293646.1
OG0008865	Om008G325390	XP_006294500.1
OG0008866	Om008G325740	XP_006294020.1
OG0008867	Om003G123190	XP_006291237.2
OG0008869	Om008G326710	XP_006295653.1
OG0008870	Om008G326750	XP_006294933.2
OG0008871	Om008G326780	XP_006294919.1
OG0008872	Om004G163340, Om004G163310, Om004G163320	XP_006289249.1
OG0008873	Om008G327560	XP_006296029.1
OG0008874	Om008G327340	XP_023639691.1
OG0008875	Om008G327940	XP_006295090.1
OG0008876	Om008G327960	XP_006293945.2
OG0008877	Om004G176650	XP_006288271.1
OG0008878	Om004G176500	XP_006287885.1
OG0008879	Om004G176440	XP_006287534.1
OG0008880	Om004G176250	XP_006287256.1
OG0008881	Om004G175690	XP_023636751.1
OG0008882	Om004G175300	XP_006288341.2
OG0008883	Om004G174700	XP_006286413.1
OG0008884	Om004G173940	XP_006287496.1
OG0008885	Om004G173810	XP_006287469.1
OG0008886	Om004G173620	XP_006289149.1
OG0008887	Om004G173210	XP_006288211.1
OG0008888	Om006G241060	XP_006287044.1
OG0008889	Om006G241240	XP_006286463.2
OG0008890	Om006G241180	XP_006288582.1
OG0008891	Om006G241350	XP_006287923.1
OG0008892	Om006G241850	XP_006286390.1
OG0008893	Om006G241860	XP_006288232.2
OG0008894	Om006G241370	XP_006289636.1
OG0008895	Om006G242230	XP_023637303.1
OG0008896	Om006G237370	XP_006280458.1
OG0008897	Om006G242730	XP_023636170.1
OG0008898	Om006G242780	XP_006286473.1
OG0008899	Om006G243030	XP_006286832.1
OG0008900	Om006G243090, Om001G001950	XP_006287493.1
OG0008901	Om006G243210	XP_006288523.1
OG0008902	Om006G243340	XP_006287048.1
OG0008903	Om006G243750	XP_006290047.1
OG0008904	Om006G243780	XP_006288668.1
OG0008905	Om006G244310	XP_006287602.1
OG0008906	Om006G244540	XP_006286724.1
OG0008907	Om006G244630	XP_006279968.1
OG0008908	Om006G245200	XP_006290831.1, XP_023645188.1
OG0008909	Om006G233680	XP_023640806.1
OG0008911	Om006G245490	XP_023634992.1
OG0008912	Om006G245600	XP_023638254.1
OG0008913	Om006G245710	XP_006280519.1
OG0008914	Om006G245740	XP_006281031.1
OG0008915	Om006G246650	XP_023641139.1
OG0008916	Om006G246750	XP_006279627.1
OG0008917	Om006G245970	XP_006280937.1
OG0008918	Om006G246500	XP_006281963.1
OG0008919	Om006G246860	XP_006280372.1
OG0008920	Om006G247030	XP_006279671.1
OG0008921	Om006G247100	XP_006281961.1
OG0008922	Om006G233800	XP_006280667.1
OG0008923	Om006G233740	XP_006279958.2
OG0008924	Om005G186160	XP_006304092.1
OG0008925	Om006G233610	XP_006279577.1
OG0008927	Om006G233160	XP_023635098.1
OG0008928	Om006G232770	XP_006280216.1
OG0008929	Om006G232610	XP_006281397.1
OG0008930	Om006G232300	XP_006279651.1
OG0008932	Om006G232140	XP_006280660.1
OG0008933	Om006G231140	XP_006281233.1
OG0008934	Om006G230990	XP_006280319.1
OG0008935	Om006G230780	XP_006280202.1
OG0008936	Om006G230600	XP_006279673.2
OG0008937	Om006G230210	XP_006281085.1
OG0008938	Om006G229990	XP_006279796.1
OG0008939	Om006G229970	XP_006281688.1
OG0008940	Om006G229840	XP_006282122.1
OG0008941	Om006G229650	XP_023643146.1, XP_023640825.1
OG0008942	Om006G229550	XP_006279868.1
OG0008943	Om006G229510	XP_006279495.1
OG0008944	Om006G229350	XP_006281818.1
OG0008945	Om006G229190	XP_006282185.1
OG0008946	Om006G228990	XP_006282359.1
OG0008947	Om004G157770	XP_006287568.1
OG0008948	Om005G178150	XP_006304383.1
OG0008949	Om004G157550	XP_023636564.1
OG0008950	Om004G157410	XP_006289824.1
OG0008951	Om004G157360	XP_023636365.1
OG0008952	Om004G158030	XP_006288476.1
OG0008954	Om004G158620	XP_006288590.1
OG0008955	Om004G159280	XP_006287157.1
OG0008956	Om004G159390	XP_006294756.1
OG0008957	Om004G159590	XP_006289757.1
OG0008958	Om004G160270	XP_006288757.2
OG0008959	Om004G160370	XP_006289666.1
OG0008960	Om004G160730	XP_006287030.2
OG0008961	Om004G160750	XP_023636316.1
OG0008962	Om007G278370	XP_023639758.1
OG0008963	Om007G277600	XP_023639888.1
OG0008964	Om007G277620	XP_006281163.1
OG0008965	Om007G277890	XP_006280398.1
OG0008966	Om007G277920	XP_006282017.1
OG0008967	Om007G278410	XP_023640799.1
OG0008968	Om007G278590	XP_006295125.1
OG0008969	Om007G278460	XP_006295661.1
OG0008970	Om007G278860	XP_006293803.1
OG0008971	Om007G278810	XP_006293722.2
OG0008972	Om007G279550	XP_006294769.1
OG0008973	Om007G279520	XP_006295515.1
OG0008974	Om007G279490	XP_006295854.1
OG0008975	Om003G089350	XP_006303737.1, XP_006303767.1, XP_006307576.1
OG0008977	Om007G280500	XP_006295020.1
OG0008978	Om007G280670	XP_006293452.1
OG0008979	Om007G280860	XP_006294476.1
OG0008980	Om007G281120	XP_006295576.1
OG0008981	Om007G281290	XP_006296395.1
OG0008982	Om003G113810, Om007G281740	XP_006280685.1
OG0008983	Om007G281780	XP_023640977.1
OG0008984	Om007G282560	XP_023639895.1
OG0008985	Om007G282970	XP_023639734.1
OG0008986	Om007G283000	XP_006296014.2
OG0008987	Om007G283130	XP_006294561.1
OG0008988	Om007G283170	XP_006296496.1
OG0008989	Om007G283410	XP_006294126.1
OG0008990	Om007G283440	XP_006295654.1
OG0008991	Om007G283680	XP_006294226.1
OG0008992	Om007G283790	XP_006294984.1
OG0008993	Om007G283960	XP_023639861.1
OG0008994	Om007G284380	XP_006295096.1
OG0008995	Om007G284400	XP_006295271.1
OG0008996	Om007G284870	XP_006293814.1
OG0008997	Om007G284820	XP_006294532.1
OG0008998	Om007G284780	XP_006295716.1
OG0008999	Om007G284610	XP_006294358.1
OG0009000	Om007G296300	XP_006294169.1
OG0009001	Om004G149420	XP_006295731.1
OG0009002	Om004G150930	XP_006293919.2
OG0009003	Om003G093680	XP_006294138.1
OG0009004	Om001G020650	XP_006283803.1
OG0009005	Om001G020500	XP_006284409.1
OG0009006	Om001G019460	XP_023634642.1
OG0009007	Om002G042730	XP_006298510.1
OG0009008	Om002G042710	XP_006296811.1
OG0009009	Om002G042700	XP_006299626.1
OG0009010	Om002G042460, Om001G001650	XP_023642779.1
OG0009011	Om002G042470	XP_023641074.1
OG0009012	Om002G042340	XP_006298568.1
OG0009013	Om001G017830	XP_006284202.1
OG0009014	Om001G019370	XP_006284523.2
OG0009015	Om002G060600	XP_006282479.2
OG0009016	Om002G043110	XP_006297283.2
OG0009017	Om002G043460	XP_006296946.1
OG0009018	Om002G043850	XP_006299215.1
OG0009019	Om002G043930	XP_006297994.1
OG0009020	Om002G044220	XP_006300058.1
OG0009021	Om002G044300	XP_006298631.1
OG0009022	Om002G044520	XP_006298755.2
OG0009023	Om002G044590	XP_006299220.1
OG0009024	Om002G044600	XP_006298826.1
OG0009025	Om002G044920	XP_006298615.1
OG0009026	Om002G045200, Om002G045190	XP_006299961.1
OG0009027	Om002G045680	XP_006296725.1
OG0009028	Om002G045760	XP_006298074.1
OG0009029	Om002G045780	XP_006297959.1
OG0009030	Om002G045970	XP_006297961.1
OG0009031	Om002G046100	XP_006297070.1
OG0009032	Om002G046400	XP_023642530.1
OG0009033	Om002G046470	XP_006299280.1
OG0009034	Om002G046510	XP_006297651.1
OG0009035	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750	XP_023641219.1
OG0009036	Om002G047130	XP_006300215.2
OG0009037	Om002G047200, Om002G047190	XP_006297922.1
OG0009038	Om002G047900	XP_006296950.1
OG0009039	Om002G047920	XP_006299015.1
OG0009040	Om002G048510, Om002G048520	XP_023642117.1
OG0009041	Om002G048800	XP_006299214.1
OG0009042	Om002G049140	XP_006297217.1
OG0009043	Om002G049310	XP_023642726.1
OG0009044	Om002G049580	XP_006298817.1
OG0009045	Om002G049800	XP_006298333.1
OG0009047	Om002G050010	XP_023642476.1
OG0009048	Om002G050040	XP_006297120.1
OG0009049	Om002G050060	XP_006298220.1
OG0009050	Om007G307670, Om007G318270, Om007G313180	XP_006297652.1
OG0009051	Om004G132500, Om006G270770, Om006G270450	XP_023640004.1
OG0009052	Om004G169230	XP_006296839.2
OG0009053	Om002G050860	XP_006297975.1
OG0009054	Om002G050920	XP_006298128.1
OG0009055	Om007G287850	XP_006305686.1
OG0009056	Om008G329520	XP_006295545.1
OG0009057	Om008G329620	XP_023640682.1
OG0009058	Om008G329820	XP_006295151.1
OG0009059	Om008G330010	XP_006293898.1
OG0009060	Om008G330090	XP_006294281.1
OG0009061	Om008G330260	XP_006296102.1
OG0009062	Om008G331470	XP_006294229.2
OG0009063	Om008G331480	XP_006295330.1
OG0009064	Om008G331800	XP_006296517.1
OG0009065	Om008G332270	XP_006294078.1
OG0009066	Om008G331960, Om006G267510	XP_006295146.1
OG0009067	Om008G332480	XP_023640506.1
OG0009068	Om008G333240	XP_006295009.1
OG0009069	Om005G211490	XP_006301325.1
OG0009070	Om008G333260	XP_006294982.1
OG0009071	Om008G337620	XP_006296281.1
OG0009072	Om008G337550	XP_006296508.1
OG0009073	Om008G337480	XP_006294667.1
OG0009074	Om006G255640	XP_006292144.1
OG0009075	Om008G337060	XP_023640147.1
OG0009076	Om008G336850	XP_006294211.2
OG0009077	Om008G336440	XP_023639505.1
OG0009078	Om008G336180	XP_023639829.1
OG0009079	Om008G335780	XP_006296230.1
OG0009080	Om008G334850	XP_006294261.1
OG0009081	Om008G334840	XP_006295228.2
OG0009082	Om008G333410	XP_006294628.2
OG0009083	Om008G333420	XP_006296330.1
OG0009084	Om008G334590	XP_023640763.1
OG0009085	Om008G333700, Om008G333670	XP_006295055.1
OG0009086	Om002G054090	XP_023640810.1
OG0009087	Om008G333980	XP_006294306.1
OG0009088	Om008G338070	XP_006293693.1
OG0009089	Om005G195920	XP_006306663.1
OG0009090	Om005G195940	XP_006306014.1
OG0009091	Om005G196110	XP_006305911.1
OG0009092	Om005G196180	XP_006306731.1
OG0009093	Om005G196280	XP_006305164.1
OG0009094	Om005G196420	XP_006305168.1
OG0009095	Om005G196850	XP_006305230.1
OG0009096	Om005G197030	XP_023645700.1
OG0009097	Om005G197330, Om005G197320	XP_006304434.1
OG0009098	Om005G197470	XP_006305887.1
OG0009099	Om005G197500	XP_006303462.2
OG0009100	Om005G197870	XP_006305477.1
OG0009101	Om005G198340	XP_006306659.1
OG0009102	Om005G198520	XP_006306647.1
OG0009103	Om005G198640	XP_006303246.2
OG0009104	Om005G198990	XP_006304958.1
OG0009105	Om005G199710	XP_006305985.1
OG0009106	Om005G200310	XP_006303955.1
OG0009107	Om008G346320	XP_006282549.1
OG0009108	Om005G200380	XP_023633016.1
OG0009109	Om005G200400	XP_023633020.1
OG0009110	Om005G200920	XP_006304206.1
OG0009111	Om005G202030	XP_006307376.1
OG0009112	Om005G202050	XP_006307252.1
OG0009113	Om005G202330	XP_006305548.1
OG0009115	Om005G203300	XP_006304145.1
OG0009116	Om006G253650	XP_006291762.2
OG0009117	Om005G204260	XP_006304198.1
OG0009118	Om005G204460	XP_006305285.1
OG0009119	Om005G204480	XP_023632666.1
OG0009120	Om005G205210	XP_006304056.1
OG0009121	Om005G205220	XP_006307270.1
OG0009122	Om005G205700	XP_006306275.1
OG0009123	Om004G143700	XP_006307417.1
OG0009124	Om004G143800	XP_023633054.1, XP_023632769.1
OG0009126	Om004G145080	XP_023645359.1
OG0009127	Om004G145240	XP_006304180.1
OG0009128	Om004G145520	XP_006305648.1
OG0009129	Om004G146000, Om001G013680	XP_006305744.1
OG0009130	Om005G209500	XP_023643775.1
OG0009131	Om004G146210	XP_006303400.2
OG0009132	Om004G146570	XP_006306992.1
OG0009134	Om004G146670	XP_006304745.1
OG0009135	Om004G147100	XP_006307606.1
OG0009136	Om004G147220	XP_006305785.1
OG0009137	Om004G170610	XP_006305965.2
OG0009138	Om004G147510	XP_006305289.2
OG0009139	Om004G148070	XP_006305411.1
OG0009141	Om007G298170	XP_006282476.1
OG0009142	Om003G107490	XP_006279888.1
OG0009143	Om007G292870	XP_023634676.1
OG0009144	Om007G285700	XP_006283098.1
OG0009145	Om007G285790	XP_006282891.1
OG0009146	Om004G151700	XP_006294721.1
OG0009148	Om004G151340	XP_006294487.1
OG0009149	Om004G151590	XP_006293518.1
OG0009150	Om004G153430, Om018G374090	XP_006293479.1
OG0009151	Om018G373810, Om004G153110	XP_006295799.1
OG0009153	Om004G155310, Om004G152940	XP_006296179.1
OG0009155	Om004G151530	XP_006293682.1
OG0009156	Om006G257240	XP_023638170.1
OG0009157	Om004G154040	XP_023639778.1
OG0009158	Om004G153850	XP_006295215.1
OG0009159	Om004G155750	XP_006294013.1
OG0009160	Om004G156120	XP_006293495.2
OG0009161	Om004G156450	XP_006294581.1
OG0009162	Om005G195640	XP_006305736.1
OG0009163	Om005G195260	XP_006303996.2
OG0009164	Om005G195030	XP_023632778.1
OG0009165	Om005G194260	XP_006303818.1
OG0009166	Om005G194210	XP_006305210.1
OG0009167	Om005G194050	XP_006303979.1
OG0009168	Om005G192990	XP_006305128.1
OG0009169	Om005G193020	XP_006303753.1
OG0009170	Om005G192550	XP_006304429.1
OG0009171	Om005G191770	XP_006306027.1
OG0009172	Om005G191020	XP_023645952.1
OG0009173	Om005G190870	XP_006304473.1
OG0009174	Om005G190320	XP_006305573.1
OG0009175	Om005G189470	XP_023644825.1
OG0009176	Om005G189430	XP_006307406.1
OG0009177	Om005G189320	XP_006304028.1
OG0009178	Om005G188790	XP_006303228.1
OG0009179	Om005G188190	XP_006307232.1
OG0009180	Om005G188280	XP_023633235.1
OG0009181	Om005G187690	XP_006303172.1
OG0009182	Om005G187410	XP_006307268.1
OG0009184	Om005G187110	XP_023645314.1
OG0009185	Om005G186990	XP_023644973.1, XP_023644972.1
OG0009186	Om006G241580	XP_006290154.1
OG0009187	Om005G186870	XP_006305743.1
OG0009188	Om005G186820	XP_006305732.2
OG0009189	Om005G186600	XP_006305501.1
OG0009190	Om005G186610	XP_006303435.1
OG0009191	Om005G186630	XP_006304461.1
OG0009192	Om005G186650	XP_006303885.1
OG0009193	Om005G186530	XP_006304165.1
OG0009194	Om005G186440	XP_023645182.1
OG0009195	Om005G185900	XP_006304005.2
OG0009196	Om005G186300	XP_006303631.1
OG0009197	Om005G185460	XP_006306385.1
OG0009198	Om005G185170	XP_006307527.1
OG0009199	Om005G184780	XP_006306685.1
OG0009200	Om005G183940	XP_006307661.1
OG0009201	Om005G183880	XP_006306755.1
OG0009202	Om005G183750	XP_006304620.1
OG0009203	Om005G183710	XP_006306316.1
OG0009204	Om005G183420	XP_006304386.1
OG0009205	Om005G183180	XP_023633111.1
OG0009206	Om005G182740	XP_006307581.1
OG0009207	Om005G182700	XP_023645167.1
OG0009208	Om005G182560	XP_006305430.2
OG0009209	Om004G130130	XP_023637896.1, XP_023642929.1
OG0009210	Om005G182140	XP_006307177.1
OG0009211	Om005G181970, Om005G181960	XP_006307498.1
OG0009212	Om005G181920	XP_023645011.1
OG0009213	Om005G181590	XP_006303752.1
OG0009214	Om005G181360	XP_006306986.1
OG0009215	Om005G181060	XP_023645530.1
OG0009216	Om005G180380	XP_006305426.2
OG0009217	Om005G179950	XP_006303883.1
OG0009218	Om005G179860	XP_006303520.1
OG0009219	Om005G179600	XP_006305628.2
OG0009220	Om005G179360	XP_006305500.1
OG0009221	Om005G179290	XP_006303966.2
OG0009222	Om005G179000	XP_006307364.1
OG0009223	Om005G178910	XP_006305173.1
OG0009224	Om005G178820	XP_006305480.1
OG0009225	Om005G178730	XP_006307157.2
OG0009226	Om005G178640	XP_006305645.1
OG0009227	Om005G178570	XP_006303868.1
OG0009228	Om005G178290	XP_006306887.1
OG0009229	Om005G178100	XP_023636725.1
OG0009230	Om005G177710	XP_023632849.1
OG0009231	Om005G177600	XP_006306188.1
OG0009233	Om007G301880	XP_006286842.1
OG0009234	Om007G301580	XP_006287122.1
OG0009235	Om007G301760	XP_006289000.1
OG0009236	Om007G300580	XP_006286392.1
OG0009237	Om007G300510	XP_006286932.1
OG0009238	Om007G300440	XP_023637570.1
OG0009239	Om007G299530	XP_006288208.1
OG0009240	Om007G299870	XP_006289759.1
OG0009241	Om007G300130	XP_006288945.1
OG0009242	Om007G299320	XP_006287924.1
OG0009243	Om007G298820	XP_006290178.1
OG0009244	Om007G298690	XP_006287611.1
OG0009245	Om007G297920	XP_006288493.1
OG0009246	Om007G297840	XP_006288234.1
OG0009247	Om007G297410	XP_006289489.1
OG0009249	Om007G296820	XP_023637340.1
OG0009250	Om007G296150	XP_006288371.1
OG0009251	Om007G295000	XP_006289793.1
OG0009252	Om007G295050	XP_006288788.1
OG0009253	Om007G294760	XP_006286808.1
OG0009254	Om007G294750	XP_023636211.1
OG0009255	Om007G293610	XP_006290042.1
OG0009256	Om007G303270	XP_006288854.1
OG0009257	Om001G005500	XP_006279985.2
OG0009258	Om008G339630	XP_006281348.1
OG0009260	Om007G304580	XP_006280165.1
OG0009262	Om004G161140	XP_006286627.1
OG0009263	Om004G161250	XP_006289625.1
OG0009264	Om004G169800	XP_006287140.1
OG0009265	Om004G169770	XP_023637538.1
OG0009267	Om004G160870	XP_006287238.1
OG0009268	Om004G169980	XP_006288124.1
OG0009269	Om004G170020	XP_006289455.1
OG0009270	Om004G144900, Om004G156440	XP_006288520.2
OG0009272	Om004G170510	XP_006288431.1
OG0009273	Om004G170740	XP_006289430.1
OG0009274	Om004G170880	XP_006288491.1
OG0009275	Om004G171120	XP_006288654.1
OG0009276	Om004G171690	XP_023636136.1, XP_006282317.2, XP_006289188.1
OG0009277	Om004G171880	XP_006286489.1
OG0009278	Om004G171910	XP_006287970.1
OG0009279	Om004G172210	XP_006288264.1
OG0009280	Om004G172480	XP_006288265.2
OG0009281	Om006G240280	XP_006288767.1
OG0009282	Om006G240510	XP_006287605.2
OG0009283	Om006G240320	XP_006289060.1
OG0009284	Om006G240070	XP_006286840.1
OG0009285	Om006G239970	XP_006289043.1
OG0009286	Om006G239830	XP_006286673.1
OG0009287	Om006G239650	XP_023637549.1
OG0009288	Om006G239630	XP_006287997.1
OG0009289	Om006G239370	XP_006286796.1
OG0009290	Om006G239310	XP_023637708.1
OG0009291	Om006G252880	XP_023638575.1
OG0009292	Om006G239270	XP_006288246.2
OG0009293	Om006G239050	XP_006289354.1
OG0009294	Om006G238530	XP_006287648.1
OG0009295	Om006G238030	XP_006287150.1
OG0009296	Om006G237930	XP_006287340.1
OG0009297	Om006G237820	XP_006287878.1
OG0009298	Om006G237790	XP_023637717.1
OG0009299	Om006G237620	XP_006286897.1
OG0009300	Om006G237010	XP_006280178.1
OG0009301	Om006G236320	XP_023639280.1
OG0009302	Om006G236140	XP_023635882.1
OG0009303	Om006G234930	XP_006281223.1
OG0009304	Om006G263180	XP_023638264.1
OG0009305	Om006G234770	XP_006281521.1
OG0009306	Om006G247320	XP_006280863.1
OG0009307	Om006G247790	XP_023635520.1
OG0009308	Om006G257470	XP_006290733.1
OG0009309	Om006G257520	XP_006292468.1
OG0009310	Om006G257540	XP_006291894.1
OG0009311	Om006G257740	XP_006292776.1
OG0009313	Om006G258370	XP_006290928.1
OG0009314	Om006G258590	XP_006290766.1
OG0009315	Om006G259540	XP_006291812.1
OG0009316	Om006G259590	XP_006290911.1
OG0009317	Om006G259620	XP_006293131.1
OG0009318	Om006G260210	XP_006292916.1
OG0009319	Om006G260480	XP_006291064.1
OG0009320	Om005G221820, Om002G074190	XP_006292100.1
OG0009321	Om006G261540	XP_006291034.1
OG0009322	Om006G261870	XP_006291957.1
OG0009323	Om006G262440	XP_006291232.1
OG0009324	Om006G262570	XP_006291299.1
OG0009325	Om006G263490	XP_006290873.1
OG0009326	Om006G263780	XP_006292170.1
