Orthogroup	Odontarrhena_muralis	Alyssum_gmelinii
OG0009733	Om005G215770	Ag004G363550
OG0009734	Om005G228830	Ag004G401830
OG0009735	Om005G228800	Ag004G401740
OG0009736	Om005G228560	Ag004G401080
OG0009737	Om005G228390	Ag004G400200
OG0009738	Om005G227660	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590
OG0009739	Om005G227140	Ag004G395270, Ag004G390430
OG0009740	Om005G226800	Ag004G394090, Ag004G389100
OG0009741	Om005G225720	Ag004G383200
OG0009742	Om005G225480	Ag004G381950
OG0009743	Om005G191970	Ag004G315970
OG0009744	Om005G224470	Ag004G378930
OG0009745	Om004G156070	Ag006G521260
OG0009747	Om001G018200	Ag003G250140
OG0009749	Om008G328460, Om008G328470	Ag002G189940
OG0009750	Om008G328970	Ag002G188430
OG0009751	Om008G328990	Ag002G188410
OG0009752	Om008G329010	Ag002G188390
OG0009753	Om008G329090	Ag002G188230
OG0009754	Om008G329160	Ag002G188160
OG0009755	Om008G329170	Ag002G188150
OG0009756	Om002G051760	Ag005G477780
OG0009757	Om002G052300	Ag005G476740
OG0009758	Om002G052960	Ag005G475960
OG0009759	Om002G053660	Ag005G474880
OG0009760	Om002G054320	Ag005G474120
OG0009761	Om002G054410	Ag005G473890
OG0009762	Om002G054720	Ag005G473410
OG0009763	Om002G055480	Ag005G472090
OG0009764	Om002G055970	Ag005G471430
OG0009765	Om004G131660	Ag003G211500
OG0009767	Om003G110260	Ag001G047750, Ag010G737610
OG0009768	Om003G110210	Ag007G609110, Ag008G682570, Ag008G679380
OG0009769	Om003G110870	Ag001G086310
OG0009770	Om003G111290	Ag001G040510
OG0009771	Om003G111500	Ag008G677640, Ag004G316610
OG0009772	Om003G112120	Ag005G403410
OG0009773	Om003G112150	Ag008G676560
OG0009774	Om008G325920	Ag008G679810
OG0009776	Om004G160880	Ag007G612530
OG0009777	Om003G112960	Ag008G681040
OG0009778	Om003G113200	Ag008G681250
OG0009779	Om003G113350	Ag004G308920
OG0009780	Om003G113480	Ag008G681740
OG0009781	Om003G113550	Ag008G681900
OG0009783	Om003G114090	Ag008G684150
OG0009784	Om003G114140	Ag008G684610
OG0009785	Om003G114220	Ag008G684630
OG0009786	Om003G114770	Ag008G685880
OG0009787	Om003G114660	Ag008G685630
OG0009788	Om003G114600	Ag008G685220
OG0009789	Om003G114820	Ag008G685900
OG0009790	Om003G115120	Ag008G686970
OG0009791	Om003G115670	Ag008G714090
OG0009792	Om003G115510	Ag008G687830
OG0009793	Om003G115430	Ag008G687610
OG0009794	Om003G115350	Ag008G687460
OG0009795	Om003G115950	Ag008G689620, Ag008G688810
OG0009796	Om003G116230	Ag001G058050
OG0009797	Om008G341840	Ag002G157690
OG0009798	Om003G116860	Ag008G694490
OG0009799	Om003G116990	Ag008G694870
OG0009800	Om003G117630	Ag008G696060
OG0009801	Om003G117720	Ag008G696310
OG0009802	Om003G117940	Ag007G610780, Ag002G203310
OG0009803	Om003G118580	Ag008G697940
OG0009804	Om003G119070	Ag008G699390
OG0009805	Om006G250430	Ag008G699710
OG0009806	Om006G250270	Ag008G699960
OG0009807	Om006G250110	Ag008G700390
OG0009808	Om006G249890	Ag008G700950
OG0009809	Om006G249200	Ag008G703360
OG0009810	Om006G248650	Ag008G704210
OG0009811	Om006G248580	Ag008G704340
OG0009812	Om006G248550	Ag008G704410
OG0009813	Om006G248180	Ag008G705110
OG0009814	Om006G248110	Ag008G705220
OG0009815	Om006G248090	Ag008G705270
OG0009816	Om002G064810, Om003G122860	Ag001G089350
OG0009817	Om003G092210	Ag001G004890
OG0009818	Om004G161690	Ag007G610830
OG0009819	Om004G161740	Ag007G610700
OG0009820	Om004G162440	Ag007G609360
OG0009821	Om004G162460	Ag007G609290
OG0009822	Om004G162500	Ag007G609250
OG0009823	Om004G162510	Ag007G609240
OG0009824	Om004G162700	Ag007G609090
OG0009825	Om004G162840	Ag007G608870
OG0009826	Om004G162870	Ag007G608840
OG0009827	Om004G163070	Ag007G608400
OG0009828	Om004G163590	Ag007G607620
OG0009829	Om004G163680	Ag007G607500
OG0009830	Om004G164400	Ag008G674160, Ag007G606230
OG0009831	Om004G164570	Ag007G606090
OG0009832	Om004G164680	Ag007G605920
OG0009833	Om004G164750	Ag007G605830
OG0009834	Om004G165540	Ag007G604760
OG0009834	Om004G165550	Ag007G604780, Ag007G604770
OG0009835	Om004G165830	Ag007G604350
OG0009836	Om004G166740	Ag007G602470
OG0009837	Om006G233140	Ag008G731080
OG0009838	Om004G166980	Ag007G602130
OG0009839	Om004G167430	Ag007G601470
OG0009840	Om004G167590	Ag007G601230
OG0009841	Om004G168020	Ag007G600630
OG0009842	Om004G168120	Ag007G600540
OG0009843	Om004G168470	Ag007G600030
OG0009844	Om004G168760	Ag006G508480
OG0009845	Om006G264110	Ag001G054090
OG0009846	Om001G000330	Ag006G577530
OG0009847	Om001G000910	Ag006G576920
OG0009848	Om002G075640, Om001G002030	Ag006G575190
OG0009849	Om001G002130	Ag006G575150
OG0009850	Om001G002330	Ag006G574800
OG0009851	Om001G002740	Ag006G574080
OG0009852	Om001G003130	Ag006G572810
OG0009853	Om001G003720	Ag006G571840
OG0009854	Om001G004090	Ag006G571230
OG0009855	Om001G005020	Ag006G557020
OG0009856	Om001G006730	Ag006G563620
OG0009858	Om001G007910, Om001G007920	Ag006G566990, Ag006G566920
OG0009859	Om001G008200	Ag006G555980, Ag006G555960, Ag006G555970
OG0009860	Om001G009970	Ag006G547810, Ag006G550020
OG0009860	Om001G009980	Ag006G550000, Ag006G547790
OG0009861	Om001G010000	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950
OG0009862	Om001G010500	Ag006G545870, Ag006G548650
OG0009865	Om001G011590	Ag006G541690, Ag006G543780
OG0009867	Om001G012590	Ag006G536920, Ag006G539440
OG0009868	Om001G013030	Ag006G539040, Ag006G536490
OG0009869	Om001G013270	Ag006G538760, Ag006G536260
OG0009870	Om001G013310	Ag006G536180
OG0009871	Om001G013360	Ag006G536060
OG0009872	Om001G014190	Ag006G534960
OG0009873	Om001G015850	Ag006G531640
OG0009874	Om007G287150	Ag007G585100
OG0009875	Om001G016820	Ag003G247830
OG0009876	Om007G287900	Ag007G584150
OG0009877	Om007G288420	Ag007G583640
OG0009878	Om007G288930	Ag007G582990
OG0009879	Om007G289600	Ag007G582240
OG0009880	Om007G290100	Ag007G581770
OG0009881	Om007G290120	Ag007G581750
OG0009882	Om007G290320	Ag007G581500
OG0009883	Om007G290470	Ag007G581120
OG0009884	Om007G290480	Ag007G581110
OG0009885	Om007G290820	Ag007G580860
OG0009886	Om007G290860	Ag007G580770
OG0009887	Om007G290890	Ag007G580730
OG0009888	Om007G291040	Ag007G580570
OG0009889	Om007G291410	Ag007G580130
OG0009889	Om007G291400	Ag007G580140
OG0009890	Om007G291610	Ag007G579820
OG0009891	Om001G034610	Ag003G285470
OG0009892	Om001G034670	Ag003G285530
OG0009893	Om001G035870	Ag003G288290
OG0009894	Om001G036090	Ag003G288570
OG0009897	Om001G036750	Ag003G289340
OG0009898	Om001G036880	Ag003G289520
OG0009899	Om001G037160	Ag003G289810, Ag005G448610
OG0009900	Om001G037220	Ag003G289960
OG0009901	Om001G037900	Ag003G290850
OG0009902	Om001G037970	Ag003G290930
OG0009904	Om001G038260	Ag003G291280
OG0009905	Om001G038360	Ag003G291660
OG0009906	Om001G038700	Ag003G292050
OG0009907	Om001G038830	Ag003G292250
OG0009908	Om001G038980	Ag003G292400
OG0009909	Om001G039150	Ag003G292570, Ag003G292600, Ag003G292550
OG0009910	Om001G039210	Ag003G292720
OG0009911	Om001G039560	Ag003G293250
OG0009912	Om001G039860	Ag003G293960
OG0009913	Om001G039930	Ag003G294030
OG0009914	Om001G040410	Ag003G294940
OG0009915	Om001G040880	Ag003G295590
OG0009916	Om001G041050	Ag003G295870
OG0009917	Om001G041980	Ag003G297180
OG0009918	Om003G106500	Ag001G041620
OG0009919	Om003G108670	Ag001G047230, Ag001G045510, Ag006G561470
OG0009920	Om007G314760	Ag007G647170
OG0009921	Om007G315470	Ag007G648330
OG0009922	Om007G315570	Ag007G648620
OG0009923	Om007G315720	Ag007G648980
OG0009924	Om005G224270, Om005G224240, Om008G339270	Ag002G162290
OG0009925	Om008G338340	Ag002G164220
OG0009926	Om005G223010	Ag004G376370
OG0009927	Om003G126400, Om005G208780	Ag001G094430
OG0009929	Om008G338610	Ag002G163790
OG0009930	Om008G338850	Ag002G163300
OG0009931	Om008G338920	Ag002G163190
OG0009932	Om008G338960	Ag002G163080
OG0009933	Om008G346220	Ag009G737490, Ag002G152460
OG0009934	Om008G345970	Ag002G152210, Ag009G737320, Ag009G737260
OG0009935	Om008G343350	Ag002G156000, Ag002G153470
OG0009936	Om003G113850	Ag004G310260
OG0009937	Om008G340480	Ag002G176280, Ag001G094350
OG0009939	Om008G340990	Ag002G158690
OG0009940	Om008G341010	Ag002G158620
OG0009941	Om002G086900	Ag002G157240
OG0009942	Om008G342360	Ag002G154560, Ag002G157020
OG0009943	Om008G342880	Ag002G154250, Ag002G156680
OG0009944	Om008G346450	Ag002G148820
OG0009945	Om008G346970, Om008G348220	Ag005G470990
OG0009946	Om008G347060	Ag002G148420
OG0009947	Om006G242090	Ag005G476510, Ag005G466120, Ag007G614510
OG0009948	Om008G349860, Om008G349880	Ag002G147480
OG0009949	Om008G351910	Ag002G144870
OG0009951	Om008G353440	Ag002G141920, Ag002G141870, Ag002G141900
OG0009952	Om008G353750	Ag002G140480
OG0009953	Om008G353860	Ag002G140310
OG0009954	Om008G354010	Ag002G139740
OG0009955	Om008G354050	Ag002G139450
OG0009956	Om008G354090	Ag002G139140
OG0009956	Om008G354100	Ag002G138950, Ag002G138930, Ag002G139160, Ag002G139130
OG0009957	Om008G354910	Ag002G131920
OG0009958	Om008G356120, Om008G356090	Ag002G127200
OG0009959	Om008G357670	Ag002G103020
OG0009960	Om008G357990	Ag002G103530
OG0009961	Om008G358160	Ag002G103890
OG0009962	Om008G358180	Ag002G103900
OG0009963	Om008G359540	Ag002G108190, Ag002G111660
OG0009965	Om008G360890	Ag002G117600
OG0009967	Om008G361830	Ag005G450010, Ag002G115540, Ag002G120820
OG0009968	Om008G318780	Ag002G206580
OG0009969	Om008G362780	Ag002G123560
OG0009970	Om008G362820, Om006G263120	Ag002G123590
OG0009971	Om008G362590	Ag002G123330
OG0009972	Om003G105210	Ag001G043080
OG0009973	Om002G072070, Om002G072000	Ag005G435250, Ag013G741570
OG0009974	Om001G037300	Ag003G290200
OG0009975	Om003G104180	Ag001G039040
OG0009976	Om006G253630	Ag001G074780
OG0009977	Om003G103950	Ag004G339800, Ag001G038660
OG0009978	Om003G103770	Ag001G038280
OG0009979	Om003G103320	Ag001G037430
OG0009980	Om003G102600	Ag001G036400
OG0009981	Om003G102360	Ag001G035340
OG0009982	Om002G069560	Ag005G441480
OG0009983	Om007G316280	Ag007G649860
OG0009984	Om007G316320	Ag007G649880
OG0009985	Om007G316330	Ag007G649930
OG0009986	Om007G316610	Ag007G651050
OG0009987	Om007G316620, Om001G005820	Ag002G178230, Ag007G651060
OG0009988	Om008G332840	Ag002G178940
OG0009989	Om007G318150	Ag007G656060
OG0009991	Om007G318470	Ag001G065910
OG0009992	Om008G346130	Ag009G737400, Ag002G152390
OG0009993	Om008G318730	Ag002G206630
OG0009994	Om008G319180	Ag002G206120
OG0009995	Om008G319550	Ag002G205760
OG0009996	Om008G319590	Ag002G205730
OG0009997	Om008G320340	Ag002G204210
OG0009998	Om008G320380	Ag002G204130
OG0009999	Om008G320540	Ag002G203840
OG0010000	Om008G321110	Ag002G203190
OG0010001	Om008G321140	Ag002G203100
OG0010002	Om008G321590	Ag002G202560
OG0010003	Om008G322100	Ag005G441120, Ag002G201770
OG0010004	Om008G322250	Ag002G201530
OG0010005	Om008G350040, Om008G322320	Ag002G201450
OG0010006	Om008G322330	Ag002G201440
OG0010007	Om008G322820, Om008G322810	Ag002G200650
OG0010009	Om002G071340	Ag005G436880
OG0010010	Om008G324130	Ag002G198540
OG0010011	Om008G324540	Ag002G198130
OG0010012	Om008G324550	Ag002G198120
OG0010013	Om008G324780	Ag002G197780
OG0010014	Om008G325040	Ag002G197320
OG0010015	Om008G325640	Ag002G196500
OG0010016	Om008G325680	Ag002G196320
OG0010017	Om008G325700	Ag002G196290
OG0010018	Om008G325760	Ag002G196150
OG0010019	Om008G327090	Ag002G192960
OG0010020	Om008G327020	Ag002G193240
OG0010021	Om003G120860	Ag001G085230
OG0010022	Om008G327520	Ag002G192000
OG0010023	Om008G327350	Ag002G192390, Ag002G192380
OG0010024	Om008G327870	Ag002G191110
OG0010025	Om008G327930	Ag002G191000
OG0010026	Om004G175800	Ag006G492770
OG0010027	Om004G175810	Ag006G492780
OG0010028	Om004G175710	Ag006G493120
OG0010029	Om004G175530	Ag006G493470
OG0010030	Om004G175340	Ag064G744860, Ag002G114080, Ag006G493630, Ag006G493760, Ag006G493710
OG0010031	Om004G175110	Ag006G494110
OG0010032	Om004G174550	Ag006G495120
OG0010033	Om004G174480	Ag006G495250
OG0010034	Om004G174440	Ag006G495450
OG0010035	Om004G174360	Ag006G495500
OG0010036	Om004G174230	Ag006G495700
OG0010037	Om004G174220	Ag006G495720
OG0010038	Om004G173650	Ag006G496770
OG0010039	Om004G173590	Ag006G496870
OG0010040	Om006G241080	Ag008G719500
OG0010041	Om006G241250	Ag008G719300
OG0010042	Om006G241120	Ag008G719460
OG0010043	Om006G241810	Ag008G718430
OG0010044	Om006G241820	Ag008G718420
OG0010045	Om006G241960	Ag008G718140
OG0010046	Om006G241920	Ag008G718220
OG0010047	Om006G242200	Ag008G717810
OG0010048	Om006G242210	Ag008G717790
OG0010049	Om007G299000	Ag007G620760
OG0010050	Om006G242450	Ag008G717510
OG0010051	Om006G242620	Ag008G717030
OG0010052	Om006G242910	Ag008G716530
OG0010054	Om001G029100	Ag005G410740, Ag001G042090
OG0010055	Om006G244100	Ag008G714490
OG0010056	Om006G244490	Ag008G712930
OG0010057	Om005G180910, Om006G244780	Ag008G712390
OG0010058	Om006G244920	Ag008G712170
OG0010059	Om006G245390	Ag008G710640
OG0010060	Om006G245910	Ag008G709220
OG0010061	Om007G288240	Ag007G583860
OG0010062	Om006G247140	Ag008G706990, Ag004G315130
OG0010063	Om006G234460	Ag008G729140
OG0010064	Om006G234340	Ag005G450230, Ag008G729240
OG0010065	Om006G234320	Ag008G729260
OG0010066	Om006G234270	Ag008G729350
OG0010067	Om003G117710	Ag008G696280, Ag007G585670
OG0010068	Om006G233590	Ag008G730540
OG0010069	Om006G233300	Ag008G730840
OG0010070	Om006G233190	Ag008G731030
OG0010071	Om006G233110	Ag008G731110
OG0010072	Om006G232390	Ag008G732030
OG0010073	Om006G232160	Ag008G732430
OG0010074	Om006G232150	Ag008G732450
OG0010075	Om006G231510	Ag008G733360
OG0010076	Om006G231460	Ag004G390790, Ag004G322120, Ag008G733400
OG0010077	Om006G230500	Ag008G734490
OG0010078	Om006G230290	Ag008G734690
OG0010079	Om006G230260	Ag008G734740
OG0010080	Om006G230240	Ag008G734760
OG0010081	Om006G230220	Ag008G734770
OG0010082	Om006G229940	Ag008G735070
OG0010083	Om006G229540	Ag001G099850
OG0010084	Om006G229460	Ag001G099680
OG0010085	Om006G257340	Ag001G067230
OG0010086	Om006G228980	Ag001G099130
OG0010087	Om004G157110	Ag006G518970
OG0010088	Om004G157780	Ag006G516950
OG0010089	Om004G157750	Ag006G517010
OG0010090	Om005G199880	Ag004G329710
OG0010091	Om004G158080	Ag006G516350
OG0010092	Om004G158700	Ag006G514350
OG0010093	Om004G159050	Ag006G513200
OG0010094	Om004G159450	Ag006G512190
OG0010095	Om004G159500	Ag006G511850
OG0010096	Om004G159740	Ag006G511200
OG0010097	Om004G160040	Ag006G510060
OG0010098	Om002G077450, Om004G160230	Ag006G509610
OG0010099	Om004G160760	Ag007G599230
OG0010100	Om004G160840	Ag007G599160
OG0010101	Om007G302180	Ag007G599100
OG0010102	Om007G302220	Ag007G599060
OG0010103	Om007G302250	Ag007G598960
OG0010104	Om007G293090	Ag007G586570
OG0010105	Om007G277840	Ag007G587540
OG0010106	Om007G278300	Ag007G588180
OG0010107	Om007G278400	Ag007G588250
OG0010108	Om007G279350	Ag007G589460
OG0010109	Om007G279540	Ag007G589720
OG0010110	Om007G279900	Ag007G590220
OG0010111	Om007G280080	Ag007G590580
OG0010112	Om007G280740	Ag007G591460
OG0010113	Om007G280960	Ag007G591670
OG0010114	Om007G281260	Ag007G592120
OG0010115	Om007G281650	Ag007G592510
OG0010116	Om007G282060	Ag007G593440
OG0010117	Om007G282210	Ag007G593660
OG0010118	Om007G283080	Ag007G594910
OG0010119	Om007G283450	Ag007G595450
OG0010120	Om007G283620	Ag007G595730
OG0010121	Om007G283890	Ag007G596060
OG0010122	Om007G283910	Ag007G596080
OG0010123	Om007G283970	Ag007G596140
OG0010124	Om007G284310	Ag007G596550
OG0010125	Om007G284320, Om003G111540, Om003G111570	Ag007G596560
OG0010126	Om002G085390, Om007G284330, Om002G085460, Om003G111550	Ag007G596570
OG0010127	Om007G284790	Ag007G597070
OG0010128	Om007G285340	Ag007G597910
OG0010129	Om007G300970	Ag007G615200
OG0010130	Om007G285470	Ag007G598100
OG0010131	Om004G149490	Ag006G527100
OG0010132	Om001G020380	Ag003G251630
OG0010133	Om002G042220	Ag001G100870
OG0010134	Om002G051010, Om002G051030	Ag005G478730
OG0010135	Om004G177340	Ag006G490870
OG0010136	Om008G328050	Ag002G190750
OG0010137	Om008G328130	Ag002G190480
OG0010139	Om001G017760	Ag003G248250
OG0010140	Om002G042970	Ag005G490420
OG0010141	Om002G044160	Ag005G488570
OG0010142	Om002G044660	Ag005G487980
OG0010143	Om002G044680	Ag005G487960
OG0010144	Om002G045140	Ag005G487030
OG0010145	Om002G045210	Ag005G486970
OG0010146	Om002G045290	Ag005G486840, Ag001G061140
OG0010147	Om002G045370	Ag005G486680
OG0010148	Om002G046050	Ag005G485700, Ag005G488520
OG0010149	Om002G046080	Ag005G485550
OG0010150	Om002G046600	Ag005G484930
OG0010151	Om002G048010	Ag005G483010
OG0010152	Om002G049350	Ag005G481110
OG0010153	Om002G049360	Ag005G481100
OG0010154	Om002G049630	Ag005G480670
OG0010155	Om002G049710	Ag005G480600
OG0010156	Om002G049790	Ag005G480450
OG0010157	Om002G050560	Ag005G479250
OG0010158	Om002G050760	Ag005G479040
OG0010159	Om006G235990	Ag008G726890
OG0010160	Om002G051170	Ag005G478580
OG0010161	Om008G330840	Ag006G526390, Ag001G065640, Ag002G184640
OG0010162	Om008G331120	Ag002G183960
OG0010163	Om008G331080	Ag002G183880
OG0010164	Om008G331870	Ag002G181750
OG0010165	Om006G252670	Ag001G076480
OG0010166	Om008G332620	Ag002G179660
OG0010167	Om008G333170	Ag002G178030
OG0010168	Om008G337190	Ag002G166970
OG0010169	Om008G336820	Ag002G168040
OG0010170	Om008G336530	Ag002G168560
OG0010171	Om008G336060	Ag002G171130
OG0010172	Om008G336020	Ag002G171180
OG0010173	Om008G335900	Ag002G171540
OG0010175	Om008G334260	Ag002G175460
OG0010176	Om008G334410	Ag002G175180
OG0010178	Om005G184080	Ag004G305700
OG0010179	Om008G333290	Ag002G177820
OG0010180	Om005G196150	Ag004G322990
OG0010181	Om005G196200	Ag004G323040
OG0010182	Om005G197750	Ag004G325520
OG0010183	Om005G198840	Ag004G327590
OG0010184	Om005G199030	Ag004G328020
OG0010185	Om006G241770	Ag008G718510
OG0010186	Om005G199620	Ag004G329340
OG0010187	Om005G200450	Ag004G330410
OG0010188	Om005G200560	Ag004G330610
OG0010189	Om005G201170	Ag004G331950
OG0010190	Om005G201380	Ag004G332140
OG0010191	Om005G201490	Ag004G332310
OG0010192	Om005G202060	Ag004G333280
OG0010193	Om005G202090	Ag004G333360
OG0010194	Om005G202100, Om004G170760	Ag004G333370
OG0010195	Om005G202130	Ag004G333430
OG0010196	Om005G202190	Ag004G333590
OG0010197	Om005G202560	Ag004G334300
OG0010198	Om005G202850	Ag004G334870
OG0010199	Om005G202860	Ag004G334880
OG0010200	Om005G202990	Ag004G335290
OG0010201	Om005G203270	Ag004G335990
OG0010202	Om005G204080	Ag004G337710
OG0010203	Om005G204110	Ag004G337740
OG0010204	Om004G134360	Ag003G216370
OG0010205	Om005G205190	Ag004G340190
OG0010206	Om005G205370	Ag004G340720
OG0010207	Om005G205530	Ag004G340930
OG0010208	Om005G205730	Ag004G341500
OG0010209	Om004G143620	Ag003G241540
OG0010210	Om005G207560	Ag004G344960
OG0010211	Om004G144500	Ag003G242690
OG0010212	Om004G145250	Ag003G244270
OG0010214	Om005G209690	Ag004G349870
OG0010215	Om004G146410	Ag003G245600
OG0010216	Om004G146760	Ag003G247820
OG0010217	Om004G146920	Ag003G247360
OG0010218	Om005G211320	Ag004G353910
OG0010220	Om004G147710	Ag003G281860
OG0010221	Om004G147720	Ag003G246720
OG0010222	Om004G148380	Ag006G531270
OG0010223	Om006G240760	Ag008G719860
OG0010224	Om007G285940	Ag007G598750
OG0010225	Om007G285970	Ag007G598790
OG0010226	Om007G286080	Ag007G586280
OG0010227	Om007G286090	Ag007G586270
OG0010228	Om007G286790	Ag005G445330, Ag007G585460
OG0010229	Om004G149240	Ag006G524950
OG0010231	Om004G153410, Om018G374070	Ag007G647400, Ag007G647460
OG0010235	Om004G155400, Om004G153000	Ag006G524350
OG0010236	Om004G154880, Om004G152230	Ag006G524410
OG0010237	Om004G152220, Om004G154870	Ag006G524400
OG0010239	Om004G154380	Ag006G523650
OG0010240	Om004G155860	Ag006G521660
OG0010241	Om004G156380	Ag006G520570
OG0010242	Om005G195800	Ag004G322640
OG0010243	Om005G195680	Ag004G322390
OG0010244	Om005G195190	Ag004G321290
OG0010245	Om005G194610	Ag004G320740
OG0010246	Om005G194380	Ag004G320050
OG0010247	Om005G194090	Ag004G319520
OG0010248	Om005G193050	Ag004G317900
OG0010249	Om005G193060	Ag004G317910
OG0010250	Om005G192870	Ag004G317500
OG0010251	Om005G191760	Ag004G315710
OG0010252	Om005G190180	Ag004G313600
OG0010253	Om004G131880	Ag004G313270
OG0010254	Om005G189800	Ag004G313000
OG0010255	Om005G189670	Ag004G312860
OG0010256	Om005G189310	Ag004G312330
OG0010257	Om005G189020	Ag004G311950
OG0010258	Om005G187730	Ag004G310370
OG0010259	Om005G187560	Ag004G310150
OG0010260	Om005G187130	Ag004G309340
OG0010261	Om005G187000	Ag004G309190
OG0010262	Om005G186850	Ag004G308990
OG0010263	Om005G185410	Ag004G307280
OG0010264	Om003G100720, Om005G184290	Ag004G305940
OG0010265	Om005G183930	Ag004G305580
OG0010267	Om005G183130	Ag004G304600
OG0010268	Om005G182810	Ag004G304090
OG0010269	Om005G182780	Ag004G304010
OG0010270	Om005G182460	Ag004G303650
OG0010271	Om005G182450	Ag004G303640
