Orthogroup	Odontarrhena_muralis	Cardamine_glauca
OG0008255	Om004G134240	Cg007G278440
OG0008256	Om004G134780	Cg007G278110
OG0008257	Om004G135090	Cg007G277860
OG0008258	Om004G135210, Om004G135800	Cg007G277730
OG0008259	Om004G135470	Cg007G277530
OG0008260	Om004G136010	Cg007G277150
OG0008261	Om004G136930	Cg007G276650
OG0008262	Om004G136850	Cg007G276580
OG0008263	Om004G137330	Cg007G276370
OG0008264	Om004G137340	Cg007G276360
OG0008265	Om004G137620	Cg007G276220
OG0008266	Om004G138410	Cg007G276170
OG0008267	Om004G138240	Cg007G276070
OG0008268	Om006G235220, Om004G137750	Cg007G275680
OG0008269	Om004G138680	Cg007G275410
OG0008270	Om004G139000	Cg007G275210
OG0008271	Om004G139610	Cg007G274810
OG0008272	Om004G140000, Om004G139990	Cg007G274600
OG0008273	Om004G140280, Om006G260530	Cg007G274400
OG0008274	Om004G140430	Cg007G274280
OG0008275	Om004G140500	Cg007G274230
OG0008276	Om004G140770	Cg007G274090
OG0008277	Om004G141130	Cg007G273860
OG0008278	Om004G141220	Cg007G273800
OG0008279	Om004G141850	Cg007G273560
OG0008280	Om004G141970	Cg007G273460
OG0008281	Om004G142470	Cg007G272990
OG0008282	Om004G142830	Cg007G272700
OG0008283	Om004G132210	Cg007G279740
OG0008284	Om004G131700	Cg007G280130
OG0008285	Om004G131410	Cg007G280290
OG0008286	Om004G131310	Cg007G280380
OG0008287	Om004G130970	Cg007G280590
OG0008288	Om004G130830	Cg007G280840
OG0008289	Om004G130560	Cg007G280700
OG0008290	Om078G377240, Om004G130300	Cg007G281190
OG0008293	Om004G129660	Cg007G281690
OG0008294	Om002G056480	Cg004G128420
OG0008295	Om002G057000	Cg004G128820
OG0008296	Om002G057040	Cg004G128860
OG0008297	Om002G057360	Cg004G129120
OG0008298	Om002G057660, Om005G182710	Cg004G129280
OG0008299	Om002G058430	Cg004G129830
OG0008300	Om006G240480	Cg008G305460
OG0008301	Om002G058480	Cg004G129860
OG0008302	Om002G058510, Om002G058340	Cg004G129890
OG0008304	Om002G058810	Cg004G130220
OG0008305	Om002G058870	Cg004G130250
OG0008306	Om002G058930	Cg004G130300
OG0008307	Om002G059020	Cg004G130360
OG0008308	Om002G060030	Cg004G131030
OG0008309	Om002G060260	Cg004G131230
OG0008310	Om002G060490	Cg004G131560
OG0008311	Om002G060520	Cg004G131590
OG0008312	Om003G094050	Cg006G196960
OG0008313	Om002G061550	Cg004G132260
OG0008314	Om002G062190	Cg004G132630
OG0008315	Om002G062270	Cg004G132680
OG0008316	Om002G063080	Cg004G133190
OG0008317	Om002G063770	Cg004G133720, Cg004G133700
OG0008318	Om002G063980	Cg004G133890
OG0008319	Om002G064530	Cg004G134330
OG0008320	Om002G064690	Cg004G134520
OG0008321	Om002G065220, Om001G024660	Cg004G134940
OG0008322	Om002G065720	Cg004G135320
OG0008323	Om002G065740	Cg004G135340
OG0008324	Om002G065830	Cg004G135420
OG0008325	Om002G066380	Cg004G135760
OG0008326	Om002G066810	Cg004G136160
OG0008327	Om002G066860	Cg004G136190
OG0008328	Om002G067820	Cg004G136980
OG0008329	Om006G253050	Cg002G051950
OG0008330	Om002G068410	Cg004G137480
OG0008331	Om003G101840	Cg001G026580
OG0008332	Om002G070710	Cg004G139640
OG0008333	Om002G071670	Cg004G140390
OG0008334	Om002G072080	Cg004G140770
OG0008335	Om002G073210	Cg004G141710
OG0008336	Om002G073390	Cg004G142030
OG0008337	Om007G288570	Cg004G142960
OG0008338	Om003G113870	Cg003G099370
OG0008339	Om002G085220	Cg004G154370
OG0008340	Om002G081330	Cg004G149870, Cg004G150830
OG0008341	Om002G081850	Cg004G151270
OG0008342	Om002G082010	Cg004G151580
OG0008343	Om002G082390	Cg004G152100
OG0008344	Om002G082620	Cg004G152460
OG0008345	Om002G083180	Cg004G152780
OG0008346	Om002G083420	Cg004G152890
OG0008347	Om002G084000	Cg004G153390
OG0008348	Om002G084070	Cg004G153460
OG0008349	Om002G084090	Cg004G153480
OG0008350	Om002G084430	Cg004G153860
OG0008351	Om002G086010	Cg004G154800
OG0008352	Om002G085910, Om002G085920, Om002G085930	Cg004G154750
OG0008353	Om002G086140	Cg004G154930
OG0008354	Om002G086840	Cg002G069130
OG0008355	Om002G087280	Cg004G155940
OG0008357	Om003G089770	Cg006G194390, Cg003G097930
OG0008358	Om003G089870	Cg006G194490
OG0008359	Om003G090590	Cg006G194910
OG0008360	Om008G362860	Cg008G325310
OG0008361	Om003G090700	Cg006G194990
OG0008362	Om003G091890	Cg006G195690
OG0008363	Om003G091920	Cg006G195720
OG0008364	Om003G092680	Cg006G196040
OG0008365	Om003G092810	Cg006G196200
OG0008366	Om003G092930, Om003G092980	Cg006G196320
OG0008367	Om003G093390	Cg006G196500
OG0008369	Om003G093460	Cg006G196560, Cg004G119070, Cg004G118830, Cg004G118700, Cg004G118940
OG0008370	Om003G093620	Cg006G196660
OG0008371	Om003G094960	Cg006G197570
OG0008372	Om003G095260	Cg006G197820
OG0008373	Om003G095550	Cg006G198070
OG0008374	Om003G095930	Cg006G198350
OG0008375	Om003G096820	Cg006G199170
OG0008376	Om003G097270	Cg006G199460
OG0008377	Om003G097350	Cg006G199540
OG0008378	Om003G098500	Cg006G200400
OG0008379	Om003G098850	Cg006G200620
OG0008380	Om003G100240	Cg001G025060
OG0008381	Om003G100430	Cg001G025200
OG0008382	Om008G339440	Cg005G171720
OG0008383	Om008G339580	Cg005G171770
OG0008384	Om008G339660	Cg005G171800
OG0008385	Om006G256640	Cg002G054910
OG0008386	Om006G256440	Cg002G054670
OG0008387	Om006G256240	Cg002G054510
OG0008388	Om006G256040	Cg002G054420
OG0008389	Om006G255620	Cg002G054030
OG0008390	Om006G255410	Cg002G053810
OG0008391	Om006G254510	Cg002G053000
OG0008392	Om006G254400	Cg002G052880
OG0008393	Om006G254240	Cg002G052760
OG0008394	Om006G254100	Cg002G052660
OG0008395	Om006G253900	Cg002G052470
OG0008396	Om006G256890	Cg002G055090
OG0008397	Om006G253490	Cg002G052230
OG0008398	Om006G253390	Cg002G052220
OG0008399	Om006G252960	Cg002G051860
OG0008400	Om006G253540	Cg002G052260
OG0008401	Om006G252990	Cg002G051890
OG0008402	Om008G340600, Om006G252650	Cg002G051590
OG0008403	Om006G251950	Cg002G051040
OG0008404	Om006G251860	Cg002G050940
OG0008405	Om006G250980	Cg002G050280
OG0008406	Om003G119410	Cg002G049860
OG0008407	Om003G119960	Cg002G049310
OG0008408	Om003G120800	Cg002G048710
OG0008409	Om003G121590	Cg002G048130
OG0008410	Om003G122170	Cg002G047900
OG0008411	Om003G122390	Cg002G047720
OG0008412	Om003G122420	Cg002G047710
OG0008413	Om003G122500	Cg002G047640
OG0008414	Om003G122560	Cg002G047580
OG0008415	Om003G122660	Cg002G047500
OG0008416	Om003G122670	Cg002G047490
OG0008417	Om008G326050	Cg005G163010
OG0008418	Om007G316510	Cg001G040720
OG0008419	Om003G123660	Cg002G047090
OG0008420	Om003G123770	Cg002G047000
OG0008421	Om003G123790	Cg002G046970
OG0008422	Om003G123940	Cg002G046880
OG0008423	Om003G124000	Cg002G046830
OG0008424	Om003G124150	Cg002G046760
OG0008425	Om003G124610	Cg002G046490
OG0008426	Om003G124780	Cg002G046410
OG0008427	Om003G125010	Cg002G046220
OG0008428	Om003G125550	Cg002G046030
OG0008430	Om003G127140	Cg002G044920
OG0008431	Om003G127450	Cg002G044690
OG0008432	Om003G127480	Cg002G044670
OG0008433	Om003G127690	Cg002G044540
OG0008434	Om003G127780	Cg002G044430
OG0008435	Om003G127750	Cg002G044470
OG0008437	Om003G128650	Cg002G043790
OG0008438	Om003G128700	Cg002G043760
OG0008439	Om003G128890	Cg002G043610
OG0008440	Om003G129100	Cg002G043460
OG0008441	Om003G091340	Cg006G195340
OG0008442	Om003G091910	Cg006G195710
OG0008446	Om008G353050	Cg003G081370
OG0008447	Om008G334120	Cg005G168120
OG0008450	Om004G142660	Cg007G272820
OG0008451	Om005G205750	Cg006G209730
OG0008452	Om001G022600	Cg001G012170, Cg001G012160
OG0008453	Om001G028660	Cg001G008560
OG0008454	Om001G031200	Cg001G006730
OG0008455	Om001G029180	Cg001G008200
OG0008456	Om005G184320	Cg006G239410
OG0008457	Om005G186080, Om001G005470	Cg006G237920, Cg006G237910
OG0008458	Om005G187460	Cg006G236710
OG0008459	Om005G189860	Cg006G234900
OG0008460	Om005G192310	Cg008G310150, Cg002G067550, Cg003G086690
OG0008462	Om004G143040, Om005G200210	Cg007G272580
OG0008463	Om005G207060	Cg007G271330
OG0008464	Om005G210980	Cg007G268530
OG0008465	Om005G211030	Cg007G268480
OG0008466	Om005G213280	Cg007G266500
OG0008467	Om002G070190	Cg004G139070
OG0008468	Om002G054520	Cg004G126910
OG0008469	Om004G174690	Cg008G283880
OG0008470	Om007G277990, Om007G277980	Cg008G319060
OG0008471	Om007G283520	Cg005G178680
OG0008472	Om007G303480	Cg007G261060
OG0008474	Om006G273580	Cg002G073400
OG0008475	Om003G114120	Cg003G099630
OG0008476	Om006G248440	Cg003G105420
OG0008477	Om006G244210	Cg008G302480
OG0008478	Om006G239840	Cg008G304740
OG0008479	Om006G235530	Cg003G110240
OG0008480	Om006G231210	Cg003G113950
OG0008483	Om002G081200	Cg001G030750, Cg001G030840, Cg001G031390, Cg001G031400, Cg004G147330, Cg006G205070
OG0008492	Om004G159600	Cg005G190730
OG0008504	Om001G022300	Cg001G012330
OG0008505	Om001G023130	Cg001G011870
OG0008506	Om001G023430	Cg001G011680
OG0008507	Om001G023670	Cg001G011540
OG0008508	Om001G023800	Cg001G011450
OG0008509	Om001G025130	Cg001G010650
OG0008510	Om001G025150, Om003G120180	Cg001G010630
OG0008512	Om001G025210	Cg001G010580
OG0008513	Om001G025410	Cg001G010490
OG0008514	Om001G025760	Cg001G010260, Cg001G010250
OG0008515	Om001G025980	Cg001G010160
OG0008516	Om001G026120	Cg001G010080
OG0008517	Om001G026220	Cg001G010050
OG0008518	Om006G241510	Cg008G300350
OG0008519	Om001G026840	Cg001G009680
OG0008520	Om001G026870	Cg001G009650
OG0008521	Om001G027770	Cg001G009150
OG0008522	Om001G027990	Cg001G009000
OG0008523	Om001G028330	Cg001G008780
OG0008524	Om001G028480	Cg001G008680
OG0008525	Om001G028570	Cg001G008620
OG0008526	Om007G278350, Om001G028960	Cg001G008310
OG0008527	Om001G029060	Cg001G008240
OG0008528	Om001G029190	Cg001G008210
OG0008529	Om001G029600	Cg001G007730
OG0008530	Om001G030160	Cg001G007350
OG0008531	Om001G030050	Cg001G007380
OG0008532	Om001G030140	Cg001G007370
OG0008533	Om001G030500	Cg001G007140
OG0008534	Om001G025900, Om001G029720	Cg001G007680
OG0008535	Om001G030670	Cg001G007040
OG0008536	Om001G030680	Cg001G007030
OG0008537	Om001G030690	Cg001G007020
OG0008538	Om001G030790	Cg001G006960
OG0008540	Om001G032430	Cg001G006020
OG0008541	Om001G031970	Cg001G006220
OG0008542	Om001G031800	Cg001G006350
OG0008543	Om001G032710	Cg001G005830
OG0008544	Om001G032750	Cg001G005810
OG0008545	Om001G032860	Cg001G005710
OG0008546	Om001G033220	Cg001G005500
OG0008547	Om001G033510	Cg001G005330
OG0008548	Om007G292030	Cg006G215000
OG0008549	Om007G292420	Cg006G214470
OG0008550	Om004G135010, Om007G292520	Cg006G214390
OG0008551	Om007G292740	Cg006G214230
OG0008552	Om007G277070	Cg006G213900
OG0008553	Om007G276860	Cg006G213590
OG0008554	Om007G276450	Cg001G023920
OG0008555	Om007G276400	Cg001G024010
OG0008556	Om007G276040	Cg001G024500
OG0008557	Om005G191530	Cg006G233690
OG0008558	Om005G216140	Cg007G256370
OG0008559	Om005G216160	Cg007G256100
OG0008560	Om005G218530, Om011G366010	Cg007G254170
OG0008561	Om001G030280	Cg001G007290
OG0008562	Om005G218760	Cg007G252160
OG0008563	Om005G188240	Cg006G236120
OG0008564	Om005G219190	Cg007G251930
OG0008565	Om005G220290	Cg007G250900
OG0008566	Om005G220380	Cg007G250850
OG0008567	Om005G221550, Om005G221540	Cg007G249780
OG0008568	Om005G221430	Cg007G249700
OG0008569	Om002G073170	Cg004G141670
OG0008570	Om005G222230	Cg007G249520
OG0008571	Om005G222760	Cg007G249290
OG0008572	Om005G222860	Cg007G249200
OG0008573	Om005G223070	Cg007G248930
OG0008574	Om005G223260	Cg007G248910
OG0008575	Om005G223290	Cg007G248880
OG0008576	Om005G190660, Om005G223900	Cg007G248670
OG0008577	Om005G191040	Cg006G234070
OG0008578	Om005G195850	Cg006G230700
OG0008579	Om006G275180	Cg002G075220
OG0008580	Om002G086990	Cg002G075040
OG0008581	Om006G274940	Cg002G074920
OG0008582	Om006G274700	Cg002G074560
OG0008583	Om006G274390	Cg002G074280
OG0008584	Om006G273880	Cg002G073700
OG0008585	Om006G273660	Cg002G073500
OG0008586	Om006G273360	Cg002G073130
OG0008588	Om006G272830	Cg002G072790
OG0008589	Om006G272660	Cg002G072630
OG0008590	Om006G272360	Cg002G072150
OG0008591	Om006G272180	Cg002G072000
OG0008592	Om006G271900	Cg002G071680
OG0008593	Om006G271880	Cg002G071660
OG0008594	Om006G271610	Cg002G071340
OG0008595	Om006G271390	Cg002G071210
OG0008596	Om006G271320, Om001G021260	Cg006G198900
OG0008597	Om006G270940	Cg002G070580
OG0008598	Om006G270930	Cg002G070550
OG0008599	Om006G270460	Cg002G069100
OG0008600	Om006G270470	Cg002G069150
OG0008601	Om006G270820	Cg002G069570
OG0008602	Om006G270730	Cg002G069680
OG0008603	Om006G269640	Cg002G069790
OG0008604	Om003G095770	Cg002G067760
OG0008605	Om001G002970	Cg002G067710
OG0008606	Om005G213770	Cg007G265480
OG0008607	Om003G091960, Om005G185440	Cg007G264970
OG0008609	Om005G215170	Cg007G262690, Cg008G306590
OG0008610	Om005G228900, Om001G018280	Cg007G245530
OG0008611	Om005G228850	Cg007G245570
OG0008612	Om005G228450	Cg007G245880
OG0008613	Om005G228380	Cg007G245910
OG0008614	Om005G227760	Cg007G246180
OG0008615	Om005G227230	Cg007G246290
OG0008616	Om005G226980	Cg007G246410
OG0008617	Om005G226120	Cg007G246990
OG0008618	Om005G226130	Cg007G246980
OG0008619	Om005G225580	Cg007G247310
OG0008620	Om004G165100, Om005G224970	Cg007G247790
OG0008621	Om002G056430	Cg004G128370
OG0008622	Om006G249290	Cg003G105070
OG0008623	Om008G328440	Cg005G164780
OG0008624	Om008G328850	Cg005G165010
OG0008625	Om008G328700	Cg005G164940
OG0008626	Om002G051840	Cg004G124960
OG0008627	Om004G174060	Cg008G284380
OG0008628	Om002G053100	Cg004G125860
OG0008629	Om002G053780	Cg004G126350
OG0008630	Om002G054060	Cg004G126620
OG0008631	Om002G054250	Cg004G126720
OG0008632	Om002G054960	Cg004G127220
OG0008633	Om002G055020	Cg004G127270
OG0008634	Om002G055470	Cg004G127650
OG0008635	Om002G055550	Cg004G127730
OG0008636	Om002G055590	Cg004G127740
OG0008637	Om002G055800	Cg004G127940
OG0008638	Om002G056080	Cg004G128120
OG0008639	Om003G109510	Cg003G091140
OG0008640	Om003G111230	Cg003G090230, Cg003G095690
OG0008641	Om002G055580	Cg003G090460, Cg003G096010
OG0008643	Om003G111620	Cg003G097080
OG0008644	Om003G111590	Cg003G097120
OG0008645	Om003G112000	Cg003G097480
OG0008646	Om003G112880	Cg003G098220
OG0008647	Om003G112950	Cg003G098330
OG0008649	Om003G114150	Cg003G099700
OG0008650	Om003G114580	Cg003G100050
OG0008651	Om003G114340	Cg003G099850
OG0008652	Om003G114290	Cg003G099800
OG0008653	Om003G115050	Cg003G100370
OG0008654	Om003G115070	Cg003G100400
OG0008655	Om003G115140	Cg003G100500
OG0008656	Om003G115160	Cg003G100520
OG0008657	Om003G115740	Cg003G101280
OG0008658	Om003G115370	Cg003G100800
OG0008659	Om003G115890	Cg003G101400
OG0008661	Om003G116040	Cg003G101610
OG0008662	Om003G116760	Cg003G102250
OG0008663	Om003G116980	Cg003G102390
OG0008664	Om003G117060	Cg003G102480
OG0008665	Om003G117560	Cg003G102780
OG0008666	Om003G117640	Cg003G102920
OG0008667	Om003G117650	Cg003G102930
OG0008668	Om003G118350	Cg003G103390
OG0008669	Om003G118750	Cg003G103660
OG0008670	Om003G118790	Cg003G103680
OG0008671	Om006G250450	Cg003G104020
OG0008672	Om006G250280	Cg003G104210
OG0008673	Om006G250250	Cg003G104230
OG0008674	Om006G249900	Cg003G104480
OG0008675	Om006G249710	Cg003G104670
OG0008676	Om006G249630	Cg003G104780
OG0008677	Om006G249500	Cg003G104900
OG0008678	Om006G249050	Cg003G105210
OG0008679	Om006G248420	Cg003G105440
OG0008680	Om006G248170	Cg003G105630
OG0008681	Om006G248160	Cg003G105640
OG0008682	Om007G312900	Cg009G325630, Cg008G313810
OG0008683	Om007G313190	Cg008G313970, Cg009G325980
OG0008684	Om007G313110	Cg008G314050
OG0008685	Om004G161540	Cg008G293460
OG0008686	Om004G161560	Cg008G293440
OG0008687	Om004G161830	Cg008G293230
OG0008688	Om004G161900	Cg008G293180
OG0008689	Om004G161920	Cg008G293170
OG0008690	Om004G161980	Cg008G293120
OG0008692	Om004G162380	Cg008G292780
OG0008693	Om004G162580	Cg008G292630
OG0008694	Om004G162890	Cg008G292410
OG0008695	Om004G163120	Cg008G292300
OG0008696	Om004G163160	Cg008G292270
OG0008697	Om005G196780, Om004G163260	Cg008G292210
OG0008698	Om004G164010	Cg008G291770
OG0008699	Om004G164990	Cg008G291170
OG0008700	Om004G165380	Cg008G290940
OG0008701	Om004G165590	Cg008G290820
OG0008702	Om004G165870	Cg008G290560
OG0008703	Om004G166270	Cg008G290280
OG0008704	Om004G166480	Cg008G290060
OG0008705	Om004G166640	Cg008G289980
OG0008706	Om004G166940	Cg008G289720
OG0008708	Om004G167290	Cg008G289480
OG0008709	Om004G167550	Cg008G289280
OG0008710	Om004G167810	Cg008G289050
OG0008711	Om004G168110	Cg008G288750
OG0008712	Om004G168190	Cg008G288720
OG0008713	Om004G168310	Cg008G288620
OG0008714	Om004G168560	Cg008G288430
OG0008715	Om001G000060	Cg001G023780
OG0008716	Om001G000620	Cg001G023310
OG0008717	Om001G000660	Cg001G023250
OG0008718	Om001G000890	Cg001G023150
OG0008719	Om001G000930	Cg001G023110
OG0008720	Om001G000940	Cg001G023100
OG0008721	Om001G001100	Cg001G022910
OG0008723	Om001G002820	Cg001G021970
OG0008724	Om008G358220	Cg008G322540
OG0008725	Om001G003570	Cg001G021530
OG0008726	Om001G003640	Cg001G021500
OG0008727	Om001G004100	Cg001G021290
OG0008728	Om001G004190	Cg001G021240
OG0008729	Om003G120630, Om001G004320	Cg001G021180
OG0008730	Om001G005360	Cg001G020740
OG0008731	Om001G005410	Cg001G020710
OG0008732	Om001G005600	Cg001G020570
OG0008734	Om001G006620	Cg001G020000
OG0008735	Om001G006910	Cg001G019830
OG0008738	Om001G009230	Cg001G018370
OG0008739	Om008G352910	Cg003G081500
OG0008740	Om001G009450	Cg001G018240
OG0008741	Om001G009730	Cg001G018080
OG0008742	Om006G273000, Om001G009880	Cg001G017950
OG0008743	Om001G009920	Cg001G017920
OG0008744	Om001G010100	Cg001G017810
OG0008745	Om001G010640	Cg001G017430
OG0008746	Om005G207650	Cg007G270920
OG0008748	Om008G347670	Cg003G083870
OG0008749	Om001G012370	Cg006G212000
OG0008750	Om001G012950, Om001G012880, Om001G012800	Cg006G210820
OG0008751	Om001G013230	Cg006G210680
OG0008752	Om001G013340	Cg006G210530
OG0008753	Om001G013500	Cg006G210180
OG0008754	Om001G014030	Cg006G209350
OG0008755	Om001G015240	Cg006G204550
OG0008756	Om008G321100	Cg006G204590
OG0008757	Om007G287410	Cg006G219020
OG0008758	Om007G287570	Cg006G204510
OG0008759	Om007G288190	Cg006G218780
OG0008760	Om007G288620	Cg006G218360
OG0008761	Om004G141210	Cg007G273810
OG0008762	Om007G289540	Cg006G217520
OG0008763	Om007G289570	Cg006G217460
OG0008764	Om007G290190	Cg006G216760
OG0008765	Om007G291320	Cg006G215770
OG0008766	Om007G291550	Cg006G215500
OG0008767	Om007G291620	Cg006G215410
OG0008768	Om007G291700	Cg006G215290
OG0008769	Om001G035090	Cg001G004470
OG0008770	Om001G035190	Cg001G004410
OG0008771	Om001G035600	Cg001G004070
OG0008772	Om001G036250	Cg001G003660
OG0008774	Om001G037230	Cg001G003130
OG0008775	Om001G037410	Cg001G003030
OG0008776	Om001G037630	Cg001G002970
OG0008777	Om001G037720	Cg001G002930
OG0008778	Om001G038760	Cg001G002380
OG0008779	Om001G038780	Cg001G002360
OG0008780	Om001G039170	Cg001G002080
OG0008782	Om001G039350	Cg001G001960
OG0008783	Om001G039730	Cg001G001660
OG0008784	Om001G040550	Cg001G001110
OG0008785	Om001G021050	Cg001G013040
OG0008786	Om007G313540	Cg001G034440
OG0008787	Om007G313740	Cg001G034780
OG0008788	Om007G314550	Cg001G037940
OG0008790	Om007G315290	Cg001G039190
OG0008791	Om007G291690	Cg006G215320
OG0008792	Om004G171330, Om004G171300, Om004G171320	Cg008G286420
OG0008793	Om007G277130	Cg006G214070
OG0008794	Om008G338300	Cg005G170930
OG0008795	Om008G343190	Cg003G085290
OG0008796	Om008G340590	Cg005G172630
OG0008798	Om008G341550	Cg008G318300
OG0008799	Om008G341830	Cg008G318070
OG0008800	Om008G321700	Cg005G160020
OG0008801	Om002G059240	Cg011G329120, Cg008G317720
OG0008802	Om008G347710	Cg003G083860
OG0008803	Om004G150640, Om008G350960	Cg003G082660
OG0008804	Om008G352270	Cg003G081710
OG0008805	Om008G351990	Cg003G081550
OG0008806	Om008G353160	Cg003G081290
OG0008807	Om008G353240	Cg003G081260
OG0008808	Om008G353490	Cg003G081110
OG0008809	Om008G354390	Cg003G093670, Cg003G080310
OG0008810	Om008G355150	Cg003G080000, Cg003G094020
OG0008811	Om008G355230	Cg001G019790
OG0008812	Om008G356190	Cg008G320840
OG0008813	Om008G356230	Cg008G320880
OG0008814	Om008G356790	Cg008G321240
OG0008815	Om008G357350, Om008G357370	Cg008G321730
OG0008816	Om008G358100	Cg008G322430
OG0008817	Om008G358910	Cg008G323020
OG0008818	Om008G358990	Cg008G323110
OG0008819	Om008G361420	Cg008G324260
OG0008820	Om008G361470	Cg008G324310
OG0008821	Om008G361840	Cg008G324550
OG0008822	Om008G362840	Cg008G325290
OG0008823	Om008G362850	Cg008G325300
OG0008824	Om003G106180	Cg001G033550
OG0008825	Om008G340160	Cg001G031460
OG0008826	Om003G104390, Om003G104370	Cg001G030360
OG0008827	Om003G104320	Cg001G030150, Cg005G174220
OG0008829	Om002G073410	Cg004G142050
OG0008830	Om003G103330	Cg001G028100
OG0008831	Om003G103200	Cg001G027950
OG0008833	Om003G102450	Cg001G027080
OG0008834	Om003G101900	Cg001G026620
OG0008835	Om003G101830	Cg001G026570
OG0008836	Om003G101490	Cg001G026010
