Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0007450	Om001G031860	AT4G33985.1
OG0007451	Om001G032760	AT4G34440.1
OG0007452	Om001G032830	AT4G34490.2
OG0007453	Om001G032920	AT4G34560.1
OG0007454	Om001G032940	AT4G34580.1
OG0007455	Om001G033310	AT4G34770.1
OG0007456	Om001G033580	AT4G34970.1
OG0007457	Om007G291830	AT1G31130.1
OG0007458	Om007G292250	AT1G31480.1
OG0007459	Om007G292270	AT1G31500.7
OG0007460	Om007G292720, Om010G364640	AT1G31930.1
OG0007461	Om007G277140	AT1G32127.1
OG0007462	Om007G277090	AT1G32170.1
OG0007463	Om007G277030	AT1G32230.1
OG0007464	Om007G276200	AT4G16790.1
OG0007465	Om007G276010	AT4G16630.1
OG0007466	Om007G275710	AT4G16444.1
OG0007467	Om007G275920, Om007G275960	AT4G16360.1
OG0007468	Om005G215950	AT1G54460.1
OG0007469	Om005G216190	AT1G54710.1
OG0007470	Om005G218330, Om011G365900	AT4G15510.1
OG0007471	Om011G365860, Om005G218230	AT1G56580.1
OG0007472	Om004G168830	AT5G07460.1
OG0007473	Om005G218800	AT1G58250.2
OG0007475	Om005G221980	AT1G61000.1
OG0007476	Om005G222220	AT1G61140.1
OG0007477	Om005G189930	AT1G11130.1
OG0007478	Om005G223030	AT1G61610.1
OG0007479	Om005G223410	AT1G61720.1
OG0007480	Om005G223540	AT1G61760.1
OG0007481	Om006G275500	AT2G01060.1
OG0007482	Om003G089960	AT2G01170.1
OG0007483	Om006G275420, Om003G107160	AT2G01275.3
OG0007484	Om006G275050	AT2G01820.1
OG0007485	Om005G195200	AT1G14740.1
OG0007486	Om006G274380	AT2G02860.1
OG0007487	Om006G274230	AT2G03060.2
OG0007488	Om006G274150	AT2G03200.1
OG0007489	Om006G274030	AT2G03340.1
OG0007490	Om006G273860	AT2G03510.1
OG0007491	Om005G201100, Om005G201070, Om005G201060, Om005G201080	AT1G19190.1
OG0007492	Om006G273410	AT3G25597.1
OG0007494	Om006G272860	AT3G25905.1
OG0007495	Om006G272520	AT3G26370.1
OG0007496	Om006G272480	AT3G26420.1
OG0007497	Om006G272010	AT3G26790.1
OG0007498	Om006G271870	AT3G26932.1
OG0007499	Om006G271800	AT3G27000.1
OG0007501	Om006G271560	AT3G27200.1
OG0007502	Om006G271520	AT3G27210.1
OG0007503	Om006G271280	AT3G27340.1
OG0007504	Om006G271020	AT3G27700.1
OG0007505	Om006G269450	AT3G29170.1
OG0007506	Om006G269420	AT3G29200.1
OG0007508	Om006G269290	AT3G29400.1
OG0007509	Om006G269160	AT3G30340.1
OG0007510	Om005G212780	AT1G67230.1
OG0007511	Om005G213080	AT1G67040.2
OG0007512	Om005G213310	AT1G66820.1
OG0007513	Om005G214010	AT1G66170.1
OG0007514	Om005G214150	AT1G66140.1
OG0007515	Om005G214630	AT1G65720.1
OG0007518	Om005G228780	AT1G64590.1
OG0007519	Om003G091000	AT1G55090.1
OG0007520	Om005G227790	AT1G64140.1
OG0007521	Om005G227210	AT1G63980.1
OG0007522	Om005G226680	AT1G63650.1
OG0007523	Om005G226110	AT1G63250.1, AT2G07750.1
OG0007524	Om005G226070	AT1G63240.1
OG0007525	Om005G225690	AT1G63100.2
OG0007526	Om005G225560	AT1G63010.5
OG0007527	Om005G224810	AT1G62450.1
OG0007528	Om005G224700	AT1G62400.1
OG0007529	Om005G224510	AT1G62310.1
OG0007530	Om002G056420	AT3G12640.2
OG0007531	Om002G056400	AT3G12620.1
OG0007532	Om002G056390	AT3G12610.1
OG0007533	Om002G056210	AT3G12500.1
OG0007534	Om001G021870	AT4G28025.1
OG0007535	Om001G017010	AT4G25820.1
OG0007536	Om005G189400	AT4G25950.1
OG0007538	Om008G329080	AT2G40820.4
OG0007539	Om008G329190	AT2G40760.1
OG0007540	Om008G329240	AT2G40730.1
OG0007541	Om002G051550	AT3G09150.2
OG0007542	Om002G051520	AT3G09180.1
OG0007543	Om002G051670	AT3G09230.1
OG0007544	Om002G052120	AT3G09520.1
OG0007545	Om002G052160	AT3G09560.1
OG0007546	Om002G052390	AT3G09740.1
OG0007547	Om002G052510	AT3G09830.1
OG0007548	Om004G173830	AT5G03730.1
OG0007549	Om002G052850	AT3G10020.1
OG0007550	Om002G052950	AT3G10120.1
OG0007551	Om008G337710, Om002G053190	AT3G10350.2
OG0007552	Om002G053450	AT3G10520.1
OG0007553	Om004G172700	AT5G04600.1
OG0007554	Om002G053900	AT3G10770.1
OG0007555	Om002G054550	AT3G11210.1
OG0007556	Om002G054600	AT3G11280.1
OG0007557	Om002G054820	AT3G11410.1
OG0007558	Om002G055010	AT3G11530.1
OG0007559	Om002G055170	AT3G11620.1
OG0007560	Om002G055260	AT3G11690.1
OG0007561	Om002G055300	AT3G11730.1
OG0007562	Om002G055410	AT3G11800.1
OG0007563	Om001G021980	AT4G28080.1
OG0007564	Om002G055530	AT3G11945.2
OG0007565	Om002G055540	AT3G11950.1
OG0007566	Om002G055600	AT3G11980.1
OG0007567	Om002G055990	AT3G12290.1
OG0007568	Om002G056010	AT3G12320.1
OG0007570	Om003G106850	AT5G49890.1
OG0007571	Om007G299090, Om007G299100, Om008G361570	AT5G46850.2
OG0007572	Om007G287220	AT1G47420.1
OG0007573	Om003G111890	AT5G50700.1, AT5G50600.1
OG0007574	Om003G111870	AT5G50760.1
OG0007575	Om003G121640	AT5G50810.1
OG0007576	Om003G111640	AT5G50840.2
OG0007577	Om001G030710	AT4G33380.1
OG0007578	Om003G113670	AT5G52440.1
OG0007579	Om003G114760	AT5G53330.1
OG0007580	Om003G114650	AT5G53250.1
OG0007581	Om003G114410	AT5G53130.1
OG0007582	Om003G114330	AT5G53060.1
OG0007583	Om003G114300	AT5G53040.1
OG0007584	Om003G114800	AT5G53350.1
OG0007585	Om003G114950	AT5G53420.1
OG0007586	Om003G115750	AT5G54130.2
OG0007587	Om003G115600	AT5G53950.1
OG0007588	Om003G116050	AT5G54390.1
OG0007589	Om003G116200	AT5G54585.1
OG0007590	Om003G116660	AT5G54930.1
OG0007591	Om003G117620	AT5G55590.1
OG0007592	Om003G118030	AT5G55860.1
OG0007593	Om003G118310	AT5G56090.1
OG0007594	Om003G118450	AT5G56190.7
OG0007595	Om005G189070	AT1G11572.1
OG0007596	Om006G250050	AT5G56890.1
OG0007597	Om006G249870	AT5G57010.1
OG0007598	Om006G249840	AT5G57030.1
OG0007599	Om006G249760	AT5G57070.1
OG0007600	Om006G249400	AT5G57370.1
OG0007601	Om006G249340	AT5G57420.1
OG0007602	Om006G248980	AT5G57660.1
OG0007603	Om006G248490	AT5G57810.1
OG0007604	Om006G248040	AT5G58160.1
OG0007605	Om007G293650	AT5G27460.1
OG0007606	Om004G161450	AT5G13390.2
OG0007607	Om004G161780	AT5G13150.1
OG0007608	Om004G161890	AT5G13080.1
OG0007609	Om004G161960	AT5G13030.1
OG0007610	Om004G162080	AT5G12900.1
OG0007611	Om004G162290	AT5G12390.1
OG0007612	Om004G162450	AT5G12270.1
OG0007613	Om004G162710	AT5G12120.1
OG0007614	Om004G162800	AT5G12040.1
OG0007615	Om004G163010	AT5G11930.1
OG0007616	Om004G163190	AT5G11790.1
OG0007617	Om004G163710	AT5G11480.1
OG0007618	Om004G163740	AT5G11460.1
OG0007619	Om004G164160	AT5G11240.1
OG0007620	Om004G164490	AT5G11010.2
OG0007621	Om004G165110	AT5G10620.1
OG0007622	Om004G167020	AT5G09270.1
OG0007623	Om004G167250	AT5G08630.1
OG0007624	Om004G167330	AT5G08540.1
OG0007626	Om004G167880	AT5G08170.1
OG0007627	Om004G167910	AT5G08139.1
OG0007628	Om004G168200	AT5G07910.1
OG0007629	Om004G169090	AT5G07300.1
OG0007630	Om004G169150	AT5G07240.2
OG0007631	Om001G000220	AT4G17430.1
OG0007632	Om001G000960	AT4G17840.1
OG0007633	Om001G001110	AT4G17950.1
OG0007634	Om001G001340	AT4G18020.1
OG0007635	Om001G001390	AT4G18070.1
OG0007636	Om001G002230	AT4G18422.1
OG0007637	Om008G353730	AT4G04190.1
OG0007638	Om001G003000	AT4G18890.1
OG0007639	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170	AT4G18975.1
OG0007640	Om001G003600	AT4G19160.2
OG0007641	Om001G004160	AT4G19430.1
OG0007642	Om001G005260	AT4G19980.1
OG0007643	Om001G005510	AT4G20080.1
OG0007643	Om008G356820	AT5G44760.1
OG0007644	Om006G235810	AT5G62160.1
OG0007645	Om001G006140	AT4G20460.1
OG0007646	Om007G317630	AT4G20940.1
OG0007647	Om008G355160	AT4G05160.1
OG0007648	Om001G007240	AT4G21430.1
OG0007649	Om001G007620	AT4G21680.1
OG0007650	Om001G008570	AT4G22080.1, AT4G22090.1
OG0007651	Om001G008630	AT4G22130.1
OG0007652	Om001G008790	AT4G22250.1
OG0007653	Om001G008910	AT4G22320.1
OG0007654	Om001G009160	AT4G22540.1
OG0007655	Om001G009250	AT4G22620.1
OG0007656	Om001G009440	AT4G22740.1
OG0007657	Om001G009740	AT4G22880.1
OG0007658	Om001G009960	AT4G23030.1
OG0007659	Om001G009990	AT4G23060.1
OG0007660	Om001G010820	AT4G23620.2
OG0007661	Om001G011020	AT4G23730.3
OG0007662	Om001G011270	AT4G23930.1
OG0007663	Om001G012060	AT1G33240.1
OG0007664	Om001G012100	AT1G33270.1
OG0007666	Om001G012650	AT1G34000.1
OG0007667	Om001G013450	AT1G34630.1
OG0007668	Om001G014610	AT1G36310.1
OG0007669	Om001G015150	AT1G44800.1
OG0007670	Om007G287030	AT1G47670.1
OG0007671	Om007G287340	AT1G47260.1
OG0007672	Om007G286960	AT1G47750.1
OG0007673	Om002G050410	AT3G07630.1
OG0007674	Om007G288360	AT1G28100.4
OG0007675	Om007G288650	AT1G28300.1
OG0007676	Om007G301530	AT5G37350.1, AT2G24990.1
OG0007677	Om007G288830	AT1G28420.1
OG0007678	Om007G288890	AT1G28520.1
OG0007679	Om007G289500	AT1G29240.1
OG0007680	Om007G290690, Om007G290680	AT1G30135.1
OG0007681	Om007G290900	AT1G30360.1
OG0007682	Om007G291350	AT1G30690.1
OG0007683	Om001G013430	AT1G34575.1, AT1G30710.1
OG0007684	Om007G291440	AT1G30760.2
OG0007685	Om001G034790	AT4G35530.1
OG0007686	Om004G174560	AT5G03250.1
OG0007687	Om001G035250	AT4G35800.1
OG0007688	Om001G035500	AT4G35940.1
OG0007689	Om001G035580, Om001G035590	AT4G35985.1
OG0007690	Om001G036040	AT4G36260.1
OG0007691	Om001G036330	AT4G36540.1
OG0007692	Om001G036370	AT4G36570.1
OG0007693	Om001G036730	AT4G36760.2
OG0007694	Om001G037150	AT4G37130.1
OG0007695	Om004G152050	AT2G23450.1
OG0007696	Om001G037380	AT4G36990.1
OG0007697	Om001G038320	AT4G37540.1
OG0007698	Om001G038470	AT4G37680.3, AT4G38320.1
OG0007699	Om001G038600	AT4G37730.1
OG0007700	Om001G038610	AT4G37740.1
OG0007701	Om001G038910	AT4G37870.1
OG0007702	Om001G039200	AT4G38060.2
OG0007703	Om001G039340	AT4G40080.1
OG0007704	Om001G039690	AT4G39880.1
OG0007705	Om001G039880	AT4G39720.2
OG0007706	Om001G040230	AT4G39520.1
OG0007707	Om001G041590	AT4G38520.1
OG0007708	Om003G106100	AT5G35430.1
OG0007710	Om007G315170	AT5G38865.1
OG0007711	Om008G339350	AT2G34980.1
OG0007712	Om008G339220	AT2G35050.1
OG0007713	Om008G339070	AT2G35155.1
OG0007714	Om005G188650	AT1G10170.4
OG0007715	Om007G291920	AT1G31220.1
OG0007716	Om007G296200, Om006G239380, Om007G303710	AT5G18070.1
OG0007717	Om008G339010	AT2G35260.1
OG0007718	Om008G339040	AT2G35215.1
OG0007719	Om007G288100	AT4G09650.1
OG0007720	Om008G344310, Om043G376290	AT4G08960.1
OG0007721	Om008G344810	AT4G08455.1
OG0007722	Om007G290410	AT1G29960.1, AT1G23465.1
OG0007723	Om008G340440	AT2G34180.1
OG0007724	Om008G337490, Om008G340530	AT2G34050.1
OG0007725	Om008G340640	AT2G33860.1
OG0007726	Om008G327500	AT2G33835.1
OG0007727	Om008G340710	AT2G33830.2
OG0007728	Om008G341060	AT2G33550.1
OG0007729	Om008G341120	AT2G33490.1
OG0007730	Om008G341890	AT5G42870.1
OG0007731	Om008G347630	AT4G10350.1
OG0007732	Om008G350710	AT4G11040.1
OG0007733	Om008G351240	AT4G11240.1
OG0007734	Om008G351800	AT4G11660.1
OG0007735	Om008G353180	AT4G12410.1
OG0007736	Om008G353540	AT4G12620.1, AT4G14700.1
OG0007737	Om008G353900	AT4G04450.1
OG0007738	Om008G354610	AT4G04950.1, AT4G32580.1
OG0007739	Om006G241640	AT5G19940.1
OG0007740	Om008G354840	AT4G05010.1
OG0007741	Om008G356590	AT5G44660.1
OG0007742	Om008G357550	AT5G45110.1
OG0007743	Om008G358140	AT5G45360.1
OG0007744	Om008G358510	AT5G45590.1
OG0007745	Om008G358960	AT5G45890.1
OG0007746	Om008G359140	AT5G45970.1
OG0007747	Om008G359500	AT5G46080.1
OG0007748	Om008G359720	AT5G46220.1
OG0007749	Om008G359810	AT5G46280.1
OG0007750	Om008G360840	AT5G46530.1
OG0007751	Om004G172810	AT5G04500.1
OG0007752	Om008G360940	AT5G46590.1
OG0007753	Om008G361160	AT5G46650.1
OG0007754	Om008G361660	AT5G46880.1
OG0007755	Om005G189710	AT4G15950.1
OG0007756	Om003G106170	AT5G35620.1
OG0007757	Om003G106750	AT5G35700.1
OG0007758	Om003G105410	AT4G12730.1
OG0007759	Om005G185830	AT3G25070.2
OG0007761	Om003G104100	AT4G13370.1
OG0007762	Om006G236180	AT4G13830.2
OG0007763	Om003G103150	AT4G14330.1
OG0007764	Om004G143330	AT4G15410.1
OG0007765	Om007G317850	AT5G41040.1
OG0007766	Om007G318370	AT5G41800.1
OG0007767	Om002G067620	AT5G42030.2
OG0007768	Om004G137710	AT1G61570.1
OG0007769	Om008G318920	AT2G47850.1
OG0007770	Om008G319080	AT2G47730.1
OG0007771	Om008G319140	AT2G47670.1
OG0007772	Om008G319570	AT2G47350.1
OG0007773	Om008G319690	AT2G47260.1
OG0007774	Om008G319830	AT2G47210.1
OG0007775	Om008G319850	AT2G47190.1
OG0007776	Om008G320670	AT2G46550.1
OG0007777	Om008G320760, Om006G262030	AT2G46500.1
OG0007778	Om003G096140	AT2G46220.1
OG0007779	Om008G321260	AT2G46090.1
OG0007780	Om008G321280	AT2G46070.3
OG0007781	Om008G321290	AT2G46060.1
OG0007783	Om008G321330	AT2G46020.2
OG0007784	Om008G321450	AT2G45910.1
OG0007785	Om008G321790	AT2G45680.1
OG0007786	Om008G322210	AT2G45400.1
OG0007787	Om008G322900	AT2G44840.1
OG0007788	Om008G323420	AT2G44440.1
OG0007789	Om008G323940	AT2G44130.1
OG0007790	Om008G324030	AT2G44050.1
OG0007791	Om008G324330	AT2G43890.1
OG0007792	Om008G326030	AT2G42890.1
OG0007793	Om008G326410	AT2G42570.1
OG0007794	Om008G327230	AT2G41945.3
OG0007795	Om008G326960	AT2G42200.1
OG0007796	Om004G176910	AT5G01600.1
OG0007797	Om004G176670	AT5G01360.1
OG0007798	Om004G176470	AT5G01230.1
OG0007799	Om004G176240	AT5G01090.1
OG0007800	Om004G176160	AT5G02020.1
OG0007801	Om004G175740	AT5G02390.1
OG0007802	Om004G175640	AT5G02480.1
OG0007803	Om004G175590	AT5G02530.1
OG0007804	Om004G175580	AT5G02540.1
OG0007805	Om004G175270	AT5G02770.1
OG0007806	Om004G173710	AT5G03840.1
OG0007807	Om004G174810	AT5G03080.1
OG0007808	Om004G173750	AT5G03795.1
OG0007809	Om004G173570	AT1G76705.1, AT5G03960.2
OG0007810	Om004G173330	AT5G04120.1
OG0007811	Om005G223510, Om004G173230	AT5G04180.1
OG0007812	Om004G173130	AT5G04250.1
OG0007813	Om004G173070	AT5G04310.1
OG0007814	Om006G241050	AT5G19400.1
OG0007815	Om006G241310	AT5G19690.1
OG0007816	Om006G241340	AT5G19700.1
OG0007817	Om006G242330	AT5G20610.1
OG0007818	Om006G242530	AT5G20740.2
OG0007819	Om006G242810	AT5G20980.1
OG0007820	Om006G242880	AT5G21050.1
OG0007821	Om006G242970	AT5G21105.1
OG0007822	Om006G243010	AT5G21140.1
OG0007823	Om006G243300	AT5G21990.1
OG0007824	Om006G243870	AT5G22450.1
OG0007825	Om006G244240	AT5G22790.1
OG0007826	Om006G244520	AT5G60790.1
OG0007827	Om006G244620	AT5G60710.1
OG0007828	Om006G244850	AT5G60530.1
OG0007829	Om006G245220	AT5G60190.1
OG0007830	Om006G245450	AT5G59990.1
OG0007831	Om006G245800	AT5G59710.1
OG0007832	Om006G247210	AT5G59110.1
OG0007833	Om006G246870	AT5G59000.1
OG0007834	Om006G247180	AT5G58860.1
OG0007835	Om006G234580	AT5G63130.1
OG0007836	Om006G234510	AT5G63170.1
OG0007837	Om006G234500	AT5G63180.1
OG0007838	Om006G234170	AT5G63480.1
OG0007839	Om006G249930	AT5G56940.1
OG0007840	Om006G233570	AT5G63980.1
OG0007841	Om006G233520	AT5G64030.1
OG0007842	Om006G257180, Om006G232870, Om006G257190	AT5G64540.1
OG0007843	Om006G232720	AT5G64670.1
OG0007844	Om006G232560	AT5G64813.1
OG0007845	Om006G232540	AT5G64820.1
OG0007846	Om006G232030	AT5G65220.1
OG0007847	Om006G232000	AT5G65250.1
OG0007849	Om006G231490	AT5G65683.1
OG0007850	Om006G231470	AT5G65690.2
OG0007851	Om006G231310	AT5G65770.2, AT5G65780.2
OG0007852	Om006G231040	AT5G67590.1
OG0007853	Om006G230760	AT5G67370.1
OG0007854	Om006G230660	AT5G67300.1
OG0007855	Om006G230530	AT5G67220.1
OG0007856	Om006G230070	AT5G66840.1
OG0007857	Om006G229560	AT5G66470.1
OG0007858	Om006G257600	AT3G51140.1
OG0007859	Om006G229320	AT5G66290.2
OG0007860	Om004G157840	AT4G00720.1
OG0007861	Om004G157730	AT4G00570.1
OG0007862	Om004G158020	AT4G01320.1
OG0007863	Om004G158310	AT4G01050.2
OG0007864	Om004G158380	AT3G06455.1, AT4G01000.1
OG0007865	Om004G158660	AT4G01440.1
OG0007866	Om004G158880	AT4G01670.1
OG0007867	Om004G159360	AT4G02100.1
OG0007868	Om004G159580	AT4G02260.1
OG0007869	Om004G159670	AT4G02290.1
OG0007870	Om004G159730	AT4G02340.1
OG0007871	Om004G160240	AT4G02715.1
OG0007872	Om004G160350	AT4G02760.3
OG0007873	Om004G160620	AT4G03020.1
OG0007874	Om007G302170	AT4G03210.1
OG0007875	Om007G292950	AT5G44190.1
OG0007876	Om007G277550, Om007G277560	AT5G43910.2
OG0007877	Om007G278200, Om005G190260	AT5G43310.1
OG0007879	Om007G278290	AT2G33390.1
OG0007880	Om007G279290	AT2G32300.2
OG0007881	Om007G279260	AT2G32280.1
OG0007882	Om007G279230	AT2G32260.1
OG0007884	Om007G279330	AT2G32360.1
OG0007885	Om007G280060	AT2G31820.1
OG0007886	Om002G056920, Om007G280710	AT2G31240.1
OG0007887	Om007G280850	AT2G31130.1
OG0007888	Om007G281010	AT2G30990.1
OG0007889	Om007G281040	AT2G30970.1
OG0007890	Om005G184030	AT1G06530.1
OG0007891	Om007G281180	AT2G30860.1
OG0007892	Om007G281440	AT2G30520.1
OG0007893	Om007G281660	AT2G30370.1
OG0007894	Om007G281700	AT2G30340.2
OG0007895	Om007G281800	AT2G30230.1
OG0007896	Om005G184630	AT1G07130.1
OG0007897	Om007G282000	AT2G30070.1
OG0007898	Om007G283240	AT2G28790.2
OG0007899	Om007G283250	AT2G28780.1
OG0007900	Om007G283580	AT2G28470.1
OG0007901	Om007G283640	AT2G28410.1
OG0007902	Om007G283770	AT2G28315.1
OG0007903	Om007G284240	AT2G27900.1
OG0007904	Om007G285130	AT2G27040.1
OG0007905	Om007G285410	AT2G26730.1
OG0007906	Om004G170260	AT5G06430.1
OG0007907	Om004G151140	AT2G26410.1
OG0007908	Om004G149470	AT2G26250.1
OG0007909	Om001G020210	AT4G27410.3
OG0007910	Om001G019980	AT4G27120.1
OG0007911	Om007G300830	AT5G14750.1
OG0007912	Om002G042610	AT3G01530.1
OG0007914	Om001G008540	AT5G37290.1
OG0007915	Om001G017730	AT4G26470.3
OG0007916	Om002G043020	AT3G01200.1
OG0007917	Om002G071320, Om002G043070	AT3G01160.1
OG0007918	Om007G300080	AT5G15270.1
OG0007919	Om002G043430	AT3G02140.1
OG0007920	Om002G043670	AT3G02360.1
OG0007921	Om002G043990	AT3G02650.1
OG0007922	Om002G044150	AT3G02800.1
OG0007923	Om002G044270	AT3G02880.1
OG0007924	Om002G044550	AT3G03100.1
OG0007925	Om002G044970	AT3G03440.1
OG0007926	Om002G045330	AT3G03770.1
OG0007927	Om002G045820	AT3G04090.1
OG0007928	Om002G046500	AT3G04700.1
OG0007929	Om002G046550	AT3G04730.1
OG0007930	Om002G046760	AT3G04910.1
OG0007931	Om002G047060	AT3G05090.1
OG0007932	Om002G046890	AT3G04980.2
OG0007933	Om002G047170	AT3G05160.1
OG0007934	Om002G047250	AT3G05200.1
OG0007935	Om002G047410	AT3G05327.1
OG0007936	Om002G047630	AT3G05520.2
OG0007937	Om002G047580	AT3G05470.1
OG0007938	Om002G047970, Om007G284010	AT3G05690.2
OG0007939	Om002G048280	AT3G05937.1
OG0007940	Om002G048390	AT3G06020.1
OG0007941	Om002G048610	AT3G06130.1
OG0007942	Om002G049110	AT3G06483.1
OG0007943	Om002G049180	AT3G06540.1
OG0007944	Om002G049190	AT3G06550.2
OG0007945	Om002G049210	AT3G06580.1
OG0007946	Om002G049240	AT3G06600.1
OG0007947	Om002G049250	AT3G06610.1
OG0007948	Om007G305720	AT5G48870.1
OG0007949	Om002G049830	AT3G07120.1
OG0007950	Om002G050030	AT3G07320.1
OG0007951	Om002G070410, Om002G050280	AT3G07540.1
OG0007952	Om002G050440	AT3G07660.1
OG0007953	Om002G050540	AT3G07750.1
OG0007954	Om002G050550	AT3G07760.3
OG0007955	Om002G050750	AT3G07950.1
OG0007956	Om002G050900	AT3G08500.1
OG0007957	Om002G051220	AT3G08840.7
OG0007958	Om008G330410	AT2G40180.1
OG0007959	Om008G330480, Om008G330470	AT2G40150.1
OG0007960	Om008G330510	AT2G40130.2
OG0007961	Om008G330830	AT2G39980.1
OG0007962	Om008G331150	AT2G39870.1
OG0007963	Om008G331830, Om003G113720	AT2G39490.1
OG0007964	Om008G333040	AT2G38820.2
OG0007965	Om008G337720	AT2G36050.1
OG0007966	Om008G337680, Om008G337670	AT2G36090.1
OG0007967	Om008G337500	AT2G36220.1
OG0007968	Om008G337080	AT2G36450.1
OG0007969	Om008G337040	AT2G36480.1
OG0007970	Om008G336770	AT2G36690.1, AT2G06960.1
OG0007971	Om008G336410	AT2G36930.1
OG0007972	Om008G336350	AT2G36970.1
OG0007973	Om008G336120	AT2G37080.1
OG0007974	Om008G335960	AT2G37200.2
OG0007975	Om008G335290	AT2G37610.1
OG0007976	Om008G335150	AT2G37678.1
OG0007977	Om008G335070	AT2G37740.1
OG0007978	Om008G334820	AT2G37880.1
OG0007979	Om008G334380	AT2G38110.1
OG0007980	Om008G334100	AT2G38250.1
OG0007981	Om008G333940	AT2G38370.2
OG0007982	Om008G338090	AT2G35790.1
OG0007983	Om005G196120	AT1G15400.3
OG0007984	Om005G197170	AT1G16270.1
OG0007985	Om005G197690	AT1G16740.1
OG0007986	Om005G199310	AT1G17820.1
OG0007987	Om005G199870	AT1G18320.1, AT3G10110.1
OG0007988	Om005G199740	AT1G18210.1
OG0007989	Om005G199980	AT1G18370.1
OG0007990	Om005G199990	AT1G18390.2
OG0007991	Om005G200130	AT1G18480.1
OG0007993	Om005G200440	AT1G18660.4
OG0007994	Om005G200710	AT1G18840.1
OG0007995	Om005G201200	AT1G19270.1
OG0007996	Om005G201220	AT1G19300.1
OG0007997	Om005G201410	AT1G19440.1
OG0007998	Om005G201450	AT1G19485.1
OG0007999	Om005G201910	AT1G19860.2
OG0008000	Om005G201920	AT1G19870.1
OG0008001	Om005G202070	AT1G19960.1
OG0008002	Om005G202320	AT1G20180.1
OG0008003	Om005G202430	AT1G20310.1
OG0008004	Om005G202970	AT1G20840.1
OG0008005	Om004G136060	AT1G76440.1
OG0008006	Om005G203170	AT1G20990.1
OG0008007	Om005G203570	AT1G21340.1
OG0008008	Om005G203700	AT1G21450.1
OG0008009	Om005G203730	AT1G21480.1
OG0008010	Om004G135160	AT1G77120.1
OG0008011	Om005G200370	AT1G21500.1
OG0008012	Om005G203910	AT1G21590.1
OG0008013	Om005G204010	AT1G21660.1
OG0008014	Om005G204750	AT1G22250.1
OG0008015	Om005G204800	AT1G22330.1
OG0008016	Om005G205010	AT1G22500.1
OG0008017	Om007G301140, Om005G205130	AT1G22620.1
OG0008018	Om005G205660	AT1G23040.1
OG0008019	Om004G143790	AT1G23440.1
OG0008020	Om004G144420	AT1G23790.1
OG0008021	Om004G144870	AT1G27200.1
OG0008022	Om004G146810	AT1G25988.1, AT1G25682.1
OG0008023	Om004G146880	AT1G25580.1
OG0008024	Om004G147010, Om003G122120, Om003G122130	AT1G25510.1
OG0008025	Om005G211400	AT1G68160.1
OG0008026	Om004G147990	AT1G24490.1
OG0008027	Om004G139200, Om008G333220	AT1G27300.1
OG0008028	Om002G056770	AT1G27290.1
OG0008029	Om004G148430	AT1G27435.1
OG0008031	Om005G181390	AT4G24250.1
OG0008032	Om004G151290	AT4G24290.2
OG0008033	Om004G159560	AT4G24490.1
OG0008034	Om004G148320	AT4G24560.1
OG0008035	Om007G285920	AT4G25050.2
OG0008036	Om007G286010	AT4G25130.1
OG0008037	Om007G286200	AT4G25250.1
OG0008038	Om007G286260	AT4G25320.1
OG0008039	Om007G286290	AT4G25340.1
OG0008040	Om001G021510	AT4G27810.1
OG0008041	Om001G021760	AT4G27940.1
OG0008042	Om004G154530	AT2G24820.1
OG0008043	Om004G154790	AT2G24610.2
OG0008044	Om018G373770, Om004G153080	AT2G24310.1
OG0008045	Om004G152000	AT2G23360.1
OG0008046	Om004G139740	AT1G74260.1
OG0008047	Om004G154280	AT2G22770.1
OG0008048	Om004G154230	AT2G22760.1
OG0008049	Om004G154210	AT2G22720.2
OG0008050	Om004G154080	AT2G22600.1
OG0008051	Om004G154030	AT2G22540.1
OG0008052	Om004G153520	AT2G22000.1
OG0008053	Om004G155740	AT2G21870.1
OG0008054	Om004G155770	AT2G21780.1
OG0008055	Om004G156060	AT2G21470.2
OG0008056	Om004G156200	AT2G21300.1
OG0008057	Om004G156250	AT2G21260.1, AT2G21250.1
OG0008058	Om004G156410	AT2G21150.1
OG0008059	Om005G195760	AT1G15110.2
