Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0008954	Om004G158620	XP_009111383.1, XP_009134485.1
OG0008955	Om004G159280	XP_009111321.2, XP_009134449.2
OG0008956	Om004G159390	XP_009102819.1, XP_018508405.2
OG0008958	Om004G160270	XP_009111259.1, XP_009144544.1
OG0008959	Om004G160370	XP_033142129.1, XP_009111255.1
OG0008960	Om004G160730	XP_033140647.1, XP_009122176.1
OG0008961	Om004G160750	XP_009144523.3, XP_009122154.1
OG0008962	Om007G278370	XP_009141307.1, XP_033147806.1
OG0008963	Om007G277600	XP_009101757.1, XP_009123920.1
OG0008964	Om007G277620	XP_033140625.1, XP_009113978.2
OG0008965	Om007G277890	XP_009101776.1
OG0008966	Om007G277920	XP_033129183.1, XP_033136288.1
OG0008967	Om007G278410	XP_033147712.1
OG0008968	Om007G278590	XP_009141292.1
OG0008969	Om007G278460	XP_009141299.2, XP_009132919.1
OG0008970	Om007G278860	XP_009143925.1, XP_009132906.1
OG0008971	Om007G278810	XP_009132902.1, XP_009143921.1
OG0008972	Om007G279550	XP_009144005.1
OG0008973	Om007G279520	XP_033147672.1, XP_033130010.1, XP_009132856.1
OG0008974	Om007G279490	XP_009141244.1, XP_009143997.1
OG0008975	Om003G089350	XP_009102018.1
OG0008977	Om007G280500	XP_033145508.1, XP_009132782.1
OG0008978	Om007G280670	XP_009144244.1, XP_009141146.2
OG0008979	Om007G280860	XP_009132768.1
OG0008980	Om007G281120	XP_009141112.1
OG0008981	Om007G281290	XP_009144279.1, XP_009141089.1
OG0008982	Om003G113810, Om007G281740	XP_009144312.1
OG0008983	Om007G281780	XP_009132719.1, XP_009141052.1
OG0008984	Om007G282560	XP_033144710.1, XP_009144380.2
OG0008985	Om007G282970	XP_033131578.1, XP_009140961.1
OG0008986	Om007G283000	XP_009140960.2, XP_009125046.3
OG0008987	Om007G283130	XP_009140952.1, XP_009124364.2
OG0008988	Om007G283170	XP_033145277.1, XP_009103719.1
OG0008989	Om007G283410	XP_009140927.1, XP_009103702.1
OG0008990	Om007G283440	XP_009140922.1, XP_009133866.1
OG0008991	Om007G283680	XP_009140900.1, XP_009103683.1
OG0008992	Om007G283790	XP_009140853.2, XP_009103669.1
OG0008993	Om007G283960	XP_009103645.1, XP_009140846.1
OG0008994	Om007G284380	XP_009140819.1
OG0008995	Om007G284400	XP_009103617.1, XP_009140818.2
OG0008996	Om007G284870	XP_009103583.1, XP_009140783.2
OG0008997	Om007G284820	XP_009103591.1
OG0008998	Om007G284780	XP_009140798.1, XP_033143929.1
OG0008999	Om007G284610	XP_009133893.1, XP_033131744.1
OG0009000	Om007G296300	XP_009140744.2
OG0009001	Om004G149420	XP_009117005.1, XP_009140748.1
OG0009002	Om004G150930	XP_033136672.1, XP_009133963.2
OG0009003	Om003G093680	XP_009133962.1, XP_009140696.1
OG0009004	Om001G020650	XP_009137663.1, XP_009109140.1
OG0009005	Om001G020500	XP_009143465.1, XP_009109141.1
OG0009006	Om001G019460	XP_033144049.1, XP_009109150.1
OG0009007	Om002G042730	XP_009147432.1, XP_009125021.1
OG0009008	Om002G042710	XP_009125020.2, XP_009147433.2
OG0009009	Om002G042700	XP_009125018.1, XP_009147435.1
OG0009010	Om002G042460, Om001G001650	XP_009124817.1, XP_009124044.2
OG0009011	Om002G042470	XP_009134596.1, XP_009124043.2
OG0009012	Om002G042340	XP_009124819.1, XP_009134588.1
OG0009013	Om001G017830	XP_009137590.1, XP_009142212.1
OG0009014	Om001G019370	XP_009109157.1, XP_033128022.1
OG0009015	Om002G060600	XP_009109167.1, XP_009142850.1
OG0009016	Om002G043110	XP_009134628.1, XP_009147397.2
OG0009017	Om002G043460	XP_009134650.1, XP_009147375.1
OG0009018	Om002G043850	XP_009134682.1, XP_009118320.2
OG0009019	Om002G043930	XP_009147341.2, XP_009134688.1
OG0009020	Om002G044220	XP_009147313.1, XP_009134715.1
OG0009021	Om002G044300	XP_009118899.1, XP_009147308.1
OG0009022	Om002G044520	XP_009130328.1, XP_009119025.1
OG0009023	Om002G044590	XP_033130092.1, XP_009130337.1
OG0009024	Om002G044600	XP_009130339.1
OG0009026	Om002G045200, Om002G045190	XP_009130380.1
OG0009027	Om002G045680	XP_009102099.1, XP_009130408.1
OG0009028	Om002G045760	XP_009125013.1, XP_009130418.2
OG0009029	Om002G045780	XP_009130419.2, XP_009125011.1
OG0009030	Om002G045970	XP_009124003.1, XP_009134760.2
OG0009031	Om002G046100	XP_009123987.1, XP_009134764.1
OG0009032	Om002G046400	XP_018512587.1, XP_009124185.2
OG0009033	Om002G046470	XP_009124187.1, XP_009134777.1
OG0009034	Om002G046510	XP_009134782.1, XP_009124983.1
OG0009035	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750	XP_009124206.1
OG0009036	Om002G047130	XP_009134811.1, XP_009147272.1
OG0009037	Om002G047200, Om002G047190, Om002G047210	XP_009147268.1
OG0009038	Om002G047900	XP_009147209.1, XP_009134838.2
OG0009039	Om002G047920	XP_009134848.1
OG0009040	Om002G048510, Om002G048520	XP_009134870.1, XP_009129639.1
OG0009041	Om002G048800	XP_009129655.1, XP_009134882.1
OG0009042	Om002G049140	XP_009147155.1, XP_009124818.1
OG0009043	Om002G049310	XP_009147140.1, XP_009134911.1
OG0009044	Om002G049580	XP_033148254.1, XP_009134938.1
OG0009045	Om002G049800	XP_009124525.1, XP_009147110.1
OG0009047	Om002G050010	XP_009147088.1, XP_009124384.1
OG0009048	Om002G050040	XP_009134962.1
OG0009049	Om002G050060	XP_009147084.1
OG0009050	Om007G307670, Om007G318270, Om007G313180	XP_033130580.1
OG0009051	Om004G132500, Om006G270770, Om006G270450	XP_033134868.1, XP_033135517.1
OG0009052	Om004G169230	XP_009129120.1
OG0009053	Om002G050860	XP_009123974.1, XP_009147007.1
OG0009054	Om002G050920	XP_009123944.1, XP_009135022.1
OG0009055	Om007G287850	XP_009123449.1, XP_009124593.1
OG0009056	Om008G329520	XP_009141916.1
OG0009057	Om008G329620	XP_009133438.1, XP_009141909.2
OG0009058	Om008G329820	XP_009142688.1
OG0009059	Om008G330010	XP_009141888.2, XP_009143220.1
OG0009060	Om008G330090	XP_009141885.1, XP_009143222.1
OG0009061	Om008G330260	XP_033144989.1, XP_033146932.1
OG0009062	Om008G331470	XP_009141830.2, XP_009143293.1
OG0009063	Om008G331480	XP_009143294.1, XP_009141828.1
OG0009064	Om008G331800	XP_009143306.1, XP_009141815.1
OG0009065	Om008G332270	XP_009143335.2, XP_009133349.1
OG0009066	Om008G331960, Om006G267510	XP_009143319.1
OG0009067	Om008G332480	XP_009143338.1, XP_009141789.1
OG0009068	Om008G333240	XP_009143364.1, XP_009141758.1
OG0009069	Om005G211490	XP_009127599.1, XP_009105359.1
OG0009070	Om008G333260	XP_009133288.1, XP_009141756.1
OG0009071	Om008G337620	XP_009143613.1
OG0009072	Om008G337550	XP_033143085.1, XP_009143607.1
OG0009073	Om008G337480	XP_018514283.1
OG0009074	Om006G255640	XP_009148736.1, XP_009115969.1
OG0009075	Om008G337060	XP_009133087.2, XP_033147789.1
OG0009076	Om008G336850	XP_033146940.1, XP_009141603.1
OG0009077	Om008G336440	XP_009133103.1, XP_009141619.1
OG0009078	Om008G336180	XP_009133111.1, XP_033148157.1
OG0009079	Om008G335780	XP_033148456.1, XP_009141650.1
OG0009080	Om008G334850	XP_009133212.1
OG0009082	Om008G333410	XP_009133271.1, XP_009143371.1
OG0009083	Om008G333420	XP_009133272.1, XP_009143372.1
OG0009084	Om008G334590	XP_009133228.1, XP_009143428.1
OG0009085	Om008G333700, Om008G333670	XP_009141742.1, XP_009133261.1
OG0009086	Om002G054090	XP_009133248.1
OG0009087	Om008G333980	XP_009133247.1, XP_009141734.1
OG0009088	Om008G338070	XP_009141522.2, XP_009133045.1
OG0009089	Om005G195920	XP_009117842.1, XP_009148909.2
OG0009090	Om005G195940	XP_009117839.1, XP_009148911.1
OG0009091	Om005G196110	XP_009117833.2, XP_009148928.1
OG0009092	Om005G196180	XP_009110481.1, XP_009148939.2
OG0009093	Om005G196280	XP_009117822.1, XP_009148952.1
OG0009094	Om005G196420	XP_009148958.1, XP_009117815.1
OG0009095	Om005G196850	XP_009110465.1, XP_009117787.1
OG0009096	Om005G197030	XP_009117778.1
OG0009097	Om005G197330, Om005G197320	XP_009117766.1
OG0009098	Om005G197470	XP_009117761.1, XP_033128780.1
OG0009099	Om005G197500	XP_009149087.1, XP_009117760.1
OG0009100	Om005G197870	XP_009110437.1, XP_009149124.1
OG0009101	Om005G198340	XP_009110419.1, XP_009149169.2
OG0009102	Om005G198520	XP_033129812.1
OG0009103	Om005G198640	XP_009110413.2, XP_009117662.2, XP_033128790.1
OG0009104	Om005G198990	XP_009149216.1
OG0009105	Om005G199710	XP_009149263.1, XP_009110360.1
OG0009106	Om005G200310	XP_009110338.1, XP_009149331.1
OG0009107	Om008G346320	XP_009110334.1
OG0009108	Om005G200380	XP_009110330.1, XP_009149351.1
OG0009109	Om005G200400	XP_033132684.1
OG0009110	Om005G200920	XP_009149383.1, XP_009110302.1
OG0009111	Om005G202030	XP_009110250.1, XP_009149489.1
OG0009112	Om005G202050	XP_009103373.1, XP_033128217.1
OG0009113	Om005G202330	XP_033133414.1, XP_009103350.1
OG0009115	Om005G203300	XP_009103308.1, XP_009149589.1
OG0009116	Om006G253650	XP_009103911.1, XP_009116108.1
OG0009117	Om005G204260	XP_009110165.1
OG0009118	Om005G204460	XP_009110156.1, XP_009145382.1
OG0009119	Om005G204480	XP_009103266.1, XP_009145380.1
OG0009120	Om005G205210	XP_033130855.1
OG0009121	Om005G205220	XP_009115609.1, XP_009103222.1
OG0009122	Om005G205700	XP_009115564.2, XP_009103199.1
OG0009123	Om004G143700	XP_009115540.1, XP_009110104.1
OG0009124	Om004G143800	XP_009115526.2, XP_018509925.1
OG0009125	Om004G144380	XP_009103160.2
OG0009126	Om004G145080	XP_009110059.1, XP_009115440.1
OG0009127	Om004G145240	XP_009115422.1, XP_009110053.1
OG0009128	Om004G145520	XP_009103107.2, XP_009115408.1
OG0009129	Om004G146000, Om001G013680	XP_033132180.1, XP_033135159.1
OG0009130	Om005G209500	XP_009105478.1, XP_009127723.1
OG0009131	Om004G146210	XP_009115365.1, XP_009103093.1
OG0009132	Om004G146570	XP_009115351.1, XP_009109913.1
OG0009134	Om004G146670	XP_009103085.1, XP_009109904.2
OG0009135	Om004G147100	XP_009103068.1, XP_009115317.1
OG0009136	Om004G147220	XP_009115314.1, XP_033131304.1
OG0009137	Om004G170610	XP_009115295.1, XP_009103053.1
OG0009138	Om004G147510	XP_009109862.1
OG0009139	Om004G148070	XP_009113798.1
OG0009141	Om007G298170	XP_009137903.1, XP_009137439.1
OG0009142	Om003G107490	XP_033135472.1, XP_033136551.1, XP_033135473.1
OG0009143	Om007G292870	XP_009137452.1, XP_009138109.1
OG0009144	Om007G285700	XP_009138515.1, XP_009137473.1
OG0009145	Om007G285790	XP_009137480.1, XP_009138628.1
OG0009146	Om004G151700	XP_009140635.1, XP_009117069.1
OG0009148	Om004G151340	XP_009117086.1, XP_009140613.1
OG0009149	Om004G151590	XP_009140621.1, XP_009117084.1
OG0009150	Om004G153430, Om018G374090	XP_009117121.1, XP_009140559.2
OG0009151	Om018G373810, Om004G153110	XP_009117140.1, XP_009140530.1
OG0009153	Om004G155310, Om004G152940	XP_009117266.1
OG0009155	Om004G151530	XP_009117298.1
OG0009156	Om006G257240	XP_009148978.2, XP_033136980.1
OG0009157	Om004G154040	XP_009140366.1, XP_009112511.1
OG0009158	Om004G153850	XP_009140358.1, XP_009112525.1
OG0009159	Om004G155750	XP_009140306.1
OG0009160	Om004G156120	XP_009117407.1
OG0009161	Om004G156450	XP_009140253.1
OG0009162	Om005G195640	XP_009148888.1, XP_033133820.1
OG0009163	Om005G195260	XP_009117875.1, XP_009148859.1
OG0009164	Om005G195030	XP_009117887.1, XP_009148844.1
OG0009165	Om005G194260	XP_009117925.2, XP_033129093.1
OG0009166	Om005G194210	XP_009148698.1, XP_018509595.1
OG0009167	Om005G194050	XP_009148676.1, XP_009117950.1
OG0009168	Om005G192990	XP_009118010.1, XP_009110592.1
OG0009169	Om005G193020	XP_009110590.1, XP_033128817.1
OG0009170	Om005G192550	XP_033135460.1, XP_033129166.1
OG0009171	Om005G191770	XP_009148600.1, XP_009118089.1
OG0009172	Om005G191020	XP_009110700.1, XP_009148515.1
OG0009173	Om005G190870	XP_009148504.1, XP_009110703.1
OG0009174	Om005G190320	XP_009148470.1, XP_009110734.1
OG0009175	Om005G189470	XP_033133578.1, XP_009118209.3
OG0009176	Om005G189430	XP_009144414.1, XP_009118207.1
OG0009177	Om005G189320	XP_009148410.1, XP_033133585.1
OG0009178	Om005G188790	XP_009148352.1, XP_009144461.1
OG0009179	Om005G188190	XP_009148290.2, XP_009110798.1
OG0009180	Om005G188280	XP_009148306.1, XP_009110792.1
OG0009181	Om005G187690	XP_009118315.2, XP_009148249.1
OG0009182	Om005G187410	XP_009118323.1, XP_009148183.1
OG0009183	Om005G184200	XP_009146845.1
OG0009183	Om005G187340	XP_009107966.1
OG0009184	Om005G187110	XP_009110854.1
OG0009185	Om005G186990	XP_009118331.1
OG0009186	Om006G241580	XP_009120848.2, XP_009126399.1
OG0009187	Om005G186870	XP_009148138.1, XP_009118346.1
OG0009188	Om005G186820	XP_009110875.1, XP_009148132.1
OG0009189	Om005G186600	XP_009118368.1, XP_009148112.1
OG0009190	Om005G186610	XP_033135437.1, XP_009148113.1
OG0009191	Om005G186630	XP_018515509.1, XP_033135438.1
OG0009192	Om005G186650	XP_009148114.2, XP_009110879.1
OG0009193	Om005G186530	XP_009118370.1, XP_009110889.1
OG0009194	Om005G186440	XP_033133211.1, XP_009118375.1
OG0009195	Om005G185900	XP_009148054.1, XP_009110910.1
OG0009196	Om005G186300	XP_009148090.1, XP_009118380.2
OG0009197	Om005G185460	XP_009148013.2, XP_009118422.1
OG0009198	Om005G185170	XP_009118961.2, XP_009118439.1
OG0009199	Om005G184780	XP_009118983.1, XP_009118459.1
OG0009200	Om005G183940	XP_009119058.1, XP_009110981.1
OG0009201	Om005G183880	XP_009110992.2, XP_009119065.1
OG0009202	Om005G183750	XP_009110996.1, XP_009118547.1
OG0009203	Om005G183710	XP_018511175.1, XP_009110999.1
OG0009205	Om005G183180	XP_009111027.2, XP_009119116.2
OG0009206	Om005G182740	XP_033138070.1, XP_009118589.1
OG0009207	Om005G182700	XP_009119162.1, XP_009118591.1
OG0009208	Om005G182560	XP_009119172.1, XP_009118603.1
OG0009209	Om004G130130	XP_009128444.1
OG0009210	Om005G182140	XP_009111070.1, XP_009119229.1
OG0009211	Om005G181970, Om005G181960	XP_009119250.1, XP_033132347.1
OG0009212	Om005G181920	XP_009111081.2, XP_009119254.1
OG0009213	Om005G181590	XP_009118638.1, XP_033138302.1
OG0009214	Om005G181360	XP_009119315.1, XP_009111113.1
OG0009215	Om005G181060	XP_009119342.1, XP_009118676.2
OG0009216	Om005G180380	XP_033135231.1, XP_009119539.1
OG0009217	Om005G179950	XP_009118716.1, XP_033138278.1
OG0009218	Om005G179860	XP_033134966.1, XP_033138360.1
OG0009219	Om005G179600	XP_009119609.1, XP_009118743.1
OG0009220	Om005G179360	XP_033138346.1
OG0009221	Om005G179290	XP_009118766.1, XP_009119629.2
OG0009222	Om005G179000	XP_009118783.1, XP_009119651.1
OG0009223	Om005G178910	XP_009119661.2
OG0009224	Om005G178820	XP_009119667.1
OG0009225	Om005G178730	XP_009119678.1, XP_009118796.1
OG0009226	Om005G178640	XP_009119681.1, XP_009118804.1
OG0009227	Om005G178570	XP_033135953.1, XP_009119686.1
OG0009228	Om005G178290	XP_009119709.1, XP_009118816.2
OG0009229	Om005G178100	XP_009119729.1
OG0009230	Om005G177710	XP_009118853.1, XP_009119750.1
OG0009231	Om005G177600	XP_009118862.2, XP_009119757.1
OG0009232	Om007G301950	XP_009131370.1
OG0009233	Om007G301880	XP_033137820.1, XP_009131376.1
OG0009234	Om007G301580	XP_009131392.2, XP_009121683.1
OG0009235	Om007G301760	XP_009121696.1, XP_009125962.1
OG0009236	Om007G300580	XP_009131426.1, XP_009126015.1
OG0009237	Om007G300510	XP_009131429.1, XP_009126019.1
OG0009238	Om007G300440	XP_009131432.1, XP_009126024.1
OG0009239	Om007G299530	XP_009126061.1, XP_009131487.1
OG0009240	Om007G299870	XP_009126046.1, XP_009121577.1
OG0009241	Om007G300130	XP_009131454.1, XP_009126040.1
OG0009242	Om007G299320	XP_009121547.2, XP_033140090.1
OG0009243	Om007G298820	XP_009121509.2, XP_009131524.1
OG0009244	Om007G298690	XP_033143162.1, XP_009121504.1
OG0009245	Om007G297920	XP_009126134.1, XP_009121459.1
OG0009246	Om007G297840	XP_009131556.2, XP_018511033.2
OG0009247	Om007G297410	XP_033145013.1, XP_009126160.1
OG0009249	Om007G296820	XP_009107530.1
OG0009250	Om007G296150	XP_009131638.1, XP_009121010.1
OG0009251	Om007G295000	XP_009131704.1
OG0009252	Om007G295050	XP_009120930.1, XP_009131714.1
OG0009253	Om007G294760	XP_009126315.1, XP_009120903.1
OG0009254	Om007G294750	XP_009120902.1, XP_009126352.1
OG0009255	Om007G293610	XP_033135610.1, XP_009129860.2
OG0009256	Om007G303270	XP_009151263.1, XP_009111899.1
OG0009257	Om001G005500	XP_033140522.1
OG0009258	Om008G339630	XP_009151292.1, XP_009111887.1
OG0009260	Om007G304580	XP_009130030.2, XP_009151698.1
OG0009262	Om004G161140	XP_009125929.1, XP_009121743.2
OG0009263	Om004G161250	XP_009125921.1, XP_009121754.1
OG0009264	Om004G169800	XP_009122296.1, XP_033144619.1
OG0009265	Om004G169770	XP_009122301.1, XP_009130965.2
OG0009267	Om004G160870	XP_009125947.1, XP_009131363.1
OG0009268	Om004G169980	XP_009130954.1, XP_009122282.1
OG0009269	Om004G170020	XP_033137636.1, XP_009125660.1
OG0009270	Om004G144900, Om004G156440, Om004G161500	XP_009121769.1
OG0009271	Om004G170500	XP_009130932.1
OG0009272	Om004G170510	XP_009130927.1, XP_033137384.1
OG0009273	Om004G170740	XP_033145098.1, XP_033138674.1
OG0009274	Om004G170880	XP_009130906.2, XP_009122207.1
OG0009275	Om004G171120	XP_009122183.1, XP_009125618.1
OG0009276	Om004G171690	XP_009122145.1
OG0009277	Om004G171880	XP_033137337.1, XP_009125593.1
OG0009278	Om004G171910	XP_009125592.1, XP_009130876.1
OG0009279	Om004G172210	XP_009130855.1, XP_018511109.2
OG0009280	Om004G172480	XP_033141394.1
OG0009281	Om006G240280	XP_009151078.1, XP_009129959.1
OG0009282	Om006G240510	XP_009151097.1, XP_009111675.1
OG0009283	Om006G240320	XP_009129956.1
OG0009284	Om006G240070	XP_009151060.1, XP_009129970.1
OG0009285	Om006G239970	XP_009111661.1, XP_009129972.1
OG0009286	Om006G239830	XP_009111656.1, XP_009129987.2
OG0009287	Om006G239650	XP_009129991.2, XP_009151023.1
OG0009288	Om006G239630	XP_018515434.1, XP_018510673.1
OG0009289	Om006G239370	XP_009150997.2, XP_009111642.2
OG0009290	Om006G239310	XP_009150986.1, XP_018512385.1
OG0009291	Om006G252880	XP_009139213.1, XP_033136727.1
OG0009292	Om006G239270	XP_009130056.1, XP_009150981.1
OG0009293	Om006G239050	XP_009150968.1, XP_009111628.1
OG0009294	Om006G238530	XP_009150918.2, XP_009130097.2
OG0009295	Om006G238030	XP_033135756.1, XP_009150881.1
OG0009296	Om006G237930	XP_009150872.2, XP_009141520.1
OG0009297	Om006G237820	XP_009150869.1
OG0009298	Om006G237790	XP_009141488.1, XP_009150862.1
OG0009299	Om006G237620	XP_018512359.1, XP_009136379.1
OG0009300	Om006G237010	XP_009130151.1, XP_009111978.1
OG0009301	Om006G236320	XP_009150124.1, XP_009112001.2
OG0009302	Om006G236140	XP_033128993.1
OG0009303	Om006G234930	XP_033129852.1, XP_009130237.2
OG0009304	Om006G263180	XP_009150874.1
OG0009305	Om006G234770	XP_009150365.1
OG0009306	Om006G247320	XP_009126739.1, XP_009120392.1
OG0009307	Om006G247790	XP_009120349.1, XP_009132055.2
OG0009308	Om006G257470	XP_009115808.1
OG0009309	Om006G257520	XP_033136715.1, XP_009115799.1
OG0009310	Om006G257540	XP_009136603.1, XP_009115798.1
OG0009311	Om006G257740	XP_009136581.1, XP_009115784.1
OG0009312	Om006G257960	XP_033148838.1, XP_009115771.1, XP_033144648.1
OG0009313	Om006G258370	XP_009115730.2, XP_033148823.1
OG0009314	Om006G258590	XP_009115721.1, XP_009101959.1
OG0009315	Om006G259540	XP_033143148.1, XP_033142679.1
OG0009316	Om006G259590	XP_009101514.1, XP_009115678.1
OG0009317	Om006G259620	XP_009115675.1
OG0009318	Om006G260210	XP_009150133.1, XP_009149726.1
OG0009319	Om006G260480	XP_009149751.1, XP_009150153.1
OG0009320	Om005G221820, Om002G074190	XP_009150160.1, XP_009149765.1
OG0009321	Om006G261540	XP_009149794.1, NP_001288988.1
OG0009322	Om006G261870	XP_009149810.1, XP_009151413.1
OG0009323	Om006G262440	XP_009149816.1, XP_009150194.1
OG0009324	Om006G262570	XP_009150197.1, XP_033128975.1
OG0009325	Om006G263490	XP_009149853.1
OG0009326	Om006G263780	XP_009149863.1
OG0009327	Om006G265870	XP_009149923.1
OG0009328	Om006G268820	XP_009150296.1
OG0009329	Om006G268550	XP_009106566.1
OG0009330	Om001G030360	XP_009108815.1, XP_033148320.1
OG0009331	Om002G082360	XP_009151574.1, XP_009111811.1
OG0009332	Om005G212540	XP_009127544.1, XP_009105273.1
OG0009333	Om005G212520	XP_009105275.1, XP_009105126.1
OG0009334	Om005G210640	XP_009127657.1, XP_009105032.1
OG0009335	Om005G210290	XP_009105430.1, XP_009105020.1
OG0009336	Om005G210450	XP_009127663.1, XP_009105422.1
OG0009337	Om005G209860	XP_009105454.1, XP_009127699.1
OG0009338	Om005G209620	XP_009105006.1, XP_009105470.2
OG0009339	Om005G209530	XP_009127721.1, XP_033130282.1
OG0009340	Om005G209340	XP_009105493.1, XP_009105596.3
OG0009341	Om007G285500	XP_009103548.1, XP_009123176.1
OG0009342	Om005G208650	XP_009105648.1, XP_009127762.1
OG0009343	Om005G208640	NP_001288882.1, XP_009105649.1
OG0009344	Om005G208370	XP_009127770.1, XP_009104974.1
OG0009345	Om005G207820	XP_009127790.1, XP_009105701.1
OG0009346	Om005G207280	XP_009105737.1, XP_018511759.1
OG0009347	Om005G206630	XP_009104926.2, XP_009127852.1
OG0009348	Om005G206490	XP_009104918.1
OG0009349	Om005G206140	XP_009104909.1
