Orthogroup	Eutrema_salsugineum	Odontarrhena_muralis
OG0010080	XP_006393894.1	Om006G230240
OG0010081	XP_006393893.1	Om006G230220
OG0010082	XP_006393870.1	Om006G229940
OG0010083	XP_006393838.2	Om006G229540
OG0010084	XP_006393821.1	Om006G229460
OG0010085	XP_006403920.1	Om006G257340
OG0010086	XP_006393786.1	Om002G045320
OG0010087	XP_006396206.1	Om004G157110
OG0010088	XP_006396263.1	Om004G157780
OG0010089	XP_006396259.1	Om004G157750
OG0010090	XP_006416617.1	Om005G199880
OG0010091	XP_006396285.1	Om004G158080
OG0010092	XP_006396348.1	Om004G158700
OG0010093	XP_006396378.1, XP_006396383.1	Om004G159050
OG0010094	XP_006396422.1	Om004G159450
OG0010095	XP_006396414.1, XP_024009993.1	Om004G159500
OG0010096	XP_006396442.2	Om004G159740
OG0010097	XP_006396467.1	Om004G160040
OG0010098	XP_024009867.1	Om002G077450, Om004G160230
OG0010099	XP_006396540.1	Om004G160760
OG0010100	XP_006396547.1	Om004G160840
OG0010101	XP_006396552.1	Om007G302180
OG0010102	XP_006396554.1	Om007G302220
OG0010103	XP_006396557.1	Om007G302250
OG0010104	XP_024009864.1	Om007G293090
OG0010105	XP_006403210.1	Om007G277840
OG0010106	XP_024003828.1	Om007G278300
OG0010107	XP_006410470.1	Om007G278400
OG0010108	XP_024003846.1	Om007G279350
OG0010109	XP_006410390.1	Om007G279540
OG0010110	XP_006410330.2	Om007G279900
OG0010111	XP_006410307.1	Om007G280080
OG0010112	XP_006410252.1	Om007G280740
OG0010113	XP_024003825.1	Om007G280960
OG0010114	XP_006410173.1	Om007G281260
OG0010115	XP_006410104.1, XP_006410117.1	Om007G281650
OG0010116	XP_006410052.1	Om007G282060
OG0010118	XP_006409928.1	Om007G283080
OG0010119	XP_006409890.1	Om007G283450
OG0010120	XP_006409868.1	Om007G283620
OG0010121	XP_024004277.1	Om007G283890
OG0010122	XP_024003950.1, XP_024003935.1	Om007G283910
OG0010123	XP_006409832.1	Om007G283970
OG0010124	XP_006409791.1	Om007G284310
OG0010125	XP_024016846.1	Om007G284320, Om003G111540, Om003G111570
OG0010126	XP_006409787.1	Om002G085390, Om007G284330, Om002G085460, Om003G111550
OG0010127	XP_024016047.1	Om007G284790
OG0010128	XP_024010558.1	Om007G285340
OG0010129	XP_006401579.1	Om007G300970
OG0010130	XP_006408724.1	Om007G285470
OG0010131	XP_006408785.1	Om004G149490
OG0010132	XP_006413075.1	Om001G020380
OG0010133	XP_006408556.2	Om002G042220
OG0010134	XP_006407758.1	Om002G051010, Om002G051030
OG0010135	XP_024012297.1	Om004G177340
OG0010136	XP_006411405.1	Om008G328050
OG0010137	XP_006411401.1	Om008G328130
OG0010139	XP_006413181.1	Om001G017760
OG0010140	XP_006408479.1	Om002G042970
OG0010141	XP_006408381.1	Om002G044160
OG0010142	XP_024016592.1, XP_006408330.1	Om002G044660
OG0010143	XP_006408328.1	Om002G044680
OG0010144	XP_006408286.1	Om002G045140
OG0010145	XP_006408280.1	Om002G045210
OG0010146	XP_006408271.1	Om002G045290
OG0010147	XP_024015573.1	Om002G045370
OG0010148	XP_006408153.1	Om002G046050
OG0010149	XP_024015132.1	Om002G046080
OG0010150	XP_006408149.1	Om002G046600
OG0010151	XP_006408036.1	Om002G048010
OG0010152	XP_006407917.1	Om002G049350
OG0010153	XP_006407916.2	Om002G049360
OG0010154	XP_006407890.1	Om002G049630
OG0010155	XP_006399825.1, XP_006407883.1	Om002G049710
OG0010156	XP_006407872.1	Om002G049790
OG0010157	XP_006407799.1	Om002G050560
OG0010158	XP_024015375.1	Om002G050760
OG0010159	XP_006394440.1	Om006G235990
OG0010160	XP_006407745.1	Om002G051170
OG0010161	XP_006411241.1	Om008G330840
OG0010162	XP_006411223.1	Om008G331120
OG0010163	XP_006411218.1	Om008G331080
OG0010164	XP_006411176.1	Om008G331870
OG0010165	XP_006403514.1	Om006G252670
OG0010166	XP_006411125.1	Om008G332620
OG0010167	XP_006411102.1	Om008G333170
OG0010168	XP_006410816.1	Om008G337190
OG0010169	XP_006410838.2	Om008G336820
OG0010170	XP_006410857.1	Om008G336530
OG0010171	XP_006410893.1	Om008G336060
OG0010172	XP_006410894.1	Om008G336020
OG0010173	XP_024003890.1	Om008G335900
OG0010175	XP_024003875.1	Om008G334260, Om008G334350
OG0010176	XP_006411009.1	Om008G334410
OG0010178	XP_006417899.1	Om005G184080
OG0010179	XP_006411091.1	Om008G333290
OG0010180	XP_006416908.1	Om005G196150
OG0010181	XP_006416902.1	Om005G196200
OG0010182	XP_024007882.1	Om005G197750
OG0010183	XP_006416691.1	Om005G198840
OG0010184	XP_024016191.1, XP_006416676.1	Om005G199030
OG0010185	XP_006400572.1	Om006G241770
OG0010186	XP_006416640.1	Om005G199620
OG0010187	XP_006416580.1	Om005G200450
OG0010188	XP_006416571.1	Om005G200560
OG0010189	XP_024008920.1	Om005G201170
OG0010190	XP_006416506.1	Om005G201380
OG0010191	XP_006416496.1	Om005G201490
OG0010192	XP_006416448.1	Om005G202060
OG0010193	XP_006416445.1	Om005G202090
OG0010194	XP_006416444.1	Om005G202100, Om004G170760
OG0010195	XP_006416443.1	Om005G202130
OG0010196	XP_024008893.1	Om005G202190
OG0010197	XP_024009148.1	Om005G202560
OG0010198	XP_024008601.1	Om005G202850
OG0010199	XP_024007857.1	Om005G202860
OG0010200	XP_006416356.1	Om005G202990
OG0010201	XP_024008128.1	Om005G203270
OG0010202	XP_006416276.1	Om005G204080
OG0010203	XP_006416274.1	Om005G204110
OG0010204	XP_006390063.1	Om004G134360
OG0010205	XP_006416175.1	Om005G205190
OG0010206	XP_006416150.1	Om005G205370
OG0010207	XP_024008460.1	Om005G205530
OG0010208	XP_006416122.1	Om005G205730
OG0010209	XP_024007851.1	Om004G143620
OG0010210	XP_006390875.1	Om005G207560
OG0010212	XP_006415980.1	Om004G145250
OG0010214	XP_006391041.1	Om005G209690
OG0010215	XP_006415913.1	Om004G146410
OG0010216	XP_006415895.1	Om004G146760
OG0010217	XP_006415882.1	Om004G146920
OG0010218	XP_006391172.2	Om005G211320
OG0010220	XP_024008004.1	Om004G147710
OG0010221	XP_006415816.1	Om004G147720
OG0010222	XP_006415768.1	Om004G148380
OG0010223	XP_006413402.1	Om006G240760
OG0010224	XP_006413345.1	Om007G285940
OG0010225	XP_006413341.1	Om007G285970
OG0010226	XP_024004503.1	Om007G286080
OG0010227	XP_006413330.1	Om007G286090
OG0010228	XP_006413279.1	Om007G286790
OG0010229	XP_006405211.1	Om004G149240
OG0010231	XP_006404980.1	Om004G153410, Om018G374070
OG0010235	XP_006404860.1	Om004G155400, Om004G153000
OG0010236	XP_024013874.1	Om004G154880, Om004G152230
OG0010237	XP_006404857.1	Om004G152220, Om004G154870
OG0010239	XP_006404754.1	Om004G154380
OG0010240	XP_024013876.1	Om004G155860
OG0010241	XP_006404556.1	Om004G156380
OG0010242	XP_006416940.1	Om005G195800
OG0010243	XP_006416948.1	Om005G195680
OG0010244	XP_006416978.1	Om005G195190
OG0010245	XP_006417011.1	Om005G194610
OG0010246	XP_024008553.1	Om005G194380
OG0010247	XP_006417075.1	Om005G194090
OG0010248	XP_006417130.1	Om005G193050
OG0010249	XP_006417129.1	Om005G193060
OG0010250	XP_006417147.1	Om005G192870
OG0010251	XP_006417245.1	Om005G191760
OG0010252	XP_006417367.1	Om005G190180
OG0010253	XP_024008334.1	Om004G131880
OG0010254	XP_006417397.1	Om005G189800
OG0010255	XP_024008999.1	Om005G189670
OG0010256	XP_006417439.1	Om005G189310
OG0010257	XP_006417462.1	Om005G189020
OG0010258	XP_006417561.1	Om005G187730
OG0010259	XP_006417569.1	Om005G187560
OG0010260	XP_006417605.1	Om005G187130
OG0010261	XP_024009076.1	Om005G187000
OG0010262	XP_006417645.1	Om005G186850
OG0010263	XP_006417785.1	Om005G185410
OG0010264	XP_006396961.1	Om003G100720, Om005G184290
OG0010265	XP_006417917.1	Om005G183930
OG0010267	XP_006417992.1	Om005G183130
OG0010268	XP_006418025.2	Om005G182810
OG0010269	XP_024008242.1	Om005G182780
OG0010271	XP_006418053.1	Om005G182450
OG0010272	XP_006418089.1	Om005G181990
OG0010273	XP_006418093.2	Om005G181930
OG0010274	XP_024008771.1	Om005G181650
OG0010275	XP_006418137.1	Om005G181440
OG0010276	XP_006418178.1	Om005G181050
OG0010277	XP_006418183.1	Om005G181010
OG0010279	XP_006418203.1	Om005G180810
OG0010280	XP_006418198.1	Om005G180840
OG0010281	XP_006418247.1	Om005G180220
OG0010282	XP_006418279.1	Om005G179840
OG0010283	XP_006418318.1	Om005G179430
OG0010284	XP_006418341.1	Om005G179210, Om005G179250
OG0010285	XP_006418336.1	Om005G179300
OG0010286	XP_006418424.1	Om005G178440
OG0010287	XP_006399898.1	Om007G302010
OG0010288	XP_006399937.1	Om007G301550
OG0010289	XP_006399987.1	Om007G300920
OG0010290	XP_006400083.1	Om007G299560
OG0010291	XP_024012337.1	Om007G299820
OG0010292	XP_006400188.1	Om007G298230
OG0010293	XP_024011764.1	Om007G297960
OG0010294	XP_006400204.1	Om007G297970
OG0010295	XP_006400217.1	Om007G297850
OG0010296	XP_006400252.1	Om007G297340
OG0010297	XP_006400261.1	Om007G297260
OG0010298	XP_006400307.1	Om007G296710
OG0010299	XP_006408239.1	Om002G045630
OG0010300	XP_006400380.1	Om007G295940
OG0010301	XP_006400455.1	Om007G295100
OG0010302	XP_006400482.1	Om007G294790
OG0010303	XP_006412362.1	Om001G030760
OG0010304	XP_006394997.1	Om007G293380
OG0010305	XP_006395013.1	Om007G293220
OG0010307	XP_006395029.1	Om001G032820
OG0010309	XP_006395063.1	Om007G303720, Om007G303740
OG0010310	XP_006395067.1	Om007G303730
OG0010312	XP_006395073.1	Om007G303820
OG0010313	XP_006395172.1	Om007G307230, Om009G364250
OG0010314	XP_006407843.1	Om002G050080
OG0010315	XP_006399861.1	Om004G161080
OG0010316	XP_006399180.1	Om004G169560
OG0010317	XP_006396006.1	Om003G099840, Om005G178300
OG0010318	XP_006399117.1	Om004G170250
OG0010319	XP_006399109.1	Om004G170330
OG0010320	XP_006399098.1	Om004G170450
OG0010321	XP_006399035.2	Om004G171180
OG0010322	XP_006399027.1	Om004G171250
OG0010323	XP_006399016.1	Om004G171410
OG0010324	XP_006399003.1	Om004G171630
OG0010325	XP_006398995.2	Om004G171780, Om004G171730
OG0010326	XP_006398992.1	Om004G171830
OG0010327	XP_006398982.1	Om004G171920
OG0010328	XP_006398981.1	Om004G171930
OG0010329	XP_006398955.1	Om004G172220
OG0010330	XP_006398956.1	Om004G172200
OG0010331	XP_006394838.2	Om006G240610
OG0010332	XP_006394766.1	Om006G239850
OG0010333	XP_024007506.1	Om006G239260
OG0010334	XP_006394702.1	Om006G239130
OG0010335	XP_006394708.1	Om006G239220
OG0010336	XP_024007193.1	Om006G238710
OG0010337	XP_006394661.1	Om006G238650
OG0010338	XP_006394648.1	Om006G238430
OG0010339	XP_006394619.1	Om006G238100
OG0010340	XP_006394569.1	Om006G237480
OG0010341	XP_024007600.1	Om006G237290
OG0010342	XP_006394505.2	Om006G236660
OG0010343	XP_024006739.1	Om006G236540
OG0010344	XP_024007550.1	Om006G235700
OG0010346	XP_006394389.1	Om006G235450
OG0010347	XP_006394359.1	Om006G235100
OG0010348	XP_006401108.1	Om006G247930
OG0010349	XP_006403923.1	Om006G257350
OG0010350	XP_006403969.1	Om006G257860
OG0010351	XP_006403996.1	Om006G258180
OG0010352	XP_006404000.1	Om006G258190
OG0010353	XP_006404034.1	Om006G258720
OG0010354	XP_006404118.1	Om006G260120
OG0010355	XP_024013510.1	Om006G260850
OG0010356	XP_006404182.1	Om006G260950
OG0010357	XP_006404232.1	Om006G261780
OG0010358	XP_006404241.1	Om006G261890
OG0010359	XP_006404254.1	Om006G262330, Om005G214270
OG0010360	XP_006404285.1, XP_024013737.1	Om006G262940
OG0010361	XP_006404312.1	Om006G263560
OG0010362	XP_006404335.1	Om006G263870
OG0010363	XP_006419010.1, XP_006412811.1	Om005G184940
OG0010364	XP_006419084.1	Om006G267650
OG0010365	XP_006419115.1	Om006G268900
OG0010366	XP_006419120.1	Om006G269030
OG0010367	XP_006404519.1	Om006G268690
OG0010368	XP_006404521.1	Om004G134210
OG0010369	XP_024009532.1	Om006G231160
OG0010370	XP_024007963.1	Om005G212000
OG0010371	XP_006391260.1	Om005G212290
OG0010372	XP_006391166.1	Om005G211270
OG0010373	XP_006391198.1	Om005G211680
OG0010374	XP_006391121.1	Om005G210650
OG0010375	XP_006391116.1	Om005G210590
OG0010376	XP_006391096.1	Om005G210340
OG0010377	XP_024012836.1	Om005G210460
OG0010379	XP_006391054.1	Om005G209750
OG0010380	XP_006391042.1	Om005G209700
OG0010381	XP_006391026.1	Om005G209470
OG0010382	XP_006390912.1	Om005G208080
OG0010383	XP_006390813.1	Om005G206800
OG0010384	XP_006390794.1	Om005G206600
OG0010385	XP_006390745.1	Om005G205990
OG0010386	XP_006390689.2	Om004G142920
OG0010387	XP_006390000.1	Om004G133430
OG0010388	XP_006390031.1	Om004G133990
OG0010390	XP_006390073.1	Om004G134500
OG0010391	XP_006390094.1	Om004G134850
OG0010392	XP_024013798.1	Om006G257230
OG0010393	XP_006390119.1	Om004G135120
OG0010394	XP_006390126.1, XP_006405098.1	Om004G144610
OG0010395	XP_006416433.1	Om005G202240
OG0010396	XP_006390337.1	Om004G137730
OG0010397	XP_024005561.1	Om004G139980
OG0010398	XP_006390468.1	Om004G140020, Om004G140030
OG0010399	XP_024011685.1	Om004G140400
OG0010400	XP_024008509.1	Om004G140470
OG0010401	XP_006390532.1	Om004G140820
OG0010402	XP_024011604.1	Om004G140980
OG0010403	XP_006390559.1	Om004G141140
OG0010404	XP_024005926.1	Om004G141940
OG0010405	XP_006390607.1	Om004G142030
OG0010407	XP_024005927.1	Om004G142040
OG0010408	XP_006390671.1	Om004G142680
OG0010409	XP_006389922.1	Om004G132160
OG0010410	XP_006389893.1	Om004G131810
OG0010411	XP_024009979.1	Om004G131450
OG0010412	XP_006389825.1	Om004G130900
OG0010413	XP_006389817.2	Om004G130810
OG0010414	XP_006389800.1	Om004G130490
OG0010415	XP_006389767.1	Om004G130140
OG0010416	XP_024015551.1	Om004G130000, Om004G132560
OG0010417	XP_006401472.1	Om003G117110
OG0010418	XP_024015805.1	Om002G057130
OG0010419	XP_006407241.2	Om002G057370
OG0010421	XP_006407096.1	Om002G059110
OG0010422	XP_006407086.1	Om002G059390
OG0010423	XP_024015359.1	Om002G059430
OG0010424	XP_024006085.1	Om002G059470
OG0010425	XP_006407042.1	Om002G059870
OG0010426	XP_006400573.1	Om006G241780
OG0010427	XP_006406995.1	Om002G060480
OG0010428	XP_024015045.1	Om002G060650
OG0010429	XP_006406958.1	Om002G060950
OG0010430	XP_006406937.1	Om002G061290
OG0010431	XP_006406841.1	Om002G062400
OG0010432	XP_006414394.1	Om003G100460
OG0010433	XP_006406740.1	Om002G063960
OG0010434	XP_006406713.1	Om002G064200
OG0010435	XP_006406674.1	Om002G064640
OG0010436	XP_006406630.1	Om002G065180
OG0010437	XP_006406616.1	Om002G065300
OG0010438	XP_006406610.1	Om002G065360
OG0010439	XP_006406596.1	Om002G065540
OG0010440	XP_006406583.1	Om002G065670
OG0010441	XP_006406563.1	Om002G065940
OG0010442	XP_006406550.1	Om002G066130
OG0010443	XP_006406546.1	Om002G066160
OG0010444	XP_024015333.1	Om002G066310
OG0010445	XP_006393250.1	Om003G098150
OG0010446	XP_006406475.1	Om002G067060
OG0010447	XP_024015113.1	Om002G067100
OG0010448	XP_006406451.2	Om002G067260
OG0010449	XP_006406450.1	Om002G067270
OG0010450	XP_006393153.1	Om003G097090
OG0010451	XP_006406414.1	Om002G067840
OG0010452	XP_006406412.1	Om002G067870
OG0010453	XP_006406411.1	Om002G067880
OG0010454	XP_006406407.1	Om002G067930
OG0010455	XP_006406405.1	Om002G067940
OG0010456	XP_006406382.1	Om002G068200
OG0010457	XP_006406373.1	Om002G068330
OG0010458	XP_006406370.2	Om002G068380
OG0010459	XP_006406361.1	Om002G068550
OG0010460	XP_006406325.1	Om002G069030
OG0010461	XP_006406265.2	Om002G069550
OG0010462	XP_006406239.2	Om002G069840
OG0010463	XP_006406233.1	Om002G069970
OG0010464	XP_006406229.1	Om002G070050
OG0010465	XP_006406212.1	Om002G071250, Om002G071220, Om002G070340
OG0010466	XP_006406129.1	Om002G071110
OG0010467	XP_006418761.1	Om002G073800
OG0010468	XP_006406109.1	Om002G071400
OG0010469	XP_006406108.1	Om002G071430
OG0010470	XP_006406104.1	Om002G071540
OG0010471	XP_006406075.1	Om002G071750
OG0010472	XP_006406065.1	Om002G071830
OG0010473	XP_024014897.1	Om002G072410
OG0010474	XP_006418823.1	Om002G073050
OG0010475	XP_006418815.2	Om002G073120
OG0010476	XP_006418760.1	Om002G073810
OG0010477	XP_006418625.1	Om002G075340
OG0010478	XP_006397106.1	Om001G007390
OG0010479	XP_006409637.1	Om002G081010
OG0010480	XP_006409546.1	Om002G081750
OG0010481	XP_024016507.1	Om005G184970, Om008G320470, Om003G097340
OG0010483	XP_006409437.1	Om002G082510
OG0010484	XP_006409375.1	Om002G083100
OG0010485	XP_006409371.1	Om002G083190
OG0010486	XP_024016446.1	Om002G083430
OG0010487	XP_006409332.1	Om002G083800
OG0010488	XP_006409160.1	Om002G085670
OG0010489	XP_006409038.1	Om002G087200
OG0010490	XP_006409036.1	Om002G087220, Om002G088680
OG0010491	XP_006408887.1	Om002G087380
OG0010492	XP_006408898.1	Om002G087500
OG0010493	XP_006391762.1	Om002G087660
OG0010494	XP_006408922.1	Om002G087860
OG0010495	XP_006412892.1	Om001G023660
OG0010496	XP_006408933.1	Om002G087930
OG0010497	XP_006408956.1	Om002G088160
OG0010498	XP_006408984.1	Om002G088360
OG0010499	XP_006408985.1	Om002G088370
OG0010500	XP_006392555.1	Om003G089410
OG0010501	XP_006392561.2	Om003G089480
OG0010502	XP_024006171.1	Om003G090060
OG0010503	XP_024005230.1	Om003G104550, Om003G104580
OG0010504	XP_006393019.1, XP_006393016.1	Om003G095630
OG0010505	XP_006403908.1	Om006G257220
OG0010506	XP_006393097.1	Om003G096410
OG0010507	XP_006393065.1	Om003G096020
OG0010508	XP_006393115.1	Om003G096640
OG0010509	XP_006393141.1	Om003G096950
OG0010510	XP_006393148.1	Om003G097000
OG0010511	XP_006393162.1	Om003G097210
OG0010512	XP_006393248.1	Om003G098130
OG0010513	XP_006393358.1	Om003G099090
OG0010514	XP_006393315.1	Om003G098760, Om003G097510, Om004G145440
OG0010515	XP_006393394.1	Om003G099390
OG0010516	XP_006393419.1	Om003G099590
OG0010517	XP_006393475.1	Om003G099820
OG0010520	XP_006410603.1	Om008G339930
OG0010521	XP_024004004.1	Om008G340060
OG0010522	XP_006403853.1	Om006G256560
OG0010523	XP_006403849.1	Om006G256530
OG0010524	XP_006403847.1	Om006G256510
OG0010525	XP_006403822.1	Om006G256270
OG0010526	XP_006403820.1	Om006G256250
OG0010527	XP_006403802.1	Om006G255910
OG0010528	XP_006403757.1	Om006G255400
OG0010529	XP_006403756.1	Om006G255390
OG0010531	XP_006403748.1	Om006G255330
OG0010532	XP_006403715.1	Om006G254970
OG0010533	XP_006403722.1, XP_024016099.1	Om006G255060
OG0010534	XP_024013780.1	Om006G254980
OG0010535	XP_006403683.1	Om006G254560
OG0010536	XP_006403673.1	Om006G254440
OG0010537	XP_006403633.1	Om006G254010
OG0010538	XP_006403872.1	Om006G256710
OG0010539	XP_006403583.1	Om006G253370
OG0010540	XP_006403551.1	Om006G253030
OG0010541	XP_006403531.1	Om006G252790
OG0010542	XP_006403497.1	Om006G252460
OG0010543	XP_006403495.1	Om006G252440
OG0010544	XP_006403481.1	Om006G252170
OG0010545	XP_006403428.1	Om006G251560
OG0010546	XP_006402939.1	Om003G119830
OG0010547	XP_006402938.1	Om003G119840
OG0010548	XP_006402931.1	Om003G119890
OG0010549	XP_006402776.1	Om003G122290
OG0010551	XP_006402756.1	Om003G122510
OG0010552	XP_006402733.2	Om003G123040
OG0010553	XP_006403584.1	Om006G253380
OG0010554	XP_006402669.1	Om003G123930
OG0010555	XP_006402658.1	Om003G124100
OG0010556	XP_006402579.2	Om003G125130
OG0010557	XP_024013009.1	Om003G125570
OG0010558	XP_006402510.1	Om003G126160
OG0010559	XP_006402509.1	Om003G126170
OG0010560	XP_006402497.1	Om003G126310
OG0010561	XP_006402490.1	Om003G126390
OG0010562	XP_006409459.1	Om003G126700
OG0010563	XP_006402438.1	Om003G127270
OG0010564	XP_006402432.1	Om003G127360
OG0010565	XP_006402431.1	Om003G127370
OG0010566	XP_006403729.1, XP_006402429.1	Om003G127440
OG0010567	XP_006402370.1	Om003G128110
OG0010568	XP_006402326.1	Om003G128670
OG0010569	XP_024007966.1	Om003G128840, Om007G291030
OG0010570	XP_006402302.1	Om003G128980
OG0010571	XP_024012905.1	Om003G129070, Om004G140940
OG0010572	XP_024008431.1	Om005G195960
OG0010575	XP_006403851.1	Om006G256540
OG0010576	XP_006403577.1	Om006G253290
OG0010578	XP_006411260.1	Om008G330590
OG0010579	XP_006411340.2	Om008G329230
OG0010580	XP_006412714.1	Om001G026060
OG0010581	XP_006411734.1	Om001G040520
OG0010582	XP_006418277.1	Om005G179850
OG0010583	XP_024008634.1	Om005G182870
OG0010585	XP_006417743.1	Om005G185850
OG0010587	XP_006417284.1	Om005G191240
OG0010589	XP_006416233.2	Om005G204530
OG0010590	XP_006390891.1	Om005G207810
OG0010591	XP_006391133.1	Om005G210810
OG0010592	XP_006391182.1	Om005G211450
OG0010593	XP_006412265.2	Om007G277970
OG0010594	XP_024007169.1	Om006G272470
OG0010595	XP_006409814.1	Om007G284170
OG0010596	XP_006418733.1	Om002G074140
OG0010597	XP_024015600.1	Om002G078990
OG0010598	XP_006406707.2	Om002G064300
OG0010599	XP_006407098.1	Om002G059090
OG0010601	XP_006407303.1	Om002G056510
OG0010602	XP_006407321.1	Om002G056280
OG0010603	XP_006407679.1	Om002G051960
OG0010604	XP_006407719.1	Om002G051480
OG0010605	XP_006407859.1	Om002G049920
OG0010606	XP_006408130.1	Om002G046840
OG0010608	XP_006398968.1	Om004G172060
OG0010609	XP_006399122.1	Om004G170200
OG0010610	XP_006404531.1	Om004G156900
OG0010611	XP_006404643.1	Om004G155720
OG0010613	XP_006414027.2	Om001G003220, Om003G098650
OG0010614	XP_006414072.1	Om001G002700
OG0010615	XP_006414228.1	Om001G000270
OG0010616	XP_024008252.1	Om007G290390
OG0010617	XP_006410427.1	Om007G278830
