Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0008983	XP_006410140.1	As006G128280
OG0008984	XP_006409987.1	As006G128900
OG0008985	XP_006409947.1	As006G129120
OG0008986	XP_006409944.2	As006G129140
OG0008987	XP_024003738.1	As006G129300
OG0008988	XP_006409923.1	As006G129340
OG0008989	XP_006409896.1	As006G129590
OG0008990	XP_006409891.1	As006G129630
OG0008991	XP_006409863.1	As006G129880
OG0008992	XP_024016701.1	As006G129950
OG0008993	XP_024003803.1	As006G130070
OG0008994	XP_006409782.1	As006G130350
OG0008995	XP_006409781.1	As006G130360
OG0008996	XP_006408683.1	As006G130760
OG0008997	XP_006408702.1, XP_024016083.1	As006G130820
OG0008998	XP_006408711.1	As006G130860
OG0008999	XP_006409774.2	As006G130940
OG0009000	XP_006396899.2	As006G131400
OG0009001	XP_006398029.1	As006G131550
OG0009002	XP_024016085.1	As006G132080
OG0009003	XP_006405251.1	As006G132180
OG0009004	XP_024005224.1	As006G132280
OG0009005	XP_006413073.1	As006G132310
OG0009006	XP_006413109.1	As006G132590
OG0009007	XP_006408504.1, XP_006409231.1	As006G132800
OG0009008	XP_024016444.1, XP_006408507.1	As006G132820
OG0009009	XP_006408508.2	As006G132830
OG0009010	XP_006408537.1	As006G132920, As008G184190
OG0009011	XP_006408536.1	As006G132930
OG0009012	XP_006408548.1	As006G133240
OG0009013	XP_024005208.1, XP_006413202.1	As006G134080
OG0009014	XP_006413122.2	As006G134370
OG0009015	XP_024005698.1	As006G134500
OG0009016	XP_006408463.1	As006G134920
OG0009017	XP_006408440.1	As006G135170
OG0009018	XP_006408407.1	As006G135550
OG0009019	XP_006408401.1	As006G135610
OG0009020	XP_006408376.1	As006G135840
OG0009021	XP_006408364.1	As006G135930
OG0009022	XP_006408346.1	As006G136080
OG0009023	XP_006408337.1	As006G136150
OG0009024	XP_006408336.1	As006G136160
OG0009025	XP_006408304.1	As006G136460
OG0009026	XP_006408281.1	As006G136720
OG0009027	XP_006408233.1	As006G137270
OG0009028	XP_006408227.1	As006G137330
OG0009029	XP_006408226.1	As006G137340
OG0009030	XP_006408203.1	As006G137480
OG0009031	XP_006408185.1	As006G137660
OG0009032	XP_006408170.1	As006G137830
OG0009033	XP_006408166.1	As009G207100, As006G137860
OG0009034	XP_006408162.1	As006G137910
OG0009035	XP_006408138.1	As006G138100
OG0009036	XP_006408109.2	As006G138400
OG0009037	XP_006408104.1	As006G138450
OG0009038	XP_006408044.1	As006G139040
OG0009039	XP_006408042.1	As006G139060
OG0009040	XP_006407985.1	As006G139590
OG0009041	XP_024015035.1	As006G139860
OG0009042	XP_006407937.1	As006G140160
OG0009043	XP_006407921.1	As006G140280
OG0009044	XP_006407892.1	As006G140540
OG0009045	XP_006407871.1	As006G140780, As009G208470
OG0009046	XP_006395120.1	As009G208490, As006G140790
OG0009047	XP_006415917.1	As006G141030
OG0009048	XP_006407847.1	As006G141060
OG0009049	XP_006407845.1	As006G141080
OG0009050	XP_024015197.1	As006G141670
OG0009051	XP_006408752.1	As006G141700
OG0009052	XP_024004483.1	As006G141800
OG0009053	XP_006407770.1	As006G141810
OG0009054	XP_006407766.1	As006G141880
OG0009055	XP_006393615.1	As006G142230
OG0009056	XP_006411320.1	As006G142280
OG0009057	XP_006411312.1	As006G142350
OG0009058	XP_006411301.1	As006G142450
OG0009059	XP_006411293.1	As006G142550
OG0009060	XP_006411290.1	As006G142590
OG0009061	XP_006411275.1	As006G142720
OG0009062	XP_006411201.2	As006G143340
OG0009063	XP_006411199.1	As006G143350
OG0009064	XP_006411179.1	As006G143520
OG0009065	XP_006411148.1	As006G143720
OG0009066	XP_006411170.1	As006G143920
OG0009067	XP_006411137.1	As006G143950
OG0009068	XP_006411094.1	As006G144360
OG0009069	XP_006391184.1	As006G144370
OG0009070	XP_024003757.1	As006G144400
OG0009071	XP_024003819.1	As006G144660
OG0009072	XP_006410792.1	As006G144720
OG0009073	XP_006410795.1	As006G144740
OG0009074	XP_006403776.1	As006G144760
OG0009075	XP_006410824.1	As006G145080
OG0009076	XP_006410837.1	As006G145190
OG0009077	XP_006410867.2	As006G145460
OG0009078	XP_006410884.1	As006G145720
OG0009079	XP_006410919.1	As006G146050
OG0009080	XP_006410984.1	As006G146930
OG0009081	XP_006410985.1	As006G146940
OG0009082	XP_006411077.1	As006G147260
OG0009083	XP_024004190.1	As006G147310
OG0009084	XP_006411004.1	As006G147940
OG0009085	XP_006411062.1	As006G148410
OG0009086	XP_006411047.1	As006G148420
OG0009087	XP_006411046.1	As006G148610
OG0009088	XP_006410750.1	As006G148830
OG0009089	XP_006416931.1	As007G151900
OG0009090	XP_006416930.1	As007G151920
OG0009091	XP_006416911.1	As007G152000
OG0009092	XP_006416904.1	As007G152060
OG0009093	XP_006416894.1	As007G152180
OG0009094	XP_006416889.1	As007G152210
OG0009095	XP_024009146.1	As007G152440
OG0009097	XP_006416820.1	As007G152890, As007G162460
OG0009098	XP_006416810.2	As007G152980
OG0009099	XP_006416807.1	As007G153010
OG0009100	XP_024007818.1	As007G153290
OG0009101	XP_024008400.1	As007G153650, As010G241560
OG0009102	XP_024008126.1	As007G153810
OG0009103	XP_006416709.1	As007G153920
OG0009104	XP_006416683.1	As007G154080
OG0009105	XP_006416634.1	As007G154600
OG0009106	XP_006416591.1	As007G155010
OG0009107	XP_024006174.1, XP_006405932.2	As007G155050
OG0009108	XP_024009043.1	As007G155070
OG0009109	XP_006416584.1	As007G155090
OG0009110	XP_006407515.1	As007G155460
OG0009111	XP_006416452.1	As007G156120
OG0009112	XP_006416450.1	As007G156130
OG0009113	XP_006416423.1	As007G156360
OG0009114	XP_024007893.1	As007G157020
OG0009115	XP_006416331.1	As007G157120
OG0009116	XP_024013746.1	As007G157770
OG0009117	XP_006416253.1	As007G157910
OG0009118	XP_024008778.1	As007G158070
OG0009119	XP_006416237.1	As007G158080
OG0009121	XP_024009008.1	As007G158730
OG0009122	XP_006416126.2	As007G159220
OG0009123	XP_006416095.1	As007G159470
OG0009124	XP_024008856.1, XP_024008036.1	As007G159600
OG0009125	XP_006416059.1	As007G159690
OG0009126	XP_006415995.1	As007G160210
OG0009127	XP_006415981.1	As007G160330
OG0009128	XP_006415953.1	As007G160560
OG0009129	XP_024008560.1	As007G160610
OG0009130	XP_006391029.1	As007G160660, As010G232420
OG0009131	XP_006415926.1	As007G160770
OG0009132	XP_006415909.1	As007G160920
OG0009133	XP_024008424.1	As007G161000
OG0009134	XP_006415903.2	As007G161010
OG0009135	XP_006415872.1	As007G161290
OG0009136	XP_024008794.1	As007G161320
OG0009137	XP_006415837.2	As007G161560
OG0009138	XP_024007863.1	As007G161590
OG0009139	XP_006415805.1	As007G161860
OG0009140	XP_006415775.1	As007G162090, As007G162100
OG0009141	XP_006413450.1	As007G162760
OG0009143	XP_006413421.1	As007G162980
OG0009144	XP_024005500.1	As007G163550
OG0009145	XP_006413372.1	As007G163730
OG0009146	XP_006405146.1	As007G167100
OG0009148	XP_006405102.1	As007G176810, As007G176820
OG0009149	XP_006405108.1	As007G177640
OG0009150	XP_006404984.1	As007G177990
OG0009151	XP_006404931.2	As007G178310
OG0009152	XP_006404895.1	As007G178970
OG0009153	XP_006404866.1	As007G179130
OG0009154	XP_006404818.1	As007G179580
OG0009155	XP_006404783.1	As007G179720
OG0009156	XP_006403910.1	As007G179780
OG0009157	XP_006404719.1	As007G180150
OG0009158	XP_024014199.1	As007G180250
OG0009159	XP_006404639.1	As007G180660
OG0009160	XP_024014166.1, XP_024007027.1	As007G181040
OG0009161	XP_006404550.1	As007G181950
OG0009162	XP_006416951.1	As008G182420
OG0009163	XP_006416973.1	As008G182670
OG0009164	XP_006416993.1	As008G182780
OG0009165	XP_006417042.1	As008G183180
OG0009166	XP_024008750.1	As008G183270
OG0009167	XP_006417072.1	As008G183440
OG0009168	XP_006417139.1	As008G183960
OG0009169	XP_006417135.1	As008G183980
OG0009170	XP_006417169.1	As008G184350
OG0009171	XP_006417244.1	As008G184880
OG0009172	XP_006417309.1	As008G185600
OG0009173	XP_006417322.1	As008G185680
OG0009174	XP_006417359.1	As008G186050
OG0009176	XP_006417425.1	As008G186830
OG0009177	XP_006417435.1	As008G186930
OG0009178	XP_006417483.1	As008G187340
OG0009179	XP_006417528.1, XP_024013858.1	As008G187540
OG0009180	XP_006417518.1	As008G187640
OG0009181	XP_006417565.1	As008G188250
OG0009182	XP_006417584.1	As008G188450
OG0009184	XP_006417611.2	As008G188920
OG0009185	XP_006417625.1	As008G189090
OG0009186	XP_006400553.1	As008G189310
OG0009187	XP_006417641.1	As008G189380
OG0009188	XP_024008526.1	As008G189500
OG0009189	XP_006417672.2	As008G189850
OG0009190	XP_006417670.1	As008G189870
OG0009191	XP_006417668.1	As008G190010
OG0009192	XP_006417666.1	As008G190070
OG0009193	XP_024008851.1	As008G190600
OG0009194	XP_006417689.1	As008G190940
OG0009195	XP_006417738.1	As008G191250
OG0009196	XP_006417705.1	As008G191310
OG0009197	XP_006417780.1	As008G192130
OG0009198	XP_006417805.1	As008G192730
OG0009199	XP_006417827.1	As008G193010
OG0009200	XP_006417913.1	As008G193650
OG0009201	XP_006417924.1	As008G193700
OG0009202	XP_006417938.1	As008G193870
OG0009203	XP_006417941.1	As008G193910
OG0009204	XP_024008905.1	As008G194220
OG0009205	XP_024008961.1	As008G194430
OG0009206	XP_006418030.1	As008G194920
OG0009207	XP_006418036.1	As008G194930
OG0009208	XP_006418047.1	As008G195010
OG0009209	XP_006389766.1	As008G195110, As010G244040
OG0009210	XP_006418077.1	As008G195560
OG0009211	XP_006418091.1	As008G195710
OG0009212	XP_006418094.1	As008G195790
OG0009213	XP_006418119.1	As008G196040
OG0009214	XP_006418141.1	As008G196300
OG0009215	XP_024008864.1	As008G196590
OG0009216	XP_006418231.1	As008G197030
OG0009217	XP_006418267.1	As008G197410
OG0009218	XP_006418276.2	As008G197490
OG0009219	XP_006418301.1	As008G197680
OG0009220	XP_006418326.1	As008G197910, As008G198100
OG0009221	XP_006418338.1	As008G198030
OG0009222	XP_024008698.1	As008G198230
OG0009223	XP_006418368.1	As008G198350
OG0009224	XP_006418378.1	As008G198410
OG0009225	XP_006418397.1	As008G198510
OG0009226	XP_006418405.2	As008G198580
OG0009227	XP_006418414.1	As008G198620
OG0009228	XP_006418435.1	As008G198690
OG0009229	XP_006418450.1	As008G199110
OG0009230	XP_006418484.2	As008G199460
OG0009231	XP_006418501.1	As008G199630
OG0009232	XP_024011156.1	As009G199790
OG0009233	XP_006399907.1	As009G199840
OG0009234	XP_006399933.1	As009G200170
OG0009236	XP_006400010.1	As009G200650
OG0009237	XP_006400016.1	As009G200690
OG0009238	XP_024012455.1	As009G200750
OG0009239	XP_006400086.1	As009G200890
OG0009240	XP_006400061.1	As009G201180
OG0009241	XP_006400040.1	As009G201350
OG0009242	XP_006400102.1	As009G201560
OG0009243	XP_024011780.1	As009G202040
OG0009245	XP_006400210.1	As009G202630
OG0009246	XP_006400218.1	As009G202710
OG0009247	XP_006400244.1	As009G202960
OG0009248	XP_006400251.1	As009G203050
OG0009249	XP_006400300.2	As009G203530
OG0009250	XP_006400357.1	As009G204000
OG0009251	XP_006400444.1	As009G204710
OG0009252	XP_006400451.1	As009G204800
OG0009253	XP_006400483.1	As009G205120
OG0009254	XP_006400484.1	As009G205130
OG0009255	XP_006394969.1	As009G206510
OG0009256	XP_006395030.1	As009G207140
OG0009257	XP_024006845.1	As009G207300, As009G207960
OG0009258	XP_006395053.1	As009G207350
OG0009259	XP_024006846.1	As009G207900
OG0009260	XP_006395108.1	As009G208150
OG0009261	XP_006395138.2	As009G208170
OG0009262	XP_006399859.1	As009G210270
OG0009263	XP_006399850.1	As009G210410
OG0009264	XP_006399158.1	As009G210690
OG0009265	XP_006399160.2	As009G210710
OG0009266	XP_024010668.1	As011G260480
OG0009267	XP_006399882.1	As009G211490
OG0009268	XP_006399145.1	As009G211750
OG0009269	XP_006399141.1	As009G211780
OG0009270	XP_006399826.1	As009G212010
OG0009271	XP_006399093.1	As009G212450
OG0009272	XP_024012344.1	As009G212460
OG0009273	XP_006399066.2	As009G212660
OG0009274	XP_006399061.1	As009G212700
OG0009275	XP_006399044.1	As009G212950
OG0009276	XP_006398999.1	As009G213350
OG0009277	XP_006398986.1	As009G213860
OG0009278	XP_006398983.1	As009G213890
OG0009279	XP_006398957.1	As009G214220
OG0009280	XP_006398934.1	As009G214270
OG0009281	XP_006394802.1	As009G215050
OG0009282	XP_024006995.1	As009G215100
OG0009283	XP_024007412.1	As009G215260
OG0009284	XP_006394784.1	As009G215360
OG0009285	XP_006394773.1	As009G215430
OG0009286	XP_006394764.1	As009G215500
OG0009287	XP_006394747.2	As009G215670
OG0009288	XP_006394745.2	As009G215690
OG0009289	XP_006394724.1	As009G215870
OG0009290	XP_006394718.1	As009G215930
OG0009291	XP_006403538.1	As009G215990
OG0009292	XP_006394713.1	As009G216000
OG0009293	XP_006394697.1	As009G216200
OG0009294	XP_006394655.1	As009G216710
OG0009295	XP_006394614.1	As009G217070
OG0009296	XP_006394607.1	As009G217120
OG0009297	XP_006394600.1	As009G217170
OG0009298	XP_006394599.1	As009G217190
OG0009299	XP_006394583.1	As009G217340
OG0009300	XP_024007020.1	As009G217800
OG0009301	XP_006394476.1	As009G218320
OG0009302	XP_024007609.1	As009G218440
OG0009303	XP_006394343.1	As009G219260
OG0009304	XP_006404291.1	As009G219350, As010G223030
OG0009305	XP_006394327.1	As009G219410
OG0009306	XP_006401043.1	As009G219580
OG0009307	XP_006401085.1	As009G219970
OG0009308	XP_024013851.1	As010G220370
OG0009309	XP_006403939.1	As010G220390
OG0009310	XP_006403941.1	As010G220400
OG0009311	XP_024013722.1	As010G220520
OG0009312	XP_006403979.1	As010G220620
OG0009313	XP_006404014.2	As010G220860
OG0009314	XP_024013480.1	As010G220970
OG0009316	XP_024013852.1	As010G221380
OG0009317	XP_006404093.1	As010G221400
OG0009318	XP_006404125.1	As010G221660
OG0009319	XP_006404161.1	As010G222050
OG0009320	XP_006404179.1	As010G222170
OG0009321	XP_006404219.1	As010G222430
OG0009322	XP_006404239.1	As010G222580
OG0009323	XP_006404256.1	As010G222710
OG0009324	XP_006404266.1	As010G222780, As010G222770
OG0009325	XP_006404308.1	As010G223160
OG0009326	XP_006404319.1	As010G223290
OG0009328	XP_006404464.1	As010G226210
OG0009330	XP_006412393.1	As010G226860
OG0009331	XP_006395241.1	As010G227410
OG0009332	XP_024013760.1	As010G228440
OG0009333	XP_024007379.1	As010G230630
OG0009334	XP_006391119.1	As010G231180
OG0009335	XP_006391094.1	As010G231380
OG0009336	XP_006391103.1	As010G231550
OG0009337	XP_006391062.1	As010G232020
OG0009338	XP_006391038.1	As010G232270
OG0009339	XP_006391031.1	As010G232390
OG0009340	XP_006391010.1	As010G232590
OG0009341	XP_006408720.1	As010G232790
OG0009342	XP_006390965.1	As010G232850
OG0009343	XP_006390964.1	As010G232860
OG0009344	XP_006390934.1	As010G233030
OG0009345	XP_006390893.1	As010G233310
OG0009346	XP_024008012.1	As010G233620
OG0009347	XP_006390797.1	As010G234080
OG0009348	XP_006390782.1	As010G234210
OG0009350	XP_006390732.1	As010G234680
OG0009351	XP_006390727.1	As010G234770
OG0009352	XP_006390693.1	As010G235040
OG0009353	XP_006390685.1	As010G235110
OG0009354	XP_006390684.1	As010G235120
OG0009355	XP_006390682.1	As010G235130
OG0009356	XP_006390006.1	As010G235220
OG0009357	XP_006390104.1	As010G236180
OG0009358	XP_006390113.2	As010G236250
OG0009359	XP_006390133.1	As010G236430
OG0009360	XP_006406294.1	As010G236460
OG0009361	XP_006390138.1	As010G236520
OG0009362	XP_006390147.1	As010G236590
OG0009363	XP_006390283.1	As010G237810
OG0009364	XP_006390334.1	As010G238360
OG0009365	XP_006390367.1	As010G238610
OG0009366	XP_006390369.1	As010G238630
OG0009367	XP_006390414.1	As010G239000
OG0009368	XP_006390420.1	As010G239030
OG0009369	XP_006390421.1	As010G239050
OG0009370	XP_024008967.1	As010G239700
OG0009371	XP_024012103.1	As010G240080
OG0009372	XP_006416621.1	As010G240120
OG0009373	XP_006390546.1	As010G240130
OG0009376	XP_024012698.1	As010G240650
OG0009377	XP_006390603.1	As010G240790
OG0009378	XP_006390637.1	As010G241100
OG0009379	XP_006390643.1	As010G241190
OG0009381	XP_006390655.1	As010G241310
OG0009382	XP_006390677.1	As010G241470
OG0009383	XP_006389996.1	As010G241610
OG0009384	XP_006389988.2	As010G241650
OG0009385	XP_006389985.1	As010G241670
OG0009386	XP_006389972.1	As010G241980
OG0009387	XP_006389969.1	As010G242010
OG0009388	XP_006389967.1	As010G242030
OG0009389	XP_006389958.2	As010G242110
OG0009390	XP_006389938.1	As010G242300
OG0009391	XP_006389921.1	As010G242490
OG0009392	XP_006389854.1	As010G243160
OG0009393	XP_006389849.1	As010G243180
OG0009394	XP_024008913.1	As010G243320
OG0009395	XP_006389808.1	As010G243620
OG0009396	XP_006389772.1	As010G243980
OG0009397	XP_006389761.2	As010G244080
OG0009398	XP_006389703.1	As010G244290
OG0009399	XP_006389705.1	As010G244310
OG0009400	XP_006389718.1, XP_024010943.1	As010G244450
OG0009401	XP_006407293.1	As011G244680
OG0009402	XP_006407274.1	As011G244840
OG0009403	XP_006407268.1	As011G244890
OG0009404	XP_006407265.1	As011G244900
OG0009405	XP_006407248.1	As011G245090
OG0009406	XP_006407230.1	As011G245260
OG0009407	XP_006407201.1	As011G245500
OG0009408	XP_006407174.1	As011G245700
OG0009410	XP_006407097.1	As011G246370
OG0009411	XP_006407090.1	As011G246460
OG0009412	XP_006407083.1	As011G246510
OG0009413	XP_006407068.1	As011G246710
OG0009414	XP_006407051.1	As011G246840
OG0009415	XP_024015498.1	As011G246860
OG0009416	XP_006407019.1	As011G247180
OG0009417	XP_006407015.1	As011G247210
OG0009418	XP_006407013.1	As011G247230
OG0009419	XP_006406934.1	As011G247860
OG0009420	XP_006406919.1	As011G247980
OG0009421	XP_006406917.2	As011G248000
OG0009422	XP_006406914.1	As011G248030
OG0009423	XP_006406908.1	As011G248050
OG0009424	XP_024015544.1	As011G248300
OG0009425	XP_024015733.1	As011G248320
OG0009426	XP_024015243.1	As011G248370
OG0009427	XP_006406805.1	As011G249000
OG0009428	XP_006406800.1	As011G249040
OG0009429	XP_024015041.1	As011G249060
OG0009430	XP_024015757.1	As011G249350
OG0009431	XP_006406743.1	As011G249400
OG0009432	XP_024014165.1, XP_006406742.1	As012G276930, As011G249410
OG0009433	XP_006396269.1	As011G249500
OG0009434	XP_006406709.1	As011G249700, As012G273820
OG0009435	XP_006406660.1	As011G250100
OG0009436	XP_006406632.1	As011G250330
OG0009437	XP_024015317.1	As011G250440
OG0009438	XP_006406590.1	As011G250680
OG0009439	XP_006406584.2	As011G250720
OG0009440	XP_006406549.1	As011G251070
OG0009442	XP_024015012.1	As011G251590
OG0009443	XP_006406494.2	As011G251600
OG0009444	XP_006406443.1	As011G252010
OG0009445	XP_006406434.1	As011G252060
OG0009446	XP_006406397.1	As011G252580
OG0009447	XP_006406381.1	As011G252730
OG0009448	XP_024015384.1	As011G252750
OG0009449	XP_024015567.1	As011G252840
OG0009450	XP_006406336.1	As011G253130
OG0009451	XP_006406309.1	As011G253280
OG0009452	XP_006406246.1	As011G253770
OG0009453	XP_006406188.1	As011G254280
OG0009454	XP_006406165.1	As011G254450
OG0009455	XP_024015071.1	As011G254840
OG0009456	XP_006406028.1	As011G255370
OG0009457	XP_006406029.1	As011G255380
OG0009458	XP_006418652.1	As011G257650
OG0009459	XP_006401980.1	As011G259020
OG0009460	XP_006401927.1	As011G259660
OG0009461	XP_006403308.1, XP_006396089.1	As011G259670
OG0009462	XP_024016645.1	As011G260590
OG0009463	XP_006409691.1	As011G260720
OG0009464	XP_024016636.1	As011G260730
OG0009465	XP_006409683.1	As011G260910
OG0009466	XP_006399709.2	As011G262610
OG0009467	XP_006403629.1, XP_024016434.1	As011G262870
OG0009468	XP_006409532.1	As011G262880
OG0009469	XP_006409529.1	As011G262910
OG0009470	XP_024016551.1	As011G262920
OG0009471	XP_006409336.1	As011G264240
OG0009472	XP_006409307.1	As011G264430
OG0009473	XP_006409300.1	As011G264460
OG0009474	XP_006409223.1	As011G264840
OG0009475	XP_006409143.1	As011G265230
OG0009476	XP_006409086.1	As011G265820
