Orthogroup	Eutrema_salsugineum	Cardamine_amara
OG0008186	XP_006394722.1	evm.model.RL_4.1257
OG0008187	XP_006394719.1	evm.model.RL_4.1261
OG0008188	XP_006394716.1	evm.model.RL_4.1264
OG0008189	XP_006394691.1	evm.model.RL_4.1291
OG0008190	XP_006394674.1	evm.model.RL_4.1311
OG0008191	XP_024007451.1	evm.model.RL_4.1352
OG0008192	XP_006394632.1	evm.model.RL_4.1357
OG0008193	XP_006394611.1	evm.model.RL_4.1379
OG0008194	XP_006391194.2	evm.model.RL_3.1176
OG0008195	XP_006394587.1	evm.model.RL_4.1405
OG0008196	XP_006394578.1	evm.model.RL_4.1413
OG0008197	XP_006394575.1	evm.model.RL_4.1415
OG0008199	XP_006394514.1	evm.model.RL_8.2211
OG0008200	XP_006394482.1	evm.model.RL_8.2243
OG0008201	XP_024007446.1	evm.model.RL_8.2259
OG0008202	XP_006394414.1	evm.model.RL_8.2299
OG0008203	XP_006394412.1	evm.model.RL_8.2301
OG0008204	XP_006394404.1	evm.model.RL_8.2310
OG0008205	XP_006394384.1	evm.model.RL_8.2322
OG0008206	XP_006394379.1	evm.model.RL_8.2327
OG0008207	XP_006394355.1	evm.model.RL_8.2344
OG0008208	XP_006394333.2	evm.model.RL_8.2369
OG0008209	XP_006394316.1	evm.model.RL_8.2386
OG0008210	XP_006401073.1	evm.model.RL_8.1925
OG0008211	XP_006401075.1	evm.model.RL_8.1924
OG0008212	XP_006401078.1	evm.model.RL_8.1919
OG0008213	XP_006403945.2	evm.model.RL_7.1271.1.687c84b8
OG0008215	XP_024013653.1	evm.model.RL_7.1276
OG0008216	XP_006403994.1	evm.model.RL_7.1301
OG0008217	XP_006404023.1	evm.model.RL_7.1330
OG0008218	XP_024013806.1	evm.model.RL_7.1388
OG0008219	XP_006404131.1	evm.model.RL_7.1443.2.687c84b9
OG0008220	XP_006404132.1	evm.model.RL_7.1444
OG0008221	XP_006404163.1	evm.model.RL_7.1468
OG0008223	XP_006418865.1	evm.model.RL_7.1698, evm.model.RL_7.1701
OG0008224	XP_006419117.2	evm.model.RL_7.1873
OG0008226	XP_006391228.1	evm.model.RL_3.1150
OG0008227	XP_006391233.1	evm.model.RL_3.1148
OG0008228	XP_006391236.1	evm.model.RL_3.1146
OG0008229	XP_006391238.1	evm.model.RL_3.1144
OG0008230	XP_006391251.1	evm.model.RL_3.1138
OG0008231	XP_006391256.1	evm.model.RL_3.1134
OG0008232	XP_006410640.1	evm.model.RL_6.1575
OG0008233	XP_006391283.1	evm.model.RL_3.1117
OG0008234	XP_006391212.1	evm.model.RL_3.1161
OG0008235	XP_006391291.2	evm.model.RL_3.1112.1.687c84bb
OG0008236	XP_006391073.2	evm.model.RL_3.1281.4.687c84bc
OG0008237	XP_006391072.1	evm.model.RL_3.1282
OG0008238	XP_006391066.1	evm.model.RL_3.1287
OG0008239	XP_006390957.1	evm.model.RL_3.1376
OG0008240	XP_006415997.1	evm.model.RL_5.3351
OG0008241	XP_006406612.1	evm.model.RL_1.2101
OG0008242	XP_006390921.1	evm.model.RL_3.1409
OG0008243	XP_006390918.1	evm.model.RL_3.1411
OG0008244	XP_006390907.1	evm.model.RL_3.1420
OG0008245	XP_006390896.1	evm.model.RL_3.1429
OG0008246	XP_024008363.1	evm.model.RL_3.1434
OG0008247	XP_006390815.1	evm.model.RL_3.1505
OG0008248	XP_006390785.1	evm.model.RL_3.1538, evm.model.RL_3.1536
OG0008249	XP_006390739.1	evm.model.RL_3.1574
OG0008250	XP_006390688.1	evm.model.RL_3.1611
OG0008251	XP_006390018.1	evm.model.RL_3.2211.1.687c84bd
OG0008252	XP_006390019.1	evm.model.RL_3.2209
OG0008253	XP_006390021.1	evm.model.RL_3.2207
OG0008254	XP_006390047.1	evm.model.RL_3.2184
OG0008255	XP_024007482.1	evm.model.RL_3.2181
OG0008256	XP_006390087.1	evm.model.RL_3.2151
OG0008257	XP_006390115.1	evm.model.RL_3.2124
OG0008258	XP_006390125.1	evm.model.RL_3.2113
OG0008259	XP_006390146.1	evm.model.RL_3.2096
OG0008260	XP_006390188.1	evm.model.RL_3.2059.1.687c84bd
OG0008261	XP_006390243.1	evm.model.RL_3.2017
OG0008262	XP_024008392.1	evm.model.RL_3.2007
OG0008263	XP_024010392.1	evm.model.RL_3.1993
OG0008264	XP_006390271.1	evm.model.RL_3.1992
OG0008265	XP_006390284.1	evm.model.RL_3.1979
OG0008267	XP_006390297.1	evm.model.RL_3.1967
OG0008268	XP_006390336.2	evm.model.RL_3.1933
OG0008269	XP_006390368.1	evm.model.RL_3.1907
OG0008270	XP_006390394.1	evm.model.RL_3.1886
OG0008271	XP_006390434.1	evm.model.RL_3.1851
OG0008272	XP_006390466.1	evm.model.RL_3.1828
OG0008273	XP_006390490.1	evm.model.RL_3.1805
OG0008274	XP_006390501.1	evm.model.RL_3.1793
OG0008275	XP_006390506.1	evm.model.RL_3.1788
OG0008276	XP_006390526.1	evm.model.RL_3.1775
OG0008277	XP_006390558.1	evm.model.RL_3.1748
OG0008278	XP_006390565.1	evm.model.RL_3.1738
OG0008279	XP_006390592.1	evm.model.RL_3.1714
OG0008280	XP_006390602.1	evm.model.RL_3.1704
OG0008281	XP_006390649.1	evm.model.RL_3.1643
OG0008282	XP_024007701.1	evm.model.RL_3.1618
OG0008283	XP_024008051.1	evm.model.RL_3.2310
OG0008284	XP_006389885.1	evm.model.RL_3.2349
OG0008285	XP_024006710.1	evm.model.RL_3.2364.4.687c84be
OG0008286	XP_006389853.1	evm.model.RL_3.2377
OG0008287	XP_006389831.1	evm.model.RL_3.2396
OG0008288	XP_006389818.1	evm.model.RL_3.2408
OG0008289	XP_006389807.1	evm.model.RL_3.2423
OG0008290	XP_006389783.1	evm.model.RL_3.2442
OG0008292	XP_006389755.1	evm.model.RL_3.2462.1.687c84be
OG0008293	XP_006389715.1	evm.model.RL_3.2494
OG0008294	XP_006407305.1	evm.model.RL_1.1168
OG0008295	XP_006407270.1	evm.model.RL_1.1206
OG0008296	XP_006407264.1	evm.model.RL_5.2693, evm.model.RL_1.1210
OG0008297	XP_006407243.1	evm.model.RL_1.1236
OG0008298	XP_006407219.1	evm.model.RL_1.1252
OG0008299	XP_006407153.1	evm.model.RL_1.1308
OG0008300	XP_006394825.1	evm.model.RL_4.1172
OG0008301	XP_006407150.1	evm.model.RL_1.1310
OG0008302	XP_006407147.1	evm.model.RL_1.1313
OG0008303	XP_024015355.1	evm.model.RL_1.1316
OG0008304	XP_024014932.1	evm.model.RL_1.1332
OG0008305	XP_006407120.1	evm.model.RL_1.1336
OG0008306	XP_006407115.1	evm.model.RL_1.1341
OG0008307	XP_006407105.1	evm.model.RL_1.1348
OG0008309	XP_006407016.1	evm.model.RL_1.1426
OG0008310	XP_006406996.1	evm.model.RL_1.1444
OG0008311	XP_006406992.1	evm.model.RL_1.1447
OG0008312	XP_006392872.1	evm.model.RL_5.3737
OG0008313	XP_006406906.1	evm.model.RL_1.1512
OG0008314	XP_006406856.1	evm.model.RL_1.1557
OG0008315	XP_006406849.1	evm.model.RL_1.1562
OG0008316	XP_024014848.1	evm.model.RL_1.1600
OG0008317	XP_006406751.1	evm.model.RL_1.1646
OG0008318	XP_006406738.1	evm.model.RL_1.1660
OG0008319	XP_024015532.1	evm.model.RL_1.1697
OG0008320	XP_006406669.1	evm.model.RL_1.1708
OG0008321	XP_006406622.1	evm.model.RL_1.1742
OG0008322	XP_024015411.1	evm.model.RL_1.1778
OG0008323	XP_006406576.1	evm.model.RL_1.1780
OG0008324	XP_006406569.1	evm.model.RL_1.1786
OG0008325	XP_006406537.1	evm.model.RL_1.1816
OG0008326	XP_006406499.1	evm.model.RL_1.1850
OG0008327	XP_006406495.1	evm.model.RL_1.1853
OG0008328	XP_006406413.2, XP_024015004.1	evm.model.RL_1.1931
OG0008329	XP_006403553.1	evm.model.RL_7.915
OG0008330	XP_006406367.1	evm.model.RL_1.1981
OG0008331	XP_006414557.1	evm.model.RL_2.1045
OG0008332	XP_006406167.1	evm.model.RL_1.2149
OG0008333	XP_024015321.1	evm.model.RL_1.2205
OG0008334	XP_006406049.1	evm.model.RL_1.2229
OG0008335	XP_006418801.2	evm.model.RL_1.2307
OG0008336	XP_006418772.1	evm.model.RL_1.2322
OG0008337	XP_006418655.1	evm.model.RL_1.2406
OG0008338	XP_006401804.1	evm.model.RL_8.1358
OG0008339	XP_006409177.1	evm.model.RL_1.3006
OG0008340	XP_006409567.2	evm.model.RL_1.2740
OG0008341	XP_006409539.1	evm.model.RL_1.2769
OG0008342	XP_024016525.1	evm.model.RL_1.2783
OG0008343	XP_006409450.1	evm.model.RL_1.2813
OG0008344	XP_006409415.1	evm.model.RL_1.2835
OG0008345	XP_006409372.1	evm.model.RL_1.2867
OG0008346	XP_024016448.1	evm.model.RL_1.2879
OG0008347	XP_006409312.1	evm.model.RL_1.2926
OG0008348	XP_006409305.1	evm.model.RL_1.2930
OG0008349	XP_006409301.1	evm.model.RL_1.2932
OG0008350	XP_006409248.1	evm.model.RL_1.2957
OG0008351	XP_006409128.1	evm.model.RL_1.3043
OG0008352	XP_024016587.1	evm.model.RL_1.3037
OG0008353	XP_006409114.1	evm.model.RL_1.3057.1.687c87f1
OG0008354	XP_006409069.1	evm.model.RL_7.2201
OG0008355	XP_024015990.1	evm.model.RL_1.3141
OG0008356	XP_006408958.1	evm.model.RL_1.3212
OG0008357	XP_006392586.2	evm.model.RL_5.3974
OG0008358	XP_006392597.1	evm.model.RL_5.3964
OG0008359	XP_006392648.1	evm.model.RL_5.3917
OG0008360	XP_006398469.1	evm.model.RL_4.14
OG0008361	XP_006392665.1	evm.model.RL_5.3910
OG0008363	XP_024005978.1	evm.model.RL_5.3850
OG0008364	XP_006392779.1	evm.model.RL_5.3813
OG0008365	XP_006392785.1	evm.model.RL_5.3804
OG0008366	XP_024005965.1	evm.model.RL_5.3795
OG0008367	XP_006392818.1	evm.model.RL_5.3781.4.687c88c5
OG0008368	XP_006392819.1	evm.model.RL_5.3780
OG0008369	XP_006392824.1	evm.model.RL_5.3774
OG0008370	XP_006392838.1	evm.model.RL_5.3764
OG0008371	XP_006392964.1	evm.model.RL_5.1874
OG0008372	XP_006392978.1	evm.model.RL_5.1883
OG0008373	XP_006393008.1	evm.model.RL_5.1903
OG0008374	XP_006393057.1	evm.model.RL_5.1928
OG0008375	XP_006393130.1	evm.model.RL_5.1985
OG0008376	XP_006393164.2	evm.model.RL_5.2014
OG0008377	XP_006393172.1	evm.model.RL_5.2019
OG0008378	XP_006393284.1	evm.model.RL_5.2097
OG0008379	XP_006393321.1	evm.model.RL_5.2115
OG0008380	XP_006414380.1	evm.model.RL_2.1166
OG0008381	XP_006414393.1	evm.model.RL_2.1151
OG0008382	XP_006410646.1	evm.model.RL_6.1579
OG0008383	XP_006410636.2	evm.model.RL_6.1573
OG0008384	XP_006410631.1	evm.model.RL_6.1570
OG0008385	XP_006403866.1	evm.model.RL_7.1196
OG0008386	XP_006403839.2	evm.model.RL_7.1173
OG0008387	XP_006403819.2	evm.model.RL_7.1158
OG0008388	XP_006403809.1	evm.model.RL_7.1149
OG0008389	XP_006403775.1	evm.model.RL_7.1113
OG0008390	XP_006403758.1	evm.model.RL_7.1098
OG0008391	XP_006403677.1	evm.model.RL_7.1032
OG0008392	XP_006403668.1	evm.model.RL_7.1022
OG0008393	XP_006403654.1	evm.model.RL_7.1003
OG0008394	XP_006403642.1	evm.model.RL_7.991
OG0008395	XP_006403616.1	evm.model.RL_7.971
OG0008396	XP_006403885.2	evm.model.RL_7.1217
OG0008397	XP_024013835.1	evm.model.RL_7.945
OG0008398	XP_006403587.1	evm.model.RL_7.944
OG0008399	XP_006403544.1	evm.model.RL_7.906.1.687c84b6
OG0008400	XP_006403593.1	evm.model.RL_7.948
OG0008401	XP_024013792.1	evm.model.RL_7.909
OG0008402	XP_006403512.1	evm.model.RL_7.881
OG0008403	XP_006403460.1	evm.model.RL_7.821
OG0008404	XP_006403452.2	evm.model.RL_7.809
OG0008405	XP_006403029.1	evm.model.RL_7.758
OG0008406	XP_006402982.1	evm.model.RL_7.721
OG0008407	XP_006402924.1	evm.model.RL_7.668
OG0008408	XP_006402862.1	evm.model.RL_7.602
OG0008409	XP_024012809.1	evm.model.RL_7.536
OG0008410	XP_006402787.1	evm.model.RL_7.518
OG0008411	XP_006402765.1	evm.model.RL_7.499
OG0008412	XP_024012859.1	evm.model.RL_7.498
OG0008413	XP_006402757.1	evm.model.RL_7.491
OG0008414	XP_006402750.1	evm.model.RL_7.485
OG0008415	XP_006402744.1, XP_024014522.1	evm.model.RL_7.474
OG0008416	XP_006402743.1	evm.model.RL_7.473
OG0008417	XP_006411560.1	evm.model.RL_6.2414
OG0008418	XP_006405550.1	evm.model.RL_2.212
OG0008419	XP_006402692.1	evm.model.RL_7.417
OG0008420	XP_006402682.1	evm.model.RL_7.408
OG0008421	XP_006402679.1	evm.model.RL_7.406
OG0008422	XP_006402667.1	evm.model.RL_7.394
OG0008423	XP_006402662.1	evm.model.RL_7.391
OG0008424	XP_006402650.1	evm.model.RL_7.382
OG0008425	XP_024012776.1	evm.model.RL_7.353
OG0008426	XP_006402609.1	evm.model.RL_7.344
OG0008427	XP_006402587.1	evm.model.RL_7.325
OG0008428	XP_006402569.1	evm.model.RL_7.310
OG0008429	XP_006402558.2	evm.model.RL_7.300
OG0008430	XP_006402444.1	evm.model.RL_7.193
OG0008431	XP_006402428.1	evm.model.RL_7.175
OG0008432	XP_006402425.1	evm.model.RL_7.172
OG0008433	XP_024012901.1	evm.model.RL_7.156
OG0008434	XP_006402402.1	evm.model.RL_7.146
OG0008435	XP_006402404.2	evm.model.RL_7.150
OG0008437	XP_006402327.1	evm.model.RL_7.74
OG0008438	XP_006402324.1	evm.model.RL_7.71
OG0008440	XP_006402294.1	evm.model.RL_7.37
OG0008441	XP_006392709.1	evm.model.RL_5.3877.1.687c88c5
OG0008443	XP_024008045.1	evm.model.RL_2.2479
OG0008445	XP_006398271.1	evm.model.RL_4.242
OG0008446	XP_006396774.2	evm.model.RL_8.549
OG0008447	XP_006411026.1	evm.model.RL_6.1930
OG0008450	XP_006390669.1	evm.model.RL_3.1630
OG0008452	XP_024005799.1	evm.model.RL_2.2354, evm.model.RL_2.2353
OG0008454	XP_024005394.1	evm.model.RL_2.2876
OG0008455	XP_006412493.1	evm.model.RL_2.2735
OG0008456	XP_006417875.1	evm.model.RL_5.535
OG0008457	XP_024008088.1	evm.model.RL_5.668, evm.model.RL_5.667
OG0008458	XP_006417579.2	evm.model.RL_5.797
OG0008459	XP_024008731.1	evm.model.RL_5.969
OG0008460	XP_024009817.1	evm.model.RL_8.885
OG0008461	XP_006398542.1	evm.model.RL_7.2694
OG0008464	XP_006391143.1	evm.model.RL_3.1222
OG0008465	XP_006391147.1	evm.model.RL_3.1217
OG0008466	XP_006391441.1	evm.model.RL_3.1052
OG0008468	XP_006407468.1	evm.model.RL_1.1024
OG0008469	XP_006398765.1	evm.model.RL_4.3224
OG0008471	XP_006409881.1	evm.model.RL_6.959
OG0008472	XP_006395917.2	evm.model.RL_4.550
OG0008473	XP_024012393.1	evm.model.RL_8.2021
OG0008474	XP_006395669.2	evm.model.RL_7.2489
OG0008475	XP_006401766.1	evm.model.RL_8.1381
OG0008476	XP_006401159.1	evm.model.RL_8.1860
OG0008477	XP_006400779.1	evm.model.RL_4.1452
OG0008478	XP_006394765.1	evm.model.RL_4.1221
OG0008479	XP_006394394.1	evm.model.RL_8.2315
OG0008480	XP_006393977.1	evm.model.RL_8.2679
OG0008482	XP_006415935.1	evm.model.RL_5.3291
OG0008483	XP_024014158.1, XP_024014088.1, XP_024007531.1, XP_024010593.1	evm.model.RL_1.2644, evm.model.RL_8.1020
OG0008486	XP_006402087.1	evm.model.RL_8.1162
OG0008487	XP_006410721.1	evm.model.RL_6.1646
OG0008489	XP_006413667.1	evm.model.RL_2.1744
OG0008490	XP_024010957.1	evm.model.RL_4.212
OG0008490	XP_006398297.2, XP_006398296.1	evm.model.RL_4.211
OG0008491	XP_006395204.1	evm.model.RL_4.779
OG0008492	XP_024014183.1	evm.model.RL_6.286, evm.model.RL_6.287
OG0008504	XP_006412978.1	evm.model.RL_2.2338
OG0008505	XP_006412928.1	evm.model.RL_2.2380
OG0008506	XP_006412906.1	evm.model.RL_2.2403
OG0008507	XP_006412891.1	evm.model.RL_2.2416
OG0008508	XP_006412881.1	evm.model.RL_2.2425
OG0008509	XP_006412795.1	evm.model.RL_2.2510
OG0008510	XP_006402909.1	evm.model.RL_2.2511
OG0008511	XP_024005331.1	evm.model.RL_2.2515
OG0008512	XP_006412784.1	evm.model.RL_2.2517
OG0008513	XP_006412771.1	evm.model.RL_2.2525
OG0008514	XP_006412731.1	evm.model.RL_2.2542
OG0008515	XP_006412721.1	evm.model.RL_2.2547
OG0008517	XP_006412706.2	evm.model.RL_2.2558
OG0008518	XP_024011438.1	evm.model.RL_4.1662
OG0008519	XP_006412664.1	evm.model.RL_2.2592
OG0008520	XP_024005219.1	evm.model.RL_2.2595
OG0008521	XP_006412597.1	evm.model.RL_2.2653
OG0008522	XP_006412581.1	evm.model.RL_2.2667
OG0008524	XP_006412549.1	evm.model.RL_2.2696
OG0008525	XP_024004662.1	evm.model.RL_2.2700
OG0008526	XP_006412507.1	evm.model.RL_2.2726
OG0008527	XP_006412497.1	evm.model.RL_2.2732.1.687c86e7
OG0008528	XP_006412494.1	evm.model.RL_2.2734
OG0008529	XP_006412445.1	evm.model.RL_2.2779
OG0008530	XP_006412407.1	evm.model.RL_2.2810
OG0008531	XP_006412410.1	evm.model.RL_2.2807
OG0008532	XP_024004428.1	evm.model.RL_2.2808
OG0008533	XP_006412383.1	evm.model.RL_2.2833
OG0008534	XP_006412440.2	evm.model.RL_2.2784
OG0008535	XP_006412369.2	evm.model.RL_2.2844
OG0008536	XP_006412368.1	evm.model.RL_2.2845.4.687c86e7
OG0008537	XP_006412367.1	evm.model.RL_2.2846
OG0008538	XP_006412361.1	evm.model.RL_2.2851
OG0008540	XP_006412251.1	evm.model.RL_2.2946
OG0008541	XP_006412278.1	evm.model.RL_2.2923
OG0008542	XP_006412293.2	evm.model.RL_2.2910
OG0008543	XP_006412229.1	evm.model.RL_2.2965
OG0008544	XP_024005755.1	evm.model.RL_2.2968
OG0008545	XP_024005396.1	evm.model.RL_2.2977
OG0008546	XP_006412190.1	evm.model.RL_2.2998
OG0008547	XP_006412171.1	evm.model.RL_2.3015
OG0008548	XP_006415347.1	evm.model.RL_5.2811
OG0008549	XP_006415305.1	evm.model.RL_5.2784
OG0008550	XP_006415292.1	evm.model.RL_5.2777
OG0008551	XP_006415274.1	evm.model.RL_5.2762
OG0008552	XP_006415240.1	evm.model.RL_5.2741
OG0008553	XP_006415200.1	evm.model.RL_5.2718
OG0008554	XP_006414276.1	evm.model.RL_2.1263
OG0008555	XP_006414281.1	evm.model.RL_2.1257
OG0008556	XP_006414318.1	evm.model.RL_2.1223
OG0008557	XP_006417261.1	evm.model.RL_5.1085
OG0008558	XP_006392500.1	evm.model.RL_3.752
OG0008559	XP_006392494.1	evm.model.RL_3.750
OG0008560	XP_006392426.1	evm.model.RL_3.674
OG0008561	XP_006412399.1	evm.model.RL_2.2819
OG0008562	XP_024004230.1	evm.model.RL_3.571
OG0008563	XP_006417522.2	evm.model.RL_5.849
OG0008564	XP_006392294.1	evm.model.RL_3.557
OG0008565	XP_006392195.1	evm.model.RL_3.487
OG0008566	XP_006392188.1	evm.model.RL_3.484.2.687c84ba
OG0008567	XP_006392119.1	evm.model.RL_3.383
OG0008568	XP_006392132.1	evm.model.RL_3.373.1.687c84ba
OG0008569	XP_006418809.1	evm.model.RL_1.2303
OG0008570	XP_006392047.1	evm.model.RL_3.362
OG0008571	XP_006392023.1	evm.model.RL_3.350
OG0008572	XP_006392009.1	evm.model.RL_3.346
OG0008573	XP_006391983.1	evm.model.RL_5.1000, evm.model.RL_3.331
OG0008574	XP_006391987.1	evm.model.RL_3.328
OG0008575	XP_006391985.1	evm.model.RL_3.324
OG0008576	XP_024015505.1	evm.model.RL_3.298
OG0008577	XP_024007813.1	evm.model.RL_5.1051
OG0008578	XP_006416937.1	evm.model.RL_5.1367
OG0008579	XP_006395872.1	evm.model.RL_7.2705
OG0008580	XP_006395850.1	evm.model.RL_7.2641
OG0008581	XP_006395829.1	evm.model.RL_7.2629
OG0008582	XP_006395793.1	evm.model.RL_7.2594
OG0008583	XP_006395754.1	evm.model.RL_7.2566
OG0008584	XP_006395699.1	evm.model.RL_7.2516
OG0008585	XP_006395679.1	evm.model.RL_7.2498
OG0008586	XP_006395641.1	evm.model.RL_7.2460
OG0008587	XP_006395616.1	evm.model.RL_7.2435
OG0008588	XP_006395611.1	evm.model.RL_7.2426
OG0008589	XP_006395595.1	evm.model.RL_7.2411
OG0008590	XP_006395550.1	evm.model.RL_7.2373
OG0008591	XP_006395536.1	evm.model.RL_7.2361
OG0008592	XP_006395510.1	evm.model.RL_7.2340
OG0008593	XP_006395505.1	evm.model.RL_7.2337
OG0008594	XP_006395478.1	evm.model.RL_7.2312
OG0008595	XP_006395464.1	evm.model.RL_7.2291
OG0008596	XP_006395455.1	evm.model.RL_5.1973
OG0008597	XP_006395401.1	evm.model.RL_7.2242
OG0008598	XP_006395400.1	evm.model.RL_7.2241
OG0008599	XP_006395366.1	evm.model.RL_7.2203
OG0008600	XP_006395364.1	evm.model.RL_7.2200
OG0008601	XP_024007426.1	evm.model.RL_7.2163
OG0008602	XP_006395336.1	evm.model.RL_7.2154
OG0008603	XP_006395333.1	evm.model.RL_7.2152
OG0008604	XP_024006854.1	evm.model.RL_7.2080
OG0008605	XP_024007168.1	evm.model.RL_7.2078
OG0008606	XP_006391375.1	evm.model.RL_3.1006
OG0008608	XP_006391538.1	evm.model.RL_3.957
OG0008609	XP_006391562.1	evm.model.RL_3.920
OG0008610	XP_006391710.1	evm.model.RL_3.10
OG0008611	XP_006391595.2	evm.model.RL_3.14
OG0008612	XP_006391621.1	evm.model.RL_3.39
OG0008613	XP_006391626.1	evm.model.RL_3.41
OG0008614	XP_006391670.1	evm.model.RL_3.77
OG0008615	XP_006391687.1	evm.model.RL_3.87
OG0008616	XP_024016091.1	evm.model.RL_1.2923, evm.model.RL_3.100
OG0008617	XP_006391758.1	evm.model.RL_3.164
OG0008618	XP_006391756.1	evm.model.RL_3.163
OG0008619	XP_006391790.1	evm.model.RL_3.186
OG0008620	XP_006391845.1	evm.model.RL_3.228
OG0008621	XP_006407311.1	evm.model.RL_1.1163
OG0008622	XP_024011880.1	evm.model.RL_8.1823
OG0008623	XP_024003966.1	evm.model.RL_6.2253
OG0008624	XP_006411364.1	evm.model.RL_6.2225
OG0008625	XP_006411374.1	evm.model.RL_6.2232
OG0008626	XP_006407688.1	evm.model.RL_1.841
OG0008627	XP_024011588.1	evm.model.RL_4.3168
OG0008628	XP_006407589.1	evm.model.RL_1.932
OG0008629	XP_006407520.2	evm.model.RL_1.980
OG0008630	XP_006407497.1	evm.model.RL_1.999
OG0008631	XP_006407485.1	evm.model.RL_1.1008
OG0008632	XP_006407443.1	evm.model.RL_1.1055
OG0008633	XP_006407436.1	evm.model.RL_1.1060
OG0008634	XP_006407402.1	evm.model.RL_1.1097
OG0008635	XP_006407388.1	evm.model.RL_1.1107
OG0008636	XP_006407387.1	evm.model.RL_1.1108.1.687c87ec
OG0008637	XP_006407360.1	evm.model.RL_1.1125
OG0008638	XP_006407339.1	evm.model.RL_1.1140
OG0008639	XP_006402209.1	evm.model.RL_8.1060
OG0008640	XP_006402132.1	evm.model.RL_8.1135
OG0008641	XP_006402114.1	evm.model.RL_8.1151, evm.model.RL_2.1745
OG0008642	XP_006402078.1	evm.model.RL_8.1171
OG0008643	XP_006402054.1	evm.model.RL_8.1191
OG0008644	XP_006402047.1	evm.model.RL_8.1194
OG0008645	XP_006402032.1	evm.model.RL_8.1209
OG0008646	XP_006401921.1	evm.model.RL_8.1269
OG0008647	XP_006401908.1	evm.model.RL_8.1281
OG0008648	XP_006401794.1	evm.model.RL_8.1367
OG0008649	XP_006401763.1	evm.model.RL_8.1385
OG0008650	XP_006401737.1	evm.model.RL_8.1413.2.687c855b
OG0008651	XP_006401748.1	evm.model.RL_8.1402
OG0008652	XP_006401754.1	evm.model.RL_8.1397
OG0008653	XP_006401699.1	evm.model.RL_8.1444.1.687c97c0
OG0008655	XP_006401689.1	evm.model.RL_8.1453
OG0008657	XP_006401626.1	evm.model.RL_8.1502
OG0008658	XP_006401665.1	evm.model.RL_8.1466
OG0008660	XP_006401589.1	evm.model.RL_8.1523
OG0008661	XP_006401580.1	evm.model.RL_8.1528
OG0008662	XP_006401503.1	evm.model.RL_8.1588
OG0008663	XP_006401491.1	evm.model.RL_8.1604
OG0008664	XP_006401479.1	evm.model.RL_8.1614
OG0008665	XP_006401446.1	evm.model.RL_8.1637
OG0008666	XP_006401433.1	evm.model.RL_8.1645
OG0008667	XP_006401432.1	evm.model.RL_8.1646
OG0008669	XP_006401344.1	evm.model.RL_8.1710
OG0008670	XP_006401342.1	evm.model.RL_8.1712
OG0008671	XP_006401309.1	evm.model.RL_8.1730
OG0008672	XP_006401290.1	evm.model.RL_8.1746
OG0008673	XP_006401288.1	evm.model.RL_8.1748
OG0008674	XP_006401261.1	evm.model.RL_8.1774
OG0008675	XP_006401244.1	evm.model.RL_8.1788
OG0008676	XP_024011522.1	evm.model.RL_8.1795
OG0008677	XP_006401218.1	evm.model.RL_8.1806
OG0008678	XP_006401187.1	evm.model.RL_8.1838
OG0008679	XP_006401157.1	evm.model.RL_8.1862
OG0008680	XP_006401137.1	evm.model.RL_8.1878
OG0008681	XP_024012712.1	evm.model.RL_8.1879
OG0008682	XP_006395239.1	evm.model.RL_4.740
OG0008683	XP_006395230.1	evm.model.RL_4.750
OG0008684	XP_006395229.1	evm.model.RL_4.751
OG0008685	XP_006399821.1	evm.model.RL_4.2295
OG0008686	XP_024011622.1	evm.model.RL_4.2297
OG0008687	XP_006399796.1	evm.model.RL_4.2314
OG0008688	XP_006399793.1	evm.model.RL_4.2317
OG0008689	XP_006399792.1	evm.model.RL_4.2318
OG0008690	XP_006399785.1	evm.model.RL_4.2323
OG0008691	XP_006399750.1	evm.model.RL_4.2350
OG0008692	XP_006399749.1	evm.model.RL_4.2354
OG0008693	XP_006399735.1	evm.model.RL_4.2367
OG0008694	XP_006399716.1	evm.model.RL_4.2389
OG0008695	XP_006399702.1	evm.model.RL_4.2402
OG0008696	XP_006399696.1	evm.model.RL_4.2404
OG0008698	XP_006399634.1	evm.model.RL_4.2456
