Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0007570	XP_006402220.1	El007G344830
OG0007571	XP_006398379.2	El007G365840
OG0007572	XP_024006648.1	El002G130140
OG0007573	XP_006402075.1	El007G343530
OG0007574	XP_024011294.1	El007G343470
OG0007575	XP_006402060.1	El007G343370
OG0007576	XP_006402056.1	El007G343330
OG0007577	XP_006412365.1	El003G149320
OG0007578	XP_024012679.1	El007G341140
OG0007579	XP_006401719.1	El007G339830
OG0007580	XP_006401726.1	El007G339910
OG0007581	XP_006401742.1	El007G340040
OG0007582	XP_006401750.1	El007G340160
OG0007583	XP_006401753.2	El007G340190
OG0007584	XP_006401716.1	El007G339780, El006G299870
OG0007585	XP_006401709.1	El007G339700
OG0007586	XP_006401623.1	El007G338550
OG0007587	XP_006401641.1	El007G338760
OG0007588	XP_024011466.1	El007G338010
OG0007589	XP_006401558.1	El007G337830
OG0007590	XP_006401508.1	El007G337390
OG0007591	XP_006401435.1	El007G336520
OG0007592	XP_006401404.1	El007G336260
OG0007593	XP_006401379.1	El007G336060
OG0007594	XP_006401366.1	El007G335960
OG0007595	XP_006417344.1	El002G094840
OG0007596	XP_006401272.2	El007G335040
OG0007597	XP_006401256.1	El007G334860
OG0007598	XP_006401252.1	El007G334830
OG0007599	XP_006401247.1	El007G334750
OG0007600	XP_024011954.1	El007G334330
OG0007601	XP_006401206.1	El007G334260
OG0007602	XP_006401182.1	El007G333930
OG0007603	XP_006401166.1	El007G333780
OG0007604	XP_024012614.1, XP_024012611.1	El007G333370
OG0007605	XP_006394965.1	El001G049450
OG0007606	XP_006399830.1	El001G068320
OG0007607	XP_006399803.1	El001G068580
OG0007608	XP_006399794.1	El001G068660
OG0007609	XP_006399788.1	El001G068720
OG0007610	XP_006399776.1	El001G068850
OG0007611	XP_006399756.1	El001G069110
OG0007612	XP_006399742.1	El001G069240
OG0007613	XP_006399729.1	El001G069400
OG0007614	XP_006399721.1	El001G069490
OG0007615	XP_006399711.1	El001G069580
OG0007616	XP_006399692.1	El001G069760
OG0007617	XP_006399654.1	El001G070180
OG0007618	XP_006399652.1	El001G070210
OG0007619	XP_006399624.1	El001G070440
OG0007620	XP_024012463.1	El001G070880
OG0007621	XP_024012372.1	El001G071290
OG0007622	XP_024011520.1	El001G072810
OG0007623	XP_024011656.1	El001G073040
OG0007624	XP_006399355.1	El001G073160
OG0007625	XP_006399346.1	El001G073250
OG0007626	XP_006399303.1	El001G073630
OG0007627	XP_006399301.1	El001G073670
OG0007628	XP_006399273.1	El001G073900
OG0007629	XP_006399212.2	El001G074510
OG0007630	XP_006399207.1	El001G074570
OG0007631	XP_006414231.2	El003G169700, El003G169640
OG0007632	XP_006414183.1	El003G168990
OG0007633	XP_006414169.1	El003G168830
OG0007634	XP_006414160.1	El003G168710
OG0007635	XP_006414155.1	El003G168650
OG0007636	XP_006414106.1	El003G168150
OG0007637	XP_024007224.1, XP_006396712.1	El001G005710
OG0007638	XP_006414043.1	El003G167420
OG0007639	XP_006414031.2	El003G167300
OG0007640	XP_006414002.1	El003G166970
OG0007641	XP_006413979.1	El003G166590
OG0007642	XP_006413916.1	El003G165890
OG0007643	XP_006398108.2	El007G361600
OG0007644	XP_006394427.1	El007G328570
OG0007645	XP_006413863.1	El003G165360
OG0007646	XP_024005135.1, XP_006413948.1	El003G165090
OG0007647	XP_006396627.1, XP_006396625.1	El001G004770
OG0007648	XP_024005342.1	El003G164630
OG0007649	XP_006413747.1	El003G164250
OG0007650	XP_024005439.1	El003G163590
OG0007651	XP_006413689.1	El003G163550
OG0007652	XP_006413677.1	El003G163400
OG0007653	XP_024005282.1	El003G163250
OG0007654	XP_006413650.2	El003G162970
OG0007655	XP_006413639.1	El003G162890
OG0007656	XP_006413627.1	El003G162790
OG0007657	XP_006413609.1	El003G162600
OG0007658	XP_006413586.1	El003G162390
OG0007659	XP_006413583.1	El003G162320
OG0007660	XP_006413536.1	El003G161450
OG0007661	XP_006413523.1	El003G161250
OG0007662	XP_006413492.1	El003G160960
OG0007663	XP_006415119.1	El002G120950
OG0007664	XP_006415113.1	El002G120990
OG0007665	XP_024009173.1	El002G121160
OG0007666	XP_006415050.2	El002G122180
OG0007667	XP_006397417.1	El002G123270
OG0007668	XP_006396023.1	El002G125120
OG0007669	XP_006393710.1	El002G128190
OG0007670	XP_006393548.1	El002G130580
OG0007671	XP_006393603.1	El002G129400
OG0007672	XP_006393523.1	El002G130680
OG0007673	XP_006407814.1	El005G242990
OG0007674	XP_006415696.1	El002G113720
OG0007675	XP_006415675.1	El002G113940
OG0007676	XP_006405071.1	El006G315920
OG0007677	XP_006415655.1	El002G114230
OG0007678	XP_006415643.1	El002G114330
OG0007679	XP_006415600.1	El002G115080
OG0007680	XP_024008797.1	El002G116360
OG0007681	XP_006415483.1	El002G116650
OG0007682	XP_006415435.1	El002G117360
OG0007683	XP_006415433.1	El002G117380
OG0007684	XP_006415426.1	El002G117450
OG0007685	XP_006412093.1	El003G146740
OG0007686	XP_006398770.2	El001G079630
OG0007687	XP_024004382.1	El003G146410
OG0007688	XP_024004537.1	El003G146240
OG0007689	XP_006412036.2	El003G146180
OG0007690	XP_006412014.1	El003G145900
OG0007691	XP_006411992.1	El003G145680
OG0007692	XP_006411987.1	El003G145660
OG0007693	XP_006411964.1	El003G145430
OG0007694	XP_006411941.1	El003G145180
OG0007695	XP_006404832.1	El006G318450
OG0007696	XP_006411927.1	El003G145030
OG0007697	XP_006411876.1	El003G144520
OG0007698	XP_006411861.1	El003G144650
OG0007699	XP_006411856.1	El003G144360
OG0007700	XP_006411855.1	El003G172940, El003G144350
OG0007701	XP_024004583.1	El003G144200
OG0007702	XP_006411821.1	El003G143910
OG0007703	XP_006411812.1	El003G143770
OG0007704	XP_024005262.1	El003G143510
OG0007705	XP_006411768.1	El003G143270
OG0007706	XP_006411751.1	El003G143010
OG0007707	XP_006411644.1	El003G141970
OG0007708	XP_006403088.1	El003G182840
OG0007709	XP_006405878.1	El003G185500
OG0007710	XP_006405687.2	El003G188450
OG0007711	XP_006410654.1	El006G296120
OG0007712	XP_006410663.1	El006G296030
OG0007713	XP_006410674.1	El006G295940
OG0007714	XP_006417489.2	El002G093140
OG0007715	XP_006415354.1	El002G118270
OG0007716	XP_006400351.1	El001G062590
OG0007717	XP_006410686.1	El006G295820
OG0007718	XP_006410681.1	El006G295860
OG0007719	XP_024009802.1	El001G009880
OG0007720	XP_006397242.1	El001G010480
OG0007721	XP_024009786.1	El001G011150
OG0007722	XP_006415529.1	El002G116010
OG0007723	XP_006410560.1	El006G297180
OG0007724	XP_006410549.1	El006G297760
OG0007725	XP_006410539.1	El006G297880
OG0007726	XP_024016807.1	El006G297940
OG0007727	XP_006410531.1	El006G297950
OG0007728	XP_024003747.1	El006G298370
OG0007729	XP_024003808.1	El006G298450
OG0007730	XP_006403338.1	El007G357970
OG0007731	XP_006397073.1	El001G009020
OG0007732	XP_006396969.1	El001G008000
OG0007733	XP_006396929.1	El001G007720
OG0007734	XP_006396868.1	El001G007330
OG0007735	XP_006396766.1	El001G006190
OG0007736	XP_006396734.1	El001G005900
OG0007737	XP_006396694.1	El001G005590
OG0007738	XP_006396649.1	El001G005040
OG0007739	XP_006400558.1	El001G060200
OG0007740	XP_006396636.1	El001G004940
OG0007741	XP_024011003.1	El007G361490
OG0007742	XP_006398160.1	El007G363080, El007G363020, El007G362450
OG0007743	XP_006398210.1	El007G363320
OG0007744	XP_006398238.1	El007G363730
OG0007746	XP_006398281.1	El007G364290
OG0007747	XP_006398289.1	El007G364700
OG0007748	XP_006398311.1	El007G364520
OG0007749	XP_006398323.1	El007G364480
OG0007750	XP_006398347.1	El007G365380
OG0007751	XP_024012260.1	El001G078020
OG0007752	XP_006398354.2	El007G365440
OG0007753	XP_006398362.1	El007G365580
OG0007754	XP_006398384.1	El007G365890
OG0007755	XP_006398486.1	El003G172020, El004G204700
OG0007756	XP_006395958.1	El003G183340
OG0007757	XP_006395941.1	El003G183430
OG0007758	XP_006415013.1	El003G181540, El005G277500
OG0007759	XP_024009661.1	El005G268560
OG0007760	XP_006418714.1	El005G268040
OG0007761	XP_006414920.1	El003G177740
OG0007762	XP_006414851.1	El003G176620
OG0007763	XP_006414737.1	El003G175180
OG0007764	XP_006406247.1	El003G173040
OG0007765	XP_006405403.1	El003G192140
OG0007766	XP_006405306.1	El003G193310
OG0007767	XP_024014579.1, XP_024014759.1	El003G193590
OG0007769	XP_024010819.1	El006G279960
OG0007770	XP_006397969.1	El006G280080
OG0007771	XP_006397964.1	El006G280130
OG0007772	XP_006397928.1	El006G280490
OG0007773	XP_006397921.1	El006G280590
OG0007774	XP_006397913.1	El006G280690
OG0007775	XP_006397911.1	El006G280710
OG0007776	XP_006397848.1	El006G281360
OG0007777	XP_006397840.1	El006G281480
OG0007778	XP_006397806.1	El006G281900
OG0007779	XP_006397793.1	El006G282030
OG0007780	XP_006397791.1	El006G282050
OG0007781	XP_006397790.1	El006G282060
OG0007782	XP_024010725.1	El006G282090
OG0007783	XP_006397786.1	El006G282100
OG0007784	XP_006397759.1	El006G282360
OG0007785	XP_006397747.1	El006G282670
OG0007786	XP_006397721.1	El006G283030
OG0007787	XP_006397665.1, XP_006414077.2	El006G283700
OG0007788	XP_024010733.1	El006G284280
OG0007789	XP_024010744.1	El006G284690
OG0007790	XP_006397578.1	El006G284770
OG0007791	XP_006397562.1	El006G284920
OG0007792	XP_024016824.1	El006G286010
OG0007793	XP_006411518.1	El006G286450
OG0007794	XP_006411464.1	El006G287220
OG0007795	XP_006411480.1	El006G286950
OG0007796	XP_006398602.1	El001G081820
OG0007797	XP_006398622.1	El001G081550
OG0007798	XP_006398640.1	El001G081360
OG0007799	XP_006398654.1	El001G081210
OG0007800	XP_006398664.1	El001G081110
OG0007801	XP_006398699.1	El001G080760
OG0007802	XP_006398707.1	El001G080650
OG0007803	XP_006398711.1	El001G080570
OG0007804	XP_024011815.1	El001G080560
OG0007805	XP_006398729.1	El001G080150
OG0007806	XP_006398842.1, XP_024009640.1	El001G078820
OG0007808	XP_006398838.1	El001G078860
OG0007809	XP_024012656.1	El001G078680
OG0007810	XP_006398868.1	El001G078490
OG0007811	XP_006398874.1	El001G078430
OG0007812	XP_024012504.1	El001G078310
OG0007813	XP_024011775.1	El001G078240
OG0007814	XP_006400499.1	El001G060940
OG0007815	XP_024011773.1	El001G060480
OG0007817	XP_006400623.1	El001G059430
OG0007818	XP_024011494.1	El001G059280
OG0007819	XP_006400670.1	El001G059040
OG0007820	XP_006400676.1	El001G058980
OG0007822	XP_024011563.1	El001G058870
OG0007823	XP_006400704.1	El001G058590
OG0007824	XP_006400751.1	El001G058050
OG0007825	XP_006400783.1	El001G057560
OG0007826	XP_024011517.1	El007G330130
OG0007827	XP_024011577.1	El007G330210
OG0007828	XP_006400840.1	El007G330420
OG0007829	XP_006400871.1	El007G330740
OG0007830	XP_006400892.1	El007G330970
OG0007831	XP_006400926.1	El007G331290
OG0007833	XP_006401014.1	El007G332240
OG0007834	XP_006401031.2	El007G332500
OG0007835	XP_006394311.1	El007G327470
OG0007836	XP_006394305.1	El007G327400
OG0007837	XP_024007142.1	El007G327390
OG0007838	XP_006394273.2	El007G327100, El003G151980
OG0007839	XP_006401264.1	El007G334940
OG0007840	XP_006394218.2	El007G326560
OG0007841	XP_006394213.1	El007G326510
OG0007842	XP_024006793.1, XP_024006791.1	El007G325870
OG0007843	XP_006394126.1	El007G325740
OG0007844	XP_006394109.1	El007G325510
OG0007845	XP_006394106.1	El007G325490
OG0007846	XP_006394062.1	El007G325020
OG0007847	XP_006394057.1	El007G324960
OG0007848	XP_006394051.1	El007G324880
OG0007849	XP_006393999.1	El007G324430
OG0007850	XP_006393998.1	El007G324410
OG0007851	XP_006393988.1	El007G324290, El007G326480
OG0007852	XP_006393967.1	El007G323950
OG0007853	XP_006393935.1	El007G323700
OG0007854	XP_006393928.1	El001G020120
OG0007855	XP_024007489.1	El007G323500
OG0007856	XP_024007084.1	El007G323080
OG0007857	XP_006393841.1	El007G322520
OG0007858	XP_006403947.1	El001G021400
OG0007859	XP_006393831.2	El007G322340
OG0007860	XP_006396267.1	El001G000810
OG0007861	XP_024009839.1	El001G000680
OG0007862	XP_024010128.1	El001G000950
OG0007863	XP_006396307.1	El001G001210
OG0007864	XP_006396314.1	El001G001280
OG0007865	XP_006396344.1	El004G228500, El001G001620
OG0007866	XP_006396363.1	El001G001860
OG0007867	XP_006396409.1	El001G002400
OG0007868	XP_006396433.1	El001G002780
OG0007869	XP_006396437.1	El001G002810
OG0007870	XP_006396441.1	El001G002850
OG0007871	XP_006396485.1	El001G003310
OG0007872	XP_024010069.1	El001G003410
OG0007873	XP_006396530.1	El001G003700
OG0007874	XP_006396551.1	El001G003900
OG0007875	XP_006403130.1	El007G360270
OG0007876	XP_006403165.2	El007G359830
OG0007877	XP_006403265.1	El007G358740
OG0007878	XP_006410485.1	El006G298510
OG0007879	XP_006410480.1	El006G298540
OG0007880	XP_006410363.1	El006G299940
OG0007882	XP_006410359.1	El006G299990
OG0007883	XP_006410435.1	El006G299070
OG0007884	XP_024004109.1	El003G162200, El006G299860
OG0007885	XP_006410311.1	El006G300520
OG0007886	XP_006410256.1	El006G301230
OG0007887	XP_006410239.1	El006G301380
OG0007888	XP_006410215.1	El006G301540
OG0007889	XP_024004001.1	El006G301580
OG0007890	XP_006417905.1	El002G088910
OG0007891	XP_024004280.1	El006G301770
OG0007892	XP_006410156.2	El006G302140
OG0007893	XP_006410118.1	El006G302320
OG0007894	XP_006410122.1	El006G302350
OG0007895	XP_006410141.1	El006G302500
OG0007896	XP_006417841.1	El002G089580
OG0007897	XP_006410060.1	El006G302810
OG0007898	XP_006409911.1	El006G304620
OG0007899	XP_006409909.1	El006G304640
OG0007900	XP_006409871.1	El006G305090
OG0007901	XP_006409866.1	El006G305260
OG0007902	XP_006409855.1	El006G305430
OG0007903	XP_024016769.1	El006G306110
OG0007904	XP_006408675.1	El006G308240
OG0007905	XP_006397367.1	El006G309640
OG0007906	XP_006399116.1	El001G075470, El001G074970
OG0007907	XP_006408756.2	El006G311870
OG0007908	XP_006408789.1	El006G312560
OG0007909	XP_006413079.1	El003G156850
OG0007910	XP_006413105.1	El003G157190
OG0007911	XP_006399992.1	El001G066720
OG0007912	XP_006408520.2	El005G235490
OG0007913	XP_006399920.1	El001G067450
OG0007914	XP_006405943.1	El003G168760, El003G185170
OG0007915	XP_006413177.1	El003G157990
OG0007916	XP_006408472.1	El005G235950
OG0007917	XP_006408467.1	El005G236000, El006G318480
OG0007918	XP_006400046.1	El001G066180
OG0007919	XP_006408444.1	El005G236290
OG0007920	XP_006408423.1	El005G236520
OG0007921	XP_006408396.1	El005G236890, El004G219040, El004G219030, El004G219020, El004G221610
OG0007922	XP_006408382.1	El005G237050
OG0007923	XP_006408370.1	El005G237150
OG0007924	XP_006408342.1	El005G237380
OG0007925	XP_006408302.1	El005G237770
OG0007926	XP_006408267.1	El005G238220
OG0007927	XP_024015745.1	El005G238690
OG0007928	XP_024015077.1	El005G239430
OG0007929	XP_006408159.1	El005G239480
OG0007930	XP_006408137.1	El007G362480, El005G239680
OG0007931	XP_006408113.1	El005G239950
OG0007932	XP_006408126.1	El005G239800
OG0007933	XP_006408107.1	El005G240040
OG0007934	XP_006408102.1	El005G240080
OG0007935	XP_006408089.1	El005G240210
OG0007936	XP_006408063.1	El005G240430
OG0007937	XP_006408072.1	El005G240380
OG0007938	XP_006408040.1	El005G240650
OG0007939	XP_006408009.2	El005G241000
OG0007940	XP_006407994.1	El005G241120
OG0007941	XP_006407979.1	El005G241290
OG0007942	XP_006407940.1	El005G241730
OG0007943	XP_006407934.1	El005G241790
OG0007944	XP_006407932.1	El005G241810
OG0007945	XP_006407930.1	El005G241830
OG0007946	XP_006407928.1	El005G241860
OG0007947	XP_006407927.1	El005G241870
OG0007948	XP_006395131.1	El007G347000
OG0007949	XP_006407867.1	El005G242390
OG0007950	XP_006407848.1	El005G242600
OG0007951	XP_006407826.1	El005G242850
OG0007952	XP_006407810.1	El005G243070
OG0007953	XP_006407801.1	El005G243160
OG0007955	XP_006407778.1	El005G243410
OG0007956	XP_006407767.1	El005G243540
OG0007958	XP_024003889.1	El006G289440
OG0007959	XP_006411268.1	El006G289510, El006G289490
OG0007960	XP_006411265.1	El006G289530
OG0007961	XP_006411242.1	El006G289780
OG0007962	XP_024003773.1	El006G289940
OG0007963	XP_006411178.1	El006G290400, El006G290440
OG0007964	XP_024004187.1	El006G291310
OG0007965	XP_006410777.1	El006G294820
OG0007966	XP_006410781.1	El006G294770
OG0007967	XP_006410793.1	El006G294630
OG0007968	XP_006410822.1	El006G294280
OG0007969	XP_006410825.2	El006G294240
OG0007970	XP_006410845.1	El006G294020
OG0007971	XP_006410868.1	El006G293600
OG0007972	XP_024004149.1, XP_006410874.1	El006G293570
OG0007973	XP_024016761.1	El006G293450
OG0007974	XP_006410900.1	El006G293300
OG0007975	XP_024004192.1	El006G292710
OG0007976	XP_006410959.1	El006G292620
OG0007977	XP_006410965.1	El006G292530
OG0007978	XP_006410986.1	El006G292400
OG0007979	XP_006411012.1	El006G292150
OG0007980	XP_024003840.1	El006G291990
OG0007981	XP_006411050.1	El006G291840
OG0007982	XP_006410748.1	El006G295190
OG0007983	XP_006416910.1	El002G099470
OG0007984	XP_006416834.1	El002G100260
OG0007985	XP_006416785.1	El002G100720
OG0007986	XP_006416664.1	El002G101960
OG0007987	XP_006416616.1	El002G102450
OG0007988	XP_006416629.1	El002G102350
OG0007989	XP_006416611.1	El002G102510
OG0007991	XP_006416600.1	El002G102640
OG0007992	XP_024008156.1	El002G102800
OG0007993	XP_006416581.1	El002G102850
OG0007994	XP_006416559.1	El002G103030
OG0007995	XP_024009192.1	El002G103550
OG0007996	XP_006416520.1	El002G103570
OG0007997	XP_006416504.1	El002G103740
OG0007998	XP_006416501.1	El002G103770
OG0007999	XP_024008790.1	El002G104180
OG0008000	XP_006416456.1	El002G104190
OG0008001	XP_024008596.1	El002G104270
OG0008002	XP_006416424.1	El002G104520
OG0008003	XP_024008838.1	El002G104610
OG0008004	XP_006416357.1	El002G105200
OG0008005	XP_006390197.1	El004G229360
OG0008006	XP_024008985.1	El002G105370
OG0008007	XP_006416313.1	El002G105770
OG0008008	XP_006416300.1	El002G105900
OG0008009	XP_006416298.1	El002G105920
OG0008010	XP_006390122.1	El004G230140
OG0008011	XP_006416295.1	El002G105930
OG0008012	XP_006416287.1	El002G106040
OG0008013	XP_006416279.1	El002G106130
OG0008014	XP_006416216.1	El002G107200
OG0008015	XP_006416209.1	El002G107380
OG0008016	XP_006416193.1	El002G107590, El002G107580
OG0008017	XP_006416180.1	El002G107730
OG0008018	XP_024008538.1	El002G108300
OG0008019	XP_006416083.1	El002G108770
OG0008020	XP_006416055.1	El002G109200
OG0008021	XP_006416012.1	El002G109690
OG0008022	XP_006415890.1	El002G111820
OG0008023	XP_006415888.1	El002G111860
OG0008024	XP_006415880.1	El002G111940
OG0008025	XP_006391178.1	El006G319480, El004G230290, El004G218790
OG0008026	XP_006415810.1	El002G112610
OG0008027	XP_006415780.1	El002G112910
OG0008028	XP_006415781.1	El002G112900
OG0008029	XP_006415762.1	El002G113070
OG0008031	XP_024005402.1	El003G160530
OG0008032	XP_006413447.1	El003G160470
OG0008033	XP_006413422.1	El003G160230
OG0008034	XP_006413415.1	El003G160150
OG0008035	XP_006413350.1	El003G159570
OG0008036	XP_006413338.1	El003G159500
OG0008037	XP_006413325.1	El003G159350
OG0008038	XP_006413318.1	El003G159190
OG0008039	XP_006413316.1	El003G159210
OG0008040	XP_006413024.1	El003G156230
OG0008041	XP_006413011.1	El003G156110
OG0008042	XP_006405047.1	El006G316080, El006G316060
OG0008043	XP_024014058.1	El006G316710
OG0008044	XP_024014336.1	El006G317100, El006G317110
OG0008045	XP_006404820.1	El006G318570
OG0008046	XP_006390444.1	El004G226810
OG0008047	XP_006404740.1	El006G319410
OG0008048	XP_006404739.1	El006G319430
OG0008049	XP_024014143.1	El006G319500
OG0008050	XP_024014338.1	El006G319610
OG0008051	XP_006404717.1	El006G319660
OG0008052	XP_024014287.1	El006G320340
OG0008053	XP_006404640.1	El006G320460
OG0008054	XP_006404634.1	El006G320550
