Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0010853	CP6_g6778_DN3_SP3_c.t1	Om001G006240
OG0010854	CP6_g6772_DN3_SP8_c.t1	Om001G006360
OG0010855	CP6_g6728_DN3_SP7_c.t1	Om001G007040
OG0010856	CP6_g6701_DN3_SP4_c.t1	Om001G007440
OG0010857	CP6_g6695_DN3_SP8_c.t1	Om001G007490
OG0010858	CP19_g18515_DN3_SP3_c.t1	Om001G007830
OG0010859	CP5_g1183_DN3_SP0_c.t1	Om001G022200
OG0010860	CP19_g18301_DN3_SP8_c.t1	Om001G010760
OG0010861	CP19_g18244_DN3_SP4_c.t1	Om001G011580
OG0010862	CP7_g44557_DN3_SP8_c.t1	Om001G012160
OG0010863	CP7_g44538_DN3_SP2_c.t1	Om001G012360
OG0010864	CP7_g44526_DN3_SP8_c.t1	Om001G012420
OG0010865	CP7_g44521_DN3_SP6_c.t1	Om001G012480
OG0010866	CP7_g44425_DN3_SP7_c.t1	Om001G013540
OG0010868	CP1_g39358_DN1_SP0_c.t1	Om001G014940
OG0010869	CP1_g38967_DN3_SP7_c.t1	Om001G015360
OG0010871	CP291_g50943_DN3_SP8_c.t1	Om001G016000
OG0010872	CP1_g38470_DN3_SP0_c.t1	Om007G287310
OG0010873	CP7_g45085_DN1_SP0_c.t1	Om007G288340
OG0010874	CP7_g45067_DN3_SP4_c.t1	Om007G288560
OG0010875	CP7_g45043_DN3_SP8_c.t1	Om007G288850
OG0010876	CP7_g45040_DN2_SP0_c.t1	Om007G288860
OG0010877	CP7_g45033_DN3_SP0_c.t1	Om007G288910
OG0010878	CP7_g45010_DN3_SP7_c.t1	Om007G289240
OG0010879	CP7_g44880_DN3_SP0_c.t1	Om007G290720
OG0010880	CP7_g44854_DN3_SP4_c.t1	Om007G291050
OG0010881	CP6_g7650_DN3_SP6_c.t1, CP7_g44837_DN3_SP1_c.t1	Om007G291270
OG0010882	CP7_g44818_DN3_SP3_c.t1	Om007G291420
OG0010883	CP20_g4136_DN3_SP1_c.t1	Om007G291670
OG0010884	CP5_g444_DN3_SP0_c.t1	Om001G034990
OG0010885	CP5_g403_DN3_SP0_c.t1	Om001G035670, Om001G035690
OG0010886	CP5_g380_DN3_SP8_c.t1	Om001G036080
OG0010887	CP10_g43685_DN3_SP7_c.t1	Om002G085560, Om001G023780
OG0010888	CP5_g350_DN3_SP1_c.t1	Om001G036600
OG0010889	CP5_g345_DN3_SP0_c.t1	Om001G036670
OG0010890	CP5_g265_DN3_SP0_c.t1	Om001G038190
OG0010891	CP5_g257_DN3_SP8_c.t1	Om001G038280
OG0010892	CP5_g218_DN3_SP7_c.t1	Om001G039030
OG0010893	CP16_g54861_DN3_SP0_c.t1	Om001G039590
OG0010894	CP5_g163_DN3_SP0_c.t1	Om001G039770
OG0010895	CP5_g117_DN3_SP0_c.t1	Om001G040470
OG0010896	CP5_g89_DN3_SP8_c.t1	Om001G040870
OG0010897	CP5_g46_DN3_SP8_c.t1	Om001G041420
OG0010899	CP16_g54724_DN3_SP0_c.t1	Om001G041520, Om004G156610
OG0010900	CP16_g54722_DN2_SP7_c.t1	Om004G156630
OG0010901	CP5_g13_DN2_SP0_c.t1	Om001G041830
OG0010902	CP5_g19_DN2_SP8_c.t1	Om001G041760
OG0010903	CP12_g30784_DN3_SP6_c.t1	Om001G041690
OG0010904	CP9_g28538_DN3_SP0_c.t1	Om001G041680
OG0010905	CP5_g2_DN2_SP0_c.t1	Om001G041930
OG0010906	CP5_g2005_DN3_SP8_c.t1	Om007G313530
OG0010907	CP5_g1951_DN3_SP8_c.t1	Om001G039380
OG0010910	CP5_g1725_DN3_SP8_c.t1	Om007G314360
OG0010911	CP5_g1617_DN3_SP7_c.t1	Om007G314970
OG0010912	CP5_g1609_DN3_SP0_c.t1	Om007G315010
OG0010913	CP5_g1593_DN3_SP3_c.t1	Om007G315190
OG0010915	CP5_g1507_DN3_SP0_c.t1	Om007G315700
OG0010916	CP4_g25242_DN3_SP0_c.t1	Om008G339320
OG0010917	CP4_g25236_DN3_SP7_c.t1	Om008G339240
OG0010918	CP4_g25214_DN3_SP0_c.t1	Om008G338950
OG0010919	CP7_g44630_DN3_SP0_c.t1	Om007G276610
OG0010920	CP20_g4065_DN3_SP6_c.t1	Om007G296420
OG0010921	CP20_g4056_DN3_SP8_c.t1	Om008G343290, Om002G073970
OG0010922	CP14_g23203_DN3_SP3_c.t1	Om008G344690
OG0010923	CP14_g23588_DN2_SP8_c.t1	Om005G228760
OG0010924	CP14_g23414_DN3_SP6_c.t1	Om008G344890
OG0010925	CP4_g25315_DN3_SP6_c.t1	Om008G340310
OG0010926	CP4_g25334_DN3_SP2_c.t1	Om008G336840
OG0010928	CP4_g25359_DN3_SP7_c.t1	Om005G190040
OG0010929	CP13_g20317_DN3_SP0_c.t1	Om008G341260
OG0010930	CP13_g20591_DN3_SP0_c.t1	Om008G342010
OG0010931	CP13_g20656_DN3_SP2_c.t1	Om002G086910
OG0010932	CP13_g20730_DN3_SP0_c.t1, CP13_g20708_DN3_SP0_c.t1, CP13_g20657_DN3_SP0_c.t1	Om008G342240
OG0010933	CP8_g52969_DN3_SP5_c.t1	Om008G342340
OG0010934	CP22_g17281_DN3_SP2_c.t1	Om008G342650
OG0010935	CP20_g4186_DN2_SP8_c.t1	Om008G347050
OG0010936	CP20_g4251_DN3_SP8_c.t1	Om008G349980
OG0010937	CP20_g4328_DN3_SP8_c.t1	Om008G351270
OG0010938	CP20_g4402_DN3_SP3_c.t1	Om008G352370
OG0010939	CP11_g31831_DN3_SP0_c.t1	Om008G353870
OG0010940	CP11_g31878_DN3_SP3_c.t1	Om008G354420
OG0010942	CP11_g31889_DN3_SP8_c.t1	Om008G354620
OG0010944	CP13_g20150_DN3_SP0_c.t1	Om008G356200
OG0010945	CP9_g28382_DN3_SP4_c.t1	Om005G211500
OG0010946	CP13_g19965_DN3_SP0_c.t1	Om008G358460
OG0010947	CP13_g19946_DN3_SP1_c.t1	Om008G358710
OG0010948	CP13_g19935_DN3_SP0_c.t1	Om007G308920, Om003G110290, Om008G358830
OG0010949	CP13_g19865_DN3_SP1_c.t1	Om008G360050, Om003G110680
OG0010950	CP13_g19834_DN3_SP6_c.t1	Om008G361190
OG0010951	CP13_g19783_DN3_SP0_c.t1	Om008G361990
OG0010952	CP13_g19717_DN3_SP7_c.t1	Om007G302840, Om005G212690
OG0010953	CP13_g19756_DN3_SP7_c.t1	Om008G362480
OG0010954	CP12_g31014_DN3_SP6_c.t1	Om002G076080
OG0010955	CP12_g31030_DN3_SP8_c.t1	Om002G075980, Om005G196560
OG0010956	CP5_g2077_DN2_SP0_c.t1	Om003G105460
OG0010957	CP12_g31049_DN3_SP0_c.t1	Om002G075880
OG0010958	CP6_g9598_DN3_SP1_c.t1	Om003G105200
OG0010959	CP6_g8329_DN3_SP6_c.t1	Om003G105070
OG0010960	CP6_g8022_DN3_SP2_c.t1	Om003G104090
OG0010961	CP6_g7618_DN2_SP0_c.t1, CP6_g7620_DN1_SP0_c.t1	Om003G103690
OG0010962	CP6_g7605_DN3_SP1_c.t1	Om004G169700
OG0010963	CP6_g7595_DN3_SP1_c.t1, CP21_g11013_DN3_SP1_c.t1, CP6_g7596_DN1_SP0_c.t1, CP13_g20644_DN1_SP0_c.t1	Om004G156830, Om007G301120
OG0010964	CP6_g7589_DN3_SP0_c.t1	Om003G103570
OG0010965	CP12_g30798_DN3_SP2_c.t1	Om006G254580
OG0010966	CP6_g7473_DN3_SP0_c.t1	Om003G102550
OG0010967	CP6_g7352_DN3_SP8_c.t1	Om003G101500
OG0010968	CP5_g1455_DN3_SP0_c.t1	Om007G316360
OG0010969	CP5_g1450_DN3_SP6_c.t1	Om007G316380
OG0010970	CP5_g1439_DN3_SP0_c.t1	Om007G316480
OG0010971	CP5_g1418_DN3_SP2_c.t1	Om007G316530, Om007G316540
OG0010972	CP13_g19204_DN3_SP2_c.t1	Om007G316550
OG0010973	CP5_g1414_DN3_SP0_c.t1	Om008G351320, Om007G316580
OG0010974	CP5_g1374_DN3_SP3_c.t1	Om007G316960
OG0010975	CP5_g1368_DN3_SP3_c.t1	Om007G317040
OG0010976	CP5_g1357_DN3_SP2_c.t1	Om007G317140
OG0010977	CP5_g1350_DN3_SP6_c.t1	Om007G317290
OG0010978	CP19_g17849_DN3_SP8_c.t1	Om008G362900
OG0010979	CP19_g17820_DN3_SP0_c.t1	Om006G234790
OG0010980	CP4_g23935_DN3_SP1_c.t1	Om008G318880
OG0010981	CP4_g23941_DN3_SP0_c.t1	Om008G318950
OG0010982	CP4_g23942_DN3_SP0_c.t1	Om008G318970
OG0010983	CP4_g23975_DN3_SP8_c.t1	Om008G319400
OG0010984	CP4_g23982_DN3_SP8_c.t1	Om008G319520
OG0010985	CP6_g7564_DN3_SP0_c.t1, CP6_g7565_DN3_SP0_c.t1	Om008G319630
OG0010986	CP4_g24003_DN3_SP8_c.t1	Om008G319860
OG0010987	CP4_g24047_DN3_SP0_c.t1	Om008G320390, Om009G363490, Om007G306320
OG0010988	CP4_g24107_DN3_SP0_c.t1	Om008G321190
OG0010989	CP4_g24152_DN3_SP0_c.t1	Om008G321720
OG0010990	CP4_g24160_DN3_SP5_c.t1	Om008G321820
OG0010991	CP4_g24161_DN3_SP5_c.t1	Om008G321830
OG0010992	CP4_g24204_DN3_SP8_c.t1	Om008G322310
OG0010993	CP4_g24227_DN3_SP8_c.t1	Om008G322690
OG0010995	CP4_g24264_DN3_SP2_c.t1	Om008G323170
OG0010996	CP4_g24273_DN3_SP8_c.t1	Om008G323280
OG0010997	CP4_g24288_DN3_SP1_c.t1	Om008G323440
OG0010998	CP3_g13444_DN3_SP0_c.t1	Om003G123700
OG0010999	CP9_g28426_DN3_SP1_c.t1	Om005G210880
OG0011000	CP4_g24435_DN3_SP8_c.t1	Om008G326010
OG0011001	CP4_g24447_DN3_SP8_c.t1	Om008G326130
OG0011002	CP4_g24463_DN3_SP0_c.t1	Om008G326340
OG0011003	CP4_g24493_DN3_SP1_c.t1	Om008G326840
OG0011004	CP4_g24540_DN3_SP8_c.t1	Om008G327530
OG0011005	CP4_g24547_DN3_SP0_c.t1	Om008G327410
OG0011006	CP4_g24553_DN2_SP3_c.t1	Om008G327310
OG0011007	CP4_g24554_DN3_SP8_c.t1	Om008G327300
OG0011008	CP4_g24560_DN3_SP0_c.t1	Om008G327830
OG0011009	CP4_g24563_DN3_SP8_c.t1	Om008G327860
OG0011010	CP11_g33746_DN3_SP0_c.t1	Om004G177080
OG0011011	CP11_g33742_DN1_SP0_c.t1	Om004G177030
OG0011012	CP11_g33741_DN3_SP8_c.t1	Om004G177020
OG0011013	CP11_g33734_DN1_SP0_c.t1	Om004G176950
OG0011014	CP11_g33731_DN3_SP6_c.t1	Om004G176930
OG0011015	CP11_g33728_DN3_SP5_c.t1	Om004G176900
OG0011016	CP11_g31949_DN3_SP0_c.t1	Om007G302700
OG0011017	CP11_g33652_DN3_SP0_c.t1	Om004G175920
OG0011018	CP11_g33626_DN3_SP0_c.t1	Om004G175600
OG0011019	CP11_g33617_DN3_SP2_c.t1	Om004G175500
OG0011020	CP11_g33613_DN2_SP0_c.t1	Om004G175450
OG0011021	CP11_g33595_DN2_SP0_c.t1	Om003G106460, Om004G175130
OG0011022	CP11_g33562_DN2_SP0_c.t1	Om004G174500
OG0011023	CP6_g7553_DN3_SP8_c.t1	Om004G174370
OG0011025	CP11_g33490_DN2_SP0_c.t1	Om004G173480
OG0011026	CP2_g48518_DN3_SP8_c.t1	Om006G240850
OG0011027	CP8_g54309_DN3_SP7_c.t1	Om006G241880
OG0011028	CP2_g47518_DN2_SP8_c.t1	Om006G229000
OG0011029	CP8_g54265_DN3_SP0_c.t1	Om006G242320
OG0011030	CP8_g54249_DN3_SP8_c.t1	Om006G242490
OG0011031	CP8_g54233_DN3_SP8_c.t1	Om006G242720
OG0011033	CP8_g54196_DN3_SP0_c.t1	Om006G243270
OG0011034	CP8_g54192_DN3_SP8_c.t1	Om006G243320
OG0011036	CP8_g54147_DN3_SP8_c.t1	Om006G255090, Om006G243940
OG0011037	CP8_g54086_DN2_SP0_c.t1	Om006G244690
OG0011039	CP8_g54071_DN3_SP0_c.t1	Om006G244880
OG0011040	CP8_g54066_DN3_SP8_c.t1	Om006G244940
OG0011042	CP8_g53959_DN3_SP4_c.t1	Om006G246130
OG0011043	CP8_g53902_DN3_SP3_c.t1	Om006G247080
OG0011044	CP2_g47945_DN3_SP8_c.t1	Om006G234000, Om005G206250
OG0011045	CP2_g47922_DN3_SP8_c.t1	Om006G233700
OG0011046	CP2_g47887_DN3_SP5_c.t1	Om006G233360
OG0011047	CP2_g47886_DN3_SP0_c.t1	Om006G233370
OG0011048	CP2_g47880_DN3_SP1_c.t1	Om006G233250
OG0011049	CP2_g47837_DN3_SP6_c.t1	Om006G232790
OG0011050	CP3_g14317_DN3_SP8_c.t1	Om006G258420
OG0011051	CP2_g47598_DN3_SP8_c.t1	Om006G229910
OG0011052	CP2_g47597_DN3_SP8_c.t1	Om006G229900
OG0011054	CP2_g47541_DN3_SP8_c.t1	Om006G229240
OG0011055	CP2_g47527_DN3_SP7_c.t1	Om006G229100
OG0011056	CP2_g47511_DN3_SP8_c.t1	Om006G228940
OG0011057	CP8_g54627_DN3_SP1_c.t1	Om004G157720
OG0011058	CP29_g22037_DN1_SP0_c.t1, CP8_g54628_DN3_SP8_c.t1	Om004G157710
OG0011059	CP8_g54646_DN3_SP0_c.t1	Om004G157480
OG0011060	CP8_g54656_DN3_SP2_c.t1	Om004G157340
OG0011061	CP8_g54557_DN3_SP0_c.t1	Om004G158490
OG0011062	CP8_g54535_DN3_SP2_c.t1	Om004G158690
OG0011063	CP8_g54525_DN3_SP4_c.t1	Om004G158770
OG0011064	CP8_g54524_DN3_SP0_c.t1	Om004G158780
OG0011066	CP11_g32155_DN3_SP8_c.t1	Om004G158870
OG0011067	CP11_g32152_DN3_SP7_c.t1	Om004G158900
OG0011068	CP11_g32136_DN3_SP0_c.t1	Om004G159030
OG0011069	CP11_g32142_DN3_SP8_c.t1	Om004G158970
OG0011070	CP11_g32116_DN3_SP8_c.t1	Om004G159250
OG0011071	CP11_g32087_DN3_SP0_c.t1	Om004G159520
OG0011072	CP11_g32065_DN3_SP4_c.t1	Om004G159890
OG0011073	CP11_g32061_DN3_SP3_c.t1	Om004G159930
OG0011074	CP11_g32051_DN3_SP0_c.t1	Om004G160020
OG0011076	CP11_g32017_DN3_SP8_c.t1	Om004G160380
OG0011077	CP11_g31955_DN3_SP8_c.t1	Om007G302750
OG0011078	CP13_g20229_DN3_SP0_c.t1	Om007G277590
OG0011079	CP4_g25452_DN3_SP8_c.t1	Om007G278710
OG0011080	CP8_g54662_DN3_SP7_c.t1	Om004G157290
OG0011081	CP4_g25474_DN3_SP8_c.t1	Om007G278900
OG0011082	CP4_g25460_DN3_SP2_c.t1	Om007G278780
OG0011083	CP4_g25458_DN3_SP8_c.t1	Om007G278770
OG0011084	CP4_g25539_DN3_SP0_c.t1	Om007G279680
OG0011085	CP4_g25630_DN3_SP8_c.t1	Om007G280760
OG0011086	CP4_g25663_DN3_SP0_c.t1	Om007G281050
OG0011087	CP4_g25704_DN3_SP8_c.t1	Om007G281430
OG0011089	CP4_g25792_DN3_SP8_c.t1	Om007G282380
OG0011090	CP4_g25808_DN1_SP2_c.t1	Om007G282550
OG0011091	CP4_g25854_DN3_SP2_c.t1	Om007G283140
OG0011092	CP4_g25885_DN3_SP0_c.t1	Om007G283460
OG0011093	CP4_g25920_DN2_SP0_c.t1	Om007G283740
OG0011094	CP4_g25925_DN3_SP8_c.t1	Om007G283800
OG0011095	CP4_g25949_DN3_SP0_c.t1	Om007G284000
OG0011096	CP4_g26029_DN3_SP8_c.t1	Om007G284540
OG0011097	CP4_g26578_DN3_SP1_c.t1	Om007G285220
OG0011098	CP4_g26110_DN3_SP6_c.t1	Om007G284830
OG0011099	CP4_g26800_DN3_SP8_c.t1	Om007G285270
OG0011100	CP4_g24846_DN3_SP8_c.t1	Om007G285280
OG0011101	CP2_g48795_DN3_SP0_c.t1	Om007G308090
OG0011102	CP2_g49198_DN3_SP8_c.t1	Om004G149290
OG0011103	CP7_g45220_DN3_SP1_c.t1	Om004G147390
OG0011104	CP16_g55632_DN3_SP0_c.t1	Om003G094040
OG0011106	CP10_g42161_DN3_SP8_c.t1	Om002G042800
OG0011107	CP10_g42149_DN3_SP7_c.t1	Om002G042690
OG0011108	CP10_g42125_DN3_SP3_c.t1	Om002G042430, Om008G349300
OG0011109	CP4_g25749_DN3_SP0_c.t1	Om007G281940
OG0011110	CP3_g13043_DN2_SP5_c.t1	Om002G088660
OG0011111	CP4_g24581_DN3_SP0_c.t1	Om008G328060
OG0011112	CP4_g24582_DN3_SP8_c.t1	Om008G328110
OG0011114	CP19_g17960_DN3_SP8_c.t1	Om001G018840
OG0011115	CP19_g17963_DN3_SP0_c.t1	Om001G018830
OG0011117	CP10_g42261_DN3_SP8_c.t1	Om002G044010
OG0011118	CP10_g42265_DN3_SP2_c.t1	Om002G044090
OG0011119	CP10_g42289_DN3_SP7_c.t1	Om002G044360
OG0011120	CP8_g54375_DN2_SP0_c.t1	Om006G241280
OG0011121	CP10_g42368_DN3_SP8_c.t1	Om002G045310
OG0011122	CP10_g42433_DN3_SP8_c.t1	Om002G046170
OG0011123	CP10_g42494_DN3_SP0_c.t1	Om002G047050
OG0011124	CP10_g42487_DN3_SP8_c.t1	Om002G046960
OG0011125	CP10_g42504_DN3_SP0_c.t1	Om002G047160
OG0011126	CP10_g42536_DN3_SP0_c.t1	Om002G047560
OG0011127	CP10_g42580_DN3_SP6_c.t1	Om002G048180
OG0011128	CP10_g42608_DN3_SP7_c.t1	Om002G048460
OG0011129	CP10_g42612_DN3_SP8_c.t1	Om002G048540
OG0011130	CP12_g31488_DN3_SP4_c.t1	Om008G334020
OG0011131	CP10_g42644_DN3_SP8_c.t1	Om002G049010
OG0011132	CP2_g48777_DN3_SP6_c.t1	Om002G050170
OG0011133	CP10_g42807_DN3_SP2_c.t1	Om002G050790
OG0011134	CP10_g42820_DN3_SP8_c.t1	Om002G050960
OG0011135	CP10_g42861_DN3_SP7_c.t1	Om002G051390
OG0011136	CP10_g42862_DN3_SP8_c.t1	Om002G051400
OG0011137	CP4_g24667_DN3_SP8_c.t1	Om008G329610
OG0011138	CP4_g24724_DN3_SP0_c.t1	Om008G330810
OG0011139	CP4_g24753_DN2_SP0_c.t1	Om008G331440
OG0011140	CP4_g24824_DN2_SP4_c.t1	Om008G332790
OG0011141	CP4_g24844_DN3_SP2_c.t1	Om008G333100, Om008G333160
OG0011142	CP4_g25141_DN2_SP0_c.t1	Om008G337790
OG0011143	CP4_g25122_DN3_SP0_c.t1	Om008G337470
OG0011144	CP4_g25043_DN3_SP8_c.t1	Om008G336290
OG0011146	CP4_g24993_DN3_SP4_c.t1	Om008G335700
OG0011147	CP4_g24966_DN3_SP0_c.t1	Om008G335230
OG0011148	CP4_g24952_DN3_SP4_c.t1	Om008G335040
OG0011149	CP4_g24934_DN3_SP0_c.t1	Om008G334770
OG0011150	CP4_g24901_DN3_SP3_c.t1	Om008G334080
OG0011151	CP4_g24872_DN1_SP0_c.t1	Om008G333590
OG0011152	CP4_g24873_DN3_SP8_c.t1	Om008G333600
OG0011153	CP7_g46139_DN3_SP8_c.t1	Om005G196830
OG0011154	CP7_g46131_DN2_SP0_c.t1	Om005G196950
OG0011155	CP7_g46128_DN3_SP4_c.t1	Om005G196980
OG0011156	CP7_g46105_DN3_SP3_c.t1	Om005G197280
OG0011158	CP7_g46023_DN3_SP8_c.t1	Om005G198330
OG0011159	CP7_g45982_DN3_SP1_c.t1	Om005G199010
OG0011160	CP7_g45979_DN3_SP0_c.t1	Om005G199040
OG0011162	CP7_g45796_DN3_SP0_c.t1	Om005G201570
OG0011163	CP7_g45781_DN3_SP5_c.t1	Om005G201770
OG0011164	CP7_g45755_DN3_SP0_c.t1	Om005G202210
OG0011165	CP7_g45728_DN2_SP2_c.t1	Om005G202480, Om008G325310
OG0011166	CP7_g45643_DN3_SP6_c.t1	Om005G203600
OG0011167	CP7_g45595_DN3_SP0_c.t1	Om005G186470
OG0011168	CP7_g45496_DN3_SP0_c.t1	Om005G205420, Om005G205460
OG0011170	CP7_g45373_DN3_SP0_c.t1	Om004G144760
OG0011172	CP7_g45318_DN3_SP0_c.t1	Om004G145390
OG0011173	CP7_g45290_DN3_SP8_c.t1	Om004G146170
OG0011174	CP10_g43236_DN2_SP0_c.t1	Om002G056620
OG0011176	CP7_g45227_DN3_SP0_c.t1	Om004G147250
OG0011177	CP7_g45211_DN3_SP6_c.t1	Om005G228230, Om005G228240
OG0011178	CP7_g45196_DN3_SP0_c.t1	Om005G211730
OG0011181	CP7_g45143_DN3_SP0_c.t1	Om004G148350
OG0011183	CP1_g36453_DN3_SP3_c.t1	Om005G178220
OG0011185	CP6_g8917_DN3_SP8_c.t1	Om008G355850
OG0011186	CP19_g18131_DN3_SP2_c.t1	Om007G286060
OG0011187	CP19_g18082_DN3_SP3_c.t1	Om007G286640
OG0011190	CP5_g1441_DN2_SP0_c.t1	Om007G316460
OG0011191	CP16_g55069_DN3_SP4_c.t1	Om004G153120, Om018G373820
OG0011193	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1	Om004G154860
OG0011194	CP16_g54921_DN3_SP8_c.t1	Om004G154370
OG0011195	CP16_g54840_DN3_SP8_c.t1	Om004G153590
OG0011196	CP16_g54818_DN3_SP7_c.t1	Om004G155730
OG0011197	CP16_g54792_DN3_SP7_c.t1	Om004G155900
OG0011198	CP16_g54741_DN3_SP8_c.t1	Om004G156400
OG0011200	CP1_g37730_DN3_SP2_c.t1	Om005G194360
OG0011201	CP1_g37717_DN3_SP5_c.t1	Om005G194180
OG0011202	CP1_g37694_DN3_SP0_c.t1	Om005G193880
OG0011203	CP1_g37674_DN3_SP8_c.t1	Om005G193680
OG0011204	CP1_g37596_DN3_SP7_c.t1	Om005G192520
OG0011205	CP1_g37587_DN2_SP0_c.t1	Om005G192390
OG0011206	CP1_g37553_DN3_SP0_c.t1	Om005G191990
OG0011207	CP1_g37504_DN3_SP0_c.t1	Om005G191250, Om005G204040
OG0011208	CP1_g37481_DN3_SP3_c.t1	Om005G191030
OG0011209	CP1_g37449_DN3_SP1_c.t1	Om005G190540
OG0011210	CP1_g37388_DN2_SP4_c.t1	Om005G189660
OG0011211	CP1_g37342_DN3_SP8_c.t1	Om005G189110
OG0011212	CP1_g37320_DN2_SP0_c.t1	Om005G188840
OG0011214	CP1_g37184_DN3_SP0_c.t1	Om005G187060
OG0011215	CP6_g7166_DN3_SP4_c.t1	Om007G276090
OG0011217	CP1_g37149_DN3_SP8_c.t1	Om005G186710
OG0011218	CP1_g38362_DN3_SP6_c.t1	Om007G286910
OG0011219	CP1_g37091_DN3_SP7_c.t1	Om002G076730, Om005G186040
OG0011222	CP1_g36977_DN3_SP0_c.t1	Om007G297830, Om005G184380
OG0011223	CP1_g36924_DN3_SP0_c.t1	Om007G276700, Om005G183850
OG0011224	CP1_g36896_DN3_SP6_c.t1	Om005G183480
OG0011225	CP1_g36892_DN2_SP1_c.t1	Om005G183440
OG0011226	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1	Om001G027580, Om007G307260, Om005G183410
OG0011227	CP1_g36886_DN3_SP8_c.t1	Om005G183360
OG0011228	CP1_g36849_DN3_SP0_c.t1	Om005G182940
OG0011229	CP1_g36839_DN3_SP0_c.t1	Om005G182850
OG0011230	CP1_g36832_DN3_SP0_c.t1	Om005G182770
OG0011231	CP1_g36605_DN3_SP2_c.t1	Om005G181840
OG0011232	CP1_g36618_DN3_SP3_c.t1	Om005G181540
OG0011233	CP1_g36681_DN3_SP8_c.t1	Om005G180970
OG0011234	CP1_g36720_DN3_SP0_c.t1	Om005G180460
OG0011235	CP1_g36714_DN3_SP8_c.t1	Om005G180520
OG0011236	CP1_g36699_DN3_SP7_c.t1	Om005G180800
OG0011237	CP1_g36734_DN3_SP6_c.t1	Om005G180270
OG0011238	CP1_g36740_DN3_SP0_c.t1	Om005G180210
OG0011239	CP1_g36747_DN3_SP8_c.t1	Om005G180090
OG0011241	CP1_g36776_DN3_SP8_c.t1	Om005G219210, Om005G179720
OG0011242	CP1_g36795_DN3_SP1_c.t1	Om005G179530
OG0011243	CP1_g36805_DN3_SP4_c.t1	Om005G179420
OG0011244	CP1_g36810_DN3_SP8_c.t1	Om005G179350
OG0011245	CP1_g36493_DN3_SP8_c.t1	Om005G178680
OG0011246	CP1_g38066_DN2_SP1_c.t1	Om003G104380, Om005G177750
OG0011247	CP11_g32570_DN3_SP8_c.t1	Om007G301930
OG0011248	CP11_g32538_DN3_SP8_c.t1	Om007G301500
OG0011249	CP11_g32549_DN3_SP5_c.t1	Om007G301650
OG0011251	CP11_g32497_DN3_SP4_c.t1	Om007G300960
OG0011252	CP11_g32440_DN3_SP5_c.t1	Om007G300050
OG0011253	CP11_g32334_DN3_SP3_c.t1	Om007G298380
OG0011254	CP11_g32323_DN3_SP6_c.t1	Om007G298250
OG0011255	CP11_g32300_DN3_SP4_c.t1	Om007G297950
OG0011256	CP11_g32232_DN3_SP8_c.t1	Om007G297120
OG0011257	CP11_g32235_DN3_SP1_c.t1	Om007G297160
OG0011258	CP11_g32189_DN3_SP3_c.t1	Om007G296460
OG0011259	CP9_g28405_DN3_SP3_c.t1	Om005G211160, Om005G211120
OG0011260	CP8_g54500_DN3_SP2_c.t1	Om007G295880
OG0011261	CP8_g54491_DN2_SP0_c.t1	Om007G295780
OG0011263	CP8_g54429_DN3_SP0_c.t1	Om007G294960
OG0011264	CP2_g48532_DN2_SP0_c.t1	Om007G294480
OG0011267	CP2_g48564_DN3_SP1_c.t1	Om007G294200
OG0011268	CP2_g48577_DN3_SP6_c.t1	Om007G294030
OG0011269	CP2_g48622_DN3_SP0_c.t1	Om007G293480
OG0011270	CP2_g48664_DN3_SP0_c.t1	Om007G303290
OG0011271	CP2_g48671_DN3_SP8_c.t1	Om007G303440
OG0011272	CP2_g48678_DN3_SP2_c.t1	Om020G374630, Om007G303520
OG0011275	CP2_g48705_DN3_SP2_c.t1	Om007G290150
OG0011276	CP2_g48782_DN3_SP7_c.t1	Om007G309290, Om010G364910
OG0011277	CP11_g32617_DN3_SP5_c.t1	Om004G161310
OG0011278	CP11_g33284_DN2_SP0_c.t1	Om004G169670
OG0011279	CP11_g33213_DN3_SP7_c.t1	Om004G170520
OG0011280	CP11_g33313_DN3_SP8_c.t1	Om004G170850, Om004G171000
OG0011281	CP11_g33342_DN3_SP5_c.t1	Om004G171390
OG0011282	CP11_g33349_DN2_SP0_c.t1	Om004G171490
OG0011283	CP11_g33352_DN3_SP3_c.t1	Om004G171540
OG0011284	CP11_g33357_DN2_SP0_c.t1	Om004G171640, Om004G137240
OG0011285	CP10_g43186_DN3_SP8_c.t1	Om002G055880
OG0011286	CP11_g33447_DN3_SP8_c.t1	Om004G172880
OG0011287	CP2_g48505_DN3_SP0_c.t1	Om006G240750
OG0011288	CP2_g48468_DN3_SP0_c.t1	Om006G240370
OG0011289	CP2_g48469_DN3_SP8_c.t1	Om006G240380
OG0011291	CP2_g48431_DN3_SP0_c.t1	Om006G239950
OG0011292	CP2_g48402_DN3_SP6_c.t1	Om006G239490
OG0011293	CP2_g48387_DN3_SP2_c.t1	Om006G239350
OG0011294	CP2_g48343_DN3_SP1_c.t1	Om006G238840
OG0011295	CP2_g48326_DN2_SP5_c.t1	Om006G238690
OG0011298	CP2_g48203_DN3_SP0_c.t1	Om006G237040
OG0011300	CP2_g48033_DN3_SP7_c.t1	Om006G235070
